
[00:00:00.000 --> 00:00:05.860]  今天我們的題目是耶穌是生命的泉水
[00:04:38.080 --> 00:04:40.960]  在整個耶穌的事蹟裡面
[00:04:40.960 --> 00:04:44.800]  這件事是有非常重要的地方來的
[00:04:44.800 --> 00:04:46.480]  所以在經文第四章
[00:04:46.480 --> 00:04:47.320]  我們可以打開它
[00:04:47.320 --> 00:04:48.300]  因為都是長期經文史
[00:04:48.300 --> 00:04:49.180]  慢慢看
[00:04:49.180 --> 00:04:55.100]  裡面是說到耶穌基督是要由猶太地向上走
[00:04:55.100 --> 00:04:56.940]  去到加利利的地方
[00:04:56.940 --> 00:04:59.220]  我們用地理來講就是向上
[00:04:59.220 --> 00:05:00.500]  聖經用了一個字
[00:05:00.500 --> 00:05:03.780]  他說必須經過撒瑪利亞
[00:05:03.780 --> 00:05:04.820]  剛才那個解說
[00:05:04.820 --> 00:05:06.860]  你覺得是不是必須啊?
[00:05:06.860 --> 00:05:08.020]  不是必須的
[00:05:08.020 --> 00:05:09.980]  是不會用這條路的
[00:05:09.980 --> 00:05:11.820]  是應該繞路走的
[00:05:11.820 --> 00:05:14.540]  但是偏偏耶穌是刻意
[00:05:14.540 --> 00:05:17.180]  甚至約翰說是必須的
[00:05:17.180 --> 00:05:18.220]  這樣去走
[00:05:18.220 --> 00:05:19.700]  是一定有它的目的
[00:05:19.700 --> 00:05:20.820]  來到這個地方
[00:05:20.820 --> 00:05:22.420]  去到這個地方是有一個井
[00:05:22.420 --> 00:05:24.660]  那個井叫做瓦國井
[00:05:24.660 --> 00:05:26.460]  然後那個時間
[00:05:26.460 --> 00:05:28.460]  也都很刻意告訴我們
[00:05:28.460 --> 00:05:30.060]  是一個中午的時分
[00:05:30.060 --> 00:05:32.420]  大約是十二點鐘很曬的地方
[00:05:32.420 --> 00:05:33.620]  想看一下
[00:05:33.620 --> 00:05:35.620]  這裡五堂年輕一點的
[00:05:35.620 --> 00:05:37.140]  有多少人打過水的
[00:05:37.140 --> 00:05:38.140]  下井打水的
[00:05:38.140 --> 00:05:39.660]  咦 有啊
[00:05:39.660 --> 00:05:42.260]  我們應該都是差不多的
[00:05:42.260 --> 00:05:43.740]  我小時候住在武區
[00:05:43.740 --> 00:05:45.420]  所以我們是有個井的
[00:05:45.420 --> 00:05:48.540]  我們知道打水是什麼時候的時間
[00:05:48.540 --> 00:05:49.860]  大部分是上午
[00:05:49.860 --> 00:05:50.980]  或者傍晚
[00:05:50.980 --> 00:05:52.500]  太陽下山的
[00:05:52.500 --> 00:05:53.740]  最基本的原因就是
[00:05:53.740 --> 00:05:55.700]  因為不會那麼笨
[00:05:55.700 --> 00:05:57.580]  中午的時間那麼曬
[00:05:57.580 --> 00:05:58.660]  就來拿水
[00:05:58.660 --> 00:06:01.900]  第二也是很適合我們婦女的運作
[00:06:01.900 --> 00:06:03.580]  一早天還沒亮起床
[00:06:03.580 --> 00:06:04.660]  就去打瓶水
[00:06:04.660 --> 00:06:05.420]  煮茶
[00:06:05.420 --> 00:06:05.820]  煮飯
[00:06:05.820 --> 00:06:06.100]  煮粥
[00:06:06.100 --> 00:06:07.140]  煮早餐
[00:06:07.140 --> 00:06:10.300]  或者是預備那天的清潔要用的
[00:06:10.300 --> 00:06:12.060]  差不多怎樣都用完了
[00:06:12.060 --> 00:06:14.060]  你沒有很多地方儲水的
[00:06:14.060 --> 00:06:15.620]  所以傍晚的時候
[00:06:15.620 --> 00:06:16.940]  都會去一轉的
[00:06:16.940 --> 00:06:19.420]  拿水來煮飯
[00:06:19.420 --> 00:06:21.260]  最重要
[00:06:21.260 --> 00:06:22.660]  爸爸
[00:06:22.660 --> 00:06:23.820]  還有可能子女
[00:06:23.820 --> 00:06:26.500]  就會放學回來晚上要什麼
[00:06:26.500 --> 00:06:27.700]  洗澡
[00:06:27.700 --> 00:06:29.260]  所以一般的情況
[00:06:29.260 --> 00:06:32.260]  都是在這樣的時間才去拿水的
[00:06:32.260 --> 00:06:34.300]  但是有一樣東西我們要知道
[00:06:34.300 --> 00:06:36.380]  白天曬的時候
[00:06:36.380 --> 00:06:39.820]  井水的水溫是會怎樣的
[00:06:39.820 --> 00:06:41.060]  升高的
[00:06:41.060 --> 00:06:42.620]  意思就是說什麼
[00:06:42.620 --> 00:06:43.860]  中國人的智慧來的
[00:06:43.860 --> 00:06:46.660]  打水其實不會是在白天
[00:06:46.660 --> 00:06:47.980]  因為那段時間
[00:06:47.980 --> 00:06:50.940]  細菌微生物是生長得最什麼
[00:06:50.940 --> 00:06:52.300]  最快的時間
[00:06:52.300 --> 00:06:54.300]  所以我們說清泉
[00:06:54.300 --> 00:06:55.620]  好的水
[00:06:55.620 --> 00:06:57.020]  是一早
[00:06:57.020 --> 00:06:58.940]  已經沉澱了一整晚
[00:06:58.940 --> 00:07:00.540]  來去處理的
[00:07:00.540 --> 00:07:02.580]  再不是要補的時候
[00:07:02.580 --> 00:07:04.380]  都是在傍晚的時間
[00:07:04.380 --> 00:07:06.620]  一看那麼刻意把這些
[00:07:06.620 --> 00:07:09.060]  不是那麼正常的資料放在那裡
[00:07:09.060 --> 00:07:10.940]  背後是有他的目的的
[00:07:10.940 --> 00:07:12.700]  耶穌來到這個地方的時候
[00:07:12.700 --> 00:07:13.780]  那群門徒是在一起的
[00:07:13.780 --> 00:07:15.220]  不過在這個時間
[00:07:15.220 --> 00:07:17.820]  剛剛他們就去買東西吃的意思而已
[00:07:17.820 --> 00:07:21.220]  而這個由撒瑪利亞的女人一開口
[00:07:21.220 --> 00:07:22.740]  不是那麼好聽的
[00:07:22.740 --> 00:07:23.860]  因為耶穌跟她說
[00:07:23.860 --> 00:07:25.220]  你可不可以給我一點水
[00:07:25.220 --> 00:07:26.100]  那麼你這麼曬
[00:07:26.100 --> 00:07:26.820]  坐在井旁
[00:07:26.820 --> 00:07:28.460]  這是很自然的文化
[00:07:28.460 --> 00:07:29.860]  但是那個女人不是太友善的
[00:07:29.860 --> 00:07:32.020]  她說你既然是猶太人
[00:07:32.020 --> 00:07:36.620]  為什麼你會向我一個撒瑪利亞的婦人喝水呢
[00:07:36.620 --> 00:07:38.300]  她還沒有說你是一個猶太人
[00:07:38.300 --> 00:07:40.020]  你為什麼跑來我的地方
[00:07:40.020 --> 00:07:41.900]  你明白那個氣氛嗎
[00:07:41.900 --> 00:07:42.500]  OK
[00:07:42.500 --> 00:07:44.620]  絕對不是受歡迎的
[00:07:44.620 --> 00:07:46.060]  耶穌是更加有趣的
[00:07:46.060 --> 00:07:48.140]  我們平時覺得耶穌應該溫柔謙卑
[00:07:48.140 --> 00:07:48.820]  是好人
[00:07:48.820 --> 00:07:50.180]  詞應該說有智慧
[00:07:50.180 --> 00:07:51.540]  但是如果你
[00:07:51.540 --> 00:07:53.620]  做這個中文的卷
[00:07:53.620 --> 00:07:54.700]  你就會發覺
[00:07:54.700 --> 00:07:56.140]  詞不達意的
[00:07:56.140 --> 00:07:57.380]  別人就問
[00:07:57.380 --> 00:07:58.700]  在說水的問題
[00:07:58.700 --> 00:08:00.660]  覺得為什麼你猶太人會問一個
[00:08:00.660 --> 00:08:02.220]  撒瑪利亞的女人拿水
[00:08:02.220 --> 00:08:03.700]  耶穌又不回答
[00:08:03.700 --> 00:08:04.740]  就說了另一件事
[00:08:04.740 --> 00:08:05.860]  耶穌說什麼
[00:08:05.860 --> 00:08:08.940]  祂說如果你知道我是誰
[00:08:08.940 --> 00:08:10.660]  你一早就
[00:08:10.660 --> 00:08:13.660]  反過來問我拿水
[00:08:13.660 --> 00:08:15.900]  聽不聽到那個張力
[00:08:15.900 --> 00:08:17.260]  你去問別人拿水
[00:08:17.260 --> 00:08:18.420]  別人已經看到你
[00:08:18.420 --> 00:08:19.620]  不太開心了
[00:08:19.620 --> 00:08:20.580]  你猶太人
[00:08:20.580 --> 00:08:23.100]  大家種族不同
[00:08:23.100 --> 00:08:24.180]  如果你想喝水
[00:08:24.180 --> 00:08:26.180]  你應該怎麼做
[00:08:26.180 --> 00:08:27.380]  好生氣一點
[00:08:27.380 --> 00:08:28.300]  是不是
[00:08:28.300 --> 00:08:28.820]  不好意思
[00:08:28.820 --> 00:08:29.700]  真的曬好了
[00:08:29.700 --> 00:08:30.220]  麻煩你
[00:08:30.220 --> 00:08:31.660]  可不可以給點水來喝
[00:08:31.660 --> 00:08:32.020]  是不是
[00:08:32.020 --> 00:08:33.340]  正常是這樣
[00:08:33.340 --> 00:08:35.500]  耶穌不是低聲下氣
[00:08:35.500 --> 00:08:37.700]  反而好像有一點點這樣
[00:08:37.700 --> 00:08:39.220]  你明白嗎
[00:08:39.220 --> 00:08:40.860]  你如果知道我是誰
[00:08:40.860 --> 00:08:43.060]  你應該反過來問我拿水
[00:08:43.060 --> 00:08:44.620]  耶穌為什麼要這樣做
[00:08:44.620 --> 00:08:47.780]  耶穌要去介入在這個
[00:08:47.780 --> 00:08:50.180]  撒瑪利亞婦人的生命裡面
[00:08:50.180 --> 00:08:51.900]  用了一些非常的手法
[00:08:51.900 --> 00:08:53.700]  這個女人不甘示弱
[00:08:53.700 --> 00:08:54.860]  被耶穌這樣串法
[00:08:54.860 --> 00:08:55.500]  就馬上說
[00:08:55.500 --> 00:08:57.180]  先生
[00:08:57.180 --> 00:09:00.780]  你連打水的器具都沒有
[00:09:00.780 --> 00:09:02.420]  水有心
[00:09:02.420 --> 00:09:04.460]  你哪裡有水
[00:09:04.460 --> 00:09:07.740]  不止
[00:09:07.740 --> 00:09:09.900]  給她大的要害
[00:09:09.900 --> 00:09:11.300]  這個井
[00:09:11.300 --> 00:09:13.340]  這個井叫什麼名字
[00:09:13.340 --> 00:09:15.380]  瓦國井
[00:09:15.380 --> 00:09:19.420]  就是你們說的老祖宗的瓦國
[00:09:19.420 --> 00:09:21.140]  你們的老祖宗的井
[00:09:21.140 --> 00:09:23.900]  在我們這裡
[00:09:23.900 --> 00:09:26.340]  我們祖宗是劉備
[00:09:26.340 --> 00:09:28.180]  我們的
[00:09:28.180 --> 00:09:31.300]  你憑什麼說要拿水
[00:09:31.300 --> 00:09:32.740]  你有什麼水給我
[00:09:32.740 --> 00:09:35.420]  難道你比我們的祖宗還大嗎
[00:09:35.420 --> 00:09:38.180]  看不看到在這裡
[00:09:38.180 --> 00:09:40.380]  電光火石
[00:09:40.380 --> 00:09:42.620]  一聲響起
[00:09:42.620 --> 00:09:45.620]  絕對不是這麼友善的氣氛
[00:09:45.620 --> 00:09:48.300]  為什麼這個女人會有這樣的態度呢
[00:09:48.300 --> 00:09:50.380]  有沒有想過
[00:09:50.380 --> 00:09:51.820]  其實我們很明白的
[00:09:51.820 --> 00:09:53.860]  香港人近這十年
[00:09:53.860 --> 00:09:55.620]  其實我們變了很多
[00:09:55.620 --> 00:09:57.780]  以前在街上不太認識
[00:09:57.780 --> 00:09:58.460]  出來見見面
[00:09:58.460 --> 00:09:59.460]  大家都會笑笑口
[00:09:59.460 --> 00:10:00.860]  點點頭
[00:10:00.860 --> 00:10:02.100]  這個是我們
[00:10:02.100 --> 00:10:02.900]  我們那一代
[00:10:02.900 --> 00:10:04.780]  我們出來上班
[00:10:04.780 --> 00:10:06.820]  男士還是很有風度的
[00:10:06.820 --> 00:10:09.300]  走過的電梯都會掩著門
[00:10:09.300 --> 00:10:11.220]  或者讓你過
[00:10:11.220 --> 00:10:12.580]  如果和同事吃飯
[00:10:12.580 --> 00:10:14.860]  男士會起來和你拉拉凳
[00:10:14.860 --> 00:10:16.140]  現在還有沒有
[00:10:16.140 --> 00:10:17.140]  完全沒見過
[00:10:17.140 --> 00:10:18.780]  看你的樣子
[00:10:18.780 --> 00:10:21.700]  我們那一代都有少許幸福的機會
[00:10:21.700 --> 00:10:23.420]  但是
[00:10:23.420 --> 00:10:25.180]  為什麼現在會這樣
[00:10:25.180 --> 00:10:27.220]  現在你走在街上
[00:10:27.220 --> 00:10:28.860]  見到別人看著你
[00:10:28.860 --> 00:10:31.140]  你會覺得他是什麼
[00:10:31.140 --> 00:10:32.220]  瞪著你
[00:10:32.220 --> 00:10:34.460]  你會覺得別人瞪著你
[00:10:34.460 --> 00:10:35.740]  你沒有問過
[00:10:35.740 --> 00:10:38.260]  但是很自然你就會怎樣
[00:10:38.260 --> 00:10:40.020]  瞪著別人
[00:10:40.020 --> 00:10:40.780]  頂智慧
[00:10:40.780 --> 00:10:43.740]  請另一個不要瞪的眼光看著旁邊那個
[00:10:43.740 --> 00:10:45.020]  我們真的要練一練
[00:10:45.020 --> 00:10:46.740]  不知道為什麼我們香港人
[00:10:46.740 --> 00:10:48.700]  已經變成這樣
[00:10:48.700 --> 00:10:50.380]  整個態度
[00:10:50.380 --> 00:10:52.740]  是很有張力
[00:10:52.740 --> 00:10:55.900]  是在撒瑪利亞人和耶穌之間
[00:10:55.900 --> 00:10:57.420]  耶穌說你給我水喝
[00:10:57.420 --> 00:10:59.820]  那個女人都說你幹嘛給我水喝
[00:10:59.820 --> 00:11:00.420]  當她這樣說
[00:11:00.420 --> 00:11:01.980]  耶穌說如果你知道我是誰
[00:11:01.980 --> 00:11:04.900]  你就應該反過來問我來拿
[00:11:04.900 --> 00:11:05.700]  於是
[00:11:05.700 --> 00:11:07.460]  這個撒瑪利亞婦人
[00:11:07.460 --> 00:11:09.820]  這麼多年對著你那群猶太人的冤屈
[00:11:09.820 --> 00:11:11.460]  一次過爆發
[00:11:11.460 --> 00:11:12.940]  是不是
[00:11:12.940 --> 00:11:16.340]  我們才是亞國的子民
[00:11:16.340 --> 00:11:17.380]  口譯來的
[00:11:17.380 --> 00:11:18.460]  這個井
[00:11:18.460 --> 00:11:19.780]  是留給我們的
[00:11:19.780 --> 00:11:21.260]  不是留給你的
[00:11:21.260 --> 00:11:22.380]  在這樣的狀態之下
[00:11:22.380 --> 00:11:24.100]  耶穌怎麼去面對呢
[00:11:24.100 --> 00:11:25.700]  耶穌又是九不搭八
[00:11:25.700 --> 00:11:26.940]  每一句話
[00:11:26.940 --> 00:11:28.900]  如果你這篇的經文是對不了嘴的
[00:11:28.900 --> 00:11:30.340]  或者他考中文試
[00:11:30.340 --> 00:11:31.540]  一定是拿不到分的
[00:11:31.540 --> 00:11:33.140]  別人說這件事回答那件事
[00:11:33.140 --> 00:11:34.140]  耶穌說
[00:11:34.140 --> 00:11:35.180]  沒錯
[00:11:35.180 --> 00:11:36.340]  喝你現在這些水
[00:11:36.340 --> 00:11:37.940]  可能指著個井
[00:11:37.940 --> 00:11:40.020]  但是你是會再頸渴的
[00:11:40.020 --> 00:11:42.060]  如果你喝我所賜的水
[00:11:42.060 --> 00:11:45.020]  你是永遠都不會頸渴的
[00:11:45.020 --> 00:11:46.700]  耶穌在看的是什麼
[00:11:46.700 --> 00:11:49.500]  耶穌在看的不是這個女人
[00:11:49.500 --> 00:11:51.260]  那個很不友善的態度
[00:11:51.260 --> 00:11:53.700]  耶穌看到的是這個女人心靈裡面
[00:11:53.700 --> 00:11:55.740]  最大最大的需要
[00:11:55.740 --> 00:11:57.220]  她最需要的是什麼
[00:11:57.220 --> 00:11:58.700]  是找到一些水
[00:11:58.700 --> 00:12:01.580]  喝了之後不用再頸渴的
[00:12:01.580 --> 00:12:03.380]  為什麼
[00:12:03.380 --> 00:12:05.620]  你看那個女人的反應就知道了
[00:12:05.620 --> 00:12:07.100]  本來大家都在格鬥的
[00:12:07.100 --> 00:12:07.980]  你明不明白
[00:12:07.980 --> 00:12:09.180]  馬上她這樣說的時候
[00:12:09.180 --> 00:12:09.780]  這個女人就說
[00:12:09.780 --> 00:12:10.580]  先生
[00:12:10.580 --> 00:12:12.620]  那麽麻煩你就把這個水給我
[00:12:12.620 --> 00:12:15.660]  叫我不用再頸渴
[00:12:15.660 --> 00:12:20.500]  因為我就不需要你這麽遠打水
[00:12:20.500 --> 00:12:21.780]  短短的一天經文
[00:12:21.780 --> 00:12:25.620]  有含著很多的張力放進去
[00:12:25.620 --> 00:12:28.540]  耶穌看到這個女人的需要很重
[00:12:28.540 --> 00:12:31.100]  所以這個女人態度180度轉變
[00:12:31.100 --> 00:12:32.580]  那行了 你給我吧
[00:12:32.580 --> 00:12:33.780]  認了帝位
[00:12:33.780 --> 00:12:35.660]  她現在眼前最大的困難
[00:12:35.660 --> 00:12:36.540]  這個女人是什麼
[00:12:36.540 --> 00:12:38.940]  就是每一天都要
[00:12:38.940 --> 00:12:41.260]  走很遠的地方來拿水
[00:12:41.260 --> 00:12:43.300]  還有最重要的一件事
[00:12:43.300 --> 00:12:45.700]  她每天都要來
[00:12:45.700 --> 00:12:47.060]  她不來不行
[00:12:47.060 --> 00:12:48.860]  她一定要喝水
[00:12:48.860 --> 00:12:49.980]  問題
[00:12:49.980 --> 00:12:52.060]  為什麼她要
[00:12:52.060 --> 00:12:53.860]  12點鐘去打水
[00:12:53.860 --> 00:12:56.100]  為什麼她要走這麽遠
[00:12:56.100 --> 00:12:57.940]  為什麼近的井她不去
[00:12:57.940 --> 00:12:59.980]  她要來這麽遠的地方
[00:12:59.980 --> 00:13:02.420]  就是因為那裏叫做雅各井
[00:13:02.420 --> 00:13:04.020]  如果你們記得這個故事
[00:13:04.020 --> 00:13:06.620]  其實背後是有一個很重要的原因的
[00:13:06.620 --> 00:13:07.740]  因為這個女人
[00:13:07.740 --> 00:13:09.740]  她有六個老公
[00:13:09.740 --> 00:13:11.900]  《聖經》說她有五個
[00:13:11.900 --> 00:13:13.220]  加上現在那個
[00:13:13.220 --> 00:13:14.100]  都不是她老公
[00:13:14.100 --> 00:13:15.380]  即是她有多少個男人
[00:13:15.380 --> 00:13:17.100]  六個
[00:13:17.100 --> 00:13:18.620]  在這樣的狀態之下
[00:13:18.620 --> 00:13:20.740]  這個女人沒辦法
[00:13:20.740 --> 00:13:22.700]  可以輕鬆一點
[00:13:22.700 --> 00:13:23.980]  應該早上去拿
[00:13:23.980 --> 00:13:24.700]  傍晚去拿
[00:13:24.700 --> 00:13:25.900]  沒那麼曬
[00:13:25.900 --> 00:13:27.340]  或者找個近一點的
[00:13:27.340 --> 00:13:28.460]  近自己的井
[00:13:28.460 --> 00:13:30.540]  就不用走這麽遠
[00:13:30.540 --> 00:13:32.820]  為什麼會面對這麽大的困局
[00:13:32.820 --> 00:13:35.060]  是因為水井
[00:13:35.060 --> 00:13:37.340]  是一個很重要的
[00:13:37.340 --> 00:13:39.100]  交遊的地方
[00:13:39.100 --> 00:13:40.900]  交易的地方
[00:13:40.900 --> 00:13:43.100]  那裏是女人一早出來
[00:13:43.100 --> 00:13:44.500]  就吵得很厲害
[00:13:44.500 --> 00:13:45.540]  我們小時候沒有去
[00:13:45.540 --> 00:13:47.380]  最吵的就是井附近那些地方
[00:13:47.380 --> 00:13:48.180]  為什麼
[00:13:48.180 --> 00:13:50.380]  那些人一來就一群
[00:13:50.380 --> 00:13:50.860]  不知為什麽
[00:13:50.860 --> 00:13:51.660]  約定一樣
[00:13:51.660 --> 00:13:52.900]  一群人
[00:13:52.900 --> 00:13:54.460]  來到打水之外
[00:13:54.460 --> 00:13:55.460]  很多事情要做
[00:13:55.460 --> 00:13:56.620]  洗衣服
[00:13:56.620 --> 00:13:57.820]  如果她有個兒子
[00:13:57.820 --> 00:13:59.540]  兒子魔光珠就在井旁
[00:13:59.540 --> 00:14:01.220]  馬上幫她洗澡
[00:14:01.220 --> 00:14:03.700]  可能你沒見過這個狀況
[00:14:03.700 --> 00:14:06.380]  在那裏是最多講是非的地方
[00:14:06.380 --> 00:14:07.620]  發佈會
[00:14:07.620 --> 00:14:09.340]  昨晚有沒有聽到陳師奶
[00:14:09.340 --> 00:14:10.780]  和陳先生吵架
[00:14:10.780 --> 00:14:12.660]  在那裏什麽都會講
[00:14:12.660 --> 00:14:13.980]  所以可以想像
[00:14:13.980 --> 00:14:14.900]  這個女人
[00:14:14.900 --> 00:14:17.180]  有這麽特殊的背景
[00:14:17.180 --> 00:14:19.180]  可能她還沒走到井附近
[00:14:19.180 --> 00:14:20.300]  那些人已經撞了
[00:14:20.300 --> 00:14:20.700]  喂
[00:14:20.700 --> 00:14:21.260]  別說了
[00:14:21.260 --> 00:14:21.620]  別說了
[00:14:21.620 --> 00:14:22.100]  來吧
[00:14:22.100 --> 00:14:23.220]  來吧
[00:14:23.220 --> 00:14:24.860]  你明白嗎
[00:14:24.860 --> 00:14:26.460]  你要知道這個女人
[00:14:26.460 --> 00:14:27.780]  要在中午的時間
[00:14:27.780 --> 00:14:29.100]  在這裏打水
[00:14:29.100 --> 00:14:30.700]  她是一個什麽心態
[00:14:30.700 --> 00:14:32.380]  為什麽她一見到
[00:14:32.380 --> 00:14:33.700]  一個陌生人
[00:14:33.700 --> 00:14:36.180]  她的態度這麽起降
[00:14:36.180 --> 00:14:37.540]  是因為
[00:14:37.540 --> 00:14:39.420]  她除了在民族上面
[00:14:39.420 --> 00:14:42.700]  受了這個叫做猶太人的氣之外
