
[00:00:00.000 --> 00:00:02.000]  頂子妹,主佑平安!
[00:05:50.800 --> 00:05:53.800]  人很多時候我們都很自然地
[00:05:53.800 --> 00:05:56.800]  都可以尋求身份的認同
[00:05:56.800 --> 00:06:00.300]  因為這樣就能夠帶來一個群體的接納
[00:06:00.300 --> 00:06:03.800]  也能夠在當中有一份的安全感
[00:06:03.800 --> 00:06:05.800]  就好像當我們轉工的時候
[00:06:05.800 --> 00:06:07.800]  我們去到一間新的公司
[00:06:07.800 --> 00:06:09.800]  我們都很想很快地摸索一下
[00:06:09.800 --> 00:06:11.800]  公司的文化究竟是怎樣
[00:06:11.800 --> 00:06:13.800]  同事的習慣是怎樣
[00:06:13.800 --> 00:06:15.800]  哪條樓梯可以走
[00:06:15.800 --> 00:06:17.800]  哪條巷你盡量少去
[00:06:17.800 --> 00:06:23.800]  都會盡量希望快點融入這個群體
[00:06:23.800 --> 00:06:25.800]  真正成為他們的一份子
[00:06:25.800 --> 00:06:26.800]  是不是?
[00:06:26.800 --> 00:06:29.800]  摩西在這裡要特別提醒百姓
[00:06:29.800 --> 00:06:32.800]  神的子民他們身份的認同
[00:06:32.800 --> 00:06:33.800]  他們的歸屬感
[00:06:33.800 --> 00:06:34.800]  他們的安全感
[00:06:34.800 --> 00:06:35.800]  應該從哪裡來呢?
[00:06:35.800 --> 00:06:38.800]  他們是應該從神而來的
[00:06:38.800 --> 00:06:39.800]  他們的身份認同
[00:06:39.800 --> 00:06:44.300]  並不是應該從這個世界的價值觀
[00:06:44.300 --> 00:06:46.800]  生活的方式而來的
[00:06:46.800 --> 00:06:49.300]  一個很重要的事情就是
[00:06:49.300 --> 00:06:52.300]  神的子民千萬不要搞錯了
[00:06:52.300 --> 00:06:55.300]  他們要看齊的對象
[00:06:55.300 --> 00:06:57.300]  究竟是哪一個
[00:06:57.300 --> 00:06:59.300]  就好像今季查經
[00:06:59.300 --> 00:07:02.300]  馬達福音登山寶訓當中
[00:07:02.300 --> 00:07:04.300]  很強調神的子民
[00:07:04.300 --> 00:07:06.300]  天國的子民
[00:07:06.300 --> 00:07:08.300]  必須要認清自己的身份
[00:07:08.300 --> 00:07:11.300]  才能夠明白、領受
[00:07:11.300 --> 00:07:15.300]  並且進行神寶貴的教訓
[00:07:15.300 --> 00:07:16.300]  摩西在這裡
[00:07:16.300 --> 00:07:17.300]  首先要做的
[00:07:17.300 --> 00:07:21.300]  是要校正這一班神的百姓
[00:07:21.300 --> 00:07:24.300]  他們屬靈的目光
[00:07:24.300 --> 00:07:25.300]  剛才講過
[00:07:25.300 --> 00:07:28.300]  今日的經文是講到有關奉獻的題目
[00:07:28.300 --> 00:07:30.300]  但有關十一奉獻的經文
[00:07:30.300 --> 00:07:32.300]  其實在摩西五經當中
[00:07:32.300 --> 00:07:34.300]  基本的教導
[00:07:34.300 --> 00:07:38.300]  是記載在利未記的二十七章
[00:07:38.300 --> 00:07:40.300]  和文素記的十八章
[00:07:40.300 --> 00:07:44.300]  當中有更加詳細的運作指引
[00:07:44.300 --> 00:07:48.300]  摩西在《生命紀》提到的十一奉獻
[00:07:48.300 --> 00:07:52.300]  是較多從奉獻的意義來出發
[00:07:52.300 --> 00:07:54.300]  來勸勉神的子民
[00:07:54.300 --> 00:07:56.300]  究竟透過奉獻
[00:07:56.300 --> 00:07:58.300]  神的子民的生命
[00:07:58.300 --> 00:07:59.300]  應該學習到什麼?
[00:07:59.300 --> 00:08:03.300]  他們的生命應該怎樣得到堅固呢?
[00:08:03.300 --> 00:08:07.300]  在經文的二十二至二十三節中這樣說
[00:08:07.300 --> 00:08:09.300]  「你們要把撒種所產的
[00:08:09.300 --> 00:08:13.300]  就是你田地每年所出的十分取一份
[00:08:13.300 --> 00:08:16.300]  又要把你的五穀伸走和游的十分之一
[00:08:16.300 --> 00:08:18.300]  令牛群羊群中投生的
[00:08:18.300 --> 00:08:21.300]  吃在耶和華你神面前
[00:08:21.300 --> 00:08:26.300]  就是祂所選擇要立為祂名的居所
[00:08:26.300 --> 00:08:32.300]  這樣你可以學習事常敬畏耶和華你的神」
[00:08:32.300 --> 00:08:34.300]  要留意的是
[00:08:34.300 --> 00:08:36.300]  摩西並不是在這裏募捐
[00:08:36.300 --> 00:08:38.300]  他並不是向一班神的子民
[00:08:38.300 --> 00:08:41.300]  要求他們來奉獻
[00:08:41.300 --> 00:08:43.300]  希望他們奉獻多一點
[00:08:43.300 --> 00:08:47.300]  以致神的家不會因為缺少一些資源
[00:08:47.300 --> 00:08:49.300]  而不能夠做這件事
[00:08:49.300 --> 00:08:51.300]  或不能夠做那件事
[00:08:51.300 --> 00:08:54.300]  當然百姓的奉獻
[00:08:54.300 --> 00:09:01.300]  確實能夠具體地支持一些無產業的利美人
[00:09:01.300 --> 00:09:04.300]  亦都能夠支持聖所的運作
[00:09:04.300 --> 00:09:07.300]  但摩西這裏更加要強調的
[00:09:07.300 --> 00:09:10.300]  奉獻一個很首要的目的是甚麼呢?
[00:09:10.300 --> 00:09:12.300]  在經文裏所說到
[00:09:12.300 --> 00:09:18.300]  「這樣你可以學習事常敬畏耶和華你的神」
[00:09:18.300 --> 00:09:20.300]  摩西這裏要說的是
[00:09:20.300 --> 00:09:24.300]  奉獻本身並不是最終的目的
[00:09:24.300 --> 00:09:26.300]  它只是一個途徑
[00:09:26.300 --> 00:09:28.300]  神是要透過奉獻
[00:09:28.300 --> 00:09:31.300]  來讓他的子民的生命得到操練
[00:09:31.300 --> 00:09:36.300]  能夠被塗造成為一個更加敬畏神的生命
[00:09:36.300 --> 00:09:38.300]  如果用英文來說
[00:09:38.300 --> 00:09:40.300]  奉獻只是一個means
[00:09:40.300 --> 00:09:42.300]  不是一個end
[00:09:42.300 --> 00:09:45.300]  摩西他要提醒百姓
[00:09:45.300 --> 00:09:49.300]  奉獻和敬畏神是息息相關的
[00:09:49.300 --> 00:09:51.300]  每一次當神的子民
[00:09:51.300 --> 00:09:55.300]  將他們的一部份來奉獻給神的時候
[00:09:55.300 --> 00:09:58.300]  其實是在提醒自己
[00:09:58.300 --> 00:10:03.300]  神才是一切美善、一切好處的源頭
[00:10:03.300 --> 00:10:06.300]  當今年的修成比較好的時候
[00:10:06.300 --> 00:10:09.300]  並不是因為自己勤力
[00:10:09.300 --> 00:10:12.300]  亦都不是因為他們耕種的技術
[00:10:12.300 --> 00:10:14.300]  灌溉的系統特別好
[00:10:14.300 --> 00:10:18.300]  而是因為耶和華的賜福
[00:10:18.300 --> 00:10:20.300]  如果用今天的處境來說
[00:10:20.300 --> 00:10:23.300]  我們能夠有穩定的工作
[00:10:23.300 --> 00:10:25.300]  甚至我們有可觀的收入
[00:10:25.300 --> 00:10:28.300]  並不是因為我們工作能幹
[00:10:28.300 --> 00:10:31.300]  並不是因為我們眼光獨到等等
[00:10:31.300 --> 00:10:33.300]  最重要的原因
[00:10:33.300 --> 00:10:36.300]  仍然是因為神的恩典
[00:10:36.300 --> 00:10:38.300]  因為神的賜福
[00:10:38.300 --> 00:10:41.300]  奉獻一個很重要的提醒
[00:10:41.300 --> 00:10:45.300]  神才是我們最重要的依靠
[00:10:45.300 --> 00:10:48.300]  祂是掌管萬有那位的神
[00:10:48.300 --> 00:10:53.300]  人在神面前應當心存敬畏
[00:10:53.300 --> 00:10:55.300]  有一件事我們必須要搞清楚
[00:10:55.300 --> 00:10:57.300]  我們奉獻的時候並不是說
[00:10:57.300 --> 00:11:00.300]  我們要拿些什麼來給神
[00:11:00.300 --> 00:11:04.300]  其實一切原本都是屬於神
[00:11:04.300 --> 00:11:07.300]  我們只是將祂歸還給神
[00:11:07.300 --> 00:11:10.300]  在詩篇24篇第一節這樣說
[00:11:10.300 --> 00:11:12.300]  地和其中所充滿的
[00:11:12.300 --> 00:11:14.300]  世界和住在其間的
[00:11:14.300 --> 00:11:17.300]  都是屬耶和華的
[00:11:17.300 --> 00:11:19.300]  擁有權在神那裡
[00:11:19.300 --> 00:11:22.300]  我們只是管家
[00:11:22.300 --> 00:11:25.300]  這個邏輯對我們來說非常重要
[00:11:25.300 --> 00:11:27.300]  就好像我們將一些存款
[00:11:27.300 --> 00:11:29.300]  存入銀行一樣
[00:11:29.300 --> 00:11:31.300]  不存款不會因為這樣而變成
[00:11:31.300 --> 00:11:33.300]  是屬於銀行的
[00:11:33.300 --> 00:11:36.300]  同樣神將很寶貴的資源
[00:11:36.300 --> 00:11:38.300]  來託付給我們的時候
[00:11:38.300 --> 00:11:41.300]  主權仍然是屬於上帝
[00:11:41.300 --> 00:11:43.300]  另一方面
[00:11:43.300 --> 00:11:47.300]  敬畏神一個很重要的元素是什麼呢?
[00:11:47.300 --> 00:11:50.300]  很重要的含義是馴服
[00:11:50.300 --> 00:11:53.300]  保羅在哥倫多後書八章那裡
[00:11:53.300 --> 00:11:57.300]  提到馬其頓宗教會
[00:11:57.300 --> 00:11:59.300]  他們樂捐的情況
[00:11:59.300 --> 00:12:01.300]  他們幫助猶太教會
[00:12:01.300 --> 00:12:05.300]  一些正在遭遇患難的猶太信徒的時候
[00:12:05.300 --> 00:12:06.300]  這樣說
[00:12:06.300 --> 00:12:08.300]  弟兄們
[00:12:08.300 --> 00:12:11.300]  我把神賜給馬其頓宗教會的恩
[00:12:11.300 --> 00:12:12.300]  告訴你們
[00:12:12.300 --> 00:12:14.300]  就像他們在患難中
[00:12:14.300 --> 00:12:16.300]  受大善念的時候
[00:12:16.300 --> 00:12:17.300]  仍有滿足的喜樂
[00:12:17.300 --> 00:12:20.300]  在極窮之間還格外顯出
[00:12:20.300 --> 00:12:22.300]  他們樂捐的口恩
[00:12:22.300 --> 00:12:23.300]  我可以證明
[00:12:23.300 --> 00:12:25.300]  他們是按著力量
[00:12:25.300 --> 00:12:28.300]  而且也過了力量
[00:12:28.300 --> 00:12:30.300]  自己甘心樂意地捐助
[00:12:30.300 --> 00:12:32.300]  再三地求我們
[00:12:32.300 --> 00:12:37.300]  準他們在這供給聖徒的恩情上有份
[00:12:37.300 --> 00:12:39.300]  馬其頓宗教會
[00:12:39.300 --> 00:12:41.300]  他們的樂捐
[00:12:41.300 --> 00:12:44.300]  是一個非常美麗的見證
[00:12:44.300 --> 00:12:48.300]  雖然他們本身自己都很貧乏
[00:12:48.300 --> 00:12:49.300]  他們自己都很窮
[00:12:49.300 --> 00:12:51.300]  他們自己都在面對很大的艱難
[00:12:51.300 --> 00:12:55.300]  但是他們仍然能夠甘心樂意地捐獻
[00:12:55.300 --> 00:12:56.300]  給一些很有需要
[00:12:56.300 --> 00:12:58.300]  給他們更大需要的信徒
[00:12:58.300 --> 00:13:03.300]  而且他不是拿一些有證的拿出來奉獻
[00:13:03.300 --> 00:13:04.300]  經文裡面說
[00:13:04.300 --> 00:13:08.300]  他們的奉獻是過於他們力量的奉獻
[00:13:08.300 --> 00:13:09.300]  那我們要問
[00:13:09.300 --> 00:13:13.300]  究竟是什麼驅使他們能夠這樣做
[00:13:13.300 --> 00:13:14.300]  答案在第五節
[00:13:14.300 --> 00:13:16.300]  保羅這樣說
[00:13:16.300 --> 00:13:18.300]  「並且他們所做的
[00:13:18.300 --> 00:13:20.300]  不但照我們所賞望的
[00:13:20.300 --> 00:13:22.300]  更照神的旨意
[00:13:22.300 --> 00:13:24.300]  先把自己獻給主
[00:13:24.300 --> 00:13:27.300]  又歸附了我們」
[00:13:27.300 --> 00:13:28.300]  馬其頓宗教會
[00:13:28.300 --> 00:13:31.300]  他們能夠樂捐的秘訣
[00:13:31.300 --> 00:13:34.300]  並不是因為他們特別能夠捱得
[00:13:34.300 --> 00:13:35.300]  特別能夠堅忍
[00:13:35.300 --> 00:13:37.300]  或者他們和保羅特別好朋友
[00:13:37.300 --> 00:13:38.300]  所以他們樂捐
[00:13:38.300 --> 00:13:39.300]  並不是這樣
[00:13:39.300 --> 00:13:41.300]  經文講到的是
[00:13:41.300 --> 00:13:42.300]  最重要的原因
[00:13:42.300 --> 00:13:45.300]  是他們照著神的旨意
[00:13:45.300 --> 00:13:48.300]  先把自己獻給主
[00:13:48.300 --> 00:13:51.300]  先將自己交託給主
[00:13:51.300 --> 00:13:54.300]  是馴服神的旨意
[00:13:54.300 --> 00:13:57.300]  這是整個信仰群體
[00:13:57.300 --> 00:14:02.300]  活出了一個美麗馴服主的見證
[00:14:02.300 --> 00:14:03.300]  弟兄姊妹
[00:14:03.300 --> 00:14:05.300]  我們在奉獻的時候
[00:14:05.300 --> 00:14:08.300]  我們有沒有這個心智呢
[00:14:08.300 --> 00:14:11.300]  我們奉獻的時候
[00:14:11.300 --> 00:14:13.300]  會不會想起我們要敬畏神
[00:14:13.300 --> 00:14:15.300]  我們要馴服神
[00:14:15.300 --> 00:14:17.300]  神就是要透過我們的奉獻
[00:14:17.300 --> 00:14:21.300]  來操練我們生命的素質
[00:14:21.300 --> 00:14:22.300]  我經常說
[00:14:22.300 --> 00:14:24.300]  敬畏耶和華是我們跟隨主的人
[00:14:24.300 --> 00:14:25.300]  一個很重要
[00:14:25.300 --> 00:14:28.300]  也是一個很大的智慧
[00:14:28.300 --> 00:14:32.300]  能夠保守我們常常活在神的祝福
[00:14:32.300 --> 00:14:35.300]  和祂的任避之下
[00:14:35.300 --> 00:14:39.300]  曾言一個很重要的主題
[00:14:39.300 --> 00:14:40.300]  其中一個很重要的主題
[00:14:40.300 --> 00:14:41.300]  是敬畏神
[00:14:41.300 --> 00:14:45.300]  曾言十四章二十六至二十七節那裡
[00:14:45.300 --> 00:14:48.300]  有很寶貴的英許
[00:14:48.300 --> 00:14:50.300]  敬畏耶和華的大有倚靠
[00:14:50.300 --> 00:14:52.300]  她的兒女也有避難所
[00:14:52.300 --> 00:14:55.300]  敬畏耶和華就是生命的泉源
[00:14:55.300 --> 00:14:59.300]  可以使人離開死亡的網羅
[00:14:59.300 --> 00:15:02.300]  敬畏耶和華對於一個跟隨主的人來說
[00:15:02.300 --> 00:15:04.300]  實在太重要
[00:15:04.300 --> 00:15:08.300]  因為因此我們才能夠大有倚靠
[00:15:08.300 --> 00:15:11.300]  因此我們才能夠有避難所
[00:15:11.300 --> 00:15:15.300]  我們才能夠有最重要的生命的泉源
[00:15:15.300 --> 00:15:18.300]  以致我們不致滅亡
[00:15:18.300 --> 00:15:19.300]  弟兄姊妹
[00:15:19.300 --> 00:15:22.300]  只有耶和華才是我們真正的倚靠
[00:15:22.300 --> 00:15:24.300]  是我們的避難所
[00:15:24.300 --> 00:15:25.300]  弟兄姊妹
[00:15:25.300 --> 00:15:29.300]  我們千萬不要將我們生命的安全感
[00:15:29.300 --> 00:15:33.300]  錯放在另外一些地方上
[00:15:33.300 --> 00:15:38.300]  特別保羅在提摩太前書六章十七節提醒我們
[00:15:38.300 --> 00:15:40.300]  不要倚靠無定的錢財
[00:15:40.300 --> 00:15:46.300]  只要倚靠那厚似百物給我們享受的神
[00:15:46.300 --> 00:15:51.300]  我們的倚靠,我們的保障就在神那裡
[00:15:51.300 --> 00:15:53.300]  另一方面,經文很特別
[00:15:53.300 --> 00:15:55.300]  摩西特別提到
[00:15:55.300 --> 00:15:56.300]  在經文裡面提到
[00:15:56.300 --> 00:16:00.300]  神的子民要將他們要獻的祭物帶到神的面前
[00:16:00.300 --> 00:16:05.300]  要吃在耶和華你神的面前
[00:16:05.300 --> 00:16:06.300]  意思就是
[00:16:06.300 --> 00:16:09.300]  你們要在耶和華所選擇的地方
[00:16:09.300 --> 00:16:12.300]  耶和華所選擇的聖所當中
[00:16:12.300 --> 00:16:13.300]  在獻祭之後
[00:16:13.300 --> 00:16:19.300]  跟家人一起用筵席慶賀神對他們的賜福
[00:16:19.300 --> 00:16:20.300]  神給他們恩典
[00:16:20.300 --> 00:16:23.300]  從而來學習敬畏神
[00:16:23.300 --> 00:16:25.300]  當然他們不是全部吃的
[00:16:25.300 --> 00:16:27.300]  十分之一只是一部分
[00:16:27.300 --> 00:16:29.300]  大部分仍然來捐獻
[00:16:29.300 --> 00:16:31.300]  來奉獻
[00:16:31.300 --> 00:16:35.300]  讓人在快樂當中來奉獻
[00:16:35.300 --> 00:16:36.300]  學習敬畏神
[00:16:36.300 --> 00:16:38.300]  這是神的心意
[00:16:38.300 --> 00:16:41.300]  摩西在經文裡面進一步的渲染
[00:16:41.300 --> 00:16:46.300]  也可以看到神的心意其實是很人性化
[00:16:46.300 --> 00:16:49.300]  不希望奉獻成為人
[00:16:49.300 --> 00:16:53.300]  一個律法禮儀上的重擔
[00:16:53.300 --> 00:16:54.300]  在二十四、二十五節裡面
[00:16:54.300 --> 00:16:56.300]  就這樣告訴百姓
[00:16:56.300 --> 00:16:58.300]  如果你們所住的地方
[00:16:58.300 --> 00:17:00.300]  是很遠離聖所的話
[00:17:00.300 --> 00:17:02.300]  走很遠的路的時候
[00:17:02.300 --> 00:17:04.300]  你們就不用大費周章
[00:17:04.300 --> 00:17:10.300]  來將牛、羊、農作物帶到這麼遠的地方
[00:17:10.300 --> 00:17:12.300]  你們只需要將它換成銀紙
[00:17:12.300 --> 00:17:13.300]  帶來就可以了
[00:17:13.300 --> 00:17:15.300]  在經文二十六節這樣說
[00:17:15.300 --> 00:17:17.300]  你用這銀紙
[00:17:17.300 --> 00:17:18.300]  隨心所欲
[00:17:18.300 --> 00:17:20.300]  或買牛、羊
[00:17:20.300 --> 00:17:22.300]  或買清酒、農酒
[00:17:22.300 --> 00:17:24.300]  凡你心所想的都可以買
[00:17:24.300 --> 00:17:26.300]  你和你的家屬在
[00:17:26.300 --> 00:17:28.300]  也就是說你神面前
[00:17:28.300 --> 00:17:30.300]  吃喝快樂
[00:17:30.300 --> 00:17:32.300]  原來學習敬畏神
[00:17:32.300 --> 00:17:34.300]  並不一定需要正襟危坐
[00:17:34.300 --> 00:17:36.300]  不苟言笑
[00:17:36.300 --> 00:17:38.300]  能夠和家人一起
[00:17:38.300 --> 00:17:39.300]  和朋友一起
[00:17:39.300 --> 00:17:41.300]  在神面前吃喝快樂
[00:17:41.300 --> 00:17:46.300]  原來也能夠培育出一顆敬畏神的心
[00:17:46.300 --> 00:17:47.300]  事實上
[00:17:47.300 --> 00:17:48.300]  有時候我們一群弟兄姊妹
[00:17:48.300 --> 00:17:50.300]  和朋友家人一起
[00:17:50.300 --> 00:17:52.300]  我們存著感恩的心
[00:17:52.300 --> 00:17:55.300]  來領受神給我們豐富的供應的時候
[00:17:55.300 --> 00:17:57.300]  吃一餐好的
[00:17:57.300 --> 00:17:59.300]  也確實是一個賞心樂事
[00:17:59.300 --> 00:18:00.300]  我們也能夠在當中
[00:18:00.300 --> 00:18:01.300]  彼此有交通
[00:18:01.300 --> 00:18:02.300]  彼此鼓勵
[00:18:02.300 --> 00:18:05.300]  能夠彼此建立
[00:18:05.300 --> 00:18:07.300]  很重要的是
[00:18:07.300 --> 00:18:09.300]  我們不要看漏了
[00:18:09.300 --> 00:18:10.300]  經文有一樣東西提醒我們
[00:18:10.300 --> 00:18:12.300]  我們要吃喝快樂
[00:18:12.300 --> 00:18:15.300]  是要在耶和華的面前
[00:18:15.300 --> 00:18:16.300]  意思就是
[00:18:16.300 --> 00:18:19.300]  我們要存著一個感恩的心
[00:18:19.300 --> 00:18:22.300]  來去敬畏神
[00:18:22.300 --> 00:18:24.300]  來去領受神的恩典
[00:18:24.300 --> 00:18:27.300]  和一般在坊間的蛇齋餅粽
[00:18:27.300 --> 00:18:30.300]  和方宴作樂
[00:18:30.300 --> 00:18:31.300]  很不同的
[00:18:31.300 --> 00:18:33.300]  我相信大家弟兄姊妹都懂得
[00:18:33.300 --> 00:18:35.300]  來去分辨
[00:18:35.300 --> 00:18:37.300]  我們應該要知道的是
[00:18:37.300 --> 00:18:40.300]  歡喜快樂本身
[00:18:40.300 --> 00:18:41.300]  是我們信仰裏面
[00:18:41.300 --> 00:18:43.300]  一個很重要的部分
[00:18:43.300 --> 00:18:45.300]  一個很重要的元素
