
[00:00:00.000 --> 00:00:01.760]  今天我們要講的是
[00:03:02.160 --> 00:03:05.160]  忠心的祭司
[00:03:05.160 --> 00:03:07.160]  要忠心的
[00:03:07.160 --> 00:03:09.160]  即是說要做的事做
[00:03:09.160 --> 00:03:12.160]  那以利那兩個兒子忠不忠心呢?
[00:03:12.160 --> 00:03:14.160]  忠心吃東西,忠心搶錢
[00:03:14.160 --> 00:03:19.160]  人家獻祭就拿叉子叉人的肉
[00:03:19.160 --> 00:03:21.160]  生的肉就要拿走
[00:03:21.160 --> 00:03:23.160]  要先拿走
[00:03:23.160 --> 00:03:25.160]  對自己
[00:03:25.160 --> 00:03:27.160]  對神忠心的祭司
[00:03:27.160 --> 00:03:30.160]  這個忠心的祭司是怎樣呢?
[00:03:30.160 --> 00:03:33.160]  這個三字應該是不用的
[00:03:33.160 --> 00:03:36.160]  這個忠心的祭司有三樣東西
[00:03:36.160 --> 00:03:39.160]  第一就是它會照我的心意而行
[00:03:39.160 --> 00:03:42.160]  如果你說「我對神很忠心的」
[00:03:42.160 --> 00:03:44.160]  「我每個星期都喜歡去禮拜頭」
[00:03:44.160 --> 00:03:47.160]  「我要做什麼,我要做什麼」
[00:03:47.160 --> 00:03:49.160]  「我要用師班長來服侍神」
[00:03:49.160 --> 00:03:51.160]  「我要唱獨唱來服侍神」
[00:03:51.160 --> 00:03:53.160]  「我要戴敬拜服侍神」
[00:03:53.160 --> 00:03:55.160]  「我要做什麼,我要做什麼」
[00:03:55.160 --> 00:03:57.160]  「我要做執事」
[00:03:57.160 --> 00:04:00.160]  是照你自己的心意
[00:04:00.160 --> 00:04:05.160]  忠心的人要照神的心意而行
[00:04:05.160 --> 00:04:08.160]  神想我怎樣,而不是我自己想怎樣
[00:04:08.160 --> 00:04:10.160]  照神的心意而行
[00:04:10.160 --> 00:04:12.160]  所以要求問神的心意
[00:04:12.160 --> 00:04:17.160]  第二就是我要為他建立堅固的家
[00:04:17.160 --> 00:04:23.160]  神說我會為他建立堅固的家
[00:04:23.160 --> 00:04:26.160]  讓他有一個很好的家
[00:04:26.160 --> 00:04:29.160]  這個堅固的家也是需要的
[00:04:29.160 --> 00:04:34.160]  第三,他必永遠行在我受高者面前
[00:04:34.160 --> 00:04:38.160]  他要服侍我的受高者
[00:04:38.160 --> 00:04:41.160]  永遠要走在我受高者面前
[00:04:41.160 --> 00:04:42.160]  為他開路
[00:04:42.160 --> 00:04:45.160]  走在我面前也是我支持他
[00:04:45.160 --> 00:04:48.160]  讓他可以服侍我的受高者
[00:04:48.160 --> 00:04:52.160]  受高者這個字要說一下
[00:04:52.160 --> 00:04:54.160]  我們經常說尼塞亞
[00:04:54.160 --> 00:04:59.160]  尼塞亞這個字就是這裡出的
[00:04:59.160 --> 00:05:01.160]  尼塞亞英文叫Messiah
[00:05:01.160 --> 00:05:03.160]  其實希伯來文就是這裡
[00:05:03.160 --> 00:05:05.160]  Mashiach
[00:05:05.160 --> 00:05:13.160]  Mashiach就是受高者
[00:05:13.160 --> 00:05:15.160]  尼塞亞就是這個希伯來文的字
[00:05:15.160 --> 00:05:17.160]  Mashiach受高者
[00:05:17.160 --> 00:05:21.160]  受高者的意思就是被神揀選
[00:05:21.160 --> 00:05:23.160]  以往揀選一個祭司
[00:05:23.160 --> 00:05:25.160]  揀選一個皇帝的時候
[00:05:25.160 --> 00:05:28.160]  就會拿著牛角將油裝了
[00:05:28.160 --> 00:05:32.160]  然後由一個祭司或仙子倒在一個人頭上
[00:05:32.160 --> 00:05:39.160]  這些油倒在他頭上就叫揀選他的動作與儀式
[00:05:39.160 --> 00:05:43.160]  中文油就是高
[00:05:43.160 --> 00:05:46.160]  照我知道以前牧師教我
[00:05:46.160 --> 00:05:50.160]  動詞就是讀高的
[00:05:50.160 --> 00:05:53.160]  用高告立一個人
[00:05:53.160 --> 00:05:56.160]  他用高告我
[00:05:56.160 --> 00:05:57.160]  用高告我我們讀
[00:05:57.160 --> 00:05:59.160]  用高告我
[00:05:59.160 --> 00:06:01.160]  受高者的應該讀成
[00:06:01.160 --> 00:06:04.160]  受高者接受告立
[00:06:04.160 --> 00:06:07.160]  就是這個Mashiach
[00:06:07.160 --> 00:06:11.160]  他會服侍我的Mashiach
[00:06:11.160 --> 00:06:13.160]  我也會支持他
[00:06:13.160 --> 00:06:15.160]  然後他說
[00:06:15.160 --> 00:06:18.160]  我會另外揀選一個祭司
[00:06:18.160 --> 00:06:21.160]  這個祭司是忠心的
[00:06:21.160 --> 00:06:23.160]  這個忠心的祭司
[00:06:23.160 --> 00:06:26.160]  他會在我那裡做三件事
[00:06:26.160 --> 00:06:28.160]  照我心意而行
[00:06:28.160 --> 00:06:31.160]  我會建立他的家
[00:06:31.160 --> 00:06:35.160]  也是為我的受高者來塞亞服侍
[00:06:35.160 --> 00:06:38.160]  如果這樣說
[00:06:38.160 --> 00:06:40.160]  這個就是撒姆爾
[00:06:40.160 --> 00:06:41.160]  我會揀選另一個人
[00:06:41.160 --> 00:06:43.160]  忠心的祭司就是撒姆爾
[00:06:43.160 --> 00:06:44.160]  他會兼顧我的家
[00:06:44.160 --> 00:06:45.160]  照我的心意而行
[00:06:45.160 --> 00:06:48.160]  他永遠都會服侍我的受高者
[00:06:48.160 --> 00:06:51.160]  這個受高者就是撒姆爾服侍主耶穌
[00:06:51.160 --> 00:06:53.160]  那麼遠怎麼服侍?
[00:06:53.160 --> 00:06:54.160]  不是
[00:06:54.160 --> 00:06:56.160]  這個受高者的意思
[00:06:56.160 --> 00:06:59.160]  其實就是大衛
[00:06:59.160 --> 00:07:02.160]  如果照這個上下文的聯繫
[00:07:02.160 --> 00:07:05.160]  撒姆爾之後就是大衛
[00:07:05.160 --> 00:07:07.160]  大衛之前
[00:07:07.160 --> 00:07:09.160]  神是告立了另一個
[00:07:09.160 --> 00:07:10.160]  告立了另一個
[00:07:10.160 --> 00:07:12.160]  就是訴羅王
[00:07:12.160 --> 00:07:13.160]  所以
[00:07:13.160 --> 00:07:16.160]  你看到這個當然更加是指大衛多一點
[00:07:16.160 --> 00:07:18.160]  因為大衛的家
[00:07:18.160 --> 00:07:19.160]  是直到永遠
[00:07:19.160 --> 00:07:21.160]  而裡面會出了主耶穌
[00:07:21.160 --> 00:07:23.160]  是彌賽亞
[00:07:23.160 --> 00:07:25.160]  就是Mashiach
[00:07:25.160 --> 00:07:29.160]  當然揀選的都有大衛
[00:07:29.160 --> 00:07:32.160]  而你以利
[00:07:32.160 --> 00:07:33.160]  以利家
[00:07:33.160 --> 00:07:34.160]  你的家
[00:07:34.160 --> 00:07:36.160]  所剩下的人就慘了
[00:07:36.160 --> 00:07:39.160]  剩下的人仍然是利美族
[00:07:39.160 --> 00:07:42.160]  神說我藐視你
[00:07:42.160 --> 00:07:43.160]  我看輕看你
[00:07:43.160 --> 00:07:44.160]  撇棄你
[00:07:44.160 --> 00:07:46.160]  沒有人會到中年
[00:07:46.160 --> 00:07:48.160]  是很慘的
[00:07:48.160 --> 00:07:49.160]  還有沒有工作?
[00:07:49.160 --> 00:07:50.160]  沒有工作
[00:07:50.160 --> 00:07:52.160]  不會揀他工作
[00:07:52.160 --> 00:07:54.160]  沒有祭司工作
[00:07:54.160 --> 00:07:57.160]  有些粗粗的服侍工作
[00:07:57.160 --> 00:07:59.160]  我不知道是什麼
[00:07:59.160 --> 00:08:00.160]  那麼
[00:08:00.160 --> 00:08:04.160]  你家所剩下的人都必來叩拜他
[00:08:04.160 --> 00:08:05.160]  這個叩拜
[00:08:05.160 --> 00:08:07.160]  就是求他
[00:08:07.160 --> 00:08:08.160]  求他什麼?
[00:08:08.160 --> 00:08:10.160]  就是求這個新的中心的祭司
[00:08:10.160 --> 00:08:13.160]  另外立新的中心的祭司
[00:08:13.160 --> 00:08:17.160]  照我們現在看經文就知道是撒姆爾
[00:08:17.160 --> 00:08:20.160]  你都會叩拜他
[00:08:20.160 --> 00:08:21.160]  求有三個求
[00:08:21.160 --> 00:08:22.160]  求什麼?
[00:08:22.160 --> 00:08:24.160]  求塊銀子
[00:08:24.160 --> 00:08:25.160]  哎呀
[00:08:25.160 --> 00:08:26.160]  撒姆爾
[00:08:26.160 --> 00:08:27.160]  祭司
[00:08:27.160 --> 00:08:28.160]  現在我們很窮
[00:08:28.160 --> 00:08:29.160]  落難了
[00:08:29.160 --> 00:08:30.160]  沒得做了
[00:08:30.160 --> 00:08:33.160]  給一點錢我們生活吧
[00:08:33.160 --> 00:08:34.160]  這樣
[00:08:34.160 --> 00:08:35.160]  這樣都很可憐
[00:08:35.160 --> 00:08:36.160]  求黑這樣
[00:08:36.160 --> 00:08:38.160]  並且沒有飯吃
[00:08:38.160 --> 00:08:39.160]  求個餅
[00:08:39.160 --> 00:08:40.160]  給一碗飯吃
[00:08:40.160 --> 00:08:42.160]  如果求個餅
[00:08:42.160 --> 00:08:44.160]  就是給一碗飯吃
[00:08:44.160 --> 00:08:45.160]  這樣
[00:08:45.160 --> 00:08:46.160]  求塊銀子
[00:08:46.160 --> 00:08:47.160]  可憐
[00:08:47.160 --> 00:08:48.160]  給一點錢
[00:08:48.160 --> 00:08:49.160]  沒有錢生活
[00:08:49.160 --> 00:08:52.160]  來求銀子求個餅
[00:08:52.160 --> 00:08:56.160]  又沒有衰到求銀子求個餅
[00:08:56.160 --> 00:08:57.160]  求什麼呢?
[00:08:57.160 --> 00:08:58.160]  其實就說
[00:08:58.160 --> 00:09:00.160]  不如賜我祭司的職份
[00:09:00.160 --> 00:09:02.160]  給個祭司我們做吧
[00:09:02.160 --> 00:09:03.160]  即是說
[00:09:03.160 --> 00:09:05.160]  求個祭司的位來做
[00:09:05.160 --> 00:09:07.160]  即是已經沒有祭司做了
[00:09:07.160 --> 00:09:09.160]  沒得做了
[00:09:09.160 --> 00:09:11.160]  不如給個祭司我們吧
[00:09:11.160 --> 00:09:13.160]  給個祭司的位給我吧
[00:09:13.160 --> 00:09:16.160]  這樣我都起碼有些餅吃
[00:09:16.160 --> 00:09:18.160]  都有份糧
[00:09:18.160 --> 00:09:20.160]  祭司起碼有什麼餅呢?
[00:09:20.160 --> 00:09:22.160]  有陳設餅吃
[00:09:22.160 --> 00:09:24.160]  在聖所裏面
[00:09:24.160 --> 00:09:26.160]  一個星期回一次
[00:09:26.160 --> 00:09:27.160]  大家祭司分的
[00:09:27.160 --> 00:09:29.160]  其實怎麼分得這麼多呢?
[00:09:29.160 --> 00:09:30.160]  哪裏夠吃呢?
[00:09:30.160 --> 00:09:33.160]  我們現在沒得做了
[00:09:33.160 --> 00:09:37.160]  又沒錢又沒食物
[00:09:37.160 --> 00:09:40.160]  可不可以施捨一下
[00:09:40.160 --> 00:09:41.160]  說得難聽一點
[00:09:41.160 --> 00:09:45.160]  或者給個祭司我們做一下
[00:09:45.160 --> 00:09:47.160]  讓我有份糧
[00:09:47.160 --> 00:09:49.160]  這個就是以你後來
[00:09:49.160 --> 00:09:51.160]  剩下的家人
[00:09:51.160 --> 00:09:53.160]  會變得很困難
[00:09:53.160 --> 00:09:54.160]  兩個困難
[00:09:54.160 --> 00:09:55.160]  一個在這裏看
[00:09:55.160 --> 00:09:57.160]  就是你家裏剩下的人
[00:09:57.160 --> 00:09:59.160]  除了終年而死之外
[00:09:59.160 --> 00:10:03.160]  第二就是生活會很老倒困難
[00:10:03.160 --> 00:10:04.160]  為什麼?
[00:10:04.160 --> 00:10:05.160]  藐視上帝
[00:10:05.160 --> 00:10:06.160]  搶他的祭物
[00:10:06.160 --> 00:10:08.160]  你哪位呀?
[00:10:08.160 --> 00:10:10.160]  於是神發火
[00:10:10.160 --> 00:10:12.160]  你的後代會這樣
[00:10:12.160 --> 00:10:14.160]  其實應該是沒有祭司做的
[00:10:14.160 --> 00:10:16.160]  因為我會截斷你的父家
[00:10:16.160 --> 00:10:18.160]  和你的防臂
[00:10:18.160 --> 00:10:20.160]  以你的父家和以來
[00:10:20.160 --> 00:10:21.160]  做什麼的?
[00:10:21.160 --> 00:10:22.160]  祭司嘛
[00:10:22.160 --> 00:10:24.160]  截斷了防臂就沒得做了
[00:10:24.160 --> 00:10:26.160]  就是這樣應驗的
[00:10:26.160 --> 00:10:27.160]  大家知道
[00:10:27.160 --> 00:10:30.160]  神要立一個忠心的祭司
[00:10:30.160 --> 00:10:33.160]  另外我送一節聖經給大家
[00:10:33.160 --> 00:10:34.160]  提醒鼓勵彼此
[00:10:34.160 --> 00:10:36.160]  面對的是什麼呢?
[00:10:36.160 --> 00:10:39.160]  哥林多前書四章第二節
[00:10:39.160 --> 00:10:41.160]  看看黑色和紅色的字
[00:10:41.160 --> 00:10:44.160]  所求於管家的
[00:10:44.160 --> 00:10:45.160]  的就在這裏
[00:10:45.160 --> 00:10:47.160]  是要他有忠心
[00:10:47.160 --> 00:10:48.160]  多讀一次
[00:10:48.160 --> 00:10:50.160]  哥林多前書四章第二節
[00:10:50.160 --> 00:10:52.160]  所求於管家的
[00:10:52.160 --> 00:10:54.160]  是要他有忠心
[00:10:54.160 --> 00:10:57.160]  這個求字就是
[00:10:57.160 --> 00:11:00.160]  Sateo
[00:11:00.160 --> 00:11:02.160]  就這樣看下去
[00:11:02.160 --> 00:11:04.160]  我怕你讀了司徒
[00:11:04.160 --> 00:11:06.160]  Sateo
[00:11:06.160 --> 00:11:08.160]  Sateo是希臘文
[00:11:08.160 --> 00:11:09.160]  因為是新洋
[00:11:09.160 --> 00:11:11.160]  Sateo是尋求要求
[00:11:11.160 --> 00:11:12.160]  檢查
[00:11:12.160 --> 00:11:14.160]  如果在管家的身上
[00:11:14.160 --> 00:11:15.160]  你要找什麼?
[00:11:15.160 --> 00:11:16.160]  要檢查
[00:11:16.160 --> 00:11:17.160]  找他有沒有
[00:11:17.160 --> 00:11:20.160]  看看他有沒有這些素質
[00:11:20.160 --> 00:11:22.160]  看看他有什麼素質
[00:11:22.160 --> 00:11:23.160]  所求於
[00:11:23.160 --> 00:11:25.160]  這個於是在裏面
[00:11:25.160 --> 00:11:28.160]  在管家的裏面
[00:11:28.160 --> 00:11:31.160]  去尋求一下
[00:11:31.160 --> 00:11:34.160]  他有沒有這樣的素質呢?
[00:11:34.160 --> 00:11:35.160]  管家
[00:11:35.160 --> 00:11:39.160]  Oikonumos
[00:11:39.160 --> 00:11:41.160]  Oikonumos是
[00:11:41.160 --> 00:11:43.160]  其實管家不是僕人
[00:11:43.160 --> 00:11:45.160]  Oikonumos也可以讀作
[00:11:45.160 --> 00:11:46.160]  意思是僕人
[00:11:46.160 --> 00:11:48.160]  不過是高一點的
[00:11:48.160 --> 00:11:50.160]  管事或者總督
[00:11:50.160 --> 00:11:51.160]  Governor
[00:11:51.160 --> 00:11:54.160]  這個字是可以譯作Governor
[00:11:54.160 --> 00:11:56.160]  Oikonumos
[00:11:56.160 --> 00:11:58.160]  是可以譯作Governor
[00:11:58.160 --> 00:11:59.160]  就是說
[00:11:59.160 --> 00:12:01.160]  總督、管理者
[00:12:01.160 --> 00:12:02.160]  行政長官
[00:12:02.160 --> 00:12:03.160]  這樣的意思
[00:12:03.160 --> 00:12:05.160]  又可以是一個管事的人
[00:12:05.160 --> 00:12:06.160]  也可以是一個僕人
[00:12:06.160 --> 00:12:08.160]  每個人都管事的
[00:12:08.160 --> 00:12:10.160]  你幫我管好茶水
[00:12:10.160 --> 00:12:12.160]  很忠心
[00:12:12.160 --> 00:12:13.160]  就管好
[00:12:13.160 --> 00:12:15.160]  管好馬匹
[00:12:15.160 --> 00:12:16.160]  就管好
[00:12:16.160 --> 00:12:17.160]  你是一個僕人
[00:12:17.160 --> 00:12:19.160]  管事就高一點
[00:12:19.160 --> 00:12:20.160]  管家就高一點
[00:12:20.160 --> 00:12:21.160]  總督就是Governor
[00:12:21.160 --> 00:12:23.160]  大內總管
[00:12:23.160 --> 00:12:26.160]  Oikonumos就是這個意思
[00:12:26.160 --> 00:12:30.160]  對於這些做事的人
[00:12:30.160 --> 00:12:32.160]  要求他什麼呢?
[00:12:32.160 --> 00:12:34.160]  是要尋找他有沒有
[00:12:34.160 --> 00:12:36.160]  裏面有沒有
[00:12:36.160 --> 00:12:38.160]  忠心這個素質
[00:12:38.160 --> 00:12:40.160]  忠心是什麼呢?
[00:12:40.160 --> 00:12:42.160]  照指示而行
[00:12:42.160 --> 00:12:43.160]  這個叫做忠心
[00:12:43.160 --> 00:12:44.160]  就是這樣
[00:12:44.160 --> 00:12:46.160]  大家要知道了
[00:12:46.160 --> 00:12:48.160]  現在很多時候
[00:12:48.160 --> 00:12:51.160]  我都看國內的視頻
[00:12:51.160 --> 00:12:53.160]  很喜歡見到不同的視頻
[00:12:53.160 --> 00:12:55.160]  不過都是講相同的主題
[00:12:55.160 --> 00:12:57.160]  相同的內容
[00:12:57.160 --> 00:12:58.160]  不過不同的人
[00:12:58.160 --> 00:12:59.160]  不同的背景
[00:12:59.160 --> 00:13:00.160]  不同的公司
[00:13:00.160 --> 00:13:02.160]  就是這個
[00:13:02.160 --> 00:13:05.160]  都很想伸張正義
[00:13:05.160 --> 00:13:07.160]  和鼓勵忠心的
[00:13:07.160 --> 00:13:09.160]  視頻就是有一個
[00:13:09.160 --> 00:13:11.160]  門口的門衛
[00:13:11.160 --> 00:13:13.160]  守住公司門口
[00:13:13.160 --> 00:13:15.160]  有人來了
[00:13:15.160 --> 00:13:17.160]  請等等
[00:13:17.160 --> 00:13:20.160]  請出示你的工作證
[00:13:20.160 --> 00:13:22.160]  工作證?
[00:13:22.160 --> 00:13:23.160]  你新來嗎?
[00:13:23.160 --> 00:13:24.160]  今天來
[00:13:24.160 --> 00:13:25.160]  你知不知道我是誰?
[00:13:25.160 --> 00:13:27.160]  知不知道你是哪位?
[00:13:27.160 --> 00:13:30.160]  我就是你們老總的弟弟
[00:13:30.160 --> 00:13:33.160]  現在我要去找他
[00:13:33.160 --> 00:13:34.160]  不行
[00:13:34.160 --> 00:13:36.160]  進來要出示工作證
[00:13:36.160 --> 00:13:37.160]  如果沒有工作證
[00:13:37.160 --> 00:13:39.160]  先在那邊登記
[00:13:39.160 --> 00:13:40.160]  登記?
[00:13:40.160 --> 00:13:41.160]  你新來嗎?
[00:13:41.160 --> 00:13:43.160]  就罵了
[00:13:43.160 --> 00:13:44.160]  你知不知道我是誰?
[00:13:44.160 --> 00:13:46.160]  我是這裡的副總
[00:13:46.160 --> 00:13:48.160]  怎樣怎樣
[00:13:48.160 --> 00:13:49.160]  我是這裡的老總
[00:13:49.160 --> 00:13:50.160]  就罵了
[00:13:50.160 --> 00:13:52.160]  有些出手打那個門衛
[00:13:52.160 --> 00:13:53.160]  推他
[00:13:53.160 --> 00:13:54.160]  突然摔在地上
[00:13:54.160 --> 00:13:56.160]  被人打完他都起來
[00:13:56.160 --> 00:13:58.160]  請出示你的工作證
[00:13:58.160 --> 00:13:59.160]  嘩
[00:13:59.160 --> 00:14:01.160]  然後鬧嘈了
[00:14:01.160 --> 00:14:02.160]  有人走過來
[00:14:02.160 --> 00:14:07.160]  就說
[00:14:07.160 --> 00:14:08.160]  老總老總
[00:14:08.160 --> 00:14:09.160]  董事長
[00:14:09.160 --> 00:14:11.160]  見到你真是好
[00:14:11.160 --> 00:14:13.160]  這個門衛不懂事
[00:14:13.160 --> 00:14:15.160]  不讓我們進去
[00:14:15.160 --> 00:14:16.160]  董事長說
[00:14:16.160 --> 00:14:17.160]  他對
[00:14:17.160 --> 00:14:18.160]  出示工作證
[00:14:18.160 --> 00:14:20.160]  你是不是這裡做的?
[00:14:20.160 --> 00:14:24.160]  這個老總都被董事長說
[00:14:24.160 --> 00:14:27.160]  然後誇獎這個新來被打的門衛
[00:14:27.160 --> 00:14:29.160]  你做得真是對
[00:14:29.160 --> 00:14:32.160]  然後就跟老總說
[00:14:32.160 --> 00:14:34.160]  你明天不用上班了
[00:14:34.160 --> 00:14:37.160]  這個人就會升做門衛長
[00:14:37.160 --> 00:14:39.160]  這個有忠心
[00:14:39.160 --> 00:14:42.160]  要求僕人管事總督
[00:14:42.160 --> 00:14:44.160]  是要有忠心
[00:14:44.160 --> 00:14:46.160]  沒有情面
[00:14:46.160 --> 00:14:47.160]  不不順情面
[00:14:47.160 --> 00:14:49.160]  不然怎樣做?
[00:14:49.160 --> 00:14:53.160]  這個就是要鼓勵僕人
[00:14:53.160 --> 00:14:54.160]  結束了
[00:14:54.160 --> 00:14:55.160]  我想大家記得
[00:14:55.160 --> 00:14:58.160]  如果你要服事主
[00:14:58.160 --> 00:15:00.160]  你要有忠心
[00:15:00.160 --> 00:15:01.160]  無論什麼崗位
[00:15:01.160 --> 00:15:03.160]  一次好好
[00:15:03.160 --> 00:15:05.160]  第二次辛苦
[00:15:05.160 --> 00:15:06.160]  第三次開始覺得重了
[00:15:06.160 --> 00:15:08.160]  第四次更重了
[00:15:08.160 --> 00:15:10.160]  第五次開始不想做了
[00:15:10.160 --> 00:15:12.160]  剛剛才劈頭石
[00:15:12.160 --> 00:15:13.160]  原話為主
[00:15:13.160 --> 00:15:15.160]  服事要拿起這個崗位
[00:15:15.160 --> 00:15:16.160]  現在幾次就想不做
[00:15:16.160 --> 00:15:17.160]  想難你?
[00:15:17.160 --> 00:15:18.160]  不要啊
[00:15:18.160 --> 00:15:20.160]  要繼續忠心
[00:15:20.160 --> 00:15:21.160]  侍奉下去
[00:15:21.160 --> 00:15:23.160]  記得
[00:15:23.160 --> 00:15:24.160]  這種忠心
[00:15:24.160 --> 00:15:27.160]  其實都是一個熟齡的操練
[00:15:27.160 --> 00:15:29.160]  努力
[00:15:29.160 --> 00:15:30.160]  努力
[00:15:30.160 --> 00:15:32.160]  有時我都忙
[00:15:32.160 --> 00:15:36.160]  不如不要天天講聖經
[00:15:36.160 --> 00:15:39.160]  不過心裏有負擔託付
[00:15:39.160 --> 00:15:40.160]  繼續講
[00:15:40.160 --> 00:15:42.160]  都是一個熟齡的操練
[00:15:42.160 --> 00:15:44.160]  操練自己認識多些聖經
[00:15:44.160 --> 00:15:46.160]  又可以服事弟兄姊妹
[00:15:46.160 --> 00:15:47.160]  忠心
[00:15:47.160 --> 00:15:48.160]  繼續做
[00:15:48.160 --> 00:15:49.160]  讓大家知道
[00:15:49.160 --> 00:15:52.160]  希望我們都可以
[00:15:52.160 --> 00:15:54.160]  效法到這段經文
[00:15:54.160 --> 00:15:58.160]  神說我要立一個忠心的祭司
[00:15:58.160 --> 00:16:00.160]  願我們都做一個忠心的祭司
[00:16:00.160 --> 00:16:03.160]  將其他人與上帝拉在一起
[00:16:03.160 --> 00:16:05.160]  叫他認識上帝
[00:16:05.160 --> 00:16:06.160]  敬拜上帝
[00:16:06.160 --> 00:16:07.160]  這樣就好了
[00:16:07.160 --> 00:16:08.160]  我們祈禱
[00:16:08.160 --> 00:16:11.160]  主要是很需要你給我們這個忠心
[00:16:11.160 --> 00:16:13.160]  有時忠心是辛苦的
[00:16:13.160 --> 00:16:15.160]  信服是困難的
[00:16:15.160 --> 00:16:20.160]  不過我們需要你給我們的服事
[00:16:20.160 --> 00:16:22.160]  聖經都教我們
[00:16:22.160 --> 00:16:25.160]  當我們疲倦灰心的時候
[00:16:25.160 --> 00:16:29.160]  就要思想為我們
[00:16:29.160 --> 00:16:31.160]  伸懸十誡的主耶穌
[00:16:31.160 --> 00:16:35.160]  你就為我們愛世上屬自己的人
[00:16:35.160 --> 00:16:36.160]  愛我們到底
[00:16:36.160 --> 00:16:39.160]  你最後為我們走上十字架的路
[00:16:39.160 --> 00:16:42.160]  幫我們有這個忠心
[00:16:42.160 --> 00:16:43.160]  當比起你的忠心
[00:16:43.160 --> 00:16:45.160]  我們今天的小小忠心
[00:16:45.160 --> 00:16:48.160]  我們做的小小事算什麼
[00:16:48.160 --> 00:16:53.160]  讓我們快點重新發力再追上你的腳踪
