
[00:00:00.000 --> 00:00:05.200]  各位親愛的弟兄姐妹,還有網絡上的弟兄姐妹,祝你平安。
[00:04:08.000 --> 00:04:11.520]  看裏面非常非常宏偉建設。
[00:04:11.520 --> 00:04:16.280]  但是其實在當時,可以說是羅馬在佔領這個地方的時候,
[00:04:16.280 --> 00:04:19.680]  這個地方就成爲非常繁榮的一個城市。
[00:04:19.680 --> 00:04:24.280]  當時就有大概二十到三十萬左右人居住在這個城市。
[00:04:24.280 --> 00:04:28.760]  這個城市直到如今還在土耳其。
[00:04:28.760 --> 00:04:33.120]  也是土耳其的第二大城市,除了這個伊三寶以外。
[00:04:33.120 --> 00:04:34.920]  我們看看這張圖畫。
[00:04:34.920 --> 00:04:38.840]  這是目前這個士美納這個城市這個樣子。
[00:04:38.840 --> 00:04:45.360]  目前不再叫士美納,他們叫伊斯米爾,就是伊米茨爾這個城市。
[00:04:45.360 --> 00:04:47.880]  是非常非常繁華的城市。
[00:04:47.880 --> 00:04:52.160]  我們看看當時耶穌基督寫信給這個教會的時候,
[00:04:52.160 --> 00:04:58.120]  這個教會是在非常繁榮,而且在非常非常多人居住的地方。
[00:04:58.120 --> 00:05:03.640]  我們看看耶穌基督如何來稱讚這個教會,如何來鼓勵這個教會呢?
[00:05:03.640 --> 00:05:07.040]  我們看看耶穌基督其實在兩方面鼓勵這個教會。
[00:05:07.040 --> 00:05:09.240]  首先,祂對士美納教會的稱讚。
[00:05:09.240 --> 00:05:14.640]  第一,祂說,你雖然貧窮,但領理卻是富足的。
[00:05:14.640 --> 00:05:18.840]  你想想看,在這麼繁華的一個港口城市,
[00:05:18.840 --> 00:05:22.520]  士美納的教會的信徒怎麼會貧窮呢?
[00:05:22.520 --> 00:05:28.400]  貧窮這個字在希臘文裏面是講到極其貧窮,一貧如洗的意思。
[00:05:28.400 --> 00:05:31.400]  原來它有一些政治的背景在裏面。
[00:05:31.400 --> 00:05:35.600]  因爲當時信奉耶穌基督爲彌賽亞的猶太人,
[00:05:35.600 --> 00:05:41.720]  他們就不做一般外邦人,居住在羅馬地區的這些人所做的事情。
[00:05:41.720 --> 00:05:45.720]  他們當地的人都是以羅馬公民爲自豪,
[00:05:45.720 --> 00:05:51.200]  因此他們就來跪拜、膜拜當時的羅馬帝王凱撒大帝。
[00:05:51.200 --> 00:05:56.320]  所以當時基督徒們他們卻拒絕來跪拜這些羅馬君王,
[00:05:56.320 --> 00:06:00.000]  因此羅馬政府給他們諸多的逼迫,
[00:06:00.000 --> 00:06:03.400]  不允許他們在那裏有任何的商業的來往,
[00:06:03.400 --> 00:06:07.080]  同時間他們也在干擾、也破壞他們的生意。
[00:06:07.080 --> 00:06:11.920]  因此這些士美納教會的信徒在極其的貧窮當中,
[00:06:11.920 --> 00:06:15.600]  當時耶穌基督說,你們卻是富足的。
[00:06:15.600 --> 00:06:17.680]  他們雖然在物質上是非常的貧窮,
[00:06:17.680 --> 00:06:21.240]  但是在靈裏面,他們因爲信靠耶穌基督的緣故,
[00:06:21.240 --> 00:06:22.680]  他們非常的富足。
[00:06:22.680 --> 00:06:28.120]  就好像在亞哥書第二章第五節所說的,
[00:06:28.120 --> 00:06:30.840]  他說:我親愛的弟兄們,請聽!
[00:06:30.840 --> 00:06:33.880]  神豈不是揀選了世上的貧窮人,
[00:06:33.880 --> 00:06:36.360]  叫他們在性上富足,
[00:06:36.360 --> 00:06:41.360]  並承受他所應許給那些愛他至倫的國嗎?
[00:06:41.360 --> 00:06:43.600]  在世人的眼光來說,
[00:06:43.600 --> 00:06:45.880]  他就是說揀選了世上的貧窮人,
[00:06:45.880 --> 00:06:48.880]  那是說在世上的眼光看爲貧窮的人,
[00:06:48.880 --> 00:06:50.560]  物質上非常的缺乏,
[00:06:50.560 --> 00:06:54.520]  但他們的信心,他們的信仰就是非常的豐富,
[00:06:54.520 --> 00:06:57.400]  非常富足,因爲他們仰望的不是他們所看見的,
[00:06:57.400 --> 00:07:02.120]  是他們所看不見的神,在天上所存留的基業,
[00:07:02.120 --> 00:07:04.400]  那是神的國和神的同在。
[00:07:04.400 --> 00:07:08.920]  因此他們在靈裏面是非常非常富足的。
[00:07:08.920 --> 00:07:11.520]  第二方面他鼓勵他們,稱讚他們的地方是什麼呢?
[00:07:11.520 --> 00:07:15.760]  他們在失戀中能夠忠心到底。
[00:07:15.760 --> 00:07:19.320]  他們真的是經歷了許許多多的患難,
[00:07:19.320 --> 00:07:22.600]  這個患難包括羅馬政府給他們的逼迫,
[00:07:22.600 --> 00:07:27.560]  也包括了當地這些猶太人對他們的毀謗。
[00:07:27.560 --> 00:07:28.640]  怎麼說呢?
[00:07:28.640 --> 00:07:31.280]  因爲猶太人他們是信奉猶太教,
[00:07:31.280 --> 00:07:35.160]  當耶穌基督彌賽亞來到世上的時候,
[00:07:35.160 --> 00:07:38.280]  有不少的猶太人因此承認,
[00:07:38.280 --> 00:07:40.320]  相信耶穌基督是他們的彌賽亞,
[00:07:40.320 --> 00:07:44.480]  因此就被這些傳統的猶太人完全拒絕,
[00:07:44.480 --> 00:07:47.160]  不允許他們到他們的會談裏面,
[00:07:47.160 --> 00:07:49.240]  也斷絕跟他們的來往。
[00:07:49.240 --> 00:07:51.400]  因此他們在許多的逼迫裏面,
[00:07:51.400 --> 00:07:54.000]  我們看到說不但是有政治上的逼迫,
[00:07:54.000 --> 00:07:57.640]  經濟上的逼迫,還有宗教上的逼迫,
[00:07:57.640 --> 00:08:04.800]  但是他們在失戀當中仍然能夠忠心。
[00:08:04.800 --> 00:08:08.400]  其實在小雅西亞七天教會里面只有兩間教會,
[00:08:08.400 --> 00:08:11.480]  耶穌只有稱讚鼓勵,沒有責備的。
[00:08:11.480 --> 00:08:14.560]  其中第一間就是這個士美那的教會,
[00:08:14.560 --> 00:08:16.920]  然後另外一間就是費拉帖非的教會,
[00:08:16.920 --> 00:08:18.960]  費拉德維亞的教會,只有這兩間教會,
[00:08:18.960 --> 00:08:23.600]  耶穌沒有責備,完全只有鼓勵還有稱讚。
[00:08:23.600 --> 00:08:27.680]  所以今天我們要從這個非常棒的士美那教會,
[00:08:27.680 --> 00:08:31.040]  他們的生活,他們的信徒當中來學習他們的榜樣,
[00:08:31.040 --> 00:08:32.360]  有三方面的學習。
[00:08:32.360 --> 00:08:34.640]  首先第一,我們要從他們的患難當中,
[00:08:34.640 --> 00:08:38.640]  學習他們如何仰望死而復活的耶穌,
[00:08:38.640 --> 00:08:42.360]  因祂是你的盼望。一起來讀一遍來。
[00:08:42.360 --> 00:08:46.200]  患難中仰望死而復活的耶穌,
[00:08:46.200 --> 00:08:49.520]  因祂是你的盼望。
[00:08:49.520 --> 00:08:53.200]  我想我們在患難當中的時候,我們最需要的是什麼?
[00:08:53.200 --> 00:08:54.480]  盼望。
[00:08:54.480 --> 00:08:56.880]  盼望這個疫情趕快過去,
[00:08:56.880 --> 00:09:00.120]  盼望這個Delta的variant趕快能夠得到控制,
[00:09:00.120 --> 00:09:02.920]  盼望我們很快能夠恢復正常。
[00:09:02.920 --> 00:09:08.200]  所以在患難當中,我們何等希望能夠有盼望?
[00:09:08.200 --> 00:09:12.600]  盼望是在許多的黑暗當中能夠看見光,
[00:09:12.600 --> 00:09:16.680]  在許多沒有出路當中能夠看見一絲的希望。
[00:09:16.680 --> 00:09:20.000]  那我們看看耶穌基督是怎樣能夠鼓勵
[00:09:20.000 --> 00:09:22.200]  士美那教會的信徒們,
[00:09:22.200 --> 00:09:24.840]  特別是在許多的患難、逼迫當中,
[00:09:24.840 --> 00:09:28.560]  他們能夠來仰望這位死而復活的耶穌,
[00:09:28.560 --> 00:09:32.240]  因爲耶穌的確是他們的盼望,阿們。
[00:09:32.240 --> 00:09:35.800]  據從剛纔我們看的第二章的第八節、第九節裏面告訴我們,
[00:09:35.800 --> 00:09:41.040]  耶穌基督祂說"那首先的和末後的"。
[00:09:41.040 --> 00:09:44.680]  在每一封書信裏面,當他寫信給這七天教會的時候,
[00:09:44.680 --> 00:09:46.920]  耶穌基督自己的自稱,
[00:09:46.920 --> 00:09:52.560]  也反映出了當地教會所需要的耶穌給他們的鼓勵和安慰。
[00:09:52.560 --> 00:09:53.600]  這裏耶穌的話說,
[00:09:53.600 --> 00:09:59.720]  祂說"我是那首先的和末後的"。
[00:09:59.720 --> 00:10:01.840]  首先和末後是什麼意思呢?
[00:10:01.840 --> 00:10:04.840]  首先意思是說,祂是起初就有的那一位,
[00:10:04.840 --> 00:10:08.120]  還沒有斯梅娜這個城市、還沒有羅馬帝國之前,
[00:10:08.120 --> 00:10:10.720]  這位神祂已經存在了。
[00:10:10.720 --> 00:10:13.640]  不但是存在,將來有一天如果斯梅娜祂不見了以後,
[00:10:13.640 --> 00:10:15.800]  或者被毀滅以後,
[00:10:15.800 --> 00:10:19.440]  我們的神祂是末後的,祂仍然還在。
[00:10:19.440 --> 00:10:24.520]  祂是那位在我們心中動了上宮,把我們引到神的國度裏面,
[00:10:24.520 --> 00:10:28.240]  祂也便會保守我們直到那一天。
[00:10:28.240 --> 00:10:31.840]  所以這個"首先的和末後的"是告訴我們祂是什麼?
[00:10:31.840 --> 00:10:34.640]  祂是完全神。
[00:10:34.640 --> 00:10:36.680]  祂是全能神。
[00:10:36.680 --> 00:10:41.000]  首先、末後乃是告訴說祂是完全神。
[00:10:41.000 --> 00:10:42.800]  我們怎麼知道呢?
[00:10:42.800 --> 00:10:45.760]  這個名稱"首先的和末後的",
[00:10:45.760 --> 00:10:50.120]  在舊約聖經裏面,乃是來引用在誰的身上?
[00:10:50.120 --> 00:10:52.360]  我們來看看以賽爾書第44章。
[00:10:52.360 --> 00:10:53.800]  以賽爾書第44章第6節說:
[00:10:53.800 --> 00:10:58.920]  "耶和華以色列的君,以色列的救贖主,萬君之耶和華,
[00:10:58.920 --> 00:11:08.760]  如此說,我是什麼?我是首先的,我是末後的,除我以外再沒有真神。"
[00:11:08.760 --> 00:11:11.560]  剛纔我們所看到的《啓示錄》第二章第8節,
[00:11:11.560 --> 00:11:16.200]  耶穌就說"那首先的和那末後的"。
[00:11:16.200 --> 00:11:22.280]  所以我們看到耶穌就是把自己用以賽爾書第44章第6節所講的,
[00:11:22.280 --> 00:11:28.560]  祂就是這位耶和華,你們的君王,你們的救贖主,就是你們的神。
[00:11:28.560 --> 00:11:34.080]  換句話說,這位首先的,這位末後的全能神,這個完全神,
[00:11:34.080 --> 00:11:37.280]  現在要向祂的教會來說話。
[00:11:37.280 --> 00:11:39.760]  這是第一方面祂鼓勵士美那教會的信徒。
[00:11:39.760 --> 00:11:41.000]  然後第二方面祂說什麼呢?
[00:11:41.000 --> 00:11:45.360]  祂是死過又活的完全人。
[00:11:45.360 --> 00:11:48.480]  祂是死過又活的。
[00:11:48.480 --> 00:11:53.840]  "死過又活"這個名字跟士美那這個城市的歷史有點關聯。
[00:11:53.840 --> 00:11:59.280]  士美那這個城市早在祖前第七世紀的時候曾經被毀掉過,
[00:11:59.280 --> 00:12:03.720]  然後在祖前第三世紀的時候重新被建造過。
[00:12:03.720 --> 00:12:07.440]  所以這個城市可以說是死而又活過來的一個城市。
[00:12:07.440 --> 00:12:11.280]  他們從來沒有見過一個人從死裏又復活的。
[00:12:11.280 --> 00:12:14.320]  所以耶穌就說,我是這位死過又活的,
[00:12:14.320 --> 00:12:17.640]  祂乃是一個完全人來到我們中間。
[00:12:17.640 --> 00:12:18.880]  那你說爲什麼這麼重要?
[00:12:18.880 --> 00:12:22.480]  耶穌記錄祂是完全神,也是完全人呢?
[00:12:22.480 --> 00:12:26.680]  如果祂是完全神的話,祂無法代替我們衆人的罪,
[00:12:26.680 --> 00:12:28.640]  死在十字架上。
[00:12:28.640 --> 00:12:32.720]  如果祂是完全人的話,祂的死只能夠代表祂自己的罪,
[00:12:32.720 --> 00:12:34.440]  死在十字架上。
[00:12:34.440 --> 00:12:37.240]  但是祂是這位道成肉身,住在我們中間,
[00:12:37.240 --> 00:12:41.280]  充充滿滿有恩憐、有真理的那一位完全神、完全人、
[00:12:41.280 --> 00:12:45.960]  天人合一的一位獨有的一位耶穌基督。
[00:12:45.960 --> 00:12:49.440]  所以祂死在十字架上的時候是爲我們世人的罪死了,
[00:12:49.440 --> 00:12:51.560]  可以救贖我們、買贖我們,
[00:12:51.560 --> 00:12:56.160]  從此祂的復活也表示祂已經戰勝過死亡的權柄。
[00:12:56.160 --> 00:13:01.240]  所以祂是一個完全神,祂是一個完全人。
[00:13:01.240 --> 00:13:06.720]  你現在看,當聖滅乃教會聽到耶穌基督原來是這位
[00:13:06.720 --> 00:13:10.680]  完全神、完全人的時候,對他們是何等大的安慰呢?
[00:13:10.680 --> 00:13:14.680]  耶穌基督不是那位坐在高高寶座上,
[00:13:14.680 --> 00:13:19.240]  不體恤、不明白他們所經過的患難和痛苦。
[00:13:19.240 --> 00:13:24.080]  耶穌基督乃是這位道成肉身,曾經在地上三十三年半的時間,
[00:13:24.080 --> 00:13:26.120]  受了多少的逼迫、多少的患難,
[00:13:26.120 --> 00:13:33.760]  才完全可以明白、可以理解當時聖滅乃教會信徒所受的患難和逼迫。
[00:13:33.760 --> 00:13:37.240]  所以在希伯來書第四章裏面告訴我們,
[00:13:37.240 --> 00:13:40.160]  看看這段經文,第四章14-16節說,
[00:13:40.160 --> 00:13:46.720]  我們既然有一位已經升入高天、增隆的大祭司,就是誰?
[00:13:46.720 --> 00:13:51.440]  神的兒子耶穌便當持定所承認的道,爲什麼呢?
[00:13:51.440 --> 00:13:55.680]  因我們的大祭司,並非不能體恤我們的軟弱,
[00:13:55.680 --> 00:14:01.760]  他也曾凡事受過試探,與我們一樣,只是他沒有犯罪。
[00:14:01.760 --> 00:14:03.720]  第16節說,
[00:14:03.720 --> 00:14:09.000]  所以我們只管坦然無拘地來到施恩的寶座前,
[00:14:09.000 --> 00:14:15.200]  爲要得連續蒙恩會做隨時的幫助。
[00:14:15.200 --> 00:14:21.760]  所以在患難中,我們可以來仰望這位死而復活的耶穌,
[00:14:21.760 --> 00:14:25.880]  因爲他是我們的盼望,他是你的盼望。
[00:14:25.880 --> 00:14:30.640]  所以聖經裏面說,我們可以坦然無拘地來到他的施恩寶座面前,
[00:14:30.640 --> 00:14:35.480]  必得憐憫,做隨時的幫助。
[00:14:35.480 --> 00:14:41.280]  你現在是否經歷很大很大的苦難呢?
[00:14:41.280 --> 00:14:47.240]  不論是身體上的疾病,或者在疫情真的把你弄得不知道該怎麼辦,
[00:14:47.240 --> 00:14:50.400]  你的工作可能遇到問題,你的家庭可能遇到問題,
[00:14:50.400 --> 00:14:56.880]  但是你可否知道耶穌基督是你在患難中可以給你帶來盼望的?
[00:14:56.880 --> 00:15:03.280]  因爲他最瞭解你所受的患難。
[00:15:03.280 --> 00:15:09.040]  耶穌基督最瞭解世面上教會弟兄姐妹信徒所受的患難。
[00:15:09.040 --> 00:15:13.320]  所以我們也知道耶穌基督他自己曾經來過這個世上,
[00:15:13.320 --> 00:15:16.320]  受過一切的患難、一切的痛苦、一切的逼迫,
[00:15:16.320 --> 00:15:19.800]  所以他最瞭解你所受的患難。
[00:15:19.800 --> 00:15:23.640]  其實當你在痛苦、逼迫、苦難當中的時候,
[00:15:23.640 --> 00:15:26.720]  當有人告訴你說,我瞭解你的感受,
[00:15:26.720 --> 00:15:31.800]  當然這一句話已經對你來說是一個很大的依止和安慰,不是嗎?
[00:15:31.800 --> 00:15:34.840]  我們來看看他怎麼對世面上教會說的話呢?
[00:15:34.840 --> 00:15:37.640]  我們再看一下第二章的第九節。
[00:15:37.640 --> 00:15:41.160]  這裏耶穌基督說,我知道你的患難,
[00:15:41.160 --> 00:15:42.880]  你的貧窮你卻是富足的,
[00:15:42.880 --> 00:15:47.400]  也知道那自稱是猶太人所說的毀謗話,
[00:15:47.400 --> 00:15:50.760]  其實他們不是猶太人,乃是撒旦議會的人。
[00:15:50.760 --> 00:15:53.520]  哇!耶穌基督說我知道你的患難,
[00:15:53.520 --> 00:15:56.920]  這個知道在原文的意思是非常親切的,
[00:15:56.920 --> 00:16:01.920]  真的是認識你,真的能夠感受到你所受的患難。
[00:16:01.920 --> 00:16:06.520]  我知道你的患難,我知道你遭受羅馬政府的逼迫,
[00:16:06.520 --> 00:16:09.640]  我知道這些猶太人對你的毀謗的話,
[00:16:09.640 --> 00:16:14.600]  其實不是他們在毀謗你,而是在背後的撒旦。
[00:16:14.600 --> 00:16:20.560]  耶穌基督說明了,那些攻擊他教會的弟兄姐妹的,
[00:16:20.560 --> 00:16:23.760]  背後是有一個撒旦的權勢,
[00:16:23.760 --> 00:16:31.000]  在那裏指使他們來攻擊這些猶太人信奉耶穌基督的聖明撒雅的。
[00:16:31.000 --> 00:16:34.560]  他說你們不是猶太人,你們不是猶太人,我們纔是猶太人。
[00:16:34.560 --> 00:16:40.240]  耶穌說不是不是,他們纔是屬於撒旦同一個黨派的人。
[00:16:40.240 --> 00:16:42.360]  所以耶穌基督說我知道。
[00:16:42.360 --> 00:16:44.600]  親愛的弟兄姐妹,你知道嗎?
[00:16:44.600 --> 00:16:48.080]  可你身邊的人不知道你所受的痛苦,受到的委屈,
[00:16:48.080 --> 00:16:50.680]  但你知道這位死而復活,
[00:16:50.680 --> 00:16:54.520]  這位首先幕後的全能神,全完全能,
[00:16:54.520 --> 00:17:01.000]  祂知道你所受的痛苦,你所受的委屈。
[00:17:01.000 --> 00:17:03.360]  其實當我們在跟隨耶穌基督的時候,
[00:17:03.360 --> 00:17:08.840]  我們爲了做見證,爲了活出耶穌基督給我們的生命所命定的,
[00:17:08.840 --> 00:17:11.240]  我們遭受了很多的逼迫症,很多的患難。
[00:17:11.240 --> 00:17:15.320]  很多時候我們會感覺到灰心,感覺到失望。
[00:17:15.320 --> 00:17:18.640]  你聽過《撒旦山腳印》這個故事嗎?
[00:17:18.640 --> 00:17:22.720]  《撒旦山腳印》這個故事,我想大家可能都很熟悉,對不對?
[00:17:22.720 --> 00:17:25.840]  一位信徒他真的在非常失望難過的時候,
[00:17:25.840 --> 00:17:27.760]  一天晚上他就做了一個夢。
[00:17:27.760 --> 00:17:30.120]  在夢裏面看見撒旦山有很多的腳印,
[00:17:30.120 --> 00:17:36.200]  首先是兩副腳印,他就想起說這段時期是我生命中最平順的時候,
[00:17:36.200 --> 00:17:40.040]  最平安快樂的時候,是主與我同行。
[00:17:40.040 --> 00:17:45.440]  後來走走走,看到這個腳印忽然間只剩下一副腳印而已。
[00:17:45.440 --> 00:17:48.600]  他心裏就非常的納悶,心裏面非常非常的不安。
[00:17:48.600 --> 00:17:52.560]  他就問主說,主啊,這段時期我記得是我最困難的時候,
[00:17:52.560 --> 00:17:55.360]  爲什麼撒旦只剩下一副腳印呢?
[00:17:55.360 --> 00:18:01.640]  耶穌基督說,其實這副腳印不是你的腳印,乃是我的腳印。
[00:18:01.640 --> 00:18:06.920]  當你在生命中最困難的時候,患難最多的時候,
[00:18:06.920 --> 00:18:11.120]  乃是我揹着你走過這一段路程的。
[00:18:11.120 --> 00:18:13.760]  親愛的弟兄姐妹,你知道嗎?
[00:18:13.760 --> 00:18:18.760]  當你在患難當中的時候,當你在基督的逼迫苦難當中的時候,
[00:18:18.760 --> 00:18:21.880]  耶穌基督與你一同,
[00:18:21.880 --> 00:18:28.440]  祂從來不離開你,祂乃是揹着你經過這一段困難的時期。
[00:18:28.440 --> 00:18:32.400]  大家預備信息,我就想到目前在阿富汗,
[00:18:32.400 --> 00:18:37.840]  水深火熱的成千上萬的美國公民,
[00:18:37.840 --> 00:18:41.400]  還有成千上萬的基督徒,還有宣教士,
[00:18:41.400 --> 00:18:44.600]  那些沒有辦法離開阿富汗的人,
[00:18:44.600 --> 00:18:47.680]  求神也提醒他們撒旦上的腳印。
[00:18:47.680 --> 00:18:50.240]  這個時候主要與他們同在,阿們。
[00:18:50.240 --> 00:18:53.200]  主是他們唯一的盼望。
[00:18:53.200 --> 00:18:55.440]  這是第一個我們從聖滅乃教會所學習的,
[00:18:55.440 --> 00:19:00.240]  在患難中仰望死而復活的耶穌,因爲祂是我的盼望。
[00:19:00.240 --> 00:19:04.640]  第二,在短暫的患難中,不必害怕,因祂一直都在。
[00:19:04.640 --> 00:19:05.840]  一起來講一遍來。
[00:19:05.840 --> 00:19:13.840]  在短暫的患難中,不必害怕,因祂一直都在。
[00:19:13.840 --> 00:19:17.480]  當患難臨到我們的時候,當苦難臨到我們的時候,
[00:19:17.480 --> 00:19:20.680]  當疫情臨到我們的時候,當逼迫臨到我們的時候,
[00:19:20.680 --> 00:19:27.040]  我們自然的反應就會感覺到害怕、恐懼。
[00:19:27.040 --> 00:19:30.240]  躲在家裏不敢出門,連傢伙也都不敢來。
[00:19:30.240 --> 00:19:34.280]  我們心裏面充滿了恐懼、害怕。
[00:19:34.280 --> 00:19:39.440]  但是這裏告訴我們說,暫時的患難中,你不用怕。
[00:19:39.440 --> 00:19:43.600]  爲什麼這個患難是暫時的呢?患難是會過去的。
[00:19:43.600 --> 00:19:49.480]  高中旁邊的說,患難是會過去的。高中旁邊的說,疫情也是會過去的。
[00:19:49.480 --> 00:19:52.880]  雖然我們覺得疫情好像很久,一年多,快兩年了。
[00:19:52.880 --> 00:19:55.080]  到今天年底就兩年了嘛。
[00:19:55.080 --> 00:20:00.280]  但是疫情是會過去的。這些都是暫時的。
[00:20:00.280 --> 00:20:04.680]  所以在起訴第二章第十節,我們再看看這節聖經。
[00:20:04.680 --> 00:20:10.800]  耶穌基督告訴順美的教會的人說,你將要受的苦,你不用怕。
[00:20:10.800 --> 00:20:18.400]  魔鬼要把你們中間幾個人下在監獄裏,叫你們被試煉,你們必受患難十日。
[00:20:18.400 --> 00:20:22.680]  這裏可以想象耶穌基督好像走到順美來的教會的聚會的地方,
[00:20:22.680 --> 00:20:28.080]  然後看見可能有些椅子已經空了,可能已經被抓去,可能甚至爲主殉道。
[00:20:28.080 --> 00:20:31.600]  祂說你將要受的苦,你不用怕。爲什麼呢?
[00:20:31.600 --> 00:20:34.880]  耶穌基督告訴他們說,魔鬼要把你們中間幾個人,
[00:20:34.880 --> 00:20:38.880]  包括你們現在在座的幾個人,可能被抓到監獄裏面,
[00:20:38.880 --> 00:20:45.200]  叫你們要受試煉,但是耶穌基督就說,暫時只是十天。
[00:20:45.200 --> 00:20:50.880]  告訴我們說,這個時期是非常短,非常短暫,只有十天的時間。
[00:20:50.880 --> 00:20:54.480]  耶穌在這裏就鼓勵他們,不用怕,不用害怕。
[00:20:54.480 --> 00:20:59.680]  這是耶穌基督那位首先沒後死而復活的主告訴他們的,你們不用害怕。
[00:20:59.680 --> 00:21:06.800]  我們自然的反應是會害怕,但是你有主,你就不害怕,因爲主一直都在。
[00:21:06.800 --> 00:21:10.400]  記得在約翰福音第十六章三十三節,我們非常熟悉的聖經。
[00:21:10.400 --> 00:21:12.640]  當門徒知道耶穌就要離開他們而去的時候,
[00:21:12.640 --> 00:21:17.600]  我們心中非常非常的緊張,非常的慌張,甚至感覺到害怕。
