
[00:00:00.000 --> 00:00:05.000]  感恩可以在這裡跟大家分享神的話語
[00:02:01.500 --> 00:02:03.500]  如果你三條線
[00:02:03.500 --> 00:02:05.500]  那就非常嚴重了
[00:02:05.500 --> 00:02:07.500]  兩條線可能還有得救的
[00:02:07.500 --> 00:02:10.500]  可能大部份人都是一條線的
[00:02:10.500 --> 00:02:13.500]  所以今天想和大家去看
[00:02:13.500 --> 00:02:19.500]  最後有什麼能夠破解這三條線呢
[00:02:19.500 --> 00:02:21.500]  其實就是神的話語
[00:02:21.500 --> 00:02:28.500]  唯有神的話語才能夠把愚昧變成智慧
[00:02:28.500 --> 00:02:31.500]  所以這裡我們的起步點是
[00:02:31.500 --> 00:02:32.500]  我們起步點的經文就是
[00:02:32.500 --> 00:02:34.500]  《謙言》二十六章十一節
[00:02:34.500 --> 00:02:36.500]  我嘗試在謙言裡面
[00:02:36.500 --> 00:02:38.500]  可不可以找一節經文
[00:02:38.500 --> 00:02:40.500]  可以定義什麼叫做愚昧人呢
[00:02:40.500 --> 00:02:42.500]  我發現找不到
[00:02:42.500 --> 00:02:44.500]  因為我發現原來《謙言》的經文是怎樣
[00:02:44.500 --> 00:02:47.500]  《謙言》的經文大部份都是描述性的
[00:02:47.500 --> 00:02:50.500]  它只是描述一個愚昧人是怎樣的
[00:02:50.500 --> 00:02:53.500]  它很少和我們定義一個愚昧人
[00:02:53.500 --> 00:02:55.500]  所以我選了這兩節經文
[00:02:55.500 --> 00:02:59.500]  嚴格來說這個不是愚昧人的定義
[00:02:59.500 --> 00:03:04.500]  而是一個描述是最典型能夠代表愚昧人的
[00:03:04.500 --> 00:03:05.500]  選了兩節經文
[00:03:05.500 --> 00:03:08.500]  第一節經文就是《謙言》二十六章十一節
[00:03:08.500 --> 00:03:10.500]  有沒有人認識《謙言》二十六章
[00:03:10.500 --> 00:03:13.500]  《謙言》二十六章就是愚昧篇
[00:03:13.500 --> 00:03:16.500]  整張聖經都是講愚昧人的
[00:03:16.500 --> 00:03:19.500]  他們說愚昧人一再重複他的愚妄
[00:03:19.500 --> 00:03:22.500]  好像九轉過來吃自己所討的
[00:03:22.500 --> 00:03:24.500]  原來我們怎樣定義愚昧人
[00:03:24.500 --> 00:03:27.500]  如果他重複在他的愚昧裡面的話
[00:03:27.500 --> 00:03:28.500]  這個就是愚昧人了
[00:03:28.500 --> 00:03:32.500]  就是說他不能夠在他的愚昧裡面
[00:03:32.500 --> 00:03:35.500]  學習而轉來他的愚昧
[00:03:35.500 --> 00:03:38.500]  我覺得這個真的挺好的定義
[00:03:38.500 --> 00:03:42.500]  其實第一章《智慧在街上呼喊》的時候
[00:03:42.500 --> 00:03:44.500]  已經給我們一個很重要的提示
[00:03:44.500 --> 00:03:46.500]  他呼叫那些愚昧人
[00:03:46.500 --> 00:03:49.500]  他說你們愚昧人喜愛愚昧
[00:03:49.500 --> 00:03:53.500]  我就明白為什麼沒有人這麼蠢
[00:03:53.500 --> 00:03:55.500]  你做了一件錯
[00:03:55.500 --> 00:04:01.500]  然後你繼續做同樣愚昧的事
[00:04:01.500 --> 00:04:04.500]  唯一的解釋就是他根本就是喜歡
[00:04:04.500 --> 00:04:06.500]  把嘴巴不收得罪人
[00:04:06.500 --> 00:04:11.500]  他就是享受說這些傷害人的話
[00:04:11.500 --> 00:04:14.500]  是他的本性裡面其中一部分
[00:04:14.500 --> 00:04:15.500]  所以他說什麼
[00:04:15.500 --> 00:04:17.500]  很機俏的人喜歡機俏
[00:04:17.500 --> 00:04:21.500]  愚昧人恨悟知識
[00:04:21.500 --> 00:04:23.500]  這個就是那個鑰匙
[00:04:23.500 --> 00:04:25.500]  他不喜歡學習
[00:04:25.500 --> 00:04:29.500]  他不喜歡改善改良他的錯誤
[00:04:29.500 --> 00:04:31.500]  要到什麼時候呢
[00:04:31.500 --> 00:04:34.500]  那一天他能夠回轉的話
[00:04:34.500 --> 00:04:38.500]  他就能夠有盼望翻身
[00:04:38.500 --> 00:04:40.500]  恨悟知識其實是什麼
[00:04:40.500 --> 00:04:42.500]  就是喜愛愚昧
[00:04:42.500 --> 00:04:44.500]  我們喜歡繼續做
[00:04:44.500 --> 00:04:46.500]  我們不應該做的
[00:04:46.500 --> 00:04:48.500]  這個就是廣東話什麼
[00:04:48.500 --> 00:04:50.500]  江山易改
[00:04:50.500 --> 00:04:51.500]  是不是
[00:04:51.500 --> 00:04:52.500]  本性難移
[00:04:52.500 --> 00:04:54.500]  愚昧人其實是他的
[00:04:54.500 --> 00:04:56.500]  本性裡面其中一部分
[00:04:56.500 --> 00:04:58.500]  我們說第一點是什麼
[00:04:58.500 --> 00:05:00.500]  就是驕傲至此
[00:05:00.500 --> 00:05:02.500]  和敬畏神表面上看上去
[00:05:02.500 --> 00:05:04.500]  看上去是沒有關係的
[00:05:04.500 --> 00:05:07.500]  今天的訊息我用了很多時間
[00:05:07.500 --> 00:05:10.500]  是我研究《斟言》的一個結果
[00:05:10.500 --> 00:05:11.500]  和大家分享
[00:05:11.500 --> 00:05:12.500]  《斟言》裡面
[00:05:12.500 --> 00:05:15.500]  總共有十五節經文是講關於驕傲
[00:05:15.500 --> 00:05:17.500]  十五節經文裡面
[00:05:17.500 --> 00:05:19.500]  當我研究的時候我震撼
[00:05:19.500 --> 00:05:22.500]  有十個希伯來文的字是代表驕傲
[00:05:22.500 --> 00:05:23.500]  我從來沒有想過
[00:05:23.500 --> 00:05:25.500]  原來驕傲有這麼多的表達
[00:05:25.500 --> 00:05:26.500]  那我就怎樣
[00:05:26.500 --> 00:05:29.500]  我就將這十五節經文分類
[00:05:29.500 --> 00:05:30.500]  分類之後
[00:05:30.500 --> 00:05:33.500]  就發覺可以有三個類別
[00:05:33.500 --> 00:05:35.500]  第一就是有些經文是平衡的
[00:05:35.500 --> 00:05:36.500]  有些經文是對照的
[00:05:36.500 --> 00:05:39.500]  有些經文是描述性的
[00:05:39.500 --> 00:05:42.500]  驕傲人有什麼特性
[00:05:42.500 --> 00:05:43.500]  第一個特性
[00:05:43.500 --> 00:05:46.500]  原來《斟言》裡面描述驕傲人的時候
[00:05:46.500 --> 00:05:48.500]  用身體部分來表達
[00:05:48.500 --> 00:05:50.500]  那和中國人一樣
[00:05:50.500 --> 00:05:52.500]  驕傲的口
[00:05:52.500 --> 00:05:55.500]  是不是他講的說話很大口氣
[00:05:55.500 --> 00:05:56.500]  我們有沒有聽過
[00:05:56.500 --> 00:05:57.500]  眼
[00:05:57.500 --> 00:05:59.500]  眼生在哪裡
[00:05:59.500 --> 00:06:01.500]  頭頂
[00:06:01.500 --> 00:06:03.500]  我們中國人都有些智慧
[00:06:03.500 --> 00:06:04.500]  接著說什麼
[00:06:04.500 --> 00:06:05.500]  心
[00:06:05.500 --> 00:06:07.500]  心高氣傲
[00:06:07.500 --> 00:06:08.500]  很有智慧
[00:06:08.500 --> 00:06:11.500]  其實驕傲最根源是什麼
[00:06:11.500 --> 00:06:13.500]  在心裡面
[00:06:13.500 --> 00:06:16.500]  最後是spirit是零
[00:06:16.500 --> 00:06:18.500]  所以在他裡面
[00:06:18.500 --> 00:06:19.500]  即是怎樣
[00:06:19.500 --> 00:06:21.500]  是人的本質
[00:06:21.500 --> 00:06:23.500]  這個就是四個身體部分
[00:06:23.500 --> 00:06:24.500]  接著之後
[00:06:24.500 --> 00:06:25.500]  第二樣東西我發覺
[00:06:25.500 --> 00:06:28.500]  就是有不同程度的驕傲
[00:06:28.500 --> 00:06:30.500]  原來驕傲分程度
[00:06:30.500 --> 00:06:32.500]  為什麼這麼說
[00:06:32.500 --> 00:06:33.500]  第一個程度
[00:06:33.500 --> 00:06:35.500]  原來極端的驕傲
[00:06:35.500 --> 00:06:37.500]  是會引發神的憤怒
[00:06:37.500 --> 00:06:39.500]  和審判
[00:06:39.500 --> 00:06:40.500]  這是《斟言》教我們的
[00:06:40.500 --> 00:06:41.500]  第二是怎麼樣
[00:06:41.500 --> 00:06:43.500]  第二格的驕傲
[00:06:43.500 --> 00:06:44.500]  驕傲人是怎麼樣
[00:06:44.500 --> 00:06:45.500]  自我摧毀
[00:06:45.500 --> 00:06:46.500]  原來他驕傲
[00:06:46.500 --> 00:06:49.500]  他自己就承擔驕傲的結果
[00:06:49.500 --> 00:06:51.500]  第三格是怎麼樣
[00:06:51.500 --> 00:06:54.500]  他會在社區裡面製造麻煩
[00:06:54.500 --> 00:06:56.500]  教會裡面也是
[00:06:56.500 --> 00:06:57.500]  有沒有發覺
[00:06:57.500 --> 00:06:58.500]  不過整個《斟言》裡面
[00:06:58.500 --> 00:07:01.500]  有一節經文是最值錢的
[00:07:01.500 --> 00:07:04.500]  我說是全本聖經最驕傲的經文
[00:07:04.500 --> 00:07:05.500]  因為一節經文裡面
[00:07:05.500 --> 00:07:08.500]  有四個驕傲的同義詞
[00:07:08.500 --> 00:07:09.500]  從來沒有找到
[00:07:09.500 --> 00:07:11.500]  一節經文是這麼厲害的
[00:07:11.500 --> 00:07:13.500]  我們稍後會去看這節經文
[00:07:13.500 --> 00:07:15.500]  所以愚昧
[00:07:15.500 --> 00:07:17.500]  愚昧人順便說一說
[00:07:17.500 --> 00:07:20.500]  愚昧人是有分等級的
[00:07:20.500 --> 00:07:21.500]  在《斟言》裡面
[00:07:21.500 --> 00:07:24.500]  愚昧人是分五級的
[00:07:24.500 --> 00:07:27.500]  驕傲有沒有玩過七級豬
[00:07:27.500 --> 00:07:30.500]  愚昧就是五級豬
[00:07:30.500 --> 00:07:33.500]  驕傲就是第五級
[00:07:33.500 --> 00:07:35.500]  愚昧就是第三級
[00:07:35.500 --> 00:07:38.500]  愚昧和毛子人就是第一第二級
[00:07:38.500 --> 00:07:40.500]  愚昧就是第四級
[00:07:40.500 --> 00:07:42.500]  在《斟言》裡面
[00:07:42.500 --> 00:07:43.500]  原來去到第三級以上
[00:07:43.500 --> 00:07:45.500]  那些是沒得救的
[00:07:45.500 --> 00:07:47.500]  即是你去到愚昧和薛萬
[00:07:47.500 --> 00:07:49.500]  薛萬就是驕傲
[00:07:49.500 --> 00:07:51.500]  嘲笑別人那些
[00:07:51.500 --> 00:07:52.500]  是沒得救的
[00:07:52.500 --> 00:07:55.500]  所以這個就讓我們看到五級
[00:07:55.500 --> 00:07:58.500]  然後為什麼會說
[00:07:58.500 --> 00:08:00.500]  和敬畏耶和華呢
[00:08:00.500 --> 00:08:03.500]  就是驕傲的相反是什麼
[00:08:03.500 --> 00:08:04.500]  謙卑嘛
[00:08:04.500 --> 00:08:05.500]  我們個個都知道
[00:08:05.500 --> 00:08:07.500]  竟然在這十五節經文裡面
[00:08:07.500 --> 00:08:09.500]  有兩節經文
[00:08:09.500 --> 00:08:13.500]  驕傲是和敬畏耶和華做對照
[00:08:13.500 --> 00:08:15.500]  哇 好有意思
[00:08:15.500 --> 00:08:17.500]  好深層的反思
[00:08:17.500 --> 00:08:18.500]  那就是說
[00:08:18.500 --> 00:08:20.500]  能夠驕畏耶和華的人
[00:08:20.500 --> 00:08:21.500]  是不會驕傲的
[00:08:21.500 --> 00:08:22.500]  你不同意嗎
[00:08:22.500 --> 00:08:23.500]  這個不是我說的
[00:08:23.500 --> 00:08:24.500]  是《斟言》說的
[00:08:24.500 --> 00:08:26.500]  好啦 那我們去看經文的時候
[00:08:26.500 --> 00:08:29.500]  我們先看《斟言》六章十六節
[00:08:29.500 --> 00:08:31.500]  為什麼要看《斟言》六章十六節呢
[00:08:31.500 --> 00:08:33.500]  就是這裡選了兩節經文
[00:08:33.500 --> 00:08:36.500]  告訴你驕傲是在心裡面出來的
[00:08:36.500 --> 00:08:37.500]  那就是說
[00:08:37.500 --> 00:08:40.500]  怎樣才能夠可以解決驕傲的問題呢
[00:08:40.500 --> 00:08:43.500]  是要將我們的心轉化
[00:08:43.500 --> 00:08:45.500]  才能夠可以解決
[00:08:45.500 --> 00:08:48.500]  耶和華所恨惡的有六樣
[00:08:48.500 --> 00:08:50.500]  連他心裡面恨惡的有七樣
[00:08:50.500 --> 00:08:52.500]  第一樣是什麼
[00:08:52.500 --> 00:08:55.500]  高傲的眼是排第一的
[00:08:55.500 --> 00:08:56.500]  我沒有想過
[00:08:56.500 --> 00:08:58.500]  原來神最憤怒的
[00:08:58.500 --> 00:09:02.500]  所以為什麼驕傲是會引致神的審判
[00:09:02.500 --> 00:09:03.500]  是心的問題
[00:09:03.500 --> 00:09:05.500]  接著耶和華厭惡
[00:09:05.500 --> 00:09:07.500]  知不知道厭惡在舊約的神學
[00:09:07.500 --> 00:09:08.500]  是什麼意思
[00:09:08.500 --> 00:09:10.500]  神必定追討
[00:09:10.500 --> 00:09:12.500]  你走不掉神的審判
[00:09:12.500 --> 00:09:14.500]  這個就是驕傲
[00:09:14.500 --> 00:09:15.500]  所以這個就是
[00:09:15.500 --> 00:09:16.500]  是什麼
[00:09:16.500 --> 00:09:18.500]  是耶和華恨惡
[00:09:18.500 --> 00:09:21.500]  第二節經文是十六章五節
[00:09:21.500 --> 00:09:24.500]  心裡驕傲的人
[00:09:24.500 --> 00:09:26.500]  是耶和華厭惡
[00:09:26.500 --> 00:09:28.500]  這節經文直接跟我說
[00:09:28.500 --> 00:09:30.500]  不是前面第六章那麼簡單
[00:09:30.500 --> 00:09:31.500]  他們是什麼
[00:09:31.500 --> 00:09:33.500]  不免受罰
[00:09:33.500 --> 00:09:35.500]  這個正正答了
[00:09:35.500 --> 00:09:36.500]  在舊約裡面
[00:09:36.500 --> 00:09:39.500]  如果你認識什麼叫耶和華恨惡
[00:09:39.500 --> 00:09:41.500]  英文是Abomination
[00:09:41.500 --> 00:09:43.500]  希伯來文是托阿爸
[00:09:43.500 --> 00:09:45.500]  這個觀念正正就是
[00:09:45.500 --> 00:09:47.500]  心裡這節經文最重要
[00:09:47.500 --> 00:09:49.500]  所以為什麼
[00:09:49.500 --> 00:09:52.500]  心裡的問題是耶和華恨惡
[00:09:52.500 --> 00:09:54.500]  因為心是看不到的
[00:09:54.500 --> 00:09:56.500]  有些人表面上很謙卑
[00:09:56.500 --> 00:09:58.500]  其實他心裡是極度驕傲的
[00:09:58.500 --> 00:09:59.500]  誰看得到
[00:09:59.500 --> 00:10:00.500]  耶和華看得到
[00:10:00.500 --> 00:10:01.500]  中國人特別厲害
[00:10:01.500 --> 00:10:03.500]  那些假謙卑
[00:10:03.500 --> 00:10:04.500]  很客氣
[00:10:04.500 --> 00:10:06.500]  其實裡面完全不是這麼回事
[00:10:06.500 --> 00:10:10.500]  我們引了耶利米書十七章九節
[00:10:10.500 --> 00:10:12.500]  我們只認識上半節
[00:10:12.500 --> 00:10:14.500]  我們不認識第十節才重要
[00:10:14.500 --> 00:10:17.500]  人心比萬物都詭詐
[00:10:17.500 --> 00:10:19.500]  壞到極處原文是什麼
[00:10:19.500 --> 00:10:21.500]  無法醫治
[00:10:21.500 --> 00:10:25.500]  沒有辦法改變人的心
[00:10:25.500 --> 00:10:26.500]  然後他說什麼
[00:10:26.500 --> 00:10:28.500]  誰能識透呢
[00:10:28.500 --> 00:10:29.500]  什麼意思
[00:10:29.500 --> 00:10:31.500]  人看不看得到
[00:10:31.500 --> 00:10:32.500]  看不到
[00:10:32.500 --> 00:10:34.500]  沒有人能夠看到另外一個人的心
[00:10:34.500 --> 00:10:36.500]  唯有耶和華才能看到
[00:10:36.500 --> 00:10:37.500]  第十節說什麼
[00:10:37.500 --> 00:10:39.500]  我耶和華是什麼
[00:10:39.500 --> 00:10:41.500]  監察人心
[00:10:41.500 --> 00:10:44.500]  其實這裡十七章主要是說
[00:10:44.500 --> 00:10:46.500]  人心比萬物那一天
[00:10:46.500 --> 00:10:47.500]  其實沒有人能夠看到
[00:10:47.500 --> 00:10:48.500]  唯有誰
[00:10:48.500 --> 00:10:49.500]  神看到
[00:10:49.500 --> 00:10:51.500]  神是怎樣
[00:10:51.500 --> 00:10:53.500]  試驗人的肺腑
[00:10:53.500 --> 00:10:54.500]  所以有些時候
[00:10:54.500 --> 00:10:56.500]  神會給我們一些測試
[00:10:56.500 --> 00:10:57.500]  我們自己都不知道
[00:10:57.500 --> 00:10:59.500]  原來我們是這麼驕傲的
[00:10:59.500 --> 00:11:02.500]  我舉一個例子
[00:11:02.500 --> 00:11:05.500]  我早年回來恩福教書的時候
[00:11:05.500 --> 00:11:08.500]  經常請一些很有名的學者
[00:11:08.500 --> 00:11:09.500]  來做講員
[00:11:09.500 --> 00:11:11.500]  有一次請到學者
[00:11:11.500 --> 00:11:12.500]  我還沒拿博士學位
[00:11:12.500 --> 00:11:14.500]  然後請到這個學者來的時候
[00:11:14.500 --> 00:11:16.500]  你叫我first name就可以了
[00:11:16.500 --> 00:11:17.500]  然後我無知
[00:11:17.500 --> 00:11:19.500]  我真的叫他first name
[00:11:19.500 --> 00:11:20.500]  臉都燒焦了
[00:11:20.500 --> 00:11:21.500]  嚇死我了
[00:11:21.500 --> 00:11:22.500]  然後發覺其他講師
[00:11:22.500 --> 00:11:25.500]  全部都叫他Dr. Mutt
[00:11:25.500 --> 00:11:28.500]  其實你不需要這麼說
[00:11:28.500 --> 00:11:31.500]  你不說我就叫你Dr. Mutt
[00:11:31.500 --> 00:11:33.500]  你就叫他好像大家很熟絡
[00:11:33.500 --> 00:11:36.500]  很平易近人那樣
[00:11:36.500 --> 00:11:38.500]  結果完全不是一回事
[00:11:38.500 --> 00:11:40.500]  完全不是那回事
[00:11:40.500 --> 00:11:45.500]  然後經威耶和華的觀念是怎樣呢
[00:11:45.500 --> 00:11:47.500]  經威耶和華在《真言》裡
[00:11:47.500 --> 00:11:48.500]  是分了三個階段
[00:11:48.500 --> 00:11:50.500]  其實是四個階段
[00:11:50.500 --> 00:11:52.500]  和大家看三節的經文
[00:11:52.500 --> 00:11:54.500]  來看為什麼經威耶和華
[00:11:54.500 --> 00:11:56.500]  和驕傲是一個對照
[00:11:56.500 --> 00:11:58.500]  14章16節說什麼
[00:11:58.500 --> 00:12:02.500]  知威人經威耶和華遠離惡事
[00:12:02.500 --> 00:12:05.500]  愚昧人驕傲至此
[00:12:05.500 --> 00:12:11.500]  就是說愚昧人和驕威耶和華是對照的
[00:12:11.500 --> 00:12:13.500]  因為他驕傲
[00:12:13.500 --> 00:12:15.500]  驕威耶和華是什麼
[00:12:15.500 --> 00:12:18.500]  驕威耶和華最基本的意思是
[00:12:18.500 --> 00:12:22.500]  我們因為驚神所以不犯罪
[00:12:22.500 --> 00:12:24.500]  驕傲是很厲害
[00:12:24.500 --> 00:12:27.500]  然後恃著自己很厲害
[00:12:27.500 --> 00:12:29.500]  那就作愚昧的事
[00:12:29.500 --> 00:12:32.500]  愚昧的事就是得罪耶和華
[00:12:32.500 --> 00:12:35.500]  就是說過分自信
[00:12:35.500 --> 00:12:37.500]  有沒有時候你撞板
[00:12:37.500 --> 00:12:38.500]  因為過分自信
[00:12:38.500 --> 00:12:40.500]  過分自信就是起步點
[00:12:40.500 --> 00:12:42.500]  第二節經文是
[00:12:42.500 --> 00:12:44.500]  你的心不要嫉妒罪人
[00:12:44.500 --> 00:12:46.500]  驚威耶和華是三個階段
[00:12:46.500 --> 00:12:48.500]  第一個階段你不犯罪
[00:12:48.500 --> 00:12:49.500]  因為你害怕
[00:12:49.500 --> 00:12:50.500]  其實你想不想
[00:12:50.500 --> 00:12:51.500]  想的
[00:12:51.500 --> 00:12:54.500]  我初信主的時候打麻雀
[00:12:54.500 --> 00:12:56.500]  每個人都想
[00:12:56.500 --> 00:12:57.500]  基督徒不能打
[00:12:57.500 --> 00:12:59.500]  你看到他打你都想打
[00:12:59.500 --> 00:13:01.500]  然後你就嫉妒罪人
[00:13:01.500 --> 00:13:03.500]  只要事上驚威耶和華
[00:13:03.500 --> 00:13:05.500]  如果你記得神不喜悅
[00:13:05.500 --> 00:13:06.500]  這些事情我們不做
[00:13:06.500 --> 00:13:08.500]  所以驚威耶和華是一個轉化
[00:13:08.500 --> 00:13:10.500]  第三節經文
[00:13:10.500 --> 00:13:13.500]  他說驚威耶和華就是恨惡邪惡
[00:13:13.500 --> 00:13:15.500]  恨惡邪惡是轉化了
[00:13:15.500 --> 00:13:16.500]  我最討厭別人打麻雀
[00:13:16.500 --> 00:13:18.500]  那你還怎麼會打
[00:13:18.500 --> 00:13:20.500]  就是說是被神的話語
[00:13:20.500 --> 00:13:22.500]  轉化了我們的價值觀
[00:13:22.500 --> 00:13:24.500]  就是說我們已經不再是
[00:13:24.500 --> 00:13:26.500]  被罪來吸引
[00:13:26.500 --> 00:13:27.500]  而是剛剛相反
[00:13:27.500 --> 00:13:28.500]  我們恨惡這些
[00:13:28.500 --> 00:13:31.500]  如果我們看到自己裡面的驕傲
[00:13:31.500 --> 00:13:33.500]  我們恨惡驕傲的時候
[00:13:33.500 --> 00:13:35.500]  然後這裡說什麼
[00:13:35.500 --> 00:13:37.500]  恨惡邪惡
[00:13:37.500 --> 00:13:38.500]  生命轉化的時候
[00:13:38.500 --> 00:13:40.500]  邪惡的名單裡面
[00:13:40.500 --> 00:13:42.500]  排第一是什麼
[00:13:42.500 --> 00:13:44.500]  驕傲
[00:13:44.500 --> 00:13:46.500]  不單止一個同義詞
[00:13:46.500 --> 00:13:48.500]  狂妄
[00:13:48.500 --> 00:13:49.500]  為什麼
[00:13:49.500 --> 00:13:51.500]  這件事是神最憤怒
[00:13:51.500 --> 00:13:52.500]  所以是走第一
[00:13:52.500 --> 00:13:55.500]  先至到邪惡的行為
[00:13:55.500 --> 00:13:56.500]  之後
[00:13:56.500 --> 00:13:57.500]  如果你驚威耶和華
[00:13:57.500 --> 00:13:58.500]  到一個地步
[00:13:58.500 --> 00:14:00.500]  看到我們自己裡面
[00:14:00.500 --> 00:14:03.500]  內心深處的驕傲的時候
[00:14:03.500 --> 00:14:06.500]  我們生命就得著轉化
[00:14:06.500 --> 00:14:08.500]  什麼人是驕傲
[00:14:08.500 --> 00:14:11.500]  越有成就越厲害的人
[00:14:11.500 --> 00:14:12.500]  越驕傲
[00:14:12.500 --> 00:14:13.500]  同不同意
[00:14:13.500 --> 00:14:14.500]  我那些蠢蠢鈍鈍的
[00:14:14.500 --> 00:14:15.500]  那些不會很驕傲
[00:14:15.500 --> 00:14:17.500]  他也沒有什麼很驕傲
[00:14:17.500 --> 00:14:19.500]  原來是越厲害
[00:14:19.500 --> 00:14:21.500]  越有成就越有錢
[00:14:21.500 --> 00:14:24.500]  深層的反思
[00:14:24.500 --> 00:14:27.500]  然後別人稱讚你
[00:14:27.500 --> 00:14:30.500]  非常大的危險
[00:14:30.500 --> 00:14:31.500]  第二個測試是
[00:14:31.500 --> 00:14:32.500]  輕易動怒
[00:14:32.500 --> 00:14:34.500]  還是能夠忍受羞辱
[00:14:34.500 --> 00:14:35.500]  為什麼這樣對照
[00:14:35.500 --> 00:14:37.500]  我用同一個進路
[00:14:37.500 --> 00:14:38.500]  我發覺原來箴言裡面
[00:14:38.500 --> 00:14:40.500]  我找到37節經文
[00:14:40.500 --> 00:14:42.500]  是講關於憤怒
[00:14:42.500 --> 00:14:44.500]  那就是憤怒人多
[00:14:44.500 --> 00:14:46.500]  還是驕傲人多
[00:14:46.500 --> 00:14:48.500]  憤怒人多
[00:14:48.500 --> 00:14:50.500]  最見到多憤怒人的
[00:14:50.500 --> 00:14:51.500]  在哪裡
[00:14:51.500 --> 00:14:53.500]  有沒有人會答這個問題
[00:14:53.500 --> 00:14:55.500]  答案就是地鐵
[00:14:55.500 --> 00:14:57.500]  有幾個人還沒搭過地鐵
[00:14:57.500 --> 00:14:58.500]  有什麼人搭地鐵
[00:14:58.500 --> 00:14:59.500]  沒見過憤怒人的
[00:14:59.500 --> 00:15:00.500]  可不可以舉手
[00:15:00.500 --> 00:15:01.500]  愚昧人的
[00:15:01.500 --> 00:15:03.500]  沒有
[00:15:03.500 --> 00:15:04.500]  終於找到一條問題
[00:15:04.500 --> 00:15:05.500]  沒有人答
[00:15:05.500 --> 00:15:07.500]  肯定有一個在你左近的
[00:15:07.500 --> 00:15:08.500]  愚昧人
[00:15:08.500 --> 00:15:10.500]  有沒有試過親身經歷
[00:15:10.500 --> 00:15:11.500]  有幾個人試過
[00:15:11.500 --> 00:15:12.500]  親身經歷愚昧人的
[00:15:12.500 --> 00:15:13.500]  在搭地鐵
[00:15:13.500 --> 00:15:15.500]  有啊
[00:15:15.500 --> 00:15:16.500]  大佬
[00:15:16.500 --> 00:15:18.500]  還沒碰到他
[00:15:18.500 --> 00:15:19.500]  撞你
[00:15:19.500 --> 00:15:20.500]  然後怎樣
[00:15:20.500 --> 00:15:21.500]  覺得你阻礙他
[00:15:21.500 --> 00:15:23.500]  沒有位置還要壓上來
[00:15:23.500 --> 00:15:24.500]  之後說什麼
[00:15:24.500 --> 00:15:25.500]  什麼時候會吵架
