
[00:00:00.000 --> 00:00:03.440]  我哋仍然喺度睇緊呢個御府旗
[00:01:42.480 --> 00:01:44.480]  親愛的兄姊妹
[00:01:44.480 --> 00:01:46.720]  信仰好重要嘅
[00:01:46.720 --> 00:01:50.480]  就係按照住上帝清楚嘅啟示嚟認識佢
[00:01:50.480 --> 00:01:53.280]  唔係憑著人嘅猜度
[00:01:53.280 --> 00:01:56.160]  更加唔係因著人嘅誤解
[00:01:56.160 --> 00:02:00.800]  嚟到過自己嘅信仰嘅生活
[00:02:00.800 --> 00:02:03.680]  唔知你同唔同意
[00:02:03.680 --> 00:02:07.360]  當人將上帝變成一個好好先生
[00:02:07.360 --> 00:02:09.920]  係唔需要敬畏佢嘅
[00:02:09.920 --> 00:02:12.960]  係生活可以隨便嘅
[00:02:12.960 --> 00:02:16.960]  係唔需要講罪惡唔需要講悔改嘅
[00:02:16.960 --> 00:02:20.720]  如果上帝就係一個咁樣嘅好好先生
[00:02:20.720 --> 00:02:25.600]  我有難嘅時候佢要補我我有病嘅時候佢要醫我
[00:02:25.600 --> 00:02:29.680]  我生唔到仔佢要幫我使到我能夠得到一個兒子
[00:02:29.680 --> 00:02:33.920]  咁樣呢一個嘅上帝其實同民間嘅信仰到底有咩分別
[00:02:33.920 --> 00:02:35.440]  更嚴重嘅
[00:02:35.440 --> 00:02:36.880]  就如果人話
[00:02:36.880 --> 00:02:38.880]  基督教嘅上帝
[00:02:38.880 --> 00:02:42.000]  其實純粹係愛
[00:02:42.000 --> 00:02:46.320]  而在呢個愛裏面並冇任何嘅規範嘅
[00:02:46.320 --> 00:02:51.440]  咁其實係咪人按照住自己嘅處境去到創造緊一位
[00:02:51.440 --> 00:02:53.760]  不道德的上帝呢
[00:02:53.760 --> 00:02:56.000]  如果上帝係有道德
[00:02:56.000 --> 00:02:58.640]  而上帝又會執法嘅
[00:02:58.640 --> 00:03:00.240]  咁呢個上帝
[00:03:00.240 --> 00:03:03.680]  係咪更加嘅
[00:03:03.680 --> 00:03:05.840]  真
[00:03:05.840 --> 00:03:08.720]  我哋唔能夠隨著自己嘅意欲
[00:03:08.720 --> 00:03:10.960]  去到塑造自己嘅上帝
[00:03:10.960 --> 00:03:13.040]  當然另外一個極端
[00:03:13.040 --> 00:03:18.800]  當人話上帝真係道德嘅真係聖潔嘅真係嚴厲嘅
[00:03:18.800 --> 00:03:20.000]  而且
[00:03:20.000 --> 00:03:22.560]  伴君如伴虎
[00:03:22.560 --> 00:03:24.800]  係好難搞嘅
[00:03:24.800 --> 00:03:26.800]  最好就唔好惹佢
[00:03:26.800 --> 00:03:28.560]  離佢越遠越好
[00:03:28.560 --> 00:03:30.800]  或者甚至有啲人都會話
[00:03:30.800 --> 00:03:35.760]  既然佢係上帝佢言出必行我哋不能夠不遵守佢嘅法規
[00:03:35.760 --> 00:03:39.200]  咁所以我哋唯有死死地棄
[00:03:39.200 --> 00:03:41.360]  成王成孔
[00:03:41.360 --> 00:03:43.760]  終日不安寧咁樣
[00:03:43.760 --> 00:03:45.760]  唔知幾時會得罪佢
[00:03:45.760 --> 00:03:49.600]  唔知幾時會俾條火蛇地度咬
[00:03:49.600 --> 00:03:51.600]  如果係咁樣嘅話
[00:03:51.600 --> 00:03:54.800]  呢個其實又係咪聖經所啟示嘅嗰一位
[00:03:54.800 --> 00:04:01.440]  定係都係人按照住自己有限嘅經驗同埋資料
[00:04:01.440 --> 00:04:03.760]  根據自己嘅曲解
[00:04:03.760 --> 00:04:06.160]  或者更糟糕嘅就係
[00:04:06.160 --> 00:04:09.200]  因為佢曾經係在兒時受過虐待嘅
[00:04:09.200 --> 00:04:13.680]  所以佢就將佢兒時虐待套在上帝嘅身上
[00:04:13.680 --> 00:04:15.680]  親愛的兄姊妹
[00:04:15.680 --> 00:04:21.360]  我唔知道我哋讀呢個文素記二十一章第四至到九節
[00:04:21.360 --> 00:04:24.560]  當你讀到百姓係埋怨
[00:04:24.560 --> 00:04:26.080]  然之後第六節
[00:04:26.080 --> 00:04:30.160]  耶和華派火蛇進去咬佢哋
[00:04:30.160 --> 00:04:32.560]  讀到呢啲經文嘅時候
[00:04:32.560 --> 00:04:37.760]  嗰個嘅感覺嗰個思想到底係點樣
[00:04:37.760 --> 00:04:40.000]  而家呢度講緊乜嘢
[00:04:40.000 --> 00:04:44.880]  佢哋從何以山起行繞過以東地
[00:04:44.880 --> 00:04:47.680]  係去紅海嗰條路
[00:04:47.680 --> 00:04:51.840]  本來係可以由西北就直入去呢個嘉南
[00:04:51.840 --> 00:04:55.360]  但係而家因為以東王唔畀佢哋過上帝
[00:04:55.360 --> 00:04:57.040]  亦都唔准佢哋征戰
[00:04:57.040 --> 00:04:59.520]  於是乎佢哋就死死地氣
[00:04:59.520 --> 00:05:03.040]  要成大班人係兜路
[00:05:03.040 --> 00:05:09.120]  由呢個東南兜一個大跨先至行去嗰度
[00:05:09.120 --> 00:05:12.240]  你知我哋香港人都最憎兜路
[00:05:12.240 --> 00:05:14.240]  咁呢班嘅百姓
[00:05:14.240 --> 00:05:16.960]  一路喺個沙漠嗰度曠野嗰處
[00:05:16.960 --> 00:05:18.480]  嚟到咁樣兜路
[00:05:18.480 --> 00:05:21.760]  覺得真係又熱又辛苦
[00:05:21.760 --> 00:05:26.000]  所以百姓心中煩躁
[00:05:26.000 --> 00:05:31.600]  百姓向上帝和摩西發怨言
[00:05:31.600 --> 00:05:36.560]  你有冇試過行得又熱又攰又肚餓
[00:05:36.560 --> 00:05:38.800]  有啲人肚餓係會發脾氣
[00:05:38.800 --> 00:05:41.120]  我唔知你會唔會
[00:05:41.120 --> 00:05:43.440]  特別啲老公
[00:05:43.440 --> 00:05:47.840]  入到屋企見到個灶頭都係凍嘅
[00:05:47.840 --> 00:05:49.040]  我哋潮州話
[00:05:49.040 --> 00:05:50.640]  (潮州語)
[00:05:50.640 --> 00:05:53.920]  即係乜嘢都硬硬凍冰冰
[00:05:53.920 --> 00:05:57.040]  即係啲男人去出面做完嘢
[00:05:57.040 --> 00:06:00.720]  返嚟係期望有熱水敷面
[00:06:00.720 --> 00:06:02.560]  有熱飯食
[00:06:02.560 --> 00:06:06.560]  但係見到乜嘢都冇會發脾氣
[00:06:06.560 --> 00:06:09.200]  最近有一個人就發脾氣
[00:06:09.200 --> 00:06:12.720]  Top Gear 主持Jeremy Clarkson
[00:06:12.720 --> 00:06:15.440]  好犀利好受歡迎嘅一個人
[00:06:15.440 --> 00:06:16.720]  畀人瞪咗冬菇
[00:06:16.720 --> 00:06:18.000]  你知唔知點解
[00:06:18.000 --> 00:06:20.080]  因為肚餓發脾氣
[00:06:20.080 --> 00:06:21.600]  長話短說
[00:06:21.600 --> 00:06:23.760]  呢班嘅以色列百姓
[00:06:23.760 --> 00:06:26.160]  佢哋喺嗰度咁樣發脾氣
[00:06:26.160 --> 00:06:28.880]  人之常情者發下怨言
[00:06:28.880 --> 00:06:31.760]  銀牙都唔得呀就畀火蛇咬
[00:06:31.760 --> 00:06:32.880]  而且死喎
[00:06:32.880 --> 00:06:34.960]  嘩咁樣嘅上帝係咩上帝嚟嘅
[00:06:34.960 --> 00:06:39.360]  應該咁樣做咩有權咁樣做咩
[00:06:39.360 --> 00:06:43.280]  有陣時人對上帝真係有好多種嘅猜測
[00:06:43.280 --> 00:06:46.480]  好多種嘅誤解
[00:06:46.480 --> 00:06:49.120]  佢哋攰
[00:06:49.120 --> 00:06:51.200]  佢哋辛苦
[00:06:51.200 --> 00:06:53.520]  佢哋冇飯食
[00:06:53.520 --> 00:06:55.360]  親愛的兄姊妹
[00:06:55.360 --> 00:06:58.480]  上帝有冇理過佢哋
[00:06:58.480 --> 00:07:03.840]  上帝有冇當佢哋係唔使照顧嘅人
[00:07:03.840 --> 00:07:07.360]  定係話上帝已經無微不至地照顧
[00:07:07.360 --> 00:07:11.520]  不過佢哋係劣根性死性不改
[00:07:11.520 --> 00:07:13.920]  凡有少少嘅不滿
[00:07:13.920 --> 00:07:16.160]  或者睇唔通嘅時候
[00:07:16.160 --> 00:07:18.320]  佢哋就跳去一個嘅結論
[00:07:18.320 --> 00:07:23.680]  嚟到反對呢一位嘅上帝呢
[00:07:23.680 --> 00:07:26.880]  佢哋直接嘅攻擊摩西同埋上帝
[00:07:26.880 --> 00:07:28.880]  睇下佢哋點樣講
[00:07:28.880 --> 00:07:31.680]  第五節
[00:07:31.680 --> 00:07:34.000]  你哋
[00:07:34.000 --> 00:07:37.120]  做咩將我哋
[00:07:37.120 --> 00:07:41.280]  你哋我哋呢啲說話好厲害
[00:07:41.280 --> 00:07:43.760]  我哋即係我哋啱嘅
[00:07:43.760 --> 00:07:45.680]  你哋係錯嘅
[00:07:45.680 --> 00:07:47.200]  我哋係好嘅
[00:07:47.200 --> 00:07:48.320]  你哋係衰嘅
[00:07:48.320 --> 00:07:49.440]  點衰法
[00:07:49.440 --> 00:07:57.120]  做乜嘢事過將我哋從埃及嗰度領出嚟
[00:07:57.120 --> 00:07:58.880]  講緊乜嘢啫
[00:07:58.880 --> 00:08:01.520]  向埃及遺奴之家
[00:08:01.520 --> 00:08:04.640]  因為苦不堪言
[00:08:04.640 --> 00:08:06.960]  呼天搶地
[00:08:06.960 --> 00:08:10.480]  上帝聽見百姓嘅苦況
[00:08:10.480 --> 00:08:13.360]  就親自嘅嚟到垂聽
[00:08:13.360 --> 00:08:15.440]  並且派佢嘅僕人
[00:08:15.440 --> 00:08:17.280]  嚟到帶領佢哋出嚟
[00:08:17.280 --> 00:08:20.080]  佢哋忘記咗歷史㗎
[00:08:20.080 --> 00:08:22.320]  佢哋改寫歷史
[00:08:22.320 --> 00:08:24.320]  篡改呢個歷史
[00:08:24.320 --> 00:08:28.000]  然後就將嗰個罪歸返喺上帝嘅身上
[00:08:28.000 --> 00:08:31.120]  話你做乜嘢事講帶我哋出嚟
[00:08:31.120 --> 00:08:32.480]  然之後講咩呢
[00:08:32.480 --> 00:08:38.240]  使我哋死在呢個曠野
[00:08:38.240 --> 00:08:42.240]  質疑上帝拯救嘅行動
[00:08:42.240 --> 00:08:44.880]  質疑上帝嘅用心
[00:08:44.880 --> 00:08:46.720]  想我哋死
[00:08:46.720 --> 00:08:48.240]  然之後講咩呢
[00:08:48.240 --> 00:08:50.160]  呢度冇嘢食
[00:08:50.160 --> 00:08:53.120]  冇水飲
[00:08:53.120 --> 00:08:54.800]  佢哋喺曠野裏面
[00:08:54.800 --> 00:08:57.040]  係咪真係冇嘢食
[00:08:57.040 --> 00:08:58.560]  係咪真係冇水飲
[00:08:58.560 --> 00:09:02.080]  其實佢哋連呢句咁嘅控訴都自把嘴巴
[00:09:02.080 --> 00:09:03.920]  我哋又冇嘢食又冇水
[00:09:03.920 --> 00:09:07.840]  我哋好討厭食呢啲咁嘅junk food
[00:09:07.840 --> 00:09:09.200]  呢啲垃圾食物
[00:09:09.200 --> 00:09:11.920]  呢啲淡而無味嘅食物
[00:09:11.920 --> 00:09:14.000]  你啱啱講完話冇嘢食
[00:09:14.000 --> 00:09:17.600]  跟住就講話我哋好憎呢啲食物
[00:09:17.600 --> 00:09:20.080]  即係人在罪嘅扭曲裏面
[00:09:20.080 --> 00:09:22.320]  在忘恩負義嘅情況裏面
[00:09:22.320 --> 00:09:26.560]  佢睇啲嘢係睇錯晒
[00:09:26.560 --> 00:09:29.520]  親愛的兄姊妹
[00:09:29.520 --> 00:09:32.480]  咁就要死㗎啦
[00:09:32.480 --> 00:09:34.720]  咁就要畀蛇咬㗎啦
[00:09:34.720 --> 00:09:36.080]  唔係咁係咪呀
[00:09:36.080 --> 00:09:39.440]  就算呢班人係咁樣質疑你嘅行為
[00:09:39.440 --> 00:09:40.880]  質疑你嘅用心
[00:09:40.880 --> 00:09:42.400]  質疑你嘅能力
[00:09:42.400 --> 00:09:44.240]  質疑你嘅供應
[00:09:44.240 --> 00:09:48.400]  你都唔使佢哋就咁死係咪呀
[00:09:48.400 --> 00:09:50.480]  老老實實啦
[00:09:50.480 --> 00:09:52.640]  讀呢段經文呢
[00:09:52.640 --> 00:09:55.600]  如果冇咁樣嘅諗法呢
[00:09:55.600 --> 00:09:59.360]  可能都係讀經讀到麻木咗嘅
[00:09:59.360 --> 00:10:03.360]  有時我哋讀經係有讀經麻痺症
[00:10:03.360 --> 00:10:06.800]  係冇感覺冇感情冇思想
[00:10:06.800 --> 00:10:09.440]  就咁讀咗就算
[00:10:09.440 --> 00:10:11.520]  如果你讀嘅時候你會讀讀
[00:10:11.520 --> 00:10:14.960]  條氣真係唔係幾順你夠唔夠膽講
[00:10:14.960 --> 00:10:18.560]  你擺落去我真係好躁喎
[00:10:18.560 --> 00:10:23.440]  講兩句就要死㗎啦
[00:10:23.440 --> 00:10:24.800]  佢話係呀
[00:10:24.800 --> 00:10:26.720]  因為佢係上帝
[00:10:26.720 --> 00:10:28.800]  你唔聽話就係咁
[00:10:28.800 --> 00:10:32.000]  如果係咁樣得出呢種信仰呢
[00:10:32.000 --> 00:10:37.760]  嗰種信仰其實都係相當之奴隸化嘅信仰
[00:10:37.760 --> 00:10:40.800]  到底發生緊咩事
[00:10:40.800 --> 00:10:42.640]  可以見到嘅一件事情呢
[00:10:42.640 --> 00:10:46.160]  就係話我哋唔能夠忘記第六節嗰處所講嘅
[00:10:46.160 --> 00:10:48.240]  一啲都冇掩飾嘅
[00:10:48.240 --> 00:10:49.840]  我哋都唔鍾意咁講嘅
[00:10:49.840 --> 00:10:51.360]  其實我哋不如咁講啦
[00:10:51.360 --> 00:10:52.880]  因為佢哋去到曠野嗰處
[00:10:52.880 --> 00:10:54.160]  曠野好多蛇㗎嘛
[00:10:54.160 --> 00:10:55.440]  不過當時天氣唔好
[00:10:55.440 --> 00:10:57.840]  好似依家回南天蛇蟲鼠蟻出曬嚟啦
[00:10:57.840 --> 00:11:00.080]  咁所以突然間就好多蛇囉咁樣
[00:11:00.080 --> 00:11:01.520]  就天然嘅現象囉
[00:11:01.520 --> 00:11:06.160]  不過古代嘅人呢就將呢啲天然嘅現象呢就解釋為乜乜乜乜嘅
[00:11:06.160 --> 00:11:07.440]  唔係咁囉
[00:11:07.440 --> 00:11:10.720]  呢度就直接咁樣講話耶和華派
[00:11:10.720 --> 00:11:13.600]  耶和華派火蛇
[00:11:13.600 --> 00:11:14.960]  我自己睇呢
[00:11:14.960 --> 00:11:16.960]  消化咗一輪之後呢
[00:11:16.960 --> 00:11:19.600]  我就話得出一樣嘅嘢
[00:11:19.600 --> 00:11:24.560]  就話我哋可以學一個重要嘅功課
[00:11:24.560 --> 00:11:26.720]  呢位嘅上帝
[00:11:26.720 --> 00:11:29.120]  到要出手嘅時候
[00:11:29.120 --> 00:11:31.440]  係會出手
[00:11:31.440 --> 00:11:33.600]  得唔得呀
[00:11:33.600 --> 00:11:35.440]  俾唔俾呀
[00:11:35.440 --> 00:11:37.520]  如果係咁嘅話
[00:11:37.520 --> 00:11:39.920]  驚唔驚
[00:11:39.920 --> 00:11:42.160]  我就驚啦
[00:11:42.160 --> 00:11:45.760]  我就驚有一日佢真係會出手
[00:11:45.760 --> 00:11:47.760]  如果我有啲嘢
[00:11:47.760 --> 00:11:51.120]  係繼續嘅放縱自己嘅情慾
[00:11:51.120 --> 00:11:54.160]  繼續含匿在自己嘅罪裏面
[00:11:54.160 --> 00:11:55.520]  有一日
[00:11:55.520 --> 00:11:57.440]  佢係會出手
[00:11:57.440 --> 00:12:00.960]  我唔知在你嘅信仰裏面呢樣嘢存唔存在
[00:12:00.960 --> 00:12:05.360]  我懷疑有陣時我哋好似知又好似唔知咁
[00:12:05.360 --> 00:12:11.520]  所以我哋先至可以縱容自己繼續迷迷糊糊咁樣過日子
[00:12:11.520 --> 00:12:13.920]  我就唔明白點解會咁樣嘅
[00:12:13.920 --> 00:12:15.760]  呢個人明明係有咁樣嘅
[00:12:15.760 --> 00:12:19.840]  咁惡劣嘅行為咁惡劣嘅思想咁惡劣嘅習慣
[00:12:19.840 --> 00:12:23.520]  然之後佢仍然喺教會度處高位
[00:12:23.520 --> 00:12:26.640]  發生緊咩事呀
[00:12:26.640 --> 00:12:28.560]  會唔會就係我哋
[00:12:28.560 --> 00:12:30.800]  根本冇莊載到
[00:12:30.800 --> 00:12:35.600]  我嘅上帝係一會一位會出手
[00:12:35.600 --> 00:12:37.840]  而且我嘅上帝出手嘅時候
[00:12:37.840 --> 00:12:40.560]  係可以好重
[00:12:40.560 --> 00:12:43.040]  我哋全部都希望軟著陸
[00:12:43.040 --> 00:12:45.680]  我哋希望係最好呢位上帝呢
[00:12:45.680 --> 00:12:50.400]  全部都係網開一面嘅上帝
[00:12:50.400 --> 00:12:54.480]  係咪呀上帝係咪網開一面嘅上帝
[00:12:54.480 --> 00:12:57.040]  有時我哋啲同義詞
[00:12:57.040 --> 00:13:03.200]  一個唔覺意唔覺意係自己係重新翻譯曬我哋嘅信仰
[00:13:03.200 --> 00:13:06.160]  因為佢係愛所以佢係永遠係網開一面
[00:13:06.160 --> 00:13:10.080]  因為佢係愛所以佢永不出手
[00:13:10.080 --> 00:13:11.840]  其實佢係逼嘅
[00:13:11.840 --> 00:13:13.360]  其實佢盲嘅
[00:13:13.360 --> 00:13:15.120]  其實佢唔理嘅
[00:13:15.120 --> 00:13:18.240]  其實你想做乜嘢都ok嘅
[00:13:18.240 --> 00:13:22.960]  因為你買咗保險
[00:13:22.960 --> 00:13:25.920]  係咪咁嘅信仰
[00:13:25.920 --> 00:13:28.000]  然後現代嘅精神
[00:13:28.000 --> 00:13:30.080]  係唔接受管教
[00:13:30.080 --> 00:13:31.360]  唔受教
[00:13:31.360 --> 00:13:33.280]  係唔受痛苦
[00:13:33.280 --> 00:13:36.480]  更加唔願意接受審判
[00:13:36.480 --> 00:13:40.560]  我發覺今日教會嘅訊息裏面
[00:13:40.560 --> 00:13:46.160]  特別係一啲所謂係更加前進嘅人
[00:13:46.160 --> 00:13:49.760]  嗰一啲嘅神學家嗰啲嘅聖經學者
[00:13:49.760 --> 00:13:52.880]  唔講審判乜制
[00:13:52.880 --> 00:13:54.880]  如果有審判呢
[00:13:54.880 --> 00:13:58.480]  都係selective嘅審判
[00:13:58.480 --> 00:14:02.320]  佢哋認為要審判嗰啲嘢佢就會講審判
[00:14:02.320 --> 00:14:04.880]  但我今日好想講畀大家聽
[00:14:04.880 --> 00:14:06.720]  我哋嘅上帝
[00:14:06.720 --> 00:14:11.120]  係全面地執行審判嘅上帝
[00:14:11.120 --> 00:14:14.400]  係到咗時候佢係會出手
[00:14:14.400 --> 00:14:16.880]  人就可以為所欲為
[00:14:16.880 --> 00:14:19.600]  上帝就稍為有所為
[00:14:19.600 --> 00:14:22.800]  就係冇憐憫
[00:14:22.800 --> 00:14:29.360]  就係殘暴就係呢個專制就係呢個暴君
[00:14:29.360 --> 00:14:31.040]  喺呢一度
[00:14:31.040 --> 00:14:34.240]  不如我哋諗一諗一個問題
[00:14:34.240 --> 00:14:36.080]  第六節
[00:14:36.080 --> 00:14:40.720]  耶和華派火蛇進入百姓當中去咬他們
[00:14:40.720 --> 00:14:45.600]  於是以色列終死了許多百姓
[00:14:45.600 --> 00:14:47.360]  聽清楚
[00:14:47.360 --> 00:14:49.280]  呢度係咁記載
[00:14:49.280 --> 00:14:51.840]  我問自己一個問題
[00:14:51.840 --> 00:14:56.800]  呢一位上帝係咪我所認識嘅上帝
[00:14:56.800 --> 00:15:00.320]  呢位上帝係咪我所敬拜嘅上帝
[00:15:00.320 --> 00:15:03.760]  或者我問你呢個問題
[00:15:03.760 --> 00:15:05.440]  第六節
[00:15:05.440 --> 00:15:07.760]  聖經清楚咁寫
[00:15:07.760 --> 00:15:13.360]  呢位上帝係咪你所信仰嘅上帝
[00:15:13.360 --> 00:15:20.400]  你接唔接受佢就係你嘅救主就係你嘅天父
[00:15:20.400 --> 00:15:23.360]  其實除咗佢之外我哋冇第二個
[00:15:23.360 --> 00:15:25.520]  聖經係咁樣記載
[00:15:25.520 --> 00:15:29.360]  我哋冇辦法去改變呢個事實
[00:15:29.360 --> 00:15:31.200]  不過頭先你係咪提過
[00:15:31.200 --> 00:15:32.880]  舊約已經
[00:15:32.880 --> 00:15:34.480]  即係教會歷史裏面
[00:15:34.480 --> 00:15:41.440]  有個人就係唔接受呢位派火蛇入去百姓當中咬佢哋嘅上帝
[00:15:41.440 --> 00:15:42.960]  為真神上帝
[00:15:42.960 --> 00:15:46.160]  佢話呢個係舊約嘅殘暴
[00:15:46.160 --> 00:15:48.880]  呢個舊約嘅落雾嘅神
[00:15:48.880 --> 00:15:50.800]  暴落嘅神
[00:15:50.800 --> 00:15:55.280]  我接受嘅係新約嘅耶穌基督
[00:15:55.280 --> 00:15:57.600]  幾attractive
[00:15:57.600 --> 00:16:00.240]  今日呢種馬吉安精神
[00:16:00.240 --> 00:16:04.320]  我懷疑仍然喺教會裏面蠢蠢欲動
[00:16:04.320 --> 00:16:06.560]  甚至有復活嘅姿勢
[00:16:06.560 --> 00:16:11.600]  甚至喺一啲所謂前衛嘅教會裏面已經復活咗
[00:16:11.600 --> 00:16:17.120]  但係舊約嘅上帝同埋新約嘅耶穌果真能夠分開
[00:16:17.120 --> 00:16:19.840]  頭先你唔聽見另外一個嘅經課就話
[00:16:19.840 --> 00:16:22.080]  摩西在抗約怎樣舉蛇
[00:16:22.080 --> 00:16:26.400]  人子也必須照樣被舉起來
[00:16:26.400 --> 00:16:30.720]  耶穌基督冇馬吉安精神冇馬吉安思想
[00:16:30.720 --> 00:16:36.560]  耶穌基督嘅教會亦都唔能夠接受呢種咁嘅傾向同埋思想
[00:16:36.560 --> 00:16:43.120]  我哋讀呢個文素記21章4至6節嘅感受係完全可以理解嘅
[00:16:43.120 --> 00:16:48.160]  因為我哋誤會咗以為係一句嘅嗜嘆一句嘅怨言就變成死亡
[00:16:48.160 --> 00:16:51.600]  實情並唔係咁樣事實上我哋在人生嘅經驗
[00:16:51.600 --> 00:16:58.160]  世界上嘅經驗都唔係咁樣冇一個人做錯一件事就馬上橫屍街頭
[00:16:58.160 --> 00:17:01.680]  冇一個人心裏面有個歹念就即刻跛手跛腳
[00:17:01.680 --> 00:17:02.960]  呢個世界都唔係咁樣
[00:17:02.960 --> 00:17:05.520]  呢個世界係上帝所主宰嘅世界
[00:17:05.520 --> 00:17:09.040]  佢都唔係咁樣嚟到執行佢嘅道德律嘅
[00:17:09.040 --> 00:17:13.200]  所以我哋唔需要太快去到定罪上帝
[00:17:13.200 --> 00:17:16.080]  去到為咗以色列百姓平反
[00:17:16.080 --> 00:17:21.840]  其實我今日好想做嘅其實我覺得我哋按照住聖經嚟到宣講嘅
[00:17:21.840 --> 00:17:28.720]  上帝憐憫我哋就係在誤解佢嘅世人面前要為上帝平反
[00:17:28.720 --> 00:17:34.240]  以致認識上帝嘅人能夠真正嘅蒙恩得釋放得自由
[00:17:34.240 --> 00:17:39.360]  在聖潔誠聖嘅路上係繼續嘅快跑直奔
[00:17:39.360 --> 00:17:43.440]  一方面能夠敬畏佢一方面能夠愛慕佢
[00:17:43.440 --> 00:17:46.640]  呢個係人好難做到嘅事但係我相信
[00:17:46.640 --> 00:17:50.080]  在上帝嘅聖靈聖經嘅光照之下
[00:17:50.080 --> 00:17:54.720]  我哋始終會明白在基督耶穌裏
[00:17:54.720 --> 00:18:02.640]  的確嗰個聖潔公義同埋嗰個恩典寬恕係並行不撥嘅
[00:18:02.640 --> 00:18:09.920]  我希望我哋唔好再陷喺迷惑當中
[00:18:09.920 --> 00:18:18.960]  以色列人喺文素記裏面其實犯罪又何止呢一次
[00:18:18.960 --> 00:18:24.320]  佢哋講說話嘅態度佢哋講說話嘅內容
[00:18:24.320 --> 00:18:34.560]  係反映咗嗰個在創世紀迷惑人嘅嗰一個質疑上帝
[00:18:34.560 --> 00:18:38.560]  不能信任上帝嘅嗰一種精神
[00:18:38.560 --> 00:18:42.560]  係揮之不去係陰雲不散
[00:18:42.560 --> 00:18:49.680]  今日我哋求主都幫助我哋就係能夠繼續去到勝過呢一個
[00:18:49.680 --> 00:18:57.040]  內裏面永遠不太願意信服也不太敢去信任上帝
[00:18:57.040 --> 00:19:06.560]  信而信服永遠係我哋人生嘅難阻同埋挑戰
[00:19:06.560 --> 00:19:13.360]  我到底能唔能夠在任何嘅處境底下都徹底嘅信任我嘅上帝
[00:19:13.360 --> 00:19:19.840]  到底我能唔能夠在不惜一切代價之中我都要信服我嘅上帝
[00:19:19.840 --> 00:19:27.680]  一生一世可能我哋學嘅功課都永遠離不開
[00:19:27.680 --> 00:19:31.920]  我到底信唔信你到底我係咪信服你
[00:19:31.920 --> 00:19:36.560]  如果我哋在呢兩個嘅功課裏面能夠不斷嘅進步
[00:19:36.560 --> 00:19:45.200]  我夠膽講我哋嘅人生一定係一天新似一天
[00:19:45.200 --> 00:19:50.240]  我哋嘅生命一定係一天未善過一天
[00:19:50.240 --> 00:19:57.680]  每一天我不相信佢嘅時候我就充滿住疑慮同埋充滿住怨言
[00:19:57.680 --> 00:20:03.920]  每一天我豁出去完全相信佢嘅時候我就得著自由
[00:20:03.920 --> 00:20:10.320]  每一天我反叛佢嘅時候我只係在自己嘅罪孽裏面再加深再加重
[00:20:10.320 --> 00:20:14.080]  在我嘅惡習裏面我又再沉淪再沉淪
