
[00:00:00.000 --> 00:00:04.600]  丙姐妹,在八月第一個主日的時候
[00:01:37.400 --> 00:01:40.400]  我不再信這個神了,我不再理了
[00:01:40.400 --> 00:01:42.400]  不要這樣
[00:01:42.400 --> 00:01:44.400]  先知的訊息告訴你
[00:01:44.400 --> 00:01:48.400]  你要繼續留心神跟着的作爲
[00:01:48.400 --> 00:01:51.400]  好戲在後頭
[00:01:51.400 --> 00:01:54.400]  上帝沒有睡着
[00:01:54.400 --> 00:01:56.400]  上帝沒有不理世界
[00:01:56.400 --> 00:02:00.400]  上帝更加沒有不聽他子女的說話
[00:02:00.400 --> 00:02:03.400]  這是第一個,我上次勉勵大家的
[00:02:03.400 --> 00:02:07.400]  要留心,放長雙眼,看上帝的作爲
[00:02:07.400 --> 00:02:11.400]  第二,我們要相信萬事是神所掌管的
[00:02:11.400 --> 00:02:16.400]  迦勒底人不是上帝無奈被逼
[00:02:16.400 --> 00:02:22.400]  要求其找民族去拯救,去完成這些事情
[00:02:22.400 --> 00:02:25.400]  是神刻意興起
[00:02:25.400 --> 00:02:31.400]  因爲萬事萬物都掌握在神的手裏
[00:02:31.400 --> 00:02:33.400]  這個我們必須相信
[00:02:33.400 --> 00:02:35.400]  我今天有些事情不明白
[00:02:35.400 --> 00:02:38.400]  世界這麼亂,但不要忘記弟兄姊妹
[00:02:38.400 --> 00:02:41.400]  上帝仍然坐着爲王
[00:02:41.400 --> 00:02:43.400]  控制整個世界
[00:02:43.400 --> 00:02:46.400]  世界不是掌握在美國,蘇聯或某個國家身上
[00:02:46.400 --> 00:02:49.400]  而是掌握在這位創造的主上
[00:02:49.400 --> 00:02:51.400]  第三,我們要知道
[00:02:51.400 --> 00:02:54.400]  神早已有定安
[00:02:54.400 --> 00:02:57.400]  面對這個兇殘的迦勒底人
[00:02:57.400 --> 00:03:00.400]  上帝沒有盲目的使用他們
[00:03:00.400 --> 00:03:02.400]  縱容他們的惡
[00:03:02.400 --> 00:03:05.400]  上帝已經定了他們的死罪
[00:03:05.400 --> 00:03:07.400]  當完成了責任的時候
[00:03:07.400 --> 00:03:12.400]  上帝要滅絕迦勒底整個巴比倫的民族
[00:03:12.400 --> 00:03:14.400]  這是上次我們要知道的
[00:03:14.400 --> 00:03:15.400]  簡單來說,弟兄姊妹
[00:03:15.400 --> 00:03:18.400]  今天無論你看到世界是怎麼樣
[00:03:18.400 --> 00:03:22.400]  最終屬神的,善的,是得勝的
[00:03:22.400 --> 00:03:25.400]  黑暗的權勢
[00:03:25.400 --> 00:03:27.400]  好像掌權
[00:03:27.400 --> 00:03:30.400]  但最終是會滅亡的
[00:03:30.400 --> 00:03:35.400]  當你面對印度每年都有幾千宗強姦案
[00:03:35.400 --> 00:03:38.400]  受害者只是兩歲幾的時候
[00:03:38.400 --> 00:03:40.400]  小至兩歲幾的時候
[00:03:40.400 --> 00:03:43.400]  你會不會有先知那種疑問
[00:03:43.400 --> 00:03:45.400]  上帝你在哪裏
[00:03:45.400 --> 00:03:49.400]  甚至我們對於這些國家所發生的事情
[00:03:49.400 --> 00:03:52.400]  我們會問,豈有此理
[00:03:52.400 --> 00:03:56.400]  當你看到有人去面對不開心的事
[00:03:56.400 --> 00:03:58.400]  或者要報復的時候
[00:03:58.400 --> 00:04:00.400]  他不是自己去做
[00:04:00.400 --> 00:04:02.400]  他要找人陪葬
[00:04:02.400 --> 00:04:05.400]  校園的槍擊很多是無辜者
[00:04:05.400 --> 00:04:07.400]  甚至那些自殺
[00:04:07.400 --> 00:04:08.400]  他都要找人陪葬
[00:04:08.400 --> 00:04:10.400]  這是一個什麼樣的世界
[00:04:10.400 --> 00:04:12.400]  我們會不會像先知一樣
[00:04:12.400 --> 00:04:13.400]  上帝你在哪裏
[00:04:13.400 --> 00:04:15.400]  上帝爲什麼你看到無辜的事情
[00:04:15.400 --> 00:04:16.400]  作的事情
[00:04:16.400 --> 00:04:18.400]  爲什麼你不理
[00:04:18.400 --> 00:04:21.400]  今天早上和大家接着經文
[00:04:21.400 --> 00:04:23.400]  以奇妙難測下
[00:04:23.400 --> 00:04:25.400]  和大家一起去思想
[00:04:25.400 --> 00:04:27.400]  我們應有的形式
[00:04:27.400 --> 00:04:30.400]  當神回答了先知第一個問題的時候
[00:04:30.400 --> 00:04:33.400]  先知認定神是可信的
[00:04:33.400 --> 00:04:35.400]  在一章十二十三節上
[00:04:35.400 --> 00:04:38.400]  先知說我的神,我的聖者
[00:04:38.400 --> 00:04:40.400]  你不是從耿古而有嗎
[00:04:40.400 --> 00:04:42.400]  我們必不知死
[00:04:42.400 --> 00:04:44.400]  而你派定他
[00:04:44.400 --> 00:04:46.400]  爲要刑罰人
[00:04:46.400 --> 00:04:49.400]  換說你設立他爲要懲治人
[00:04:49.400 --> 00:04:51.400]  你眼目清潔
[00:04:51.400 --> 00:04:52.400]  不看邪僻
[00:04:52.400 --> 00:04:54.400]  不看奸惡
[00:04:54.400 --> 00:04:57.400]  先知雖然他不明白
[00:04:57.400 --> 00:04:59.400]  但他認定上帝是可信的
[00:04:59.400 --> 00:05:03.400]  上帝是他唯一的依靠和活着的動力
[00:05:03.400 --> 00:05:07.400]  因爲先知認識上帝是永恆式的神
[00:05:07.400 --> 00:05:10.400]  即說自己的同胞
[00:05:10.400 --> 00:05:12.400]  抵死有餘
[00:05:12.400 --> 00:05:16.400]  但他不會將子民毀滅正盡
[00:05:16.400 --> 00:05:20.400]  因爲先知認識上帝是他們的保護者
[00:05:20.400 --> 00:05:23.400]  更加是他們民族的盤石
[00:05:23.400 --> 00:05:27.400]  先知知道
[00:05:27.400 --> 00:05:29.400]  神也回答了他
[00:05:29.400 --> 00:05:31.400]  他會興起迦勒底人
[00:05:31.400 --> 00:05:33.400]  去懲罰以色列民
[00:05:33.400 --> 00:05:36.400]  很快自己的國家就會滅亡
[00:05:36.400 --> 00:05:38.400]  他也確信上帝的話語
[00:05:38.400 --> 00:05:40.400]  說了就會成就
[00:05:40.400 --> 00:05:42.400]  不過他內心有很大的掙扎
[00:05:42.400 --> 00:05:44.400]  很大的困擾
[00:05:44.400 --> 00:05:46.400]  沒錯我們民族抵死有餘
[00:05:46.400 --> 00:05:48.400]  但爲什麼作爲
[00:05:48.400 --> 00:05:50.400]  不看邪僻
[00:05:50.400 --> 00:05:52.400]  眼目清潔
[00:05:52.400 --> 00:05:53.400]  不看奸惡的上帝
[00:05:53.400 --> 00:05:57.400]  你竟然坐視奸惡呢
[00:05:57.400 --> 00:06:00.400]  這個是先知不明的地方
[00:06:00.400 --> 00:06:05.400]  他要盡數心中的屈結和疑問
[00:06:05.400 --> 00:06:06.400]  他繼續說
[00:06:06.400 --> 00:06:08.400]  他說行鬼扎的
[00:06:08.400 --> 00:06:10.400]  你爲什麼不理呢
[00:06:10.400 --> 00:06:12.400]  惡人吞滅給自己公義的
[00:06:12.400 --> 00:06:15.400]  神啊爲什麼你靜默不語呢
[00:06:15.400 --> 00:06:18.400]  你爲什麼像洗人如海中的魚
[00:06:18.400 --> 00:06:21.400]  又如沒口管客的爬物呢
[00:06:21.400 --> 00:06:22.400]  他用勾勾住
[00:06:22.400 --> 00:06:24.400]  用網捕獲
[00:06:24.400 --> 00:06:26.400]  用拉網聚集他們
[00:06:26.400 --> 00:06:28.400]  因此他們很開心歡樂
[00:06:28.400 --> 00:06:30.400]  甚至向網獻祭
[00:06:30.400 --> 00:06:31.400]  向網獻燒香
[00:06:31.400 --> 00:06:33.400]  因他由此得肥美的
[00:06:33.400 --> 00:06:35.400]  糞和富裕的食物
[00:06:35.400 --> 00:06:37.400]  他豈可屢次倒空網羅
[00:06:37.400 --> 00:06:38.400]  將獵過的人
[00:06:38.400 --> 00:06:39.400]  肆上殺戮
[00:06:39.400 --> 00:06:42.400]  毫不顧息呢
[00:06:42.400 --> 00:06:43.400]  先知用
[00:06:43.400 --> 00:06:45.400]  漁夫捕魚爲比喻
[00:06:45.400 --> 00:06:46.400]  去描述
[00:06:46.400 --> 00:06:47.400]  加拿大人
[00:06:47.400 --> 00:06:49.400]  掠奪的本性
[00:06:49.400 --> 00:06:51.400]  他奇怪上帝
[00:06:51.400 --> 00:06:53.400]  爲什麼用他們
[00:06:53.400 --> 00:06:55.400]  來責罰猶大
[00:06:55.400 --> 00:06:56.400]  加拿大人
[00:06:56.400 --> 00:06:58.400]  比猶太人更好呢
[00:06:58.400 --> 00:07:00.400]  先知不覺得
[00:07:00.400 --> 00:07:01.400]  所以他不明白
[00:07:01.400 --> 00:07:03.400]  他形容加拿大人
[00:07:03.400 --> 00:07:07.400]  以網捕人的漁夫
[00:07:07.400 --> 00:07:10.400]  即他們好像漁夫一樣
[00:07:10.400 --> 00:07:11.400]  當他們有收穫的時候
[00:07:11.400 --> 00:07:13.400]  他們洋洋得意
[00:07:13.400 --> 00:07:15.400]  不當上帝是上帝
[00:07:15.400 --> 00:07:17.400]  他甚至敬拜漁網
[00:07:17.400 --> 00:07:19.400]  向漁網來燒香
[00:07:19.400 --> 00:07:20.400]  看不起上帝
[00:07:20.400 --> 00:07:21.400]  先知不明白
[00:07:21.400 --> 00:07:22.400]  這些民族上帝
[00:07:22.400 --> 00:07:25.400]  你竟然繼續用他們
[00:07:25.400 --> 00:07:26.400]  先知質問上帝
[00:07:26.400 --> 00:07:28.400]  爲什麼可以容許
[00:07:28.400 --> 00:07:29.400]  加拿大人
[00:07:29.400 --> 00:07:30.400]  好像漁夫一樣
[00:07:30.400 --> 00:07:32.400]  不斷多次倒空網羅
[00:07:32.400 --> 00:07:33.400]  意思是什麼呢
[00:07:33.400 --> 00:07:37.400]  不斷地殺戮列國
[00:07:37.400 --> 00:07:38.400]  殺到興起
[00:07:38.400 --> 00:07:41.400]  上帝爲什麼容許人殺到興起
[00:07:41.400 --> 00:07:44.400]  你都不干預呢
[00:07:44.400 --> 00:07:48.400]  神的作爲奇妙難測
[00:07:48.400 --> 00:07:51.400]  在今天的經文裏
[00:07:51.400 --> 00:07:53.400]  我體會到
[00:07:53.400 --> 00:07:55.400]  神的奇妙難測
[00:07:55.400 --> 00:07:57.400]  是因爲他的應許
[00:07:57.400 --> 00:07:59.400]  成就的時間
[00:07:59.400 --> 00:08:01.400]  不是人能夠料的
[00:08:01.400 --> 00:08:02.400]  沒錯
[00:08:02.400 --> 00:08:04.400]  神說了很多應許
[00:08:04.400 --> 00:08:06.400]  但沒有人可以知道上帝的時間
[00:08:06.400 --> 00:08:08.400]  什麼時候成就
[00:08:08.400 --> 00:08:10.400]  什麼時候兌現
[00:08:10.400 --> 00:08:11.400]  不過
[00:08:11.400 --> 00:08:14.400]  神的應許不是虛假的
[00:08:14.400 --> 00:08:18.400]  不是下巴輕輕說過就算數的
[00:08:18.400 --> 00:08:22.400]  先知說我要站在守望所
[00:08:22.400 --> 00:08:25.400]  立在望流上觀寒
[00:08:25.400 --> 00:08:28.400]  康爺說對我說的什麼話
[00:08:28.400 --> 00:08:32.400]  我可以用什麼話向他訴怨呢
[00:08:32.400 --> 00:08:33.400]  他對我說
[00:08:33.400 --> 00:08:36.400]  將這卦事明明地寫在板上
[00:08:36.400 --> 00:08:38.400]  使讀的人容易讀
[00:08:38.400 --> 00:08:41.400]  因爲這卦事有一定的日期
[00:08:41.400 --> 00:08:44.400]  話要應諱並不虛方
[00:08:44.400 --> 00:08:46.400]  雖然遲延
[00:08:46.400 --> 00:08:48.400]  還要等候
[00:08:48.400 --> 00:08:50.400]  因爲必然臨到
[00:08:50.400 --> 00:08:53.400]  不再遲延
[00:08:53.400 --> 00:08:57.400]  先知見到情景不對勁
[00:08:57.400 --> 00:09:02.400]  心中充滿解不開的屈結
[00:09:02.400 --> 00:09:05.400]  他沒有像約拿先知一樣
[00:09:05.400 --> 00:09:07.400]  約拿一走了之
[00:09:07.400 --> 00:09:10.400]  求死罷就
[00:09:10.400 --> 00:09:14.400]  不過卻向上帝提出質詢
[00:09:14.400 --> 00:09:17.400]  然後等候上帝的回答
[00:09:17.400 --> 00:09:24.400]  擔着凳子在望流裏觀寒上帝的回答
[00:09:24.400 --> 00:09:27.400]  如果你是上帝你會怎樣
[00:09:27.400 --> 00:09:29.400]  哇 先知
[00:09:29.400 --> 00:09:31.400]  你怎麼這麼沒禮貌
[00:09:31.400 --> 00:09:33.400]  你現在質詢我
[00:09:33.400 --> 00:09:35.400]  我是上帝來的
[00:09:35.400 --> 00:09:36.400]  是不是
[00:09:36.400 --> 00:09:39.400]  先知是以一個質詢的態度
[00:09:39.400 --> 00:09:42.400]  上帝爲什麼這樣這樣
[00:09:42.400 --> 00:09:43.400]  但經文告訴你
[00:09:43.400 --> 00:09:50.400]  神容許先知似乎用一個無禮的質詢
[00:09:50.400 --> 00:09:54.400]  上帝容許他等候回答
[00:09:54.400 --> 00:09:55.400]  爲什麼
[00:09:55.400 --> 00:09:57.400]  因爲神實在體諒先知
[00:09:57.400 --> 00:10:00.400]  是有一份愛國家的心
[00:10:00.400 --> 00:10:03.400]  先知也很認識上帝
[00:10:03.400 --> 00:10:05.400]  先知這樣的反應是因爲
[00:10:05.400 --> 00:10:09.400]  他體會的是一件違反上帝屬性的事情
[00:10:09.400 --> 00:10:13.400]  所以這是先知自然的反應
[00:10:13.400 --> 00:10:15.400]  上帝明白
[00:10:15.400 --> 00:10:17.400]  上帝體諒
[00:10:17.400 --> 00:10:19.400]  同樣鼎子梅
[00:10:19.400 --> 00:10:22.400]  神是很樂意聽他的子民
[00:10:22.400 --> 00:10:24.400]  聽我們每一個熟悉的兒女
[00:10:24.400 --> 00:10:28.400]  去講出我們不明白的東西
[00:10:28.400 --> 00:10:32.400]  甚至你可以問上帝爲什麼
[00:10:32.400 --> 00:10:34.400]  當然如果只是問爲什麼
[00:10:34.400 --> 00:10:38.400]  很多時候是因爲我們對上帝不認識
[00:10:38.400 --> 00:10:41.400]  但上帝也容許我們問爲什麼
[00:10:41.400 --> 00:10:43.400]  因爲上帝是我們的父親
[00:10:43.400 --> 00:10:45.400]  是我們的天父
[00:10:45.400 --> 00:10:48.400]  問題是我們願不願意
[00:10:48.400 --> 00:10:52.400]  肯不肯將我們心裏不明白的一些掙扎
[00:10:52.400 --> 00:10:56.400]  透過祈禱向上帝傾訴
[00:10:56.400 --> 00:10:58.400]  或者是蓋上了棉袋
[00:10:58.400 --> 00:10:59.400]  我不理了上帝
[00:10:59.400 --> 00:11:00.400]  我什麼都不理了
[00:11:00.400 --> 00:11:02.400]  我不做你的兒女了
[00:11:02.400 --> 00:11:04.400]  是不是這樣呢
[00:11:04.400 --> 00:11:08.400]  聖經記載先知是觀看
[00:11:08.400 --> 00:11:10.400]  不是隨便看一下
[00:11:10.400 --> 00:11:13.400]  聖經的觀看意思是
[00:11:13.400 --> 00:11:16.400]  很認真的留守
[00:11:16.400 --> 00:11:18.400]  看着上帝的作爲
[00:11:18.400 --> 00:11:22.400]  這是我們認真的信徒
[00:11:22.400 --> 00:11:24.400]  面對不明白的事情
[00:11:24.400 --> 00:11:27.400]  等候上帝回答應有的態度
[00:11:27.400 --> 00:11:33.400]  我們很認真的去看上帝你的作爲
[00:11:33.400 --> 00:11:37.400]  神叫先知或者吩咐先知
[00:11:37.400 --> 00:11:42.400]  要將所聽的物事寫在板上面
[00:11:42.400 --> 00:11:45.400]  意思是神的宣告
[00:11:45.400 --> 00:11:47.400]  神給先知的意象
[00:11:47.400 --> 00:11:50.400]  啓示
[00:11:50.400 --> 00:11:52.400]  是很認真的
[00:11:52.400 --> 00:11:55.400]  當你承諾了一些東西的時候
[00:11:55.400 --> 00:11:59.400]  或者你接受了人家的一些承諾的時候
[00:11:59.400 --> 00:12:01.400]  你可能說不要口講無憑
[00:12:01.400 --> 00:12:02.400]  寫清楚好不好
[00:12:02.400 --> 00:12:05.400]  買屋都有屋契
[00:12:05.400 --> 00:12:08.400]  或者租約等等的東西
[00:12:08.400 --> 00:12:12.400]  神要先知寫在板上面
[00:12:12.400 --> 00:12:15.400]  是要方便他閱讀
[00:12:15.400 --> 00:12:19.400]  也方便他周圍和同胞宣講上帝的作爲
[00:12:19.400 --> 00:12:23.400]  也作爲日後一個很清楚的證據
[00:12:23.400 --> 00:12:26.400]  並且要告訴子民聽
[00:12:26.400 --> 00:12:30.400]  上帝的物事是絕無虛假
[00:12:30.400 --> 00:12:33.400]  必然應驗的
[00:12:33.400 --> 00:12:36.400]  而且上帝的物事是很急切的
[00:12:36.400 --> 00:12:38.400]  所以你要寫下來
[00:12:38.400 --> 00:12:40.400]  當時的板是石板
[00:12:40.400 --> 00:12:41.400]  是木板
[00:12:41.400 --> 00:12:43.400]  是金屬板
[00:12:43.400 --> 00:12:45.400]  今天我們需要的
[00:12:45.400 --> 00:12:48.400]  當然我們不會再找石板來寫
[00:12:48.400 --> 00:12:52.400]  最多找個平板去寫
[00:12:52.400 --> 00:12:54.400]  但今天更重要的
[00:12:54.400 --> 00:12:58.400]  如果上帝將他的話語給我們的時候
[00:12:58.400 --> 00:13:00.400]  我們要寫在什麼
[00:13:00.400 --> 00:13:02.400]  寫在我們的心板上面
[00:13:02.400 --> 00:13:03.400]  弟兄姐妹
[00:13:03.400 --> 00:13:05.400]  當你聽到道
[00:13:05.400 --> 00:13:07.400]  當你領受一些領袖
[00:13:07.400 --> 00:13:09.400]  或者聽任何一個講座
[00:13:09.400 --> 00:13:10.400]  你有領袖的時候
[00:13:10.400 --> 00:13:12.400]  你都會找本寶寫下去
[00:13:12.400 --> 00:13:14.400]  但你沒有再看
[00:13:14.400 --> 00:13:15.400]  你沒有再思想
[00:13:15.400 --> 00:13:16.400]  如果寫下了
[00:13:16.400 --> 00:13:17.400]  沒有再思想
[00:13:17.400 --> 00:13:19.400]  這些東西阻着地球轉
[00:13:19.400 --> 00:13:21.400]  壓着地方
[00:13:21.400 --> 00:13:23.400]  上帝說你要寫在板上面
[00:13:23.400 --> 00:13:25.400]  同樣今天上帝要告訴你
[00:13:25.400 --> 00:13:28.400]  你都要將我應許的吩咐
[00:13:28.400 --> 00:13:30.400]  寫在你的心板上面
[00:13:30.400 --> 00:13:31.400]  弟兄姐妹
[00:13:31.400 --> 00:13:35.400]  心板是很重要的
[00:13:35.400 --> 00:13:36.400]  你會將上帝的話語
[00:13:36.400 --> 00:13:37.400]  上帝的吩咐
[00:13:37.400 --> 00:13:38.400]  上帝的應許
[00:13:38.400 --> 00:13:40.400]  寫在心板裏面嗎
[00:13:40.400 --> 00:13:42.400]  希伯來人有什麼重要的宣告
[00:13:42.400 --> 00:13:44.400]  他都會寫在板上面
[00:13:44.400 --> 00:13:46.400]  方便去看
[00:13:46.400 --> 00:13:48.400]  方便去和別人分享
[00:13:48.400 --> 00:13:51.400]  同樣你會將你自己在神面前的領袖
[00:13:51.400 --> 00:13:53.400]  經過你的心
[00:13:53.400 --> 00:13:56.400]  消化和別人分享
[00:13:56.400 --> 00:13:58.400]  所以呂盡忠譯本
[00:13:58.400 --> 00:13:59.400]  他譯得很好
[00:13:59.400 --> 00:14:01.400]  他說將異象寫下來
[00:14:01.400 --> 00:14:04.400]  使它清清楚楚的在板上面
[00:14:04.400 --> 00:14:06.400]  讓讀的人衰快跑
[00:14:06.400 --> 00:14:09.400]  也讀出來
[00:14:09.400 --> 00:14:11.400]  上帝爲什麼要寫下來
[00:14:11.400 --> 00:14:12.400]  是讓講的人
[00:14:12.400 --> 00:14:13.400]  讀的人
[00:14:13.400 --> 00:14:15.400]  在這麼緊急的情況裏面
[00:14:15.400 --> 00:14:18.400]  都可以講得清楚明白
[00:14:18.400 --> 00:14:20.400]  神在高天寶座上面
[00:14:20.400 --> 00:14:21.400]  看世界的人
[00:14:21.400 --> 00:14:24.400]  他掌握了整個人類的歷史
[00:14:24.400 --> 00:14:28.400]  我們的歷史只是限在21世紀或者20世紀
[00:14:28.400 --> 00:14:31.400]  但上帝是掌管人類全部的歷史
[00:14:31.400 --> 00:14:33.400]  他從起初到永遠
[00:14:33.400 --> 00:14:35.400]  他看着每個國家的興衰
[00:14:35.400 --> 00:14:38.400]  他看着每個人的恃惡的報應
[00:14:38.400 --> 00:14:39.400]  在適當的時候
[00:14:39.400 --> 00:14:40.400]  適當的日期
[00:14:40.400 --> 00:14:43.400]  運用他認爲適當的方式
[00:14:43.400 --> 00:14:45.400]  去成就他要成就的事
[00:14:45.400 --> 00:14:48.400]  這個是不是我們所認識的上帝呢
[00:14:48.400 --> 00:14:49.400]  聖經告訴我們
[00:14:49.400 --> 00:14:54.400]  上帝看千年如一日
[00:14:54.400 --> 00:14:56.400]  可能我說上帝這麼久
[00:14:56.400 --> 00:14:59.400]  上帝說一天而已
[00:14:59.400 --> 00:15:02.400]  一分鐘而已
[00:15:02.400 --> 00:15:03.400]  當然這個象徵意義
[00:15:03.400 --> 00:15:05.400]  是不是真的千日等於一日呢
[00:15:05.400 --> 00:15:06.400]  不重要
[00:15:06.400 --> 00:15:07.400]  重要的是神看時間
[00:15:07.400 --> 00:15:10.400]  和你和我不同
[00:15:10.400 --> 00:15:12.400]  不過你要記住
[00:15:12.400 --> 00:15:15.400]  神是不會誤事的
[00:15:15.400 --> 00:15:16.400]  要做的事
[00:15:16.400 --> 00:15:17.400]  要成就的事
[00:15:17.400 --> 00:15:19.400]  一定成就
[00:15:19.400 --> 00:15:22.400]  上帝也不會誤事的
[00:15:22.400 --> 00:15:23.400]  神認爲那個時間要成就
[00:15:23.400 --> 00:15:27.400]  一定成就
[00:15:27.400 --> 00:15:28.400]  對於一切的事
[00:15:28.400 --> 00:15:32.400]  我們的上帝胸有成竹
[00:15:32.400 --> 00:15:33.400]  神的密士指出
[00:15:33.400 --> 00:15:35.400]  他必要按本身的公義
[00:15:35.400 --> 00:15:37.400]  和世人的作爲
[00:15:37.400 --> 00:15:39.400]  作出審判
[00:15:39.400 --> 00:15:41.400]  神要求先知
[00:15:41.400 --> 00:15:43.400]  雖然延遲
[00:15:43.400 --> 00:15:45.400]  還要等候
[00:15:45.400 --> 00:15:46.400]  這個是一個吩咐
[00:15:46.400 --> 00:15:47.400]  神吩咐先知
[00:15:47.400 --> 00:15:48.400]  雖然我知道你很心急
[00:15:48.400 --> 00:15:51.400]  但你也要等候
[00:15:51.400 --> 00:15:52.400]  作爲先知
[00:15:52.400 --> 00:15:53.400]  就像我們一樣
[00:15:53.400 --> 00:15:54.400]  很心急
[00:15:54.400 --> 00:15:55.400]  等不及
[00:15:55.400 --> 00:15:56.400]  事實上你不要忘記
[00:15:56.400 --> 00:15:57.400]  當時先知
[00:15:57.400 --> 00:15:59.400]  面對國家的苦難
[00:15:59.400 --> 00:16:02.400]  面對敵人那種囂張
[00:16:02.400 --> 00:16:04.400]  不急就假了
[00:16:04.400 --> 00:16:05.400]  上帝啊
[00:16:05.400 --> 00:16:06.400]  我們很痛苦
[00:16:06.400 --> 00:16:07.400]  作爲先知
[00:16:07.400 --> 00:16:08.400]  我也很痛苦
[00:16:08.400 --> 00:16:10.400]  你可不可以早點解決
[00:16:10.400 --> 00:16:12.400]  上帝說等候
[00:16:12.400 --> 00:16:13.400]  等候
[00:16:13.400 --> 00:16:14.400]  聽完之後
[00:16:14.400 --> 00:16:17.400]  你的火也來了
[00:16:17.400 --> 00:16:19.400]  但上帝說
[00:16:19.400 --> 00:16:20.400]  都要等候
[00:16:20.400 --> 00:16:22.400]  這個是吩咐
[00:16:22.400 --> 00:16:26.400]  人面對一些不明的事
[00:16:26.400 --> 00:16:28.400]  或者很複雜的事
[00:16:28.400 --> 00:16:30.400]  我們都很希望早點解決
[00:16:30.400 --> 00:16:32.400]  甚至用自己的方法
[00:16:32.400 --> 00:16:34.400]  用各式各樣的方法
[00:16:34.400 --> 00:16:36.400]  找不同的專家
[00:16:36.400 --> 00:16:37.400]  有權威能力的人
[00:16:37.400 --> 00:16:39.400]  解決事情
[00:16:39.400 --> 00:16:41.400]  所以我們都很經歷
[00:16:41.400 --> 00:16:44.400]  希望找最厲害的醫生
[00:16:44.400 --> 00:16:47.400]  希望找最有勢力的人
[00:16:47.400 --> 00:16:49.400]  最有權威的人
[00:16:49.400 --> 00:16:52.400]  大喜鼎自梅
[00:16:52.400 --> 00:16:54.400]  先知告訴你
[00:16:54.400 --> 00:16:55.400]  我們要學習
[00:16:55.400 --> 00:16:56.400]  將我們的問題
[00:16:56.400 --> 00:16:59.400]  帶到至高無上的上帝面前
[00:16:59.400 --> 00:17:03.400]  因爲祂是色在今在
[00:17:03.400 --> 00:17:04.400]  以後永在
[00:17:04.400 --> 00:17:06.400]  全能的神
[00:17:08.400 --> 00:17:11.400]  大量先知面對國家的問題
[00:17:11.400 --> 00:17:14.400]  面對使命的艱難
[00:17:14.400 --> 00:17:18.400]  很多先知都討告
[00:17:18.400 --> 00:17:21.400]  其中耶利米先知
[00:17:21.400 --> 00:17:24.400]  面對國家的苦難
[00:17:24.400 --> 00:17:27.400]  面對使命的艱難
[00:17:27.400 --> 00:17:29.400]  他說耶和阿
[00:17:29.400 --> 00:17:32.400]  我曉得人的道路不由自己
[00:17:32.400 --> 00:17:36.400]  行路的人也不能定自己的腳步
[00:17:36.400 --> 00:17:38.400]  他說求你
[00:17:38.400 --> 00:17:40.400]  歡情自我
[00:17:40.400 --> 00:17:43.400]  不要在你的路中情自我
[00:17:43.400 --> 00:17:46.400]  恐怕使我歸於無由
[00:17:46.400 --> 00:17:48.400]  說到等候
[00:17:48.400 --> 00:17:50.400]  真的不容易
[00:17:50.400 --> 00:17:52.400]  巴士遲了一班
[00:17:52.400 --> 00:17:53.400]  脫了一班
[00:17:53.400 --> 00:17:55.400]  我們已經忍不住了
[00:17:55.400 --> 00:17:58.400]  我們甚至發射在司機身上
