
[00:00:00.000 --> 00:00:02.480]  各位電影節目早晨,各位來賓早晨
[00:11:44.280 --> 00:11:48.960]  當然你可能會問,牧師這樣會不會是很反智?
[00:11:48.960 --> 00:11:57.400]  對,你要想清楚,不過如果是上帝的說話,你不需要想得太多
[00:11:57.400 --> 00:12:06.920]  這個就是這個意思,跟隨就是專心地、認真地、放下自己的去跟隨上帝
[00:12:06.920 --> 00:12:13.480]  一個願意跟隨上帝的人,更加能夠體會到上帝的恩典和慈愛
[00:12:13.480 --> 00:12:20.720]  透過這些經驗、經歷,一路一路地增加了對上帝的信心
[00:12:20.720 --> 00:12:27.400]  讓我嘗試借用詩篇二十三篇裏面大衛的生平,他在二十三篇裏面提到
[00:12:27.400 --> 00:12:31.320]  他在危難裏面體會到上帝的保守和看顧
[00:12:31.320 --> 00:12:34.680]  最後他能夠去由衷地、感恩感利地唱出
[00:12:34.680 --> 00:12:41.960]  「我一生一世必有恩慰慈愛隨著我,我且要住在耶和華的建宗直到永遠」
[00:12:41.960 --> 00:12:46.200]  這個正正是所有忠於上帝吩咐人的心聲
[00:12:46.200 --> 00:12:50.680]  所以一個沒有跟隨上帝、忠於上帝的信仰生命
[00:12:50.680 --> 00:12:54.840]  又怎會能夠在他的信仰裏面認真呢?
[00:12:54.840 --> 00:13:04.520]  他只會隨著各樣的環境之下,去扭曲上帝的吩咐,去遷就自己
[00:13:04.520 --> 00:13:10.360]  這班人正正就是被耶穌斥責他們是「假冇為善之人」
[00:13:10.360 --> 00:13:18.040]  他們的心態問題是對上帝否認認真的問題
[00:13:18.040 --> 00:13:21.360]  他們對上帝的知識是知道的
[00:13:21.360 --> 00:13:28.800]  不過用自己的方法、自己的意念、自己的理想、自己的價值觀去扭曲上帝
[00:13:28.800 --> 00:13:33.040]  不是「知」的層面,卻是「實踐」的層面
[00:13:33.040 --> 00:13:43.040]  或者我們從上再問,為何有人會不實踐上帝的吩咐呢?
[00:13:43.040 --> 00:13:49.480]  這就要看你自己一個人怎樣去忠誠地面對上帝
[00:13:49.480 --> 00:13:52.920]  我們有沒有去輕看上帝呢?
[00:13:52.920 --> 00:14:00.400]  或者用我們各樣的理由去貶抑上帝的吩咐呢?
[00:14:00.400 --> 00:14:03.160]  這是一個深層的思考問題
[00:14:03.160 --> 00:14:06.360]  我會再進一步跟大家分享
[00:14:06.360 --> 00:14:09.680]  回到比喻裡,比喻裡的援護
[00:14:09.680 --> 00:14:15.800]  我們透過耶穌的形容生動地描述這班宗教領袖僭越之心
[00:14:15.800 --> 00:14:19.480]  「我要比上帝厲害」
[00:14:19.480 --> 00:14:25.080]  這個背後的潛台詞令他們不惜將信仰扭曲
[00:14:25.080 --> 00:14:28.080]  借信仰為自己取利
[00:14:28.080 --> 00:14:33.760]  所以我們可以看到,他們在對百姓的反應時是如此謹慎
[00:14:33.760 --> 00:14:36.960]  第十九節就說,他們想捉耶穌
[00:14:36.960 --> 00:14:40.880]  但又看到百姓在當中時,又不想得罪他
[00:14:40.880 --> 00:14:42.960]  是否很吊詭呢?
[00:14:42.960 --> 00:14:45.080]  他們理應成為屬靈領袖
[00:14:45.080 --> 00:14:53.480]  不過又不敢在當面去成為百姓政治上的衝突
[00:14:53.480 --> 00:15:00.160]  我們可以看到,在他們心裡似乎是信從仁義,而過於信從上帝
[00:15:00.160 --> 00:15:02.240]  這是第一部分
[00:15:02.240 --> 00:15:08.520]  我們透過耶穌的比喻,看到這班宗教領袖的不足之處
[00:15:08.520 --> 00:15:10.600]  然後我們再看回耶穌的反應
[00:15:10.600 --> 00:15:13.480]  第十七節一開始就說,耶穌看著他們
[00:15:13.480 --> 00:15:19.680]  他們很自然就是那班叫出來,絕對不可的人
[00:15:19.680 --> 00:15:29.600]  耶穌用了聖經三段,關於石頭的聖經,來向他們提出法文
[00:15:29.600 --> 00:15:37.040]  耶穌面對著這班急躁的民事祭司長
[00:15:37.040 --> 00:15:47.320]  他看到自己的衝突,更加和他們進一步地去邁進
[00:15:47.320 --> 00:15:51.480]  回應著這班宗教領袖的反應
[00:15:51.480 --> 00:15:58.680]  耶穌很沉著地,不慌不忙地追問他們另一個經文的意思
[00:15:58.680 --> 00:16:04.640]  那個經文就是詩篇一百一十八篇中的二十二至二十三節
[00:16:04.640 --> 00:16:06.400]  當中的內容是這樣說的
[00:16:06.400 --> 00:16:11.160]  象人所丟棄的石頭,已成了防角的頭塊石頭
[00:16:11.160 --> 00:16:16.000]  這是耶和華所造的,在我們眼中看為奇妙
[00:16:16.000 --> 00:16:20.160]  耶穌在此所引用的是,以詩篇一百一十八篇提及的那位義者
[00:16:20.160 --> 00:16:23.720]  那位被稱為義的人
[00:16:23.720 --> 00:16:27.280]  他能夠進入上帝的門裡面的那個義人
[00:16:27.280 --> 00:16:31.120]  他的遭遇,他雖然被人丟棄,被人厭棄
[00:16:31.120 --> 00:16:35.920]  但卻是上帝所揀選來的,作為一個首要位置的一位
[00:16:35.920 --> 00:16:41.000]  這個防角的頭塊石頭的含義,就是關鍵的,是主要的支撐
[00:16:41.000 --> 00:16:44.440]  我們嘗試從房屋的意象去看
[00:16:44.440 --> 00:16:47.320]  如果這個房屋是指以色列家的話
[00:16:47.320 --> 00:16:51.000]  這個頭塊石就變得重要了,它是支柱了
[00:16:51.000 --> 00:16:54.880]  這個義人得到上帝的拯救而發出讚美
[00:16:54.880 --> 00:17:00.000]  防角石凸顯了上帝指派的義者的角色
[00:17:00.000 --> 00:17:04.040]  然後再用飯跌在石頭上,一定會跌得粉碎
[00:17:04.040 --> 00:17:07.280]  這個是以塞亞書第八章裡面提到的
[00:17:07.280 --> 00:17:13.600]  如果你不順從的時候,上帝就會來審判你們
[00:17:13.600 --> 00:17:16.760]  那個石頭成為審判你們的記號
[00:17:16.760 --> 00:17:22.000]  然後再用另一個關於石頭的聖經故事
[00:17:22.000 --> 00:17:23.480]  是彈爾里書,他說
[00:17:23.480 --> 00:17:27.840]  那石頭吊在誰的身上,就要把誰壓得稀難了
[00:17:27.840 --> 00:17:31.000]  如果你沒有忘記的話
[00:17:31.000 --> 00:17:34.800]  彈爾里書第二章就提到一個巨大的石頭
[00:17:34.800 --> 00:17:43.360]  和天上來的石頭,去剪碎了尼布格里薩的夢中的金像
[00:17:43.360 --> 00:17:46.320]  整個三個石頭的一個意象
[00:17:46.320 --> 00:17:53.320]  都指向了這位至高上帝是會成為百姓的審判
[00:17:53.320 --> 00:17:56.160]  以色列人的審判
[00:17:56.160 --> 00:18:01.920]  所以對於這個宗教領袖來講
[00:18:01.920 --> 00:18:05.560]  耶穌用這三個意象來質問他們
[00:18:05.560 --> 00:18:10.240]  是提醒他們,你知不知道後果嚴重
[00:18:10.240 --> 00:18:16.040]  耶穌這個質問同時也將他自己和這班宗教領袖的衝突
[00:18:16.040 --> 00:18:18.760]  那對立面再往前推
[00:18:18.760 --> 00:18:21.080]  衝突加劇了
[00:18:21.080 --> 00:18:23.800]  不過我們可能會問
[00:18:23.800 --> 00:18:34.440]  耶穌這樣咄咄逼人,是不是想他們死,想他們受罪、受苦?
[00:18:34.440 --> 00:18:36.000]  不是
[00:18:36.000 --> 00:18:40.400]  耶穌的步步進逼是為了要他們回轉
[00:18:40.400 --> 00:18:44.160]  如果我們細心去明白留意先知書
[00:18:44.160 --> 00:18:46.560]  一直以來所發出的警告
[00:18:46.560 --> 00:18:50.600]  都是提醒著百姓回轉
[00:18:50.600 --> 00:18:53.000]  審判是為了拯救
[00:18:53.000 --> 00:18:56.440]  這是上帝的本意
[00:18:56.440 --> 00:18:59.480]  先知一直以來
[00:18:59.480 --> 00:19:01.920]  按照上帝的心意
[00:19:01.920 --> 00:19:05.040]  發出很多很多警告呼喚
[00:19:05.040 --> 00:19:06.840]  叫百姓回轉
[00:19:06.840 --> 00:19:11.120]  我們可以完全看到上帝的心意
[00:19:11.120 --> 00:19:14.520]  我們可以再次回到這個比喻裡面
[00:19:14.520 --> 00:19:16.640]  我們留心十三節裡面
[00:19:16.640 --> 00:19:19.440]  原主的那個比喻是怎樣講
[00:19:19.440 --> 00:19:21.920]  原主的心聲
[00:19:21.920 --> 00:19:25.800]  第十三節裡面,葡萄原主心底裡面這樣講
[00:19:25.800 --> 00:19:29.640]  三個牧人都被他們打了,打傷了
[00:19:29.640 --> 00:19:31.200]  空手而回
[00:19:31.200 --> 00:19:35.000]  他說:「我要怎麼做呢?」
[00:19:35.000 --> 00:19:39.760]  「我要打發我的愛子去或許他們會尊敬他」
[00:19:39.760 --> 00:19:42.320]  來到這個時候
[00:19:42.320 --> 00:19:44.720]  這幫租霸這麼活該
[00:19:44.720 --> 00:19:47.840]  原主不是惡屎能吞
[00:19:47.840 --> 00:19:51.760]  反應強烈地公平對待、公義對待
[00:19:51.760 --> 00:19:55.720]  你敬我一尺,我就敬你一尺,這樣來講
[00:19:55.720 --> 00:19:58.160]  他反而有一種
[00:19:58.160 --> 00:20:05.800]  令人家覺得很有愛心,或者一種憐憫的心腸
[00:20:05.800 --> 00:20:09.400]  很溫柔地說:「不如我試試叫我的兒子去」
[00:20:09.400 --> 00:20:14.880]  「或者他給我兒子面子,都會加分租的」
[00:20:14.880 --> 00:20:19.920]  不知道如果你是那個租霸,你又會怎麼想呢?來到這一刻
[00:20:19.920 --> 00:20:23.560]  見到原主的兒子
[00:20:23.560 --> 00:20:27.280]  見到你屋主的兒子回來了
[00:20:27.280 --> 00:20:33.560]  十二年你都不用交租了,十二年後就跟你說
[00:20:33.560 --> 00:20:39.920]  「某某,我想拿回我的房子,好嗎?」
[00:20:39.920 --> 00:20:44.840]  不過我知道在現實香港,很多人應該都有個很清楚的答案
[00:20:44.840 --> 00:20:46.680]  那我不說了
[00:20:46.680 --> 00:20:49.000]  說回原主的心聲
[00:20:49.000 --> 00:20:55.560]  我們從原主的說話裡看到,原主仍然期望原戶回轉
[00:20:55.560 --> 00:20:58.080]  OK啦,不要緊,你加分租就可以了
[00:20:58.080 --> 00:21:00.520]  我們可以看到
[00:21:00.520 --> 00:21:05.960]  原主背後所呈現出來的,主耶穌的慈愛心腸
[00:21:05.960 --> 00:21:09.240]  上帝的慈愛心腸
[00:21:09.240 --> 00:21:15.440]  來到這裡,我又同樣嘗試用詩篇一百一十八篇,來回應著
[00:21:15.440 --> 00:21:19.400]  上帝的慈愛
[00:21:19.400 --> 00:21:23.640]  如果你細心去閱讀詩篇一百一十八篇
[00:21:23.640 --> 00:21:28.480]  我們可以看到三個「他的慈愛永遠長存」的形容
[00:21:28.480 --> 00:21:29.960]  分別是第一節
[00:21:29.960 --> 00:21:35.680]  「你們要稱謝耶和華,因他本為善,他的慈愛永遠長存」
[00:21:35.680 --> 00:21:36.720]  第四節
[00:21:36.720 --> 00:21:40.960]  「願敬畏耶和華的人說,他的慈愛永遠長存」
[00:21:40.960 --> 00:21:42.880]  二十九節,最後一節
[00:21:42.880 --> 00:21:48.280]  「你們要稱謝耶和華,因他本為善,他的慈愛永遠長存」
[00:21:48.280 --> 00:21:54.040]  整個詩篇一百一十八篇就以上帝的慈愛
[00:21:54.040 --> 00:21:59.760]  囊括著,包含著上帝那份的拯救在當中
[00:21:59.760 --> 00:22:07.720]  耶穌用了這個將人所棄的防角石,來提醒、鼓勵、呼喚
[00:22:07.720 --> 00:22:12.360]  這班伯役的宗教領袖
[00:22:12.360 --> 00:22:16.640]  不知道你聽到三句讚美的心聲
[00:22:16.640 --> 00:22:19.200]  上帝的慈愛永遠長存
[00:22:19.200 --> 00:22:21.640]  你又會怎樣來反應呢?
[00:22:21.640 --> 00:22:26.640]  你會同樣說一聲「阿們」,讚美主嗎?
[00:22:26.640 --> 00:22:33.000]  不過,我們看回比喻裏面一番同一番的說話
[00:22:33.000 --> 00:22:35.200]  我相信你聽到之後
[00:22:35.200 --> 00:22:41.680]  一定不會跟這班宗教領袖這樣深深惡念
[00:22:41.680 --> 00:22:46.600]  十九節裏面說了他們想要下手拿耶穌
[00:22:46.600 --> 00:22:49.280]  那是即刻要抓的意思
[00:22:49.280 --> 00:22:54.680]  我們可以看到一班自知理虧,還要恥世凌人
[00:22:54.680 --> 00:23:00.200]  還有比他們更加不堪的心態嗎?簡直就是豈有此理
[00:23:00.200 --> 00:23:05.640]  不過,有意思的我們再深層看看這班宗教領袖
[00:23:05.640 --> 00:23:09.640]  他們所持有的權勢
[00:23:09.640 --> 00:23:14.560]  又竟然要折服在百姓面前,不敢得罪百姓
[00:23:14.560 --> 00:23:19.040]  因為害怕百姓而不敢輕舉妄動
[00:23:19.040 --> 00:23:25.120]  作為一個熟齡的領袖的角度來看他們
[00:23:25.120 --> 00:23:28.120]  另一種嘆息的感覺
[00:23:28.120 --> 00:23:31.160]  他們在追求權力的時候
[00:23:31.160 --> 00:23:36.720]  竟然成為了權力遊戲當中的玩家
[00:23:36.720 --> 00:23:40.600]  他跟百姓之間的關係竟然成為了玩家
[00:23:40.600 --> 00:23:44.120]  他們不能夠成為百姓的帶領
[00:23:44.120 --> 00:23:49.400]  在屬靈上面不能夠建立威信,不能夠建立權威
[00:23:49.400 --> 00:23:51.240]  實在可惜
[00:23:51.240 --> 00:23:55.440]  這就是他們信仰的失落焦點
[00:23:55.440 --> 00:24:01.080]  信從人,不信從神,從來都不是上帝的心意
[00:24:01.080 --> 00:24:05.400]  信從這個字很有意思
[00:24:05.400 --> 00:24:08.800]  我借用《箴言二十五章》裡面幾句聖經的說話
[00:24:08.800 --> 00:24:12.240]  來給我們思考
[00:24:12.240 --> 00:24:15.240]  《箴言二十五章》第十一節,十二節裡這樣說
[00:24:15.240 --> 00:24:20.000]  一句話說得合而,就如金蘋果在銀網子裡
[00:24:20.000 --> 00:24:23.200]  智慧人的勸誡在信從的人耳中
[00:24:23.200 --> 00:24:26.080]  好象金環和金首飾
[00:24:26.080 --> 00:24:29.480]  我想大家留意十二節裡面的
[00:24:29.480 --> 00:24:35.360]  智慧人的勸誡在信從人的耳中
[00:24:35.360 --> 00:24:43.200]  聽吩咐重要,還是講智慧說話重要呢?
[00:24:43.200 --> 00:24:47.560]  聽的人需要有什麼心態呢?
[00:24:47.560 --> 00:24:50.920]  如何能夠聽得出對方的智慧說話呢?
[00:24:50.920 --> 00:24:52.960]  是個態度問題
[00:24:52.960 --> 00:24:57.760]  所以《箴言》很有意思地去講信從人
[00:24:57.760 --> 00:25:00.000]  如果你信從的時候又能聽得到
[00:25:00.000 --> 00:25:03.960]  就要如何信從化,是重視對方的說話
[00:25:03.960 --> 00:25:06.960]  好象金環和金首飾
[00:25:06.960 --> 00:25:10.400]  你看看那位智者,那位長輩跟你講的
[00:25:10.400 --> 00:25:12.120]  語重心長的說話
[00:25:12.120 --> 00:25:15.000]  你覺得是否矜貴?
[00:25:15.000 --> 00:25:17.600]  就是這一點
[00:25:17.600 --> 00:25:20.960]  很明顯,如果我們從這個思考
[00:25:20.960 --> 00:25:25.120]  《箴言》書側面地折射出宗教領袖那種
[00:25:25.120 --> 00:25:28.520]  不重視、不珍惜的心態出來
[00:25:28.520 --> 00:25:31.520]  反映就是不信從
[00:25:31.520 --> 00:25:35.960]  我們在歷史上,我們看到以色列人過去如何對待先知
[00:25:35.960 --> 00:25:39.960]  正正就是這樣,不珍惜、不重視、輕蔑
[00:25:39.960 --> 00:25:42.560]  輕蔑上帝的吩咐
[00:25:42.560 --> 00:25:47.560]  來到新約時期,新約時期的歷史同樣都是這樣
[00:25:47.560 --> 00:25:50.760]  看來人性的自我問題
[00:25:50.760 --> 00:25:54.520]  令我們離開了上帝的律法和誡命
[00:25:54.520 --> 00:25:59.160]  最後換來的是世間上各樣的爭鬥、殺戮
[00:25:59.160 --> 00:26:00.960]  彼此傷害
[00:26:00.960 --> 00:26:05.560]  昔日如是,今天也是這樣
