
[00:00:00.000 --> 00:00:07.000]  今天各位,第一篇的詩篇就是詩篇27篇
[00:03:08.000 --> 00:03:11.000]  所以我年輕的時候,長遠就很認知
[00:03:11.000 --> 00:03:14.000]  我都知道自己在灣區坐在旁邊
[00:03:14.000 --> 00:03:17.000]  所以我年輕的時候,長遠就很認知
[00:03:17.000 --> 00:03:20.000]  我都知道自己在灣區坐在旁邊
[00:03:20.000 --> 00:03:23.000]  所以我年輕的時候,長遠就很認知
[00:03:23.000 --> 00:03:26.000]  我都知道自己在灣區坐在旁邊
[00:03:26.000 --> 00:03:29.000]  所以我年輕的時候,長遠就很認知
[00:03:29.000 --> 00:03:32.000]  我都知道自己在灣區坐在旁邊
[00:03:32.000 --> 00:03:35.000]  所以我年輕的時候,長遠就很認知
[00:03:35.000 --> 00:03:38.000]  我都知道自己在灣區坐在旁邊
[00:03:38.000 --> 00:03:41.000]  所以我年輕的時候,長遠就很認知
[00:03:41.000 --> 00:03:44.000]  我都知道自己在灣區坐在旁邊
[00:03:44.000 --> 00:03:47.000]  所以我年輕的時候,長遠就很認知
[00:03:47.000 --> 00:03:50.000]  我都知道自己在灣區坐在旁邊
[00:03:50.000 --> 00:03:53.000]  所以我年輕的時候,長遠就很認知
[00:03:53.000 --> 00:03:56.000]  我都知道自己在灣區坐在旁邊
[00:03:56.000 --> 00:03:59.000]  所以我年輕的時候,長遠就很認知
[00:03:59.000 --> 00:04:02.000]  我都知道自己在灣區坐在旁邊
[00:04:02.000 --> 00:04:05.000]  所以我年輕的時候,長遠就很認知
[00:04:05.000 --> 00:04:08.000]  我都知道自己在灣區坐在旁邊
[00:04:08.000 --> 00:04:11.000]  所以我年輕的時候,長遠就很認知
[00:04:11.000 --> 00:04:14.000]  我都知道自己在灣區坐在旁邊
[00:04:14.000 --> 00:04:17.000]  所以我年輕的時候,長遠就很認知
[00:04:17.000 --> 00:04:20.000]  我都知道自己在灣區坐在旁邊
[00:04:20.000 --> 00:04:23.000]  所以我年輕的時候,長遠就很認知
[00:04:23.000 --> 00:04:26.000]  我都知道自己在灣區坐在旁邊
[00:04:26.000 --> 00:04:29.000]  所以我年輕的時候,長遠就很認知
[00:04:29.000 --> 00:04:32.000]  我都知道自己在灣區坐在旁邊
[00:04:32.000 --> 00:04:35.000]  所以我年輕的時候,長遠就很認知
[00:04:35.000 --> 00:04:38.000]  我都知道自己在灣區坐在旁邊
[00:04:38.000 --> 00:04:41.000]  所以我年輕的時候,長遠就很認知
[00:04:41.000 --> 00:04:44.000]  我都知道自己在灣區坐在旁邊
[00:04:44.000 --> 00:04:47.000]  所以我年輕的時候,長遠就很認知
[00:04:47.000 --> 00:04:50.000]  我都知道自己在灣區坐在旁邊
[00:04:50.000 --> 00:04:53.000]  所以我年輕的時候,長遠就很認知
[00:04:53.000 --> 00:04:56.000]  我都知道自己在灣區坐在旁邊
[00:04:56.000 --> 00:04:59.000]  所以我年輕的時候,長遠就很認知
[00:04:59.000 --> 00:05:02.000]  我都知道自己在灣區坐在旁邊
[00:05:02.000 --> 00:05:05.000]  所以我年輕的時候,長遠就很認知
[00:05:05.000 --> 00:05:08.000]  我都知道自己在灣區坐在旁邊
[00:05:08.000 --> 00:05:11.000]  所以我年輕的時候,長遠就很認知
[00:05:11.000 --> 00:05:14.000]  我都知道自己在灣區坐在旁邊
[00:05:14.000 --> 00:05:17.000]  所以我年輕的時候,長遠就很認知
[00:05:17.000 --> 00:05:20.000]  我都知道自己在灣區坐在旁邊
[00:05:20.000 --> 00:05:23.000]  所以我年輕的時候,長遠就很認知
[00:05:23.000 --> 00:05:26.000]  我都知道自己在灣區坐在旁邊
[00:05:26.000 --> 00:05:29.000]  所以我年輕的時候,長遠就很認知
[00:05:29.000 --> 00:05:32.000]  我都知道自己在灣區坐在旁邊
[00:05:32.000 --> 00:05:35.000]  所以我年輕的時候,長遠就很認知
[00:05:35.000 --> 00:05:38.000]  我都知道自己在灣區坐在旁邊
[00:05:38.000 --> 00:05:41.000]  所以我年輕的時候,長遠就很認知
[00:05:41.000 --> 00:05:44.000]  我都知道自己在灣區坐在旁邊
[00:05:44.000 --> 00:05:47.000]  所以我年輕的時候,長遠就很認知
[00:05:47.000 --> 00:05:50.000]  我都知道自己在灣區坐在旁邊
[00:05:50.000 --> 00:05:53.000]  所以我年輕的時候,長遠就很認知
[00:05:53.000 --> 00:05:56.000]  我都知道自己在灣區坐在旁邊
[00:05:56.000 --> 00:05:59.000]  所以我年輕的時候,長遠就很認知
[00:05:59.000 --> 00:06:02.000]  我都知道自己在灣區坐在旁邊
[00:06:02.000 --> 00:06:05.000]  所以我年輕的時候,長遠就很認知
[00:06:05.000 --> 00:06:08.000]  我都知道自己在灣區坐在旁邊
[00:06:08.000 --> 00:06:11.000]  所以我年輕的時候,長遠就很認知
[00:06:11.000 --> 00:06:14.000]  我都知道自己在灣區坐在旁邊
[00:06:14.000 --> 00:06:17.000]  所以我年輕的時候,長遠就很認知
[00:06:17.000 --> 00:06:20.000]  我都知道自己在灣區坐在旁邊
[00:06:20.000 --> 00:06:23.000]  所以我年輕的時候,長遠就很認知
[00:06:23.000 --> 00:06:26.000]  我都知道自己在灣區坐在旁邊
[00:06:26.000 --> 00:06:29.000]  所以我年輕的時候,長遠就很認知
[00:06:29.000 --> 00:06:32.000]  我都知道自己在灣區坐在旁邊
[00:06:32.000 --> 00:06:35.000]  所以我年輕的時候,長遠就很認知
[00:06:35.000 --> 00:06:38.000]  我都知道自己在灣區坐在旁邊
[00:06:38.000 --> 00:06:41.000]  所以我年輕的時候,長遠就很認知
[00:06:41.000 --> 00:06:44.000]  我都知道自己在灣區坐在旁邊
[00:06:44.000 --> 00:06:47.000]  所以我年輕的時候,長遠就很認知
[00:06:47.000 --> 00:06:50.000]  我都知道自己在灣區坐在旁邊
[00:06:50.000 --> 00:06:53.000]  所以我年輕的時候,長遠就很認知
[00:06:53.000 --> 00:06:56.000]  我都知道自己在灣區坐在旁邊
[00:06:56.000 --> 00:06:59.000]  所以我年輕的時候,長遠就很認知
[00:06:59.000 --> 00:07:02.000]  我都知道自己在灣區坐在旁邊
[00:07:02.000 --> 00:07:05.000]  所以我年輕的時候,長遠就很認知
[00:07:05.000 --> 00:07:08.000]  我都知道自己在灣區坐在旁邊
[00:07:08.000 --> 00:07:11.000]  所以我年輕的時候,長遠就很認知
[00:07:11.000 --> 00:07:14.000]  我都知道自己在灣區坐在旁邊
[00:07:14.000 --> 00:07:17.000]  所以我年輕的時候,長遠就很認知
[00:07:17.000 --> 00:07:20.000]  我都知道自己在灣區坐在旁邊
[00:07:20.000 --> 00:07:23.000]  所以我年輕的時候,長遠就很認知
[00:07:23.000 --> 00:07:26.000]  我都知道自己在灣區坐在旁邊
[00:07:26.000 --> 00:07:29.000]  所以我年輕的時候,長遠就很認知
[00:07:29.000 --> 00:07:32.000]  我都知道自己在灣區坐在旁邊
[00:07:32.000 --> 00:07:35.000]  所以我年輕的時候,長遠就很認知
[00:07:35.000 --> 00:07:38.000]  我都知道自己在灣區坐在旁邊
[00:07:38.000 --> 00:07:41.000]  所以我年輕的時候,長遠就很認知
[00:07:41.000 --> 00:07:44.000]  我都知道自己在灣區坐在旁邊
[00:07:44.000 --> 00:07:47.000]  所以我年輕的時候,長遠就很認知
[00:07:47.000 --> 00:07:50.000]  我都知道自己在灣區坐在旁邊
[00:07:50.000 --> 00:07:53.000]  所以我年輕的時候,長遠就很認知
[00:07:53.000 --> 00:07:56.000]  我都知道自己在灣區坐在旁邊
[00:07:56.000 --> 00:07:59.000]  所以我年輕的時候,長遠就很認知
[00:07:59.000 --> 00:08:02.000]  我都知道自己在灣區坐在旁邊
[00:08:02.000 --> 00:08:05.000]  所以我年輕的時候,長遠就很認知
[00:08:05.000 --> 00:08:08.000]  我都知道自己在灣區坐在旁邊
[00:08:08.000 --> 00:08:11.000]  所以我年輕的時候,長遠就很認知
[00:08:11.000 --> 00:08:14.000]  我都知道自己在灣區坐在旁邊
[00:08:14.000 --> 00:08:17.000]  所以我年輕的時候,長遠就很認知
[00:08:17.000 --> 00:08:20.000]  我都知道自己在灣區坐在旁邊
[00:08:20.000 --> 00:08:23.000]  所以我年輕的時候,長遠就很認知
[00:08:23.000 --> 00:08:26.000]  我都知道自己在灣區坐在旁邊
[00:08:26.000 --> 00:08:29.000]  所以我年輕的時候,長遠就很認知
[00:08:29.000 --> 00:08:32.000]  我都知道自己在灣區坐在旁邊
[00:08:32.000 --> 00:08:35.000]  所以我年輕的時候,長遠就很認知
[00:08:35.000 --> 00:08:38.000]  我都知道自己在灣區坐在旁邊
[00:08:38.000 --> 00:08:41.000]  所以我年輕的時候,長遠就很認知
[00:08:41.000 --> 00:08:44.000]  我都知道自己在灣區坐在旁邊
[00:08:44.000 --> 00:08:47.000]  所以我年輕的時候,長遠就很認知
[00:08:47.000 --> 00:08:50.000]  我都知道自己在灣區坐在旁邊
[00:08:50.000 --> 00:08:53.000]  所以我年輕的時候,長遠就很認知
[00:08:53.000 --> 00:08:56.000]  我都知道自己在灣區坐在旁邊
[00:08:56.000 --> 00:08:59.000]  所以我年輕的時候,長遠就很認知
[00:08:59.000 --> 00:09:02.000]  我都知道自己在灣區坐在旁邊
[00:09:02.000 --> 00:09:05.000]  所以我年輕的時候,長遠就很認知
[00:09:05.000 --> 00:09:08.000]  我都知道自己在灣區坐在旁邊
[00:09:08.000 --> 00:09:11.000]  所以我年輕的時候,長遠就很認知
[00:09:11.000 --> 00:09:14.000]  我都知道自己在灣區坐在旁邊
[00:09:14.000 --> 00:09:17.000]  所以我年輕的時候,長遠就很認知
[00:09:17.000 --> 00:09:20.000]  我都知道自己在灣區坐在旁邊
[00:09:20.000 --> 00:09:23.000]  所以我年輕的時候,長遠就很認知
[00:09:23.000 --> 00:09:26.000]  我都知道自己在灣區坐在旁邊
[00:09:26.000 --> 00:09:29.000]  所以我年輕的時候,長遠就很認知
[00:09:29.000 --> 00:09:32.000]  我年輕的時候,長遠就很認知
[00:09:32.000 --> 00:09:35.000]  我都知道自己在灣區坐在旁邊
[00:09:35.000 --> 00:09:38.000]  所以我年輕的時候,長遠就很認知
[00:09:38.000 --> 00:09:41.000]  我都知道自己在灣區坐在旁邊
[00:09:41.000 --> 00:09:44.000]  所以我年輕的時候,長遠就很認知
[00:09:44.000 --> 00:09:47.000]  我都知道自己在灣區坐在旁邊
[00:09:47.000 --> 00:09:50.000]  所以我年輕的時候,長遠就很認知
[00:09:50.000 --> 00:09:53.000]  我都知道自己在灣區坐在旁邊
[00:09:53.000 --> 00:09:56.000]  所以我年輕的時候,長遠就很認知
[00:09:56.000 --> 00:09:59.000]  我都知道自己在灣區坐在旁邊
[00:09:59.000 --> 00:10:03.000]  所以就說,你因為招來這個花蓮的事物
[00:10:03.000 --> 00:10:07.000]  你看他招來,早上就洗了澡
[00:10:07.000 --> 00:10:10.000]  早上就洗澡,睡了半個晚上都睡不著
[00:10:10.000 --> 00:10:13.000]  就是從招來好好的前提
[00:10:13.000 --> 00:10:16.000]  就是說,你一樣的本身有虛空的心
[00:10:16.000 --> 00:10:19.000]  是沒有意義的,就是沒有意義的
[00:10:19.000 --> 00:10:21.000]  那麼有意義呢,它就在下面
[00:10:21.000 --> 00:10:24.000]  你聽到這個「有意義」
[00:10:24.000 --> 00:10:27.000]  它是由若然所招來的
[00:10:27.000 --> 00:10:33.000]  必叫他安然成家,安然一世
[00:10:33.000 --> 00:10:36.000]  他說,你經歷了什麼,你就不知了
[00:10:36.000 --> 00:10:39.000]  你就可以好好的成家
[00:10:39.000 --> 00:10:42.000]  但這件事產業,就不在虛空
[00:10:42.000 --> 00:10:46.000]  根本就沒有意義的
[00:10:46.000 --> 00:10:49.000]  那不知道你怎樣看水面
[00:10:49.000 --> 00:10:52.000]  很多人的心態是,我起身亡的時候
[00:10:52.000 --> 00:10:55.000]  我做了一些有意義的事
[00:10:55.000 --> 00:10:59.000]  然後後來呢,水面的事實上成就了
[00:10:59.000 --> 00:11:02.000]  很多人不在乎這件事
[00:11:02.000 --> 00:11:05.000]  甚至也有人不在乎這件事
[00:11:05.000 --> 00:11:07.000]  而是設計了另一個狀態
[00:11:07.000 --> 00:11:10.000]  不過,人設計錯了
[00:11:10.000 --> 00:11:12.000]  我想說,如果人設計
[00:11:12.000 --> 00:11:14.000]  後果改變了,你也知道
[00:11:14.000 --> 00:11:17.000]  你可能會不太成功
[00:11:17.000 --> 00:11:19.000]  人生可能更短一點
[00:11:19.000 --> 00:11:22.000]  但因為實際上,人生的經歷就可以很輕鬆
[00:11:22.000 --> 00:11:25.000]  人生的經歷就可以很輕鬆
[00:11:25.000 --> 00:11:28.000]  人生的經歷,你肯定知道
[00:11:28.000 --> 00:11:30.000]  人生多得三分之二的時間
[00:11:30.000 --> 00:11:32.000]  人生多得三分之二的時間
[00:11:32.000 --> 00:11:33.000]  人生多得三分之二的時間
[00:11:33.000 --> 00:11:34.000]  人生多得三分之二的時間
[00:11:34.000 --> 00:11:35.000]  人生多得三分之二的時間
[00:11:35.000 --> 00:11:36.000]  人生多得三分之二的時間
[00:11:36.000 --> 00:11:37.000]  人生多得三分之二的時間
[00:11:37.000 --> 00:11:38.000]  人生多得三分之二的時間
[00:11:38.000 --> 00:11:39.000]  人生多得三分之二的時間
[00:11:39.000 --> 00:11:40.000]  人生多得三分之二的時間
[00:11:40.000 --> 00:11:41.000]  人生多得三分之二的時間
[00:11:41.000 --> 00:11:42.000]  人生多得三分之二的時間
[00:11:42.000 --> 00:11:43.000]  人生多得三分之二的時間
[00:11:43.000 --> 00:11:44.000]  人生多得三分之二的時間
[00:11:44.000 --> 00:11:49.000]  人生多得三分之二的時間
[00:11:49.000 --> 00:11:50.000]  人生多得三分之二的時間
[00:11:50.000 --> 00:11:51.000]  人生多得三分之二的時間
[00:11:51.000 --> 00:11:52.000]  人生多得三分之二的時間
[00:11:52.000 --> 00:11:53.000]  人生多得三分之二的時間
[00:11:53.000 --> 00:11:54.000]  人生多得三分之二的時間
[00:11:54.000 --> 00:11:55.000]  人生多得三分之二的時間
[00:11:55.000 --> 00:11:56.000]  人生多得三分之二的時間
[00:11:56.000 --> 00:11:57.000]  人生多得三分之二的時間
[00:11:57.000 --> 00:11:58.000]  人生多得三分之二的時間
[00:11:58.000 --> 00:11:59.000]  人生多得三分之二的時間
[00:11:59.000 --> 00:12:00.000]  人生多得三分之二的時間
[00:12:00.000 --> 00:12:01.000]  人生多得三分之二的時間
[00:12:01.000 --> 00:12:02.000]  人生多得三分之二的時間
[00:12:02.000 --> 00:12:03.000]  人生多得三分之二的時間
[00:12:03.000 --> 00:12:04.000]  人生多得三分之二的時間
[00:12:04.000 --> 00:12:05.000]  人生多得三分之二的時間
[00:12:05.000 --> 00:12:06.000]  人生多得三分之二的時間
[00:12:06.000 --> 00:12:18.000]  人生多得三分之二的時間
[00:12:18.000 --> 00:12:19.000]  人生多得三分之二的時間
[00:12:19.000 --> 00:12:20.000]  人生多得三分之二的時間
[00:12:20.000 --> 00:12:21.000]  人生多得三分之二的時間
[00:12:21.000 --> 00:12:22.000]  人生多得三分之二的時間
[00:12:22.000 --> 00:12:23.000]  人生多得三分之二的時間
[00:12:23.000 --> 00:12:24.000]  人生多得三分之二的時間
[00:12:24.000 --> 00:12:25.000]  人生多得三分之二的時間
[00:12:25.000 --> 00:12:26.000]  人生多得三分之二的時間
[00:12:26.000 --> 00:12:27.000]  人生多得三分之二的時間
[00:12:27.000 --> 00:12:28.000]  人生多得三分之二的時間
[00:12:28.000 --> 00:12:29.000]  人生多得三分之二的時間
[00:12:29.000 --> 00:12:30.000]  人生多得三分之二的時間
[00:12:30.000 --> 00:12:31.000]  人生多得三分之二的時間
[00:12:31.000 --> 00:12:32.000]  人生多得三分之二的時間
[00:12:32.000 --> 00:12:33.000]  人生多得三分之二的時間
[00:12:33.000 --> 00:12:34.000]  人生多得三分之二的時間
[00:12:34.000 --> 00:12:35.000]  人生多得三分之二的時間
[00:12:35.000 --> 00:12:36.000]  人生多得三分之二的時間
[00:12:36.000 --> 00:12:37.000]  人生多得三分之二的時間
[00:12:37.000 --> 00:12:38.000]  人生多得三分之二的時間
[00:12:38.000 --> 00:12:39.000]  人生多得三分之二的時間
[00:12:39.000 --> 00:12:40.000]  人生多得三分之二的時間
[00:12:40.000 --> 00:12:41.000]  人生多得三分之二的時間
[00:12:41.000 --> 00:12:42.000]  人生多得三分之二的時間
[00:12:42.000 --> 00:12:43.000]  人生多得三分之二的時間
[00:12:43.000 --> 00:12:44.000]  人生多得三分之二的時間
[00:12:44.000 --> 00:12:45.000]  人生多得三分之二的時間
[00:12:45.000 --> 00:12:46.000]  人生多得三分之二的時間
[00:12:46.000 --> 00:12:47.000]  人生多得三分之二的時間
[00:12:47.000 --> 00:12:48.000]  人生多得三分之二的時間
[00:12:48.000 --> 00:12:49.000]  人生多得三分之二的時間
[00:12:49.000 --> 00:12:50.000]  人生多得三分之二的時間
[00:12:50.000 --> 00:12:51.000]  人生多得三分之二的時間
[00:12:51.000 --> 00:12:52.000]  人生多得三分之二的時間
[00:12:52.000 --> 00:12:53.000]  人生多得三分之二的時間
[00:12:53.000 --> 00:13:05.000]  人生多得三分之二的時間
[00:13:05.000 --> 00:13:06.000]  人生多得三分之二的時間
[00:13:06.000 --> 00:13:07.000]  人生多得三分之二的時間
[00:13:07.000 --> 00:13:08.000]  人生多得三分之二的時間
[00:13:08.000 --> 00:13:09.000]  人生多得三分之二的時間
[00:13:09.000 --> 00:13:10.000]  人生多得三分之二的時間
[00:13:10.000 --> 00:13:11.000]  人生多得三分之二的時間
[00:13:11.000 --> 00:13:12.000]  人生多得三分之二的時間
[00:13:12.000 --> 00:13:13.000]  人生多得三分之二的時間
[00:13:13.000 --> 00:13:14.000]  人生多得三分之二的時間
[00:13:14.000 --> 00:13:15.000]  人生多得三分之二的時間
[00:13:15.000 --> 00:13:16.000]  人生多得三分之二的時間
[00:13:16.000 --> 00:13:17.000]  人生多得三分之二的時間
[00:13:17.000 --> 00:13:18.000]  人生多得三分之二的時間
[00:13:18.000 --> 00:13:19.000]  人生多得三分之二的時間
[00:13:19.000 --> 00:13:20.000]  人生多得三分之二的時間
[00:13:20.000 --> 00:13:21.000]  人生多得三分之二的時間
[00:13:21.000 --> 00:13:22.000]  人生多得三分之二的時間
[00:13:22.000 --> 00:13:23.000]  人生多得三分之二的時間
[00:13:23.000 --> 00:13:24.000]  人生多得三分之二的時間
[00:13:24.000 --> 00:13:25.000]  人生多得三分之二的時間
[00:13:25.000 --> 00:13:26.000]  人生多得三分之二的時間
[00:13:26.000 --> 00:13:27.000]  人生多得三分之二的時間
[00:13:27.000 --> 00:13:28.000]  人生多得三分之二的時間
[00:13:28.000 --> 00:13:29.000]  人生多得三分之二的時間
[00:13:29.000 --> 00:13:30.000]  人生多得三分之二的時間
[00:13:30.000 --> 00:13:31.000]  人生多得三分之二的時間
[00:13:31.000 --> 00:13:32.000]  人生多得三分之二的時間
[00:13:32.000 --> 00:13:33.000]  人生多得三分之二的時間
[00:13:33.000 --> 00:13:34.000]  人生多得三分之二的時間
[00:13:34.000 --> 00:13:35.000]  人生多得三分之二的時間
[00:13:35.000 --> 00:13:36.000]  人生多得三分之二的時間
[00:13:36.000 --> 00:13:37.000]  人生多得三分之二的時間
[00:13:37.000 --> 00:13:38.000]  人生多得三分之二的時間
[00:13:38.000 --> 00:13:39.000]  人生多得三分之二的時間
[00:13:39.000 --> 00:13:40.000]  人生多得三分之二的時間
[00:13:40.000 --> 00:13:53.000]  人生多得三分之二的時間
[00:13:53.000 --> 00:13:54.000]  人生多得三分之二的時間
[00:13:54.000 --> 00:13:55.000]  人生多得三分之二的時間
[00:13:55.000 --> 00:13:56.000]  人生多得三分之二的時間
[00:13:56.000 --> 00:13:57.000]  人生多得三分之二的時間
[00:13:57.000 --> 00:13:58.000]  人生多得三分之二的時間
[00:13:58.000 --> 00:13:59.000]  人生多得三分之二的時間
[00:13:59.000 --> 00:14:00.000]  人生多得三分之二的時間
[00:14:00.000 --> 00:14:01.000]  人生多得三分之二的時間
[00:14:01.000 --> 00:14:02.000]  人生多得三分之二的時間
[00:14:02.000 --> 00:14:03.000]  人生多得三分之二的時間
[00:14:03.000 --> 00:14:04.000]  人生多得三分之二的時間
[00:14:04.000 --> 00:14:05.000]  人生多得三分之二的時間
[00:14:05.000 --> 00:14:06.000]  人生多得三分之二的時間
[00:14:06.000 --> 00:14:07.000]  人生多得三分之二的時間
[00:14:07.000 --> 00:14:08.000]  人生多得三分之二的時間
[00:14:08.000 --> 00:14:09.000]  人生多得三分之二的時間
[00:14:09.000 --> 00:14:10.000]  人生多得三分之二的時間
[00:14:10.000 --> 00:14:11.000]  人生多得三分之二的時間
[00:14:11.000 --> 00:14:12.000]  人生多得三分之二的時間
[00:14:12.000 --> 00:14:13.000]  人生多得三分之二的時間
[00:14:13.000 --> 00:14:14.000]  人生多得三分之二的時間
[00:14:14.000 --> 00:14:15.000]  人生多得三分之二的時間
[00:14:15.000 --> 00:14:16.000]  人生多得三分之二的時間
[00:14:16.000 --> 00:14:17.000]  人生多得三分之二的時間
[00:14:17.000 --> 00:14:18.000]  人生多得三分之二的時間
[00:14:18.000 --> 00:14:19.000]  人生多得三分之二的時間
[00:14:19.000 --> 00:14:20.000]  人生多得三分之二的時間
[00:14:20.000 --> 00:14:21.000]  人生多得三分之二的時間
[00:14:21.000 --> 00:14:22.000]  人生多得三分之二的時間
[00:14:22.000 --> 00:14:23.000]  人生多得三分之二的時間
[00:14:23.000 --> 00:14:24.000]  人生多得三分之二的時間
[00:14:24.000 --> 00:14:25.000]  人生多得三分之二的時間
[00:14:25.000 --> 00:14:26.000]  人生多得三分之二的時間
[00:14:26.000 --> 00:14:27.000]  人生多得三分之二的時間
[00:14:27.000 --> 00:14:40.000]  人生多得三分之二的時間
[00:14:40.000 --> 00:14:41.000]  人生多得三分之二的時間
[00:14:41.000 --> 00:14:42.000]  人生多得三分之二的時間
[00:14:42.000 --> 00:14:43.000]  人生多得三分之二的時間
[00:14:43.000 --> 00:14:44.000]  人生多得三分之二的時間
[00:14:44.000 --> 00:14:45.000]  人生多得三分之二的時間
[00:14:45.000 --> 00:14:46.000]  人生多得三分之二的時間
[00:14:46.000 --> 00:14:47.000]  人生多得三分之二的時間
[00:14:47.000 --> 00:14:48.000]  人生多得三分之二的時間
[00:14:48.000 --> 00:14:49.000]  人生多得三分之二的時間
[00:14:49.000 --> 00:14:50.000]  人生多得三分之二的時間
[00:14:50.000 --> 00:14:51.000]  人生多得三分之二的時間
[00:14:51.000 --> 00:14:52.000]  人生多得三分之二的時間
[00:14:52.000 --> 00:14:53.000]  人生多得三分之二的時間
[00:14:53.000 --> 00:14:54.000]  人生多得三分之二的時間
[00:14:54.000 --> 00:14:55.000]  人生多得三分之二的時間
[00:14:55.000 --> 00:14:56.000]  人生多得三分之二的時間
[00:14:56.000 --> 00:14:57.000]  人生多得三分之二的時間
[00:14:57.000 --> 00:14:58.000]  人生多得三分之二的時間
[00:14:58.000 --> 00:14:59.000]  人生多得三分之二的時間
[00:14:59.000 --> 00:15:00.000]  人生多得三分之二的時間
[00:15:00.000 --> 00:15:01.000]  人生多得三分之二的時間
[00:15:01.000 --> 00:15:02.000]  人生多得三分之二的時間
[00:15:02.000 --> 00:15:03.000]  人生多得三分之二的時間
[00:15:03.000 --> 00:15:04.000]  人生多得三分之二的時間
[00:15:04.000 --> 00:15:05.000]  人生多得三分之二的時間
[00:15:05.000 --> 00:15:06.000]  人生多得三分之二的時間
