
[00:00:00.000 --> 00:00:02.000]  各位代言人,姐妹們,平安!
[00:04:53.000 --> 00:05:03.000]  這個也是意大利的畫家喬瓦尼·朗科在1620年的作品,都是差不多時代了。
[00:05:04.000 --> 00:05:17.000]  你有沒有想過,呼音書作者將這兩個故事,兩件事件放在一起上下文,你有沒有覺得有一個很強烈的對比?
[00:05:18.000 --> 00:05:36.000]  透過這個強烈的對比,呼音書的作者想給一個什麼樣的訊息給讀者呢?或者透過這個對比,我們去讀的時候,又會對我們有什麼啟發,對我們的信仰有什麼衝擊呢?
[00:05:37.000 --> 00:05:52.000]  讓我們一起再看一看這些對比。首先,你一看這幅畫,首先你會感受到氣氛,氣氛和狀況,你會感受到一個恐怖的氣氛和一個喜悅的氣氛。
[00:05:53.000 --> 00:06:07.000]  盤子上的頭展示的狀況,我相信多數人都會覺得是殘酷和恐怖的,而經文大致上也是這樣描述的。
[00:06:08.000 --> 00:06:35.000]  在第四十五節,希羅底的女兒急忙去見王求她說:「王,我希望你馬上把約翰的頭放在盤子上給我。」二十七節,王隨即差一個護衛兵,吩咐拿約翰的頭來,護衛兵就去監獄斬了約翰,把他的頭放在盤子裡拿來給女子,女子就給他的母親。
[00:06:36.000 --> 00:06:46.000]  你有沒有留意這是什麼場合?還記不記得《波音書經》講述這是什麼場合?
[00:06:47.000 --> 00:07:14.000]  第二十一節說這一天是希律的生日,其實希律王擺設筵席,邀請了大臣、千夫長、各位首領來開生日會,宮廷的生日會必定有大量的美食,所以有一個盤子出現是很合理的,但是盤子本來是裝什麼的?食物。
[00:07:15.000 --> 00:07:39.000]  你試想像一下,你是當時被邀請去這個生日派對的人,現在有一個盤子拿出來,裝著人頭,你會怎樣?吃不下了?你會感覺到無骨悚然,這是一個殘忍和恐怖的景象。
[00:07:40.000 --> 00:08:01.000]  相比之下,盤子上的餅,他展示的又是什麼感覺呢?你剛才看畫的時候,他給你什麼感覺呢?《波音書經》是這樣描述的,在六章到最後的時候,他說他們都吃,並且吃飽了,門徒把碎餅碎魚收拾起來,裝滿十二個男子。
[00:08:02.000 --> 00:08:22.000]  這個就真的是派對了,這個雖然只是碎餅碎魚,它不是宮廷的美食,但是你看到大家都真的有得吃,並且大家都吃飽,並且碎餅碎魚都不要浪費,收拾起來。
[00:08:23.000 --> 00:08:40.000]  這個畫面給你一種什麼感覺呢?會不會是一種大家有飯吃飯,有餅吃餅,又要吃魚,一種有一頓安樂茶飯吃的感覺?
[00:08:44.000 --> 00:08:57.000]  盤子上的頭和男子上的餅,這個對比所顯示的氣氛和狀況,你寧願要哪一種呢?
[00:09:01.000 --> 00:09:20.000]  《波音書經》上所描述的這兩種狀況,其實不只是發生在古代的時代,其實是絕不罕見的。殘酷和殺戮難道只是在希律的皇宮裡面出現嗎?
[00:09:21.000 --> 00:09:46.000]  如果你有讀歷史的,你知道在很多世界各地的皇宮都出現,但是另一方面,一班群眾一起很開心地吃頓安樂茶飯,其實也是經常出現的,在很多民間裡面也是經常出現的,兩個都是現實。
[00:09:47.000 --> 00:09:56.000]  但是讀者就馬上從這兩種狀況裡面去感受到,究竟自己心裡面渴望的,是哪一種狀況呢?
[00:09:56.000 --> 00:10:13.000]  相信一般人所渴望的,都是男子上的餅那種共享和喜悅的氣氛,而不是盤子上的頭那種恐怖和殘酷的氣氛。
[00:10:15.000 --> 00:10:30.000]  這個故事邀請我們去問一問自己,我們所跟隨所相信的耶穌基督是哪一種?它是在製造什麼樣的氣氛和狀況出來的呢?
[00:10:32.000 --> 00:10:53.000]  其實也是邀請我們去反省,我們跟隨耶穌基督的人,我們在我們的世界裡面,無論是我們的家庭,我們的工作間,我們的社會,我們是在製造什麼樣的氣氛和狀態出來的呢?
[00:10:54.000 --> 00:11:05.000]  哪一種才是耶穌基督所期望的?哪一種其實是敘律宮廷裡面的東西呢?
[00:11:05.000 --> 00:11:18.000]  第二個對比,我們會問,這兩種強烈的氣氛狀況為什麼會出現呢?
[00:11:19.000 --> 00:11:31.000]  所以我們嘗試了解一下這兩種狀況出現背後的原因,它是跟他們的價值和信念息息相關的。
[00:11:31.000 --> 00:11:45.000]  我們嘗試看看它怎樣出現的,希望可以幫助我們遷離敘律皇宮那種恐怖的氣氛,而能夠像耶穌一樣創造一種共享和和平的喜悅。
[00:11:46.000 --> 00:11:57.000]  首先我們看看盤子上的人頭是怎樣出現的。我們回到《呼喚經課》裡面,第六章十七節。
[00:11:57.000 --> 00:12:12.000]  他說:希律為他的兄弟肥力的妻子希羅底的緣故,就差人去拿著約翰所在監裡,因為希律已經娶了那婦人。
[00:12:14.000 --> 00:12:32.000]  在希律的皇宮裡面,他們不是在說倫理道德,他們在說慾望,說知道那個是兄弟的妻子,誰都無所謂,只要他喜歡。
[00:12:34.000 --> 00:12:44.000]  第十八節,約翰曾對希律說:你娶你兄弟的妻子是不合理的,於是希羅底懷恨他,想要殺他只是不能。
[00:12:44.000 --> 00:12:57.000]  你會見到在希律的宮廷裡面,他們不講對錯,他們只有仇恨,得罪自己的人,就要隨之而後快。
[00:12:59.000 --> 00:13:13.000]  第二十二節,希羅底的女兒進來跳舞使希律和同籍的人都很開心,皇就對女子說:你想要什麼?什麼我都給你,就算是我國家的一半都給你。
[00:13:13.000 --> 00:13:18.000]  於是她就去問她的母親,我可以求什麼呢?她母親說:施洗若蘊的頭。
[00:13:20.000 --> 00:13:33.000]  你會見到在希律的宮廷裡面,他們對於那些少女,自己的子女,他們不講教養,他們只講手段。
[00:13:34.000 --> 00:13:50.000]  他們連自己的女兒都拉進去,牽涉在這個謀殺的裡面,在這個殺戮的裡面,一個少女都拉進去。畫家可能都是因為這樣,把那幅畫畫到少女不想看頭。
[00:13:50.000 --> 00:14:01.000]  第四,第二十二節,希羅底的女兒進來跳舞,然後又是講了一句話,皇就對她說:我什麼都給你。
[00:14:02.000 --> 00:14:12.000]  她說了要若蘊的頭之後,就真的要了她的頭。
[00:14:12.000 --> 00:14:26.000]  你知道他們在做什麼嗎?在希律的皇宮裡面,他們當人命是什麼嗎?他們當人命是草芥。
[00:14:27.000 --> 00:14:32.000]  他們拿人命來嬉戲,拿來玩。
[00:14:32.000 --> 00:14:43.000]  第五,第二十節,因為希律知道若韓是異人,是聖人,所以敬畏他,保護他,聽他講論,就多照著行,並且樂意聽他。
[00:14:44.000 --> 00:14:57.000]  第六節,皇就甚憂愁,因為他所起的誓,又因同情的人,就不肯推辭。除了差一個護衛兵,吩咐若韓的頭來,護衛兵就去,在監裡斬了若韓。
[00:14:57.000 --> 00:15:09.000]  在希律的皇宮裡面,他們不守正義,他們只是顧面子,連他們明知是異人,都照殺。
[00:15:10.000 --> 00:15:23.000]  這個盤子上的頭的出現,是有它的背景的,是因為有一群人,他們是這樣想的,他們是這樣做的,他們的價值系統是這樣的。
[00:15:23.000 --> 00:15:36.000]  至於男子上的餅,那種正在傳出喜悅共享的狀態,又是怎樣出現的呢?其實都是和那裡的人,他們怎樣看人,怎樣想,很有關係。
[00:15:37.000 --> 00:15:51.000]  第六章三十一節,雖然耶穌說我們都很辛苦,我們連休息的地方都沒有,不如我們就休息一下,連吃飯的時間都沒有。
[00:15:52.000 --> 00:16:08.000]  但是,你看到第二十三節,他看到眾人,很多人,在各城各鄉來到,他就憐憫他們,因為他們如同羊,沒有人一般。
[00:16:09.000 --> 00:16:27.000]  你看到這個對比,相對於在希律的宮廷裡面,他們視人命如草芥,但是在耶穌的抗爭上面,耶穌他們雖然辛苦,但是他們仍然是憐憫和珍惜人。
[00:16:28.000 --> 00:16:43.000]  第三十五節,天晚上,大家都肚子餓,沒有東西吃,門徒說不如叫他們去買東西吃,也是很合理的,那麼多人。
[00:16:44.000 --> 00:16:58.000]  耶穌找到五個餅,兩條魚回來,就把那五個餅,兩條魚,就分開給他們吃,然後每個人都有得吃。
[00:16:59.000 --> 00:17:15.000]  你再想一想,相對於希律皇宮那個盤子上的頭,那個盤子本來應該放食物,現在放了人頭,他把人變成了什麼?視為食物。
[00:17:16.000 --> 00:17:31.000]  在男子上的餅,那個場景,耶穌真的在提供食物給有需要的人,是真的食物給人,不是把人變成了食物放在盤子上面。
[00:17:32.000 --> 00:17:52.000]  你會看到這個對比,是什麼製造出這種不同的狀況呢?是什麼製造一些恐怖的狀況,什麼製造一些共享喜樂的狀況呢?其實離不開那個場景的人,是那些人製造出來的,特別是他們的價值觀。
[00:17:53.000 --> 00:18:05.000]  你會看到在希律的宮廷裏面,那些人,說得是的人,他們把其他人當作滿足自己的工具,他們視人命如草芥。
[00:18:06.000 --> 00:18:25.000]  但是你看到在抗野上面,在耶穌那個五餅二魚的故事裏面,耶穌把人看為祂憐憫的對象,祂愛惜蒼生,祂願意去回應那裏的人的需要。
[00:18:26.000 --> 00:18:40.000]  這個對比其實是相當清楚,對比著兩種不同的態度,這個對比也在邀請我們去思考一下,我們跟隨著的耶穌是哪一種。
[00:18:41.000 --> 00:18:57.000]  如果你知道你跟隨著的耶穌是一個憐憫人,一個對蒼生有情,一個願意滿足人需要的耶穌,你會安心很多,祂不是一個視你的命如草芥,祂不是視你為工具。
[00:18:58.000 --> 00:19:12.000]  祂也在邀請跟隨著耶穌的人去反省問一問自己,我們追求的是哪一種價值呢?我們追求的是什麼呢?是哪一個國度呢?
[00:19:13.000 --> 00:19:42.000]  其實盤子上的頭和籃子上的餅,兩個故事都有共同的地方,共同的地方就是和飲食有關,都是一場飲宴,在聖經上經常出現這些飲宴,但是希律宮廷的飲宴本來是一個很開心的生日會的飲宴,最後可惜就變成了令人吃不下的場面。
[00:19:43.000 --> 00:19:52.000]  在曠野裡面的群眾本來是欠缺食物的,最後就變成了人人都有安樂茶飯吃的場面。
[00:19:52.000 --> 00:20:04.000]  希律的皇宮是世界權力的象徵,曠野的耶穌呢?希律是皇,曠野的耶穌又是不是皇呢?
[00:20:05.000 --> 00:20:17.000]  你記不記得比拉多審問耶穌的時候曾經問過他,你是不是皇啊?耶穌說,你說我是皇,我為此而生,也為此到世間。
[00:20:18.000 --> 00:20:35.000]  希律的宮廷展現的皇權是一個食人的權力,耶穌作為皇展現的皇權是一個為人付出自己的權力。
[00:20:36.000 --> 00:20:57.000]  耶穌在第十四章下文有幾句話說,耶穌拿起餅來,祝福了,就拔開,遞給他們說,你們拿去,這是我的身體,他又拿起杯來,祝謝了,遞給他們,他們都喝了,耶穌對他們說,這是我流藥的血,為許多人流出來的。
[00:20:58.000 --> 00:21:14.000]  各位跟隨耶穌的弟兄姊妹,你會位得到耶穌基督去餵飽那些人,甚至是用他自己來餵飽那些人。
[00:21:14.000 --> 00:21:27.000]  願意上主保守我們,不要誤入了希律宮廷的祈禱,而帶領我們跟隨耶穌基督的榜樣。
