
[00:00:00.000 --> 00:00:06.000]  大家好,又來讀聖經,新命樹書架網絡為您提供的聖經人聖經時
[00:03:33.000 --> 00:03:37.000]  諸般的義是應該做的事情,好的事情
[00:03:37.000 --> 00:03:42.000]  其實義可以做諸般的禮
[00:03:42.000 --> 00:03:46.000]  諸般的禮,禮就是儀式
[00:03:46.000 --> 00:03:51.000]  其實用水施洗是一個儀式,代表我要悔改
[00:03:51.000 --> 00:03:57.000]  作為一個人,我是應該盡諸般的禮
[00:03:57.000 --> 00:04:01.000]  所以舉個例子,如果今天主耶穌在世上見到人
[00:04:01.000 --> 00:04:04.000]  祂會不會叫早晨呢,還是這樣
[00:04:04.000 --> 00:04:07.000]  等你叫我不是的,祂都會盡諸般的禮
[00:04:07.000 --> 00:04:11.000]  早晨,晚安,謝謝
[00:04:11.000 --> 00:04:14.000]  祂會盡諸般的禮
[00:04:14.000 --> 00:04:17.000]  走了,請請,多謝
[00:04:17.000 --> 00:04:19.000]  祂會做諸般的禮
[00:04:19.000 --> 00:04:23.000]  所以你洗禮,我作為一個人,我都應該來的
[00:04:23.000 --> 00:04:28.000]  而且盡是做到最好,可以做的都做了
[00:04:28.000 --> 00:04:33.000]  這個我們呢,是表示我是一個人
[00:04:33.000 --> 00:04:37.000]  而且我是和大家一樣的
[00:04:37.000 --> 00:04:39.000]  所以叫做我們
[00:04:39.000 --> 00:04:43.000]  我並沒有高高在上,我堂堂上帝來這個世界
[00:04:43.000 --> 00:04:47.000]  你們走在一邊,我幫你洗
[00:04:47.000 --> 00:04:52.000]  我只不過是來到,我暫時是一個人
[00:04:52.000 --> 00:04:54.000]  而且我和大家一起,所以我們
[00:04:54.000 --> 00:04:58.000]  我們還要合理,你當既然我是一個人
[00:04:58.000 --> 00:05:02.000]  我就應該做完所有要做的禮儀
[00:05:02.000 --> 00:05:06.000]  很好,主耶穌真的很謙卑
[00:05:06.000 --> 00:05:10.000]  施洗約翰這樣說,於是約翰就許了他
[00:05:10.000 --> 00:05:14.000]  既然如此,你不要怪我,我就勉強
[00:05:14.000 --> 00:05:18.000]  我勉為其難,其實你幫我洗是對的
[00:05:18.000 --> 00:05:22.000]  好了,耶穌受了洗,隨即從水裡上來
[00:05:22.000 --> 00:05:25.000]  當然是浸了,浸完之後就起來
[00:05:25.000 --> 00:05:28.000]  不會這樣浸著的
[00:05:28.000 --> 00:05:30.000]  浸完就起來
[00:05:30.000 --> 00:05:34.000]  哇,天忽然為他開了
[00:05:34.000 --> 00:05:36.000]  天為他開了是怎樣呢?
[00:05:36.000 --> 00:05:40.000]  我都未見過天開了
[00:05:40.000 --> 00:05:44.000]  不過我都識有人見過
[00:05:44.000 --> 00:05:46.000]  是怎樣的呢?
[00:05:46.000 --> 00:05:48.000]  我都無法描述,他也沒有描述
[00:05:48.000 --> 00:05:52.000]  是一個以前是宣教士的媽媽
[00:05:52.000 --> 00:05:57.000]  她在醫院善中靈陽院最後那幾天
[00:05:57.000 --> 00:05:59.000]  我去探望她
[00:05:59.000 --> 00:06:03.000]  她怕不怕呢?
[00:06:03.000 --> 00:06:08.000]  她媽媽說,這裡身體不太好,怕不怕呢?
[00:06:08.000 --> 00:06:10.000]  不怕,為甚麼呢?
[00:06:10.000 --> 00:06:16.000]  她說我見到很多天使,很多馬
[00:06:16.000 --> 00:06:20.000]  他們在那裡等我,預備來接我
[00:06:20.000 --> 00:06:27.000]  她見到,她見到天開了靈界的事情
[00:06:27.000 --> 00:06:29.000]  哇,一點都不怕
[00:06:29.000 --> 00:06:31.000]  究竟是怎樣的呢?
[00:06:31.000 --> 00:06:36.000]  她沒有說得清楚,不過我能夠明白
[00:06:36.000 --> 00:06:39.000]  就是在這個世界望天或望牆
[00:06:39.000 --> 00:06:43.000]  她見到一些在現場看到的東西
[00:06:43.000 --> 00:06:46.000]  背後好像開了一個洞
[00:06:46.000 --> 00:06:49.000]  天隨即為他開了
[00:06:49.000 --> 00:06:54.000]  他就看見神的靈彷彿甲子降下
[00:06:54.000 --> 00:06:57.000]  落在他身上
[00:06:57.000 --> 00:07:02.000]  他就看見神的靈彷彿甲子降下落在他身上
[00:07:02.000 --> 00:07:06.000]  他看見這個他應該是指耶穌
[00:07:06.000 --> 00:07:08.000]  主耶穌在洗完禮起床
[00:07:08.000 --> 00:07:10.000]  天隨即為他開了
[00:07:10.000 --> 00:07:13.000]  可能他起床之後,舉目望天
[00:07:13.000 --> 00:07:15.000]  天隨即為他開了
[00:07:15.000 --> 00:07:18.000]  有聖靈降臨在他身上
[00:07:18.000 --> 00:07:22.000]  彷彿甲子
[00:07:22.000 --> 00:07:23.000]  是不是甲子呢?
[00:07:23.000 --> 00:07:25.000]  每個畫圖畫都是畫甲子
[00:07:25.000 --> 00:07:27.000]  應該是似甲子
[00:07:27.000 --> 00:07:28.000]  說不出是甚麼
[00:07:28.000 --> 00:07:30.000]  如果是甲子就畫甲子
[00:07:30.000 --> 00:07:33.000]  所以是似甲子
[00:07:33.000 --> 00:07:35.000]  所以是彷彿甲子
[00:07:35.000 --> 00:07:37.000]  不要畫得太真實
[00:07:37.000 --> 00:07:40.000]  是似甲子落在主耶穌的身上
[00:07:40.000 --> 00:07:41.000]  他看見的
[00:07:41.000 --> 00:07:44.000]  另外,天上有聲音
[00:07:44.000 --> 00:07:47.000]  「這是我的愛子,我所喜悅的」
[00:07:47.000 --> 00:07:50.000]  這個是我所愛
[00:07:50.000 --> 00:07:51.000]  他來到這個世界
[00:07:51.000 --> 00:07:53.000]  是不是神不再愛他
[00:07:53.000 --> 00:07:55.000]  所以將他貶離凡間
[00:07:55.000 --> 00:07:57.000]  好像人家這樣說
[00:07:57.000 --> 00:08:00.000]  不是,是我的愛子
[00:08:00.000 --> 00:08:02.000]  我所喜悅
[00:08:02.000 --> 00:08:07.000]  這個固然是三一上帝同時的表現
[00:08:07.000 --> 00:08:08.000]  很重要
[00:08:08.000 --> 00:08:09.000]  我的愛子
[00:08:09.000 --> 00:08:10.000]  我所愛的
[00:08:10.000 --> 00:08:12.000]  是我愛的
[00:08:12.000 --> 00:08:13.000]  不是我不愛他
[00:08:13.000 --> 00:08:15.000]  所以給世人
[00:08:15.000 --> 00:08:16.000]  是我愛的
[00:08:16.000 --> 00:08:18.000]  所以我給他
[00:08:18.000 --> 00:08:19.000]  給人
[00:08:19.000 --> 00:08:20.000]  這是重要的
[00:08:20.000 --> 00:08:22.000]  這是施洗後很有福
[00:08:22.000 --> 00:08:25.000]  他看見,所以說出來
[00:08:25.000 --> 00:08:27.000]  今天跟大家分享到這裡
[00:08:27.000 --> 00:08:29.000]  金句就是
[00:08:29.000 --> 00:08:32.000]  從天上有聲音說
[00:08:32.000 --> 00:08:35.000]  「這是我的愛子,我所喜悅的」
[00:08:35.000 --> 00:08:38.000]  你知道上帝為我們做了這些
[00:08:38.000 --> 00:08:40.000]  他是父神
[00:08:40.000 --> 00:08:41.000]  猜批他的兒子
[00:08:41.000 --> 00:08:43.000]  來為我們工作
[00:08:43.000 --> 00:08:45.000]  而聖靈是在主耶穌的身上
[00:08:45.000 --> 00:08:47.000]  當主耶穌要離開的時候
[00:08:47.000 --> 00:08:50.000]  「我們怎麼辦?你走」
[00:08:50.000 --> 00:08:51.000]  「我不偏下你做孤兒」
[00:08:51.000 --> 00:08:54.000]  「所以我去,如是與你們有益」
[00:08:54.000 --> 00:08:58.000]  「我若不去聖靈,保衞師就不去你那裡」
[00:08:58.000 --> 00:08:59.000]  所以你見到
[00:08:59.000 --> 00:09:01.000]  在三一上帝
[00:09:01.000 --> 00:09:04.000]  在救贖上有差遣
[00:09:04.000 --> 00:09:06.000]  好像有高低之分
[00:09:06.000 --> 00:09:08.000]  不過其實他本身是三一上帝
[00:09:08.000 --> 00:09:14.000]  本質上是三一
[00:09:14.000 --> 00:09:15.000]  是一個神
[00:09:15.000 --> 00:09:17.000]  但是在差遣上
[00:09:17.000 --> 00:09:21.000]  他有差遣的次序
[00:09:21.000 --> 00:09:23.000]  今天跟大家分享到這裡
[00:09:23.000 --> 00:09:25.000]  「這是我的愛子」
[00:09:25.000 --> 00:09:26.000]  我們一起祈禱
[00:09:26.000 --> 00:09:28.000]  讚美上主
[00:09:28.000 --> 00:09:33.000]  祢竟然差遣祢的愛子來到這個世界
[00:09:33.000 --> 00:09:35.000]  在洗禮的時候
[00:09:35.000 --> 00:09:37.000]  祢再次表達
[00:09:37.000 --> 00:09:40.000]  是天開了地表達
[00:09:40.000 --> 00:09:43.000]  祢是多麼愛祢的愛子
[00:09:43.000 --> 00:09:44.000]  但竟然祢的愛子
[00:09:44.000 --> 00:09:48.000]  都肯將祢的愛子為我們寫了
[00:09:48.000 --> 00:09:49.000]  多謝我們的主
[00:09:49.000 --> 00:09:51.000]  祢就是這樣愛我們
[00:09:51.000 --> 00:09:53.000]  多謝天父預備的救恩
[00:09:53.000 --> 00:09:56.000]  多謝主耶穌的成就
[00:09:56.000 --> 00:09:59.000]  在這個十誡上多謝聖靈
[00:09:59.000 --> 00:10:01.000]  每一個時刻與我們同在
[00:10:01.000 --> 00:10:02.000]  承傳救恩
[00:10:02.000 --> 00:10:03.000]  讚美祢
[00:10:03.000 --> 00:10:05.000]  願祢的名被彰顯
[00:10:05.000 --> 00:10:06.000]  被高舉
[00:10:06.000 --> 00:10:08.000]  願祢得著讚美
[00:10:08.000 --> 00:10:09.000]  祈禱奉耶穌名求
[00:10:09.000 --> 00:10:10.000]  阿們
