
[00:00:00.000 --> 00:00:03.000]  各位恩全暫訊會的領子們平安
[00:01:54.000 --> 00:01:56.000]  很多人都聽過
[00:01:56.000 --> 00:01:59.000]  意思是當時有一個財主
[00:01:59.000 --> 00:02:01.000]  他有一個管家
[00:02:01.000 --> 00:02:05.000]  這個管家亂花他主人的錢
[00:02:05.000 --> 00:02:07.000]  和浪費很多的錢財
[00:02:07.000 --> 00:02:10.000]  於是有人到財主那裡去告發他
[00:02:10.000 --> 00:02:14.000]  說這個管家做這些事非常糟糕等等
[00:02:14.000 --> 00:02:16.000]  這個財主當然生氣
[00:02:16.000 --> 00:02:17.000]  要他交帳
[00:02:17.000 --> 00:02:21.000]  而且告訴他我不能夠再留在這裡
[00:02:21.000 --> 00:02:23.000]  要將他辭退等等
[00:02:23.000 --> 00:02:25.000]  這個管家知道這個消息
[00:02:25.000 --> 00:02:28.000]  知道這個日子很快臨到他身上的時候
[00:02:28.000 --> 00:02:30.000]  於是他便在想
[00:02:30.000 --> 00:02:32.000]  如果我沒有了這份工作的時候
[00:02:32.000 --> 00:02:33.000]  我以後做甚麼呢
[00:02:33.000 --> 00:02:34.000]  我以後的生計如何呢
[00:02:34.000 --> 00:02:36.000]  你叫我去挫地我又不夠力
[00:02:36.000 --> 00:02:39.000]  你叫我去乞食我又害羞
[00:02:39.000 --> 00:02:40.000]  有沒有辦法
[00:02:40.000 --> 00:02:44.000]  在我未曾卸去這個管家
[00:02:44.000 --> 00:02:48.000]  這個管家這個位份這個權柄的時候
[00:02:48.000 --> 00:02:49.000]  我就要做一些事
[00:02:49.000 --> 00:02:51.000]  他為我將來鋪路
[00:02:51.000 --> 00:02:52.000]  聽清楚
[00:02:52.000 --> 00:02:55.000]  我現在做的事是為我將來鋪路
[00:02:55.000 --> 00:03:00.000]  於是他就叫了一班財主的債仔在他面前
[00:03:00.000 --> 00:03:01.000]  他說你欠多少
[00:03:01.000 --> 00:03:02.000]  他說我欠一百
[00:03:02.000 --> 00:03:03.000]  好 坐下
[00:03:03.000 --> 00:03:05.000]  將那個欠單寫一個
[00:03:05.000 --> 00:03:06.000]  五十 行了
[00:03:06.000 --> 00:03:07.000]  你欠多少
[00:03:07.000 --> 00:03:08.000]  欠一百 好 寫下
[00:03:08.000 --> 00:03:09.000]  八十
[00:03:09.000 --> 00:03:12.000]  他說他做了這些事之後
[00:03:12.000 --> 00:03:17.000]  他就知道將來他自己本身的去向就很有福分
[00:03:17.000 --> 00:03:18.000]  為甚麼呢
[00:03:18.000 --> 00:03:19.000]  雖然以後他不用做
[00:03:19.000 --> 00:03:21.000]  因為他施這麼多恩惠給這些人
[00:03:21.000 --> 00:03:23.000]  將來他沒有工作的時候
[00:03:23.000 --> 00:03:25.000]  這些人逐個帶他回家已經夠了
[00:03:25.000 --> 00:03:28.000]  所以這件事是讓那個主人知道
[00:03:28.000 --> 00:03:30.000]  但是主人一句說話
[00:03:30.000 --> 00:03:32.000]  他說你看這個人
[00:03:32.000 --> 00:03:36.000]  主人是稱讚他聰明
[00:03:36.000 --> 00:03:38.000]  純粹從道德的角度看的時候
[00:03:38.000 --> 00:03:40.000]  我就覺得這個人真的不要得了
[00:03:40.000 --> 00:03:42.000]  這樣來亂花他主人的錢
[00:03:42.000 --> 00:03:45.000]  但是主人稱讚他聰明
[00:03:45.000 --> 00:03:47.000]  聰明的地方在於甚麼呢
[00:03:47.000 --> 00:03:52.000]  就是他懂得把握現在的時機
[00:03:52.000 --> 00:03:54.000]  縱然那些錢不是他的
[00:03:54.000 --> 00:03:55.000]  但是他懂得把握現在的時機
[00:03:55.000 --> 00:03:58.000]  用那些錢是說他將來來鋪路
[00:03:58.000 --> 00:04:00.000]  因為那些錢將來他不屬於他了
[00:04:00.000 --> 00:04:01.000]  他已經沒有用了
[00:04:01.000 --> 00:04:02.000]  但是因為做了金圓股
[00:04:02.000 --> 00:04:06.000]  他將來可以有更好的一個去向
[00:04:06.000 --> 00:04:11.000]  這個時候主耶穌回答了
[00:04:11.000 --> 00:04:14.000]  剛才在第九節
[00:04:14.000 --> 00:04:16.000]  主耶穌再加一句
[00:04:16.000 --> 00:04:18.000]  他說我又告訴你們
[00:04:18.000 --> 00:04:23.000]  要藉著那不義的錢財去結交朋友
[00:04:23.000 --> 00:04:25.000]  到了錢財沒有用的時候
[00:04:25.000 --> 00:04:30.000]  他們可以接你們到那永存的帳幕裡
[00:04:30.000 --> 00:04:33.000]  這個真是語重心長
[00:04:33.000 --> 00:04:35.000]  其實主耶穌都讚賞
[00:04:35.000 --> 00:04:38.000]  所謂不義的管家
[00:04:38.000 --> 00:04:40.000]  其實第九節裡面
[00:04:40.000 --> 00:04:41.000]  加一句
[00:04:41.000 --> 00:04:43.000]  應該說第八節裡面有一句
[00:04:43.000 --> 00:04:47.000]  他說主人讚賞這個管家的時候
[00:04:47.000 --> 00:04:48.000]  讚賞他聰明
[00:04:48.000 --> 00:04:50.000]  為甚麼呢
[00:04:50.000 --> 00:04:52.000]  他說他可以用這些錢財
[00:04:52.000 --> 00:04:55.000]  來為自己鋪路
[00:04:55.000 --> 00:04:57.000]  他說現在做這些事情
[00:04:57.000 --> 00:05:00.000]  可以為將來的去向去做的時候
[00:05:00.000 --> 00:05:04.000]  這是一個聰明的做法
[00:05:04.000 --> 00:05:06.000]  而耶穌特別提到
[00:05:06.000 --> 00:05:10.000]  是用不義的錢財去結交朋友
[00:05:10.000 --> 00:05:11.000]  去做一些事情
[00:05:11.000 --> 00:05:12.000]  做一些好事
[00:05:12.000 --> 00:05:14.000]  以致錢財沒有用的時候
[00:05:14.000 --> 00:05:18.000]  他可以接你們到永存的帳幕裡
[00:05:18.000 --> 00:05:20.000]  耶穌用這個比喻
[00:05:20.000 --> 00:05:21.000]  說到錢財的時候
[00:05:21.000 --> 00:05:22.000]  他用不義的錢財
[00:05:22.000 --> 00:05:24.000]  不單止第九節出現
[00:05:24.000 --> 00:05:26.000]  第十一節再一節出現
[00:05:26.000 --> 00:05:28.000]  為甚麼會這樣呢
[00:05:28.000 --> 00:05:29.000]  很簡單
[00:05:29.000 --> 00:05:30.000]  不義的錢財
[00:05:30.000 --> 00:05:31.000]  錢都不是他的
[00:05:31.000 --> 00:05:33.000]  是他的老闆
[00:05:33.000 --> 00:05:35.000]  他這樣用他老闆的錢
[00:05:35.000 --> 00:05:36.000]  這樣用
[00:05:36.000 --> 00:05:37.000]  當然不是
[00:05:37.000 --> 00:05:38.000]  這樣用這些
[00:05:38.000 --> 00:05:40.000]  偷他老闆的錢回來
[00:05:40.000 --> 00:05:41.000]  可以說
[00:05:41.000 --> 00:05:42.000]  來為他自己鋪路
[00:05:42.000 --> 00:05:43.000]  這些不義的錢財
[00:05:43.000 --> 00:05:45.000]  但是
[00:05:45.000 --> 00:05:46.000]  第十一節說到
[00:05:46.000 --> 00:05:49.000]  這些錢財可以帶到永恆
[00:05:49.000 --> 00:05:50.000]  這些錢財
[00:05:50.000 --> 00:05:51.000]  那個不義
[00:05:51.000 --> 00:05:54.000]  我覺得未必說到是
[00:05:54.000 --> 00:05:55.000]  Dirty money
[00:05:55.000 --> 00:05:58.000]  即是那些見不得光的錢
[00:05:58.000 --> 00:05:59.000]  第十一節提到
[00:05:59.000 --> 00:06:01.000]  這些錢到時是沒有用的
[00:06:01.000 --> 00:06:02.000]  將來是沒有用的
[00:06:02.000 --> 00:06:03.000]  所以
[00:06:03.000 --> 00:06:04.000]  你聽英文聖經
[00:06:04.000 --> 00:06:05.000]  特別是NIV
[00:06:05.000 --> 00:06:06.000]  和NET
[00:06:06.000 --> 00:06:08.000]  那個翻譯的時候
[00:06:08.000 --> 00:06:09.000]  他就不是用
[00:06:09.000 --> 00:06:10.000]  Unrighteous money
[00:06:10.000 --> 00:06:11.000]  或者Unrighteous wealth
[00:06:11.000 --> 00:06:12.000]  他用的是
[00:06:12.000 --> 00:06:14.000]  Worldy wealth
[00:06:14.000 --> 00:06:16.000]  即是熟悉的
[00:06:16.000 --> 00:06:17.000]  在今生的
[00:06:17.000 --> 00:06:20.000]  在世上的錢財
[00:06:20.000 --> 00:06:21.000]  如果這樣說
[00:06:21.000 --> 00:06:22.000]  即是說
[00:06:22.000 --> 00:06:23.000]  這個不義的錢財
[00:06:23.000 --> 00:06:25.000]  在將來是沒有用的
[00:06:25.000 --> 00:06:27.000]  你懂得好好的使用
[00:06:27.000 --> 00:06:28.000]  這些不義的錢財
[00:06:28.000 --> 00:06:29.000]  即是說
[00:06:29.000 --> 00:06:30.000]  將來沒有用的錢
[00:06:30.000 --> 00:06:31.000]  今生有用的錢
[00:06:31.000 --> 00:06:32.000]  你為將來鋪路
[00:06:32.000 --> 00:06:34.000]  這個就是聰明的做法
[00:06:34.000 --> 00:06:36.000]  所以上面那個主人說
[00:06:36.000 --> 00:06:37.000]  他說
[00:06:37.000 --> 00:06:38.000]  今世之子
[00:06:38.000 --> 00:06:41.000]  比這些光明之子更聰明
[00:06:41.000 --> 00:06:43.000]  這個都是耶穌說的話
[00:06:43.000 --> 00:06:45.000]  請問今世之子是誰
[00:06:45.000 --> 00:06:46.000]  即是那些沒有神的
[00:06:46.000 --> 00:06:48.000]  只有今生的
[00:06:48.000 --> 00:06:51.000]  他們去運用今生的錢財
[00:06:51.000 --> 00:06:52.000]  比光明之子
[00:06:52.000 --> 00:06:53.000]  光明之子是誰
[00:06:53.000 --> 00:06:55.000]  你和我
[00:06:55.000 --> 00:06:56.000]  光明之子是一班
[00:06:56.000 --> 00:06:57.000]  相信耶穌的人
[00:06:57.000 --> 00:06:58.000]  有神的人
[00:06:58.000 --> 00:06:59.000]  他們的做法
[00:06:59.000 --> 00:07:01.000]  懂得運用一些
[00:07:01.000 --> 00:07:03.000]  不能永存的東西
[00:07:03.000 --> 00:07:05.000]  為自己鋪排更美好的將來
[00:07:05.000 --> 00:07:07.000]  這個做法是聰明的
[00:07:07.000 --> 00:07:09.000]  反而相信耶穌的人
[00:07:09.000 --> 00:07:10.000]  他們
[00:07:10.000 --> 00:07:15.000]  反而沒有他那麼聰明
[00:07:15.000 --> 00:07:17.000]  我們作為光明之子
[00:07:17.000 --> 00:07:18.000]  主耶穌提醒我們
[00:07:18.000 --> 00:07:19.000]  這個比喻提醒我們
[00:07:19.000 --> 00:07:20.000]  我們要聰明一點
[00:07:20.000 --> 00:07:21.000]  我們要好在今生
[00:07:21.000 --> 00:07:22.000]  再來一次
[00:07:22.000 --> 00:07:23.000]  在今生
[00:07:23.000 --> 00:07:25.000]  在今生這幾十年裏面
[00:07:25.000 --> 00:07:28.000]  我們用這個錢財
[00:07:28.000 --> 00:07:31.000]  這個錢財是神所託付給我們的
[00:07:31.000 --> 00:07:33.000]  這個錢財是將來
[00:07:33.000 --> 00:07:34.000]  不可以帶去那個世界的
[00:07:34.000 --> 00:07:36.000]  在那個世界一點用處都沒有的
[00:07:36.000 --> 00:07:38.000]  你怎樣用這些錢財
[00:07:38.000 --> 00:07:39.000]  做這些事情
[00:07:39.000 --> 00:07:42.000]  以至為我將來的後路為鋪排
[00:07:42.000 --> 00:07:43.000]  所以剛才我說
[00:07:43.000 --> 00:07:44.000]  這個比喻的重心
[00:07:44.000 --> 00:07:46.000]  那個核心信息
[00:07:46.000 --> 00:07:48.000]  就是說我們怎樣在今生
[00:07:48.000 --> 00:07:49.000]  用這些錢財
[00:07:49.000 --> 00:07:51.000]  以至是影響著我們將來
[00:07:51.000 --> 00:07:53.000]  那個永恆的歸宿
[00:07:53.000 --> 00:07:55.000]  這個是第一個比喻
[00:07:55.000 --> 00:07:56.000]  所帶出來的信息
[00:07:56.000 --> 00:07:57.000]  這樣做法是聰明
[00:07:57.000 --> 00:07:58.000]  我們作為光明之子
[00:07:58.000 --> 00:08:00.000]  我們要學習這叫聰明
[00:08:00.000 --> 00:08:02.000]  於是第二個比喻來了
[00:08:02.000 --> 00:08:03.000]  怎樣好具體地
[00:08:03.000 --> 00:08:05.000]  用這些錢財在今生裏面呢
[00:08:05.000 --> 00:08:06.000]  第二個比喻
[00:08:06.000 --> 00:08:07.000]  第二個比喻
[00:08:07.000 --> 00:08:13.000]  在這個十七節到這個三十一節
[00:08:13.000 --> 00:08:16.000]  所謂財主與拉撒路
[00:08:16.000 --> 00:08:18.000]  大家很熟悉的一個故事
[00:08:18.000 --> 00:08:20.000]  那裏有一個財主
[00:08:20.000 --> 00:08:21.000]  是財主
[00:08:21.000 --> 00:08:22.000]  聖經
[00:08:22.000 --> 00:08:23.000]  耶穌特意去描寫
[00:08:23.000 --> 00:08:25.000]  那個財主的卡世法
[00:08:25.000 --> 00:08:27.000]  他是身穿紙袍
[00:08:27.000 --> 00:08:29.000]  穿的是細麻布的衣料
[00:08:29.000 --> 00:08:31.000]  這個很明顯是有錢人
[00:08:31.000 --> 00:08:33.000]  大富大貴人的身份象徵
[00:08:33.000 --> 00:08:35.000]  因為這些布料都非常難求
[00:08:35.000 --> 00:08:37.000]  都是很貴重的
[00:08:37.000 --> 00:08:39.000]  還有這個財主
[00:08:39.000 --> 00:08:41.000]  他日日都奢華宴樂
[00:08:41.000 --> 00:08:43.000]  大魚大肉
[00:08:43.000 --> 00:08:45.000]  可能日日很多人客
[00:08:45.000 --> 00:08:47.000]  在他裏面出出入等等
[00:08:47.000 --> 00:08:49.000]  他享受他的人生
[00:08:49.000 --> 00:08:50.000]  但問題就在他門口
[00:08:50.000 --> 00:08:52.000]  在財主的大屋門口
[00:08:52.000 --> 00:08:53.000]  有一個人叫拉撒路
[00:08:53.000 --> 00:08:57.000]  這個拉撒路窮困老到的地步
[00:08:57.000 --> 00:08:59.000]  可以更慘
[00:08:59.000 --> 00:09:00.000]  全身長大瘡
[00:09:00.000 --> 00:09:02.000]  還有他要被人擺在他門口
[00:09:02.000 --> 00:09:03.000]  意思就是說
[00:09:03.000 --> 00:09:05.000]  可能他行動都不便
[00:09:05.000 --> 00:09:06.000]  一個這麼可憐
[00:09:06.000 --> 00:09:08.000]  這麼可悲的人物
[00:09:08.000 --> 00:09:10.000]  擺在財主的門口
[00:09:10.000 --> 00:09:11.000]  聖經說
[00:09:11.000 --> 00:09:13.000]  這個拉撒路
[00:09:13.000 --> 00:09:14.000]  只是靠這個財主
[00:09:14.000 --> 00:09:16.000]  他吃飯剩下這些廚餘
[00:09:16.000 --> 00:09:18.000]  這些不愛吃出來的
[00:09:18.000 --> 00:09:19.000]  他才會來吃
[00:09:19.000 --> 00:09:22.000]  以致這樣可以衝擊
[00:09:22.000 --> 00:09:23.000]  沒有人可憐他
[00:09:23.000 --> 00:09:25.000]  只有狗可憐他
[00:09:25.000 --> 00:09:27.000]  狗走來把他身上的瘡
[00:09:27.000 --> 00:09:28.000]  拉一拉
[00:09:28.000 --> 00:09:29.000]  可以給他一點安慰
[00:09:29.000 --> 00:09:30.000]  可能是這樣
[00:09:30.000 --> 00:09:31.000]  所以你看到
[00:09:31.000 --> 00:09:34.000]  那個財主有很多的財富
[00:09:34.000 --> 00:09:36.000]  但他日出日入
[00:09:36.000 --> 00:09:37.000]  在他門口見到
[00:09:37.000 --> 00:09:38.000]  一個這麼可憐
[00:09:38.000 --> 00:09:39.000]  這麼可悲的人物
[00:09:39.000 --> 00:09:42.000]  他沒有動用他一分錢
[00:09:42.000 --> 00:09:43.000]  他的財富
[00:09:43.000 --> 00:09:46.000]  去幫助這個這麼有需要的人
[00:09:46.000 --> 00:09:48.000]  他就這樣來生活
[00:09:48.000 --> 00:09:51.000]  一個千古不變的定律
[00:09:51.000 --> 00:09:53.000]  終於發生了
[00:09:53.000 --> 00:09:54.000]  那個什麼定律呢
[00:09:54.000 --> 00:09:58.000]  就是人人必有一死
[00:09:58.000 --> 00:09:59.000]  很公平的
[00:09:59.000 --> 00:10:00.000]  你有錢人
[00:10:00.000 --> 00:10:02.000]  你窮光蛋
[00:10:02.000 --> 00:10:04.000]  你一定難逃一死
[00:10:04.000 --> 00:10:05.000]  於是聖經說
[00:10:05.000 --> 00:10:06.000]  這件事發生的時候
[00:10:06.000 --> 00:10:08.000]  這個拉撒路死了
[00:10:08.000 --> 00:10:10.000]  天使將這個拉撒路
[00:10:10.000 --> 00:10:12.000]  帶到祂的祖阿巴拉罕的懷中
[00:10:12.000 --> 00:10:15.000]  在那裡享受永恆的福樂
[00:10:15.000 --> 00:10:17.000]  但是這個財主都死了
[00:10:17.000 --> 00:10:19.000]  還埋葬了
[00:10:19.000 --> 00:10:21.000]  但是他在哪裡呢
[00:10:21.000 --> 00:10:25.000]  他發現他自己處身在陰間
[00:10:25.000 --> 00:10:27.000]  陰間的描寫
[00:10:27.000 --> 00:10:28.000]  不是死人去的地方那麼簡單
[00:10:28.000 --> 00:10:29.000]  陰間的描寫
[00:10:29.000 --> 00:10:32.000]  那裡火焰很灼熱
[00:10:32.000 --> 00:10:34.000]  極度痛苦
[00:10:34.000 --> 00:10:38.000]  這是財主的歸宿
[00:10:38.000 --> 00:10:41.000]  於是他在受痛苦的時候
[00:10:41.000 --> 00:10:42.000]  財主舉頭望眼
[00:10:42.000 --> 00:10:45.000]  在天堂那裡
[00:10:45.000 --> 00:10:47.000]  他見到拉撒路
[00:10:47.000 --> 00:10:50.000]  在阿巴拉罕的懷中
[00:10:50.000 --> 00:10:53.000]  在那裡享受那個福樂
[00:10:53.000 --> 00:10:57.000]  於是到了第24節的時候
[00:10:57.000 --> 00:10:58.000]  他大聲呼喊
[00:10:58.000 --> 00:11:02.000]  他說我祖拉撒路
[00:11:02.000 --> 00:11:04.000]  首先請大家留意一件事
[00:11:04.000 --> 00:11:06.000]  他叫拉撒路什麼
[00:11:06.000 --> 00:11:10.000]  英文叫做 Father Abraham
[00:11:10.000 --> 00:11:14.000]  我祖阿巴拉罕
[00:11:14.000 --> 00:11:19.000]  即是說這個財主是猶太人
[00:11:19.000 --> 00:11:22.000]  正正宗就是因為阿巴拉是祂的祖宗
[00:11:22.000 --> 00:11:23.000]  在耶穌當時
[00:11:23.000 --> 00:11:25.000]  所有猶太人都知道一件事
[00:11:25.000 --> 00:11:28.000]  就是他們是阿巴拉罕的後裔
[00:11:28.000 --> 00:11:31.000]  於是神和阿巴拉罕立約之後
[00:11:31.000 --> 00:11:33.000]  他們自然因為他們後裔的緣故
[00:11:33.000 --> 00:11:35.000]  成為神的選民
[00:11:35.000 --> 00:11:37.000]  這個尊貴的身份
[00:11:37.000 --> 00:11:39.000]  而神愛他們的選民
[00:11:39.000 --> 00:11:40.000]  愛這幫猶太人
[00:11:40.000 --> 00:11:41.000]  甚至將他們的律法
[00:11:41.000 --> 00:11:43.000]  透過摩西頒布給他們
[00:11:43.000 --> 00:11:46.000]  以致他們能夠跟從的話
[00:11:46.000 --> 00:11:51.000]  他們就必定蒙祂的祖阿巴拉罕的保守保護
[00:11:51.000 --> 00:11:53.000]  永遠都不會失索
[00:11:53.000 --> 00:11:56.000]  這個是當時他們的想法
[00:11:56.000 --> 00:11:58.000]  但是我相信不難想像
[00:11:58.000 --> 00:12:03.000]  這個財主每天
[00:12:03.000 --> 00:12:05.000]  應該說每一個星期
[00:12:05.000 --> 00:12:07.000]  他都會定時定後
[00:12:07.000 --> 00:12:09.000]  去會堂那裡
[00:12:09.000 --> 00:12:13.000]  去參加他的所謂競拜
[00:12:13.000 --> 00:12:15.000]  每個星期去
[00:12:15.000 --> 00:12:17.000]  然後他每天按摩西的吩咐
[00:12:17.000 --> 00:12:20.000]  可能每天大聲重讀摩西的律法
[00:12:20.000 --> 00:12:22.000]  他每天可能一天三次的時候
[00:12:22.000 --> 00:12:25.000]  是公式化地向上帝來討告
[00:12:25.000 --> 00:12:28.000]  他覺得這個是律法書裡面所說的
[00:12:28.000 --> 00:12:29.000]  他去跟從
[00:12:29.000 --> 00:12:30.000]  他覺得做了這些東西
[00:12:30.000 --> 00:12:31.000]  做了這些東西
[00:12:31.000 --> 00:12:32.000]  做了這些東西的時候
[00:12:32.000 --> 00:12:36.000]  他自己的前途就堅定了
[00:12:36.000 --> 00:12:38.000]  但是誰知道換來的結局
[00:12:38.000 --> 00:12:43.000]  在陰間那裡受極其永恆的折騰和痛苦
[00:12:43.000 --> 00:12:45.000]  他自己都不知道為什麼
[00:12:45.000 --> 00:12:46.000]  你想想
[00:12:46.000 --> 00:12:48.000]  他自己都不知道為什麼
[00:12:48.000 --> 00:12:51.000]  所以你看見那個財主
[00:12:51.000 --> 00:12:52.000]  去到這個地步的時候
[00:12:52.000 --> 00:12:53.000]  他自己很費解
[00:12:53.000 --> 00:12:56.000]  但是他叫那個拉薩諾來
[00:12:56.000 --> 00:12:58.000]  去接手
[00:12:58.000 --> 00:12:59.000]  讓我可以給點水
[00:12:59.000 --> 00:13:01.000]  讓我可以能夠涼快一點
[00:13:01.000 --> 00:13:03.000]  他以為他自己那個Jewishness
[00:13:03.000 --> 00:13:05.000]  他以為他自己本身那個
[00:13:05.000 --> 00:13:08.000]  猶太血統的優越性
[00:13:08.000 --> 00:13:10.000]  神子民的優越性
[00:13:10.000 --> 00:13:15.000]  可以令到他確保他永遠不會失落
[00:13:15.000 --> 00:13:18.000]  但是原來這個所謂宗教的優越性
[00:13:18.000 --> 00:13:20.000]  或者猶太優越性
[00:13:20.000 --> 00:13:22.000]  但是不可以確保他得救
[00:13:22.000 --> 00:13:24.000]  我就好容易想起
[00:13:24.000 --> 00:13:27.000]  當年施洗爾汗出來傳道的時候
[00:13:27.000 --> 00:13:28.000]  記不記得
[00:13:28.000 --> 00:13:29.000]  他說了一番話
[00:13:29.000 --> 00:13:30.000]  他對什麼人說
[00:13:30.000 --> 00:13:31.000]  就是對這班人
[00:13:31.000 --> 00:13:32.000]  正正是對這班人
[00:13:32.000 --> 00:13:34.000]  你看聖經裡面施洗爾汗怎麼說
[00:13:34.000 --> 00:13:39.000]  在《路加福音》第三章
[00:13:39.000 --> 00:13:41.000]  第八節到第九節
[00:13:41.000 --> 00:13:46.000]  施洗爾汗對那班猶太人說
[00:13:46.000 --> 00:13:48.000]  你們要結出果子來
[00:13:48.000 --> 00:13:51.000]  與悔改的心相稱
[00:13:51.000 --> 00:13:53.000]  不要自己心裡說
[00:13:53.000 --> 00:13:56.000]  有阿伯拉罕為我們的祖宗
[00:13:56.000 --> 00:13:57.000]  你看
[00:13:57.000 --> 00:13:58.000]  每個人都在想
[00:13:58.000 --> 00:13:59.000]  好像財主一樣
[00:13:59.000 --> 00:14:01.000]  阿伯拉罕是我們的祖宗
[00:14:01.000 --> 00:14:02.000]  我是他的後裔
[00:14:02.000 --> 00:14:05.000]  所以我們是很好的
[00:14:05.000 --> 00:14:07.000]  說你也不要這麼說
[00:14:07.000 --> 00:14:08.000]  想也不要這麼想
[00:14:08.000 --> 00:14:10.000]  不要說心裡說
[00:14:10.000 --> 00:14:12.000]  有阿伯拉罕成為我們的祖宗
[00:14:12.000 --> 00:14:14.000]  我告訴你們
[00:14:14.000 --> 00:14:16.000]  神能夠從這些石頭當中
[00:14:16.000 --> 00:14:18.000]  給阿伯拉罕興起子孫來
[00:14:18.000 --> 00:14:20.000]  最重要是什麼呢
[00:14:20.000 --> 00:14:24.000]  現在斧頭已經放在樹根上
[00:14:24.000 --> 00:14:25.000]  聽清楚了
[00:14:25.000 --> 00:14:29.000]  凡不結好果子的樹
[00:14:29.000 --> 00:14:33.000]  就撞下來丟在火裡
[00:14:33.000 --> 00:14:34.000]  嘩
[00:14:34.000 --> 00:14:35.000]  這個境界
[00:14:35.000 --> 00:14:36.000]  你看
[00:14:36.000 --> 00:14:39.000]  施洗爾汗指出
[00:14:39.000 --> 00:14:42.000]  一般猶太人當時的錯誤想法
[00:14:42.000 --> 00:14:45.000]  以為我們是所謂神的子民
[00:14:45.000 --> 00:14:47.000]  我們就好好的
[00:14:47.000 --> 00:14:48.000]  我們有摩西的律法
[00:14:48.000 --> 00:14:51.000]  我們有阿伯拉罕是我們的祖宗
[00:14:51.000 --> 00:14:52.000]  施洗爾汗說
[00:14:52.000 --> 00:14:53.000]  不
[00:14:53.000 --> 00:14:55.000]  你作為神的子民
[00:14:55.000 --> 00:14:57.000]  如果你真是神的子民的話
[00:14:57.000 --> 00:15:00.000]  你就有神子民的生命果子
[00:15:00.000 --> 00:15:02.000]  你的身份
[00:15:02.000 --> 00:15:03.000]  你的身份
[00:15:03.000 --> 00:15:06.000]  有果子來證實你是神的子民
[00:15:06.000 --> 00:15:07.000]  你看看你
[00:15:07.000 --> 00:15:09.000]  這麼多錢
[00:15:09.000 --> 00:15:11.000]  在你的豪宅裡面
[00:15:11.000 --> 00:15:13.000]  有大富大貴大魚大肉
[00:15:13.000 --> 00:15:14.000]  你出入
[00:15:14.000 --> 00:15:15.000]  看到的在旁邊
[00:15:15.000 --> 00:15:17.000]  就在你的眼前有這麼需要的
[00:15:17.000 --> 00:15:20.000]  你的金錢是死守著
[00:15:20.000 --> 00:15:22.000]  你用你自己的金錢賺到的錢等等
[00:15:22.000 --> 00:15:25.000]  是單單維護你自己本身的享受
[00:15:25.000 --> 00:15:26.000]  讓你自己越戰越高
[00:15:26.000 --> 00:15:30.000]  讓你自己住得高床暖枕
[00:15:30.000 --> 00:15:32.000]  讓你大屋大車等等
[00:15:32.000 --> 00:15:34.000]  這些一切東西
