
[00:00:00.000 --> 00:00:05.340]  今天講的跟愛好有關 講到愛神
[00:03:03.680 --> 00:03:06.720]  要去愛 我們要去愛 愛神
[00:03:06.720 --> 00:03:08.920]  我今天所吩咐的要什麼?
[00:03:08.920 --> 00:03:10.820]  記住在心裡面
[00:03:10.820 --> 00:03:14.620]  好 第六節
[00:03:14.620 --> 00:03:18.800]  第七節 OK 第七
[00:03:18.800 --> 00:03:21.500]  你要殷勤教訓你的耳朵
[00:03:21.500 --> 00:03:25.200]  要殷勤教訓 就是要教訓 要談論
[00:03:25.200 --> 00:03:28.740]  OK 第八 第九
[00:03:28.740 --> 00:03:33.380]  你要繫在你的手上 戴在額上 OK
[00:03:33.380 --> 00:03:35.680]  要戴上 或者繫上去
[00:03:35.680 --> 00:03:39.080]  接著就是要寫上 要寫出來
[00:03:39.080 --> 00:03:40.420]  將神的話語
[00:03:40.420 --> 00:03:41.720]  所以如果你讀這段經文
[00:03:41.720 --> 00:03:45.060]  基本上這裡是說全人
[00:03:45.060 --> 00:03:49.860]  用盡你所有方法去紀念神 去愛神 跟從神
[00:03:49.860 --> 00:03:50.760]  要用你的耳朵
[00:03:50.760 --> 00:03:53.400]  剛才我們敬拜已經有過 是不是?
[00:03:53.400 --> 00:03:55.300]  要用耳朵去聽
[00:03:55.300 --> 00:03:56.700]  你要去聽
[00:03:56.700 --> 00:04:00.200]  經文寫出來其實就是要用眼睛去看
[00:04:00.200 --> 00:04:00.700]  是不是?
[00:04:00.700 --> 00:04:02.880]  要放在心裡面 要記住它
[00:04:02.880 --> 00:04:04.640]  用你的腦 OK
[00:04:04.640 --> 00:04:07.380]  用你的口去述說 去分享
[00:04:07.380 --> 00:04:09.480]  就是整個人 其實在說
[00:04:09.480 --> 00:04:12.220]  所以盡心 盡義的那幾個字
[00:04:12.220 --> 00:04:17.360]  其實是包括你整個生命 靈魂 體去愛神
[00:04:17.360 --> 00:04:20.560]  所以今天的方向我們要說的
[00:04:20.560 --> 00:04:24.300]  我們要一路代代相連這樣同行
[00:04:24.300 --> 00:04:27.840]  所以第一個我們要先成為一個愛神的人
[00:04:27.840 --> 00:04:30.640]  我要成為一個愛神的人的榜樣
[00:04:30.640 --> 00:04:34.140]  當我們說要傳遞這個 要承傳下去
[00:04:34.140 --> 00:04:35.880]  傳承下去給下一代
[00:04:35.880 --> 00:04:38.340]  我們先要成為一個愛神的人
[00:04:38.340 --> 00:04:42.080]  好了 說到這段聖經第四節那裡
[00:04:42.080 --> 00:04:45.020]  你要聽 大家知道這個聽
[00:04:45.020 --> 00:04:47.420]  其實是不是只聽到呢?
[00:04:47.420 --> 00:04:50.160]  什麼叫聽話呢?
[00:04:50.160 --> 00:04:51.420]  什麼叫聽話?
[00:04:51.420 --> 00:04:55.000]  是不是聽了就算了?
[00:04:55.000 --> 00:04:57.560]  兒女是有聽的 聽你講 有聽你講
[00:04:57.560 --> 00:04:59.400]  聽到啦 聽到啦 快點做功課嘛
[00:04:59.400 --> 00:05:00.800]  不要打機 聽到啦
[00:05:00.800 --> 00:05:02.140]  快點吃飯 快點收拾好東西
[00:05:02.140 --> 00:05:04.540]  聽到啦 聽了啦 聽了啦 是不是聽了?
[00:05:04.540 --> 00:05:06.300]  那是不是叫聽話?
[00:05:06.300 --> 00:05:07.800]  你是聽到而已
[00:05:07.800 --> 00:05:09.580]  你聽到有聲音而已 有句話
[00:05:09.580 --> 00:05:11.580]  但是你沒聽到它
[00:05:11.580 --> 00:05:12.720]  你不是叫聽話
[00:05:12.720 --> 00:05:16.020]  所以這個聽 當然不只是叫我們聽
[00:05:16.020 --> 00:05:17.020]  還要聽什麼話呢?
[00:05:17.020 --> 00:05:18.520]  這裡說聽神的話
[00:05:18.520 --> 00:05:20.980]  這個是神跟我們講的話
[00:05:20.980 --> 00:05:22.060]  所以聖經第一句講
[00:05:22.060 --> 00:05:25.360]  就是我們第一個要聽神的話
[00:05:25.360 --> 00:05:27.920]  不是聽人的說話 是聽神的話
[00:05:27.920 --> 00:05:30.500]  當人的說話跟神的說話不同的時候
[00:05:30.500 --> 00:05:32.840]  我們就要選取聽神的話
[00:05:32.840 --> 00:05:34.300]  這裡說聽神的話
[00:05:34.300 --> 00:05:35.660]  好了 聽神的話
[00:05:35.660 --> 00:05:39.840]  這裡第五節又說要盡心盡性盡力愛著這個神
[00:05:39.840 --> 00:05:44.480]  其實聽神的話跟愛神有沒有關係的?
[00:05:44.480 --> 00:05:46.340]  有關係的
[00:05:46.340 --> 00:05:48.940]  你沒神的話 你又怎麼愛神呢?
[00:05:48.940 --> 00:05:50.940]  你又怎麼認識神呢?
[00:05:50.940 --> 00:05:52.980]  OK 聖經裡面有講的
[00:05:52.980 --> 00:05:54.160]  如果你要愛神
[00:05:54.160 --> 00:05:57.960]  其實聽話 其實背後還有一個含義
[00:05:57.960 --> 00:06:00.060]  就是要進行
[00:06:00.060 --> 00:06:01.320]  所以我當預備的時候
[00:06:01.320 --> 00:06:04.220]  我就想起一個短片
[00:06:04.220 --> 00:06:07.500]  我們先去片 幾分鐘而已
[00:06:07.500 --> 00:06:08.360]  但是很有意思的
[00:06:08.360 --> 00:06:10.540]  看看我們說愛神的時候
[00:06:10.540 --> 00:06:12.540]  我們要聽頌神的時候是怎樣的
[00:06:39.360 --> 00:06:52.360]  無論你在何處 都要忠於主
[00:06:52.360 --> 00:07:06.880]  無論你在何處 都要忠於主
[00:07:06.880 --> 00:07:19.880]  主的神是萬物之主
[00:07:19.880 --> 00:07:33.880]  永遠都要忠於主 慈悲而至
[00:07:33.880 --> 00:07:47.880]  無論你在何處 都要忠於主
[00:07:47.880 --> 00:08:01.880]  無論你在何處 都要忠於主
[00:08:01.880 --> 00:08:14.880]  主的神是萬物之主
[00:08:14.880 --> 00:08:28.880]  永遠都要忠於主 慈悲而至
[00:08:31.880 --> 00:08:41.880]  永遠都要忠於主 慈悲而至
[00:08:41.880 --> 00:08:51.880]  無論你在何處 都要忠於主
[00:08:51.880 --> 00:09:06.880]  無論你在何處 都要忠於主
[00:09:06.880 --> 00:09:21.880]  永遠都要忠於主 慈悲而至
[00:09:21.880 --> 00:09:36.880]  無論你在何處 都要忠於主
[00:09:36.880 --> 00:09:51.880]  永遠都要忠於主 慈悲而至
[00:09:51.880 --> 00:10:04.880]  主的神是萬物之主
[00:10:04.880 --> 00:10:18.880]  永遠都要忠於主 慈悲而至
[00:10:18.880 --> 00:10:33.880]  永遠都要忠於主 慈悲而至
[00:10:48.880 --> 00:10:51.880]  這就是聽神的話 這就是愛神
[00:10:51.880 --> 00:10:55.880]  這也是我們盼望的最後一幕
[00:10:55.880 --> 00:10:57.880]  耶穌來接我們的時候
[00:10:57.880 --> 00:10:59.880]  我們見主的面的時候
[00:10:59.880 --> 00:11:02.880]  主跟我們說 辛苦了 做得好
[00:11:02.880 --> 00:11:04.880]  我們在祂的懷裡
[00:11:04.880 --> 00:11:10.880]  我想要去愛神真的不容易
[00:11:10.880 --> 00:11:12.880]  我們有時很艱難 其實不容易
[00:11:12.880 --> 00:11:14.880]  因為我們的老我在這裡
[00:11:14.880 --> 00:11:16.880]  有我們自己
[00:11:16.880 --> 00:11:18.880]  所以我們要去遵行神的話的時候
[00:11:18.880 --> 00:11:20.880]  有時真的不容易
[00:11:20.880 --> 00:11:22.880]  但是神的愛在我們心裡
[00:11:22.880 --> 00:11:25.880]  盡心 盡性 盡力
[00:11:25.880 --> 00:11:27.880]  力我們知道 盡你的能力
[00:11:27.880 --> 00:11:30.880]  其實意思就是竭盡所能
[00:11:30.880 --> 00:11:34.880]  在不同的層面我們都竭盡所能
[00:11:34.880 --> 00:11:36.880]  愛我們需要有意志
[00:11:36.880 --> 00:11:38.880]  有時我們有意志力去愛神
[00:11:38.880 --> 00:11:40.880]  有沒有意志力?
[00:11:40.880 --> 00:11:41.880]  我們可不可以這樣說?
[00:11:41.880 --> 00:11:44.880]  神我愛你 有沒有這樣說的?
[00:11:44.880 --> 00:11:46.880]  有時對著鏡子對著自己說
[00:11:46.880 --> 00:11:48.880]  神我愛你
[00:11:48.880 --> 00:11:50.880]  對著鏡子 對著這麼多人說
[00:11:50.880 --> 00:11:51.880]  你都可以這樣說的
[00:11:51.880 --> 00:11:54.880]  但是真的有艱難的時候
[00:11:54.880 --> 00:11:56.880]  是不是有退縮的時候?
[00:11:56.880 --> 00:11:58.880]  我們不是不想愛
[00:11:58.880 --> 00:12:00.880]  所以聖經裡面有一個
[00:12:00.880 --> 00:12:02.880]  我們經常記得的就是彼得
[00:12:02.880 --> 00:12:04.880]  他三次不認主
[00:12:04.880 --> 00:12:06.880]  但是經文那裡說
[00:12:06.880 --> 00:12:08.880]  彼得三次不認主之前
[00:12:08.880 --> 00:12:10.880]  他是拍著胸口說
[00:12:10.880 --> 00:12:13.880]  耶穌就算你死 我都會和你一起
[00:12:13.880 --> 00:12:16.880]  而且彼得真的想這樣
[00:12:16.880 --> 00:12:18.880]  但是到真實的環境來
[00:12:18.880 --> 00:12:21.880]  他才發現原來他害怕成這樣
[00:12:21.880 --> 00:12:23.880]  很害怕
[00:12:23.880 --> 00:12:25.880]  但是他又跟著主
[00:12:25.880 --> 00:12:27.880]  他又不捨得主 又跟著主
[00:12:27.880 --> 00:12:28.880]  看看主怎樣
[00:12:28.880 --> 00:12:30.880]  所以到主復活之後
[00:12:30.880 --> 00:12:33.880]  主再問他 再一次挽回他
[00:12:33.880 --> 00:12:36.880]  是因為主的愛和挽回
[00:12:36.880 --> 00:12:38.880]  彼得再不一樣
[00:12:38.880 --> 00:12:41.880]  也都是因為聖靈充滿在人的心裡面
[00:12:41.880 --> 00:12:43.880]  我們就能夠愛神
[00:12:43.880 --> 00:12:45.880]  所以有句聖經
[00:12:45.880 --> 00:12:47.880]  《約翰福音》有這樣說
[00:12:47.880 --> 00:12:49.880]  我們看看
[00:12:49.880 --> 00:12:53.880]  請讀
[00:12:53.880 --> 00:12:55.880]  有了我的命令 又遵守的
[00:12:55.880 --> 00:12:58.880]  這人就是愛我的
[00:12:58.880 --> 00:13:01.880]  愛我的 必蒙我父愛他
[00:13:01.880 --> 00:13:03.880]  我也要愛他
[00:13:03.880 --> 00:13:05.880]  並且要向他顯現
[00:13:05.880 --> 00:13:07.880]  這段聖經說什麼呢?
[00:13:07.880 --> 00:13:09.880]  有了神的命令 又遵守
[00:13:09.880 --> 00:13:11.880]  這人就是愛我的
[00:13:11.880 --> 00:13:13.880]  愛神 當我們盡心盡性
[00:13:13.880 --> 00:13:16.880]  盡力愛我的神的時候
[00:13:16.880 --> 00:13:18.880]  是指什麼呢?
[00:13:18.880 --> 00:13:20.880]  這裡很清楚有一個方向
[00:13:20.880 --> 00:13:22.880]  當有神的說話 有神的命令
[00:13:22.880 --> 00:13:24.880]  我們願意全心全力去做
[00:13:24.880 --> 00:13:26.880]  就算我們有時會軟弱
[00:13:26.880 --> 00:13:28.880]  跌倒 很艱苦的時候
[00:13:28.880 --> 00:13:30.880]  只要我們重新再來
[00:13:30.880 --> 00:13:32.880]  我們也是這樣堅持愛神
[00:13:32.880 --> 00:13:34.880]  這人就是愛神的
[00:13:34.880 --> 00:13:36.880]  而且愛神的 必蒙誰愛他?
[00:13:36.880 --> 00:13:38.880]  天父愛他
[00:13:38.880 --> 00:13:40.880]  而且主也要愛這個人
[00:13:40.880 --> 00:13:42.880]  而且要向他顯現
[00:13:42.880 --> 00:13:44.880]  常常彰顯他的榮耀
[00:13:44.880 --> 00:13:46.880]  他的愛在我們生命裡面
[00:13:46.880 --> 00:13:48.880]  另一段經文
[00:13:48.880 --> 00:13:52.880]  請聽我讀
[00:13:52.880 --> 00:13:54.880]  你們若常在我裡面
[00:13:54.880 --> 00:13:56.880]  我的話也常在你們裡面
[00:13:56.880 --> 00:13:58.880]  凡你們所願意的祈求
[00:13:58.880 --> 00:14:00.880]  就給你們成就
[00:14:00.880 --> 00:14:02.880]  這裡 遵守我的命令
[00:14:02.880 --> 00:14:04.880]  我就常在外裡
[00:14:04.880 --> 00:14:06.880]  正如我遵守我父的命令
[00:14:06.880 --> 00:14:08.880]  我就常在他的外裡
[00:14:08.880 --> 00:14:10.880]  這裡說 如果遵守主的命令
[00:14:10.880 --> 00:14:12.880]  就會怎樣?
[00:14:12.880 --> 00:14:16.880]  就會常在哪裡?
[00:14:16.880 --> 00:14:18.880]  愛裡面
[00:14:18.880 --> 00:14:20.880]  所以這裡有個秘訣
[00:14:20.880 --> 00:14:22.880]  當我們遵守神的命令的時候
[00:14:22.880 --> 00:14:24.880]  就是愛神的時候
[00:14:24.880 --> 00:14:26.880]  愛神的時候 神就會愛我們
[00:14:26.880 --> 00:14:28.880]  神的愛也在我們裡面
[00:14:28.880 --> 00:14:30.880]  我們也在他的愛裡面
[00:14:30.880 --> 00:14:32.880]  就是我們常常在愛裡面
[00:14:32.880 --> 00:14:34.880]  當我們遵守神的命令
[00:14:34.880 --> 00:14:36.880]  我們也是在愛神
[00:14:36.880 --> 00:14:38.880]  神也是在愛我們
[00:14:38.880 --> 00:14:40.880]  我們在神的愛裡面
[00:14:40.880 --> 00:14:42.880]  我們也是在父的愛裡面
[00:14:42.880 --> 00:14:44.880]  你明白嗎?
[00:14:44.880 --> 00:14:46.880]  只要這樣我們才可以
[00:14:46.880 --> 00:14:48.880]  持續不斷愛神
[00:14:48.880 --> 00:14:50.880]  所以求主幫我們
[00:14:50.880 --> 00:14:52.880]  其實要說愛神
[00:14:52.880 --> 00:14:54.880]  是有什麼呢?
[00:14:54.880 --> 00:14:56.880]  如果真實一點
[00:14:56.880 --> 00:14:58.880]  就是抗禍的舒適區
[00:14:58.880 --> 00:15:00.880]  就是我們有些舒服的地方
[00:15:00.880 --> 00:15:02.880]  譬如一個人坐一個位
[00:15:02.880 --> 00:15:04.880]  比較舒服
[00:15:04.880 --> 00:15:06.880]  三個人坐兩個位
[00:15:06.880 --> 00:15:08.880]  我們就覺得一般般
[00:15:08.880 --> 00:15:10.880]  四個人坐兩個位
[00:15:10.880 --> 00:15:12.880]  你就覺得有沒有搞錯呢?
[00:15:12.880 --> 00:15:14.880]  坐上我的大腿
[00:15:14.880 --> 00:15:16.880]  還坐? 沒有吧?
[00:15:16.880 --> 00:15:18.880]  我覺得有些東西是不行的
[00:15:18.880 --> 00:15:20.880]  那為了主行行不行呢?
[00:15:20.880 --> 00:15:22.880]  我記得我們去短孫
[00:15:22.880 --> 00:15:24.880]  去印尼短孫
[00:15:24.880 --> 00:15:26.880]  我們真的試過
[00:15:26.880 --> 00:15:28.880]  一輛麵包車
[00:15:28.880 --> 00:15:30.880]  那些小的貨
[00:15:30.880 --> 00:15:32.880]  貨車那麼大
[00:15:32.880 --> 00:15:34.880]  坐了多少人呢?
[00:15:34.880 --> 00:15:36.880]  坐了十多人
[00:15:36.880 --> 00:15:40.880]  超載
[00:15:40.880 --> 00:15:42.880]  印尼是沒有問題的
[00:15:42.880 --> 00:15:44.880]  我們在麵包箱裡面
[00:15:44.880 --> 00:15:46.880]  同學全部
[00:15:46.880 --> 00:15:48.880]  拿著行李在那裡住
[00:15:48.880 --> 00:15:50.880]  全部坐在那裡
[00:15:50.880 --> 00:15:52.880]  還有弟兄坐弟兄的大腿
[00:15:52.880 --> 00:15:54.880]  姐妹坐姐妹的大腿
[00:15:54.880 --> 00:15:56.880]  坐在那裡
[00:15:56.880 --> 00:15:58.880]  已經對著那裡坐了
[00:15:58.880 --> 00:16:00.880]  中間還要站三個人
[00:16:00.880 --> 00:16:02.880]  站在那裡
[00:16:02.880 --> 00:16:04.880]  是頂著的
[00:16:04.880 --> 00:16:06.880]  行不行呢?
[00:16:06.880 --> 00:16:08.880]  我的意思是
[00:16:08.880 --> 00:16:10.880]  如果神真的要我們有些東西要擴闊
[00:16:10.880 --> 00:16:12.880]  行不行呢?
[00:16:12.880 --> 00:16:14.880]  有一個教授用了一個例子
[00:16:14.880 --> 00:16:16.880]  一個那麼大那麼高的一個箱
[00:16:16.880 --> 00:16:18.880]  一個人那麼高的一個箱
[00:16:18.880 --> 00:16:20.880]  然後將那些拳頭
[00:16:20.880 --> 00:16:22.880]  拳頭那麼大的石頭
[00:16:22.880 --> 00:16:24.880]  放進去
[00:16:24.880 --> 00:16:26.880]  放到頂了
[00:16:26.880 --> 00:16:28.880]  滿了沒有?
[00:16:28.880 --> 00:16:30.880]  還沒有
[00:16:30.880 --> 00:16:32.880]  看過就知道
[00:16:32.880 --> 00:16:34.880]  其實大石頭就放不下了
[00:16:34.880 --> 00:16:36.880]  然後拿一些小小的石頭
[00:16:36.880 --> 00:16:38.880]  又倒進去
[00:16:38.880 --> 00:16:40.880]  又問他滿了沒有?
[00:16:40.880 --> 00:16:42.880]  又說還沒有
[00:16:42.880 --> 00:16:44.880]  高材生很厲害
[00:16:44.880 --> 00:16:46.880]  然後他又拿一些沙出來
[00:16:46.880 --> 00:16:48.880]  又倒滿他
[00:16:48.880 --> 00:16:50.880]  又問他滿了沒有?
[00:16:50.880 --> 00:16:52.880]  最後拿水再倒進去
[00:16:52.880 --> 00:16:54.880]  滿了沒有?
[00:16:54.880 --> 00:16:56.880]  還是沒有
[00:16:56.880 --> 00:16:58.880]  不是我說的
[00:16:58.880 --> 00:17:00.880]  滿了
[00:17:00.880 --> 00:17:02.880]  為什麼還沒有滿呢?
[00:17:02.880 --> 00:17:04.880]  他還沒有滿了水
[00:17:04.880 --> 00:17:06.880]  有些東西
[00:17:06.880 --> 00:17:08.880]  石頭不拿出來滿不滿?
[00:17:08.880 --> 00:17:10.880]  你看起來是滿的
[00:17:10.880 --> 00:17:12.880]  所以這裡有幾樣東西要說
[00:17:12.880 --> 00:17:14.880]  第一就是
[00:17:14.880 --> 00:17:16.880]  打破我們僵化的觀念
[00:17:16.880 --> 00:17:18.880]  就是覺得這樣就盡了
[00:17:18.880 --> 00:17:20.880]  滿了
[00:17:20.880 --> 00:17:22.880]  石頭放上去還不滿?
[00:17:22.880 --> 00:17:24.880]  滿了
[00:17:24.880 --> 00:17:26.880]  這個實驗就是讓我們知道
[00:17:26.880 --> 00:17:28.880]  原來有些東西
[00:17:28.880 --> 00:17:30.880]  其實你這樣想
[00:17:30.880 --> 00:17:32.880]  有些石頭放滿是可以的
[00:17:32.880 --> 00:17:34.880]  但還有沒有空間呢?
[00:17:34.880 --> 00:17:36.880]  原來還有很多空間
[00:17:36.880 --> 00:17:38.880]  還有很多小石頭可以放進去
[00:17:38.880 --> 00:17:40.880]  當你放小石頭進去
[00:17:40.880 --> 00:17:42.880]  原來還有空間
[00:17:42.880 --> 00:17:44.880]  可以放沙進去
[00:17:44.880 --> 00:17:46.880]  放沙進去還滿了
[00:17:46.880 --> 00:17:48.880]  原來還可以倒水進去
[00:17:48.880 --> 00:17:50.880]  什麼意思呢?
[00:17:50.880 --> 00:17:52.880]  我們說 主啊 滿了
[00:17:52.880 --> 00:17:54.880]  我以前奉獻十分之一
[00:17:54.880 --> 00:17:56.880]  現在是十分之二
[00:17:56.880 --> 00:17:58.880]  滿了
[00:17:58.880 --> 00:18:00.880]  是不是真的呢?
[00:18:00.880 --> 00:18:02.880]  可能你再想想
[00:18:02.880 --> 00:18:04.880]  又可以
[00:18:04.880 --> 00:18:06.880]  十分之三又可以
[00:18:06.880 --> 00:18:08.880]  再想想 十分之四又可以
[00:18:08.880 --> 00:18:10.880]  再想想 可能到一天
[00:18:10.880 --> 00:18:12.880]  十分之九都還可以
[00:18:12.880 --> 00:18:14.880]  有些東西
[00:18:14.880 --> 00:18:16.880]  是否覺得這樣已經可以了呢?
[00:18:16.880 --> 00:18:18.880]  是否覺得我愛神
[00:18:18.880 --> 00:18:20.880]  我回去崇拜
[00:18:20.880 --> 00:18:22.880]  做組長 做組員 黑心
[00:18:22.880 --> 00:18:24.880]  我回來 我有全肥陰
[00:18:24.880 --> 00:18:26.880]  我是牧羊 是否這樣算了呢?
[00:18:26.880 --> 00:18:28.880]  不知道
[00:18:28.880 --> 00:18:30.880]  問問神
[00:18:30.880 --> 00:18:32.880]  是不是有些東西
[00:18:32.880 --> 00:18:34.880]  我們固有了
[00:18:34.880 --> 00:18:36.880]  我們以為這樣已經很愛神了
[00:18:36.880 --> 00:18:38.880]  我們是否還有空間呢?
[00:18:38.880 --> 00:18:40.880]  我們應該還有進步空間
[00:18:40.880 --> 00:18:42.880]  從積極的說 我們每天都有
[00:18:42.880 --> 00:18:44.880]  進步的空間
[00:18:44.880 --> 00:18:46.880]  我們生命裏面有進步的空間
[00:18:46.880 --> 00:18:48.880]  第二個就是
[00:18:48.880 --> 00:18:50.880]  我們有些什麼
[00:18:50.880 --> 00:18:52.880]  是阻礙我們
[00:18:52.880 --> 00:18:54.880]  承載神的話
[00:18:54.880 --> 00:18:56.880]  阻礙我們愛神的呢?
[00:18:56.880 --> 00:18:58.880]  就是那些大石
[00:18:58.880 --> 00:19:00.880]  石仔
[00:19:00.880 --> 00:19:02.880]  甚至那些沙
[00:19:02.880 --> 00:19:04.880]  你說滿了沒有呢?
[00:19:04.880 --> 00:19:06.880]  是滿了的
[00:19:06.880 --> 00:19:08.880]  但是如果問滿了水沒有呢?
[00:19:08.880 --> 00:19:10.880]  是還沒有的
[00:19:10.880 --> 00:19:12.880]  因為裏面有很多大石 很多石仔
[00:19:12.880 --> 00:19:14.880]  還有很多沙
[00:19:14.880 --> 00:19:16.880]  你將它全除掉之後
[00:19:16.880 --> 00:19:18.880]  剩下的一個器皿
[00:19:18.880 --> 00:19:20.880]  全部都是水
[00:19:20.880 --> 00:19:22.880]  所以在我們生命裏面
[00:19:22.880 --> 00:19:24.880]  我想我們還有很多東西要除去
[00:19:24.880 --> 00:19:28.880]  自我呀
[00:19:28.880 --> 00:19:30.880]  興趣呀
[00:19:30.880 --> 00:19:32.880]  等等 我不知道什麼
[00:19:32.880 --> 00:19:34.880]  求主幫我們
[00:19:34.880 --> 00:19:36.880]  還有一樣東西就是
[00:19:36.880 --> 00:19:38.880]  關於我一次
[00:19:38.880 --> 00:19:40.880]  分享的時候 忽然間有一個意念
[00:19:40.880 --> 00:19:42.880]  就是有些時候我們說
[00:19:42.880 --> 00:19:44.880]  愛神 是的
[00:19:44.880 --> 00:19:46.880]  我們要盡力去愛神 但是有些時候
[00:19:46.880 --> 00:19:48.880]  愛神是需要放手的
[00:19:48.880 --> 00:19:50.880]  你要放的 神給我們的
[00:19:50.880 --> 00:19:52.880]  神給了我們很多東西
[00:19:52.880 --> 00:19:54.880]  我舉個例子
[00:19:54.880 --> 00:19:56.880]  神給了健康我們
[00:19:56.880 --> 00:19:58.880]  所以我每天起床應該是歡喜快樂的
[00:19:58.880 --> 00:20:00.880]  因為有健康的
[00:20:00.880 --> 00:20:02.880]  我們經常去醫院探病
[00:20:02.880 --> 00:20:04.880]  醫院是住了很多人
[00:20:04.880 --> 00:20:06.880]  而且有很多住了很久的
[00:20:06.880 --> 00:20:08.880]  而且不是普通病房
[00:20:08.880 --> 00:20:10.880]  是不是呀?
[00:20:10.880 --> 00:20:12.880]  是深切治療病房
[00:20:12.880 --> 00:20:14.880]  我們知道有的
[00:20:14.880 --> 00:20:16.880]  我們是很開心的
[00:20:16.880 --> 00:20:18.880]  我們多謝主 但是有一天如果我們真的
[00:20:18.880 --> 00:20:20.880]  沒有了健康 神就不許我們生病
[00:20:20.880 --> 00:20:22.880]  也沒有用神蹟
[00:20:22.880 --> 00:20:24.880]  去醫治我們
[00:20:24.880 --> 00:20:26.880]  叫我們長期病患 行不行呢?
[00:20:26.880 --> 00:20:28.880]  可不可以讚美呢?
[00:20:28.880 --> 00:20:30.880]  可不可以像今天這樣
[00:20:30.880 --> 00:20:32.880]  可以高歌讚美神呢?
[00:20:32.880 --> 00:20:34.880]  剛才阿誠說
[00:20:34.880 --> 00:20:36.880]  叫我們一起開聲
[00:20:36.880 --> 00:20:38.880]  祈禱的時候
[00:20:38.880 --> 00:20:40.880]  如果眼睛看著這些困難
[00:20:40.880 --> 00:20:42.880]  我們沒有看著不變的主
[00:20:42.880 --> 00:20:44.880]  祂的恩典每一天都沒有改變
[00:20:44.880 --> 00:20:46.880]  每一天都是這樣
[00:20:46.880 --> 00:20:48.880]  在我們心靈裏面
