
[00:00:00.000 --> 00:00:02.600]  今日和大家思想的是
[00:01:54.400 --> 00:01:57.600]  帶來給人有清義和永生
[00:01:57.600 --> 00:02:02.000]  所以這兩個山在聖經的
[00:02:02.000 --> 00:02:03.600]  這個舊恩歷史裏面
[00:02:03.600 --> 00:02:06.400]  是成為強烈的對比
[00:02:06.400 --> 00:02:08.600]  今天我們要和大家思想的
[00:02:08.600 --> 00:02:12.600]  是迦勒山上面六個神跡裏面的
[00:02:12.600 --> 00:02:14.600]  第一、第二個的神跡
[00:02:14.600 --> 00:02:19.400]  神藉著這些神跡來回應主的死
[00:02:19.400 --> 00:02:22.600]  來講究究主的死
[00:02:22.600 --> 00:02:25.000]  有什麼重要的意義在那裏
[00:02:25.000 --> 00:02:28.000]  首先我們看到第一個的神跡
[00:02:28.000 --> 00:02:30.200]  是遍地的黑暗
[00:02:30.200 --> 00:02:33.400]  《晚太福音》第十七章第四十五節說
[00:02:33.400 --> 00:02:36.400]  當耶穌基督在早上九點鐘
[00:02:36.400 --> 00:02:39.000]  被釘在十字架上面之後
[00:02:39.000 --> 00:02:41.600]  到了十二點的時候
[00:02:41.600 --> 00:02:43.800]  從正午到新初
[00:02:43.800 --> 00:02:45.600]  遍地都黑暗了
[00:02:45.600 --> 00:02:49.000]  新初是下午三點鐘
[00:02:49.000 --> 00:02:52.600]  一般來說十二點到三點
[00:02:52.600 --> 00:02:55.600]  是太陽最猛烈的時候
[00:02:55.600 --> 00:02:58.000]  在太陽最猛烈的時候
[00:02:58.000 --> 00:03:00.800]  好像在晚上
[00:03:00.800 --> 00:03:04.800]  我們的電燈忽然間是熄了一樣
[00:03:04.800 --> 00:03:08.200]  遍地的黑暗
[00:03:08.200 --> 00:03:09.600]  這個是神
[00:03:09.600 --> 00:03:12.200]  當耶穌基督死的時候
[00:03:12.200 --> 00:03:14.200]  在十字架上面的時候
[00:03:14.200 --> 00:03:17.600]  給我們第一個的神跡
[00:03:17.600 --> 00:03:21.800]  有很多人嘗試從其他的方法
[00:03:21.800 --> 00:03:24.000]  自然的方法、天然的方法
[00:03:24.000 --> 00:03:28.400]  來解釋這個神跡
[00:03:28.400 --> 00:03:32.400]  以為這個不是一個特別的事情
[00:03:32.400 --> 00:03:35.200]  我們相信這個是絕對一個神跡
[00:03:35.200 --> 00:03:36.600]  因為舊約裏面
[00:03:36.600 --> 00:03:39.800]  都早有預言關於這樣的事情
[00:03:39.800 --> 00:03:42.200]  特別在《阿摩斯書》第八章第九節說
[00:03:42.200 --> 00:03:43.600]  主耶和華說
[00:03:43.600 --> 00:03:48.000]  「到那日我必使日頭在午間落下
[00:03:48.000 --> 00:03:52.400]  使地在白晝黑暗」
[00:03:52.400 --> 00:03:56.000]  舊約早就預言有這樣的事情
[00:03:56.000 --> 00:04:01.000]  所以其他的解釋是不能夠成立的
[00:04:01.000 --> 00:04:06.600]  雖然行神跡都是透過自然界去施行神跡
[00:04:06.600 --> 00:04:09.600]  但這個不是一件自然發生的事情
[00:04:09.600 --> 00:04:12.400]  有人說這個是日蝕
[00:04:12.400 --> 00:04:16.600]  但預節是四月中的時候
[00:04:16.600 --> 00:04:18.000]  所以時間來講
[00:04:18.000 --> 00:04:24.000]  不可能在這些時間會有日蝕的
[00:04:24.000 --> 00:04:26.000]  而且日蝕的黑暗
[00:04:26.000 --> 00:04:27.400]  我們大家都知道
[00:04:27.400 --> 00:04:29.400]  只有幾分鐘的時間
[00:04:29.400 --> 00:04:33.000]  不可能有三個小時那麼久的
[00:04:33.000 --> 00:04:35.400]  全地的黑暗
[00:04:35.400 --> 00:04:37.800]  這個不是一個日蝕
[00:04:37.800 --> 00:04:40.000]  也有人說這個是地震
[00:04:40.000 --> 00:04:44.200]  或者是火山爆發所引起的
[00:04:44.200 --> 00:04:46.400]  但是我們看到在歷史上
[00:04:46.400 --> 00:04:50.400]  是沒有這樣的事實
[00:04:50.400 --> 00:04:54.000]  也沒有一種事先讓人知道
[00:04:54.000 --> 00:04:55.600]  會有地震
[00:04:55.600 --> 00:04:59.000]  或者是火山爆發
[00:04:59.000 --> 00:05:03.200]  沒有這樣的記載
[00:05:03.200 --> 00:05:04.800]  而且這裡聖經告訴我們
[00:05:04.800 --> 00:05:08.000]  那個黑暗是相當大的一個地區
[00:05:08.000 --> 00:05:13.200]  是全地的黑暗
[00:05:13.200 --> 00:05:16.000]  地震、火山爆發
[00:05:16.000 --> 00:05:18.600]  都是非常少的地區
[00:05:18.600 --> 00:05:21.800]  會有這樣的引來的黑暗
[00:05:21.800 --> 00:05:26.200]  也有人說這個是突然間的黑雲蓋頂
[00:05:26.200 --> 00:05:30.400]  或者是一場沙塵暴所引發的
[00:05:30.400 --> 00:05:32.600]  我們覺得這個都是沒有可能
[00:05:32.600 --> 00:05:36.000]  因為這個黑雲的出現
[00:05:36.000 --> 00:05:39.600]  也不會突然之間出現的
[00:05:39.600 --> 00:05:45.200]  這個沙塵暴也不會突然間來發生的
[00:05:45.200 --> 00:05:49.200]  都是早有一些預備讓人知道
[00:05:49.200 --> 00:05:51.600]  會有這樣的事情發生
[00:05:51.600 --> 00:05:54.000]  所以我們看到
[00:05:54.000 --> 00:05:55.600]  耶穌在十字架上面
[00:05:55.600 --> 00:05:59.200]  由十二點到三點這段時間
[00:05:59.200 --> 00:06:01.600]  偏地的黑暗
[00:06:01.600 --> 00:06:04.400]  究竟是神要向人說什麼話呢?
[00:06:04.400 --> 00:06:07.200]  神要藉著這樣黑暗的神蹟
[00:06:07.200 --> 00:06:08.400]  告訴人聽
[00:06:08.400 --> 00:06:11.000]  這個世界是邪惡
[00:06:11.000 --> 00:06:12.600]  罪是可怕的
[00:06:12.600 --> 00:06:13.800]  因為在聖經裏面
[00:06:13.800 --> 00:06:17.000]  這個黑暗往往是代表邪惡
[00:06:17.000 --> 00:06:19.800]  代表罪的可怕
[00:06:19.800 --> 00:06:22.600]  所以將來在地獄裏面
[00:06:22.600 --> 00:06:24.000]  因為人不肯悔改
[00:06:24.000 --> 00:06:28.600]  人帶著罪進入地獄裏面
[00:06:28.600 --> 00:06:34.200]  這個黑暗在地獄裏面是永恆的
[00:06:34.200 --> 00:06:38.200]  這個是地獄刑罰的一部分
[00:06:38.200 --> 00:06:44.400]  所以這個黑暗是代表神的審判和刑罰
[00:06:44.400 --> 00:06:47.800]  所以黑暗在聖經裏面
[00:06:47.800 --> 00:06:49.800]  是很清楚地告訴我們
[00:06:49.800 --> 00:06:53.000]  這個世界是陷落在罪裏面
[00:06:53.000 --> 00:06:59.400]  耶穌的十字架是為了解決人類罪的問題
[00:06:59.400 --> 00:07:02.200]  在這個地方我們看到
[00:07:02.200 --> 00:07:06.200]  其實主耶穌基督被捕受審
[00:07:06.200 --> 00:07:09.000]  被釘在十字架上面
[00:07:09.000 --> 00:07:12.200]  都是一件不合情不合理
[00:07:12.200 --> 00:07:16.000]  不符合當時律法
[00:07:16.000 --> 00:07:24.200]  不符合天理的一件黑暗中舉行的事情
[00:07:24.200 --> 00:07:31.800]  耶穌基督在馬克和門徒在黑西瓦尼園祈禱之後
[00:07:31.800 --> 00:07:36.000]  然後大祭司的僕人來捉拿耶穌基督
[00:07:36.000 --> 00:07:39.400]  在晚上的時間來捉拿耶穌基督
[00:07:39.400 --> 00:07:42.600]  所以耶穌基督當時第一個回應就是說
[00:07:42.600 --> 00:07:45.800]  你們拿刀和棍來捉我
[00:07:45.800 --> 00:07:48.400]  好像捉拿強盜一樣
[00:07:48.400 --> 00:07:52.400]  其實我每天和你們在聖殿裏面在一起
[00:07:52.400 --> 00:07:55.000]  你們都不會來捉我
[00:07:55.000 --> 00:07:57.000]  現在是你們的時候了
[00:07:57.000 --> 00:08:00.200]  黑暗掌權了
[00:08:00.200 --> 00:08:03.800]  耶穌說黑暗掌權了
[00:08:03.800 --> 00:08:06.600]  罪惡掌權了
[00:08:06.600 --> 00:08:12.800]  用罪惡在這個時候以為可以得勝
[00:08:12.800 --> 00:08:18.600]  所以主被捕是一件黑暗的事情
[00:08:18.600 --> 00:08:25.200]  然後耶穌基督整個晚上被審判
[00:08:25.200 --> 00:08:27.600]  有六次的審判
[00:08:27.600 --> 00:08:30.600]  三次是猶太宗教的官員
[00:08:30.600 --> 00:08:37.800]  然後三次是羅馬的彼拉多和希倫王
[00:08:37.800 --> 00:08:42.000]  這六次的審訊都在晚上舉行的
[00:08:42.000 --> 00:08:45.800]  其實當時的律法來講
[00:08:45.800 --> 00:08:49.200]  審訊一個人不可以超過一次
[00:08:49.200 --> 00:08:50.600]  超過一次已經不對了
[00:08:50.600 --> 00:08:53.200]  他們六次審訊主耶穌基督
[00:08:53.200 --> 00:08:55.200]  有沒有找到耶穌基督的錯呢?
[00:08:55.200 --> 00:08:58.200]  都沒有找到耶穌基督的過錯
[00:08:58.200 --> 00:09:00.600]  所以一次又一次
[00:09:00.600 --> 00:09:08.800]  他們用很多方法嘗試來將耶穌基督入罪
[00:09:08.800 --> 00:09:14.600]  所以這個審判是完全不合法的
[00:09:14.600 --> 00:09:21.800]  然後猶太的長官教唆猶太的群眾
[00:09:21.800 --> 00:09:24.400]  當彼拉多問他們
[00:09:24.400 --> 00:09:27.200]  你要我為你們釋放一個人
[00:09:27.200 --> 00:09:29.200]  要釋放巴拉巴這個大賊
[00:09:29.200 --> 00:09:32.000]  這個大盜殺人放火的壞人
[00:09:32.000 --> 00:09:37.400]  為甚麼要我為你們釋放耶穌基督呢?
[00:09:37.400 --> 00:09:39.800]  彼拉多知道耶穌基督是無罪的
[00:09:39.800 --> 00:09:45.400]  他很想釋放主耶穌基督
[00:09:45.400 --> 00:09:52.400]  但猶太的長官教唆當時的群眾
[00:09:52.400 --> 00:09:57.400]  將耶穌釘在十字架上
[00:09:57.400 --> 00:10:05.600]  雖然彼拉多希律認定耶穌基督是無罪的
[00:10:05.600 --> 00:10:09.200]  然後我們看見
[00:10:09.200 --> 00:10:12.600]  在整幅的耶穌被捕
[00:10:12.600 --> 00:10:20.600]  受審判被凌辱上十字架的過程裏面
[00:10:20.600 --> 00:10:24.600]  彼拉多猶太宗教領袖和群眾
[00:10:24.600 --> 00:10:27.400]  都是為自己的利益著想
[00:10:27.400 --> 00:10:30.600]  將耶穌釘在十字架上
[00:10:30.600 --> 00:10:34.800]  當時的猶太人的宗教領袖
[00:10:34.800 --> 00:10:37.200]  他們妒忌主耶穌基督
[00:10:37.200 --> 00:10:38.600]  耶穌能夠行神蹟
[00:10:38.600 --> 00:10:39.400]  能夠醫病
[00:10:39.400 --> 00:10:41.000]  能夠傳道
[00:10:41.000 --> 00:10:46.200]  得到眾人的擁戴
[00:10:46.200 --> 00:10:50.400]  他們裏面很不舒服
[00:10:50.400 --> 00:10:51.800]  因為妒忌的緣故
[00:10:51.800 --> 00:10:53.600]  因為自私自利的緣故
[00:10:53.600 --> 00:10:57.000]  他們要將耶穌釘在十字架上
[00:10:57.000 --> 00:10:59.400]  彼拉多明知耶穌基督無罪
[00:10:59.400 --> 00:11:00.400]  但是害怕
[00:11:00.400 --> 00:11:04.600]  如果他堅持不釘耶穌基督的時候
[00:11:04.600 --> 00:11:07.400]  猶太群眾會暴動
[00:11:07.400 --> 00:11:10.400]  他作為巡撫彼拉多
[00:11:10.400 --> 00:11:11.800]  作為一個巡撫
[00:11:11.800 --> 00:11:15.000]  他知道他很難做
[00:11:15.000 --> 00:11:18.400]  所以為了自己的利益
[00:11:18.400 --> 00:11:20.800]  他寧願釋放巴拉伯
[00:11:20.800 --> 00:11:28.000]  將耶穌給他們釘在十字架上
[00:11:28.000 --> 00:11:30.200]  人就是這麼自私
[00:11:30.200 --> 00:11:31.800]  耶穌基督的被捕
[00:11:31.800 --> 00:11:34.000]  耶穌基督的被處死
[00:11:34.000 --> 00:11:38.200]  是完全彰顯到人性那種自私
[00:11:38.200 --> 00:11:39.800]  人性的敗壞
[00:11:39.800 --> 00:11:42.200]  但同時在這幅圖畫裏面
[00:11:42.200 --> 00:11:44.200]  我們見到耶穌基督
[00:11:44.200 --> 00:11:49.400]  是一個完全為別人著想的主耶穌基督
[00:11:49.400 --> 00:11:54.200]  當祂面對生命的危險
[00:11:54.200 --> 00:11:55.600]  被人凌辱的時候
[00:11:55.600 --> 00:11:58.200]  祂完全沒有想到自己的好處
[00:11:58.200 --> 00:12:03.000]  只是想到別人的好處和需要
[00:12:03.000 --> 00:12:04.800]  當祂被捕的時候
[00:12:04.800 --> 00:12:05.800]  祂對門徒說
[00:12:05.800 --> 00:12:08.400]  你們不用用刀來保護我
[00:12:08.400 --> 00:12:14.400]  其實我可以叫父神差遣十二人的天使
[00:12:14.400 --> 00:12:17.200]  來幫助我、解救我
[00:12:17.200 --> 00:12:19.200]  甚至連這個都不用
[00:12:19.200 --> 00:12:21.600]  我們看到耶穌基督
[00:12:21.600 --> 00:12:23.200]  祂能夠行神蹟
[00:12:23.200 --> 00:12:25.400]  不費吹灰之力
[00:12:25.400 --> 00:12:27.000]  就毀滅這些人
[00:12:27.000 --> 00:12:28.800]  耶穌基督可以這樣做
[00:12:28.800 --> 00:12:33.000]  耶穌時時說一句話
[00:12:33.000 --> 00:12:36.800]  我要成就聖經舊約
[00:12:36.800 --> 00:12:41.000]  所預言關於我的事情
[00:12:41.000 --> 00:12:45.800]  耶穌來是要為我們死在十字架上
[00:12:45.800 --> 00:12:50.800]  所以祂完全沒有想到自己的好處
[00:12:50.800 --> 00:12:54.400]  祂是願意將自己的生命擺上
[00:12:54.400 --> 00:12:56.000]  為我們的緣故
[00:12:56.000 --> 00:13:00.200]  死在十字架上
[00:13:00.200 --> 00:13:03.800]  當耶穌在十字架上最痛苦的時候
[00:13:03.800 --> 00:13:06.800]  祂所想到的
[00:13:06.800 --> 00:13:08.000]  不是自己的痛苦
[00:13:08.000 --> 00:13:09.000]  不是向神呼求
[00:13:09.000 --> 00:13:10.000]  神啊,你可憐我
[00:13:10.000 --> 00:13:11.600]  你叫我不要這麼痛苦
[00:13:11.600 --> 00:13:13.200]  耶穌所想到的
[00:13:13.200 --> 00:13:18.200]  是那些將祂釘在十字架上的羅馬兵丁
[00:13:18.200 --> 00:13:21.600]  那些猶太的官長
[00:13:21.600 --> 00:13:23.400]  所以耶穌的禱告
[00:13:23.400 --> 00:13:25.800]  說父啊,赦免他們
[00:13:25.800 --> 00:13:30.800]  因為他們所做的他們不曉得
[00:13:30.800 --> 00:13:35.000]  甚至連最細微的事情
[00:13:35.000 --> 00:13:36.200]  耶穌被捕的時候
[00:13:36.200 --> 00:13:38.200]  一個大祭司的僕人
[00:13:38.200 --> 00:13:42.200]  他的耳朵被門徒砍了出來
[00:13:42.200 --> 00:13:44.600]  耶穌都將這個僕人的耳朵
[00:13:44.600 --> 00:13:49.800]  放回那裡治好
[00:13:49.800 --> 00:13:52.000]  耶穌基督就是一個完全
[00:13:52.000 --> 00:13:58.000]  沒有為自己著想的主耶穌基督
[00:13:58.000 --> 00:14:02.000]  所以我們看到當耶穌基督被捕
[00:14:02.000 --> 00:14:05.400]  被凌辱、被審判
[00:14:05.400 --> 00:14:06.800]  被釘在十字架上
[00:14:06.800 --> 00:14:10.000]  整個的過程裡面
[00:14:10.000 --> 00:14:12.200]  在猶太人
[00:14:12.200 --> 00:14:15.000]  當時的猶太人
[00:14:15.000 --> 00:14:17.800]  他們的罪將耶穌釘在十字架上
[00:14:17.800 --> 00:14:21.400]  但是第二方面我們都思想到
[00:14:21.400 --> 00:14:23.400]  其實耶穌的死在十字架上
[00:14:23.400 --> 00:14:27.600]  也是為全人類的罪而死的
[00:14:27.600 --> 00:14:30.200]  就是說你和我都有份
[00:14:30.200 --> 00:14:35.600]  全世界所有人的罪
[00:14:35.600 --> 00:14:38.000]  是將耶穌釘在十字架上
[00:14:38.000 --> 00:14:40.400]  不單單是猶太人
[00:14:40.400 --> 00:14:45.000]  所以今天有時我們覺得很不公道
[00:14:45.000 --> 00:14:49.200]  就是很多的基督徒
[00:14:49.200 --> 00:14:52.200]  很多的非猶太人
[00:14:52.200 --> 00:14:53.600]  他們逼迫猶太人
[00:14:53.600 --> 00:14:54.600]  其中一個原因就是
[00:14:54.600 --> 00:14:57.800]  他們將這麼好的主耶穌釘在十字架上
[00:14:57.800 --> 00:14:59.200]  他們有罪
[00:14:59.200 --> 00:15:01.200]  所以要逼迫猶太人
[00:15:01.200 --> 00:15:03.000]  所以猶太人直到今天
[00:15:03.000 --> 00:15:06.200]  遭遇很多不公平的逼迫
[00:15:06.200 --> 00:15:08.800]  都是因為這樣的緣故
[00:15:08.800 --> 00:15:10.200]  但是我們要知道的
[00:15:10.200 --> 00:15:13.800]  就不單單是當時猶太人
[00:15:13.800 --> 00:15:16.800]  他們的罪將耶穌釘在十字架上
[00:15:16.800 --> 00:15:19.800]  都是全世界所有人的罪
[00:15:19.800 --> 00:15:25.000]  將耶穌基督釘在十字架上
[00:15:25.000 --> 00:15:28.000]  所以約翰三章十九節
[00:15:28.000 --> 00:15:28.800]  聖經講到
[00:15:28.800 --> 00:15:31.200]  光就是耶穌基督來到世間
[00:15:31.200 --> 00:15:34.200]  世人因自己的行為是惡的
[00:15:34.200 --> 00:15:35.400]  不愛光
[00:15:35.400 --> 00:15:37.200]  倒愛黑暗
[00:15:37.200 --> 00:15:42.000]  令他們罪就在此
[00:15:42.000 --> 00:15:45.000]  在世界的人
[00:15:45.000 --> 00:15:47.000]  愛黑暗不愛光
[00:15:47.000 --> 00:15:50.200]  將耶穌基督釘在十字架上
[00:15:50.200 --> 00:15:54.400]  我們都有份
[00:15:54.400 --> 00:15:58.400]  二千多年前所發生的事情
[00:15:58.400 --> 00:16:02.000]  我們都有份
[00:16:02.000 --> 00:16:04.600]  荷蘭有一個很出名的畫家
[00:16:04.600 --> 00:16:06.800]  Remberant
[00:16:06.800 --> 00:16:08.400]  他畫了一幅名畫
[00:16:08.400 --> 00:16:10.600]  是耶穌釘在十字架上
[00:16:10.600 --> 00:16:12.400]  然後在十字架下面
[00:16:12.400 --> 00:16:15.200]  有種種形式不同的人
[00:16:15.200 --> 00:16:19.000]  看著耶穌基督被釘在十字架上
[00:16:19.000 --> 00:16:21.400]  但你留意這幅畫的時候
[00:16:21.400 --> 00:16:27.200]  在一個隱隱約約的角落那裡
[00:16:27.200 --> 00:16:29.200]  有另外一個人物
[00:16:29.200 --> 00:16:32.000]  若隱若現在那裡
[00:16:32.000 --> 00:16:35.400]  這個人物就是Remberant這個畫家自己
[00:16:35.400 --> 00:16:39.000]  這幅畫的意思就是說
[00:16:39.000 --> 00:16:41.000]  其實他也是
[00:16:41.000 --> 00:16:44.000]  好像當時其他人一樣
[00:16:44.000 --> 00:16:46.800]  是將耶穌基督釘在十字架上面
[00:16:46.800 --> 00:16:50.200]  耶穌來是為世界的人的罪
[00:16:50.200 --> 00:16:54.600]  釘在十字架上
[00:16:54.600 --> 00:16:56.800]  所以遍地的黑暗
[00:16:56.800 --> 00:16:59.000]  讓我們看到人的罪
[00:16:59.000 --> 00:17:01.800]  是何等的可怕
[00:17:01.800 --> 00:17:05.200]  是你和我都有份
[00:17:05.200 --> 00:17:07.600]  將耶穌釘在十字架上
[00:17:07.600 --> 00:17:14.200]  美國以前有一個牧師叫R.G. Lee
[00:17:14.200 --> 00:17:17.200]  有一次他去聖地旅遊
[00:17:17.200 --> 00:17:20.400]  然後告訴導遊他要去到葛國他山
[00:17:20.400 --> 00:17:22.200]  加勒山那裡
[00:17:22.200 --> 00:17:25.000]  導遊將他帶到加勒山那裡
[00:17:25.000 --> 00:17:27.400]  上到去的時候
[00:17:27.400 --> 00:17:29.400]  他脫下帽子
[00:17:29.400 --> 00:17:34.600]  然後低頭在那裡禱告、默想
[00:17:34.600 --> 00:17:37.600]  導遊覺得有些奇怪
[00:17:37.600 --> 00:17:41.200]  之後就問R.G. Lee這個牧師
[00:17:41.200 --> 00:17:45.400]  他說:你是不是以前來過這個地方?
[00:17:45.400 --> 00:17:47.600]  這個牧師告訴他
[00:17:47.600 --> 00:17:49.200]  他說:沒錯,是的
[00:17:49.200 --> 00:17:51.200]  二千多年前
[00:17:51.200 --> 00:17:54.800]  我都在這個地方
[00:17:54.800 --> 00:17:56.000]  意思就是說
[00:17:56.000 --> 00:17:59.800]  當耶穌基督在這個地方死的時候
[00:17:59.800 --> 00:18:07.000]  他都有份將耶穌基督釘在十字架上
[00:18:07.000 --> 00:18:09.800]  遍地的黑暗
[00:18:09.800 --> 00:18:11.600]  代表罪惡
[00:18:11.600 --> 00:18:15.600]  代表神的刑罰
[00:18:15.600 --> 00:18:17.400]  另外一方面我都看到
[00:18:17.400 --> 00:18:19.600]  遍地的黑暗
[00:18:19.600 --> 00:18:24.200]  是代表了加勒山的罪行
[00:18:24.200 --> 00:18:31.000]  是人類犯下一個極大滔天的大罪
[00:18:31.000 --> 00:18:36.000]  因為基督的死就是神的死
[00:18:36.000 --> 00:18:38.400]  不是太多的人
[00:18:38.400 --> 00:18:42.800]  太多的神學家願意講這樣一句話
[00:18:42.800 --> 00:18:45.600]  因為神在真理上面
[00:18:45.600 --> 00:18:49.200]  祂永恆的本性是不會死的
[00:18:49.200 --> 00:18:51.000]  神不可能死
[00:18:51.000 --> 00:18:55.000]  神不可能死在十字架上
[00:18:55.000 --> 00:18:58.200]  馬丁路德在這方面的解釋就是
[00:18:58.200 --> 00:18:59.800]  我們聽到
[00:18:59.800 --> 00:19:02.200]  他說:耶穌的受苦
[00:19:02.200 --> 00:19:05.800]  耶穌的死和復活
[00:19:05.800 --> 00:19:07.200]  完全是人性
[00:19:07.200 --> 00:19:09.600]  是人性的事情
[00:19:09.600 --> 00:19:13.600]  因為耶穌基督是神人異性
[00:19:13.600 --> 00:19:14.800]  是神人異性的結合
[00:19:14.800 --> 00:19:16.200]  所以馬丁路德說
[00:19:16.200 --> 00:19:19.200]  神永恆的本性是不可能死的
[00:19:19.200 --> 00:19:22.400]  但由於基督道成肉身
[00:19:22.400 --> 00:19:24.400]  是神人異性
[00:19:24.400 --> 00:19:27.200]  不能夠分開的結合
[00:19:27.200 --> 00:19:30.400]  所以聖經說:耶穌將來回來的時候
[00:19:30.400 --> 00:19:36.400]  都是帶著身體回來這個世界
[00:19:36.400 --> 00:19:38.400]  祂的神人異性的結合
[00:19:38.400 --> 00:19:39.800]  是不能夠分開的
[00:19:39.800 --> 00:19:42.400]  他說:基督作為人的死
[00:19:42.400 --> 00:19:44.400]  有神性的結合
[00:19:44.400 --> 00:19:50.400]  因此也可以說是神的死
[00:19:50.400 --> 00:19:52.800]  神為人被釘在十字架上
[00:19:52.800 --> 00:19:54.800]  神為人流出補血
[00:19:54.800 --> 00:19:56.200]  神為人死
[00:19:56.200 --> 00:19:58.400]  也為人復活
[00:19:58.400 --> 00:20:02.000]  這是神人異性結合基督
[00:20:02.000 --> 00:20:07.800]  為我們成就這一切
[00:20:07.800 --> 00:20:09.800]  所以弟兄姊妹
[00:20:09.800 --> 00:20:12.000]  十字架上所發生的
[00:20:12.000 --> 00:20:15.000]  是何等可怕的事情
[00:20:15.000 --> 00:20:16.800]  卑微的人
[00:20:16.800 --> 00:20:18.200]  罪惡的人
[00:20:18.200 --> 00:20:20.400]  竟然將創造天地萬物
[00:20:20.400 --> 00:20:23.600]  完全聖潔的神
[00:20:23.600 --> 00:20:26.000]  釘在十字架上
[00:20:26.000 --> 00:20:27.400]  這個可以讓我們看到
[00:20:27.400 --> 00:20:29.600]  人類的罪
[00:20:29.600 --> 00:20:36.400]  何等的重大
[00:20:36.400 --> 00:20:38.800]  遍地的黑暗
[00:20:38.800 --> 00:20:43.400]  是回應人這個滔天的大罪
[00:20:43.400 --> 00:20:48.400]  你們犯下何等可怕的罪
[00:20:48.400 --> 00:20:50.800]  但這個天地的黑暗
[00:20:50.800 --> 00:20:52.600]  罪惡的橫行
[00:20:52.600 --> 00:20:54.800]  在這個世界上我們看到
[00:20:54.800 --> 00:20:57.800]  是今天繼續的
[00:20:57.800 --> 00:21:03.200]  來到大大的世界來彰顯
[00:21:03.200 --> 00:21:07.000]  這個世界繼續在罪惡的黑暗裏面
[00:21:07.000 --> 00:21:10.800]  而且耶穌基督聖經裏面告訴我們
[00:21:10.800 --> 00:21:12.800]  耶穌基督回來之前
[00:21:12.800 --> 00:21:15.000]  這個世界會越來越黑暗
[00:21:15.000 --> 00:21:16.800]  罪惡越來越重
[00:21:16.800 --> 00:21:19.000]  罪惡越來越嚴重
[00:21:19.000 --> 00:21:21.800]  所以馬太福音第25章
[00:21:21.800 --> 00:21:25.600]  耶穌講到祂回來之前的預兆的時候
[00:21:25.600 --> 00:21:28.600]  祂說不法的事要增多
[00:21:28.600 --> 00:21:31.800]  犯罪的事情要不斷地增多
[00:21:31.800 --> 00:21:37.800]  人的愛心漸漸地冷淡
[00:21:37.800 --> 00:21:39.800]  所以末世的時代我們不會看見
[00:21:39.800 --> 00:21:42.600]  這個世界越來越文明
[00:21:42.600 --> 00:21:48.200]  這個世界道德越來越提升
[00:21:48.200 --> 00:21:52.800]  沒錯,我們的科學、我們的科技
[00:21:52.800 --> 00:21:55.000]  越來越強大、越來越提升
[00:21:55.000 --> 00:21:58.600]  很多事我們甚麼都可以做
[00:21:58.600 --> 00:22:04.400]  但是人的道德好像一個豬魚一樣
[00:22:04.400 --> 00:22:07.600]  越來越低下
[00:22:07.600 --> 00:22:09.800]  這是末世一種的情況
[00:22:09.800 --> 00:22:12.200]  不法的事要增多
