
[00:00:00.000 --> 00:00:05.980]  二零一三結束,這一年是我很難去走的一年
[00:09:04.140 --> 00:09:06.060]  他講了兩年之後
[00:09:06.060 --> 00:09:07.060]  影響什麼呢
[00:09:07.060 --> 00:09:08.740]  不只是爾弗所
[00:09:08.740 --> 00:09:11.700]  周邊的很多的知識份子
[00:09:11.700 --> 00:09:13.300]  還有領袖都來聽
[00:09:13.300 --> 00:09:15.100]  因為我看到拉美暴動的時候
[00:09:15.100 --> 00:09:20.140]  有幾個叫做亞細亞的領袖都認識他
[00:09:20.140 --> 00:09:21.940]  不只是如此
[00:09:21.940 --> 00:09:24.540]  爾弗所的市長認識他
[00:09:24.540 --> 00:09:26.900]  因為當時有些人搞暴動的時候
[00:09:26.900 --> 00:09:28.900]  爾弗所的市長出來
[00:09:28.900 --> 00:09:29.900]  書記
[00:09:29.900 --> 00:09:31.180]  他說你們吵什麼
[00:09:31.180 --> 00:09:32.660]  我認識這個保羅
[00:09:32.660 --> 00:09:35.300]  他從來沒有批評過我們拉美暴動的廟
[00:09:35.300 --> 00:09:37.620]  沒有做過一件事破壞我們這個城市
[00:09:37.620 --> 00:09:39.620]  你們散
[00:09:39.620 --> 00:09:42.340]  你們做一些不合法的事情
[00:09:42.340 --> 00:09:43.260]  離開
[00:09:43.260 --> 00:09:45.260]  所以他進去的時間
[00:09:45.260 --> 00:09:46.740]  三年裡面
[00:09:46.740 --> 00:09:48.380]  真的對當代的文化
[00:09:48.380 --> 00:09:49.180]  政府
[00:09:49.180 --> 00:09:51.620]  然後整個知識份子
[00:09:51.620 --> 00:09:52.220]  是有影響
[00:09:52.220 --> 00:09:54.140]  是文化上很大的影響
[00:09:54.140 --> 00:09:55.900]  教育上很大的影響
[00:09:55.900 --> 00:09:58.020]  當他關心最基層的人
[00:09:58.020 --> 00:09:59.220]  他想出去的時間
[00:09:59.220 --> 00:10:01.900]  看到當時很多人有各種的病
[00:10:01.900 --> 00:10:02.940]  他奉主的名
[00:10:02.940 --> 00:10:03.940]  醫治他
[00:10:03.940 --> 00:10:06.740]  而且是一個非常邪惡的城市
[00:10:06.740 --> 00:10:08.700]  什麼邪教都拜
[00:10:08.700 --> 00:10:10.580]  所以有很多鬼婦
[00:10:10.580 --> 00:10:12.700]  這個世界有鬼婦
[00:10:12.700 --> 00:10:14.700]  撒旦在地上
[00:10:14.700 --> 00:10:15.700]  他有時攻擊
[00:10:15.700 --> 00:10:17.780]  有時附在身上
[00:10:17.780 --> 00:10:19.300]  他一樣趕鬼
[00:10:19.300 --> 00:10:21.460]  趕鬼的時間他也幫他們聽
[00:10:21.460 --> 00:10:23.100]  究竟什麼是真正的信仰
[00:10:23.100 --> 00:10:25.940]  所以後來出現什麼問題
[00:10:25.940 --> 00:10:28.700]  那些人把邪術的書
[00:10:28.700 --> 00:10:30.620]  五萬兩文字
[00:10:30.620 --> 00:10:31.580]  幾台
[00:10:31.580 --> 00:10:34.380]  在城裏燒了這些邪術的書
[00:10:34.380 --> 00:10:37.900]  他們不再相信這些邪術
[00:10:37.900 --> 00:10:39.620]  所以你看到他進去的時間
[00:10:39.620 --> 00:10:42.940]  他的關懷當然是從教會開始
[00:10:42.940 --> 00:10:44.300]  從信主的人開始
[00:10:44.300 --> 00:10:45.700]  要他們的靈敏更新
[00:10:45.700 --> 00:10:48.460]  要他們的生命能夠承托得住
[00:10:48.460 --> 00:10:50.060]  然後他關心
[00:10:50.060 --> 00:10:54.700]  當代的教育 文化 政治的情況
[00:10:54.700 --> 00:10:57.180]  後來那個暴動是經濟暴動
[00:10:57.180 --> 00:10:59.660]  因為當時那些銀帳
[00:10:59.660 --> 00:11:04.260]  現在的人來買我們這些大安娜的女神的帳
[00:11:04.260 --> 00:11:05.980]  少了 生意少了
[00:11:05.980 --> 00:11:07.700]  所以不是一個宗教暴動
[00:11:07.700 --> 00:11:09.500]  是一個經濟暴動
[00:11:09.500 --> 00:11:11.140]  然後就說這個人
[00:11:11.140 --> 00:11:13.500]  搞到我們這些生意不行
[00:11:13.500 --> 00:11:17.500]  影響我們這個最重要的旅遊業
[00:11:17.500 --> 00:11:20.820]  所以進去後是全盤
[00:11:20.820 --> 00:11:23.180]  因為你見二匹鎖
[00:11:23.180 --> 00:11:24.780]  我很喜歡看二匹鎖
[00:11:24.780 --> 00:11:27.580]  我將來還有一個地方去旅行
[00:11:27.580 --> 00:11:29.380]  就是想去二匹鎖
[00:11:29.380 --> 00:11:32.700]  這個城市昔日的光輝
[00:11:32.700 --> 00:11:34.420]  當然今天不在
[00:11:34.420 --> 00:11:36.420]  但是你看到他怎樣關懷
[00:11:36.420 --> 00:11:38.420]  怎樣建立生命
[00:11:38.420 --> 00:11:40.500]  所以二匹鎖書就很好看
[00:11:40.500 --> 00:11:49.060]  我今天這麼短時間就講完整本二匹鎖書
[00:11:49.060 --> 00:11:51.500]  你不相信我
[00:11:51.500 --> 00:11:54.780]  二匹鎖書很簡單 一句就講完
[00:11:54.780 --> 00:11:57.300]  就是二匹鎖書第四章一節
[00:11:57.300 --> 00:11:58.340]  你看一本書
[00:11:58.340 --> 00:12:00.660]  你會知道最關鍵的一句是什麼
[00:12:00.660 --> 00:12:01.940]  你就會明白
[00:12:01.940 --> 00:12:02.940]  他在那裡說
[00:12:02.940 --> 00:12:09.100]  你們行事為人要蒙召的恩相情
[00:12:09.100 --> 00:12:12.260]  前面那三章是說蒙召的恩
[00:12:12.260 --> 00:12:14.860]  後面那三章是說行事為人
[00:12:14.860 --> 00:12:15.940]  蒙召的恩是什麼
[00:12:15.940 --> 00:12:17.220]  第一章就講得很清楚
[00:12:17.220 --> 00:12:18.780]  用七個動詞來講
[00:12:18.780 --> 00:12:20.380]  神怎樣祝福我們
[00:12:20.380 --> 00:12:21.780]  這個全部都是
[00:12:21.780 --> 00:12:24.900]  他說我在創造天地萬物之先
[00:12:24.900 --> 00:12:26.660]  已經揀選了你們
[00:12:26.660 --> 00:12:29.020]  我已經預定你們會得到你的救恩
[00:12:29.020 --> 00:12:30.420]  而且會差遣你們
[00:12:30.420 --> 00:12:32.620]  而且我將個奧秘告訴你
[00:12:32.620 --> 00:12:34.900]  那個時候將到
[00:12:34.900 --> 00:12:38.660]  有一天天上地下一切所有地造物
[00:12:38.660 --> 00:12:40.380]  都在基督裡同歸於一
[00:12:40.380 --> 00:12:41.780]  這個很重要
[00:12:41.780 --> 00:12:44.180]  不只是救兩三個靈魂
[00:12:44.180 --> 00:12:45.820]  天上地下所有的
[00:12:45.820 --> 00:12:49.740]  聖經說所有地造物都等候得贖
[00:12:49.740 --> 00:12:51.060]  包括地
[00:12:51.060 --> 00:12:53.980]  我們不可以不關心大自然
[00:12:53.980 --> 00:12:56.580]  包括其他的文化等等
[00:12:56.580 --> 00:12:58.060]  都想救贖的
[00:12:58.060 --> 00:12:59.340]  所以那個關懷
[00:12:59.340 --> 00:13:02.540]  天上地下就不只是空降下去
[00:13:02.540 --> 00:13:03.620]  搶救兩個靈魂
[00:13:03.620 --> 00:13:04.820]  那個靈魂很重要
[00:13:04.820 --> 00:13:08.740]  但是救贖是天上地下所有
[00:13:08.740 --> 00:13:10.580]  而且他要做就很奇怪
[00:13:10.580 --> 00:13:12.180]  他揀選人去做
[00:13:12.180 --> 00:13:13.180]  他猜拳人去做
[00:13:13.180 --> 00:13:16.380]  而且你們會完成這個得到天上的基業
[00:13:16.380 --> 00:13:19.820]  到第二章就很難啃
[00:13:19.820 --> 00:13:22.500]  第二章開始的時間就講我們人性
[00:13:22.500 --> 00:13:24.540]  他們全部都是潑逆之子
[00:13:24.540 --> 00:13:25.780]  憤怒之子
[00:13:25.780 --> 00:13:27.020]  潑逆的意思是什麼
[00:13:27.020 --> 00:13:28.740]  神有他的意思
[00:13:28.740 --> 00:13:30.860]  但是我們偏行己路
[00:13:30.860 --> 00:13:33.140]  那個憤怒是神的震怒
[00:13:33.140 --> 00:13:35.180]  他接著說不要緊
[00:13:35.180 --> 00:13:37.860]  十字架 滅掉冤仇
[00:13:37.860 --> 00:13:40.260]  得救是本乎因 也因著信
[00:13:40.260 --> 00:13:43.420]  我們就要進入這個因點之門
[00:13:43.420 --> 00:13:45.660]  這個因點之門是神的因點
[00:13:45.660 --> 00:13:48.860]  他藉著十字架成就這個舊人
[00:13:48.860 --> 00:13:50.740]  但是你憑信進入
[00:13:50.740 --> 00:13:51.860]  就成為教會
[00:13:51.860 --> 00:13:53.780]  那裡就說教會是什麼
[00:13:53.780 --> 00:13:55.860]  基督是防割石
[00:13:55.860 --> 00:13:59.020]  先知仕途是那個基礎
[00:13:59.020 --> 00:14:01.820]  然後我們就是神的家
[00:14:01.820 --> 00:14:03.940]  神的國 聖靈的殿
[00:14:03.940 --> 00:14:05.020]  就講教會
[00:14:05.020 --> 00:14:07.140]  到第三章的時間就很重要
[00:14:07.140 --> 00:14:09.340]  本來就講我們每個人都有照明
[00:14:09.340 --> 00:14:11.020]  每個人活在地上的時間
[00:14:11.020 --> 00:14:12.420]  神差派你做一些事
[00:14:12.420 --> 00:14:13.860]  每個人都有召喚
[00:14:13.860 --> 00:14:15.860]  我的召喚是做外邦的仕途
[00:14:15.860 --> 00:14:19.020]  我是做信徒當中最少的
[00:14:19.020 --> 00:14:22.260]  但是神都將這件事交託給我
[00:14:22.260 --> 00:14:24.140]  接著就做一個祈禱
[00:14:24.140 --> 00:14:27.340]  我靠著聖靈在我心中力量剛強
[00:14:27.340 --> 00:14:28.780]  基督住在我心裡面
[00:14:28.780 --> 00:14:31.100]  以致我的愛長闊高深
[00:14:31.100 --> 00:14:34.580]  那就講完三章了
[00:14:34.580 --> 00:14:37.820]  你試一下查一下我有沒有漏掉
[00:14:37.820 --> 00:14:39.940]  然後到第四章
[00:14:39.940 --> 00:14:42.340]  第四章一開始的時間
[00:14:42.340 --> 00:14:45.220]  他說你們要竭力保守合二為一的心
[00:14:45.220 --> 00:14:47.940]  我為香港的祈禱是合一
[00:14:47.940 --> 00:14:50.300]  即使有些事我們看法不同
[00:14:50.300 --> 00:14:51.380]  在基督裡面
[00:14:51.380 --> 00:14:54.260]  不可以因為有些事件看法不同
[00:14:54.260 --> 00:14:55.220]  不合一
[00:14:55.220 --> 00:14:56.460]  一定是合一的
[00:14:56.460 --> 00:14:57.980]  在基督裡面是合一
[00:14:57.980 --> 00:14:59.780]  不合一就沒有見證
[00:14:59.780 --> 00:15:02.340]  因為有些小小的事看法不同的時間
[00:15:02.340 --> 00:15:04.740]  而分裂不是神的旨意
[00:15:04.740 --> 00:15:05.620]  要竭力保守
[00:15:05.620 --> 00:15:07.500]  而教會就裝備聖徒
[00:15:07.500 --> 00:15:09.340]  裝備我們聖徒
[00:15:09.340 --> 00:15:11.740]  以致我們面對前面的爭戰
[00:15:11.740 --> 00:15:13.860]  第四章不單止講裝備
[00:15:13.860 --> 00:15:15.140]  然後講爭戰
[00:15:15.140 --> 00:15:16.700]  先是裡面的爭戰
[00:15:16.700 --> 00:15:18.420]  爭戰是從心開始
[00:15:18.420 --> 00:15:19.220]  你信了耶穌
[00:15:19.220 --> 00:15:20.900]  我告訴你
[00:15:20.900 --> 00:15:21.900]  成為新人
[00:15:21.900 --> 00:15:22.900]  我再問你一句
[00:15:22.900 --> 00:15:26.300]  舊人在不在
[00:15:26.300 --> 00:15:28.420]  你的舊人在不在
[00:15:28.420 --> 00:15:31.740]  你不要怕我是好人
[00:15:31.740 --> 00:15:32.940]  一樣在
[00:15:32.940 --> 00:15:34.420]  裡面打仗
[00:15:34.420 --> 00:15:36.580]  有時新有時舊
[00:15:36.580 --> 00:15:39.100]  我們都要對舊人穿上新人
[00:15:39.100 --> 00:15:40.780]  是一個成長的過程
[00:15:40.780 --> 00:15:42.860]  聖靈在不在
[00:15:42.860 --> 00:15:43.780]  信了耶穌之後
[00:15:43.780 --> 00:15:44.420]  在
[00:15:44.420 --> 00:15:45.140]  對不對
[00:15:45.140 --> 00:15:48.060]  但為什麼你會叫他擔憂呢
[00:15:48.060 --> 00:15:48.780]  他說
[00:15:48.780 --> 00:15:50.820]  聖靈在
[00:15:50.820 --> 00:15:52.980]  但很多時候你不聽
[00:15:52.980 --> 00:15:54.980]  你叫他擔憂
[00:15:54.980 --> 00:15:57.620]  魔鬼在不在
[00:15:57.620 --> 00:15:59.260]  在不在
[00:15:59.260 --> 00:16:01.660]  跟你有沒有關係
[00:16:01.660 --> 00:16:03.980]  希望沒有
[00:16:03.980 --> 00:16:06.140]  但他都引誘你
[00:16:06.140 --> 00:16:07.660]  他很久沒有引誘你
[00:16:07.660 --> 00:16:08.580]  很久沒有攻擊你
[00:16:08.580 --> 00:16:10.540]  你就要反省
[00:16:10.540 --> 00:16:14.740]  證明他都不需要關心你
[00:16:14.740 --> 00:16:17.140]  不要為魔鬼留地步
[00:16:17.140 --> 00:16:19.020]  我幾個時間叫聖靈擔憂
[00:16:19.020 --> 00:16:19.540]  叫魔鬼
[00:16:19.540 --> 00:16:20.620]  他想在裡面打仗
[00:16:20.620 --> 00:16:21.580]  新人和舊人打仗
[00:16:21.580 --> 00:16:23.340]  聖靈和魔鬼打仗
[00:16:23.340 --> 00:16:24.740]  是在裡面打
[00:16:24.740 --> 00:16:26.900]  然後他說在外面打仗
[00:16:26.900 --> 00:16:28.380]  就說那個世代
[00:16:28.380 --> 00:16:31.300]  他用三個形容詞形容那個世代
[00:16:31.300 --> 00:16:32.580]  很厲害
[00:16:32.580 --> 00:16:35.460]  第一個形容詞是說人際關係
[00:16:35.460 --> 00:16:38.900]  他說男女關係多亂
[00:16:38.900 --> 00:16:41.940]  說話都任詞忘語
[00:16:41.940 --> 00:16:43.380]  在人際關係的時間
[00:16:43.380 --> 00:16:44.660]  沒有信任
[00:16:44.660 --> 00:16:46.060]  沒有愛
[00:16:46.060 --> 00:16:47.500]  很亂
[00:16:47.500 --> 00:16:49.380]  所以他用一個詞形容那個世代
[00:16:49.380 --> 00:16:51.060]  是人亂的世代
[00:16:51.060 --> 00:16:51.940]  人亂的時間
[00:16:51.940 --> 00:16:54.660]  偏行忌義
[00:16:54.660 --> 00:16:56.180]  做的事
[00:16:56.180 --> 00:16:57.980]  人和人之間的關係是破裂的
[00:16:57.980 --> 00:16:59.260]  是彼此利用的
[00:16:59.260 --> 00:17:01.020]  甚至男女最親密的關係
[00:17:01.020 --> 00:17:02.780]  都是亂來的
[00:17:02.780 --> 00:17:04.060]  人亂的世代
[00:17:04.060 --> 00:17:05.340]  一樣東西
[00:17:05.340 --> 00:17:09.420]  他行在神的愛中
[00:17:09.420 --> 00:17:10.940]  天父是愛
[00:17:10.940 --> 00:17:12.020]  你沒有愛的時間
[00:17:12.020 --> 00:17:13.540]  你說話是亂說
[00:17:13.540 --> 00:17:15.660]  你和人交往是亂說
[00:17:15.660 --> 00:17:17.420]  所以第一個是說天父
[00:17:17.420 --> 00:17:18.220]  Walk
[00:17:18.220 --> 00:17:19.500]  因為後面那裡
[00:17:19.500 --> 00:17:20.460]  前面是Call
[00:17:20.460 --> 00:17:21.620]  後面是Walk
