
[00:00:00.000 --> 00:00:07.000]  真是希望我們感謝祢的恩典,使我們有美好的地方,一同來到聚集敬拜祢。
[00:09:38.000 --> 00:10:04.000]  我希望大家明白和合本將希伯來文buy的字譯作房屋,這種翻譯的方法叫做對等字翻譯,房屋那個字的意思在這一字的真言應該是指家庭,因為在下半節和合本譯作聰明,我參考過原文和好幾個不同的英文譯本,是譯作understanding,
[00:10:04.000 --> 00:10:23.000]  原中文譯作諒解,是好的翻譯,understanding,諒解,我相信這一節的真言是講家庭的建立多過是講建造房屋的,一個家庭的建立最基本的成員就是一夫一妻,
[00:10:23.000 --> 00:10:38.000]  我想先講一下有關丈夫的事,譬如說一個男子應該什麼時候結婚,應該找什麼樣的女子為妻,在真言二十四章二十七節是這樣說的,
[00:10:38.000 --> 00:10:58.000]  要先有謀生的把握,又預備好田地,然後再建造房屋,成家立業,這個是不是很實際的建議呢?這句真言反映出昔日的猶太人社會,男性是要負責養家的,這個和華人的文化都是一樣,
[00:10:58.000 --> 00:11:20.000]  在古代的社會,女性是不能夠在社會中工作的,故此男人一定要負責養家,女人就在家裡主持家務,做做衣服,其他的工作,在這樣的文化氣候下,男人如果沒有謀生的把握,
[00:11:20.000 --> 00:11:44.000]  有沒有祖先留下來的田地,那就真的不太適宜成家立業,現代社會當然是有些變化,但都未至於要女人去賺錢,男人在家裡主持家務,例外的情況一定有的,但起碼不是大趨勢,不是社會的主流文化,
[00:11:44.000 --> 00:12:02.000]  故此想結婚的弟兄就要早作準備,要為自己想想有沒有謀生的把握,然後才成家立業,一個適合結婚的男子應該找什麼樣的對象呢?
[00:12:02.000 --> 00:12:31.000]  在《針研》十四章一節,它說:賢慧的女子建立家室,愚蠢的女人拆毀家室,在這句《針研》中,家室的原文在前面說的是房屋的字,希伯來文都是說房屋的字,想結婚的男人最重要是要找一位賢慧的女子做終身伴侶,
[00:12:31.000 --> 00:12:50.000]  什麼是賢慧呢?其實賢慧的字就是智慧的字,是同一個字,一個智慧的女子從聖經的角度去看就是敬畏上主的人,一般的男人大概都很喜歡美貌的女子,
[00:12:50.000 --> 00:13:09.000]  不過我想所有未結婚的男子,我想鼓勵你們要記住,為人父母的都要記住,教導提醒自己的兒子,在《針研》十一章二十二節說:貌美而無見識的女人,恰如珠貝子戴著金環。
[00:13:09.000 --> 00:13:36.000]  就是說浪費了她的美貌,一個有見識的人一定會認識天地主宰的人,會承認自己是受造物而不是創造主,這樣她就會信服上帝,按聖經的教導行事為人,所以我鼓勵所有想結婚的弟兄,一定要立志娶信基督的女子為妻,
[00:13:36.000 --> 00:13:59.000]  如果你沒有這種志向,如果你有這種志向,你仍然要向上帝祈禱,因為《針研》十九章十四節告訴我們,人從父母承受房屋財產,賢慧的妻子是上主所賜。
[00:13:59.000 --> 00:14:21.000]  我曾經參加過邱靜泰博士主持的婚姻營,學習經營自己的家庭,他建議所有的父母應該盡早為自己的兒子或女兒的婚事祈禱,求上帝為他們預備一位信主的配偶,我也將這個建議告訴大家,
[00:14:21.000 --> 00:14:35.000]  希望做父母的,你要為子女祈禱,如果你是適婚年齡的,你也要為自己祈禱,並且要立定一個心意,要娶信徒為妻。
[00:14:35.000 --> 00:15:04.000]  在聖經裏面有位高大威猛的男士,不愧被稱為猛男的參孫,他非常任性,一直追求美女,結果他愛上了一位非理士人的美女叫拉娜,非理士人即不是猶太人,不敬畏上主,結果為了錢將參孫出賣給非理士人。
[00:15:04.000 --> 00:15:14.000]  所以信主的弟兄姊妹千萬不要迷戀美女,而跟非信徒結婚。
[00:15:14.000 --> 00:15:37.000]  現在說說女子,女子要找怎樣的男子為夫呢?事實上這只是現代人的問題,在古時的以色列文化裏面,其實和華人的文化一樣,結婚也是父母之命,媒妁之言,沒有自由戀愛這回事。
[00:15:37.000 --> 00:15:51.000]  對姊妹來說在真言裏面好像沒有什麼特殊指引,但是剛才提到的男士應該先有謀生的把握,都會是一個很好的指引。
[00:15:51.000 --> 00:16:06.000]  至於姊妹們應該找一個能夠負擔起家庭責任的弟兄,此外姊妹們當然也要找一位敬畏上帝的弟兄才可以開始拍拖。
[00:16:06.000 --> 00:16:25.000]  因為未信耶穌的人當然不一定是壞人,甚至可能是很好的人,但是不好的機會就大很多,如果你不聽聖經的忠告,一切不良後果就自己負責,不要到時埋怨上帝。
[00:16:25.000 --> 00:16:37.000]  最近澳洲新聞報導了一位澳洲男子,不知道大家有沒有留意新聞,Jerry Baden Clay,他被判謀殺妻子罪名成立。
[00:16:37.000 --> 00:16:45.000]  其實在最近的新聞報導裏面我們發覺到原來澳洲平均每年有七十多個老婆被殺。
[00:16:45.000 --> 00:17:01.000]  在《針研》十五章二十七節還有一個忠告:貪圖不義之才,危害家室,拒絕賄賂,得享長壽。
[00:17:01.000 --> 00:17:13.000]  我相信不信耶穌的人會比較容易貪不義之才,中國大陸有很多貪官,
[00:17:13.000 --> 00:17:29.000]  其中一個原因可能是因為他們沒有信耶穌,不信上帝的人,不信將來會有審判,於是全心僥倖,只要自己不要被抓到就可以了,容易腐化貪污。
[00:17:29.000 --> 00:17:45.000]  講過如何貪污之後,我們講講如何經營家庭,結婚之後怎樣做呢?一對信徒結婚之後其實都要努力同心建造家庭,才會有幸福的家庭。
[00:17:45.000 --> 00:18:00.000]  在《針研》五至七章有很多經文都提到男士要小心提防色情誘惑,其中五章十八至二十節提醒丈夫,
[00:18:00.000 --> 00:18:23.000]  你要以自己的妻子為滿足,要跟你所娶的女子同享快樂,她瘦麗可愛像母鹿,她的苦味使你喜悅,她的愛情使你陶醉,年輕人為什麼迷戀別的女人,為什麼傾心於別人的妻子?
[00:18:23.000 --> 00:18:45.000]  有一個網站對一些要上班的男士有五點實際的忠告,其中有些對任何已婚的男士都有幫助,給大家參考一下。
[00:18:45.000 --> 00:19:07.000]  第一,不要隨便脫下手上的結婚戒指,除了特殊情況之外,男士不必要脫下手上的結婚戒指,這個婚姻記號可能會令一些正經的女子遠離你,不會誘惑你。
[00:19:07.000 --> 00:19:27.000]  第二,在辦公桌上放家庭照片,這是有智慧已婚的丈夫會做的事,向同事展示你有可愛的兒女和幸福的妻子的笑容,而且經常換一下,不要一張放很久。
[00:19:27.000 --> 00:19:40.000]  有兩個好處,一是提醒你要愛你的家人,二是讓你周圍的人都知道你有一個美滿的家庭,不容易被第三者介入。
[00:19:40.000 --> 00:20:04.000]  第三,不要定睛看美女,我記得有位輔導員曾經說過,看和見是有分別的,見是比較被動的,有影像傳入我們的視覺,我們自然會見到,但假如我們留心去看美女,我們的思想就會容易走火入魔,
[00:20:04.000 --> 00:20:15.000]  所以我們見到美女的時候,最好盡快將你的眼睛轉向你手上的結婚戒指,或者桌上的照片。
[00:20:15.000 --> 00:20:43.000]  第四,保持談話的智慧,如果有一位漂亮的女同事一起工作,無可避免要跟她說話,但是說話的態度是決定性的,你應該選擇一些言簡意賀的說話,大專業性的說話來說話,並且圍繞該說的話的主題去說,不要說太多閒話。
[00:20:43.000 --> 00:21:03.000]  第五,經常談及你的太太和家庭,除了上帝以外,你的家庭應該是你的生命裡面的首位,最重要的東西,最好每天都簡單提一下你那位漂亮的太太。
[00:21:03.000 --> 00:21:25.000]  妻子又應該做些什麼呢?剛才我們看過《針研》十四章一至,它說「賢慧的女子建立家室」,賢慧就是智慧,智慧的婦人除了主持家務之外,我認為她也要注意儀容,不要一結婚之後就變成黃臉婆。
[00:21:25.000 --> 00:21:44.000]  剛才我們引用過《針研》五章十八至二十節,教授丈夫要以自己的妻子為滿足,姐妹們都應該幫助丈夫,要保持自己秀麗可愛,用你的苦味使丈夫喜悅,你的愛情使丈夫陶醉。
[00:21:44.000 --> 00:22:03.000]  如果是這樣的話,一位敬畏主的丈夫應該不會那麼容易墮入色情陷阱,家庭建立在智慧和諒解的基礎上,彼此諒解就一定要時時聊天。
[00:22:03.000 --> 00:22:25.000]  兩個星期前,我講過智慧人的言語,其實對促進夫婦關係也是非常有幫助的,或者要和大家再溫習一下,智慧人的言語要注意六方面,用英文字「Breath」呼吸的字來講。
[00:22:25.000 --> 00:22:36.000]  第一「Both Lord」講話不要自誇,如果我記得前書十三章都有講到,愛是不自誇的。
[00:22:36.000 --> 00:22:43.000]  「R」等於Restrain,要善於約束。
[00:22:43.000 --> 00:22:55.000]  「E」Eastward thought,不要講謠言,也不要聽謠言,如果有人問丈夫在外面有什麼,你要小心聽。
[00:22:55.000 --> 00:23:05.000]  「A」就是Appropriate,合宜的說話,要講合宜的說話。
[00:23:05.000 --> 00:23:08.000]  「T」是Thoughtful,心思熟慮的說話。
[00:23:08.000 --> 00:23:13.000]  「H」是Honest,誠懇真實的說話。
[00:23:13.000 --> 00:23:25.000]  我還記得有幾句話是教導夫妻如何學習約束和講合宜的話,和大家分享一下。
[00:23:25.000 --> 00:23:52.000]  「自己有錯就認低威,自己無錯就唔好提,小談多讚多啲鼓勵,關係第一要常傾密解,大小事情唔使咁巴閉,認定一家之主係上帝。」
[00:23:52.000 --> 00:24:06.000]  懷孕的男士很難說「對不起,我錯了」,所以一開始就教我們要認低威,即是我們要時時說「對不起」。
[00:24:06.000 --> 00:24:15.000]  雖然夫妻之間要常傾密解,但都要找合適的時間和善於約束。
[00:24:15.000 --> 00:24:29.000]  「愚蠢的兒子是父親的災禍,爭吵的妻子將雨滴滴漏不停。」
[00:24:29.000 --> 00:24:46.000]  如果丈夫剛剛下班回家,聰明的妻子最好先讓丈夫休息一下,吃了晚飯之後再談,不要捉住他,一進門口就開始談。
[00:24:46.000 --> 00:24:51.000]  如果太囉嗦的話,很容易影響夫婦關係。
[00:24:51.000 --> 00:24:56.000]  最後我想總結一下建立幸福家庭的智慧。
[00:24:56.000 --> 00:25:05.000]  我們要認定家庭是上帝的設計,夫子真是男大當婚,女大當嫁。
[00:25:05.000 --> 00:25:13.000]  做父母的要早日為子女的配偶祈禱,求上帝祝福預備。
[00:25:13.000 --> 00:25:25.000]  找丈夫或妻子最重要的是找敬畏上主的人,以上帝做一家之主,按照上帝的心意去建造家庭。
[00:25:25.000 --> 00:25:39.000]  夫妻之間要學習有很好的交通,溝通,才能夠彼此諒解,增進了解,彼此扶持同心去建立一個幸福的家庭。
[00:25:39.000 --> 00:25:55.000]  真是天父,我們感謝祢,讓我們明白家庭是祢的設計,求祢幫助我們有智慧的來建立自己的家庭,直到家庭能夠榮耀祢,奉耶穌基督的名祈禱,阿門。
