
[00:00:00.000 --> 00:00:08.000]  今天的講題叫做「為神擺上的子民」
[00:02:12.000 --> 00:02:14.000]  敬畏神過於重人
[00:02:14.000 --> 00:02:16.000]  我對他們說
[00:02:16.000 --> 00:02:21.000]  等到太陽熱的時候才可開耶路撒冷的城門
[00:02:21.000 --> 00:02:23.000]  要派耶路撒冷的居民
[00:02:23.000 --> 00:02:28.000]  按國安班次在自己房屋的前面站崗
[00:02:28.000 --> 00:02:31.000]  他們還在站崗的時候
[00:02:31.000 --> 00:02:34.000]  就要關門上山
[00:02:34.000 --> 00:02:37.000]  城又闊又大
[00:02:37.000 --> 00:02:40.000]  城中的百姓卻稀少
[00:02:40.000 --> 00:02:43.000]  房屋也還沒有建造
[00:02:43.000 --> 00:02:45.000]  我的神感動我的心
[00:02:45.000 --> 00:02:49.000]  我就召集貴族、官長和百姓
[00:02:49.000 --> 00:02:51.000]  要登記家譜
[00:02:51.000 --> 00:02:54.000]  我找到第一次上來之人的家譜
[00:02:54.000 --> 00:02:56.000]  發現上面寫著
[00:02:56.000 --> 00:02:59.000]  這些是從秘魯之地上來的省民
[00:02:59.000 --> 00:03:03.000]  巴比倫王尼布、甲尼撒把他們擄去
[00:03:03.000 --> 00:03:06.000]  他們重返耶路撒冷和猶大
[00:03:06.000 --> 00:03:08.000]  各歸本城
[00:03:08.000 --> 00:03:13.000]  他們是同索羅巴伯、耶穌亞、利希米、
[00:03:13.000 --> 00:03:18.000]  阿薩利亞、拉米、哈拿尼亞、
[00:03:18.000 --> 00:03:23.000]  哈拿尼、末底改、必山、米斯比列、
[00:03:23.000 --> 00:03:27.000]  比格、雅韻、尼韻
[00:03:27.000 --> 00:03:29.000]  巴拿一起回來的
[00:03:29.000 --> 00:03:32.000]  以色列百姓的人數如下
[00:03:32.000 --> 00:03:38.000]  百六的子孫二千一百二十七人
[00:04:02.000 --> 00:04:05.000]  主我們今天都看到
[00:04:05.000 --> 00:04:12.000]  由以色列的建立到他們亡國到回歸
[00:04:12.000 --> 00:04:15.000]  讓我們看到神理的作為
[00:04:15.000 --> 00:04:18.000]  看到人的軟弱
[00:04:18.000 --> 00:04:21.000]  主求您幫助我們
[00:04:21.000 --> 00:04:23.000]  歷代有很多人為您擺上
[00:04:23.000 --> 00:04:29.000]  也有很多人將您忘記撇下
[00:04:29.000 --> 00:04:33.000]  主求您今天從這個經文給我們看到
[00:04:33.000 --> 00:04:39.000]  什麼是我們人生最重要的焦點
[00:04:39.000 --> 00:04:44.000]  什麼是能夠推動我們為您擺上
[00:04:44.000 --> 00:04:47.000]  我們生命有什麼最重要
[00:04:47.000 --> 00:04:49.000]  求主藉著這段聖經
[00:04:49.000 --> 00:04:53.000]  給我們得到提醒和教導
[00:04:53.000 --> 00:04:54.000]  多謝主聽我們祈禱
[00:04:54.000 --> 00:04:56.000]  奉耶穌基督的聖名
[00:04:56.000 --> 00:04:59.000]  下門
[00:04:59.000 --> 00:05:02.000]  看回歸的經文
[00:05:02.000 --> 00:05:06.000]  大家很容易就會想到一個切身
[00:05:06.000 --> 00:05:11.000]  和我們現代人生活有關的課題
[00:05:11.000 --> 00:05:15.000]  就是有什麼可以從頭再來
[00:05:15.000 --> 00:05:19.000]  假如我有機會從頭再來
[00:05:19.000 --> 00:05:21.000]  不知道你有沒有一些經歷
[00:05:21.000 --> 00:05:23.000]  做了一些決定
[00:05:23.000 --> 00:05:25.000]  做錯了
[00:05:25.000 --> 00:05:28.000]  我記得我有一位朋友
[00:05:28.000 --> 00:05:31.000]  1997年結婚
[00:05:31.000 --> 00:05:36.000]  他覺得結婚應該要買樓
[00:05:36.000 --> 00:05:39.000]  所以1997年最高峰的時候
[00:05:39.000 --> 00:05:43.000]  他買了一層樓
[00:05:43.000 --> 00:05:45.000]  之後他很後悔
[00:05:45.000 --> 00:05:49.000]  他說假如我去沙士那年買樓
[00:05:49.000 --> 00:05:52.000]  就最好了
[00:05:52.000 --> 00:05:54.000]  我認識一個肢體
[00:05:54.000 --> 00:05:56.000]  他在沙士的時候
[00:05:56.000 --> 00:06:00.000]  賣了不止一層 賣了兩層
[00:06:00.000 --> 00:06:02.000]  在很低價的日子
[00:06:02.000 --> 00:06:03.000]  對香港人來說
[00:06:03.000 --> 00:06:05.000]  買樓是其中一樣東西
[00:06:05.000 --> 00:06:07.000]  早知道
[00:06:07.000 --> 00:06:11.000]  我不在那時候做了這個決定就好了
[00:06:11.000 --> 00:06:15.000]  我不知道你有什麼人生裡遇過
[00:06:15.000 --> 00:06:18.000]  如果我沒有做錯誤
[00:06:18.000 --> 00:06:22.000]  或者沒有做到那個決定就好了
[00:06:22.000 --> 00:06:24.000]  以色列人
[00:06:24.000 --> 00:06:27.000]  他們不止一次
[00:06:27.000 --> 00:06:31.000]  是很多次背棄神
[00:06:31.000 --> 00:06:35.000]  如果你讀到新明記28到30章
[00:06:35.000 --> 00:06:39.000]  神給了他們有祝福和奏作的警告
[00:06:39.000 --> 00:06:42.000]  祝福只有14節聖經
[00:06:42.000 --> 00:06:46.000]  但是警告和管教懲罰
[00:06:46.000 --> 00:06:49.000]  15到68節
[00:06:49.000 --> 00:06:50.000]  很長的
[00:06:50.000 --> 00:06:55.000]  有人問為什麼神說祝福14節
[00:06:55.000 --> 00:06:57.000]  那麼少
[00:06:57.000 --> 00:07:00.000]  後面說節奏奏作那些
[00:07:00.000 --> 00:07:01.000]  50多節
[00:07:01.000 --> 00:07:05.000]  神是不是很惡 很嚴厲
[00:07:05.000 --> 00:07:08.000]  其實不是
[00:07:08.000 --> 00:07:12.000]  神是14節祝福的經文裡面
[00:07:12.000 --> 00:07:16.000]  已經用幾句的經文說
[00:07:16.000 --> 00:07:20.000]  祂要將以色列人升到很高很高
[00:07:20.000 --> 00:07:24.000]  得著很大的福氣
[00:07:24.000 --> 00:07:27.000]  不用慢慢升上去
[00:07:27.000 --> 00:07:32.000]  但是管教經文就是從高處掉下來
[00:07:32.000 --> 00:07:35.000]  神可以一開始就將它取代
[00:07:35.000 --> 00:07:38.000]  一開始就將它掃下來
[00:07:38.000 --> 00:07:40.000]  神是一路管教
[00:07:40.000 --> 00:07:44.000]  又再管教 又再管教 又再管教
[00:07:44.000 --> 00:07:46.000]  是很多次
[00:07:46.000 --> 00:07:48.000]  好像一個學生的缺點
[00:07:48.000 --> 00:07:50.000]  小個子大個子
[00:07:50.000 --> 00:07:52.000]  一路給機會
[00:07:52.000 --> 00:07:55.000]  直到他壞到很壞
[00:07:55.000 --> 00:07:58.000]  神就踢了他出校
[00:07:58.000 --> 00:08:01.000]  所以很長的管教
[00:08:01.000 --> 00:08:05.000]  或者懲罰的聖經
[00:08:05.000 --> 00:08:07.000]  以色列人知道
[00:08:07.000 --> 00:08:10.000]  但是今天他們可以回來
[00:08:10.000 --> 00:08:13.000]  有重新來過的機會
[00:08:13.000 --> 00:08:16.000]  我記得我以前中學
[00:08:16.000 --> 00:08:17.000]  有一段時間
[00:08:17.000 --> 00:08:19.000]  我是一個很黑白
[00:08:19.000 --> 00:08:21.000]  脾氣很直的人
[00:08:21.000 --> 00:08:23.000]  有一個早上約了一個
[00:08:23.000 --> 00:08:25.000]  坐在我旁邊的同學
[00:08:25.000 --> 00:08:29.000]  早上七點鐘跑步
[00:08:29.000 --> 00:08:31.000]  他住在慈雲山
[00:08:31.000 --> 00:08:32.000]  我住在觀塘
[00:08:32.000 --> 00:08:34.000]  在觀塘上學
[00:08:34.000 --> 00:08:36.000]  他六點多起床
[00:08:36.000 --> 00:08:38.000]  來到我家七點
[00:08:38.000 --> 00:08:41.000]  我還沒睡醒 他拍門
[00:08:41.000 --> 00:08:43.000]  我不願意起床
[00:08:43.000 --> 00:08:45.000]  很累 今天不跑了
[00:08:45.000 --> 00:08:47.000]  他就很生氣
[00:08:47.000 --> 00:08:50.000]  我就衝口而出
[00:08:50.000 --> 00:08:52.000]  贈了他兩句
[00:08:52.000 --> 00:08:55.000]  很差的態度
[00:08:55.000 --> 00:08:58.000]  他就氣我走了
[00:08:58.000 --> 00:09:02.000]  我就覺得很睏
[00:09:02.000 --> 00:09:04.000]  後來我就很後悔
[00:09:04.000 --> 00:09:06.000]  我說了一些很晦氣
[00:09:06.000 --> 00:09:11.000]  少年人的說話
[00:09:11.000 --> 00:09:14.000]  我也覺得為什麼我這麼差
[00:09:14.000 --> 00:09:17.000]  我後來很後悔
[00:09:17.000 --> 00:09:19.000]  那天我還沒信主
[00:09:19.000 --> 00:09:22.000]  我回學校見了同學
[00:09:22.000 --> 00:09:23.000]  我就向他道歉
[00:09:23.000 --> 00:09:25.000]  他氣了我很久
[00:09:25.000 --> 00:09:27.000]  那次我是其中人生
[00:09:27.000 --> 00:09:29.000]  其中一個我覺得
[00:09:29.000 --> 00:09:32.000]  為什麼我會說這麼差的事
[00:09:32.000 --> 00:09:36.000]  有些節目你人生沒試過
[00:09:36.000 --> 00:09:37.000]  做錯了決定
[00:09:37.000 --> 00:09:42.000]  但是有機會從頭再來
[00:09:42.000 --> 00:09:45.000]  有幾段聖經我想大家看看
[00:09:45.000 --> 00:09:48.000]  當以色列人聽到
[00:09:48.000 --> 00:09:50.000]  他們可以從頭再來
[00:09:50.000 --> 00:09:52.000]  聖經怎麼說
[00:09:52.000 --> 00:09:55.000]  錫安這個地方
[00:09:55.000 --> 00:09:57.000]  神的城 聖城
[00:09:57.000 --> 00:09:59.000]  神是怎麼看重
[00:09:59.000 --> 00:10:00.000]  為什麼以色列人
[00:10:00.000 --> 00:10:02.000]  這麼願意回去
[00:10:02.000 --> 00:10:04.000]  這麼肯為神擺上
[00:10:04.000 --> 00:10:05.000]  在輔導經文
[00:10:05.000 --> 00:10:08.000]  我請大家幫我讀
[00:10:08.000 --> 00:10:13.000]  詩篇137 第1節 第5 第6
[00:10:13.000 --> 00:10:14.000]  這三節一起讀
[00:10:14.000 --> 00:10:15.000]  預備起
[00:10:15.000 --> 00:10:18.000]  我們在巴比倫河邊
[00:10:18.000 --> 00:10:19.000]  坐在那裡
[00:10:19.000 --> 00:10:22.000]  追上錫安就哭了
[00:10:22.000 --> 00:10:23.000]  耶路撒冷啊
[00:10:23.000 --> 00:10:25.000]  我若忘記你
[00:10:25.000 --> 00:10:27.000]  寧願我的右手枯萎
[00:10:27.000 --> 00:10:29.000]  我若不記得你
[00:10:29.000 --> 00:10:32.000]  不看你過於我最喜樂的
[00:10:32.000 --> 00:10:38.000]  寧願我的舌頭貼於上堂
[00:10:38.000 --> 00:10:41.000]  這裡有首英文歌
[00:10:41.000 --> 00:10:45.000]  叫 River of Babylon
[00:10:45.000 --> 00:10:46.000]  我小時候聽這首歌
[00:10:46.000 --> 00:10:48.000]  覺得這首歌很跳躍
[00:10:48.000 --> 00:10:50.000]  好像很開心
[00:10:50.000 --> 00:10:51.000]  長大了原來
[00:10:51.000 --> 00:10:54.000]  原來這首歌是一個很傷感
[00:10:54.000 --> 00:10:56.000]  詩篇137 第1節
[00:10:56.000 --> 00:11:01.000]  我坐在巴比倫庇魯那裡的人身邊
[00:11:01.000 --> 00:11:04.000]  我想起錫安
[00:11:04.000 --> 00:11:07.000]  我就哀哭
[00:11:07.000 --> 00:11:08.000]  我就哭
[00:11:08.000 --> 00:11:10.000]  聽姐妹
[00:11:10.000 --> 00:11:13.000]  有沒有去到哪些地方
[00:11:13.000 --> 00:11:15.000]  或者想起看到一些照片
[00:11:15.000 --> 00:11:17.000]  看到一些人
[00:11:17.000 --> 00:11:19.000]  你看到
[00:11:19.000 --> 00:11:22.000]  想起你就哭
[00:11:22.000 --> 00:11:27.000]  對於錫安來說是亡國
[00:11:27.000 --> 00:11:29.000]  今天
[00:11:29.000 --> 00:11:31.000]  如果我讀四個英文字母
[00:11:31.000 --> 00:11:32.000]  不知道你知不知道
[00:11:32.000 --> 00:11:33.000]  這個字是什麼意思
[00:11:33.000 --> 00:11:38.000]  KYIV
[00:11:38.000 --> 00:11:40.000]  基夫
[00:11:40.000 --> 00:11:42.000]  就是烏克蘭
[00:11:42.000 --> 00:11:46.000]  炸到熔融爛爛的首都基夫
[00:11:46.000 --> 00:11:48.000]  我們認識這個城市很簡單
[00:11:48.000 --> 00:11:49.810]  歐洲有隊球隊叫「姬富大拿毛」
[00:11:49.810 --> 00:11:51.810]  有幾隊球隊叫「姬富麥」
[00:11:51.810 --> 00:11:57.810]  原來「姬富」在歷史上是一個很出名的古城
[00:11:57.810 --> 00:12:00.810]  但是今天打到爛了
[00:12:00.810 --> 00:12:05.810]  你想想烏克蘭的人民想在「姬富」有什麼感受
[00:12:05.810 --> 00:12:07.810]  還能不能回去呢?
[00:12:07.810 --> 00:12:09.810]  回去後可以怎樣生活呢?
[00:12:09.810 --> 00:12:13.810]  一個戰爭的地方
[00:12:14.810 --> 00:12:17.810]  幾百萬人離開了
[00:12:17.810 --> 00:12:21.810]  很多人去了波蘭
[00:12:21.810 --> 00:12:23.810]  隔壁的舒洛伐克
[00:12:23.810 --> 00:12:25.810]  很多人離開了
[00:12:25.810 --> 00:12:27.810]  大頂之門
[00:12:27.810 --> 00:12:30.810]  這裡說以色列人亡國之後
[00:12:30.810 --> 00:12:31.810]  他坐在巴比倫河邊
[00:12:31.810 --> 00:12:33.810]  這裡的經文沒有列出來
[00:12:33.810 --> 00:12:34.810]  第二第三節他說
[00:12:34.810 --> 00:12:37.810]  那些避老的地方的巴比倫人
[00:12:37.810 --> 00:12:41.810]  他說你不如唱首石安的歌給我聽
[00:12:41.810 --> 00:12:46.810]  他說我怎麼可以在那裡唱石安歡笑的歌呢?
[00:12:46.810 --> 00:12:47.810]  不行
[00:12:47.810 --> 00:12:49.810]  第五節說
[00:12:49.810 --> 00:12:51.810]  如果我忘記耶路撒冷
[00:12:51.810 --> 00:12:54.810]  情願我的右手枯乾
[00:12:54.810 --> 00:13:00.810]  如果我忘記了我手上的技能
[00:13:00.810 --> 00:13:04.810]  很多東西你假字都是
[00:13:04.810 --> 00:13:07.810]  有時候你下意識就已經假了一個字
[00:13:07.810 --> 00:13:10.810]  有很多做事的技能
[00:13:11.810 --> 00:13:13.810]  你是不會不記得的
[00:13:13.810 --> 00:13:17.810]  不知道有什麼可以形容
[00:13:17.810 --> 00:13:20.810]  但我覺得這個形容很貼切
[00:13:20.810 --> 00:13:23.810]  對以色列人來說
[00:13:23.810 --> 00:13:25.810]  能夠回到
[00:13:25.810 --> 00:13:28.810]  雖然是一個荒涼的耶路撒冷
[00:13:28.810 --> 00:13:30.810]  也是很難得
[00:13:30.810 --> 00:13:32.810]  你知道過了多少年
[00:13:32.810 --> 00:13:34.810]  他們可以重建
[00:13:34.810 --> 00:13:40.810]  由公元前536年他們第一次回歸
[00:13:40.810 --> 00:13:43.810]  其實是公元606年
[00:13:43.810 --> 00:13:46.810]  他們已經是第一批避老
[00:13:46.810 --> 00:13:48.810]  586年
[00:13:48.810 --> 00:13:51.810]  聖殿被毀城牆被焚燒
[00:13:51.810 --> 00:13:54.810]  主前536年
[00:13:54.810 --> 00:13:56.810]  直到這一天
[00:13:56.810 --> 00:13:59.810]  主前444年
[00:13:59.810 --> 00:14:02.810]  一共過了九十多年
[00:14:02.810 --> 00:14:04.810]  由第一次回歸
[00:14:04.810 --> 00:14:06.810]  但是他們這些以色列人
[00:14:06.810 --> 00:14:09.810]  他們回去唱什麼歌呢?
[00:14:09.810 --> 00:14:11.810]  他們以前朝聖
[00:14:11.810 --> 00:14:13.810]  唱《上行之詩》
[00:14:13.810 --> 00:14:15.810]  有幾段聖經我想大家看看
[00:14:15.810 --> 00:14:17.810]  是詩篇的
[00:14:17.810 --> 00:14:21.810]  84篇第5節
[00:14:21.810 --> 00:14:24.810]  請讀
[00:14:24.810 --> 00:14:25.810]  靠你有力量
[00:14:25.810 --> 00:14:28.810]  心中嚮往石安大道的
[00:14:28.810 --> 00:14:30.810]  這人有福了
[00:14:30.810 --> 00:14:31.810]  是
[00:14:31.810 --> 00:14:32.810]  靠神有力量
[00:14:32.810 --> 00:14:35.810]  心中嚮往石安大道的
[00:14:35.810 --> 00:14:37.810]  這個人有福
[00:14:37.810 --> 00:14:43.810]  石安就是神的王大衛所設立
[00:14:43.810 --> 00:14:45.810]  擺聖殿在那裡的城
[00:14:45.810 --> 00:14:47.810]  一個神與人同在
[00:14:47.810 --> 00:14:49.810]  神與以色列人同在的城
[00:14:49.810 --> 00:14:52.810]  也可以稱為耶路撒冷城
[00:14:52.810 --> 00:14:55.810]  心中嚮往石安
[00:14:55.810 --> 00:14:57.810]  84篇後面還有說
[00:14:57.810 --> 00:15:01.810]  寧願在神的殿門口做看門那個
[00:15:01.810 --> 00:15:04.810]  聖過在別的皇宮裡面住
[00:15:04.810 --> 00:15:07.810]  這個形容很特別
[00:15:07.810 --> 00:15:09.810]  我們看撒加利亞書
[00:15:09.810 --> 00:15:12.810]  撒加利亞書2章10節
[00:15:12.810 --> 00:15:15.810]  還有8章的第2、第3節
[00:15:15.810 --> 00:15:17.810]  這3節一起讀完
[00:15:17.810 --> 00:15:20.810]  2章10節先預備起
[00:15:20.810 --> 00:15:21.810]  耶和華說:
[00:15:21.810 --> 00:15:24.810]  石安,應當歡樂過場
[00:15:24.810 --> 00:15:26.810]  因為看,我要來
[00:15:26.810 --> 00:15:30.810]  要住在你中間
[00:15:30.810 --> 00:15:33.810]  萬鈞之耶和華如此說
[00:15:33.810 --> 00:15:35.810]  我為石安而妒忌
[00:15:35.810 --> 00:15:37.810]  大大妒忌
[00:15:37.810 --> 00:15:40.810]  我為了他妒忌而大發烈怒
[00:15:40.810 --> 00:15:42.810]  耶和華如此說
[00:15:42.810 --> 00:15:44.810]  我要回到石安
[00:15:44.810 --> 00:15:46.810]  住在耶路撒冷中間
[00:15:46.810 --> 00:15:49.810]  耶路撒冷必稱為忠誠的城
[00:15:49.810 --> 00:15:51.810]  萬鈞之耶和華的山
[00:15:51.810 --> 00:15:53.810]  必稱為聖山
[00:15:53.810 --> 00:15:55.810]  撒加利亞在當時
[00:15:55.810 --> 00:15:57.810]  與以色列
[00:15:57.810 --> 00:16:01.810]  與第一代回去的猶太人的先知
[00:16:01.810 --> 00:16:03.810]  在第2章和第8章
[00:16:03.810 --> 00:16:06.810]  他都說,神要為他們大發熱心
[00:16:06.810 --> 00:16:09.810]  神直接有一個嫉妒
[00:16:09.810 --> 00:16:11.810]  他們轉離開了
[00:16:11.810 --> 00:16:14.810]  就好像一個妻子背棄了丈夫
[00:16:14.810 --> 00:16:17.810]  丈夫嫉妒到飛起
[00:16:17.810 --> 00:16:23.810]  但如今這個妻子願意迴轉悔改
[00:16:23.810 --> 00:16:26.810]  她願意破鏡重圓
[00:16:26.810 --> 00:16:28.810]  這段經文說
[00:16:28.810 --> 00:16:31.810]  以色列人對石安的感情
[00:16:31.810 --> 00:16:33.810]  神竟然願意回來
[00:16:33.810 --> 00:16:37.810]  重新住在石安裡
[00:16:37.810 --> 00:16:39.810]  回到前面的部分
[00:16:39.810 --> 00:16:41.810]  我們讀詩篇87篇第2節
[00:16:41.810 --> 00:16:43.810]  一個很有趣的聖經
[00:16:43.810 --> 00:16:45.810]  87篇第1和2節
[00:16:45.810 --> 00:16:47.810]  預備起
[00:16:47.810 --> 00:16:49.810]  耶和華所立的根基
[00:16:49.810 --> 00:16:51.810]  在聖山上
[00:16:51.810 --> 00:16:53.810]  耶和華愛石安的門
[00:16:53.810 --> 00:16:56.810]  勝於愛雅各一切的住處
[00:16:56.810 --> 00:17:01.810]  神將根基立在聖山
[00:17:01.810 --> 00:17:03.810]  即是石安山上
[00:17:03.810 --> 00:17:06.810]  很有趣,神愛石安的門
[00:17:06.810 --> 00:17:11.810]  勝過雅各一切的住處
[00:17:11.810 --> 00:17:19.810]  一個門口比整個迦南地都勝過
[00:17:19.810 --> 00:17:22.810]  神愛石安的門口
[00:17:22.810 --> 00:17:24.810]  多麼特別
[00:17:24.810 --> 00:17:27.810]  所以你們有讀詩篇
[00:17:27.810 --> 00:17:29.810]  有讀到撒加利亞
[00:17:29.810 --> 00:17:31.810]  對以色列人說的預言
[00:17:31.810 --> 00:17:34.810]  神是承諾會回去
[00:17:34.810 --> 00:17:37.810]  與以色列人同住
[00:17:37.810 --> 00:17:39.810]  回歸神的呼召
[00:17:39.810 --> 00:17:41.810]  第一代回去的人
[00:17:41.810 --> 00:17:45.810]  一路536到444
[00:17:45.810 --> 00:17:48.810]  一路過了92年左右
[00:17:48.810 --> 00:17:51.810]  但是距離耶路撒冷庇位
[00:17:51.810 --> 00:17:54.810]  距離撒冷庇位過了142年
[00:17:54.810 --> 00:17:57.810]  距離第一批被擄的人
[00:17:57.810 --> 00:18:00.810]  距離了160多年
[00:18:00.810 --> 00:18:06.810]  但是多少天建好了城牆
[00:18:06.810 --> 00:18:10.810]  52天
[00:18:10.810 --> 00:18:13.810]  可能建城牆一個工程
[00:18:13.810 --> 00:18:15.810]  計算要建多久
[00:18:15.810 --> 00:18:19.810]  但重點不是工程要多久
[00:18:19.810 --> 00:18:21.810]  在種種的限制之下
[00:18:21.810 --> 00:18:24.810]  可以用52天建好
[00:18:24.810 --> 00:18:27.810]  今天耶路撒冷聖殿山上
[00:18:27.810 --> 00:18:29.810]  有個清真寺
[00:18:29.810 --> 00:18:31.810]  那些人去以色列旅行都會問
[00:18:31.810 --> 00:18:35.810]  什麼時候猶太人會建聖殿
[00:18:35.810 --> 00:18:37.810]  猶太人的聖殿在那裡呢
[00:18:37.810 --> 00:18:40.810]  那建聖殿難不難呢
[00:18:40.810 --> 00:18:42.810]  不太大
[00:18:42.810 --> 00:18:45.810]  聽說一個月內就一定建好
[00:18:45.810 --> 00:18:48.810]  但是萬事俱備只欠一塊地
[00:18:48.810 --> 00:18:51.810]  他們暫時都不敢動
[00:18:51.810 --> 00:18:53.810]  什麼時候想得通
[00:18:53.810 --> 00:18:55.810]  有個空間
[00:18:55.810 --> 00:18:58.810]  他們建得到很快就建得到
[00:18:58.810 --> 00:19:03.810]  難度不是在工程技術性的問題
[00:19:03.810 --> 00:19:05.810]  難度是在人心
[00:19:05.810 --> 00:19:08.810]  周圍很多敵人的阻礙
[00:19:08.810 --> 00:19:10.810]  但是過了一百多年
[00:19:10.810 --> 00:19:12.810]  如果只是第一批回歸的人
[00:19:12.810 --> 00:19:14.810]  一直做
[00:19:14.810 --> 00:19:18.810]  過了差不多二十年才建好聖殿
[00:19:18.810 --> 00:19:21.810]  再過了七十多年
[00:19:21.810 --> 00:19:23.810]  他們才建好城牆
[00:19:23.810 --> 00:19:26.810]  我們讀尼希米基料第七章
[00:19:26.810 --> 00:19:28.810]  剛剛是一個轉捩點
[00:19:28.810 --> 00:19:30.810]  上次講到六章尾
[00:19:30.810 --> 00:19:32.810]  六章十五十六節
[00:19:32.810 --> 00:19:37.810]  就是講到城牆員工修補好了
[00:19:37.810 --> 00:19:39.810]  很有趣的意思
[00:19:39.810 --> 00:19:40.810]  又是六章十五十六節
[00:19:40.810 --> 00:19:42.810]  就是聖殿建好了
[00:19:42.810 --> 00:19:45.810]  但是這章節後人加上去就是這麼巧
[00:19:45.810 --> 00:19:47.810]  以色拉的六章尾
[00:19:47.810 --> 00:19:49.810]  聖殿建好了獻殿
[00:19:49.810 --> 00:19:51.810]  來到這裡
[00:19:51.810 --> 00:19:53.810]  尼希米的六章尾
[00:19:53.810 --> 00:19:54.810]  聖殿建好了
[00:19:54.810 --> 00:19:56.810]  但是建好了是不是立刻
[00:19:56.810 --> 00:19:57.810]  搞慶祝呢
[00:19:57.810 --> 00:19:59.810]  不是啊
[00:19:59.810 --> 00:20:01.810]  由第七章到第十章尾
[00:20:01.810 --> 00:20:05.810]  才有個遊行慶祝聖城的起
[00:20:05.810 --> 00:20:07.810]  你看到
[00:20:07.810 --> 00:20:10.810]  就是說原來建好城牆還不夠
[00:20:10.810 --> 00:20:12.810]  我們再讀一讀
[00:20:12.810 --> 00:20:15.810]  七章的第一和第二節
[00:20:15.810 --> 00:20:17.810]  第一和第二節
[00:20:17.810 --> 00:20:19.810]  城牆修完
[00:20:19.810 --> 00:20:21.810]  我按了門線
[00:20:21.810 --> 00:20:23.810]  門口的守衛
[00:20:23.810 --> 00:20:26.810]  歌唱的和利美人都已派定
[00:20:26.810 --> 00:20:29.810]  我吩咐我的兄弟
[00:20:29.810 --> 00:20:31.810]  哈拿尼和城堡的官長
[00:20:31.810 --> 00:20:34.810]  哈拿尼亞管理耶路撒冷
[00:20:34.810 --> 00:20:37.810]  因為哈拿尼亞是一個忠信的人
[00:20:37.810 --> 00:20:40.810]  敬畏神過於眾人
[00:20:40.810 --> 00:20:42.810]  還有第三節
[00:20:42.810 --> 00:20:44.810]  我對他們說
[00:20:44.810 --> 00:20:47.810]  等到太陽熱的時候才可以
[00:20:47.810 --> 00:20:49.810]  開耶路撒冷的城門
[00:20:49.810 --> 00:20:52.810]  要派耶路撒冷的居民
[00:20:52.810 --> 00:20:56.810]  各按班次在自己房屋的前面站崗
[00:20:56.810 --> 00:20:58.810]  他們還在站崗的時候
[00:20:58.810 --> 00:21:02.810]  就要關門上山
[00:21:02.810 --> 00:21:07.810]  以色列民對石安的心情
[00:21:07.810 --> 00:21:12.810]  你可以從剛才的詩篇和撒加利亞書裡面的預言看到
[00:21:12.810 --> 00:21:16.810]  石安對他們來說是多麼寶貴的東西
[00:21:16.810 --> 00:21:20.810]  他重新建立自己的聖殿
[00:21:20.810 --> 00:21:22.810]  自己的聖城
[00:21:22.810 --> 00:21:23.810]  換句話說
[00:21:23.810 --> 00:21:26.810]  他在神面前的屬靈的身份
[00:21:26.810 --> 00:21:29.810]  在地上作祭司的角度的身份
[00:21:29.810 --> 00:21:32.810]  他可以重新再來過
[00:21:32.810 --> 00:21:34.810]  你知道沒有了聖殿
