
[00:00:00.000 --> 00:00:03.720]  這段經文的十一節到二十二節
[00:01:35.480 --> 00:01:37.480]  能夠有真正的和好
[00:01:37.480 --> 00:01:38.920]  真正的復和
[00:01:38.920 --> 00:01:40.360]  真正的平安
[00:01:40.360 --> 00:01:41.800]  真正的和平
[00:01:41.800 --> 00:01:42.960]  在講到之前
[00:01:42.960 --> 00:01:44.960]  讓我們一起同心同意
[00:01:44.960 --> 00:01:48.120]  親愛的阿爸父
[00:01:48.120 --> 00:01:49.920]  我們來到你面前
[00:01:49.920 --> 00:01:53.600]  求你以聖靈親自的運行
[00:01:53.600 --> 00:01:57.120]  拆毀我們心中自以為是的高牆
[00:01:57.120 --> 00:02:01.720]  粉碎我們為了防衛自己而築起的警戒線
[00:02:01.720 --> 00:02:04.680]  願祢的話語在我們裡面動工
[00:02:04.680 --> 00:02:06.480]  重塑我們的生命
[00:02:06.480 --> 00:02:07.880]  優先次序
[00:02:07.880 --> 00:02:11.040]  禱告乃奉我主耶穌基督的聖名而求
[00:02:11.040 --> 00:02:11.840]  阿們
[00:02:11.840 --> 00:02:14.240]  保羅說
[00:02:14.240 --> 00:02:17.840]  因基督使我們和睦
[00:02:17.840 --> 00:02:20.400]  將兩下合而為一
[00:02:20.400 --> 00:02:24.800]  拆毀了中間隔斷的牆
[00:02:24.800 --> 00:02:26.120]  提起牆
[00:02:26.120 --> 00:02:28.120]  我想我們大家熟悉的
[00:02:28.120 --> 00:02:30.880]  我們現在就坐在四面牆的中間
[00:02:30.880 --> 00:02:33.440]  牆幫助了我們
[00:02:33.440 --> 00:02:36.720]  和外面炎熱的天氣隔斷了
[00:02:36.720 --> 00:02:40.320]  牆保護了我們很多的家居
[00:02:40.320 --> 00:02:42.480]  甚至我們現在很熟悉的
[00:02:42.480 --> 00:02:44.320]  網絡的防火牆
[00:02:44.320 --> 00:02:47.520]  它可以過濾惡意的侵害
[00:02:47.520 --> 00:02:50.240]  心理學上的界線
[00:02:50.240 --> 00:02:54.120]  其實是能夠守護我們的情緒健康
[00:02:54.120 --> 00:02:56.120]  防止過度的消耗
[00:02:56.120 --> 00:02:58.720]  或者被情緒勒索
[00:02:58.720 --> 00:02:59.920]  在教會裡面
[00:02:59.920 --> 00:03:04.480]  我們會築起一個一個的信仰的邊界
[00:03:04.480 --> 00:03:05.880]  我們用教義
[00:03:05.880 --> 00:03:07.040]  用傳統
[00:03:07.040 --> 00:03:08.800]  用約定俗成
[00:03:08.800 --> 00:03:12.040]  劃出一塊又一塊的安全區域
[00:03:12.040 --> 00:03:16.720]  原意就是保護我們實踐信仰的純正
[00:03:16.720 --> 00:03:20.040]  讓我們在混亂分裂的世界裡面
[00:03:20.040 --> 00:03:22.960]  我們能夠在世而不屬世
[00:03:22.960 --> 00:03:24.480]  合乎中道的
[00:03:24.480 --> 00:03:26.280]  持守聖經真理
[00:03:26.280 --> 00:03:29.520]  持守那份聖潔的真愛
[00:03:29.520 --> 00:03:30.600]  然而
[00:03:30.600 --> 00:03:35.240]  這一切所有為了保護而設的屏障
[00:03:35.240 --> 00:03:38.520]  如果被過度的濫用
[00:03:38.520 --> 00:03:41.360]  它會靜悄悄的變質
[00:03:41.360 --> 00:03:44.080]  當我們習慣依賴牆的格阻
[00:03:44.080 --> 00:03:45.840]  來帶來安全感
[00:03:45.840 --> 00:03:49.280]  原本用來保護的界線
[00:03:49.280 --> 00:03:55.880]  牆就會很容易變成一個區分敵我的鐵籠
[00:03:55.880 --> 00:03:56.800]  因此
[00:03:56.800 --> 00:03:58.040]  保羅在這裡
[00:03:58.040 --> 00:03:59.240]  這段經文
[00:03:59.240 --> 00:04:02.800]  他要挑戰這種變質的囚禁
[00:04:02.800 --> 00:04:04.480]  變質的網絡
[00:04:04.480 --> 00:04:05.200]  他說
[00:04:05.200 --> 00:04:08.040]  人基督已經使我們和睦
[00:04:08.040 --> 00:04:10.440]  將兩下合而為一
[00:04:10.440 --> 00:04:15.080]  拆毀了中間間斷的牆
[00:04:15.080 --> 00:04:17.360]  中間隔斷的牆
[00:04:17.360 --> 00:04:18.920]  這個隔斷的牆
[00:04:18.920 --> 00:04:24.400]  原文是在說隔斷和尼巴
[00:04:24.400 --> 00:04:25.920]  中文四個字
[00:04:25.920 --> 00:04:28.320]  但是原文只有一個字
[00:04:28.320 --> 00:04:29.800]  而這個字
[00:04:29.800 --> 00:04:31.120]  不是比喻
[00:04:31.120 --> 00:04:32.800]  不是形容
[00:04:32.800 --> 00:04:35.120]  保羅寫這個字的時候
[00:04:35.120 --> 00:04:39.920]  他很可能在想耶路撒冷聖殿裏面
[00:04:39.920 --> 00:04:43.880]  外邦人院和聖殿內院
[00:04:43.880 --> 00:04:48.520]  中間那裏實際存在的實體圍牆
[00:04:48.520 --> 00:04:50.160]  石欄
[00:04:50.160 --> 00:04:52.920]  那裏是一道區分內外
[00:04:52.920 --> 00:04:57.960]  嚴禁外邦人越界的冰冷石欄
[00:04:57.960 --> 00:04:59.960]  這個石欄
[00:04:59.960 --> 00:05:01.040]  這個牆
[00:05:01.040 --> 00:05:05.720]  猶太人認為是守護他們的聖潔
[00:05:05.720 --> 00:05:11.360]  區分上帝子民和外邦異類的分隔牆
[00:05:11.360 --> 00:05:13.520]  所以在這幅牆上
[00:05:13.520 --> 00:05:15.120]  每隔一段距離
[00:05:15.120 --> 00:05:18.280]  就有一個牌寫著
[00:05:18.280 --> 00:05:23.320]  嚴禁外邦人進入聖殿周圍的尼巴和圍欄之內
[00:05:23.320 --> 00:05:25.880]  萬被捉拿者
[00:05:25.880 --> 00:05:28.920]  其後果自負
[00:05:28.920 --> 00:05:31.560]  死罪難逃
[00:05:31.560 --> 00:05:33.360]  你見過可以讀
[00:05:33.360 --> 00:05:35.880]  當然他不會用中文寫
[00:05:35.880 --> 00:05:40.520]  但是現在有些博物館就要收藏這些牌
[00:05:40.520 --> 00:05:42.400]  這道牆背後
[00:05:42.400 --> 00:05:48.440]  其實隱藏著猶太人一段極為沉重的創傷
[00:05:48.440 --> 00:05:50.000]  如果你看《歷代志》
[00:05:50.000 --> 00:05:51.240]  看《聶旺記》
[00:05:51.240 --> 00:05:52.680]  看《先知書》
[00:05:52.680 --> 00:05:53.840]  你就見到
[00:05:53.840 --> 00:05:57.880]  他們曾經因為信仰上的妥協和混雜
[00:05:57.880 --> 00:06:00.520]  他們因此而失去家園
[00:06:00.520 --> 00:06:02.600]  失去國家
[00:06:02.600 --> 00:06:03.520]  最後
[00:06:03.520 --> 00:06:05.920]  在慘痛經驗之後
[00:06:05.920 --> 00:06:09.120]  在他們回歸重建聖殿的時候
[00:06:09.120 --> 00:06:12.680]  他們就築起一座防線
[00:06:12.680 --> 00:06:17.560]  試圖嚴格遵守對神的忠貞
[00:06:17.560 --> 00:06:18.840]  很可惜
[00:06:18.840 --> 00:06:22.360]  這份原本出於敬畏的舉動
[00:06:22.360 --> 00:06:25.600]  最終卻讓他們將這個
[00:06:25.600 --> 00:06:29.680]  本來應該是萬國禱告的殿的入口
[00:06:29.680 --> 00:06:35.080]  就變成了一個嚴苛的排他防線
[00:06:35.080 --> 00:06:39.560]  弟兄姊妹 當你聽到這些教導的時候
[00:06:39.560 --> 00:06:43.040]  或者這一個聖經的記錄的時候
[00:06:43.040 --> 00:06:45.920]  你心裏面有什麼感覺呢
[00:06:45.920 --> 00:06:48.960]  其實這不是我們內心的寫照嗎
[00:06:48.960 --> 00:06:53.240]  這豈不是我們內心常常經歷的事情
[00:06:53.240 --> 00:06:55.600]  當我們每次忐忑不安
[00:06:55.600 --> 00:06:59.040]  當我們見到和我們不同
[00:06:59.040 --> 00:07:01.480]  和我們有差異的時候
[00:07:01.480 --> 00:07:03.040]  我們很自然
[00:07:03.040 --> 00:07:04.200]  很不自覺
[00:07:04.200 --> 00:07:08.640]  我們在面上就會掛起了這座石碑
[00:07:08.640 --> 00:07:10.680]  對於那些挑戰我們立場
[00:07:10.680 --> 00:07:12.080]  挑戰我們文化
[00:07:12.080 --> 00:07:13.920]  挑戰我們生活習慣的人
[00:07:13.920 --> 00:07:16.640]  我們很容易就在面上寫著
[00:07:16.640 --> 00:07:18.560]  不可靠近
[00:07:18.560 --> 00:07:22.360]  否則後果自負
[00:07:22.360 --> 00:07:25.360]  保羅透過這篇經文想告訴我們
[00:07:25.360 --> 00:07:29.520]  那個曾經死罪難逃的律法規條
[00:07:29.520 --> 00:07:32.360]  那座隔斷了的圍欄
[00:07:32.360 --> 00:07:34.720]  已經在基督十字架下
[00:07:34.720 --> 00:07:36.760]  渠然崩塌
[00:07:36.760 --> 00:07:39.080]  永遠抹去
[00:07:39.080 --> 00:07:40.400]  請留意
[00:07:40.400 --> 00:07:43.800]  這個不是一場拆毀舊建築物
[00:07:43.800 --> 00:07:46.240]  或者舊有結構的行動
[00:07:46.240 --> 00:07:51.280]  它是一場拆毀重塑的工程
[00:07:51.280 --> 00:07:54.120]  當然當我們這樣說的時候
[00:07:54.120 --> 00:07:56.800]  我們雖然是需要小心謹慎
[00:07:56.800 --> 00:08:00.600]  因為這件不是別人的事來的
[00:08:00.600 --> 00:08:02.760]  這不是其他人要做的事
[00:08:02.760 --> 00:08:05.120]  這是你和我都要共同面對
[00:08:05.120 --> 00:08:07.880]  互相勉勵的路來的
[00:08:07.880 --> 00:08:10.680]  因為當我們這樣看經文的時候
[00:08:10.680 --> 00:08:15.720]  我們很容易就看見自己的影子
[00:08:15.720 --> 00:08:17.320]  其實你和我
[00:08:17.320 --> 00:08:18.680]  我們很多人
[00:08:18.680 --> 00:08:25.440]  都是一個又一個的築牆人
[00:08:25.440 --> 00:08:27.920]  所以當我們看這篇經文的時候
[00:08:27.920 --> 00:08:30.720]  今天我宣講這篇聖經的話語的時候
[00:08:30.720 --> 00:08:33.040]  我們不是用來自責
[00:08:33.040 --> 00:08:36.640]  或者不是用來指責人的鞭子
[00:08:36.640 --> 00:08:38.800]  它是成為一面鏡
[00:08:38.800 --> 00:08:41.080]  照出我們的本相
[00:08:41.080 --> 00:08:43.000]  看見我們的軟弱
[00:08:43.000 --> 00:08:44.680]  看見我們的掙扎
[00:08:44.680 --> 00:08:50.240]  然後我們藉著保羅寫在聖經裏面的思路
[00:08:50.240 --> 00:08:51.680]  彼此警醒
[00:08:51.680 --> 00:08:53.160]  我們看看耶穌基督
[00:08:53.160 --> 00:08:57.560]  祂怎樣親自拆毀那種人與人之間的隔膜
[00:08:57.560 --> 00:09:02.640]  帶領我們進入祂所賜的真自由
[00:09:02.640 --> 00:09:04.000]  保羅說
[00:09:04.000 --> 00:09:07.920]  因基督使我們和睦
[00:09:07.920 --> 00:09:11.080]  將兩下合而為一
[00:09:11.080 --> 00:09:15.240]  拆毀了中間隔斷的牆
[00:09:15.240 --> 00:09:17.400]  拆毀與重塑
[00:09:17.400 --> 00:09:20.560]  是從焦點的跨越開始
[00:09:20.560 --> 00:09:22.520]  從自我的防禦
[00:09:22.520 --> 00:09:27.120]  去到轉眼仰望耶穌基督
[00:09:27.120 --> 00:09:30.600]  中文的聖經或者原文的聖經
[00:09:30.600 --> 00:09:33.280]  開首那兩個字
[00:09:33.280 --> 00:09:35.600]  因他
[00:09:35.600 --> 00:09:39.160]  因他這兩個字很容易你就會看到是因果關係
[00:09:39.160 --> 00:09:39.920]  是不是?
[00:09:39.920 --> 00:09:41.160]  因為是印
[00:09:41.160 --> 00:09:44.520]  但事實上原文不是這樣的
[00:09:44.520 --> 00:09:46.000]  希臘文原文是
[00:09:46.000 --> 00:09:49.080]  他自己就是
[00:09:49.080 --> 00:09:52.200]  保羅用語非常有震撼力
[00:09:52.200 --> 00:09:57.960]  他不是說因為耶穌基督帶來了和平
[00:09:57.960 --> 00:10:03.280]  他是說耶穌基督就是我們的和平
[00:10:03.280 --> 00:10:04.800]  這種和平
[00:10:04.800 --> 00:10:06.360]  這個用詞
[00:10:06.360 --> 00:10:08.960]  不是一般的紫色紛爭
[00:10:08.960 --> 00:10:11.840]  不是一般說平息糾紛
[00:10:11.840 --> 00:10:13.880]  不是靜靜雞
[00:10:13.880 --> 00:10:17.440]  他是承載希伯來文語系裏面
[00:10:17.440 --> 00:10:18.200]  平安
[00:10:18.200 --> 00:10:19.200]  Salon
[00:10:19.200 --> 00:10:21.160]  那個用詞
[00:10:21.160 --> 00:10:23.080]  那個豐厚的意義
[00:10:23.080 --> 00:10:27.680]  我曾經有機會在這裏用一堂的時間宣講
[00:10:27.680 --> 00:10:31.000]  所以我沒有辦法在這裏再解釋這個字
[00:10:31.000 --> 00:10:35.040]  否則的話我想我們就兩點鐘都走不到
[00:10:35.040 --> 00:10:36.440]  因此
[00:10:36.440 --> 00:10:41.400]  如果你有興趣你可以回到城鎮港島的資料庫裏面
[00:10:41.400 --> 00:10:43.040]  我再一次我們要說
[00:10:43.040 --> 00:10:44.360]  這種Salon
[00:10:44.360 --> 00:10:45.320]  是在說
[00:10:45.320 --> 00:10:47.160]  完好無缺
[00:10:47.160 --> 00:10:49.880]  整體的生命秩序
[00:10:49.880 --> 00:10:50.840]  這種平安
[00:10:50.840 --> 00:10:53.760]  是極具顛簸的宣告
[00:10:53.760 --> 00:10:54.880]  耶穌基督
[00:10:54.880 --> 00:10:58.640]  就是那份完全整全的和平
[00:10:58.640 --> 00:11:00.640]  整全的平安
[00:11:00.640 --> 00:11:01.880]  所以
[00:11:01.880 --> 00:11:05.280]  一切沒有和耶穌基督連結的人
[00:11:05.280 --> 00:11:06.920]  我們所追求
[00:11:06.920 --> 00:11:10.200]  所保護的所有的安穩
[00:11:10.200 --> 00:11:12.800]  都只是脆弱的假象
[00:11:12.800 --> 00:11:15.960]  只是用尼巴堆積起來
[00:11:15.960 --> 00:11:18.600]  薄弱的隔離區
[00:11:18.600 --> 00:11:20.680]  保羅宣告
[00:11:20.680 --> 00:11:21.920]  耶穌基督
[00:11:21.920 --> 00:11:24.360]  就是我們的和平
[00:11:24.360 --> 00:11:26.320]  其實他是直接
[00:11:26.320 --> 00:11:29.760]  否定了我們過去透過用梳理
[00:11:29.760 --> 00:11:30.920]  用分隔
[00:11:30.920 --> 00:11:32.200]  用防禦
[00:11:32.200 --> 00:11:35.160]  各種方法保護自己的方式
[00:11:35.160 --> 00:11:36.280]  所以
[00:11:36.280 --> 00:11:37.920]  我們要學會
[00:11:37.920 --> 00:11:40.120]  將焦點跨越
[00:11:40.120 --> 00:11:42.960]  從自我防禦的視角
[00:11:42.960 --> 00:11:46.400]  轉向仰望基督的和平
[00:11:46.400 --> 00:11:48.760]  基督的平安
[00:11:48.760 --> 00:11:50.800]  不過當你這樣說的時候
[00:11:50.800 --> 00:11:52.520]  陳牧師你說得很口響
[00:11:52.520 --> 00:11:53.880]  我知道
[00:11:53.880 --> 00:11:55.720]  但怎麼做呀
[00:11:55.720 --> 00:11:56.760]  或者說
[00:11:56.760 --> 00:11:57.440]  其實
[00:11:57.440 --> 00:11:59.400]  你難道
[00:11:59.400 --> 00:12:00.960]  拆了自己的牆
[00:12:00.960 --> 00:12:03.520]  你沒有心中不安的嗎
[00:12:03.520 --> 00:12:05.920]  是的 我們需要承認
[00:12:05.920 --> 00:12:07.040]  保護牆
[00:12:07.040 --> 00:12:08.160]  令我們覺得
[00:12:08.160 --> 00:12:11.280]  好像有點安全感
[00:12:11.280 --> 00:12:13.040]  牆背後
[00:12:13.040 --> 00:12:16.480]  總是有著你和我種種的不安
[00:12:16.480 --> 00:12:18.120]  種種忐忑
[00:12:18.120 --> 00:12:21.000]  種種對一些未知處境
[00:12:21.000 --> 00:12:23.320]  而帶來的徬徨
[00:12:23.320 --> 00:12:26.320]  但是福音的力量就在這裡
[00:12:26.320 --> 00:12:29.440]  基督親自成為我們的和平
[00:12:29.440 --> 00:12:30.720]  我們的平安
[00:12:30.720 --> 00:12:33.760]  他承擔了我們的焦慮
[00:12:33.760 --> 00:12:35.320]  所以
[00:12:35.320 --> 00:12:37.600]  我們應該可以靠著
[00:12:37.600 --> 00:12:38.760]  基督的大能
[00:12:38.760 --> 00:12:40.040]  基督的大愛
[00:12:40.040 --> 00:12:41.000]  學會
[00:12:41.000 --> 00:12:42.880]  不是靠一面牆
[00:12:42.880 --> 00:12:44.480]  不是靠一些分隔
[00:12:44.480 --> 00:12:46.040]  不是靠一些保護
[00:12:46.040 --> 00:12:50.760]  來保護令我們覺得有安全
[00:12:50.760 --> 00:12:52.600]  因為我們每一次的保護
[00:12:52.600 --> 00:12:53.800]  每一次的劃分
[00:12:53.800 --> 00:12:55.760]  每一次找一面牆困著我們
[00:12:55.760 --> 00:12:59.240]  我們其實都活在孤單和困擾當中
[00:12:59.240 --> 00:13:02.160]  我們總是覺得自己孤軍作戰
[00:13:02.160 --> 00:13:04.960]  所以耶穌基督要我們出來
[00:13:04.960 --> 00:13:06.800]  釋放了我們
[00:13:06.800 --> 00:13:10.000]  因為基督是用祂的寶血
[00:13:10.000 --> 00:13:11.640]  用祂的生命
[00:13:11.640 --> 00:13:14.600]  接納了最真實的你
[00:13:14.600 --> 00:13:16.480]  最真實的我
[00:13:16.480 --> 00:13:19.280]  最真實的祂
[00:13:19.280 --> 00:13:21.240]  唯有我們確認
[00:13:21.240 --> 00:13:22.560]  我們每一個人
[00:13:22.560 --> 00:13:25.880]  都是被基督無條件的接納
[00:13:25.880 --> 00:13:28.000]  我們才不再需要
[00:13:28.000 --> 00:13:29.200]  用保護牆
[00:13:29.200 --> 00:13:30.640]  用分隔線
[00:13:30.640 --> 00:13:32.080]  來保護自己
[00:13:32.080 --> 00:13:34.080]  來證明自己
[00:13:34.080 --> 00:13:36.480]  我們裡面那份忐忑不安
[00:13:36.480 --> 00:13:38.040]  因為基督的大愛
[00:13:38.040 --> 00:13:40.120]  因為基督的大能
[00:13:40.120 --> 00:13:43.680]  我們就能夠慢慢安靜下來
[00:13:43.680 --> 00:13:47.200]  我們不需要再用我們的躁動
[00:13:47.200 --> 00:13:49.480]  去作出反應
[00:13:49.480 --> 00:13:50.520]  應急
[00:13:50.520 --> 00:13:53.200]  應激
[00:13:53.200 --> 00:13:54.800]  保羅說
[00:13:54.800 --> 00:13:58.120]  因祂使我們和睦
[00:13:58.120 --> 00:14:01.640]  將兩下合而為一
[00:14:01.640 --> 00:14:04.880]  拆毀了中間隔斷的牆
[00:14:04.880 --> 00:14:06.400]  所以第二個
[00:14:06.400 --> 00:14:07.920]  其實跨越
[00:14:07.920 --> 00:14:10.320]  是轉化的跨越
[00:14:10.320 --> 00:14:12.480]  從剛剛我們所說的
[00:14:12.480 --> 00:14:14.280]  恐懼隔離
[00:14:14.280 --> 00:14:15.560]  轉化為
[00:14:15.560 --> 00:14:19.480]  甘願被拆毀
[00:14:19.480 --> 00:14:20.760]  第十四節
[00:14:20.760 --> 00:14:22.680]  裡面最主要的動詞
[00:14:22.680 --> 00:14:26.520]  就是拆毀
[00:14:26.520 --> 00:14:27.720]  不過你知道
[00:14:27.720 --> 00:14:29.360]  這個拆毀
[00:14:29.360 --> 00:14:32.240]  它在用什麼事態嗎
[00:14:32.240 --> 00:14:35.680]  它在用的是過去分詞
[00:14:35.680 --> 00:14:37.440]  所以意味著
[00:14:37.440 --> 00:14:39.680]  這場拆毀的行動
[00:14:39.680 --> 00:14:41.440]  並不是一個建議
[00:14:41.440 --> 00:14:43.840]  也不是一個今天你要做的事
[00:14:43.840 --> 00:14:46.640]  也不是明天你要立下心
[00:14:46.640 --> 00:14:49.400]  準備拆了
[00:14:49.400 --> 00:14:50.920]  過去分詞
[00:14:50.920 --> 00:14:52.360]  說的是
[00:14:52.360 --> 00:14:54.720]  它在基督十字架下
[00:14:54.720 --> 00:14:59.840]  已經被基督徹底完成
[00:14:59.840 --> 00:15:01.320]  圓滿的結構
[00:15:01.320 --> 00:15:02.800]  這個字
[00:15:02.800 --> 00:15:04.920]  不是一個簡單的動作
[00:15:04.920 --> 00:15:06.600]  不是推倒一段牆
[00:15:06.600 --> 00:15:08.280]  它是徹底的
[00:15:08.280 --> 00:15:11.320]  打破框架的能力
[00:15:11.320 --> 00:15:13.640]  它極具破壞力
[00:15:13.640 --> 00:15:16.040]  它不單止推倒這堵牆
[00:15:16.040 --> 00:15:17.520]  它更加重要的
[00:15:17.520 --> 00:15:19.120]  是連根拔起
[00:15:19.120 --> 00:15:21.760]  我們裡面那份平安
[00:15:21.760 --> 00:15:23.920]  安全的習慣
[00:15:23.920 --> 00:15:26.640]  我們時常見到有一些不妥
[00:15:26.640 --> 00:15:27.960]  見到一些不安
[00:15:27.960 --> 00:15:29.120]  見到一些不同
[00:15:29.120 --> 00:15:30.400]  見到一些差異
[00:15:30.400 --> 00:15:31.760]  見到一些步伐
[00:15:31.760 --> 00:15:34.000]  和我們不一致的時候
[00:15:34.000 --> 00:15:35.200]  我們就疏離
[00:15:35.200 --> 00:15:36.160]  就退開
[00:15:36.160 --> 00:15:37.520]  就隔斷它
[00:15:37.520 --> 00:15:40.400]  就劃清界線
[00:15:40.400 --> 00:15:42.840]  就走開
[00:15:42.840 --> 00:15:44.160]  我們這些壞習慣
[00:15:44.160 --> 00:15:45.520]  這些舊習慣
[00:15:45.520 --> 00:15:50.320]  其實是冷漠對立的思維造成
[00:15:50.320 --> 00:15:51.920]  耶穌基督的大愛
[00:15:51.920 --> 00:15:53.240]  耶穌基督的大能
[00:15:53.240 --> 00:15:56.960]  就是要徹底粉碎它
[00:15:56.960 --> 00:15:58.680]  我們回到剛才說
[00:15:58.680 --> 00:16:02.640]  耶路撒冷那幅中間隔斷的牆
[00:16:02.640 --> 00:16:05.680]  其實它不是一個建築物那麼簡單
[00:16:05.680 --> 00:16:09.200]  它其實是一個神學上的傲慢
[00:16:09.200 --> 00:16:10.480]  他告訴外邦人
[00:16:10.480 --> 00:16:11.920]  猶太人告訴外邦人
[00:16:11.920 --> 00:16:14.320]  你不配
[00:16:14.320 --> 00:16:17.520]  你不配去到上帝面前
[00:16:17.520 --> 00:16:19.400]  這幅牆
[00:16:19.400 --> 00:16:26.040]  其實令兩個群體陷入雙重的災難
[00:16:26.040 --> 00:16:28.240]  他拒絕了外邦人
[00:16:28.240 --> 00:16:29.720]  排斥了外邦人
[00:16:29.720 --> 00:16:32.400]  令外邦人失去了認識真神
[00:16:32.400 --> 00:16:35.400]  悔改歸向真神的機會
[00:16:35.400 --> 00:16:36.520]  同樣
[00:16:36.520 --> 00:16:40.240]  他又令築牆者、建牆的人
[00:16:40.240 --> 00:16:48.080]  猶太人陷入了僵化、恣意、自高自大
[00:16:48.080 --> 00:16:54.960]  失去了他們當日領受上帝使命的要求
[00:16:54.960 --> 00:16:56.360]  頂智慧
[00:16:56.360 --> 00:16:57.400]  那幅牆
[00:16:57.400 --> 00:17:00.360]  耶穌基督已經拆了
[00:17:00.360 --> 00:17:03.240]  不過在二千年來
[00:17:03.240 --> 00:17:05.520]  這幅牆存在
[00:17:05.520 --> 00:17:09.000]  在你和我的心中
[00:17:09.000 --> 00:17:10.560]  我們很多時候
[00:17:10.560 --> 00:17:13.000]  因為觀點的差異
[00:17:13.000 --> 00:17:15.800]  因為步伐的不一致
[00:17:15.800 --> 00:17:18.760]  因為方法的不同
[00:17:18.760 --> 00:17:21.320]  我們選擇疏離
[00:17:21.320 --> 00:17:24.880]  選擇推開
[00:17:24.880 --> 00:17:28.040]  不是他推開它
[00:17:28.040 --> 00:17:30.520]  就是自己走
[00:17:30.520 --> 00:17:32.200]  其實我們無意之間
[00:17:32.200 --> 00:17:36.880]  又捉起那座防衛疏離的牆
[00:17:36.880 --> 00:17:37.720]  或者
[00:17:37.720 --> 00:17:40.680]  你不會像猶太人那樣對外邦人說
[00:17:40.680 --> 00:17:42.680]  你不配
[00:17:42.680 --> 00:17:44.040]  你不敢這樣說的
[00:17:44.040 --> 00:17:44.880]  我知道
[00:17:44.880 --> 00:17:48.600]  我們比較謙虛
[00:17:48.600 --> 00:17:53.400]  不過我們用腳投票
[00:17:53.400 --> 00:17:57.880]  我們用心靈疏離投票
[00:17:57.880 --> 00:18:01.240]  我們離開那些影響我們的人
[00:18:01.240 --> 00:18:03.920]  離開和我們所有不同的人
[00:18:03.920 --> 00:18:09.760]  其實不也是猶太人推開外邦人一樣
[00:18:09.760 --> 00:18:11.640]  所以保羅在這裡提醒我們
[00:18:11.640 --> 00:18:13.800]  十字架大能的重點
[00:18:13.800 --> 00:18:17.080]  就是在於這幅牆已經摧毀
[00:18:17.080 --> 00:18:18.520]  已經拆毀
[00:18:18.520 --> 00:18:23.400]  我們不應該選擇疏離
[00:18:23.400 --> 00:18:25.160]  我們不應該因為不同
[00:18:25.160 --> 00:18:26.280]  因為差異
[00:18:26.280 --> 00:18:28.320]  因為步伐不一致
[00:18:28.320 --> 00:18:30.920]  因為大家觀點和角度的不同
[00:18:30.920 --> 00:18:32.520]  所以
[00:18:32.520 --> 00:18:35.720]  我們選擇起牆
[00:18:35.720 --> 00:18:37.080]  劃清界線
[00:18:37.080 --> 00:18:40.920]  你做你的 我做我的
[00:18:40.920 --> 00:18:42.000]  弟兄姊妹
[00:18:42.000 --> 00:18:43.920]  因為基督的愛
[00:18:43.920 --> 00:18:47.560]  是呼籲我們要跨越
[00:18:47.560 --> 00:18:50.400]  以至進入彼此
[00:18:50.400 --> 00:18:54.200]  跨越那道無形卻實質的牆
[00:18:54.200 --> 00:18:58.040]  如果我們要經驗耶穌基督的拆毀
[00:18:58.040 --> 00:19:01.520]  將人與人之間 文化與文化之間
[00:19:01.520 --> 00:19:03.440]  觀點與觀點之間
[00:19:03.440 --> 00:19:06.840]  那種拆毀的大能
[00:19:06.840 --> 00:19:11.480]  我需要讓我們弟兄姊妹清楚一件事
