
[00:00:00.000 --> 00:00:06.000]  大過年的把面當我頭上還有王法嗎
[00:02:19.000 --> 00:02:21.000]  很多時候我們活不出來
[00:02:21.000 --> 00:02:23.000]  但是你的恩典夠我們用
[00:02:23.000 --> 00:02:25.000]  讓我們今天成爲更加好的自己
[00:02:25.000 --> 00:02:26.000]  走出去的時候
[00:02:26.000 --> 00:02:28.000]  能夠活得出你的香氣
[00:02:28.000 --> 00:02:30.000]  活得出你的不能震動的我們
[00:02:30.000 --> 00:02:31.000]  感謝你
[00:02:31.000 --> 00:02:33.000]  我們的土貴奉主耶穌基督名祈求
[00:02:33.000 --> 00:02:34.000]  Amen
[00:02:34.000 --> 00:02:35.000]  弟兄姐妹
[00:02:35.000 --> 00:02:38.000]  大家都繼續去讀希伯來書
[00:02:38.000 --> 00:02:41.000]  你記不記得不能震動在哪裏出現過呢
[00:02:41.000 --> 00:02:43.000]  上次講道有講 是不是
[00:02:43.000 --> 00:02:46.000]  不能震動的什麼
[00:02:46.000 --> 00:02:47.000]  國
[00:02:47.000 --> 00:02:48.000]  我們一起讀吧
[00:02:48.000 --> 00:02:50.000]  上文是這麼說的
[00:02:50.000 --> 00:02:52.000]  所以我們記得了
[00:02:52.000 --> 00:02:55.000]  不能震動的國就當感恩
[00:02:55.000 --> 00:02:57.000]  照神所喜悅的用
[00:02:57.000 --> 00:02:59.000]  虔誠敬畏的心侍奉神
[00:02:59.000 --> 00:03:02.000]  因爲我們的神乃是烈火
[00:03:02.000 --> 00:03:06.000]  真理是不可以不敬畏的
[00:03:06.000 --> 00:03:09.000]  記不記得上次PJ講
[00:03:09.000 --> 00:03:12.000]  震不走的東西纔是永恆
[00:03:12.000 --> 00:03:14.000]  震不走的國纔是永恆
[00:03:14.000 --> 00:03:17.000]  有神的國就有神的愛
[00:03:17.000 --> 00:03:20.000]  神的愛是震不走的
[00:03:20.000 --> 00:03:22.000]  記不記得上次PJ講
[00:03:22.000 --> 00:03:24.000]  天國在哪裏
[00:03:24.000 --> 00:03:25.000]  在心裏
[00:03:25.000 --> 00:03:28.000]  但願神這個不能震動的愛
[00:03:28.000 --> 00:03:30.000]  都在我們的心裏 好嗎
[00:03:30.000 --> 00:03:33.000]  今天我們每一個人都需要這種愛
[00:03:33.000 --> 00:03:36.000]  我們纔可以繼續活下去
[00:03:36.000 --> 00:03:38.000]  因爲這個不能震動的愛
[00:03:38.000 --> 00:03:41.000]  是我們屬靈當中的養分
[00:03:41.000 --> 00:03:43.000]  無論這個情況
[00:03:43.000 --> 00:03:45.000]  無論我們現實有多麼殘酷
[00:03:45.000 --> 00:03:47.000]  我們有多麼辛苦
[00:03:47.000 --> 00:03:49.000]  我們可以繼續向前走
[00:03:49.000 --> 00:03:51.000]  上個月
[00:03:51.000 --> 00:03:53.000]  我們Tracy的姐妹
[00:03:53.000 --> 00:03:55.000]  她回到天家
[00:03:55.000 --> 00:03:57.000]  她是胃炎
[00:03:57.000 --> 00:03:59.000]  她臨去之前很痛
[00:03:59.000 --> 00:04:01.000]  我們探望她的時候
[00:04:01.000 --> 00:04:03.000]  她依然微笑 但很痛
[00:04:03.000 --> 00:04:05.000]  她很不喜歡這個病
[00:04:05.000 --> 00:04:07.000]  但她充滿着這個不能震動的愛
[00:04:07.000 --> 00:04:09.000]  不停地在說Hallelujah
[00:04:09.000 --> 00:04:11.000]  我準備好了
[00:04:11.000 --> 00:04:13.000]  任何時候
[00:04:13.000 --> 00:04:15.000]  這些姐妹
[00:04:15.000 --> 00:04:17.000]  希望我們今天依然活着的時候
[00:04:17.000 --> 00:04:19.000]  能夠活得出這個不能震動的愛
[00:04:19.000 --> 00:04:21.000]  好不好
[00:04:21.000 --> 00:04:23.000]  給個Amen我行不行
[00:04:23.000 --> 00:04:25.000]  Amen 我們一起活出來
[00:04:25.000 --> 00:04:27.000]  我們今天主要是focus一句
[00:04:27.000 --> 00:04:29.000]  我們一起讀第一句
[00:04:29.000 --> 00:04:31.000]  1 2 3 你們
[00:04:31.000 --> 00:04:33.000]  無要常傳弟兄相愛的心
[00:04:33.000 --> 00:04:35.000]  爲什麼聖經說要無要常傳呢
[00:04:35.000 --> 00:04:37.000]  就是因爲當時的人
[00:04:37.000 --> 00:04:39.000]  不可以常傳
[00:04:39.000 --> 00:04:41.000]  他們有時會停滯不前
[00:04:41.000 --> 00:04:43.000]  當時有很多的逼迫
[00:04:43.000 --> 00:04:45.000]  有很多的患難的時候
[00:04:45.000 --> 00:04:47.000]  令到他們不知道怎麼辦
[00:04:47.000 --> 00:04:49.000]  或者裏面有很多的拗撬
[00:04:49.000 --> 00:04:51.000]  有很多政治的光譜
[00:04:51.000 --> 00:04:53.000]  有很多做法的分歧
[00:04:53.000 --> 00:04:55.000]  令到他們有很多
[00:04:55.000 --> 00:04:57.000]  相愛不了的時候
[00:04:57.000 --> 00:04:59.000]  我們今天
[00:04:59.000 --> 00:05:01.000]  當我們看這句經文的時候
[00:05:01.000 --> 00:05:03.000]  很多時候我們一想
[00:05:03.000 --> 00:05:05.000]  就想起我們好得無比的團契
[00:05:05.000 --> 00:05:07.000]  但是弟兄姐妹
[00:05:07.000 --> 00:05:09.000]  有人的地方就有光芒
[00:05:09.000 --> 00:05:11.000]  有罪人的地方就有拗撬
[00:05:11.000 --> 00:05:13.000]  在教會里面
[00:05:13.000 --> 00:05:15.000]  我們很多時候
[00:05:15.000 --> 00:05:17.000]  都活不出這個
[00:05:17.000 --> 00:05:19.000]  弟兄姐妹相愛的心
[00:05:19.000 --> 00:05:21.000]  也不要說是不是不能震動的
[00:05:21.000 --> 00:05:23.000]  希望今天我們要知道
[00:05:23.000 --> 00:05:25.000]  搞清楚弟兄姐妹
[00:05:25.000 --> 00:05:27.000]  在主裏面的
[00:05:27.000 --> 00:05:29.000]  關係是何等的
[00:05:29.000 --> 00:05:31.000]  神聖
[00:05:31.000 --> 00:05:33.000]  我們很多時候不喜歡
[00:05:33.000 --> 00:05:35.000]  但是我們都要
[00:05:35.000 --> 00:05:37.000]  愛
[00:05:37.000 --> 00:05:39.000]  就像彭牙
[00:05:39.000 --> 00:05:41.000]  和你的舌頭這樣
[00:05:41.000 --> 00:05:43.000]  有人做過
[00:05:43.000 --> 00:05:45.000]  多過三十年人的
[00:05:45.000 --> 00:05:47.000]  請你舉手幫我看看
[00:05:47.000 --> 00:05:49.000]  有些人很年輕
[00:05:49.000 --> 00:05:51.000]  你彭牙和你舌頭合作了
[00:05:51.000 --> 00:05:53.000]  這麼多年都會咬到
[00:05:53.000 --> 00:05:55.000]  有時候是彭牙錯了
[00:05:55.000 --> 00:05:57.000]  你舔着雪糕
[00:05:57.000 --> 00:05:59.000]  你不要咬下去
[00:05:59.000 --> 00:06:01.000]  你急了
[00:06:01.000 --> 00:06:03.000]  有時候是你舌頭錯了
[00:06:03.000 --> 00:06:05.000]  喫東西你幹嘛唱歌呢
[00:06:05.000 --> 00:06:07.000]  那就咬到
[00:06:07.000 --> 00:06:09.000]  有時候不是大家的錯
[00:06:09.000 --> 00:06:11.000]  是你熱氣
[00:06:11.000 --> 00:06:13.000]  那就咬到
[00:06:13.000 --> 00:06:15.000]  但是你咬到的時候
[00:06:15.000 --> 00:06:17.000]  你會不會打他
[00:06:17.000 --> 00:06:19.000]  不會的
[00:06:19.000 --> 00:06:21.000]  因爲我們是有個關係的
[00:06:21.000 --> 00:06:23.000]  彭牙和你的舌頭是一體的
[00:06:23.000 --> 00:06:25.000]  弟兄姐妹
[00:06:25.000 --> 00:06:27.000]  我們在主裏面也是一體
[00:06:27.000 --> 00:06:29.000]  我們希望可以
[00:06:29.000 --> 00:06:31.000]  好好地活出真理的愛
[00:06:31.000 --> 00:06:33.000]  讓人看到我們不是一個諷刺
[00:06:33.000 --> 00:06:35.000]  而是榮耀神的
[00:06:35.000 --> 00:06:37.000]  一個愛的見證
[00:06:37.000 --> 00:06:39.000]  今天我們有三點
[00:06:39.000 --> 00:06:41.000]  我們一起讀第一點好嗎
[00:06:41.000 --> 00:06:43.000]  大聲點讀一二三
[00:06:43.000 --> 00:06:45.000]  愛是神聖的關係
[00:06:45.000 --> 00:06:47.000]  我們要明白本性
[00:06:47.000 --> 00:06:49.000]  愛是一個神聖的關係
[00:06:49.000 --> 00:06:51.000]  是神一早設立給我們每一個人
[00:06:51.000 --> 00:06:53.000]  其實一早就有一個
[00:06:53.000 --> 00:06:55.000]  不能振動的愛在我們當中
[00:06:55.000 --> 00:06:57.000]  在《創世紀》裏大家都看過了
[00:06:57.000 --> 00:06:59.000]  在《希伯來書》裏
[00:06:59.000 --> 00:07:01.000]  大家都看過了
[00:07:01.000 --> 00:07:03.000]  第二至三節
[00:07:03.000 --> 00:07:05.000]  他說明神無論在創世的時候
[00:07:05.000 --> 00:07:07.000]  又或者在拯救的時候
[00:07:07.000 --> 00:07:09.000]  都是充滿了神的形象
[00:07:09.000 --> 00:07:11.000]  我讀給大家聽
[00:07:11.000 --> 00:07:13.000]  就在這末世
[00:07:13.000 --> 00:07:15.000]  藉着他而至
[00:07:15.000 --> 00:07:17.000]  小御我們又早已立他爲
[00:07:17.000 --> 00:07:19.000]  承受萬有的也曾藉着他
[00:07:19.000 --> 00:07:21.000]  什麼呀
[00:07:21.000 --> 00:07:23.000]  創造諸世界
[00:07:23.000 --> 00:07:25.000]  他即是耶穌是神榮耀所發的光輝
[00:07:25.000 --> 00:07:27.000]  是神本體的真相
[00:07:27.000 --> 00:07:29.000]  the exact
[00:07:29.000 --> 00:07:31.000]  in print of his nature
[00:07:31.000 --> 00:07:33.000]  有他的屬性
[00:07:33.000 --> 00:07:35.000]  在裏面上用他的權能
[00:07:35.000 --> 00:07:37.000]  命令託着萬有
[00:07:37.000 --> 00:07:39.000]  他如何呢?洗淨了
[00:07:39.000 --> 00:07:41.000]  人的罪就坐在高天至大者的右邊
[00:07:41.000 --> 00:07:43.000]  無論在創世的時候
[00:07:43.000 --> 00:07:45.000]  無論在拯救的時候
[00:07:45.000 --> 00:07:47.000]  耶穌基督都能夠活出
[00:07:47.000 --> 00:07:49.000]  上帝的
[00:07:49.000 --> 00:07:51.000]  nature
[00:07:51.000 --> 00:07:53.000]  上帝的nature是什麼呢?
[00:07:53.000 --> 00:07:55.000]  《創世紀》裏我們有說
[00:07:55.000 --> 00:07:57.000]  神是照着自己的
[00:07:57.000 --> 00:07:59.000]  什麼做人呢?
[00:07:59.000 --> 00:08:01.000]  形象做人,做男,做女
[00:08:01.000 --> 00:08:03.000]  神的形象是什麼呢?
[00:08:03.000 --> 00:08:05.000]  神的形象就是
[00:08:05.000 --> 00:08:07.000]  祂的nature,神的形象就是
[00:08:07.000 --> 00:08:09.000]  祂的屬性,起碼有兩種
[00:08:09.000 --> 00:08:11.000]  其實有三種,第一種就是
[00:08:11.000 --> 00:08:13.000]  功能性,我以前也說過
[00:08:13.000 --> 00:08:15.000]  功能是什麼呢?你看創世紀的時候
[00:08:15.000 --> 00:08:17.000]  人們是不會死的,是不是?功能很強
[00:08:17.000 --> 00:08:19.000]  因爲犯了罪之後慢慢就死了
[00:08:19.000 --> 00:08:21.000]  越來越短命了,ok?
[00:08:21.000 --> 00:08:23.000]  這種我們挽回不了
[00:08:23.000 --> 00:08:25.000]  我們要直至耶穌基督回來的時候有個榮耀的身體的時候
[00:08:25.000 --> 00:08:27.000]  我們就可以挽回到
[00:08:27.000 --> 00:08:29.000]  但是有一樣東西,我們是可以挽回到的
[00:08:29.000 --> 00:08:31.000]  就是這個不能振動的愛
[00:08:31.000 --> 00:08:33.000]  有
[00:08:33.000 --> 00:08:35.000]  很多的神學家
[00:08:35.000 --> 00:08:37.000]  Emel Bruner或者Karl Barth
[00:08:37.000 --> 00:08:39.000]  他們說這種是
[00:08:39.000 --> 00:08:41.000]  relational capacity
[00:08:41.000 --> 00:08:43.000]  就是一種
[00:08:43.000 --> 00:08:45.000]  關係性的能力
[00:08:45.000 --> 00:08:47.000]  又或者是容量
[00:08:47.000 --> 00:08:49.000]  簡稱愛
[00:08:49.000 --> 00:08:51.000]  你能夠愛神
[00:08:51.000 --> 00:08:53.000]  你能夠領略神
[00:08:53.000 --> 00:08:55.000]  愛你
[00:08:55.000 --> 00:08:57.000]  你自然就能夠愛你
[00:08:57.000 --> 00:08:59.000]  身邊的人,這個就是
[00:08:59.000 --> 00:09:01.000]  神的樣式,Emel
[00:09:01.000 --> 00:09:03.000]  今天我們也要學習
[00:09:03.000 --> 00:09:05.000]  因爲我們也是有罪
[00:09:05.000 --> 00:09:07.000]  我們首先學習那種關係
[00:09:07.000 --> 00:09:09.000]  有多漂亮的時候
[00:09:09.000 --> 00:09:11.000]  我們回想這種關係
[00:09:11.000 --> 00:09:13.000]  我們就可以愛對方了
[00:09:13.000 --> 00:09:15.000]  在創世紀第二章
[00:09:15.000 --> 00:09:17.000]  7節至24節
[00:09:17.000 --> 00:09:19.000]  我跳讀,我們一起讀好嗎?第7節
[00:09:19.000 --> 00:09:21.000]  夜華神用
[00:09:21.000 --> 00:09:23.000]  地上的塵土造人
[00:09:23.000 --> 00:09:25.000]  把生氣吹在他的鼻孔裏
[00:09:25.000 --> 00:09:27.000]  他就成了有靈的活人
[00:09:27.000 --> 00:09:29.000]  名叫Adon
[00:09:29.000 --> 00:09:31.000]  夜華神使他沉睡
[00:09:31.000 --> 00:09:33.000]  他就睡了,於是取下他一條
[00:09:33.000 --> 00:09:35.000]  肋骨,把肉
[00:09:35.000 --> 00:09:37.000]  合起來,夜華神就用
[00:09:37.000 --> 00:09:39.000]  那人身上所取的肋骨
[00:09:39.000 --> 00:09:41.000]  造成一個女人
[00:09:41.000 --> 00:09:43.000]  令他到那人根前
[00:09:43.000 --> 00:09:45.000]  那人說,一起讀吧,這是我
[00:09:45.000 --> 00:09:47.000]  骨中的骨,肉中的肉
[00:09:47.000 --> 00:09:49.000]  可以稱她爲女人,因爲
[00:09:49.000 --> 00:09:51.000]  她是從男人身上取出來的
[00:09:51.000 --> 00:09:53.000]  因此,人要離開
[00:09:53.000 --> 00:09:55.000]  父母與妻子聯合
[00:09:55.000 --> 00:09:57.000]  以人成爲一體
[00:09:57.000 --> 00:09:59.000]  你見不見到人和天地的關係
[00:09:59.000 --> 00:10:01.000]  人是用什麼做的?
[00:10:01.000 --> 00:10:03.000]  塵土
[00:10:03.000 --> 00:10:05.000]  除了塵土之外
[00:10:05.000 --> 00:10:07.000]  神吹了一口氣
[00:10:07.000 --> 00:10:09.000]  就成爲一個人
[00:10:09.000 --> 00:10:11.000]  就是說,我們和神是
[00:10:11.000 --> 00:10:13.000]  有一個很親密的關係
[00:10:13.000 --> 00:10:15.000]  不單止這樣,男人做了出來
[00:10:15.000 --> 00:10:17.000]  女人是怎麼做的?
[00:10:17.000 --> 00:10:19.000]  爲什麼神不直接
[00:10:19.000 --> 00:10:21.000]  拿第二個泥
[00:10:21.000 --> 00:10:23.000]  吹下去,就成爲一個女人?
[00:10:23.000 --> 00:10:25.000]  他偏偏就要在男人身上
[00:10:25.000 --> 00:10:27.000]  拿出一條肋骨,再做一個女人
[00:10:27.000 --> 00:10:29.000]  所以,女人
[00:10:29.000 --> 00:10:31.000]  在男人身上
[00:10:31.000 --> 00:10:33.000]  而出,而男人
[00:10:33.000 --> 00:10:35.000]  又在女人身上
[00:10:35.000 --> 00:10:37.000]  而出,這個關係
[00:10:37.000 --> 00:10:39.000]  是沒得脫的,這個關係
[00:10:39.000 --> 00:10:41.000]  已經落印在我們
[00:10:41.000 --> 00:10:43.000]  創世紀,創世神
[00:10:43.000 --> 00:10:45.000]  在我們這個落印裏面
[00:10:45.000 --> 00:10:47.000]  就是愛
[00:10:47.000 --> 00:10:49.000]  我們要活出這個在當年
[00:10:49.000 --> 00:10:51.000]  創世紀,他不用說
[00:10:51.000 --> 00:10:53.000]  很愛,因爲已經充滿了神的愛
[00:10:53.000 --> 00:10:55.000]  直至到人犯罪之後
[00:10:55.000 --> 00:10:57.000]  被趕出
[00:10:57.000 --> 00:10:59.000]  伊甸園之前
[00:10:59.000 --> 00:11:01.000]  神做了一件事
[00:11:01.000 --> 00:11:03.000]  這個就是拯救,這個都是
[00:11:03.000 --> 00:11:05.000]  我們一起讀,好嗎?
[00:11:05.000 --> 00:11:07.000]  耶和神爲阿當和他職妻子
[00:11:07.000 --> 00:11:09.000]  用皮子作衣服
[00:11:09.000 --> 00:11:11.000]  給他們穿
[00:11:11.000 --> 00:11:13.000]  被他穿皮衣,真皮
[00:11:13.000 --> 00:11:15.000]  真皮就是什麼?就是殺身
[00:11:15.000 --> 00:11:17.000]  第一個制身
[00:11:17.000 --> 00:11:19.000]  人類歷史上第一個制身
[00:11:19.000 --> 00:11:21.000]  神想遮蓋他們的罪
[00:11:21.000 --> 00:11:23.000]  他們所做的
[00:11:23.000 --> 00:11:25.000]  他們犯的罪,神很不歡喜
[00:11:25.000 --> 00:11:27.000]  很不喜歡
[00:11:27.000 --> 00:11:29.000]  但是神依然愛他
[00:11:29.000 --> 00:11:31.000]  這個就是不能震動的
[00:11:31.000 --> 00:11:33.000]  直至到今時今日
[00:11:33.000 --> 00:11:35.000]  我們明白了,原來
[00:11:35.000 --> 00:11:37.000]  耶穌基督的救恩
[00:11:37.000 --> 00:11:39.000]  就是這個愛的高峯
[00:11:39.000 --> 00:11:41.000]  所以,希伯來書怎麼說?我們一起讀
[00:11:41.000 --> 00:11:43.000]  所以我們只管
[00:11:43.000 --> 00:11:45.000]  坦然無據的
[00:11:45.000 --> 00:11:47.000]  來到私恩的寶座前
[00:11:47.000 --> 00:11:49.000]  爲要得聯率
[00:11:49.000 --> 00:11:51.000]  蒙恩,爲作什麼?
[00:11:51.000 --> 00:11:53.000]  隨時的幫助
[00:11:53.000 --> 00:11:55.000]  隨時
[00:11:55.000 --> 00:11:57.000]  隨時
[00:11:57.000 --> 00:11:59.000]  剛纔的經文說
[00:11:59.000 --> 00:12:01.000]  我們要經常
[00:12:01.000 --> 00:12:03.000]  耶穌基督是一個
[00:12:03.000 --> 00:12:05.000]  不能震動的愛的本體
[00:12:05.000 --> 00:12:07.000]  祂是作我們隨時的幫助
[00:12:07.000 --> 00:12:09.000]  希望今天如果你沒有這種愛
[00:12:09.000 --> 00:12:11.000]  祂成爲你隨時的幫助
[00:12:11.000 --> 00:12:13.000]  成爲你屬靈裏面的氧氣
[00:12:13.000 --> 00:12:15.000]  好嗎?
[00:12:15.000 --> 00:12:17.000]  所以我們要練習什麼?
[00:12:17.000 --> 00:12:19.000]  無要什麼?
[00:12:19.000 --> 00:12:21.000]  常傳
[00:12:21.000 --> 00:12:23.000]  有時真的受不了
[00:12:23.000 --> 00:12:25.000]  有時真的常傳不了的時候
[00:12:25.000 --> 00:12:27.000]  我們應該怎樣呢?
[00:12:27.000 --> 00:12:29.000]  我們應該學習
[00:12:29.000 --> 00:12:31.000]  我們要在關係裏面
[00:12:31.000 --> 00:12:33.000]  去學習,怎樣去
[00:12:33.000 --> 00:12:35.000]  愛
[00:12:35.000 --> 00:12:37.000]  剛纔的經文說了一句話
[00:12:37.000 --> 00:12:39.000]  很好的,一起讀好嗎?
[00:12:39.000 --> 00:12:41.000]  二人成爲一體
[00:12:41.000 --> 00:12:43.000]  希望今天大家可以記得這一句,好嗎?
[00:12:43.000 --> 00:12:45.000]  一起讀吧
[00:12:45.000 --> 00:12:47.000]  二人成爲一體
[00:12:47.000 --> 00:12:49.000]  形成三個單位
[00:12:49.000 --> 00:12:51.000]  再讀多一次
[00:12:51.000 --> 00:12:53.000]  二人成爲一體
[00:12:53.000 --> 00:12:55.000]  成爲三個單位,哪三個?
[00:12:55.000 --> 00:12:57.000]  大家可不可以猜一下?
[00:12:57.000 --> 00:12:59.000]  你啦
[00:12:59.000 --> 00:13:01.000]  我啦
[00:13:01.000 --> 00:13:03.000]  和我們
[00:13:03.000 --> 00:13:05.000]  不是你和我
[00:13:05.000 --> 00:13:07.000]  是你和你太太,好嗎?
[00:13:07.000 --> 00:13:09.000]  你太太和你,好嗎?
[00:13:09.000 --> 00:13:11.000]  你明白我的意思了
[00:13:11.000 --> 00:13:13.000]  看着你太太說也可以
[00:13:13.000 --> 00:13:15.000]  你,對,說吧
[00:13:15.000 --> 00:13:17.000]  我和我們
[00:13:17.000 --> 00:13:19.000]  結婚之後
[00:13:19.000 --> 00:13:21.000]  好像有個帳戶
[00:13:21.000 --> 00:13:23.000]  我有個帳戶
[00:13:23.000 --> 00:13:25.000]  還有一個共同的帳戶
[00:13:25.000 --> 00:13:27.000]  很多時候,一個夫妻的關係
[00:13:27.000 --> 00:13:29.000]  就好像齒輪那樣
[00:13:29.000 --> 00:13:31.000]  有時藍色的齒輪錯
[00:13:31.000 --> 00:13:33.000]  有時黃色的齒輪錯
[00:13:33.000 --> 00:13:35.000]  有時大家都沒錯,只是熱氣而已
[00:13:35.000 --> 00:13:37.000]  好嗎?是大環境
[00:13:37.000 --> 00:13:39.000]  令到你很吵,人生裏面有
[00:13:39.000 --> 00:13:41.000]  很多的壓力,是嗎?
[00:13:41.000 --> 00:13:43.000]  但是呢
[00:13:43.000 --> 00:13:45.000]  你要記得,在婚姻
[00:13:45.000 --> 00:13:47.000]  這個過程裏面,我們要學習
[00:13:47.000 --> 00:13:49.000]  不能震動的愛
[00:13:49.000 --> 00:13:51.000]  或者,你老公
[00:13:51.000 --> 00:13:53.000]  已經開始不帥了
[00:13:53.000 --> 00:13:55.000]  你不喜歡
[00:13:55.000 --> 00:13:57.000]  是吧?你仍然看歐巴
[00:13:57.000 --> 00:13:59.000]  是吧?但是你不可以
[00:13:59.000 --> 00:14:01.000]  不愛他,是吧?或者
[00:14:01.000 --> 00:14:03.000]  你太太開始
[00:14:03.000 --> 00:14:05.000]  囉嗦了,好嗎?
[00:14:05.000 --> 00:14:07.000]  你覺得很煩,你不喜歡
[00:14:07.000 --> 00:14:09.000]  但是你不可以不愛他
[00:14:09.000 --> 00:14:11.000]  或者呢
[00:14:11.000 --> 00:14:13.000]  另一半生病了
[00:14:13.000 --> 00:14:15.000]  個個都不喜歡,不喜歡
[00:14:15.000 --> 00:14:17.000]  生病的,但是你
[00:14:17.000 --> 00:14:19.000]  不可以不愛他,是吧?或者
[00:14:19.000 --> 00:14:21.000]  對方已經很煩
[00:14:21.000 --> 00:14:23.000]  不知道什麼事,搞搞
[00:14:23.000 --> 00:14:25.000]  震,沒幫襯,你可以
[00:14:25.000 --> 00:14:27.000]  不喜歡,不可以
[00:14:27.000 --> 00:14:29.000]  不愛他,或者他犯事
[00:14:29.000 --> 00:14:31.000]  好嗎?這個
[00:14:31.000 --> 00:14:33.000]  不要說太遠
[00:14:33.000 --> 00:14:35.000]  但是我們都要活出
[00:14:35.000 --> 00:14:37.000]  不能震動的愛
[00:14:37.000 --> 00:14:39.000]  在這個關係裏面
[00:14:39.000 --> 00:14:41.000]  齒輪在運作的時候
[00:14:41.000 --> 00:14:43.000]  就是鐵磨鐵,令到自己
[00:14:43.000 --> 00:14:45.000]  在婚姻裏面,我們裏面
[00:14:45.000 --> 00:14:47.000]  成爲一個更加好的自己
[00:14:47.000 --> 00:14:49.000]  以至你,走出去的時候
[00:14:49.000 --> 00:14:51.000]  回公司,走路
[00:14:51.000 --> 00:14:53.000]  坐下起來
[00:14:53.000 --> 00:14:55.000]  都充滿着基督的愛
[00:14:55.000 --> 00:14:57.000]  活出一個更加好的
[00:14:57.000 --> 00:14:59.000]  自己,知道嗎?所以我們要
[00:14:59.000 --> 00:15:01.000]  在這個關係裏面
[00:15:01.000 --> 00:15:03.000]  去學習
[00:15:03.000 --> 00:15:05.000]  如何去愛
[00:15:05.000 --> 00:15:07.000]  我太太去了旅遊
[00:15:07.000 --> 00:15:09.000]  你可以告訴她,我在她身上
[00:15:09.000 --> 00:15:11.000]  她能和我成爲一個
[00:15:11.000 --> 00:15:13.000]  更加好的自己,我更加有耐性
[00:15:13.000 --> 00:15:15.000]  我更加可以
[00:15:15.000 --> 00:15:17.000]  明白,如何去顧一個家
[00:15:17.000 --> 00:15:19.000]  我知道她有多偉大
[00:15:19.000 --> 00:15:21.000]  好嗎?當然我都不錯
[00:15:21.000 --> 00:15:23.000]  但是呢,很多時候
[00:15:23.000 --> 00:15:25.000]  我們都會吵架的,因爲
[00:15:25.000 --> 00:15:27.000]  有時候不是大家錯
[00:15:27.000 --> 00:15:29.000]  有時候大環境,很熱氣
[00:15:29.000 --> 00:15:31.000]  搬家的時候,多煩
