
[00:00:00.000 --> 00:00:06.700]  剛才經過讀到主耶穌在曠野受魔鬼的試探
[00:01:41.620 --> 00:01:43.620]  我讀單節
[00:01:43.620 --> 00:01:45.620]  請弟兄姊妹讀雙節
[00:01:45.620 --> 00:01:48.620]  過了六天
[00:01:48.620 --> 00:01:52.620]  耶穌帶著彼得、雅各和雅各的弟弟約翰
[00:01:52.620 --> 00:01:55.620]  領他們悄悄地上了高山
[00:01:55.620 --> 00:02:09.620]  忽然有摩西和以利亞向他們顯現與耶穌說話
[00:02:23.620 --> 00:02:25.620]  說話之間
[00:02:25.620 --> 00:02:28.620]  忽然有一朵明亮的雲彩遮蓋他們
[00:02:28.620 --> 00:02:31.620]  又有聲音從雲彩裡出來
[00:02:31.620 --> 00:02:34.620]  說:這是我的愛子
[00:02:34.620 --> 00:02:36.620]  我所喜愛的
[00:02:36.620 --> 00:02:38.620]  你們要聽從他
[00:02:38.620 --> 00:02:45.620]  耶穌進前來拍拍他們
[00:02:45.620 --> 00:02:48.620]  說:起來,不要害怕
[00:02:53.620 --> 00:02:54.620]  下山的時候
[00:02:54.620 --> 00:02:56.620]  耶穌囑咐他們說
[00:02:56.620 --> 00:02:59.620]  人子還沒有從死人中復活
[00:02:59.620 --> 00:03:02.620]  你們不要把所看到的告訴人
[00:03:02.620 --> 00:03:09.620]  耶穌回答
[00:03:09.620 --> 00:03:11.620]  以利亞的確要來
[00:03:11.620 --> 00:03:13.620]  並要復興萬事
[00:03:13.620 --> 00:03:20.620]  為什麼耶穌要偷偷摸摸帶著三個門徒
[00:03:20.620 --> 00:03:22.620]  不讓人知道
[00:03:22.620 --> 00:03:24.620]  亦不讓人偷偷上山
[00:03:24.620 --> 00:03:27.620]  很奇怪
[00:03:27.620 --> 00:03:30.620]  在山上看到一個很榮耀的一幕
[00:03:30.620 --> 00:03:32.620]  看到兩個古人
[00:03:32.620 --> 00:03:34.620]  兩個舊約的人物是哪兩個
[00:03:34.620 --> 00:03:36.620]  一個是摩西
[00:03:36.620 --> 00:03:38.620]  一個是以利亞
[00:03:38.620 --> 00:03:40.620]  為什麼會是摩西
[00:03:40.620 --> 00:03:42.620]  為什麼會是以利亞
[00:03:42.620 --> 00:03:44.620]  摩西和以利亞有什麼特別
[00:03:44.620 --> 00:03:46.620]  摩西是誰
[00:03:46.620 --> 00:03:48.620]  問一下大家的舊約
[00:03:49.620 --> 00:03:51.620]  摩西帶領以利亞出埃及
[00:03:51.620 --> 00:03:52.620]  對不對
[00:03:52.620 --> 00:03:53.620]  很出名吧
[00:03:53.620 --> 00:03:55.620]  記住
[00:03:55.620 --> 00:04:02.620]  當以利亞在埃及地的時候
[00:04:02.620 --> 00:04:03.620]  在約瑟的時候
[00:04:03.620 --> 00:04:06.620]  他們搬到埃及的哥山地
[00:04:06.620 --> 00:04:07.620]  那個時候
[00:04:07.620 --> 00:04:10.620]  以利亞只不過是一個家族
[00:04:10.620 --> 00:04:12.620]  阿伯拉罕的家族
[00:04:12.620 --> 00:04:15.620]  只是一群人
[00:04:15.620 --> 00:04:18.620]  那時候一百人都不夠
[00:04:19.620 --> 00:04:21.620]  但出埃及的時候很多人
[00:04:21.620 --> 00:04:22.620]  就是說
[00:04:22.620 --> 00:04:25.620]  摩西帶領著不是一個家族出埃及
[00:04:25.620 --> 00:04:28.620]  他帶領著一個民族出埃及
[00:04:28.620 --> 00:04:31.620]  而這群民族
[00:04:31.620 --> 00:04:33.620]  他初初出埃及的時候
[00:04:33.620 --> 00:04:35.620]  他連敬拜哪位神
[00:04:35.620 --> 00:04:36.620]  他們都不知道
[00:04:36.620 --> 00:04:37.620]  他們只知道
[00:04:37.620 --> 00:04:41.620]  阿伯拉罕以撒瓦國的神
[00:04:41.620 --> 00:04:44.620]  誰告訴他們神的名字
[00:04:44.620 --> 00:04:45.620]  摩西
[00:04:45.620 --> 00:04:48.620]  耶和華向摩西顯現
[00:04:48.620 --> 00:04:50.620]  告訴摩西
[00:04:50.620 --> 00:04:52.620]  我的名字是什麼
[00:04:52.620 --> 00:04:53.620]  I am who I am
[00:04:53.620 --> 00:04:57.620]  然後告訴一群以色列人
[00:04:57.620 --> 00:04:59.620]  阿伯拉罕以撒瓦國的神
[00:04:59.620 --> 00:05:01.620]  他的名字是耶和華
[00:05:01.620 --> 00:05:04.620]  從那個時候開始
[00:05:04.620 --> 00:05:06.620]  以色列這個民族
[00:05:06.620 --> 00:05:09.620]  才知道他們所敬拜的是誰
[00:05:09.620 --> 00:05:11.620]  由摩西開始
[00:05:11.620 --> 00:05:15.620]  摩西帶領一群以色列人出埃及
[00:05:15.620 --> 00:05:18.620]  去到礦野去到西乃山之下
[00:05:18.620 --> 00:05:19.620]  摩西上山
[00:05:19.620 --> 00:05:22.620]  與神面對面
[00:05:22.620 --> 00:05:25.620]  還領了十誡
[00:05:25.620 --> 00:05:26.620]  領了律例
[00:05:26.620 --> 00:05:28.620]  領了典章
[00:05:28.620 --> 00:05:31.620]  給整個以色列民代表什麼
[00:05:31.620 --> 00:05:35.620]  摩西不單單是帶領以色列人認識神
[00:05:35.620 --> 00:05:38.620]  並且從神那裡領受了律法
[00:05:38.620 --> 00:05:40.620]  去塑造這個群體
[00:05:40.620 --> 00:05:44.620]  昔日在迦南地的群體
[00:05:44.620 --> 00:05:46.620]  這個民族
[00:05:46.620 --> 00:05:48.620]  他們拜的是很多不同的神
[00:05:48.620 --> 00:05:50.620]  有他們自己
[00:05:50.620 --> 00:05:53.620]  無論是獻自己兒女給神
[00:05:53.620 --> 00:05:57.620]  或者是不斷地奸淫
[00:05:57.620 --> 00:06:00.620]  以致希望能夠有更多的農作物
[00:06:00.620 --> 00:06:01.620]  收成
[00:06:01.620 --> 00:06:03.620]  有他們自己的風俗
[00:06:03.620 --> 00:06:07.620]  但是摩西藉著神的律法
[00:06:07.620 --> 00:06:10.620]  塑造整個的民族文化
[00:06:10.620 --> 00:06:12.620]  讓他們單單屬於神
[00:06:12.620 --> 00:06:16.620]  讓他們知道屬於神的群體應該怎樣
[00:06:16.620 --> 00:06:18.620]  由摩西開始
[00:06:18.620 --> 00:06:21.620]  他是律法的代表
[00:06:21.620 --> 00:06:25.620]  他是塑造屬於神群體的第一人
[00:06:25.620 --> 00:06:29.620]  所以以色列人很重視摩西
[00:06:29.620 --> 00:06:31.620]  非常重要
[00:06:31.620 --> 00:06:35.620]  由摩西開始了他們的民族
[00:06:35.620 --> 00:06:37.620]  如果現在用宗教兩個字
[00:06:37.620 --> 00:06:38.620]  但其實不是宗教
[00:06:38.620 --> 00:06:40.620]  是民族的核心
[00:06:41.620 --> 00:06:42.620]  以利亞
[00:06:42.620 --> 00:06:45.620]  以利亞在獵王的時期
[00:06:45.620 --> 00:06:50.620]  他呼籲一群的以色列民眾
[00:06:50.620 --> 00:06:51.620]  回歸耶和華
[00:06:51.620 --> 00:06:53.620]  他最出名的是什麼
[00:06:53.620 --> 00:06:54.620]  在加密山上
[00:06:54.620 --> 00:07:00.620]  和850個假神的先知鬥法
[00:07:00.620 --> 00:07:02.620]  一個鬥850個
[00:07:02.620 --> 00:07:04.620]  贏了
[00:07:04.620 --> 00:07:06.620]  是不是
[00:07:06.620 --> 00:07:07.620]  很記得
[00:07:07.620 --> 00:07:08.620]  是他人生的高峰
[00:07:08.620 --> 00:07:12.620]  接著被皇后追殺就下跌到人生的低潮
[00:07:12.620 --> 00:07:14.620]  走走走到哪裡
[00:07:14.620 --> 00:07:19.620]  走到昔日摩西領受律法的地方
[00:07:19.620 --> 00:07:20.620]  西乃山
[00:07:20.620 --> 00:07:22.620]  在西乃山那裡
[00:07:22.620 --> 00:07:25.620]  耶和華同樣地向以利亞顯現
[00:07:25.620 --> 00:07:28.620]  就好像昔日和摩西顯現一樣
[00:07:28.620 --> 00:07:32.620]  將以利亞重新復興
[00:07:32.620 --> 00:07:34.620]  復興起來
[00:07:35.620 --> 00:07:38.620]  由那個時候開始
[00:07:38.620 --> 00:07:41.620]  還叫以利亞開始尋求他的接班人
[00:07:41.620 --> 00:07:43.620]  找了以利沙出來
[00:07:43.620 --> 00:07:46.620]  對於以色列人來說
[00:07:46.620 --> 00:07:48.620]  以利亞是另一個代表
[00:07:48.620 --> 00:07:51.620]  是神大能先知的代表
[00:07:51.620 --> 00:07:56.620]  是呼籲以色列人回歸耶和華懷抱的代表
[00:07:56.620 --> 00:08:01.620]  是在屬靈上打仗勝利者的代表
[00:08:01.620 --> 00:08:03.620]  而且更重要的
[00:08:04.620 --> 00:08:06.620]  在舊約語言裡
[00:08:06.620 --> 00:08:09.620]  尼出亞要來之前的先鋒是誰
[00:08:09.620 --> 00:08:10.620]  是以利亞
[00:08:10.620 --> 00:08:15.620]  即是代表當摩西在
[00:08:15.620 --> 00:08:17.620]  當以利亞在
[00:08:17.620 --> 00:08:20.620]  當耶穌在跟他們聊天的時候
[00:08:20.620 --> 00:08:23.620]  代表摩西和以利亞正在認同主耶穌
[00:08:23.620 --> 00:08:27.620]  一個很榮耀的圖畫
[00:08:27.620 --> 00:08:28.620]  等於有一天
[00:08:28.620 --> 00:08:30.620]  如果你看到
[00:08:30.620 --> 00:08:33.620]  如果以羅穆斯做例子
[00:08:34.620 --> 00:08:35.620]  有一天
[00:08:35.620 --> 00:08:37.620]  見到我們國家主席
[00:08:37.620 --> 00:08:40.620]  見到美國總統和羅穆斯在撐枱腳
[00:08:40.620 --> 00:08:42.620]  哇!羅穆斯很厲害
[00:08:42.620 --> 00:08:45.620]  就是那種感覺
[00:08:45.620 --> 00:08:48.620]  而且更加榮耀
[00:08:48.620 --> 00:08:49.620]  為什麼?
[00:08:49.620 --> 00:08:53.620]  因為摩西其實已經去世了
[00:08:53.620 --> 00:08:57.620]  以利亞是親自被神接上天的
[00:08:57.620 --> 00:08:58.620]  出來
[00:08:58.620 --> 00:09:01.620]  那群叛徒覺得
[00:09:01.620 --> 00:09:02.620]  太厲害了
[00:09:02.620 --> 00:09:04.620]  很厲害
[00:09:04.620 --> 00:09:06.620]  然後
[00:09:06.620 --> 00:09:07.620]  馬上
[00:09:07.620 --> 00:09:09.620]  第一個反應是什麼?
[00:09:09.620 --> 00:09:10.620]  彼得華
[00:09:10.620 --> 00:09:12.620]  在這裡真好
[00:09:12.620 --> 00:09:14.620]  一個大有榮耀的片刻
[00:09:14.620 --> 00:09:16.620]  一個大有榮耀的時刻
[00:09:16.620 --> 00:09:18.620]  不要錯過
[00:09:18.620 --> 00:09:20.620]  繼續留在這裡
[00:09:20.620 --> 00:09:23.620]  繼續留住這個榮耀的時間
[00:09:23.620 --> 00:09:25.620]  通常都是
[00:09:25.620 --> 00:09:27.620]  風光的日子當然
[00:09:27.620 --> 00:09:30.620]  繼續留在風光的日子是最好的
[00:09:31.620 --> 00:09:34.620]  誰希望風光的日子快快地過去呢?
[00:09:34.620 --> 00:09:35.620]  彼得是這樣想的
[00:09:35.620 --> 00:09:36.620]  在這裡真好
[00:09:36.620 --> 00:09:39.620]  但其實還沒完
[00:09:39.620 --> 00:09:40.620]  聖經裡面說
[00:09:40.620 --> 00:09:42.620]  當摩西
[00:09:42.620 --> 00:09:45.620]  當以利亞一同與耶穌
[00:09:45.620 --> 00:09:46.620]  一起聊天
[00:09:46.620 --> 00:09:48.620]  代表他們認同
[00:09:48.620 --> 00:09:50.620]  耶穌的時候
[00:09:50.620 --> 00:09:52.620]  另一個更大的認同是誰?
[00:09:52.620 --> 00:09:54.620]  雲彩
[00:09:54.620 --> 00:09:56.620]  天父親自出聲
[00:09:56.620 --> 00:09:57.620]  這是我的愛主
[00:09:57.620 --> 00:09:59.620]  我所喜悅的
[00:09:59.620 --> 00:10:01.620]  這是天父第二次出聲
[00:10:01.620 --> 00:10:02.620]  第一次出聲是什麼時候?
[00:10:02.620 --> 00:10:04.620]  耶穌
[00:10:04.620 --> 00:10:05.620]  被施洗
[00:10:05.620 --> 00:10:07.620]  約翰施洗的時候
[00:10:07.620 --> 00:10:09.620]  歷世歷代以來
[00:10:09.620 --> 00:10:12.620]  從來沒有一個人
[00:10:12.620 --> 00:10:15.620]  天父親自出聲音
[00:10:15.620 --> 00:10:19.620]  為他一次兩次去作證
[00:10:19.620 --> 00:10:20.620]  而且每一次的作證
[00:10:20.620 --> 00:10:22.620]  不是說這個人怎樣好
[00:10:22.620 --> 00:10:24.620]  或者他要為我做些什麼
[00:10:24.620 --> 00:10:26.620]  或者吩咐他做些什麼
[00:10:26.620 --> 00:10:27.620]  兩次都是說
[00:10:27.620 --> 00:10:29.620]  這是我的愛主
[00:10:29.620 --> 00:10:31.620]  我所喜悅的一份關係
[00:10:31.620 --> 00:10:34.620]  其實不只是一份關係
[00:10:34.620 --> 00:10:36.620]  如果在路加分第九章三十五節
[00:10:36.620 --> 00:10:38.620]  同樣記載這段經文的時候
[00:10:38.620 --> 00:10:40.620]  他再多加一句
[00:10:40.620 --> 00:10:44.620]  這是我所揀選的
[00:10:44.620 --> 00:10:47.620]  是我所命定的
[00:10:47.620 --> 00:10:52.620]  難怪門徒嚇得趴在地上
[00:10:52.620 --> 00:10:56.620]  哇 永生神說話
[00:10:56.620 --> 00:11:00.620]  誰能夠在聖潔的神面前
[00:11:00.620 --> 00:11:01.620]  站立得住
[00:11:01.620 --> 00:11:03.620]  哎呀 我沒命了
[00:11:03.620 --> 00:11:05.620]  他們呼呼在地
[00:11:05.620 --> 00:11:06.620]  太害怕了
[00:11:06.620 --> 00:11:07.620]  榮耀的一刻
[00:11:07.620 --> 00:11:08.620]  去到高峰的時候
[00:11:08.620 --> 00:11:11.620]  他們承受不住這種榮耀
[00:11:11.620 --> 00:11:15.620]  但是
[00:11:15.620 --> 00:11:18.620]  耶穌沒有選擇
[00:11:18.620 --> 00:11:20.620]  給的建議
[00:11:20.620 --> 00:11:23.620]  我們留在這裡真好
[00:11:25.620 --> 00:11:27.620]  耶穌沒有選擇
[00:11:27.620 --> 00:11:29.620]  繼續他的榮耀
[00:11:29.620 --> 00:11:32.620]  耶穌沒有選擇
[00:11:32.620 --> 00:11:34.620]  他榮耀的一刻停留
[00:11:34.620 --> 00:11:37.620]  那耶穌選擇了什麼
[00:11:37.620 --> 00:11:39.620]  我想問耶穌選擇了什麼
[00:11:39.620 --> 00:11:46.620]  我們看看摩西和以利亞
[00:11:46.620 --> 00:11:48.620]  他們和耶穌聊天
[00:11:48.620 --> 00:11:49.620]  聊些什麼
[00:11:49.620 --> 00:11:50.620]  在馬達福音十七章
[00:11:50.620 --> 00:11:52.620]  我們看不到摩西和以利亞
[00:11:52.620 --> 00:11:54.620]  和耶穌聊天的內容
[00:11:54.620 --> 00:11:56.620]  於是我們打開
[00:11:56.620 --> 00:11:58.620]  路加福音第九章
[00:11:58.620 --> 00:12:00.620]  第三十一節
[00:12:00.620 --> 00:12:02.620]  去找一找
[00:12:02.620 --> 00:12:04.620]  他們聊天的內容
[00:12:04.620 --> 00:12:05.620]  我們揭一揭
[00:12:05.620 --> 00:12:07.620]  路加福音第九章三十一節
[00:12:07.620 --> 00:12:17.620]  好 揭到的
[00:12:17.620 --> 00:12:18.620]  我們一起讀
[00:12:18.620 --> 00:12:19.620]  準備起
[00:12:19.620 --> 00:12:21.620]  他們在榮光裡顯現
[00:12:21.620 --> 00:12:23.620]  談論耶穌去世的時候
[00:12:23.620 --> 00:12:27.620]  就是他在耶路撒冷將要完成的時候
[00:12:27.620 --> 00:12:30.620]  原來他們在談論這件事
[00:12:30.620 --> 00:12:32.620]  在談論耶穌怎麼死
[00:12:32.620 --> 00:12:37.620]  在談論耶穌在耶路撒冷要完成什麼
[00:12:37.620 --> 00:12:38.620]  大家都知道了
[00:12:38.620 --> 00:12:40.620]  在談論他的受難
[00:12:40.620 --> 00:12:42.620]  在談論他的受苦
[00:12:42.620 --> 00:12:46.620]  在談論他在十字架上所發生的事
[00:12:46.620 --> 00:12:48.620]  他要完成整個救贖
[00:12:48.620 --> 00:12:50.620]  完成這個計劃
[00:12:51.620 --> 00:12:53.620]  就即時在說
[00:12:53.620 --> 00:12:56.620]  他在和耶穌談
[00:12:56.620 --> 00:12:58.620]  他將來的路
[00:12:58.620 --> 00:12:59.620]  他要怎麼走
[00:12:59.620 --> 00:13:03.620]  在白羅書第七章
[00:13:03.620 --> 00:13:05.620]  二十七到二十八節聽我讀
[00:13:05.620 --> 00:13:08.620]  那裡說到主耶穌不像那些大祭司
[00:13:08.620 --> 00:13:10.620]  每天必須先為自己的罪
[00:13:10.620 --> 00:13:12.620]  後為百姓的罪獻祭
[00:13:12.620 --> 00:13:15.620]  因為他只一次將自己獻上
[00:13:15.620 --> 00:13:17.620]  就把這事成全了
[00:13:18.620 --> 00:13:21.620]  律法所立的大祭司本是有弱點的人
[00:13:21.620 --> 00:13:23.620]  但在律法以後
[00:13:23.620 --> 00:13:27.620]  神已起誓地說納了兒子為大祭司
[00:13:27.620 --> 00:13:29.620]  成為完全直到永遠
[00:13:29.620 --> 00:13:33.620]  主耶穌這個尼塞亞
[00:13:33.620 --> 00:13:35.620]  他不是單單以色列的君王
[00:13:35.620 --> 00:13:38.620]  他是更加讓整個新的群體
[00:13:38.620 --> 00:13:39.620]  在神的面前出現
[00:13:39.620 --> 00:13:42.620]  在律法上能夠站立得住
[00:13:42.620 --> 00:13:45.620]  成為兒
[00:13:45.620 --> 00:13:46.620]  成為聖傑
[00:13:47.620 --> 00:13:49.620]  能夠蒙神的悅納
[00:13:49.620 --> 00:13:50.620]  蒙神的憐憫
[00:13:50.620 --> 00:13:55.620]  帶來先知所預言的釋放和救贖
[00:13:55.620 --> 00:13:58.620]  這才是尼塞亞真正的意義
[00:13:58.620 --> 00:14:00.620]  在以色列人中
[00:14:00.620 --> 00:14:02.620]  尼塞亞就是一個君王
[00:14:02.620 --> 00:14:03.620]  能夠復興他們
[00:14:03.620 --> 00:14:05.620]  能夠將他們脫離羅馬的政權
[00:14:05.620 --> 00:14:06.620]  不過
[00:14:06.620 --> 00:14:08.620]  在舊約預言
[00:14:08.620 --> 00:14:10.620]  真正的尼塞亞是怎樣
[00:14:10.620 --> 00:14:14.620]  回歸耶和華的懷抱
[00:14:14.620 --> 00:14:16.620]  能夠在聖傑的神面前
[00:14:16.620 --> 00:14:17.620]  站立得住
[00:14:17.620 --> 00:14:19.620]  蒙神的接納
[00:14:19.620 --> 00:14:23.620]  這才是真正的釋放和救贖
[00:14:23.620 --> 00:14:26.620]  門徒明不明
[00:14:26.620 --> 00:14:27.620]  門徒不明
[00:14:27.620 --> 00:14:31.620]  為什麼這裡登山變象
[00:14:31.620 --> 00:14:34.620]  回到旁邊那頁
[00:14:34.620 --> 00:14:36.620]  瑪丹福十七章之前
[00:14:36.620 --> 00:14:38.620]  第十六章發生什麼事
[00:14:38.620 --> 00:14:40.620]  彼得認耶穌是基督
[00:14:40.620 --> 00:14:42.620]  當彼得認了耶穌是基督
[00:14:42.620 --> 00:14:43.620]  接著耶穌開始說
[00:14:43.620 --> 00:14:45.620]  他前面的路要怎樣走
[00:14:45.620 --> 00:14:46.620]  從那時起
[00:14:46.620 --> 00:14:47.620]  第二十一節
[00:14:47.620 --> 00:14:48.620]  十六章二十一節
[00:14:48.620 --> 00:14:50.620]  從那時起
[00:14:50.620 --> 00:14:53.620]  門徒才向門徒明說
[00:14:53.620 --> 00:14:54.620]  那個時候才開始說
[00:14:54.620 --> 00:14:56.620]  他必須上耶路撒冷去
[00:14:56.620 --> 00:14:59.620]  受長老祭司長王文士許多的苦
[00:14:59.620 --> 00:15:00.620]  並且被殺
[00:15:00.620 --> 00:15:02.620]  第三天復活
[00:15:02.620 --> 00:15:03.620]  對於門徒來說
[00:15:03.620 --> 00:15:05.620]  沒可能的
[00:15:05.620 --> 00:15:07.620]  因為君王的尼塞亞
[00:15:07.620 --> 00:15:08.620]  來到應該榮榮耀耀
[00:15:08.620 --> 00:15:10.620]  應該轟動天下
[00:15:10.620 --> 00:15:11.620]  轟淋天下
[00:15:11.620 --> 00:15:12.620]  來到的
[00:15:12.620 --> 00:15:14.620]  竟然要這樣
[00:15:14.620 --> 00:15:19.620]  沒理由拿苦來生
[00:15:19.620 --> 00:15:21.620]  彼得就拉著他
[00:15:21.620 --> 00:15:23.620]  責備主耶穌說
[00:15:23.620 --> 00:15:24.620]  主啊千萬不可如此
[00:15:24.620 --> 00:15:28.620]  這是絕不可淋到你身上
[00:15:28.620 --> 00:15:30.620]  耶穌轉過來對彼得說
[00:15:30.620 --> 00:15:31.620]  撒旦
[00:15:31.620 --> 00:15:33.620]  退我後面去
[00:15:33.620 --> 00:15:34.620]  你是我的絆腳石
[00:15:34.620 --> 00:15:38.620]  因為你不體會神的心意
[00:15:38.620 --> 00:15:45.620]  而是體會人的意思
[00:15:45.620 --> 00:15:50.620]  竟然這個受苦
[00:15:50.620 --> 00:15:53.620]  是體會神的心意
[00:15:53.620 --> 00:15:56.620]  竟然彼得一個人之常情的舉動
[00:15:56.620 --> 00:15:58.620]  為什麼要拿苦來生
[00:15:58.620 --> 00:16:00.620]  明知道黑路怎樣走上去
[00:16:00.620 --> 00:16:01.620]  被耶穌罵他
[00:16:01.620 --> 00:16:03.620]  撒旦
[00:16:03.620 --> 00:16:05.620]  退我後面去
[00:16:05.620 --> 00:16:07.620]  你是我的絆腳石
[00:16:07.620 --> 00:16:09.620]  耶穌的選擇
[00:16:09.620 --> 00:16:15.620]  並不是騙黑的風光或榮耀
[00:16:15.620 --> 00:16:19.620]  登山變像顯出耶穌的榮耀
[00:16:19.620 --> 00:16:21.620]  也顯出他的預言
[00:16:21.620 --> 00:16:25.620]  他明知道上耶路撒冷要遭遇什麼
[00:16:25.620 --> 00:16:26.620]  但他甘心信服
[00:16:26.620 --> 00:16:28.620]  完成天父的心意
[00:16:28.620 --> 00:16:31.620]  讓天父得榮耀
[00:16:31.620 --> 00:16:33.620]  以至當他上十字架之前
[00:16:33.620 --> 00:16:36.620]  他在赫西瑪利園祈禱的時候
[00:16:36.620 --> 00:16:38.620]  約翰福音17章第一節
[00:16:38.620 --> 00:16:40.620]  講到主耶穌說
[00:16:40.620 --> 00:16:44.620]  耶穌說了這些話就舉目望天說
[00:16:44.620 --> 00:16:46.620]  父啊!時候到了
[00:16:46.620 --> 00:16:49.620]  願祢榮耀祢的兒子
[00:16:49.620 --> 00:16:52.620]  使兒子也榮耀祢
[00:16:52.620 --> 00:16:54.620]  竟然上十字架
[00:16:54.620 --> 00:16:56.620]  對於耶穌來說
[00:16:56.620 --> 00:17:01.620]  是天父榮耀耶穌的其中一個舉動
[00:17:01.620 --> 00:17:03.620]  而在十字架上
[00:17:03.620 --> 00:17:08.620]  耶穌能夠榮耀天父
[00:17:08.620 --> 00:17:11.620]  門徒什麼時候明白
[00:17:11.620 --> 00:17:13.620]  門徒不明白
[00:17:13.620 --> 00:17:16.620]  所以為什麼登山變像之後
[00:17:16.620 --> 00:17:18.620]  耶穌明明吩咐門徒
[00:17:18.620 --> 00:17:20.620]  不要說話
[00:17:20.620 --> 00:17:22.620]  不要告訴其他人
[00:17:22.620 --> 00:17:25.620]  因為他們根本就不明白
[00:17:25.620 --> 00:17:27.620]  所有事件都是這樣
[00:17:27.620 --> 00:17:29.620]  一說出來就會加一些揣釋
[00:17:29.620 --> 00:17:31.620]  會加一些解釋
[00:17:31.620 --> 00:17:34.620]  然後就會說錯話
[00:17:34.620 --> 00:17:36.620]  所以耶穌說
[00:17:36.620 --> 00:17:38.620]  直至什麼時候
[00:17:38.620 --> 00:17:41.620]  耶穌從死人中復活的時候
[00:17:41.620 --> 00:17:44.620]  才可以說
[00:17:44.620 --> 00:17:47.620]  當我們看回路加方24章44到48節
[00:17:47.620 --> 00:17:49.620]  就是耶穌復活了之後
[00:17:49.620 --> 00:17:52.620]  耶穌和他們解釋發生了什麼事
[00:17:52.620 --> 00:17:55.620]  這就是我從前和你們同在的時候
[00:17:55.620 --> 00:17:57.620]  和你們所說的那些說話
[00:17:57.620 --> 00:17:59.620]  摩西的律法
[00:17:59.620 --> 00:18:01.620]  先知的書和詩篇
[00:18:01.620 --> 00:18:03.620]  所記的一切
[00:18:03.620 --> 00:18:05.620]  指著我的話都必須應驗
[00:18:05.620 --> 00:18:09.620]  於是耶穌開他們的心竅
[00:18:09.620 --> 00:18:12.620]  路加方24章說
[00:18:12.620 --> 00:18:14.620]  耶穌開他們的心竅
[00:18:14.620 --> 00:18:16.620]  使他們能明白聖經
[00:18:16.620 --> 00:18:17.620]  又對他們說
[00:18:17.620 --> 00:18:19.620]  照經上所寫的
[00:18:19.620 --> 00:18:20.620]  基督必受害
[00:18:20.620 --> 00:18:23.620]  從第三天從死人中復活
[00:18:23.620 --> 00:18:25.620]  並且人們要奉他的名傳悔改
[00:18:25.620 --> 00:18:27.620]  使聚得舍的道
[00:18:27.620 --> 00:18:30.620]  從耶路撒冷起直傳到萬邦
[00:18:30.620 --> 00:18:36.620]  你們就是這些事的見證
[00:18:36.620 --> 00:18:39.620]  那個時候門徒才明白
[00:18:39.620 --> 00:18:42.620]  為什麼那個時候門徒才明白
[00:18:42.620 --> 00:18:44.620]  因為門徒裡面有很多觀念
[00:18:44.620 --> 00:18:48.620]  而這些觀念跟我們都差不多
[00:18:48.620 --> 00:18:49.620]  既然主耶穌是彌賽
[00:18:49.620 --> 00:18:50.620]  是蒙神祝福
[00:18:50.620 --> 00:18:52.620]  是神的僕人
[00:18:52.620 --> 00:18:53.620]  他相信神所愛的
[00:18:53.620 --> 00:18:55.620]  神所揀選的
[00:18:55.620 --> 00:18:57.620]  神必然保守
[00:18:57.620 --> 00:18:58.620]  必定無憂
