
[00:00:00.000 --> 00:00:04.000]  好,弟兄姊妹,我們先再次低頭祈禱
[00:06:46.000 --> 00:06:50.000]  敬虔、莊重、平靜、安穩的日子
[00:06:50.000 --> 00:06:53.000]  是有利福音的傳開
[00:06:53.000 --> 00:06:57.000]  上帝的心意是要萬人得救
[00:06:57.000 --> 00:07:01.000]  的確為了在有權位的人去祈禱
[00:07:01.000 --> 00:07:03.000]  是非常重要
[00:07:03.000 --> 00:07:06.000]  因為他們的決定足以影響
[00:07:06.000 --> 00:07:09.000]  福音能不能夠傳開
[00:07:09.000 --> 00:07:11.000]  當然我們曾經都見到
[00:07:11.000 --> 00:07:13.000]  在暴政底下
[00:07:13.000 --> 00:07:17.000]  福音都好像仍然可以開花結果
[00:07:17.000 --> 00:07:21.000]  但是這個不是一個很理想的情況
[00:07:21.000 --> 00:07:24.000]  今天我們見到很多國家
[00:07:24.000 --> 00:07:28.000]  他們的政策都不讓宣教士去入境
[00:07:28.000 --> 00:07:31.000]  不發給簽證他們
[00:07:31.000 --> 00:07:34.000]  我們亦都見到國內的福音工作
[00:07:34.000 --> 00:07:36.000]  是越來越艱難
[00:07:36.000 --> 00:07:39.000]  最近新冠疫情爆發
[00:07:39.000 --> 00:07:42.000]  亦都影響了福音工作
[00:07:42.000 --> 00:07:44.000]  因為很多國家封城
[00:07:44.000 --> 00:07:48.000]  很多宣教士回到原居地避疫
[00:07:48.000 --> 00:07:50.000]  但是就回不去
[00:07:50.000 --> 00:07:54.000]  因為機票被取消完一次又一次
[00:07:54.000 --> 00:07:58.000]  根本就沒有飛機可以飛回去
[00:07:58.000 --> 00:08:04.000]  有宣教士他持有的國家護照
[00:08:04.000 --> 00:08:07.000]  是疫情非常嚴重的國家
[00:08:07.000 --> 00:08:11.000]  所以就算他的同伴宣教士
[00:08:11.000 --> 00:08:13.000]  能夠先飛去一個地方
[00:08:13.000 --> 00:08:15.000]  再轉回去工場都好
[00:08:15.000 --> 00:08:19.000]  這個宣教士他不可以這樣做
[00:08:19.000 --> 00:08:21.000]  因為他侍奉的工場
[00:08:21.000 --> 00:08:26.000]  仍然不容許持有國家護照的人入境
[00:08:26.000 --> 00:08:29.000]  所以這個宣教士心裏面好焦急
[00:08:29.000 --> 00:08:31.000]  不知道要滯留多久
[00:08:31.000 --> 00:08:34.000]  他好掛念工場的情況
[00:08:34.000 --> 00:08:37.000]  好掛念當地的弟兄姊妹
[00:08:37.000 --> 00:08:43.000]  為萬人的得救渠土
[00:08:43.000 --> 00:08:47.000]  為了一切在上有權位的人禱告
[00:08:47.000 --> 00:08:50.000]  不單單是要一個好的環境
[00:08:50.000 --> 00:08:52.000]  讓福音可以傳開
[00:08:52.000 --> 00:08:55.000]  讓人可以得到救恩
[00:08:55.000 --> 00:09:01.000]  也因為耶穌基督是唯一的救贖
[00:09:01.000 --> 00:09:04.000]  在第五節告訴我們
[00:09:04.000 --> 00:09:06.000]  神只有一位
[00:09:06.000 --> 00:09:11.000]  在神和人之間也只有一位的宗寶
[00:09:11.000 --> 00:09:16.000]  這位宗寶就是降世為人的基督耶穌
[00:09:16.000 --> 00:09:21.000]  耶穌基督曾經成為人的樣式
[00:09:21.000 --> 00:09:24.000]  來到這個世界
[00:09:24.000 --> 00:09:26.000]  祂作為一位宗寶
[00:09:26.000 --> 00:09:30.000]  祂站在被得罪的上帝
[00:09:30.000 --> 00:09:33.000]  和我們一群的罪人當中
[00:09:33.000 --> 00:09:35.000]  站在中間
[00:09:35.000 --> 00:09:38.000]  祂作為一個復和者
[00:09:38.000 --> 00:09:41.000]  祂讓我們罪人
[00:09:41.000 --> 00:09:48.000]  可以和我們身體恢復關係
[00:09:48.000 --> 00:09:49.000]  在第六節
[00:09:49.000 --> 00:09:53.000]  保羅說祂捨了自己作萬人的贖駕
[00:09:53.000 --> 00:09:55.000]  到了適當的時候
[00:09:55.000 --> 00:09:59.000]  這事就證實了
[00:09:59.000 --> 00:10:01.000]  基督耶穌
[00:10:01.000 --> 00:10:03.000]  祂獻上了自己
[00:10:03.000 --> 00:10:06.000]  祂甘願獻上自己的生命
[00:10:06.000 --> 00:10:11.000]  去成就了這個救贖的工作
[00:10:11.000 --> 00:10:14.000]  而主耶穌基督這個救贖的事實
[00:10:14.000 --> 00:10:16.000]  也證明了神
[00:10:16.000 --> 00:10:23.000]  祂真的要去拯救萬人
[00:10:23.000 --> 00:10:27.000]  耶穌基督祂一個人
[00:10:27.000 --> 00:10:31.000]  祂卻是袋贖了萬人
[00:10:31.000 --> 00:10:34.000]  耶穌基督所附上的贖駕
[00:10:34.000 --> 00:10:37.000]  是為了所有的人
[00:10:37.000 --> 00:10:39.000]  一個人的袋贖
[00:10:39.000 --> 00:10:44.000]  竟然足以去拯救、買贖萬人
[00:10:44.000 --> 00:10:46.000]  就是所有的人
[00:10:46.000 --> 00:10:48.000]  不論你是什麼種族、膚色
[00:10:48.000 --> 00:10:54.000]  語言、文化、階層等等
[00:10:54.000 --> 00:10:58.000]  有一年我的安斯連假在加拿大進修
[00:10:58.000 --> 00:11:00.000]  我們神學院的同學
[00:11:00.000 --> 00:11:04.000]  都來自世界不同的地方
[00:11:04.000 --> 00:11:06.000]  我們通常除了
[00:11:06.000 --> 00:11:09.000]  每個星期都有早會之外
[00:11:09.000 --> 00:11:13.000]  我們間中也會有聖餐的聚會
[00:11:13.000 --> 00:11:15.000]  是我們一班同學和老師
[00:11:15.000 --> 00:11:19.000]  我們會一起領聖餐
[00:11:19.000 --> 00:11:21.000]  我記得我第一次
[00:11:21.000 --> 00:11:24.000]  和來自不同地方的同學
[00:11:24.000 --> 00:11:26.000]  一起領聖餐的時候
[00:11:26.000 --> 00:11:28.000]  那個感受是很深刻的
[00:11:28.000 --> 00:11:31.000]  特別有一位非洲來的同學
[00:11:31.000 --> 00:11:33.000]  他坐在我的旁邊
[00:11:33.000 --> 00:11:36.000]  當他拿著麵包
[00:11:36.000 --> 00:11:38.000]  他撕了一塊
[00:11:38.000 --> 00:11:42.000]  然後黑黑的手將麵包遞給我
[00:11:42.000 --> 00:11:47.000]  當他喝完杯子裡的葡萄酒
[00:11:47.000 --> 00:11:49.000]  他用白色的布
[00:11:49.000 --> 00:11:52.000]  抹掉他喝過的地方
[00:11:52.000 --> 00:11:55.000]  他再遞給我的時候
[00:11:55.000 --> 00:11:59.000]  我是心裡很大的感動
[00:11:59.000 --> 00:12:04.000]  因為和我很不同種族
[00:12:04.000 --> 00:12:06.000]  很不同文化
[00:12:06.000 --> 00:12:09.000]  說不同的語言
[00:12:09.000 --> 00:12:12.000]  這位同學他竟然和我一起
[00:12:12.000 --> 00:12:15.000]  去領聖餐
[00:12:15.000 --> 00:12:19.000]  是因為我們有同一位的救主
[00:12:19.000 --> 00:12:21.000]  同一個的鐘堡
[00:12:21.000 --> 00:12:24.000]  讓我們可以同一個屬靈的家庭
[00:12:24.000 --> 00:12:28.000]  我們可以領受同一個的救恩
[00:12:28.000 --> 00:12:35.000]  在第七節
[00:12:35.000 --> 00:12:38.000]  保羅說:為了這事
[00:12:38.000 --> 00:12:41.000]  我也被派作傳道的和事徒
[00:12:41.000 --> 00:12:44.000]  我說的是真話,不是謊言
[00:12:44.000 --> 00:12:49.000]  在信仰和真理上作外族人的教師
[00:12:49.000 --> 00:12:51.000]  為了這事
[00:12:51.000 --> 00:12:55.000]  其實就是指到前面保羅說到
[00:12:55.000 --> 00:13:01.000]  他是為了萬人能夠得到這個救恩
[00:13:01.000 --> 00:13:05.000]  他奉派來傳福音
[00:13:05.000 --> 00:13:08.000]  保羅在這裡很清楚地
[00:13:08.000 --> 00:13:11.000]  要表明他說的話是真實的
[00:13:11.000 --> 00:13:14.000]  是因為當時面對假教師
[00:13:14.000 --> 00:13:16.000]  質疑他的權柄
[00:13:16.000 --> 00:13:18.000]  所以他要說清楚
[00:13:18.000 --> 00:13:21.000]  他的權柄其實是來自上主
[00:13:21.000 --> 00:13:24.000]  派他去傳福音
[00:13:24.000 --> 00:13:27.000]  特別是向外族傳福音
[00:13:27.000 --> 00:13:31.000]  所以保羅的夢照是向外族傳福音
[00:13:31.000 --> 00:13:33.000]  他也要去見證
[00:13:33.000 --> 00:13:37.000]  耶穌基督是唯一的鐘堡
[00:13:37.000 --> 00:13:43.000]  耶穌基督也是我們唯一的救主
[00:13:43.000 --> 00:13:50.000]  整天將眼光放在短暫的拯救或釋放
[00:13:50.000 --> 00:13:52.000]  昔日的猶太人
[00:13:52.000 --> 00:13:57.000]  他們很期待政治上的救主可以拯救他們
[00:13:57.000 --> 00:14:01.000]  而今天也有很多人期盼著
[00:14:01.000 --> 00:14:06.000]  地上的掌權者可以是他們的救主
[00:14:06.000 --> 00:14:11.000]  不過可惜往往這種期盼令人失望
[00:14:11.000 --> 00:14:14.000]  其實幾個月前的新冠疫情
[00:14:14.000 --> 00:14:18.000]  在全世界各地一發不可收拾
[00:14:18.000 --> 00:14:22.000]  就凸顯了在地上眾多的掌權者
[00:14:22.000 --> 00:14:25.000]  其實他們都很有限
[00:14:25.000 --> 00:14:29.000]  他們需要的是我們為他們去祈禱
[00:14:29.000 --> 00:14:32.000]  求上主賜給他們有智慧
[00:14:32.000 --> 00:14:36.000]  有愛心去管治
[00:14:36.000 --> 00:14:42.000]  這些掌權者他們都是萬人當中的一份子
[00:14:42.000 --> 00:14:46.000]  他們同樣都很需要救恩
[00:14:46.000 --> 00:14:50.000]  既然耶穌基督的代屬是為了萬人
[00:14:50.000 --> 00:14:53.000]  所以保羅關心的就是
[00:14:53.000 --> 00:14:57.000]  我們要為萬人來祈禱
[00:14:57.000 --> 00:14:59.000]  有一個姐妹分享
[00:14:59.000 --> 00:15:01.000]  她信了主很多年
[00:15:01.000 --> 00:15:03.000]  不過她多數的祈禱
[00:15:03.000 --> 00:15:06.000]  都是環繞著自己的需要
[00:15:06.000 --> 00:15:08.000]  家人的需要
[00:15:08.000 --> 00:15:12.000]  頂多會為教會弟兄姊妹的需要祈禱
[00:15:12.000 --> 00:15:14.000]  或者為教會祈禱
[00:15:14.000 --> 00:15:18.000]  她很少會想起為政府
[00:15:18.000 --> 00:15:20.000]  為在上的人
[00:15:20.000 --> 00:15:25.000]  為其他國家的元首來祈禱
[00:15:25.000 --> 00:15:27.000]  去年的社會事件
[00:15:27.000 --> 00:15:31.000]  她心裡有很多憤怒
[00:15:31.000 --> 00:15:33.000]  她一直看新聞就一直罵
[00:15:33.000 --> 00:15:36.000]  越罵就越生氣
[00:15:36.000 --> 00:15:38.000]  有一次看新聞的時候
[00:15:38.000 --> 00:15:40.000]  她又很想去罵
[00:15:40.000 --> 00:15:44.000]  突然間神問她
[00:15:44.000 --> 00:15:48.000]  為什麼你不為他們祈禱呢?
[00:15:48.000 --> 00:15:51.000]  為什麼你不為他們祈禱呢?
[00:15:51.000 --> 00:15:54.000]  自從那一次開始
[00:15:54.000 --> 00:15:56.000]  她就學習
[00:15:56.000 --> 00:15:59.000]  學習去為政府
[00:15:59.000 --> 00:16:05.000]  看到新聞裡不同的人的需要
[00:16:05.000 --> 00:16:07.000]  來祈禱
[00:16:07.000 --> 00:16:09.000]  因為這些人
[00:16:09.000 --> 00:16:12.000]  每一個都是神所愛的
[00:16:12.000 --> 00:16:15.000]  神都很願意做他們的中寶
[00:16:15.000 --> 00:16:17.000]  神都很願意拯救他們
[00:16:17.000 --> 00:16:19.000]  而最終的拯救
[00:16:19.000 --> 00:16:24.000]  只能夠來自主耶穌基督
[00:16:24.000 --> 00:16:27.000]  上帝的心意
[00:16:27.000 --> 00:16:29.000]  是要藉著耶穌基督
[00:16:29.000 --> 00:16:31.000]  這位唯一的中寶
[00:16:31.000 --> 00:16:35.000]  唯一的救主來拯救萬民
[00:16:35.000 --> 00:16:39.000]  而我們要配合神的計劃
[00:16:39.000 --> 00:16:42.000]  我們要配合上帝的計劃
[00:16:42.000 --> 00:16:45.000]  我們也要信服神給我們的吩咐
[00:16:45.000 --> 00:16:50.000]  我們要為執政決策的人來祈禱
[00:16:50.000 --> 00:16:55.000]  以致我們可以有一個平靜安穩的環境
[00:16:55.000 --> 00:16:59.000]  我們也可以活出信徒美好的見證
[00:16:59.000 --> 00:17:03.000]  叫人能夠得著救恩
[00:17:03.000 --> 00:17:04.000]  弟兄姊妹
[00:17:04.000 --> 00:17:05.000]  我請你低頭
[00:17:05.000 --> 00:17:08.000]  你為你自己祈禱
[00:17:08.000 --> 00:17:11.000]  求神去幫助你
[00:17:11.000 --> 00:17:14.000]  讓你按著神的吩咐
[00:17:14.000 --> 00:17:16.000]  懂得為萬人
[00:17:16.000 --> 00:17:27.000]  為有權位的人去祈禱
[00:17:27.000 --> 00:17:30.000]  我們的上主
[00:17:30.000 --> 00:17:34.000]  如果我們的禱告上上都是很自私
[00:17:34.000 --> 00:17:37.000]  只顧著自己的需要
[00:17:37.000 --> 00:17:41.000]  求你寬恕我們
[00:17:41.000 --> 00:17:44.000]  求聖靈去幫助我們
[00:17:44.000 --> 00:17:46.000]  讓我們習慣
[00:17:46.000 --> 00:17:50.000]  上上去為萬人
[00:17:50.000 --> 00:17:53.000]  為在上的去祈禱
[00:17:53.000 --> 00:17:58.000]  以致我們可以在一個有利的環境裡
[00:17:58.000 --> 00:18:01.000]  我們活出美好的見證
[00:18:01.000 --> 00:18:04.000]  也可以引領人去認識你
[00:18:04.000 --> 00:18:06.000]  祈禱奉耶穌基督
[00:18:06.000 --> 00:18:07.000]  得聖命祈求
[00:18:07.000 --> 00:18:09.000]  阿門
