
[00:00:00.000 --> 00:00:07.200]  請小妹姐早晨,好感謝您能夠在大年初二和大家一起更快地接觸到
[00:03:04.700 --> 00:03:07.700]  為你將你的話語撤下給我們
[00:03:07.700 --> 00:03:12.700]  不單止要為我們的心靈做指引、強調
[00:03:12.700 --> 00:03:15.700]  也要告訴我們,你看看是怎樣的事
[00:03:15.700 --> 00:03:18.700]  每次我們知道怎樣的,就敬畏你
[00:03:18.700 --> 00:03:20.700]  給我一個寄誠的心靈
[00:03:20.700 --> 00:03:24.700]  祝福阿祖,以你的精靈,開啟我們的心跳
[00:03:24.700 --> 00:03:26.700]  使我們能夠明白心靈
[00:03:26.700 --> 00:03:29.700]  你將有我們心智意義的進步
[00:03:29.700 --> 00:03:30.700]  祝福阿祖,以你的精靈,開啟我們的心跳
[00:03:30.700 --> 00:03:32.700]  祝福阿祖,以你的精靈,開啟我們的心跳
[00:03:32.700 --> 00:03:34.700]  祝福阿祖,以你的精靈,開啟我們的心跳
[00:03:34.700 --> 00:03:35.700]  祝福阿祖,以你的精靈,開啟我們的心跳
[00:03:35.700 --> 00:03:40.700]  敬畏聖,可能是我們聖體教會的聖事像
[00:03:40.700 --> 00:03:42.700]  聽到的聖像聖語說話
[00:03:42.700 --> 00:03:46.700]  亦都是我們十節,以阿蘇所說
[00:03:46.700 --> 00:03:48.700]  四大誡命是什麼?
[00:03:48.700 --> 00:03:51.700]  就是你以信心、信心,以愛主義的時候
[00:03:51.700 --> 00:03:53.700]  成為一個重要的態度
[00:03:53.700 --> 00:03:56.700]  就算我們信主的條約很長也好
[00:03:56.700 --> 00:03:58.700]  有時候,要想想你
[00:03:58.700 --> 00:04:01.700]  如何向人解釋,怎麼稱呼敬畏神的生命呢?
[00:04:01.700 --> 00:04:03.700]  例如你曾經有一群素人問你
[00:04:03.700 --> 00:04:05.700]  怎麼稱呼敬畏神?
[00:04:05.700 --> 00:04:07.700]  或是你曾經有一群素人問你
[00:04:07.700 --> 00:04:10.700]  你以為你曾經說過敬畏神的敬詞生命
[00:04:10.700 --> 00:04:11.700]  那是什麼來著呢?
[00:04:11.700 --> 00:04:13.700]  那你又如何回答呢?
[00:04:13.700 --> 00:04:15.700]  這方面呢,我都很好奇
[00:04:15.700 --> 00:04:18.700]  於是呢,我們周圍的朋友們都會問你
[00:04:18.700 --> 00:04:20.700]  你如何看敬畏神呢?
[00:04:20.700 --> 00:04:23.700]  有時候,你會怎樣看敬畏神呢?
[00:04:23.700 --> 00:04:25.700]  我會怎樣看敬畏神呢?
[00:04:25.700 --> 00:04:27.700]  我會怎樣看敬畏神呢?
[00:04:27.700 --> 00:04:29.700]  我會怎樣看敬畏神呢?
[00:04:29.700 --> 00:04:30.700]  好,我們現在問一下
[00:04:30.700 --> 00:04:33.700]  小提琴主導的問題,大家先問一下
[00:04:33.700 --> 00:04:35.700]  小提琴主導的問題,大家先問一下
[00:04:35.700 --> 00:04:37.700]  小提琴主導的問題,大家先問一下
[00:04:37.700 --> 00:04:40.700]  讓我先問問Ada,請你先回答一下
[00:04:40.700 --> 00:04:43.700]  你好,Ada,我想問一下你呢
[00:04:43.700 --> 00:04:46.700]  你覺得敬畏神是怎樣的敬畏神呢?
[00:04:46.700 --> 00:04:49.700]  敬畏,我想就是對神的一個稱號
[00:04:49.700 --> 00:04:51.700]  敬徒,敬愛
[00:04:51.700 --> 00:04:55.700]  相上就是訪問我們心靈之中的水位
[00:04:55.700 --> 00:04:58.700]  讓我們可以做好一些的事
[00:04:58.700 --> 00:05:00.700]  你覺得,你認為敬畏神是怎樣的敬畏神呢?
[00:05:00.700 --> 00:05:02.700]  敬畏神呢,我覺得有兩種態度
[00:05:02.700 --> 00:05:05.700]  一種就是要精神
[00:05:05.700 --> 00:05:07.700]  另一種就是要天命
[00:05:07.700 --> 00:05:10.700]  敬畏神呢,對我來說呢
[00:05:10.700 --> 00:05:13.700]  其實,特別在心靈記錄裡
[00:05:13.700 --> 00:05:15.700]  就隨時會放在我身上
[00:05:15.700 --> 00:05:17.700]  我覺得敬畏神呢
[00:05:17.700 --> 00:05:20.700]  我會公開兩個字,敬就是我對神的
[00:05:20.700 --> 00:05:23.700]  一份的尊崇,一份的惹尊敬
[00:05:23.700 --> 00:05:26.700]  因為祂的愛啦,祂的屬性啦
[00:05:26.700 --> 00:05:28.700]  越有,越有這層的精神
[00:05:28.700 --> 00:05:31.700]  你對上帝是有...
[00:05:31.700 --> 00:05:34.700]  你認識上帝的屬性是怎樣的?
[00:05:34.700 --> 00:05:36.700]  原本,我想敬畏神是
[00:05:36.700 --> 00:05:40.700]  怕會有懲罰,所以一定會做好事
[00:05:40.700 --> 00:05:43.700]  你很害怕,所以你會做差的事
[00:05:43.700 --> 00:05:47.700]  為了祂,你對祂有必要所為
[00:05:47.700 --> 00:05:50.700]  多一點點的懲罰,是因為
[00:05:50.700 --> 00:05:53.700]  你不是有尊敬,而是很害怕
[00:05:53.700 --> 00:05:56.700]  你會覺得上帝很大、很厲害
[00:05:56.700 --> 00:05:59.700]  所以你會不斷地尊敬
[00:05:59.700 --> 00:06:00.700]  敬畏神對我來說呢
[00:06:00.700 --> 00:06:03.700]  就是對神的一份的憤敬、尊敬
[00:06:03.700 --> 00:06:05.700]  在這份恩怨裡面呢
[00:06:05.700 --> 00:06:09.700]  對母嬰、對神那種的拯救和感觸
[00:06:14.700 --> 00:06:15.700]  剛才我們看到
[00:06:15.700 --> 00:06:17.700]  吾徒和吾女女仔
[00:06:17.700 --> 00:06:20.700]  竟然為母親一手敬畏
[00:06:20.700 --> 00:06:22.700]  而為母親一手敬畏
[00:06:22.700 --> 00:06:23.700]  而為母親一手敬畏
[00:06:23.700 --> 00:06:24.700]  而為母親一手敬畏
[00:06:24.700 --> 00:06:26.700]  而為母親一手敬畏
[00:06:26.700 --> 00:06:27.700]  而為母親一手敬畏
[00:06:27.700 --> 00:06:28.700]  而為母親一手敬畏
[00:06:28.700 --> 00:06:29.700]  而為母親一手敬畏
[00:06:29.700 --> 00:06:30.700]  而為母親一手敬畏
[00:06:30.700 --> 00:06:31.700]  而為母親一手敬畏
[00:06:31.700 --> 00:06:32.700]  而為母親一手敬畏
[00:06:32.700 --> 00:06:33.700]  而為母親一手敬畏
[00:06:33.700 --> 00:06:34.700]  而為母親一手敬畏
[00:06:34.700 --> 00:06:35.700]  而為母親一手敬畏
[00:06:35.700 --> 00:06:36.700]  而為母親一手敬畏
[00:06:36.700 --> 00:06:37.700]  而為母親一手敬畏
[00:06:37.700 --> 00:06:43.700]  而為母親一手敬畏
[00:06:43.700 --> 00:06:44.700]  而為母親一手敬畏
[00:06:44.700 --> 00:06:45.700]  而為母親一手敬畏
[00:06:45.700 --> 00:06:46.700]  而為母親一手敬畏
[00:06:46.700 --> 00:06:47.700]  而為母親一手敬畏
[00:06:47.700 --> 00:06:48.700]  而為母親一手敬畏
[00:06:48.700 --> 00:06:49.700]  而為母親一手敬畏
[00:06:49.700 --> 00:06:50.700]  而為母親一手敬畏
[00:06:50.700 --> 00:06:51.700]  而為母親一手敬畏
[00:06:51.700 --> 00:06:52.700]  而為母親一手敬畏
[00:06:52.700 --> 00:06:53.700]  而為母親一手敬畏
[00:06:53.700 --> 00:06:54.700]  而為母親一手敬畏
[00:06:54.700 --> 00:06:55.700]  而為母親一手敬畏
[00:06:55.700 --> 00:06:56.700]  而為母親一手敬畏
[00:06:56.700 --> 00:06:57.700]  而為母親一手敬畏
[00:06:57.700 --> 00:06:58.700]  而為母親一手敬畏
[00:06:58.700 --> 00:06:59.700]  而為母親一手敬畏
[00:06:59.700 --> 00:07:00.700]  而為母親一手敬畏
[00:07:00.700 --> 00:07:10.700]  而為母親一手敬畏
[00:07:10.700 --> 00:07:11.700]  而為母親一手敬畏
[00:07:11.700 --> 00:07:12.700]  而為母親一手敬畏
[00:07:12.700 --> 00:07:13.700]  而為母親一手敬畏
[00:07:13.700 --> 00:07:14.700]  而為母親一手敬畏
[00:07:14.700 --> 00:07:15.700]  而為母親一手敬畏
[00:07:15.700 --> 00:07:16.700]  而為母親一手敬畏
[00:07:16.700 --> 00:07:17.700]  而為母親一手敬畏
[00:07:17.700 --> 00:07:18.700]  而為母親一手敬畏
[00:07:18.700 --> 00:07:19.700]  而為母親一手敬畏
[00:07:19.700 --> 00:07:20.700]  而為母親一手敬畏
[00:07:20.700 --> 00:07:21.700]  而為母親一手敬畏
[00:07:21.700 --> 00:07:22.700]  而為母親一手敬畏
[00:07:22.700 --> 00:07:23.700]  而為母親一手敬畏
[00:07:23.700 --> 00:07:24.700]  而為母親一手敬畏
[00:07:24.700 --> 00:07:25.700]  而為母親一手敬畏
[00:07:25.700 --> 00:07:26.700]  而為母親一手敬畏
[00:07:26.700 --> 00:07:27.700]  而為母親一手敬畏
[00:07:27.700 --> 00:07:30.700]  而為母親一手敬畏
[00:07:30.700 --> 00:07:31.700]  而為母親一手敬畏
[00:07:31.700 --> 00:07:32.700]  而為母親一手敬畏
[00:07:32.700 --> 00:07:33.700]  而為母親一手敬畏
[00:07:33.700 --> 00:07:34.700]  而為母親一手敬畏
[00:07:34.700 --> 00:07:35.700]  而為母親一手敬畏
[00:07:35.700 --> 00:07:36.700]  而為母親一手敬畏
[00:07:36.700 --> 00:07:37.700]  而為母親一手敬畏
[00:07:37.700 --> 00:07:38.700]  而為母親一手敬畏
[00:07:38.700 --> 00:07:39.700]  而為母親一手敬畏
[00:07:39.700 --> 00:07:40.700]  而為母親一手敬畏
[00:07:40.700 --> 00:07:41.700]  而為母親一手敬畏
[00:07:41.700 --> 00:07:42.700]  而為母親一手敬畏
[00:07:42.700 --> 00:07:43.700]  而為母親一手敬畏
[00:07:43.700 --> 00:07:44.700]  而為母親一手敬畏
[00:07:44.700 --> 00:07:45.700]  而為母親一手敬畏
[00:07:45.700 --> 00:07:46.700]  而為母親一手敬畏
[00:07:46.700 --> 00:07:47.700]  而為母親一手敬畏
[00:07:47.700 --> 00:07:57.700]  而為母親一手敬畏
[00:07:57.700 --> 00:07:58.700]  而為母親一手敬畏
[00:07:58.700 --> 00:07:59.700]  而為母親一手敬畏
[00:07:59.700 --> 00:08:00.700]  而為母親一手敬畏
[00:08:00.700 --> 00:08:01.700]  而為母親一手敬畏
[00:08:01.700 --> 00:08:02.700]  而為母親一手敬畏
[00:08:02.700 --> 00:08:03.700]  而為母親一手敬畏
[00:08:03.700 --> 00:08:04.700]  而為母親一手敬畏
[00:08:04.700 --> 00:08:05.700]  而為母親一手敬畏
[00:08:05.700 --> 00:08:06.700]  而為母親一手敬畏
[00:08:06.700 --> 00:08:07.700]  而為母親一手敬畏
[00:08:07.700 --> 00:08:08.700]  而為母親一手敬畏
[00:08:08.700 --> 00:08:09.700]  而為母親一手敬畏
[00:08:09.700 --> 00:08:10.700]  而為母親一手敬畏
[00:08:10.700 --> 00:08:11.700]  而為母親一手敬畏
[00:08:11.700 --> 00:08:12.700]  而為母親一手敬畏
[00:08:12.700 --> 00:08:13.700]  而為母親一手敬畏
[00:08:13.700 --> 00:08:14.700]  而為母親一手敬畏
[00:08:14.700 --> 00:08:17.700]  而為母親一手敬畏
[00:08:17.700 --> 00:08:18.700]  而為母親一手敬畏
[00:08:18.700 --> 00:08:19.700]  而為母親一手敬畏
[00:08:19.700 --> 00:08:20.700]  而為母親一手敬畏
[00:08:20.700 --> 00:08:21.700]  而為母親一手敬畏
[00:08:21.700 --> 00:08:22.700]  而為母親一手敬畏
[00:08:22.700 --> 00:08:23.700]  而為母親一手敬畏
[00:08:23.700 --> 00:08:24.700]  而為母親一手敬畏
[00:08:24.700 --> 00:08:25.700]  而為母親一手敬畏
[00:08:25.700 --> 00:08:26.700]  而為母親一手敬畏
[00:08:26.700 --> 00:08:27.700]  而為母親一手敬畏
[00:08:27.700 --> 00:08:28.700]  而為母親一手敬畏
[00:08:28.700 --> 00:08:29.700]  而為母親一手敬畏
[00:08:29.700 --> 00:08:30.700]  而為母親一手敬畏
[00:08:30.700 --> 00:08:31.700]  而為母親一手敬畏
[00:08:31.700 --> 00:08:32.700]  而為母親一手敬畏
[00:08:32.700 --> 00:08:33.700]  而為母親一手敬畏
[00:08:33.700 --> 00:08:34.700]  而為母親一手敬畏
[00:08:34.700 --> 00:08:44.700]  而為母親一手敬畏
[00:08:44.700 --> 00:08:45.700]  而為母親一手敬畏
[00:08:45.700 --> 00:08:46.700]  而為母親一手敬畏
[00:08:46.700 --> 00:08:47.700]  而為母親一手敬畏
[00:08:47.700 --> 00:08:48.700]  而為母親一手敬畏
[00:08:48.700 --> 00:08:49.700]  而為母親一手敬畏
[00:08:49.700 --> 00:08:50.700]  而為母親一手敬畏
[00:08:50.700 --> 00:08:51.700]  而為母親一手敬畏
[00:08:51.700 --> 00:08:52.700]  而為母親一手敬畏
[00:08:52.700 --> 00:08:53.700]  而為母親一手敬畏
[00:08:53.700 --> 00:08:54.700]  而為母親一手敬畏
[00:08:54.700 --> 00:08:55.700]  而為母親一手敬畏
[00:08:55.700 --> 00:08:56.700]  而為母親一手敬畏
[00:08:56.700 --> 00:08:57.700]  而為母親一手敬畏
[00:08:57.700 --> 00:08:58.700]  而為母親一手敬畏
[00:08:58.700 --> 00:08:59.700]  而為母親一手敬畏
[00:08:59.700 --> 00:09:00.700]  而為母親一手敬畏
[00:09:00.700 --> 00:09:01.700]  而為母親一手敬畏
[00:09:01.700 --> 00:09:04.700]  而為母親一手敬畏
[00:09:04.700 --> 00:09:05.700]  而為母親一手敬畏
[00:09:05.700 --> 00:09:06.700]  而為母親一手敬畏
[00:09:06.700 --> 00:09:07.700]  而為母親一手敬畏
[00:09:07.700 --> 00:09:08.700]  而為母親一手敬畏
[00:09:08.700 --> 00:09:09.700]  而為母親一手敬畏
[00:09:09.700 --> 00:09:10.700]  而為母親一手敬畏
[00:09:10.700 --> 00:09:11.700]  而為母親一手敬畏
[00:09:11.700 --> 00:09:12.700]  而為母親一手敬畏
[00:09:12.700 --> 00:09:13.700]  而為母親一手敬畏
[00:09:13.700 --> 00:09:14.700]  而為母親一手敬畏
[00:09:14.700 --> 00:09:15.700]  而為母親一手敬畏
[00:09:15.700 --> 00:09:16.700]  而為母親一手敬畏
[00:09:16.700 --> 00:09:17.700]  而為母親一手敬畏
[00:09:17.700 --> 00:09:18.700]  而為母親一手敬畏
[00:09:18.700 --> 00:09:19.700]  而為母親一手敬畏
[00:09:19.700 --> 00:09:20.700]  而為母親一手敬畏
[00:09:20.700 --> 00:09:21.700]  而為母親一手敬畏
[00:09:21.700 --> 00:09:34.700]  而為母親一手敬畏
[00:09:34.700 --> 00:09:35.700]  而為母親一手敬畏
[00:09:35.700 --> 00:09:36.700]  而為母親一手敬畏
[00:09:36.700 --> 00:09:37.700]  而為母親一手敬畏
[00:09:37.700 --> 00:09:38.700]  而為母親一手敬畏
[00:09:38.700 --> 00:09:39.700]  而為母親一手敬畏
[00:09:39.700 --> 00:09:40.700]  而為母親一手敬畏
[00:09:40.700 --> 00:09:41.700]  而為母親一手敬畏
[00:09:41.700 --> 00:09:42.700]  而為母親一手敬畏
[00:09:42.700 --> 00:09:43.700]  而為母親一手敬畏
[00:09:43.700 --> 00:09:44.700]  而為母親一手敬畏
[00:09:44.700 --> 00:09:45.700]  而為母親一手敬畏
[00:09:45.700 --> 00:09:46.700]  而為母親一手敬畏
[00:09:46.700 --> 00:09:47.700]  而為母親一手敬畏
[00:09:47.700 --> 00:09:48.700]  而為母親一手敬畏
[00:09:48.700 --> 00:09:49.700]  而為母親一手敬畏
[00:09:49.700 --> 00:09:50.700]  而為母親一手敬畏
[00:09:50.700 --> 00:09:51.700]  而為母親一手敬畏
[00:09:51.700 --> 00:09:52.700]  而為母親一手敬畏
[00:09:52.700 --> 00:09:53.700]  而為母親一手敬畏
[00:09:53.700 --> 00:09:54.700]  而為母親一手敬畏
[00:09:54.700 --> 00:09:55.700]  而為母親一手敬畏
[00:09:55.700 --> 00:09:56.700]  而為母親一手敬畏
[00:09:56.700 --> 00:09:57.700]  而為母親一手敬畏
[00:09:57.700 --> 00:09:58.700]  而為母親一手敬畏
[00:09:58.700 --> 00:09:59.700]  而為母親一手敬畏
[00:09:59.700 --> 00:10:00.700]  而為母親一手敬畏
[00:10:00.700 --> 00:10:01.700]  而為母親一手敬畏
[00:10:01.700 --> 00:10:02.700]  而為母親一手敬畏
[00:10:02.700 --> 00:10:03.700]  而為母親一手敬畏
[00:10:03.700 --> 00:10:04.700]  而為母親一手敬畏
[00:10:04.700 --> 00:10:05.700]  而為母親一手敬畏
[00:10:05.700 --> 00:10:06.700]  而為母親一手敬畏
[00:10:06.700 --> 00:10:07.700]  而為母親一手敬畏
[00:10:07.700 --> 00:10:08.700]  而為母親一手敬畏
[00:10:08.700 --> 00:10:28.700]  而為母親一手敬畏
[00:10:28.700 --> 00:10:45.700]  而為母親一手敬畏
[00:10:45.700 --> 00:10:46.700]  而為母親一手敬畏
[00:10:46.700 --> 00:10:47.700]  而為母親一手敬畏
[00:10:47.700 --> 00:10:48.700]  而為母親一手敬畏
[00:10:48.700 --> 00:10:49.700]  而為母親一手敬畏
[00:10:49.700 --> 00:10:50.700]  而為母親一手敬畏
[00:10:50.700 --> 00:10:51.700]  而為母親一手敬畏
[00:10:51.700 --> 00:10:52.700]  而為母親一手敬畏
[00:10:52.700 --> 00:10:53.700]  而為母親一手敬畏
[00:10:53.700 --> 00:10:54.700]  而為母親一手敬畏
[00:10:54.700 --> 00:10:55.700]  而為母親一手敬畏
[00:10:55.700 --> 00:10:56.700]  而為母親一手敬畏
[00:10:56.700 --> 00:10:57.700]  而為母親一手敬畏
[00:10:57.700 --> 00:10:58.700]  而為母親一手敬畏
[00:10:58.700 --> 00:10:59.700]  而為母親一手敬畏
[00:10:59.700 --> 00:11:00.700]  而為母親一手敬畏
[00:11:00.700 --> 00:11:01.700]  而為母親一手敬畏
[00:11:01.700 --> 00:11:02.700]  而為母親一手敬畏
[00:11:02.700 --> 00:11:03.700]  而為母親一手敬畏
[00:11:03.700 --> 00:11:04.700]  而為母親一手敬畏
[00:11:04.700 --> 00:11:05.700]  而為母親一手敬畏
[00:11:05.700 --> 00:11:06.700]  而為母親一手敬畏
[00:11:06.700 --> 00:11:07.700]  而為母親一手敬畏
[00:11:07.700 --> 00:11:08.700]  而為母親一手敬畏
[00:11:08.700 --> 00:11:09.700]  而為母親一手敬畏
[00:11:09.700 --> 00:11:10.700]  而為母親一手敬畏
[00:11:10.700 --> 00:11:11.700]  而為母親一手敬畏
[00:11:11.700 --> 00:11:12.700]  而為母親一手敬畏
[00:11:12.700 --> 00:11:13.700]  而為母親一手敬畏
[00:11:13.700 --> 00:11:14.700]  而為母親一手敬畏
[00:11:14.700 --> 00:11:15.700]  而為母親一手敬畏
[00:11:15.700 --> 00:11:32.700]  而為母親一手敬畏
[00:11:32.700 --> 00:11:33.700]  而為母親一手敬畏
[00:11:33.700 --> 00:11:34.700]  而為母親一手敬畏
[00:11:34.700 --> 00:11:35.700]  而為母親一手敬畏
[00:11:35.700 --> 00:11:36.700]  而為母親一手敬畏
[00:11:36.700 --> 00:11:37.700]  而為母親一手敬畏
[00:11:37.700 --> 00:11:38.700]  而為母親一手敬畏
[00:11:38.700 --> 00:11:39.700]  而為母親一手敬畏
[00:11:39.700 --> 00:11:40.700]  而為母親一手敬畏
[00:11:40.700 --> 00:11:41.700]  而為母親一手敬畏
[00:11:41.700 --> 00:11:42.700]  而為母親一手敬畏
[00:11:42.700 --> 00:11:43.700]  而為母親一手敬畏
[00:11:43.700 --> 00:11:44.700]  而為母親一手敬畏
[00:11:44.700 --> 00:11:45.700]  而為母親一手敬畏
[00:11:45.700 --> 00:11:46.700]  而為母親一手敬畏
[00:11:46.700 --> 00:11:47.700]  而為母親一手敬畏
[00:11:47.700 --> 00:11:48.700]  而為母親一手敬畏
[00:11:48.700 --> 00:11:49.700]  而為母親一手敬畏
[00:11:49.700 --> 00:11:50.700]  而為母親一手敬畏
[00:11:50.700 --> 00:11:51.700]  而為母親一手敬畏
[00:11:51.700 --> 00:11:52.700]  而為母親一手敬畏
[00:11:52.700 --> 00:11:53.700]  而為母親一手敬畏
[00:11:53.700 --> 00:11:54.700]  而為母親一手敬畏
[00:11:54.700 --> 00:11:55.700]  而為母親一手敬畏
[00:11:55.700 --> 00:11:56.700]  而為母親一手敬畏
[00:11:56.700 --> 00:11:57.700]  而為母親一手敬畏
[00:11:57.700 --> 00:11:58.700]  而為母親一手敬畏
[00:11:58.700 --> 00:11:59.700]  而為母親一手敬畏
[00:11:59.700 --> 00:12:00.700]  而為母親一手敬畏
[00:12:00.700 --> 00:12:01.700]  而為母親一手敬畏
[00:12:01.700 --> 00:12:02.700]  而為母親一手敬畏
[00:12:02.700 --> 00:12:18.700]  而為母親一手敬畏
[00:12:18.700 --> 00:12:19.700]  而為母親一手敬畏
[00:12:19.700 --> 00:12:20.700]  而為母親一手敬畏
[00:12:20.700 --> 00:12:21.700]  而為母親一手敬畏
[00:12:21.700 --> 00:12:22.700]  而為母親一手敬畏
[00:12:22.700 --> 00:12:23.700]  而為母親一手敬畏
[00:12:23.700 --> 00:12:24.700]  而為母親一手敬畏
[00:12:24.700 --> 00:12:25.700]  而為母親一手敬畏
[00:12:25.700 --> 00:12:26.700]  而為母親一手敬畏
[00:12:26.700 --> 00:12:27.700]  而為母親一手敬畏
[00:12:27.700 --> 00:12:28.700]  而為母親一手敬畏
[00:12:28.700 --> 00:12:29.700]  而為母親一手敬畏
[00:12:29.700 --> 00:12:30.700]  而為母親一手敬畏
[00:12:30.700 --> 00:12:31.700]  而為母親一手敬畏
[00:12:31.700 --> 00:12:32.700]  而為母親一手敬畏
[00:12:32.700 --> 00:12:33.700]  而為母親一手敬畏
[00:12:33.700 --> 00:12:34.700]  而為母親一手敬畏
[00:12:34.700 --> 00:12:35.700]  而為母親一手敬畏
[00:12:35.700 --> 00:12:36.700]  而為母親一手敬畏
[00:12:36.700 --> 00:12:37.700]  而為母親一手敬畏
[00:12:37.700 --> 00:12:38.700]  而為母親一手敬畏
[00:12:38.700 --> 00:12:39.700]  而為母親一手敬畏
[00:12:39.700 --> 00:12:40.700]  而為母親一手敬畏
[00:12:40.700 --> 00:12:41.700]  而為母親一手敬畏
[00:12:41.700 --> 00:12:42.700]  而為母親一手敬畏
[00:12:42.700 --> 00:12:43.700]  而為母親一手敬畏
[00:12:43.700 --> 00:12:44.700]  而為母親一手敬畏
[00:12:44.700 --> 00:12:45.700]  而為母親一手敬畏
[00:12:45.700 --> 00:12:46.700]  而為母親一手敬畏
[00:12:46.700 --> 00:12:47.700]  而為母親一手敬畏
[00:12:47.700 --> 00:12:48.700]  而為母親一手敬畏
[00:12:48.700 --> 00:12:49.700]  而為母親一手敬畏
[00:12:49.700 --> 00:13:05.700]  而為母親一手敬畏
[00:13:05.700 --> 00:13:06.700]  而為母親一手敬畏
[00:13:06.700 --> 00:13:07.700]  而為母親一手敬畏
[00:13:07.700 --> 00:13:08.700]  而為母親一手敬畏
[00:13:08.700 --> 00:13:09.700]  而為母親一手敬畏
[00:13:09.700 --> 00:13:10.700]  而為母親一手敬畏
[00:13:10.700 --> 00:13:11.700]  而為母親一手敬畏
[00:13:11.700 --> 00:13:12.700]  而為母親一手敬畏
[00:13:12.700 --> 00:13:13.700]  而為母親一手敬畏
[00:13:13.700 --> 00:13:14.700]  而為母親一手敬畏
[00:13:14.700 --> 00:13:15.700]  而為母親一手敬畏
[00:13:15.700 --> 00:13:16.700]  而為母親一手敬畏
[00:13:16.700 --> 00:13:17.700]  而為母親一手敬畏
[00:13:17.700 --> 00:13:18.700]  而為母親一手敬畏
[00:13:18.700 --> 00:13:19.700]  而為母親一手敬畏
[00:13:19.700 --> 00:13:20.700]  而為母親一手敬畏
[00:13:20.700 --> 00:13:21.700]  而為母親一手敬畏
[00:13:21.700 --> 00:13:22.700]  而為母親一手敬畏
[00:13:22.700 --> 00:13:23.700]  而為母親一手敬畏
[00:13:23.700 --> 00:13:24.700]  而為母親一手敬畏
[00:13:24.700 --> 00:13:25.700]  而為母親一手敬畏
[00:13:25.700 --> 00:13:26.700]  而為母親一手敬畏
[00:13:26.700 --> 00:13:27.700]  而為母親一手敬畏
[00:13:27.700 --> 00:13:28.700]  而為母親一手敬畏
[00:13:28.700 --> 00:13:29.700]  而為母親一手敬畏
[00:13:29.700 --> 00:13:30.700]  而為母親一手敬畏
