
[00:00:00.000 --> 00:00:02.000]  各位電影姐妹早晨
[00:03:52.000 --> 00:03:53.000]  就代表不敬虔
[00:03:53.000 --> 00:03:55.000]  敬虔的和不敬虔的走在一起
[00:03:55.000 --> 00:03:58.000]  就代表敬虔的受牽連被影響
[00:03:58.000 --> 00:04:02.000]  所以慢慢都變成不敬虔
[00:04:02.000 --> 00:04:04.000]  無論是哪一個解釋
[00:04:04.000 --> 00:04:08.000]  其實重點在第二節的下半節
[00:04:08.000 --> 00:04:13.000]  是說人是隨意挑選取來為妻
[00:04:13.000 --> 00:04:15.000]  就是說人在婚姻的事上
[00:04:15.000 --> 00:04:18.000]  已經不把上帝放在眼內
[00:04:18.000 --> 00:04:21.000]  自己喜歡怎樣做就怎樣做
[00:04:21.000 --> 00:04:22.000]  結果是怎樣呢?
[00:04:22.000 --> 00:04:23.000]  第三第四節
[00:04:23.000 --> 00:04:24.000]  耶和華說
[00:04:24.000 --> 00:04:26.000]  人既屬乎血氣
[00:04:26.000 --> 00:04:29.000]  我的靈就不永遠住在他裡面
[00:04:29.000 --> 00:04:33.000]  然而他的日子還可到一百二十年
[00:04:33.000 --> 00:04:36.000]  如果我們細心追上前文
[00:04:36.000 --> 00:04:41.000]  當時亞當、夏娃和他之後所生的兒女
[00:04:41.000 --> 00:04:42.000]  都是很長命的
[00:04:42.000 --> 00:04:44.000]  八百多歲、九百多歲
[00:04:44.000 --> 00:04:47.000]  但是人既屬乎血氣
[00:04:47.000 --> 00:04:51.000]  只是按著自己的心意而行
[00:04:51.000 --> 00:04:53.000]  而他上帝於千里之外
[00:04:53.000 --> 00:04:55.000]  神的靈就不住在裡面
[00:04:55.000 --> 00:04:57.000]  你記得上帝做亞當的時候
[00:04:57.000 --> 00:05:00.000]  將一口氣吹在亞當的鼻孔裡
[00:05:00.000 --> 00:05:02.000]  使他成為有靈的活人
[00:05:02.000 --> 00:05:04.000]  現在上帝的靈要離開的時候
[00:05:04.000 --> 00:05:08.000]  就說不永遠住在那裡
[00:05:08.000 --> 00:05:11.000]  原來人之所以能夠那麼長命
[00:05:11.000 --> 00:05:14.000]  是因為神的靈住在他那裡
[00:05:14.000 --> 00:05:16.000]  但結果只是一百二十歲
[00:05:16.000 --> 00:05:21.000]  一百二十歲對我們來說太長命了
[00:05:21.000 --> 00:05:23.000]  有錢還可以
[00:05:23.000 --> 00:05:26.000]  沒錢也不想活那麼久
[00:05:26.000 --> 00:05:29.000]  有錢但沒有健康也是很大的事
[00:05:29.000 --> 00:05:33.000]  但當時的人就是活到那麼長壽
[00:05:33.000 --> 00:05:35.000]  那時候有偉人在地上
[00:05:35.000 --> 00:05:37.000]  後來神的兒子們和人的女子們
[00:05:37.000 --> 00:05:38.000]  交合生子
[00:05:38.000 --> 00:05:42.000]  那就是上古英武有名的人
[00:05:42.000 --> 00:05:45.000]  這段很難解釋究竟是什麼人
[00:05:45.000 --> 00:05:47.000]  如果是說神的兒子
[00:05:47.000 --> 00:05:50.000]  即是天使和人的女子交合
[00:05:50.000 --> 00:05:53.000]  所以就差了很高大威猛的人
[00:05:53.000 --> 00:05:55.000]  如果是說失特的後裔敬虔
[00:05:55.000 --> 00:05:57.000]  和不敬虔的後裔加起來是怎樣呢
[00:05:57.000 --> 00:05:59.000]  就是被牽連不敬虔
[00:05:59.000 --> 00:06:03.000]  為什麼是那上古英武有名之人
[00:06:03.000 --> 00:06:04.000]  就是說那些人很威猛
[00:06:04.000 --> 00:06:06.000]  不過是不理會上帝的
[00:06:06.000 --> 00:06:07.000]  所以到第五節
[00:06:07.000 --> 00:06:10.000]  「見人在地上罪惡很大
[00:06:10.000 --> 00:06:14.000]  終日所思想的盡都是惡」
[00:06:14.000 --> 00:06:16.000]  這鋪排一直在說什麼呢
[00:06:16.000 --> 00:06:19.000]  人是越來越遠離上帝
[00:06:19.000 --> 00:06:21.000]  人越來越自我
[00:06:21.000 --> 00:06:23.000]  人越來越自大
[00:06:23.000 --> 00:06:30.000]  夏文在看的時候人是充滿著強暴罪惡
[00:06:30.000 --> 00:06:31.000]  第六節
[00:06:31.000 --> 00:06:37.000]  「耶和華就後悔做人在地上心中憂傷」
[00:06:37.000 --> 00:06:39.000]  看著這個世代
[00:06:39.000 --> 00:06:41.000]  看著這些人充滿著罪惡的時候
[00:06:41.000 --> 00:06:42.000]  上帝的反應是怎樣呢
[00:06:42.000 --> 00:06:47.000]  上帝說後悔做人在地上心中憂傷
[00:06:47.000 --> 00:06:48.000]  又是帶著一些困惑
[00:06:48.000 --> 00:06:50.000]  上帝做事都會後悔嗎
[00:06:50.000 --> 00:06:53.000]  難道他覺得他自己做錯了嗎
[00:06:53.000 --> 00:06:54.000]  這裡說後悔
[00:06:54.000 --> 00:06:57.000]  其實是在說上帝的情感
[00:06:57.000 --> 00:07:01.000]  彷彿他嘆一口氣一樣
[00:07:01.000 --> 00:07:03.000]  重點在後面
[00:07:03.000 --> 00:07:04.000]  說他心中憂傷
[00:07:04.000 --> 00:07:05.000]  他很難過
[00:07:05.000 --> 00:07:08.000]  他看著他所做的人
[00:07:08.000 --> 00:07:10.000]  一直只是步向罪惡
[00:07:10.000 --> 00:07:12.000]  不將他放在眼內
[00:07:12.000 --> 00:07:13.000]  他就難過
[00:07:13.000 --> 00:07:15.000]  他就傷感
[00:07:15.000 --> 00:07:16.000]  就好像父母看著兒女
[00:07:16.000 --> 00:07:20.000]  你生他們的時候很想他們來到這個世界
[00:07:20.000 --> 00:07:22.000]  你很想跟他們分享快樂的事
[00:07:22.000 --> 00:07:23.000]  正直的事
[00:07:23.000 --> 00:07:24.000]  正面的事
[00:07:24.000 --> 00:07:26.000]  誰知道他們全部都拒絕你
[00:07:26.000 --> 00:07:27.000]  我行我素
[00:07:27.000 --> 00:07:28.000]  氣得你生蝦禁條
[00:07:28.000 --> 00:07:29.000]  所以有一天你跟他們說
[00:07:29.000 --> 00:07:31.000]  我生一塊叉燒比生你還要好
[00:07:31.000 --> 00:07:33.000]  生一塊叉燒比生你還要好
[00:07:33.000 --> 00:07:35.000]  梁牧泽經常說
[00:07:35.000 --> 00:07:37.000]  你找自己笨
[00:07:37.000 --> 00:07:39.000]  你不就是豬奶
[00:07:39.000 --> 00:07:41.000]  但其實表達的是什麼呢
[00:07:41.000 --> 00:07:42.000]  那種比喻
[00:07:42.000 --> 00:07:46.000]  很痛心
[00:07:46.000 --> 00:07:48.000]  我不忍心看著你這樣
[00:07:48.000 --> 00:07:50.000]  上帝不忍心看著他所做的人類
[00:07:50.000 --> 00:07:54.000]  一直步向罪惡
[00:07:54.000 --> 00:07:56.000]  盡都示惡
[00:07:56.000 --> 00:07:58.000]  那個惡的範疇去到一個什麼地步
[00:07:58.000 --> 00:08:01.000]  所有的人都是這樣
[00:08:01.000 --> 00:08:04.000]  並且每一個的思想
[00:08:04.000 --> 00:08:05.000]  這是第一部分
[00:08:05.000 --> 00:08:07.000]  很想弟兄姊妹見到
[00:08:07.000 --> 00:08:09.000]  羅亞所處身的一個世代
[00:08:09.000 --> 00:08:11.000]  充滿著罪惡的世代
[00:08:11.000 --> 00:08:14.000]  今天我也不需要舉什麼例子
[00:08:14.000 --> 00:08:15.000]  告訴弟兄姊妹
[00:08:15.000 --> 00:08:17.000]  我們今天所處身的世代
[00:08:17.000 --> 00:08:20.000]  充滿著罪惡的世代
[00:08:20.000 --> 00:08:21.000]  不公不義
[00:08:21.000 --> 00:08:22.000]  沒有愛心
[00:08:22.000 --> 00:08:23.000]  自私自利
[00:08:23.000 --> 00:08:24.000]  這些事情
[00:08:24.000 --> 00:08:26.000]  有時候你會發現
[00:08:26.000 --> 00:08:28.000]  不單在未信的群體
[00:08:28.000 --> 00:08:29.000]  有時候在信了的群體
[00:08:29.000 --> 00:08:30.000]  也會這樣發生
[00:08:30.000 --> 00:08:32.000]  令我們很害怕
[00:08:32.000 --> 00:08:34.000]  羅亞身處這個世代
[00:08:34.000 --> 00:08:35.000]  他做了什麼呢
[00:08:35.000 --> 00:08:36.000]  第二部分
[00:08:36.000 --> 00:08:38.000]  跟弟兄姊妹分享
[00:08:38.000 --> 00:08:40.000]  羅亞在這個罪惡的世代裡
[00:08:40.000 --> 00:08:44.000]  他堅持走上帝的道路
[00:08:44.000 --> 00:08:46.000]  羅亞在一個充滿罪惡的世代裡
[00:08:46.000 --> 00:08:49.000]  他堅持走上帝的道路
[00:08:49.000 --> 00:08:50.000]  第七節
[00:08:50.000 --> 00:08:51.000]  耶和華說
[00:08:51.000 --> 00:08:53.000]  我要將所做的人和走獸
[00:08:53.000 --> 00:08:56.000]  並昆蟲以及空中的飛鳥
[00:08:56.000 --> 00:08:58.000]  都從地上除滅
[00:08:58.000 --> 00:09:01.000]  因為我後悔做他們
[00:09:01.000 --> 00:09:04.000]  你看到上帝建築一個罪惡的世代
[00:09:04.000 --> 00:09:06.000]  他打算有一個行動
[00:09:06.000 --> 00:09:10.000]  就是將人、走獸、昆蟲、空中的飛鳥
[00:09:10.000 --> 00:09:13.000]  從地上除滅
[00:09:13.000 --> 00:09:15.000]  他心痛
[00:09:15.000 --> 00:09:17.000]  他所創造的
[00:09:17.000 --> 00:09:22.000]  只是被罪惡來充分
[00:09:22.000 --> 00:09:23.000]  他這個決定
[00:09:23.000 --> 00:09:25.000]  又是帶來一個困惑
[00:09:25.000 --> 00:09:27.000]  上帝好像很殘忍
[00:09:27.000 --> 00:09:29.000]  但上帝這種很殘忍
[00:09:29.000 --> 00:09:32.000]  就是他終止人來對錯
[00:09:32.000 --> 00:09:35.000]  他終止人來對錯
[00:09:35.000 --> 00:09:38.000]  第八節有一個出路
[00:09:38.000 --> 00:09:41.000]  「惟有羅亞在耶和華眼前蒙恩」
[00:09:41.000 --> 00:09:43.000]  這個翻譯
[00:09:43.000 --> 00:09:44.000]  令我們看到
[00:09:44.000 --> 00:09:48.000]  只有羅亞在耶和華眼前蒙恩
[00:09:48.000 --> 00:09:49.000]  我沒有打出來的
[00:09:49.000 --> 00:09:51.000]  呂鎮忠也有另一個翻譯
[00:09:51.000 --> 00:09:59.000]  是「不過還有羅亞在永恆主面前蒙恩」
[00:09:59.000 --> 00:10:01.000]  是一個很不同的狀態
[00:10:01.000 --> 00:10:04.000]  「不過還有羅亞在永恆主眼前蒙恩」
[00:10:04.000 --> 00:10:05.000]  意思是
[00:10:05.000 --> 00:10:08.000]  當這個世界充滿著黑暗
[00:10:08.000 --> 00:10:09.000]  上帝打算毀滅的時候
[00:10:09.000 --> 00:10:10.000]  他告訴你
[00:10:10.000 --> 00:10:14.000]  「不過他還存留一個人,羅亞」
[00:10:14.000 --> 00:10:16.000]  這個羅亞可以在上帝眼前蒙恩
[00:10:16.000 --> 00:10:19.000]  就好像我剛才教的一幅圖畫一樣
[00:10:19.000 --> 00:10:22.000]  你看到黑漆漆的時候有一柱光
[00:10:22.000 --> 00:10:26.000]  所以鄺炳釗牧師解釋這節的經文
[00:10:26.000 --> 00:10:28.000]  他解釋說
[00:10:28.000 --> 00:10:31.000]  「耶和華所見的盡都是惡
[00:10:31.000 --> 00:10:37.000]  只有萬祿從中一點紅」
[00:10:37.000 --> 00:10:43.000]  他見到萬祿從中一點紅的羅亞
[00:10:43.000 --> 00:10:45.000]  羅亞被他看中
[00:10:45.000 --> 00:10:47.000]  上帝揀選羅亞
[00:10:47.000 --> 00:10:50.000]  要他完成他的救恩計劃
[00:10:50.000 --> 00:10:54.000]  為人類的歷史開展另一頁
[00:10:54.000 --> 00:10:58.000]  一個敗壞的要過去
[00:10:58.000 --> 00:11:01.000]  上帝仍然存留羅亞
[00:11:01.000 --> 00:11:02.000]  後文我們知道
[00:11:02.000 --> 00:11:03.000]  不是只有羅亞一個人
[00:11:03.000 --> 00:11:04.000]  是他一家
[00:11:04.000 --> 00:11:06.000]  還要是不只羅亞一個人
[00:11:06.000 --> 00:11:07.000]  不只他一家
[00:11:07.000 --> 00:11:12.000]  似乎是說全部走獸
[00:11:12.000 --> 00:11:15.000]  昆蟲、飛鳥都要滅絕
[00:11:15.000 --> 00:11:16.000]  但上帝
[00:11:16.000 --> 00:11:18.000]  你看後文是叫羅亞
[00:11:18.000 --> 00:11:21.000]  將一對一對又一對的生畜
[00:11:21.000 --> 00:11:26.000]  昆蟲、飛鳥帶進去方舟
[00:11:26.000 --> 00:11:28.000]  第九節
[00:11:28.000 --> 00:11:32.000]  第九節是丞相並且啟夏
[00:11:32.000 --> 00:11:34.000]  你看到有兩方面
[00:11:34.000 --> 00:11:39.000]  一,為何羅亞還可以在上帝眼前蒙恩
[00:11:39.000 --> 00:11:44.000]  第二,他是如何在上帝眼前蒙恩
[00:11:44.000 --> 00:11:46.000]  繼續看下去
[00:11:46.000 --> 00:11:48.000]  他為何在上帝眼前蒙恩
[00:11:48.000 --> 00:11:50.000]  羅亞的後代記載下面
[00:11:50.000 --> 00:11:52.000]  羅亞是一個異人
[00:11:52.000 --> 00:11:54.000]  在當時的世代是一個原傳人
[00:11:54.000 --> 00:11:57.000]  羅亞與神同行
[00:11:57.000 --> 00:12:01.000]  作者為羅亞做了人生三個評價
[00:12:01.000 --> 00:12:04.000]  異人、原傳人、與神同行
[00:12:04.000 --> 00:12:07.000]  你對比一下第五節
[00:12:07.000 --> 00:12:11.000]  第五節說當時世代的人是怎樣
[00:12:11.000 --> 00:12:16.000]  耶和華見人在地上罪惡很大
[00:12:16.000 --> 00:12:19.000]  他們終日所思想的盡都是惡
[00:12:19.000 --> 00:12:22.000]  但這個羅亞與別不同
[00:12:22.000 --> 00:12:24.000]  他是一個異人
[00:12:24.000 --> 00:12:26.000]  異人可以解作正直
[00:12:26.000 --> 00:12:29.000]  其他人都是惡
[00:12:29.000 --> 00:12:31.000]  但羅亞是正直
[00:12:31.000 --> 00:12:33.000]  這個正直或異義
[00:12:33.000 --> 00:12:35.000]  還有一個意思是
[00:12:35.000 --> 00:12:39.000]  他與上帝有一份正確的關係
[00:12:39.000 --> 00:12:41.000]  甚麼是正確的關係
[00:12:41.000 --> 00:12:43.000]  上帝是上帝,羅亞是羅亞
[00:12:43.000 --> 00:12:46.000]  上帝是上帝,羅亞是人
[00:12:46.000 --> 00:12:48.000]  其他人是怎樣
[00:12:48.000 --> 00:12:51.000]  其他人沒有將上帝放在眼內
[00:12:51.000 --> 00:12:55.000]  所以沒有與上帝建立一個正確的關係
[00:12:55.000 --> 00:13:00.000]  羅亞有將上帝放在眼內
[00:13:00.000 --> 00:13:03.000]  上帝喜悅的事情羅亞做
[00:13:03.000 --> 00:13:05.000]  上帝不喜悅的事情羅亞不做
[00:13:05.000 --> 00:13:07.000]  所以羅亞在上帝面前
[00:13:07.000 --> 00:13:08.000]  他是一個原傳人
[00:13:08.000 --> 00:13:09.000]  原傳人是甚麼呢
[00:13:09.000 --> 00:13:11.000]  他不是無可指責
[00:13:11.000 --> 00:13:14.000]  原傳人的意思是他誠實
[00:13:14.000 --> 00:13:17.000]  他是一個完整的
[00:13:17.000 --> 00:13:18.000]  完整的是甚麼呢
[00:13:18.000 --> 00:13:21.000]  有時我們活到今天我們作為基督徒
[00:13:21.000 --> 00:13:23.000]  我們只會說謊
[00:13:23.000 --> 00:13:24.000]  我們可以欺騙身邊的人
[00:13:24.000 --> 00:13:26.000]  有時我們連自己也欺騙
[00:13:26.000 --> 00:13:28.000]  我們連上帝也欺騙
[00:13:28.000 --> 00:13:30.000]  我們作為一個人
[00:13:30.000 --> 00:13:32.000]  我們非常放心
[00:13:32.000 --> 00:13:33.000]  我對自己經常這樣說
[00:13:33.000 --> 00:13:34.000]  很放心
[00:13:34.000 --> 00:13:35.000]  我作為一個人
[00:13:35.000 --> 00:13:36.000]  上帝是上帝
[00:13:36.000 --> 00:13:37.000]  我騙不到他
[00:13:37.000 --> 00:13:40.000]  所以我在上帝面前可以完全誠實
[00:13:40.000 --> 00:13:41.000]  我們不需要欺騙上帝
[00:13:41.000 --> 00:13:42.000]  上帝我多愛你
[00:13:42.000 --> 00:13:45.000]  有時我們愛一點點
[00:13:45.000 --> 00:13:48.000]  羅亞他在上帝面前
[00:13:48.000 --> 00:13:50.000]  是一個誠實的人
[00:13:50.000 --> 00:13:51.000]  他做到多少就多少
[00:13:51.000 --> 00:13:54.000]  他做不到多少就是做不到
[00:13:54.000 --> 00:13:55.000]  他與神同行
[00:13:55.000 --> 00:13:56.000]  如何與神同行呢
[00:13:56.000 --> 00:13:57.000]  很美麗
[00:13:57.000 --> 00:13:58.000]  羅亞與神同行
[00:13:58.000 --> 00:13:59.000]  與神同行的意思是
[00:13:59.000 --> 00:14:02.000]  與神有往來
[00:14:02.000 --> 00:14:03.000]  提到與神同行
[00:14:03.000 --> 00:14:04.000]  在聖經裏面
[00:14:04.000 --> 00:14:05.000]  如果我們回到教會
[00:14:05.000 --> 00:14:08.000]  我估計大概有五年以上
[00:14:08.000 --> 00:14:10.000]  應該聽過另一個人物
[00:14:10.000 --> 00:14:11.000]  他也是與神同行的
[00:14:11.000 --> 00:14:13.000]  是誰呢
[00:14:13.000 --> 00:14:16.000]  以諾
[00:14:16.000 --> 00:14:17.000]  以諾他與神同行
[00:14:17.000 --> 00:14:19.000]  但要留意
[00:14:19.000 --> 00:14:20.000]  有聖經的
[00:14:20.000 --> 00:14:22.000]  手機容許你揭揭
[00:14:22.000 --> 00:14:23.000]  很快看
[00:14:23.000 --> 00:14:28.000]  以諾是何時與神同行呢
[00:14:28.000 --> 00:14:30.000]  以諾六十五歲的時候
[00:14:30.000 --> 00:14:31.000]  生了一個兒子
[00:14:31.000 --> 00:14:32.000]  馬圖撒拉
[00:14:32.000 --> 00:14:34.000]  接著就說他與神同行
[00:14:34.000 --> 00:14:36.000]  為何六十五歲生了兒子之後
[00:14:36.000 --> 00:14:37.000]  與神同行呢
[00:14:37.000 --> 00:14:39.000]  在愛當中有很多做爸爸媽媽
[00:14:39.000 --> 00:14:40.000]  很危險的
[00:14:40.000 --> 00:14:43.000]  生了兒子之後就不與神同行
[00:14:43.000 --> 00:14:44.000]  為何呢
[00:14:44.000 --> 00:14:47.000]  兒子長大了
[00:14:47.000 --> 00:14:49.000]  女兒長大了
[00:14:49.000 --> 00:14:50.000]  回來後
[00:14:50.000 --> 00:14:51.000]  他喝奶
[00:14:51.000 --> 00:14:52.000]  我還是不去崇拜
[00:14:52.000 --> 00:14:53.000]  你還沒搞定
[00:14:53.000 --> 00:14:54.000]  結果就是
[00:14:54.000 --> 00:14:57.000]  兒女成為上帝
[00:14:57.000 --> 00:14:58.000]  很危險
[00:14:58.000 --> 00:14:59.000]  但為何
[00:14:59.000 --> 00:15:04.000]  以諾他生了馬圖撒拉之後
[00:15:04.000 --> 00:15:07.000]  聖經記載他與神同行三百年
[00:15:07.000 --> 00:15:10.000]  他沒有記載他死亡
[00:15:10.000 --> 00:15:12.000]  馬圖撒拉是誰呢
[00:15:12.000 --> 00:15:14.000]  原來他有一個名字
[00:15:14.000 --> 00:15:15.000]  他的名字有一個意思
[00:15:15.000 --> 00:15:16.000]  應該這樣說
[00:15:16.000 --> 00:15:21.000]  死後將會帶來一些事情
[00:15:21.000 --> 00:15:24.000]  馬圖撒拉死後將會帶來一些事情
[00:15:24.000 --> 00:15:25.000]  你看看
[00:15:25.000 --> 00:15:29.000]  知不知道馬圖撒拉多少歲死
[00:15:29.000 --> 00:15:32.000]  九百六十九歲死
[00:15:32.000 --> 00:15:38.000]  以諾生了馬圖撒拉之後的九百六十九年
[00:15:38.000 --> 00:15:40.000]  發生什麼事呢
[00:15:40.000 --> 00:15:42.000]  聖經沒有指明告訴我們
[00:15:42.000 --> 00:15:44.000]  但你計算計算計算
[00:15:44.000 --> 00:15:45.000]  學者幫我們計算了
[00:15:45.000 --> 00:15:50.000]  原來就是洪水氾濫的時候
[00:15:50.000 --> 00:15:54.000]  原來以諾與神同行是因為神一早告訴他
[00:15:54.000 --> 00:15:55.000]  有一件事將會發生
[00:15:55.000 --> 00:15:58.000]  就是馬圖撒拉死的時候將會發生
[00:15:58.000 --> 00:16:01.000]  是洪水氾濫的時候
[00:16:01.000 --> 00:16:03.000]  諾亞他與神同行又是怎樣呢
[00:16:03.000 --> 00:16:06.000]  他見著這個世代這麼黑暗的時候
[00:16:06.000 --> 00:16:07.000]  他是怎樣呢
[00:16:07.000 --> 00:16:10.000]  上帝不單單告訴以諾
[00:16:10.000 --> 00:16:12.000]  他也告訴當時的世代
[00:16:12.000 --> 00:16:14.000]  應該是怎樣而活的
[00:16:14.000 --> 00:16:16.000]  不過世代的人不理他
[00:16:16.000 --> 00:16:18.000]  只是隨機而行
[00:16:18.000 --> 00:16:19.000]  與神同行
[00:16:19.000 --> 00:16:22.000]  他與神有往來
[00:16:22.000 --> 00:16:24.000]  他當上帝是上帝
[00:16:24.000 --> 00:16:25.000]  就好像我們中國人
[00:16:25.000 --> 00:16:26.000]  我們有一些觀念
[00:16:26.000 --> 00:16:28.000]  我們有一些價值觀是什麼呢
[00:16:28.000 --> 00:16:30.000]  我們分尊卑
[00:16:30.000 --> 00:16:33.000]  長輩我們要尊敬他
[00:16:33.000 --> 00:16:35.000]  但有時候我們不分尊卑
[00:16:35.000 --> 00:16:38.000]  就是無大無小
[00:16:38.000 --> 00:16:40.000]  我們與上帝之間有沒有大小
[00:16:40.000 --> 00:16:42.000]  有的
[00:16:42.000 --> 00:16:43.000]  我們敬畏上帝
[00:16:43.000 --> 00:16:45.000]  諾亞他有大有小
[00:16:45.000 --> 00:16:48.000]  他看上帝為上帝
[00:16:48.000 --> 00:16:52.000]  有一個正確的關係
[00:16:52.000 --> 00:16:55.000]  諾亞見著這個世代
[00:16:55.000 --> 00:16:56.000]  他沒有跟著這個世代的人行
[00:16:56.000 --> 00:16:59.000]  他只是與神同行
[00:16:59.000 --> 00:17:01.000]  他在上帝眼前是一個異人
[00:17:01.000 --> 00:17:03.000]  是一個完全人
[00:17:03.000 --> 00:17:04.000]  有一個正確的關係
[00:17:04.000 --> 00:17:06.000]  做上帝喜悅的事情
