
[00:00:00.000 --> 00:00:05.920]  我們用一個祈禱來開始今天的訊息
[00:02:45.560 --> 00:02:49.480]  今天我們也要學這個功課
[00:02:49.480 --> 00:02:52.520]  在凡事裏面,在日常生活裏面
[00:02:52.520 --> 00:02:56.520]  我們要學習不斷去思考神的慈愛
[00:02:56.520 --> 00:02:58.520]  其實每一件事發生
[00:02:58.520 --> 00:03:03.400]  多有可能背後有神的慈愛在
[00:03:03.400 --> 00:03:08.680]  但很多時候我們會忽略這件事
[00:03:08.680 --> 00:03:14.920]  今天我們就一起去學這個功課
[00:03:14.920 --> 00:03:22.440]  我們先看聶皇紀上十八章二十四節
[00:03:22.440 --> 00:03:27.160]  以利亞說:那降火顯應的神就是神
[00:03:27.160 --> 00:03:32.040]  眾民回答說:這話甚好
[00:03:32.040 --> 00:03:38.440]  百姓之前心慈兩意,一言不答
[00:03:38.440 --> 00:03:42.280]  大家應該還記得這句說話
[00:03:42.280 --> 00:03:47.640]  但當他說:好,哪一個神能夠降火
[00:03:47.640 --> 00:03:49.640]  那個就是真神
[00:03:49.640 --> 00:03:54.440]  百姓說:好,對,就說好
[00:03:54.440 --> 00:03:59.720]  百姓說好,但是那些巴力的先知
[00:03:59.720 --> 00:04:04.200]  你猜他們會不會說好呢?
[00:04:04.200 --> 00:04:05.320]  我們不知道
[00:04:05.320 --> 00:04:11.400]  那究竟巴力的先知對他們所拜的神巴力
[00:04:11.400 --> 00:04:15.080]  對巴力有沒有信心呢?
[00:04:15.080 --> 00:04:17.400]  我們也不知道,因為聖經沒有說
[00:04:17.400 --> 00:04:24.520]  不過我們可以從考古學的書的圖片來看
[00:04:24.520 --> 00:04:31.240]  巴力的像是手執電光的
[00:04:31.240 --> 00:04:37.960]  手執電光即是說他掌管風雨雷電
[00:04:37.960 --> 00:04:47.320]  這樣要他降一點火應該沒什麼問題
[00:04:47.320 --> 00:04:51.320]  二十六節
[00:04:51.320 --> 00:04:54.200]  他們將所得的牛毒預備好了
[00:04:54.200 --> 00:04:58.360]  從早晨到午間求告巴力的名說
[00:04:58.360 --> 00:05:01.960]  巴力喔!求你應允我們
[00:05:01.960 --> 00:05:06.120]  卻沒有聲音,沒有應允的
[00:05:06.120 --> 00:05:10.920]  他們在所足的壇四圍擁跳
[00:05:10.920 --> 00:05:15.560]  擁跳是什麼意思呢?
[00:05:15.560 --> 00:05:18.600]  擁跳不是像是蚱蜢跳得很高
[00:05:18.600 --> 00:05:23.080]  或者是青蛙跳得很厲害
[00:05:23.080 --> 00:05:28.200]  擁跳這個字,其實是一些跛跛地
[00:05:28.200 --> 00:05:31.400]  刺刺刺的,劈劈刺刺的
[00:05:31.400 --> 00:05:34.280]  一會兒會說到為什麼會是擁跳
[00:05:34.280 --> 00:05:39.080]  你看見他們和祭神那些人的舞蹈
[00:05:39.080 --> 00:05:41.160]  那些巫師,你看見他們
[00:05:41.160 --> 00:05:43.560]  他們不是真的好像跳得很厲害
[00:05:43.560 --> 00:05:49.080]  他們是上了身的,刺刺刺的
[00:05:49.080 --> 00:05:52.520]  這樣叫擁跳
[00:05:52.520 --> 00:05:56.600]  是指一個跛了的人的走路方法
[00:05:56.600 --> 00:06:00.200]  這樣你就明白了
[00:06:00.200 --> 00:06:02.360]  擁跳這個字在原文上面
[00:06:02.360 --> 00:06:04.200]  原來就是和二十一節
[00:06:04.200 --> 00:06:09.160]  那裡百姓心慈兩異的心慈那個字
[00:06:09.160 --> 00:06:10.920]  那個是異譯,我上次講過
[00:06:10.920 --> 00:06:13.000]  心慈兩異是一個異譯
[00:06:13.000 --> 00:06:17.320]  其實就是在跳,在擺動的意思
[00:06:17.320 --> 00:06:19.640]  心慈那個字一樣
[00:06:19.640 --> 00:06:25.800]  即是說那些巴力先知心慈兩異
[00:06:25.800 --> 00:06:32.200]  而天或巴力一言不答
[00:06:32.200 --> 00:06:37.560]  都頗幽默的,聖經都寫得
[00:06:37.560 --> 00:06:40.520]  但是更加幽默的就是
[00:06:40.520 --> 00:06:45.640]  以利亞先知,二十七節
[00:06:45.640 --> 00:06:47.480]  意思是這樣,二十七節
[00:06:47.480 --> 00:06:52.360]  到了正午,以利亞譏笑那些巴力先知說
[00:06:52.360 --> 00:06:57.320]  大聲點啦,巴力是神來的吧
[00:06:57.320 --> 00:07:00.280]  不過他現在或者是在默想
[00:07:00.280 --> 00:07:01.320]  默想是什麼意思呢?
[00:07:01.320 --> 00:07:03.240]  就是入定,在冥想
[00:07:03.240 --> 00:07:06.520]  你不要騷擾他,聽不到你說話,入了定
[00:07:06.520 --> 00:07:10.280]  他在默想,又或者走到一邊
[00:07:10.280 --> 00:07:13.640]  走到一邊即是說放了工,休班
[00:07:13.640 --> 00:07:16.600]  即是搬走了
[00:07:16.600 --> 00:07:21.400]  或行路,出外旅遊
[00:07:21.400 --> 00:07:25.560]  或睡覺,即是睡了
[00:07:25.560 --> 00:07:29.560]  你們就要大聲點叫醒他
[00:07:29.560 --> 00:07:36.440]  即是頗幽默的,以利亞先知都真是
[00:07:36.440 --> 00:07:39.880]  在詩篇一百二十一篇第四節告訴我們
[00:07:39.880 --> 00:07:44.440]  保護以色列的神,保護我們的神是怎樣
[00:07:44.440 --> 00:07:51.560]  永遠不會黑漫瞓,一路看著我們
[00:07:51.560 --> 00:07:56.280]  斯溫多在他自己寫的一本書裏面
[00:07:56.280 --> 00:08:04.840]  他引述了一個猶太歷史學家
[00:08:04.840 --> 00:08:12.440]  這個歷史學家是研究古時拜巴力的儀式
[00:08:12.440 --> 00:08:16.600]  他的記載是這樣的,他是歷史的記載
[00:08:16.600 --> 00:08:22.200]  他不是聖經學者,他是猶太歷史學家
[00:08:22.200 --> 00:08:26.920]  他記載那些外邦人,當時代古代那些外邦人
[00:08:26.920 --> 00:08:32.120]  即是非猶太人,當時外邦人拜巴力的儀式是這樣的
[00:08:32.120 --> 00:08:34.440]  那個次序,即是那個儀式的次序
[00:08:34.440 --> 00:08:39.800]  他說首先就是向巴力呼求
[00:08:39.800 --> 00:08:49.800]  第二就是在搖擺跳動,即是在擺動,所謂擁跳
[00:08:49.800 --> 00:08:54.440]  第三就是要增加聲勢
[00:08:54.440 --> 00:08:58.680]  增加聲勢是怎樣呢?
[00:08:58.680 --> 00:09:06.520]  增加聲量,高聲呼叫,由跳動得更加厲害
[00:09:06.520 --> 00:09:10.840]  所謂行動要升級
[00:09:10.840 --> 00:09:18.680]  第四就是自割流血,瘋狂地亂叫亂跳
[00:09:18.680 --> 00:09:24.120]  然後就好像鬼上身一樣在說話
[00:09:24.120 --> 00:09:30.520]  說話是什麼意思?表示和他們的神巴力在溝通
[00:09:30.520 --> 00:09:36.200]  然後也代表巴力向群眾說話
[00:09:36.200 --> 00:09:41.960]  吩咐群眾做什麼做什麼
[00:09:41.960 --> 00:09:49.160]  平時拜巴力的儀式就到此為止
[00:09:49.160 --> 00:09:54.600]  去到最高點很興奮,瘋狂地說幾句話
[00:09:54.600 --> 00:09:58.200]  吩咐百姓做什麼做什麼
[00:09:58.200 --> 00:10:05.800]  然後靜下來就停,完畢
[00:10:05.800 --> 00:10:09.320]  我們會發覺猶太歷史學家所記載的
[00:10:09.320 --> 00:10:14.360]  和今天聖經所說拜巴力的儀式很吻合
[00:10:14.360 --> 00:10:18.440]  的確是這樣的
[00:10:18.440 --> 00:10:24.440]  我們再看經文,聶王紀上十八章二十八節
[00:10:24.440 --> 00:10:28.040]  他們大聲求告,按著他們的規矩
[00:10:28.040 --> 00:10:32.680]  用刀槍自割自刺,直到身體流血
[00:10:32.680 --> 00:10:36.680]  所謂行動要升級,用苦肉計
[00:10:36.680 --> 00:10:43.880]  用扮可憐,讓他們的神可憐他們
[00:10:43.880 --> 00:10:48.840]  我們基督徒敬拜神不需要用苦肉計
[00:10:48.840 --> 00:10:53.720]  不需要扮可憐,要謙卑就行了
[00:10:53.720 --> 00:11:01.720]  要謙卑,用心靈和誠實來祈禱和敬拜神
[00:11:01.720 --> 00:11:07.000]  在二十九節,從午後直到獻晚祭
[00:11:07.000 --> 00:11:11.720]  獻晚祭的時候大約在下午三點鐘
[00:11:11.720 --> 00:11:18.200]  他們由早晨到中午,然後再中午到下午三點鐘
[00:11:18.200 --> 00:11:25.080]  都挺長,挺難捱的,一邊叫一邊跳
[00:11:25.080 --> 00:11:34.280]  很累的,應該是很累的
[00:11:34.280 --> 00:11:39.720]  他們狂呼亂叫,卻沒有聲音,沒有英韻的
[00:11:39.720 --> 00:11:44.680]  還加多一句,沒有理會的
[00:11:44.680 --> 00:11:48.440]  沒有聲音,沒有英韻,是指天
[00:11:48.440 --> 00:11:50.280]  是指天或者巴力
[00:11:50.280 --> 00:11:57.480]  沒有風聲,沒有雷聲,沒有閃電,沒有鋼火
[00:11:57.480 --> 00:12:05.000]  什麼都沒有,還加多一句,沒有理會
[00:12:05.000 --> 00:12:10.280]  沒有理會,因為先前只是說沒有聲音,沒有英韻
[00:12:10.280 --> 00:12:20.680]  後來是沒有人理會,英文叫no one care
[00:12:20.680 --> 00:12:25.800]  聖經這幾句說話其實是挺幽默諷刺的
[00:12:25.800 --> 00:12:29.080]  no one care,即是沒有人理會他們
[00:12:29.080 --> 00:12:30.760]  即是沒有神理會他們
[00:12:30.760 --> 00:12:37.080]  這麼慘,這麼可憐,但沒有人理會他們
[00:12:37.080 --> 00:12:43.400]  他們真的很可憐,你想想
[00:12:43.400 --> 00:12:49.320]  如果有人在那裏一哭二鬧三上吊的時候
[00:12:49.320 --> 00:12:56.360]  旁邊的人竟然沒有反應,no one care
[00:12:56.360 --> 00:13:02.200]  你說當事人怎樣?很可憐
[00:13:02.200 --> 00:13:12.200]  你上吊沒有人理會你
[00:13:12.200 --> 00:13:17.480]  說回經文,它說在平時狂呼亂叫之後
[00:13:17.480 --> 00:13:22.200]  拜巴力的儀式就會到此為止,完結
[00:13:22.200 --> 00:13:26.200]  如果是求雨的話,我想我們平時都會做的
[00:13:26.200 --> 00:13:29.880]  因為三年半沒有下雨,久不久都要求雨
[00:13:29.880 --> 00:13:32.680]  如果求雨,求不到,沒有雨下,那又怎樣呢?
[00:13:32.680 --> 00:13:35.880]  很簡單,在說話的時候就罵伊利亞
[00:13:35.880 --> 00:13:39.480]  罵伊利亞得罪了巴力,所以巴力不下雨
[00:13:39.480 --> 00:13:42.440]  你們殺了伊利亞,巴力就會下雨
[00:13:42.440 --> 00:13:49.480]  很簡單,我也懂得做
[00:13:49.480 --> 00:13:57.720]  但這次是一個生死戰,不只是口說就行了
[00:13:57.720 --> 00:14:03.480]  這次是即時要求火降下來,燒繁祭
[00:14:03.480 --> 00:14:08.600]  是不能賴的,即使他真的再賴伊利亞
[00:14:08.600 --> 00:14:14.200]  但當伊利亞求降火成功的時候
[00:14:14.200 --> 00:14:21.960]  你一切的推賴都沒有用
[00:14:21.960 --> 00:14:33.800]  現在就輪到伊利亞憲制,我們看三十節
[00:14:33.800 --> 00:14:41.320]  三十節這裡提到,重修已經毀壞耶和華的壇
[00:14:41.320 --> 00:14:45.560]  我相信大家都會立刻問
[00:14:45.560 --> 00:14:50.440]  為什麼加密山頂上會有一個耶和華的壇呢?
[00:14:50.440 --> 00:14:59.400]  毀壞了的呢?這個壇何來呢?
[00:14:59.400 --> 00:15:05.240]  聖經學者給兩個可能性
[00:15:05.240 --> 00:15:10.280]  第一,就是在國家分裂之後
[00:15:10.280 --> 00:15:13.640]  即是南北分裂之後
[00:15:13.640 --> 00:15:19.000]  北國以色列人就開始轉為拜金牛獨
[00:15:19.000 --> 00:15:24.200]  這個是耶羅邦安在大雁住了兩隻金牛獨
[00:15:24.200 --> 00:15:26.600]  讓以色列的百姓去拜
[00:15:26.600 --> 00:15:29.720]  免得他們去耶路撒冷聖殿拜
[00:15:29.720 --> 00:15:36.680]  那就慘了,讓整個以色列陷入拜偶像的光景中
[00:15:36.680 --> 00:15:39.960]  得罪神
[00:15:39.960 --> 00:15:46.520]  但多少有些人是不肯跟隨去拜金牛獨的
[00:15:46.520 --> 00:15:48.680]  他們仍然堅持要拜耶和華
[00:15:48.680 --> 00:15:54.120]  於是就近在加密山捉了一個耶和華的壇
[00:15:54.120 --> 00:16:02.600]  很可能後來被拜巴力的人才把壇拆毀
[00:16:02.600 --> 00:16:04.200]  第二個可能性是
[00:16:04.200 --> 00:16:06.600]  很可能在更早之前
[00:16:06.600 --> 00:16:12.040]  當耶路撒冷的聖殿還未建好的時候
[00:16:12.040 --> 00:16:21.960]  不同的經文不斷顯示在不同的地方仍然有拜祭耶和華的壇
[00:16:21.960 --> 00:16:24.680]  不是只有一個地方
[00:16:24.680 --> 00:16:34.200]  很可能有些地區的人就近在加密山捉了壇來敬拜神
[00:16:34.200 --> 00:16:38.520]  後來聖殿建好了就不再需要了
[00:16:38.520 --> 00:16:47.400]  又或者好像第一個可能性那樣後來被拜巴力的先知拆了
[00:16:47.400 --> 00:16:52.760]  這裏說「重修已經毀壞耶和華的壇」
[00:16:52.760 --> 00:16:55.640]  這句說話其實都挺有意思的
[00:16:55.640 --> 00:16:57.480]  大家想一想
[00:16:57.480 --> 00:17:02.280]  如果我們去想今天耶和華的壇是甚麼意思呢?
[00:17:02.280 --> 00:17:05.080]  在哪裏呢?
[00:17:05.080 --> 00:17:08.360]  是否就在這個講壇裏呢?
[00:17:08.360 --> 00:17:09.800]  不是
[00:17:09.800 --> 00:17:12.200]  是否就在這個禮堂裏呢?
[00:17:12.200 --> 00:17:15.960]  或者這個臺呢?
[00:17:15.960 --> 00:17:19.320]  都不是
[00:17:19.320 --> 00:17:23.560]  今天耶和華的壇是在我們眾人的心裏
[00:17:23.560 --> 00:17:28.440]  在我們每一個人的心裏
[00:17:28.440 --> 00:17:33.080]  今天我們是用心靈和誠實來去敬拜神
[00:17:33.080 --> 00:17:38.600]  所以耶和華的壇就在我們心裏
[00:17:38.600 --> 00:17:42.360]  心靈代表我們整個人
[00:17:42.360 --> 00:17:46.680]  誠實是代表聖經真理
[00:17:46.680 --> 00:17:55.080]  那就是說我們要整個人活在真理裏面來去敬拜神
[00:17:55.080 --> 00:17:57.400]  我們又想一想
[00:17:57.400 --> 00:18:01.000]  我們有沒有活出真理呢?
[00:18:01.000 --> 00:18:06.760]  我們的壇有沒有已經毀壞了呢?
[00:18:06.760 --> 00:18:10.040]  壇亦都是代表我們和神的關係
[00:18:10.040 --> 00:18:17.720]  壇就是獻祭和祈禱和神溝通的關係
[00:18:17.720 --> 00:18:19.240]  那就是說
[00:18:19.240 --> 00:18:25.320]  我們要檢討我們的屬靈生命和生活
[00:18:25.320 --> 00:18:30.040]  如果在這方面已經毀壞了
[00:18:30.040 --> 00:18:32.680]  我們就要重修
[00:18:32.680 --> 00:18:37.160]  重修和神的關係
[00:18:37.160 --> 00:18:43.880]  重修好一個固定的靈修習慣
[00:18:43.880 --> 00:18:47.880]  固定的讀經祈禱習慣
[00:18:47.880 --> 00:18:54.840]  去重修一個有時間去侍奉神的時間表
[00:18:54.840 --> 00:18:57.400]  重修我們的優先次序
[00:18:57.400 --> 00:19:01.320]  重修我們的價值觀
[00:19:01.320 --> 00:19:09.080]  重修我們服侍侍奉奉獻這個熱誠
[00:19:09.080 --> 00:19:13.080]  如果我們這方面已經毀壞凋零了
[00:19:13.080 --> 00:19:18.120]  現在要重修
[00:19:18.120 --> 00:19:19.480]  弟兄姊妹
[00:19:19.480 --> 00:19:22.840]  不要任由我們敬拜神的壇
[00:19:22.840 --> 00:19:28.600]  不要讓我們的心我們的生命冷淡毀壞
[00:19:28.600 --> 00:19:29.640]  千萬不要這樣
[00:19:29.640 --> 00:19:33.960]  我們必須重修
[00:19:33.960 --> 00:19:36.840]  重修我們的壇
[00:19:36.840 --> 00:19:38.280]  今天的聖經
[00:19:38.280 --> 00:19:41.000]  這一段聖經就告訴我們
[00:19:41.000 --> 00:19:43.320]  要重修我們的壇
[00:19:43.320 --> 00:19:45.720]  重修的壇就是我們的心
[00:19:45.720 --> 00:19:46.520]  對準神
[00:19:46.520 --> 00:19:48.760]  神是會閲立
[00:19:48.760 --> 00:19:51.960]  會再次賜福給我們
[00:19:51.960 --> 00:19:53.240]  保護我們
[00:19:53.240 --> 00:19:56.440]  重用我們
[00:19:56.440 --> 00:20:02.840]  所以我們記得千萬不要放棄
[00:20:02.840 --> 00:20:05.000]  再講回經文
[00:20:05.000 --> 00:20:12.440]  我們看三十五節
[00:20:12.440 --> 00:20:16.760]  這裡講到憲制的時候
[00:20:16.760 --> 00:20:21.960]  以利亞叫人用水澆在柴和柴生上
[00:20:21.960 --> 00:20:24.920]  水流在壇的四位
[00:20:24.920 --> 00:20:28.040]  溝裡也滿了水
[00:20:28.040 --> 00:20:33.480]  以利亞叫人三次倒水在柴生和柴上
[00:20:33.480 --> 00:20:42.360]  令到柴生和整個祭壇附近都濕到淋了
[00:20:42.360 --> 00:20:43.640]  這是什麼意思呢
[00:20:43.640 --> 00:20:45.160]  有什麼目的呢
[00:20:45.160 --> 00:20:47.960]  目的就是要告訴百姓知道
[00:20:47.960 --> 00:20:52.440]  待會憲制成功的時候不是靠運氣
[00:20:52.440 --> 00:20:53.880]  為什麼說靠運氣呢
[00:20:53.880 --> 00:20:56.440]  你想想三年半沒有雨下
[00:20:56.440 --> 00:20:57.480]  乾旱
[00:20:57.480 --> 00:20:59.560]  是極之乾燥
[00:20:59.560 --> 00:21:01.480]  將柴草堆在一起
[00:21:01.480 --> 00:21:04.360]  會不會幸運地產生火花
[00:21:04.360 --> 00:21:06.120]  會自己燃燒呢
[00:21:06.120 --> 00:21:10.600]  聽說加州很多山火會間中自己著火
[00:21:10.600 --> 00:21:14.360]  因為太乾燥
[00:21:14.360 --> 00:21:18.280]  以利亞現在將它淋到濕漉漉
[00:21:18.280 --> 00:21:24.840]  是不可能會自己產生火花自動燃燒
[00:21:24.840 --> 00:21:33.320]  就是說現在必須倚靠神
[00:21:33.320 --> 00:21:34.760]  講到這裡
[00:21:34.760 --> 00:21:36.120]  或者去到這裡
[00:21:36.120 --> 00:21:42.920]  以利亞才講出這次行動的目的
[00:21:42.920 --> 00:21:48.040]  為什麼求雨會變成先求火呢
[00:21:48.040 --> 00:21:51.640]  為什麼不直接講求雨乾旱
[00:21:51.640 --> 00:21:55.560]  神叫他去說我會降雨
[00:21:55.560 --> 00:21:57.640]  當然神也給他有啟示
[00:21:57.640 --> 00:22:00.520]  就是他要先這樣做
[00:22:00.520 --> 00:22:05.960]  為什麼要先求降火呢
[00:22:05.960 --> 00:22:09.480]  就是要百姓搞清楚
[00:22:09.480 --> 00:22:15.560]  先要搞清楚誰是真神
[00:22:15.560 --> 00:22:18.440]  只有耶和華是獨一的真神
[00:22:18.440 --> 00:22:20.760]  不是霸凌
[00:22:20.760 --> 00:22:26.600]  他要百姓先清楚知道這件事
[00:22:26.600 --> 00:22:30.600]  我們看三十六節
[00:22:30.600 --> 00:22:41.800]  耶和華說求你今日使人知道你是以色列的神
[00:22:41.800 --> 00:22:43.000]  第一個目的
[00:22:43.000 --> 00:22:47.880]  第一個目的就是要百姓知道以色列的神
[00:22:47.880 --> 00:22:50.280]  耶和華
[00:22:50.280 --> 00:22:54.280]  以色列的神才是真神
[00:22:54.280 --> 00:22:57.640]  不是霸凌
[00:22:57.640 --> 00:22:59.560]  三十六節下面
[00:22:59.560 --> 00:23:01.320]  也知道我是你的僕人
[00:23:01.320 --> 00:23:04.520]  又是奉你的命行者一切事
[00:23:04.520 --> 00:23:07.800]  第二個目的就是告訴百姓
[00:23:07.800 --> 00:23:13.160]  一切都是按神的吩咐來做
[00:23:13.160 --> 00:23:14.440]  不是人的意思
[00:23:14.440 --> 00:23:17.080]  一切都是神的意思
[00:23:17.080 --> 00:23:22.440]  他想百姓清楚知道這件事
[00:23:22.440 --> 00:23:25.640]  三十七節
[00:23:25.640 --> 00:23:32.680]  使者們知道你耶和華是神
[00:23:32.680 --> 00:23:34.360]  這個和第一個好像差不多
[00:23:34.360 --> 00:23:37.560]  但這個只要是一個廣泛一點的
[00:23:37.560 --> 00:23:44.200]  這個神是自始至終獨一無二的真神
[00:23:44.200 --> 00:23:47.800]  不單只是以色列的神
[00:23:47.800 --> 00:23:52.840]  可以說是全世界全宇宙全人類的神
[00:23:52.840 --> 00:23:57.080]  而且是自有永有的神
[00:23:57.080 --> 00:23:59.240]  三十七節下面
[00:23:59.240 --> 00:24:03.960]  又知道是你叫者民的心迴轉
[00:24:03.960 --> 00:24:06.040]  這是第四個目的
[00:24:06.040 --> 00:24:09.800]  這個也是最終和最重要的目的
[00:24:09.800 --> 00:24:14.520]  就是要百姓明白神的慈愛
[00:24:14.520 --> 00:24:20.200]  是神在呼喚百姓迴轉歸向神
[00:24:20.200 --> 00:24:24.360]  神要行神跡目的不是想他們嘩然
[00:24:24.360 --> 00:24:28.200]  不是想他們歡喜快樂
[00:24:28.200 --> 00:24:32.600]  而是想他們的心迴轉歸向神
[00:24:32.600 --> 00:24:36.600]  不要再拜巴黎
[00:24:36.600 --> 00:24:42.440]  背後是彰顯神的慈愛
[00:24:42.440 --> 00:24:44.120]  弟兄姊妹
[00:24:44.120 --> 00:24:45.640]  如果我們的壇
[00:24:45.640 --> 00:24:47.000]  即是我們的屬靈生命
[00:24:47.000 --> 00:24:50.440]  我們的心已經毀壞的時候
[00:24:50.440 --> 00:24:53.320]  今天這段聖經提醒我們
[00:24:53.320 --> 00:24:59.160]  是神向我們發出慈愛的呼喚
[00:24:59.160 --> 00:25:03.480]  叫我們的心迴轉歸向祂
[00:25:03.480 --> 00:25:07.400]  祂叫我們要重修我們的壇
[00:25:07.400 --> 00:25:10.600]  讓我們可以再次得到神的保守
[00:25:10.600 --> 00:25:15.000]  得到神的看顧
[00:25:15.000 --> 00:25:18.120]  我們要搞清楚
[00:25:18.120 --> 00:25:22.360]  耶和華才是我們的神
[00:25:22.360 --> 00:25:28.440]  其他那些馬門、名利、財物
[00:25:28.440 --> 00:25:31.160]  那些不是我們的神
[00:25:31.160 --> 00:25:34.680]  我們要侍奉耶和華
[00:25:34.680 --> 00:25:41.560]  我們不可以侍奉馬門、侍奉財利
[00:25:41.560 --> 00:25:47.000]  這個值得我們記清楚
[00:25:47.000 --> 00:25:51.400]  第38節
[00:25:51.400 --> 00:25:53.720]  於是耶和華降下火來
[00:25:53.720 --> 00:25:57.720]  燒盡樊祭、木柴、石頭、塵土
[00:25:57.720 --> 00:26:04.120]  又燒乾溝裡的水
[00:26:04.120 --> 00:26:07.800]  如果大家看完這幾個字之後
[00:26:07.800 --> 00:26:11.320]  你會知道整個祭壇
[00:26:11.320 --> 00:26:15.960]  是夷為平地
[00:26:15.960 --> 00:26:20.040]  不單止柴燒了
[00:26:20.040 --> 00:26:22.680]  石墊底的石頭也燒了
[00:26:22.680 --> 00:26:26.040]  再墊底的塵土也燒了
[00:26:26.040 --> 00:26:29.240]  水也沒有了
[00:26:29.240 --> 00:26:33.800]  夷為平地
[00:26:33.800 --> 00:26:40.760]  也顯出神降火的威力
[00:26:40.760 --> 00:26:43.320]  神降火燒盡樊祭
[00:26:43.320 --> 00:26:46.920]  是表示神閲立人的獻祭
[00:26:46.920 --> 00:26:49.480]  閲立人的敬拜
[00:26:49.480 --> 00:26:54.840]  同時也是表示百姓的心已經回轉
[00:26:54.840 --> 00:26:57.400]  經文沒有說百姓的心已經回轉
[00:26:57.400 --> 00:26:58.680]  但是神知道
[00:26:58.680 --> 00:26:59.480]  為什麼呢?
[00:26:59.480 --> 00:27:01.880]  因為我們根據聖經的記載
[00:27:01.880 --> 00:27:05.080]  聖經裡面記載了有好幾次
[00:27:05.080 --> 00:27:11.480]  神降火燒盡樊祭
[00:27:11.480 --> 00:27:16.600]  其中一次是在摩西亞倫在曠野的時候
[00:27:16.600 --> 00:27:21.720]  當回眸成立之後
[00:27:21.720 --> 00:27:24.280]  他們第一次獻祭的時候
[00:27:24.280 --> 00:27:27.880]  摩西亞倫他們獻祭的時候
[00:27:27.880 --> 00:27:32.600]  神就降火燒盡樊祭
[00:27:32.600 --> 00:27:37.080]  表示神閲立他們
[00:27:37.080 --> 00:27:37.880]  第二次
[00:27:37.880 --> 00:27:39.560]  另外一次是在大衛
[00:27:39.560 --> 00:27:46.280]  在數點百姓惹來瘟疫之後
[00:27:46.280 --> 00:27:49.480]  他們在祈禱獻祭
[00:27:49.480 --> 00:27:55.080]  神也降火燒盡他們所獻的樊祭
[00:27:55.080 --> 00:27:56.440]  第三次
[00:27:56.440 --> 00:28:03.640]  就是所羅門在建成聖殿獻殿禮禱告的時候
[00:28:03.640 --> 00:28:07.320]  禱告之後神降火燒盡樊祭
[00:28:07.320 --> 00:28:12.120]  也是表示他閲立他們的敬拜
[00:28:12.120 --> 00:28:15.800]  但是這三次的背景
[00:28:15.800 --> 00:28:18.680]  這三次燒盡樊祭的背景
[00:28:18.680 --> 00:28:22.920]  都是和肯認罪悔改有關
[00:28:22.920 --> 00:28:25.080]  如果你回去看回這些經文
[00:28:25.080 --> 00:28:32.360]  之前他們是在認罪悔改
[00:28:32.360 --> 00:28:35.480]  現在神知道百姓的心
[00:28:35.480 --> 00:28:39.320]  知道他們的心已經回轉
[00:28:39.320 --> 00:28:46.680]  於是降下火來燒盡樊祭
[00:28:46.680 --> 00:28:48.600]  第三十九節
[00:28:48.600 --> 00:28:51.560]  眾民看見了就俯伏在地
[00:28:51.560 --> 00:28:58.120]  說:耶和華施神!耶和華施神!
