
[00:00:00.000 --> 00:00:03.000]  今天要講的這一部份是講
[00:02:36.000 --> 00:02:39.000]  不知道當時的地形是怎樣的
[00:02:39.000 --> 00:02:41.000]  只是心目中
[00:02:41.000 --> 00:02:43.000]  好像這一區很近
[00:02:43.000 --> 00:02:45.000]  就在那幾條街道
[00:02:45.000 --> 00:02:47.000]  在學校旁邊那幾條街道
[00:02:47.000 --> 00:02:53.000]  我去問學生的指導
[00:02:53.000 --> 00:02:55.000]  問他有沒有房中
[00:02:55.000 --> 00:02:57.000]  他說你看看那些紙仔
[00:02:57.000 --> 00:02:59.000]  但那些都是很貴 或者住得很遠
[00:02:59.000 --> 00:03:02.000]  問不到我就自己去找
[00:03:02.000 --> 00:03:04.000]  就走到外面那些街道
[00:03:04.000 --> 00:03:06.000]  逐條街道去走
[00:03:06.000 --> 00:03:08.000]  那裡有大約七八條街道
[00:03:08.000 --> 00:03:10.000]  逐條街道去走走走
[00:03:10.000 --> 00:03:13.000]  看看有沒有人貼紙仔出來說有房租
[00:03:13.000 --> 00:03:15.000]  走到幾乎快要走了
[00:03:15.000 --> 00:03:17.000]  走到一間士多鋪
[00:03:17.000 --> 00:03:19.000]  原來以前也有
[00:03:19.000 --> 00:03:21.000]  二三十年前也有貼紙仔在士多鋪
[00:03:21.000 --> 00:03:23.000]  說哪裡有房租
[00:03:23.000 --> 00:03:25.000]  於是我又去問他在哪裡
[00:03:25.000 --> 00:03:27.000]  去找找找
[00:03:27.000 --> 00:03:29.000]  找到那間房子了
[00:03:29.000 --> 00:03:33.000]  敲門
[00:03:33.000 --> 00:03:35.000]  於是呢
[00:03:35.000 --> 00:03:37.000]  就找到一間房
[00:03:37.000 --> 00:03:39.000]  兩條街
[00:03:39.000 --> 00:03:41.000]  離學校
[00:03:41.000 --> 00:03:43.000]  在那裡住了兩年
[00:03:43.000 --> 00:03:45.000]  當我回想起的時候
[00:03:45.000 --> 00:03:47.000]  原來在我找的過程裡
[00:03:47.000 --> 00:03:49.000]  有另外一個學生
[00:03:49.000 --> 00:03:51.000]  也是在那裡找的
[00:03:51.000 --> 00:03:53.000]  不過他說考慮
[00:03:53.000 --> 00:03:55.000]  就沒有下訂
[00:03:55.000 --> 00:03:57.000]  後來屋主告訴我
[00:03:57.000 --> 00:03:59.000]  不過我去到之後
[00:03:59.000 --> 00:04:01.000]  考慮完之後說好我下訂
[00:04:01.000 --> 00:04:03.000]  他說
[00:04:03.000 --> 00:04:05.000]  後來原來
[00:04:05.000 --> 00:04:07.000]  那個同學回來想租
[00:04:07.000 --> 00:04:09.000]  我說sorry
[00:04:09.000 --> 00:04:11.000]  你走了之後有另外一個人下訂
[00:04:11.000 --> 00:04:15.000]  我當時還沒信耶穌
[00:04:15.000 --> 00:04:17.000]  也不捨得感恩
[00:04:17.000 --> 00:04:19.000]  只覺得自己很幸運
[00:04:19.000 --> 00:04:21.000]  覺得自己很有辦法
[00:04:21.000 --> 00:04:23.000]  因為這樣逐家去找
[00:04:23.000 --> 00:04:25.000]  終於找到
[00:04:25.000 --> 00:04:27.000]  但是現在想起來
[00:04:27.000 --> 00:04:29.000]  隔了這麼多年
[00:04:29.000 --> 00:04:31.000]  也有那種很開心滿足的感覺
[00:04:31.000 --> 00:04:33.000]  當你不斷去找
[00:04:33.000 --> 00:04:35.000]  去拍門
[00:04:35.000 --> 00:04:37.000]  找到
[00:04:37.000 --> 00:04:39.000]  那種滿足感
[00:04:39.000 --> 00:04:41.000]  很深刻
[00:04:45.000 --> 00:04:47.000]  在人生裡
[00:04:47.000 --> 00:04:49.000]  你很多時候會有機會
[00:04:49.000 --> 00:04:51.000]  去經歷這些
[00:04:51.000 --> 00:04:53.000]  但是我們也知道
[00:04:53.000 --> 00:04:55.000]  有時候我們不知道結果會是怎樣
[00:04:55.000 --> 00:04:57.000]  有時候我們會放棄
[00:04:57.000 --> 00:04:59.000]  那你就經歷不到
[00:04:59.000 --> 00:05:01.000]  最後你找到
[00:05:01.000 --> 00:05:03.000]  得到那個喜樂滿足
[00:05:03.000 --> 00:05:07.000]  我今天要說的
[00:05:07.000 --> 00:05:09.000]  尋求就得著
[00:05:09.000 --> 00:05:11.000]  叩門就開門
[00:05:13.000 --> 00:05:15.000]  這段聖經當然不是
[00:05:15.000 --> 00:05:17.000]  告訴我們
[00:05:17.000 --> 00:05:19.000]  只去找房子
[00:05:19.000 --> 00:05:21.000]  或者去尋蛋尋寶
[00:05:21.000 --> 00:05:23.000]  也不是玩捉迷藏
[00:05:23.000 --> 00:05:25.000]  神不是要我們去
[00:05:25.000 --> 00:05:27.000]  玩這些東西
[00:05:27.000 --> 00:05:29.000]  才可以給你一些東西
[00:05:29.000 --> 00:05:31.000]  不是
[00:05:31.000 --> 00:05:33.000]  今天這段經文是告訴我們
[00:05:33.000 --> 00:05:35.000]  一個
[00:05:35.000 --> 00:05:37.000]  祈禱的心態
[00:05:37.000 --> 00:05:39.000]  或者是整個生活
[00:05:39.000 --> 00:05:41.000]  在地上的一個生活心態
[00:05:43.000 --> 00:05:45.000]  是要不斷
[00:05:45.000 --> 00:05:47.000]  去尋求神
[00:05:47.000 --> 00:05:49.000]  去求問神
[00:05:49.000 --> 00:05:51.000]  可以說是不問結果
[00:05:51.000 --> 00:05:53.000]  要不斷去尋求神
[00:05:53.000 --> 00:05:55.000]  求問神
[00:05:55.000 --> 00:05:57.000]  是要去認識神
[00:05:57.000 --> 00:05:59.000]  去經歷神
[00:05:59.000 --> 00:06:01.000]  目的不是想得到
[00:06:01.000 --> 00:06:03.000]  某一樣東西
[00:06:03.000 --> 00:06:05.000]  可能我們藉著求某一樣東西
[00:06:05.000 --> 00:06:07.000]  在過程裡
[00:06:07.000 --> 00:06:09.000]  去經歷神的真實
[00:06:09.000 --> 00:06:11.000]  而那個喜樂滿足
[00:06:11.000 --> 00:06:13.000]  是很深刻的
[00:06:13.000 --> 00:06:19.000]  在尋求的過程裡
[00:06:19.000 --> 00:06:21.000]  一樣得到同樣的滿足
[00:06:21.000 --> 00:06:23.000]  這個和玩遊戲不同
[00:06:23.000 --> 00:06:29.000]  我們一起看看經文
[00:06:29.000 --> 00:06:31.000]  是《馬太福音》第七章七節
[00:06:31.000 --> 00:06:35.000]  你們祈求就給你們
[00:06:35.000 --> 00:06:37.000]  尋找就尋見
[00:06:37.000 --> 00:06:39.000]  叩門就給你們開門
[00:06:39.000 --> 00:06:41.000]  當你看到這句聖經的時候
[00:06:41.000 --> 00:06:43.000]  你心目中
[00:06:43.000 --> 00:06:45.000]  怎樣去理解這個意思呢
[00:06:45.000 --> 00:06:49.000]  大家留意
[00:06:49.000 --> 00:06:51.000]  在這句聖經裡
[00:06:51.000 --> 00:06:53.000]  祈求尋找
[00:06:53.000 --> 00:06:55.000]  叩門這三個字
[00:06:55.000 --> 00:06:57.000]  在原文上
[00:06:57.000 --> 00:06:59.000]  是用了命令式的動詞來表達
[00:06:59.000 --> 00:07:01.000]  所以
[00:07:01.000 --> 00:07:03.000]  如果我對這句聖經的理解
[00:07:03.000 --> 00:07:05.000]  主耶穌是命令我們
[00:07:05.000 --> 00:07:07.000]  要向天父
[00:07:07.000 --> 00:07:09.000]  要不斷狠切地
[00:07:09.000 --> 00:07:11.000]  向祂祈禱
[00:07:11.000 --> 00:07:13.000]  去求問祂
[00:07:13.000 --> 00:07:15.000]  要尋找祂
[00:07:15.000 --> 00:07:17.000]  要叩門
[00:07:17.000 --> 00:07:19.000]  而且在第八節
[00:07:19.000 --> 00:07:21.000]  主耶穌應許說
[00:07:21.000 --> 00:07:23.000]  凡祈求的
[00:07:23.000 --> 00:07:25.000]  就得著
[00:07:25.000 --> 00:07:27.000]  尋找的就尋見
[00:07:27.000 --> 00:07:29.000]  叩門的就給祂開門
[00:07:29.000 --> 00:07:31.000]  也就是說
[00:07:31.000 --> 00:07:33.000]  耶穌給我們的
[00:07:33.000 --> 00:07:35.000]  這個吩咐
[00:07:35.000 --> 00:07:37.000]  是一個大應許的命令
[00:07:37.000 --> 00:07:41.000]  是一個命令
[00:07:41.000 --> 00:07:43.000]  你一定要做
[00:07:43.000 --> 00:07:45.000]  但是你做的時候
[00:07:45.000 --> 00:07:47.000]  有應許給你的恩典
[00:07:47.000 --> 00:07:49.000]  所以這是一個
[00:07:49.000 --> 00:07:51.000]  非常美好的一個吩咐
[00:07:51.000 --> 00:07:55.000]  一個這麼好的
[00:07:55.000 --> 00:07:57.000]  這麼好的吩咐
[00:07:57.000 --> 00:07:59.000]  原本是一個很簡單
[00:07:59.000 --> 00:08:01.000]  直接的一個應許
[00:08:01.000 --> 00:08:03.000]  但是因為我們人
[00:08:03.000 --> 00:08:05.000]  本身有很多
[00:08:05.000 --> 00:08:07.000]  自己的私慾
[00:08:07.000 --> 00:08:09.000]  因而就會產生
[00:08:09.000 --> 00:08:11.000]  很多對聖經的理解
[00:08:11.000 --> 00:08:13.000]  出現疑惑
[00:08:13.000 --> 00:08:15.000]  或者會作一些偏差的解釋
[00:08:15.000 --> 00:08:17.000]  或者應用
[00:08:17.000 --> 00:08:19.000]  這些偏差
[00:08:19.000 --> 00:08:21.000]  最常會引起的
[00:08:21.000 --> 00:08:23.000]  兩個極端
[00:08:23.000 --> 00:08:25.000]  有極端的做法
[00:08:25.000 --> 00:08:27.000]  對聖經的理解
[00:08:27.000 --> 00:08:29.000]  對這個聖經的理解
[00:08:29.000 --> 00:08:31.000]  錯誤的理解偏差
[00:08:31.000 --> 00:08:33.000]  有兩個極端的想法
[00:08:33.000 --> 00:08:35.000]  其中一個極端
[00:08:35.000 --> 00:08:37.000]  就是會演變成
[00:08:37.000 --> 00:08:39.000]  所謂那些
[00:08:39.000 --> 00:08:41.000]  發達福音
[00:08:41.000 --> 00:08:43.000]  發達福音是什麼意思
[00:08:43.000 --> 00:08:45.000]  我曾經也說過
[00:08:45.000 --> 00:08:47.000]  就是他們的認知理念
[00:08:47.000 --> 00:08:49.000]  就是對這個聖經的
[00:08:49.000 --> 00:08:51.000]  解釋
[00:08:51.000 --> 00:08:53.000]  既然聖經說
[00:08:53.000 --> 00:08:55.000]  凡祈求就得著
[00:08:55.000 --> 00:08:57.000]  尋找就尋見
[00:08:57.000 --> 00:08:59.000]  叩門就開門
[00:08:59.000 --> 00:09:01.000]  這樣我們就可以
[00:09:01.000 --> 00:09:03.000]  放心的向神求
[00:09:03.000 --> 00:09:05.000]  我們可以
[00:09:05.000 --> 00:09:07.000]  將所有的
[00:09:07.000 --> 00:09:09.000]  東西就告訴神
[00:09:09.000 --> 00:09:11.000]  求神給我們
[00:09:11.000 --> 00:09:13.000]  而且神在這裡
[00:09:13.000 --> 00:09:15.000]  還應許說
[00:09:15.000 --> 00:09:17.000]  你求什麼就會給什麼
[00:09:17.000 --> 00:09:19.000]  所以我們只管向神求福
[00:09:19.000 --> 00:09:21.000]  向神求壽
[00:09:21.000 --> 00:09:23.000]  求名求利
[00:09:23.000 --> 00:09:25.000]  求健康
[00:09:25.000 --> 00:09:27.000]  你會求什麼
[00:09:27.000 --> 00:09:29.000]  有什麼
[00:09:29.000 --> 00:09:31.000]  神還應許我們求什麼就給什麼
[00:09:31.000 --> 00:09:35.000]  如果你現在還沒有
[00:09:35.000 --> 00:09:37.000]  你求久一點就會有
[00:09:37.000 --> 00:09:39.000]  這個就是他們的理念
[00:09:39.000 --> 00:09:43.000]  很多人
[00:09:43.000 --> 00:09:45.000]  想得到這些
[00:09:45.000 --> 00:09:47.000]  世上的福氣
[00:09:47.000 --> 00:09:49.000]  於是就湧到
[00:09:49.000 --> 00:09:51.000]  這些
[00:09:51.000 --> 00:09:53.000]  全發達福音的教會裡面
[00:09:55.000 --> 00:09:57.000]  這些教會是很興旺
[00:09:57.000 --> 00:09:59.000]  發展得很快
[00:09:59.000 --> 00:10:01.000]  每一個主日
[00:10:01.000 --> 00:10:03.000]  他們會有人上台
[00:10:03.000 --> 00:10:05.000]  去分享見證
[00:10:05.000 --> 00:10:07.000]  講他們怎樣靠著禱告祈求
[00:10:07.000 --> 00:10:09.000]  終於發達了
[00:10:09.000 --> 00:10:11.000]  所以回來現在講見證
[00:10:11.000 --> 00:10:15.000]  台下聽到的人就歡呼拍掌
[00:10:15.000 --> 00:10:21.000]  每一次他們都
[00:10:21.000 --> 00:10:23.000]  滿懷發達的希望
[00:10:23.000 --> 00:10:25.000]  這個教會
[00:10:25.000 --> 00:10:27.000]  亦都滿懷希望
[00:10:27.000 --> 00:10:29.000]  這樣離開
[00:10:29.000 --> 00:10:31.000]  等著會發達
[00:10:31.000 --> 00:10:35.000]  但是
[00:10:35.000 --> 00:10:37.000]  他們似乎忘記了
[00:10:37.000 --> 00:10:39.000]  一句說話
[00:10:39.000 --> 00:10:41.000]  或者他們不介意主耶穌曾經在
[00:10:41.000 --> 00:10:43.000]  另一個場合講的說話
[00:10:43.000 --> 00:10:45.000]  主耶穌曾經說過
[00:10:45.000 --> 00:10:47.000]  樂陀穿過針的眼
[00:10:47.000 --> 00:10:49.000]  比財主進天國
[00:10:49.000 --> 00:10:51.000]  更容易
[00:10:51.000 --> 00:10:53.000]  這個是
[00:10:53.000 --> 00:10:55.000]  馬太福音十九章講的
[00:10:55.000 --> 00:10:59.000]  如果我們記得這句說話的時候
[00:10:59.000 --> 00:11:01.000]  發達做了財主有什麼好呢
[00:11:01.000 --> 00:11:03.000]  很危險
[00:11:03.000 --> 00:11:05.000]  其實是不是
[00:11:05.000 --> 00:11:09.000]  在針研
[00:11:09.000 --> 00:11:11.000]  亦都提醒我們說
[00:11:11.000 --> 00:11:13.000]  叫我們不要
[00:11:13.000 --> 00:11:15.000]  勞碌求富
[00:11:15.000 --> 00:11:19.000]  這是神給我們的提醒
[00:11:21.000 --> 00:11:23.000]  所以我們千萬不要
[00:11:23.000 --> 00:11:25.000]  忘記那些教訓
[00:11:25.000 --> 00:11:29.000]  我們不要將聖經
[00:11:29.000 --> 00:11:31.000]  執著某一句
[00:11:31.000 --> 00:11:33.000]  很合自己的心意的時候
[00:11:33.000 --> 00:11:35.000]  就將那一句就是聖經唯一的真理
[00:11:35.000 --> 00:11:39.000]  我們要將聖經
[00:11:39.000 --> 00:11:41.000]  全面一點去看
[00:11:41.000 --> 00:11:47.000]  而且
[00:11:47.000 --> 00:11:49.000]  今天要講的這句聖經
[00:11:49.000 --> 00:11:51.000]  得著等等的這句說話
[00:11:51.000 --> 00:11:53.000]  其實這句說話
[00:11:53.000 --> 00:11:55.000]  不是
[00:11:55.000 --> 00:11:57.000]  只要為世上的
[00:11:57.000 --> 00:11:59.000]  財物來去求
[00:11:59.000 --> 00:12:01.000]  等一下我們會再繼續
[00:12:01.000 --> 00:12:03.000]  去解釋這句說話
[00:12:03.000 --> 00:12:05.000]  這句說話所引起的
[00:12:05.000 --> 00:12:07.000]  另一個極端
[00:12:07.000 --> 00:12:09.000]  就是從
[00:12:09.000 --> 00:12:11.000]  求什麼有什麼
[00:12:11.000 --> 00:12:13.000]  的這個意念
[00:12:13.000 --> 00:12:15.000]  演變成為
[00:12:15.000 --> 00:12:17.000]  什麼都不再求
[00:12:19.000 --> 00:12:21.000]  我們可能會奇怪
[00:12:21.000 --> 00:12:23.000]  為什麼從同一句聖經裡面
[00:12:23.000 --> 00:12:25.000]  為什麼會產生出
[00:12:25.000 --> 00:12:27.000]  這麼極端
[00:12:27.000 --> 00:12:29.000]  相反的意念
[00:12:29.000 --> 00:12:31.000]  為什麼就會從
[00:12:31.000 --> 00:12:33.000]  什麼都求
[00:12:33.000 --> 00:12:35.000]  就演變成
[00:12:35.000 --> 00:12:37.000]  什麼都不求
[00:12:37.000 --> 00:12:41.000]  如果我們
[00:12:41.000 --> 00:12:43.000]  明白一般人的心理
[00:12:43.000 --> 00:12:47.000]  或者
[00:12:47.000 --> 00:12:49.000]  我們明白他們的
[00:12:49.000 --> 00:12:51.000]  認知的
[00:12:51.000 --> 00:12:53.000]  邏輯
[00:12:53.000 --> 00:12:55.000]  我們就不會覺得奇怪
[00:12:55.000 --> 00:12:59.000]  因為這兩個的極端
[00:12:59.000 --> 00:13:01.000]  其實是互相有關連的
[00:13:01.000 --> 00:13:05.000]  比如有一個人
[00:13:05.000 --> 00:13:07.000]  當他聽到
[00:13:07.000 --> 00:13:09.000]  這句聖經
[00:13:09.000 --> 00:13:11.000]  凡祈求就得著
[00:13:11.000 --> 00:13:13.000]  等等
[00:13:13.000 --> 00:13:15.000]  這句聖經他聽完之後
[00:13:15.000 --> 00:13:17.000]  覺得非常之好
[00:13:17.000 --> 00:13:19.000]  覺得這麼好的聖經
[00:13:19.000 --> 00:13:21.000]  他很接受
[00:13:21.000 --> 00:13:23.000]  他很相信
[00:13:23.000 --> 00:13:25.000]  不過他用他自己的想法
[00:13:25.000 --> 00:13:27.000]  來接受這句聖經
[00:13:27.000 --> 00:13:29.000]  於是他就很誠心
[00:13:29.000 --> 00:13:31.000]  懇切地去求財
[00:13:31.000 --> 00:13:33.000]  求富貴
[00:13:33.000 --> 00:13:35.000]  求健康
[00:13:35.000 --> 00:13:39.000]  如是者他就這樣祈禱
[00:13:39.000 --> 00:13:41.000]  三年五年或者可能十年
[00:13:41.000 --> 00:13:43.000]  不斷禱告
[00:13:43.000 --> 00:13:45.000]  誰知道
[00:13:45.000 --> 00:13:47.000]  不單止
[00:13:47.000 --> 00:13:49.000]  未得到財富
[00:13:49.000 --> 00:13:51.000]  還反而
[00:13:51.000 --> 00:13:53.000]  得到一個
[00:13:53.000 --> 00:13:55.000]  極嚴重的疾病
[00:13:55.000 --> 00:13:59.000]  於是
[00:13:59.000 --> 00:14:01.000]  他轉移目標不求財
[00:14:01.000 --> 00:14:03.000]  只是求健康
[00:14:03.000 --> 00:14:05.000]  於是又是
[00:14:05.000 --> 00:14:07.000]  三年五年不斷去求
[00:14:07.000 --> 00:14:09.000]  誰知道
[00:14:09.000 --> 00:14:11.000]  那個病都未醫好
[00:14:11.000 --> 00:14:13.000]  第二個更嚴重的病
[00:14:13.000 --> 00:14:15.000]  又來到
[00:14:15.000 --> 00:14:19.000]  你猜他會怎樣?
[00:14:19.000 --> 00:14:23.000]  他當然很失望
[00:14:23.000 --> 00:14:25.000]  比我們都會這樣想
[00:14:25.000 --> 00:14:27.000]  很失望
[00:14:27.000 --> 00:14:31.000]  我們還會
[00:14:31.000 --> 00:14:33.000]  他會因此
[00:14:33.000 --> 00:14:35.000]  他不再相信神會聽禱告
[00:14:35.000 --> 00:14:39.000]  於是他就會
[00:14:39.000 --> 00:14:41.000]  從不斷禱告
[00:14:41.000 --> 00:14:43.000]  變成
[00:14:43.000 --> 00:14:45.000]  從此不再禱告
[00:14:45.000 --> 00:14:49.000]  甚至他會背棄這個信仰
[00:14:49.000 --> 00:14:53.000]  這個也可以解釋
[00:14:53.000 --> 00:14:55.000]  為什麼我們經常說
[00:14:55.000 --> 00:14:57.000]  基督徒最難的困難是什麼?
[00:14:57.000 --> 00:15:01.000]  信仰最大的難關就是
[00:15:01.000 --> 00:15:03.000]  克服不了苦難
[00:15:09.000 --> 00:15:11.000]  為什麼成為心理學
[00:15:11.000 --> 00:15:13.000]  稱這種改變
[00:15:13.000 --> 00:15:19.000]  認知失調的效應
[00:15:19.000 --> 00:15:21.000]  Cognitive Dissonance Effect
[00:15:21.000 --> 00:15:25.000]  星期五晚
[00:15:25.000 --> 00:15:27.000]  我在學生團約略都說過
[00:15:27.000 --> 00:15:29.000]  這些東西
[00:15:29.000 --> 00:15:33.000]  這個認知失調的效應
[00:15:33.000 --> 00:15:35.000]  是什麼意思?
[00:15:35.000 --> 00:15:37.000]  比如說
[00:15:37.000 --> 00:15:39.000]  他在實際生活中的經歷
[00:15:39.000 --> 00:15:41.000]  或者在實際的工作中
[00:15:41.000 --> 00:15:43.000]  他處理一件事
[00:15:43.000 --> 00:15:45.000]  所得到的效果
[00:15:45.000 --> 00:15:47.000]  和他心目中所認識
[00:15:47.000 --> 00:15:49.000]  所認知
[00:15:49.000 --> 00:15:51.000]  所期待的效果
[00:15:51.000 --> 00:15:53.000]  不相符
[00:15:53.000 --> 00:15:55.000]  甚至相反的時候
[00:15:55.000 --> 00:15:57.000]  他就會
[00:15:57.000 --> 00:15:59.000]  改變他原本的
[00:15:59.000 --> 00:16:01.000]  認知理念
[00:16:01.000 --> 00:16:03.000]  改變他以往所學的東西
[00:16:03.000 --> 00:16:05.000]  要更正
[00:16:05.000 --> 00:16:07.000]  相對他處理的手法
[00:16:07.000 --> 00:16:09.000]  或者再做的時候
[00:16:09.000 --> 00:16:11.000]  他會改變
[00:16:11.000 --> 00:16:13.000]  以致能夠平衡他心中的理念
[00:16:13.000 --> 00:16:17.000]  我們在某程度上
[00:16:17.000 --> 00:16:19.000]  都是對的
[00:16:19.000 --> 00:16:21.000]  做錯一件事
[00:16:21.000 --> 00:16:23.000]  你當然要改改
[00:16:23.000 --> 00:16:25.000]  下次不要再做
[00:16:25.000 --> 00:16:27.000]  但在信仰來計算
[00:16:27.000 --> 00:16:29.000]  這是很大的問題
[00:16:29.000 --> 00:16:31.000]  而本身我們也沒有考慮到
[00:16:31.000 --> 00:16:33.000]  我們可能是搞錯了原則
[00:16:33.000 --> 00:16:35.000]  原本是對的
[00:16:35.000 --> 00:16:37.000]  不過你理解錯了
[00:16:37.000 --> 00:16:41.000]  你遇到的其實是真實的
[00:16:41.000 --> 00:16:43.000]  不過你用錯誤的理解
[00:16:43.000 --> 00:16:45.000]  來理解的時候
[00:16:45.000 --> 00:16:47.000]  你以為是錯的
[00:16:47.000 --> 00:16:49.000]  你改了其實是錯的
[00:16:49.000 --> 00:16:57.000]  這種認知失調
[00:16:57.000 --> 00:16:59.000]  效應
[00:16:59.000 --> 00:17:01.000]  如果應用在
[00:17:01.000 --> 00:17:03.000]  得著的例子上
[00:17:03.000 --> 00:17:07.000]  我經常祈禱
[00:17:07.000 --> 00:17:09.000]  其來其去
[00:17:09.000 --> 00:17:11.000]  其極都得不到
[00:17:11.000 --> 00:17:13.000]  這就證明
[00:17:13.000 --> 00:17:15.000]  祈求就得著
[00:17:15.000 --> 00:17:17.000]  這句話是不正確的
[00:17:17.000 --> 00:17:19.000]  是不值得相信的
[00:17:19.000 --> 00:17:21.000]  也因此
[00:17:21.000 --> 00:17:23.000]  我們不需要再為什麼事祈禱
[00:17:23.000 --> 00:17:27.000]  是不是這樣
[00:17:27.000 --> 00:17:29.000]  有時候我們反省一下
[00:17:29.000 --> 00:17:31.000]  問自己
[00:17:31.000 --> 00:17:33.000]  我們是不是也有
[00:17:33.000 --> 00:17:35.000]  這樣的祈禱心態
[00:17:35.000 --> 00:17:37.000]  似乎真的
[00:17:37.000 --> 00:17:39.000]  這麼多年來
[00:17:39.000 --> 00:17:41.000]  好像祈不祈都差不多
[00:17:41.000 --> 00:17:43.000]  某些事祈都得不到
[00:17:43.000 --> 00:17:45.000]  那要不要祈呢
[00:17:45.000 --> 00:17:47.000]  不用了
[00:17:47.000 --> 00:17:49.000]  所以我們通常都不是很積極熱心去祈禱
[00:17:49.000 --> 00:17:51.000]  是不是這樣
[00:17:51.000 --> 00:17:53.000]  這個好像只有我們去反省
[00:17:53.000 --> 00:17:55.000]  是什麼原因
[00:17:55.000 --> 00:17:57.000]  令我們對祈禱沒有興趣
[00:17:59.000 --> 00:18:01.000]  今天這一段聖經
[00:18:01.000 --> 00:18:03.000]  提醒我們
[00:18:03.000 --> 00:18:05.000]  我們向神祈禱
[00:18:05.000 --> 00:18:07.000]  應該要抱什麼心態
[00:18:07.000 --> 00:18:09.000]  也告訴我們
[00:18:09.000 --> 00:18:11.000]  祈禱的正確心態
[00:18:11.000 --> 00:18:13.000]  是怎樣的
[00:18:13.000 --> 00:18:15.000]  首先
[00:18:15.000 --> 00:18:17.000]  我們要明白
[00:18:17.000 --> 00:18:19.000]  耶穌說的這個
[00:18:19.000 --> 00:18:21.000]  關於祈求的吩咐
[00:18:21.000 --> 00:18:23.000]  一定
[00:18:23.000 --> 00:18:25.000]  不是說
[00:18:25.000 --> 00:18:27.000]  只為細物去祈求
[00:18:27.000 --> 00:18:29.000]  不是
[00:18:29.000 --> 00:18:31.000]  為世上的事物去祈求
[00:18:31.000 --> 00:18:33.000]  更加不會說
[00:18:33.000 --> 00:18:35.000]  為財物名利去祈求
[00:18:35.000 --> 00:18:37.000]  為什麼可以這麼肯定地去說
[00:18:37.000 --> 00:18:39.000]  因為如果你在聖經
[00:18:39.000 --> 00:18:41.000]  你翻開聖經前一章
