
[00:00:00.000 --> 00:00:02.000]  各位電影節目好
[00:01:46.000 --> 00:01:48.000]  特別想留意
[00:01:48.000 --> 00:01:50.000]  是從左至右
[00:01:50.000 --> 00:01:52.000]  我們會看到底下
[00:01:52.000 --> 00:01:54.000]  有一些是當年
[00:01:54.000 --> 00:01:56.000]  希臘王的時代
[00:01:56.000 --> 00:01:58.000]  一世紀的時候
[00:01:58.000 --> 00:02:00.000]  剩下來的石級
[00:02:00.000 --> 00:02:02.000]  一般那些都是模仿上去的
[00:02:02.000 --> 00:02:04.000]  我們下一張
[00:02:04.000 --> 00:02:06.000]  下一張的第一排椅子
[00:02:06.000 --> 00:02:08.000]  就是藍色那些
[00:02:08.000 --> 00:02:12.000]  都是以前遺留下來的
[00:02:12.000 --> 00:02:14.000]  你看到最底下那裡
[00:02:14.000 --> 00:02:16.000]  比較濃鬆的石級
[00:02:16.000 --> 00:02:18.000]  其實是很古舊的
[00:02:18.000 --> 00:02:20.000]  是當時的
[00:02:20.000 --> 00:02:22.000]  而上面那些是模仿的梯級
[00:02:22.000 --> 00:02:24.000]  然後我們會看到
[00:02:24.000 --> 00:02:26.000]  藍色那裡拍過去
[00:02:26.000 --> 00:02:28.000]  是當時的石頭
[00:02:28.000 --> 00:02:32.000]  我們再下一張
[00:02:32.000 --> 00:02:34.000]  這個是比較近攝的
[00:02:34.000 --> 00:02:38.000]  這些石頭就是當年的擺設
[00:02:38.000 --> 00:02:40.000]  他們放在這裡
[00:02:40.000 --> 00:02:42.000]  而上面那些是新加上去的
[00:02:42.000 --> 00:02:44.000]  給大家看一下
[00:02:44.000 --> 00:02:46.000]  我們看的經文其實很有史實的根據
[00:02:46.000 --> 00:02:50.000]  我們先來一個禱告
[00:02:50.000 --> 00:02:52.000]  慈悲的天父
[00:02:52.000 --> 00:02:54.000]  我們感謝你
[00:02:54.000 --> 00:02:56.000]  給我們這一段很寶貴
[00:02:56.000 --> 00:02:58.000]  早期的教會
[00:02:58.000 --> 00:03:00.000]  你所作的旗幟
[00:03:00.000 --> 00:03:02.000]  我們今天可以一起學習
[00:03:02.000 --> 00:03:04.000]  求主你幫助讓我們有信心
[00:03:04.000 --> 00:03:08.000]  去面對我們教會的迫害
[00:03:08.000 --> 00:03:12.000]  要繼續我們有一個信心
[00:03:12.000 --> 00:03:14.000]  我們有一個勇氣
[00:03:14.000 --> 00:03:16.000]  繼續去走
[00:03:16.000 --> 00:03:18.000]  你要我們走的使命
[00:03:18.000 --> 00:03:20.000]  求你保守去祝福
[00:03:20.000 --> 00:03:22.000]  我們這樣祈禱奉主耶穌基督的名
[00:03:22.000 --> 00:03:24.000]  阿們
[00:03:24.000 --> 00:03:28.000]  David Adeny 是一個英國的宣教士
[00:03:28.000 --> 00:03:30.000]  他是亞德里牧師
[00:03:30.000 --> 00:03:32.000]  那時我在美國都會看到他
[00:03:32.000 --> 00:03:34.000]  有時去鼓勵一些年青人
[00:03:34.000 --> 00:03:36.000]  在宣教
[00:03:36.000 --> 00:03:38.000]  投身奉獻的一些聚會出現
[00:03:38.000 --> 00:03:40.000]  David Adeny
[00:03:40.000 --> 00:03:42.000]  是很早期大概四十年代
[00:03:42.000 --> 00:03:44.000]  他去到中國宣教
[00:03:44.000 --> 00:03:46.000]  跟內地會
[00:03:46.000 --> 00:03:48.000]  很多工作
[00:03:48.000 --> 00:03:50.000]  David Adeny
[00:03:50.000 --> 00:03:52.000]  在一本書叫
[00:03:52.000 --> 00:03:54.000]  中國教會長正錄
[00:03:54.000 --> 00:03:56.000]  講到他的經驗
[00:03:56.000 --> 00:03:58.000]  他提出一件事
[00:03:58.000 --> 00:04:00.000]  其實我們基督徒
[00:04:00.000 --> 00:04:02.000]  很多時被人鄙視
[00:04:02.000 --> 00:04:04.000]  因為周圍的人
[00:04:04.000 --> 00:04:06.000]  看我們的價值觀
[00:04:06.000 --> 00:04:08.000]  我們的道德
[00:04:08.000 --> 00:04:10.000]  是不同我們的
[00:04:10.000 --> 00:04:12.000]  我們往往被人排擠
[00:04:12.000 --> 00:04:14.000]  甚至被迫害
[00:04:14.000 --> 00:04:16.000]  早期的教會一定是這樣的情景
[00:04:16.000 --> 00:04:18.000]  他提到
[00:04:18.000 --> 00:04:20.000]  因為這些迫害
[00:04:20.000 --> 00:04:22.000]  或者因地而異
[00:04:22.000 --> 00:04:24.000]  有時不能說是迫害
[00:04:24.000 --> 00:04:26.000]  有些是反抗
[00:04:26.000 --> 00:04:28.000]  或者反對
[00:04:28.000 --> 00:04:30.000]  抗拒
[00:04:30.000 --> 00:04:32.000]  特別在北美這些地方
[00:04:32.000 --> 00:04:34.000]  有言論自由
[00:04:34.000 --> 00:04:36.000]  他們不會很大力去迫
[00:04:36.000 --> 00:04:38.000]  但是
[00:04:38.000 --> 00:04:40.000]  很多價值觀
[00:04:40.000 --> 00:04:42.000]  或者他們很想
[00:04:42.000 --> 00:04:44.000]  用一些
[00:04:44.000 --> 00:04:46.000]  科技
[00:04:46.000 --> 00:04:48.000]  一些資本主義
[00:04:48.000 --> 00:04:50.000]  或者看成為
[00:04:50.000 --> 00:04:52.000]  一個王國
[00:04:52.000 --> 00:04:54.000]  覺得神的國
[00:04:54.000 --> 00:04:56.000]  跟他們有很多距離
[00:04:56.000 --> 00:04:58.000]  而他提到中國
[00:04:58.000 --> 00:05:00.000]  在1949年
[00:05:00.000 --> 00:05:02.000]  剛剛轉了一個
[00:05:02.000 --> 00:05:06.000]  新的政權
[00:05:06.000 --> 00:05:08.000]  提到當時
[00:05:08.000 --> 00:05:10.000]  很多基督徒被視為
[00:05:10.000 --> 00:05:12.000]  一些帝國主義的工具
[00:05:12.000 --> 00:05:14.000]  基督教等等
[00:05:14.000 --> 00:05:16.000]  基督徒
[00:05:16.000 --> 00:05:18.000]  就是那些
[00:05:18.000 --> 00:05:20.000]  被帝國主義
[00:05:20.000 --> 00:05:22.000]  去蒙騙
[00:05:22.000 --> 00:05:24.000]  或者是
[00:05:24.000 --> 00:05:26.000]  守以前舊政制
[00:05:26.000 --> 00:05:28.000]  那些人的心
[00:05:28.000 --> 00:05:30.000]  特別是那些
[00:05:30.000 --> 00:05:32.000]  宣教士
[00:05:32.000 --> 00:05:34.000]  在他們的文獻裏面
[00:05:34.000 --> 00:05:36.000]  都批評
[00:05:36.000 --> 00:05:38.000]  我們所認識的戴德森
[00:05:38.000 --> 00:05:40.000]  戴德森牧師
[00:05:40.000 --> 00:05:42.000]  他很早去那裏工作
[00:05:42.000 --> 00:05:44.000]  我們很敬仰的戴德森
[00:05:44.000 --> 00:05:46.000]  他們怎樣批評呢
[00:05:46.000 --> 00:05:48.000]  戴德森表面上
[00:05:48.000 --> 00:05:50.000]  是一個神的僕人
[00:05:50.000 --> 00:05:52.000]  其實他是帝國主義
[00:05:52.000 --> 00:05:54.000]  的
[00:05:54.000 --> 00:05:56.000]  一些
[00:05:56.000 --> 00:05:58.000]  他想取一些便宜
[00:05:58.000 --> 00:06:00.000]  他取什麼中國的便宜呢
[00:06:00.000 --> 00:06:02.000]  就是希望取中國的煤礦
[00:06:02.000 --> 00:06:04.000]  和金屬礦
[00:06:04.000 --> 00:06:06.000]  我不知道他們怎樣取出來
[00:06:06.000 --> 00:06:08.000]  可能他們都有一些工作
[00:06:08.000 --> 00:06:10.000]  他們會有這些
[00:06:10.000 --> 00:06:12.000]  就說他有一些這樣的牧師
[00:06:12.000 --> 00:06:14.000]  而戴德森
[00:06:14.000 --> 00:06:16.000]  亦都在
[00:06:16.000 --> 00:06:18.000]  1951年撤離了中國
[00:06:18.000 --> 00:06:20.000]  自此他在北美
[00:06:20.000 --> 00:06:22.000]  有很多的校園工作
[00:06:22.000 --> 00:06:24.000]  或者遲些他又可以回去
[00:06:24.000 --> 00:06:26.000]  做一些不同的
[00:06:26.000 --> 00:06:28.000]  中國人的工作 在中國人裏面
[00:06:28.000 --> 00:06:30.000]  很多的造就
[00:06:30.000 --> 00:06:32.000]  我看回我們香港
[00:06:32.000 --> 00:06:34.000]  我們會不會有
[00:06:34.000 --> 00:06:36.000]  很多的迫害
[00:06:36.000 --> 00:06:38.000]  我們似乎不太察覺
[00:06:38.000 --> 00:06:40.000]  但是好像David Adeney
[00:06:40.000 --> 00:06:42.000]  所說
[00:06:42.000 --> 00:06:44.000]  抗拒
[00:06:44.000 --> 00:06:46.000]  或者不同 不認同
[00:06:46.000 --> 00:06:48.000]  特別我們今天多元文化
[00:06:48.000 --> 00:06:50.000]  我們的道德觀
[00:06:50.000 --> 00:06:52.000]  可能我們會
[00:06:52.000 --> 00:06:54.000]  給別人有不同的眼光去對待
[00:06:54.000 --> 00:06:56.000]  尤其當我們跟別人傳福音的時候
[00:06:56.000 --> 00:06:58.000]  有時都會引起
[00:06:58.000 --> 00:07:00.000]  別人的反感
[00:07:00.000 --> 00:07:02.000]  我記得有次我跟一位
[00:07:02.000 --> 00:07:04.000]  朋友傳福音
[00:07:04.000 --> 00:07:06.000]  他直接轉了一張臉
[00:07:06.000 --> 00:07:08.000]  瞪著我
[00:07:08.000 --> 00:07:10.000]  意思是我不需要給你面子
[00:07:10.000 --> 00:07:12.000]  我們會或多或少碰到這些
[00:07:12.000 --> 00:07:14.000]  但是這些都是比較少
[00:07:14.000 --> 00:07:16.000]  其實在我們的
[00:07:16.000 --> 00:07:18.000]  侍奉的路裏面
[00:07:18.000 --> 00:07:20.000]  撒旦都是我們的敵人
[00:07:20.000 --> 00:07:22.000]  我們教會裏面要推薦一些工作
[00:07:22.000 --> 00:07:24.000]  都要
[00:07:24.000 --> 00:07:26.000]  我們要付出我們的力氣
[00:07:26.000 --> 00:07:28.000]  有時或許我們遇到一些艱難的時候
[00:07:28.000 --> 00:07:30.000]  我們很容易
[00:07:30.000 --> 00:07:32.000]  就會被一些
[00:07:32.000 --> 00:07:34.000]  患難或者阻滯
[00:07:34.000 --> 00:07:36.000]  或者一些危難
[00:07:36.000 --> 00:07:38.000]  我們會卻步
[00:07:38.000 --> 00:07:40.000]  所以今天我想和大家
[00:07:40.000 --> 00:07:42.000]  看這本經文
[00:07:42.000 --> 00:07:44.000]  司徒行傳十二章
[00:07:44.000 --> 00:07:46.000]  一至二到二十四節
[00:07:46.000 --> 00:07:48.000]  我們看看早期教會
[00:07:48.000 --> 00:07:50.000]  經歷到很嚴峻的
[00:07:50.000 --> 00:07:52.000]  迫害
[00:07:52.000 --> 00:07:54.000]  但是我們看到一個圖畫
[00:07:54.000 --> 00:07:56.000]  那些基督徒不會停下來
[00:07:56.000 --> 00:07:58.000]  他們反而
[00:07:58.000 --> 00:08:00.000]  這本經文我們會看到
[00:08:00.000 --> 00:08:02.000]  在這個迫害的背後
[00:08:02.000 --> 00:08:04.000]  原來看到
[00:08:04.000 --> 00:08:06.000]  神的作為和掌權
[00:08:06.000 --> 00:08:08.000]  這很重要
[00:08:08.000 --> 00:08:10.000]  以致基督徒我們能夠
[00:08:10.000 --> 00:08:12.000]  有一個勇氣
[00:08:12.000 --> 00:08:14.000]  繼續去
[00:08:14.000 --> 00:08:16.000]  持守神給我們的呼召
[00:08:16.000 --> 00:08:18.000]  我們繼續將
[00:08:18.000 --> 00:08:20.000]  這個福音傳開去
[00:08:20.000 --> 00:08:22.000]  這是很重要
[00:08:22.000 --> 00:08:24.000]  或者我們
[00:08:24.000 --> 00:08:26.000]  看這本經文的時候
[00:08:26.000 --> 00:08:28.000]  我們會看到司徒行傳
[00:08:28.000 --> 00:08:30.000]  一直在說
[00:08:30.000 --> 00:08:32.000]  由一章到我們現在看到
[00:08:32.000 --> 00:08:34.000]  十二章
[00:08:34.000 --> 00:08:36.000]  福音從耶路撒冷
[00:08:36.000 --> 00:08:38.000]  猶太傳遞撒瑪利亞
[00:08:38.000 --> 00:08:40.000]  接著在第一章八節說直到地極
[00:08:40.000 --> 00:08:42.000]  其實直到地極已經開始了
[00:08:42.000 --> 00:08:44.000]  已經去到十三章
[00:08:44.000 --> 00:08:46.000]  正式去到一些異域
[00:08:46.000 --> 00:08:48.000]  但是我們會看到
[00:08:48.000 --> 00:08:50.000]  在第一節到第十二章
[00:08:50.000 --> 00:08:52.000]  是說福音不斷進程
[00:08:52.000 --> 00:08:54.000]  不單只是地域慢慢擴展
[00:08:54.000 --> 00:08:56.000]  我們去到第十一章尾的時候
[00:08:56.000 --> 00:08:58.000]  我們上次看到
[00:08:58.000 --> 00:09:00.000]  去到耶路撒冷
[00:09:00.000 --> 00:09:02.000]  再北邊的敘利亞的安提沃
[00:09:02.000 --> 00:09:04.000]  我們上次說到這個教會
[00:09:04.000 --> 00:09:06.000]  也有些外邦的人
[00:09:06.000 --> 00:09:08.000]  所以無論地域上
[00:09:08.000 --> 00:09:10.000]  有新的擴展
[00:09:10.000 --> 00:09:12.000]  在文化的人的方面
[00:09:12.000 --> 00:09:14.000]  也都有擴展
[00:09:14.000 --> 00:09:16.000]  而這一節這一章
[00:09:16.000 --> 00:09:18.000]  可以說是在
[00:09:18.000 --> 00:09:20.000]  未去直到地極之前的
[00:09:20.000 --> 00:09:22.000]  一個結束
[00:09:22.000 --> 00:09:24.000]  一個小結
[00:09:24.000 --> 00:09:26.000]  說到
[00:09:26.000 --> 00:09:28.000]  我們會看到一個現象
[00:09:28.000 --> 00:09:30.000]  就是去到很大的逼白
[00:09:30.000 --> 00:09:32.000]  然後我們看到
[00:09:32.000 --> 00:09:34.000]  神的福音不會停止
[00:09:34.000 --> 00:09:36.000]  其實這樣的形式
[00:09:36.000 --> 00:09:38.000]  在之前那幾章也是一樣
[00:09:38.000 --> 00:09:40.000]  我們看到五旬節
[00:09:40.000 --> 00:09:42.000]  然後教會很興起
[00:09:42.000 --> 00:09:44.000]  接著被逼白
[00:09:44.000 --> 00:09:46.000]  接著教會又增長
[00:09:46.000 --> 00:09:48.000]  接著又被逼白
[00:09:48.000 --> 00:09:50.000]  然後史提反被殺
[00:09:50.000 --> 00:09:52.000]  等等這些
[00:09:52.000 --> 00:09:54.000]  然後我們會看到
[00:09:54.000 --> 00:09:56.000]  福音的工作
[00:09:56.000 --> 00:09:58.000]  繼續有進展
[00:09:58.000 --> 00:10:00.000]  來到這裡
[00:10:00.000 --> 00:10:02.000]  一個很大的逼白
[00:10:02.000 --> 00:10:04.000]  或者我們來看看
[00:10:04.000 --> 00:10:06.000]  這個非常嚴峻的逼白
[00:10:06.000 --> 00:10:08.000]  因為篇幅比較長
[00:10:08.000 --> 00:10:10.000]  我們就不會先讀
[00:10:10.000 --> 00:10:12.000]  我會和大家一起去看這段經文
[00:10:12.000 --> 00:10:14.000]  首先看第一章
[00:10:14.000 --> 00:10:16.000]  第一章
[00:10:16.000 --> 00:10:18.000]  第十二章第一節
[00:10:18.000 --> 00:10:20.000]  到第五節
[00:10:20.000 --> 00:10:22.000]  我們來看看這個很嚴峻的
[00:10:22.000 --> 00:10:24.000]  一個迫害
[00:10:24.000 --> 00:10:26.000]  我們來看看第一節
[00:10:26.000 --> 00:10:28.000]  約在那時候
[00:10:28.000 --> 00:10:30.000]  希律王下手
[00:10:30.000 --> 00:10:32.000]  輔導教會中的一些人
[00:10:32.000 --> 00:10:34.000]  這裡說到希律王
[00:10:34.000 --> 00:10:36.000]  應該是希律大帝的
[00:10:36.000 --> 00:10:38.000]  孫
[00:10:38.000 --> 00:10:40.000]  阿加柏
[00:10:40.000 --> 00:10:42.000]  希律大帝我們知道
[00:10:42.000 --> 00:10:44.000]  謀害耶穌基督
[00:10:44.000 --> 00:10:46.000]  剛剛出生的時候
[00:10:46.000 --> 00:10:48.000]  要殺英雄
[00:10:48.000 --> 00:10:50.000]  現在到了第三代
[00:10:50.000 --> 00:10:52.000]  這個阿加柏
[00:10:52.000 --> 00:10:54.000]  但是留意這個阿加柏王
[00:10:54.000 --> 00:10:56.000]  和之前那些
[00:10:56.000 --> 00:10:58.000]  勢力更加很大
[00:10:58.000 --> 00:11:00.000]  為什麼這樣說呢
[00:11:00.000 --> 00:11:02.000]  希律大帝沒錯
[00:11:02.000 --> 00:11:04.000]  他是很有才華
[00:11:04.000 --> 00:11:06.000]  很有建築很有才華
[00:11:06.000 --> 00:11:08.000]  但是那些人知道
[00:11:08.000 --> 00:11:10.000]  他是以東人
[00:11:10.000 --> 00:11:12.000]  希律大帝很多時候
[00:11:12.000 --> 00:11:14.000]  說服人說我有一點血統
[00:11:14.000 --> 00:11:16.000]  有一點這樣的
[00:11:16.000 --> 00:11:18.000]  希望賺取猶太人的接納
[00:11:18.000 --> 00:11:20.000]  因為他是管猶太人
[00:11:20.000 --> 00:11:22.000]  他是猶太人的土皇帝
[00:11:22.000 --> 00:11:24.000]  可以這樣說
[00:11:24.000 --> 00:11:26.000]  所以他經常都很想巴結一些
[00:11:26.000 --> 00:11:28.000]  猶太人
[00:11:28.000 --> 00:11:30.000]  得他們的認同
[00:11:30.000 --> 00:11:32.000]  一方面他又要做這個聖殿
[00:11:32.000 --> 00:11:34.000]  做得很漂亮
[00:11:34.000 --> 00:11:36.000]  但是他又做一些偶像的廟
[00:11:36.000 --> 00:11:38.000]  所以猶太人對他
[00:11:38.000 --> 00:11:40.000]  很少接納
[00:11:40.000 --> 00:11:42.000]  到了希律大帝
[00:11:42.000 --> 00:11:44.000]  到了這裡
[00:11:44.000 --> 00:11:46.000]  這個阿加柏就有點不同了
[00:11:46.000 --> 00:11:48.000]  他的背景有點不同
[00:11:48.000 --> 00:11:50.000]  因為他
[00:11:50.000 --> 00:11:52.000]  一方面是以東人
[00:11:52.000 --> 00:11:54.000]  但是他媽媽
[00:11:54.000 --> 00:11:56.000]  是娶了
[00:11:56.000 --> 00:11:58.000]  他的爸爸
[00:11:58.000 --> 00:12:00.000]  是娶了一個猶太人的貴族
[00:12:00.000 --> 00:12:02.000]  這個哈斯摩尼族的女性
[00:12:02.000 --> 00:12:04.000]  所以生他出來
[00:12:04.000 --> 00:12:06.000]  所以他起碼有一半
[00:12:06.000 --> 00:12:08.000]  還兼且
[00:12:08.000 --> 00:12:10.000]  希律王很喜歡
[00:12:10.000 --> 00:12:12.000]  猶太人的律法
[00:12:12.000 --> 00:12:14.000]  很尊重猶太人的律法
[00:12:14.000 --> 00:12:16.000]  根據一些史料的記載
[00:12:16.000 --> 00:12:18.000]  他甚至很熱衷於
[00:12:18.000 --> 00:12:20.000]  實行實踐這些律法
[00:12:20.000 --> 00:12:22.000]  所以在這樣的角度來看
[00:12:22.000 --> 00:12:24.000]  他是很得猶太人的尊重
[00:12:24.000 --> 00:12:26.000]  另外一方面
[00:12:26.000 --> 00:12:28.000]  因為他是羅馬帝國
[00:12:28.000 --> 00:12:30.000]  派來的
[00:12:30.000 --> 00:12:32.000]  他和羅馬帝國的關係搞得非常好
[00:12:32.000 --> 00:12:34.000]  因為他自小在羅馬
[00:12:34.000 --> 00:12:36.000]  是被培育的
[00:12:36.000 --> 00:12:38.000]  他結識了很多羅馬帝國的
[00:12:38.000 --> 00:12:40.000]  宮廷的人
[00:12:40.000 --> 00:12:42.000]  成為他的老友
[00:12:42.000 --> 00:12:44.000]  所以他也因為這樣的關係
[00:12:44.000 --> 00:12:46.000]  他已經被封為
[00:12:46.000 --> 00:12:48.000]  猶太人的王
[00:12:48.000 --> 00:12:50.000]  並且他的地方
[00:12:50.000 --> 00:12:52.000]  是統治的地方
[00:12:52.000 --> 00:12:54.000]  是完全差不多
[00:12:54.000 --> 00:12:56.000]  和希律大帝一模一樣
[00:12:56.000 --> 00:12:58.000]  所以你想想這個人
[00:12:58.000 --> 00:13:00.000]  是這麼多的希律王以來
[00:13:00.000 --> 00:13:02.000]  猶太人也對
[00:13:02.000 --> 00:13:04.000]  羅馬人也看重他
[00:13:04.000 --> 00:13:06.000]  是一個很大的勢力
[00:13:06.000 --> 00:13:08.000]  但這個時候
[00:13:08.000 --> 00:13:10.000]  這位這樣的人物
[00:13:10.000 --> 00:13:12.000]  他因為和猶太人的關係
[00:13:12.000 --> 00:13:14.000]  比較深交
[00:13:14.000 --> 00:13:16.000]  他變得很憎恨
[00:13:16.000 --> 00:13:18.000]  這些基督徒
[00:13:18.000 --> 00:13:20.000]  所以你看到這個迫害
[00:13:20.000 --> 00:13:22.000]  是希律王開始
[00:13:22.000 --> 00:13:24.000]  以前的迫害是一些猶太人的領袖
[00:13:24.000 --> 00:13:26.000]  現在這個迫害
[00:13:26.000 --> 00:13:28.000]  是政治的很強的打壓
[00:13:28.000 --> 00:13:30.000]  所以我們看到
[00:13:30.000 --> 00:13:32.000]  很詳盡的
[00:13:32.000 --> 00:13:34.000]  怎樣畫一個最後的段落
[00:13:34.000 --> 00:13:36.000]  去到一個高峰
[00:13:36.000 --> 00:13:38.000]  就是這個大迫害
[00:13:38.000 --> 00:13:40.000]  在耶路撒冷那一帶
[00:13:40.000 --> 00:13:42.000]  發生的事情
[00:13:42.000 --> 00:13:44.000]  他殺了誰呢?
[00:13:44.000 --> 00:13:46.000]  他用刀殺了約翰的哥哥
[00:13:46.000 --> 00:13:48.000]  雅各
[00:13:48.000 --> 00:13:50.000]  我們知道約翰是一個很重要的領袖
[00:13:50.000 --> 00:13:52.000]  耶穌基督最親愛的門徒
[00:13:52.000 --> 00:13:54.000]  其中之一雅各彼得約翰
[00:13:54.000 --> 00:13:56.000]  就是拿著這個
[00:13:56.000 --> 00:13:58.000]  並且這裡說
[00:13:58.000 --> 00:14:00.000]  用刀去殺
[00:14:00.000 --> 00:14:02.000]  其實就是用刀殺
[00:14:02.000 --> 00:14:04.000]  就是斬頭
[00:14:04.000 --> 00:14:06.000]  先割一刀
[00:14:06.000 --> 00:14:08.000]  然後才割
[00:14:08.000 --> 00:14:10.000]  其實是一個很殘暴的刑罰
[00:14:10.000 --> 00:14:12.000]  我們看到
[00:14:12.000 --> 00:14:14.000]  約翰是第一個
[00:14:14.000 --> 00:14:16.000]  殉教的
[00:14:16.000 --> 00:14:18.000]  是成為一個
[00:14:18.000 --> 00:14:20.000]  第一個
[00:14:20.000 --> 00:14:22.000]  被殺害的使徒
[00:14:22.000 --> 00:14:24.000]  他至死忠心
[00:14:24.000 --> 00:14:26.000]  好像啟示錄所說
[00:14:26.000 --> 00:14:28.000]  史姆蘭教會
[00:14:28.000 --> 00:14:30.000]  至死忠心
[00:14:30.000 --> 00:14:32.000]  他將他的生命
[00:14:32.000 --> 00:14:34.000]  獻給神
[00:14:34.000 --> 00:14:36.000]  奉獻了
[00:14:36.000 --> 00:14:38.000]  最後他被犧牲
[00:14:38.000 --> 00:14:40.000]  早期的教會
[00:14:40.000 --> 00:14:42.000]  也有這樣的例子
[00:14:42.000 --> 00:14:44.000]  願意忠誠於神至死忠心
[00:14:44.000 --> 00:14:46.000]  早期的教會
[00:14:46.000 --> 00:14:48.000]  教父有位叫Polyke
[00:14:48.000 --> 00:14:52.000]  在公元155年左右
[00:14:52.000 --> 00:14:54.000]  當時的歷史記載
[00:14:54.000 --> 00:14:56.000]  一些文獻
[00:14:56.000 --> 00:14:58.000]  現在看
[00:14:58.000 --> 00:15:00.000]  其實是很久的
[00:15:00.000 --> 00:15:02.000]  大概是這樣說
[00:15:02.000 --> 00:15:04.000]  當時的年代
[00:15:04.000 --> 00:15:06.000]  羅馬帝國
[00:15:06.000 --> 00:15:08.000]  開始很嚴峻
[00:15:08.000 --> 00:15:10.000]  對那些基督徒
[00:15:10.000 --> 00:15:12.000]  不讓他們去敬拜
[00:15:12.000 --> 00:15:14.000]  叫他們要敬拜
[00:15:14.000 --> 00:15:16.000]  那些帝王的廟
[00:15:16.000 --> 00:15:18.000]  敬拜帝王
[00:15:18.000 --> 00:15:20.000]  如果你不拜
[00:15:20.000 --> 00:15:22.000]  就要將你處置
[00:15:22.000 --> 00:15:24.000]  要殺
[00:15:24.000 --> 00:15:26.000]  Polyke就是一個
[00:15:26.000 --> 00:15:28.000]  絕對不會敬拜這些帝王
[00:15:28.000 --> 00:15:30.000]  他就被人追捕
[00:15:30.000 --> 00:15:32.000]  他就從自己的家
[00:15:32.000 --> 00:15:34.000]  走到另一個家
[00:15:34.000 --> 00:15:36.000]  另一個地方
[00:15:36.000 --> 00:15:38.000]  另一個地方也被人抓了
[00:15:38.000 --> 00:15:40.000]  於是Polyke就有一個看法
[00:15:40.000 --> 00:15:42.000]  這應該也是神的心意
[00:15:42.000 --> 00:15:44.000]  如果我繼續走下去
[00:15:44.000 --> 00:15:46.000]  也不是一個好的方法
[00:15:46.000 --> 00:15:48.000]  既然他找到我
[00:15:48.000 --> 00:15:50.000]  我當是神的意思
[00:15:50.000 --> 00:15:52.000]  就追捕那些官員
[00:15:52.000 --> 00:15:54.000]  那些官員大概跟他說
[00:15:54.000 --> 00:15:56.000]  看在你年老
[00:15:56.000 --> 00:15:58.000]  給你一個機會
[00:15:58.000 --> 00:16:00.000]  如果你是
[00:16:00.000 --> 00:16:02.000]  遷就了你所信的基督
[00:16:02.000 --> 00:16:04.000]  你就可以離開
[00:16:04.000 --> 00:16:06.000]  那Polyke就
[00:16:06.000 --> 00:16:08.000]  馬上說
[00:16:08.000 --> 00:16:10.000]  我服侍了這位主耶穌
[00:16:10.000 --> 00:16:12.000]  86年
[00:16:12.000 --> 00:16:14.000]  當時很老
[00:16:14.000 --> 00:16:16.000]  這位主從來沒有
[00:16:16.000 --> 00:16:18.000]  惡待過我
[00:16:18.000 --> 00:16:20.000]  我不能就坐
[00:16:20.000 --> 00:16:22.000]  這位拯救我的主宰
[00:16:22.000 --> 00:16:24.000]  那些官員
[00:16:24.000 --> 00:16:26.000]  再說
[00:16:26.000 --> 00:16:28.000]  你再考慮一下
