
[00:00:00.000 --> 00:00:07.400]  我們會繼續在成都委內領袖
[00:03:33.600 --> 00:03:36.280]  我們來到的查經的內容
[00:03:36.280 --> 00:03:39.720]  再往來更正為一個開始
[00:03:39.720 --> 00:03:41.960]  我想和大家去中國
[00:03:41.960 --> 00:03:47.200]  去總結歷史經歷來講
[00:03:47.200 --> 00:03:49.560]  去更正未來的人士
[00:03:49.560 --> 00:03:51.640]  去讀全讀書的時候
[00:03:51.640 --> 00:03:53.360]  可以明白多一點
[00:03:53.360 --> 00:03:55.720]  或者是其他人在家裏
[00:03:55.720 --> 00:04:00.040]  都可以有機會多一點去看全讀書
[00:04:00.040 --> 00:04:02.440]  全讀書其實在全讀書
[00:04:02.440 --> 00:04:05.880]  是一個很重要的
[00:04:05.880 --> 00:04:09.560]  去同體成為的分享或者推介
[00:04:09.560 --> 00:04:11.840]  到了最後這段經文的時候
[00:04:11.840 --> 00:04:18.400]  就是全讀者再次強調
[00:04:18.400 --> 00:04:23.040]  希望讀的人可以更多的來看
[00:04:23.040 --> 00:04:26.960]  所以說這是一個智慧
[00:04:26.960 --> 00:04:29.880]  以致全讀者領受了
[00:04:29.880 --> 00:04:32.320]  從神而來給他這些說話
[00:04:32.320 --> 00:04:34.480]  因為全讀者在自己人生
[00:04:34.480 --> 00:04:36.880]  一些智慧經驗的累積的時候
[00:04:36.880 --> 00:04:39.880]  這些說話組織成之後
[00:04:39.880 --> 00:04:46.400]  成為對人有幫助的有耶穌的說話
[00:04:46.400 --> 00:04:48.520]  而這個經文裏面
[00:04:48.520 --> 00:04:50.560]  我曾經讀過一個比較特別的
[00:04:50.560 --> 00:04:52.760]  叫做《諸書多門》的童真
[00:04:52.760 --> 00:04:55.720]  讀書多身體疲倦
[00:04:55.720 --> 00:04:57.000]  話題在當中
[00:04:57.000 --> 00:04:59.640]  很多人當然會喜歡讀書
[00:04:59.640 --> 00:05:01.640]  看很多不同的書
[00:05:01.640 --> 00:05:03.160]  但是當我們外生的時候
[00:05:03.160 --> 00:05:05.800]  有時候會覺得這次機會挺好的
[00:05:05.800 --> 00:05:07.640]  當我們讀書多身體疲倦
[00:05:07.640 --> 00:05:10.640]  就是為了提醒我們讀那麼多書
[00:05:10.640 --> 00:05:12.640]  但是這個最重要的關鍵是
[00:05:12.640 --> 00:05:16.200]  人們經常傳書給我們讀書多身體疲倦
[00:05:16.200 --> 00:05:18.440]  是因為人的追求
[00:05:18.440 --> 00:05:20.680]  其實我們真的要很認真地讀書
[00:05:20.680 --> 00:05:23.040]  更加很認真地要讀神教話
[00:05:23.040 --> 00:05:26.480]  但這個題材其實我們最後肯定會贏
[00:05:26.480 --> 00:05:28.320]  而當我們的讀書
[00:05:28.320 --> 00:05:30.360]  我們的述書
[00:05:30.360 --> 00:05:32.200]  只是追求更多一些
[00:05:32.200 --> 00:05:35.560]  個人的指揮的目的
[00:05:35.560 --> 00:05:38.640]  或者為了一些好像沒那麼窮盡的人
[00:05:38.640 --> 00:05:39.640]  去追讀
[00:05:39.640 --> 00:05:43.800]  其實可能對我們來說不是一個好的事情
[00:05:43.800 --> 00:05:45.320]  不過可能現在見到的人
[00:05:45.320 --> 00:05:46.960]  可能對這個身體改善了一點
[00:05:46.960 --> 00:05:50.040]  叫做想望多和有窮盡
[00:05:50.040 --> 00:05:51.240]  追讀不多
[00:05:51.240 --> 00:05:52.160]  帶貨多
[00:05:52.160 --> 00:05:53.160]  做過路多
[00:05:53.160 --> 00:05:55.160]  身體又會疲倦
[00:05:55.160 --> 00:05:56.080]  其實是為了一次
[00:05:56.080 --> 00:05:58.600]  因為精神的受益的資源
[00:05:58.600 --> 00:06:00.520]  這樣帶出你的力量
[00:06:00.520 --> 00:06:02.360]  去追求這些東西
[00:06:02.360 --> 00:06:04.880]  所以傳到這個推介話題之內
[00:06:04.880 --> 00:06:06.160]  其實最重要是
[00:06:06.160 --> 00:06:07.440]  所傳導書的意義
[00:06:07.440 --> 00:06:10.480]  是為人生經驗的傳承
[00:06:10.480 --> 00:06:13.040]  裡面是一些正確合適
[00:06:13.040 --> 00:06:15.280]  審慎的東西
[00:06:15.280 --> 00:06:17.240]  我們譬如說審慎
[00:06:17.240 --> 00:06:19.840]  因為現在當我們在傳導書的時候
[00:06:19.840 --> 00:06:22.400]  可能有一些的描述
[00:06:22.400 --> 00:06:25.240]  可能都不能夠
[00:06:25.240 --> 00:06:27.040]  起得很快
[00:06:27.040 --> 00:06:27.920]  你讀到的時候
[00:06:27.920 --> 00:06:31.200]  這個東西都不容易明白是什麼意思
[00:06:31.200 --> 00:06:32.160]  但是正確的話
[00:06:32.160 --> 00:06:36.000]  這個正是傳導者用那種文學手法
[00:06:36.000 --> 00:06:39.040]  幫助我們讀到的時候更加地審查
[00:06:39.040 --> 00:06:40.440]  而這些應該都是
[00:06:40.440 --> 00:06:41.680]  通常我們讀到的東西
[00:06:41.680 --> 00:06:43.360]  是由一位牧者所始
[00:06:43.360 --> 00:06:44.760]  而這位牧者正正就是
[00:06:44.760 --> 00:06:48.000]  這位創造與作賣的基層
[00:06:48.000 --> 00:06:49.480]  是我們的創造主
[00:06:49.480 --> 00:06:51.520]  是賜給我們
[00:06:51.520 --> 00:06:53.320]  但是神的賜予裡面
[00:06:53.320 --> 00:06:54.480]  包含了很多的東西
[00:06:54.480 --> 00:06:55.320]  神的賜予
[00:06:55.320 --> 00:06:57.720]  配合傳導者所帶出來的
[00:06:57.720 --> 00:06:59.960]  神將會最寶貴的說話
[00:06:59.960 --> 00:07:01.120]  賜給我們
[00:07:01.120 --> 00:07:02.400]  所以今天講到這裡
[00:07:02.400 --> 00:07:03.920]  因為我們在今天時代的記憶中
[00:07:03.920 --> 00:07:06.560]  我們等待神這份賜予
[00:07:06.560 --> 00:07:09.520]  就是將祂的聖言賜給我們
[00:07:09.520 --> 00:07:10.560]  總而言之
[00:07:10.560 --> 00:07:12.480]  我們能夠好好地掌握
[00:07:12.480 --> 00:07:14.280]  好好地去珍惜
[00:07:14.280 --> 00:07:16.040]  我們追求什麼
[00:07:16.040 --> 00:07:18.440]  我們會不會將我們
[00:07:18.440 --> 00:07:21.200]  神的賜予更多的時間精力
[00:07:21.200 --> 00:07:24.200]  放在神的說話當中
[00:07:24.200 --> 00:07:26.320]  傳導書其中一個重要的地方是
[00:07:26.320 --> 00:07:27.400]  我們對這位神
[00:07:27.400 --> 00:07:29.720]  並是創造萬物
[00:07:29.720 --> 00:07:31.520]  而之前神所做的一切
[00:07:31.520 --> 00:07:33.560]  我們人能夠去改變
[00:07:33.560 --> 00:07:34.720]  不可以增加
[00:07:34.720 --> 00:07:36.440]  也不可以減少
[00:07:36.440 --> 00:07:38.040]  而今天做法最重要是
[00:07:38.040 --> 00:07:39.840]  要人能夠對神
[00:07:39.840 --> 00:07:42.280]  存在一份更多敬異的心
[00:07:42.280 --> 00:07:43.720]  所以傳導書最重要的地方
[00:07:43.720 --> 00:07:44.760]  只是一個
[00:07:44.760 --> 00:07:45.880]  提醒我們
[00:07:45.880 --> 00:07:48.680]  其實不是大家說年紀輕的人
[00:07:48.680 --> 00:07:49.520]  沒有人
[00:07:49.520 --> 00:07:51.240]  只是我們每一個年紀的人
[00:07:51.240 --> 00:07:54.120]  我們都應該趁著我們仍然有日子
[00:07:54.120 --> 00:07:55.640]  我們去追求
[00:07:55.640 --> 00:07:57.040]  我們要紀念
[00:07:57.040 --> 00:07:59.280]  這位創造我們的神
[00:07:59.280 --> 00:08:00.640]  所以昨天傳導者
[00:08:00.640 --> 00:08:02.480]  對傳導書的推介
[00:08:02.480 --> 00:08:03.840]  其實傳導書的總結
[00:08:03.840 --> 00:08:08.320]  就是二章十三到十四節
[00:08:08.320 --> 00:08:09.640]  當中我們看到
[00:08:09.640 --> 00:08:11.520]  我們要敬畏神
[00:08:11.520 --> 00:08:13.360]  要守禮仁
[00:08:13.360 --> 00:08:18.240]  這個是人所當盡的本神
[00:08:18.240 --> 00:08:19.080]  我想在這裡
[00:08:19.080 --> 00:08:20.920]  大家幫我一下
[00:08:20.920 --> 00:08:23.640]  大家明明都在做本法的學問
[00:08:23.640 --> 00:08:25.520]  我們很多人都沒問過
[00:08:25.520 --> 00:08:29.840]  可能碰到一些小學生都不明白
[00:08:29.840 --> 00:08:32.720]  昨晚我們回到班前
[00:08:32.720 --> 00:08:35.360]  可能有機會聽到一些新聞
[00:08:35.360 --> 00:08:38.440]  找到一些同學接受訪問
[00:08:38.440 --> 00:08:40.000]  他們心中太貴
[00:08:40.000 --> 00:08:44.600]  我們四幾個都很努力讀書
[00:08:44.600 --> 00:08:46.920]  他們身體沒有疲倦
[00:08:46.920 --> 00:08:49.040]  可能讀完書之後
[00:08:49.040 --> 00:08:52.080]  見到快樂號的學校接受訪問
[00:08:52.080 --> 00:08:53.840]  他們接受訪問的焦點
[00:08:53.840 --> 00:08:55.800]  就變成接受訪問的學生
[00:08:55.800 --> 00:08:58.080]  甚至有同學的母子
[00:08:58.080 --> 00:09:00.320]  一個個性表現很奇怪
[00:09:00.320 --> 00:09:01.800]  接受訪問的學生
[00:09:01.800 --> 00:09:04.880]  也挺回應記者的提問
[00:09:04.880 --> 00:09:06.320]  也挺有意思
[00:09:06.320 --> 00:09:07.960]  所以會有印象
[00:09:07.960 --> 00:09:09.320]  接受訪問的學生
[00:09:09.320 --> 00:09:11.280]  他們說他們知道
[00:09:11.280 --> 00:09:13.480]  他們讀書的生活
[00:09:13.480 --> 00:09:16.040]  或者是對工學之後
[00:09:16.040 --> 00:09:17.400]  就要去補習班
[00:09:17.400 --> 00:09:20.800]  補習班連四天六四五天都要去
[00:09:20.800 --> 00:09:24.960]  補習班連四天六四五天都要去
[00:09:24.960 --> 00:09:26.960]  然後記者就問
[00:09:26.960 --> 00:09:30.480]  陳真 讀書真辛苦
[00:09:30.480 --> 00:09:32.800]  陳真說這也不算辛苦
[00:09:32.800 --> 00:09:37.800]  陳真說讀書是我的本分
[00:09:37.800 --> 00:09:39.040]  讀書是我的本分
[00:09:39.040 --> 00:09:40.480]  陳真說讀書真辛苦
[00:09:40.480 --> 00:09:42.520]  陳真說讀書真辛苦
[00:09:42.520 --> 00:09:44.000]  其實我覺得這位學生
[00:09:44.000 --> 00:09:45.320]  真的挺明白
[00:09:45.320 --> 00:09:47.320]  他作為學生
[00:09:47.320 --> 00:09:49.840]  讀書就是他的本分
[00:09:49.840 --> 00:09:52.240]  而陳真卻說
[00:09:52.240 --> 00:09:55.360]  這位人應該盡他本分
[00:09:55.360 --> 00:09:58.320]  當然是另一個發明意識的人
[00:09:58.320 --> 00:10:00.320]  我們每一個被做的人
[00:10:00.320 --> 00:10:02.840]  是為此而被做的
[00:10:02.840 --> 00:10:04.960]  當然我們在所做的
[00:10:04.960 --> 00:10:06.600]  我們在所做的
[00:10:06.600 --> 00:10:08.680]  我們應該所做的
[00:10:08.680 --> 00:10:10.600]  我們本分應該是
[00:10:10.600 --> 00:10:13.120]  敬畏這位創造主人
[00:10:13.120 --> 00:10:14.720]  謹守他的解釋
[00:10:14.720 --> 00:10:17.040]  這就是我們當前的本分
[00:10:17.040 --> 00:10:18.480]  連這些學生
[00:10:18.480 --> 00:10:21.880]  都可以認識他自己的本分
[00:10:21.880 --> 00:10:23.840]  所以陳真會作為
[00:10:23.840 --> 00:10:26.160]  自從他兒女成長創造的人
[00:10:26.160 --> 00:10:30.280]  到底有沒有奮不上這個本分呢
[00:10:30.280 --> 00:10:32.480]  讀書其實有很多
[00:10:32.480 --> 00:10:33.840]  很好的重點
[00:10:33.840 --> 00:10:35.720]  我想跟大家介紹
[00:10:35.720 --> 00:10:38.080]  黨中的一個很重要的重點
[00:10:38.080 --> 00:10:40.040]  當然大家一路去查
[00:10:40.040 --> 00:10:42.560]  我相信你會有更多的發現
[00:10:42.560 --> 00:10:43.880]  讀書的重點是
[00:10:43.880 --> 00:10:45.200]  流血孔
[00:10:45.200 --> 00:10:46.440]  勞碌
[00:10:46.440 --> 00:10:47.680]  暴風
[00:10:47.680 --> 00:10:49.040]  第一個緊迫
[00:10:49.040 --> 00:10:51.320]  現在已經有很多體會了
[00:10:51.320 --> 00:10:52.600]  在當下
[00:10:52.600 --> 00:10:53.360]  有時
[00:10:53.360 --> 00:10:55.360]  在當下特別對很多的身體
[00:10:55.360 --> 00:10:57.160]  有時死有時活
[00:10:57.160 --> 00:11:00.320]  有時候甚至給我們找到的福
[00:11:00.320 --> 00:11:03.040]  而這些福是我們可以享受的
[00:11:03.040 --> 00:11:03.840]  而這些福
[00:11:03.840 --> 00:11:05.880]  甚至是我們會說的勞碌
[00:11:05.880 --> 00:11:09.360]  都是甚至給我們不同的份
[00:11:09.360 --> 00:11:11.440]  都是我們自己的份
[00:11:11.440 --> 00:11:14.320]  而每個人的份是不同的
[00:11:14.320 --> 00:11:18.480]  所以我們不需要去做任何的比較
[00:11:18.480 --> 00:11:22.560]  這些都是來自創造主賜給我們的
[00:11:22.560 --> 00:11:24.120]  如果說最後一節經文的話
[00:11:24.120 --> 00:11:25.000]  那一節神
[00:11:25.000 --> 00:11:28.240]  無論我們為算命或神都要審問
[00:11:28.240 --> 00:11:29.840]  在神賜給我們
[00:11:29.840 --> 00:11:31.920]  神也要去審問我們
[00:11:31.920 --> 00:11:33.200]  這個審問的意識
[00:11:33.200 --> 00:11:34.080]  淪陷在當下
[00:11:34.080 --> 00:11:36.160]  包含了所謂的審判
[00:11:36.160 --> 00:11:37.000]  其實我們知道
[00:11:37.000 --> 00:11:40.000]  一般來自神的掌管
[00:11:40.000 --> 00:11:44.320]  甚至管治之下我們所得到的
[00:11:44.320 --> 00:11:45.800]  我們所領受的
[00:11:45.800 --> 00:11:48.400]  都有神科的管治
[00:11:48.400 --> 00:11:49.440]  所以神
[00:11:49.440 --> 00:11:52.000]  就像我剛才說的智慧
[00:11:52.000 --> 00:11:52.840]  這個智慧就是
[00:11:52.840 --> 00:11:55.120]  包含了一份神經研究的分析
[00:11:55.120 --> 00:11:58.240]  而是神給我們的說話
[00:11:58.240 --> 00:12:00.480]  神的誠意
[00:12:00.480 --> 00:12:02.640]  然後就是要我們能夠成為一個
[00:12:02.640 --> 00:12:04.160]  敬畏神的人
[00:12:04.160 --> 00:12:06.560]  尤其是在我們日本鄉紳
[00:12:06.560 --> 00:12:10.040]  有個傳人的衛生
[00:12:10.040 --> 00:12:12.040]  這個是敬畏神
[00:12:12.040 --> 00:12:14.640]  是祖義的統結
[00:12:14.640 --> 00:12:16.040]  所以我想跟大家看看
[00:12:16.040 --> 00:12:17.760]  神的書裡面有幾對
[00:12:17.760 --> 00:12:20.000]  不講到敬畏的敬畏
[00:12:20.000 --> 00:12:22.600]  所以在茶杯內
[00:12:22.600 --> 00:12:23.680]  在茶杯裏面
[00:12:23.680 --> 00:12:25.760]  就會更多的人來認識
[00:12:25.760 --> 00:12:26.600]  第一
[00:12:26.600 --> 00:12:28.120]  每個人都要在神面前
[00:12:28.120 --> 00:12:30.000]  存在敬畏的心
[00:12:30.000 --> 00:12:33.040]  我們很多虛幻虛空的東西
[00:12:33.040 --> 00:12:35.240]  最重要是要敬畏神
[00:12:35.240 --> 00:12:37.280]  不要多管閒言
[00:12:37.280 --> 00:12:40.760]  我們要成為一個敬畏神的人
[00:12:40.760 --> 00:12:42.800]  總之我們要成為敬畏的敬畏的人
[00:12:42.800 --> 00:12:44.280]  在你每個人好
[00:12:44.280 --> 00:12:46.400]  心裏面不公平
[00:12:46.400 --> 00:12:47.880]  我們敬畏的敬畏的人
[00:12:47.880 --> 00:12:51.120]  會好像能夠享受很多東西
[00:12:51.120 --> 00:12:52.320]  我們在這裡提醒我們
[00:12:52.320 --> 00:12:53.320]  我們敬畏神的人
[00:12:53.320 --> 00:12:55.600]  我們主要為了利益
[00:12:55.600 --> 00:12:57.920]  在表面能夠在個人的利益裏面
[00:12:57.920 --> 00:12:59.880]  去得平得和
[00:12:59.880 --> 00:13:04.240]  其實真正能夠得著永恆的福祉
[00:13:04.240 --> 00:13:07.200]  是我們每一個願意
[00:13:07.200 --> 00:13:09.680]  盡上本分敬畏神的人
[00:13:09.680 --> 00:13:11.400]  最後再次提醒
[00:13:11.400 --> 00:13:13.920]  主義就是敬畏神
[00:13:13.920 --> 00:13:16.000]  敬畏神是我們每一個
[00:13:16.000 --> 00:13:17.960]  作為神的言語
[00:13:17.960 --> 00:13:19.880]  我們受不住的人
[00:13:19.880 --> 00:13:21.840]  我們都要做的
[00:13:21.840 --> 00:13:24.640]  所以這是令到傳道書裏面
[00:13:24.640 --> 00:13:27.320]  給我們一道重要的結論
[00:13:27.320 --> 00:13:29.520]  我希望這裏能夠幫助我們
[00:13:29.520 --> 00:13:32.400]  在基礎去查核傳道書的時候
[00:13:32.400 --> 00:13:35.440]  能夠更好更多的明白
[00:13:35.440 --> 00:13:37.640]  我想回到給大家看的重點
[00:13:37.640 --> 00:13:39.360]  這個重點就是
[00:13:39.360 --> 00:13:41.400]  傳道者一開始講的時候
[00:13:41.400 --> 00:13:43.000]  有很多人會覺得傳道書
[00:13:43.000 --> 00:13:46.040]  第一章已經是整個傳道書的總結
[00:13:46.040 --> 00:13:47.680]  是講到虛空
[00:13:47.680 --> 00:13:49.440]  傳道書的十二章八章
[00:13:49.440 --> 00:13:50.320]  我們剛才讀過
[00:13:50.320 --> 00:13:51.280]  虛空的虛空
[00:13:51.280 --> 00:13:52.840]  虛空的虛空
[00:13:52.840 --> 00:13:53.840]  八章都是虛空
[00:13:53.840 --> 00:13:55.920]  但是第一章二章的時候
[00:13:55.920 --> 00:13:57.800]  更加要用一個
[00:13:57.800 --> 00:13:58.520]  我們覺得
[00:13:58.520 --> 00:14:02.000]  出現一些不來文的寫作手法
[00:14:02.000 --> 00:14:04.880]  他會寫得很誇張
[00:14:04.880 --> 00:14:06.720]  甚至在偽造業的人所說
[00:14:06.720 --> 00:14:08.360]  他會寫得很進的
[00:14:08.360 --> 00:14:10.000]  所以在這裡講到的一章
[00:14:10.000 --> 00:14:11.720]  就是開四十二章的時候
[00:14:11.720 --> 00:14:12.640]  虛空的虛空
[00:14:12.640 --> 00:14:13.320]  虛空的虛空
[00:14:13.320 --> 00:14:14.640]  八章都是虛空
[00:14:14.640 --> 00:14:15.840]  一人講到的
[00:14:15.840 --> 00:14:18.320]  一個人的重要歷史要講多少次
[00:14:18.320 --> 00:14:19.400]  三次
[00:14:19.400 --> 00:14:20.480]  但是傳道的說明
[00:14:20.480 --> 00:14:21.480]  至少虛空
[00:14:21.480 --> 00:14:22.480]  至少第一章
[00:14:22.480 --> 00:14:24.640]  已經展現了五次
[00:14:24.640 --> 00:14:26.800]  其實最重要就是要提醒我們
[00:14:26.800 --> 00:14:29.440]  這個是個虛空的世界
[00:14:29.440 --> 00:14:30.440]  而至於我們每一個人
[00:14:30.440 --> 00:14:33.560]  可能每一個人是一個虛空的人生
[00:14:33.560 --> 00:14:36.680]  為什麼會有虛空呢
[00:14:36.680 --> 00:14:39.800]  我知道大家查完第一章以後
[00:14:39.800 --> 00:14:42.640]  大家已經在研究什麼是虛空
[00:14:42.640 --> 00:14:45.480]  為什麼會有虛空呢
[00:14:45.480 --> 00:14:47.840]  是神創造的
[00:14:47.840 --> 00:14:49.880]  大家查完第一章
[00:14:49.880 --> 00:14:51.920]  就是你研究虛空的結論
[00:14:51.920 --> 00:14:55.280]  神創造的虛空
[00:14:55.280 --> 00:14:58.440]  所以說大家
[00:14:58.440 --> 00:15:01.400]  也有很多靈體在裡面
[00:15:01.400 --> 00:15:02.680]  三章十一節
[00:15:02.680 --> 00:15:04.680]  又是講到神造萬物
[00:15:04.680 --> 00:15:05.880]  萬物對面
[00:15:05.880 --> 00:15:08.440]  虛空包不包含萬物
[00:15:08.440 --> 00:15:10.760]  如果虛空都包含在裡面
[00:15:10.760 --> 00:15:12.000]  就是神造萬物
[00:15:12.000 --> 00:15:14.040]  就是包含萬物的虛空
[00:15:14.040 --> 00:15:15.080]  第一次我們看到
[00:15:15.080 --> 00:15:17.080]  是不是真的虛空
[00:15:17.080 --> 00:15:19.720]  不屬於神的創造的部分呢
[00:15:19.720 --> 00:15:21.520]  因為在我們所認識的
[00:15:21.520 --> 00:15:24.640]  創世紀、神的創造裡面
[00:15:24.640 --> 00:15:27.240]  在這個三章的時候說
[00:15:27.240 --> 00:15:29.960]  國安之時成為美好
[00:15:29.960 --> 00:15:32.920]  所以創世紀、神的創造裡面的一章
[00:15:32.920 --> 00:15:35.360]  差不多形容了出來
[00:15:35.360 --> 00:15:36.760]  神創造以後
[00:15:36.760 --> 00:15:38.240]  有造成的萬物
[00:15:38.240 --> 00:15:40.480]  形容神創造
[00:15:40.480 --> 00:15:42.120]  都是好
[00:15:42.120 --> 00:15:43.800]  神創造是好的
[00:15:43.800 --> 00:15:46.280]  但是對我們大部分人來說
[00:15:46.280 --> 00:15:48.280]  只不過是一些不好的東西
[00:15:48.280 --> 00:15:49.560]  因為不好的東西
[00:15:49.560 --> 00:15:52.240]  是由神創造出來的
[00:15:52.240 --> 00:15:52.840]  我想問大家
[00:15:52.840 --> 00:15:53.880]  如果有一段經文
[00:15:53.880 --> 00:15:55.040]  要查書的水準
[00:15:55.040 --> 00:15:58.640]  在我們舊年在重拜港島的時候
[00:15:58.640 --> 00:15:59.920]  有講過
[00:15:59.920 --> 00:16:01.680]  不過現在要重溫
[00:16:01.680 --> 00:16:02.800]  我覺得這段經文
[00:16:02.800 --> 00:16:05.760]  對我們對認識神的創造
[00:16:05.760 --> 00:16:07.080]  可以是更豐富
[00:16:07.080 --> 00:16:08.800]  可以是更加正確
[00:16:08.800 --> 00:16:09.760]  我這段經文
[00:16:09.760 --> 00:16:11.480]  是一起來讀完這篇經文
[00:16:11.480 --> 00:16:13.280]  二十四、四十五章
[00:16:13.280 --> 00:16:16.080]  七道八節後的第二章
[00:16:16.080 --> 00:16:17.280]  我造國安
[00:16:17.280 --> 00:16:18.680]  又造民
[00:16:18.680 --> 00:16:20.040]  我施平安
[00:16:20.040 --> 00:16:21.920]  留港災禍
[00:16:21.920 --> 00:16:23.680]  造作這一切的
[00:16:23.680 --> 00:16:25.640]  是我爺和華
[00:16:25.640 --> 00:16:26.720]  諸天堂
[00:16:26.720 --> 00:16:28.280]  自相宜的
[00:16:28.280 --> 00:16:30.920]  同創降限共宜
[00:16:30.920 --> 00:16:32.520]  避免開業
[00:16:32.520 --> 00:16:34.360]  產生舊因
[00:16:34.360 --> 00:16:37.120]  只共宜一同發生
[00:16:37.120 --> 00:16:41.960]  這都是我爺和華所造的
[00:16:41.960 --> 00:16:43.400]  我造國安又造民
[00:16:43.400 --> 00:16:45.440]  我施平安又創災禍
