
[00:00:00.000 --> 00:00:02.000]  (主席)各位大眾師傅,平安!
[00:01:56.000 --> 00:02:00.000]  去年社會上發生了很多不愉快的事
[00:02:00.000 --> 00:02:03.000]  但當我看到這些熊貓片的時候
[00:02:03.000 --> 00:02:08.000]  不知為何心裡不開心就不太記得了
[00:02:08.000 --> 00:02:11.000]  因為可能看到神很愛他們
[00:02:11.000 --> 00:02:13.000]  無論周圍發生甚麼事
[00:02:13.000 --> 00:02:18.000]  甚至在武漢肺炎的疫症裡
[00:02:18.000 --> 00:02:21.000]  神都不會改變對我們的愛
[00:02:21.000 --> 00:02:23.000]  所以當我們看到神的作為的時候
[00:02:23.000 --> 00:02:28.000]  就會對我們周圍的事有種新的看法
[00:02:28.000 --> 00:02:36.000]  今天正道的經文是詩篇十九篇
[00:02:36.000 --> 00:02:41.000]  這個詩篇被世上最有名的神學家C.S. Lewis稱為
[00:02:41.000 --> 00:02:44.000]  在詩篇中最偉大的詩篇
[00:02:44.000 --> 00:02:47.000]  是世上最優美的樂章
[00:02:47.000 --> 00:02:53.000]  這個詩篇在禮堂外面的茶水間也會看到
[00:02:53.000 --> 00:03:00.000]  詩中提到先人大衛對神的啟示所發出的讚嘆
[00:03:00.000 --> 00:03:03.000]  神對我們的啟示基本上有兩方面
[00:03:03.000 --> 00:03:06.000]  一個是自然的啟示,一個是Nature
[00:03:06.000 --> 00:03:09.000]  就是神在我們周圍的創造
[00:03:09.000 --> 00:03:13.000]  宇宙萬物就好像一本打開來的書
[00:03:13.000 --> 00:03:17.000]  告訴我們神的真實和偉大
[00:03:17.000 --> 00:03:19.000]  我在做傳導人之前
[00:03:19.000 --> 00:03:22.000]  做了很多年自然科學研究
[00:03:22.000 --> 00:03:24.000]  每次看到一個新的發現
[00:03:24.000 --> 00:03:29.000]  都使我自己對神再次發出讚嘆
[00:03:29.000 --> 00:03:33.000]  他做的事情真是很奇妙
[00:03:33.000 --> 00:03:36.000]  另一個啟示就是超自然的
[00:03:36.000 --> 00:03:39.000]  是神透過聖經對我們說的話
[00:03:39.000 --> 00:03:41.000]  這就是Scripture
[00:03:41.000 --> 00:03:43.000]  求神幫助我們透過詩篇
[00:03:43.000 --> 00:03:46.000]  能夠多看好祂的作為
[00:03:46.000 --> 00:03:49.000]  更新我們對周圍事物的看法
[00:03:49.000 --> 00:03:52.000]  我們一起禱告
[00:03:52.000 --> 00:04:20.000]  主耶穌基督保貴的名字,阿門。
[00:04:22.000 --> 00:04:24.000]  我們分為三部分
[00:04:24.000 --> 00:04:27.000]  都是還原著神的榮耀這個主題
[00:04:27.000 --> 00:04:28.000]  為什麼呢?
[00:04:28.000 --> 00:04:31.000]  因為如果我們看到神的榮耀
[00:04:31.000 --> 00:04:35.000]  就會多看我們的神,少看自己
[00:04:35.000 --> 00:04:38.000]  多從神的觀點看這個世界
[00:04:38.000 --> 00:04:41.000]  在第一到第六節是說到神創造的榮耀
[00:04:41.000 --> 00:04:44.000]  七至十節,神律法的榮耀
[00:04:44.000 --> 00:04:48.000]  十一到十四節,神救贖的榮耀
[00:04:48.000 --> 00:04:51.000]  第一到第六節是說到神創造的榮耀
[00:04:51.000 --> 00:04:53.000]  我們一起讀,好嗎?
[00:05:21.000 --> 00:05:23.000]  詩篇這本書的名字
[00:05:23.000 --> 00:05:27.000]  希伯來的原文意思是讚美
[00:05:27.000 --> 00:05:29.000]  裡面的每一篇
[00:05:29.000 --> 00:05:33.000]  是以詩歌向神傾心吐意地
[00:05:33.000 --> 00:05:36.000]  表達自己的情感
[00:05:36.000 --> 00:05:39.000]  所以,如果要明白
[00:05:39.000 --> 00:05:41.000]  詩篇當中的意思
[00:05:41.000 --> 00:05:43.000]  這本書的意思是
[00:05:43.000 --> 00:05:45.000]  向神傾心吐意地
[00:05:45.000 --> 00:05:47.000]  表達自己的情感
[00:05:47.000 --> 00:05:51.000]  所以,如果要明白詩篇當中的意思
[00:05:51.000 --> 00:05:55.000]  就不能夠完全以字義去解釋
[00:05:55.000 --> 00:06:00.000]  只能夠從詩歌的主題和意境去了解
[00:06:00.000 --> 00:06:03.000]  這首詩的主題在第一節
[00:06:03.000 --> 00:06:06.000]  諸天述說神的榮耀
[00:06:06.000 --> 00:06:10.000]  諸天和穹蒼是指天空中的一切
[00:06:10.000 --> 00:06:14.000]  包括太陽、月亮、星辰
[00:06:14.000 --> 00:06:17.000]  這一切都對我們述說神的榮耀
[00:06:17.000 --> 00:06:19.000]  是什麼時候述說呢?
[00:06:19.000 --> 00:06:21.000]  在第二節
[00:06:21.000 --> 00:06:23.000]  這日到那日發出言語
[00:06:23.000 --> 00:06:25.000]  這夜到那夜傳出知識
[00:06:25.000 --> 00:06:27.000]  就是日以繼夜
[00:06:27.000 --> 00:06:29.000]  不停地對我們說
[00:06:29.000 --> 00:06:30.000]  怎麼說出來呢?
[00:06:30.000 --> 00:06:31.000]  第三節
[00:06:31.000 --> 00:06:34.000]  無言無語也無聲音可聽
[00:06:34.000 --> 00:06:36.000]  這種言語不用聲音
[00:06:36.000 --> 00:06:39.000]  也可以使我們知道
[00:06:39.000 --> 00:06:42.000]  這種言語傳到哪裡呢?
[00:06:42.000 --> 00:06:43.000]  第四節
[00:06:43.000 --> 00:06:45.000]  他們的聲浪傳遍天下
[00:06:45.000 --> 00:06:48.000]  他們的言語傳到地極
[00:06:48.000 --> 00:06:51.000]  這個就是傳到天上地下所有的地方
[00:06:51.000 --> 00:06:54.000]  接著在第五和第六節
[00:06:54.000 --> 00:06:56.000]  詩人用太陽做一個例子
[00:06:56.000 --> 00:06:59.000]  太陽就被描寫為一個
[00:06:59.000 --> 00:07:02.000]  新郎結婚後步出洞房
[00:07:02.000 --> 00:07:05.000]  那時候那麼滿面光彩
[00:07:05.000 --> 00:07:08.000]  好像勇士奔跑那麼快
[00:07:08.000 --> 00:07:11.000]  將他們的熱氣帶到世界的每個地方
[00:07:11.000 --> 00:07:15.000]  以上是大衛在大約三千年前
[00:07:15.000 --> 00:07:19.000]  讚歎在天空中榮譽的創造
[00:07:19.000 --> 00:07:21.000]  神在天空中榮譽的創造
[00:07:21.000 --> 00:07:26.000]  現代天文學對這個窮倉宇宙認識更多
[00:07:26.000 --> 00:07:30.000]  我們以現在的知識
[00:07:30.000 --> 00:07:32.000]  所知道的朱天
[00:07:32.000 --> 00:07:36.000]  怎麼去述說神的榮譽呢?
[00:07:36.000 --> 00:07:41.000]  這個就是我們身處太陽系的行星和衛星
[00:07:41.000 --> 00:07:46.000]  地球是離太陽第三個行星
[00:07:46.000 --> 00:07:51.000]  在現時我們知道太陽系是唯一有生命存在的行星
[00:07:51.000 --> 00:07:53.000]  不知道大家有沒有想過
[00:07:53.000 --> 00:08:00.000]  神做了什麼使地球成為我們可以休養生息的地方呢?
[00:08:00.000 --> 00:08:02.000]  當中有很多因素
[00:08:02.000 --> 00:08:04.000]  我在這裡只會說一些
[00:08:04.000 --> 00:08:08.000]  第一,太陽的質量要適中
[00:08:08.000 --> 00:08:10.000]  大一點和小一點都不可以
[00:08:10.000 --> 00:08:14.000]  第二,地球離太陽需要有適當的距離
[00:08:14.000 --> 00:08:17.000]  近一點和遠一點都不可以
[00:08:17.000 --> 00:08:20.000]  第三,它要木星
[00:08:20.000 --> 00:08:22.000]  這個很大的星球
[00:08:22.000 --> 00:08:25.000]  在我們附近
[00:08:25.000 --> 00:08:31.000]  這個星球能夠吸收很多隕石和彗星
[00:08:31.000 --> 00:08:34.000]  使它們不會撞向地球
[00:08:34.000 --> 00:08:39.000]  另外,地球還需要一個適當的衛星
[00:08:39.000 --> 00:08:43.000]  就是我們的月亮
[00:08:43.000 --> 00:08:45.000]  不知道大家有沒有想過
[00:08:45.000 --> 00:08:46.000]  如果沒有月亮
[00:08:46.000 --> 00:08:50.000]  地球很多生物包括我們就不可以存在
[00:08:50.000 --> 00:08:56.000]  月亮除了影響地球潮水漲退和海洋的流動之外
[00:08:56.000 --> 00:08:59.000]  我們之所以有春夏秋冬四季
[00:08:59.000 --> 00:09:02.000]  是因為地球向著太陽自轉的時候
[00:09:02.000 --> 00:09:04.000]  在一個叫做黃赤交角
[00:09:04.000 --> 00:09:05.000]  就是這個Tilt
[00:09:05.000 --> 00:09:08.000]  離垂直有23.5度
[00:09:08.000 --> 00:09:15.000]  這個角度剛好比地球大部分地方有適當的氣溫和四季
[00:09:15.000 --> 00:09:16.000]  舉個例子
[00:09:16.000 --> 00:09:19.000]  如果這個角度是90度的話
[00:09:19.000 --> 00:09:22.000]  地球的其中一個極就會很熱
[00:09:22.000 --> 00:09:25.000]  另外一個極就會很冷
[00:09:25.000 --> 00:09:29.000]  因為太陽和陽光永遠到不到那裡
[00:09:29.000 --> 00:09:32.000]  而月球就有適當的引力
[00:09:32.000 --> 00:09:37.000]  將地球穩定在這個23.5度的角度
[00:09:37.000 --> 00:09:39.000]  如果沒有月球的話
[00:09:39.000 --> 00:09:42.000]  這個角度就會擺來擺去
[00:09:42.000 --> 00:09:46.000]  地球的天氣就非常不穩定
[00:09:46.000 --> 00:09:50.000]  所以今晚當你看到天上的月亮的時候
[00:09:50.000 --> 00:09:52.000]  除了覺得它很美
[00:09:52.000 --> 00:09:54.000]  更加可以讚美神的作為
[00:09:54.000 --> 00:09:59.000]  因為祂藉著月亮保護著我們
[00:09:59.000 --> 00:10:01.000]  除了月亮之外
[00:10:01.000 --> 00:10:04.000]  神還有其他的方法去保護我們
[00:10:04.000 --> 00:10:08.000]  這些是南北極的極光
[00:10:08.000 --> 00:10:12.000]  在我當中有哪些人親身去看過?
[00:10:12.000 --> 00:10:13.000]  有些人吧
[00:10:13.000 --> 00:10:14.000]  真是幸福了
[00:10:14.000 --> 00:10:17.000]  我去看了之後那時候真的很震撼
[00:10:17.000 --> 00:10:18.000]  很美
[00:10:18.000 --> 00:10:21.000]  其實當我們知道為什麼會有極光的時候
[00:10:21.000 --> 00:10:27.000]  可能我們會更加感謝神
[00:10:27.000 --> 00:10:28.000]  極光的出現
[00:10:28.000 --> 00:10:31.000]  其實是因為地球有一個很大的磁場
[00:10:31.000 --> 00:10:35.000]  保護著絕大部分在太陽來的高能粒子
[00:10:35.000 --> 00:10:38.000]  有少部分的粒子經過地球磁場
[00:10:38.000 --> 00:10:42.000]  引導到地球的南北極
[00:10:42.000 --> 00:10:45.000]  在南北極的大氣層和那裡的原子碰撞
[00:10:45.000 --> 00:10:49.000]  造成不同顏色的極光
[00:10:49.000 --> 00:10:52.000]  如果沒有這個磁場
[00:10:52.000 --> 00:10:56.000]  地球的大氣層就會被高能粒子毀滅
[00:10:56.000 --> 00:10:58.000]  沒有了大氣層
[00:10:58.000 --> 00:11:00.000]  就沒有大氣層以下的生物
[00:11:00.000 --> 00:11:04.000]  好像在我們地球附近的火星一樣
[00:11:04.000 --> 00:11:07.000]  所以極光不單是很美
[00:11:07.000 --> 00:11:09.000]  更加告訴我們
[00:11:09.000 --> 00:11:13.000]  神保護我們一個精心的設計
[00:11:13.000 --> 00:11:17.000]  一個行星如果能夠有複雜的生命
[00:11:17.000 --> 00:11:18.000]  有很多必須的條件
[00:11:18.000 --> 00:11:20.000]  行星以外的因素
[00:11:20.000 --> 00:11:22.000]  包括有合適的太陽和月亮
[00:11:22.000 --> 00:11:24.000]  處於適當的位置
[00:11:24.000 --> 00:11:25.000]  又有木星
[00:11:25.000 --> 00:11:29.000]  這個可以保護我們的鄰居
[00:11:29.000 --> 00:11:32.000]  對行星本身也有很多要求
[00:11:32.000 --> 00:11:35.000]  除了剛才說的Tilt和足夠的磁場之外
[00:11:35.000 --> 00:11:38.000]  也需要有適當的板塊活動
[00:11:38.000 --> 00:11:42.000]  適當的海洋、地層、炭、氧等等
[00:11:42.000 --> 00:11:44.000]  科學家將這些要求
[00:11:44.000 --> 00:11:46.000]  在我們身處的銀河系
[00:11:46.000 --> 00:11:49.000]  和宇宙的其他地方去找
[00:11:49.000 --> 00:11:54.000]  發現擁有這些條件的行星非常罕見
[00:11:54.000 --> 00:11:58.000]  就算有能夠產生像我們人類
[00:11:58.000 --> 00:12:01.000]  這樣有高等智慧生物的可能
[00:12:01.000 --> 00:12:02.000]  可能性就更加少
[00:12:02.000 --> 00:12:06.000]  甚至絕無僅有
[00:12:06.000 --> 00:12:08.000]  根據這些觀察
[00:12:08.000 --> 00:12:12.000]  曾經在美國太陽總署NASA
[00:12:12.000 --> 00:12:14.000]  兩個非常出色的科學家
[00:12:14.000 --> 00:12:16.000]  Ward 和 Brownlee
[00:12:16.000 --> 00:12:18.000]  在2000年出了一本書
[00:12:18.000 --> 00:12:20.000]  稱之為Rare Earth
[00:12:20.000 --> 00:12:22.000]  是罕有的地球
[00:12:22.000 --> 00:12:26.000]  那時候紐約時報對這本書的結論就是
[00:12:26.000 --> 00:12:31.000]  到最後可能我們在宇宙中是孤獨的
[00:12:31.000 --> 00:12:36.000]  因為那時候還有很多人相信有外星人
[00:12:36.000 --> 00:12:38.000]  在十五年之後
[00:12:38.000 --> 00:12:41.000]  時代雜誌的主編也寫了一篇文章
[00:12:41.000 --> 00:12:44.000]  給我們一個更肯定的結論
[00:12:44.000 --> 00:12:49.000]  可能我們在宇宙中真的孤獨
[00:12:49.000 --> 00:12:51.000]  在去年11月
[00:12:51.000 --> 00:12:54.000]  美國政府的教育電台PBS
[00:12:54.000 --> 00:12:56.000]  也做了一個影片
[00:12:56.000 --> 00:12:58.000]  題目是
[00:12:58.000 --> 00:13:03.000]  為什麼我們在宇宙中可能是孤獨的
[00:13:03.000 --> 00:13:04.000]  請大家注意
[00:13:04.000 --> 00:13:06.000]  這些書、文章和作者
[00:13:06.000 --> 00:13:08.000]  包括這些媒體
[00:13:08.000 --> 00:13:10.000]  都沒有宗教的背景
[00:13:10.000 --> 00:13:12.000]  但是他們都同意
[00:13:12.000 --> 00:13:14.000]  目前所有的數據
[00:13:14.000 --> 00:13:16.000]  都是指向一個結論
[00:13:16.000 --> 00:13:22.000]  人類在宇宙中可能是唯一有高等智慧的生物
[00:13:22.000 --> 00:13:25.000]  另外Freeman Dyson
[00:13:25.000 --> 00:13:31.000]  一個現代頂尖的物理學家和數學家說過
[00:13:31.000 --> 00:13:34.000]  宇宙好像知道我們要來
[00:13:34.000 --> 00:13:36.000]  其實就是說
[00:13:36.000 --> 00:13:41.000]  宇宙好像特別是為我們人類而設的
[00:13:41.000 --> 00:13:45.000]  我們都可能認識霍金Steven Hawking
[00:13:45.000 --> 00:13:47.000]  雖然他不相信有神
[00:13:47.000 --> 00:13:48.000]  他也說過
[00:13:48.000 --> 00:13:51.000]  很難解釋為什麼宇宙這樣開始
[00:13:51.000 --> 00:13:54.000]  除非有個神刻意去創造
[00:13:54.000 --> 00:13:58.000]  我們好像我們這樣的生物
[00:13:58.000 --> 00:14:00.000]  霍金沒辦法去解釋
[00:14:00.000 --> 00:14:03.000]  因為科學只能夠解答兩種問題
[00:14:03.000 --> 00:14:04.000]  一個是What
[00:14:04.000 --> 00:14:07.000]  What就是宇宙是什麼
[00:14:07.000 --> 00:14:09.000]  還有How
[00:14:09.000 --> 00:14:12.000]  宇宙怎麼去形成
[00:14:12.000 --> 00:14:14.000]  但不能夠解答Why
[00:14:14.000 --> 00:14:17.000]  宇宙為什麼會存在
[00:14:17.000 --> 00:14:20.000]  人存在的意義是什麼等等的問題
[00:14:20.000 --> 00:14:22.000]  霍金因為不相信有神
[00:14:22.000 --> 00:14:26.000]  所以沒辦法去回答
[00:14:26.000 --> 00:14:27.000]  這些問題的答案
[00:14:27.000 --> 00:14:30.000]  只能夠從創造宇宙的神來
[00:14:30.000 --> 00:14:33.000]  好像一個畫家畫了一幅畫
[00:14:33.000 --> 00:14:37.000]  只有他最清楚想表達的意思是什麼
[00:14:37.000 --> 00:14:40.000]  同樣神創造宇宙萬物的原因
[00:14:40.000 --> 00:14:42.000]  只有他才知道
[00:14:42.000 --> 00:14:45.000]  只有他才能夠告訴我們
[00:14:45.000 --> 00:14:47.000]  《詩篇》十個篇第一節
[00:14:47.000 --> 00:14:50.000]  就說出了宇宙存在的原因
[00:14:50.000 --> 00:14:53.000]  諸天說說神的榮耀
[00:14:53.000 --> 00:14:54.000]  神所造的宇宙
[00:14:54.000 --> 00:14:58.000]  為的是彰顯神的榮耀
[00:14:58.000 --> 00:15:00.000]  神用精心的設計
[00:15:00.000 --> 00:15:03.000]  創造了適合人類休養生息的地球
[00:15:03.000 --> 00:15:04.000]  不僅如此
[00:15:04.000 --> 00:15:06.000]  神更加創造了我們
[00:15:06.000 --> 00:15:09.000]  讓我們看到神奇妙的作為
[00:15:09.000 --> 00:15:12.000]  但是為什麼神創造我們呢
[00:15:12.000 --> 00:15:16.000]  難道只是為了讓我們看見祂的創造嗎
[00:15:16.000 --> 00:15:20.000]  以賽亞書四十三章七節告訴我們
[00:15:20.000 --> 00:15:21.000]  讓我們一起讀
[00:15:21.000 --> 00:15:24.000]  凡稱為我名下的人
[00:15:24.000 --> 00:15:27.000]  是我為自己的榮耀創造的
[00:15:27.000 --> 00:15:30.000]  是我所作成 所造作的
[00:15:30.000 --> 00:15:32.000]  神創造了我們
[00:15:32.000 --> 00:15:35.000]  為的就是為祂的榮耀
[00:15:35.000 --> 00:15:37.000]  我們存在的意義
[00:15:37.000 --> 00:15:39.000]  和我們周圍的宇宙一樣
[00:15:39.000 --> 00:15:41.000]  也是為述說神的榮耀
[00:15:41.000 --> 00:15:43.000]  去榮耀神
[00:15:43.000 --> 00:15:48.000]  那怎麼樣是榮耀神呢
[00:15:48.000 --> 00:15:50.000]  榮耀神就是準確地反映
[00:15:50.000 --> 00:15:52.000]  神榮美的屬性
[00:15:52.000 --> 00:15:54.000]  若像福音十三章那樣說
[00:15:54.000 --> 00:15:57.000]  神在耶穌身上得了榮耀
[00:15:57.000 --> 00:15:59.000]  因為我們在耶穌身上
[00:15:59.000 --> 00:16:02.000]  我們看到神的榮美
[00:16:02.000 --> 00:16:06.000]  那人怎樣榮耀神呢
[00:16:06.000 --> 00:16:08.000]  創世紀第一章告訴我們
[00:16:08.000 --> 00:16:11.000]  神是照著祂自己的形象造我們的
[00:16:11.000 --> 00:16:15.000]  我們每個人都有神的形象
[00:16:15.000 --> 00:16:18.000]  所以我們榮耀神
[00:16:18.000 --> 00:16:21.000]  就是讓別人在你的身上
[00:16:21.000 --> 00:16:24.000]  看到神的榮美
[00:16:24.000 --> 00:16:26.000]  看到神明媚的形象
[00:16:26.000 --> 00:16:28.000]  舉個例子
[00:16:28.000 --> 00:16:30.000]  這個小朋友
[00:16:30.000 --> 00:16:32.000]  有趣嗎
[00:16:32.000 --> 00:16:33.000]  有趣吧
[00:16:33.000 --> 00:16:36.000]  像我嗎
[00:16:36.000 --> 00:16:38.000]  是我的第三兒子
[00:16:38.000 --> 00:16:39.000]  他很小的時候
[00:16:39.000 --> 00:16:41.000]  現在有一張照片
[00:16:41.000 --> 00:16:43.000]  站在我的鞋子裡
[00:16:43.000 --> 00:16:44.000]  大家看到
[00:16:44.000 --> 00:16:47.000]  他小的時候很開心
[00:16:47.000 --> 00:16:48.000]  很活潑
[00:16:48.000 --> 00:16:50.000]  人見人愛
[00:16:50.000 --> 00:16:53.000]  我在美國教會聚會的時候
[00:16:53.000 --> 00:16:55.000]  幾個小時都不用我們照顧
[00:16:55.000 --> 00:16:58.000]  因為被人抱著玩
[00:16:58.000 --> 00:17:00.000]  有一個這樣的兒子
[00:17:00.000 --> 00:17:02.000]  你猜我開心嗎
[00:17:02.000 --> 00:17:04.000]  比較開心吧
[00:17:04.000 --> 00:17:05.000]  為什麼
[00:17:05.000 --> 00:17:07.000]  因為他性情的品格
[00:17:07.000 --> 00:17:11.000]  是在榮耀自己的爸爸
[00:17:11.000 --> 00:17:14.000]  我想在這裡的父母
[00:17:14.000 --> 00:17:18.000]  當你看到你自己兒女有好的品性
[00:17:18.000 --> 00:17:21.000]  也會非常高興
[00:17:21.000 --> 00:17:22.000]  為什麼
[00:17:22.000 --> 00:17:25.000]  因為他們在榮耀你
[00:17:25.000 --> 00:17:26.000]  同樣
[00:17:26.000 --> 00:17:28.000]  當其他人在我們身上看到
[00:17:28.000 --> 00:17:30.000]  父神的榮美
[00:17:30.000 --> 00:17:33.000]  我們就是在榮耀神
[00:17:33.000 --> 00:17:36.000]  所以創造宇宙萬物
[00:17:36.000 --> 00:17:38.000]  目的就是為了神的榮耀
[00:17:38.000 --> 00:17:40.000]  我們呢
[00:17:40.000 --> 00:17:42.000]  我們也是神的創造
[00:17:42.000 --> 00:17:46.000]  創造目的也是為了祂的榮耀
[00:17:46.000 --> 00:17:48.000]  請大家跟旁邊的弟兄姊妹說
[00:17:48.000 --> 00:17:53.000]  神造你是為了祂的榮耀
[00:17:53.000 --> 00:17:55.000]  大家的反應很大
[00:17:55.000 --> 00:17:57.000]  很清楚
[00:17:57.000 --> 00:17:58.000]  但是
[00:17:58.000 --> 00:18:01.000]  人是否真的能夠榮耀神呢
[00:18:01.000 --> 00:18:03.000]  羅馬書跟我們說
[00:18:03.000 --> 00:18:04.000]  要一起讀
[00:18:04.000 --> 00:18:07.000]  因為世人都犯了罪
[00:18:07.000 --> 00:18:09.000]  規缺了神的榮耀
[00:18:09.000 --> 00:18:12.000]  我們內在的罪性
[00:18:12.000 --> 00:18:14.000]  我們外在的罪行
[00:18:14.000 --> 00:18:18.000]  使我們不能夠活出神榮美的形象
[00:18:18.000 --> 00:18:19.000]  神知道
[00:18:19.000 --> 00:18:21.000]  如果祂不教我們
[00:18:21.000 --> 00:18:23.000]  我們就不能夠榮耀神
[00:18:23.000 --> 00:18:24.000]  所以
[00:18:24.000 --> 00:18:27.000]  神就施下祂的律法
[00:18:27.000 --> 00:18:28.000]  第七到十節
[00:18:28.000 --> 00:18:30.000]  是歌頌神律法的榮耀
[00:18:30.000 --> 00:18:31.000]  我們一起讀
[00:18:44.000 --> 00:18:46.000]  耶和華的命令清潔
[00:18:46.000 --> 00:18:48.000]  使人眼目明亮
[00:18:48.000 --> 00:18:50.000]  耶和華的典章真實
[00:18:50.000 --> 00:18:52.000]  傳言公義
[00:18:52.000 --> 00:18:54.000]  敬畏耶和華是純潔的
[00:18:54.000 --> 00:18:56.000]  傳道永遠
[00:18:56.000 --> 00:18:58.000]  比金紙可羨慕
[00:18:58.000 --> 00:19:01.000]  比極多的純金可羨慕
[00:19:01.000 --> 00:19:02.000]  比蜜金甜
[00:19:02.000 --> 00:19:05.000]  比烽火下滴的蜜金甜
[00:19:05.000 --> 00:19:06.000]  第七節
[00:19:06.000 --> 00:19:09.000]  讀出了這幾節經文的主題
[00:19:09.000 --> 00:19:12.000]  耶和華律法傳避
[00:19:12.000 --> 00:19:15.000]  傳避這兩個字在原文的意思是完全
[00:19:15.000 --> 00:19:17.000]  英文是Complete
[00:19:17.000 --> 00:19:18.000]  Perfect
[00:19:18.000 --> 00:19:19.000]  就是說
[00:19:19.000 --> 00:19:21.000]  神的律法是完全的
[00:19:21.000 --> 00:19:22.000]  所以
[00:19:22.000 --> 00:19:25.000]  大衛之後就用了不同的方法
[00:19:25.000 --> 00:19:26.000]  去形容
[00:19:26.000 --> 00:19:29.000]  這個完全是什麼意思
[00:19:29.000 --> 00:19:33.000]  我將這些歸納在這個表裡面
[00:19:33.000 --> 00:19:34.000]  這個律法包括
[00:19:34.000 --> 00:19:35.000]  法道
[00:19:35.000 --> 00:19:36.000]  訓詞
[00:19:36.000 --> 00:19:37.000]  命令
[00:19:37.000 --> 00:19:38.000]  典章等等
[00:19:38.000 --> 00:19:40.000]  它們都是完全的
[00:19:40.000 --> 00:19:42.000]  私人的形容詞是
[00:19:42.000 --> 00:19:43.000]  傳避
[00:19:43.000 --> 00:19:44.000]  確定
[00:19:44.000 --> 00:19:45.000]  正確
[00:19:45.000 --> 00:19:46.000]  清潔
[00:19:46.000 --> 00:19:47.000]  真實
[00:19:47.000 --> 00:19:48.000]  律法的效用
[00:19:48.000 --> 00:19:50.000]  是彰顯神的公義
[00:19:50.000 --> 00:19:52.000]  使人蘇醒
[00:19:52.000 --> 00:19:53.000]  有智慧
[00:19:53.000 --> 00:19:54.000]  快樂
[00:19:54.000 --> 00:19:55.000]  眼目
[00:19:55.000 --> 00:19:58.000]  明亮
[00:19:58.000 --> 00:19:59.000]  神的律法
[00:19:59.000 --> 00:20:02.000]  是這麼完全
[00:20:02.000 --> 00:20:06.000]  主耶穌在馬特福音五章也告訴我們
[00:20:06.000 --> 00:20:08.000]  就是到天地都廢去
[00:20:08.000 --> 00:20:10.000]  律法的一點一劃
[00:20:10.000 --> 00:20:11.000]  也不能夠廢去
[00:20:11.000 --> 00:20:14.000]  直到一切都實現
[00:20:14.000 --> 00:20:17.000]  但是舊約中的律法這麼多
[00:20:17.000 --> 00:20:19.000]  這麼複雜
[00:20:19.000 --> 00:20:22.000]  怎麼會實現呢
[00:20:22.000 --> 00:20:24.000]  在馬特福音22章
[00:20:24.000 --> 00:20:26.000]  一個律法師問耶穌
[00:20:26.000 --> 00:20:29.000]  律法上哪條是最大的
[00:20:29.000 --> 00:20:30.000]  耶穌這樣回答
[00:20:30.000 --> 00:20:31.000]  我們一起讀
[00:20:31.000 --> 00:20:32.000]  你要盡心
[00:20:32.000 --> 00:20:33.000]  盡性
[00:20:33.000 --> 00:20:34.000]  盡義
[00:20:34.000 --> 00:20:35.000]  愛主你的神
[00:20:35.000 --> 00:20:37.000]  這是最大的
[00:20:37.000 --> 00:20:39.000]  這是第一條誡命
[00:20:39.000 --> 00:20:41.000]  第二條也如此
[00:20:41.000 --> 00:20:43.000]  就是要愛倫如記
[00:20:43.000 --> 00:20:45.000]  這兩條誡命
[00:20:45.000 --> 00:20:49.000]  是一切律法和先知的忠告
