
[00:00:00.000 --> 00:00:03.000]  各位來賓主內的弟兄姊妹平安
[00:02:52.000 --> 00:02:55.000]  以上的禱告是奉主耶穌得聖的名字祈求
[00:02:55.000 --> 00:02:56.000]  阿們
[00:02:56.000 --> 00:03:01.000]  我們在哥倫多前書第十五章第三十五節
[00:03:01.000 --> 00:03:03.000]  一開始這樣說
[00:03:03.000 --> 00:03:06.000]  保羅就在此指出
[00:03:06.000 --> 00:03:09.000]  他們當中,哥倫多的門徒
[00:03:09.000 --> 00:03:11.000]  他們問了兩個問題
[00:03:11.000 --> 00:03:16.000]  他們明白到有死人復活了
[00:03:16.000 --> 00:03:20.000]  但是他們會問死人怎樣會復活呢
[00:03:20.000 --> 00:03:21.000]  怎樣會復活呢
[00:03:21.000 --> 00:03:24.000]  還有帶著什麼身體來呢
[00:03:24.000 --> 00:03:27.000]  復活的時候會怎樣呢
[00:03:27.000 --> 00:03:31.000]  在三十六節就開始解答第一個問題
[00:03:31.000 --> 00:03:34.000]  究竟死人是怎樣復活的
[00:03:34.000 --> 00:03:37.000]  保羅就用了幾個例子
[00:03:37.000 --> 00:03:40.000]  用了三種不同的例子去解答
[00:03:40.000 --> 00:03:44.000]  第一,他就用了植物的例子
[00:03:44.000 --> 00:03:46.000]  在大自然裏面
[00:03:46.000 --> 00:03:49.000]  大自然裏面
[00:03:49.000 --> 00:03:51.000]  見到植物的生長
[00:03:51.000 --> 00:03:53.000]  他們見到它們有種子
[00:03:53.000 --> 00:03:54.000]  在三十六節這樣說
[00:03:54.000 --> 00:03:55.000]  無知的人
[00:03:55.000 --> 00:04:01.000]  保羅這樣責備那些質疑復活的諸羅弟兄姊妹
[00:04:01.000 --> 00:04:05.000]  你種的,如果不死就不能生
[00:04:05.000 --> 00:04:08.000]  而且你所種的不是將來的形態
[00:04:08.000 --> 00:04:10.000]  形體
[00:04:10.000 --> 00:04:11.000]  不過是子粒
[00:04:11.000 --> 00:04:15.000]  然後變成菊
[00:04:15.000 --> 00:04:18.000]  但是之後種出來就不同了
[00:04:18.000 --> 00:04:21.000]  好像一粒的種子
[00:04:21.000 --> 00:04:23.000]  長出來就有不同的植物
[00:04:23.000 --> 00:04:26.000]  每種子粒
[00:04:26.000 --> 00:04:31.000]  每種種子長出來的收成都是不同的
[00:04:31.000 --> 00:04:35.000]  但是這些都是在神的計劃
[00:04:35.000 --> 00:04:37.000]  創造者的計劃當中
[00:04:37.000 --> 00:04:43.000]  我們回想起過去暑假的時候
[00:04:43.000 --> 00:04:47.000]  我都到了去探訪一些家庭
[00:04:47.000 --> 00:04:49.000]  在疫情當中
[00:04:49.000 --> 00:04:53.000]  他們都很享受他們的後院耕種的生活
[00:04:53.000 --> 00:04:55.000]  有種自己的瓜菜
[00:04:55.000 --> 00:04:57.000]  他們種的瓜菜的時候
[00:04:57.000 --> 00:05:01.000]  到了颳風的時候,早一兩個月的時候
[00:05:01.000 --> 00:05:06.000]  他們就開始收割最後那一灶
[00:05:06.000 --> 00:05:08.000]  他們留下來的老人家
[00:05:08.000 --> 00:05:11.000]  我遇到一個老伯伯
[00:05:11.000 --> 00:05:14.000]  就說他留下了瓜的種子
[00:05:14.000 --> 00:05:15.000]  這個就是瓜種
[00:05:15.000 --> 00:05:17.000]  種子是留下一年
[00:05:17.000 --> 00:05:20.000]  然後植物就會完全死掉
[00:05:20.000 --> 00:05:22.000]  只剩下種子
[00:05:22.000 --> 00:05:25.000]  這個意思就好像這裡所提的
[00:05:25.000 --> 00:05:28.000]  植物要死掉變成種子
[00:05:28.000 --> 00:05:31.000]  然後再下一年
[00:05:31.000 --> 00:05:33.000]  夏天的時候,春天的時候
[00:05:33.000 --> 00:05:35.000]  就可以繼續用種子
[00:05:35.000 --> 00:05:38.000]  讓這棵植物繼續生出來
[00:05:38.000 --> 00:05:40.000]  這種就是所種的
[00:05:40.000 --> 00:05:41.000]  如果不死掉
[00:05:41.000 --> 00:05:44.000]  那怎麼會再有這個種子出來
[00:05:44.000 --> 00:05:47.000]  接下來會有一個新的植物呢
[00:05:47.000 --> 00:05:51.000]  這種每種的種子都有不同的收成
[00:05:51.000 --> 00:05:54.000]  種瓜得瓜,種豆得豆
[00:05:54.000 --> 00:05:57.000]  這些是不同的形體當中
[00:05:57.000 --> 00:06:00.000]  在肉體當中,在動物界裏面
[00:06:00.000 --> 00:06:02.000]  寶萊又用了另一個例子
[00:06:02.000 --> 00:06:05.000]  在動物界裏面都有同樣的道理
[00:06:05.000 --> 00:06:08.000]  人,小時候又有不同的樣子
[00:06:08.000 --> 00:06:10.000]  長大後又有不同的樣子
[00:06:10.000 --> 00:06:12.000]  魚又有同樣的道理
[00:06:12.000 --> 00:06:17.000]  他們都有不同的形體在當中
[00:06:17.000 --> 00:06:21.000]  每樣的動物有不同的形體
[00:06:21.000 --> 00:06:25.000]  生活命的週期有不同的情況出現
[00:06:25.000 --> 00:06:27.000]  就算天上也是
[00:06:27.000 --> 00:06:32.000]  天上的、地下的、在宇宙的星體當中
[00:06:32.000 --> 00:06:35.000]  他們的形體都是不同的
[00:06:35.000 --> 00:06:37.000]  形體其實這裡只是body
[00:06:37.000 --> 00:06:42.000]  他們是有不同的形體當中
[00:06:42.000 --> 00:06:45.000]  星星、月亮、太陽都不同
[00:06:45.000 --> 00:06:47.000]  他們的形體不同
[00:06:47.000 --> 00:06:50.000]  他們所發的榮光都是不一樣的
[00:06:50.000 --> 00:06:54.000]  我們都讚嘆他們神的創造是多麼奇妙
[00:06:54.000 --> 00:06:58.000]  這種榮光都有不同的燦爛
[00:06:58.000 --> 00:07:01.000]  發揮了不同的燦爛
[00:07:01.000 --> 00:07:03.000]  這些日有日的榮光
[00:07:03.000 --> 00:07:04.000]  月有月的榮光
[00:07:04.000 --> 00:07:06.000]  星星有星星的榮光
[00:07:06.000 --> 00:07:08.000]  而那顆星和另一顆星
[00:07:08.000 --> 00:07:11.000]  它發出的光芒都有分別
[00:07:11.000 --> 00:07:13.000]  都是神所創造
[00:07:13.000 --> 00:07:15.000]  都是美好的事情
[00:07:15.000 --> 00:07:17.000]  所以我在神的創造當中
[00:07:17.000 --> 00:07:21.000]  無論是植物、動物或者宇宙的星體
[00:07:21.000 --> 00:07:24.000]  都有見到神在背後的計劃
[00:07:24.000 --> 00:07:26.000]  都彰顯了神的榮耀
[00:07:26.000 --> 00:07:30.000]  這些形體都有不同的情況
[00:07:30.000 --> 00:07:32.000]  所以我們帶出一個問題
[00:07:32.000 --> 00:07:34.000]  就是他們剛才回答
[00:07:34.000 --> 00:07:37.000]  究竟死人怎樣復活
[00:07:37.000 --> 00:07:39.000]  就是身體的性質是什麼
[00:07:39.000 --> 00:07:41.000]  他們的性質是各有不同
[00:07:41.000 --> 00:07:44.000]  顯出了不同的特徵
[00:07:44.000 --> 00:07:47.000]  如果我們繼續看他們問的第二個問題
[00:07:47.000 --> 00:07:53.000]  究竟帶著什麼身體回來呢
[00:07:53.000 --> 00:07:56.000]  死人回來的時候帶著什麼身體呢
[00:07:56.000 --> 00:08:01.000]  既然我們每種動物或者植物
[00:08:01.000 --> 00:08:02.000]  都有不同的形體
[00:08:02.000 --> 00:08:05.000]  但是死和復活的時候
[00:08:05.000 --> 00:08:09.000]  他們的形體有什麼分別呢
[00:08:09.000 --> 00:08:10.000]  他們的身體有什麼分別呢
[00:08:10.000 --> 00:08:17.000]  所中的,就是之前現在死了的所中的情況
[00:08:17.000 --> 00:08:19.000]  是必然會毀壞的
[00:08:19.000 --> 00:08:23.000]  到了復活,將來復活的時候
[00:08:23.000 --> 00:08:27.000]  人的身體就不會毀壞,不會扭壞
[00:08:27.000 --> 00:08:30.000]  我們以前有很多病痛
[00:08:30.000 --> 00:08:32.000]  我們都是弟兄姊妹
[00:08:32.000 --> 00:08:37.000]  可能有身體上軟弱的掙扎
[00:08:37.000 --> 00:08:40.000]  之前可能有羞辱
[00:08:40.000 --> 00:08:42.000]  因為身體的缺陷
[00:08:42.000 --> 00:08:45.000]  身體所受到的軟弱
[00:08:45.000 --> 00:08:48.000]  但是相比之下
[00:08:48.000 --> 00:08:49.000]  將來的時候
[00:08:49.000 --> 00:08:51.000]  我們的身體,復活的身體
[00:08:51.000 --> 00:08:54.000]  是不扭壞的,是完全完美的
[00:08:54.000 --> 00:08:56.000]  不會再有病痛
[00:08:56.000 --> 00:08:59.000]  而且會非常強壯
[00:08:59.000 --> 00:09:02.000]  而且看到神的榮耀在當中
[00:09:02.000 --> 00:09:08.000]  我們看到復活的身體的時候
[00:09:08.000 --> 00:09:10.000]  GSO復活的時候
[00:09:10.000 --> 00:09:13.000]  他的身體是充滿著榮耀
[00:09:13.000 --> 00:09:15.000]  完美的身體
[00:09:15.000 --> 00:09:16.000]  不再扭壞
[00:09:16.000 --> 00:09:19.000]  不會再好像我們以前
[00:09:19.000 --> 00:09:21.000]  我們就算自己復活的時候
[00:09:21.000 --> 00:09:24.000]  再不會有以前所有的疾病
[00:09:24.000 --> 00:09:27.000]  無論是一些的癌病
[00:09:27.000 --> 00:09:31.000]  或者是其他的疾病都好
[00:09:31.000 --> 00:09:33.000]  好像我自己有鼻敏感
[00:09:33.000 --> 00:09:36.000]  我復活的時候
[00:09:36.000 --> 00:09:39.000]  我的鼻子就不會再使喪
[00:09:39.000 --> 00:09:41.000]  我的小朋友都會投訴
[00:09:41.000 --> 00:09:42.000]  每天起床的時候
[00:09:42.000 --> 00:09:44.000]  我的鼻子就很不舒服
[00:09:44.000 --> 00:09:45.000]  發出很多嘈音
[00:09:45.000 --> 00:09:51.000]  我太太是讀音樂的
[00:09:51.000 --> 00:09:52.000]  她對聲音很敏感
[00:09:52.000 --> 00:09:56.000]  都聽到鼻子的聲音有些投訴
[00:09:56.000 --> 00:09:58.000]  都很不舒服
[00:09:58.000 --> 00:10:00.000]  但是復活的身體
[00:10:00.000 --> 00:10:01.000]  是不會扭壞
[00:10:01.000 --> 00:10:02.000]  是沒有病痛
[00:10:02.000 --> 00:10:03.000]  是完美的
[00:10:03.000 --> 00:10:06.000]  是看到神的榮耀當中
[00:10:06.000 --> 00:10:08.000]  好像這種榮耀
[00:10:08.000 --> 00:10:10.000]  好像螢光棒一樣
[00:10:10.000 --> 00:10:13.000]  我們每個人的身體都有不同
[00:10:13.000 --> 00:10:15.000]  但是復活的時候
[00:10:15.000 --> 00:10:17.000]  都彰顯了神的榮耀
[00:10:17.000 --> 00:10:20.000]  主耶穌的榮耀在這裡
[00:10:20.000 --> 00:10:22.000]  我們再看44節
[00:10:22.000 --> 00:10:24.000]  在44節那裡看到
[00:10:24.000 --> 00:10:25.000]  補充了
[00:10:25.000 --> 00:10:28.000]  這個身體
[00:10:28.000 --> 00:10:32.000]  現在和過去還有一個很大的分別
[00:10:32.000 --> 00:10:36.000]  現在的身體是屬血氣的身體
[00:10:36.000 --> 00:10:40.000]  將來的身體是屬靈性的身體
[00:10:40.000 --> 00:10:45.000]  這個保羅就繼續用經文去解答
[00:10:45.000 --> 00:10:46.000]  究竟什麼屬血氣
[00:10:46.000 --> 00:10:48.000]  什麼叫屬性靈呢
[00:10:48.000 --> 00:10:51.000]  原來亞當的身體
[00:10:51.000 --> 00:10:52.000]  亞當那時候
[00:10:52.000 --> 00:10:54.000]  他有屬性靈在當中
[00:10:54.000 --> 00:10:55.000]  他有活人
[00:10:55.000 --> 00:10:58.000]  是彰顯了神的創造
[00:10:58.000 --> 00:11:01.000]  神做人是有血有肉的
[00:11:01.000 --> 00:11:04.000]  人的身體有血氣
[00:11:04.000 --> 00:11:06.000]  是創造給神創造的身體
[00:11:06.000 --> 00:11:08.000]  但是屬靈的身體是什麼呢
[00:11:08.000 --> 00:11:12.000]  是因為主耶穌有贖罪
[00:11:12.000 --> 00:11:16.000]  赦免了我們有重新活起來的身體
[00:11:16.000 --> 00:11:19.000]  這個身體就是屬靈的身體
[00:11:19.000 --> 00:11:22.000]  是有救贖的生命在當中
[00:11:22.000 --> 00:11:26.000]  所以之前就是屬血氣
[00:11:26.000 --> 00:11:30.000]  但是復活的時候就充滿著神
[00:11:30.000 --> 00:11:34.000]  有充滿著赦免的恩典在當中的身體
[00:11:34.000 --> 00:11:38.000]  這個屬靈的身體不是在先的
[00:11:38.000 --> 00:11:39.000]  因為血氣在先
[00:11:39.000 --> 00:11:40.000]  是神創造
[00:11:40.000 --> 00:11:42.000]  當我們是人
[00:11:42.000 --> 00:11:43.000]  未信主之前
[00:11:43.000 --> 00:11:45.000]  信主之後
[00:11:45.000 --> 00:11:47.000]  到現在都是有血有肉的
[00:11:47.000 --> 00:11:49.000]  但是復活的時候
[00:11:49.000 --> 00:11:54.000]  我們就完全跟神同歸於一
[00:11:54.000 --> 00:11:56.000]  我們就完全像主耶穌基督
[00:11:56.000 --> 00:11:58.000]  是完全屬靈
[00:11:58.000 --> 00:12:00.000]  好像現在頭一個
[00:12:00.000 --> 00:12:02.000]  現在就是出於地的
[00:12:02.000 --> 00:12:03.000]  當是從泥土所種
[00:12:03.000 --> 00:12:07.000]  但是到第二的時候
[00:12:07.000 --> 00:12:08.000]  復活的時候
[00:12:08.000 --> 00:12:10.000]  就是我們憑著聖靈
[00:12:10.000 --> 00:12:14.000]  在神給了另一個新的身體給我們
[00:12:14.000 --> 00:12:16.000]  這個就是從聖靈而來
[00:12:16.000 --> 00:12:18.000]  出於天的生命
[00:12:18.000 --> 00:12:20.000]  是一個新的生命
[00:12:20.000 --> 00:12:26.000]  是自有的神的天所給我們的
[00:12:26.000 --> 00:12:27.000]  那屬土那裡
[00:12:27.000 --> 00:12:29.000]  四十八節那裡就繼續看了
[00:12:29.000 --> 00:12:31.000]  屬土那裡
[00:12:31.000 --> 00:12:32.000]  我們凡屬土
[00:12:32.000 --> 00:12:37.000]  就是我們每個人在地上生活的時候
[00:12:37.000 --> 00:12:39.000]  都是屬土的
[00:12:39.000 --> 00:12:41.000]  都是有血有肉的
[00:12:41.000 --> 00:12:42.000]  屬天的
[00:12:42.000 --> 00:12:44.000]  就是到時一切每個人
[00:12:44.000 --> 00:12:46.000]  我們信主的人
[00:12:46.000 --> 00:12:47.000]  當復活的時候
[00:12:47.000 --> 00:12:49.000]  每個人都是屬於天
[00:12:49.000 --> 00:12:53.000]  我們有土的形狀
[00:12:53.000 --> 00:12:55.000]  現在有土的形狀
[00:12:55.000 --> 00:12:58.000]  將來就有天的形狀
[00:12:58.000 --> 00:12:59.000]  這個形狀
[00:12:59.000 --> 00:13:03.000]  其實就看到一個形象一樣
[00:13:03.000 --> 00:13:07.000]  我們想起好像我們以前
[00:13:07.000 --> 00:13:08.000]  香港回歸之前
[00:13:08.000 --> 00:13:09.000]  九七年之前
[00:13:09.000 --> 00:13:11.000]  我們每個人的背後
[00:13:11.000 --> 00:13:14.000]  都有英女皇二世
[00:13:14.000 --> 00:13:20.000]  伊麗莎白二世的形象在當中
[00:13:20.000 --> 00:13:24.000]  我們在現在的身體的時候
[00:13:24.000 --> 00:13:25.000]  在地上生活的時候
[00:13:25.000 --> 00:13:26.000]  有血有肉
[00:13:26.000 --> 00:13:28.000]  我們所效法的
[00:13:28.000 --> 00:13:29.000]  所見到的形象
[00:13:29.000 --> 00:13:31.000]  我們在這個社會裡面見到
[00:13:31.000 --> 00:13:32.000]  就是我們的統治者
[00:13:32.000 --> 00:13:34.000]  地上的統治者
[00:13:34.000 --> 00:13:35.000]  就是國家的統治者
[00:13:35.000 --> 00:13:37.000]  好像伊麗莎白二世一樣
[00:13:37.000 --> 00:13:41.000]  但是到將來的時候
[00:13:41.000 --> 00:13:43.000]  我們有屬天的形象
[00:13:43.000 --> 00:13:44.000]  復活的時候
[00:13:44.000 --> 00:13:48.000]  我們就像主耶穌基督一樣
[00:13:48.000 --> 00:13:49.000]  有神的形象
[00:13:49.000 --> 00:13:52.000]  有主耶穌基督的形象在當中
[00:13:52.000 --> 00:13:56.000]  所以這個就是將來我們所盼望的
[00:13:56.000 --> 00:13:57.000]  我們就是盼望
[00:13:57.000 --> 00:14:00.000]  完全像主耶穌基督
[00:14:00.000 --> 00:14:03.000]  所以第一個重點就是
[00:14:03.000 --> 00:14:04.000]  我們在生活裡面
[00:14:04.000 --> 00:14:10.000]  雖然現在我們有很多困難當中
[00:14:10.000 --> 00:14:12.000]  我們所見到的
[00:14:12.000 --> 00:14:13.000]  但是我們所面對的
[00:14:13.000 --> 00:14:15.000]  所跑的路那裡
[00:14:15.000 --> 00:14:18.000]  我們繼續在地上生活
[00:14:18.000 --> 00:14:21.000]  一個客類的狀況當中
[00:14:21.000 --> 00:14:22.000]  我們有一個終點
[00:14:22.000 --> 00:14:25.000]  我們見到一個終點
[00:14:25.000 --> 00:14:28.000]  就是主耶穌基督再回來的時候
[00:14:28.000 --> 00:14:29.000]  我們復活的時候
[00:14:29.000 --> 00:14:32.000]  我們就會
[00:14:32.000 --> 00:14:36.000]  主耶穌基督就是我們的目標
[00:14:36.000 --> 00:14:39.000]  我們要活得像主耶穌基督
[00:14:39.000 --> 00:14:42.000]  我們就這樣繼續跑這條道路
[00:14:42.000 --> 00:14:44.000]  主愛的弟兄姊妹
[00:14:44.000 --> 00:14:48.000]  我們當中有很多的家長
[00:14:48.000 --> 00:14:52.000]  又有一些做公公婆婆爺爺奶奶的
[00:14:52.000 --> 00:14:56.000]  子女教育都是我們生活上
[00:14:56.000 --> 00:14:58.000]  家庭生活上很重要的地位
[00:14:58.000 --> 00:15:02.000]  我們往往都會為了子女教育而操心
[00:15:02.000 --> 00:15:04.000]  究竟去哪間學校讀書呢
[00:15:04.000 --> 00:15:08.000]  究竟將來升讀什麼大學呢
[00:15:08.000 --> 00:15:10.000]  就算在疫情當中
[00:15:10.000 --> 00:15:13.000]  我們都轉為上網上課
[00:15:13.000 --> 00:15:16.000]  我們都會擔心他們跟不跟得上
[00:15:16.000 --> 00:15:19.000]  當然我們非常重視他們的行業
[00:15:19.000 --> 00:15:22.000]  但是我們要明白到
[00:15:22.000 --> 00:15:24.000]  去哪間學校讀書
[00:15:24.000 --> 00:15:26.000]  去到名校也好
[00:15:26.000 --> 00:15:28.000]  這個不是讀完書
[00:15:28.000 --> 00:15:31.000]  讀書不是我們的終點站
[00:15:31.000 --> 00:15:35.000]  我們人生的終點
[00:15:35.000 --> 00:15:39.000]  除了起跑是重要的話
[00:15:39.000 --> 00:15:43.000]  但是我們能不能夠跑完這條路呢
[00:15:43.000 --> 00:15:45.000]  所以我們在子女教育方面
[00:15:45.000 --> 00:15:55.000]  我們要重視他們是不是愛神和愛人如己
[00:15:55.000 --> 00:15:58.000]  如果他們成績非常好
[00:15:58.000 --> 00:16:00.000]  但是他們的品格
[00:16:00.000 --> 00:16:04.000]  沒有愛人和愛人如己的品格在當中
[00:16:04.000 --> 00:16:06.000]  這就是非常遺憾的事情
[00:16:06.000 --> 00:16:09.000]  所以我們將子女
[00:16:09.000 --> 00:16:11.000]  尤其是在疫情當中
[00:16:11.000 --> 00:16:14.000]  要特別關顧到他們品格的操練
[00:16:14.000 --> 00:16:20.000]  我們不要輕易放棄他們的生命
[00:16:20.000 --> 00:16:24.000]  我們不只是贏在起跑那裡
[00:16:24.000 --> 00:16:27.000]  我們還要完成這條人生道路上
[00:16:27.000 --> 00:16:31.000]  完成到我們的終點站
[00:16:31.000 --> 00:16:33.000]  就是為了活像主耶穌基督
[00:16:33.000 --> 00:16:35.000]  是我們的目標
[00:16:35.000 --> 00:16:39.000]  好,我們繼續看下去的經文
[00:16:39.000 --> 00:16:42.000]  當我們看到第五十節的時候
[00:16:42.000 --> 00:16:46.000]  保羅勸他們再次提醒哥倫多的門徒
[00:16:46.000 --> 00:16:48.000]  弟兄們,弟兄姐妹
[00:16:48.000 --> 00:16:50.000]  主內弟兄姐妹
[00:16:50.000 --> 00:16:51.000]  我告訴你們
[00:16:51.000 --> 00:16:54.000]  血肉之體不能承受神的國
[00:16:54.000 --> 00:16:58.000]  必扭歪的不能承受不委扭歪的
[00:16:58.000 --> 00:17:03.000]  這個血肉之體就是我們的身體
[00:17:03.000 --> 00:17:05.000]  現在的生命
[00:17:05.000 --> 00:17:09.000]  這個不是解釋肉體情慾的壞事
[00:17:09.000 --> 00:17:10.000]  不同的
[00:17:10.000 --> 00:17:12.000]  這裡不是說肉體情慾的事情
[00:17:12.000 --> 00:17:14.000]  這裡是說有血有肉的
[00:17:14.000 --> 00:17:15.000]  我們現在的生命
[00:17:15.000 --> 00:17:17.000]  今生的生命
[00:17:17.000 --> 00:17:20.000]  我們今生的生命不能承受神的國
[00:17:20.000 --> 00:17:21.000]  為什麼?
[00:17:21.000 --> 00:17:22.000]  因為必扭歪的
[00:17:22.000 --> 00:17:24.000]  我們扭歪的身體
[00:17:24.000 --> 00:17:26.000]  怎能承受不扭歪的神的國
[00:17:26.000 --> 00:17:27.000]  是永恆的國
[00:17:27.000 --> 00:17:34.000]  是不會有扭歪的情況的
[00:17:34.000 --> 00:17:37.000]  是完美的身體
[00:17:37.000 --> 00:17:39.000]  怎樣可以承受呢?
[00:17:39.000 --> 00:17:41.000]  讓我告訴你
[00:17:41.000 --> 00:17:43.000]  在第十五、十一節看到
[00:17:43.000 --> 00:17:46.000]  讓我告訴一個奧秘的事
[00:17:46.000 --> 00:17:47.000]  告訴你們
[00:17:47.000 --> 00:17:51.000]  這個奧秘的秘密究竟是什麼?
[00:17:51.000 --> 00:17:57.000]  就會提到原來復活的時候是何時
[00:17:57.000 --> 00:17:59.000]  這個不是說何時
[00:17:59.000 --> 00:18:01.000]  何年何月何日的問題
[00:18:01.000 --> 00:18:04.000]  是提到原來復活的時候
[00:18:04.000 --> 00:18:08.000]  主耶穌就是主耶穌回來接我們的時候
[00:18:08.000 --> 00:18:09.000]  告訴你這個秘密是什麼?
[00:18:09.000 --> 00:18:13.000]  我們不是都要睡覺
[00:18:13.000 --> 00:18:17.000]  我們是要改變
[00:18:17.000 --> 00:18:22.000]  我們的身體不是就這樣沒有了身體
[00:18:22.000 --> 00:18:23.000]  這個毀壞的身體
[00:18:23.000 --> 00:18:24.000]  我們死了的時候
[00:18:24.000 --> 00:18:26.000]  人生過生的時候
[00:18:26.000 --> 00:18:29.000]  身體就會扭歪
[00:18:29.000 --> 00:18:32.000]  我們的靈魂就會回到神那裡
[00:18:32.000 --> 00:18:33.000]  但是這個身體
[00:18:33.000 --> 00:18:35.000]  我們將會有一個身體
[00:18:35.000 --> 00:18:37.000]  有一個新的身體給我們
[00:18:37.000 --> 00:18:40.000]  我們要改變
[00:18:40.000 --> 00:18:53.000]  一剎時,一眨眼,浩同末次吹響的時候
[00:18:53.000 --> 00:18:56.000]  有一眨眼,很快的時候
[00:18:56.000 --> 00:18:59.000]  這樣就會聽到浩覺的聲音
[00:18:59.000 --> 00:19:01.000]  我們就會死人復活
[00:19:01.000 --> 00:19:04.000]  這個就是時候
[00:19:04.000 --> 00:19:07.000]  這一剎時
[00:19:07.000 --> 00:19:11.000]  希臘文是說原子
[00:19:11.000 --> 00:19:13.000]  Atom這個字
[00:19:13.000 --> 00:19:16.000]  我們在NIST
[00:19:16.000 --> 00:19:21.000]  美國的度量衡標準局那裡
[00:19:21.000 --> 00:19:24.000]  這個NIST的政府機構
[00:19:24.000 --> 00:19:32.000]  是負責重量和時間
[00:19:32.000 --> 00:19:34.000]  負責一些單位
[00:19:34.000 --> 00:19:38.000]  以前香港十進制的一個度量衡
[00:19:38.000 --> 00:19:41.000]  現在是怎樣的情況
[00:19:41.000 --> 00:19:43.000]  這裡原來在科羅拉多的地方
[00:19:43.000 --> 00:19:46.000]  有一個叫做原子鐘
[00:19:46.000 --> 00:19:51.000]  這個原子鐘是用到一個原子的意思
[00:19:51.000 --> 00:19:52.000]  這個一剎時
[00:19:52.000 --> 00:19:55.000]  就是一個無可分割的時候
[00:19:55.000 --> 00:19:57.000]  再不可以再細分
[00:19:57.000 --> 00:19:58.000]  細到不可以再細分
[00:19:58.000 --> 00:20:00.000]  就好像原子一樣
[00:20:00.000 --> 00:20:04.000]  這個原子鐘就是用來
[00:20:04.000 --> 00:20:07.000]  透過它一大堆的原子
[00:20:07.000 --> 00:20:11.000]  一種的元素當中
[00:20:11.000 --> 00:20:13.000]  C15這種元素
[00:20:13.000 --> 00:20:15.000]  就令到它在拋來拋去
