
[00:00:00.000 --> 00:00:02.600]  我的講道是講謊言背後
[00:03:58.700 --> 00:04:04.300]  才可以免去我們那種罪的刑罰
[00:04:04.300 --> 00:04:05.700]  但怎樣帶來和好呢?
[00:04:05.700 --> 00:04:06.900]  原來上帝
[00:04:06.900 --> 00:04:09.100]  不如就像法官那樣
[00:04:09.100 --> 00:04:10.900]  算了 我判你無罪釋放
[00:04:10.900 --> 00:04:12.300]  不行
[00:04:12.300 --> 00:04:13.700]  法律都是公義
[00:04:13.700 --> 00:04:15.300]  上帝都是公義
[00:04:15.300 --> 00:04:17.300]  所以祂一定要耶穌待死
[00:04:17.300 --> 00:04:18.800]  換來的是什麼呢?
[00:04:18.800 --> 00:04:20.300]  原來換來的是
[00:04:20.300 --> 00:04:22.500]  那份公義得以彰顯
[00:04:22.500 --> 00:04:26.700]  上帝就不再氣我們
[00:04:26.700 --> 00:04:28.500]  或者上帝那種公義
[00:04:28.500 --> 00:04:30.300]  就能夠彰顯的時候
[00:04:30.300 --> 00:04:32.400]  是看到原來人有罪
[00:04:32.400 --> 00:04:33.900]  是要受刑罰的
[00:04:33.900 --> 00:04:37.700]  不可以大人不記小人過
[00:04:37.700 --> 00:04:40.100]  算了 算了 算了
[00:04:40.100 --> 00:04:41.600]  帶來的是
[00:04:41.600 --> 00:04:43.500]  那份罪其實是什麼呢?
[00:04:43.500 --> 00:04:45.800]  當人太自我
[00:04:45.800 --> 00:04:48.000]  自高自大 就像阿當夏娃
[00:04:48.000 --> 00:04:49.300]  我告訴你了
[00:04:49.300 --> 00:04:50.400]  你說了不可以吃嗎?
[00:04:50.400 --> 00:04:52.000]  我照吃給你看
[00:04:52.000 --> 00:04:54.700]  我以為我吃了可以像你一樣
[00:04:54.700 --> 00:04:58.300]  這樣是當上帝舞蹈
[00:04:58.300 --> 00:05:00.600]  當上帝說過的話不算數
[00:05:00.600 --> 00:05:01.700]  或者你都不一定死
[00:05:01.700 --> 00:05:02.400]  隱憂祂說
[00:05:02.400 --> 00:05:04.300]  你吃了都不一定死
[00:05:04.300 --> 00:05:06.000]  不信上帝的話
[00:05:06.000 --> 00:05:07.500]  干犯了上帝
[00:05:07.500 --> 00:05:08.700]  所以我們是
[00:05:08.700 --> 00:05:10.400]  法人有罪的意思是什麼呢?
[00:05:10.400 --> 00:05:12.200]  得罪上帝
[00:05:12.200 --> 00:05:13.800]  或者用今天的語言
[00:05:13.800 --> 00:05:16.200]  現在政府正在用的方法
[00:05:16.200 --> 00:05:18.600]  藐視法庭
[00:05:18.600 --> 00:05:21.900]  其實我們藐視上帝
[00:05:21.900 --> 00:05:24.800]  但是耶穌死的時候
[00:05:24.800 --> 00:05:25.900]  換來的是
[00:05:25.900 --> 00:05:29.300]  原來上帝可以原諒我們
[00:05:29.300 --> 00:05:32.300]  人和上帝的關係可以恢復
[00:05:32.300 --> 00:05:34.500]  或者Wilson
[00:05:34.500 --> 00:05:37.400]  他為家人付上了代價
[00:05:37.400 --> 00:05:38.500]  當他信耶穌之後
[00:05:38.500 --> 00:05:40.400]  他換來的是什麼呢?
[00:05:40.400 --> 00:05:42.500]  是的 他學習接納自己
[00:05:42.500 --> 00:05:44.300]  有時候真的很難接納
[00:05:44.300 --> 00:05:45.700]  你想想我付上的代價
[00:05:45.700 --> 00:05:48.100]  不見家人十幾年
[00:05:48.100 --> 00:05:51.000]  連爸爸離世
[00:05:51.000 --> 00:05:51.600]  哥哥離世
[00:05:51.600 --> 00:05:54.800]  他都不可以親身跟他說一句對不起
[00:05:54.800 --> 00:05:57.400]  你可以想像那種痛
[00:05:57.400 --> 00:05:59.100]  但如果不是信仰
[00:05:59.100 --> 00:06:00.400]  耶穌幫助我們
[00:06:00.400 --> 00:06:01.200]  學習什麼呢?
[00:06:01.200 --> 00:06:02.600]  和好的關係是
[00:06:02.600 --> 00:06:04.400]  除了上帝接納我們
[00:06:04.400 --> 00:06:06.400]  其實教教信仰帶給我們更大的
[00:06:06.400 --> 00:06:08.600]  是我們學習接納自己
[00:06:08.600 --> 00:06:11.200]  昨晚王祖藍來講見證
[00:06:11.200 --> 00:06:13.300]  我講的特質是什麼呢?
[00:06:13.300 --> 00:06:14.800]  人很有限
[00:06:14.800 --> 00:06:16.600]  我們其實很脆弱
[00:06:16.600 --> 00:06:17.400]  我們那種脆弱
[00:06:17.400 --> 00:06:18.900]  當我們不接納自己的時候
[00:06:18.900 --> 00:06:20.100]  人可以用很多的方法
[00:06:20.100 --> 00:06:22.600]  來了結自己的性命
[00:06:22.600 --> 00:06:24.000]  沒有面子面對
[00:06:24.000 --> 00:06:26.000]  我家裡也有一個這樣的哥哥
[00:06:26.000 --> 00:06:26.700]  不止一個
[00:06:26.700 --> 00:06:28.300]  其實兩個
[00:06:28.300 --> 00:06:30.900]  都很難面對我們
[00:06:30.900 --> 00:06:33.500]  我們都期盼一個哥哥
[00:06:33.500 --> 00:06:34.500]  他還沒有回轉
[00:06:34.500 --> 00:06:35.900]  還好像浪子一樣
[00:06:35.900 --> 00:06:38.300]  他有一天可以有這種勇氣
[00:06:38.300 --> 00:06:39.500]  去接納自己
[00:06:39.500 --> 00:06:41.000]  其實我們都是罪人
[00:06:41.000 --> 00:06:42.300]  當我們接納自己的時候
[00:06:42.300 --> 00:06:43.100]  帶來什麼呢?
[00:06:43.100 --> 00:06:45.800]  耶穌代表我們那份和好的關係
[00:06:45.800 --> 00:06:47.300]  不單止我們和上帝和好
[00:06:47.300 --> 00:06:48.900]  我們和自己都和好
[00:06:48.900 --> 00:06:50.600]  我們還要和誰和好呢?
[00:06:50.600 --> 00:06:54.900]  我們和身邊的家人都可以和好的
[00:06:54.900 --> 00:06:58.800]  這是回到上一節的經文
[00:06:58.800 --> 00:07:00.600]  我們的恩順清儀
[00:07:00.600 --> 00:07:02.600]  就藉著我們的主耶穌
[00:07:02.600 --> 00:07:05.900]  得與神相和
[00:07:05.900 --> 00:07:07.700]  恩順清儀的意思是
[00:07:07.700 --> 00:07:08.600]  我們信耶穌
[00:07:08.600 --> 00:07:11.300]  帶給我們和神恢復關係
[00:07:11.300 --> 00:07:12.900]  帶給我們和人
[00:07:12.900 --> 00:07:15.600]  和自己都恢復關係
[00:07:15.600 --> 00:07:16.800]  不過我們的信仰
[00:07:16.800 --> 00:07:19.200]  不是只停在恢復關係
[00:07:19.200 --> 00:07:21.200]  第三
[00:07:21.200 --> 00:07:22.200]  耶穌死
[00:07:22.200 --> 00:07:24.300]  但是耶穌還有什麼呢?
[00:07:24.300 --> 00:07:25.800]  復活
[00:07:25.800 --> 00:07:26.800]  耶穌的死
[00:07:26.800 --> 00:07:29.500]  耶穌的復活為人帶來了盼望
[00:07:29.500 --> 00:07:32.000]  而Rosen這一次的經歷
[00:07:32.000 --> 00:07:36.200]  他信了一課很深刻的
[00:07:36.200 --> 00:07:39.500]  Rosen在監獄裏信了主
[00:07:39.500 --> 00:07:42.200]  不代表日子好過
[00:07:42.200 --> 00:07:44.000]  在監獄裏信主
[00:07:44.000 --> 00:07:46.000]  可能都面對很多人
[00:07:46.000 --> 00:07:51.200]  笑、玩弄、欺負
[00:07:51.200 --> 00:07:53.100]  也不代表他信了主
[00:07:53.100 --> 00:07:56.200]  馬上可以放監
[00:07:56.200 --> 00:07:57.400]  我們呢?
[00:07:57.400 --> 00:07:58.700]  我們信了主
[00:07:58.700 --> 00:08:00.300]  其實帶來的是什麼呢?
[00:08:00.300 --> 00:08:02.200]  或者我們再看Rosen帶來什麼呢?
[00:08:02.200 --> 00:08:03.600]  我們先讀一段經文
[00:08:03.600 --> 00:08:05.300]  第二節至第五節
[00:08:05.300 --> 00:08:06.400]  聽我讀好嗎?
[00:08:06.400 --> 00:08:08.700]  「我們有藉著他恩信
[00:08:08.700 --> 00:08:12.000]  得進入現在所站的恩典之中」
[00:08:12.000 --> 00:08:13.500]  Rosen剛才強調
[00:08:13.500 --> 00:08:16.100]  「我們恩信站在恩典之中
[00:08:16.100 --> 00:08:19.200]  並且歡歡喜喜盼望神的榮耀
[00:08:19.200 --> 00:08:20.000]  不但如此
[00:08:20.000 --> 00:08:21.600]  就是在患難中
[00:08:21.600 --> 00:08:23.300]  也是歡歡喜喜的
[00:08:23.300 --> 00:08:25.500]  因為知道患難生忍耐
[00:08:25.500 --> 00:08:27.000]  忍耐生老練
[00:08:27.000 --> 00:08:28.500]  老練生盼望
[00:08:28.500 --> 00:08:30.600]  盼望不至於羞恥
[00:08:30.600 --> 00:08:32.500]  因為所賜給我們的聖靈
[00:08:32.500 --> 00:08:35.300]  將神的愛囂貫在我們心裡
[00:08:35.300 --> 00:08:37.000]  原來耶穌帶給我們的
[00:08:37.000 --> 00:08:39.200]  是那種盼望
[00:08:39.200 --> 00:08:41.800]  是那種面對患難的時候
[00:08:41.800 --> 00:08:44.600]  有很多層次的學習
[00:08:44.600 --> 00:08:47.600]  患難生忍耐是說
[00:08:47.600 --> 00:08:49.400]  受苦遭遇試煉的時候
[00:08:49.400 --> 00:08:51.200]  是真的要等待的
[00:08:51.200 --> 00:08:54.300]  所以耶穌不是馬上可以放監的
[00:08:54.300 --> 00:08:56.800]  不是所有的人對自己都很好
[00:08:56.800 --> 00:09:00.200]  不是家人就是這樣去原諒自己的
[00:09:00.200 --> 00:09:02.000]  「忍耐生老練」
[00:09:02.000 --> 00:09:03.800]  就是說越多經歷
[00:09:03.800 --> 00:09:05.600]  越來越忍耐的時候
[00:09:05.600 --> 00:09:07.300]  慢慢我們一個患難
[00:09:07.300 --> 00:09:08.200]  再來一個患難
[00:09:08.200 --> 00:09:09.600]  再來一個患難
[00:09:09.600 --> 00:09:11.000]  我們好像熟習了
[00:09:11.000 --> 00:09:13.100]  不過熟習了不代表我們不會痛
[00:09:13.100 --> 00:09:14.000]  不會哭
[00:09:14.000 --> 00:09:14.800]  不會覺得難
[00:09:14.800 --> 00:09:15.600]  會
[00:09:15.600 --> 00:09:16.900]  但是我們熟習了之後
[00:09:16.900 --> 00:09:17.900]  我們那種老練
[00:09:17.900 --> 00:09:21.300]  是我們可以勝過那些患難
[00:09:21.300 --> 00:09:23.600]  老練是生盼望
[00:09:23.600 --> 00:09:25.800]  就是說在患難裡面
[00:09:25.800 --> 00:09:27.100]  種種的試煉
[00:09:27.100 --> 00:09:28.700]  慢慢我們知道
[00:09:28.700 --> 00:09:30.400]  上帝是有美意的
[00:09:30.400 --> 00:09:31.500]  是很不容易的
[00:09:31.500 --> 00:09:33.300]  不是我還沒經歷患難的時候
[00:09:33.300 --> 00:09:34.800]  我就可以看到結果
[00:09:34.800 --> 00:09:36.800]  我想Roxanne一開始
[00:09:36.800 --> 00:09:38.100]  她要面對坐牢
[00:09:38.100 --> 00:09:39.400]  或者想去耶穌的時候
[00:09:39.400 --> 00:09:40.700]  都有很多的問號
[00:09:40.700 --> 00:09:42.100]  問為什麼
[00:09:42.100 --> 00:09:43.700]  為什麼哥哥有這樣的際遇
[00:09:43.700 --> 00:09:44.900]  為什麼爸爸有這樣的際遇
[00:09:44.900 --> 00:09:46.800]  為什麼自己沒辦法出去
[00:09:46.800 --> 00:09:48.800]  都有很多的問題
[00:09:48.800 --> 00:09:50.400]  但是回望
[00:09:50.400 --> 00:09:53.300]  我想Roxanne可以真的體會
[00:09:53.300 --> 00:09:54.300]  一個的大話
[00:09:54.300 --> 00:09:58.000]  換來的原來上帝對付自己那種的自我
[00:09:58.000 --> 00:10:01.600]  那種的自高、那種的自大
[00:10:01.600 --> 00:10:05.400]  那種的狂傲
[00:10:05.400 --> 00:10:06.500]  患難
[00:10:06.500 --> 00:10:07.100]  新忍耐
[00:10:07.100 --> 00:10:08.100]  忍耐新老練
[00:10:08.100 --> 00:10:09.700]  老練生盼望
[00:10:09.700 --> 00:10:11.700]  盼望不止羞恥
[00:10:11.700 --> 00:10:12.600]  羞恥就是說
[00:10:12.600 --> 00:10:14.200]  這個盼望不是虛幻的
[00:10:14.200 --> 00:10:16.200]  不會落空的
[00:10:16.200 --> 00:10:18.900]  信耶穌的人為什麼可以有這種盼望呢
[00:10:18.900 --> 00:10:20.600]  一方面聖經告訴我們
[00:10:20.600 --> 00:10:22.600]  是聖靈將神的愛
[00:10:22.600 --> 00:10:24.300]  囂冠在我們心裡面
[00:10:24.300 --> 00:10:25.100]  所以信耶穌說
[00:10:25.100 --> 00:10:27.300]  我們有一種與別不同的反應
[00:10:27.300 --> 00:10:28.900]  神的愛在這裡
[00:10:28.900 --> 00:10:30.300]  神的愛在這裡安慰
[00:10:30.300 --> 00:10:31.600]  在這裡鼓勵我們
[00:10:31.600 --> 00:10:33.300]  當然一方面更重要的是
[00:10:33.300 --> 00:10:34.300]  我們所信的耶穌
[00:10:34.300 --> 00:10:36.400]  仍然是那位活著的耶穌
[00:10:36.400 --> 00:10:39.000]  祂不單單為人代罪
[00:10:39.000 --> 00:10:40.900]  祂並且復活
[00:10:40.900 --> 00:10:42.100]  我們說人
[00:10:42.100 --> 00:10:43.800]  除了Roxanne一個活生生見證
[00:10:43.800 --> 00:10:46.200]  可以為家人的緣故頂包
[00:10:46.200 --> 00:10:47.600]  有很多人都為人而死的
[00:10:47.600 --> 00:10:50.100]  昨晚我講這個例子
[00:10:50.100 --> 00:10:53.200]  昨晚我講道的時候都有講
[00:10:53.200 --> 00:10:58.000]  最近石硤尾氣體爆炸
[00:10:58.000 --> 00:11:00.300]  那個人可能是他自己放火
[00:11:00.300 --> 00:11:02.400]  我覺得可能是他自己拿來的
[00:11:02.400 --> 00:11:05.300]  但是那些消防員是無辜的
[00:11:05.300 --> 00:11:06.800]  無辜的
[00:11:06.800 --> 00:11:08.500]  他為了拯救生命
[00:11:08.500 --> 00:11:10.500]  都獻上他們的生命
[00:11:10.500 --> 00:11:16.000]  如果講消防員為人來承擔
[00:11:16.000 --> 00:11:17.600]  那個的代價
[00:11:17.600 --> 00:11:18.800]  死的代價
[00:11:18.800 --> 00:11:20.300]  比比皆是
[00:11:20.300 --> 00:11:23.100]  早一陣子在台灣高雄
[00:11:23.100 --> 00:11:26.700]  也都有消防員為著拯救的緣故
[00:11:26.700 --> 00:11:27.800]  犧牲他們的生命
[00:11:27.800 --> 00:11:30.200]  有消防員殉職的
[00:11:30.200 --> 00:11:31.300]  再想想很多年前
[00:11:31.300 --> 00:11:32.900]  六年多前
[00:11:32.900 --> 00:11:36.200]  旺角嘉禾大廈大火
[00:11:36.200 --> 00:11:38.800]  我們教會一定記得這個例子
[00:11:38.800 --> 00:11:42.300]  有消防員為了救人犧牲了
[00:11:42.300 --> 00:11:43.200]  其中一個很年輕
[00:11:43.200 --> 00:11:46.900]  是我們會友的弟弟
[00:11:46.900 --> 00:11:49.200]  他們很偉大
[00:11:49.200 --> 00:11:52.300]  不過都只是值得我們懷念
[00:11:52.300 --> 00:11:53.500]  但是耶穌
[00:11:53.500 --> 00:11:54.200]  祂的偉大
[00:11:54.200 --> 00:11:55.300]  不只是叫我們懷念
[00:11:55.300 --> 00:11:56.900]  因為祂復活了
[00:11:56.900 --> 00:12:00.500]  祂復活帶給人的就是那種希望
[00:12:00.500 --> 00:12:01.500]  祂仍然活著
[00:12:01.500 --> 00:12:03.200]  不是那位已死的耶穌
[00:12:03.200 --> 00:12:04.600]  只是釘死了十字架
[00:12:04.600 --> 00:12:05.500]  祂仍然活著
[00:12:05.500 --> 00:12:07.800]  所以今天可以活在我們心裡
[00:12:07.800 --> 00:12:09.400]  有一種告訴我們
[00:12:09.400 --> 00:12:10.800]  祂勝過死亡
[00:12:10.800 --> 00:12:12.500]  變成勝過困難
[00:12:12.500 --> 00:12:13.900]  所以今天我們都可以
[00:12:13.900 --> 00:12:15.300]  面對困難的時候
[00:12:15.300 --> 00:12:17.500]  耶穌說幫助我
[00:12:17.500 --> 00:12:19.800]  我們有那種的盼望
[00:12:19.800 --> 00:12:20.800]  而最後
[00:12:20.800 --> 00:12:22.500]  耶穌的死和耶穌的復活
[00:12:22.500 --> 00:12:25.500]  其實都是為了帶來我們那種的盼望
[00:12:25.500 --> 00:12:25.900]  是什麼呢?
[00:12:25.900 --> 00:12:28.300]  我們的生命可以改變的
[00:12:28.300 --> 00:12:30.100]  烏克蘭人在獄中
[00:12:30.100 --> 00:12:30.800]  獄裡面
[00:12:30.800 --> 00:12:32.200]  監獄裡面信主
[00:12:32.200 --> 00:12:36.200]  他生命可以改變
[00:12:36.200 --> 00:12:39.000]  他生命可以改變
[00:12:39.000 --> 00:12:39.700]  以前自我
[00:12:39.700 --> 00:12:41.300]  自高自大
[00:12:41.300 --> 00:12:43.200]  鼻子長在額頭
[00:12:43.200 --> 00:12:44.500]  眼睛也是
[00:12:44.500 --> 00:12:46.500]  眼角很高的
[00:12:46.500 --> 00:12:50.500]  鼻孔是向上的
[00:12:50.500 --> 00:12:52.800]  看不起
[00:12:52.800 --> 00:12:53.800]  但是今天
[00:12:53.800 --> 00:12:55.100]  他才幹沒變
[00:12:55.100 --> 00:12:56.900]  或者更多
[00:12:56.900 --> 00:12:59.300]  神給他很多的恩賜
[00:12:59.300 --> 00:13:00.500]  一個可以讀書很厲害的人
[00:13:00.500 --> 00:13:01.600]  做生意很厲害的人
[00:13:01.600 --> 00:13:03.300]  運動很厲害的人
[00:13:03.300 --> 00:13:04.800]  但是他生命的改變是什麼呢?
[00:13:04.800 --> 00:13:06.100]  不是看不起人
[00:13:06.100 --> 00:13:08.300]  不是覺得自己有財有勢
[00:13:08.300 --> 00:13:10.600]  繼續眼角長在那裡
[00:13:10.600 --> 00:13:11.500]  不是
[00:13:11.500 --> 00:13:13.400]  他生命可以改變
[00:13:13.400 --> 00:13:15.100]  裡面有那種溫柔
[00:13:15.100 --> 00:13:16.900]  裡面有那種謙卑
[00:13:16.900 --> 00:13:17.900]  裡面有那種什麼呢?
[00:13:17.900 --> 00:13:18.900]  是要祝福他人
[00:13:18.900 --> 00:13:20.100]  造就他人
[00:13:20.100 --> 00:13:23.200]  不是自己財雄勢大就行了
[00:13:23.200 --> 00:13:24.800]  今天也有很多很厲害的人
[00:13:24.800 --> 00:13:26.800]  依然是自己財雄勢大
[00:13:26.800 --> 00:13:29.100]  但是我們生命改變是什麼呢?
[00:13:29.100 --> 00:13:31.400]  不是叫我們變成窮人
[00:13:31.400 --> 00:13:32.800]  不是叫我們廢武功
[00:13:32.800 --> 00:13:33.600]  我不懂打籃球
[00:13:33.600 --> 00:13:34.700]  我不懂打
[00:13:34.700 --> 00:13:36.100]  做其他的運動
[00:13:36.100 --> 00:13:37.200]  不是
[00:13:37.200 --> 00:13:38.900]  所以耶穌仍然有我們那些才幹
[00:13:38.900 --> 00:13:40.800]  你有錢依然可以有錢
[00:13:40.800 --> 00:13:43.700]  你做老闆依然可以做老闆
[00:13:43.700 --> 00:13:45.900]  我們做員工就繼續做員工
[00:13:45.900 --> 00:13:46.700]  我們會彈琴的
[00:13:46.700 --> 00:13:48.100]  可以繼續會彈琴
[00:13:48.100 --> 00:13:50.600]  但是我們怎樣運用上帝給我們
[00:13:50.600 --> 00:13:53.300]  有這些特質才是重要
[00:13:53.300 --> 00:13:55.200]  那種生命的態度
[00:13:55.200 --> 00:13:57.000]  是那種生活的態度
[00:13:57.000 --> 00:13:59.000]  我們可以改變
[00:13:59.000 --> 00:14:01.200]  以前可能我們被錢束縛
[00:14:01.200 --> 00:14:02.300]  越賺越多
[00:14:02.300 --> 00:14:04.300]  因為少了是很害怕的
[00:14:04.300 --> 00:14:05.200]  有時候我們真的想想
[00:14:05.200 --> 00:14:06.500]  那些有錢人
[00:14:06.500 --> 00:14:08.900]  一百億身家怎麼花
[00:14:08.900 --> 00:14:11.200]  為什麼他們還要賺這麼多呢?
[00:14:11.200 --> 00:14:13.900]  說要保持世界排名
[00:14:13.900 --> 00:14:16.800]  說要保持自己那種生意額盈利
[00:14:16.800 --> 00:14:21.200]  美其名就是我顧念的小股東
[00:14:21.200 --> 00:14:23.900]  其實這是一種束縛
[00:14:23.900 --> 00:14:25.900]  人永遠只懂得向上爬
[00:14:25.900 --> 00:14:27.200]  不懂得跌下來
[00:14:27.200 --> 00:14:31.500]  都是一種自我自大的束縛
[00:14:31.500 --> 00:14:32.700]  都是罪
[00:14:32.700 --> 00:14:35.600]  大比人的合制
[00:14:35.600 --> 00:14:38.900]  但是人在信主的時候可以帶來什麼呢?
[00:14:38.900 --> 00:14:40.500]  第九至十一節
[00:14:40.500 --> 00:14:42.700]  他說現在我們靠著
[00:14:42.700 --> 00:14:45.100]  耶穌的血可以清怡
[00:14:45.100 --> 00:14:48.400]  就更要藉著祂免去神的憤怒
[00:14:48.400 --> 00:14:49.900]  因為我們做仇敵的時候
[00:14:49.900 --> 00:14:52.000]  且藉著神的兒子的死
[00:14:52.000 --> 00:14:53.200]  得與神和好
[00:14:53.200 --> 00:14:54.500]  剛才提到
[00:14:54.500 --> 00:14:55.400]  既與和好
[00:14:55.400 --> 00:15:00.000]  就更要因祂的生得救
[00:15:00.000 --> 00:15:01.200]  不但如此
[00:15:01.200 --> 00:15:02.900]  我們既藉著我們主耶穌基督
[00:15:02.900 --> 00:15:04.200]  得與神和好
[00:15:04.200 --> 00:15:07.800]  也就藉著祂以神為樂
[00:15:07.800 --> 00:15:08.900]  這裡提到兩方面
[00:15:08.900 --> 00:15:10.700]  我們幾方面
[00:15:10.700 --> 00:15:12.000]  一我們已經與神和好
[00:15:12.000 --> 00:15:12.700]  之前提過了
[00:15:12.700 --> 00:15:13.700]  不重複
[00:15:13.700 --> 00:15:16.800]  再說我們可以藉著耶穌的生
[00:15:16.800 --> 00:15:17.900]  祂降生
[00:15:17.900 --> 00:15:18.500]  祂死
[00:15:18.500 --> 00:15:19.200]  祂復活
[00:15:19.200 --> 00:15:20.400]  我們得救
[00:15:20.400 --> 00:15:21.600]  我們從什麼得救?
[00:15:21.600 --> 00:15:24.800]  是我們從罪裡面得釋放出來
[00:15:24.800 --> 00:15:27.800]  我們從我們的自我裡面得釋放出來
[00:15:27.800 --> 00:15:28.600]  我們會從
[00:15:28.600 --> 00:15:30.300]  有些人是自卑的
[00:15:30.300 --> 00:15:33.800]  自卑也很慘的
[00:15:33.800 --> 00:15:36.500]  我們從自卑裡面得釋放
[00:15:36.500 --> 00:15:40.600]  我們也從很多的患難的困所裡面得釋放
