
[00:00:00.000 --> 00:00:07.000]  在過去的日子 可能大家聽過這個用語
[00:10:00.000 --> 00:10:03.000]  有沒有神與他們同行
[00:10:03.000 --> 00:10:05.000]  有沒有見到神的作為
[00:10:05.000 --> 00:10:07.000]  有沒有經歷到神的幫助
[00:10:07.000 --> 00:10:09.000]  有沒有呢
[00:10:09.000 --> 00:10:11.000]  而這部份肯定不是教會導師
[00:10:11.000 --> 00:10:14.000]  不是傳道同工可以做到的事
[00:10:14.000 --> 00:10:19.000]  這肯定是這班小朋友的父母
[00:10:19.000 --> 00:10:22.000]  作為最重要的一個領袖
[00:10:22.000 --> 00:10:25.000]  一個門訓者去影響小朋友
[00:10:25.000 --> 00:10:27.000]  所以這些很基本的事
[00:10:27.000 --> 00:10:29.000]  但我可以告訴你
[00:10:29.000 --> 00:10:31.000]  我作為父親
[00:10:31.000 --> 00:10:34.000]  我在這些提醒和建立裏面
[00:10:34.000 --> 00:10:36.000]  自己真的做得不夠好
[00:10:36.000 --> 00:10:38.000]  我們知道弟兄姊妹都需要
[00:10:38.000 --> 00:10:41.000]  去面對這些挑戰
[00:10:41.000 --> 00:10:42.000]  父母要以身作則
[00:10:42.000 --> 00:10:44.000]  要和弟兄姊妹祈禱
[00:10:44.000 --> 00:10:45.000]  有時候是做到的
[00:10:45.000 --> 00:10:46.000]  為小朋友祈禱
[00:10:46.000 --> 00:10:48.000]  我們有多少時間為小朋友祈禱呢
[00:10:48.000 --> 00:10:50.000]  與小朋友祈禱我們做得多一點
[00:10:50.000 --> 00:10:51.000]  多一點溝通
[00:10:51.000 --> 00:10:53.000]  因為溝通不是單向的
[00:10:53.000 --> 00:10:54.000]  不是教訓他們
[00:10:54.000 --> 00:10:56.000]  更加重要其實是去聆聽
[00:10:56.000 --> 00:10:59.000]  因為聆聽傳遞出來的愛的能力
[00:10:59.000 --> 00:11:03.000]  比教導更強
[00:11:03.000 --> 00:11:05.000]  讓孩子參與領袖訓練
[00:11:05.000 --> 00:11:08.000]  你信不信他是一個領袖呢
[00:11:08.000 --> 00:11:15.000]  這個在西北小組教會運動其中一個流派
[00:11:15.000 --> 00:11:17.000]  叫G12裏面
[00:11:17.000 --> 00:11:19.000]  很強調一個觀念
[00:11:19.000 --> 00:11:21.000]  就是每一個人
[00:11:21.000 --> 00:11:24.000]  在神的裏面都可以成為領袖
[00:11:24.000 --> 00:11:26.000]  你信不信
[00:11:26.000 --> 00:11:28.000]  每一個人在神的裏面
[00:11:28.000 --> 00:11:29.000]  在基督的裏面
[00:11:29.000 --> 00:11:30.000]  在教會裏面
[00:11:30.000 --> 00:11:34.000]  應該被建立成為一個領袖
[00:11:34.000 --> 00:11:35.000]  你信不信
[00:11:35.000 --> 00:11:38.000]  你的小朋友將來要成為教會的領袖
[00:11:38.000 --> 00:11:42.000]  問題是他需要一個平台去成長
[00:11:42.000 --> 00:11:47.000]  去發揮去建立這種領袖的生命
[00:11:47.000 --> 00:11:49.000]  這是每個父母的心願
[00:11:49.000 --> 00:11:52.000]  讓小朋友成長
[00:11:52.000 --> 00:11:54.000]  結婚生子
[00:11:54.000 --> 00:11:55.000]  有下一代
[00:11:55.000 --> 00:12:01.000]  至少學好做一個家庭裏面的領袖
[00:12:01.000 --> 00:12:06.000]  就是弟兄男士們要學做一家之主
[00:12:06.000 --> 00:12:08.000]  耶穌基督為元首
[00:12:08.000 --> 00:12:10.000]  但是學校基督
[00:12:10.000 --> 00:12:12.000]  在家庭裏面做領袖
[00:12:12.000 --> 00:12:16.000]  這個也不是今天很多基督教的家庭
[00:12:16.000 --> 00:12:19.000]  真的做得很好的地方
[00:12:19.000 --> 00:12:21.000]  所以我們更加要知道一件事
[00:12:21.000 --> 00:12:24.000]  承認自己的不足
[00:12:24.000 --> 00:12:27.000]  願意面對
[00:12:27.000 --> 00:12:36.000]  就需要去了解我們的處境和特性
[00:12:36.000 --> 00:12:40.000]  我們要讓父親的心轉向兒女
[00:12:40.000 --> 00:12:42.000]  這是第一件事
[00:12:42.000 --> 00:12:44.000]  很清楚地告訴我們
[00:12:44.000 --> 00:12:46.000]  我們要明白我們作為父母
[00:12:46.000 --> 00:12:47.000]  特別是父親
[00:12:47.000 --> 00:12:52.000]  我們有那份很基本的命定和呼召
[00:12:52.000 --> 00:12:53.000]  去認識神的心意
[00:12:53.000 --> 00:12:54.000]  認識神的屬性
[00:12:54.000 --> 00:12:56.000]  甚至將神的屬性
[00:12:56.000 --> 00:13:00.000]  彰顯在他自己的教養當中
[00:13:00.000 --> 00:13:05.000]  這是我自己研究的性格類型
[00:13:05.000 --> 00:13:09.000]  其實這是父親和子女之間的互動
[00:13:09.000 --> 00:13:10.000]  角色
[00:13:10.000 --> 00:13:14.000]  按照子女的成長需要調節的地方
[00:13:14.000 --> 00:13:16.000]  原本兩件事沒有什麼關係
[00:13:16.000 --> 00:13:17.000]  我將它們整合之後
[00:13:17.000 --> 00:13:18.000]  作為一種提醒
[00:13:18.000 --> 00:13:20.000]  你的性格傾向無論如何
[00:13:20.000 --> 00:13:22.000]  你的氣質怎樣也好
[00:13:22.000 --> 00:13:25.000]  其實在神給我們作為父親或母親的歷程裏
[00:13:25.000 --> 00:13:30.000]  我們都有強的範疇和弱的範疇
[00:13:30.000 --> 00:13:32.000]  在不同的年紀的時候
[00:13:32.000 --> 00:13:39.000]  我們能否按照年紀和神建立和好和關係
[00:13:39.000 --> 00:13:45.000]  能否和神的恩典和榜樣傳達
[00:13:45.000 --> 00:13:53.000]  能夠將神的屬性傳遞建立的生命是很重要的
[00:13:53.000 --> 00:13:57.000]  而很多父母的失敗
[00:13:57.000 --> 00:14:00.000]  就是他們不能跟著兒女的成長而去成長
[00:14:00.000 --> 00:14:02.000]  去轉變和調節和他們關係的特性
[00:14:02.000 --> 00:14:07.000]  形成很多關係上不健康的對立
[00:14:07.000 --> 00:14:09.000]  甚至成為傷害
[00:14:09.000 --> 00:14:14.000]  所以令到六歲
[00:14:14.000 --> 00:14:19.000]  父母最重要是能夠給予小朋友關愛
[00:14:19.000 --> 00:14:24.000]  所以比較感性型的父母是比較有好處的
[00:14:24.000 --> 00:14:29.000]  我的斷言其實不一定是對的
[00:14:29.000 --> 00:14:31.000]  NF這個氣質的人
[00:14:31.000 --> 00:14:33.000]  如果你有機會做一個性格測驗
[00:14:33.000 --> 00:14:35.000]  你就可能會了解自己是什麼氣質
[00:14:35.000 --> 00:14:38.000]  不然你大概明白小朋友就需要關愛
[00:14:38.000 --> 00:14:40.000]  很多很多的愛
[00:14:40.000 --> 00:14:42.000]  很多很多的體諒和包容
[00:14:42.000 --> 00:14:48.000]  而不是很多很多的規矩要他去適應
[00:14:48.000 --> 00:14:49.000]  規矩他是要學的
[00:14:49.000 --> 00:14:52.000]  因為下一個階段他都要學的
[00:14:52.000 --> 00:14:57.000]  最難的就是父母去轉型的地方
[00:14:57.000 --> 00:15:00.000]  由零到六歲轉到七到十二歲
[00:15:00.000 --> 00:15:02.000]  七到十二歲是要教很多規矩
[00:15:02.000 --> 00:15:06.000]  他需要跟人相處就要認識這個社會很多的規矩
[00:15:06.000 --> 00:15:10.000]  最難的就是由高小轉初中的時候
[00:15:10.000 --> 00:15:12.000]  爸爸媽媽的角色
[00:15:12.000 --> 00:15:17.000]  由一個很強的規矩的指導引導他的人
[00:15:17.000 --> 00:15:20.000]  變成一個比較朋友式
[00:15:20.000 --> 00:15:23.000]  要去欣賞肯定他們現在開始的成長
[00:15:23.000 --> 00:15:28.000]  而讓他們有更多的分享分析
[00:15:28.000 --> 00:15:30.000]  怎樣去處理和解決問題
[00:15:30.000 --> 00:15:32.000]  去尊重他的選擇
[00:15:32.000 --> 00:15:33.000]  這個是很難轉型的
[00:15:33.000 --> 00:15:35.000]  這個時候很多時候做得不好
[00:15:35.000 --> 00:15:39.000]  就會激發小朋友因為要自立而推開父母
[00:15:39.000 --> 00:15:41.000]  那種發展的需要的時候
[00:15:41.000 --> 00:15:46.000]  引致有很多反叛的性情或行為出現
[00:15:46.000 --> 00:15:50.000]  過份壓抑這種需要的時候
[00:15:50.000 --> 00:15:53.000]  就令他成為一個沒有自己性格的小朋友
[00:15:53.000 --> 00:15:55.000]  青年人
[00:15:55.000 --> 00:15:58.000]  如果有一部份就會很大的反抗
[00:15:58.000 --> 00:16:00.000]  如果根據現在的社會氣氛環境
[00:16:00.000 --> 00:16:03.000]  他們多數都會選擇很大的反抗
[00:16:03.000 --> 00:16:06.000]  而造成很大的反叛的行為
[00:16:06.000 --> 00:16:10.000]  令到很多父母擔心失控
[00:16:10.000 --> 00:16:16.000]  去到十八歲之後就祝福他放手
[00:16:16.000 --> 00:16:19.000]  讓他自己去面對這個世界
[00:16:19.000 --> 00:16:22.000]  這些歷程如果在教會裏面
[00:16:22.000 --> 00:16:25.000]  沒有了這些同行的話
[00:16:25.000 --> 00:16:27.000]  很容易出錯
[00:16:27.000 --> 00:16:29.000]  所以為什麼教會我這麼強調
[00:16:29.000 --> 00:16:31.000]  希望是一個家庭的村落呢
[00:16:31.000 --> 00:16:35.000]  因為沒有一個父母是有這些性情的特質
[00:16:35.000 --> 00:16:37.000]  每個人都有些沒有些
[00:16:37.000 --> 00:16:39.000]  每個人都需要在其他人身上
[00:16:39.000 --> 00:16:42.000]  去得到一些提醒和支持
[00:16:42.000 --> 00:16:44.000]  每個人都需要開放自己
[00:16:44.000 --> 00:16:46.000]  我成長那一套
[00:16:46.000 --> 00:16:48.000]  我自己的性格特質那一套
[00:16:48.000 --> 00:16:50.000]  是不足以完全去滿足
[00:16:50.000 --> 00:16:53.000]  我小朋友成長的需要
[00:16:53.000 --> 00:16:57.000]  所以如果我們不釘死我們的自以為好得
[00:16:57.000 --> 00:16:59.000]  通常帶來的
[00:16:59.000 --> 00:17:01.000]  就是給我們的子女
[00:17:01.000 --> 00:17:04.000]  有些不暢順不健康的成長環境
[00:17:04.000 --> 00:17:09.000]  造成一些不必要的不開心的親子的經歷
[00:17:09.000 --> 00:17:14.000]  和一些成長價值的偏執
[00:17:14.000 --> 00:17:23.000]  所以教會要成為一個家庭的村落
[00:17:23.000 --> 00:17:26.000]  父母成年人
[00:17:26.000 --> 00:17:31.000]  要更多的學習彼此的支援教養
[00:17:31.000 --> 00:17:33.000]  不要說牧羊
[00:17:33.000 --> 00:17:36.000]  而我們中國人有一個信念
[00:17:36.000 --> 00:17:39.000]  就是幼不幼而及人之幼
[00:17:39.000 --> 00:17:41.000]  老不老而及人之老
[00:17:41.000 --> 00:17:43.000]  我們在教養的過程裏
[00:17:43.000 --> 00:17:46.000]  其實我們要多些找夥伴去互相支援
[00:17:46.000 --> 00:17:49.000]  甚至在生活裏的需要
[00:17:49.000 --> 00:17:51.000]  都能夠得到支持
[00:17:51.000 --> 00:17:53.000]  所以代代相連這些精神
[00:17:53.000 --> 00:17:56.000]  或者這些基本的操練
[00:17:56.000 --> 00:17:59.000]  是需要慢慢引入去提醒
[00:17:59.000 --> 00:18:03.000]  特別教會今日我們都傾向分靈牧羊
[00:18:03.000 --> 00:18:06.000]  不同年紀的人好像分隔開了
[00:18:06.000 --> 00:18:08.000]  在教會的生活裏
[00:18:08.000 --> 00:18:11.000]  不是自然地就會出現一些交接
[00:18:11.000 --> 00:18:14.000]  和互相去認識
[00:18:14.000 --> 00:18:16.000]  深化關係信任的東西
[00:18:16.000 --> 00:18:18.000]  有時在這些不同年紀群裏
[00:18:18.000 --> 00:18:20.000]  會出現了一些隔閡
[00:18:20.000 --> 00:18:24.000]  所以在我過往牧羊的生涯裏
[00:18:24.000 --> 00:18:27.000]  因為我們用了很多分靈牧羊的觀念
[00:18:27.000 --> 00:18:29.000]  很快地被提醒
[00:18:29.000 --> 00:18:34.000]  我們需要做很多代代相連的一些小活動
[00:18:34.000 --> 00:18:37.000]  去促進年齡群之間的支援
[00:18:37.000 --> 00:18:39.000]  所以我們教會有些什麼呢
[00:18:39.000 --> 00:18:41.000]  拍拖守望
[00:18:41.000 --> 00:18:43.000]  不知道這裏有沒有
[00:18:43.000 --> 00:18:44.000]  你們有沒有做過
[00:18:44.000 --> 00:18:47.000]  我們有婚姻適應的守望
[00:18:47.000 --> 00:18:50.000]  我們需要有新父母的守望
[00:18:50.000 --> 00:18:51.000]  不知道大家知不知道
[00:18:51.000 --> 00:18:53.000]  如果你選擇生孩子的時候
[00:18:53.000 --> 00:18:58.000]  選擇一個不太理想的照顧模式的話
[00:18:58.000 --> 00:19:00.000]  可以令小朋友建立了一些
[00:19:00.000 --> 00:19:02.000]  不太開心的早期經驗
[00:19:02.000 --> 00:19:05.000]  令他的性格有些偏差
[00:19:05.000 --> 00:19:11.000]  你需要花很多時間去修訂這種偏差
[00:19:11.000 --> 00:19:14.000]  所以如果能夠早一點的時候
[00:19:14.000 --> 00:19:17.000]  當我們進入一個新的所謂成長階段的時候
[00:19:17.000 --> 00:19:19.000]  能夠有些成熟的弟兄姊妹
[00:19:19.000 --> 00:19:21.000]  跟我們分享他們過往的歷程
[00:19:21.000 --> 00:19:24.000]  就減少他們選擇錯誤的機會
[00:19:24.000 --> 00:19:29.000]  令他們照顧小朋友的成長能夠更加健康
[00:19:29.000 --> 00:19:32.000]  所以這個是我們的心意
[00:19:32.000 --> 00:19:35.000]  我們回到年青人的問題
[00:19:35.000 --> 00:19:40.000]  年青信徒流失十大原因
[00:19:40.000 --> 00:19:41.000]  沒有印給大家
[00:19:41.000 --> 00:19:43.000]  不過有興趣的可以問我
[00:19:43.000 --> 00:19:53.000]  加拿大一位弟兄是做家庭治療的總監
[00:19:53.000 --> 00:19:56.000]  他整理了用來祝福橫教會
[00:19:56.000 --> 00:19:58.000]  甚至幫助教會直堂
[00:19:58.000 --> 00:20:03.000]  都用這些輔導的課程去接觸這個社區
[00:20:03.000 --> 00:20:06.000]  他的研究他整理了很多資料提醒我們
[00:20:06.000 --> 00:20:10.000]  因為年青人缺乏參與和投入的機會
[00:20:10.000 --> 00:20:12.000]  或者大眾傳媒的不良影響
[00:20:12.000 --> 00:20:14.000]  你看到現在我們的社會氣氛
[00:20:14.000 --> 00:20:16.000]  透過大眾傳媒的勾畫
[00:20:16.000 --> 00:20:19.000]  令到我們對掌權者在上者
[00:20:19.000 --> 00:20:22.000]  有很多不健康的反應
[00:20:22.000 --> 00:20:26.000]  跟父母的關係自然有很多的不妥善
[00:20:26.000 --> 00:20:29.000]  因為我們在那個歷程裏面
[00:20:29.000 --> 00:20:33.000]  父母可能爸爸的參與太少
[00:20:33.000 --> 00:20:36.000]  這個是今天整個歐美
[00:20:36.000 --> 00:20:38.000]  以至香港都面對的問題
[00:20:38.000 --> 00:20:45.000]  父親參與小朋友早期不太好的時候
[00:20:45.000 --> 00:20:50.000]  是會引致小朋友跟媽媽的關係過度緊密
[00:20:50.000 --> 00:20:53.000]  而產生很多不良的後果
[00:20:53.000 --> 00:20:59.000]  美國都經常說父親缺席的文化問題
[00:20:59.000 --> 00:21:01.000]  或者蔡元文醫生都寫了一本書
[00:21:01.000 --> 00:21:03.000]  從未遇上的父親
[00:21:03.000 --> 00:21:05.000]  都成為我自己的成長
[00:21:05.000 --> 00:21:08.000]  一個自我醫治的很重要的藍本
[00:21:08.000 --> 00:21:11.000]  去學習用信仰的資源去調整自己
[00:21:11.000 --> 00:21:13.000]  自卑和不健康的自我形象
[00:21:13.000 --> 00:21:14.000]  昨天我開小組的時候
[00:21:14.000 --> 00:21:16.000]  有一位姐妹是做補習老師
[00:21:16.000 --> 00:21:18.000]  她描述到她的小朋友
[00:21:18.000 --> 00:21:22.000]  她教的中學生的形態
[00:21:22.000 --> 00:21:25.000]  聽不用很多句已經感覺到
[00:21:25.000 --> 00:21:27.000]  是父母不懂得欣賞他
[00:21:27.000 --> 00:21:28.000]  不懂得鼓勵他
[00:21:28.000 --> 00:21:31.000]  不斷批評他的成績學能
[00:21:31.000 --> 00:21:32.000]  其實他未必是很差的
[00:21:32.000 --> 00:21:36.000]  在這麼多父母的要求而不達標的評語裡面
[00:21:36.000 --> 00:21:38.000]  他建立了自卑
[00:21:38.000 --> 00:21:41.000]  沒有了自我動機去成長
[00:21:41.000 --> 00:21:42.000]  要踢一踢就動一動
[00:21:42.000 --> 00:21:44.000]  我小時候都經常被媽媽這樣說我
[00:21:44.000 --> 00:21:46.000]  踢一踢就動一動
[00:21:46.000 --> 00:21:47.000]  不踢就不動
[00:21:47.000 --> 00:21:48.000]  我們這麼多宅男
[00:21:48.000 --> 00:21:49.000]  我是其中一件
[00:21:49.000 --> 00:21:53.000]  靠著神的恩典可以突破成長
[00:21:53.000 --> 00:21:55.000]  跟青年牧師的關係
[00:21:55.000 --> 00:21:57.000]  青年牧者的關係不好
[00:21:57.000 --> 00:22:00.000]  因為青年牧者都是一樣
[00:22:00.000 --> 00:22:02.000]  青年牧師的成長有沒有處理得好
[00:22:02.000 --> 00:22:05.000]  有沒有好的mentor去建立他
[00:22:05.000 --> 00:22:06.000]  如果不是的話
[00:22:06.000 --> 00:22:07.000]  他只是在工作的話
[00:22:07.000 --> 00:22:10.000]  可能會產生很多關係上的困難
[00:22:10.000 --> 00:22:12.000]  同輩的壓力
