
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹,新年快樂
[00:04:05.000 --> 00:04:07.000]  營養師當然是跟那些
[00:04:07.000 --> 00:04:09.000]  要不就吃得很肥
[00:04:09.000 --> 00:04:12.000]  要不就不吃東西的人來聊天
[00:04:12.000 --> 00:04:15.000]  營養師說的話是沒有錯的
[00:04:15.000 --> 00:04:17.000]  不過營養師所說的話
[00:04:17.000 --> 00:04:20.000]  就好像奧斯卡金像獎那些片子一樣
[00:04:20.000 --> 00:04:23.000]  叫好不叫座
[00:04:23.000 --> 00:04:25.000]  很多時候我們都知道
[00:04:25.000 --> 00:04:27.000]  太肥是不好的
[00:04:27.000 --> 00:04:28.000]  對不對?
[00:04:28.000 --> 00:04:31.000]  減都減不了
[00:04:31.000 --> 00:04:33.000]  怎樣才可以減肥
[00:04:33.000 --> 00:04:36.000]  怎樣才可以追求健康呢?
[00:04:36.000 --> 00:04:39.000]  就除非有一個很強大的目標
[00:04:39.000 --> 00:04:40.000]  你想達至
[00:04:40.000 --> 00:04:44.000]  否則你不會改你的習慣
[00:04:44.000 --> 00:04:47.000]  我媽媽吸煙幾十年
[00:04:47.000 --> 00:04:49.000]  勸她都不肯戒
[00:04:49.000 --> 00:04:51.000]  我只要跟她說
[00:04:51.000 --> 00:04:54.000]  吸煙不准抱孫
[00:04:54.000 --> 00:04:56.000]  這樣就戒了
[00:04:56.000 --> 00:04:58.000]  因為有強大的目標
[00:04:58.000 --> 00:05:01.000]  她要去改變她的習慣
[00:05:01.000 --> 00:05:04.000]  同樣教會都一樣
[00:05:04.000 --> 00:05:06.000]  除非你有強大的目標
[00:05:06.000 --> 00:05:09.000]  否則你不會改變你現時的生活方式
[00:05:09.000 --> 00:05:12.000]  誰願意給你改變呢?
[00:05:12.000 --> 00:05:16.000]  誰願意被人改變呢?
[00:05:16.000 --> 00:05:18.000]  我想問一下大家
[00:05:18.000 --> 00:05:19.000]  你的父母現在在哪裏?
[00:05:19.000 --> 00:05:22.000]  有沒有坐在教會?
[00:05:22.000 --> 00:05:24.000]  你的兄弟姐妹在哪裏?
[00:05:24.000 --> 00:05:26.000]  有沒有坐在教會裏?
[00:05:26.000 --> 00:05:28.000]  你的兒女在哪裏?
[00:05:28.000 --> 00:05:32.000]  有沒有回教會?
[00:05:32.000 --> 00:05:35.000]  如果你想他們回來
[00:05:35.000 --> 00:05:38.000]  教會必須要健康
[00:05:38.000 --> 00:05:40.000]  教會必須具有一種吸引力
[00:05:40.000 --> 00:05:44.000]  令他們不回來都不行
[00:05:44.000 --> 00:05:48.000]  健康的教會是最吸引人的
[00:05:48.000 --> 00:05:50.000]  過去的傳導人
[00:05:50.000 --> 00:05:53.000]  以受苦作為他的形象
[00:05:53.000 --> 00:05:55.000]  但今天的傳導人
[00:05:55.000 --> 00:05:57.000]  是要精神飽滿
[00:05:57.000 --> 00:05:59.000]  是要活力充沛
[00:05:59.000 --> 00:06:01.000]  是要常常喜樂
[00:06:01.000 --> 00:06:04.000]  走出來有自信的
[00:06:04.000 --> 00:06:07.000]  這樣才是一個健康的傳導人
[00:06:07.000 --> 00:06:09.000]  一個健康的教會
[00:06:09.000 --> 00:06:10.000]  同樣地
[00:06:10.000 --> 00:06:13.000]  不是被五花八門的活動
[00:06:13.000 --> 00:06:16.000]  各種的節目去充斥著
[00:06:16.000 --> 00:06:19.000]  而是教會有目標
[00:06:19.000 --> 00:06:20.000]  有焦點
[00:06:20.000 --> 00:06:22.000]  有方向去發展
[00:06:22.000 --> 00:06:26.000]  有一個文士問耶穌
[00:06:26.000 --> 00:06:28.000]  那麼多條誡命裏面
[00:06:28.000 --> 00:06:30.000]  哪條最重要?
[00:06:30.000 --> 00:06:31.000]  其實那麼多條誡命
[00:06:31.000 --> 00:06:32.000]  即是多少條?
[00:06:32.000 --> 00:06:34.000]  有613條
[00:06:34.000 --> 00:06:36.000]  那些文士、法利卓人都很厲害
[00:06:36.000 --> 00:06:38.000]  定613條的誡命出來
[00:06:38.000 --> 00:06:40.000]  怎麼記?
[00:06:40.000 --> 00:06:42.000]  究竟有沒有最重要的?
[00:06:42.000 --> 00:06:44.000]  耶穌就答得很簡單
[00:06:44.000 --> 00:06:46.000]  所以說耶穌是一個簡易
[00:06:46.000 --> 00:06:48.000]  是一個簡約的高手
[00:06:48.000 --> 00:06:50.000]  他說第一要謹記
[00:06:50.000 --> 00:06:52.000]  就是要盡心、盡性、盡義、盡力
[00:06:52.000 --> 00:06:53.000]  愛主你的神
[00:06:53.000 --> 00:06:54.000]  其次呢
[00:06:54.000 --> 00:06:56.000]  愛人如己
[00:06:56.000 --> 00:06:57.000]  言下之意
[00:06:57.000 --> 00:06:59.000]  如果你要實踐上帝的誡命的話
[00:06:59.000 --> 00:07:01.000]  你只要做三件事
[00:07:01.000 --> 00:07:02.000]  第一
[00:07:02.000 --> 00:07:03.000]  愛神
[00:07:03.000 --> 00:07:04.000]  第二
[00:07:04.000 --> 00:07:05.000]  愛人
[00:07:05.000 --> 00:07:06.000]  第三
[00:07:06.000 --> 00:07:08.000]  愛本身的意思就是服事
[00:07:08.000 --> 00:07:09.000]  就是服事
[00:07:09.000 --> 00:07:11.000]  教會要做些什麼?
[00:07:11.000 --> 00:07:12.000]  做三件事
[00:07:12.000 --> 00:07:14.000]  記不記得?
[00:07:14.000 --> 00:07:15.000]  愛神
[00:07:15.000 --> 00:07:16.000]  愛人
[00:07:16.000 --> 00:07:17.000]  服事
[00:07:17.000 --> 00:07:19.000]  當教會知道
[00:07:19.000 --> 00:07:22.000]  集中焦點做愛神、愛人、服事這三件事的時候
[00:07:22.000 --> 00:07:24.000]  凡是和這三個目標
[00:07:24.000 --> 00:07:26.000]  相違背或者離開的話
[00:07:26.000 --> 00:07:29.000]  所有的活動全部停擺
[00:07:29.000 --> 00:07:31.000]  做不做得到?
[00:07:31.000 --> 00:07:33.000]  以前呢
[00:07:33.000 --> 00:07:35.000]  我是158磅
[00:07:35.000 --> 00:07:36.000]  現在138磅
[00:07:36.000 --> 00:07:38.000]  減了20磅
[00:07:38.000 --> 00:07:40.000]  以前我是吃雞必吃皮
[00:07:40.000 --> 00:07:41.000]  吃肉必吃肥
[00:07:41.000 --> 00:07:43.000]  離開疾病沒有距離
[00:07:43.000 --> 00:07:47.000]  但我要愛我家人
[00:07:47.000 --> 00:07:49.000]  我要照顧我的兒女
[00:07:49.000 --> 00:07:50.000]  我怎麼可以這樣吃呢?
[00:07:50.000 --> 00:07:51.000]  所以成為了我強大的力量
[00:07:51.000 --> 00:07:53.000]  我要追求健康
[00:07:53.000 --> 00:07:54.000]  我想說
[00:07:54.000 --> 00:07:56.000]  我們追求的是健康
[00:07:56.000 --> 00:07:58.000]  教會要追求的是健康
[00:07:58.000 --> 00:08:00.000]  而不是增長
[00:08:00.000 --> 00:08:02.000]  我也很想高一點
[00:08:02.000 --> 00:08:04.000]  好像主席一樣高大威風
[00:08:04.000 --> 00:08:07.000]  但上帝要給我短小精幹
[00:08:07.000 --> 00:08:08.000]  我沒有辦法
[00:08:08.000 --> 00:08:09.000]  你走過去見到我
[00:08:09.000 --> 00:08:11.000]  短到闊風
[00:08:11.000 --> 00:08:13.000]  不要緊的
[00:08:13.000 --> 00:08:15.000]  高矮肥瘦
[00:08:15.000 --> 00:08:17.000]  高矮不到我們自己決定
[00:08:17.000 --> 00:08:19.000]  但肥瘦呢
[00:08:19.000 --> 00:08:20.000]  健康呢
[00:08:20.000 --> 00:08:21.000]  我們可以決定
[00:08:21.000 --> 00:08:24.000]  教會增不增長
[00:08:24.000 --> 00:08:25.000]  是上帝的事
[00:08:25.000 --> 00:08:26.000]  不到我們決定
[00:08:26.000 --> 00:08:28.000]  但教會健不健康
[00:08:28.000 --> 00:08:30.000]  我們每個人都要負責任
[00:08:30.000 --> 00:08:34.000]  就等於你為你的身體健康負責任一樣
[00:08:34.000 --> 00:08:38.000]  耶穌是怎麼說呢
[00:08:38.000 --> 00:08:41.000]  介紹在祂裡面的生活是怎麼樣呢
[00:08:41.000 --> 00:08:42.000]  祂這樣介紹
[00:08:42.000 --> 00:08:45.000]  祂說凡勞苦擔重擔的人
[00:08:45.000 --> 00:08:47.000]  可以到我這裡來
[00:08:47.000 --> 00:08:49.000]  我要使你得安息
[00:08:49.000 --> 00:08:51.000]  你們要負我的額
[00:08:51.000 --> 00:08:52.000]  學我讓息
[00:08:52.000 --> 00:08:54.000]  這樣你們就得安息
[00:08:54.000 --> 00:08:56.000]  因為我的額是容易的
[00:08:56.000 --> 00:08:59.000]  我的擔子是輕散的
[00:09:00.000 --> 00:09:01.000]  請問在我當中
[00:09:01.000 --> 00:09:02.000]  無論做執事
[00:09:02.000 --> 00:09:03.000]  做直理
[00:09:03.000 --> 00:09:04.000]  做部長部員
[00:09:04.000 --> 00:09:05.000]  或者教主學的
[00:09:05.000 --> 00:09:07.000]  或者導師的
[00:09:07.000 --> 00:09:09.000]  在教會生活裡面
[00:09:09.000 --> 00:09:11.000]  你覺得輕散嗎
[00:09:11.000 --> 00:09:14.000]  還是覺得沉重呢
[00:09:14.000 --> 00:09:18.000]  五花八門的活動裡面
[00:09:18.000 --> 00:09:21.000]  你感覺到輕散還是沉重呢
[00:09:21.000 --> 00:09:23.000]  耶穌基督應許
[00:09:23.000 --> 00:09:26.000]  凡跟從祂的人都會輕散
[00:09:26.000 --> 00:09:28.000]  但教會呢
[00:09:28.000 --> 00:09:30.000]  我們可不可以答應
[00:09:30.000 --> 00:09:31.000]  那些回來教會的人
[00:09:31.000 --> 00:09:33.000]  他在主裡面得著力量
[00:09:33.000 --> 00:09:34.000]  而且是輕散的
[00:09:34.000 --> 00:09:37.000]  他不單止在這裡得到力量輕散
[00:09:37.000 --> 00:09:40.000]  他還可以背負上帝的十字架
[00:09:40.000 --> 00:09:42.000]  在這個末世的時候為主做見證
[00:09:42.000 --> 00:09:45.000]  如果我們聚焦的話
[00:09:45.000 --> 00:09:47.000]  我們一定可以做得到
[00:09:47.000 --> 00:09:50.000]  這本書簡約教會
[00:09:50.000 --> 00:09:51.000]  是講到作者
[00:09:51.000 --> 00:09:54.000]  去研究世界各地四百間教會
[00:09:54.000 --> 00:09:55.000]  他得出一個結論
[00:09:55.000 --> 00:09:58.000]  究竟一個復興的教會
[00:09:58.000 --> 00:10:00.000]  和一個外濟不前的教會
[00:10:00.000 --> 00:10:02.000]  他們有什麼特色
[00:10:02.000 --> 00:10:04.000]  在訪問當中
[00:10:04.000 --> 00:10:06.000]  他訪問一間教會
[00:10:06.000 --> 00:10:07.000]  這個教會的典型
[00:10:07.000 --> 00:10:09.000]  叫做第一教會
[00:10:09.000 --> 00:10:11.000]  這間教會已經有四十年的歷史
[00:10:11.000 --> 00:10:12.000]  在宗派中
[00:10:12.000 --> 00:10:15.000]  它是一個保守而穩健的教會
[00:10:15.000 --> 00:10:17.000]  這間教會所辦的活動
[00:10:17.000 --> 00:10:18.000]  是非常之出色
[00:10:18.000 --> 00:10:20.000]  尤其是聖誕活動
[00:10:20.000 --> 00:10:23.000]  成為了其他教會參考的模式
[00:10:24.000 --> 00:10:26.000]  不錯吧
[00:10:26.000 --> 00:10:28.000]  他們所聘請的教務
[00:10:28.000 --> 00:10:30.000]  個個都有知名度
[00:10:30.000 --> 00:10:33.000]  凡是他們在大型的聚會
[00:10:33.000 --> 00:10:36.000]  他們的教務都會成為了講員
[00:10:36.000 --> 00:10:38.000]  而且這一班的教務
[00:10:38.000 --> 00:10:39.000]  各有抱負
[00:10:39.000 --> 00:10:41.000]  獨當一面
[00:10:41.000 --> 00:10:43.000]  只可惜
[00:10:43.000 --> 00:10:46.000]  雖然有一些這麼有力量的牧者
[00:10:46.000 --> 00:10:47.000]  走在一起
[00:10:47.000 --> 00:10:49.000]  不過過去五年來
[00:10:49.000 --> 00:10:52.000]  這間教會停滯不前
[00:10:53.000 --> 00:10:55.000]  有人事的改變
[00:10:55.000 --> 00:10:57.000]  但不至於帶來太大的混亂
[00:10:57.000 --> 00:10:59.000]  會眾之間有一些糾紛
[00:10:59.000 --> 00:11:01.000]  但卻不至於分裂
[00:11:01.000 --> 00:11:03.000]  但大家都知道
[00:11:03.000 --> 00:11:05.000]  如果再有事發生的話
[00:11:05.000 --> 00:11:07.000]  可能教會會出現危機
[00:11:07.000 --> 00:11:09.000]  相看一間教會
[00:11:09.000 --> 00:11:10.000]  這間叫十教教會
[00:11:10.000 --> 00:11:12.000]  是一間年輕的教會
[00:11:12.000 --> 00:11:15.000]  成立了只不過十幾年
[00:11:15.000 --> 00:11:17.000]  那些的教務和童工
[00:11:17.000 --> 00:11:19.000]  都是在神學院裏剛畢業的人
[00:11:19.000 --> 00:11:21.000]  沒有甚麼知名度可言
[00:11:22.000 --> 00:11:24.000]  不過他們願意謙卑
[00:11:24.000 --> 00:11:25.000]  願意合作
[00:11:25.000 --> 00:11:28.000]  願意為目標來奮鬥
[00:11:28.000 --> 00:11:32.000]  而參加這間教會的新來賓
[00:11:32.000 --> 00:11:34.000]  都願意停下來
[00:11:34.000 --> 00:11:35.000]  在這裏成長
[00:11:35.000 --> 00:11:38.000]  在這裏奉獻給基督
[00:11:38.000 --> 00:11:42.000]  過去這間教會
[00:11:42.000 --> 00:11:45.000]  在五年裏蓬勃地發展
[00:11:45.000 --> 00:11:48.000]  和外製教會的發展成為了相對
[00:11:50.000 --> 00:11:52.000]  看一看外製教會
[00:11:52.000 --> 00:11:53.000]  他們有甚麼特色
[00:11:53.000 --> 00:11:54.000]  看一看他們的宣言
[00:11:54.000 --> 00:11:56.000]  從他們的文件
[00:11:56.000 --> 00:11:57.000]  公佈年刊
[00:11:57.000 --> 00:11:59.000]  或者一些童工的守則
[00:11:59.000 --> 00:12:00.000]  財政預算
[00:12:00.000 --> 00:12:01.000]  或者宣傳的單張
[00:12:01.000 --> 00:12:03.000]  看到這些教會
[00:12:03.000 --> 00:12:05.000]  有甚麼特質在呢
[00:12:05.000 --> 00:12:09.000]  就是目標不清晰
[00:12:09.000 --> 00:12:12.000]  每一個部門有自己的宣言
[00:12:12.000 --> 00:12:15.000]  每一個部門有自己的目標
[00:12:15.000 --> 00:12:18.000]  而且每一個宣言和目標
[00:12:18.000 --> 00:12:19.000]  都是長篇大論的
[00:12:20.000 --> 00:12:22.000]  你沒有辦法找到
[00:12:22.000 --> 00:12:24.000]  部門與部門之間的宣言
[00:12:24.000 --> 00:12:25.000]  有甚麼關係
[00:12:25.000 --> 00:12:28.000]  你找不到活動與活動之間
[00:12:28.000 --> 00:12:29.000]  有甚麼相連
[00:12:29.000 --> 00:12:32.000]  每一個部門都為自己的宣言
[00:12:32.000 --> 00:12:34.000]  和那年的目標來努力
[00:12:34.000 --> 00:12:38.000]  但整體教會的目標卻忽視
[00:12:38.000 --> 00:12:41.000]  雖然教會有宣言
[00:12:41.000 --> 00:12:43.000]  譬如說
[00:12:43.000 --> 00:12:46.000]  向下紮根向上結果
[00:12:47.000 --> 00:12:50.000]  但甚麼叫做向下紮根向上結果
[00:12:50.000 --> 00:12:52.000]  卻沒有清楚的指示
[00:12:52.000 --> 00:12:55.000]  怎樣才叫做向下紮根
[00:12:55.000 --> 00:12:57.000]  怎樣才叫做向上結果
[00:12:57.000 --> 00:12:58.000]  說不清楚
[00:12:58.000 --> 00:13:01.000]  相對於一間年輕的教會
[00:13:01.000 --> 00:13:03.000]  目標清晰
[00:13:03.000 --> 00:13:06.000]  他們的目標只有三樣東西
[00:13:06.000 --> 00:13:07.000]  第一是愛神
[00:13:07.000 --> 00:13:09.000]  第二是愛人
[00:13:09.000 --> 00:13:10.000]  第三就是服侍
[00:13:10.000 --> 00:13:12.000]  你要留意
[00:13:12.000 --> 00:13:14.000]  他們的目標同樣都是流程
[00:13:15.000 --> 00:13:17.000]  甚麼意思
[00:13:17.000 --> 00:13:19.000]  他說教會第一件事要做的
[00:13:19.000 --> 00:13:20.000]  就是要愛神
[00:13:20.000 --> 00:13:22.000]  教會不能夠愛神的話
[00:13:22.000 --> 00:13:24.000]  根本做不到愛人的事
[00:13:24.000 --> 00:13:26.000]  很清楚
[00:13:26.000 --> 00:13:27.000]  第二
[00:13:27.000 --> 00:13:29.000]  教會必須要愛人
[00:13:29.000 --> 00:13:30.000]  因為神愛你的時候
[00:13:30.000 --> 00:13:32.000]  這份愛自然會流露出來
[00:13:32.000 --> 00:13:34.000]  於是你願意去愛人
[00:13:34.000 --> 00:13:36.000]  第三
[00:13:36.000 --> 00:13:38.000]  當你愛神愛人的時候
[00:13:38.000 --> 00:13:39.000]  跟著他的表現
[00:13:39.000 --> 00:13:41.000]  就會你甘願為主去服侍
[00:13:41.000 --> 00:13:44.000]  放下你自己毀身於上帝的使命
[00:13:45.000 --> 00:13:46.000]  所以
[00:13:46.000 --> 00:13:48.000]  他既是目標愛神愛人服侍
[00:13:48.000 --> 00:13:50.000]  但同樣也是一個流程
[00:13:50.000 --> 00:13:52.000]  是一個程序
[00:13:52.000 --> 00:13:54.000]  我要回元朗
[00:13:54.000 --> 00:13:56.000]  我自己的家
[00:13:56.000 --> 00:13:58.000]  有一個流程在這裡
[00:13:58.000 --> 00:14:00.000]  離開這間教會的大門
[00:14:00.000 --> 00:14:02.000]  然後去搭輕鐵
[00:14:02.000 --> 00:14:04.000]  然後去到錦上路的時候
[00:14:04.000 --> 00:14:05.000]  我拿回自己的車
[00:14:05.000 --> 00:14:06.000]  然後開車回家
[00:14:06.000 --> 00:14:08.000]  有沒有流程
[00:14:08.000 --> 00:14:10.000]  有流程在這裡
[00:14:10.000 --> 00:14:12.000]  今天教會說要發展
[00:14:12.000 --> 00:14:13.000]  要令多人歸主
[00:14:13.000 --> 00:14:16.000]  除了這個口號之外
[00:14:16.000 --> 00:14:18.000]  我們有什麼流程去達至呢
[00:14:18.000 --> 00:14:21.000]  有什麼很清楚可以去達至呢
[00:14:21.000 --> 00:14:23.000]  我們這些流程和目標
[00:14:23.000 --> 00:14:25.000]  除了當事者
[00:14:25.000 --> 00:14:27.000]  或者去負責的部長
[00:14:27.000 --> 00:14:28.000]  部員知道之外
[00:14:28.000 --> 00:14:30.000]  會眾知不知道呢
[00:14:30.000 --> 00:14:32.000]  有沒有一起去配搭呢
[00:14:32.000 --> 00:14:35.000]  年輕的教會說得很清楚
[00:14:35.000 --> 00:14:38.000]  如果你訪問這間教會的信徒
[00:14:38.000 --> 00:14:39.000]  你要問他
[00:14:39.000 --> 00:14:40.000]  你說愛神
[00:14:40.000 --> 00:14:41.000]  你在哪裡學習愛神
[00:14:41.000 --> 00:14:43.000]  他們會回答
[00:14:43.000 --> 00:14:45.000]  我們在崇拜裡面學習愛神
[00:14:45.000 --> 00:14:47.000]  那你在哪裡學習愛人呢
[00:14:47.000 --> 00:14:50.000]  我在團契裡面學習愛人
[00:14:50.000 --> 00:14:52.000]  你怎樣去學習服侍呢
[00:14:52.000 --> 00:14:53.000]  我實踐
[00:14:53.000 --> 00:14:55.000]  當我去參加一些栽培班的時候
[00:14:55.000 --> 00:14:57.000]  主日學的時候
[00:14:57.000 --> 00:14:58.000]  然後我被訓練之後
[00:14:58.000 --> 00:15:01.000]  我就開始接受差遣
[00:15:01.000 --> 00:15:03.000]  在我的家
[00:15:03.000 --> 00:15:04.000]  在學校
[00:15:04.000 --> 00:15:06.000]  在我的社區服侍
[00:15:06.000 --> 00:15:08.000]  清楚有流程
[00:15:08.000 --> 00:15:10.000]  清楚有目標
[00:15:11.000 --> 00:15:13.000]  當訪問這間外祭不前
[00:15:13.000 --> 00:15:16.000]  但有很多出名的傳道人的教會
[00:15:16.000 --> 00:15:17.000]  問一問他主任牧師
[00:15:17.000 --> 00:15:19.000]  究竟你侍奉的時候
[00:15:19.000 --> 00:15:20.000]  你的感覺是怎樣
[00:15:20.000 --> 00:15:22.000]  他這樣說
[00:15:22.000 --> 00:15:24.000]  我很掙扎
[00:15:24.000 --> 00:15:26.000]  也都很沮喪
[00:15:26.000 --> 00:15:28.000]  教會活動很多
[00:15:28.000 --> 00:15:31.000]  不過教會活動是各自為政
[00:15:31.000 --> 00:15:33.000]  方向分歧
[00:15:33.000 --> 00:15:35.000]  不過我不忍心潑他們冷水
[00:15:35.000 --> 00:15:38.000]  我都沒有講出這個真相
[00:15:39.000 --> 00:15:42.000]  於是每一個部門仍然做自己的事
[00:15:42.000 --> 00:15:46.000]  教會繼續在一種各自為政之下
[00:15:46.000 --> 00:15:48.000]  來生存下去
[00:15:48.000 --> 00:15:49.000]  在活動與活動之間
[00:15:49.000 --> 00:15:52.000]  將教會力量互相抵消
[00:15:52.000 --> 00:15:56.000]  教會因此外祭不前
[00:15:56.000 --> 00:15:59.000]  相對於一個年輕的教會
[00:15:59.000 --> 00:16:00.000]  他們很清楚目標
[00:16:00.000 --> 00:16:02.000]  又清楚流程
[00:16:02.000 --> 00:16:04.000]  他們沒有很多的活動
[00:16:04.000 --> 00:16:07.000]  但他們教會充滿著活力和喜樂
[00:16:07.000 --> 00:16:10.000]  結果很多人願意回教會
[00:16:10.000 --> 00:16:15.000]  訪問一下外祭不前教會的領袖和信徒
[00:16:15.000 --> 00:16:18.000]  知不知道教會其實是做什麼的
[00:16:18.000 --> 00:16:20.000]  他們眾說紛紜
[00:16:20.000 --> 00:16:25.000]  有些說教會是提出優質崇派和大型活動
[00:16:25.000 --> 00:16:30.000]  有些說教會最重要關注家庭的需要
[00:16:30.000 --> 00:16:34.000]  有些說教會最重要關心社會不公義的議題
[00:16:34.000 --> 00:16:39.000]  有些說教會最重要建立親密的小組關係
[00:16:39.000 --> 00:16:42.000]  有些說人人都應該上主要學校
[00:16:42.000 --> 00:16:45.000]  事實上每個人所說的都不同
[00:16:45.000 --> 00:16:47.000]  誰統合起來
[00:16:47.000 --> 00:16:50.000]  然後將這些不同的宣言和目標
[00:16:50.000 --> 00:16:55.000]  將它統合成為一個目標成為方向
[00:16:55.000 --> 00:16:58.000]  外祭不前的教會有一個特色
[00:16:58.000 --> 00:17:00.000]  節目很多五花八門
[00:17:00.000 --> 00:17:02.000]  彼此之間沒有聯繫
[00:17:02.000 --> 00:17:05.000]  也都反映不了教會有一個目標
[00:17:05.000 --> 00:17:08.000]  信徒在很多活動裡面
