
[00:00:00.000 --> 00:00:02.000]  幽悶的出路
[00:01:37.000 --> 00:01:39.000]  每一個分段尾的時候
[00:01:39.000 --> 00:01:40.000]  都是說這一句
[00:01:40.000 --> 00:01:43.000]  我的心 你為何幽悶
[00:01:43.000 --> 00:01:44.000]  整首詩篇
[00:01:44.000 --> 00:01:47.000]  當我們這樣讀下去的時候
[00:01:47.000 --> 00:01:50.000]  你體會到這個詩人的情懷嗎
[00:01:50.000 --> 00:01:51.000]  補充一點資料
[00:01:51.000 --> 00:01:52.000]  就是當你看這首詩篇的時候
[00:01:52.000 --> 00:01:53.000]  他就說
[00:01:53.000 --> 00:01:57.000]  可拉的後裔的奮奮師交與領獎
[00:01:57.000 --> 00:01:59.000]  可拉的後裔是什麼呢
[00:01:59.000 --> 00:02:01.000]  通常都是一些利美族人
[00:02:01.000 --> 00:02:03.000]  他們會在聖殿裏面負責
[00:02:03.000 --> 00:02:07.000]  一些聖樂師班員的一些侍奉
[00:02:07.000 --> 00:02:09.000]  很多時候他們也要負責
[00:02:09.000 --> 00:02:11.000]  守起這個聖殿的職務
[00:02:11.000 --> 00:02:12.000]  又要去探訪
[00:02:12.000 --> 00:02:14.000]  邀請和帶領其他人
[00:02:14.000 --> 00:02:16.000]  一起來到聖殿
[00:02:16.000 --> 00:02:17.000]  敬拜我們的神
[00:02:17.000 --> 00:02:18.000]  他們愛神
[00:02:18.000 --> 00:02:21.000]  也都愛神的聖殿
[00:02:21.000 --> 00:02:24.000]  但是經文的背景也都告訴我們
[00:02:24.000 --> 00:02:26.000]  時移勢易
[00:02:26.000 --> 00:02:28.000]  這個世界他們面對著很多的困難
[00:02:28.000 --> 00:02:30.000]  他們國破家亡
[00:02:30.000 --> 00:02:35.000]  他們要離開自己的聖殿去走難
[00:02:35.000 --> 00:02:38.000]  在外邦人裏面受欺壓和冷落
[00:02:38.000 --> 00:02:40.000]  我記得我講詩篇139篇的時候
[00:02:40.000 --> 00:02:41.000]  都和大家說過
[00:02:41.000 --> 00:02:42.000]  一班的樂手
[00:02:42.000 --> 00:02:44.000]  他們去到巴比倫的狀況
[00:02:44.000 --> 00:02:47.000]  這一班在聖殿裏面
[00:02:47.000 --> 00:02:48.000]  用聖樂侍奉神的人
[00:02:48.000 --> 00:02:51.000]  他們同樣在外邦人那裏受到欺壓
[00:02:51.000 --> 00:02:53.000]  心裏不由自主地
[00:02:53.000 --> 00:02:55.000]  發出很多的悲傷悲嘆
[00:02:55.000 --> 00:02:58.000]  面對前面的路好像沒有什麼希望
[00:02:58.000 --> 00:03:02.000]  所以這首歌也是一首哀歌
[00:03:02.000 --> 00:03:06.000]  不過哀得來是有出路的歌
[00:03:06.000 --> 00:03:08.000]  所以當我們去看的時候
[00:03:08.000 --> 00:03:09.000]  神就藉著這些詩歌
[00:03:09.000 --> 00:03:11.000]  教導我們提醒我們
[00:03:11.000 --> 00:03:13.000]  給我們人生裏面有智慧
[00:03:13.000 --> 00:03:15.000]  我們要面對這些情況
[00:03:15.000 --> 00:03:18.000]  人生裏面面對不同的困難的情況
[00:03:18.000 --> 00:03:21.000]  我們可以怎樣去面對呢
[00:03:21.000 --> 00:03:22.000]  所以第一樣東西
[00:03:22.000 --> 00:03:24.000]  我們看一下幽門的原因
[00:03:24.000 --> 00:03:26.000]  幽門的原因
[00:03:26.000 --> 00:03:31.000]  因為他眼見很多不如意的經歷
[00:03:31.000 --> 00:03:33.000]  他親身見到有很多
[00:03:33.000 --> 00:03:36.000]  他所見的都是一些很不開心
[00:03:36.000 --> 00:03:38.000]  很不稱心的經歷
[00:03:38.000 --> 00:03:40.000]  第一樣就是他受人欺壓
[00:03:40.000 --> 00:03:42.000]  受人嘲諷
[00:03:42.000 --> 00:03:44.000]  在詩篇42篇第三節
[00:03:44.000 --> 00:03:46.000]  和42篇第九節
[00:03:46.000 --> 00:03:48.000]  我們請弟兄姊妹一起讀
[00:03:48.000 --> 00:03:50.000]  三節九節和第十節
[00:03:50.000 --> 00:03:51.000]  我們一起讀
[00:03:51.000 --> 00:03:52.000]  預備一二三
[00:04:14.000 --> 00:04:24.000]  因為你是賜我力量的神
[00:04:24.000 --> 00:04:26.000]  為何凋棄我呢
[00:04:26.000 --> 00:04:29.000]  我為何因受敵的欺壓
[00:04:29.000 --> 00:04:31.000]  時常哀痛呢
[00:04:31.000 --> 00:04:32.000]  所以你會見到
[00:04:32.000 --> 00:04:35.000]  他是時刻受著別人的欺壓
[00:04:35.000 --> 00:04:38.000]  嘲諷身心靈受到傷害
[00:04:38.000 --> 00:04:39.000]  第二樣東西
[00:04:39.000 --> 00:04:44.000]  他經常想起舊時
[00:04:44.000 --> 00:04:47.000]  以前在聖殿敬拜的時候
[00:04:47.000 --> 00:04:48.000]  多開心啊
[00:04:48.000 --> 00:04:50.000]  我們又敬拜
[00:04:50.000 --> 00:04:52.000]  我們又叫其他人一起
[00:04:52.000 --> 00:04:54.000]  弟兄姊妹一起去敬拜
[00:04:54.000 --> 00:04:56.000]  多開心啊
[00:04:56.000 --> 00:04:57.000]  我從前和眾人同往
[00:04:57.000 --> 00:04:59.000]  用歡呼稱讚的聲音
[00:04:59.000 --> 00:05:00.000]  領他們到神的殿裡
[00:05:00.000 --> 00:05:01.000]  大家守節
[00:05:01.000 --> 00:05:02.000]  我追想這些事
[00:05:02.000 --> 00:05:05.000]  我的心極其悲傷
[00:05:05.000 --> 00:05:07.000]  不想也由自可
[00:05:07.000 --> 00:05:10.000]  想就更加痛苦
[00:05:10.000 --> 00:05:12.000]  懷緬過去
[00:05:12.000 --> 00:05:14.000]  常途醉
[00:05:14.000 --> 00:05:15.000]  以前有一首詩
[00:05:15.000 --> 00:05:17.000]  懷緬過去常途醉
[00:05:17.000 --> 00:05:18.000]  一半樂事
[00:05:18.000 --> 00:05:20.000]  一半呢
[00:05:20.000 --> 00:05:21.000]  你們真厲害
[00:05:21.000 --> 00:05:23.000]  令人流淚
[00:05:23.000 --> 00:05:24.000]  我們經常想起舊時
[00:05:24.000 --> 00:05:27.000]  舊時總是有些好的事
[00:05:27.000 --> 00:05:29.000]  但也有些不好的事
[00:05:29.000 --> 00:05:30.000]  有時我們現在
[00:05:30.000 --> 00:05:31.000]  經常想起舊時
[00:05:31.000 --> 00:05:35.000]  如果像以前那樣就好了
[00:05:35.000 --> 00:05:37.000]  他越是這樣想的時候
[00:05:37.000 --> 00:05:39.000]  他的心越是悲痛
[00:05:39.000 --> 00:05:41.000]  因為以前他很幸福
[00:05:41.000 --> 00:05:42.000]  在聖殿的日子
[00:05:42.000 --> 00:05:45.000]  現在沒有了
[00:05:45.000 --> 00:05:47.000]  第三樣東西
[00:05:47.000 --> 00:05:50.000]  他身處在一個地方
[00:05:50.000 --> 00:05:52.000]  無論他在什麼地方
[00:05:52.000 --> 00:05:53.000]  他表達到
[00:05:53.000 --> 00:05:55.000]  無論他去到那裡
[00:05:55.000 --> 00:05:57.000]  他的心都很幽悶
[00:05:57.000 --> 00:05:59.000]  很沮喪很不安
[00:05:59.000 --> 00:06:02.000]  42篇第六第七節這樣說
[00:06:02.000 --> 00:06:03.000]  我的神啊
[00:06:03.000 --> 00:06:06.000]  我的心在我裡面幽悶
[00:06:06.000 --> 00:06:08.000]  所以我從約旦地
[00:06:08.000 --> 00:06:09.000]  從黑門嶺
[00:06:09.000 --> 00:06:11.000]  從米薩山紀念你
[00:06:11.000 --> 00:06:13.000]  你的瀑布發聲
[00:06:13.000 --> 00:06:15.000]  深淵就與深淵響應
[00:06:15.000 --> 00:06:17.000]  你的波浪鴻圖
[00:06:17.000 --> 00:06:19.000]  漫過我身
[00:06:19.000 --> 00:06:21.000]  有時我們看這兩節經文
[00:06:21.000 --> 00:06:23.000]  都不是很明白他想表達什麼
[00:06:23.000 --> 00:06:25.000]  所以我選了兩節的譯本
[00:06:25.000 --> 00:06:27.000]  聖經有不同的譯本
[00:06:27.000 --> 00:06:30.000]  舊約聖經原本是希伯來文
[00:06:30.000 --> 00:06:35.000]  譯了很多不同的譯本
[00:06:35.000 --> 00:06:36.000]  明白嗎
[00:06:36.000 --> 00:06:37.000]  譬如我說
[00:06:37.000 --> 00:06:38.000]  Hello這樣
[00:06:38.000 --> 00:06:40.000]  有些人可以譯成
[00:06:40.000 --> 00:06:42.000]  中文譯成Hello
[00:06:42.000 --> 00:06:45.000]  有些人就說譯成你好
[00:06:45.000 --> 00:06:47.000]  但其實想表達這個
[00:06:47.000 --> 00:06:50.000]  和大家去表達文後的意思
[00:06:50.000 --> 00:06:52.000]  我們有時看一些經文不明白的時候
[00:06:52.000 --> 00:06:54.000]  可以看看不同的譯本
[00:06:54.000 --> 00:06:55.000]  互相補充一下
[00:06:55.000 --> 00:06:56.000]  了解多一點
[00:06:56.000 --> 00:06:58.000]  我們今天不懂得看原文的時候
[00:06:58.000 --> 00:07:00.000]  看看原文有些什麼
[00:07:00.000 --> 00:07:02.000]  我們可以看多一點
[00:07:02.000 --> 00:07:04.000]  我們請姊妹幫我們讀一個譯本
[00:07:04.000 --> 00:07:06.000]  是現代中文譯本
[00:07:06.000 --> 00:07:08.000]  預備一二三
[00:07:26.000 --> 00:07:28.000]  當代聖經譯本我們請弟兄
[00:07:28.000 --> 00:07:52.000]  怎樣理解這些經文
[00:07:52.000 --> 00:07:55.000]  中學的時候學寫作文
[00:07:55.000 --> 00:07:57.000]  有沒有學過
[00:07:57.000 --> 00:07:59.000]  容情入境
[00:07:59.000 --> 00:08:02.000]  或者情境交融
[00:08:02.000 --> 00:08:04.000]  有沒有學過這個東西
[00:08:04.000 --> 00:08:07.000]  當你帶著一些感受
[00:08:07.000 --> 00:08:08.000]  去面對這個環境
[00:08:08.000 --> 00:08:10.000]  或者描述這個環境的時候
[00:08:10.000 --> 00:08:12.000]  這個環境好像和你內心的感受
[00:08:12.000 --> 00:08:13.000]  好像在配合一樣
[00:08:13.000 --> 00:08:15.000]  舉個例子
[00:08:15.000 --> 00:08:17.000]  你知不知道為什麼
[00:08:17.000 --> 00:08:19.000]  人們經常說
[00:08:19.000 --> 00:08:22.000]  要分手的時候
[00:08:22.000 --> 00:08:24.000]  在下雨天
[00:08:25.000 --> 00:08:27.000]  分手總要在雨天
[00:08:27.000 --> 00:08:29.000]  雨天陰陰沉沉
[00:08:29.000 --> 00:08:31.000]  很悲慘
[00:08:31.000 --> 00:08:33.000]  哀痛綿綿不絕
[00:08:33.000 --> 00:08:36.000]  水不斷流下來
[00:08:36.000 --> 00:08:38.000]  相思風雨中
[00:08:38.000 --> 00:08:41.000]  這些都是很現代的
[00:08:41.000 --> 00:08:44.000]  如果你看回我們中國的詩篇
[00:08:44.000 --> 00:08:47.000]  中國的詩其實是很漂亮的
[00:08:47.000 --> 00:08:49.000]  那些情境交融描寫得
[00:08:49.000 --> 00:08:51.000]  他將他的心情
[00:08:51.000 --> 00:08:53.000]  融入他身邊的環境當中
[00:08:53.000 --> 00:08:55.000]  所以你見到詩人這裡
[00:08:55.000 --> 00:08:57.000]  他所表達的就是
[00:08:57.000 --> 00:08:59.000]  他的心很憂傷
[00:08:59.000 --> 00:09:01.000]  好像浪濤那樣掩蓋過來
[00:09:01.000 --> 00:09:04.000]  很亂 好像洪水不斷地猛叫
[00:09:04.000 --> 00:09:06.000]  那些瀑布噴噴噴噴噴噴
[00:09:06.000 --> 00:09:09.000]  你形容到當時他的心情
[00:09:09.000 --> 00:09:12.000]  是很亂 很煩
[00:09:12.000 --> 00:09:15.000]  很不舒服
[00:09:15.000 --> 00:09:17.000]  很憂愁
[00:09:17.000 --> 00:09:19.000]  很氣餒
[00:09:19.000 --> 00:09:23.000]  人看到他在經歷這些困難的時候
[00:09:23.000 --> 00:09:26.000]  的確他的心一定不好受
[00:09:26.000 --> 00:09:28.000]  很影響他的情緒
[00:09:28.000 --> 00:09:29.000]  正如我們人一樣
[00:09:29.000 --> 00:09:31.000]  我們聽到或者在電視看到
[00:09:31.000 --> 00:09:34.000]  當馬航接二連三
[00:09:34.000 --> 00:09:37.000]  出現一些不幸的事件
[00:09:37.000 --> 00:09:39.000]  我們會很難過
[00:09:39.000 --> 00:09:44.000]  我們也會替那些死傷者的家人難過
[00:09:44.000 --> 00:09:46.000]  我們聽到在悉尼那邊
[00:09:46.000 --> 00:09:49.000]  Martin Place的咖啡室
[00:09:49.000 --> 00:09:52.000]  那一次挾持人質和死了人的時候
[00:09:52.000 --> 00:09:54.000]  我們的心那十多個小時
[00:09:54.000 --> 00:09:56.000]  如果你有看電視
[00:09:56.000 --> 00:09:57.000]  你也會很掛念他們
[00:09:57.000 --> 00:10:00.000]  也會很傷心
[00:10:00.000 --> 00:10:02.000]  更加就是如果你自己
[00:10:02.000 --> 00:10:04.000]  或者你的親人
[00:10:04.000 --> 00:10:06.000]  都經歷過一些類似的環境
[00:10:06.000 --> 00:10:09.000]  你會更加容易明白
[00:10:09.000 --> 00:10:13.000]  他們這一刻的感受
[00:10:13.000 --> 00:10:14.000]  弟兄姊妹
[00:10:14.000 --> 00:10:17.000]  在你現在的現實生活當中
[00:10:17.000 --> 00:10:19.000]  有沒有一些事情
[00:10:19.000 --> 00:10:21.000]  是困擾著你
[00:10:21.000 --> 00:10:23.000]  煩擾著你
[00:10:23.000 --> 00:10:26.000]  好像洪水瀑布那樣
[00:10:26.000 --> 00:10:28.000]  大聲地在你身邊
[00:10:28.000 --> 00:10:32.000]  令你覺得很煩擾
[00:10:32.000 --> 00:10:33.000]  可能是你自己
[00:10:33.000 --> 00:10:36.000]  或者你親人身體上不舒服
[00:10:36.000 --> 00:10:38.000]  你的工作
[00:10:38.000 --> 00:10:40.000]  壓力
[00:10:40.000 --> 00:10:43.000]  人與人之間的關係
[00:10:43.000 --> 00:10:47.000]  甚至可能是你的侍奉
[00:10:47.000 --> 00:10:50.000]  我們想一想
[00:10:50.000 --> 00:10:51.000]  你的心裡面
[00:10:51.000 --> 00:10:53.000]  有沒有一些憂悶
[00:10:53.000 --> 00:10:54.000]  悲傷
[00:10:54.000 --> 00:10:55.000]  沮喪
[00:10:55.000 --> 00:10:58.000]  不安
[00:10:58.000 --> 00:10:59.000]  很多時候我們看到
[00:10:59.000 --> 00:11:00.000]  眼前看到太多
[00:11:00.000 --> 00:11:01.000]  這些不開心的事情
[00:11:01.000 --> 00:11:03.000]  不如意的事情
[00:11:03.000 --> 00:11:05.000]  我們會不開心
[00:11:05.000 --> 00:11:07.000]  同樣越看得多
[00:11:07.000 --> 00:11:09.000]  你越不開心的時候
[00:11:09.000 --> 00:11:11.000]  有時你會慢慢發現
[00:11:11.000 --> 00:11:14.000]  與神的關係越來越遠
[00:11:14.000 --> 00:11:15.000]  為什麼?
[00:11:15.000 --> 00:11:17.000]  因為我們與神的關係中間
[00:11:17.000 --> 00:11:18.000]  隔閡了很多
[00:11:18.000 --> 00:11:20.000]  我們只看到很多
[00:11:20.000 --> 00:11:21.000]  大大小小
[00:11:21.000 --> 00:11:23.000]  一些不如意的事情
[00:11:23.000 --> 00:11:26.000]  攔阻著我們看到神
[00:11:26.000 --> 00:11:28.000]  我們的心很憂悶
[00:11:28.000 --> 00:11:29.000]  不同的時間
[00:11:29.000 --> 00:11:30.000]  不同的地點
[00:11:30.000 --> 00:11:32.000]  我們都會有這些憂悶
[00:11:32.000 --> 00:11:35.000]  甚至影響我們與神的關係
[00:11:35.000 --> 00:11:36.000]  第二點
[00:11:36.000 --> 00:11:39.000]  憂悶是會有掙扎的
[00:11:39.000 --> 00:11:41.000]  為什麼我會這樣說?
[00:11:41.000 --> 00:11:43.000]  特別是當我們有信仰的人
[00:11:43.000 --> 00:11:46.000]  又會有另外一番的掙扎
[00:11:46.000 --> 00:11:47.000]  我們經常說
[00:11:47.000 --> 00:11:48.000]  信耶穌
[00:11:48.000 --> 00:11:50.000]  我們對神有信心
[00:11:50.000 --> 00:11:53.000]  有信心我們會有期望
[00:11:53.000 --> 00:11:54.000]  但是
[00:11:54.000 --> 00:11:56.000]  當這個信心期望
[00:11:56.000 --> 00:11:58.000]  與我們現實環境
[00:11:58.000 --> 00:12:01.000]  經常都不同的時候
[00:12:01.000 --> 00:12:02.000]  我們會造成一些壓力
[00:12:02.000 --> 00:12:04.000]  一些張力
[00:12:04.000 --> 00:12:06.000]  甚至長時間我們會沮喪
[00:12:06.000 --> 00:12:08.000]  不明白為什麼
[00:12:08.000 --> 00:12:11.000]  在詩篇四十二篇一至二節
[00:12:11.000 --> 00:12:12.000]  我們再讀
[00:12:12.000 --> 00:12:14.000]  預備 一 二 三
[00:12:14.000 --> 00:12:28.000]  哇 詩人真的
[00:12:28.000 --> 00:12:29.000]  他知道
[00:12:29.000 --> 00:12:31.000]  我能夠在聖殿敬拜神
[00:12:31.000 --> 00:12:32.000]  是神喜歡的
[00:12:32.000 --> 00:12:33.000]  我有這個心
[00:12:33.000 --> 00:12:34.000]  渴望神的心
[00:12:34.000 --> 00:12:35.000]  親近神的心
[00:12:35.000 --> 00:12:36.000]  神是喜歡的
[00:12:36.000 --> 00:12:39.000]  但是偏偏現在
[00:12:39.000 --> 00:12:42.000]  不能夠回去聖殿去敬拜
[00:12:42.000 --> 00:12:44.000]  很矛盾
[00:12:44.000 --> 00:12:45.000]  第二件事
[00:12:45.000 --> 00:12:48.000]  內心我們知道要祈禱
[00:12:48.000 --> 00:12:52.000]  我們要信得過上帝會施慈愛
[00:12:52.000 --> 00:12:54.000]  第二
[00:12:54.000 --> 00:12:58.000]  在四十二篇第八節
[00:13:07.000 --> 00:13:09.000]  詩人是知道
[00:13:09.000 --> 00:13:10.000]  很多時候我們
[00:13:10.000 --> 00:13:12.000]  與身邊的弟兄姊妹
[00:13:12.000 --> 00:13:13.000]  比較低落的弟兄姊妹
[00:13:13.000 --> 00:13:14.000]  說一些說話
[00:13:14.000 --> 00:13:16.000]  其實他們是知道的
[00:13:16.000 --> 00:13:18.000]  但是知道歸知道
[00:13:18.000 --> 00:13:20.000]  在他實際生活上
[00:13:20.000 --> 00:13:23.000]  他能不能夠做出來呢
[00:13:23.000 --> 00:13:26.000]  哎呀 生活這麼困難
[00:13:26.000 --> 00:13:27.000]  我怎樣還可以
[00:13:27.000 --> 00:13:28.000]  白天晚上
[00:13:28.000 --> 00:13:29.000]  我都紀念神歌
[00:13:29.000 --> 00:13:31.000]  還神讚美神呢
[00:13:31.000 --> 00:13:34.000]  還堅守神真的這麼愛我
[00:13:34.000 --> 00:13:36.000]  他會有這些掙扎
[00:13:36.000 --> 00:13:38.000]  第三樣的掙扎
[00:13:38.000 --> 00:13:40.000]  同樣他內心知道
[00:13:40.000 --> 00:13:42.000]  神會與他一起
[00:13:42.000 --> 00:13:44.000]  會拯救他
[00:13:44.000 --> 00:13:46.000]  但是又很矛盾
[00:13:46.000 --> 00:13:47.000]  實際的環境
[00:13:47.000 --> 00:13:49.000]  他覺得神是在凋棄他
[00:13:49.000 --> 00:13:51.000]  神呀 你為什麼凋棄我
[00:13:51.000 --> 00:13:53.000]  我為何因受敵的欺壓
[00:13:53.000 --> 00:13:56.000]  時常哀痛呢
[00:13:56.000 --> 00:13:58.000]  神是會與他一起
[00:13:58.000 --> 00:14:00.000]  神是會拯救他的
[00:14:00.000 --> 00:14:03.000]  但是仍然現在這一刻
[00:14:03.000 --> 00:14:04.000]  他仍然心裡覺得
[00:14:04.000 --> 00:14:05.000]  神還未理他
[00:14:05.000 --> 00:14:08.000]  還好像在凋棄他一樣
[00:14:08.000 --> 00:14:10.000]  這裡整篇
[00:14:10.000 --> 00:14:11.000]  由42篇到43篇
[00:14:11.000 --> 00:14:12.000]  一路讀的時候
[00:14:12.000 --> 00:14:14.000]  你會看到很有趣的
[00:14:14.000 --> 00:14:16.000]  不斷像梅花間竹那樣
[00:14:16.000 --> 00:14:18.000]  他表達他眼前所經歷的
[00:14:18.000 --> 00:14:19.000]  看到的東西
[00:14:19.000 --> 00:14:20.000]  多麼的痛苦
[00:14:20.000 --> 00:14:21.000]  然後他又說一句
[00:14:21.000 --> 00:14:22.000]  神是一個怎樣的神
[00:14:22.000 --> 00:14:23.000]  我要信他
[00:14:23.000 --> 00:14:25.000]  然後他又說他的痛苦
[00:14:25.000 --> 00:14:27.000]  然後又說神是怎樣的神
[00:14:27.000 --> 00:14:30.000]  梅花間竹那樣去表達
[00:14:30.000 --> 00:14:33.000]  信心是怎樣
[00:14:33.000 --> 00:14:35.000]  但是現實環境又是怎樣
[00:14:35.000 --> 00:14:38.000]  這裡想表達些什麼呢
[00:14:38.000 --> 00:14:39.000]  其實私人呢
[00:14:39.000 --> 00:14:41.000]  他心裡都很矛盾
[00:14:41.000 --> 00:14:44.000]  很多的掙扎
[00:14:44.000 --> 00:14:47.000]  究竟現在這一刻怎樣
[00:14:47.000 --> 00:14:50.000]  他心裡都會有疑問
[00:14:50.000 --> 00:14:52.000]  他會容易陷入一個
[00:14:52.000 --> 00:14:55.000]  信仰的危機當中
[00:14:55.000 --> 00:14:58.000]  究竟我一向所信的神
[00:14:58.000 --> 00:15:00.000]  是否會這樣呢
[00:15:00.000 --> 00:15:01.000]  是否真的會這樣拯救我
[00:15:01.000 --> 00:15:03.000]  帶領我呢
[00:15:03.000 --> 00:15:04.000]  我們基督徒經常都強調
[00:15:04.000 --> 00:15:07.000]  我們信得過神
[00:15:07.000 --> 00:15:09.000]  但往往有時我們會忽略了
[00:15:09.000 --> 00:15:12.000]  人都是會有軟弱的
[00:15:12.000 --> 00:15:13.000]  例如我曾經有一次
[00:15:13.000 --> 00:15:16.000]  在中國大陸探訪教會
[00:15:16.000 --> 00:15:19.000]  做一些培訓的時候
[00:15:19.000 --> 00:15:22.000]  弟兄姊妹來和我一起
[00:15:22.000 --> 00:15:27.000]  為某一個有病的肢體去祈禱
[00:15:27.000 --> 00:15:29.000]  這樣很正常
[00:15:29.000 --> 00:15:30.000]  為有病的人去祈禱
[00:15:30.000 --> 00:15:32.000]  求主去醫治他
[00:15:32.000 --> 00:15:34.000]  不過他們祈禱得來
[00:15:34.000 --> 00:15:39.000]  他們的態度和想法是怎樣呢
[00:15:39.000 --> 00:15:41.000]  他們不斷說
[00:15:41.000 --> 00:15:43.000]  患病的人
[00:15:43.000 --> 00:15:44.000]  你不可以這樣
[00:15:44.000 --> 00:15:46.000]  你要有信心
[00:15:46.000 --> 00:15:47.000]  你沒有信心
[00:15:47.000 --> 00:15:49.000]  神怎樣醫你
[00:15:49.000 --> 00:15:50.000]  有病的時候
[00:15:50.000 --> 00:15:52.000]  你仍然要感謝神
[00:15:52.000 --> 00:15:53.000]  神讓你經歷這個病
[00:15:53.000 --> 00:15:55.000]  一定有祂的原因
[00:15:55.000 --> 00:15:56.000]  你要有信心
[00:15:56.000 --> 00:15:57.000]  你沒有信心
[00:15:57.000 --> 00:16:00.000]  神就不醫治你
[00:16:00.000 --> 00:16:03.000]  聽上去好像是有道理
[00:16:03.000 --> 00:16:05.000]  我們都知道
[00:16:05.000 --> 00:16:06.000]  基督徒我們知道
[00:16:06.000 --> 00:16:09.000]  我們需要對神有信心
[00:16:09.000 --> 00:16:11.000]  但說真的問我們自己
[00:16:11.000 --> 00:16:12.000]  無論我們是一個
[00:16:12.000 --> 00:16:15.000]  平時多麼有信心的人
[00:16:15.000 --> 00:16:18.000]  人生裏面總是遇到一些情況
[00:16:18.000 --> 00:16:20.000]  一些難處
[00:16:20.000 --> 00:16:21.000]  某一些時刻
[00:16:21.000 --> 00:16:22.000]  一些時間
[00:16:22.000 --> 00:16:25.000]  是在挑戰我們的信仰
[00:16:25.000 --> 00:16:27.000]  是在挑戰我們過往
[00:16:27.000 --> 00:16:32.000]  所持有所肯定的東西
[00:16:32.000 --> 00:16:34.000]  有時我們不是盲目地
[00:16:34.000 --> 00:16:36.000]  消化了我們面對的困難
[00:16:36.000 --> 00:16:38.000]  面對的苦難
[00:16:38.000 --> 00:16:41.000]  盲目地面對任何的事情
[00:16:41.000 --> 00:16:45.000]  我都要感謝上帝
[00:16:45.000 --> 00:16:47.000]  我不是說要感謝上帝
[00:16:47.000 --> 00:16:50.000]  而是有時我們需要一個過程
[00:16:50.000 --> 00:16:51.000]  去消化
[00:16:51.000 --> 00:16:54.000]  去經歷神
[00:16:54.000 --> 00:16:56.000]  同樣有時我們都會很容易
[00:16:56.000 --> 00:16:59.000]  按自己的心意
[00:16:59.000 --> 00:17:00.000]  覺得自己的心意
[00:17:00.000 --> 00:17:02.000]  就是神的心意
[00:17:02.000 --> 00:17:03.000]  在困難裏面
[00:17:03.000 --> 00:17:07.000]  神一定會用這個方法來拯救我
[00:17:07.000 --> 00:17:08.000]  但往往我們人生有經歷到
[00:17:08.000 --> 00:17:10.000]  很多時我們祈禱那件事
[00:17:10.000 --> 00:17:13.000]  未必是神答應我們
[00:17:13.000 --> 00:17:16.000]  一定是用那個方法去做的事
[00:17:16.000 --> 00:17:17.000]  我們經常會求神
[00:17:17.000 --> 00:17:20.000]  去出手有神蹟
[00:17:20.000 --> 00:17:21.000]  的而且確
[00:17:21.000 --> 00:17:23.000]  神會有神蹟
[00:17:23.000 --> 00:17:24.000]  但這個神蹟
[00:17:24.000 --> 00:17:27.000]  未必是你所求的那件事
[00:17:27.000 --> 00:17:32.000]  但神是覺得對你最好的東西
[00:17:32.000 --> 00:17:33.000]  有一個例子
[00:17:33.000 --> 00:17:36.000]  關於租地方
