
[00:00:00.000 --> 00:00:01.140]  (主席) 看節目做安
[00:01:33.660 --> 00:01:36.220]  (主席) 然後提醒人
[00:01:36.220 --> 00:01:39.180]  (主席) 二人是有神很奇妙的保守
[00:01:39.180 --> 00:01:43.900]  (主席) 但詩篇第三十四篇一開頭的引言裡面說
[00:01:43.900 --> 00:01:48.540]  (主席) 大衛在亞比米勒面前裝瘋
[00:01:48.540 --> 00:01:51.500]  (主席) 被他趕出去奏作者詩
[00:01:51.500 --> 00:01:55.660]  (主席) 大衛在雅吉王面前扮瘋癲
[00:01:55.660 --> 00:02:01.020]  (主席) 有些人認為亞比米勒代表雅吉王的封號也不奇怪
[00:02:01.020 --> 00:02:04.340]  (主席) 無論如何這個引言提醒我們
[00:02:04.340 --> 00:02:10.140]  (主席) 大衛請問是一個順境還是逆境的環境在講感恩?
[00:02:10.140 --> 00:02:15.500]  (主席) 你試過在工作環境裡扮到瘋癲了嗎?
[00:02:15.500 --> 00:02:20.380]  (主席) 要扮瘋癲去渡過一劫的舉手嗎?
[00:02:20.380 --> 00:02:23.300]  (主席) 不知有沒有 可能也有
[00:02:23.300 --> 00:02:25.620]  (主席) 要扮到瘋癲去渡過一劫
[00:02:25.620 --> 00:02:28.420]  (主席) 我想似乎是頗大的劫
[00:02:28.420 --> 00:02:31.220]  (主席) 大衛這個劫是很有生命危險
[00:02:31.220 --> 00:02:35.660]  (主席) 特別是他曾經擊敗的菲爾士人
[00:02:35.660 --> 00:02:38.620]  (主席) 他要淪落到他們的光景裡面
[00:02:38.620 --> 00:02:41.780]  (主席) 要求可憐
[00:02:41.780 --> 00:02:46.860]  (主席) 史經記載他要流口水流到整個鬍鬚很噁心的情況
[00:02:46.860 --> 00:02:49.980]  (主席) 所以當我們講到感恩的時候
[00:02:49.980 --> 00:02:52.900]  (主席) 其實如果一個人有很多感恩
[00:02:52.900 --> 00:02:54.900]  (主席) 非常大的感恩
[00:02:54.900 --> 00:03:00.980]  (主席) 請問他有沒有可能曾經歷很多的艱難?
[00:03:00.980 --> 00:03:02.980]  (主席) 一個有很多感恩的事情
[00:03:02.980 --> 00:03:05.300]  (主席) 可能他也有很多的艱難
[00:03:05.300 --> 00:03:07.700]  (主席) 所以在大感恩之前
[00:03:07.700 --> 00:03:11.020]  (主席) 有時候可能是經歷大的不容易
[00:03:11.020 --> 00:03:12.900]  (主席) 如果以詩篇為例 第34篇
[00:03:12.900 --> 00:03:15.060]  (主席) 其中以兩節為例
[00:03:15.060 --> 00:03:17.860]  (主席) 其實講到背景的很多的艱難
[00:03:17.860 --> 00:03:21.700]  (主席) 第十九節說 二人多有苦難
[00:03:21.700 --> 00:03:26.060]  (主席) 第十八節說 夜話靠近傷心的人
[00:03:26.060 --> 00:03:28.900]  (主席) 可能他甚至是個人遭遇患難
[00:03:28.900 --> 00:03:30.220]  (主席) 或者後一句說
[00:03:30.220 --> 00:03:32.620]  (主席) 拯救靈性痛悔的人
[00:03:32.620 --> 00:03:33.820]  (主席) 也可能是自己失敗
[00:03:33.820 --> 00:03:35.020]  (主席) 所以無論如何
[00:03:35.020 --> 00:03:38.500]  (主席) 這個感恩背後或者外圍的遭遇很艱難
[00:03:38.500 --> 00:03:41.900]  (主席) 或者心靈裡面有很多的掙扎
[00:03:41.900 --> 00:03:47.100]  (主席) 其實講感恩和不容易感恩都是一個題目
[00:03:47.100 --> 00:03:52.100]  (主席) 有時教會很常說要學習感恩
[00:03:52.100 --> 00:03:53.780]  (主席) 聖經有很多這個教導
[00:03:53.780 --> 00:03:58.340]  (主席) 但當我們面對逆境或者很長的難處的時候
[00:03:58.340 --> 00:04:01.100]  (主席) 有時真的不容易講感恩兩個字
[00:04:01.100 --> 00:04:01.900]  (主席) 真的不容易
[00:04:01.900 --> 00:04:06.060]  (主席) 連旁邊的人都覺得不容易講感恩
[00:04:06.060 --> 00:04:08.660]  (主席) 但如果我們懂得感恩的時候
[00:04:08.660 --> 00:04:10.260]  (主席) 我們有一種很奇妙的力量
[00:04:10.260 --> 00:04:12.740]  (主席) 我很喜歡針對一句說話一起讀
[00:04:12.740 --> 00:04:15.740]  (主席) 喜樂的心乃是良藥
[00:04:15.740 --> 00:04:19.100]  (主席) 憂傷的靈使骨枯幹
[00:04:19.100 --> 00:04:20.540]  (主席) 有時懂得感恩的人
[00:04:20.540 --> 00:04:23.580]  (主席) 心靈裡面有一份輕散 有份喜樂
[00:04:23.580 --> 00:04:26.140]  (主席) 其實對自己都有幫助
[00:04:26.140 --> 00:04:28.620]  (主席) 但有時處境實在艱難
[00:04:28.620 --> 00:04:30.900]  (主席) 我們都不知道怎樣感恩
[00:04:30.900 --> 00:04:32.460]  (主席) 當處境艱難的時候
[00:04:32.460 --> 00:04:36.060]  (主席) 如果我們被艱難鎖死的時候
[00:04:36.060 --> 00:04:38.900]  (主席) 可能我們不是經歷《針研十七章》第一句
[00:04:38.900 --> 00:04:40.740]  (主席) 而是經歷第二句
[00:04:40.740 --> 00:04:43.900]  (主席) 憂傷的靈使骨枯幹
[00:04:43.900 --> 00:04:47.580]  (主席) 好像沒有力量、很低迷
[00:04:47.580 --> 00:04:49.780]  (主席) 甚至神都很若搖曰
[00:04:49.780 --> 00:04:51.540]  (主席) 甚至懷疑神的作為
[00:04:51.540 --> 00:04:54.220]  (主席) 懷疑神的美善等等的張力
[00:04:54.220 --> 00:04:57.460]  (主席) 所以我們要學習感恩
[00:04:57.460 --> 00:04:59.620]  (主席) 有時都很多的艱難
[00:04:59.620 --> 00:05:03.540]  (主席) 剛剛五月份城鎮都有大報道會
[00:05:03.540 --> 00:05:06.180]  (主席) 每年大報道會都有人講見證
[00:05:06.180 --> 00:05:10.300]  (主席) 試想一些來過城鎮講見證的人
[00:05:10.300 --> 00:05:13.340]  (主席) 部分他們都是經歷很大的艱難
[00:05:13.340 --> 00:05:17.740]  (主席) 他們來過城鎮一個見證人叫呂宇俊
[00:05:17.740 --> 00:05:20.220]  (主席) 被稱為靈芬博士
[00:05:20.220 --> 00:05:22.460]  (主席) 會考靈芬等等情況
[00:05:22.460 --> 00:05:24.460]  (主席) 假如我們自己
[00:05:24.460 --> 00:05:27.660]  (主席) 或者我們一些年紀大的弟妹有子女
[00:05:27.660 --> 00:05:32.020]  (主席) 你想不想自己的子女成為靈芬博士?
[00:05:32.020 --> 00:05:33.780]  (主席) 博士那句就想要
[00:05:33.780 --> 00:05:36.340]  (主席) 靈芬就慢慢地想要
[00:05:36.340 --> 00:05:38.340]  (主席) 因為經歷那種靈芬
[00:05:38.340 --> 00:05:40.820]  (主席) 或者很低谷的時候
[00:05:40.820 --> 00:05:44.380]  (主席) 我想可能都很大的困難
[00:05:44.380 --> 00:05:49.460]  (主席) 好像曾經來過我們做見證的張瑪麗姐妹
[00:05:49.460 --> 00:05:52.780]  (主席) 她說六歲的時候就失去了雙親
[00:05:52.780 --> 00:05:55.900]  (主席) 然後有兩年街頭的流浪
[00:05:55.900 --> 00:05:58.940]  (主席) 又去到孤兒院去到保糧局
[00:05:58.940 --> 00:06:02.500]  (主席) 其實有時候好像
[00:06:02.500 --> 00:06:04.220]  (主席) 你的一個說法
[00:06:04.220 --> 00:06:07.780]  (主席) 你想不想有很大的感恩去分享呢?
[00:06:07.780 --> 00:06:10.020]  (主席) 背後可能就是
[00:06:10.020 --> 00:06:13.540]  (主席) 你怕不怕又經歷很大的患難呢?
[00:06:13.540 --> 00:06:15.740]  (主席) 不如問一問隔壁
[00:06:15.740 --> 00:06:20.500]  (主席) 你想不想有很大的感恩去分享呢?
[00:06:20.500 --> 00:06:23.460]  (主席) 有時候真的有很多這些故事
[00:06:23.460 --> 00:06:26.820]  (主席) 所以其實聖經裡面的教導好像很出名的一句
[00:06:26.820 --> 00:06:30.180]  (主席) 貼插《來加前書》第五章十六到十八節
[00:06:30.180 --> 00:06:31.380]  (主席) 一起讀
[00:06:31.380 --> 00:06:36.180]  (主席) 「要常常喜樂,不住地禱告,凡事謝恩
[00:06:36.180 --> 00:06:40.620]  (主席) 因為這是神在基督耶穌裡向你們所定的旨意
[00:06:40.620 --> 00:06:42.300]  (主席) 凡事謝恩」
[00:06:42.300 --> 00:06:43.540]  (主席) 其中一個翻譯就是
[00:06:43.540 --> 00:06:48.140]  (主席) 在各樣的環境裡面去感恩
[00:06:48.140 --> 00:06:51.260]  (主席) 一種就是經歷了恩典之後
[00:06:51.260 --> 00:06:54.500]  (主席) 就是很大環境經歷了神的幫助之後的感恩
[00:06:54.500 --> 00:06:57.180]  (主席) 但是另一種可能更高的要求就是
[00:06:57.180 --> 00:06:59.700]  (主席) 當你正在經歷患難的時候
[00:06:59.700 --> 00:07:03.820]  (主席) 已經憑信心去感恩,去支取力量
[00:07:03.820 --> 00:07:06.420]  (主席) 有一個很出名的例子就是保羅
[00:07:06.420 --> 00:07:09.740]  (主席) 保羅本來想去馬其頓
[00:07:09.740 --> 00:07:11.420]  (主席) 菲律賓的地方傳道
[00:07:11.420 --> 00:07:14.620]  (主席) 主就向他顯現要去馬其頓
[00:07:14.620 --> 00:07:15.940]  (主席) 保羅很乖
[00:07:15.940 --> 00:07:17.660]  (主席) 你要我去哪裡宣教
[00:07:17.660 --> 00:07:18.900]  (主席) 我就去哪裡宣教
[00:07:18.900 --> 00:07:20.140]  (主席) 就去到馬其頓
[00:07:20.140 --> 00:07:21.300]  (主席) 一去到馬其頓
[00:07:21.300 --> 00:07:24.180]  (主席) 除非沒多久去幫人的時候就被人打
[00:07:24.180 --> 00:07:26.700]  (主席) 打了三十九棍,三十九鞭
[00:07:26.700 --> 00:07:29.900]  (主席) 然後被困在一個內監裡面
[00:07:29.900 --> 00:07:33.980]  (主席) 聖經記載了一句很大的感恩見證
[00:07:33.980 --> 00:07:38.900]  (主席) 約在半夜保羅和西拉禱告唱詩讚美神
[00:07:38.900 --> 00:07:41.900]  (主席) 眾囚犯也質疑而聽
[00:07:41.900 --> 00:07:43.460]  (主席) 後來留下一個名句
[00:07:43.460 --> 00:07:47.340]  (主席) 當信主耶穌你和你一家必得救
[00:07:47.340 --> 00:07:49.180]  (主席) 很多人說到感恩
[00:07:49.180 --> 00:07:50.980]  (主席) 或者黑暗裡面的感恩
[00:07:50.980 --> 00:07:54.260]  (主席) 都會採用這句經文提醒
[00:07:54.260 --> 00:07:56.900]  (主席) 一方面好像能夠保羅一樣
[00:07:56.900 --> 00:07:59.980]  (主席) 如果我們是一個生死未卜
[00:07:59.980 --> 00:08:02.060]  (主席) 為主侍奉若卻焉
[00:08:02.060 --> 00:08:04.220]  (主席) 他遭遇很多患難
[00:08:04.220 --> 00:08:07.660]  (主席) 黑暗的時候仍能感恩
[00:08:07.660 --> 00:08:09.860]  (主席) 其實是很高的情操
[00:08:09.860 --> 00:08:12.660]  (主席) 但有時候我們又不要過份勉強別人
[00:08:12.660 --> 00:08:16.060]  (主席) 有時候教保羅的人生的時候就說
[00:08:16.060 --> 00:08:18.220]  (主席) 保羅能夠做到這件事的時候
[00:08:18.220 --> 00:08:21.180]  (主席) 他已經侍奉主十六年
[00:08:21.180 --> 00:08:23.380]  (主席) 他都走過很多的經歷
[00:08:23.380 --> 00:08:25.780]  (主席) 受過很多的鞭打
[00:08:25.780 --> 00:08:28.220]  (主席) 他亦經歷過很多的恩典
[00:08:28.220 --> 00:08:31.100]  (主席) 所以是一座受磨練很多的人
[00:08:31.100 --> 00:08:34.740]  (主席) 可能才能夠在看不到前路
[00:08:34.740 --> 00:08:36.740]  (主席) 各樣絕境的時候
[00:08:36.740 --> 00:08:39.500]  (主席) 仍然可以在絕境裡面感恩
[00:08:39.500 --> 00:08:41.180]  (主席) 對很多人來說
[00:08:41.180 --> 00:08:44.100]  (主席) 從絕境、絕望
[00:08:44.100 --> 00:08:47.020]  (主席) 或者灰心、不明白
[00:08:47.020 --> 00:08:50.660]  (主席) 去到感恩是一個過程
[00:08:50.660 --> 00:08:53.980]  (主席) 再想想保羅都經歷過很多這樣的過程
[00:08:53.980 --> 00:08:56.700]  (主席) 大衛在C編、34編的過程裡面
[00:08:56.700 --> 00:08:59.060]  (主席) 都很漫長、很不容易
[00:08:59.060 --> 00:09:00.980]  (主席) 可能今天他說感恩
[00:09:00.980 --> 00:09:03.860]  (主席) 有些人為今天他自己的家庭感恩
[00:09:03.860 --> 00:09:05.300]  (主席) 為他的兒女感恩
[00:09:05.300 --> 00:09:07.220]  (主席) 為他的婚姻感恩
[00:09:07.220 --> 00:09:10.620]  (主席) 但可能在中間流過很長的淚也不奇怪
[00:09:10.620 --> 00:09:12.300]  (主席) 有很多這樣的故事
[00:09:12.300 --> 00:09:13.700]  (主席) 有些人有病患
[00:09:13.700 --> 00:09:14.860]  (主席) 經過一段時間
[00:09:14.860 --> 00:09:19.180]  (主席) 無論是勝過或者要面對死亡
[00:09:19.180 --> 00:09:20.660]  (主席) 他都學習感恩
[00:09:20.660 --> 00:09:25.020]  (主席) 中間可能有很多灰心、困擾也不奇怪
[00:09:25.020 --> 00:09:27.820]  (主席) C編、34編第一對第二節說
[00:09:27.820 --> 00:09:30.300]  (主席) 我要時時稱頌耶華
[00:09:30.300 --> 00:09:31.980]  (主席) 時時其中一個翻譯就是
[00:09:31.980 --> 00:09:33.660]  (主席) 任何時候
[00:09:33.660 --> 00:09:36.940]  (主席) 讚美他的話必常在我口中
[00:09:36.940 --> 00:09:39.140]  (主席) 我的心必因耶華誇耀
[00:09:39.140 --> 00:09:41.300]  (主席) 謙卑人聽見就要喜樂
[00:09:41.300 --> 00:09:43.340]  (主席) 他特別強調謙卑人
[00:09:43.340 --> 00:09:45.140]  (主席) 謙卑人可能包括不單止貧寒
[00:09:45.140 --> 00:09:47.460]  (主席) 而可能真的經歷過很多的傷痕
[00:09:47.460 --> 00:09:48.740]  (主席) 被人欺壓
[00:09:48.740 --> 00:09:50.740]  (主席) 特別是保羅經歷這個
[00:09:50.740 --> 00:09:53.620]  (主席) 訴羅王無辜的逼迫等等故事
[00:09:53.620 --> 00:09:58.620]  (主席) 這些困局的人竟然都可以有喜樂
[00:09:58.620 --> 00:10:03.260]  (主席) 絕望的人都可以離開憂局
[00:10:03.260 --> 00:10:05.140]  (主席) 保羅就為此感恩
[00:10:05.140 --> 00:10:06.940]  (主席) 或者大衛就為此感恩
[00:10:06.940 --> 00:10:08.620]  (主席) 接著到第三、第四節
[00:10:08.620 --> 00:10:10.420]  (主席) 命令當日讀
[00:10:10.420 --> 00:10:13.900]  (主席) 你們和我當稱頌耶華偉大
[00:10:13.900 --> 00:10:14.900]  (主席) 即是這個命令詞
[00:10:14.900 --> 00:10:16.740]  (主席) 你們一定要好像我
[00:10:16.740 --> 00:10:17.820]  (主席) 讚美神
[00:10:17.820 --> 00:10:20.820]  (主席) 接著說出我的見證
[00:10:20.820 --> 00:10:22.380]  (主席) 見證大衛說
[00:10:22.380 --> 00:10:24.420]  (主席) 我曾尋求耶華
[00:10:24.420 --> 00:10:25.900]  (主席) 祂就應允我
[00:10:25.900 --> 00:10:27.340]  (主席) 下一句一起讀
[00:10:27.340 --> 00:10:31.780]  (主席) 救我脫離了一切的恐懼
[00:10:31.780 --> 00:10:36.300]  (主席) 請問大衛有沒有恐懼過?
[00:10:36.300 --> 00:10:38.420]  (主席) 是一次恐懼還是
[00:10:38.420 --> 00:10:40.420]  (主席) 可能頗多恐懼
[00:10:40.420 --> 00:10:43.300]  (主席) 或者漫長的恐懼?
[00:10:43.300 --> 00:10:45.980]  (主席) 可能都有很多漫長的恐懼
[00:10:45.980 --> 00:10:48.180]  (主席) 其實感恩背後有很多故事
[00:10:48.180 --> 00:10:50.380]  (主席) 詩篇裡有很多故事
[00:10:50.380 --> 00:10:51.940]  (主席) 接著到第五第六節
[00:10:51.940 --> 00:10:52.860]  (主席) 祂又說
[00:10:52.860 --> 00:10:55.100]  (主席) 你投靠神的人有幫助
[00:10:55.100 --> 00:10:57.100]  (主席) 神不會讓我們蒙羞
[00:10:57.100 --> 00:10:59.100]  (主席) 接著祂又做見證了
[00:10:59.100 --> 00:11:00.700]  (主席) 紅色紙一起讀
[00:11:00.700 --> 00:11:03.380]  (主席) 我這困苦人呼求
[00:11:03.380 --> 00:11:05.260]  (主席) 耶華變誰聽
[00:11:05.260 --> 00:11:07.740]  (主席) 救我脫離一切的患難
[00:11:07.740 --> 00:11:10.180]  (主席) 上文剛剛說一切的恐懼
[00:11:10.180 --> 00:11:12.700]  (主席) 下文說一切的患難
[00:11:12.700 --> 00:11:17.860]  (主席) 所以當大衛說感恩 其實他沒有說感恩是容易的
[00:11:17.860 --> 00:11:21.100]  (主席) 走過路可能有很多的酸
[00:11:21.100 --> 00:11:22.660]  (主席) 很多的艱難
[00:11:22.660 --> 00:11:25.660]  (主席) 那我試試很快走走
[00:11:25.660 --> 00:11:26.860]  (主席) 大衛被逼迫
[00:11:26.860 --> 00:11:30.380]  (主席) 被訴羅逼迫的故事的艱難
[00:11:30.380 --> 00:11:32.100]  (主席) 那...
[00:11:32.100 --> 00:11:35.060]  (主席) 大衛一年青的侍奉的時候很順利
[00:11:35.060 --> 00:11:36.500]  (主席) 打敗哥利亞的時候
[00:11:36.500 --> 00:11:38.500]  (主席) 就被人讚他
[00:11:38.500 --> 00:11:40.020]  (主席) 訴羅殺死千千
[00:11:40.020 --> 00:11:42.900]  (主席) 大衛殺死萬萬
[00:11:42.900 --> 00:11:45.620]  (主席) 但沒多久訴羅就妒忌他
[00:11:45.620 --> 00:11:47.820]  (主席) 用槍要插死他
[00:11:47.820 --> 00:11:50.940]  (主席) 然後訴羅就用陰謀要害他
[00:11:50.940 --> 00:11:55.140]  (主席) 他叫大衛要取100個菲利士人的羊皮
[00:11:55.140 --> 00:11:58.220]  (主席) 殺了100個菲利士的壯丁
[00:11:58.220 --> 00:12:02.060]  (主席) 但聖經說訴羅的意思是想將大衛殺死
[00:12:02.060 --> 00:12:07.140]  (主席) 然後聖經說訴羅再次用槍想殺大衛
[00:12:07.140 --> 00:12:08.860]  (主席) 然後大衛就逃亡
[00:12:08.860 --> 00:12:14.380]  (主席) 訴羅大衛逃到拉瑪拿約的地方
[00:12:14.380 --> 00:12:20.380]  (主席) 聖經又再說大衛逃到祭司的地方
[00:12:20.380 --> 00:12:21.700]  (主席) 一路逃亡
[00:12:21.700 --> 00:12:23.700]  (主席) 最後連祭司的地方都逃不了
[00:12:23.700 --> 00:12:28.620]  (主席) 大衛又逃到敵人菲利士人的雅吉的地方
[00:12:28.620 --> 00:12:30.180]  (主席) 然後到第七段
[00:12:30.180 --> 00:12:32.700]  (主席) 撒末記上21章15節
[00:12:32.700 --> 00:12:34.180]  (主席) 一起讀
[00:12:39.380 --> 00:12:43.900]  (主席) 「瘋癲嗎?這人豈可進我的家?」
[00:12:43.900 --> 00:12:49.420]  (主席) 大衛去到他以前打敗看不起的敵人面前
[00:12:49.420 --> 00:12:53.460]  (主席) 連那個地方投靠都沒有安全
[00:12:53.460 --> 00:12:55.780]  (主席) 要扮瘋癲
[00:12:55.780 --> 00:12:59.700]  (主席) 我想都是人生裏面一些很低很低的時候
[00:12:59.700 --> 00:13:03.780]  (主席) 我自己微信主持都試過一些工作裏面很低谷
[00:13:03.780 --> 00:13:04.580]  (主席) 很低谷的時候
[00:13:04.580 --> 00:13:08.260]  (主席) 我記得那時微信主去到中環的碼頭
[00:13:08.260 --> 00:13:09.220]  (主席) 就對著海
[00:13:09.220 --> 00:13:12.740]  (主席) 「神啊如果你真,你出現給我看」
[00:13:12.740 --> 00:13:15.540]  (主席) 「為甚麼要我這麼多艱難」
[00:13:15.540 --> 00:13:20.140]  (主席) 很多這些心裏面很不明白或者困難的情況
[00:13:20.140 --> 00:13:22.660]  (主席) 想想那時其實都很少困難
[00:13:22.660 --> 00:13:25.620]  (主席) 遠遠未及這些大衛一直逃亡
[00:13:25.620 --> 00:13:28.980]  (主席) 一直扮瘋癲的艱難的故事
[00:13:28.980 --> 00:13:30.660]  (主席) 請又再記載
[00:13:30.660 --> 00:13:32.060]  (主席) 講到這個故事之後
[00:13:32.060 --> 00:13:34.700]  (主席) 大衛的艱難未停過
[00:13:34.700 --> 00:13:37.380]  (主席) 接著就說大衛逃到洞穴裏面
[00:13:37.380 --> 00:13:39.660]  (主席) 一個叫阿杜蘭洞
[00:13:39.660 --> 00:13:43.020]  (主席) 接著那些好像逃難的人
[00:13:43.020 --> 00:13:46.260]  (主席) 低下階層或者那些很多問題的人
[00:13:46.260 --> 00:13:47.980]  (主席) 都跑到大衛那裏
[00:13:47.980 --> 00:13:50.820]  (主席) 接著連他父母都要逃難
[00:13:50.820 --> 00:13:55.740]  (主席) 接著去到祭司的家族
[00:13:55.740 --> 00:13:57.460]  (主席) 就因為大衛的原告被牽連
[00:13:57.460 --> 00:14:01.140]  (主席) 整個家族的祭司都被殺死85人
[00:14:01.140 --> 00:14:03.900]  (主席) 男女孩童都被殺死
[00:14:03.900 --> 00:14:08.420]  (主席) 接著大衛又逃到一個叫基伊拉城裏面
[00:14:08.420 --> 00:14:10.420]  (主席) 大衛當蘇羅被追到那裏的時候
[00:14:10.420 --> 00:14:11.260]  (主席) 大衛就問
[00:14:11.260 --> 00:14:13.780]  (主席) 「啊 神啊 如果蘇羅來追我的時候
[00:14:13.780 --> 00:14:17.060]  (主席) 這班人會出賣我的 讓我死的」
[00:14:17.060 --> 00:14:20.100]  (主席) 神就說 「是啊 會出賣你的」
[00:14:20.100 --> 00:14:21.900]  (主席) 死了之後又再講一個故事
[00:14:21.900 --> 00:14:23.460]  (主席) 藍色字一起讀
[00:14:23.460 --> 00:14:28.100]  (主席) 蘇羅天天尋索大衛
[00:14:28.100 --> 00:14:30.420]  (主席) 大衛的艱難是一路來
[00:14:30.420 --> 00:14:32.300]  (主席) 和每天的尋索
[00:14:32.300 --> 00:14:34.300]  (主席) 大衛逃到這個山
[00:14:34.300 --> 00:14:36.300]  (主席) 蘇羅對面的山又在追他
[00:14:36.300 --> 00:14:39.620]  (主席) 接著有機會逃到洞裏面
[00:14:39.620 --> 00:14:43.620]  (主席) 竟然蘇羅進來洗手間
[00:14:43.620 --> 00:14:46.980]  (主席) 冤家又遇到等等的故事
[00:14:46.980 --> 00:14:52.340]  (主席) 接著最後連他看不起的那把都取笑他
[00:14:52.340 --> 00:14:54.140]  (主席) 那把取笑他的程度就說
[00:14:54.140 --> 00:14:56.780]  (主席) 你好像一些塞一樣
[00:14:56.780 --> 00:14:59.060]  (主席) 就是沒用的東西
[00:14:59.060 --> 00:15:02.860]  (主席) 接著蘇羅逃避
[00:15:02.860 --> 00:15:05.980]  (主席) 蘇羅說你為何迫迫我
[00:15:05.980 --> 00:15:08.700]  (主席) 好像一些沒用的塞等等的情況
[00:15:08.700 --> 00:15:12.060]  (主席) 接著大衛再次投靠阿吉
[00:15:12.060 --> 00:15:14.860]  (主席) 接著大衛去到另一個低谷的時候
[00:15:14.860 --> 00:15:18.820]  (主席) 他自己城市的自己手下的婦女
[00:15:18.820 --> 00:15:22.060]  (主席) 他自己的兩個妻都被人擄劫了
[00:15:22.060 --> 00:15:24.380]  (主席) 在當代歷史被人擄劫了
[00:15:24.380 --> 00:15:27.260]  (主席) 可能妻兒被人強暴也不奇怪
[00:15:27.260 --> 00:15:29.220]  (主席) 當時人們在低谷的程度
[00:15:29.220 --> 00:15:34.420]  (主席) 形容那些人想用石頭打死大衛
[00:15:34.420 --> 00:15:36.420]  (主席) 經過很多很多故事裡面
[00:15:36.420 --> 00:15:38.860]  (主席) 後來蘇羅斯死亡
[00:15:38.860 --> 00:15:41.260]  (主席) 後來國家破爛
[00:15:41.260 --> 00:15:43.060]  (主席) 大衛才有一個重始
[00:15:43.060 --> 00:15:45.180]  (主席) 從低谷再起的時候
[00:15:45.180 --> 00:15:47.060]  (主席) 有些人說大衛經歷過
[00:15:47.060 --> 00:15:51.620]  (主席) 百年的逼迫和逃亡
[00:15:51.620 --> 00:15:56.580]  (主席) 請問CB34編感恩的背後
[00:15:56.580 --> 00:16:00.780]  (主席) 那個艱難的時間長還是短?
[00:16:00.780 --> 00:16:02.860]  (主席) 我再問一個問題
[00:16:02.860 --> 00:16:08.180]  (主席) 大家想不想有偉大的感恩見證?
[00:16:08.180 --> 00:16:10.180]  (主席) 感恩的見證背後
[00:16:10.180 --> 00:16:12.020]  (主席) 就是很多的經歷
[00:16:12.020 --> 00:16:14.220]  (主席) 或者很多的低谷都不奇怪
[00:16:14.220 --> 00:16:15.860]  (主席) 很多的艱難
[00:16:15.860 --> 00:16:17.060]  (主席) 但無論如何
[00:16:17.060 --> 00:16:20.180]  (主席) 感恩都是一種力量 一種恩典
[00:16:20.180 --> 00:16:23.100]  (主席) 所以一個人能夠常常去感恩
[00:16:23.100 --> 00:16:24.060]  (主席) 珍惜別人
[00:16:24.060 --> 00:16:26.620]  (主席) 而不是活得像蒙福的人
[00:16:26.620 --> 00:16:28.380]  (主席) 是一個蒙恩的人
[00:16:28.380 --> 00:16:29.780]  (主席) 但另一個極端就是
[00:16:29.780 --> 00:16:31.460]  (主席) 無論你是順境還是逆境
[00:16:31.460 --> 00:16:33.460]  (主席) 特別是逆境的時候
