
[00:00:00.000 --> 00:00:05.000]  大家好,很高興再次能夠在這裡跟大家分享聖經的話語
[00:05:53.000 --> 00:05:56.000]  就是居魯士的兒子
[00:05:56.000 --> 00:05:59.000]  剛比西斯然後是侍妹
[00:05:59.000 --> 00:06:03.000]  這兩個皇帝的名字並沒有出現在
[00:06:03.000 --> 00:06:05.000]  以色列記或者尼西米記上
[00:06:05.000 --> 00:06:10.000]  我們由這個線索來推敲
[00:06:10.000 --> 00:06:11.000]  我們問一個問題
[00:06:11.000 --> 00:06:14.000]  究竟為什麼以色列記突然間
[00:06:14.000 --> 00:06:18.000]  說到聖殿的重建受阻
[00:06:18.000 --> 00:06:22.000]  就轉到說聖聖受阻的內容
[00:06:22.000 --> 00:06:27.000]  這就是我們解決聖經所謂初配的難題
[00:06:27.000 --> 00:06:31.000]  聖經學者很多時候都認同了
[00:06:31.000 --> 00:06:33.000]  這是插進去的一個段落
[00:06:33.000 --> 00:06:37.000]  我們首先來看看
[00:06:37.000 --> 00:06:40.000]  這段故事
[00:06:40.000 --> 00:06:42.000]  這段記載的意義在哪裡
[00:06:42.000 --> 00:06:46.000]  如果我們細心留意
[00:06:46.000 --> 00:06:51.000]  在以色列記的一章到第六章裡面
[00:06:51.000 --> 00:06:53.000]  都沒有提到以色列的名字
[00:06:53.000 --> 00:06:56.000]  是索羅巴帕的名字
[00:06:56.000 --> 00:06:58.000]  他們當時面對著回歸裡面
[00:06:58.000 --> 00:07:02.000]  種種問題的挑戰裡面的難處
[00:07:02.000 --> 00:07:03.000]  這段歷史
[00:07:03.000 --> 00:07:07.000]  而這個文氏以色列記是什麼時候出現
[00:07:07.000 --> 00:07:10.000]  是亞達舍西王的第七年
[00:07:10.000 --> 00:07:14.000]  然而在這段第四章的六至二十四節
[00:07:14.000 --> 00:07:18.000]  一開始就說亞達舍西年間
[00:07:18.000 --> 00:07:21.000]  就受到一班外族人
[00:07:21.000 --> 00:07:24.000]  這班敵對猶太人的人
[00:07:24.000 --> 00:07:27.000]  上書來控告他們
[00:07:27.000 --> 00:07:30.000]  甚至乎我們再看看
[00:07:30.000 --> 00:07:32.000]  原來這班敵對的人
[00:07:32.000 --> 00:07:34.000]  他們的衝擊
[00:07:34.000 --> 00:07:35.000]  他們的挑戰
[00:07:35.000 --> 00:07:38.000]  是由亞哈徐魯已經開始
[00:07:38.000 --> 00:07:42.000]  也就是說都經歷過不少的時代
[00:07:42.000 --> 00:07:43.000]  不少的年間
[00:07:43.000 --> 00:07:46.000]  甚至乎我們可以再去有一個推算
[00:07:46.000 --> 00:07:50.000]  就是聖殿什麼時候壽了
[00:07:50.000 --> 00:07:53.000]  聖殿為什麼壽了
[00:07:53.000 --> 00:07:57.000]  很明顯的就是不是居魯士出爾反爾
[00:07:57.000 --> 00:07:59.000]  最大的可能就是去到
[00:07:59.000 --> 00:08:02.000]  剛比西斯的作王的時候
[00:08:02.000 --> 00:08:06.000]  他做了七年半的波斯王
[00:08:06.000 --> 00:08:07.000]  在這段時間
[00:08:07.000 --> 00:08:10.000]  他終止了聖殿的工作
[00:08:10.000 --> 00:08:13.000]  如果我們從這個角度來說
[00:08:13.000 --> 00:08:18.000]  第七節到第十六節的記序
[00:08:18.000 --> 00:08:21.000]  正正就是讓我們去共鳴
[00:08:21.000 --> 00:08:24.000]  昔日聖殿為什麼停工
[00:08:24.000 --> 00:08:29.000]  會不會跟聖城被阻攔停工同出一轍
[00:08:29.000 --> 00:08:32.000]  這個就是我們去思考的地方
[00:08:32.000 --> 00:08:34.000]  可能你會問
[00:08:34.000 --> 00:08:38.000]  為什麼以斯拉記不記剛比西斯王的名字
[00:08:38.000 --> 00:08:41.000]  告訴世人他做過什麼
[00:08:41.000 --> 00:08:46.000]  我相信這個其中的主要作用
[00:08:46.000 --> 00:08:48.000]  這是我純粹的安排
[00:08:48.000 --> 00:08:49.000]  我去思考
[00:08:49.000 --> 00:08:51.000]  透過他的安排去思考
[00:08:51.000 --> 00:08:54.000]  聖經沒有記錄了
[00:08:54.000 --> 00:08:57.000]  剛比西斯王下命令停建聖殿
[00:08:57.000 --> 00:09:00.000]  但是用了聖城停建聖城
[00:09:00.000 --> 00:09:03.000]  亞達士西王的命令去做
[00:09:03.000 --> 00:09:05.000]  可能是暗示了
[00:09:05.000 --> 00:09:08.000]  居魯士王的命令是被剛比西斯王取代
[00:09:08.000 --> 00:09:11.000]  而這樣的作用是為了避免了
[00:09:11.000 --> 00:09:13.000]  不必要的指控
[00:09:13.000 --> 00:09:16.000]  是對波斯王不敬的指控
[00:09:16.000 --> 00:09:18.000]  你明白當時的處境
[00:09:18.000 --> 00:09:22.000]  猶太百姓仍然處於帝國的統治之下
[00:09:22.000 --> 00:09:24.000]  猶太地區
[00:09:24.000 --> 00:09:29.000]  以色列不過是帝國之下的一個
[00:09:29.000 --> 00:09:33.000]  是不是叫做屬土居民而已呢
[00:09:33.000 --> 00:09:38.000]  所以這個以色列作者
[00:09:38.000 --> 00:09:40.000]  記下這件事的時候
[00:09:40.000 --> 00:09:42.000]  有他的智慧在當中
[00:09:42.000 --> 00:09:44.000]  這個不難理解的
[00:09:44.000 --> 00:09:47.000]  如果你除了看尼西米記之外
[00:09:47.000 --> 00:09:49.000]  你再留意以斯帖記裡面
[00:09:49.000 --> 00:09:53.000]  你就明白到在阿哈徐老王的時候
[00:09:53.000 --> 00:09:56.000]  很多敵對猶太人的不仁
[00:09:56.000 --> 00:10:02.000]  都借機會來傷害猶太百姓
[00:10:02.000 --> 00:10:05.000]  以斯帖裡面都曾經記載了
[00:10:05.000 --> 00:10:08.000]  猶太人差點有滅族之險的一個經過
[00:10:08.000 --> 00:10:10.000]  所以我們就這樣留到去
[00:10:10.000 --> 00:10:13.000]  明白到看到原來以色列作者
[00:10:13.000 --> 00:10:15.000]  在這段記載裡面
[00:10:15.000 --> 00:10:17.000]  出了一個聰明之處
[00:10:17.000 --> 00:10:19.000]  去避免了不必要的指控
[00:10:19.000 --> 00:10:22.000]  而事實上也可以印證另一個理解
[00:10:22.000 --> 00:10:24.000]  就是無論是阿哈徐老
[00:10:24.000 --> 00:10:26.000]  阿達薛西甚至是戴留士
[00:10:26.000 --> 00:10:30.000]  他們都曾經恩待過以色列人
[00:10:30.000 --> 00:10:33.000]  所以他們講回這段歷史的時候
[00:10:33.000 --> 00:10:37.000]  就不會引起很多的不安
[00:10:37.000 --> 00:10:39.000]  引起別人的藉口
[00:10:39.000 --> 00:10:41.000]  這個是我去理解的時候
[00:10:41.000 --> 00:10:44.000]  我相信是作者的智慧
[00:10:44.000 --> 00:10:47.000]  我們交代了其中一個
[00:10:47.000 --> 00:10:50.000]  我們覺得難理解的問題之後
[00:10:50.000 --> 00:10:52.000]  我們進入經文裡面的內容
[00:10:52.000 --> 00:10:54.000]  由第六節到第十節裡面
[00:10:54.000 --> 00:10:58.000]  其實就講了整個挑戰的開始
[00:10:58.000 --> 00:11:01.000]  阿哈徐老和阿達薛西
[00:11:01.000 --> 00:11:04.000]  這兩個王的時間
[00:11:04.000 --> 00:11:06.000]  有一段不短的日子
[00:11:06.000 --> 00:11:08.000]  但是究竟那些攻擊
[00:11:08.000 --> 00:11:10.000]  什麼時候實實在在地展開呢
[00:11:10.000 --> 00:11:12.000]  在經文裡面的記載裡面
[00:11:12.000 --> 00:11:16.000]  就是來到阿達薛西王第七年開始
[00:11:16.000 --> 00:11:18.000]  這個阿達薛西的年間開始
[00:11:18.000 --> 00:11:20.000]  究竟是什麼時候開始
[00:11:20.000 --> 00:11:23.000]  未必有一個很準確的呈現出來
[00:11:23.000 --> 00:11:24.000]  但是起碼我們知道
[00:11:24.000 --> 00:11:27.000]  第七節裡面就講了這件事
[00:11:27.000 --> 00:11:29.000]  在當中裡面我們留意到
[00:11:29.000 --> 00:11:32.000]  一班不同的外邦人的名字
[00:11:32.000 --> 00:11:35.000]  在名字裡面我們只能夠看得到的
[00:11:35.000 --> 00:11:38.000]  其實是有廣泛的地區
[00:11:38.000 --> 00:11:40.000]  有這個薩瑪利亞地區
[00:11:40.000 --> 00:11:42.000]  甚至乎有這個其他的
[00:11:42.000 --> 00:11:44.000]  巴比倫人 書山家人
[00:11:44.000 --> 00:11:46.000]  或者這班人的呈現
[00:11:46.000 --> 00:11:49.000]  其實正正反映了昔日
[00:11:49.000 --> 00:11:51.000]  亞述帝國的國策
[00:11:51.000 --> 00:11:55.000]  他將各地的人大鬥亂
[00:11:55.000 --> 00:11:57.000]  大遷移
[00:11:57.000 --> 00:12:00.000]  分散在不同的地方
[00:12:00.000 --> 00:12:02.000]  六至十節裡面的敵人
[00:12:02.000 --> 00:12:05.000]  上周波斯王的記載裡面
[00:12:05.000 --> 00:12:11.000]  他們怎樣來表達他們的不滿呢
[00:12:11.000 --> 00:12:13.000]  他透過一個咒文
[00:12:13.000 --> 00:12:14.000]  就是阿蘭文
[00:12:14.000 --> 00:12:16.000]  阿蘭文在當時來說
[00:12:16.000 --> 00:12:19.000]  是整個國際的通用語言
[00:12:19.000 --> 00:12:22.000]  無論是巴比倫和波斯帝國統治的時候
[00:12:22.000 --> 00:12:26.000]  阿蘭文都是很廣泛的形容
[00:12:26.000 --> 00:12:30.000]  雖然波斯帝國的官方語言
[00:12:30.000 --> 00:12:32.000]  都是波斯語
[00:12:32.000 --> 00:12:34.000]  但是聖經裡面
[00:12:34.000 --> 00:12:36.000]  有一點點的註腳
[00:12:36.000 --> 00:12:38.000]  用阿蘭文就反映了
[00:12:38.000 --> 00:12:41.000]  當時這樣的通告
[00:12:41.000 --> 00:12:44.000]  是到處去到的
[00:12:44.000 --> 00:12:48.000]  這個通告傳領於全國
[00:12:48.000 --> 00:12:52.000]  究竟在經文裡面所記載
[00:12:52.000 --> 00:12:55.000]  這班人所居住的地方在哪裡呢
[00:12:55.000 --> 00:12:59.000]  聖經形容到他們在河西的地方
[00:12:59.000 --> 00:13:03.000]  在十一節裡面開始說
[00:13:03.000 --> 00:13:06.000]  河西的神伯上周阿達洩西王
[00:13:06.000 --> 00:13:09.000]  但是這班人所在的地方
[00:13:09.000 --> 00:13:11.000]  他們這班人的身份呢
[00:13:11.000 --> 00:13:12.000]  不簡單
[00:13:12.000 --> 00:13:15.000]  他們有官員
[00:13:15.000 --> 00:13:17.000]  有省長
[00:13:17.000 --> 00:13:19.000]  有軍官
[00:13:19.000 --> 00:13:21.000]  也有波斯官員
[00:13:21.000 --> 00:13:22.000]  有法官
[00:13:22.000 --> 00:13:26.000]  你可以看到這樣的名單裡面
[00:13:26.000 --> 00:13:29.000]  你可以想像到當時
[00:13:29.000 --> 00:13:32.000]  猶太人面對著的勢力
[00:13:32.000 --> 00:13:34.000]  是多麼的巨大
[00:13:34.000 --> 00:13:37.000]  這班人在政治的層面裡面
[00:13:37.000 --> 00:13:40.000]  可以說是有頭有面
[00:13:40.000 --> 00:13:45.000]  他們由政治層面來阻撓聖城的建築
[00:13:45.000 --> 00:13:51.000]  這個是當時的處境
[00:13:51.000 --> 00:13:53.000]  第十一節到第十六節裡面
[00:13:53.000 --> 00:13:55.000]  我們更加看到
[00:13:55.000 --> 00:13:58.000]  這班人的指控的內容
[00:13:58.000 --> 00:14:00.000]  他們說
[00:14:00.000 --> 00:14:03.000]  他們這班人是搏逆之徒
[00:14:03.000 --> 00:14:06.000]  反叛惡劣的城
[00:14:06.000 --> 00:14:08.000]  他們的指控說
[00:14:08.000 --> 00:14:11.000]  這班人有了自己的城牆之後
[00:14:11.000 --> 00:14:13.000]  有了自己的地方之後
[00:14:13.000 --> 00:14:15.000]  就會不立樑
[00:14:15.000 --> 00:14:16.000]  不進貢
[00:14:16.000 --> 00:14:18.000]  不交稅
[00:14:18.000 --> 00:14:25.000]  皇帝你就會吃虧了
[00:14:25.000 --> 00:14:28.000]  這班人很精巧
[00:14:28.000 --> 00:14:31.000]  聰明地利用了經濟
[00:14:31.000 --> 00:14:32.000]  政治
[00:14:32.000 --> 00:14:33.000]  這些利益
[00:14:33.000 --> 00:14:35.000]  來去挑撥
[00:14:35.000 --> 00:14:39.000]  引導皇帝來去思考
[00:14:39.000 --> 00:14:40.000]  你想一下
[00:14:40.000 --> 00:14:42.000]  他們這樣這樣的時候
[00:14:42.000 --> 00:14:45.000]  後果堪疑
[00:14:45.000 --> 00:14:47.000]  你小心一點
[00:14:47.000 --> 00:14:51.000]  如果你繼續這樣
[00:14:51.000 --> 00:14:52.000]  就說
[00:14:52.000 --> 00:14:55.000]  河西之地皇就無份了
[00:14:55.000 --> 00:14:56.000]  第十六節裡面
[00:14:56.000 --> 00:14:58.000]  最後有這個強調
[00:14:58.000 --> 00:15:00.000]  你看到其實這些指控
[00:15:00.000 --> 00:15:01.000]  這些計謀
[00:15:01.000 --> 00:15:03.000]  是一步一步循序漸進
[00:15:03.000 --> 00:15:05.000]  來去攻心之計
[00:15:05.000 --> 00:15:10.000]  來去引導皇帝
[00:15:10.000 --> 00:15:12.000]  進入他們自己的圈套
[00:15:12.000 --> 00:15:15.000]  以致能夠將猶大人
[00:15:15.000 --> 00:15:16.000]  猶太百姓
[00:15:16.000 --> 00:15:18.000]  他們所有的重建工作
[00:15:18.000 --> 00:15:19.000]  全部阻撓
[00:15:19.000 --> 00:15:22.000]  帶來非常大的阻力
[00:15:22.000 --> 00:15:24.000]  甚至乎是傷害
[00:15:24.000 --> 00:15:26.000]  我們細心來看
[00:15:26.000 --> 00:15:28.000]  他們對猶太民眾的指控
[00:15:28.000 --> 00:15:30.000]  重點放在反叛上面
[00:15:30.000 --> 00:15:32.000]  這個博弈裡面
[00:15:32.000 --> 00:15:35.000]  他們怎樣博弈呢
[00:15:35.000 --> 00:15:37.000]  十一至十六節裡面
[00:15:37.000 --> 00:15:40.000]  就提到他們多次被拆毀
[00:15:40.000 --> 00:15:41.000]  他們這個城
[00:15:41.000 --> 00:15:47.000]  歷來都是不甘於受管治
[00:15:47.000 --> 00:15:48.000]  總的來說
[00:15:48.000 --> 00:15:50.000]  這幫猶太人
[00:15:50.000 --> 00:15:53.000]  這幫敵人的群體
[00:15:53.000 --> 00:15:58.000]  不斷地來去強勢壓迫回歸的民眾
[00:15:58.000 --> 00:16:00.000]  從聖殿建築之後
[00:16:00.000 --> 00:16:02.000]  如果我們看回歷史
[00:16:02.000 --> 00:16:04.000]  去到亞達舍西王裡面的時候
[00:16:04.000 --> 00:16:07.000]  是在說聖殿已經建好了
[00:16:07.000 --> 00:16:09.000]  現在輪到聖城的修建
[00:16:09.000 --> 00:16:11.000]  再次受損
[00:16:11.000 --> 00:16:14.000]  再次受到阻攔
[00:16:14.000 --> 00:16:16.000]  我們可以看到
[00:16:16.000 --> 00:16:21.000]  敵人是不斷地來去衝擊猶太百姓
[00:16:21.000 --> 00:16:24.000]  壓力隨時出現
[00:16:24.000 --> 00:16:26.000]  攻擊隨時出現
[00:16:26.000 --> 00:16:28.000]  他們伺機而行
[00:16:28.000 --> 00:16:31.000]  所以我們可以想像得到
[00:16:31.000 --> 00:16:33.000]  作為猶太的領袖
[00:16:33.000 --> 00:16:36.000]  他們要面對的困難
[00:16:36.000 --> 00:16:38.000]  他們要堅持信念
[00:16:38.000 --> 00:16:41.000]  但是現實有困難重重
[00:16:41.000 --> 00:16:45.000]  正正就是引導我們去思考
[00:16:45.000 --> 00:16:50.000]  上帝要我們在一個現實環境不如人意
[00:16:50.000 --> 00:16:52.000]  一個現實環境
[00:16:52.000 --> 00:16:56.000]  不同我們和諧的環境狀態之下
[00:16:56.000 --> 00:16:58.000]  我們怎樣堅持呢
[00:16:58.000 --> 00:17:03.000]  而堅持甚至我們要預備受苦
[00:17:03.000 --> 00:17:06.000]  昨天我們晚堂裡面說到
[00:17:06.000 --> 00:17:09.000]  耶穌說門徒要準備受苦的心智
[00:17:09.000 --> 00:17:11.000]  原來這個受苦的心智
[00:17:11.000 --> 00:17:13.000]  其實在我們的歷史裡面
[00:17:13.000 --> 00:17:16.000]  在猶太人的歷史裡面
[00:17:16.000 --> 00:17:18.000]  同樣都考驗著一班人
[00:17:18.000 --> 00:17:20.000]  一班信上帝
[00:17:20.000 --> 00:17:25.000]  信耶和華上帝的人身上
[00:17:25.000 --> 00:17:28.000]  以斯拉作者的用意
[00:17:28.000 --> 00:17:31.000]  他將這段歷史放在猶太人拒絕愛人
[00:17:31.000 --> 00:17:34.000]  來重建聖殿的後果
[00:17:34.000 --> 00:17:37.000]  正正就是提醒
[00:17:37.000 --> 00:17:40.000]  你拒絕別人是有後果的
[00:17:40.000 --> 00:17:42.000]  要付上代價
[00:17:42.000 --> 00:17:45.000]  而且這個後果非常之嚴重
[00:17:45.000 --> 00:17:48.000]  你願不願意跟隨呢
[00:17:48.000 --> 00:17:51.000]  你願不願意堅持你自己
[00:17:51.000 --> 00:17:54.000]  在上帝面前的領袖呢
[00:17:54.000 --> 00:17:59.000]  我相信這個是每一個願意跟從上帝的人的思考問題
[00:17:59.000 --> 00:18:01.000]  受苦了
[00:18:01.000 --> 00:18:04.000]  你認為值得嗎
[00:18:04.000 --> 00:18:10.000]  我相信這個可以是一個很簡單的答案
[00:18:10.000 --> 00:18:17.000]  但是同樣是一個很具挑戰的實踐
[00:18:17.000 --> 00:18:20.000]  走到半路
[00:18:20.000 --> 00:18:23.000]  我們的服事不順暢了
[00:18:23.000 --> 00:18:26.000]  我們走到半路
[00:18:26.000 --> 00:18:28.000]  我們信耶穌原來都很艱難
[00:18:28.000 --> 00:18:30.000]  很多限制
[00:18:30.000 --> 00:18:33.000]  我們被人排擠了
[00:18:33.000 --> 00:18:34.000]  怎樣呢
[00:18:34.000 --> 00:18:36.000]  是跟他們妥協呢
[00:18:36.000 --> 00:18:38.000]  和稀泥呢
[00:18:38.000 --> 00:18:41.000]  還是說持守原則呢
[00:18:41.000 --> 00:18:45.000]  這個正正就是我們現實的思考
[00:18:45.000 --> 00:18:49.000]  我相信今天的教會同樣面對著這個問題
[00:18:49.000 --> 00:18:51.000]  我們給了很多其他的理念
[00:18:51.000 --> 00:18:54.000]  其他的主張
[00:18:54.000 --> 00:18:56.000]  其他的想法
[00:18:56.000 --> 00:19:00.000]  掩蓋了上帝對我們的心意
[00:19:00.000 --> 00:19:03.000]  掩蓋了上帝對我們的呼召
[00:19:03.000 --> 00:19:09.000]  我們是不經不義之間流失了對上帝的專注
[00:19:09.000 --> 00:19:11.000]  因為難嘛
[00:19:11.000 --> 00:19:13.000]  因為被人排擠嘛
[00:19:13.000 --> 00:19:17.000]  怎樣算呢
[00:19:17.000 --> 00:19:21.000]  我有機會聽一位姐妹的分享
[00:19:21.000 --> 00:19:25.000]  是她的抗癌歷史
[00:19:25.000 --> 00:19:27.000]  她從側面反映了
[00:19:27.000 --> 00:19:33.000]  受苦和恩典這個吊詭之處
[00:19:33.000 --> 00:19:36.000]  十幾年的抗癌之路
[00:19:36.000 --> 00:19:37.000]  很辛苦的
[00:19:37.000 --> 00:19:40.000]  以為好了又復發
[00:19:40.000 --> 00:19:42.000]  不容易的
[00:19:42.000 --> 00:19:46.000]  怎樣靠著上帝的恩典能力
[00:19:46.000 --> 00:19:48.000]  去面對這個現實呢
[00:19:48.000 --> 00:19:50.000]  上帝為什麼不疼我
[00:19:50.000 --> 00:19:51.000]  不愛我
[00:19:51.000 --> 00:19:52.000]  不醫好我呢
[00:19:52.000 --> 00:19:54.000]  我相信很多在困難裡面的人
[00:19:54.000 --> 00:19:56.000]  很正常的問
[00:19:56.000 --> 00:20:00.000]  你還有什麼辦法呢
[00:20:00.000 --> 00:20:02.000]  可能是否帶著矛盾
[00:20:02.000 --> 00:20:07.000]  帶著不安繼續走下去呢
[00:20:07.000 --> 00:20:10.000]  還是說像這個姐妹這樣
[00:20:10.000 --> 00:20:15.000]  我看到原來困難和恩典並在
[00:20:15.000 --> 00:20:17.000]  我就釋懷
[00:20:17.000 --> 00:20:20.000]  我就放心去
[00:20:20.000 --> 00:20:22.000]  就像傳道書所說的
[00:20:22.000 --> 00:20:24.000]  既然萬事都有定時的時候
[00:20:24.000 --> 00:20:27.000]  我就隨著上帝的心意
[00:20:27.000 --> 00:20:28.000]  上帝看是好的
[00:20:28.000 --> 00:20:29.000]  我就去
