
[00:00:00.000 --> 00:00:02.000]  各位來賓 早安 弟兄姊妹 平安
[00:02:29.200 --> 00:02:30.560]  都提醒我們的
[00:02:30.560 --> 00:02:31.840]  有些網站的提醒說
[00:02:31.840 --> 00:02:36.040]  怎樣處理這個孤單和被社會排擠
[00:02:36.040 --> 00:02:38.360]  感覺到孤立的情況
[00:02:38.360 --> 00:02:42.720]  怎樣可以和人繼續互相聯繫
[00:02:42.720 --> 00:02:46.360]  他就說有些事情可以自己一致做
[00:02:46.360 --> 00:02:48.880]  譬如說可以參加多些的社交活動
[00:02:48.880 --> 00:02:50.680]  參加一些的讀書會
[00:02:50.680 --> 00:02:53.080]  參加一些的運動團隊
[00:02:53.080 --> 00:02:55.000]  又或者是計劃一些時間
[00:02:55.000 --> 00:02:57.920]  預先計劃一些節目
[00:02:57.920 --> 00:03:01.080]  可以使我們期待的
[00:03:01.080 --> 00:03:05.320]  又或者是收養一些的寵物
[00:03:05.320 --> 00:03:08.880]  我自己都不是說因為孤獨而養小寵物
[00:03:08.880 --> 00:03:10.920]  但都會有人提議說
[00:03:10.920 --> 00:03:12.680]  不如你收養一些小寵物
[00:03:12.680 --> 00:03:16.240]  你就可以沒有那麼孤單被孤立
[00:03:16.240 --> 00:03:18.640]  或者是多些時間去做義工
[00:03:18.640 --> 00:03:21.120]  這些各樣的事情很多時候是
[00:03:21.120 --> 00:03:23.640]  我們看到一些人間的提議
[00:03:23.640 --> 00:03:25.440]  但是說神的慈愛
[00:03:25.440 --> 00:03:27.360]  我們怎樣可以實踐出來
[00:03:27.360 --> 00:03:29.080]  或者是不是真實的呢
[00:03:29.080 --> 00:03:30.960]  我們從聖經的話語當中
[00:03:30.960 --> 00:03:32.200]  我們從它提到
[00:03:32.200 --> 00:03:34.760]  真的 我們有時孤單的地步
[00:03:34.760 --> 00:03:38.120]  自己孤單到的地步自己都不知道
[00:03:38.120 --> 00:03:39.920]  因為譬如說很多時候
[00:03:39.920 --> 00:03:41.560]  譬如說有一瓶水
[00:03:41.560 --> 00:03:43.960]  有眼水 大家看不看得到
[00:03:43.960 --> 00:03:46.360]  放鏡頭過來 寫開一點
[00:03:46.360 --> 00:03:50.440]  我們自己好像放了一隻蛋一樣
[00:03:50.440 --> 00:03:52.800]  浸了下水 浸下去
[00:03:52.800 --> 00:03:54.520]  都不知道是甚麼回事
[00:03:54.520 --> 00:03:56.720]  呼吸不了
[00:03:56.720 --> 00:03:58.400]  越沉越低
[00:03:58.400 --> 00:04:00.080]  就算自己懂得游泳
[00:04:00.080 --> 00:04:02.160]  都沉下去 都不知道為甚麼
[00:04:02.160 --> 00:04:04.040]  沉下去爬不上來
[00:04:04.040 --> 00:04:08.480]  但是神的恩慈信實就好像我們的鹽一樣
[00:04:08.480 --> 00:04:09.800]  如果你每晚都加鹽
[00:04:09.800 --> 00:04:18.240]  我們大仙子媒或者互相彼此分享神的恩慈信實
[00:04:39.800 --> 00:04:42.160]  所以神的恩慈信實就是
[00:04:42.160 --> 00:04:46.440]  好像我們要不斷地去藉著主內的大仙子媒
[00:04:46.440 --> 00:04:52.280]  去同盟主內的大仙子媒
[00:04:52.280 --> 00:04:56.720]  去同盟主內的大仙子媒
[00:04:56.720 --> 00:04:59.480]  同盟主內的大仙子媒
[00:04:59.480 --> 00:05:02.200]  同盟主內的大仙子媒
[00:05:02.200 --> 00:05:05.120]  同盟主內的大仙子媒
[00:05:05.120 --> 00:05:08.040]  同盟主內的大仙子媒
[00:05:08.040 --> 00:05:10.720]  同盟主內的大仙子媒
[00:05:10.720 --> 00:05:13.560]  同盟主內的大仙子媒
[00:05:13.560 --> 00:05:15.640]  同盟主內的大仙子媒
[00:05:15.640 --> 00:05:18.160]  同盟主內的大仙子媒
[00:05:18.160 --> 00:05:20.720]  同盟主內的大仙子媒
[00:05:20.720 --> 00:05:22.720]  同盟主內的大仙子媒
[00:05:22.720 --> 00:05:24.720]  同盟主內的大仙子媒
[00:05:24.720 --> 00:05:26.720]  同盟主內的大仙子媒
[00:05:26.720 --> 00:05:28.760]  同盟主內的大仙子媒
[00:05:28.760 --> 00:05:30.760]  同盟主內的大仙子媒
[00:05:30.760 --> 00:05:32.760]  同盟主內的大仙子媒
[00:05:32.760 --> 00:05:34.760]  同盟主內的大仙子媒
[00:05:34.760 --> 00:05:36.760]  同盟主內的大仙子媒
[00:05:36.760 --> 00:05:37.760]  同盟主內的大仙子媒
[00:05:37.760 --> 00:05:39.760]  同盟主內的大仙子媒
[00:05:39.760 --> 00:05:41.760]  同盟主內的大仙子媒
[00:05:41.760 --> 00:05:43.760]  同盟主內的大仙子媒
[00:05:43.760 --> 00:05:45.760]  同盟主內的大仙子媒
[00:05:45.760 --> 00:05:47.760]  同盟主內的大仙子媒
[00:05:47.760 --> 00:05:49.760]  同盟主內的大仙子媒
[00:05:49.760 --> 00:05:51.760]  同盟主內的大仙子媒
[00:05:51.760 --> 00:05:53.760]  同盟主內的大仙子媒
[00:05:53.760 --> 00:05:55.760]  同盟主內的大仙子媒
[00:05:55.760 --> 00:05:57.760]  同盟主內的大仙子媒
[00:05:57.760 --> 00:05:59.760]  同盟主內的大仙子媒
[00:05:59.760 --> 00:06:01.760]  同盟主內的大仙子媒
[00:06:01.760 --> 00:06:03.760]  同盟主內的大仙子媒
[00:06:03.760 --> 00:06:05.760]  同盟主內的大仙子媒
[00:06:05.760 --> 00:06:07.760]  同盟主內的大仙子媒
[00:06:07.760 --> 00:06:09.760]  同盟主內的大仙子媒
[00:06:09.760 --> 00:06:11.760]  同盟主內的大仙子媒
[00:06:11.760 --> 00:06:13.760]  同盟主內的大仙子媒
[00:06:13.760 --> 00:06:15.760]  同盟主內的大仙子媒
[00:06:15.760 --> 00:06:17.760]  同盟主內的大仙子媒
[00:06:17.760 --> 00:06:19.760]  同盟主內的大仙子媒
[00:06:19.760 --> 00:06:21.760]  同盟主內的大仙子媒
[00:06:21.760 --> 00:06:23.760]  同盟主內的大仙子媒
[00:06:23.760 --> 00:06:25.760]  同盟主內的大仙子媒
[00:06:25.760 --> 00:06:27.760]  同盟主內的大仙子媒
[00:06:27.760 --> 00:06:29.760]  同盟主內的大仙子媒
[00:06:29.760 --> 00:06:31.760]  同盟主內的大仙子媒
[00:06:31.760 --> 00:06:33.760]  同盟主內的大仙子媒
[00:06:33.760 --> 00:06:35.760]  同盟主內的大仙子媒
[00:06:35.760 --> 00:06:37.760]  同盟主內的大仙子媒
[00:06:37.760 --> 00:06:39.760]  同盟主內的大仙子媒
[00:06:39.760 --> 00:06:41.760]  同盟主內的大仙子媒
[00:06:41.760 --> 00:06:43.760]  同盟主內的大仙子媒
[00:06:43.760 --> 00:06:45.760]  同盟主內的大仙子媒
[00:06:45.760 --> 00:06:47.760]  同盟主內的大仙子媒
[00:06:47.760 --> 00:06:49.760]  同盟主內的大仙子媒
[00:06:49.760 --> 00:06:51.760]  同盟主內的大仙子媒
[00:06:51.760 --> 00:06:53.760]  同盟主內的大仙子媒
[00:06:53.760 --> 00:06:55.760]  同盟主內的大仙子媒
[00:06:55.760 --> 00:06:57.760]  同盟主內的大仙子媒
[00:06:57.760 --> 00:06:59.760]  同盟主內的大仙子媒
[00:06:59.760 --> 00:07:01.760]  同盟主內的大仙子媒
[00:07:01.760 --> 00:07:03.760]  同盟主內的大仙子媒
[00:07:03.760 --> 00:07:05.760]  同盟主內的大仙子媒
[00:07:05.760 --> 00:07:07.760]  同盟主內的大仙子媒
[00:07:07.760 --> 00:07:09.760]  同盟主內的大仙子媒
[00:07:09.760 --> 00:07:11.760]  同盟主內的大仙子媒
[00:07:11.760 --> 00:07:13.760]  同盟主內的大仙子媒
[00:07:13.760 --> 00:07:15.760]  同盟主內的大仙子媒
[00:07:15.760 --> 00:07:17.760]  同盟主內的大仙子媒
[00:07:17.760 --> 00:07:19.760]  同盟主內的大仙子媒
[00:07:19.760 --> 00:07:21.760]  同盟主內的大仙子媒
[00:07:21.760 --> 00:07:23.760]  同盟主內的大仙子媒
[00:07:23.760 --> 00:07:25.760]  同盟主內的大仙子媒
[00:07:25.760 --> 00:07:27.760]  同盟主內的大仙子媒
[00:07:27.760 --> 00:07:29.760]  同盟主內的大仙子媒
[00:07:29.760 --> 00:07:31.760]  同盟主內的大仙子媒
[00:07:31.760 --> 00:07:33.760]  同盟主內的大仙子媒
[00:07:33.760 --> 00:07:35.760]  同盟主內的大仙子媒
[00:07:35.760 --> 00:07:37.760]  同盟主內的大仙子媒
[00:07:37.760 --> 00:07:39.760]  同盟主內的大仙子媒
[00:07:39.760 --> 00:07:41.760]  同盟主內的大仙子媒
[00:07:41.760 --> 00:07:43.760]  同盟主內的大仙子媒
[00:07:43.760 --> 00:07:45.760]  同盟主內的大仙子媒
[00:07:45.760 --> 00:07:47.760]  同盟主內的大仙子媒
[00:07:47.760 --> 00:07:49.760]  同盟主內的大仙子媒
[00:07:49.760 --> 00:07:51.760]  同盟主內的大仙子媒
[00:07:51.760 --> 00:07:53.760]  同盟主內的大仙子媒
[00:07:53.760 --> 00:07:55.760]  同盟主內的大仙子媒
[00:07:55.760 --> 00:07:57.760]  同盟主內的大仙子媒
[00:07:57.760 --> 00:07:59.760]  同盟主內的大仙子媒
[00:07:59.760 --> 00:08:01.760]  同盟主內的大仙子媒
[00:08:01.760 --> 00:08:03.760]  同盟主內的大仙子媒
[00:08:03.760 --> 00:08:05.760]  同盟主內的大仙子媒
[00:08:05.760 --> 00:08:07.760]  同盟主內的大仙子媒
[00:08:07.760 --> 00:08:09.760]  同盟主內的大仙子媒
[00:08:09.760 --> 00:08:11.760]  同盟主內的大仙子媒
[00:08:11.760 --> 00:08:13.760]  同盟主內的大仙子媒
[00:08:13.760 --> 00:08:15.760]  同盟主內的大仙子媒
[00:08:15.760 --> 00:08:17.760]  同盟主內的大仙子媒
[00:08:17.760 --> 00:08:19.760]  同盟主內的大仙子媒
[00:08:19.760 --> 00:08:21.760]  同盟主內的大仙子媒
[00:08:21.760 --> 00:08:23.760]  同盟主內的大仙子媒
[00:08:23.760 --> 00:08:25.760]  同盟主內的大仙子媒
[00:08:25.760 --> 00:08:27.760]  同盟主內的大仙子媒
[00:08:27.760 --> 00:08:29.760]  同盟主內的大仙子媒
[00:08:29.760 --> 00:08:31.760]  同盟主內的大仙子媒
[00:08:31.760 --> 00:08:33.760]  同盟主內的大仙子媒
[00:08:33.760 --> 00:08:35.760]  同盟主內的大仙子媒
[00:08:35.760 --> 00:08:37.760]  同盟主內的大仙子媒
[00:08:37.760 --> 00:08:39.760]  同盟主內的大仙子媒
[00:08:39.760 --> 00:08:41.760]  同盟主內的大仙子媒
[00:08:41.760 --> 00:08:43.760]  同盟主內的大仙子媒
[00:08:43.760 --> 00:08:45.760]  同盟主內的大仙子媒
[00:08:45.760 --> 00:08:47.760]  同盟主內的大仙子媒
[00:08:47.760 --> 00:08:49.760]  同盟主內的大仙子媒
[00:08:49.760 --> 00:08:51.760]  同盟主內的大仙子媒
[00:08:51.760 --> 00:08:53.760]  同盟主內的大仙子媒
[00:08:53.760 --> 00:08:55.760]  同盟主內的大仙子媒
[00:08:55.760 --> 00:08:57.760]  同盟主內的大仙子媒
[00:08:57.760 --> 00:08:59.760]  同盟主內的大仙子媒
[00:08:59.760 --> 00:09:01.760]  同盟主內的大仙子媒
[00:09:01.760 --> 00:09:03.760]  同盟主內的大仙子媒
[00:09:03.760 --> 00:09:05.760]  同盟主內的大仙子媒
[00:09:05.760 --> 00:09:07.760]  同盟主內的大仙子媒
[00:09:07.760 --> 00:09:09.760]  同盟主內的大仙子媒
[00:09:09.760 --> 00:09:11.760]  同盟主內的大仙子媒
[00:09:11.760 --> 00:09:13.760]  同盟主內的大仙子媒
[00:09:13.760 --> 00:09:15.760]  同盟主內的大仙子媒
[00:09:15.760 --> 00:09:17.760]  同盟主內的大仙子媒
[00:09:17.760 --> 00:09:19.760]  同盟主內的大仙子媒
[00:09:19.760 --> 00:09:21.760]  同盟主內的大仙子媒
[00:09:21.760 --> 00:09:23.760]  同盟主內的大仙子媒
[00:09:23.760 --> 00:09:25.760]  同盟主內的大仙子媒
[00:09:25.760 --> 00:09:27.760]  同盟主內的大仙子媒
[00:09:27.760 --> 00:09:29.760]  同盟主內的大仙子媒
[00:09:29.760 --> 00:09:31.760]  同盟主內的大仙子媒
[00:09:31.760 --> 00:09:33.760]  同盟主內的大仙子媒
[00:09:33.760 --> 00:09:35.760]  同盟主內的大仙子媒
[00:09:35.760 --> 00:09:37.760]  同盟主內的大仙子媒
[00:09:37.760 --> 00:09:39.760]  同盟主內的大仙子媒
[00:09:39.760 --> 00:09:41.760]  同盟主內的大仙子媒
[00:09:41.760 --> 00:09:43.760]  同盟主內的大仙子媒
[00:09:43.760 --> 00:09:45.760]  同盟主內的大仙子媒
[00:09:45.760 --> 00:09:47.760]  同盟主內的大仙子媒
[00:09:47.760 --> 00:09:49.760]  同盟主內的大仙子媒
[00:09:49.760 --> 00:09:51.760]  同盟主內的大仙子媒
[00:09:51.760 --> 00:09:53.760]  同盟主內的大仙子媒
[00:09:53.760 --> 00:09:55.760]  同盟主內的大仙子媒
[00:09:55.760 --> 00:09:57.760]  同盟主內的大仙子媒
[00:09:57.760 --> 00:09:59.760]  同盟主內的大仙子媒
[00:09:59.760 --> 00:10:01.760]  同盟主內的大仙子媒
[00:10:01.760 --> 00:10:03.760]  同盟主內的大仙子媒
[00:10:03.760 --> 00:10:05.760]  同盟主內的大仙子媒
[00:10:05.760 --> 00:10:07.760]  同盟主內的大仙子媒
[00:10:07.760 --> 00:10:09.760]  同盟主內的大仙子媒
[00:10:09.760 --> 00:10:11.760]  同盟主內的大仙子媒
[00:10:11.760 --> 00:10:13.760]  同盟主內的大仙子媒
[00:10:13.760 --> 00:10:15.760]  同盟主內的大仙子媒
[00:10:15.760 --> 00:10:17.760]  同盟主內的大仙子媒
[00:10:17.760 --> 00:10:19.760]  同盟主內的大仙子媒
[00:10:19.760 --> 00:10:21.760]  同盟主內的大仙子媒
[00:10:21.760 --> 00:10:23.760]  同盟主內的大仙子媒
[00:10:23.760 --> 00:10:25.760]  同盟主內的大仙子媒
[00:10:25.760 --> 00:10:27.760]  同盟主內的大仙子媒
[00:10:27.760 --> 00:10:29.760]  同盟主內的大仙子媒
[00:10:29.760 --> 00:10:31.760]  同盟主內的大仙子媒
[00:10:31.760 --> 00:10:33.760]  同盟主內的大仙子媒
[00:10:33.760 --> 00:10:35.760]  同盟主內的大仙子媒
[00:10:35.760 --> 00:10:37.760]  同盟主內的大仙子媒
[00:10:37.760 --> 00:10:39.760]  同盟主內的大仙子媒
[00:10:39.760 --> 00:10:41.760]  同盟主內的大仙子媒
[00:10:41.760 --> 00:10:43.760]  同盟主內的大仙子媒
[00:10:43.760 --> 00:10:45.760]  同盟主內的大仙子媒
[00:10:45.760 --> 00:10:47.760]  同盟主內的大仙子媒
[00:10:47.760 --> 00:10:49.760]  同盟主內的大仙子媒
[00:10:49.760 --> 00:10:51.760]  同盟主內的大仙子媒
[00:10:51.760 --> 00:10:53.760]  同盟主內的大仙子媒
[00:10:53.760 --> 00:10:55.760]  同盟主內的大仙子媒
[00:10:55.760 --> 00:10:57.760]  同盟主內的大仙子媒
[00:10:57.760 --> 00:10:59.760]  同盟主內的大仙子媒
[00:10:59.760 --> 00:11:01.760]  同盟主內的大仙子媒
[00:11:01.760 --> 00:11:03.760]  同盟主內的大仙子媒
[00:11:03.760 --> 00:11:05.760]  同盟主內的大仙子媒
[00:11:05.760 --> 00:11:07.760]  同盟主內的大仙子媒
[00:11:07.760 --> 00:11:09.760]  同盟主內的大仙子媒
[00:11:09.760 --> 00:11:11.760]  同盟主內的大仙子媒
[00:11:11.760 --> 00:11:13.760]  同盟主內的大仙子媒
[00:11:13.760 --> 00:11:15.760]  同盟主內的大仙子媒
[00:11:15.760 --> 00:11:17.760]  同盟主內的大仙子媒
[00:11:17.760 --> 00:11:19.760]  同盟主內的大仙子媒
[00:11:19.760 --> 00:11:21.760]  同盟主內的大仙子媒
[00:11:21.760 --> 00:11:23.760]  同盟主內的大仙子媒
[00:11:23.760 --> 00:11:25.760]  同盟主內的大仙子媒
[00:11:25.760 --> 00:11:27.760]  同盟主內的大仙子媒
[00:11:27.760 --> 00:11:29.760]  同盟主內的大仙子媒
[00:11:29.760 --> 00:11:31.760]  同盟主內的大仙子媒
[00:11:31.760 --> 00:11:33.760]  同盟主內的大仙子媒
[00:11:33.760 --> 00:11:35.760]  同盟主內的大仙子媒
[00:11:35.760 --> 00:11:37.760]  同盟主內的大仙子媒
[00:11:37.760 --> 00:11:39.760]  同盟主內的大仙子媒
[00:11:39.760 --> 00:11:41.760]  同盟主內的大仙子媒
[00:11:41.760 --> 00:11:43.760]  同盟主內的大仙子媒
[00:11:43.760 --> 00:11:45.760]  同盟主內的大仙子媒
[00:11:45.760 --> 00:11:47.760]  同盟主內的大仙子媒
[00:11:47.760 --> 00:11:49.760]  同盟主內的大仙子媒
[00:11:49.760 --> 00:11:51.760]  同盟主內的大仙子媒
[00:11:51.760 --> 00:11:53.760]  同盟主內的大仙子媒
[00:11:53.760 --> 00:11:55.760]  同盟主內的大仙子媒
[00:11:55.760 --> 00:11:57.760]  同盟主內的大仙子媒
[00:11:57.760 --> 00:11:59.760]  同盟主內的大仙子媒
[00:11:59.760 --> 00:12:01.760]  同盟主內的大仙子媒
[00:12:01.760 --> 00:12:03.760]  同盟主內的大仙子媒
[00:12:03.760 --> 00:12:05.760]  同盟主內的大仙子媒
[00:12:05.760 --> 00:12:07.760]  同盟主內的大仙子媒
[00:12:07.760 --> 00:12:09.760]  同盟主內的大仙子媒
[00:12:09.760 --> 00:12:11.760]  同盟主內的大仙子媒
[00:12:11.760 --> 00:12:13.760]  同盟主內的大仙子媒
[00:12:13.760 --> 00:12:15.760]  同盟主內的大仙子媒
[00:12:15.760 --> 00:12:17.760]  同盟主內的大仙子媒
[00:12:17.760 --> 00:12:19.760]  同盟主內的大仙子媒
[00:12:19.760 --> 00:12:21.760]  同盟主內的大仙子媒
[00:12:21.760 --> 00:12:23.760]  同盟主內的大仙子媒
[00:12:23.760 --> 00:12:25.760]  同盟主內的大仙子媒
[00:12:25.760 --> 00:12:27.760]  同盟主內的大仙子媒
[00:12:27.760 --> 00:12:29.760]  同盟主內的大仙子媒
[00:12:29.760 --> 00:12:31.760]  同盟主內的大仙子媒
[00:12:31.760 --> 00:12:33.760]  同盟主內的大仙子媒
[00:12:33.760 --> 00:12:35.760]  同盟主內的大仙子媒
[00:12:35.760 --> 00:12:37.760]  同盟主內的大仙子媒
[00:12:37.760 --> 00:12:39.760]  同盟主內的大仙子媒
[00:12:39.760 --> 00:12:41.760]  同盟主內的大仙子媒
[00:12:41.760 --> 00:12:43.760]  同盟主內的大仙子媒
[00:12:43.760 --> 00:12:45.760]  同盟主內的大仙子媒
[00:12:45.760 --> 00:12:47.760]  同盟主內的大仙子媒
[00:12:47.760 --> 00:12:49.760]  同盟主內的大仙子媒
[00:12:49.760 --> 00:12:51.760]  同盟主內的大仙子媒
[00:12:51.760 --> 00:12:53.760]  同盟主內的大仙子媒
[00:12:53.760 --> 00:12:55.760]  同盟主內的大仙子媒
[00:12:55.760 --> 00:12:57.760]  同盟主內的大仙子媒
[00:12:57.760 --> 00:12:59.760]  同盟主內的大仙子媒
[00:12:59.760 --> 00:13:01.760]  同盟主內的大仙子媒
[00:13:01.760 --> 00:13:03.760]  同盟主內的大仙子媒
[00:13:03.760 --> 00:13:05.760]  同盟主內的大仙子媒
[00:13:05.760 --> 00:13:07.760]  同盟主內的大仙子媒
[00:13:07.760 --> 00:13:09.760]  同盟主內的大仙子媒
[00:13:09.760 --> 00:13:11.760]  同盟主內的大仙子媒
[00:13:11.760 --> 00:13:13.760]  同盟主內的大仙子媒
[00:13:13.760 --> 00:13:15.760]  同盟主內的大仙子媒
[00:13:15.760 --> 00:13:17.760]  同盟主內的大仙子媒
[00:13:17.760 --> 00:13:19.760]  同盟主內的大仙子媒
[00:13:19.760 --> 00:13:21.760]  同盟主內的大仙子媒
[00:13:21.760 --> 00:13:23.760]  同盟主內的大仙子媒
[00:13:23.760 --> 00:13:25.760]  同盟主內的大仙子媒
[00:13:25.760 --> 00:13:27.760]  同盟主內的大仙子媒
[00:13:27.760 --> 00:13:29.760]  同盟主內的大仙子媒
[00:13:29.760 --> 00:13:31.760]  同盟主內的大仙子媒
[00:13:31.760 --> 00:13:33.760]  同盟主內的大仙子媒
[00:13:33.760 --> 00:13:35.760]  同盟主內的大仙子媒
[00:13:35.760 --> 00:13:37.760]  同盟主內的大仙子媒
[00:13:37.760 --> 00:13:39.760]  同盟主內的大仙子媒
[00:13:39.760 --> 00:13:41.760]  同盟主內的大仙子媒
[00:13:41.760 --> 00:13:43.760]  同盟主內的大仙子媒
[00:13:43.760 --> 00:13:45.760]  同盟主內的大仙子媒
[00:13:45.760 --> 00:13:47.760]  同盟主內的大仙子媒
[00:13:47.760 --> 00:13:49.760]  同盟主內的大仙子媒
[00:13:49.760 --> 00:13:51.760]  同盟主內的大仙子媒
[00:13:51.760 --> 00:13:53.760]  同盟主內的大仙子媒
[00:13:53.760 --> 00:13:55.760]  同盟主內的大仙子媒
[00:13:55.760 --> 00:13:57.760]  同盟主內的大仙子媒
[00:13:57.760 --> 00:13:59.760]  同盟主內的大仙子媒
[00:13:59.760 --> 00:14:01.760]  同盟主內的大仙子媒
[00:14:01.760 --> 00:14:03.760]  同盟主內的大仙子媒
[00:14:03.760 --> 00:14:05.760]  同盟主內的大仙子媒
[00:14:05.760 --> 00:14:07.760]  同盟主內的大仙子媒
[00:14:07.760 --> 00:14:09.760]  同盟主內的大仙子媒
[00:14:09.760 --> 00:14:11.760]  同盟主內的大仙子媒
[00:14:11.760 --> 00:14:13.760]  同盟主內的大仙子媒
[00:14:13.760 --> 00:14:15.760]  同盟主內的大仙子媒
[00:14:15.760 --> 00:14:17.760]  同盟主內的大仙子媒
[00:14:17.760 --> 00:14:19.760]  同盟主內的大仙子媒
[00:14:19.760 --> 00:14:21.760]  同盟主內的大仙子媒
[00:14:21.760 --> 00:14:23.760]  同盟主內的大仙子媒
[00:14:23.760 --> 00:14:25.760]  同盟主內的大仙子媒
[00:14:25.760 --> 00:14:27.760]  同盟主內的大仙子媒
[00:14:27.760 --> 00:14:29.760]  同盟主內的大仙子媒
[00:14:29.760 --> 00:14:31.760]  同盟主內的大仙子媒
[00:14:31.760 --> 00:14:33.760]  同盟主內的大仙子媒
[00:14:33.760 --> 00:14:35.760]  同盟主內的大仙子媒
[00:14:35.760 --> 00:14:37.760]  同盟主內的大仙子媒
[00:14:37.760 --> 00:14:39.760]  同盟主內的大仙子媒
[00:14:39.760 --> 00:14:41.760]  同盟主內的大仙子媒
[00:14:41.760 --> 00:14:43.760]  同盟主內的大仙子媒
[00:14:43.760 --> 00:14:45.760]  同盟主內的大仙子媒
[00:14:45.760 --> 00:14:47.760]  同盟主內的大仙子媒
[00:14:47.760 --> 00:14:49.760]  同盟主內的大仙子媒
[00:14:49.760 --> 00:14:51.760]  同盟主內的大仙子媒
[00:14:51.760 --> 00:14:53.760]  同盟主內的大仙子媒
[00:14:53.760 --> 00:14:55.760]  同盟主內的大仙子媒
[00:14:55.760 --> 00:14:57.760]  同盟主內的大仙子媒
[00:14:57.760 --> 00:14:59.760]  同盟主內的大仙子媒
[00:14:59.760 --> 00:15:01.760]  同盟主內的大仙子媒
[00:15:01.760 --> 00:15:03.760]  同盟主內的大仙子媒
[00:15:03.760 --> 00:15:05.760]  同盟主內的大仙子媒
[00:15:05.760 --> 00:15:07.760]  同盟主內的大仙子媒
[00:15:07.760 --> 00:15:09.760]  同盟主內的大仙子媒
[00:15:09.760 --> 00:15:11.760]  同盟主內的大仙子媒
[00:15:11.760 --> 00:15:13.760]  同盟主內的大仙子媒
[00:15:13.760 --> 00:15:15.760]  同盟主內的大仙子媒
[00:15:15.760 --> 00:15:17.760]  同盟主內的大仙子媒
[00:15:17.760 --> 00:15:19.760]  同盟主內的大仙子媒
[00:15:19.760 --> 00:15:21.760]  同盟主內的大仙子媒
[00:15:21.760 --> 00:15:23.760]  同盟主內的大仙子媒
[00:15:23.760 --> 00:15:25.760]  同盟主內的大仙子媒
[00:15:25.760 --> 00:15:27.760]  同盟主內的大仙子媒
[00:15:27.760 --> 00:15:29.760]  同盟主內的大仙子媒
[00:15:29.760 --> 00:15:31.760]  同盟主內的大仙子媒
[00:15:31.760 --> 00:15:33.760]  同盟主內的大仙子媒
[00:15:33.760 --> 00:15:35.760]  同盟主內的大仙子媒
[00:15:35.760 --> 00:15:37.760]  同盟主內的大仙子媒
[00:15:37.760 --> 00:15:39.760]  同盟主內的大仙子媒
[00:15:39.760 --> 00:15:41.760]  同盟主內的大仙子媒
[00:15:41.760 --> 00:15:43.760]  同盟主內的大仙子媒
[00:15:43.760 --> 00:15:45.760]  同盟主內的大仙子媒
