
[00:00:00.000 --> 00:00:04.860]  一年多前在立法會表決了政改的方案
[00:04:33.360 --> 00:04:34.840]  不知什麼原因
[00:04:34.840 --> 00:04:39.080]  多瑪那晚不在眾門徒當中
[00:04:39.080 --> 00:04:40.960]  看不到復活的主
[00:04:40.960 --> 00:04:43.400]  但是當多瑪回來的時候
[00:04:43.400 --> 00:04:44.400]  眾門徒跟他說
[00:04:44.400 --> 00:04:46.520]  我們見到復活了的主
[00:04:46.520 --> 00:04:48.880]  多瑪說他不相信
[00:04:48.880 --> 00:04:50.240]  八天之後
[00:04:50.240 --> 00:04:52.600]  耶穌再次的顯現
[00:04:52.600 --> 00:04:59.560]  使多瑪親眼看到這位有釘痕的復活主
[00:04:59.560 --> 00:05:03.320]  相信這段聖經大家不會陌生
[00:05:03.320 --> 00:05:07.160]  細節方面我們不會逐一去看
[00:05:07.160 --> 00:05:11.760]  我希望今天從三個重點跟大家分享
[00:05:11.760 --> 00:05:12.800]  第一個就是
[00:05:12.800 --> 00:05:17.720]  「羅去而或,憑聖經督信耶穌」
[00:05:17.720 --> 00:05:18.760]  第二個就是
[00:05:18.760 --> 00:05:23.160]  「羅去懼怕,靠耶穌得享平安」
[00:05:23.160 --> 00:05:26.800]  最後我們講到「差遣」
[00:05:26.800 --> 00:05:34.040]  我們「羅開限制,聽主命,接受差遣」
[00:05:34.040 --> 00:05:37.000]  當門徒見到多瑪告訴他
[00:05:37.000 --> 00:05:39.920]  我們見過那位復活的主的時候
[00:05:39.920 --> 00:05:41.320]  多瑪說
[00:05:41.320 --> 00:05:44.960]  除非我親眼看到耶穌的釘痕
[00:05:44.960 --> 00:05:48.120]  否則我是不會相信的
[00:05:48.120 --> 00:05:52.160]  多瑪不相信的原因是什麼
[00:05:52.160 --> 00:05:56.160]  耶穌告訴我們是因為他的疑惑
[00:05:56.160 --> 00:05:58.760]  耶穌再次在第八天之後
[00:05:58.760 --> 00:06:01.080]  在他們面前顯現的時候
[00:06:01.080 --> 00:06:02.200]  走在他們中間
[00:06:02.200 --> 00:06:03.760]  祂說「願你們平安」
[00:06:03.760 --> 00:06:05.520]  然後多瑪說
[00:06:05.520 --> 00:06:08.000]  「伸出你的指頭來」
[00:06:08.000 --> 00:06:10.360]  「摸我的手,愚民來看」
[00:06:10.360 --> 00:06:13.240]  「伸出你的手來,探入我的肋旁」
[00:06:13.240 --> 00:06:17.080]  「不要疑惑,總要信」
[00:06:17.080 --> 00:06:19.200]  在信仰的道路裏面
[00:06:19.200 --> 00:06:21.640]  疑惑一直是信仰的
[00:06:21.640 --> 00:06:25.360]  一直是我們信心的絆腳石
[00:06:25.360 --> 00:06:26.960]  多瑪疑惑什麼呢
[00:06:26.960 --> 00:06:28.800]  不相信什麼呢
[00:06:28.800 --> 00:06:31.960]  首先他不相信眾門徒的見證
[00:06:31.960 --> 00:06:34.120]  耶穌已經復活了
[00:06:34.120 --> 00:06:36.200]  但是還有一樣東西他不相信
[00:06:36.200 --> 00:06:42.040]  就是不相信耶穌在他受難復活之前
[00:06:42.040 --> 00:06:45.240]  三番四次地跟門徒說的預言
[00:06:45.240 --> 00:06:46.680]  是關於什麼的預言
[00:06:46.680 --> 00:06:49.800]  就是說他會上十字架
[00:06:49.800 --> 00:06:52.720]  他會受難,之後會復活
[00:06:52.720 --> 00:06:55.480]  多瑪不明白,也不相信
[00:06:55.480 --> 00:07:00.480]  直到他親眼見到那位復活的耶穌
[00:07:00.480 --> 00:07:03.240]  問大家一個問題
[00:07:03.240 --> 00:07:05.000]  耶穌復活之後
[00:07:05.000 --> 00:07:06.080]  到升天之前
[00:07:06.080 --> 00:07:08.360]  總共有四十天在地上服事
[00:07:08.360 --> 00:07:12.680]  這四十天裏面他做了最多的是什麼
[00:07:12.680 --> 00:07:15.680]  最多的是什麼
[00:07:15.680 --> 00:07:18.240]  其實就是教導聖經
[00:07:18.240 --> 00:07:23.320]  和差遣門徒
[00:07:23.320 --> 00:07:26.200]  很多經文都說到耶穌在教聖經
[00:07:26.200 --> 00:07:29.400]  其中一章我們讀《路加福音》二十四章
[00:07:29.400 --> 00:07:31.680]  我們一起讀,一二三請
[00:07:31.680 --> 00:07:33.640]  耶穌對丹麥說
[00:07:33.640 --> 00:07:36.520]  「這就是我從前與你們同在
[00:07:36.520 --> 00:07:39.480]  支持我所信仰的宗教」
[00:07:39.480 --> 00:07:42.200]  「我得到耶穌的信」
[00:07:42.200 --> 00:07:44.280]  「我使命上所給的」
[00:07:44.280 --> 00:07:48.320]  「凡主的愛,都必須順應而言」
[00:07:48.320 --> 00:07:50.880]  「於是耶穌就開了他們的心」
[00:07:50.880 --> 00:07:53.800]  「使他們明白聖經」
[00:07:53.800 --> 00:07:55.880]  於是耶穌就開了他們的心竅
[00:07:55.880 --> 00:07:58.280]  使他們明白聖經
[00:07:58.280 --> 00:07:59.840]  教導聖經
[00:07:59.840 --> 00:08:02.520]  教導他們有關舊約
[00:08:02.520 --> 00:08:05.720]  去預言耶穌那部份的聖經
[00:08:05.720 --> 00:08:08.400]  接著另一個就是差遣
[00:08:08.400 --> 00:08:10.400]  每一本福音書的最後一部份
[00:08:10.400 --> 00:08:11.680]  全部都是講差遣
[00:08:11.680 --> 00:08:14.360]  全部都和差遣有關
[00:08:14.360 --> 00:08:16.760]  大使命有不同的表達
[00:08:16.760 --> 00:08:18.680]  《史國行傳》裏面有講到
[00:08:18.680 --> 00:08:21.440]  《馬拉福音》裏面有講到
[00:08:21.440 --> 00:08:23.440]  我們再看清楚一點
[00:08:23.440 --> 00:08:27.280]  在《路約翰福音》最後一章的時間
[00:08:27.280 --> 00:08:30.480]  耶穌與彼得互動的過程當中
[00:08:30.480 --> 00:08:32.160]  祂問彼得「你愛我嗎?」
[00:08:32.160 --> 00:08:33.920]  祂問了三次
[00:08:33.920 --> 00:08:36.960]  但是耶穌最終要帶出來的是甚麼
[00:08:36.960 --> 00:08:40.000]  祂叫彼得去牧養祂的羊
[00:08:40.000 --> 00:08:42.640]  叫彼得去牧養教會
[00:08:42.640 --> 00:08:47.280]  所以同樣是一個差遣
[00:08:47.280 --> 00:08:48.800]  耶穌在四十天裏面的服事
[00:08:48.800 --> 00:08:52.720]  最重要做的兩件事就是教導和差遣
[00:08:52.720 --> 00:08:54.880]  曾經有人問我一個問題
[00:08:54.880 --> 00:08:56.760]  為甚麼耶穌復活了之後
[00:08:56.760 --> 00:08:59.240]  不做一個大型報道會
[00:08:59.240 --> 00:09:01.480]  我們想想復活的耶穌一站出來
[00:09:01.480 --> 00:09:06.000]  一定成千上萬的人信主
[00:09:06.000 --> 00:09:07.720]  為甚麼 為甚麼不做報道會
[00:09:07.720 --> 00:09:09.880]  起碼聖經沒有這樣說
[00:09:09.880 --> 00:09:12.120]  我沒有一個很好的答案
[00:09:12.120 --> 00:09:14.920]  不過有一個問題值得我們思考
[00:09:14.920 --> 00:09:18.760]  就是當時使徒見證耶穌的復活
[00:09:18.760 --> 00:09:22.720]  和《新約聖經》到底有甚麼關係
[00:09:22.720 --> 00:09:26.400]  《新約聖經》的權威當然來自神的默示
[00:09:26.400 --> 00:09:29.400]  而《新約聖經》的權威
[00:09:29.400 --> 00:09:33.640]  是透過使徒性來體現
[00:09:33.640 --> 00:09:35.440]  使徒性的意思是甚麼
[00:09:35.440 --> 00:09:37.880]  就是聖經是出自於使徒
[00:09:37.880 --> 00:09:44.840]  或者和使徒有極親密關係的門徒的手筆
[00:09:44.840 --> 00:09:46.720]  保羅是不是使徒
[00:09:46.720 --> 00:09:49.880]  保羅在大馬骰路上
[00:09:49.880 --> 00:09:52.480]  他親身經歷了復活的耶穌
[00:09:52.480 --> 00:09:56.520]  之後就熱切地傳福音建立教會
[00:09:56.520 --> 00:09:59.480]  所以他當然是使徒
[00:09:59.480 --> 00:10:01.800]  有些書信的作者不是使徒
[00:10:01.800 --> 00:10:03.880]  比如馬可 路加
[00:10:03.880 --> 00:10:05.920]  但是不要忘記
[00:10:05.920 --> 00:10:09.880]  馬可是彼得一個很重要的私人秘書
[00:10:09.880 --> 00:10:12.240]  馬可福音裏面大部份的內容
[00:10:12.240 --> 00:10:13.480]  有人說是全部的內容
[00:10:13.480 --> 00:10:16.920]  其實都是彼得講道的記錄
[00:10:16.920 --> 00:10:18.400]  路加呢
[00:10:18.400 --> 00:10:21.080]  路加是和保羅一起
[00:10:21.080 --> 00:10:25.400]  在宣教路上是一個一直很親密的戰友
[00:10:25.400 --> 00:10:29.480]  所以他們的關係非常緊密
[00:10:29.480 --> 00:10:32.720]  所以《新約聖經》的權威
[00:10:32.720 --> 00:10:35.960]  就在乎他的使徒性
[00:10:35.960 --> 00:10:38.280]  但是另外一件事我們不要忘記
[00:10:38.280 --> 00:10:40.720]  在初期教會最開頭的時間
[00:10:40.720 --> 00:10:44.720]  《新約聖經》完成了沒有
[00:10:44.720 --> 00:10:45.720]  還沒有吧
[00:10:45.720 --> 00:10:47.640]  因為還在寫著
[00:10:47.640 --> 00:10:50.160]  見證耶穌基督復活的使徒
[00:10:50.160 --> 00:10:53.080]  就成為了信仰的權威
[00:10:53.080 --> 00:10:57.840]  他們有見證福音和實行教導的權威
[00:10:57.840 --> 00:11:00.280]  和權柄在裏面
[00:11:00.280 --> 00:11:04.160]  多瑪毫無疑問是十二使徒之一
[00:11:04.160 --> 00:11:08.000]  所以多瑪一定要親眼見過
[00:11:08.000 --> 00:11:10.160]  復活的耶穌
[00:11:10.160 --> 00:11:14.680]  並且能夠為此做第一手的見證
[00:11:14.680 --> 00:11:16.760]  每一個使徒都要親眼見過
[00:11:16.760 --> 00:11:17.720]  復活的耶穌
[00:11:17.720 --> 00:11:19.560]  一個都不少得
[00:11:19.560 --> 00:11:22.640]  所以耶穌一定要等Thomas
[00:11:22.640 --> 00:11:24.320]  讓他親眼見到
[00:11:24.320 --> 00:11:29.880]  有釘痕而實實在在存在的復活的主
[00:11:29.880 --> 00:11:32.280]  當多瑪見到復活的主的時候
[00:11:32.280 --> 00:11:34.720]  多瑪做了一個很偉大的宣告
[00:11:34.720 --> 00:11:37.080]  我的主 我的神
[00:11:37.080 --> 00:11:38.760]  我的主是說什麼
[00:11:38.760 --> 00:11:41.680]  是表明多瑪確信了
[00:11:41.680 --> 00:11:44.040]  他自己認出來的那位真是那位
[00:11:44.040 --> 00:11:46.440]  他當初帶他們的那位耶穌
[00:11:46.440 --> 00:11:48.760]  我的神更加重要
[00:11:48.760 --> 00:11:52.600]  在表明耶穌的神性
[00:11:52.600 --> 00:11:54.480]  如果有異端挑戰我們
[00:11:54.480 --> 00:11:58.320]  問我們懷疑耶穌到底是不是神
[00:11:58.320 --> 00:12:01.560]  我們可以和他一起讀這段聖經
[00:12:01.560 --> 00:12:04.760]  因為我的神在原文裏面是
[00:12:04.760 --> 00:12:06.280]  O Theos
[00:12:06.280 --> 00:12:07.480]  即是The God
[00:12:07.480 --> 00:12:10.120]  很有趣 前面加了一個定伴詞The
[00:12:10.120 --> 00:12:11.440]  在原文聖經裏面
[00:12:11.440 --> 00:12:15.320]  其實加了一個定伴詞就表示
[00:12:15.320 --> 00:12:17.800]  這個神不是其他的神靈
[00:12:17.800 --> 00:12:20.320]  而是獨一的那位真神
[00:12:20.320 --> 00:12:25.000]  所以耶穌就是神
[00:12:25.000 --> 00:12:28.120]  有人說會不會是多瑪自作多情呢
[00:12:28.120 --> 00:12:30.560]  誤會了耶穌的神性
[00:12:30.560 --> 00:12:32.120]  但如果是誤會的話
[00:12:32.120 --> 00:12:35.080]  相信耶穌一定會提醒多瑪
[00:12:35.080 --> 00:12:36.440]  但聖經告訴我們
[00:12:36.440 --> 00:12:40.600]  耶穌是接受多瑪對他的稱呼
[00:12:40.600 --> 00:12:44.640]  耶穌承認自己是神
[00:12:44.640 --> 00:12:46.120]  另外我們去看一段聖經的時候
[00:12:46.120 --> 00:12:47.800]  我們要留意兩個動詞
[00:12:47.800 --> 00:12:50.000]  出現的頻率非常多
[00:12:50.000 --> 00:12:53.160]  就是「看見」和「相信」
[00:12:53.160 --> 00:12:55.440]  各自出現了五次
[00:12:55.440 --> 00:13:00.960]  我們在問這兩個詞之間有什麼特殊的關係呢
[00:13:00.960 --> 00:13:06.480]  使徒是因為看見復活的主而相信
[00:13:06.480 --> 00:13:08.240]  那其他的信徒呢
[00:13:08.240 --> 00:13:15.600]  現在的信徒是因為什麼而相信耶穌呢
[00:13:15.600 --> 00:13:18.080]  用福音20章29節
[00:13:18.080 --> 00:13:20.000]  是一句很重要的經文
[00:13:20.000 --> 00:13:21.600]  我們一起讀
[00:13:21.600 --> 00:13:26.600]  「但記者些事要叫你不信耶穌是基督
[00:13:26.600 --> 00:13:28.400]  是神的基督
[00:13:28.400 --> 00:13:30.640]  是叫你不信耶穌是神
[00:13:30.640 --> 00:13:34.120]  又何以因他人而得神明」
[00:13:34.120 --> 00:13:37.720]  這句話就說出了約翰福音的一個目的
[00:13:37.720 --> 00:13:39.400]  這些「是」是指出什麼呢
[00:13:39.400 --> 00:13:42.000]  就是指出成本的約翰福音
[00:13:42.000 --> 00:13:43.520]  如果從廣義的理解
[00:13:43.520 --> 00:13:46.120]  甚至可以說是所有的福音書
[00:13:46.120 --> 00:13:51.320]  甚至是新約的信件
[00:13:51.320 --> 00:13:54.960]  約翰在這裡寫得非常清楚
[00:13:54.960 --> 00:13:57.520]  使徒之後所有的信徒
[00:13:57.520 --> 00:14:01.360]  是憑著使徒寫下來的聖經
[00:14:01.360 --> 00:14:03.800]  而去相信耶穌就是基督
[00:14:03.800 --> 00:14:06.840]  是神的兒子
[00:14:06.840 --> 00:14:09.800]  約翰福音20章29節說
[00:14:09.800 --> 00:14:11.600]  耶穌對多瑪說
[00:14:11.600 --> 00:14:13.400]  「你因為看見我才相信
[00:14:13.400 --> 00:14:16.600]  那些沒看見就相信的人就有福了」
[00:14:16.600 --> 00:14:19.880]  那些沒看見的人就是指我們
[00:14:19.880 --> 00:14:21.720]  使徒之後的信徒
[00:14:21.720 --> 00:14:22.760]  我們的確有福
[00:14:22.760 --> 00:14:25.040]  雖然我們不需要看到復活的耶穌
[00:14:25.040 --> 00:14:33.280]  但是憑著聖經我們就可以相信基督
[00:14:33.280 --> 00:14:35.280]  在信仰的路上
[00:14:35.280 --> 00:14:40.880]  疑惑的確是我們的絆腳石
[00:14:40.880 --> 00:14:43.800]  我們每一個人都要面對這件事
[00:14:43.800 --> 00:14:45.840]  對一個誤導的朋友來說
[00:14:45.840 --> 00:14:50.160]  耶穌是不是那位真正的唯一的救主
[00:14:50.160 --> 00:14:52.440]  對於我們信了耶穌的弟兄姊妹來說
[00:14:52.440 --> 00:14:54.400]  當我們遇到試探的時候
[00:14:54.400 --> 00:14:56.440]  我們會不會疑惑
[00:14:56.440 --> 00:14:58.080]  神是否真的愛我們
[00:14:58.080 --> 00:15:01.720]  神是否真的會為我們開一條出路
[00:15:01.720 --> 00:15:04.520]  我們要挪開疑惑
[00:15:04.520 --> 00:15:07.360]  就要信靠神的話
[00:15:07.360 --> 00:15:10.120]  我們信心的根基是神的話語
[00:15:10.120 --> 00:15:12.200]  是聖經
[00:15:12.200 --> 00:15:14.000]  不是我們的經歷
[00:15:14.000 --> 00:15:16.040]  更加不是我們的感覺
[00:15:16.040 --> 00:15:18.920]  我們不可以憑感覺去信耶穌
[00:15:18.920 --> 00:15:24.320]  更加不可以單憑主觀的經歷去信耶穌
[00:15:24.320 --> 00:15:26.600]  如果有人說他信耶穌
[00:15:26.600 --> 00:15:28.440]  所以病得醫治
[00:15:28.440 --> 00:15:29.600]  但是他根本不清楚
[00:15:29.600 --> 00:15:31.880]  不理解聖經裏面說到
[00:15:31.880 --> 00:15:35.040]  有關耶穌基督十誡救恩的事的時候
[00:15:35.040 --> 00:15:37.520]  他的信心其實是不完整的
[00:15:37.520 --> 00:15:41.120]  我們需要用聖經的啟示
[00:15:41.120 --> 00:15:48.440]  說給他聽到底怎樣去信耶穌
[00:15:48.440 --> 00:15:50.760]  憑聖經我們可以督信基督
[00:15:50.760 --> 00:15:56.040]  我們的信心和我們學武神的話語是成正比的
[00:15:56.040 --> 00:15:59.600]  先知以色列給我們很好的榜樣
[00:15:59.600 --> 00:16:04.200]  他說學武神的話語是體現在三個方面
[00:16:04.200 --> 00:16:06.040]  他是定志考究
[00:16:06.040 --> 00:16:07.920]  遵循耶和華的律法
[00:16:07.920 --> 00:16:13.480]  又將律例典章教訓以色列人
[00:16:13.480 --> 00:16:15.520]  以色列人不是一個聖經專家嗎
[00:16:15.520 --> 00:16:18.920]  為甚麼他還要定志做這三件事呢
[00:16:18.920 --> 00:16:21.920]  因為他確認 他深信
[00:16:21.920 --> 00:16:23.760]  越開武神的話語
[00:16:23.760 --> 00:16:28.280]  他的信心就越堅定
[00:16:28.280 --> 00:16:30.560]  想問問大家
[00:16:30.560 --> 00:16:32.040]  考究聖經 查考聖經
[00:16:32.040 --> 00:16:34.240]  是否成為我們生活的常態
[00:16:34.240 --> 00:16:35.920]  有位傳道人曾經跟我分享
[00:16:35.920 --> 00:16:38.360]  他說現在帶團契少了很難
[00:16:38.360 --> 00:16:40.960]  大家對查聖經沒甚麼興趣
[00:16:40.960 --> 00:16:43.440]  一個月四到五次的聚會
[00:16:43.440 --> 00:16:46.160]  查一次兩次的聖經很多了
[00:16:46.160 --> 00:16:47.080]  甚至有人提議
[00:16:47.080 --> 00:16:49.960]  不如兩個月我們才查一次聖經
[00:16:49.960 --> 00:16:55.120]  這個心態是否聖經裏面所講的
[00:16:55.120 --> 00:16:57.520]  我們不單要查考聖經
[00:16:57.520 --> 00:16:59.360]  我們更加重要的是
[00:16:59.360 --> 00:17:02.960]  我們要遵行和教導聖經
[00:17:02.960 --> 00:17:04.520]  我讀神學的時候
[00:17:04.520 --> 00:17:07.440]  有位老師他叫Dr. Dean
[00:17:07.440 --> 00:17:11.000]  他在美國Dallas神學院畢業
[00:17:11.000 --> 00:17:13.360]  畢業後他沒有像一般的神學教授
[00:17:13.360 --> 00:17:16.920]  神學博士一樣留在美國任教
[00:17:16.920 --> 00:17:20.360]  神差了他來亞洲 來了香港
[00:17:20.360 --> 00:17:22.240]  雖然他不懂中文
[00:17:22.240 --> 00:17:26.200]  但是他來到香港作為神學老師
[00:17:26.200 --> 00:17:28.720]  他是一位非常優秀的老師
[00:17:28.720 --> 00:17:31.200]  他的教導恩賜是數一數二
[00:17:31.200 --> 00:17:33.800]  在我們的學院裏面
[00:17:33.800 --> 00:17:36.880]  雖然他找英文教書
[00:17:36.880 --> 00:17:39.960]  同學的英文水平各有參差
[00:17:39.960 --> 00:17:42.200]  我以前在國外讀書的時候
[00:17:42.200 --> 00:17:43.000]  用德文比較多
[00:17:43.000 --> 00:17:44.720]  所以英文不是很好
[00:17:44.720 --> 00:17:47.000]  但是我每次聽他講課的時候
[00:17:47.000 --> 00:17:48.720]  他講得非常清楚
[00:17:48.720 --> 00:17:50.520]  用最簡單的語言
[00:17:50.520 --> 00:17:56.560]  深入淺出地教導我們很多的聖經道理
[00:17:56.560 --> 00:17:58.400]  不單是這樣
[00:17:58.400 --> 00:18:02.000]  他的屬靈生命更加與眾不同
[00:18:02.000 --> 00:18:05.520]  我們每個人都有兩個神
[00:18:05.520 --> 00:18:07.920]  但是他只有一個神
[00:18:07.920 --> 00:18:10.680]  為什麼
[00:18:10.680 --> 00:18:12.280]  因為他專注神的話語
[00:18:12.280 --> 00:18:14.080]  專注到一個程度
[00:18:14.080 --> 00:18:18.120]  他很切實地進行神的話語和教導
[00:18:18.120 --> 00:18:20.200]  他愛弟兄愛到一個程度
[00:18:20.200 --> 00:18:23.840]  甘願捨棄自己的器官
[00:18:23.840 --> 00:18:27.440]  他在美國有一個關係非常好的屬靈弟兄
[00:18:27.440 --> 00:18:28.520]  但是突然間發覺
[00:18:28.520 --> 00:18:30.960]  這個弟兄有一個嚴重的腎病
[00:18:30.960 --> 00:18:34.360]  急需一個神來延續他的生命
[00:18:34.360 --> 00:18:35.960]  但是等了很久
[00:18:35.960 --> 00:18:40.200]  都沒有一個合適的神
[00:18:40.200 --> 00:18:42.960]  多爾顛很愛這位弟兄
[00:18:42.960 --> 00:18:44.720]  他禱告他流淚
[00:18:44.720 --> 00:18:47.240]  他不斷地思量
[00:18:47.240 --> 00:18:52.840]  多爾顛家裡還有三個兒子在讀書
[00:18:52.840 --> 00:18:55.440]  他和太太商量了之後
[00:18:55.440 --> 00:18:58.480]  決定去捐出自己的一個神
[00:18:58.480 --> 00:19:00.920]  來救這個弟兄
[00:19:00.920 --> 00:19:04.520]  從此之後他就靠著一個神去生活
[00:19:04.520 --> 00:19:06.080]  他對我們說
[00:19:06.080 --> 00:19:10.040]  我們的生命氣息都在神的手中
[00:19:10.040 --> 00:19:11.720]  我們愛人
[00:19:11.720 --> 00:19:14.040]  我們可以付出時間
[00:19:14.040 --> 00:19:15.120]  金錢
[00:19:15.120 --> 00:19:16.880]  還有不同的行動
[00:19:16.880 --> 00:19:19.480]  但是要我們捐出我們的器官
[00:19:19.480 --> 00:19:21.840]  真的可以嗎?
[00:19:21.840 --> 00:19:24.120]  我非常欣賞這位老師
[00:19:24.120 --> 00:19:27.680]  他不單止有教導的恩賜
[00:19:27.680 --> 00:19:31.800]  而且擁有一個活出神話語的生命
[00:19:31.800 --> 00:19:32.680]  求神幫助我們
[00:19:32.680 --> 00:19:34.680]  使我們可以在各方面都可以
[00:19:34.680 --> 00:19:38.160]  去更多地去查考聖經
[00:19:38.160 --> 00:19:41.040]  更加徹底地去進行聖經
[00:19:41.040 --> 00:19:44.120]  而且抓住每一個機會去教導聖經
[00:19:44.120 --> 00:19:45.640]  其實我們有很多平台
[00:19:45.640 --> 00:19:48.760]  在教會當中可以去教導聖經
[00:19:48.760 --> 00:19:51.320]  無論是小組團契當中查經
[00:19:51.320 --> 00:19:53.480]  還有諸學的教導
[00:19:53.480 --> 00:19:55.400]  還有兒童的事工
[00:19:55.400 --> 00:19:56.480]  還有最重要的是
[00:19:56.480 --> 00:20:00.280]  我們在家裏也可以教導我們的家人
[00:20:00.280 --> 00:20:03.560]  神的話語
[00:20:03.560 --> 00:20:06.440]  但是教導當中有一樣東西很重要
