
[00:00:00.000 --> 00:00:03.000]  我們會繼續在崇拜的講道系列當中
[00:01:15.200 --> 00:01:17.000]  這個慧主結局的心田
[00:01:17.000 --> 00:01:18.400]  我都會挑戰大家
[00:01:18.400 --> 00:01:20.800]  到底誰能夠可以做到呢
[00:01:20.800 --> 00:01:23.600]  都要講到有個好土的時候
[00:01:23.600 --> 00:01:26.000]  我們能不能夠做到呢
[00:01:26.000 --> 00:01:28.600]  我們一起讀完這幾節經文
[00:01:28.600 --> 00:01:29.600]  找到或者看到的
[00:01:29.600 --> 00:01:30.800]  我們讀完這幾節經文
[00:01:30.800 --> 00:01:32.200]  預備起
[00:01:32.200 --> 00:01:33.600]  「你們聽啊
[00:01:33.600 --> 00:01:36.800]  有一個殺種的出去殺種
[00:01:36.800 --> 00:01:40.000]  殺的時候有落在路旁的
[00:01:40.000 --> 00:01:42.200]  飛鳥來吃盡鳥
[00:01:42.200 --> 00:01:45.800]  有落在土淺石頭地上的
[00:01:45.800 --> 00:01:49.400]  土技不深發苗最快
[00:01:49.400 --> 00:01:51.400]  日頭出來一曬
[00:01:51.400 --> 00:01:55.000]  因為沒有根就枯乾了
[00:01:55.000 --> 00:01:57.600]  有落在荊棘裡的
[00:01:57.600 --> 00:01:59.400]  荊棘長起來
[00:01:59.400 --> 00:02:03.200]  把它擠住了就不結實
[00:02:03.200 --> 00:02:05.800]  又有落在土土裡的
[00:02:05.800 --> 00:02:08.000]  就發生長大
[00:02:08.000 --> 00:02:10.400]  結實有三十倍的
[00:02:10.400 --> 00:02:12.200]  有六十倍的
[00:02:12.200 --> 00:02:14.400]  有一百倍的
[00:02:14.400 --> 00:02:17.600]  又說有耳可聽的
[00:02:17.600 --> 00:02:20.200]  就應當聽」
[00:02:20.200 --> 00:02:21.600]  馬克福音四章一到三十二節
[00:02:21.600 --> 00:02:24.200]  其實耶穌講了四個比喻
[00:02:24.200 --> 00:02:28.000]  去和門徒和會眾解釋
[00:02:28.000 --> 00:02:30.800]  這個天國的道理
[00:02:30.800 --> 00:02:32.600]  這段經文其實
[00:02:32.600 --> 00:02:35.800]  或者是講耶穌這麼多的比喻當中
[00:02:35.800 --> 00:02:38.200]  大家回去再看的時候
[00:02:38.200 --> 00:02:40.200]  這個比喻一個很特別的地方是什麼呢
[00:02:40.200 --> 00:02:45.200]  是耶穌親自來解釋這個比喻
[00:02:45.200 --> 00:02:47.400]  如果你去看福音書的時候
[00:02:47.400 --> 00:02:49.200]  你就會發覺其實大部分比喻
[00:02:49.200 --> 00:02:51.600]  是耶穌講完就沒怎麼解釋的
[00:02:51.600 --> 00:02:54.800]  但這個就是其中一個耶穌講得很詳細的
[00:02:54.800 --> 00:02:57.800]  所以後面馬克福音的四章十三到二十節
[00:02:57.800 --> 00:03:00.200]  就是去解釋這個比喻
[00:03:00.200 --> 00:03:05.000]  是難得耶穌做了那個講員去識經
[00:03:05.000 --> 00:03:08.000]  所以如果你聽過不同的講員講這段經文
[00:03:08.000 --> 00:03:11.000]  可能你真的回去四章十三到二十節
[00:03:11.000 --> 00:03:13.400]  多些去看一下認識
[00:03:13.400 --> 00:03:15.600]  你就會更加明白
[00:03:15.600 --> 00:03:18.600]  當然不同的講員都有去再深入
[00:03:18.600 --> 00:03:21.600]  或者從不同的角度去看
[00:03:21.600 --> 00:03:24.600]  這一段聖經四個比喻裏面
[00:03:24.600 --> 00:03:26.600]  其實可以一齊來看
[00:03:26.600 --> 00:03:28.800]  同樣當中四個比喻有三個
[00:03:28.800 --> 00:03:32.600]  都是和殺種或者耕作有關的
[00:03:32.600 --> 00:03:37.200]  都有提到其中一個就是泥土或者土壤
[00:03:37.200 --> 00:03:38.600]  這個都是代表著人
[00:03:38.600 --> 00:03:41.400]  或者代表我們剛才題目所講的心田
[00:03:41.400 --> 00:03:44.000]  人的心 人的生命
[00:03:44.000 --> 00:03:46.000]  提醒我們其實我們每一個人
[00:03:46.000 --> 00:03:48.000]  都是慎用泥土所做
[00:03:48.000 --> 00:03:53.400]  我們都是神手中泥土所做的
[00:03:53.400 --> 00:03:55.400]  被創造的人
[00:03:55.400 --> 00:03:56.600]  從比喻裏面
[00:03:56.600 --> 00:03:58.800]  我想有兩個主要的主題
[00:03:58.800 --> 00:04:01.600]  和大家今天來領受的訊息
[00:04:01.600 --> 00:04:04.200]  第一個就是人的責任
[00:04:04.200 --> 00:04:07.800]  第二個就是神的工作
[00:04:07.800 --> 00:04:09.800]  人的責任在比喻當中
[00:04:09.800 --> 00:04:14.000]  告訴我們人對神的道有不同的反應
[00:04:14.000 --> 00:04:15.600]  通常我們看這段經文
[00:04:15.600 --> 00:04:18.000]  有很多時候我們都會覺得這個都是對很多
[00:04:18.000 --> 00:04:19.800]  我們未信主的時候
[00:04:19.800 --> 00:04:20.800]  我們回想自己
[00:04:20.800 --> 00:04:26.600]  我們都是土壤或幾個土地的情況
[00:04:26.600 --> 00:04:27.600]  剛才如果大家有留意
[00:04:27.600 --> 00:04:30.800]  就是我們有四種不同的土壤
[00:04:30.800 --> 00:04:32.200]  大家有不同的反應
[00:04:32.200 --> 00:04:34.400]  當殺種的人將種子
[00:04:34.400 --> 00:04:37.200]  就是代表神的道殺出來的時候
[00:04:37.200 --> 00:04:41.200]  有三種就見不到果實
[00:04:41.200 --> 00:04:44.000]  一種最後才可以結果收成
[00:04:44.000 --> 00:04:45.600]  所以有時候說到未信的人
[00:04:45.600 --> 00:04:46.600]  他們對福音
[00:04:46.600 --> 00:04:49.400]  聽福音之後的領受
[00:04:49.400 --> 00:04:51.600]  但我又很相信這個不是單單為了未信的人
[00:04:51.600 --> 00:04:53.400]  其實都是為了已經信的人
[00:04:53.400 --> 00:04:54.800]  為了你和我
[00:04:54.800 --> 00:04:57.000]  我們每一個基督徒都應該
[00:04:57.000 --> 00:04:59.400]  來到這段經文裏面
[00:04:59.400 --> 00:05:03.800]  看到神要我們反省學習的地方
[00:05:03.800 --> 00:05:04.600]  簡單來說
[00:05:04.600 --> 00:05:07.400]  其實人對神的道有不同的反應
[00:05:07.400 --> 00:05:09.600]  或者人對福音有不同的反應
[00:05:09.600 --> 00:05:10.600]  除了未信的人
[00:05:10.600 --> 00:05:13.000]  其實對基督徒都一樣
[00:05:13.000 --> 00:05:14.000]  我舉個例子
[00:05:14.000 --> 00:05:16.800]  這個比喻其實可能是在說你或我
[00:05:16.800 --> 00:05:20.000]  大家還記不記得上個星期
[00:05:20.000 --> 00:05:23.200]  這個崇拜講道聽了些甚麼
[00:05:23.200 --> 00:05:25.600]  還記得多少
[00:05:25.600 --> 00:05:27.600]  如果你記得一半都很厲害
[00:05:27.600 --> 00:05:28.600]  當然你說不用牧師
[00:05:28.600 --> 00:05:31.200]  我們找這個講章出來就可以了
[00:05:31.200 --> 00:05:33.000]  讀一次給你聽都可以
[00:05:33.000 --> 00:05:34.400]  記得百分之一百
[00:05:34.400 --> 00:05:37.400]  但我相信我們苦心自問
[00:05:37.400 --> 00:05:39.000]  我們聽完上個星期講道
[00:05:39.000 --> 00:05:42.000]  還可以記得多少呢
[00:05:42.000 --> 00:05:45.200]  當然現代科技幫我們可以隨時溫習都可以
[00:05:45.200 --> 00:05:49.000]  但這個正正就是我們對神的道有不同的反應
[00:05:49.000 --> 00:05:51.200]  我們能夠記得多少呢
[00:05:51.200 --> 00:05:53.800]  我們又實踐到多少呢
[00:05:53.800 --> 00:05:56.000]  在這個人的責任裏面
[00:05:56.000 --> 00:05:58.000]  其實從方書當中我們都看到
[00:05:58.000 --> 00:06:01.000]  神其實在建立神的國或天國
[00:06:01.000 --> 00:06:02.600]  都有不同的階梯
[00:06:02.600 --> 00:06:04.400]  或者有不同的階段
[00:06:04.400 --> 00:06:06.200]  這個都是神會在當中
[00:06:06.200 --> 00:06:07.600]  如果我們從方書看
[00:06:07.600 --> 00:06:10.600]  其實都是我們自己信仰的歷程
[00:06:10.600 --> 00:06:13.600]  我們可能都是一個曾經是聽福音
[00:06:13.600 --> 00:06:15.600]  然後可能是被栽培
[00:06:15.600 --> 00:06:17.600]  然後可能是作門徒
[00:06:17.600 --> 00:06:19.200]  以致可以為人師
[00:06:19.200 --> 00:06:21.600]  這些不同的階段不同的階梯
[00:06:21.600 --> 00:06:23.200]  都是神建立天國
[00:06:23.200 --> 00:06:25.600]  讓我們有不同的人生
[00:06:25.600 --> 00:06:27.600]  或者信仰上的經歷
[00:06:27.600 --> 00:06:29.400]  信徒的生命的建立
[00:06:29.400 --> 00:06:32.600]  其實也是果孝各有不同
[00:06:32.600 --> 00:06:35.200]  我們每個人都是不同的階段
[00:06:35.200 --> 00:06:37.800]  或者不同的人
[00:06:37.800 --> 00:06:40.800]  我們不同經歷過這些不同的時候
[00:06:40.800 --> 00:06:43.200]  下一張powerpoint
[00:06:43.200 --> 00:06:45.000]  再下一張
[00:06:45.000 --> 00:06:46.800]  我們都是有不同的果孝
[00:06:46.800 --> 00:06:49.400]  正正剛才我提到我們聽過的道
[00:06:49.400 --> 00:06:52.200]  其實可能我們記得都不同
[00:06:52.200 --> 00:06:55.400]  我們得出的結果都不同
[00:06:55.400 --> 00:06:57.200]  但是人的責任
[00:06:57.200 --> 00:06:59.000]  其中一個在這段經文
[00:06:59.000 --> 00:07:00.400]  我想提醒就是
[00:07:00.400 --> 00:07:02.600]  我們真的有全方位的責任
[00:07:02.600 --> 00:07:06.200]  不單單是跟所有人說
[00:07:06.200 --> 00:07:08.200]  或者是特別針對微信的人
[00:07:08.200 --> 00:07:09.600]  我覺得這個正正提醒我們
[00:07:09.600 --> 00:07:12.800]  作為基督徒我們都有全福音的責任
[00:07:12.800 --> 00:07:14.200]  在這段經文裡面提醒我們
[00:07:14.200 --> 00:07:15.600]  撒種的時候
[00:07:15.600 --> 00:07:18.400]  有人真的會信主
[00:07:18.400 --> 00:07:22.000]  所以我們在當中得到神的鼓勵
[00:07:22.000 --> 00:07:23.000]  我不知道大家覺得
[00:07:23.000 --> 00:07:24.800]  你做全福音的工作
[00:07:24.800 --> 00:07:27.200]  你跟人分享福音的時候
[00:07:27.200 --> 00:07:31.800]  你覺得是容易還是不容易
[00:07:31.800 --> 00:07:34.400]  我想你跟他全福音
[00:07:34.400 --> 00:07:35.800]  你的經驗都告訴你
[00:07:35.800 --> 00:07:38.200]  可能有時你對一個身邊的人
[00:07:38.200 --> 00:07:39.000]  特別你很關心
[00:07:39.000 --> 00:07:40.400]  你很想去信耶穌
[00:07:40.400 --> 00:07:44.400]  你跟他全福音已經傳了一次
[00:07:44.400 --> 00:07:46.000]  兩次、十次
[00:07:46.000 --> 00:07:48.600]  帶他回來教會一次、十次、二十次
[00:07:48.600 --> 00:07:51.600]  可能他現在都未信主
[00:07:51.600 --> 00:07:52.800]  這個是很真實的
[00:07:52.800 --> 00:07:55.200]  所以我想我們都發現
[00:07:55.200 --> 00:07:57.400]  其實全福音不容易
[00:07:57.400 --> 00:08:00.400]  甚至可能有時你做過很多報道的工作
[00:08:00.400 --> 00:08:03.000]  你都發覺原來做了十次
[00:08:03.000 --> 00:08:05.800]  可能十次都沒有人缺席
[00:08:05.800 --> 00:08:06.800]  但我們很感恩
[00:08:06.800 --> 00:08:09.600]  其實不是單單只是看我們自己
[00:08:09.600 --> 00:08:10.800]  我們又很相信宗賢
[00:08:10.800 --> 00:08:12.000]  人不容易信主
[00:08:12.000 --> 00:08:15.600]  但是仍然真的會有人信主
[00:08:15.600 --> 00:08:17.200]  所以用這個撒種比喻的時候
[00:08:17.200 --> 00:08:20.200]  我們有時會用數字來想
[00:08:20.200 --> 00:08:22.800]  這裡講到四種的土地
[00:08:22.800 --> 00:08:24.200]  大家又計算一下
[00:08:24.200 --> 00:08:27.000]  四種裡面有三種就見不到果
[00:08:27.000 --> 00:08:28.600]  只有一種見到果
[00:08:28.600 --> 00:08:30.200]  如果擺在我們全福音的時候
[00:08:30.200 --> 00:08:31.400]  我們通常就說
[00:08:31.400 --> 00:08:34.000]  如果可能是我們全十個人福音
[00:08:34.000 --> 00:08:35.200]  就有四分一
[00:08:35.200 --> 00:08:36.200]  即是多少
[00:08:36.200 --> 00:08:38.800]  百分之二十五就會信主
[00:08:38.800 --> 00:08:40.600]  可能十個人裡面有兩個真的信主
[00:08:40.600 --> 00:08:42.000]  有一個半天掉
[00:08:42.000 --> 00:08:43.000]  即是一個五個百分比
[00:08:43.000 --> 00:08:44.200]  可能不知道是不是
[00:08:44.200 --> 00:08:45.400]  那是不是真的二十五個百分比
[00:08:45.400 --> 00:08:50.400]  是我們做真福音工作的結果
[00:08:50.400 --> 00:08:52.000]  收成就是這樣呢
[00:08:52.000 --> 00:08:53.400]  我不知道大家有沒有計算過
[00:08:53.400 --> 00:08:54.800]  你自己全福音
[00:08:54.800 --> 00:08:57.200]  是不是真的二十五個百分比
[00:08:57.200 --> 00:08:58.400]  我們在教會裡面
[00:08:58.400 --> 00:09:01.200]  我們都感恩我們有不同的福音的工作
[00:09:01.200 --> 00:09:02.400]  我們有福音的訓練
[00:09:02.400 --> 00:09:03.400]  我們在三福也好
[00:09:03.400 --> 00:09:05.000]  美滿人生也好
[00:09:05.000 --> 00:09:07.200]  這一類的個人報道的福音工作
[00:09:07.200 --> 00:09:09.600]  我們通常都會做一些統計
[00:09:09.600 --> 00:09:11.600]  每一期我們都要鼓勵
[00:09:11.600 --> 00:09:13.200]  頂姐妹受訓完之後
[00:09:13.200 --> 00:09:16.000]  出隊去全福音實踐
[00:09:16.000 --> 00:09:18.600]  大部分我自己的經歷
[00:09:18.600 --> 00:09:20.600]  可能其他每次都不同
[00:09:20.600 --> 00:09:22.000]  我覺得我經歷的就是
[00:09:22.000 --> 00:09:25.600]  每一次大概都超過25%
[00:09:25.600 --> 00:09:27.400]  不只是只有25%
[00:09:27.400 --> 00:09:30.000]  剛剛好25%夠數了
[00:09:30.000 --> 00:09:32.000]  神就會給我們收工
[00:09:32.000 --> 00:09:34.000]  或者你繼續傳也沒有用
[00:09:34.000 --> 00:09:35.000]  不會的
[00:09:35.000 --> 00:09:38.600]  因為我們在這些個人報道工作裡面
[00:09:38.600 --> 00:09:40.400]  就超過25%
[00:09:40.400 --> 00:09:42.800]  但另外有時候我們會計算另外一種是什麼呢
[00:09:42.800 --> 00:09:45.000]  當教會有一些大型的報道會
[00:09:45.000 --> 00:09:47.000]  或者是全港一些大報道會
[00:09:47.000 --> 00:09:48.600]  他們又會做一些統計
[00:09:48.600 --> 00:09:50.200]  我不知道大家有沒有留意
[00:09:50.200 --> 00:09:51.200]  在大型報道會裡面
[00:09:51.200 --> 00:09:55.200]  信主的人的百分比的比率有多少
[00:09:55.200 --> 00:09:57.200]  有時候如果你稍微留意一下
[00:09:57.200 --> 00:09:59.800]  有時候未必去到25%
[00:09:59.800 --> 00:10:01.000]  我們人就很多了
[00:10:01.000 --> 00:10:03.200]  但有時候那個決議又未必
[00:10:03.200 --> 00:10:05.800]  當然有時候會高過25%
[00:10:05.800 --> 00:10:07.400]  但我想最重要是什麼呢
[00:10:07.400 --> 00:10:11.000]  其實我們不知道結果是怎樣
[00:10:11.000 --> 00:10:12.600]  我們最重要應該是怎樣
[00:10:12.600 --> 00:10:16.000]  將結果交回給神
[00:10:16.000 --> 00:10:18.600]  不要看著這個數字
[00:10:18.600 --> 00:10:21.800]  好像四種的土地、土壤
[00:10:21.800 --> 00:10:24.800]  就有四分一可以結果
[00:10:24.800 --> 00:10:27.000]  我們就好像受這個影響
[00:10:27.000 --> 00:10:31.600]  沒有人知道哪些人可以信耶穌
[00:10:31.600 --> 00:10:33.200]  哪些人不信耶穌
[00:10:33.200 --> 00:10:35.000]  哪些是好土
[00:10:35.000 --> 00:10:38.600]  哪些是那三種好像不是那麼好的土壤
[00:10:38.600 --> 00:10:39.800]  我們不知道的
[00:10:39.800 --> 00:10:40.800]  所以有時候我也覺得
[00:10:40.800 --> 00:10:42.800]  有些弟兄姊妹或者有些基督徒
[00:10:42.800 --> 00:10:45.000]  他們傳福音很努力
[00:10:45.000 --> 00:10:48.000]  我們很感恩我們教會每個月
[00:10:48.000 --> 00:10:50.800]  至少有一次個人部隊出隊
[00:10:50.800 --> 00:10:52.200]  今天下午就是了
[00:10:52.200 --> 00:10:53.800]  每個月第一個禮拜
[00:10:53.800 --> 00:10:55.400]  我們也有一批很忠心的弟兄姊妹
[00:10:55.400 --> 00:10:58.000]  他們很願意參與
[00:10:58.000 --> 00:10:59.800]  我不知道在當中有沒有試過
[00:10:59.800 --> 00:11:02.800]  真的你傳到都心灰意冷
[00:11:02.800 --> 00:11:05.000]  去過那麼多次好像沒有什麼結果
[00:11:05.000 --> 00:11:06.600]  帶不到人信主
[00:11:06.600 --> 00:11:08.600]  好像覺得自己沒什麼用
[00:11:08.600 --> 00:11:10.200]  我不知道有沒有弟兄姊妹
[00:11:10.200 --> 00:11:12.800]  經歷過這些階段
[00:11:12.800 --> 00:11:14.600]  但當我們有時候想到想放棄的時候
[00:11:14.600 --> 00:11:16.800]  是不是真的這些人沒得救
[00:11:16.800 --> 00:11:18.000]  或者怎樣呢
[00:11:18.000 --> 00:11:19.800]  我相信不會
[00:11:19.800 --> 00:11:20.600]  因為我們根本不知道
[00:11:20.600 --> 00:11:22.400]  哪個可以救哪個不可以救
[00:11:22.400 --> 00:11:23.400]  但我很想就是說
[00:11:23.400 --> 00:11:24.800]  真的當我們傳福音的時候
[00:11:24.800 --> 00:11:26.000]  我們要想的就是
[00:11:26.000 --> 00:11:29.600]  神仍然揀選了他的東西
[00:11:29.600 --> 00:11:30.800]  要揀選的人
[00:11:30.800 --> 00:11:32.800]  仍然有人會得救
[00:11:32.800 --> 00:11:35.200]  在四種不同的土壤當中
[00:11:35.200 --> 00:11:39.400]  至少都有一個土壤是可以結果子
[00:11:39.400 --> 00:11:42.000]  所以如果你真的用傳福音的角度去看的時候
[00:11:42.000 --> 00:11:45.000]  我們真的仍然有這個傳福音的責任
[00:11:45.000 --> 00:11:47.200]  人仍然不容易信主
[00:11:47.200 --> 00:11:49.200]  但我們感恩
[00:11:49.200 --> 00:11:51.400]  神仍然去感動人
[00:11:51.400 --> 00:11:55.600]  讓一些人去決意
[00:11:55.600 --> 00:11:58.400]  他們歸入主的陽圈
[00:11:58.400 --> 00:12:00.000]  所以我們將結果交給神
[00:12:00.000 --> 00:12:02.800]  我們的責任就是繼續去傳
[00:12:02.800 --> 00:12:04.600]  無論我們說了多少次
[00:12:04.600 --> 00:12:07.200]  或者做了多少次的報道工作
[00:12:07.200 --> 00:12:09.200]  有多少人信過主
[00:12:09.200 --> 00:12:12.000]  不需要想25%我就可以收工
[00:12:12.000 --> 00:12:15.600]  又不需要想我10%未夠就繼續做多一些
[00:12:15.600 --> 00:12:17.600]  我們不是為這些數字
[00:12:17.600 --> 00:12:20.600]  甚至可能你傳來傳去只有零
[00:12:20.600 --> 00:12:23.200]  你真的未經你手帶另一個人決志
[00:12:23.200 --> 00:12:24.600]  都不要緊
[00:12:24.600 --> 00:12:27.600]  我們在神的手中都是神所使用
[00:12:27.600 --> 00:12:29.200]  我們所做的很多事
[00:12:29.200 --> 00:12:31.600]  我曾經提過都是福音的愚公
[00:12:31.600 --> 00:12:34.400]  可能你向某一個人傳福音一次
[00:12:34.400 --> 00:12:36.800]  其實我想大部份的影子們的經歷都是
[00:12:36.800 --> 00:12:40.200]  不是你第一次聽福音你就一定信耶穌
[00:12:40.200 --> 00:12:41.600]  我們大部份都可能聽過
[00:12:41.600 --> 00:12:43.600]  超過起碼一次以上的福音
[00:12:43.600 --> 00:12:45.200]  我們才會信主
[00:12:45.200 --> 00:12:47.200]  所以可能你只不過是做第一個
[00:12:47.200 --> 00:12:48.800]  第二個第三個
[00:12:48.800 --> 00:12:50.400]  到修成的時候
[00:12:50.400 --> 00:12:54.000]  可能是在其他的頂子妹手裏面
[00:12:54.000 --> 00:12:56.800]  為主來修成
[00:12:56.800 --> 00:12:59.200]  所以我們要繼續
[00:12:59.200 --> 00:13:01.400]  盡上我們傳福音的責任
[00:13:01.400 --> 00:13:05.600]  將結果交回給神
[00:13:05.600 --> 00:13:07.600]  這個殺種比喻除了提醒我們
[00:13:07.600 --> 00:13:10.000]  這個傳福音的責任之外
[00:13:10.000 --> 00:13:11.600]  我想亦是提醒我們要為自己
[00:13:11.600 --> 00:13:17.200]  屬靈的警方來負責
[00:13:17.200 --> 00:13:22.200]  說到殺種的人所殺的種就是神的毒
[00:13:22.200 --> 00:13:24.200]  其實正正就是今天我們每一個人
[00:13:24.200 --> 00:13:28.000]  都要反省一下我們自己屬靈的生命
[00:13:28.000 --> 00:13:30.200]  我們對神的話語
[00:13:30.200 --> 00:13:32.400]  亦是我們對我們的信仰
[00:13:32.400 --> 00:13:35.600]  那種態度的反省
[00:13:35.600 --> 00:13:39.200]  這個可以是所有人都應該
[00:13:39.200 --> 00:13:42.600]  多些去做這個屬靈警方的反省
[00:13:42.600 --> 00:13:46.400]  我們更加要為自己來負責
[00:13:46.400 --> 00:13:49.400]  我們每一個基督徒
[00:13:49.400 --> 00:13:53.800]  應該都是一個不斷繼續成長的基督徒
[00:13:53.800 --> 00:13:56.600]  我們屬靈的生命的成長
[00:13:56.600 --> 00:14:01.800]  有神但亦有人兩者的配合
[00:14:01.800 --> 00:14:04.800]  所以我們要為自己屬靈的警方來負責
[00:14:04.800 --> 00:14:06.600]  我們多些來反省一下
[00:14:06.600 --> 00:14:09.400]  到底我今天對神的話語
[00:14:09.400 --> 00:14:12.600]  我對信仰那種態度是怎樣呢?
[00:14:12.600 --> 00:14:16.600]  用回殺種就是問我是哪一種的土壤
[00:14:16.600 --> 00:14:19.200]  哪一種的森田呢?
[00:14:19.200 --> 00:14:22.000]  我是屬於哪一種土呢?
[00:14:22.000 --> 00:14:24.800]  當然它的分類就分成四類
[00:14:24.800 --> 00:14:27.400]  而給它一個形容詞
[00:14:27.400 --> 00:14:29.800]  第四種它就叫好土
[00:14:29.800 --> 00:14:32.600]  其他那三種沒有甚麼特別的名詞
[00:14:32.600 --> 00:14:35.000]  不過我覺得至少那三種
[00:14:35.000 --> 00:14:37.800]  我有少少將它歸納為兩種的型
[00:14:37.800 --> 00:14:41.000]  兩個土壤的型態
[00:14:41.000 --> 00:14:43.800]  第一個我叫它做水過鴨背型
[00:14:43.800 --> 00:14:48.800]  即是在這兩種土壤接收神的道的時候
[00:14:48.800 --> 00:14:51.200]  就好像水過鴨背一樣
[00:14:51.200 --> 00:14:53.400]  聽完就沒有了
[00:14:53.400 --> 00:14:57.400]  可能聽完之後一陣子都挺有感動
[00:14:57.400 --> 00:14:59.400]  但最後都是沒有了
[00:14:59.400 --> 00:15:03.200]  這些有些我形容為水過鴨背型
[00:15:03.200 --> 00:15:04.800]  我不知道大家聽完神的話的時候
[00:15:04.800 --> 00:15:07.600]  會不會都試過經歷過這樣
[00:15:07.600 --> 00:15:09.800]  或者你覺得你時時都是這樣
[00:15:09.800 --> 00:15:12.400]  有求主來幫助我們
[00:15:12.400 --> 00:15:13.600]  剛才我也提過
[00:15:13.600 --> 00:15:15.600]  大家聽完道
[00:15:15.600 --> 00:15:18.200]  回去之後能夠記得有多少呢?
[00:15:18.200 --> 00:15:20.200]  你每天的靈修
[00:15:20.200 --> 00:15:23.000]  你回來成長班的茶經的學習
[00:15:23.000 --> 00:15:26.000]  能夠完成之後還記得多少呢?
[00:15:26.000 --> 00:15:31.400]  會不會真的有少少水過鴨背所剩無幾呢?
[00:15:31.400 --> 00:15:33.200]  有時我們在教會裏面
[00:15:33.200 --> 00:15:36.800]  遇到一些很好的長者
[00:15:36.800 --> 00:15:39.400]  他們有時來到我面前
[00:15:39.400 --> 00:15:41.000]  就覺得很不好意思
[00:15:41.000 --> 00:15:43.000]  跟我說牧師真是不好意思
[00:15:43.000 --> 00:15:45.200]  聽完崇拜講道之後
[00:15:45.200 --> 00:15:47.200]  回到家裏就已經不太記得
[00:15:47.200 --> 00:15:49.000]  牧師你講過甚麼了
[00:15:49.000 --> 00:15:52.000]  我覺得他們真的很有心
[00:15:52.000 --> 00:15:59.200]  有些長者可能因為身體的一些需要
[00:15:59.200 --> 00:16:01.600]  可能記性未必那麼好
[00:16:01.600 --> 00:16:02.800]  去到某個年紀
[00:16:02.800 --> 00:16:04.800]  但仍然很有心繼續回來聚會
[00:16:04.800 --> 00:16:06.200]  繼續回來學習
[00:16:06.200 --> 00:16:08.400]  但有時也覺得很不好意思
[00:16:08.400 --> 00:16:12.200]  回來道師、傳道人講了那麼多
[00:16:12.200 --> 00:16:15.400]  但回到家裏沒多久就不記得了
[00:16:15.400 --> 00:16:17.400]  有時我們說水過鴨背
[00:16:17.400 --> 00:16:18.800]  左耳入右耳出
[00:16:18.800 --> 00:16:20.600]  但我就說其實不緊要的
[00:16:20.600 --> 00:16:23.000]  我們很體會到有些長者
[00:16:23.000 --> 00:16:26.600]  真的可能身體上的需要
[00:16:26.600 --> 00:16:28.000]  情況是這樣
[00:16:28.000 --> 00:16:29.600]  所以我就說其實不緊要的
[00:16:29.600 --> 00:16:30.800]  你回來繼續回來
[00:16:30.800 --> 00:16:32.600]  繼續聽繼續學
[00:16:32.600 --> 00:16:34.400]  其實有時也好像
[00:16:34.400 --> 00:16:36.400]  好像我們用筲箕拿水一樣
[00:16:36.400 --> 00:16:39.000]  大家有試過用筲箕拿水嗎
[00:16:39.000 --> 00:16:41.800]  拿到多少
[00:16:41.800 --> 00:16:43.400]  拿不拿到水
[00:16:43.400 --> 00:16:44.000]  拿不到
[00:16:44.000 --> 00:16:45.800]  但拿不到也不緊要
[00:16:45.800 --> 00:16:47.000]  筲箕也會怎樣
[00:16:47.000 --> 00:16:48.400]  也濕過鴨
