
[00:00:00.000 --> 00:00:05.120]  各位弟兄姊妹 我們今天一起來去敬拜上帝
[00:02:15.160 --> 00:02:18.760]  一個心靈的一種力量賜給人
[00:02:18.760 --> 00:02:24.640]  主呀 當中有無數有百分之差不多70幾的人民
[00:02:24.640 --> 00:02:27.320]  他們有基督教信仰的背景
[00:02:27.320 --> 00:02:30.920]  有基督教信仰的有160萬的人口
[00:02:30.920 --> 00:02:33.760]  主呀 這一大群認識祢的人
[00:02:33.760 --> 00:02:37.200]  主呀 求祢自己聽他們的禱告
[00:02:37.200 --> 00:02:41.060]  在憂患過程中 祢給他們全心的信求祢
[00:02:41.060 --> 00:02:45.860]  也都經歷祢自己很奇妙的安慰和保守
[00:02:45.860 --> 00:02:50.360]  政府呀 求祢自己親自去兼顧祢喜歡祢的心
[00:02:50.360 --> 00:02:52.640]  讓他們能夠在這個時候
[00:02:52.640 --> 00:02:55.120]  不單止自己能夠蒙祢的保守
[00:02:55.120 --> 00:02:57.840]  他們的心靈裏面的信心
[00:02:57.840 --> 00:03:00.060]  成為了對祢的見證
[00:03:00.060 --> 00:03:04.960]  他們都知道去關心、安慰他們身邊很多的同胞
[00:03:04.960 --> 00:03:09.920]  也都能夠將主耶穌祢自己的和平的福音帶給他們
[00:03:09.920 --> 00:03:14.780]  讓更多的乎喀仁人在這段時間裏面
[00:03:14.780 --> 00:03:18.280]  真的體會到唯有祢是他們真正的平安
[00:03:18.280 --> 00:03:21.700]  唯有祢是給他們真正的保障
[00:03:21.700 --> 00:03:24.640]  政府我們祈禱 求祢自己親自去說顧
[00:03:24.640 --> 00:03:26.640]  在整個的形勢裏面
[00:03:26.640 --> 00:03:31.220]  很多受傷的軍民 求祢親自去憐憫他們
[00:03:31.220 --> 00:03:34.400]  特別是來安慰很多他們的家人、朋友
[00:03:34.400 --> 00:03:38.420]  在傷痛當中 主呀 祢自己給他們看到
[00:03:38.420 --> 00:03:41.760]  祢仍然有憐憫、有安慰
[00:03:41.760 --> 00:03:45.020]  主呀 祢親自去掌管整個的處境
[00:03:45.020 --> 00:03:48.360]  求祢自己親自去掌管軍王的心
[00:03:48.360 --> 00:03:52.400]  讓他們真的願意去關心生命
[00:03:52.400 --> 00:03:57.360]  也都在整個考慮很多的策略的過程裏面
[00:03:57.360 --> 00:03:59.220]  主呀 他們真的知道
[00:03:59.220 --> 00:04:03.140]  是不用一些暴力的方式、戰爭的方式
[00:04:03.140 --> 00:04:05.760]  去得到他們想得到的
[00:04:05.760 --> 00:04:07.920]  主呀 祢自己親自用不同的方法
[00:04:07.920 --> 00:04:10.460]  或者用國際社會某一些的行動
[00:04:10.460 --> 00:04:14.180]  或者用不同的我們意想不到的方法
[00:04:14.180 --> 00:04:17.040]  求祢止息這一場的戰爭
[00:04:17.040 --> 00:04:22.280]  求祢讓這個國家在前面能夠重新得到平安
[00:04:22.280 --> 00:04:25.680]  主呀 祢自己 接著祢自己大能大力
[00:04:25.680 --> 00:04:28.840]  讓這個國家將來是能夠建立回
[00:04:28.840 --> 00:04:32.440]  有和平、公義的一個社會
[00:04:32.440 --> 00:04:37.080]  主呀 求祢施恩惠 求祢垂聽我們的禱告
[00:04:37.080 --> 00:04:39.900]  我們想到一大群的領事會
[00:04:39.900 --> 00:04:43.480]  他們跪在雪地上向祢呼求的畫面
[00:04:43.480 --> 00:04:47.000]  主呀 我們都這樣來同心同意向祢呼求
[00:04:47.000 --> 00:04:52.080]  主呀 求祢施下祢自己的恩惠、祢的憐憫
[00:04:52.080 --> 00:04:56.180]  祢垂聽他們的禱告、垂聽我們的代求
[00:04:56.180 --> 00:05:01.040]  讓祢自己在這一天親自來去安顧、保守
[00:05:01.040 --> 00:05:04.840]  憐憫這個國家眾多的人民
[00:05:04.840 --> 00:05:06.740]  主呀 聽我們的祈禱
[00:05:06.740 --> 00:05:08.320]  也都求主自己賜福
[00:05:08.320 --> 00:05:11.360]  讓我們如下一段時間一起思想聖經的說話
[00:05:11.360 --> 00:05:15.120]  求祢的聖名在我們中間親自的指教
[00:05:15.120 --> 00:05:17.200]  親自的引導我們
[00:05:17.200 --> 00:05:24.120]  我們仰望祈禱 奉主耶穌 聖命祈求 阿彌陀佛
[00:05:24.120 --> 00:05:28.480]  今日和大家再在線上面一齊來去思想聖經
[00:05:28.480 --> 00:05:31.500]  我們都會繼續看《歷代之下》的經文
[00:05:31.500 --> 00:05:33.780]  特別提到在強弱之間
[00:05:33.780 --> 00:05:36.900]  唯有主是我們的幫助
[00:05:36.900 --> 00:05:41.540]  我想分析一位宣教士分享他一個很特別的經歷
[00:05:41.540 --> 00:05:46.660]  就是他一家人回到自己的國家述職
[00:05:46.660 --> 00:05:54.620]  述職之後回到自己在太平洋群島一個地方的工場
[00:05:54.620 --> 00:05:58.040]  當他們預備再回到工場的時候
[00:05:58.040 --> 00:06:04.460]  當時因為先生要在另外一個地方停留
[00:06:04.460 --> 00:06:08.160]  預備一些工作 然後才回到自己的工場
[00:06:08.160 --> 00:06:13.940]  太太和兩個小朋友就會先回到工場
[00:06:13.940 --> 00:06:17.580]  在太太們回到工場之前
[00:06:17.580 --> 00:06:24.980]  在這一天 他的先生宣教士突然間心裡有一個很大的不安
[00:06:24.980 --> 00:06:26.500]  不知道是什麼事情
[00:06:26.500 --> 00:06:32.680]  但是感覺到很大的一種好像屬靈的攻擊這樣的狀況
[00:06:32.680 --> 00:06:34.420]  那個時候他不知道怎麼做
[00:06:34.420 --> 00:06:37.980]  他才能夠一直來到他們的神祈禱
[00:06:37.980 --> 00:06:41.580]  向神祈禱 求神自己親自保守
[00:06:41.580 --> 00:06:44.760]  保守他們的家 保守他們自己
[00:06:44.760 --> 00:06:48.480]  在那個祈禱之後 他感受到神給他一種安慰
[00:06:48.480 --> 00:06:52.880]  他就安心的來將這件事監獄避住
[00:06:52.880 --> 00:06:56.720]  後來收到消息就是當太太和兩個小朋友很小的時候
[00:06:56.720 --> 00:06:58.780]  他們回到工場的時候
[00:06:58.780 --> 00:07:02.860]  回到他們自己在當地住屋的地方
[00:07:02.860 --> 00:07:08.220]  就聽到在他們旁邊的一個鄰居跟他們說
[00:07:08.220 --> 00:07:13.220]  「你們今天回來 昨天剛剛在我們的地方
[00:07:13.220 --> 00:07:17.440]  在草地上發現了一條大蟒蛇
[00:07:17.440 --> 00:07:21.480]  這條蟒蛇很驚人 令我們很驚怕
[00:07:21.480 --> 00:07:27.960]  但後來我們也一手一腳就已經打死了它」
[00:07:27.960 --> 00:07:32.320]  他一方面很感恩 他沒有遇到這件事情
[00:07:32.320 --> 00:07:33.780]  但當他回到家的時候
[00:07:33.780 --> 00:07:38.040]  就發覺家裡面有一位在當地幫助他管理家園的
[00:07:38.040 --> 00:07:41.320]  一位朋友就來告訴他
[00:07:41.320 --> 00:07:46.740]  「昨天在你家的前院 一個小小的前院
[00:07:46.740 --> 00:07:51.600]  我們發現了三條小的蟒蛇
[00:07:51.600 --> 00:07:54.860]  可能跟隔壁那條大蟒蛇是有關係的
[00:07:54.860 --> 00:08:01.540]  在草地上轉來轉去 後來我們就抓了它」
[00:08:01.540 --> 00:08:05.260]  當這位孫教授太太聽到這個消息的時候
[00:08:05.260 --> 00:08:08.880]  她的心是很震動的
[00:08:08.880 --> 00:08:11.420]  她知道這個小的草地
[00:08:11.420 --> 00:08:16.180]  正是她兩個孩子最喜歡停留在這裡玩耍的地方
[00:08:16.180 --> 00:08:21.100]  一回到家 他們就會去到那個地方來遊玩
[00:08:21.100 --> 00:08:25.860]  如果不是事先有人幫助抓走了這些蟒蛇
[00:08:25.860 --> 00:08:35.180]  可能這兩個孩子會首先被這些蟒蛇傷害的
[00:08:35.180 --> 00:08:38.980]  他們很感恩 他們知道神經清理了他們的祈禱
[00:08:38.980 --> 00:08:40.680]  後來他們跟先生談話的時候
[00:08:40.680 --> 00:08:43.820]  先生就知道 神一路感動他們祈禱
[00:08:43.820 --> 00:08:49.700]  然後救了他們一家人 脫離了這個危險
[00:08:49.700 --> 00:08:53.980]  我相信有很多我們的經歷
[00:08:53.980 --> 00:08:58.820]  有些時候會突然間在生活上出現一些很風險的環境
[00:08:58.820 --> 00:09:04.500]  也有些時候會有一些人和事出現對我們的威脅
[00:09:04.500 --> 00:09:07.460]  或者有一些很強大的形勢
[00:09:07.460 --> 00:09:10.840]  比我們所說的形勢強
[00:09:10.840 --> 00:09:14.540]  這些時候出現的時候 我們都真的需要學習
[00:09:14.540 --> 00:09:19.420]  不要去驚怕 學習去更加全心去依靠神
[00:09:19.420 --> 00:09:21.820]  去呼求祂的幫助
[00:09:21.820 --> 00:09:26.240]  我想在聖經希伯來書第16章第4章第16節裡面
[00:09:26.240 --> 00:09:29.740]  提到一句經文 是我們常常都會提到的
[00:09:29.740 --> 00:09:32.700]  聖經就說 神知道我們的軟弱
[00:09:32.700 --> 00:09:36.140]  所以我們可以只管坦然無懼的
[00:09:36.140 --> 00:09:39.000]  來做私人的補助面前
[00:09:39.000 --> 00:09:45.100]  為了要得到廉恤蒙恩慰 作隨時的幫助
[00:09:45.100 --> 00:09:47.100]  聖經就這麼說 聖經告訴我們
[00:09:47.100 --> 00:09:50.840]  不要驚怕 只管坦然無懼
[00:09:50.840 --> 00:09:53.940]  來到主的面前去尋求祂
[00:09:53.940 --> 00:09:57.820]  祂會將隨時的幫助 按照我們的處境
[00:09:57.820 --> 00:10:01.420]  給我們所需要的幫助來賜給我們
[00:10:01.420 --> 00:10:05.920]  所以我們常常想 無論我們在什麼處境
[00:10:05.920 --> 00:10:11.880]  心知道 轉向主 向祂尋求幫助
[00:10:11.880 --> 00:10:15.200]  我們今天會讀到聖經的《律代之下》13、14章
[00:10:15.200 --> 00:10:18.380]  有兩位當時的猶大的君王
[00:10:18.380 --> 00:10:21.080]  他們都在一個很凶險的環境之下
[00:10:21.080 --> 00:10:23.420]  但是他們在面對這個處境
[00:10:23.420 --> 00:10:28.580]  他們全心地仰賴他們的神 而經歷平安
[00:10:28.580 --> 00:10:32.120]  我們一起來看看這幾方面
[00:10:32.120 --> 00:10:36.740]  首先我們看回 第一方面就是這位亞比亞君王
[00:10:36.740 --> 00:10:39.180]  他怎樣來到在困難當中
[00:10:39.180 --> 00:10:43.880]  他全心呼求神的幫助
[00:10:43.880 --> 00:10:45.880]  當我們讀到第十三章的時候
[00:10:45.880 --> 00:10:48.940]  就發覺亞比亞就是當時的所羅門王
[00:10:48.940 --> 00:10:52.640]  他的孫兒來的 第三代
[00:10:52.640 --> 00:10:54.940]  雖然他是作為一個君王
[00:10:54.940 --> 00:10:58.900]  但是他在位只有三年的時間 很短的時間
[00:10:58.900 --> 00:11:00.520]  在這三年裏面
[00:11:00.520 --> 00:11:02.720]  聖經就說他常常要面對著
[00:11:02.720 --> 00:11:08.060]  和分裂出來的北面的以色列國是戰爭的
[00:11:08.060 --> 00:11:09.480]  在這戰爭當中
[00:11:09.480 --> 00:11:12.380]  他似乎仍然很多時候都是依靠自己
[00:11:12.380 --> 00:11:17.660]  聖經在其他地方在列王紀上的十五章
[00:11:17.660 --> 00:11:21.180]  也都有提到他是一個行惡的君王
[00:11:21.180 --> 00:11:24.160]  很長時間都不懂得去依靠神
[00:11:24.160 --> 00:11:27.380]  但是來到這個十三章所說的處境
[00:11:27.380 --> 00:11:31.360]  他面對著一次很嚴重的困難
[00:11:31.360 --> 00:11:34.140]  他面對著以色列國的時候
[00:11:34.140 --> 00:11:39.180]  很深體會他是強弱懸殊的狀況
[00:11:39.180 --> 00:11:42.440]  因為對方有八十萬大軍
[00:11:42.440 --> 00:11:48.140]  他們自己只有四十萬的軍隊 一半的軍力
[00:11:48.140 --> 00:11:49.640]  在這個處境當中
[00:11:49.640 --> 00:11:53.720]  似乎突然間這位亞比亞君王
[00:11:53.720 --> 00:11:57.720]  開始他將心轉向神
[00:11:57.720 --> 00:12:02.300]  他開始明白他需要依靠神面對這些困難
[00:12:02.300 --> 00:12:04.580]  因此後來我們再看的時候發覺
[00:12:04.580 --> 00:12:07.760]  他是得到勝利的
[00:12:07.760 --> 00:12:10.260]  我想有很多時候我們都會遇到
[00:12:10.260 --> 00:12:12.080]  大大小小不同的困難
[00:12:12.080 --> 00:12:15.380]  但是有些時候這些困難背後
[00:12:15.380 --> 00:12:19.500]  有神對我們的勉勵和提醒
[00:12:19.500 --> 00:12:23.680]  但是有些時候我們聽不見
[00:12:23.680 --> 00:12:26.420]  似乎是要面對這麼大的困難
[00:12:26.420 --> 00:12:28.760]  我們才聽見神對我們說
[00:12:28.760 --> 00:12:32.940]  要去全心依靠祂
[00:12:32.940 --> 00:12:38.280]  我想回到努域斯先生 C.S. Lewis 大家都認識他
[00:12:38.280 --> 00:12:42.600]  這位很著名的雕塗作家
[00:12:42.600 --> 00:12:46.000]  他人生其實都經歷很多不同的困難
[00:12:46.000 --> 00:12:50.660]  所以後來他寫了一本書叫做《The Problem of Pain》
[00:12:50.660 --> 00:12:53.660]  在這本書裏面他特別說一件事情
[00:12:53.660 --> 00:12:58.300]  他提到其實在我們日常的生活裏面
[00:12:58.300 --> 00:13:02.200]  我們在很平穩、很快樂的日子
[00:13:02.200 --> 00:13:06.240]  神很多時候都會和我們細語
[00:13:06.240 --> 00:13:09.400]  向我們良心來說話
[00:13:09.400 --> 00:13:12.900]  但是我們常常都不能夠聽到
[00:13:12.900 --> 00:13:18.840]  所以神會用苦難來向我們大聲呼喊
[00:13:18.840 --> 00:13:21.400]  似乎在苦難裏面
[00:13:21.400 --> 00:13:24.060]  有更清晰神對我們說的話
[00:13:24.060 --> 00:13:27.540]  或者說我們更能夠聽到神的說話
[00:13:27.540 --> 00:13:32.500]  他繼續說 苦難是神的抗陰氣
[00:13:32.500 --> 00:13:38.100]  是用來喚醒已聾了的世界
[00:13:38.100 --> 00:13:43.540]  神的苦難讓我們更清晰地聽到祂對我們的提醒
[00:13:43.540 --> 00:13:49.680]  讓我們更加知道要去信教祂、去依靠祂
[00:13:49.680 --> 00:13:53.640]  在過去他聽不見神的說話
[00:13:53.640 --> 00:13:57.940]  直至他面對這個這麼困難的局勢
[00:13:57.940 --> 00:14:00.840]  他開始聽到
[00:14:00.840 --> 00:14:03.340]  在《恩主經》裏面提到的情況就是
[00:14:03.340 --> 00:14:08.440]  當時面對這個極色烈的強力的軍力的時候
[00:14:08.440 --> 00:14:13.340]  他仍然是可以很勇敢地面對
[00:14:13.340 --> 00:14:17.220]  因為他自己開始明白他依靠神
[00:14:17.220 --> 00:14:19.520]  他是依靠神的人
[00:14:19.520 --> 00:14:25.840]  他在第十三章我們稍後或者剛才也讀過的十三節之前
[00:14:25.840 --> 00:14:27.840]  其實也有提到
[00:14:27.840 --> 00:14:32.640]  在當時以色列國是一個離棄神的角度
[00:14:32.640 --> 00:14:35.140]  阿俾雅亦都正面地指出
[00:14:35.140 --> 00:14:36.640]  他們離棄了神
[00:14:36.640 --> 00:14:39.740]  敬拜一些金牛獨代替了神自己
[00:14:39.740 --> 00:14:45.840]  亦都去用一些凡民、一些普通話百姓做祭司
[00:14:45.840 --> 00:14:46.940]  在這個過程裏面
[00:14:46.940 --> 00:14:49.640]  他一直指出對方背棄了神
[00:14:49.640 --> 00:14:55.440]  但同時他亦都在眾人面前清楚地再一次承認、宣布
[00:14:55.440 --> 00:14:58.740]  就是耶和華是猶大國的神
[00:14:58.740 --> 00:15:03.940]  是他們國家會按照神的律法來跟隨上帝
[00:15:03.940 --> 00:15:09.340]  甚至他領導全體的人民來向神祈禱
[00:15:09.340 --> 00:15:14.340]  在這個過程裏面我就想到另一件事情
[00:15:14.340 --> 00:15:19.540]  南邊的猶大國、北邊的以色列國有一個南北的戰爭
[00:15:19.540 --> 00:15:24.540]  我就想到歷史當中有另一個的南北戰爭
[00:15:24.540 --> 00:15:28.340]  美國在1861年他們有南北的戰爭
[00:15:28.340 --> 00:15:32.140]  為了解放黑奴的問題
[00:15:32.140 --> 00:15:35.340]  國家自己人民又打仗
[00:15:35.340 --> 00:15:36.740]  在這個打仗裏面
[00:15:36.740 --> 00:15:44.140]  林肯先生帶領的這個戰役其實是節節敗退
[00:15:44.140 --> 00:15:45.940]  很危險
[00:15:45.940 --> 00:15:48.540]  在這個時候有一段記載講述到
[00:15:48.540 --> 00:15:53.140]  當時有一位很勁竭的雕塗就跟林肯先生說
[00:15:53.140 --> 00:15:55.740]  林肯先生你不要掛心
[00:15:55.740 --> 00:15:59.140]  我很相信神與我們同在
[00:15:59.140 --> 00:16:01.740]  在一個很慘烈的戰爭裏面
[00:16:01.740 --> 00:16:07.140]  我相信神是確實地站在我們的一邊
[00:16:07.140 --> 00:16:10.740]  當林肯先生聽見他這樣說的時候
[00:16:10.740 --> 00:16:12.540]  他就這樣回應
[00:16:12.540 --> 00:16:15.940]  他說朋友我不是很介意
[00:16:15.940 --> 00:16:19.540]  是否神站在我們那邊
[00:16:19.540 --> 00:16:22.740]  我是更加更加關心的就是
[00:16:22.740 --> 00:16:27.940]  我們是否站在神那邊
[00:16:27.940 --> 00:16:30.340]  這句話很有意思
[00:16:30.340 --> 00:16:34.140]  當我們面對很多很空險的環境的時候
[00:16:34.140 --> 00:16:36.540]  我們要問一個問題
[00:16:36.540 --> 00:16:40.740]  不一定是說我們是否有更大的力量
[00:16:40.740 --> 00:16:43.140]  或者說更大的軍力
[00:16:43.140 --> 00:16:46.540]  而是更加要小心問我們所做的事情
[00:16:46.540 --> 00:16:48.940]  有沒有信奉神的意思
[00:16:48.940 --> 00:16:52.540]  有沒有衛標聖經給我們的教導
[00:16:52.540 --> 00:16:56.140]  當我們知道我們是站在神那邊的時候
[00:16:56.140 --> 00:16:59.140]  我們就會清楚有把握知道
[00:16:59.140 --> 00:17:00.940]  我們一定得勝
[00:17:00.940 --> 00:17:04.540]  我們一定可以勝過這些空險的環境
[00:17:04.540 --> 00:17:09.140]  我們可以領受神給我們的平安
[00:17:09.140 --> 00:17:11.740]  當時一位阿比亞
[00:17:11.740 --> 00:17:14.740]  他都向眾百姓宣告
[00:17:14.740 --> 00:17:16.940]  就是他們這一群人
[00:17:16.940 --> 00:17:19.940]  他們是願意來聽從上帝的
[00:17:19.940 --> 00:17:22.940]  他們願意來依靠神
[00:17:22.940 --> 00:17:25.940]  當他提出這種提醒
[00:17:25.940 --> 00:17:28.940]  以色列人似乎完全沒有理會
[00:17:28.940 --> 00:17:31.540]  當時以色列國軍的羅伯安
[00:17:31.540 --> 00:17:35.140]  是完全不會理會他所說的話
[00:17:35.140 --> 00:17:39.140]  但是他其實暗中用一些策略
[00:17:39.140 --> 00:17:44.140]  大家如果讀到聖經的十三章的十三至十四節
[00:17:44.140 --> 00:17:47.140]  你就會很清楚體會到當時
[00:17:47.140 --> 00:17:51.340]  用一個很重要的策略來預備攻打猶太人
[00:17:51.340 --> 00:17:52.640]  聖經說道:
[00:17:52.640 --> 00:17:56.740]  「然後羅伯安卻在猶太人的後頭設了伏兵」
[00:17:56.740 --> 00:17:59.740]  這樣以色列人在猶太人的前頭
[00:17:59.740 --> 00:18:02.140]  伏兵在猶太人的後面
[00:18:02.140 --> 00:18:05.140]  猶太人轉過來看 前後都有戰事
[00:18:05.140 --> 00:18:10.140]  就呼求耶和華 誓師也催好
[00:18:10.140 --> 00:18:12.140]  整個形勢很不利
[00:18:12.140 --> 00:18:14.940]  但是猶太人他們知道
[00:18:14.940 --> 00:18:19.540]  不是自己努力拼搏可以面對這個敵軍
[00:18:19.540 --> 00:18:20.940]  他們做甚麼呢?
[00:18:20.940 --> 00:18:24.140]  聖經說他們呼求神
[00:18:24.140 --> 00:18:26.340]  他們向神發出呼求
[00:18:26.340 --> 00:18:32.140]  我們再看看當時讀的第十四節、十五節
[00:18:32.140 --> 00:18:35.940]  猶太人轉過來看見這種狀況
[00:18:35.940 --> 00:18:40.540]  就呼求耶和華 誓師也呼好
[00:18:40.540 --> 00:18:44.140]  同時提到猶太人吶喊
[00:18:44.140 --> 00:18:45.340]  當他們吶喊的時候
[00:18:45.340 --> 00:18:50.540]  神就擊打這些以色列的敵軍
[00:18:50.540 --> 00:18:52.540]  甚麼是呼求?
[00:18:52.540 --> 00:18:56.940]  呼求是一種人心靈裏面的渴求
[00:18:56.940 --> 00:19:01.940]  一種內心熱切表達一種渴求
[00:19:01.940 --> 00:19:07.740]  渴望神來聽他們所祈求的事情
[00:19:07.740 --> 00:19:09.340]  不單是說出情況
[00:19:09.340 --> 00:19:13.340]  會將內心那種很迫切的渴望
[00:19:13.340 --> 00:19:17.140]  那種好像無依無靠的表達
[00:19:17.140 --> 00:19:20.740]  英文的翻譯叫做「cry out」
[00:19:20.740 --> 00:19:23.340]  從心裏呼喊出來
[00:19:23.340 --> 00:19:27.940]  渴望神自己來請教他們
[00:19:27.940 --> 00:19:29.740]  聖經也提到猶太人吶喊
[00:19:29.740 --> 00:19:31.740]  這個吶喊當然不單是說
[00:19:31.740 --> 00:19:35.140]  他們在軍隊當中面對敵人的時候
[00:19:35.140 --> 00:19:36.940]  吶喊助威
[00:19:36.940 --> 00:19:40.940]  而是說一種他們內心一起向神的呼求
[00:19:40.940 --> 00:19:45.140]  整個群體一起向神表達他們的渴望
[00:19:45.140 --> 00:19:47.540]  他們的尋求
[00:19:47.540 --> 00:19:48.740]  當他們這樣做的時候
[00:19:48.740 --> 00:19:52.540]  聖經說到第十五第十六節提到
[00:19:52.540 --> 00:19:55.740]  是神兩次的直接回應
[00:19:55.740 --> 00:19:57.340]  聖經直接說是
[00:19:57.340 --> 00:20:02.140]  「神就擊打耶路撒冷和以色列的眾人」
[00:20:02.140 --> 00:20:03.940]  然後十六節說到
[00:20:03.940 --> 00:20:08.340]  「神將他們交在猶太人的手裏面」
[00:20:08.340 --> 00:20:10.740]  是神自己直接的來工作
[00:20:10.740 --> 00:20:12.940]  不是他們去迎敵
[00:20:12.940 --> 00:20:17.740]  而是神自己直接的來擊散這些敵人
[00:20:17.740 --> 00:20:18.740]  為什麼是這樣?
[00:20:18.740 --> 00:20:20.940]  為什麼會得到這樣的勝利?
[00:20:20.940 --> 00:20:23.540]  在《夏天聖經》第十八節就繼續說
[00:20:23.540 --> 00:20:25.940]  十三章第十八節
[00:20:25.940 --> 00:20:28.740]  「那時以色列人被制伏了
[00:20:28.740 --> 00:20:30.540]  猶太人得勝
[00:20:30.540 --> 00:20:36.140]  因為他們倚靠耶和華他們列祖的神」
[00:20:36.140 --> 00:20:37.740]  很簡單的原因
[00:20:37.740 --> 00:20:39.340]  很重要的原因
[00:20:39.340 --> 00:20:42.940]  就是因為他們倚靠神
[00:20:42.940 --> 00:20:46.740]  不是因為他們的力量比別人強
[00:20:46.740 --> 00:20:50.340]  不是因為他們有很多很精彩的策略
[00:20:50.340 --> 00:20:54.540]  而是因為他們倚靠神
[00:20:54.540 --> 00:20:55.740]  當說到呼求的時候
[00:20:55.740 --> 00:20:56.740]  我想回到這篇
[00:20:56.740 --> 00:21:01.140]  這篇有很多不同的經文提到
[00:21:01.140 --> 00:21:03.740]  「詩人向神發出呼求」
[00:21:03.740 --> 00:21:08.140]  在聖經詩篇其中的第十八篇第六節
[00:21:08.140 --> 00:21:08.740]  詩人就說
[00:21:08.740 --> 00:21:12.540]  「我在急難中求告耶和華
[00:21:12.540 --> 00:21:15.140]  向我的神呼求」
[00:21:15.140 --> 00:21:18.140]  這次神聽了他的禱告
[00:21:18.140 --> 00:21:20.140]  去應運他
[00:21:20.140 --> 00:21:23.740]  然後詩篇第十篇第二節同樣地說
[00:21:23.740 --> 00:21:25.940]  「我曾耐性等候耶和華
[00:21:25.940 --> 00:21:28.340]  他誰聽我的呼求
[00:21:28.340 --> 00:21:32.140]  他從迷坑中從淤泥中把我拉上來
[00:21:32.140 --> 00:21:34.540]  使我的腳立在盆石上
[00:21:34.540 --> 00:21:38.540]  使我的腳步穩健」
[00:21:38.540 --> 00:21:42.140]  這裡提到他耐性等候神
[00:21:42.140 --> 00:21:43.540]  他在呼求神
[00:21:43.540 --> 00:21:46.940]  但是似乎神未必馬上回答他
[00:21:46.940 --> 00:21:48.540]  但是他耐心相信神
[00:21:48.540 --> 00:21:50.340]  聽祈禱
[00:21:50.340 --> 00:21:52.740]  他仍然堅持去倚靠神
[00:21:52.740 --> 00:21:55.340]  因此他繼續去呼求
[00:21:55.340 --> 00:21:57.340]  耐性等候
[00:21:57.340 --> 00:21:59.140]  到神的時候到了
[00:21:59.140 --> 00:22:00.340]  他就激勵到神
[00:22:00.340 --> 00:22:02.540]  好好祈願將他從迷坑中
[00:22:02.540 --> 00:22:06.740]  淤泥中來拉上來
[00:22:06.740 --> 00:22:09.340]  各位靖姐妹
[00:22:09.340 --> 00:22:11.940]  學習去呼求上帝
[00:22:11.940 --> 00:22:14.740]  無論你遇到甚麼困局
[00:22:14.740 --> 00:22:16.140]  你記得
[00:22:16.140 --> 00:22:19.140]  全心向祂表達你的仰望
[00:22:19.140 --> 00:22:23.540]  祂會施恩如來拯救你
