
[00:00:00.000 --> 00:00:04.520]  坐落在紐約的世界貿易中心
[00:11:35.800 --> 00:11:38.720]  就是不知道
[00:11:38.720 --> 00:11:41.640]  是不知道
[00:11:41.640 --> 00:11:43.880]  有沒有人會知道
[00:11:43.880 --> 00:11:47.600]  這兩年新冠病毒
[00:11:47.600 --> 00:11:53.800]  這樣肆虐全球呢
[00:11:53.800 --> 00:11:54.560]  不會的
[00:11:54.560 --> 00:11:56.680]  沒有人知道
[00:11:56.680 --> 00:11:58.200]  就算在它出現之前有人說
[00:11:58.200 --> 00:12:01.600]  喂!快要有個大的瘟疫了
[00:12:01.600 --> 00:12:02.600]  每個人都知道
[00:12:02.600 --> 00:12:05.200]  是的 這個世界有個大的瘟疫了
[00:12:05.200 --> 00:12:07.040]  但是甚麼時間
[00:12:07.040 --> 00:12:08.320]  如果它說得出
[00:12:08.320 --> 00:12:10.320]  說是19年的年尾
[00:12:10.320 --> 00:12:12.720]  也沒有人會相信
[00:12:12.720 --> 00:12:14.720]  現實是
[00:12:14.720 --> 00:12:18.520]  無論我們的推測能力有多強也好
[00:12:18.520 --> 00:12:20.680]  我們都不會知道
[00:12:20.680 --> 00:12:22.760]  它甚麼時間來
[00:12:22.760 --> 00:12:25.120]  甚麼時間來襲
[00:12:25.120 --> 00:12:26.040]  好了
[00:12:26.040 --> 00:12:27.680]  就算沒有具體時間
[00:12:27.680 --> 00:12:31.000]  你可不可以告訴我們有甚麼徵兆呢
[00:12:31.000 --> 00:12:32.280]  可不可以告訴我們有甚麼預兆
[00:12:32.280 --> 00:12:34.200]  讓我們準備一下呢
[00:12:34.200 --> 00:12:35.840]  門徒都很想知道
[00:12:35.840 --> 00:12:38.760]  有甚麼預兆呢
[00:12:38.760 --> 00:12:43.160]  通常能夠說得出的預兆
[00:12:43.160 --> 00:12:49.880]  都是回想的
[00:12:49.880 --> 00:12:51.880]  都是事後孔明的
[00:12:51.880 --> 00:12:54.040]  都說了
[00:12:54.040 --> 00:12:55.280]  這樣這樣
[00:12:55.280 --> 00:12:57.640]  都說了 你們又不說
[00:12:57.640 --> 00:13:01.360]  通常都是事後重組劇情
[00:13:01.360 --> 00:13:02.320]  重組案情
[00:13:02.320 --> 00:13:05.840]  然後再說出來
[00:13:05.840 --> 00:13:09.480]  如果能夠重組得到的話
[00:13:09.480 --> 00:13:11.720]  當發生了之後
[00:13:11.720 --> 00:13:13.200]  事後裏面
[00:13:13.200 --> 00:13:15.440]  其實人人都可以說一個故事
[00:13:15.440 --> 00:13:16.880]  人人都可以成為專家
[00:13:16.880 --> 00:13:17.880]  人人都可以說
[00:13:17.880 --> 00:13:19.240]  都說的啦
[00:13:19.240 --> 00:13:22.920]  都說的啦
[00:13:22.920 --> 00:13:26.800]  耶穌沒有回答門徒關於時間和預兆的問題
[00:13:26.800 --> 00:13:29.280]  反而吩咐門徒
[00:13:29.280 --> 00:13:30.560]  你們要謹慎
[00:13:30.560 --> 00:13:35.160]  免得有人迷惑你們
[00:13:35.160 --> 00:13:37.040]  這個世界很有趣
[00:13:37.040 --> 00:13:39.040]  當人人都說
[00:13:39.040 --> 00:13:41.240]  我有一個預兆
[00:13:41.240 --> 00:13:43.000]  當人人都說
[00:13:43.000 --> 00:13:45.440]  我掌握到事情的來龍去脈
[00:13:45.440 --> 00:13:47.120]  當人人都說
[00:13:47.120 --> 00:13:49.280]  我有內幕消息
[00:13:49.280 --> 00:13:50.600]  當人人都說
[00:13:50.600 --> 00:13:53.240]  當事人這樣跟我說的時候
[00:13:53.240 --> 00:13:55.120]  其實是在反映甚麼呢
[00:13:55.120 --> 00:13:58.040]  是在反映那個社會狀態
[00:13:58.040 --> 00:14:01.280]  是非常之人心惶惶
[00:14:01.280 --> 00:14:05.080]  反映那個社會狀態非常之混亂不安
[00:14:05.080 --> 00:14:06.800]  亦都是
[00:14:06.800 --> 00:14:10.880]  最多想出來迷惑人的人
[00:14:10.880 --> 00:14:13.480]  來迷惑人的時候
[00:14:13.480 --> 00:14:15.800]  過去那兩三年
[00:14:15.800 --> 00:14:17.960]  如果你住在這個城市的話
[00:14:17.960 --> 00:14:20.240]  你有沒有曾經在某些時間裏面
[00:14:20.240 --> 00:14:24.280]  你的手機的社交群組
[00:14:24.280 --> 00:14:29.480]  每一天收到海量的資訊
[00:14:29.480 --> 00:14:34.280]  你還記得那些日子嗎
[00:14:34.280 --> 00:14:36.560]  當人人都說我有內幕消息
[00:14:36.560 --> 00:14:40.520]  人人都說我知道甚麼的時候
[00:14:40.520 --> 00:14:48.760]  其實你知道那個社會狀態是一個甚麼狀態
[00:14:48.760 --> 00:14:52.080]  亂世裏面的迷惑是甚麼呢
[00:14:52.080 --> 00:14:54.600]  耶穌提出了兩種可能性
[00:14:54.600 --> 00:14:55.920]  而這兩種可能性
[00:14:55.920 --> 00:15:00.120]  就是我們常常都陷入的兩個極端
[00:15:00.120 --> 00:15:01.800]  第一個極端就是
[00:15:01.800 --> 00:15:04.760]  這麼混亂、這麼驚惶不測的時候
[00:15:04.760 --> 00:15:09.840]  當然是血石亂投
[00:15:09.840 --> 00:15:11.720]  繞一個救生圈
[00:15:11.720 --> 00:15:15.320]  哪裏說可以就先繞著
[00:15:15.320 --> 00:15:18.240]  第二種的反應就是
[00:15:18.240 --> 00:15:22.240]  我能夠做到甚麼呢
[00:15:22.240 --> 00:15:23.520]  我甚麼都做不到
[00:15:23.520 --> 00:15:26.360]  於是我唯有投降
[00:15:26.360 --> 00:15:28.400]  等
[00:15:28.400 --> 00:15:31.680]  坐以待斃
[00:15:31.680 --> 00:15:34.600]  第一個極端的取向
[00:15:34.600 --> 00:15:38.120]  第十三章第六節
[00:15:38.120 --> 00:15:40.640]  耶穌說:將來有好些人冒我的名來說
[00:15:40.640 --> 00:15:41.520]  「我是基督」
[00:15:41.520 --> 00:15:45.600]  並且要迷惑許多人
[00:15:45.600 --> 00:15:49.720]  「我是基督」是甚麼意思呢
[00:15:49.720 --> 00:15:55.080]  基督是當時的人盼望的尼塞亞
[00:15:55.080 --> 00:15:58.800]  即是上帝差派來的拯救者
[00:15:58.800 --> 00:16:00.200]  基督一來到
[00:16:00.200 --> 00:16:02.400]  可以做到甚麼呢
[00:16:02.400 --> 00:16:10.800]  基督是祭司、先知和君王的集合體
[00:16:10.800 --> 00:16:13.000]  只要這個尼塞亞來到
[00:16:13.000 --> 00:16:18.040]  我們在現實上關於宗教生活的混亂
[00:16:18.040 --> 00:16:20.120]  在現實上的生活上
[00:16:20.120 --> 00:16:22.480]  日常生活的困擾
[00:16:22.480 --> 00:16:24.920]  無論是疾病、肚餓等
[00:16:24.920 --> 00:16:27.280]  以及政治上的困擾
[00:16:27.280 --> 00:16:29.720]  全部都立即得到解決
[00:16:29.720 --> 00:16:34.440]  理想的角度就馬上出現
[00:16:34.440 --> 00:16:37.320]  古時有資料說
[00:16:37.320 --> 00:16:39.440]  在猶太人的年代
[00:16:39.440 --> 00:16:42.600]  那個年代就是耶穌基督差不多的年代
[00:16:42.600 --> 00:16:45.440]  有二十九人自稱基督
[00:16:45.440 --> 00:16:47.000]  近一百年來
[00:16:47.000 --> 00:16:52.080]  有人統計有一千一百人自稱基督
[00:16:52.080 --> 00:16:55.240]  其中一個例子就是在公元一百三十二年
[00:16:55.240 --> 00:16:58.280]  有一位擁有武裝力量的猶太將領
[00:16:58.280 --> 00:17:00.040]  被稱為尼塞亞
[00:17:00.040 --> 00:17:01.920]  很多猶太人以為
[00:17:01.920 --> 00:17:07.720]  他就是拯救猶太人脫離羅馬管治的英雄
[00:17:07.720 --> 00:17:11.640]  終止他們長期受壓的生活
[00:17:11.640 --> 00:17:14.160]  但這位被封為尼塞亞的君王
[00:17:14.160 --> 00:17:16.280]  在戰鬥裏面一敗塗地
[00:17:16.280 --> 00:17:21.400]  成千上萬的猶太人因此而賠上性命
[00:17:21.400 --> 00:17:24.360]  自古至今
[00:17:24.360 --> 00:17:30.400]  人都是很盼望有一個聖賢明君來臨
[00:17:30.400 --> 00:17:34.800]  很盼望有拯救者來臨
[00:17:34.800 --> 00:17:36.200]  祂來了
[00:17:36.200 --> 00:17:39.320]  就會幫我們解決所有的困境
[00:17:39.320 --> 00:17:40.520]  祂來了
[00:17:40.520 --> 00:17:47.960]  就帶我們向一個理想的世界去進發
[00:17:47.960 --> 00:17:50.120]  從古至今
[00:17:50.120 --> 00:17:53.440]  從東到西
[00:17:53.440 --> 00:17:55.200]  不再盼望有一個聖賢明君
[00:17:55.200 --> 00:17:57.240]  我們也盼望有一個制度
[00:17:57.240 --> 00:17:59.120]  那個制度一出現
[00:17:59.120 --> 00:18:03.600]  就能夠解決我們所有的問題
[00:18:03.600 --> 00:18:06.000]  我們的理想世界馬上就可以實現
[00:18:06.000 --> 00:18:08.960]  我們痛苦的一刻就可以消除
[00:18:08.960 --> 00:18:11.200]  就是去到21世紀的我們
[00:18:11.200 --> 00:18:17.920]  其實我們何嘗都不是這樣盼望
[00:18:17.920 --> 00:18:21.120]  每一次當有人出來宣稱
[00:18:21.120 --> 00:18:24.400]  我就是真命天子
[00:18:24.400 --> 00:18:27.480]  我可以拯救你們
[00:18:27.480 --> 00:18:30.120]  帶你們去一個理想的世界
[00:18:30.120 --> 00:18:33.040]  我們雙眼立刻發光
[00:18:33.040 --> 00:18:34.720]  我們寄以厚望
[00:18:34.720 --> 00:18:38.120]  我們將我們的僅有雙手奉上
[00:18:38.120 --> 00:18:40.400]  一次又一次
[00:18:40.400 --> 00:18:45.120]  逃不過這個自亂興衰的循環
[00:18:45.120 --> 00:18:46.920]  在這個循環裏面
[00:18:46.920 --> 00:18:49.720]  有多少性命被犧牲
[00:18:49.720 --> 00:18:51.560]  多少生靈塗炭
[00:18:51.560 --> 00:18:53.440]  有多少家園被摧毀
[00:18:53.440 --> 00:18:56.840]  有多少痛苦白白受
[00:18:56.840 --> 00:19:03.800]  我們並不是譴責別人
[00:19:03.800 --> 00:19:05.920]  我們只是怪自己
[00:19:05.920 --> 00:19:08.960]  我們自己又簡單又無知
[00:19:08.960 --> 00:19:11.480]  一次一次這樣寄以厚望
[00:19:11.480 --> 00:19:15.000]  一次一次這樣感覺被欺騙
[00:19:15.000 --> 00:19:19.720]  有人被網上戀人欺騙加財
[00:19:19.720 --> 00:19:22.840]  那些騙子實在太邪惡
[00:19:22.840 --> 00:19:25.520]  當然感情都騙
[00:19:25.520 --> 00:19:26.560]  當然邪惡
[00:19:26.560 --> 00:19:28.200]  還騙別人的錢
[00:19:28.200 --> 00:19:29.680]  但另一方面
[00:19:29.680 --> 00:19:31.120]  它反映的
[00:19:31.120 --> 00:19:38.120]  是我們對感情實在有太大的渴求
[00:19:38.120 --> 00:19:41.560]  有人被假醫生騙錢
[00:19:41.560 --> 00:19:43.200]  你有沒有搞錯
[00:19:43.200 --> 00:19:44.160]  病人已經這麼慘
[00:19:44.160 --> 00:19:47.240]  病人你也有?
[00:19:47.240 --> 00:19:49.960]  真的很壞
[00:19:49.960 --> 00:19:51.240]  但另一方面
[00:19:51.240 --> 00:19:52.640]  它反映的
[00:19:52.640 --> 00:19:54.840]  是我們對健康
[00:19:54.840 --> 00:20:01.080]  實在有很大的渴求
[00:20:01.080 --> 00:20:04.320]  我們還有很多不同的渴求
[00:20:04.320 --> 00:20:08.640]  難道這些渴求是不應該的嗎?
[00:20:08.640 --> 00:20:10.240]  當然不是
[00:20:10.240 --> 00:20:12.600]  人活著就有渴求
[00:20:12.600 --> 00:20:14.080]  什麼人沒有渴求呢?
[00:20:14.080 --> 00:20:17.840]  就是死了的人
[00:20:17.840 --> 00:20:21.920]  我們的渴求是會繼續存在的
[00:20:21.920 --> 00:20:26.080]  自稱基督的也會繼續出現
[00:20:26.080 --> 00:20:27.680]  在這樣的情況下
[00:20:27.680 --> 00:20:30.400]  耶穌並不是要門徒去消除渴求
[00:20:30.400 --> 00:20:32.520]  清除那些七情六慾
[00:20:32.520 --> 00:20:35.520]  也不是要消滅那些自稱基督的
[00:20:35.520 --> 00:20:37.680]  而是吩咐門徒在這樣的情況下
[00:20:37.680 --> 00:20:39.120]  要謹慎自守
[00:20:39.120 --> 00:20:41.760]  免得被迷惑
[00:20:41.760 --> 00:20:44.800]  迷惑的一邊
[00:20:44.800 --> 00:20:47.800]  就是在這樣的社會狀態下
[00:20:47.800 --> 00:20:51.680]  那些自稱拯救者出來群魔亂舞
[00:20:51.680 --> 00:20:53.920]  但是迷惑的另外一邊
[00:20:53.920 --> 00:20:55.560]  就是在這樣的狀態下
[00:20:55.560 --> 00:20:57.880]  有另外一些人覺得自己
[00:20:57.880 --> 00:21:01.360]  徬徨無助
[00:21:01.360 --> 00:21:04.760]  無力
[00:21:04.760 --> 00:21:09.160]  等候最後的來臨
[00:21:09.160 --> 00:21:12.360]  坐以待斃
[00:21:12.360 --> 00:21:13.280]  第七節
[00:21:13.280 --> 00:21:15.280]  十三章第七節
[00:21:15.280 --> 00:21:17.960]  「你們聽見打仗說打仗的風聲不要驚慌
[00:21:17.960 --> 00:21:19.360]  這些事是必須有的
[00:21:19.360 --> 00:21:21.360]  只是末期還沒有到」
[00:21:21.360 --> 00:21:21.880]  第八節
[00:21:21.880 --> 00:21:23.360]  「民要攻打民 國要攻打國
[00:21:23.360 --> 00:21:27.720]  多處必有地震 饑荒」
[00:21:27.720 --> 00:21:30.160]  「既然民要攻打民 國要攻打國
[00:21:30.160 --> 00:21:33.760]  我們這些蟻民豈能夠螳臂擋車
[00:21:33.760 --> 00:21:35.520]  既然多處有地震 饑荒
[00:21:35.520 --> 00:21:37.920]  我們這些渺小如塵的人類
[00:21:37.920 --> 00:21:44.920]  豈能對抗這個天地風雲」
[00:21:44.920 --> 00:21:46.240]  於是乎
[00:21:46.240 --> 00:21:49.160]  我們這些傳道者
[00:21:49.160 --> 00:21:52.920]  就很善用這兩節經文
[00:21:52.920 --> 00:21:55.960]  去宣揚這個末日訊息
[00:21:55.960 --> 00:21:57.080]  警告人
[00:21:57.080 --> 00:21:58.440]  喂
[00:21:58.440 --> 00:22:00.160]  時日無多了
[00:22:00.160 --> 00:22:02.600]  你很悔改了
[00:22:02.600 --> 00:22:05.040]  你要信耶穌快點舉手
[00:22:05.040 --> 00:22:06.720]  你看不到嗎?
[00:22:06.720 --> 00:22:08.960]  我現在展示一張PowerPoint給你看
[00:22:08.960 --> 00:22:10.840]  由歷史告訴你
