
[00:00:00.000 --> 00:00:09.000]  今年的意象,每一個主日,第一個主日,我們信息都是要講積極恢復分離更新的信息
[00:02:55.000 --> 00:02:58.000]  這今年大半年都是牛市
[00:02:58.000 --> 00:03:01.000]  一路衝啊,那個股市
[00:03:01.000 --> 00:03:04.000]  那麼也特別講說了
[00:03:04.000 --> 00:03:11.000]  我們怎麼期待我們要更新、我們要恢復呢?
[00:03:11.000 --> 00:03:16.000]  也就是說從恢復到更新,中間有一個過程
[00:03:16.000 --> 00:03:20.000]  不是說我們得了救、受了洗
[00:03:20.000 --> 00:03:22.000]  成為神的兒女
[00:03:22.000 --> 00:03:26.000]  我們大半輩子還是沒有改變
[00:03:26.000 --> 00:03:29.000]  有的變得快,有的變得慢
[00:03:29.000 --> 00:03:34.000]  但是好像你的電腦要更新一樣
[00:03:34.000 --> 00:03:38.000]  你的手機要更新一樣
[00:03:38.000 --> 00:03:42.000]  它就會有更好的功能
[00:03:42.000 --> 00:03:46.000]  它能夠跑得更快、更多的花樣
[00:03:46.000 --> 00:03:49.000]  而我特別用了以色拉記,它是說
[00:03:49.000 --> 00:03:53.000]  我們從被奴要到回歸
[00:03:53.000 --> 00:03:57.000]  如路加夫因四章十八節,他說的
[00:03:57.000 --> 00:03:59.000]  主的靈在我身上
[00:03:59.000 --> 00:04:01.000]  祂用高高,我叫我傳福音給貧窮的人
[00:04:01.000 --> 00:04:03.000]  採取我報告瞎眼的德
[00:04:03.000 --> 00:04:07.000]  看見被奴的德釋放,被壓制的德自由
[00:04:07.000 --> 00:04:12.000]  採取我報告神,悅納人的喜年
[00:04:12.000 --> 00:04:14.000]  所以我們被奴呢?
[00:04:14.000 --> 00:04:18.000]  我們都不覺得我們被奴
[00:04:18.000 --> 00:04:20.000]  其實你要仔細想想看
[00:04:20.000 --> 00:04:23.000]  你有生命嗎?有嗎?
[00:04:23.000 --> 00:04:25.000]  你活在這裡你就有生命嗎?
[00:04:25.000 --> 00:04:30.000]  但是耶穌要我們要有更豐盛的生命
[00:04:30.000 --> 00:04:33.000]  英文是說more abundant life
[00:04:33.000 --> 00:04:36.000]  而不是只是活著
[00:04:36.000 --> 00:04:40.000]  或者是苟延殘喘
[00:04:40.000 --> 00:04:43.000]  當然如果按照以色拉記來講
[00:04:43.000 --> 00:04:46.000]  這本書大約是說
[00:04:46.000 --> 00:04:50.000]  波斯王古烈
[00:04:50.000 --> 00:04:53.000]  他有一天受到聖靈
[00:04:53.000 --> 00:04:57.000]  受到耶和華神的stirred up
[00:04:57.000 --> 00:05:01.000]  在他心裡面攪動
[00:05:01.000 --> 00:05:03.000]  然後呢
[00:05:03.000 --> 00:05:07.000]  他就說你們猶大人要起來啊
[00:05:07.000 --> 00:05:09.000]  rise up
[00:05:09.000 --> 00:05:11.000]  然後他們說你們要go up
[00:05:11.000 --> 00:05:15.000]  到耶路撒冷去重建耶路撒冷的城牆
[00:05:15.000 --> 00:05:18.000]  重建耶路撒冷的聖殿
[00:05:18.000 --> 00:05:20.000]  然後他說
[00:05:20.000 --> 00:05:23.000]  當初我尼布賈尼撒從耶路撒冷聖殿
[00:05:23.000 --> 00:05:25.000]  擄來這些金銀寶石
[00:05:25.000 --> 00:05:29.000]  什麼銀盤多少金燈台多少
[00:05:29.000 --> 00:05:31.000]  我通通從國庫拿出來
[00:05:31.000 --> 00:05:33.000]  take it out, take it up
[00:05:33.000 --> 00:05:37.000]  你們帶回到耶路撒冷去重建聖城
[00:05:37.000 --> 00:05:40.000]  然後他就交給Sapasa
[00:05:40.000 --> 00:05:43.000]  就是索羅巴伯這個神掌
[00:05:43.000 --> 00:05:47.000]  說你bring up to耶路撒冷
[00:05:47.000 --> 00:05:50.000]  就用這個錢重建聖殿
[00:05:50.000 --> 00:05:53.000]  這是我們恢復的五個步驟
[00:05:53.000 --> 00:05:55.000]  stirred up
[00:05:55.000 --> 00:05:56.000]  rise up
[00:05:56.000 --> 00:05:57.000]  go up
[00:05:57.000 --> 00:05:58.000]  take it out
[00:05:58.000 --> 00:06:00.000]  bring it up
[00:06:00.000 --> 00:06:03.000]  那你就可以再一次恢復了
[00:06:03.000 --> 00:06:06.000]  這是我在二月份講的
[00:06:06.000 --> 00:06:12.000]  那麼一月份我是講說我們要
[00:06:12.000 --> 00:06:17.000]  預期要進入restoration and renewal
[00:06:17.000 --> 00:06:19.000]  要怎麼樣呢
[00:06:19.000 --> 00:06:22.000]  第一你要確信神的應許
[00:06:22.000 --> 00:06:24.000]  神是應許我們
[00:06:24.000 --> 00:06:27.000]  你如果覺得是真的嗎
[00:06:27.000 --> 00:06:30.000]  那就小心了就疑惑了
[00:06:30.000 --> 00:06:33.000]  同樣的提摩那厚度
[00:06:33.000 --> 00:06:36.000]  他說神所賜給我們的是一個剛強勇敢的心
[00:06:36.000 --> 00:06:38.000]  所以你不要膽戰
[00:06:38.000 --> 00:06:40.000]  不要膽怯
[00:06:40.000 --> 00:06:43.000]  你不要害怕
[00:06:43.000 --> 00:06:44.000]  我上個禮拜
[00:06:44.000 --> 00:06:45.000]  一個禮拜
[00:06:45.000 --> 00:06:46.000]  我那個腳疼的
[00:06:46.000 --> 00:06:48.000]  我走路都哇哇叫
[00:06:48.000 --> 00:06:49.000]  那個愁眉苦臉
[00:06:49.000 --> 00:06:51.000]  腳好痛
[00:06:51.000 --> 00:06:52.000]  我禮拜三
[00:06:52.000 --> 00:06:54.000]  上禮拜三禱告會的時候
[00:06:54.000 --> 00:06:56.000]  我就大膽的
[00:06:56.000 --> 00:06:57.000]  我就跟神求
[00:06:57.000 --> 00:06:59.000]  神今天你禱告會完了
[00:06:59.000 --> 00:07:01.000]  我腳就不疼了
[00:07:01.000 --> 00:07:05.000]  一點都不客氣
[00:07:05.000 --> 00:07:07.000]  一點都不迷惑疑惑
[00:07:07.000 --> 00:07:10.000]  憑著信心就向他求
[00:07:10.000 --> 00:07:11.000]  禱告完
[00:07:11.000 --> 00:07:12.000]  我腳就不疼了
[00:07:12.000 --> 00:07:14.000]  感謝主
[00:07:14.000 --> 00:07:16.000]  當然了
[00:07:16.000 --> 00:07:17.000]  教一下耶律米書
[00:07:17.000 --> 00:07:19.000]  耶律米先知說的
[00:07:19.000 --> 00:07:20.000]  說神啊
[00:07:20.000 --> 00:07:21.000]  我向你求告
[00:07:21.000 --> 00:07:23.000]  你就應許我
[00:07:23.000 --> 00:07:24.000]  是不是
[00:07:24.000 --> 00:07:25.000]  同樣的
[00:07:25.000 --> 00:07:26.000]  大耶律米先知
[00:07:26.000 --> 00:07:29.000]  就是聽到耶律米先知說
[00:07:29.000 --> 00:07:32.000]  選民被奴了七十年就要回歸
[00:07:32.000 --> 00:07:33.000]  所以他看
[00:07:33.000 --> 00:07:36.000]  算一算時間到了
[00:07:36.000 --> 00:07:37.000]  他就在神的面前
[00:07:37.000 --> 00:07:38.000]  進士禱告
[00:07:38.000 --> 00:07:40.000]  他就說
[00:07:40.000 --> 00:07:41.000]  大而可畏的神
[00:07:41.000 --> 00:07:44.000]  守約斯慈愛的神
[00:07:44.000 --> 00:07:46.000]  他就把這個事情再一次
[00:07:46.000 --> 00:07:50.000]  到神的面前提出來
[00:07:50.000 --> 00:07:51.000]  要回歸
[00:07:51.000 --> 00:07:53.000]  派信要回到家園
[00:07:53.000 --> 00:07:56.000]  回到耶路撒冷去
[00:07:56.000 --> 00:07:58.000]  那保羅最經典的
[00:07:58.000 --> 00:08:01.000]  你準備恢復
[00:08:01.000 --> 00:08:03.000]  你要更新
[00:08:03.000 --> 00:08:06.000]  你就立定志向直奔標竿
[00:08:06.000 --> 00:08:09.000]  忘記背後的努力面前了
[00:08:09.000 --> 00:08:13.000]  你以前可能不好
[00:08:13.000 --> 00:08:16.000]  什麼都不懂
[00:08:16.000 --> 00:08:18.000]  那麼也不愛神
[00:08:18.000 --> 00:08:20.000]  也不讀經也不禱告
[00:08:20.000 --> 00:08:21.000]  或者身體有病痛
[00:08:21.000 --> 00:08:22.000]  或者是什麼樣
[00:08:22.000 --> 00:08:25.000]  但是現在
[00:08:25.000 --> 00:08:28.000]  你要忘記背後努力面前
[00:08:28.000 --> 00:08:29.000]  你說神啊
[00:08:29.000 --> 00:08:31.000]  我身體還是有病痛
[00:08:31.000 --> 00:08:33.000]  你向祂禱告求祂醫治你
[00:08:33.000 --> 00:08:34.000]  神啊我沒有力量
[00:08:34.000 --> 00:08:36.000]  求祂給你力量
[00:08:36.000 --> 00:08:38.000]  求祂幫助你
[00:08:38.000 --> 00:08:40.000]  就直奔標竿
[00:08:40.000 --> 00:08:41.000]  Hallelujah
[00:08:41.000 --> 00:08:43.000]  五月份我講說
[00:08:43.000 --> 00:08:46.000]  我們要提振靈力
[00:08:46.000 --> 00:08:49.000]  那麼特別有一個video clip
[00:08:49.000 --> 00:08:52.000]  是說你要充電
[00:08:52.000 --> 00:08:55.000]  好像一個手機沒了電
[00:08:55.000 --> 00:08:57.000]  一個電腦沒了電
[00:08:57.000 --> 00:08:59.000]  你要讓它再充滿
[00:08:59.000 --> 00:09:03.000]  然後就跟保羅說了一下
[00:09:03.000 --> 00:09:05.000]  信心所做的功夫
[00:09:05.000 --> 00:09:08.000]  愛心所受的勞苦
[00:09:08.000 --> 00:09:11.000]  還有盼望所存的忍耐
[00:09:11.000 --> 00:09:13.000]  這就是信望愛
[00:09:13.000 --> 00:09:15.000]  換句話說你有信心
[00:09:15.000 --> 00:09:17.000]  不是說我信我信我信
[00:09:17.000 --> 00:09:21.000]  但是你還要有行為
[00:09:21.000 --> 00:09:23.000]  你要堅信不移
[00:09:23.000 --> 00:09:26.000]  你愛要受勞苦
[00:09:26.000 --> 00:09:30.000]  是不是不是說嘴巴講愛
[00:09:30.000 --> 00:09:32.000]  一點勞力都不付出
[00:09:32.000 --> 00:09:35.000]  甚至於愛人有的時候
[00:09:35.000 --> 00:09:37.000]  還不招好報
[00:09:37.000 --> 00:09:38.000]  沒有好評
[00:09:38.000 --> 00:09:40.000]  或者人家說你圖什麼
[00:09:40.000 --> 00:09:42.000]  或怎麼樣的
[00:09:42.000 --> 00:09:45.000]  最常講一句話就是說
[00:09:45.000 --> 00:09:49.000]  用熱臉去貼了人家的冷屁股
[00:09:49.000 --> 00:09:53.000]  那麼你如果說你信心所做的功夫
[00:09:53.000 --> 00:09:57.000]  不到位愛心所受的勞苦
[00:09:57.000 --> 00:09:59.000]  也沒有結果
[00:09:59.000 --> 00:10:02.000]  你就盼望忍耐吧
[00:10:02.000 --> 00:10:03.000]  是不是
[00:10:03.000 --> 00:10:06.000]  相信後世人恩典與祝福的時候
[00:10:06.000 --> 00:10:09.000]  必定會帶領我們
[00:10:09.000 --> 00:10:13.000]  然後我六月份講說我們修復再翻新
[00:10:13.000 --> 00:10:15.000]  最主要是用阿摩斯先知他講的
[00:10:15.000 --> 00:10:20.000]  他說我們要重修大衛倒塌的帳目
[00:10:20.000 --> 00:10:24.000]  是的全世界的教會這一兩年
[00:10:24.000 --> 00:10:28.000]  通通受了很大的虧損
[00:10:28.000 --> 00:10:29.000]  是不是
[00:10:29.000 --> 00:10:33.000]  因為你知道這個帳目你要做在裡面
[00:10:33.000 --> 00:10:35.000]  你知道你這是你的家
[00:10:35.000 --> 00:10:37.000]  你知道這是神的家
[00:10:37.000 --> 00:10:41.000]  那麼當他有破口
[00:10:41.000 --> 00:10:43.000]  你要守住破口
[00:10:43.000 --> 00:10:44.000]  做一個守望人
[00:10:44.000 --> 00:10:47.000]  甚至堵住這個破口
[00:10:47.000 --> 00:10:51.000]  讓大衛的帳目再一次重修起來
[00:10:51.000 --> 00:10:53.000]  哈雷路亞
[00:10:53.000 --> 00:10:55.000]  阿摩斯先知他說
[00:10:55.000 --> 00:10:58.000]  在過去這麼多年
[00:10:58.000 --> 00:11:00.000]  猜中的被蟲吃掉的
[00:11:00.000 --> 00:11:03.000]  被那個禍的都沒有收穫
[00:11:03.000 --> 00:11:05.000]  他說你再跟蹤
[00:11:05.000 --> 00:11:07.000]  要給你收穫
[00:11:07.000 --> 00:11:09.000]  他說你被擄的要回歸
[00:11:09.000 --> 00:11:14.000]  而且我要重修荒廢的耶路撒冷聖城
[00:11:14.000 --> 00:11:15.000]  哈雷路亞
[00:11:15.000 --> 00:11:20.000]  所以我們要把我們的靈命翻新
[00:11:20.000 --> 00:11:22.000]  把我們的靈命恢復起來
[00:11:22.000 --> 00:11:25.000]  與神的關係與人的關係
[00:11:25.000 --> 00:11:29.000]  上個月我們講說
[00:11:29.000 --> 00:11:32.000]  我們進入了5782年
[00:11:32.000 --> 00:11:33.000]  猶太年
[00:11:33.000 --> 00:11:35.000]  我們還在這裡慶祝
[00:11:35.000 --> 00:11:39.000]  那麼特別講到以賽爾書54章三節
[00:11:39.000 --> 00:11:42.000]  他說要擴張你們帳目之地
[00:11:42.000 --> 00:11:45.000]  張大你們居所的曼子不要限制
[00:11:45.000 --> 00:11:47.000]  放長繩子兼顧訣章
[00:11:47.000 --> 00:11:50.000]  你們向左向右開展
[00:11:50.000 --> 00:11:53.000]  所以我們再一次要帶著信心
[00:11:53.000 --> 00:11:59.000]  我們要迎接5782年進入一個新的一個季節
[00:11:59.000 --> 00:12:04.000]  我們要來求神擴張我們帳目之地
[00:12:04.000 --> 00:12:07.000]  就是我們的事公
[00:12:07.000 --> 00:12:10.000]  我們的教會
[00:12:10.000 --> 00:12:12.000]  那麼居所的曼子
[00:12:12.000 --> 00:12:15.000]  就是我們禱告
[00:12:15.000 --> 00:12:17.000]  你禱告越多禱告越大
[00:12:17.000 --> 00:12:19.000]  你的事公會越大
[00:12:19.000 --> 00:12:22.000]  但是我們要放長的繩子
[00:12:22.000 --> 00:12:24.000]  你如果搭帳篷的時候
[00:12:24.000 --> 00:12:26.000]  你繩子帳篷越大
[00:12:26.000 --> 00:12:28.000]  那個繩子拉的要越遠
[00:12:28.000 --> 00:12:30.000]  是不是
[00:12:30.000 --> 00:12:34.000]  但是如果說你的裝備訓練不夠
[00:12:34.000 --> 00:12:36.000]  你那個釘子
[00:12:36.000 --> 00:12:39.000]  釘帳篷那個截子釘的不牢
[00:12:39.000 --> 00:12:41.000]  風一吹就倒了
[00:12:41.000 --> 00:12:44.000]  撒旦魔鬼一誘惑你就垮了
[00:12:44.000 --> 00:12:47.000]  今天我們要進入
[00:12:47.000 --> 00:12:49.000]  全面恢復
[00:12:49.000 --> 00:12:51.000]  哈雷路亞
[00:12:51.000 --> 00:12:54.000]  也就是說全面恢復
[00:12:54.000 --> 00:12:56.000]  不斷的更新
[00:12:56.000 --> 00:12:59.000]  我們要全面恢復什麼呢
[00:12:59.000 --> 00:13:01.000]  第一點我們要全面恢復
[00:13:01.000 --> 00:13:04.000]  對主的科目
[00:13:04.000 --> 00:13:06.000]  是不是
[00:13:06.000 --> 00:13:12.000]  如果說你以前追太太
[00:13:12.000 --> 00:13:14.000]  那麼
[00:13:14.000 --> 00:13:17.000]  如花似玉的小姐你追她
[00:13:17.000 --> 00:13:18.000]  是不是
[00:13:18.000 --> 00:13:22.000]  你是不是要有一個科目的心
[00:13:22.000 --> 00:13:23.000]  對不對
[00:13:23.000 --> 00:13:25.000]  剛剛約完會回到家裡面
[00:13:25.000 --> 00:13:27.000]  禁不住就想打電話給她
[00:13:27.000 --> 00:13:29.000]  不是嗎
[00:13:29.000 --> 00:13:30.000]  就是科目
[00:13:30.000 --> 00:13:32.000]  我們對主也一樣
[00:13:32.000 --> 00:13:35.000]  你要恢復對主的科目
[00:13:35.000 --> 00:13:38.000]  不要像瑪大
[00:13:38.000 --> 00:13:40.000]  忙了忙了忙了
[00:13:40.000 --> 00:13:43.000]  他說主啊你叫我的妹子來幫我啊
[00:13:43.000 --> 00:13:44.000]  我這麼忙啊
[00:13:44.000 --> 00:13:46.000]  耶穌說瑪大瑪大
[00:13:46.000 --> 00:13:52.000]  你為許多的事情思慮狡軟
[00:13:52.000 --> 00:13:53.000]  是不是
[00:13:53.000 --> 00:13:58.000]  不要讓繁忙亂了套
[00:13:58.000 --> 00:14:01.000]  影響了你對主的科目
[00:14:01.000 --> 00:14:04.000]  要像瑪利亞
[00:14:04.000 --> 00:14:07.000]  追求那上好的
[00:14:07.000 --> 00:14:08.000]  耶穌不是說嗎
[00:14:08.000 --> 00:14:10.000]  來讓我們一起來念
[00:14:10.000 --> 00:14:14.000]  不可少的只有一件
[00:14:14.000 --> 00:14:17.000]  瑪利亞已經選擇那上好的福分
[00:14:17.000 --> 00:14:19.000]  是不能奪去的
[00:14:19.000 --> 00:14:22.000]  這就是你要恢復對主的科目
[00:14:22.000 --> 00:14:25.000]  瑪利亞怎麼對主科目呢
[00:14:25.000 --> 00:14:28.000]  耶穌來到她家
[00:14:28.000 --> 00:14:31.000]  她就坐在耶穌的腳前
[00:14:31.000 --> 00:14:34.000]  聽主說話
[00:14:34.000 --> 00:14:36.000]  聽主的言語
[00:14:36.000 --> 00:14:37.000]  對不對
[00:14:37.000 --> 00:14:40.000]  聽著聽著她又拿出香膏來
[00:14:40.000 --> 00:14:42.000]  膏抹耶穌
[00:14:42.000 --> 00:14:47.000]  所以這裡說不可少的只有一件
[00:14:47.000 --> 00:14:50.000]  One thing
[00:14:50.000 --> 00:14:53.000]  不是瑪大那一thing
[00:14:53.000 --> 00:14:54.000]  瑪大跑進跑出
[00:14:54.000 --> 00:14:55.000]  瑪大忙去
[00:14:55.000 --> 00:14:56.000]  哎呦耶穌來嘍
[00:14:56.000 --> 00:14:57.000]  客人都來嘍
[00:14:57.000 --> 00:15:00.000]  要招呼招呼啊
[00:15:00.000 --> 00:15:03.000]  當然了瑪大是不可少的啦
[00:15:03.000 --> 00:15:07.000]  但是該忙完了
[00:15:07.000 --> 00:15:09.000]  或者是聚會開始了
[00:15:09.000 --> 00:15:10.000]  就不要再忙了
[00:15:10.000 --> 00:15:11.000]  坐下來了
[00:15:11.000 --> 00:15:12.000]  是不是
[00:15:12.000 --> 00:15:15.000]  耶穌已經坐下
[00:15:15.000 --> 00:15:17.000]  就準備聽她講話了
[00:15:17.000 --> 00:15:18.000]  是不是
[00:15:18.000 --> 00:15:20.000]  說科目她的言語
[00:15:20.000 --> 00:15:22.000]  像瑪利亞一樣
[00:15:22.000 --> 00:15:23.000]  哎呀
[00:15:23.000 --> 00:15:25.000]  這個一件事
[00:15:25.000 --> 00:15:26.000]  這個真理
[00:15:26.000 --> 00:15:28.000]  我們不可以不知道
[00:15:28.000 --> 00:15:30.000]  大衛也知道
[00:15:30.000 --> 00:15:32.000]  大衛在四篇二十七篇釋節
[00:15:32.000 --> 00:15:36.000]  他說有一件事
[00:15:36.000 --> 00:15:38.000]  我要尋求
[00:15:38.000 --> 00:15:40.000]  我還要再尋求
[00:15:40.000 --> 00:15:43.000]  就是一生一世住在耶和華的殿中
[00:15:43.000 --> 00:15:46.000]  瞻仰祂的榮美
[00:15:46.000 --> 00:15:47.000]  哇這一件事情
[00:15:47.000 --> 00:15:49.000]  同樣的是一件
[00:15:49.000 --> 00:15:52.000]  那個上好的福分不是嗎
[00:15:52.000 --> 00:15:54.000]  你看這些人都知道了
[00:15:54.000 --> 00:15:56.000]  我們如果不知道
[00:15:56.000 --> 00:15:58.000]  多冤枉啊
[00:15:58.000 --> 00:15:59.000]  是不是
[00:15:59.000 --> 00:16:01.000]  你保羅也知道
[00:16:01.000 --> 00:16:02.000]  保羅說
[00:16:02.000 --> 00:16:04.000]  我只有一件事
[00:16:04.000 --> 00:16:06.000]  就是忘記背後努力面前的
[00:16:06.000 --> 00:16:09.000]  向著標竿直奔
[00:16:09.000 --> 00:16:11.000]  直跑
[00:16:11.000 --> 00:16:12.000]  這一件事
[00:16:12.000 --> 00:16:15.000]  就是我們要全面恢復
[00:16:15.000 --> 00:16:18.000]  對主的科目
[00:16:18.000 --> 00:16:19.000]  是不是
[00:16:19.000 --> 00:16:20.000]  就這一件事情
[00:16:20.000 --> 00:16:22.000]  不要讓世界上的煩惱
[00:16:22.000 --> 00:16:24.000]  不要讓這個外面的亂
[00:16:24.000 --> 00:16:26.000]  轟轟亂糟糟的
[00:16:26.000 --> 00:16:29.000]  影響了這一件事情
[00:16:29.000 --> 00:16:31.000]  是不是
[00:16:31.000 --> 00:16:33.000]  你說交通不便
[00:16:33.000 --> 00:16:35.000]  哪有不便
[00:16:35.000 --> 00:16:36.000]  我一路停
[00:16:36.000 --> 00:16:39.000]  停到圖書館的停車場
[00:16:39.000 --> 00:16:41.000]  是不是
[00:16:41.000 --> 00:16:43.000]  我後來才發現
[00:16:43.000 --> 00:16:45.000]  我應該從這邊直接開到後面來
[00:16:45.000 --> 00:16:47.000]  我看到小遠友
[00:16:47.000 --> 00:16:48.000]  因為我關了門
[00:16:48.000 --> 00:16:50.000]  我就看到警察在那邊
[00:16:50.000 --> 00:16:52.000]  我就跟他說
[00:16:52.000 --> 00:16:54.000]  我們等一下會有要來
[00:16:54.000 --> 00:16:56.000]  有些行動不便的
[00:16:56.000 --> 00:16:58.000]  他們可不可以一路開進來
[00:16:58.000 --> 00:17:00.000]  開到後面來
[00:17:00.000 --> 00:17:02.000]  他說可以啊
[00:17:02.000 --> 00:17:04.000]  不知道後來警察跑哪裡去了
[00:17:04.000 --> 00:17:05.000]  後來我就叫他算了
[00:17:05.000 --> 00:17:07.000]  反正也差不了多遠
[00:17:07.000 --> 00:17:09.000]  是吧
[00:17:09.000 --> 00:17:10.000]  是
[00:17:10.000 --> 00:17:12.000]  感謝主
[00:17:12.000 --> 00:17:14.000]  所以
[00:17:14.000 --> 00:17:16.000]  讓我們願意
[00:17:16.000 --> 00:17:17.000]  因為這一件事情
[00:17:17.000 --> 00:17:19.000]  我們科目
[00:17:19.000 --> 00:17:22.000]  我們要朝見他
[00:17:22.000 --> 00:17:25.000]  就這一個意念
[00:17:25.000 --> 00:17:27.000]  你就沒有問題了
[00:17:27.000 --> 00:17:28.000]  尤其我來的時候
[00:17:28.000 --> 00:17:29.000]  七點半都不到的時候
[00:17:29.000 --> 00:17:32.000]  那我高興怎麼走就怎麼走
[00:17:32.000 --> 00:17:33.000]  是不是
[00:17:33.000 --> 00:17:35.000]  高興一路開進來
[00:17:35.000 --> 00:17:36.000]  轉兩圈再走
[00:17:36.000 --> 00:17:38.000]  再回來都沒有問題的
[00:17:38.000 --> 00:17:39.000]  但是我不貪心
[00:17:39.000 --> 00:17:41.000]  我就停到圖書館那邊就好了
[00:17:41.000 --> 00:17:42.000]  是不是
[00:17:42.000 --> 00:17:43.000]  感謝主
[00:17:43.000 --> 00:17:44.000]  這一件事情
[00:17:44.000 --> 00:17:45.000]  哈雷路亞
[00:17:45.000 --> 00:17:47.000]  是的
[00:17:47.000 --> 00:17:50.000]  剛才說的對主的科目
[00:17:50.000 --> 00:17:53.000]  就是不要讓世界驕傲而離
[00:17:53.000 --> 00:17:58.000]  要把這個次序優先的次序擺對
[00:17:58.000 --> 00:18:00.000]  什麼是重要
[00:18:00.000 --> 00:18:01.000]  是不是
[00:18:01.000 --> 00:18:02.000]  我有的時候講說
[00:18:02.000 --> 00:18:04.000]  不要再管那些吃什麼了
[00:18:04.000 --> 00:18:06.000]  現在我們已經開始聚會了
[00:18:06.000 --> 00:18:08.000]  或者是不要再去燒水了
[00:18:08.000 --> 00:18:10.000]  我們已經開始聚會了
[00:18:10.000 --> 00:18:13.000]  這其他都不重要
[00:18:13.000 --> 00:18:16.000]  所以我們恢復對主的科目
[00:18:16.000 --> 00:18:19.000]  我們要有幾樣表現出來
[00:18:19.000 --> 00:18:22.000]  第一個是表現在敬拜讚美上面
[00:18:22.000 --> 00:18:25.000]  我很高興我們現在敬拜讚美越來越棒
[00:18:25.000 --> 00:18:26.000]  是不是
[00:18:26.000 --> 00:18:29.000]  讓我們的敬拜讚美能夠到神的寶座前
[00:18:29.000 --> 00:18:33.000]  因為敬拜讚美是一件非常重要的事情
[00:18:33.000 --> 00:18:34.000]  哈雷路亞
[00:18:34.000 --> 00:18:37.000]  要表現在敬拜讚美上面
[00:18:37.000 --> 00:18:38.000]  也就是說
[00:18:38.000 --> 00:18:41.000]  如以賽亞書
[00:18:41.000 --> 00:18:43.000]  他六十一章他講說
[00:18:43.000 --> 00:18:47.000]  他說當烏西亞王崩的那一年
[00:18:47.000 --> 00:18:51.000]  我看見神坐在寶座上
[00:18:51.000 --> 00:18:55.000]  他的衣裳下垂
[00:18:55.000 --> 00:18:58.000]  遮蓋聖殿
[00:18:58.000 --> 00:19:03.000]  那麼我又看到基督伯有六個翅膀
[00:19:03.000 --> 00:19:05.000]  兩個翅膀遮臉
[00:19:05.000 --> 00:19:08.000]  兩個翅膀遮腳
[00:19:08.000 --> 00:19:10.000]  兩個翅膀飛翔
