
[00:00:00.000 --> 00:00:03.280]  今天的題目叫做「生死教育」
[00:03:48.560 --> 00:03:50.040]  他說神的憤怒
[00:03:50.040 --> 00:03:50.640]  我們一起讀
[00:03:50.640 --> 00:03:51.560]  1、2、3
[00:03:51.560 --> 00:03:53.120]  神的憤怒
[00:03:53.120 --> 00:03:55.800]  從天上顯明在一切
[00:03:55.800 --> 00:03:58.560]  不情不義的人身上
[00:03:58.560 --> 00:04:02.040]  就像那些行不義、阻擋真理的人
[00:04:02.040 --> 00:04:03.440]  神很生氣,為什麼?
[00:04:03.440 --> 00:04:04.760]  有些人不敬勤
[00:04:04.760 --> 00:04:06.800]  不對神不敬勤
[00:04:06.800 --> 00:04:08.480]  對人行不義
[00:04:08.480 --> 00:04:12.000]  所以這些是阻擋真理的人
[00:04:12.000 --> 00:04:13.680]  接著之後
[00:04:13.680 --> 00:04:18.080]  陳牧師說了上帝捨不得你
[00:04:18.080 --> 00:04:18.600]  為什麼?
[00:04:18.600 --> 00:04:20.200]  保羅當時很清楚
[00:04:20.200 --> 00:04:21.920]  已經證明了所有人
[00:04:21.920 --> 00:04:22.920]  猶太人、希臘人
[00:04:22.920 --> 00:04:24.120]  當時即是今天
[00:04:24.120 --> 00:04:24.840]  所有人
[00:04:24.840 --> 00:04:28.800]  歐洲人、美國人、中國人、越南人
[00:04:28.800 --> 00:04:29.800]  什麼人都好
[00:04:29.800 --> 00:04:31.280]  都在罪惡之下
[00:04:31.280 --> 00:04:33.400]  沒有義人
[00:04:33.400 --> 00:04:36.440]  普世人伏在神的審判
[00:04:36.440 --> 00:04:38.680]  我們今天看到很多戰爭
[00:04:38.680 --> 00:04:40.160]  環境污染
[00:04:40.160 --> 00:04:42.360]  全球暖化、毒品搶掠、槍擊
[00:04:42.360 --> 00:04:44.000]  我們都看到
[00:04:44.000 --> 00:04:45.080]  但是很特別
[00:04:45.080 --> 00:04:47.280]  當時保羅引用
[00:04:47.280 --> 00:04:49.280]  在羅馬書中說的一件事
[00:04:49.280 --> 00:04:50.560]  縱然如此
[00:04:50.560 --> 00:04:53.880]  耶穌都會來找你
[00:04:53.880 --> 00:04:57.440]  祂不捨得你
[00:04:57.440 --> 00:04:58.800]  要救你
[00:04:58.800 --> 00:05:01.520]  讓我們清義
[00:05:01.520 --> 00:05:04.120]  接著再對上就是
[00:05:04.120 --> 00:05:05.640]  帕瑟利尼
[00:05:05.640 --> 00:05:07.520]  李全道說
[00:05:07.520 --> 00:05:09.720]  「因信清義」的結果
[00:05:09.720 --> 00:05:11.680]  去到第五章
[00:05:11.680 --> 00:05:13.680]  第五章第一次很清楚
[00:05:13.680 --> 00:05:14.200]  你們知道嗎?
[00:05:14.200 --> 00:05:15.200]  一、二、三
[00:05:15.200 --> 00:05:18.280]  「我們既因信清義」
[00:05:18.280 --> 00:05:21.080]  「就得向我們地主耶穌基督」
[00:05:21.080 --> 00:05:22.680]  「跟天上相互」
[00:05:22.680 --> 00:05:24.400]  「因信清義」
[00:05:24.400 --> 00:05:27.440]  如何取得耶穌基督這個救恩?
[00:05:27.440 --> 00:05:28.280]  如何清義?
[00:05:28.280 --> 00:05:29.080]  本來我們有罪
[00:05:29.080 --> 00:05:31.200]  為什麼會被清義?
[00:05:31.200 --> 00:05:33.840]  因為信神的信神
[00:05:33.840 --> 00:05:36.240]  信靠主
[00:05:36.240 --> 00:05:39.080]  這麼奇妙的因典
[00:05:39.080 --> 00:05:41.640]  再加上第五章尾
[00:05:41.640 --> 00:05:43.320]  上次提到
[00:05:43.320 --> 00:05:45.760]  「律法本是內添」
[00:05:45.760 --> 00:05:46.320]  為什麼?
[00:05:46.320 --> 00:05:47.280]  意思是
[00:05:47.280 --> 00:05:48.840]  你行不通律法法律
[00:05:48.840 --> 00:05:51.360]  你都破了
[00:05:51.360 --> 00:05:53.560]  「令到你的過犯顯多」
[00:05:53.560 --> 00:05:55.760]  「指示罪在哪裏顯多」
[00:05:55.760 --> 00:05:57.240]  「因典就顯多」
[00:05:57.240 --> 00:05:58.680]  所以你看到
[00:05:58.680 --> 00:05:59.800]  很多吸毒的
[00:05:59.800 --> 00:06:00.840]  反過來
[00:06:00.840 --> 00:06:02.400]  藥物幫不了他
[00:06:02.400 --> 00:06:03.240]  超越
[00:06:03.240 --> 00:06:04.920]  社工幸好幫不了他
[00:06:04.920 --> 00:06:07.400]  但福音救了他
[00:06:07.400 --> 00:06:09.200]  他很感恩
[00:06:09.200 --> 00:06:10.440]  他常常記得
[00:06:10.440 --> 00:06:12.480]  沒有辦法清洗他
[00:06:12.480 --> 00:06:13.440]  保羅說這些話
[00:06:13.440 --> 00:06:14.080]  真的
[00:06:14.080 --> 00:06:15.280]  但是
[00:06:15.280 --> 00:06:16.560]  在那一刻
[00:06:16.560 --> 00:06:18.240]  保羅見到有些人
[00:06:18.240 --> 00:06:21.680]  開始濫用因典
[00:06:21.680 --> 00:06:22.320]  這樣的話
[00:06:22.320 --> 00:06:23.600]  不如我們繼續犯罪
[00:06:23.600 --> 00:06:25.400]  更好
[00:06:25.400 --> 00:06:26.760]  推波撞瀾
[00:06:26.760 --> 00:06:27.360]  繼續
[00:06:27.360 --> 00:06:28.720]  越犯越多
[00:06:28.720 --> 00:06:29.680]  我不知道
[00:06:29.680 --> 00:06:31.520]  我們中間有沒有人開車?
[00:06:31.520 --> 00:06:33.080]  先舉手
[00:06:33.080 --> 00:06:34.120]  這麼少
[00:06:34.120 --> 00:06:35.200]  有沒有人超過速度
[00:06:35.200 --> 00:06:37.720]  被人抄襲?
[00:06:37.720 --> 00:06:40.200]  更多人剛才開車
[00:06:40.200 --> 00:06:42.400]  這麼奇妙
[00:06:42.400 --> 00:06:44.680]  我當然也有
[00:06:44.680 --> 00:06:46.040]  為什麼你會早上被人抄襲?
[00:06:46.040 --> 00:06:49.600]  因為有速度限制
[00:06:49.600 --> 00:06:50.520]  我不知道大家知不知道
[00:06:50.520 --> 00:06:53.680]  歐洲地方是沒有速度限制的
[00:06:53.680 --> 00:06:55.640]  所以你不會被抄襲
[00:06:55.640 --> 00:06:59.200]  不過不等於你不會撞車死
[00:06:59.200 --> 00:07:00.280]  因為你沒有速度限制
[00:07:00.280 --> 00:07:01.400]  你可以200米
[00:07:01.400 --> 00:07:02.520]  300米
[00:07:02.520 --> 00:07:03.840]  一樣有意外
[00:07:03.840 --> 00:07:04.560]  明白我說什麼嗎?
[00:07:04.560 --> 00:07:05.520]  就是說
[00:07:05.520 --> 00:07:07.360]  沒有速度限制
[00:07:07.360 --> 00:07:09.160]  不等於你可以繼續
[00:07:09.160 --> 00:07:10.400]  去濫用
[00:07:10.400 --> 00:07:11.200]  很危險
[00:07:11.200 --> 00:07:14.280]  保羅當時見到一群人
[00:07:14.280 --> 00:07:15.560]  他搞錯了
[00:07:15.560 --> 00:07:17.720]  所以他就開始問他們
[00:07:17.720 --> 00:07:19.880]  你想清楚一個很重要的問題
[00:07:19.880 --> 00:07:21.520]  是不是你可以不斷犯罪?
[00:07:21.520 --> 00:07:23.200]  如果耶穌這麼好
[00:07:23.200 --> 00:07:25.000]  為你死十字架
[00:07:25.000 --> 00:07:26.000]  遮蓋你的罪
[00:07:26.000 --> 00:07:27.960]  不會受永刑
[00:07:27.960 --> 00:07:28.800]  這樣的話
[00:07:28.800 --> 00:07:31.320]  你不就以為因為越來越多罪
[00:07:31.320 --> 00:07:33.280]  神的恩典就更大
[00:07:33.280 --> 00:07:34.320]  更大的赦免
[00:07:34.320 --> 00:07:35.360]  你更好
[00:07:35.360 --> 00:07:37.320]  他問一個問題
[00:07:37.320 --> 00:07:38.480]  如果是的話
[00:07:38.480 --> 00:07:41.800]  我早幾個星期有位弟兄
[00:07:41.800 --> 00:07:43.800]  把這個信息給我
[00:07:43.800 --> 00:07:46.000]  現在的罪不是你去找他
[00:07:46.000 --> 00:07:47.160]  他會找你
[00:07:47.160 --> 00:07:48.960]  他在電話台突然響起這個信息
[00:07:48.960 --> 00:07:50.560]  我讀這個信息
[00:07:50.560 --> 00:07:51.920]  是要很浪漫
[00:07:51.920 --> 00:07:55.080]  還有很慈善讀的
[00:07:55.080 --> 00:07:57.200]  平淡的生活
[00:07:57.200 --> 00:07:59.080]  是否已經厭倦?
[00:07:59.080 --> 00:08:01.960]  你看看你旁邊這樣
[00:08:01.960 --> 00:08:04.960]  加入同性一夜情緣
[00:08:04.960 --> 00:08:06.920]  綜享幸福生活
[00:08:06.920 --> 00:08:07.760]  知道嗎?
[00:08:07.760 --> 00:08:09.600]  是否很浪漫?
[00:08:09.600 --> 00:08:11.800]  你看看旁邊的
[00:08:11.800 --> 00:08:15.240]  平台又斯密又安全
[00:08:15.240 --> 00:08:18.480]  然後匹配極速
[00:08:18.480 --> 00:08:20.040]  又快又安全
[00:08:20.040 --> 00:08:22.120]  又沒有人擋
[00:08:22.120 --> 00:08:23.160]  沒有人知道
[00:08:23.160 --> 00:08:25.040]  打開這個APP
[00:08:25.040 --> 00:08:26.600]  下載
[00:08:26.600 --> 00:08:28.720]  我將那個APP的名字
[00:08:28.720 --> 00:08:30.520]  我故意刪除了
[00:08:30.520 --> 00:08:33.680]  我免得你上去找
[00:08:33.680 --> 00:08:37.120]  開啟幸福生活
[00:08:37.120 --> 00:08:39.200]  我放在這裡的時候
[00:08:39.200 --> 00:08:41.160]  Melissa就幫我做這個 PowerPoint
[00:08:41.160 --> 00:08:42.320]  因為她是國語人
[00:08:42.320 --> 00:08:44.440]  她說:「柏叔張,你不明白了」
[00:08:44.440 --> 00:08:45.360]  「幸福是甚麼?」
[00:08:45.360 --> 00:08:47.080]  「幸福」國語
[00:08:47.080 --> 00:08:49.240]  「幸福」是同一個字,可以嗎?
[00:08:49.240 --> 00:08:50.320]  「你要幸福嗎?」
[00:08:50.320 --> 00:08:53.120]  「你要幸福就幸福吧」
[00:08:53.120 --> 00:08:54.480]  「來找你的」
[00:08:54.480 --> 00:08:56.000]  「福音真的好像有很多種啊」
[00:08:56.000 --> 00:08:57.120]  「弟兄姊妹」
[00:08:57.120 --> 00:08:57.960]  「是嗎?」
[00:08:57.960 --> 00:09:00.960]  「幸福是其中一種」
[00:09:00.960 --> 00:09:01.840]  「小心」
[00:09:01.840 --> 00:09:05.360]  「今天不是好像以往那麼簡單」
[00:09:05.360 --> 00:09:07.160]  「你會走過去自由陷阱」
[00:09:07.160 --> 00:09:09.320]  「那些陷阱已經在你旁邊了」
[00:09:09.320 --> 00:09:10.680]  「是嗎?」
[00:09:10.680 --> 00:09:13.840]  「普羅的問題問一個很重要」
[00:09:13.840 --> 00:09:16.640]  「這樣的話,不如我們多做一點就好了」
[00:09:16.640 --> 00:09:17.920]  「接著每一次回來」
[00:09:17.920 --> 00:09:20.760]  「認罪又做下一次」
[00:09:20.760 --> 00:09:22.280]  「是不是這樣呢?」
[00:09:22.280 --> 00:09:23.920]  第六章
[00:09:23.920 --> 00:09:25.120]  第一節、十五節
[00:09:25.120 --> 00:09:26.560]  今天只有二十三節
[00:09:26.560 --> 00:09:27.600]  第一節、第十五節
[00:09:27.600 --> 00:09:29.600]  她立刻立刻問這兩個問題
[00:09:29.600 --> 00:09:30.320]  我們就是這樣
[00:09:30.320 --> 00:09:31.720]  一、二、三
[00:09:31.720 --> 00:09:34.000]  「這樣怎麼算呢?」
[00:09:34.000 --> 00:09:36.440]  「我們可以仍在罪中」
[00:09:36.440 --> 00:09:38.640]  「要恩典年多嗎?」
[00:09:38.640 --> 00:09:40.640]  「請對我們多一點」
[00:09:40.640 --> 00:09:42.880]  「我們在恩典之下」
[00:09:42.880 --> 00:09:44.680]  「不在律法之下」
[00:09:44.680 --> 00:09:46.800]  「就可以犯罪嗎?」
[00:09:46.800 --> 00:09:48.280]  她開始問這個問題
[00:09:48.280 --> 00:09:49.840]  自問
[00:09:49.840 --> 00:09:50.760]  她又會自答
[00:09:50.760 --> 00:09:51.920]  當然為我們問
[00:09:51.920 --> 00:09:52.880]  為我們答
[00:09:52.880 --> 00:09:54.560]  她的答案是什麼?你猜
[00:09:54.560 --> 00:09:55.600]  「斷腐不可」
[00:09:55.600 --> 00:09:57.040]  行嗎?
[00:09:57.040 --> 00:09:58.640]  我們一起讀紅色這四個字
[00:09:58.640 --> 00:10:00.040]  我們說一、二、三
[00:10:00.040 --> 00:10:02.000]  「斷腐不可」
[00:10:02.000 --> 00:10:02.840]  再讀一次
[00:10:02.840 --> 00:10:04.560]  「斷腐不可」
[00:10:04.560 --> 00:10:06.000]  第二節和十五節說
[00:10:06.000 --> 00:10:07.560]  「斷腐不可」
[00:10:07.560 --> 00:10:09.520]  「NO」
[00:10:09.520 --> 00:10:12.080]  保羅很堅定地
[00:10:12.080 --> 00:10:13.040]  憤慨地
[00:10:13.040 --> 00:10:14.360]  激動的語氣說
[00:10:14.360 --> 00:10:15.880]  提出一個抗議
[00:10:15.880 --> 00:10:17.920]  所以今天我們在第六章
[00:10:17.920 --> 00:10:19.400]  學三樣東西
[00:10:19.400 --> 00:10:21.160]  究竟
[00:10:21.160 --> 00:10:22.120]  這件事
[00:10:22.120 --> 00:10:25.320]  和我一開始說生死教育
[00:10:25.320 --> 00:10:26.960]  怎樣關係呢?
[00:10:26.960 --> 00:10:28.760]  又說我們怎樣有一個
[00:10:28.760 --> 00:10:30.480]  新的階段有關係呢?
[00:10:30.480 --> 00:10:31.960]  我們看看
[00:10:31.960 --> 00:10:33.080]  第一點
[00:10:33.080 --> 00:10:35.320]  剛才第一節和第二節頭
[00:10:35.320 --> 00:10:36.160]  我們讀了
[00:10:36.160 --> 00:10:37.320]  我們可不可以認在最終
[00:10:37.320 --> 00:10:37.960]  認得一念多
[00:10:37.960 --> 00:10:39.080]  「斷腐不可」
[00:10:39.080 --> 00:10:40.480]  接著說什麼呢?
[00:10:40.480 --> 00:10:41.360]  我們就讀
[00:10:41.360 --> 00:10:42.040]  我們開始
[00:10:42.040 --> 00:10:43.040]  一、二、三
[00:10:43.040 --> 00:10:45.920]  「我們在罪上死了的日」
[00:10:45.920 --> 00:10:49.640]  「你我認在罪中活著嗎?」
[00:10:49.640 --> 00:10:51.520]  她說罪上什麼?
[00:10:51.520 --> 00:10:52.800]  死了
[00:10:52.800 --> 00:10:53.680]  行嗎?
[00:10:53.680 --> 00:10:55.280]  你看看你旁邊
[00:10:55.280 --> 00:10:57.920]  她說祝你快點死
[00:10:57.920 --> 00:11:00.600]  今天是很多祝你快點死的
[00:11:00.600 --> 00:11:02.040]  不過會死得很好你放心
[00:11:02.040 --> 00:11:02.800]  最後你發現
[00:11:02.800 --> 00:11:03.520]  哇
[00:11:03.520 --> 00:11:05.040]  正啊
[00:11:05.040 --> 00:11:05.680]  好
[00:11:05.680 --> 00:11:07.480]  但是又怎樣和受洗
[00:11:07.480 --> 00:11:08.080]  突然間說
[00:11:08.080 --> 00:11:08.720]  古諾
[00:11:08.720 --> 00:11:11.400]  在古諾書中「吾多頭世」
[00:11:11.400 --> 00:11:14.080]  「吾多提受洗」
[00:11:14.080 --> 00:11:15.080]  講到受洗
[00:11:15.080 --> 00:11:16.560]  有什麼關連呢?
[00:11:16.560 --> 00:11:17.600]  我們先讀一讀
[00:11:17.600 --> 00:11:19.160]  第三、第四、第五節一起讀
[00:11:19.160 --> 00:11:20.200]  一、二、三
[00:11:20.200 --> 00:11:23.560]  「豈不知我們者受洗歸入」
[00:11:23.560 --> 00:11:25.480]  「基督耶穌的日」
[00:11:25.480 --> 00:11:28.280]  「此受洗歸入派四萬」
[00:11:28.280 --> 00:11:31.520]  「所以我們藉著洗禮歸入死」
[00:11:31.520 --> 00:11:33.440]  「和他一同埋葬」
[00:11:33.440 --> 00:11:35.440]  「然而叫我們一對一」
[00:11:35.440 --> 00:11:37.560]  「同有深層的養殖」
[00:11:37.560 --> 00:11:40.120]  「像基督藉著父的榮耀」
[00:11:40.120 --> 00:11:42.320]  「從死裡復活一若」
[00:11:42.320 --> 00:11:45.400]  「我們若在他死的形狀上」
[00:11:45.400 --> 00:11:46.920]  「與他聯合」
[00:11:46.920 --> 00:11:49.680]  「也要在他復活的形狀上」
[00:11:49.680 --> 00:11:50.800]  「與他聯合」
[00:11:50.800 --> 00:11:52.800]  一開始古諾第一句說
[00:11:52.800 --> 00:11:55.440]  信就必然受洗
[00:11:55.440 --> 00:11:56.440]  行嗎?
[00:11:56.440 --> 00:11:57.200]  我們有時候都問
[00:11:57.200 --> 00:11:59.840]  「你信了那麼久,何時受洗?」
[00:11:59.840 --> 00:12:01.480]  古諾在這一段說
[00:12:01.480 --> 00:12:04.600]  不是問「歸入基督,何時受洗?」
[00:12:04.600 --> 00:12:05.880]  不是
[00:12:05.880 --> 00:12:08.920]  信了就受洗是必然性的
[00:12:08.920 --> 00:12:11.080]  不是嘔巴性,不是選擇性
[00:12:11.080 --> 00:12:12.240]  他問了一個重要問題
[00:12:12.240 --> 00:12:14.840]  哪有人信了不受洗的?
[00:12:14.840 --> 00:12:17.000]  他更加說的一件事就是
[00:12:17.000 --> 00:12:19.160]  受洗帶來甚麼?
[00:12:19.160 --> 00:12:21.360]  他假設了你會的
[00:12:21.360 --> 00:12:22.880]  是一定會的,行嗎?
[00:12:22.880 --> 00:12:25.520]  所以我不知道中間有沒有未受洗的人
[00:12:25.520 --> 00:12:26.800]  當然有,是嗎?
[00:12:26.800 --> 00:12:28.080]  記住,是必然的
[00:12:28.080 --> 00:12:29.160]  為甚麼是必然呢?
[00:12:29.160 --> 00:12:30.720]  我們看下去就明白
[00:12:30.720 --> 00:12:35.080]  信主受洗代表甚麼呢?
[00:12:35.080 --> 00:12:37.640]  剛才我們讀到最上甚麼?
[00:12:37.640 --> 00:12:38.640]  「死」,是嗎?
[00:12:38.640 --> 00:12:40.200]  是之前,好
[00:12:40.200 --> 00:12:43.800]  我們看看第一節到十四節
[00:12:43.800 --> 00:12:46.520]  為甚麼我說那麼多「生死」呢?
[00:12:46.520 --> 00:12:47.960]  我們看看頭十四節
[00:12:47.960 --> 00:12:50.520]  已經出現多少個「死」字
[00:12:50.520 --> 00:12:53.800]  我們數誰答了第一個答中的
[00:12:53.800 --> 00:12:55.240]  待會出去
[00:12:55.240 --> 00:12:57.760]  我請你喝杯水
[00:12:57.760 --> 00:13:00.840]  多少個「死」字出現了?
[00:13:00.840 --> 00:13:02.520]  很厲害,15個
[00:13:02.520 --> 00:13:04.640]  誰剛才一開始數到15個
[00:13:04.640 --> 00:13:05.520]  舉手
[00:13:05.520 --> 00:13:09.080]  很厲害,給他掌聲,好嗎?
[00:13:09.080 --> 00:13:10.440]  很多人都猜到
[00:13:10.440 --> 00:13:15.360]  證明你旁邊那個「識得死」字是怎樣寫的
[00:13:15.360 --> 00:13:16.520]  真是懂得
[00:13:16.520 --> 00:13:19.160]  不過這些「死」字大有益處
[00:13:19.160 --> 00:13:22.040]  15個「死」字,死甚麼呢?
[00:13:22.040 --> 00:13:23.400]  究竟說甚麼呢?
[00:13:23.400 --> 00:13:25.720]  說完耶穌的救恩
[00:13:25.720 --> 00:13:28.160]  說完這種清義
[00:13:28.160 --> 00:13:30.520]  突然間「死死死死死死」
[00:13:30.520 --> 00:13:31.680]  第一,我們見到
[00:13:31.680 --> 00:13:34.680]  剛才說「再」甚麼「上死」?
[00:13:34.680 --> 00:13:36.960]  是,我們「死」大概分為兩個層面
[00:13:36.960 --> 00:13:38.040]  第一,我們
[00:13:38.040 --> 00:13:40.240]  第二,耶穌先說我們
[00:13:40.240 --> 00:13:42.480]  「死」是一個斷絕,我們知道
[00:13:42.480 --> 00:13:44.640]  中國人都很怕說「死」
[00:13:44.640 --> 00:13:46.800]  因為說「去咗」、「離開」
[00:13:46.800 --> 00:13:47.800]  「走咗」
[00:13:47.800 --> 00:13:48.440]  為甚麼?
[00:13:48.440 --> 00:13:49.480]  因為我們知道
[00:13:49.480 --> 00:13:53.120]  「死咗」就「死咗」了
[00:13:53.120 --> 00:13:54.840]  「無咗」了
[00:13:54.840 --> 00:13:56.200]  有些解經家覺得
[00:13:56.200 --> 00:13:58.120]  「死咗」會不會他在說
[00:13:58.120 --> 00:14:00.400]  是我們已經沒有知覺
[00:14:00.400 --> 00:14:02.160]  沒有觸覺、沒有味覺、沒有視覺
[00:14:02.160 --> 00:14:03.960]  沒有嗅覺、沒有聽覺
[00:14:03.960 --> 00:14:06.080]  「死咗」的人呢
[00:14:06.080 --> 00:14:08.080]  我不知道,大家知不知道
[00:14:08.080 --> 00:14:10.600]  你們的牧師很喜歡吃甚麼水果?
[00:14:10.600 --> 00:14:12.520]  (有)
[00:14:12.520 --> 00:14:13.760]  我現在「死」了甚麼?
[00:14:13.760 --> 00:14:14.600]  (還沒)
[00:14:14.600 --> 00:14:15.640]  你心不想我「死」?
[00:14:15.640 --> 00:14:16.640]  (不想)
[00:14:16.640 --> 00:14:18.120]  想啊,謝謝
[00:14:18.120 --> 00:14:19.640]  有些人都想得挺好
[00:14:19.640 --> 00:14:21.160]  快點見主面
[00:14:21.160 --> 00:14:22.320]  那我又未「死」
[00:14:22.320 --> 00:14:24.120]  所以如果你在拿個榴槤
[00:14:24.120 --> 00:14:25.360]  多遠呢?
[00:14:25.360 --> 00:14:26.640]  你猜我聞得到嗎?
[00:14:26.640 --> 00:14:28.280]  (聞得到)
[00:14:28.280 --> 00:14:29.600]  那如果我「死」了
[00:14:29.600 --> 00:14:30.600]  你猜我聞得到嗎?
[00:14:30.600 --> 00:14:31.600]  (聞得到)
