
[00:00:00.000 --> 00:00:05.640]  今日好開心能夠嚟到呢度同大家分享上帝嘅話語
[00:01:14.320 --> 00:01:17.280]  嗰陣時彼得係一個乜嘢嘅環境呢
[00:01:17.280 --> 00:01:20.960]  彼得個環境其實我哋翻查一啲嘅歷史嘅時候
[00:01:20.960 --> 00:01:22.800]  我哋可以知道
[00:01:22.800 --> 00:01:25.400]  其實嗰陣時嘅迫害係好嚴重
[00:01:25.400 --> 00:01:26.520]  好嚴重
[00:01:26.520 --> 00:01:29.560]  甚至比保羅嘅時期更加嚴重
[00:01:29.560 --> 00:01:33.400]  喺嗰個時候彼得已經去到萬年嘅時候
[00:01:33.400 --> 00:01:35.480]  佢就寫咗一啲臨別陣燃
[00:01:35.480 --> 00:01:36.840]  喺嗰啲前書
[00:01:36.840 --> 00:01:41.160]  話畀眾信圖之究竟我哋點樣逼迫當中
[00:01:41.160 --> 00:01:43.280]  我哋要繼續行落去
[00:01:43.280 --> 00:01:47.280]  咁嗰度彼得後書就要處理另外兩個問題
[00:01:47.280 --> 00:01:49.040]  就唔係逼迫入面
[00:01:49.040 --> 00:01:51.960]  就係教會裏面出現咗啲咩呀
[00:01:51.960 --> 00:01:54.360]  教會裏面出現咗有假教師
[00:01:54.360 --> 00:01:56.720]  提出一啲錯誤嘅言論
[00:01:56.720 --> 00:02:00.080]  同時教會裏面亦都有一啲腐敗嘅現象
[00:02:00.080 --> 00:02:00.960]  彼得後書
[00:02:00.960 --> 00:02:04.160]  彼得好想處理呢啲嘅問題
[00:02:04.160 --> 00:02:05.760]  咁喺開始我哋進入經文之前
[00:02:05.760 --> 00:02:07.880]  我哋一同低頭禱告
[00:02:07.880 --> 00:02:08.760]  親愛嘅父神
[00:02:08.760 --> 00:02:09.800]  我哋感謝讚美你
[00:02:09.800 --> 00:02:13.360]  好多謝畀我哋今日我哋零年返到你嘅殿當中
[00:02:13.360 --> 00:02:14.640]  去到一齊敬拜
[00:02:14.640 --> 00:02:16.400]  一齊去到聽你嘅話語
[00:02:16.400 --> 00:02:19.520]  而你嘅話語親自進入我哋每一個人嘅心裏面
[00:02:19.520 --> 00:02:22.560]  親自讓響我哋嘅心裏面繼續發酵
[00:02:22.560 --> 00:02:23.800]  去到教導我哋
[00:02:23.800 --> 00:02:27.000]  我哋將一切榮耀重贊歸咗畀你爸爸
[00:02:27.000 --> 00:02:28.760]  咁樣嘅禱告係奉誡我救主
[00:02:28.760 --> 00:02:30.880]  諸耶穌基督得勝民祈求
[00:02:30.880 --> 00:02:31.360]  阿們
[00:02:31.360 --> 00:02:34.080]  好我哋睇下經文
[00:02:34.080 --> 00:02:35.760]  經文一直講呀佢講緊咩呀
[00:02:35.760 --> 00:02:38.480]  佢話我哋從前將諸耶穌嘅大能
[00:02:38.480 --> 00:02:40.240]  臨別嘅事告訴你哋
[00:02:40.240 --> 00:02:44.040]  唔係一啲捏造出嚟嘅無稽傳說
[00:02:44.040 --> 00:02:45.080]  講緊畀大家知
[00:02:45.080 --> 00:02:47.360]  其實嗰陣時有啲人就係講緊
[00:02:47.360 --> 00:02:50.720]  彼得話咁彼得佢哋講嘅嘢係作出嚟嘅
[00:02:50.720 --> 00:02:52.000]  係吹出嚟嘅
[00:02:52.000 --> 00:02:54.480]  耶穌嘅嘢或者佢之後會再返嚟
[00:02:54.480 --> 00:02:56.040]  升天復活再返嚟
[00:02:56.040 --> 00:02:57.520]  唔係真嘅
[00:02:57.520 --> 00:02:58.760]  咁之後點呀
[00:02:58.760 --> 00:03:01.520]  彼得就話佢哋係親眼見過
[00:03:01.520 --> 00:03:03.120]  跟住佢call and call
[00:03:03.120 --> 00:03:06.080]  大家見唔見到下面嗰幾節講緊嘅
[00:03:06.080 --> 00:03:08.160]  係一個乜嘢事呀
[00:03:08.160 --> 00:03:10.440]  喺福音書你讀呢你成日都會見到嘅
[00:03:10.440 --> 00:03:12.240]  就係喺三福音都見到
[00:03:12.240 --> 00:03:15.320]  就係耶穌登山變象
[00:03:15.320 --> 00:03:17.800]  點解要call呢樣嘢出嚟
[00:03:17.800 --> 00:03:19.720]  點解要話畀大家
[00:03:19.720 --> 00:03:21.320]  點解要用呢樣嘢話畀大家知
[00:03:21.320 --> 00:03:24.040]  啊我哋登山變象我哋見到嘅嘢係真
[00:03:24.040 --> 00:03:25.600]  我諗咗好耐
[00:03:25.600 --> 00:03:28.080]  如果有人話畀你知你點樣證實耶穌係真
[00:03:28.080 --> 00:03:30.840]  我見證過
[00:03:30.840 --> 00:03:32.120]  咁佢冇喎
[00:03:32.120 --> 00:03:33.520]  個evidence係乜嘢
[00:03:33.520 --> 00:03:36.120]  有力嘅原因係啲乜嘢
[00:03:36.120 --> 00:03:38.600]  咁但係當我繼續睇喇佢話佢點樣講
[00:03:38.600 --> 00:03:40.040]  佢話者是我的愛子
[00:03:40.040 --> 00:03:42.120]  我所喜悅的
[00:03:42.120 --> 00:03:45.120]  當我睇返馬太福音佢嘅技術呢
[00:03:45.120 --> 00:03:46.600]  佢係咁樣講嘅
[00:03:46.600 --> 00:03:49.320]  自細少少大家跟住試下睇
[00:03:49.320 --> 00:03:50.360]  我覺得highlight咗嘅
[00:03:50.360 --> 00:03:52.000]  佢話者是我的愛子
[00:03:52.000 --> 00:03:53.280]  我所喜愛的
[00:03:53.280 --> 00:03:54.400]  佢後面咗一句嘅
[00:03:54.400 --> 00:03:58.040]  佢話你哋要聽從他
[00:03:58.040 --> 00:04:01.000]  我喺度諗點解彼得要生減咗
[00:04:01.000 --> 00:04:03.120]  你哋要聽從他
[00:04:03.120 --> 00:04:05.960]  我諗因為喺上面講緊嘅時候
[00:04:05.960 --> 00:04:07.520]  講緊呢段經文嘅時候
[00:04:07.520 --> 00:04:10.200]  彼得好想強調嘅係咩
[00:04:10.200 --> 00:04:13.280]  想強調嘅係佢哋經歷過一切
[00:04:13.280 --> 00:04:14.800]  耶穌所有嘅教導
[00:04:14.800 --> 00:04:17.560]  同佢哋現今所有嘅教導
[00:04:17.560 --> 00:04:19.800]  係由邊個嚟
[00:04:19.800 --> 00:04:21.480]  係由上帝嚟
[00:04:21.480 --> 00:04:26.520]  係上帝親自話佢喜悅
[00:04:26.520 --> 00:04:28.560]  以至耶穌嘅教導
[00:04:28.560 --> 00:04:31.840]  甚至係眾門徒嘅教導
[00:04:31.840 --> 00:04:34.080]  係都係由上帝而嚟
[00:04:34.080 --> 00:04:35.560]  好多同大家睇多少少
[00:04:35.560 --> 00:04:38.720]  我哋睇埋下一節嘅經文
[00:04:38.720 --> 00:04:39.880]  下一節經文有講
[00:04:39.880 --> 00:04:40.920]  佢除咗講
[00:04:40.920 --> 00:04:43.080]  講完自己崩山變象仲有咩
[00:04:43.080 --> 00:04:46.480]  佢話講返有我哋有先知更確實嘅訊息
[00:04:46.480 --> 00:04:48.560]  你哋要好好留意啲訊息
[00:04:48.560 --> 00:04:51.280]  咁佢話咩呀如同照耀暗處嘅明燈
[00:04:51.280 --> 00:04:54.720]  直頓到天亮神聖在你門心裡升起嘅時候
[00:04:54.720 --> 00:04:57.000]  呢節我會一陣間再解釋下
[00:04:57.000 --> 00:04:59.200]  我想講下面紅色嘅先
[00:04:59.200 --> 00:05:00.520]  佢話第一要緊嘅係
[00:05:00.520 --> 00:05:02.840]  你哋要知道經常所有嘅預言
[00:05:02.840 --> 00:05:04.400]  係唔可以隨思意解釋
[00:05:04.400 --> 00:05:06.960]  因為預言從沒有出於人意的
[00:05:06.960 --> 00:05:11.800]  而是人被聖靈感動說出神的話來
[00:05:11.800 --> 00:05:13.800]  當喺第十九節開始嘅時候
[00:05:13.800 --> 00:05:15.920]  彼得講緊嘅係咩
[00:05:15.920 --> 00:05:18.840]  佢講緊嘅係一啲舊約
[00:05:18.840 --> 00:05:20.520]  好多唔同先知嘅預言
[00:05:20.520 --> 00:05:24.240]  講緊嗰啲預言係佢哋嘅指路明燈
[00:05:24.240 --> 00:05:26.000]  點解咁重要
[00:05:26.000 --> 00:05:28.000]  佢話畀佢知其實最重要嘅係
[00:05:28.000 --> 00:05:31.640]  佢話唔可唔係靠人翻譯出嚟
[00:05:31.640 --> 00:05:34.360]  唔係靠人我哋能夠寫得成
[00:05:34.360 --> 00:05:37.440]  唔係由人手所成
[00:05:37.440 --> 00:05:39.120]  係由乜嘢呀
[00:05:39.120 --> 00:05:40.240]  經文寫得好清楚
[00:05:40.240 --> 00:05:46.440]  而是人被聖靈感動說出神的話來
[00:05:46.440 --> 00:05:49.600]  我諗上下兩節我哋見到唔同嘅部分
[00:05:49.600 --> 00:05:50.680]  我哋睇得好清楚
[00:05:50.680 --> 00:05:53.280]  其實呢度佢好簡單咁講
[00:05:53.280 --> 00:05:54.720]  其實講緊嘅就係
[00:05:54.720 --> 00:05:58.120]  兩樣嘢個機緣喺邊度
[00:05:58.120 --> 00:05:59.840]  源自天父
[00:05:59.840 --> 00:06:01.120]  源自上帝
[00:06:01.120 --> 00:06:03.240]  呢個好重要
[00:06:03.240 --> 00:06:05.520]  當呢樣嘢你話其實係外教導
[00:06:05.520 --> 00:06:08.680]  係人所衍生出嚟嘅時候呢
[00:06:08.680 --> 00:06:10.840]  你有好多嘢可以繼續講落去
[00:06:10.840 --> 00:06:13.480]  但係如果佢講緊個根基
[00:06:13.480 --> 00:06:14.640]  係嚟自上帝
[00:06:14.640 --> 00:06:18.600]  所有嘅說話係嚟自上帝嘅時候呢
[00:06:18.600 --> 00:06:21.520]  佢講緊畀你我哋聽一樣好重要嘅訊息
[00:06:21.520 --> 00:06:24.400]  上面講緊嘅係耶穌嘅教導門徒
[00:06:24.400 --> 00:06:25.760]  佢哋講嘅訊息
[00:06:25.760 --> 00:06:27.760]  下面講緊嘅係舊約
[00:06:27.760 --> 00:06:29.400]  仲先知講嘅訊息
[00:06:29.400 --> 00:06:30.520]  咁我就喺度諗啦
[00:06:30.520 --> 00:06:33.960]  咁究竟講緊啲乜嘢呢段經文
[00:06:33.960 --> 00:06:35.960]  咁喺我諗嘅期間
[00:06:35.960 --> 00:06:37.360]  我就得出個結論
[00:06:37.360 --> 00:06:40.320]  我覺得呢度佢講緊嘅無論係
[00:06:40.320 --> 00:06:41.760]  後尾注成嘅新約
[00:06:41.760 --> 00:06:43.480]  淨係之前嘅舊約
[00:06:43.480 --> 00:06:49.080]  聖經係信徒生活嘅最高指標同埋指引
[00:06:49.080 --> 00:06:52.320]  我諗自古以來上帝直住仲先知
[00:06:52.320 --> 00:06:54.880]  仲對子民講嗰個說話
[00:06:54.880 --> 00:06:58.920]  先知孫講嘅唔係自己嘅說話
[00:06:58.920 --> 00:07:01.560]  係上帝感動佢所講
[00:07:01.560 --> 00:07:04.800]  係上帝嘅靈臨到佢哋所講
[00:07:04.800 --> 00:07:07.920]  上面所有一切都係上帝所默示嘅
[00:07:07.920 --> 00:07:11.200]  包括新約包括舊約66卷書入面
[00:07:11.200 --> 00:07:14.400]  都係對人嘅啟示
[00:07:14.400 --> 00:07:15.880]  默示嘅意思係咩
[00:07:15.880 --> 00:07:17.800]  默示唔係話畀你知
[00:07:17.800 --> 00:07:20.200]  話上帝同你講一句你就抄一句
[00:07:20.200 --> 00:07:24.280]  默示嘅意思係上帝影響
[00:07:24.280 --> 00:07:27.320]  及引導聖經唔同嘅作者
[00:07:27.320 --> 00:07:31.240]  去到將上帝嘅說話記述落嚟
[00:07:31.240 --> 00:07:36.280]  上帝透過唔同嘅生命嘅歷程
[00:07:36.280 --> 00:07:38.200]  透過唔同生命嘅故事
[00:07:38.200 --> 00:07:41.160]  讓呢班作者經歷上帝
[00:07:41.160 --> 00:07:44.440]  以至寫低呢啲上帝嘅話語
[00:07:44.440 --> 00:07:46.800]  所以我哋成日聽
[00:07:46.800 --> 00:07:48.680]  聖經係神所默示嘅
[00:07:48.680 --> 00:07:50.080]  默示嘅意思係講緊
[00:07:50.080 --> 00:07:51.800]  聖經全部都係真理
[00:07:51.800 --> 00:07:53.000]  係絕對正確
[00:07:53.000 --> 00:07:54.920]  係毫無錯誤
[00:07:54.920 --> 00:07:57.440]  我諗當畀得面對一啲假教師
[00:07:57.440 --> 00:07:58.480]  落到第二章
[00:07:58.480 --> 00:08:00.240]  嚟緊會落第二章嘅時候
[00:08:00.240 --> 00:08:01.640]  面對啲假教師之先
[00:08:01.640 --> 00:08:03.160]  有一樣嘢好重要
[00:08:03.160 --> 00:08:05.200]  有一樣嘢係根基嚟
[00:08:05.200 --> 00:08:08.960]  嗰樣就係我哋手上面嘅嗰本聖經
[00:08:08.960 --> 00:08:10.360]  唯有嗰本聖經
[00:08:10.360 --> 00:08:12.680]  無論新約舊約都係直指緊
[00:08:12.680 --> 00:08:14.160]  畀我哋明白緊
[00:08:14.160 --> 00:08:18.000]  上帝嘅救贖計劃究竟係咩
[00:08:18.000 --> 00:08:20.040]  唯有我哋喺聖經當中
[00:08:20.040 --> 00:08:22.480]  我哋先能夠真正明白
[00:08:22.480 --> 00:08:23.840]  我哋信徒生活
[00:08:23.840 --> 00:08:25.360]  我哋有啲乜嘢應該做
[00:08:25.360 --> 00:08:26.600]  我哋有啲乜嘢唔應該做
[00:08:26.600 --> 00:08:28.080]  我哋有咩可以做
[00:08:28.080 --> 00:08:31.120]  我哋有乜嘢要做多啲
[00:08:31.120 --> 00:08:31.880]  所以以下呢
[00:08:31.880 --> 00:08:35.320]  呢一個係我今日對大家第一個訊息
[00:08:35.320 --> 00:08:38.240]  一切從經開始
[00:08:38.240 --> 00:08:39.120]  咩意思
[00:08:39.120 --> 00:08:41.200]  乜嘢叫一切從經開始
[00:08:41.200 --> 00:08:43.280]  經開始呢個經係聖經個經
[00:08:43.280 --> 00:08:46.120]  我諗大家都清楚
[00:08:46.120 --> 00:08:47.400]  我諗我哋有陣時呢
[00:08:47.400 --> 00:08:48.400]  我哋成日都話
[00:08:48.400 --> 00:08:51.160]  我哋要將我哋喺聖經學到嘅
[00:08:51.160 --> 00:08:53.680]  applicate 實用喺我哋嘅生命當中
[00:08:53.680 --> 00:08:55.520]  生活當中
[00:08:55.520 --> 00:08:58.880]  但係當我哋真係行出去離開教會
[00:08:58.880 --> 00:08:59.800]  進入呢個社會
[00:08:59.800 --> 00:09:02.320]  進入生活圈子嘅時候
[00:09:02.320 --> 00:09:06.400]  我哋係咪真係一切按住聖經開始
[00:09:06.400 --> 00:09:07.560]  你轉工嘅時候
[00:09:07.560 --> 00:09:09.640]  你第一樣諗嘅係咩
[00:09:09.640 --> 00:09:10.880]  你第一樣諗嘅係
[00:09:10.880 --> 00:09:13.680]  你諗住祈禱等候
[00:09:13.680 --> 00:09:16.840]  淨係你諗下呢份工嘅性質啱唔啱我
[00:09:16.840 --> 00:09:18.520]  嗰份人工會唔會高啲
[00:09:18.520 --> 00:09:20.200]  我轉去嗰度會唔會好啲
[00:09:20.200 --> 00:09:22.960]  你諗緊嘅係乜嘢
[00:09:22.960 --> 00:09:25.640]  喺舊約二賽亞書院經文咁講
[00:09:25.640 --> 00:09:27.320]  我諗大家成日聽
[00:09:27.320 --> 00:09:28.240]  佢話主耶和
[00:09:28.240 --> 00:09:30.320]  以色列嘅聖者如此說
[00:09:30.320 --> 00:09:33.200]  你哋得救在乎歸回安息
[00:09:33.200 --> 00:09:35.160]  得力在乎平靜安穩
[00:09:35.160 --> 00:09:37.520]  我諗大家返教一段時間
[00:09:37.520 --> 00:09:39.440]  應該成日聽呢句說話
[00:09:39.440 --> 00:09:40.760]  咩時候用呀
[00:09:40.760 --> 00:09:42.480]  當你無力嘅時候
[00:09:42.480 --> 00:09:44.200]  當你好疲累嘅時候
[00:09:44.200 --> 00:09:47.040]  就可能有弟兄姊妹就嚟鼓勵你喇
[00:09:47.040 --> 00:09:48.080]  我哋就講呢句說話
[00:09:48.080 --> 00:09:50.520]  你哋得力我哋在乎歸回安息
[00:09:50.520 --> 00:09:52.760]  得力在乎平靜安穩
[00:09:52.760 --> 00:09:57.120]  但你知唔知有下一句
[00:09:57.120 --> 00:09:59.960]  你門卻是不幸
[00:09:59.960 --> 00:10:02.640]  呢句係二賽亞先至講
[00:10:02.640 --> 00:10:05.160]  點解唔幸
[00:10:05.160 --> 00:10:07.080]  當我哋面對好多
[00:10:07.080 --> 00:10:08.960]  唔同生活上好迫切嘅嘢
[00:10:08.960 --> 00:10:11.280]  我哋都係一切從經開始
[00:10:11.280 --> 00:10:13.280]  但我哋個經唔係聖經個經
[00:10:13.280 --> 00:10:16.680]  我哋個經係經驗個經
[00:10:16.680 --> 00:10:18.280]  我哋面對呢啲我哋處理
[00:10:18.280 --> 00:10:19.960]  我知點做
[00:10:19.960 --> 00:10:23.560]  面對呢啲事情我識做啦
[00:10:23.560 --> 00:10:25.960]  靠我嘅經驗去到跨國
[00:10:25.960 --> 00:10:27.440]  靠我嘅經驗去做
[00:10:27.440 --> 00:10:29.120]  究竟而家賣唔賣喇好好
[00:10:29.120 --> 00:10:30.400]  或者我賣唔賣喇好好
[00:10:30.400 --> 00:10:32.040]  或者我移唔移民好
[00:10:32.040 --> 00:10:34.280]  我自己知道
[00:10:34.280 --> 00:10:35.800]  我自己知道我嘅圈子係點
[00:10:35.800 --> 00:10:39.640]  我自己知道我而家生活狀態係點
[00:10:39.640 --> 00:10:42.320]  但係如果根據聖經所講
[00:10:42.320 --> 00:10:47.560]  當我哋面對一切問題之先
[00:10:47.560 --> 00:10:49.400]  係點要點樣做
[00:10:49.400 --> 00:10:50.760]  以賽亞書講得好清楚
[00:10:50.760 --> 00:10:53.520]  當其時係咩境況
[00:10:53.520 --> 00:10:58.160]  當其時北角已經被滅咗
[00:10:58.160 --> 00:10:59.280]  得分南角
[00:10:59.280 --> 00:11:00.680]  咁佢覺得勢均力弱
[00:11:00.680 --> 00:11:02.760]  不如呢個時候點做呀
[00:11:02.760 --> 00:11:03.960]  結盟囉
[00:11:03.960 --> 00:11:05.760]  搵埃及結盟
[00:11:05.760 --> 00:11:10.520]  多啲人咁我哋就可能可以打贏亞述
[00:11:10.520 --> 00:11:12.080]  以經驗嚟講絕對係嘅
[00:11:12.080 --> 00:11:13.560]  人多啲兵多啲
[00:11:13.560 --> 00:11:15.560]  一定打贏多啲
[00:11:15.560 --> 00:11:18.440]  但結果係咪咁
[00:11:18.440 --> 00:11:19.960]  有陣時我哋覺得
[00:11:19.960 --> 00:11:22.280]  我哋今日好多香港人嘅願望係咩呀
[00:11:22.280 --> 00:11:24.080]  可能係一直都係嘅
[00:11:24.080 --> 00:11:25.800]  至十幾廿年都係
[00:11:25.800 --> 00:11:28.080]  希望我哋有個鍋具
[00:11:28.080 --> 00:11:30.000]  買到樓
[00:11:30.000 --> 00:11:31.560]  好多人買樓
[00:11:31.560 --> 00:11:34.760]  但係我想講近期有一個弟兄同我講
[00:11:34.760 --> 00:11:36.680]  佢話佢一直嘅夢想係買樓
[00:11:36.680 --> 00:11:38.520]  終於買到啦
[00:11:38.520 --> 00:11:41.120]  但係樓市開始跌
[00:11:41.120 --> 00:11:44.320]  跟住慢慢佢有好多嘢入不敷支
[00:11:44.320 --> 00:11:45.400]  你明唔明有陣時
[00:11:45.400 --> 00:11:49.480]  有好多我哋以為我哋係好依靠得過嘅嘢
[00:11:49.480 --> 00:11:51.480]  但係原來當你依靠落去
[00:11:51.480 --> 00:11:53.080]  扣喺上面嘅時候
[00:11:53.080 --> 00:11:56.560]  嗰啲嘢一推就散
[00:11:56.560 --> 00:11:59.360]  當彼得講點解個根基係聖經
[00:11:59.360 --> 00:12:02.360]  點解個根基係聖經咁重要嘅時候
[00:12:02.360 --> 00:12:03.320]  佢講咗畀我哋聽
[00:12:03.320 --> 00:12:05.160]  其實我哋一切
[00:12:05.160 --> 00:12:07.880]  無論你今日面對嘅係咩嘢事
[00:12:07.880 --> 00:12:09.640]  係感受呀
[00:12:09.640 --> 00:12:11.160]  係你工作呀
[00:12:11.160 --> 00:12:12.960]  係你家庭
[00:12:12.960 --> 00:12:14.080]  我哋第一樣嘢
[00:12:14.080 --> 00:12:19.000]  會唔會首先返到去神嘅話語當中
[00:12:19.000 --> 00:12:23.120]  用神教導我哋嘅方法去處理
[00:12:23.120 --> 00:12:24.440]  呢個係第一樣嘢
[00:12:24.440 --> 00:12:26.440]  可能你第二個問題就話
[00:12:26.440 --> 00:12:29.600]  好咁就當我真係返去
[00:12:29.600 --> 00:12:32.600]  我真係揭開本聖經
[00:12:32.600 --> 00:12:34.920]  咁可以點做呢
[00:12:34.920 --> 00:12:37.280]  我有時睇睇完可以點呢
[00:12:37.280 --> 00:12:38.960]  有啲咩改變呢
[00:12:38.960 --> 00:12:42.560]  大家知唔知其實根據我喺唔同嘅教會
[00:12:42.560 --> 00:12:45.200]  唔同嘅弟兄姊妹手上嘅統計
[00:12:45.200 --> 00:12:49.000]  大家對聖經分開咗兩個類別
[00:12:49.000 --> 00:12:50.240]  讀聖經
[00:12:50.240 --> 00:12:51.400]  第一個類別呢
[00:12:51.400 --> 00:12:53.400]  就係我已經讀過喇
[00:12:53.400 --> 00:12:54.560]  我識喇
[00:12:54.560 --> 00:12:56.960]  所以呢啲可以唔使讀
[00:12:56.960 --> 00:12:57.840]  另外一個類別呢
[00:12:57.840 --> 00:13:00.880]  就係我讀完都唔明
[00:13:00.880 --> 00:13:02.440]  咁呢啲都可以唔使讀喇
[00:13:02.440 --> 00:13:06.920]  即係成本聖經可以蓋埋佢
[00:13:06.920 --> 00:13:11.360]  第二樣嘢我想同大家分享嘅係
[00:13:11.360 --> 00:13:14.680]  我哋拎住本聖經我哋要認真讀
[00:13:14.680 --> 00:13:16.080]  認真解
[00:13:16.080 --> 00:13:18.000]  認真行
[00:13:18.000 --> 00:13:19.240]  舉個例子
[00:13:19.240 --> 00:13:20.720]  有冇睇到呢句說話
[00:13:20.720 --> 00:13:23.520]  呢句說話喺《爾忽所書》四章十五節出
[00:13:23.520 --> 00:13:26.040]  用愛心說誠實話
[00:13:26.040 --> 00:13:27.160]  你應該成日聽好多
[00:13:27.160 --> 00:13:29.280]  你會點樣演繹呢句說話
[00:13:29.280 --> 00:13:31.960]  用愛心說誠實話
[00:13:31.960 --> 00:13:33.760]  係咪見到有啲人可能
[00:13:33.760 --> 00:13:34.920]  嘩好似脹咗啲
[00:13:34.920 --> 00:13:37.440]  嘩你近排一定好幸福喇
[00:13:37.440 --> 00:13:39.920]  呀一定係你件衫紮咗
[00:13:39.920 --> 00:13:42.880]  呢啲係咪用愛心說誠實話
[00:13:42.880 --> 00:13:44.640]  呢個會唔會係你哋我哋今日
[00:13:44.640 --> 00:13:45.680]  我哋interpret
[00:13:45.680 --> 00:13:48.040]  呢句說話諗緊嘅嘢
[00:13:48.040 --> 00:13:50.200]  用愛心說誠實話
[00:13:50.200 --> 00:13:51.760]  好想畀大家繼續睇下
[00:13:51.760 --> 00:13:53.720]  究竟我哋睇闊少少
[00:13:53.720 --> 00:13:55.120]  佢講緊咩
[00:13:55.120 --> 00:13:55.920]  佢講緊咁樣
[00:13:55.920 --> 00:13:57.920]  我哋不再作小孩子
[00:13:57.920 --> 00:14:00.600]  中了人的詭計和欺騙嘅法術
[00:14:00.600 --> 00:14:02.840]  被一切邪說之風搖動
[00:14:02.840 --> 00:14:03.760]  飄嚟飄去
[00:14:03.760 --> 00:14:06.440]  我哋反而要用愛心說誠實話
[00:14:06.440 --> 00:14:08.720]  各方面向著基督長進
[00:14:08.720 --> 00:14:09.960]  連於元首基督
[00:14:09.960 --> 00:14:12.680]  靠著他全身都連接得緊湊
[00:14:12.680 --> 00:14:14.760]  百節各按各跡
[00:14:14.760 --> 00:14:18.120]  照著身體各樣嘅功能彼此相助
[00:14:18.120 --> 00:14:20.160]  使身體漸漸增長
[00:14:20.160 --> 00:14:23.240]  在愛中建立自己
[00:14:23.240 --> 00:14:24.080]  講緊咩
[00:14:24.080 --> 00:14:25.240]  有一班人呢
[00:14:25.240 --> 00:14:27.120]  應該要成長咗喇
[00:14:27.120 --> 00:14:28.960]  不過佢哋屬靈上好容易
[00:14:28.960 --> 00:14:30.920]  好脆弱好易畀人呃
[00:14:30.920 --> 00:14:32.400]  人哋講兩句呢
[00:14:32.400 --> 00:14:34.600]  佢就唔知真正假就跟咗佢喇
[00:14:34.600 --> 00:14:36.960]  可能佢聽到東方閃電講
[00:14:36.960 --> 00:14:38.040]  有個假基督
[00:14:38.040 --> 00:14:38.920]  佢話喂唔係喎
[00:14:38.920 --> 00:14:42.360]  馬太福咁二十四章真係好似講過類似嘅說話喎
[00:14:42.360 --> 00:14:44.200]  咁咪要去聽下囉
[00:14:44.200 --> 00:14:48.520]  講緊一班屬靈程度唔夠成熟嘅人
[00:14:48.520 --> 00:14:49.720]  跟住經文就繼續講
[00:14:49.720 --> 00:14:50.480]  咁要點樣做呀
[00:14:50.480 --> 00:14:51.320]  唔夠成熟
[00:14:51.320 --> 00:14:54.120]  所以我哋要連於基督
[00:14:54.120 --> 00:14:55.480]  但個問題嚟喇
[00:14:55.480 --> 00:14:56.840]  問題我highlight咗
[00:14:56.840 --> 00:14:58.480]  紅色嘅字
[00:14:58.480 --> 00:14:59.960]  你會點樣將呢一句
[00:14:59.960 --> 00:15:01.920]  套落去呢個經文度呀
[00:15:01.920 --> 00:15:05.640]  用愛心說誠實話
[00:15:05.640 --> 00:15:06.440]  我哋睇到呢度
[00:15:06.440 --> 00:15:07.960]  我啱啱解咗少少嘅時候
[00:15:07.960 --> 00:15:09.680]  我諗大家頂字幕都知喇
[00:15:09.680 --> 00:15:13.280]  呢度講緊嘅唔係叫我哋講嘢婉轉啲
