
[00:00:00.000 --> 00:00:02.700]  好,大家節目讓我們先聽神的道理
[00:02:51.440 --> 00:02:56.240]  為的是所有參加教會的弟兄姊妹朋友
[00:02:56.240 --> 00:02:59.640]  是希望有一個好的地方
[00:02:59.640 --> 00:03:01.640]  仰望在上帝的面前
[00:03:01.640 --> 00:03:04.640]  於是有一次我們都完了崇拜之後
[00:03:04.640 --> 00:03:08.240]  又是這樣和幾個弟兄姊妹合手合腳開始執拾
[00:03:08.240 --> 00:03:16.440]  就是有一次和大家完了崇拜以後齊心活力地來收拾
[00:03:16.440 --> 00:03:21.440]  但其中有幾個就是我當年帶他們回教會的朋友
[00:03:21.440 --> 00:03:23.840]  或者弟兄姊妹
[00:03:23.840 --> 00:03:27.440]  其實有幾個是我當年帶他們來教會的弟兄姊妹
[00:03:27.440 --> 00:03:29.440]  他們不單沒有下手幫手
[00:03:29.440 --> 00:03:31.640]  他們不但不幫你
[00:03:31.640 --> 00:03:35.240]  而且還在旁邊大大聲聲地跟其他人說
[00:03:35.240 --> 00:03:38.040]  而且在旁邊跟別人大聲地講
[00:03:38.040 --> 00:03:41.040]  都不知道Allen在說什麽
[00:03:41.040 --> 00:03:44.040]  都不知道Allen這次為的是什麽
[00:03:44.040 --> 00:03:47.040]  我聽了之後
[00:03:47.040 --> 00:03:49.040]  有一種很大的矛盾
[00:03:49.040 --> 00:03:51.040]  有一個很大的矛盾
[00:03:51.040 --> 00:03:54.240]  一方面我很想這個人好好信主成長
[00:03:54.240 --> 00:03:56.040]  甚至他是我帶回教會的
[00:03:56.040 --> 00:03:59.240]  然後我很希望這些人信主成長
[00:03:59.240 --> 00:04:01.240]  於是我帶他們來教會的
[00:04:01.240 --> 00:04:04.240]  但當他自己越來越跟其他人熟絡的時候
[00:04:04.240 --> 00:04:07.440]  反而他變成一股反對的力量
[00:04:07.440 --> 00:04:11.240]  他好像就是反而變成了反對我的力量
[00:04:11.240 --> 00:04:13.040]  我不想說他不信主
[00:04:13.040 --> 00:04:14.440]  我不想說他不信主
[00:04:14.440 --> 00:04:16.440]  因為靈性有不同的階段
[00:04:16.440 --> 00:04:18.440]  因為靈性有不停地接的
[00:04:18.440 --> 00:04:20.440]  但是他這樣講的時候我很生氣
[00:04:20.440 --> 00:04:22.640]  但是他這樣講的時候我非常生氣
[00:04:22.640 --> 00:04:25.640]  於是我完成當天的執拾之後
[00:04:25.640 --> 00:04:27.640]  我完成當天的工作之後
[00:04:27.640 --> 00:04:32.240]  就跟當時的教會志工會的主席這樣說
[00:04:32.240 --> 00:04:35.040]  我當時和當時的司徒斐主席這樣講
[00:04:35.040 --> 00:04:38.440]  我跟他說今天是我最後一個主日
[00:04:38.440 --> 00:04:39.840]  今天是我最後一個主日
[00:04:39.840 --> 00:04:41.640]  我以後都不會再回以馬列尼華神社
[00:04:41.640 --> 00:04:44.440]  我以後不再去以馬列尼華神基金會了
[00:04:44.440 --> 00:04:46.640]  於是盧飛就跟我談了很長時間
[00:04:46.640 --> 00:04:49.840]  於是他跟我談了很長時間
[00:04:49.840 --> 00:04:51.240]  直到他講了一句話
[00:04:51.240 --> 00:04:53.040]  直到他講了一句話
[00:04:53.040 --> 00:04:55.640]  接著我就打消了這個念頭
[00:04:55.640 --> 00:04:57.240]  我打消了我的念頭
[00:04:57.240 --> 00:05:02.640]  他說如果你是看著人的回應而去侍奉主的話
[00:05:02.640 --> 00:05:05.440]  如果你看著人的回應而侍奉主的話
[00:05:05.440 --> 00:05:06.840]  你一輩子都不用侍奉主
[00:05:06.840 --> 00:05:09.440]  你一生都不需要侍奉主
[00:05:09.440 --> 00:05:11.840]  因為他這句話
[00:05:11.840 --> 00:05:13.440]  就支持到我今天為止
[00:05:13.440 --> 00:05:18.040]  支持我到今天的侍奉
[00:05:18.040 --> 00:05:20.640]  以馬列尼也都經歷過不同的起和跌
[00:05:20.640 --> 00:05:23.440]  但以馬列尼經過不同的起和跌
[00:05:23.440 --> 00:05:25.640]  我來到以馬列尼開始侍奉的時候
[00:05:25.640 --> 00:05:28.840]  已經是以馬列尼最大的一個難題的時間
[00:05:28.840 --> 00:05:32.640]  我來到以馬列尼開始侍奉的時候已經是以馬列尼最大的一個難題的時間
[00:05:32.640 --> 00:05:36.640]  當時當我做前職同工的時候
[00:05:36.640 --> 00:05:38.840]  當我做前職同工的時候
[00:05:38.840 --> 00:05:40.640]  突然間有很多人離開
[00:05:40.640 --> 00:05:42.440]  突然間有很多人離開
[00:05:42.440 --> 00:05:45.840]  我不想去追究或者去形容什麼原因
[00:05:45.840 --> 00:05:49.040]  我不想去追究也不想形容是什麼原因
[00:05:49.040 --> 00:05:51.240]  因為當時實在太多原因他們講出來
[00:05:51.240 --> 00:05:53.240]  他們講出來的原因實在太多
[00:05:53.240 --> 00:05:57.640]  不過如果我是因為他們這樣的緣故
[00:05:57.640 --> 00:06:00.240]  如果我是因為他們這樣的緣故就不侍奉了
[00:06:00.240 --> 00:06:01.240]  就不侍奉了
[00:06:01.240 --> 00:06:03.840]  離開主很容易的
[00:06:03.840 --> 00:06:05.840]  對我來講非常容易的
[00:06:05.840 --> 00:06:07.840]  曾經有個特首也說過
[00:06:07.840 --> 00:06:09.440]  曾經有個特首也說過
[00:06:09.440 --> 00:06:10.840]  走開很容易的
[00:06:10.840 --> 00:06:12.240]  走開很容易的
[00:06:12.240 --> 00:06:14.040]  但是你要有勇氣去承擔
[00:06:14.040 --> 00:06:16.040]  但是你要有勇氣去承擔
[00:06:16.040 --> 00:06:17.240]  哪裡來的這份勇氣
[00:06:17.240 --> 00:06:18.840]  哪裡來的這份勇氣
[00:06:18.840 --> 00:06:21.040]  我相信這是聖靈的工作
[00:06:21.040 --> 00:06:22.840]  我相信這是聖靈的工作
[00:06:22.840 --> 00:06:25.440]  今天我們看回《使徒行犬》第21章
[00:06:25.440 --> 00:06:27.440]  今天我們看《使徒行犬》第21章
[00:06:27.440 --> 00:06:30.240]  《使徒行犬》第21章可以說是
[00:06:30.240 --> 00:06:36.240]  保羅在侍奉當中其中一個很重要的關鍵時刻
[00:06:36.240 --> 00:06:40.440]  保羅在侍奉當中其中一個很重要的關鍵時刻
[00:06:40.440 --> 00:06:41.440]  為了預備這堂課
[00:06:41.440 --> 00:06:44.640]  我重新看回保羅他自己的人生
[00:06:44.640 --> 00:06:47.240]  為了預備這堂課
[00:06:47.240 --> 00:06:49.440]  我再看保羅的人生
[00:06:49.440 --> 00:06:51.440]  由他出生
[00:06:51.440 --> 00:06:54.440]  在一個羅馬的家庭裡長大
[00:06:54.440 --> 00:06:56.240]  在一個羅馬的家庭裡長大
[00:06:56.240 --> 00:07:01.440]  然後怎樣再訓練成為一個猶太人的拉比
[00:07:01.440 --> 00:07:04.440]  然後怎樣再訓練成為一個猶太人的拉比
[00:07:04.440 --> 00:07:07.640]  成為一個法利塞人
[00:07:07.640 --> 00:07:10.840]  很努力從耶路撒冷開始
[00:07:10.840 --> 00:07:12.640]  很努力從耶路撒冷開始
[00:07:12.640 --> 00:07:14.840]  帶頭去迫害基督徒
[00:07:14.840 --> 00:07:16.640]  帶頭去迫害基督徒
[00:07:16.640 --> 00:07:18.440]  到最後來呢
[00:07:18.440 --> 00:07:19.440]  到後來
[00:07:19.440 --> 00:07:21.240]  主也將他呼召回來
[00:07:21.240 --> 00:07:22.640]  主也將他呼召回來
[00:07:22.640 --> 00:07:24.240]  歸回一條正軌
[00:07:24.240 --> 00:07:25.440]  歸回正軌
[00:07:25.440 --> 00:07:27.840]  但這條正軌絕不好行
[00:07:27.840 --> 00:07:30.440]  但這條正軌絕不好行
[00:07:30.440 --> 00:07:32.040]  他第一個面對的
[00:07:32.040 --> 00:07:33.240]  他第一個面對的
[00:07:33.240 --> 00:07:35.440]  是被自己的以前的昔日
[00:07:35.440 --> 00:07:37.040]  以為是同胞
[00:07:37.040 --> 00:07:39.840]  以為在過去昔日
[00:07:39.840 --> 00:07:41.440]  認為是自己的同胞
[00:07:41.440 --> 00:07:42.240]  同伴
[00:07:42.240 --> 00:07:43.240]  同伴
[00:07:43.240 --> 00:07:44.640]  回去跟他們講
[00:07:44.640 --> 00:07:45.840]  回去跟他們講
[00:07:45.840 --> 00:07:48.040]  但他卻是被這班同伴去迫害
[00:07:48.040 --> 00:07:50.440]  他被同伴所迫害
[00:07:50.440 --> 00:07:52.040]  慶幸的是什麼呢
[00:07:52.040 --> 00:07:53.040]  慶幸的是什麼呢
[00:07:53.040 --> 00:07:56.240]  上帝在同時運作
[00:07:56.240 --> 00:07:58.040]  上帝在同時運作
[00:07:58.040 --> 00:07:59.240]  怎麼運作呢
[00:07:59.240 --> 00:08:00.240]  怎麼運作呢
[00:08:00.240 --> 00:08:04.240]  上帝很巧妙地找了一個塞浦路斯人
[00:08:04.240 --> 00:08:07.040]  上帝很巧妙地找了一個塞浦路斯人
[00:08:07.040 --> 00:08:09.040]  他的名字叫巴拿巴
[00:08:09.040 --> 00:08:10.640]  他的名字叫巴拿巴
[00:08:10.640 --> 00:08:12.040]  去接待他
[00:08:12.040 --> 00:08:13.040]  去接待他
[00:08:13.040 --> 00:08:16.040]  不是巴拿巴
[00:08:16.040 --> 00:08:20.840]  保羅可能他的侍奉也不會繼續延續下去
[00:08:20.840 --> 00:08:24.040]  保羅可能他的侍奉也不會繼續延續下去
[00:08:24.040 --> 00:08:27.240]  但不是上帝也不會有巴拿巴出現
[00:08:27.240 --> 00:08:29.240]  不是上帝也沒有巴拿巴的出現
[00:08:29.240 --> 00:08:30.240]  不要忘記
[00:08:30.240 --> 00:08:30.840]  不要忘記
[00:08:30.840 --> 00:08:36.240]  巴拿巴是一個遠離巴勒斯坦地方的人
[00:08:36.240 --> 00:08:39.440]  巴拿巴是一個遠離巴勒斯坦地方的人
[00:08:39.440 --> 00:08:41.040]  是一個塞浦路斯人
[00:08:41.040 --> 00:08:42.440]  是一個塞浦路斯
[00:08:42.440 --> 00:08:43.440]  是一個塞浦路斯
[00:08:43.440 --> 00:08:50.240]  來到保羅侍奉了接近十年的時間
[00:08:50.240 --> 00:08:52.840]  來到保羅侍奉了接近十年的時間
[00:08:52.840 --> 00:08:56.840]  從他上了主到現在他回到耶路撒冷
[00:08:56.840 --> 00:08:59.240]  總共這三個佈道旅程之後
[00:08:59.240 --> 00:09:03.440]  從他上了主到回到耶路撒冷之後
[00:09:03.440 --> 00:09:05.640]  反正這三個佈道過程之後
[00:09:05.640 --> 00:09:07.440]  這十年左右的時間
[00:09:07.440 --> 00:09:08.240]  這十年左右的時間
[00:09:08.240 --> 00:09:11.840]  他領受了耶路撒冷教會的差免
[00:09:11.840 --> 00:09:14.440]  他領受了耶路撒冷教會的差免
[00:09:14.440 --> 00:09:16.040]  他到外邦的裏面
[00:09:16.040 --> 00:09:17.240]  去到外邦
[00:09:17.240 --> 00:09:19.240]  去傳主的信息
[00:09:19.240 --> 00:09:20.240]  去傳主的信息
[00:09:20.240 --> 00:09:21.840]  帶了很多猶太人
[00:09:21.840 --> 00:09:22.640]  帶了很多猶太人
[00:09:22.640 --> 00:09:25.440]  帶了很多非猶太人去順主
[00:09:25.440 --> 00:09:27.240]  要包括很多非猶太人信主
[00:09:27.240 --> 00:09:29.040]  要處理非猶太人
[00:09:29.040 --> 00:09:30.440]  他們如果順了主之後
[00:09:30.440 --> 00:09:32.240]  需不需要處理
[00:09:32.240 --> 00:09:35.240]  走回昔日猶太人的傳統
[00:09:35.240 --> 00:09:37.040]  就是說也要處理
[00:09:37.040 --> 00:09:39.240]  如果非猶太人信主之後
[00:09:39.240 --> 00:09:41.840]  是否要行吸猶太人的傳統
[00:09:41.840 --> 00:09:45.240]  但這次主的靈又叫他回到耶路撒冷的時候
[00:09:45.240 --> 00:09:47.640]  但主的靈又叫他回到耶路撒冷的時候
[00:09:47.640 --> 00:09:49.440]  每個人都說不要
[00:09:49.440 --> 00:09:51.240]  每個人都說不要
[00:09:51.240 --> 00:09:53.640]  但最後我們在上個禮拜
[00:09:53.640 --> 00:09:55.440]  上一堂課裏面我們看到
[00:09:55.440 --> 00:09:57.240]  但最後我們看到
[00:09:57.240 --> 00:09:59.240]  上個禮拜我們看到
[00:09:59.240 --> 00:10:03.440]  在第21章的第16節
[00:10:03.440 --> 00:10:08.640]  在第21章的第16節
[00:10:08.640 --> 00:10:10.840]  當所有人都不明白
[00:10:10.840 --> 00:10:12.640]  保羅為甚麼要回到耶路撒冷的時候
[00:10:12.640 --> 00:10:14.640]  當所有人都不明白
[00:10:14.640 --> 00:10:16.240]  保羅為甚麼要回到耶路撒冷的時候
[00:10:16.240 --> 00:10:19.240]  每個人都拒絕保羅這個意見
[00:10:19.240 --> 00:10:21.040]  每個人都拒絕保羅的意見
[00:10:21.040 --> 00:10:22.240]  甚至想攔阻他
[00:10:22.240 --> 00:10:23.440]  甚至想攔阻他
[00:10:23.440 --> 00:10:26.240]  但卻又有一個塞浦路斯人
[00:10:26.240 --> 00:10:27.840]  又有一個塞浦路斯
[00:10:27.840 --> 00:10:29.440]  他的名字叫拿孫
[00:10:29.440 --> 00:10:31.640]  他的名字叫拿孫
[00:10:31.640 --> 00:10:35.440]  Manzone 又去鼓勵保羅
[00:10:35.440 --> 00:10:36.840]  又去鼓勵保羅
[00:10:36.840 --> 00:10:37.840]  接待保羅
[00:10:37.840 --> 00:10:38.640]  接待保羅
[00:10:38.640 --> 00:10:39.640]  上到耶路撒冷
[00:10:39.640 --> 00:10:40.640]  上到耶路撒冷
[00:10:40.640 --> 00:10:43.840]  這才是人生的時封
[00:10:43.840 --> 00:10:45.440]  你看人生的時封
[00:10:46.640 --> 00:10:49.240]  好像在走自己的路
[00:10:49.240 --> 00:10:50.840]  好像在走自己的路
[00:10:50.840 --> 00:10:53.040]  但原來上帝在旁邊運作
[00:10:53.040 --> 00:10:55.840]  但原來上帝在旁邊運作
[00:10:55.840 --> 00:10:59.240]  保羅開始由一個塞浦路斯人去接觸
[00:10:59.240 --> 00:11:01.640]  保羅開始由一個塞浦路斯人去接受
[00:11:01.640 --> 00:11:02.440]  接待
[00:11:02.440 --> 00:11:03.240]  接待
[00:11:03.240 --> 00:11:04.440]  他叫巴勒伯
[00:11:04.440 --> 00:11:05.240]  他叫巴勒伯
[00:11:05.240 --> 00:11:06.040]  到現在
[00:11:06.040 --> 00:11:06.840]  到現在
[00:11:06.840 --> 00:11:10.440]  他去到報道旅程差不多結尾的時候
[00:11:10.440 --> 00:11:13.240]  到他報道差不多結尾的時候
[00:11:13.240 --> 00:11:16.440]  又有一個外邦或者外邦地方
[00:11:16.440 --> 00:11:18.640]  塞浦路斯人接待他上耶路撒冷
[00:11:18.640 --> 00:11:22.840]  又有一個外邦塞浦路斯人接待他
[00:11:22.840 --> 00:11:24.040]  上耶路撒冷
[00:11:24.040 --> 00:11:25.240]  如果世人就說
[00:11:25.240 --> 00:11:27.040]  你看塞浦路斯這麼巧
[00:11:27.040 --> 00:11:29.440]  那裡的群體可以照顧保羅
[00:11:29.440 --> 00:11:33.040]  你看正好是塞浦路斯人接待保羅
[00:11:33.040 --> 00:11:34.840]  但同時也反映了一點
[00:11:34.840 --> 00:11:36.040]  但同時也反映了一點
[00:11:36.040 --> 00:11:42.440]  究竟直根於原本上帝的信仰
[00:11:42.440 --> 00:11:44.840]  相信上帝的信仰的耶路撒冷
[00:11:44.840 --> 00:11:46.840]  及巴勒斯坦地的人
[00:11:46.840 --> 00:11:48.840]  他們的靈敏是怎麼樣?
[00:11:48.840 --> 00:11:50.440]  他們的靈敏是怎麼樣?
[00:11:50.440 --> 00:11:51.840]  遠離上帝的人
[00:11:51.840 --> 00:11:53.240]  遠離上帝的人
[00:11:53.240 --> 00:11:56.440]  或者遠離上帝的信仰發源地
[00:11:56.440 --> 00:11:58.840]  遠離上帝信仰發源地
[00:11:58.840 --> 00:12:00.640]  反而他們相信上帝
[00:12:00.640 --> 00:12:02.440]  他們反而相信上帝
[00:12:02.440 --> 00:12:06.040]  那個正在上帝應許地上的人
[00:12:06.040 --> 00:12:08.440]  他原來正在上帝應許地的人
[00:12:08.440 --> 00:12:10.640]  卻卻充滿狡詐
[00:12:10.640 --> 00:12:12.040]  個個充滿狡詐
[00:12:12.040 --> 00:12:14.040]  怎麼狡詐?我們上個禮拜已經看過了
[00:12:14.040 --> 00:12:15.240]  怎麼狡詐?我們上個禮拜已經看過了
[00:12:15.240 --> 00:12:17.240]  保羅一上到耶路撒冷之後
[00:12:17.240 --> 00:12:18.840]  保羅一上到耶路撒冷之後
[00:12:18.840 --> 00:12:22.040]  這班耶路撒冷的長老
[00:12:22.040 --> 00:12:23.640]  這班耶路撒冷的長老
[00:12:23.640 --> 00:12:26.240]  就跟保羅很不客氣地跟他講
[00:12:26.240 --> 00:12:28.040]  就跟保羅很不客氣地跟他講
[00:12:28.040 --> 00:12:30.040]  第20節
[00:12:30.040 --> 00:12:31.240]  中文聖經就說
[00:12:31.240 --> 00:12:36.040]  興臺里漢猶太人中信主的人有多少萬?
[00:12:36.040 --> 00:12:36.840]  就是說
[00:12:36.840 --> 00:12:40.840]  興臺里漢猶太人中信主的人有多少萬?
[00:12:40.840 --> 00:12:43.240]  這是一個很不客氣的話
[00:12:43.240 --> 00:12:45.840]  這是一個很不客氣的話
[00:12:45.840 --> 00:12:48.040]  興臺里漢猶太人中信主的人有多少萬?
[00:12:48.040 --> 00:12:50.440]  雖然原文叫做Audeo-Voice
[00:12:50.440 --> 00:12:50.440]  雖然原文叫做Audeo-Voice
[00:12:50.440 --> 00:12:51.640]  第興
[00:12:51.640 --> 00:12:54.040]  原文是說弟兄
[00:12:54.040 --> 00:12:58.840]  但和合本的翻譯者就將那種不客氣的態度翻譯了出來
[00:12:58.840 --> 00:13:03.840]  和合本將這種不客氣的態度翻譯了出來
[00:13:03.840 --> 00:13:05.440]  要保羅自己搞定他
[00:13:05.440 --> 00:13:06.840]  要保羅自己去處理
[00:13:06.840 --> 00:13:08.640]  你整個這樣的大頭佛出來
[00:13:08.640 --> 00:13:11.840]  你造了一個這麼大的難題出來
[00:13:11.840 --> 00:13:13.640]  搞得我們現在渾身是癌
[00:13:13.640 --> 00:13:16.040]  讓我們怎麼都不好處理
[00:13:16.040 --> 00:13:18.040]  我安排好了你照做
[00:13:18.040 --> 00:13:20.640]  我安排好了你照做
[00:13:20.640 --> 00:13:22.640]  將自己包裝得非常漂亮
[00:13:22.640 --> 00:13:24.440]  耶路撒冷教會的長老
[00:13:24.440 --> 00:13:28.640]  將自己包裝得非常漂亮
[00:13:28.640 --> 00:13:30.840]  但卻要保羅自己搞定他
[00:13:30.840 --> 00:13:33.240]  要保羅自己去處理
[00:13:33.240 --> 00:13:34.640]  第興
[00:13:34.640 --> 00:13:35.840]  保羅的心情
[00:13:35.840 --> 00:13:37.040]  保羅的心情
[00:13:37.040 --> 00:13:39.840]  我想和當年我在教會
[00:13:39.840 --> 00:13:41.840]  看到我帶回來教會的人
[00:13:41.840 --> 00:13:44.640]  怎樣拒絕和批評我的時候
[00:13:44.640 --> 00:13:45.440]  那種心情
[00:13:45.440 --> 00:13:47.440]  我想是過之而無法及
[00:13:47.440 --> 00:13:49.440]  我相信保羅的心情
[00:13:49.440 --> 00:13:52.040]  與我當年帶領人來教會
[00:13:52.040 --> 00:13:53.440]  來批評我的
[00:13:53.440 --> 00:13:54.640]  是有過之而不及
[00:13:54.640 --> 00:13:57.040]  因為他是自己的信徒
[00:13:57.040 --> 00:13:57.840]  第興
[00:13:57.840 --> 00:14:00.240]  因為是自己的信徒和弟兄
[00:14:00.240 --> 00:14:02.040]  你拆我出去的
[00:14:02.040 --> 00:14:03.640]  是你拆我出去的
[00:14:03.640 --> 00:14:04.440]  我回來報告你
[00:14:04.440 --> 00:14:06.040]  你竟然這樣對我
[00:14:06.040 --> 00:14:07.440]  我回來報告你
[00:14:07.440 --> 00:14:09.440]  你竟然這樣對待我
[00:14:09.440 --> 00:14:11.640]  保羅做所有的事
[00:14:11.640 --> 00:14:13.440]  保羅做所有的事
[00:14:13.440 --> 00:14:16.440]  都為眾信徒的好處而著想
[00:14:16.440 --> 00:14:18.840]  都是為了自己信徒的好處而著想
[00:14:18.840 --> 00:14:21.840]  但卻是同工的耶路撒冷教會
[00:14:21.840 --> 00:14:25.040]  卻是同工的耶路撒冷教會
[00:14:25.040 --> 00:14:27.440]  他私心滿佈
[00:14:27.440 --> 00:14:29.240]  私心滿佈
[00:14:29.240 --> 00:14:30.840]  在這種狀態之下
[00:14:30.840 --> 00:14:32.240]  在這種狀態之下
[00:14:32.240 --> 00:14:35.640]  保羅真是難以接受
[00:14:35.640 --> 00:14:37.440]  保羅真是難以接受
[00:14:37.440 --> 00:14:39.040]  但在這種情況裡面
[00:14:39.040 --> 00:14:40.440]  在這種情況裡面
[00:14:40.440 --> 00:14:44.440]  保羅是否就迅速放棄呢?
[00:14:44.440 --> 00:14:46.840]  保羅是否迅速放棄呢?
[00:14:46.840 --> 00:14:48.840]  什麼鼓勵了保羅
[00:14:48.840 --> 00:14:53.240]  繼續向主耶穌對他的啟示
[00:14:53.240 --> 00:14:56.240]  保羅怎麼對著主耶穌對祂的啟示
[00:14:56.240 --> 00:14:57.240]  最後一程
[00:14:57.240 --> 00:14:58.040]  最後一程
[00:14:58.040 --> 00:14:59.840]  去到羅馬
[00:14:59.840 --> 00:15:00.640]  去到羅馬
[00:15:00.640 --> 00:15:02.240]  向羅馬的君王
[00:15:02.240 --> 00:15:03.440]  向羅馬的君王
[00:15:03.440 --> 00:15:04.840]  羅馬當地的信徒
[00:15:04.840 --> 00:15:06.040]  羅馬當地的信徒
[00:15:06.040 --> 00:15:08.040]  作為耶穌基督的見證
[00:15:08.040 --> 00:15:10.040]  作為耶穌基督的見證
[00:15:10.040 --> 00:15:11.240]  接下來
[00:15:11.240 --> 00:15:12.840]  從第27節開始
[00:15:12.840 --> 00:15:13.840]  從第27節開始
[00:15:13.840 --> 00:15:15.040]  我們進入了一個
[00:15:15.040 --> 00:15:18.640]  保羅要被預備壓榨的片段
[00:15:18.640 --> 00:15:21.840]  就是保羅要被解壓的一個
[00:15:21.840 --> 00:15:22.840]  就是保羅要被解壓的一個
[00:15:22.840 --> 00:15:24.240]  這個片段呢
[00:15:24.240 --> 00:15:25.440]  這個片段
[00:15:25.440 --> 00:15:27.040]  使得保羅很難堪
[00:15:27.040 --> 00:15:27.040]  使得保羅很難堪
[00:15:27.040 --> 00:15:27.040]  使得保羅很難堪
[00:15:27.040 --> 00:15:27.040]  使得保羅很難堪
[00:15:27.040 --> 00:15:27.040]  使得保羅很難堪
[00:15:27.040 --> 00:15:27.040]  使得保羅很難堪
[00:15:27.040 --> 00:15:27.040]  使得保羅很難堪
[00:15:27.040 --> 00:15:27.040]  使得保羅很難堪
[00:15:27.040 --> 00:15:27.040]  使得保羅很難堪
[00:15:27.040 --> 00:15:27.040]  使得保羅很難堪
[00:15:27.040 --> 00:15:27.140]  使得保羅很難堪
[00:15:27.140 --> 00:15:48.340]  是保羅非常難堪,因為在整個過程裏面,在整個過程當中,你會看到,你們會看到,保羅越關心的人,保羅越關心的人,就越插多他兩刀,就更會捅他兩刀,那他狀態之下,這種狀態之下,怎麽能愛得下去呢?怎麽能繼續愛下去呢?
[00:15:48.340 --> 00:16:10.240]  這個正正就是表現一個真正基督徒的生命的時間,這是表現一個真正信徒的時間,基督徒能夠辨明他是不是真是基督徒的時候,最重要的其中一點,最重要的其中一點,就是他們只是集中於上帝的看法而去待人。
[00:16:10.240 --> 00:16:13.240]  他們只會看上帝的看法而待人。
[00:16:13.240 --> 00:16:15.240]  上帝是怎麽樣待人的?
[00:16:15.240 --> 00:16:16.240]  上帝怎麽樣待人的?
