
[00:00:00.000 --> 00:00:05.280]  好 今晚就是這個HOME RUN第二講
[00:02:03.480 --> 00:02:04.480]  我聽完之後
[00:02:04.480 --> 00:02:06.160]  在我家裡沒有執行過
[00:02:06.160 --> 00:02:09.760]  不知道有沒有聽過
[00:02:09.760 --> 00:02:12.560]  回家吃飯
[00:02:12.560 --> 00:02:17.720]  有功者 留飯不留餸
[00:02:17.720 --> 00:02:20.520]  無功者 飯餸不留
[00:02:20.520 --> 00:02:23.440]  有聽過 有人聽過
[00:02:23.440 --> 00:02:24.440]  你有沒有聽過
[00:02:24.440 --> 00:02:27.040]  通常這些是長輩
[00:02:27.040 --> 00:02:29.120]  以前我小時候
[00:02:29.120 --> 00:02:31.480]  可能家裡環境差一點
[00:02:31.480 --> 00:02:33.800]  還要你準時回來吃飯
[00:02:33.800 --> 00:02:35.640]  所以如果你不能回來
[00:02:35.640 --> 00:02:36.960]  我不管你什麼原因
[00:02:36.960 --> 00:02:38.600]  不管你有多大道理
[00:02:38.600 --> 00:02:40.440]  你家裡有貢獻的
[00:02:40.440 --> 00:02:41.920]  Cindy
[00:02:41.920 --> 00:02:43.560]  有貢獻的
[00:02:43.560 --> 00:02:45.560]  有飯 不過沒有餸
[00:02:45.560 --> 00:02:46.600]  沒有貢獻的
[00:02:46.600 --> 00:02:49.400]  我這些 飯餸都沒有了
[00:02:49.400 --> 00:02:51.040]  有些不同的家庭
[00:02:51.040 --> 00:02:53.240]  有些不同的習慣
[00:02:53.240 --> 00:02:56.680]  今天想跟大家看一段經文
[00:02:56.680 --> 00:02:58.360]  就是聖經裡面
[00:02:58.360 --> 00:03:01.480]  都是在說一個傳統
[00:03:01.480 --> 00:03:02.840]  一個習慣
[00:03:02.840 --> 00:03:06.120]  耶穌和祂中間的一個衝突
[00:03:06.120 --> 00:03:08.160]  很想跟大家
[00:03:08.160 --> 00:03:09.960]  我有沒有一個powerpoint
[00:03:09.960 --> 00:03:11.920]  對了
[00:03:11.920 --> 00:03:17.080]  想請大家幫我讀一讀這段經文
[00:03:17.080 --> 00:03:18.320]  13節而已
[00:03:18.320 --> 00:03:20.200]  預備 1 2 3
[00:03:41.920 --> 00:03:45.400]  若不使勢洗臭就不吃飯
[00:03:45.400 --> 00:03:49.720]  從此上若不使用也不聽飯
[00:03:49.720 --> 00:03:52.400]  凡有道者必定愧對
[00:03:52.400 --> 00:03:54.560]  他們的代人不受
[00:03:54.560 --> 00:03:58.800]  就使誓賄賄換同棄款飯
[00:03:58.800 --> 00:04:02.440]  但你作為同行詩文家傳
[00:04:02.440 --> 00:04:06.640]  你必用同類受魔紛擾故人的方式
[00:04:06.640 --> 00:04:08.880]  用徒手吃飯嗎
[00:04:08.880 --> 00:04:14.120]  耶穌說現在人們始終要用假愛為善者
[00:04:14.120 --> 00:04:17.120]  所需的給予人始終是愛
[00:04:17.120 --> 00:04:18.720]  語氣上說
[00:04:18.720 --> 00:04:22.040]  這把聖棍最信主天的英王
[00:04:22.040 --> 00:04:24.040]  心卻是語氣的英王
[00:04:24.040 --> 00:04:26.800]  反對聖人的不服當作
[00:04:26.800 --> 00:04:28.560]  不許你假愛他人
[00:04:28.560 --> 00:04:31.680]  所以拜我作賜禮儀
[00:04:31.680 --> 00:04:34.880]  祈福使你的基層被解開
[00:04:34.880 --> 00:04:40.440]  去受人的祝福你會成為聖貴基層的解密
[00:04:40.440 --> 00:04:42.880]  要受自己的祝福
[00:04:42.880 --> 00:04:46.040]  我相信我當日的父母
[00:04:46.040 --> 00:04:50.520]  若是受我父母的祝福便是成家
[00:04:50.520 --> 00:04:54.120]  你們都說人類對父母說
[00:04:54.120 --> 00:04:56.520]  可受光通及美麗
[00:04:56.520 --> 00:04:59.120]  已經受了我父母的愛
[00:04:59.120 --> 00:05:02.640]  我依然就此奉獻的意思
[00:05:02.640 --> 00:05:07.120]  以後你們就不必花在父母身上
[00:05:07.120 --> 00:05:10.360]  只要尊重你們的聖潔貴族
[00:05:10.360 --> 00:05:12.360]  為你們的神明祈福
[00:05:12.360 --> 00:05:15.680]  你們萬眾會感謝你們的聖事
[00:05:15.680 --> 00:05:17.160]  十三節的經文
[00:05:17.160 --> 00:05:18.680]  故事其實很簡單
[00:05:18.680 --> 00:05:20.680]  請出一張花幅
[00:05:20.680 --> 00:05:21.880]  故事很簡單
[00:05:21.880 --> 00:05:23.880]  頭兩節說背景
[00:05:23.880 --> 00:05:26.360]  有一些民事和法治策略
[00:05:26.360 --> 00:05:27.680]  從耶路撒冷那裡來的
[00:05:27.680 --> 00:05:29.800]  你知道耶路撒冷是
[00:05:29.800 --> 00:05:31.200]  政治宗教中心
[00:05:31.200 --> 00:05:32.800]  來到見到耶穌
[00:05:32.800 --> 00:05:36.640]  見到祂沒有洗手吃飯
[00:05:36.640 --> 00:05:38.400]  然後三四節
[00:05:38.400 --> 00:05:40.400]  因為你知道馬可.福音寫給外邦讀者
[00:05:40.400 --> 00:05:41.840]  他要解釋一下
[00:05:41.840 --> 00:05:45.600]  祂洗手的內容為何這麼關注
[00:05:45.600 --> 00:05:48.000]  接著回來錯人就質問耶穌
[00:05:48.000 --> 00:05:50.400]  為何祢洗手不吃飯
[00:05:50.400 --> 00:05:52.400]  為何祢洗手不吃飯
[00:05:58.400 --> 00:06:01.400]  吃飯不洗手
[00:06:01.400 --> 00:06:03.400]  大家聽得出來吧
[00:06:03.400 --> 00:06:06.400]  為何祢吃飯不洗手
[00:06:06.400 --> 00:06:09.400]  接著耶穌就很嚴厲
[00:06:09.400 --> 00:06:11.400]  你有沒有覺得
[00:06:11.400 --> 00:06:13.400]  我沒有洗手
[00:06:13.400 --> 00:06:16.400]  剷到祂上天花板
[00:06:16.400 --> 00:06:20.400]  摩西教你 人家教你
[00:06:20.400 --> 00:06:23.400]  你叫人家吃飯洗手
[00:06:23.400 --> 00:06:28.400]  尊重人的傳統
[00:06:28.400 --> 00:06:30.400]  多於上帝的誡命
[00:06:30.400 --> 00:06:32.400]  很誇張 剷到祂上天
[00:06:32.400 --> 00:06:35.400]  為什麼呢 傳統有什麼大問題呢
[00:06:35.400 --> 00:06:37.400]  我們先祈禱吧
[00:06:37.400 --> 00:06:50.400]  耶穌上主我們來到祢的面前
[00:06:50.400 --> 00:06:52.400]  我們每一個都有家庭
[00:06:52.400 --> 00:06:56.400]  祢透過家庭賦予我們生命
[00:06:56.400 --> 00:06:59.400]  祢又讓我們在家庭裏成長
[00:06:59.400 --> 00:07:02.400]  而且主祢又給我們一個教會
[00:07:02.400 --> 00:07:04.400]  有一個屬靈的家
[00:07:04.400 --> 00:07:06.400]  主求的是祢幫助我們
[00:07:06.400 --> 00:07:10.400]  在今晚我們去聆聽你自己說話的時候
[00:07:10.400 --> 00:07:12.400]  或者我們各人都有不同的狀況
[00:07:12.400 --> 00:07:16.400]  或者疲倦 或者有不同的擔憂牽掛
[00:07:16.400 --> 00:07:19.400]  但求的是祢給我們的心向你打開
[00:07:19.400 --> 00:07:22.400]  以致我們能夠聽得懂你自己的說話
[00:07:22.400 --> 00:07:24.400]  你的話語成為我們生命的糧食
[00:07:24.400 --> 00:07:26.400]  去餵養我們
[00:07:26.400 --> 00:07:28.400]  多謝主讚美你聽我們祈禱奉耶穌的名
[00:07:28.400 --> 00:07:30.400]  阿門
[00:07:30.400 --> 00:07:34.400]  洗手其實是什麼呢
[00:07:34.400 --> 00:07:38.400]  洗手的傳統其實和乾淨沒有關係
[00:07:38.400 --> 00:07:43.400]  洗手其實和潔淨的禮儀有關係
[00:07:43.400 --> 00:07:49.400]  吃飯前洗手不是和我們今天的骯髒
[00:07:49.400 --> 00:07:53.400]  或者是幾年前COVID很嚴重一定要洗手
[00:07:53.400 --> 00:07:54.400]  不是這個的
[00:07:54.400 --> 00:07:56.400]  是因為避免不潔
[00:07:56.400 --> 00:08:03.400]  令到宗教上信仰上的不潔影響了吃飯
[00:08:03.400 --> 00:08:06.400]  有什麼特別呢
[00:08:06.400 --> 00:08:08.400]  為什麼呢
[00:08:08.400 --> 00:08:11.400]  你看第三節是仔細到這樣
[00:08:11.400 --> 00:08:16.400]  你記得我剛才說馬可解釋的內容
[00:08:16.400 --> 00:08:20.400]  原來法利塞人和猶太人都屈守古人的遺傳
[00:08:20.400 --> 00:08:23.400]  如果不仔細洗手就不吃飯
[00:08:23.400 --> 00:08:26.400]  古人的遺傳就是當時的口傳的律法
[00:08:26.400 --> 00:08:28.400]  可能聖經有些成文的律法
[00:08:28.400 --> 00:08:32.400]  教你如何繼續做得更好
[00:08:32.400 --> 00:08:34.400]  不洗手就不吃飯
[00:08:34.400 --> 00:08:37.400]  不仔細洗手
[00:08:37.400 --> 00:08:41.400]  街市可能是市集
[00:08:41.400 --> 00:08:43.400]  如果不洗肉也不吃飯
[00:08:43.400 --> 00:08:45.400]  還有其他的規矩
[00:08:45.400 --> 00:08:46.400]  歷代俱守
[00:08:46.400 --> 00:08:50.400]  杯、罐、銅器都要洗
[00:08:50.400 --> 00:08:52.400]  短短這段
[00:08:52.400 --> 00:08:54.400]  吃飯前洗手
[00:08:54.400 --> 00:08:56.400]  市集回來要洗手
[00:08:56.400 --> 00:09:01.400]  麥、罐、器皿全部都要洗
[00:09:01.400 --> 00:09:05.400]  為什麼這麼複雜呢
[00:09:05.400 --> 00:09:10.400]  我看過一些不同的資料
[00:09:10.400 --> 00:09:15.400]  有些人說洗手的潔淨禮儀
[00:09:15.400 --> 00:09:18.400]  特別是第七章第三節
[00:09:18.400 --> 00:09:20.400]  有些不同的聖經裡很有趣
[00:09:20.400 --> 00:09:25.400]  說究竟洗是用握著拳頭的方式洗
[00:09:25.400 --> 00:09:29.400]  還是洗到手腕的邊一節
[00:09:29.400 --> 00:09:31.400]  聽我都睡著了
[00:09:31.400 --> 00:09:33.400]  仔細到這樣
[00:09:33.400 --> 00:09:35.400]  Hugo你待會去廁所洗手
[00:09:35.400 --> 00:09:37.400]  不要洗上來
[00:09:37.400 --> 00:09:39.400]  多一吋都不行
[00:09:39.400 --> 00:09:42.400]  要很仔細地去洗
[00:09:42.400 --> 00:09:45.400]  洗完才是潔淨的
[00:09:45.400 --> 00:09:47.400]  有些說是手腕
[00:09:47.400 --> 00:09:48.400]  有些說是拳頭
[00:09:48.400 --> 00:09:49.400]  反覆地洗
[00:09:49.400 --> 00:09:54.400]  其實是一個禮儀
[00:09:54.400 --> 00:09:57.400]  不是純粹洗乾淨就行
[00:09:57.400 --> 00:09:59.400]  看我有沒有鹼液
[00:09:59.400 --> 00:10:00.400]  有沒有消毒酒精
[00:10:00.400 --> 00:10:02.400]  總之我洗得夠乾淨就行
[00:10:02.400 --> 00:10:03.400]  不是
[00:10:03.400 --> 00:10:04.400]  它是一個禮儀
[00:10:04.400 --> 00:10:07.400]  是一個潔淨的禮儀
[00:10:07.400 --> 00:10:09.400]  是在日常生活中
[00:10:09.400 --> 00:10:14.400]  怎樣讓自己的生活能夠潔淨
[00:10:14.400 --> 00:10:16.400]  大概是這樣
[00:10:16.400 --> 00:10:19.400]  好了
[00:10:19.400 --> 00:10:22.400]  為什麼潔淨這麼重要呢
[00:10:22.400 --> 00:10:23.400]  我跟大家說一些歷史的妖
[00:10:23.400 --> 00:10:24.400]  因為我預備的時候
[00:10:24.400 --> 00:10:27.400]  我覺得有些歷史比較容易理解
[00:10:27.400 --> 00:10:29.400]  你知道以色列人
[00:10:29.400 --> 00:10:32.400]  大概主前580多年
[00:10:32.400 --> 00:10:33.400]  67年
[00:10:33.400 --> 00:10:34.400]  年代差一點
[00:10:34.400 --> 00:10:35.400]  第一聖殿被毀
[00:10:35.400 --> 00:10:37.400]  巴比倫攻入耶路撒冷
[00:10:37.400 --> 00:10:39.400]  然後亡國
[00:10:39.400 --> 00:10:41.400]  接著大約一個世紀
[00:10:41.400 --> 00:10:42.400]  70年後
[00:10:42.400 --> 00:10:46.400]  波斯說你可以回去
[00:10:46.400 --> 00:10:48.400]  可以重建聖殿
[00:10:48.400 --> 00:10:49.400]  但是到了300多年
[00:10:49.400 --> 00:10:52.400]  你知道希臘興起
[00:10:52.400 --> 00:10:54.400]  在歐洲大陸
[00:10:54.400 --> 00:10:56.400]  所以希臘化的統治一直影響著
[00:10:56.400 --> 00:11:00.400]  到了大約二世紀
[00:11:00.400 --> 00:11:02.400]  中葉
[00:11:02.400 --> 00:11:04.400]  主前160年左右
[00:11:04.400 --> 00:11:07.400]  有一個猶太人家族
[00:11:07.400 --> 00:11:08.400]  馬加比
[00:11:08.400 --> 00:11:12.400]  他就反抗當時的政權的統治
[00:11:12.400 --> 00:11:15.400]  是成功的
[00:11:15.400 --> 00:11:18.400]  以致後來有一個哈斯摩尼王朝
[00:11:18.400 --> 00:11:20.400]  其實就是馬加比的家族
[00:11:20.400 --> 00:11:22.400]  建立了一個王朝
[00:11:22.400 --> 00:11:25.400]  在這個王朝的管治下
[00:11:25.400 --> 00:11:28.400]  猶太人是有政治
[00:11:28.400 --> 00:11:30.400]  這個宗教
[00:11:30.400 --> 00:11:32.400]  本身那種完全獨立了
[00:11:32.400 --> 00:11:33.400]  你看新約不是這樣
[00:11:33.400 --> 00:11:35.400]  新約只是在講宗教
[00:11:35.400 --> 00:11:36.400]  你的政治也沒有
[00:11:36.400 --> 00:11:38.400]  羅馬的總督也說了算
[00:11:38.400 --> 00:11:40.400]  在哈斯摩尼王朝
[00:11:40.400 --> 00:11:43.400]  簡直可以享受這樣的環境
[00:11:43.400 --> 00:11:48.400]  到了主前60多年
[00:11:48.400 --> 00:11:50.400]  羅馬介入
[00:11:50.400 --> 00:11:53.400]  就是形成了新約的背景
[00:11:53.400 --> 00:11:57.400]  為何我要提及這個狀況呢
[00:11:57.400 --> 00:12:05.400]  為何要跟大家講這個呢
[00:12:05.400 --> 00:12:07.400]  先上這個
[00:12:07.400 --> 00:12:10.400]  其實在經歷了國破家亡
[00:12:10.400 --> 00:12:12.400]  你知道在舊約的時候
[00:12:12.400 --> 00:12:15.400]  聖殿是猶太人的中心
[00:12:15.400 --> 00:12:16.400]  他們的身份
[00:12:16.400 --> 00:12:18.400]  他們的宗教活動
[00:12:18.400 --> 00:12:20.400]  他們所有和上帝的關係
[00:12:20.400 --> 00:12:22.400]  在聖殿當中
[00:12:22.400 --> 00:12:23.400]  是非常重要的
[00:12:23.400 --> 00:12:24.400]  但是亡國的時候
[00:12:24.400 --> 00:12:25.400]  聖殿被毀
[00:12:25.400 --> 00:12:26.400]  第一聖殿
[00:12:26.400 --> 00:12:27.400]  再去重建的時候
[00:12:27.400 --> 00:12:29.400]  有不同的學者都說
[00:12:29.400 --> 00:12:31.400]  那是第二聖殿時期
[00:12:31.400 --> 00:12:34.400]  但希臘又來了
[00:12:34.400 --> 00:12:36.400]  所以其實在短短的幾百年
[00:12:36.400 --> 00:12:38.400]  他們不斷亡國之後回來了
[00:12:38.400 --> 00:12:40.400]  其實他們的身份
[00:12:40.400 --> 00:12:44.400]  他們對於自己的國家
[00:12:44.400 --> 00:12:45.400]  對於自己是猶太人
[00:12:45.400 --> 00:12:48.400]  他們怎樣知道自己是呢
[00:12:48.400 --> 00:12:50.400]  他們在很多的掙扎
[00:12:50.400 --> 00:12:54.400]  所以去到馬加比之後
[00:12:54.400 --> 00:12:56.400]  哈斯摩利王朝那段時間
[00:12:56.400 --> 00:13:00.400]  法利塞人就開始興起
[00:13:00.400 --> 00:13:03.400]  法利塞人開始興起的時候
[00:13:03.400 --> 00:13:06.400]  法利塞人很多時候是平民
[00:13:06.400 --> 00:13:09.400]  你看新約聖經有薩都該
[00:13:09.400 --> 00:13:10.400]  你有沒有印象
[00:13:10.400 --> 00:13:12.400]  薩都該和法利塞
[00:13:12.400 --> 00:13:13.400]  薩都該是權貴
[00:13:13.400 --> 00:13:16.400]  大祭司那些權貴
[00:13:16.400 --> 00:13:18.400]  有權有勢的
[00:13:18.400 --> 00:13:20.400]  法利塞人很多時候是文士
[00:13:20.400 --> 00:13:22.400]  當然文士就是讀經那些
[00:13:22.400 --> 00:13:23.400]  寫的
[00:13:23.400 --> 00:13:25.400]  法利塞人就開始興起
[00:13:25.400 --> 00:13:28.400]  他們很熟悉聖經的律法
[00:13:28.400 --> 00:13:30.400]  你知道在耶穌時代之前
[00:13:30.400 --> 00:13:32.400]  很多時候是五經
[00:13:32.400 --> 00:13:34.400]  即是詩篇
[00:13:34.400 --> 00:13:35.400]  即是舊約聖經為主
[00:13:35.400 --> 00:13:37.400]  他們很熟悉律法
[00:13:37.400 --> 00:13:39.400]  而且他們有一個信念
[00:13:39.400 --> 00:13:40.400]  就是他們覺得
[00:13:40.400 --> 00:13:43.400]  怎樣詮釋正確的律法
[00:13:43.400 --> 00:13:46.400]  能夠幫助那些人
[00:13:46.400 --> 00:13:48.400]  在日常生活裏
[00:13:48.400 --> 00:13:52.400]  可以走在上帝的心裏
[00:13:52.400 --> 00:13:58.400]  像不像今天阿南在做的事
[00:13:58.400 --> 00:14:01.400]  即是你下次見到他
[00:14:01.400 --> 00:14:03.400]  喂 法利塞是藍的
[00:14:03.400 --> 00:14:12.400]  行不行
[00:14:12.400 --> 00:14:13.400]  所以我想你明白
[00:14:13.400 --> 00:14:14.400]  法利塞人興起的時候
[00:14:14.400 --> 00:14:16.400]  他有一個歷史的背景
[00:14:16.400 --> 00:14:17.400]  其實他最初的時候
[00:14:17.400 --> 00:14:19.400]  他就是在幫助那些人
[00:14:19.400 --> 00:14:21.400]  其實他們有很多的動盪
[00:14:21.400 --> 00:14:22.400]  很多的困難
[00:14:22.400 --> 00:14:23.400]  我的身份
[00:14:23.400 --> 00:14:25.400]  為什麼他去到耶穌時代
[00:14:25.400 --> 00:14:26.400]  特別是保羅很針對我
[00:14:26.400 --> 00:14:28.400]  為什麼那些飲食的條例
[00:14:28.400 --> 00:14:30.400]  因為他要知道我的身份
[00:14:30.400 --> 00:14:31.400]  我是誰
[00:14:31.400 --> 00:14:32.400]  我是哪一個
[00:14:32.400 --> 00:14:33.400]  我是猶太人
[00:14:33.400 --> 00:14:35.400]  我在不同的地方
[00:14:35.400 --> 00:14:37.400]  我都能夠知道
[00:14:42.400 --> 00:14:44.400]  所以那些百姓開始
[00:14:44.400 --> 00:14:45.400]  他們在民間
[00:14:45.400 --> 00:14:47.400]  他們能夠越來越得到尊重
[00:14:47.400 --> 00:14:48.400]  他們教這些百姓
[00:14:48.400 --> 00:14:50.400]  在日常生活當中
[00:14:50.400 --> 00:14:54.400]  怎樣可以做上帝的子民
[00:14:54.400 --> 00:15:01.400]  所以那個潔淨的條例
[00:15:01.400 --> 00:15:03.400]  就這麼重要
[00:15:03.400 --> 00:15:06.400]  因為我是上帝的子民
[00:15:06.400 --> 00:15:08.400]  我是聖潔的子民
[00:15:08.400 --> 00:15:10.400]  我怎樣可以將聖潔
[00:15:10.400 --> 00:15:13.400]  聖殿帶來我的日常生活呢
[00:15:13.400 --> 00:15:15.400]  我們今天都是這樣說
[00:15:15.400 --> 00:15:16.400]  是真的
[00:15:16.400 --> 00:15:17.400]  我們是神的子民
[00:15:17.400 --> 00:15:18.400]  是神的百姓
[00:15:18.400 --> 00:15:20.400]  我們來到我們的日常生活
[00:15:20.400 --> 00:15:21.400]  你上班
[00:15:21.400 --> 00:15:22.400]  你去看場戲
[00:15:22.400 --> 00:15:23.400]  你打球
[00:15:23.400 --> 00:15:25.400]  我怎樣能夠仍然活在上帝的面前呢
[00:15:25.400 --> 00:15:26.400]  我怎樣走呢
[00:15:26.400 --> 00:15:27.400]  是真的這樣
[00:15:27.400 --> 00:15:28.400]  所以他最初的時候
[00:15:28.400 --> 00:15:29.400]  是這樣這樣去說
[00:15:29.400 --> 00:15:32.400]  但是他們去到耶穌時代的時候
[00:15:32.400 --> 00:15:35.400]  去到耶穌時代的時候
[00:15:35.400 --> 00:15:37.400]  發展到一個位置
[00:15:37.400 --> 00:15:40.400]  你要很仔細
[00:15:40.400 --> 00:15:42.400]  ABCDEFG
[00:15:42.400 --> 00:15:45.400]  你怎樣可以在吃飯之前
[00:15:45.400 --> 00:15:46.400]  仍然可以潔淨呢
[00:15:46.400 --> 00:15:48.400]  你就要這樣洗手
[00:15:48.400 --> 00:15:50.400]  那些罐子要怎樣洗得乾淨
[00:15:50.400 --> 00:15:51.400]  其實他不是為了衛生
[00:15:51.400 --> 00:15:53.400]  就是你怎樣維持一個
[00:15:53.400 --> 00:15:55.400]  聖潔的子民的身份
[00:15:55.400 --> 00:15:56.400]  好了
[00:15:56.400 --> 00:15:58.400]  那你就能夠明白
[00:15:58.400 --> 00:15:59.400]  在這個演變裡面
[00:15:59.400 --> 00:16:00.400]  雖然最初是好的
[00:16:00.400 --> 00:16:02.400]  但是去到演變
[00:16:02.400 --> 00:16:03.400]  去到後期
[00:16:03.400 --> 00:16:05.400]  為什麼耶穌會這樣針對性
[00:16:05.400 --> 00:16:07.400]  跟他們有一個衝突
[00:16:07.400 --> 00:16:08.400]  耶穌不是說
[00:16:08.400 --> 00:16:09.400]  律法不好
[00:16:09.400 --> 00:16:10.400]  這是肯定的
[00:16:10.400 --> 00:16:11.400]  耶穌也沒有說
[00:16:11.400 --> 00:16:12.400]  傳統不好
[00:16:12.400 --> 00:16:14.400]  耶穌所針對的就是
[00:16:14.400 --> 00:16:15.400]  你那個解釋
[00:16:15.400 --> 00:16:16.400]  你那個制度
[00:16:16.400 --> 00:16:17.400]  你那個傳統
[00:16:17.400 --> 00:16:20.400]  變成了逃避上帝
[00:16:20.400 --> 00:16:24.400]  那個誡明的工具和方法
[00:16:24.400 --> 00:16:29.400]  因為剛才你讀過
[00:16:29.400 --> 00:16:31.400]  待會我會再講多一點
[00:16:31.400 --> 00:16:33.400]  就是說你遵守那樣東西
[00:16:33.400 --> 00:16:36.400]  可以不用遵守上帝的誡明
[00:16:36.400 --> 00:16:38.400]  耶穌針對的就是
[00:16:38.400 --> 00:16:40.400]  那個傳統本身不是不好
[00:16:40.400 --> 00:16:42.400]  但是你去到一個位置
[00:16:42.400 --> 00:16:45.400]  你當了自己是上帝
[00:16:45.400 --> 00:16:47.400]  我打另一個例子
[00:16:47.400 --> 00:16:48.400]  你怎麼說
[00:16:48.400 --> 00:16:49.400]  我胡說而已
[00:16:49.400 --> 00:16:51.400]  阿松胡說而已
[00:16:51.400 --> 00:16:53.400]  阿松牧師
[00:16:53.400 --> 00:16:55.400]  他教會的那些組長
[00:16:55.400 --> 00:16:57.400]  他就說
[00:16:57.400 --> 00:16:59.400]  頂尖武俠要靈修
[00:16:59.400 --> 00:17:00.400]  OK啊
[00:17:00.400 --> 00:17:01.400]  靈修好啊
[00:17:01.400 --> 00:17:02.400]  看聖經
[00:17:02.400 --> 00:17:03.400]  多多少少不要緊
[00:17:03.400 --> 00:17:04.400]  每天都靈修
[00:17:04.400 --> 00:17:05.400]  OK好
[00:17:05.400 --> 00:17:06.400]  但是你做組長
[00:17:06.400 --> 00:17:10.400]  你一年每一個月
[00:17:10.400 --> 00:17:14.400]  不可以多過五次沒有靈修
[00:17:14.400 --> 00:17:17.400]  如果你做那些什麼驅牧
[00:17:17.400 --> 00:17:18.400]  你每一個月
[00:17:18.400 --> 00:17:19.400]  每一季
[00:17:19.400 --> 00:17:22.400]  只可以不做靈修五次
[00:17:22.400 --> 00:17:25.400]  如果你要像阿松那樣
[00:17:25.400 --> 00:17:27.400]  按立做牧師
[00:17:27.400 --> 00:17:31.400]  你一年只可以一次不靈修
[00:17:33.400 --> 00:17:35.400]  雙倍
[00:17:35.400 --> 00:17:38.400]  你明不明白我的意思
[00:17:38.400 --> 00:17:42.400]  看聖經本身是好事
[00:17:42.400 --> 00:17:44.400]  對不對
[00:17:44.400 --> 00:17:46.400]  但是我將看聖經
[00:17:46.400 --> 00:17:48.400]  我想規範化
[00:17:48.400 --> 00:17:49.400]  我想鼓勵你
[00:17:49.400 --> 00:17:51.400]  有一個看聖經的習慣
[00:17:51.400 --> 00:17:53.400]  有查經有靈修
[00:17:53.400 --> 00:17:55.400]  這樣就鼓勵你靈修
[00:17:55.400 --> 00:17:56.400]  很忙碌的生活
[00:17:56.400 --> 00:17:57.400]  我每天都打開聖經
[00:17:57.400 --> 00:17:58.400]  看一段段經文
[00:17:58.400 --> 00:18:00.400]  默想祈禱
[00:18:00.400 --> 00:18:04.400]  但是它就將這件事
[00:18:04.400 --> 00:18:06.400]  推到一個極致
[00:18:06.400 --> 00:18:10.400]  如果你一個月多過多少次
[00:18:10.400 --> 00:18:12.400]  沒有做靈修
[00:18:12.400 --> 00:18:13.400]  一季多過多少次
[00:18:13.400 --> 00:18:14.400]  沒有做靈修
[00:18:14.400 --> 00:18:15.400]  一年多過多少次
[00:18:15.400 --> 00:18:16.400]  沒有做靈修
[00:18:16.400 --> 00:18:18.400]  你就不合格在教會裡
[00:18:18.400 --> 00:18:20.400]  做某些服事
[00:18:20.400 --> 00:18:27.400]  就變成你將那種
[00:18:27.400 --> 00:18:29.400]  一個好的習慣
