
[00:00:00.000 --> 00:00:02.840]  今天為大家預備的題目是
[00:02:06.760 --> 00:02:12.400]  在同聖經的《新約傳書》第248頁
[00:02:12.400 --> 00:02:16.760]  那裏有一個是哥倫多前書的簡介
[00:02:16.760 --> 00:02:18.840]  它告訴我們
[00:02:18.840 --> 00:02:22.160]  哥倫多教會的狀況
[00:02:22.160 --> 00:02:24.440]  第248頁
[00:02:24.440 --> 00:02:26.080]  大家聽我讀出
[00:02:26.080 --> 00:02:28.480]  哥倫多前書是保羅討論有關
[00:02:28.480 --> 00:02:33.840]  基督徒生活和信仰問題的一封書信
[00:02:33.840 --> 00:02:35.800]  這些問題發生在
[00:02:35.800 --> 00:02:39.840]  保羅所建立的這間哥倫多教會
[00:02:39.840 --> 00:02:43.080]  當時哥倫多是希臘一個很大的城市
[00:02:43.080 --> 00:02:47.240]  羅馬統治之下是亞哥亞省的首府
[00:02:47.240 --> 00:02:49.720]  這個城以繁盛的商業
[00:02:49.720 --> 00:02:53.120]  以及高度的文明著稱
[00:02:53.120 --> 00:02:55.760]  不過風氣敗壞 道德低落
[00:02:55.760 --> 00:02:58.400]  人民信奉多種宗教
[00:02:58.400 --> 00:03:00.680]  好像在描述香港
[00:03:00.680 --> 00:03:03.360]  本來最關心的是教會的分裂
[00:03:03.360 --> 00:03:06.680]  和內部道德敗壞的問題
[00:03:06.680 --> 00:03:10.480]  它輪到淫亂和婚姻良心教會的組織
[00:03:10.480 --> 00:03:11.800]  聖靈的恩賜
[00:03:11.800 --> 00:03:15.000]  以及復活這些問題
[00:03:15.000 --> 00:03:16.560]  對於這些問題
[00:03:16.560 --> 00:03:21.680]  都會根據福音提出很明確的指示
[00:03:21.680 --> 00:03:24.960]  保羅最關心的是教會的分裂
[00:03:24.960 --> 00:03:28.760]  和內部道德敗壞的問題
[00:03:28.760 --> 00:03:30.960]  剛才所讀出的簡介都說
[00:03:30.960 --> 00:03:32.640]  他所建立的哥倫多教會
[00:03:32.640 --> 00:03:35.960]  正是正在發生這樣的事情
[00:03:35.960 --> 00:03:38.280]  保羅寫信給哥倫多教會
[00:03:38.280 --> 00:03:40.840]  是希望教會能夠修正
[00:03:40.840 --> 00:03:43.000]  恃回一間教會
[00:03:43.000 --> 00:03:46.520]  一間合神心意的教會
[00:03:46.520 --> 00:03:49.280]  經文裏面說
[00:03:49.280 --> 00:03:51.520]  教會是基督的身體
[00:03:51.520 --> 00:03:55.080]  保羅用每一個人都有的身體
[00:03:55.080 --> 00:03:57.080]  很生動地表達
[00:03:57.080 --> 00:04:00.280]  教會這個比較抽象的概念
[00:04:00.280 --> 00:04:03.160]  一個身體有很多的部份
[00:04:03.160 --> 00:04:05.080]  有很多的部份
[00:04:05.080 --> 00:04:07.400]  有很多的成員
[00:04:07.400 --> 00:04:10.000]  這裏稱為肢體
[00:04:10.000 --> 00:04:12.000]  有些見得到
[00:04:12.000 --> 00:04:13.320]  很外顯的
[00:04:13.320 --> 00:04:14.720]  顏耳口鼻
[00:04:14.720 --> 00:04:16.320]  有些較為隱藏的
[00:04:16.320 --> 00:04:17.840]  例如我們的細胞
[00:04:17.840 --> 00:04:19.840]  我們的內臟器官
[00:04:19.840 --> 00:04:21.920]  有些看上來很忙碌
[00:04:21.920 --> 00:04:23.280]  事事勞動
[00:04:23.280 --> 00:04:26.080]  例如我們的手腳和嘴巴
[00:04:26.080 --> 00:04:27.240]  有些好像很空閒
[00:04:27.240 --> 00:04:28.840]  好像沒甚麼作為
[00:04:28.840 --> 00:04:30.160]  例如我們的毛髮
[00:04:30.160 --> 00:04:30.840]  我們的皮膚
[00:04:30.840 --> 00:04:32.840]  我們的指甲
[00:04:32.840 --> 00:04:34.160]  心頭
[00:04:34.160 --> 00:04:36.560]  就是這個身體裏面的拍子
[00:04:36.560 --> 00:04:37.640]  成員
[00:04:37.640 --> 00:04:38.800]  肢體
[00:04:38.800 --> 00:04:40.720]  我們能夠成為這個身體
[00:04:40.720 --> 00:04:42.480]  其中一個部份
[00:04:42.480 --> 00:04:43.760]  十三節告訴我們
[00:04:43.760 --> 00:04:44.800]  是因為有
[00:04:44.800 --> 00:04:46.080]  在主裏面
[00:04:46.080 --> 00:04:48.000]  我們領受同一位
[00:04:48.000 --> 00:04:50.480]  聖靈的洗禮
[00:04:50.480 --> 00:04:52.840]  甚麼是聖靈的洗禮呢?
[00:04:52.840 --> 00:04:55.400]  其實意味著我們願意
[00:04:55.400 --> 00:04:58.960]  邀請聖靈進入我們的內心
[00:04:58.960 --> 00:05:00.920]  願意被祂塑造
[00:05:00.920 --> 00:05:01.640]  更新
[00:05:01.640 --> 00:05:03.320]  醫治和轉化我們的生命
[00:05:03.320 --> 00:05:05.840]  以致我們能夠信服和遵行
[00:05:05.840 --> 00:05:09.280]  聖靈給我們一切的吩咐
[00:05:09.280 --> 00:05:11.640]  正如你的手
[00:05:11.640 --> 00:05:13.360]  不會拒絕你頭腦
[00:05:13.360 --> 00:05:14.800]  所發露的私靈
[00:05:14.800 --> 00:05:16.560]  喂 拿些藥去
[00:05:16.560 --> 00:05:18.720]  用腳來包紮一下
[00:05:18.720 --> 00:05:20.120]  嗯 不好
[00:05:20.120 --> 00:05:21.880]  你看你的腳這麼臭 這麼骯髒
[00:05:21.880 --> 00:05:23.960]  我不做
[00:05:23.960 --> 00:05:26.760]  我想我們的手不會這樣做 是不是?
[00:05:26.760 --> 00:05:28.800]  基督是教會的頭
[00:05:28.800 --> 00:05:30.320]  所以任何一個肢體
[00:05:30.320 --> 00:05:32.280]  理應
[00:05:32.280 --> 00:05:33.560]  應該
[00:05:33.560 --> 00:05:36.440]  不會去拒絕這個頭
[00:05:36.440 --> 00:05:40.080]  聖靈的吩咐和他的命令
[00:05:40.080 --> 00:05:41.560]  其實更加宏觀來說
[00:05:41.560 --> 00:05:45.240]  梁法堂是基督身體裏面的一個部分
[00:05:45.240 --> 00:05:46.240]  同時間
[00:05:46.240 --> 00:05:50.800]  是與世界各地的信徒群體互為肢體
[00:05:50.800 --> 00:05:53.360]  因為基督的身體只有一個
[00:05:53.360 --> 00:05:57.840]  各地的信徒都是基督身體裏面的肢體
[00:05:57.840 --> 00:06:01.800]  保羅說教會時時犯了一些毛病
[00:06:01.800 --> 00:06:04.680]  最顯著的是有兩個毛病
[00:06:04.680 --> 00:06:06.560]  在十五十六節這樣說
[00:06:06.560 --> 00:06:09.680]  他說 假如我不是手
[00:06:09.680 --> 00:06:11.840]  所以我不屬於這個身體
[00:06:11.840 --> 00:06:14.000]  他不能夠因為他說這個說話
[00:06:14.000 --> 00:06:16.800]  就不屬於這個身體
[00:06:16.800 --> 00:06:17.880]  假如耳朵說
[00:06:17.880 --> 00:06:19.960]  哎呀 我都不是眼睛
[00:06:19.960 --> 00:06:23.080]  所以我不屬於身體
[00:06:23.080 --> 00:06:25.320]  他不會因為他這個說話
[00:06:25.320 --> 00:06:27.800]  就不屬於這個身體
[00:06:27.800 --> 00:06:29.440]  這個毛病是什麼呢?
[00:06:29.440 --> 00:06:32.400]  他看不到自己在這個身體裏面的作用
[00:06:32.400 --> 00:06:36.080]  位置和重要性
[00:06:36.080 --> 00:06:38.320]  用一個簡單的說話來說
[00:06:38.320 --> 00:06:40.800]  他其實是看不起自己
[00:06:40.800 --> 00:06:42.520]  不知道你有沒有這個想法呢?
[00:06:42.520 --> 00:06:44.600]  多我一個不多
[00:06:44.600 --> 00:06:47.200]  少我一個不少
[00:06:47.200 --> 00:06:48.960]  如果你有這樣的想法
[00:06:48.960 --> 00:06:51.000]  求上帝去寬恕
[00:06:51.000 --> 00:06:52.080]  或者你會認為
[00:06:52.080 --> 00:06:54.000]  你不是站在一些
[00:06:54.000 --> 00:06:58.000]  你認為較為重要的位置和崗位上
[00:06:58.000 --> 00:06:59.840]  所以你看輕了自己
[00:06:59.840 --> 00:07:02.240]  你看低了自己
[00:07:02.240 --> 00:07:04.920]  事實上如果你有這個想法
[00:07:04.920 --> 00:07:06.800]  你是在藐視
[00:07:06.800 --> 00:07:08.560]  神對你的創造
[00:07:08.560 --> 00:07:10.600]  那份心意
[00:07:10.600 --> 00:07:13.960]  所以我們求主去寬恕
[00:07:13.960 --> 00:07:15.240]  試想想
[00:07:15.240 --> 00:07:17.000]  如果我們身體的任何部份
[00:07:17.000 --> 00:07:19.280]  覺得自己不重要
[00:07:19.280 --> 00:07:21.920]  突然間罷工
[00:07:21.920 --> 00:07:23.480]  他停止運作
[00:07:23.480 --> 00:07:27.240]  又或者他私底下離開這個身體
[00:07:27.240 --> 00:07:29.440]  初時你或者會發現
[00:07:29.440 --> 00:07:32.640]  哎呀 對這個身體好像不太有影響
[00:07:32.640 --> 00:07:34.000]  不過久而久之
[00:07:34.000 --> 00:07:38.040]  其實對其他的肢體會帶來很壞的影響
[00:07:38.040 --> 00:07:42.760]  進而對我們整個身體帶來嚴重的後果
[00:07:42.760 --> 00:07:44.560]  早前香港電台有一個節目
[00:07:44.560 --> 00:07:47.000]  提及原來我們身體裏面有一些血管
[00:07:47.000 --> 00:07:49.800]  叫做幽靈血管
[00:07:49.800 --> 00:07:51.880]  說的是原來我們身體各個部份
[00:07:51.880 --> 00:07:55.960]  原本佈滿了很多的微絲血管
[00:07:55.960 --> 00:07:58.480]  不過如果我們不留意去保養的話
[00:07:58.480 --> 00:08:02.720]  這些微絲血管會慢慢消失
[00:08:02.720 --> 00:08:05.920]  對身體帶來很嚴重的影響
[00:08:05.920 --> 00:08:08.160]  是一個很壞的後果
[00:08:08.160 --> 00:08:10.560]  但為什麼叫幽靈血管呢?
[00:08:10.560 --> 00:08:13.040]  因為消失了的血管
[00:08:13.040 --> 00:08:14.720]  這些微絲血管
[00:08:14.720 --> 00:08:18.640]  是有辦法可以幫它復原的
[00:08:18.640 --> 00:08:21.400]  身上的肢體每一個都很重要
[00:08:21.400 --> 00:08:23.640]  我們自己知
[00:08:23.640 --> 00:08:26.120]  好 不知都好
[00:08:26.120 --> 00:08:30.880]  其實每一個肢體都是默默地去努力去運作
[00:08:30.880 --> 00:08:32.640]  站穩它的崗位
[00:08:32.640 --> 00:08:35.920]  讓我們整個身體可以正常操作
[00:08:35.920 --> 00:08:39.440]  來去自如 得心應手
[00:08:39.440 --> 00:08:40.800]  親愛的兄姐妹
[00:08:40.800 --> 00:08:43.800]  如果你看不到你在這個信仰群體裏面
[00:08:43.800 --> 00:08:45.800]  可以有什麼參與
[00:08:45.800 --> 00:08:48.120]  可以有什麼貢獻的地方
[00:08:48.120 --> 00:08:53.640]  慢慢你自己成為幽靈教友的說話
[00:08:53.640 --> 00:08:56.160]  我要邀請你去禱告
[00:08:56.160 --> 00:08:58.360]  祈求上帝去寬恕你
[00:08:58.360 --> 00:09:03.800]  讓你看到上帝賜給你的恩賜、交託給你的任務
[00:09:03.800 --> 00:09:09.080]  並且願意信服上主在你身上的心意
[00:09:09.080 --> 00:09:12.440]  再試試和牧者、我們的執事、堂委、導師
[00:09:12.440 --> 00:09:14.920]  其他弟兄姊妹去拼一下
[00:09:14.920 --> 00:09:16.760]  去印證一下
[00:09:16.760 --> 00:09:19.560]  你怎樣去發掘上帝給你的恩賜
[00:09:19.560 --> 00:09:22.320]  去發展並且去發揮
[00:09:22.320 --> 00:09:24.560]  和其他弟兄姊妹配搭
[00:09:24.560 --> 00:09:29.160]  去承擔、去勇於承擔上帝所交付給你的任務
[00:09:29.160 --> 00:09:33.160]  一起去建立基督的身體
[00:09:33.160 --> 00:09:35.960]  絕對不會多你一個不多
[00:09:35.960 --> 00:09:38.960]  少你一個不少
[00:09:38.960 --> 00:09:41.360]  另一個常犯的毛病就是
[00:09:41.360 --> 00:09:43.560]  看不起其他人
[00:09:43.560 --> 00:09:45.960]  第21至23節這樣說
[00:09:45.960 --> 00:09:49.360]  眼睛不能對手說我用不著你
[00:09:49.360 --> 00:09:52.160]  頭也不能對著你說
[00:09:52.160 --> 00:09:56.360]  不要你,不用你
[00:09:56.360 --> 00:09:58.360]  我不知道大家有沒有這樣想過
[00:09:58.360 --> 00:10:01.160]  甚至這樣說過
[00:10:01.160 --> 00:10:02.960]  都說不用你
[00:10:02.960 --> 00:10:05.160]  你做得這麼差
[00:10:05.160 --> 00:10:07.360]  沒有你真是天下太平
[00:10:07.360 --> 00:10:11.360]  坐鬼住哂
[00:10:11.360 --> 00:10:14.760]  香港現在的情況是甚麼呢
[00:10:14.760 --> 00:10:18.960]  我們會有很多不需要負責任的給意見
[00:10:18.960 --> 00:10:22.760]  一些不需要負責任的批評或者抱怨
[00:10:22.760 --> 00:10:25.360]  如果我們有機會在網上看新聞
[00:10:25.360 --> 00:10:27.960]  我們會發現在網上的留言
[00:10:27.960 --> 00:10:31.760]  都是一些很肆無忌憚的謾罵
[00:10:31.760 --> 00:10:33.760]  甚至公審
[00:10:33.760 --> 00:10:37.760]  我並不是說我們的公職人員做得很好
[00:10:37.760 --> 00:10:40.160]  也不是說我們給意見都不行
[00:10:40.160 --> 00:10:41.760]  不是
[00:10:41.760 --> 00:10:43.560]  除了給意見我們有沒有想過
[00:10:43.560 --> 00:10:50.160]  怎樣去幫對方在他的崗位上做得更加好呢
[00:10:50.160 --> 00:10:58.360]  讓他能夠發揮在這個位置上所當履行的任務呢
[00:10:58.360 --> 00:11:02.160]  會不會是他缺少了一些的配搭呢
[00:11:02.160 --> 00:11:06.560]  你說你看不到在教會裏面有甚麼作為的肢體
[00:11:06.560 --> 00:11:10.160]  它其實可以有甚麼作用呢
[00:11:10.160 --> 00:11:13.160]  我們知道螺絲有甚麼用
[00:11:13.160 --> 00:11:15.960]  你也知道螺絲帽有甚麼用
[00:11:15.960 --> 00:11:18.360]  不過當它們各自存在的時候
[00:11:18.360 --> 00:11:20.360]  真是無所作為
[00:11:20.360 --> 00:11:23.960]  但是配搭在一起
[00:11:23.960 --> 00:11:26.960]  就能夠發揮很大的功用
[00:11:26.960 --> 00:11:29.960]  我也記得在千里馬的比喻
[00:11:29.960 --> 00:11:32.960]  他日行千里的馬食量很驚人
[00:11:32.960 --> 00:11:36.960]  餵馬的人不懂得因應千里馬的食量來餵
[00:11:36.960 --> 00:11:38.960]  嘩 你吃這麼多 浪費米飯
[00:11:38.960 --> 00:11:40.560]  可能他會這樣想
[00:11:40.560 --> 00:11:43.960]  於是這樣的馬雖然有跑千里的能量
[00:11:43.960 --> 00:11:46.360]  不過吃得不飽 力氣不夠
[00:11:46.360 --> 00:11:49.760]  他優異的才能沒有辦法去發揮
[00:11:49.760 --> 00:11:53.960]  甚至想跟一些普通的馬有同等的表現
[00:11:53.960 --> 00:11:56.160]  也是不可能的
[00:11:56.160 --> 00:12:00.160]  那又怎樣能夠要求他日行千里呢
[00:12:00.160 --> 00:12:02.160]  其實看不起另一個肢體
[00:12:02.160 --> 00:12:04.560]  是犯了一個罪
[00:12:04.560 --> 00:12:06.960]  是一個叫驕傲的罪
[00:12:06.960 --> 00:12:10.360]  也同樣藐視了神的創造
[00:12:10.360 --> 00:12:12.560]  我們要求上帝去寬恕
[00:12:12.560 --> 00:12:13.760]  所以我鼓勵你
[00:12:13.760 --> 00:12:15.360]  你要為你自己
[00:12:15.360 --> 00:12:17.760]  以及這些肢體來禱告
[00:12:17.760 --> 00:12:20.360]  求神除掉我們驕傲的罪
[00:12:20.360 --> 00:12:21.360]  跟神說
[00:12:21.360 --> 00:12:23.360]  如果上帝使用我們
[00:12:23.360 --> 00:12:26.560]  去幫助這些肢體去發揮它的功用的話
[00:12:26.560 --> 00:12:30.560]  求上帝賜給我有白落的眼光和能耐
[00:12:30.560 --> 00:12:31.960]  去幫助對方
[00:12:31.960 --> 00:12:35.560]  去找到自己在這個信仰群體裏面的位置
[00:12:35.560 --> 00:12:38.160]  現在要發揮它的功用
[00:12:38.160 --> 00:12:40.960]  其實我們這樣做不單是為對方
[00:12:40.960 --> 00:12:44.960]  更加是為我們整個信仰的群體
[00:12:44.960 --> 00:12:47.360]  整個身體的好處
[00:12:47.360 --> 00:12:53.760]  讓基督的身體協調得更加暢順
[00:12:53.760 --> 00:12:54.960]  第三
[00:12:54.960 --> 00:12:56.560]  十七至十八字說
[00:12:56.560 --> 00:12:58.960]  假如全身都是眼
[00:12:58.960 --> 00:13:00.560]  聽覺在哪裏呢
[00:13:00.560 --> 00:13:02.160]  假如全身都是耳朵
[00:13:02.160 --> 00:13:04.160]  嗅覺在哪裏呢
[00:13:04.160 --> 00:13:05.160]  但是現在
[00:13:05.160 --> 00:13:11.760]  神隨著自己的意思將肢體一一安置在身體上
[00:13:11.760 --> 00:13:13.360]  保羅圈道教會
[00:13:13.360 --> 00:13:17.560]  首先要尊重上帝的主權
[00:13:17.560 --> 00:13:19.960]  信任祂的安排
[00:13:19.960 --> 00:13:22.360]  發掘出祂對你的心意
[00:13:22.360 --> 00:13:24.360]  祂交託給你的任務
[00:13:24.360 --> 00:13:27.760]  然後去加以發展和發揮
[00:13:27.760 --> 00:13:29.960]  是否有人去賞識你
[00:13:29.960 --> 00:13:31.160]  讚賞你
[00:13:31.160 --> 00:13:34.360]  肯定你 認同你呢
[00:13:34.360 --> 00:13:36.160]  這些都不能夠去左右你
[00:13:36.160 --> 00:13:38.960]  默默地去貢獻 去付出
[00:13:38.960 --> 00:13:41.760]  去建立基督這個身體
[00:13:41.760 --> 00:13:43.560]  當然
[00:13:43.560 --> 00:13:46.160]  認識 認定自己的恩賜
[00:13:46.160 --> 00:13:47.760]  和神所交給我們的任務
[00:13:47.760 --> 00:13:50.960]  是一個很漫長的過程
[00:13:50.960 --> 00:13:52.960]  以及需要其他的弟兄姊妹
[00:13:52.960 --> 00:13:56.760]  和我們一起來去印證
[00:13:56.760 --> 00:13:58.360]  與神每天的親近
[00:13:58.360 --> 00:13:59.960]  讀經 靈修 祈禱
[00:13:59.960 --> 00:14:01.160]  叫自己從神而來
[00:14:01.160 --> 00:14:04.560]  得到這份肯定是非常重要的
[00:14:04.560 --> 00:14:07.560]  也會得到能量和動力
[00:14:07.560 --> 00:14:08.960]  堅定的心智
[00:14:08.960 --> 00:14:12.760]  去持續在自己所應該站的位置上
[00:14:12.760 --> 00:14:15.560]  去努力的默默付出
[00:14:15.560 --> 00:14:17.360]  早幾年時常有人去取笑
[00:14:17.360 --> 00:14:18.760]  不知道你有沒有聽過
[00:14:18.760 --> 00:14:21.360]  幼稚園裏面的畢業班表演
[00:14:21.360 --> 00:14:26.160]  因為每個小朋友都想做公主和王子
[00:14:26.160 --> 00:14:28.560]  沒有人選擇去做小矮人
[00:14:28.560 --> 00:14:32.760]  所以做不成《白雪公主》和《七個小矮人》這個劇目
[00:14:32.760 --> 00:14:34.960]  而演出《冰雪奇緣》
[00:14:34.960 --> 00:14:36.960]  你還會發現舞台上
[00:14:36.960 --> 00:14:40.760]  出現了很多個Elsa公主
[00:14:40.760 --> 00:14:42.360]  教會也是一樣
[00:14:42.360 --> 00:14:46.360]  不可能每一個人都做相同的崗位
[00:14:46.360 --> 00:14:48.560]  我明白到要放下去站在一些
[00:14:48.560 --> 00:14:51.360]  我們所想望的位置上
[00:14:51.360 --> 00:14:55.560]  是一件十分難學的功課
[00:14:55.560 --> 00:14:58.160]  放下永遠是困難的
[00:14:58.160 --> 00:15:00.560]  所以我們求上帝去幫助我們
[00:15:00.560 --> 00:15:04.160]  讓我們能夠有基督的耶穌的心為心
[00:15:04.160 --> 00:15:06.960]  可以順服聖靈的安置
[00:15:06.960 --> 00:15:09.360]  雖然現在很多時候我們都不明白
[00:15:09.360 --> 00:15:11.760]  也都不情願
[00:15:11.760 --> 00:15:15.360]  為什麼上帝你要將我放在這樣的位置
[00:15:15.360 --> 00:15:18.360]  但我們求神去幫助我們
[00:15:18.360 --> 00:15:22.160]  因為上主創造萬物
[00:15:22.160 --> 00:15:24.960]  各安其事成為美好
[00:15:24.960 --> 00:15:30.560]  但神從始至終的作為 人卻不能夠參透
[00:15:30.560 --> 00:15:33.960]  讓我們站穩自己當站的位置
[00:15:33.960 --> 00:15:36.760]  並得到從神而來的喜樂
[00:15:36.760 --> 00:15:38.960]  昨天在堂會退守會
[00:15:38.960 --> 00:15:41.360]  主席高川執事以路加坊的經文
[00:15:41.360 --> 00:15:44.760]  勸勉我們眾位的堂位執事和同工
[00:15:44.760 --> 00:15:47.160]  要學習去順服基督
[00:15:47.160 --> 00:15:49.560]  雖然現在在起初的時候
[00:15:49.560 --> 00:15:54.160]  或者會有一份很勉強的順服
[00:15:54.160 --> 00:15:56.360]  不過那是一個開始
[00:15:56.360 --> 00:15:59.760]  你會慢慢經驗上帝的大能
[00:15:59.760 --> 00:16:02.560]  以及所帶來的那份喜樂
[00:16:02.560 --> 00:16:04.360]  我同樣在這裡鼓勵大家
[00:16:04.360 --> 00:16:07.760]  去禱告為自己求一個恩典
[00:16:07.760 --> 00:16:11.360]  就是求神去加添我們對祂有更深的渴慕
[00:16:11.360 --> 00:16:13.760]  和信靠的心
[00:16:13.760 --> 00:16:15.560]  有更深的信靠
[00:16:15.560 --> 00:16:18.160]  才有真正的順服
[00:16:18.160 --> 00:16:21.760]  能夠渴望和願意順服聖靈的信徒
[00:16:21.760 --> 00:16:28.160]  才能得到上帝所賜的這份恩典
[00:16:28.160 --> 00:16:29.160]  我們時常聽到
[00:16:29.160 --> 00:16:32.760]  醫務人員鼓勵我們
[00:16:32.760 --> 00:16:35.960]  要留意身體給我們的訊號
[00:16:35.960 --> 00:16:38.960]  去發現一些隱性的疾病
[00:16:38.960 --> 00:16:41.160]  去及早治療
[00:16:41.160 --> 00:16:44.960]  其實聖靈也時刻發出一些訊息
[00:16:44.960 --> 00:16:47.360]  讓我們察覺教會身體
[00:16:47.360 --> 00:16:49.760]  是否有一些隱性的疾病
[00:16:49.760 --> 00:16:54.760]  好好預防 以免教會走上分裂的地步
[00:16:54.760 --> 00:16:56.360]  第26節說
[00:16:56.360 --> 00:16:58.560]  假如一個肢體受苦
[00:16:58.560 --> 00:17:01.360]  所有的肢體就一同受苦
[00:17:01.360 --> 00:17:03.960]  假如一個肢體得榮耀
[00:17:03.960 --> 00:17:08.560]  所有的肢體就一同快樂
[00:17:08.560 --> 00:17:12.560]  當我們知道一個肢體受苦或受難的時候
[00:17:12.560 --> 00:17:16.160]  我們心裡會有什麼感受呢?
[00:17:16.160 --> 00:17:18.560]  我們會否暗暗偷笑呢?
[00:17:18.560 --> 00:17:22.560]  你也有今天 看你死
[00:17:22.560 --> 00:17:25.360]  如果真的有這個意念萌生的時候
[00:17:25.360 --> 00:17:27.560]  我們要留意
[00:17:27.560 --> 00:17:30.160]  又或者如果一個肢體得榮耀
[00:17:30.160 --> 00:17:32.960]  你心裡的感覺是怎樣呢?
[00:17:32.960 --> 00:17:36.160]  你會否有些酸味呢?
[00:17:36.160 --> 00:17:39.760]  甚至有些妒忌或羨慕的感覺呢?
[00:17:39.760 --> 00:17:43.160]  如果是的話 你要留心
[00:17:43.160 --> 00:17:46.160]  這些感受 想法 意念
[00:17:46.160 --> 00:17:50.160]  只是顯示有一些隱性的毒瘤
[00:17:50.160 --> 00:17:54.360]  一些癌細胞在暗暗發酵
[00:17:54.360 --> 00:17:59.760]  讓教會慢慢走上分裂的路途
[00:17:59.760 --> 00:18:02.360]  保羅在哥倫多後書十二章二十節
[00:18:02.360 --> 00:18:06.560]  更加仔細地提到哥倫多教會有的狀況
[00:18:06.560 --> 00:18:09.760]  他們當中有紛爭 有嫉妒
[00:18:09.760 --> 00:18:12.560]  有憤怒 有自私
[00:18:12.560 --> 00:18:19.560]  有誹謗 有殘言 有狂傲 有動亂的事
[00:18:19.560 --> 00:18:24.360]  這些都是一些警號和訊息
[00:18:24.360 --> 00:18:26.360]  可以告訴我們
[00:18:26.360 --> 00:18:31.560]  我們的身體出現了一點點的問題
[00:18:31.560 --> 00:18:33.960]  在這個時候 我們應該去祈禱
[00:18:33.960 --> 00:18:36.960]  祈求上主賜我們有智慧
[00:18:36.960 --> 00:18:40.360]  怎樣可以止息這些事情
[00:18:40.360 --> 00:18:42.760]  止息這些想法 意念
[00:18:42.760 --> 00:18:45.760]  在我們身上 在我們的腦袋裏面
[00:18:45.760 --> 00:18:51.760]  去繼續發酵 去繼續生根建築
