
[00:00:00.000 --> 00:00:03.700]  好,我們回到今天我要分享的題目
[00:03:41.600 --> 00:03:44.300]  耶穌過節他沒有去大喫大喝
[00:03:44.300 --> 00:03:45.500]  沒有去看煙火
[00:03:45.500 --> 00:03:47.800]  他卻是一個非常困難的
[00:03:47.800 --> 00:03:48.800]  有需要的
[00:03:48.800 --> 00:03:50.500]  一些走投無路的
[00:03:50.500 --> 00:03:52.000]  沒有希望的人當中
[00:03:52.000 --> 00:03:52.800]  因爲什麼
[00:03:52.800 --> 00:03:54.100]  他過節的時候
[00:03:54.100 --> 00:03:56.700]  他到了一個醫院去探訪
[00:03:56.700 --> 00:03:59.300]  這個醫院是全世界最特別的醫院
[00:03:59.300 --> 00:04:01.100]  因爲有很多很多病人
[00:04:01.100 --> 00:04:04.500]  沒有一個醫生
[00:04:04.500 --> 00:04:10.300]  我們來看
[00:04:10.300 --> 00:04:11.400]  特別的醫院
[00:04:11.400 --> 00:04:13.200]  這個特別的醫院
[00:04:13.200 --> 00:04:15.000]  沒有醫生
[00:04:15.000 --> 00:04:18.300]  但卻有很多的病人
[00:04:18.300 --> 00:04:21.900]  我們來唸一下第三節到第四節
[00:04:21.900 --> 00:04:24.400]  裏面躺着瞎眼的
[00:04:24.400 --> 00:04:25.400]  缺腿的
[00:04:25.400 --> 00:04:27.900]  血氣枯乾的許多病人
[00:04:27.900 --> 00:04:29.600]  等候水洞
[00:04:29.600 --> 00:04:32.600]  因爲有天使暗時下池子
[00:04:32.600 --> 00:04:33.800]  攪動那水
[00:04:33.800 --> 00:04:35.200]  水洞之後
[00:04:35.200 --> 00:04:36.500]  誰先下去
[00:04:36.500 --> 00:04:38.000]  我能害什麼
[00:04:38.000 --> 00:04:39.400]  病就痊癒了
[00:04:39.400 --> 00:04:43.400]  我不討論這個醫病的方式是怎麼樣
[00:04:43.400 --> 00:04:44.600]  但聖經這麼寫
[00:04:44.600 --> 00:04:48.400]  顯然這裏發生過很神機的奇事
[00:04:48.400 --> 00:04:50.600]  醫治的神機在這裏
[00:04:50.600 --> 00:04:52.100]  不然不會吸引那麼多人
[00:04:52.100 --> 00:04:54.200]  在池子旁邊等候
[00:04:54.200 --> 00:04:59.100]  到底天使多久攪動一下池子
[00:04:59.100 --> 00:05:00.600]  每個禮拜
[00:05:00.600 --> 00:05:02.000]  或是每個月
[00:05:02.000 --> 00:05:03.200]  沒有講
[00:05:03.200 --> 00:05:04.500]  聖經只說
[00:05:04.500 --> 00:05:06.800]  天使攪動池子的時候
[00:05:06.800 --> 00:05:11.000]  誰先得到醫治
[00:05:11.000 --> 00:05:11.800]  第一個下去
[00:05:11.800 --> 00:05:14.000]  水裏面的人得到醫治
[00:05:14.000 --> 00:05:15.900]  所以想想看
[00:05:15.900 --> 00:05:19.800]  哪種病人會來到這個醫院
[00:05:19.800 --> 00:05:20.700]  會來到
[00:05:20.700 --> 00:05:24.200]  哪種病人會來到這個醫院
[00:05:24.200 --> 00:05:26.700]  就是四處就醫
[00:05:26.700 --> 00:05:28.100]  不得醫治的病人
[00:05:28.100 --> 00:05:29.700]  病最重的病人
[00:05:29.700 --> 00:05:31.100]  或是很窮困
[00:05:31.100 --> 00:05:33.000]  沒有錢去找醫生的
[00:05:33.000 --> 00:05:35.300]  這種人會來這邊求診
[00:05:35.300 --> 00:05:38.000]  我想說這個醫院是充滿了
[00:05:38.000 --> 00:05:40.900]  病情最重的最窮的人
[00:05:40.900 --> 00:05:43.000]  這個醫院有一個特別的名稱
[00:05:43.000 --> 00:05:46.000]  叫什麼
[00:05:46.000 --> 00:05:47.500]  叫畢師大
[00:05:47.500 --> 00:05:50.200]  各位知道畢師大什麼意思嗎
[00:05:50.200 --> 00:05:51.400]  畢師大
[00:05:51.400 --> 00:05:53.700]  意思叫憐憫之屋
[00:05:53.700 --> 00:05:55.800]  House of Mercy
[00:05:55.800 --> 00:05:57.900]  病人由衷的希望
[00:05:57.900 --> 00:06:00.900]  在這裏得到上帝的憐憫
[00:06:00.900 --> 00:06:02.000]  因爲在那裏
[00:06:02.000 --> 00:06:04.600]  在其他地方找不到憐憫
[00:06:04.600 --> 00:06:06.200]  可以幫助他們的人
[00:06:06.200 --> 00:06:08.200]  所以他們來到畢師大
[00:06:08.200 --> 00:06:10.600]  因爲這裏有上帝的憐憫
[00:06:10.600 --> 00:06:13.700]  那天耶穌主動的來到這個
[00:06:13.700 --> 00:06:18.600]  充滿了貧窮苦難絕症的病人
[00:06:18.600 --> 00:06:20.900]  通常耶穌一出現的時候
[00:06:20.900 --> 00:06:22.000]  衆人怎麼樣
[00:06:22.000 --> 00:06:23.900]  蜂擁圍繞祂
[00:06:23.900 --> 00:06:25.200]  擁擠祂
[00:06:25.200 --> 00:06:28.500]  看到十二年血肉婦人就知道
[00:06:28.500 --> 00:06:30.300]  到處人擁擠祂
[00:06:30.300 --> 00:06:32.000]  你看甚至無名惡意說
[00:06:32.000 --> 00:06:34.600]  跟祂到曠野地方去了
[00:06:34.600 --> 00:06:36.500]  但是這裏看到
[00:06:36.500 --> 00:06:38.400]  好像這些人
[00:06:38.400 --> 00:06:40.700]  耶穌親自來到這裏
[00:06:40.700 --> 00:06:42.900]  這些人都很需要幫助的
[00:06:42.900 --> 00:06:44.800]  他們卻沒有去找耶穌
[00:06:44.800 --> 00:06:46.600]  爲什麼
[00:06:46.600 --> 00:06:49.600]  因爲他們不是去找
[00:06:49.600 --> 00:06:50.300]  不找耶穌
[00:06:50.300 --> 00:06:54.300]  因爲他們的盼望都放在那個池子
[00:06:54.300 --> 00:06:55.900]  他們專心注意
[00:06:55.900 --> 00:06:59.300]  池水什麼時候動
[00:06:59.300 --> 00:07:00.400]  全能的上帝
[00:07:00.400 --> 00:07:04.500]  來到這一羣沒有盼望的人當中
[00:07:04.500 --> 00:07:06.700]  這些人不求耶穌的幫助
[00:07:06.700 --> 00:07:08.500]  這是很大的諷刺
[00:07:08.500 --> 00:07:11.400]  其實跟今天的世界的情況很相像
[00:07:11.400 --> 00:07:12.400]  對不對
[00:07:12.400 --> 00:07:14.900]  因爲今天很多人生活很愁苦
[00:07:14.900 --> 00:07:16.100]  有很多的憂慮
[00:07:16.100 --> 00:07:17.500]  很多的重擔
[00:07:17.500 --> 00:07:18.700]  但不僅是窮人
[00:07:18.700 --> 00:07:19.800]  很多有錢人
[00:07:19.800 --> 00:07:21.000]  很多有高學位的人
[00:07:21.000 --> 00:07:22.500]  還是一樣的
[00:07:22.500 --> 00:07:24.100]  這些人用各種方式
[00:07:24.100 --> 00:07:26.900]  來解決心中的痛苦
[00:07:26.900 --> 00:07:28.200]  有人是拼命賺錢
[00:07:28.200 --> 00:07:29.400]  有人是用毒品
[00:07:29.400 --> 00:07:30.900]  喝酒打麻將
[00:07:30.900 --> 00:07:32.300]  有人是唱卡拉OK
[00:07:32.300 --> 00:07:34.400]  有各種宗教拜偶像
[00:07:34.400 --> 00:07:35.400]  不同的方式
[00:07:35.400 --> 00:07:37.700]  但是沒有一個人
[00:07:37.700 --> 00:07:40.700]  可以從那裏得到真正的解決
[00:07:40.700 --> 00:07:42.600]  這些活在痛苦當中
[00:07:42.600 --> 00:07:44.100]  沒有人來找耶穌
[00:07:44.100 --> 00:07:47.300]  但是耶穌卻親自來到他們當中
[00:07:47.300 --> 00:07:49.000]  來到避世大池
[00:07:49.000 --> 00:07:50.800]  他注意到有一個人
[00:07:50.800 --> 00:07:52.900]  病了38年
[00:07:52.900 --> 00:07:54.400]  38年
[00:07:54.400 --> 00:07:57.600]  耶穌說知道他病了38年
[00:07:57.600 --> 00:07:59.700]  所以耶穌主動來找他
[00:07:59.700 --> 00:08:01.200]  耶穌關心他
[00:08:01.200 --> 00:08:01.900]  請問
[00:08:01.900 --> 00:08:02.800]  我考大家
[00:08:02.800 --> 00:08:05.600]  耶穌就對他說了三句話
[00:08:05.600 --> 00:08:06.400]  還記得嗎
[00:08:06.400 --> 00:08:09.500]  哪三句話
[00:08:09.500 --> 00:08:13.000]  耶穌第一句話問他說什麼
[00:08:13.000 --> 00:08:15.200]  你要全語嗎
[00:08:15.200 --> 00:08:15.600]  對不起
[00:08:15.600 --> 00:08:20.100]  我都沒有
[00:08:20.100 --> 00:08:20.800]  你要全語嗎
[00:08:20.800 --> 00:08:24.600]  那第二句話呢
[00:08:24.600 --> 00:08:25.500]  起來
[00:08:25.500 --> 00:08:26.400]  拿起你的鹿子
[00:08:26.400 --> 00:08:27.500]  走吧
[00:08:27.500 --> 00:08:30.800]  第三句話呢
[00:08:30.800 --> 00:08:31.900]  你已經全語了
[00:08:31.900 --> 00:08:33.100]  不要再犯罪了
[00:08:33.100 --> 00:08:35.900]  恐怕你遭遇的更加厲害
[00:08:35.900 --> 00:08:36.100]  好
[00:08:36.100 --> 00:08:38.000]  我們今天很簡單
[00:08:38.000 --> 00:08:39.900]  就從耶穌的三句話
[00:08:39.900 --> 00:08:40.400]  很簡單
[00:08:40.400 --> 00:08:41.600]  耶穌只有講三句
[00:08:41.600 --> 00:08:43.200]  很簡短有力的話
[00:08:43.200 --> 00:08:44.600]  但是主耶穌
[00:08:44.600 --> 00:08:46.700]  祂是道神肉身的神
[00:08:46.700 --> 00:08:47.600]  所以祂每一句話
[00:08:47.600 --> 00:08:49.800]  每一個字都帶着全秉
[00:08:49.800 --> 00:08:50.700]  帶着力量
[00:08:50.700 --> 00:08:51.800]  很有意義的
[00:08:51.800 --> 00:08:54.000]  我們先來講第一句話
[00:08:54.000 --> 00:08:57.700]  耶穌問他說你要全語嗎
[00:08:57.700 --> 00:09:02.500]  耶穌望着那個躺在池子旁邊的那個攤子說
[00:09:02.500 --> 00:09:04.700]  你要全語嗎
[00:09:04.700 --> 00:09:08.200]  耶穌知道這個人已經病了三十八年
[00:09:08.200 --> 00:09:12.400]  耶穌問這句話不是有點太可笑了嗎
[00:09:12.400 --> 00:09:15.600]  哪個病人不想得全語了
[00:09:15.600 --> 00:09:17.700]  耶穌知道還要問他
[00:09:17.700 --> 00:09:20.100]  好像你到餐廳一坐下來
[00:09:20.100 --> 00:09:22.600]  那個waiter就跑來問他
[00:09:22.600 --> 00:09:26.500]  先生你是要來喫飯了嗎
[00:09:26.500 --> 00:09:29.000]  好像你去醫院掛門診了
[00:09:29.000 --> 00:09:33.500]  那醫生說你是要來看門診嗎
[00:09:33.500 --> 00:09:37.000]  好像說你去乞丐旁邊
[00:09:37.000 --> 00:09:38.500]  我們的homeless在旁邊
[00:09:38.500 --> 00:09:39.800]  跟你伸手
[00:09:39.800 --> 00:09:43.000]  你是要錢是不是
[00:09:43.000 --> 00:09:44.400]  明知故問嘛
[00:09:44.400 --> 00:09:48.100]  那請問一個病了三十八年的人
[00:09:48.100 --> 00:09:50.900]  最迫切的需要是什麼
[00:09:50.900 --> 00:09:52.200]  要得醫治嘛
[00:09:52.200 --> 00:09:55.300]  但是全能全知的耶穌基督
[00:09:55.300 --> 00:09:58.200]  他不知道會問這句話嗎
[00:09:58.200 --> 00:10:01.300]  那耶穌是明知故問嗎
[00:10:01.300 --> 00:10:04.300]  耶穌也沒有機會廢話對不對
[00:10:04.300 --> 00:10:06.300]  所以耶穌的意思
[00:10:06.300 --> 00:10:09.100]  就第一句話的意思是什麼
[00:10:09.100 --> 00:10:13.200]  這問題顯露出這個人生命的光景
[00:10:13.200 --> 00:10:15.600]  那個人自己沒有察覺
[00:10:15.600 --> 00:10:17.600]  因爲他病了三十八年
[00:10:17.600 --> 00:10:19.900]  他早已經失去了盼望
[00:10:19.900 --> 00:10:23.800]  我們俗語說哀莫大於心死
[00:10:23.800 --> 00:10:25.800]  你每次都名落深山
[00:10:25.800 --> 00:10:28.300]  哇我考大考
[00:10:28.300 --> 00:10:29.700]  我考高考
[00:10:29.700 --> 00:10:31.100]  我考國家的考試
[00:10:31.100 --> 00:10:32.000]  我一次沒有考上
[00:10:32.000 --> 00:10:32.700]  第二次沒考上
[00:10:32.700 --> 00:10:34.700]  三次四次五次
[00:10:34.700 --> 00:10:35.900]  十次沒有考上
[00:10:35.900 --> 00:10:37.100]  十二次也沒考上
[00:10:37.100 --> 00:10:38.300]  第十三次我去
[00:10:38.300 --> 00:10:39.600]  請問我去考試的時候
[00:10:39.600 --> 00:10:41.500]  我心裏怎麼講
[00:10:41.500 --> 00:10:43.700]  反正跟上次一樣
[00:10:43.700 --> 00:10:45.200]  反正也是一樣的
[00:10:45.200 --> 00:10:46.100]  不可能的
[00:10:46.100 --> 00:10:48.900]  甚至他可能就沒有勇氣再去考
[00:10:48.900 --> 00:10:50.200]  同樣的
[00:10:50.200 --> 00:10:51.500]  經商失敗的
[00:10:51.500 --> 00:10:52.800]  一次兩次三次
[00:10:52.800 --> 00:10:53.800]  到最後
[00:10:53.800 --> 00:10:55.000]  他的朋友他的親戚
[00:10:55.000 --> 00:10:57.300]  看到他就躲了對不對
[00:10:57.300 --> 00:11:03.000]  請問他還有東山再起的那種盼望嗎
[00:11:03.000 --> 00:11:03.800]  同樣的
[00:11:03.800 --> 00:11:05.200]  病了三十八年
[00:11:05.200 --> 00:11:07.900]  你請問他這個人還會巴望
[00:11:07.900 --> 00:11:11.100]  我還可以得到醫治嗎
[00:11:11.100 --> 00:11:13.500]  他的心已經絕望了
[00:11:13.500 --> 00:11:15.300]  他自我放棄了
[00:11:15.300 --> 00:11:17.700]  所以避世大憐憫之家
[00:11:17.700 --> 00:11:18.900]  名字很好聽
[00:11:18.900 --> 00:11:24.100]  可是避世大是一個非常缺乏憐憫的地方
[00:11:24.100 --> 00:11:26.600]  就像是罪惡的世界
[00:11:26.600 --> 00:11:28.900]  因爲避世大是最重
[00:11:28.900 --> 00:11:30.200]  最需要憐憫
[00:11:30.200 --> 00:11:32.400]  沒有錢就醫的窮人
[00:11:32.400 --> 00:11:36.100]  他們指望水洞的神機
[00:11:36.100 --> 00:11:37.900]  可是想想看那個場面
[00:11:37.900 --> 00:11:41.200]  各位想想看那個場面
[00:11:41.200 --> 00:11:43.400]  城市旁邊有各種病人
[00:11:43.400 --> 00:11:44.500]  有血氣枯乾的
[00:11:44.500 --> 00:11:47.700]  有瘸腿的有瞎眼的
[00:11:47.700 --> 00:11:53.100]  甚至有伴身不睡的
[00:11:53.100 --> 00:11:54.700]  他們在旁邊
[00:11:54.700 --> 00:11:56.200]  都圍在池子旁邊
[00:11:56.200 --> 00:11:59.600]  隨時怎麼樣
[00:11:59.600 --> 00:12:01.000]  只要池水一動
[00:12:01.000 --> 00:12:06.600]  他馬上就要跳下去
[00:12:06.600 --> 00:12:08.800]  各位想想那個光景
[00:12:08.800 --> 00:12:10.500]  我叫你發揮想象力
[00:12:10.500 --> 00:12:12.500]  想想那個光景
[00:12:12.500 --> 00:12:16.000]  哇 突然間有一個聲音大聲
[00:12:16.000 --> 00:12:17.800]  水洞了
[00:12:17.800 --> 00:12:19.500]  怎麼樣
[00:12:19.500 --> 00:12:22.000]  搶啊 踢啊 扯啊 拉啊
[00:12:22.000 --> 00:12:24.200]  什麼都有對不對
[00:12:24.200 --> 00:12:26.600]  結果呢
[00:12:26.600 --> 00:12:27.300]  會不會說
[00:12:27.300 --> 00:12:28.000]  Lady first
[00:12:28.000 --> 00:12:33.000]  會不會這樣
[00:12:33.000 --> 00:12:38.000]  請問結果誰最先下水
[00:12:38.000 --> 00:12:39.200]  最強壯的
[00:12:39.200 --> 00:12:40.200]  跑得最快的
[00:12:40.200 --> 00:12:41.400]  演最尖的
[00:12:41.400 --> 00:12:43.000]  耳朵鈴的
[00:12:43.000 --> 00:12:49.000]  結果哪種病人得到冠軍
[00:12:49.000 --> 00:12:50.400]  香港角
[00:12:50.400 --> 00:12:52.500]  瞎眼
[00:12:52.500 --> 00:12:53.800]  喉嚨痛
[00:12:53.800 --> 00:12:54.700]  皮膚癢
[00:12:54.700 --> 00:12:55.300]  鼻子過敏
[00:12:55.300 --> 00:12:58.800]  可能跑最快對不對
[00:12:58.800 --> 00:12:59.500]  他雖然有病
[00:12:59.500 --> 00:13:01.500]  但病不嚴重
[00:13:01.500 --> 00:13:02.800]  所以他能殺出重圍
[00:13:02.800 --> 00:13:05.300]  第一個跳到水裏面去
[00:13:05.300 --> 00:13:08.100]  那真是一個驚心動魄的場面
[00:13:08.100 --> 00:13:08.900]  聽到一個水洞
[00:13:08.900 --> 00:13:11.600]  咔咔咔咔下去了
[00:13:11.600 --> 00:13:14.500]  要出動救生員去打撈一下
[00:13:14.500 --> 00:13:16.900]  不然怎麼
[00:13:16.900 --> 00:13:20.900]  會死成一片
[00:13:20.900 --> 00:13:23.200]  不是最需要醫治的人
[00:13:23.200 --> 00:13:25.000]  卻先得到醫治
[00:13:25.000 --> 00:13:26.400]  最需要醫治的人
[00:13:26.400 --> 00:13:28.200]  卻得不到醫治
[00:13:28.200 --> 00:13:32.500]  我們的世界不是這樣嗎
[00:13:32.500 --> 00:13:33.400]  最需要幫助
[00:13:33.400 --> 00:13:34.800]  最需要憐憫的人
[00:13:34.800 --> 00:13:36.700]  很少人伸手去幫助他
[00:13:36.700 --> 00:13:38.700]  去憐憫他
[00:13:38.700 --> 00:13:39.500]  最需要鼓勵
[00:13:39.500 --> 00:13:41.200]  最需要安慰的人
[00:13:41.200 --> 00:13:42.200]  很少人給他們鼓勵
[00:13:42.200 --> 00:13:44.000]  給他們安慰
[00:13:44.000 --> 00:13:45.600]  反過來
[00:13:45.600 --> 00:13:46.500]  美麗的
[00:13:46.500 --> 00:13:49.200]  掌聲已經夠多了
[00:13:49.200 --> 00:13:50.000]  能幹的
[00:13:50.000 --> 00:13:51.200]  錢已經多了
[00:13:51.200 --> 00:13:52.400]  多得不得了了
[00:13:52.400 --> 00:13:53.000]  繼續的
[00:13:53.000 --> 00:13:54.400]  會把更多的掌聲
[00:13:54.400 --> 00:13:56.100]  更多的錢財
[00:13:56.100 --> 00:13:58.700]  不斷的來加給他們
[00:13:58.700 --> 00:13:59.800]  各位想想看
[00:13:59.800 --> 00:14:03.800]  這個38年的處境如何
[00:14:03.800 --> 00:14:05.100]  也許他38年
[00:14:05.100 --> 00:14:08.700]  他從小 可能是從小
[00:14:08.700 --> 00:14:10.600]  他就癱瘓
[00:14:10.600 --> 00:14:12.100]  那麼誰會陪他來
[00:14:12.100 --> 00:14:14.800]  來到這個池子旁邊呢
[00:14:14.800 --> 00:14:16.400]  爸爸媽媽
[00:14:16.400 --> 00:14:18.900]  爸爸媽媽家裏窮
[00:14:18.900 --> 00:14:21.700]  就把孩子就在池子旁邊
[00:14:21.700 --> 00:14:23.900]  等候神機得到醫治
[00:14:23.900 --> 00:14:25.200]  所以呢
[00:14:25.200 --> 00:14:26.300]  你可以想想看
[00:14:26.300 --> 00:14:29.000]  爸爸媽媽要輪流看着這個孩子
[00:14:29.000 --> 00:14:32.400]  因爲準備隨時要衝下水裏面
[00:14:32.400 --> 00:14:34.700]  隨時都把他扔到水裏面去了
[00:14:34.700 --> 00:14:36.200]  結果呢
[00:14:36.200 --> 00:14:38.200]  晚上不敢睡覺
[00:14:38.200 --> 00:14:39.200]  一直守夜
[00:14:39.200 --> 00:14:41.500]  你守一到三小時
[00:14:41.500 --> 00:14:42.700]  一到三點
[00:14:42.700 --> 00:14:44.800]  我三點到六點鐘
[00:14:44.800 --> 00:14:46.400]  每天都這樣
[00:14:46.400 --> 00:14:47.900]  可是一次兩次
[00:14:47.900 --> 00:14:51.300]  每次都沒有搶到第一名
[00:14:51.300 --> 00:14:52.400]  一天兩天
[00:14:52.400 --> 00:14:53.500]  一個禮拜兩個禮拜
[00:14:53.500 --> 00:14:54.500]  一個月兩個月
[00:14:54.500 --> 00:14:55.700]  一年兩年
[00:14:55.700 --> 00:14:58.800]  怎麼樣
[00:14:58.800 --> 00:14:59.700]  最後呢
[00:14:59.700 --> 00:15:00.800]  他跟孩子說
[00:15:00.800 --> 00:15:01.800]  孩子
[00:15:01.800 --> 00:15:03.000]  實在沒有辦法
[00:15:03.000 --> 00:15:04.800]  爸爸媽媽愛你
[00:15:04.800 --> 00:15:06.700]  可是我還要照顧你的弟弟妹妹
[00:15:06.700 --> 00:15:07.500]  對不對
[00:15:07.500 --> 00:15:08.500]  爸爸還要去工作
[00:15:08.500 --> 00:15:09.200]  對不對
[00:15:09.200 --> 00:15:10.700]  我們還有家
[00:15:10.700 --> 00:15:12.400]  所以上帝愛你
[00:15:12.400 --> 00:15:14.000]  爲你禱告
[00:15:14.000 --> 00:15:14.900]  再見了
[00:15:14.900 --> 00:15:17.000]  靠你自己了
[00:15:17.000 --> 00:15:17.700]  後來呢
[00:15:17.700 --> 00:15:19.700]  可能有他的朋友
[00:15:19.700 --> 00:15:20.800]  小時候一起長大的
[00:15:20.800 --> 00:15:21.500]  鄰居啦
[00:15:21.500 --> 00:15:22.900]  朋友啦
[00:15:22.900 --> 00:15:23.600]  我幫你
[00:15:23.600 --> 00:15:25.200]  兄弟嘛
[00:15:25.200 --> 00:15:26.900]  一個月
[00:15:26.900 --> 00:15:28.400]  兩個月以下去
[00:15:28.400 --> 00:15:31.000]  對不起啊
[00:15:31.000 --> 00:15:32.500]  我實在也很愛你
[00:15:32.500 --> 00:15:33.500]  很想幫助你
[00:15:33.500 --> 00:15:34.100]  但是啊
[00:15:34.100 --> 00:15:36.000]  我還要上班啊
[00:15:36.000 --> 00:15:37.800]  我還有家人啊
[00:15:37.800 --> 00:15:39.600]  我還有孩子要養啊
[00:15:39.600 --> 00:15:40.500]  所以對不起
[00:15:40.500 --> 00:15:42.000]  上帝愛你
[00:15:42.000 --> 00:15:42.800]  上帝愛你
[00:15:42.800 --> 00:15:44.100]  你好自爲之吧
