
[00:00:00.000 --> 00:00:02.000]  (主席) 各位電視節目的早晨
[00:03:18.000 --> 00:03:22.000]  財主說:「我祖阿!既是這樣
[00:03:22.000 --> 00:03:26.000]  求你打發拉薩路到我父家去
[00:03:26.000 --> 00:03:29.000]  因為我懷有五個弟兄
[00:03:29.000 --> 00:03:32.000]  他可以對他們作見證
[00:03:32.000 --> 00:03:37.000]  免得他們也來到這痛苦的地方。」
[00:03:37.000 --> 00:03:43.000]  阿伯拉罕說:「他們有摩西和先知的話可以聽從
[00:03:43.000 --> 00:03:47.000]  他說:「我祖阿伯拉罕啊!不是的
[00:03:47.000 --> 00:03:52.000]  若有一個從死裡復活的到他那裡去
[00:03:52.000 --> 00:03:55.000]  他們必要悔改。」
[00:03:55.000 --> 00:04:00.000]  阿伯拉罕說:「若不聽從摩西和先知的話
[00:04:00.000 --> 00:04:03.000]  就是有一個從死裡復活的
[00:04:03.000 --> 00:04:06.000]  他們也是不聽勸。」
[00:04:06.000 --> 00:04:08.000]  如果我們看這個比喻的時候
[00:04:08.000 --> 00:04:10.000]  其實好像很複雜
[00:04:10.000 --> 00:04:12.000]  但其實是非常簡單
[00:04:12.000 --> 00:04:13.000]  請大家記住
[00:04:13.000 --> 00:04:16.000]  比喻始終只有一個
[00:04:16.000 --> 00:04:19.000]  最多是兩個的中心點
[00:04:19.000 --> 00:04:23.000]  無論怎樣長的比喻都是一點或兩點的中心點
[00:04:23.000 --> 00:04:27.000]  所以要解釋比喻某個程度上又是較為簡單
[00:04:27.000 --> 00:04:29.000]  但簡單得來又很複雜
[00:04:29.000 --> 00:04:30.000]  為什麼這麼複雜呢?
[00:04:30.000 --> 00:04:33.000]  就是我們不熟悉當時的文化背景
[00:04:33.000 --> 00:04:39.000]  凡是說的比喻一定與當時的文化背景有關係
[00:04:39.000 --> 00:04:42.000]  上星期六晚我出席了
[00:04:42.000 --> 00:04:46.000]  國聲報道團的一個十四週年的晚宴
[00:04:46.000 --> 00:04:48.000]  我要負責去港島
[00:04:48.000 --> 00:04:50.000]  也很好
[00:04:50.000 --> 00:04:51.000]  講完就有飯吃了
[00:04:51.000 --> 00:04:53.000]  第二道菜是什麼呢?
[00:04:53.000 --> 00:04:55.000]  就是龍蝦意麵
[00:04:55.000 --> 00:04:59.000]  上星期六大家也知道長洲有出會
[00:04:59.000 --> 00:05:04.000]  有一個會景就是帶著CY去旅行
[00:05:04.000 --> 00:05:07.000]  原本是帶著主婦去旅行
[00:05:07.000 --> 00:05:09.000]  當然你要看無線的時候
[00:05:09.000 --> 00:05:11.000]  只有那幾秒鐘的片段
[00:05:11.000 --> 00:05:12.000]  其他的就會多一點
[00:05:12.000 --> 00:05:15.000]  而在今次的晚宴裡
[00:05:15.000 --> 00:05:19.000]  國聲報道團在美國的總負責人就來了
[00:05:19.000 --> 00:05:21.000]  一位牧師和一位女士
[00:05:21.000 --> 00:05:23.000]  當一上菜的時候
[00:05:23.000 --> 00:05:25.000]  龍蝦意麵啊
[00:05:25.000 --> 00:05:27.000]  龍蝦嫂啊
[00:05:27.000 --> 00:05:29.000]  我在說這些的時候
[00:05:29.000 --> 00:05:31.000]  但是在美國來的那一對
[00:05:31.000 --> 00:05:33.000]  不是夫婦
[00:05:33.000 --> 00:05:34.000]  就是牧師和我
[00:05:34.000 --> 00:05:36.000]  那是什麼?龍蝦是什麼?你說什麼?
[00:05:36.000 --> 00:05:38.000]  我不太明白
[00:05:38.000 --> 00:05:42.000]  我就去簡單地說了一點
[00:05:42.000 --> 00:05:44.000]  這個就很清楚了
[00:05:44.000 --> 00:05:46.000]  因為在美國他不是很知道香港
[00:05:46.000 --> 00:05:48.000]  我們香港人熟悉時事
[00:05:48.000 --> 00:05:50.000]  知道什麼叫龍蝦夫人
[00:05:50.000 --> 00:05:52.000]  什麼是行李門事件
[00:05:52.000 --> 00:05:56.000]  什麼叫帶著CY或者帶著主婦去旅行
[00:05:56.000 --> 00:05:58.000]  絕對明白
[00:05:58.000 --> 00:06:00.000]  但是在外地是不明白的
[00:06:00.000 --> 00:06:01.000]  不過不要介意這麼說
[00:06:01.000 --> 00:06:02.000]  我也很可惜
[00:06:02.000 --> 00:06:05.000]  坐在我旁邊的一位很出名的牧師
[00:06:05.000 --> 00:06:07.000]  香港的
[00:06:07.000 --> 00:06:09.000]  但是他也不知道我們在說什麼
[00:06:09.000 --> 00:06:13.000]  我覺得他真的活在另一個高層次裡面
[00:06:13.000 --> 00:06:15.000]  是完全不到地的
[00:06:15.000 --> 00:06:17.000]  所以我覺得有點悲哀
[00:06:17.000 --> 00:06:18.000]  我想說什麼呢?
[00:06:18.000 --> 00:06:20.000]  就是每一個的比喻
[00:06:20.000 --> 00:06:22.000]  一定是跟當地有關的
[00:06:22.000 --> 00:06:25.000]  現在我們讀耶穌那一年代的比喻
[00:06:25.000 --> 00:06:27.000]  所以一定會有些困難
[00:06:27.000 --> 00:06:29.000]  這個比喻其實是非常簡單的
[00:06:29.000 --> 00:06:33.000]  就是說一個財主天天奢華艷樂
[00:06:33.000 --> 00:06:35.000]  但是他死了的時候就受苦
[00:06:35.000 --> 00:06:38.000]  有一個乞丐是很慘的
[00:06:38.000 --> 00:06:41.000]  但是他死了之後卻是享福的
[00:06:41.000 --> 00:06:44.000]  然後這個財主後來就跟拉薩路
[00:06:44.000 --> 00:06:47.000]  懷抱著拉薩路的阿伯拉罕說
[00:06:47.000 --> 00:06:50.000]  可不可以叫拉薩路去告訴我
[00:06:50.000 --> 00:06:51.000]  還活著的兄弟們聽
[00:06:51.000 --> 00:06:53.000]  報夢也好什麼也好
[00:06:53.000 --> 00:06:56.000]  提醒我叫他做得好免得他將來受苦
[00:06:56.000 --> 00:06:57.000]  阿伯拉罕就說
[00:06:57.000 --> 00:06:58.000]  沒有的
[00:06:58.000 --> 00:06:59.000]  不能去報夢的
[00:06:59.000 --> 00:07:02.000]  這個是絕對不可能的事
[00:07:02.000 --> 00:07:03.000]  說完了
[00:07:03.000 --> 00:07:05.000]  這個比喻就是這麼簡單
[00:07:05.000 --> 00:07:06.000]  是不是很簡單?
[00:07:06.000 --> 00:07:08.000]  是啊,就是這麼簡單
[00:07:08.000 --> 00:07:11.000]  但是我們也要去解釋這段經文
[00:07:11.000 --> 00:07:14.000]  我們先看看這個比喻裡面的結構
[00:07:14.000 --> 00:07:17.000]  這個比喻為什麼會這麼長呢?
[00:07:17.000 --> 00:07:21.000]  就跟其他的比喻是有一點點不同
[00:07:21.000 --> 00:07:25.000]  因為這次這個比喻裡面是有雙線發展的
[00:07:25.000 --> 00:07:29.000]  第一條線就是在第十九到二十三節
[00:07:29.000 --> 00:07:35.000]  記載著財主和乞丐生前的生活
[00:07:35.000 --> 00:07:38.000]  以及死了之後的情況
[00:07:38.000 --> 00:07:41.000]  第二個線路的發展
[00:07:41.000 --> 00:07:44.000]  就是在第二十四到三十一節
[00:07:44.000 --> 00:07:47.000]  就是這個比喻裡面的中心點
[00:07:47.000 --> 00:07:51.000]  第一個比喻裡面的第一條線發展
[00:07:51.000 --> 00:07:53.000]  他們所講的事
[00:07:53.000 --> 00:07:57.000]  就是跟他們當時的文化
[00:07:57.000 --> 00:07:59.000]  或者大家很熟悉的故事
[00:07:59.000 --> 00:08:01.000]  是很了解的
[00:08:01.000 --> 00:08:02.000]  當他講的時候
[00:08:02.000 --> 00:08:03.000]  人們就明白他講什麼了
[00:08:03.000 --> 00:08:05.000]  好像很複雜
[00:08:05.000 --> 00:08:06.000]  我又舉一個例子
[00:08:06.000 --> 00:08:07.000]  有一個廣告
[00:08:07.000 --> 00:08:08.000]  大家記不記得
[00:08:08.000 --> 00:08:09.000]  有一個小女孩
[00:08:09.000 --> 00:08:11.000]  就是去買一個活絡油
[00:08:11.000 --> 00:08:14.000]  她說我要買這個活絡油
[00:08:14.000 --> 00:08:18.000]  誰知道老闆就說這個是了
[00:08:18.000 --> 00:08:21.000]  當她一拿那個假的活絡油出來的時候
[00:08:21.000 --> 00:08:24.000]  那個老闆的鼻子就會怎樣
[00:08:24.000 --> 00:08:27.000]  就長了出來
[00:08:27.000 --> 00:08:29.000]  為什麼會長了出來
[00:08:29.000 --> 00:08:30.000]  其實我們沒有解釋
[00:08:30.000 --> 00:08:31.000]  但我們大家都明白的
[00:08:31.000 --> 00:08:32.000]  為什麼呢
[00:08:32.000 --> 00:08:35.000]  原來在醫索寓言裡面
[00:08:35.000 --> 00:08:37.000]  就有一個木偶的故事
[00:08:37.000 --> 00:08:38.000]  記不記得
[00:08:38.000 --> 00:08:41.000]  那個木偶如果他講大話的時候
[00:08:41.000 --> 00:08:44.000]  他的鼻子就會長了出來
[00:08:44.000 --> 00:08:47.000]  就是說原來這個活絡油裡面的廣告
[00:08:47.000 --> 00:08:50.000]  是拿一個大家非常熟悉的
[00:08:50.000 --> 00:08:53.000]  醫索寓言的廣告
[00:08:53.000 --> 00:08:54.000]  就是這個故事
[00:08:54.000 --> 00:08:55.000]  做一個基礎
[00:08:55.000 --> 00:08:56.000]  講大話
[00:08:56.000 --> 00:08:57.000]  是會怎樣
[00:08:57.000 --> 00:08:59.000]  鼻子是會長了
[00:08:59.000 --> 00:09:02.000]  所以大家都曾經見過一些改圖
[00:09:02.000 --> 00:09:05.000]  就是我們特首的鼻子是很長的
[00:09:05.000 --> 00:09:06.000]  大家有沒有見過這些呢
[00:09:06.000 --> 00:09:07.000]  好了
[00:09:07.000 --> 00:09:08.000]  大家就會明白了
[00:09:08.000 --> 00:09:12.000]  就是說原來是拿了一個熟悉的故事
[00:09:12.000 --> 00:09:14.000]  作為一個基礎
[00:09:14.000 --> 00:09:15.000]  原來這個遊戲
[00:09:15.000 --> 00:09:16.000]  耶穌所講的時候
[00:09:16.000 --> 00:09:19.000]  是當代的人非常熟悉
[00:09:19.000 --> 00:09:21.000]  原來在那個年代裡面
[00:09:21.000 --> 00:09:25.000]  在埃及傳了一個故事過來
[00:09:25.000 --> 00:09:26.000]  就是說
[00:09:26.000 --> 00:09:28.000]  有一對父子
[00:09:28.000 --> 00:09:34.000]  被邀請去看天堂地獄的事
[00:09:34.000 --> 00:09:36.000]  後來這對父子
[00:09:36.000 --> 00:09:38.000]  看完之後就醒覺了
[00:09:38.000 --> 00:09:40.000]  就不斷地有規勸人
[00:09:40.000 --> 00:09:44.000]  你在世上一定要做好事
[00:09:44.000 --> 00:09:46.000]  如果你不做好事的時候
[00:09:46.000 --> 00:09:48.000]  將來你就會有審判
[00:09:48.000 --> 00:09:51.000]  如果你壞事做盡的話
[00:09:51.000 --> 00:09:54.000]  將來你就會受到很大的刑罰
[00:09:54.000 --> 00:09:55.000]  其實這個觀念
[00:09:55.000 --> 00:09:57.000]  在我們中環都很熟悉的
[00:09:57.000 --> 00:09:58.000]  好了
[00:09:58.000 --> 00:10:01.000]  而這個在埃及的故事
[00:10:01.000 --> 00:10:03.000]  傳到猶太人當中
[00:10:03.000 --> 00:10:05.000]  又有變化了
[00:10:05.000 --> 00:10:08.000]  就好像王道億戶下游一樣
[00:10:08.000 --> 00:10:11.000]  在猶太人當中就說
[00:10:11.000 --> 00:10:13.000]  有一個文士
[00:10:13.000 --> 00:10:18.000]  他一生很專心鑽研神的說話
[00:10:18.000 --> 00:10:21.000]  所以他沒有那麼多時間去賺取金錢
[00:10:21.000 --> 00:10:23.000]  所以他是一個窮的人
[00:10:23.000 --> 00:10:26.000]  但是他就不斷地研讀神的話語
[00:10:26.000 --> 00:10:28.000]  所以得到神的祝福
[00:10:28.000 --> 00:10:29.000]  但是當時的瑞麗
[00:10:29.000 --> 00:10:31.000]  我想瑞麗上一次已經解釋了
[00:10:31.000 --> 00:10:34.000]  瑞麗就是剝奪人的錢財
[00:10:34.000 --> 00:10:35.000]  她雖然有錢
[00:10:35.000 --> 00:10:37.000]  但是卻是討人厭
[00:10:37.000 --> 00:10:39.000]  因為她做了很多不好的事情
[00:10:39.000 --> 00:10:41.000]  將來這個瑞麗
[00:10:41.000 --> 00:10:42.000]  她死了之後
[00:10:42.000 --> 00:10:44.000]  她就受著刑罰了
[00:10:44.000 --> 00:10:45.000]  好了
[00:10:45.000 --> 00:10:48.000]  這個文士
[00:10:48.000 --> 00:10:50.000]  他一生鑽研神的說話
[00:10:50.000 --> 00:10:51.000]  他死了之後
[00:10:51.000 --> 00:10:54.000]  在一個花香償萬的花園裡面
[00:10:54.000 --> 00:10:56.000]  去享受祝福
[00:10:56.000 --> 00:11:00.000]  但是這個為富不仁的財主瑞麗
[00:11:00.000 --> 00:11:01.000]  死了之後
[00:11:01.000 --> 00:11:04.000]  他遠遠看到有些溪水
[00:11:04.000 --> 00:11:07.000]  但是他想喝這些溪水都不行
[00:11:07.000 --> 00:11:10.000]  他非常辛苦
[00:11:10.000 --> 00:11:11.000]  很口乾
[00:11:11.000 --> 00:11:14.000]  但是一滴水都喝不到
[00:11:14.000 --> 00:11:16.000]  他很想過到那個溪裡面喝水
[00:11:16.000 --> 00:11:18.000]  都是不行的
[00:11:18.000 --> 00:11:21.000]  這個就是耶穌那個年代裡面
[00:11:21.000 --> 00:11:23.000]  大家很熟悉的故事
[00:11:23.000 --> 00:11:26.000]  其實我發覺很多的文化都很相似
[00:11:26.000 --> 00:11:28.000]  大家有沒有覺得這個故事
[00:11:28.000 --> 00:11:31.000]  我們中國有一個故事很相似
[00:11:31.000 --> 00:11:34.000]  七月十四鬼節
[00:11:34.000 --> 00:11:38.000]  我們要擲很多飯在街上
[00:11:38.000 --> 00:11:41.000]  原來這個跟佛教裡面有一個故事很相似
[00:11:41.000 --> 00:11:43.000]  就叫木蓮救母
[00:11:43.000 --> 00:11:45.000]  有沒有人聽過木蓮救母這個故事
[00:11:45.000 --> 00:11:47.000]  我以為每個人都認識
[00:11:47.000 --> 00:11:50.000]  後來我發現很多人都不知道什麼叫木蓮救母
[00:11:50.000 --> 00:11:51.000]  木蓮救母是什麼呢
[00:11:51.000 --> 00:11:53.000]  就是說有一個人
[00:11:53.000 --> 00:11:56.000]  木蓮的媽媽很有錢
[00:11:56.000 --> 00:11:58.000]  但是又尖酸又刻薄
[00:11:58.000 --> 00:12:00.000]  很多乞丐問她乞食
[00:12:00.000 --> 00:12:02.000]  她都特地不給她
[00:12:02.000 --> 00:12:04.000]  誰知道死了之後就下地獄了
[00:12:04.000 --> 00:12:06.000]  在地獄裡面她還餓鬼
[00:12:06.000 --> 00:12:09.000]  看到一些東西想拿來吃都沒得吃
[00:12:09.000 --> 00:12:13.000]  後來木蓮就知道媽媽在地獄裡面受苦
[00:12:13.000 --> 00:12:15.000]  於是就破地獄
[00:12:15.000 --> 00:12:16.000]  因為破了地獄
[00:12:16.000 --> 00:12:18.000]  所以走了很多冤魂野鬼出來
[00:12:18.000 --> 00:12:19.000]  所以為什麼有七月十四
[00:12:19.000 --> 00:12:20.000]  原來就是這件事了
[00:12:20.000 --> 00:12:22.000]  那些人就會來來去去
[00:12:22.000 --> 00:12:24.000]  把米、把東西、飯
[00:12:24.000 --> 00:12:26.000]  等那些野鬼出來
[00:12:26.000 --> 00:12:29.000]  後來佛祖看到木蓮那份孝心
[00:12:29.000 --> 00:12:33.000]  所以後來就饒恕了她媽媽這個錯
[00:12:33.000 --> 00:12:37.000]  這個就是佛教裡面的民間故事
[00:12:37.000 --> 00:12:38.000]  木蓮救母
[00:12:38.000 --> 00:12:40.000]  跟我們這裡很相似
[00:12:40.000 --> 00:12:43.000]  好了,接下來我們看這個比喻
[00:12:43.000 --> 00:12:49.000]  第一個人物出現就是財主和乞兒
[00:12:49.000 --> 00:12:51.000]  這個財主是怎麼來的呢?
[00:12:51.000 --> 00:12:52.000]  他描繪她呢?
[00:12:52.000 --> 00:12:56.000]  我們一起來讀路加分第十六章第十九節
[00:12:56.000 --> 00:12:57.000]  我們一起來讀出
[00:12:57.000 --> 00:13:03.000]  有一個財主穿著紫色袍和細麻布衣服
[00:13:03.000 --> 00:13:05.000]  天天奢華艷樂
[00:13:05.000 --> 00:13:10.000]  這個財主穿著紫色袍和細麻布的衣服
[00:13:10.000 --> 00:13:12.000]  天天奢華艷樂
[00:13:12.000 --> 00:13:14.000]  大家覺不覺得今天我的裝扮
[00:13:14.000 --> 00:13:16.000]  跟平時有一點點不同?
[00:13:16.000 --> 00:13:17.000]  我穿了西裝
[00:13:17.000 --> 00:13:19.000]  因為我要配合這篇講道
[00:13:19.000 --> 00:13:22.000]  平時大家不見我穿西裝
[00:13:22.000 --> 00:13:28.000]  因為我今天要去一間中學
[00:13:28.000 --> 00:13:31.000]  是劉梅軒中學負責畢業禮
[00:13:31.000 --> 00:13:34.000]  所以我要去尊重他們的時候
[00:13:34.000 --> 00:13:35.000]  我不是不尊重大家
[00:13:35.000 --> 00:13:36.000]  所以我穿西裝
[00:13:36.000 --> 00:13:37.000]  反正大家來了就穿上去
[00:13:37.000 --> 00:13:39.000]  配合這個訊息
[00:13:39.000 --> 00:13:40.000]  但很感恩
[00:13:40.000 --> 00:13:42.000]  這件西裝是十幾年前的
[00:13:42.000 --> 00:13:43.000]  真是頂造
[00:13:43.000 --> 00:13:49.000]  送給我西裝的負責人
[00:13:49.000 --> 00:13:51.000]  就說你穿得不錯
[00:13:51.000 --> 00:13:52.000]  找你講吧
[00:13:52.000 --> 00:13:57.000]  這個財主穿著紫色袍
[00:13:57.000 --> 00:14:00.000]  特別強調紫色袍
[00:14:00.000 --> 00:14:04.000]  原來這是非常非常貴重的布料
[00:14:04.000 --> 00:14:07.000]  當時只有君王
[00:14:07.000 --> 00:14:11.000]  或者一些很高級的大臣
[00:14:11.000 --> 00:14:14.000]  或者超有錢的人
[00:14:14.000 --> 00:14:18.000]  才會用紫色的布料去做外衣
[00:14:18.000 --> 00:14:20.000]  因為不要忘記那個年代
[00:14:20.000 --> 00:14:23.000]  染料的技術是很差的
[00:14:23.000 --> 00:14:26.000]  他是用一些貝殼裡面的膽
[00:14:26.000 --> 00:14:29.000]  去擠那些汁出來
[00:14:29.000 --> 00:14:32.000]  然後才可以染到他們的顏色
[00:14:32.000 --> 00:14:35.000]  所以你想一塊這麼大的布料
[00:14:35.000 --> 00:14:37.000]  去染上紫色
[00:14:37.000 --> 00:14:40.000]  是非常非常的貴重
[00:14:40.000 --> 00:14:42.000]  還有細麻衣是什麼呢?
[00:14:42.000 --> 00:14:44.000]  細麻衣是來老貨
[00:14:44.000 --> 00:14:47.000]  這些往往是從外地運進來的
[00:14:47.000 --> 00:14:49.000]  就是說這個人穿的衣服
[00:14:49.000 --> 00:14:52.000]  很可能是當時的工人
[00:14:52.000 --> 00:14:54.000]  幾年的工資
[00:14:54.000 --> 00:14:56.000]  即是顯示他非常有錢
[00:14:56.000 --> 00:14:58.000]  還有他不需要怎樣工作
[00:14:58.000 --> 00:14:59.000]  每天是怎樣呢?
[00:14:59.000 --> 00:15:01.000]  奢華艷樂
[00:15:01.000 --> 00:15:04.000]  意思就是他飲用的食物
[00:15:04.000 --> 00:15:06.000]  絕對不是普通的食物
[00:15:06.000 --> 00:15:08.000]  是一些非常名貴
[00:15:08.000 --> 00:15:10.000]  新鮮百味
[00:15:10.000 --> 00:15:12.000]  即是山珍海錯
[00:15:12.000 --> 00:15:14.000]  他在享受他的生活
[00:15:14.000 --> 00:15:16.000]  所以這裡就在反映
[00:15:16.000 --> 00:15:20.000]  這個財主是一個超級富戶
[00:15:20.000 --> 00:15:21.000]  好了
[00:15:21.000 --> 00:15:23.000]  我們又看看這個黑衣是怎樣
[00:15:23.000 --> 00:15:25.000]  我們再讀路九福第十六章
[00:15:25.000 --> 00:15:27.000]  二十到二十一節
[00:15:27.000 --> 00:15:28.000]  我們一起來讀出
[00:15:28.000 --> 00:15:30.000]  又有一個土繁的
[00:15:30.000 --> 00:15:32.000]  名叫拉薩路
[00:15:32.000 --> 00:15:36.000]  渾身生瘡被人放在財主門口
[00:15:36.000 --> 00:15:41.000]  要得財主卻子上雕下來的零碎衝擊
[00:15:41.000 --> 00:15:44.000]  並且久耐舔他的瘡
[00:15:44.000 --> 00:15:46.000]  如果我們一直讀聖經裏面的比喻的時候
[00:15:46.000 --> 00:15:47.000]  你會留意到
[00:15:47.000 --> 00:15:50.000]  比喻裏面很少有名字提到出來
[00:15:50.000 --> 00:15:52.000]  只有這個比喻裏面
[00:15:52.000 --> 00:15:54.000]  竟然提到這個黑衣
[00:15:54.000 --> 00:15:55.000]  就叫拉薩路
[00:15:55.000 --> 00:15:57.000]  但這個拉薩路
[00:15:57.000 --> 00:15:59.000]  就絕對不是
[00:15:59.000 --> 00:16:03.000]  馬大馬利亞的兄弟拉薩路
[00:16:03.000 --> 00:16:05.000]  如果有時候我們混淆了的時候
[00:16:05.000 --> 00:16:07.000]  就會有解釋上面的錯誤
[00:16:07.000 --> 00:16:09.000]  原來拉薩路
[00:16:09.000 --> 00:16:10.000]  往往是什麼呢?
[00:16:10.000 --> 00:16:13.000]  就是當代的人一個很普通的名字
[00:16:13.000 --> 00:16:16.000]  就好像很多人的英文名叫Tom
[00:16:16.000 --> 00:16:18.000]  或者中文名叫什麼?
[00:16:18.000 --> 00:16:19.000]  叫志強
[00:16:19.000 --> 00:16:20.000]  是不是?
[00:16:20.000 --> 00:16:21.000]  大家都以為是一件食祈禱
[00:16:21.000 --> 00:16:23.000]  我上個禮拜五為粉嶺堂
[00:16:23.000 --> 00:16:25.000]  亦都是我們教會原本的元老
[00:16:25.000 --> 00:16:27.000]  不過現在去了粉嶺堂
[00:16:27.000 --> 00:16:31.000]  馬艷芬姐妹的姐夫洗禮
[00:16:31.000 --> 00:16:35.000]  我自己很著緊在喪禮裏面
[00:16:35.000 --> 00:16:37.000]  來分享講道術
[00:16:37.000 --> 00:16:40.000]  原來她的姐夫有癌症
[00:16:40.000 --> 00:16:42.000]  走到人生末期
[00:16:42.000 --> 00:16:45.000]  是她主動說要找牧師
[00:16:45.000 --> 00:16:47.000]  她願意信耶穌
[00:16:47.000 --> 00:16:48.000]  她願意洗禮
[00:16:48.000 --> 00:16:50.000]  原來就是艷芬的丈夫
[00:16:50.000 --> 00:16:52.000]  六年前離開世界
[00:16:52.000 --> 00:16:54.000]  她就在這個喪禮裏面
[00:16:54.000 --> 00:16:55.000]  很深的感受
[00:16:55.000 --> 00:16:58.000]  但當她走到人生末路的時候
[00:16:58.000 --> 00:16:59.000]  她就想起這件事
[00:16:59.000 --> 00:17:01.000]  所以上個禮拜五就去了樂華村
[00:17:01.000 --> 00:17:03.000]  去她家裏面和她洗禮
[00:17:03.000 --> 00:17:04.000]  不過很不幸
[00:17:04.000 --> 00:17:06.000]  她就在昨天離開了世界
[00:17:06.000 --> 00:17:09.000]  剛剛一個星期就離開了世界
[00:17:09.000 --> 00:17:11.000]  原來她叫什麼名字呢?
[00:17:11.000 --> 00:17:13.000]  她就叫志強
[00:17:13.000 --> 00:17:15.000]  原來那個年代裏面志強是很多的
[00:17:15.000 --> 00:17:16.000]  很多人叫志強
[00:17:16.000 --> 00:17:20.000]  所以拉薩路這個名字其實是非常普通的
[00:17:20.000 --> 00:17:23.000]  但拉薩路這個字背後的意義是什麼呢?
[00:17:23.000 --> 00:17:26.000]  就是神是我的幫助
[00:17:26.000 --> 00:17:30.000]  為什麼這次耶穌的比喻裏面竟然有名字呢?
[00:17:30.000 --> 00:17:33.000]  其實是有一個很強烈的暗示作用
[00:17:33.000 --> 00:17:35.000]  待會我們會再去看
[00:17:35.000 --> 00:17:37.000]  拉薩路是一個乞丐
