
[00:00:00.000 --> 00:00:05.740]  在日常生活中,不知道大家對於真實有多高的要求
[00:03:06.500 --> 00:03:08.500]  主耶穌說他是說謊之人的父
[00:03:08.500 --> 00:03:12.500]  誰說大話就認了魔鬼是父親
[00:03:12.500 --> 00:03:17.500]  在二分所書第四章25至28節,剛才我們讀過經文
[00:03:17.500 --> 00:03:22.500]  告誡我們不可以給魔鬼留地步,不可給魔鬼留地步
[00:03:22.500 --> 00:03:29.500]  意思是不可以給魔鬼任何的位置,任何的機會
[00:03:29.500 --> 00:03:34.500]  或者你開一條路給他,他會進入你的生命當中,是不可以
[00:03:34.500 --> 00:03:41.500]  這段經文短短四節,就講到我們跟人相處的道德倫理
[00:03:41.500 --> 00:03:49.500]  而竟然我們跟人相處,無論我們在教會,在職場,在學校,在家庭裡
[00:03:49.500 --> 00:03:55.500]  原來我們跟人相處,竟然是跟魔鬼有關
[00:03:55.500 --> 00:03:59.500]  經文說到這個魔鬼很想在我們生命裡留地步
[00:03:59.500 --> 00:04:03.500]  魔鬼會得寸進尺,逐步引誘我們
[00:04:03.500 --> 00:04:08.500]  所以在小事上,就是日常生活當中,我們都要小心提防
[00:04:08.500 --> 00:04:11.500]  不可以給機會給他
[00:04:11.500 --> 00:04:19.500]  那不給魔鬼留地步會有什麼表現呢?
[00:04:19.500 --> 00:04:26.500]  首先呢,我們會棄絕謊言,所以你們要棄絕謊言
[00:04:26.500 --> 00:04:31.500]  謊言是指虛謊,即是一些假的東西
[00:04:31.500 --> 00:04:35.500]  一切的欺詐、欺騙、瞞騙、狡猾的事情
[00:04:35.500 --> 00:04:40.500]  不只是講到說話,不只是講謊那麼簡單,不只是講一些東西去騙人
[00:04:40.500 --> 00:04:50.500]  而是動作、心思、態度,全部都是謊話、欺詐、虛謊的事情
[00:04:50.500 --> 00:04:56.500]  也講到說我們要棄絕謊言,棄絕就是脫去的意思
[00:04:56.500 --> 00:04:59.500]  就好像我們之前在《二分所書》四章二十二節那裡說
[00:04:59.500 --> 00:05:02.500]  「脫去你們從前行為上的舊人」
[00:05:02.500 --> 00:05:10.500]  即是舊的行為、舊的生活、舊的人,好像舊的衣服、污穢的衣服,我們脫去
[00:05:10.500 --> 00:05:14.500]  所以這個棄絕謊言就是脫去、除去這個謊言
[00:05:14.500 --> 00:05:20.500]  那如何棄絕呢?就是各人要與鄰舍說實話
[00:05:20.500 --> 00:05:24.500]  即是要誠實,虛謊的相反就是誠實
[00:05:24.500 --> 00:05:30.500]  誠實是基督徒和世人分別最明顯的一個記號
[00:05:30.500 --> 00:05:35.500]  而基督徒在世人當中,最規決神榮耀的事
[00:05:35.500 --> 00:05:39.500]  最規決神榮耀的罪,可以這樣說,就是不誠實
[00:05:39.500 --> 00:05:44.500]  有時候我們看到一些名人,或者是一些政客
[00:05:44.500 --> 00:05:46.500]  當我們說自己是基督徒的時候
[00:05:46.500 --> 00:05:49.500]  但他們所做的事、所說的事,是一些虛假的時候
[00:05:49.500 --> 00:05:52.500]  我們特別是覺得反感的
[00:05:52.500 --> 00:05:59.500]  誠實很明顯是和社交的生活,或者和人際關係有關的
[00:05:59.500 --> 00:06:02.500]  我們不可以說只是對一件事誠實
[00:06:02.500 --> 00:06:07.500]  我們當然是說對人誠實、對自己誠實、對神誠實
[00:06:07.500 --> 00:06:12.500]  那在教會當中,有沒有一些說假話的情況呢?
[00:06:12.500 --> 00:06:15.500]  我相信不會有很多的
[00:06:15.500 --> 00:06:18.500]  但是我想特別指出有兩個試探
[00:06:18.500 --> 00:06:24.500]  是我們作為信徒,很容易犯了說假話或者說謊這個罪
[00:06:24.500 --> 00:06:27.500]  第一,就是講人閒話
[00:06:27.500 --> 00:06:32.500]  這個是魔鬼其中一項對教會致命的武器
[00:06:32.500 --> 00:06:37.500]  講閒話的意思,就是說我們將我們鄰舍的資料
[00:06:37.500 --> 00:06:42.500]  在聖經教導,你可以用這些資料的可用範圍以外
[00:06:42.500 --> 00:06:44.500]  和其他人分享
[00:06:44.500 --> 00:06:49.500]  什麼叫做聖經教導的可用範圍以外呢?
[00:06:49.500 --> 00:06:52.500]  那我們講講聖經教導的可用範圍是什麼
[00:06:52.500 --> 00:06:58.500]  其實呢,答案就在馬太福音十八章十五至十八節
[00:06:58.500 --> 00:07:01.500]  在這個範圍裏面,你就可以去用了
[00:07:01.500 --> 00:07:05.500]  你說,倘若你的弟兄得罪你,你就去
[00:07:05.500 --> 00:07:09.500]  趁著只有他和你兩個人在一起的時候
[00:07:09.500 --> 00:07:11.500]  你就指出他的錯來
[00:07:11.500 --> 00:07:15.500]  那如果他聽你的話,你就得了你的弟兄
[00:07:15.500 --> 00:07:17.500]  意思就是你的關係復和了
[00:07:17.500 --> 00:07:21.500]  他若不聽,你就另外帶一兩個人去
[00:07:21.500 --> 00:07:24.500]  要憑兩三個人的口作見證
[00:07:24.500 --> 00:07:26.500]  那這些人肯定不會說假見證
[00:07:26.500 --> 00:07:29.500]  他們真的知道這件事這樣
[00:07:29.500 --> 00:07:31.500]  句句都可定準
[00:07:31.500 --> 00:07:34.500]  若是不聽叉門,就告訴教會
[00:07:34.500 --> 00:07:39.500]  若是不聽教會,就看他像外邦人和瑞利一樣
[00:07:39.500 --> 00:07:41.500]  我實在告訴你們
[00:07:41.500 --> 00:07:44.500]  凡你們在地上所捆綁的,在天上也要捆綁
[00:07:44.500 --> 00:07:48.500]  凡你們在地上所釋放的,在天上也要釋放
[00:07:48.500 --> 00:07:52.500]  這裡說得很明顯,我們如果對弟兄有些不滿
[00:07:52.500 --> 00:07:55.500]  或者他得罪我們,我們覺得被冒犯了
[00:07:55.500 --> 00:07:58.500]  那我們應該單獨跟他說這個情況
[00:07:58.500 --> 00:08:00.500]  希望是有個復和關係
[00:08:00.500 --> 00:08:05.500]  好,如果一連串的行動他都不聽了,那怎樣呢?
[00:08:05.500 --> 00:08:08.500]  第十七節就說,若是不聽叉門,就告訴教會
[00:08:08.500 --> 00:08:12.500]  若是不聽教會,就看他像外邦人和瑞利一樣
[00:08:12.500 --> 00:08:15.500]  這個意思是不是不理他?
[00:08:15.500 --> 00:08:18.500]  將他當作外邦人和瑞利
[00:08:18.500 --> 00:08:22.500]  耶穌有沒有跟瑞利聊天?
[00:08:22.500 --> 00:08:26.500]  耶穌有沒有跟外邦人接觸?
[00:08:26.500 --> 00:08:31.500]  原來當你的弟兄,你的姊妹得罪你
[00:08:31.500 --> 00:08:34.500]  你跟他說的時候,你達不到復和的階段的話
[00:08:34.500 --> 00:08:37.500]  你都要為他祈禱
[00:08:37.500 --> 00:08:41.500]  好像主耶穌說,如果他當他是瑞利,當他是外邦人
[00:08:41.500 --> 00:08:44.500]  更加要關心他,更加要為他祈禱
[00:08:44.500 --> 00:08:46.500]  甚至向他傳福音
[00:08:46.500 --> 00:08:50.500]  希望他能夠真正的生命有改變
[00:08:50.500 --> 00:08:53.500]  而不是當他是瑞利和外邦人,而是不理他
[00:08:53.500 --> 00:08:58.500]  因為聖經沒有教導我們不理瑞利和外邦人
[00:08:58.500 --> 00:09:02.500]  所以在聖經教導可用的範圍之外
[00:09:02.500 --> 00:09:05.500]  就是說,弟兄得罪你了
[00:09:05.500 --> 00:09:08.500]  你不直接跟他說,就跟其他人說了
[00:09:08.500 --> 00:09:11.500]  一開始就不跟聖經教導
[00:09:11.500 --> 00:09:15.500]  所以我們應該很整全地明白聖經的觀點
[00:09:15.500 --> 00:09:20.500]  教導我們怎樣去講實話,講真實的說話
[00:09:20.500 --> 00:09:23.500]  你傳遞的資料是否正確並不是最重要
[00:09:23.500 --> 00:09:28.500]  當然準確性是很重要的,accuracy是很重要,是必須的
[00:09:28.500 --> 00:09:33.500]  但是不足夠令你成為一個誠實的人
[00:09:33.500 --> 00:09:37.500]  所以我們知道我們講閒話其實是不可以的
[00:09:37.500 --> 00:09:42.500]  因為在聖經教導的可用範圍之外去傳遞這些信息
[00:09:42.500 --> 00:09:45.500]  第二個,我們作為在教會圈子裏面
[00:09:45.500 --> 00:09:50.500]  很容易有不小心說謊的情況
[00:09:50.500 --> 00:09:54.500]  就是在講見證的時候,我們會講得很誇張
[00:09:54.500 --> 00:09:58.500]  戲劇化,所謂「講大了」
[00:09:58.500 --> 00:10:01.500]  我聽過一個很著名的牧師
[00:10:01.500 --> 00:10:04.500]  在一個大宗派裏面的大堂會
[00:10:04.500 --> 00:10:07.500]  他也承認自己很容易「講大了」
[00:10:07.500 --> 00:10:09.500]  你知道我們這些大堂會牧師
[00:10:09.500 --> 00:10:13.500]  在講座裏面的講座裏面
[00:10:13.500 --> 00:10:17.500]  我們就說我們增長得多快
[00:10:17.500 --> 00:10:20.500]  奉獻就增長得很快,人數也增長得很快
[00:10:20.500 --> 00:10:21.500]  參與侍奉有多少?
[00:10:21.500 --> 00:10:23.500]  說著說著不小心「講大了」
[00:10:23.500 --> 00:10:25.500]  其實我不是說謊的
[00:10:25.500 --> 00:10:27.500]  不過「講大了」
[00:10:27.500 --> 00:10:30.500]  就是要有些雜事要提醒他
[00:10:30.500 --> 00:10:35.500]  我們要留心,講見證的時候是否有點誇張失實呢?
[00:10:35.500 --> 00:10:44.500]  我們要氣絕謊言,各人與鄰舍說實話
[00:10:44.500 --> 00:10:47.500]  說實話的意思就是不要誇擾
[00:10:47.500 --> 00:10:49.500]  實實在在,是甚麼就說甚麼
[00:10:49.500 --> 00:10:51.500]  所謂不要吹得那麼大
[00:10:51.500 --> 00:10:53.500]  雖然我們也很喜歡吹吹水
[00:10:53.500 --> 00:10:55.500]  但不要吹得那麼大
[00:10:55.500 --> 00:11:00.500]  二章九節說「免得有人自誇」,為甚麼呢?
[00:11:00.500 --> 00:11:04.500]  二章八節說「得救是本乎因,也因著信」
[00:11:04.500 --> 00:11:07.500]  「不是出於自己,乃是神所賜」
[00:11:07.500 --> 00:11:10.500]  也不是出於行為,「免得有人自誇」
[00:11:10.500 --> 00:11:13.500]  當我們講見證,講到很誇張
[00:11:13.500 --> 00:11:15.500]  講到很戲劇化的時候
[00:11:15.500 --> 00:11:18.500]  其實會不會有一個危險?
[00:11:18.500 --> 00:11:21.500]  就是誇耀自己
[00:11:21.500 --> 00:11:25.500]  誇耀是跟欣典相反的
[00:11:25.500 --> 00:11:29.500]  記得十多年前,有一位城中名嘴
[00:11:29.500 --> 00:11:31.500]  他是一位立法會議員
[00:11:31.500 --> 00:11:35.500]  十多年前信主洗禮
[00:11:35.500 --> 00:11:37.500]  當時有人質疑他
[00:11:37.500 --> 00:11:39.500]  「你洗禮?」
[00:11:39.500 --> 00:11:41.500]  「你是立法會議員?」
[00:11:41.500 --> 00:11:44.500]  平時有很多名嘴,封閹節目
[00:11:44.500 --> 00:11:49.500]  在電台跟人吵架,表達他的意見
[00:11:49.500 --> 00:11:53.500]  質疑他想在教會圈子裡騙選票
[00:11:53.500 --> 00:11:55.500]  才加入教會
[00:11:55.500 --> 00:11:57.500]  他就回應
[00:11:57.500 --> 00:12:00.500]  大致的意思,我不是接受那些字眼
[00:12:00.500 --> 00:12:04.500]  他說「我這些叛徒出家才信耶穌」
[00:12:04.500 --> 00:12:05.500]  「才是真的」
[00:12:05.500 --> 00:12:07.500]  「那些年輕人」
[00:12:07.500 --> 00:12:10.500]  「只是一時衝動玩玩而已」
[00:12:10.500 --> 00:12:12.500]  這樣說
[00:12:12.500 --> 00:12:14.500]  我不知道他是真的還是假的
[00:12:14.500 --> 00:12:16.500]  或者是真的還是假的
[00:12:16.500 --> 00:12:22.500]  我當時就想,欣典不是用來自誇的
[00:12:22.500 --> 00:12:25.500]  神拯救你,不是說「我很厲害」
[00:12:25.500 --> 00:12:27.500]  「我這些叛徒出家才信耶穌」
[00:12:27.500 --> 00:12:28.500]  「只是想清楚」
[00:12:28.500 --> 00:12:30.500]  「那些年輕人玩玩而已」
[00:12:30.500 --> 00:12:32.500]  「他們沒想清楚,一時衝動」
[00:12:32.500 --> 00:12:34.500]  不是這樣的
[00:12:34.500 --> 00:12:38.500]  大家自己評論一下
[00:12:38.500 --> 00:12:40.500]  或者是他決定
[00:12:40.500 --> 00:12:42.500]  或者是你接不接受
[00:12:42.500 --> 00:12:46.500]  我不敢說他到底是否真的信主
[00:12:46.500 --> 00:12:48.500]  另外,我們說實話的時候
[00:12:48.500 --> 00:12:50.500]  第二就是不要說閒話
[00:12:50.500 --> 00:12:53.500]  我們不說也不聽閒話
[00:12:53.500 --> 00:12:55.500]  如果有人想跟你說閒話
[00:12:55.500 --> 00:12:56.500]  也拒絕去聽
[00:12:56.500 --> 00:12:58.500]  在教會裡彼此的責任
[00:12:58.500 --> 00:13:00.500]  我們不但要準確地說
[00:13:00.500 --> 00:13:02.500]  更加要按照聖經的教導
[00:13:02.500 --> 00:13:05.500]  誠實地去使用這些資訊
[00:13:05.500 --> 00:13:08.500]  第三,說實話的實踐
[00:13:08.500 --> 00:13:11.500]  就是要相信和依靠神
[00:13:11.500 --> 00:13:16.500]  因為事實或者真相是屬於神的
[00:13:16.500 --> 00:13:19.500]  神是不需要我們為祂去掩蓋
[00:13:19.500 --> 00:13:22.500]  或者散改這些真理
[00:13:22.500 --> 00:13:24.500]  所以在講見證的時候
[00:13:24.500 --> 00:13:28.500]  我們不需要假裝自己很有信心
[00:13:28.500 --> 00:13:30.500]  我祈禱,神就隨聽
[00:13:30.500 --> 00:13:31.500]  事情就成就
[00:13:31.500 --> 00:13:33.500]  你不需要假裝自己有信心
[00:13:33.500 --> 00:13:36.500]  不需要假裝自己更加屬靈
[00:13:36.500 --> 00:13:38.500]  更加聖潔
[00:13:38.500 --> 00:13:43.500]  其實這樣是表示我們缺乏信心
[00:13:43.500 --> 00:13:46.500]  如果我們對自己
[00:13:46.500 --> 00:13:48.500]  或者對教會的狀況
[00:13:48.500 --> 00:13:51.500]  對教會的問題不夠真實的話
[00:13:51.500 --> 00:13:54.500]  那問題怎可以得到解決呢
[00:13:54.500 --> 00:13:57.500]  所以我們一定要真心去信教神
[00:13:57.500 --> 00:13:59.500]  否則就不能夠說實話
[00:13:59.500 --> 00:14:02.500]  不能夠真實
[00:14:02.500 --> 00:14:06.500]  蘇格蘭有一位哲學家叫邱莫
[00:14:06.500 --> 00:14:11.500]  1711至1776年
[00:14:11.500 --> 00:14:15.500]  他提倡懷疑論,以懷疑論著名
[00:14:15.500 --> 00:14:20.500]  但他經常參加基督教教會聚會
[00:14:20.500 --> 00:14:25.500]  還很喜歡聽一位嚴肅的教牧講道
[00:14:25.500 --> 00:14:28.500]  這個講道者是很著名的報導家
[00:14:28.500 --> 00:14:31.500]  威特菲
[00:14:31.500 --> 00:14:36.500]  很奇怪,每個星期都去聽他的講道
[00:14:36.500 --> 00:14:38.500]  明明是懷疑論者
[00:14:38.500 --> 00:14:41.500]  於是有人有機會問這個邱莫
[00:14:41.500 --> 00:14:43.500]  你是不是自相矛盾
[00:14:43.500 --> 00:14:46.500]  你竟然什麼都懷疑
[00:14:46.500 --> 00:14:49.500]  為什麼你會聽這個牧師講道
[00:14:49.500 --> 00:14:51.500]  邱莫說
[00:14:51.500 --> 00:14:54.500]  我完全不相信他所講的
[00:14:54.500 --> 00:14:56.500]  不過這個人他相信
[00:14:56.500 --> 00:14:59.500]  所以我願意每個星期都去聽他的講道
[00:14:59.500 --> 00:15:01.500]  去聽一個人
[00:15:01.500 --> 00:15:04.500]  他講他自己真正相信的東西
[00:15:04.500 --> 00:15:07.500]  以及他真正相信他自己講的東西
[00:15:07.500 --> 00:15:10.500]  所以我很願意去聽
[00:15:10.500 --> 00:15:13.500]  弟兄姊妹,我們呢?
[00:15:13.500 --> 00:15:17.500]  我們所講的東西是不是我們真心相信的呢?
[00:15:17.500 --> 00:15:22.500]  或者我們是不是真心相信我們所講的東西呢?
[00:15:22.500 --> 00:15:25.500]  我們要棄絕謊言
[00:15:25.500 --> 00:15:29.500]  因為各人如論者說實話
[00:15:29.500 --> 00:15:32.500]  原因是因為我們是互為肢體的
[00:15:32.500 --> 00:15:35.500]  我們互相是肢體
[00:15:35.500 --> 00:15:37.500]  沒有一個身體上的肢體
[00:15:37.500 --> 00:15:42.500]  是可以提供一個錯誤不實的訊息給其他的肢體的
[00:15:42.500 --> 00:15:44.500]  是不是?
[00:15:44.500 --> 00:15:47.500]  如果你是彼此傳遞一些錯誤不實的訊息
[00:15:47.500 --> 00:15:49.500]  身體就出現問題了
[00:15:49.500 --> 00:15:51.500]  例如你去吃東西
[00:15:51.500 --> 00:15:54.500]  你的鼻子聞到那些食物已經變壞了
[00:15:54.500 --> 00:15:56.500]  縮了
[00:15:56.500 --> 00:15:59.500]  你一定會被你的手和口知道的
[00:15:59.500 --> 00:16:02.500]  你不會騙你的手,騙你的口
[00:16:02.500 --> 00:16:06.500]  把食物放在你的嘴巴裡,放在你的口裡
[00:16:06.500 --> 00:16:09.500]  所以互為肢體,我們一定要誠實的
[00:16:09.500 --> 00:16:11.500]  如果我們不誠實的話
[00:16:11.500 --> 00:16:13.500]  那就出了很大的問題了
[00:16:13.500 --> 00:16:17.500]  這個身體出現很大的問題
[00:16:17.500 --> 00:16:19.500]  有一個疑問
[00:16:19.500 --> 00:16:21.500]  那如果講白大話怎麼辦呢?
[00:16:21.500 --> 00:16:24.500]  就是所謂的白色大話
[00:16:24.500 --> 00:16:26.500]  即是無傷大雅
[00:16:26.500 --> 00:16:29.500]  大家覺得我今天的衣服漂亮嗎?
[00:16:29.500 --> 00:16:31.500]  可能你的心想都不漂亮
[00:16:31.500 --> 00:16:34.500]  但要說謊,最良心說漂亮啊漂亮啊
[00:16:34.500 --> 00:16:37.500]  我今天剪了髮型好不好看?
[00:16:37.500 --> 00:16:39.500]  你可能會覺得很奇怪
[00:16:39.500 --> 00:16:43.500]  那你又要說,好啊好啊,那這些行不行呢?
[00:16:43.500 --> 00:16:45.500]  好像是無傷大雅
[00:16:45.500 --> 00:16:47.500]  但是經文告訴我們
[00:16:47.500 --> 00:16:49.500]  要氣絕謊言
[00:16:49.500 --> 00:16:51.500]  各人如鱗蛇說實話
[00:16:51.500 --> 00:16:54.500]  所以如果你的肢體一頂子,無一信徒
[00:16:54.500 --> 00:16:57.500]  如果經常只聽到正面、讚美的說話
[00:16:57.500 --> 00:17:00.500]  他就不會知道自己的問題
[00:17:00.500 --> 00:17:02.500]  以致你沒有辦法改進
[00:17:02.500 --> 00:17:06.500]  我們其實是對他做了一些最殘忍的事
[00:17:06.500 --> 00:17:09.500]  我跟大家講一個經歷
[00:17:09.500 --> 00:17:12.500]  我認識的一位教會的堂主任
[00:17:12.500 --> 00:17:16.500]  在教會請同工
[00:17:16.500 --> 00:17:19.500]  有一位男同工,他剛剛晨學畢業
[00:17:19.500 --> 00:17:21.500]  去建功
[00:17:21.500 --> 00:17:24.500]  大家都談得挺好的
[00:17:24.500 --> 00:17:27.500]  講一下教會有什麼要求
[00:17:27.500 --> 00:17:28.500]  有什麼期望
[00:17:28.500 --> 00:17:31.500]  這個男同工又講一下自己想發揮因子
[00:17:31.500 --> 00:17:35.500]  講到最後,當時堂主任都想
[00:17:35.500 --> 00:17:38.500]  將這位男同工推薦給執事會
[00:17:38.500 --> 00:17:42.500]  在談的過程中,堂主任都很坦誠
[00:17:42.500 --> 00:17:45.500]  跟這個男同工提出了一個問題
[00:17:45.500 --> 00:17:48.500]  他說,你有沒有發覺
[00:17:48.500 --> 00:17:50.500]  其實你的牙齒可能有問題
[00:17:50.500 --> 00:17:53.500]  因為你有很大口氣
[00:17:53.500 --> 00:17:57.500]  你要坦誠地告訴他這個問題
[00:17:57.500 --> 00:17:59.500]  這個男同工很坦白地說
[00:17:59.500 --> 00:18:02.500]  其實我也覺得我的牙齒可能有問題
[00:18:02.500 --> 00:18:04.500]  謝謝你提醒我
[00:18:04.500 --> 00:18:06.500]  我再去檢查一下,去見牙醫
[00:18:06.500 --> 00:18:08.500]  看清楚這個問題
[00:18:08.500 --> 00:18:11.500]  後來這個男同工聽到堂主任的建議
[00:18:11.500 --> 00:18:13.500]  就去見了牙醫
[00:18:13.500 --> 00:18:16.500]  發現原來他有牙周病
[00:18:16.500 --> 00:18:18.500]  所以就有很大的口氣
[00:18:18.500 --> 00:18:21.500]  就要處理他牙周病的問題
[00:18:21.500 --> 00:18:24.500]  後來教會也請了這位男同工
[00:18:24.500 --> 00:18:26.500]  他跟堂主任相處得很好
[00:18:26.500 --> 00:18:30.500]  因為堂主任會在適當的時間提點他的問題
[00:18:30.500 --> 00:18:32.500]  將他的問題告訴他
[00:18:32.500 --> 00:18:34.500]  有時候他做得好的地方
[00:18:34.500 --> 00:18:37.500]  鼓勵他,幫助他
[00:18:37.500 --> 00:18:40.500]  所以我們有時候真的
[00:18:40.500 --> 00:18:43.500]  說白色謊話也沒所謂
[00:18:43.500 --> 00:18:46.500]  其實說一些真話也能幫助弟兄姊妹
[00:18:46.500 --> 00:18:49.500]  我想這個我們要適當地表達
[00:18:49.500 --> 00:18:51.500]  不要馬上跟別人說你很口臭
[00:18:51.500 --> 00:18:53.500]  我們知道要怎樣表達
[00:18:53.500 --> 00:18:57.500]  其實是幫助弟兄姊妹改善問題
[00:18:57.500 --> 00:19:00.500]  另外我也聽過一個案
[00:19:00.500 --> 00:19:03.500]  有一個輔導員有一次輔導一對夫婦
[00:19:03.500 --> 00:19:06.500]  這對夫婦表面上都很和諧
[00:19:06.500 --> 00:19:07.500]  關係很好
[00:19:07.500 --> 00:19:11.500]  但有些大家不太理睬
[00:19:11.500 --> 00:19:12.500]  不太理睬
[00:19:12.500 --> 00:19:13.500]  有一個輔導
[00:19:13.500 --> 00:19:15.500]  經過一段時間的傾談後
[00:19:15.500 --> 00:19:18.500]  發現這個丈夫有很大的困擾
[00:19:18.500 --> 00:19:21.500]  原來他太太有個習慣就是
[00:19:21.500 --> 00:19:23.500]  很大力地敲門
[00:19:23.500 --> 00:19:24.500]  不知道經過什麼門
[00:19:24.500 --> 00:19:25.500]  很大力地敲門
[00:19:25.500 --> 00:19:29.500]  家裡的房門、大門、廁所門
[00:19:29.500 --> 00:19:32.500]  廚房門很少關,比較少一點
[00:19:32.500 --> 00:19:33.500]  經常敲門
[00:19:33.500 --> 00:19:36.500]  對丈夫造成很大困擾
[00:19:36.500 --> 00:19:38.500]  他一直不說話
[00:19:38.500 --> 00:19:40.500]  又不說出來
[00:19:40.500 --> 00:19:41.500]  很啞忍
[00:19:41.500 --> 00:19:45.500]  而太太又完全不知道丈夫原來有這麼大困擾
[00:19:45.500 --> 00:19:47.500]  因為她自小已經習慣這樣
[00:19:47.500 --> 00:19:48.500]  全家人都是這樣
[00:19:48.500 --> 00:19:49.500]  習慣了
[00:19:49.500 --> 00:19:52.500]  好像很快地一走完就敲門
[00:19:52.500 --> 00:19:53.500]  敲一聲
[00:19:53.500 --> 00:19:55.500]  從來不覺得有問題
[00:19:55.500 --> 00:19:58.500]  藉著這個輔導員跟他們夫婦聊天後
[00:19:58.500 --> 00:20:00.500]  就知道這個問題
[00:20:00.500 --> 00:20:02.500]  太太知道之後就充滿了怯意
[00:20:02.500 --> 00:20:07.500]  覺得很不好意思、很虧欠
[00:20:07.500 --> 00:20:09.500]  請求丈夫原諒她
[00:20:09.500 --> 00:20:13.500]  同時也請丈夫繼續提醒我
[00:20:13.500 --> 00:20:16.500]  你知道習慣不是一時之間可以改變的
[00:20:16.500 --> 00:20:20.500]  就要請你用二胡說的心去包容我
[00:20:20.500 --> 00:20:23.500]  可能真的要像彼得所問
[00:20:23.500 --> 00:20:25.500]  一天七次得罪我
[00:20:25.500 --> 00:20:27.500]  七次都要原諒她
[00:20:27.500 --> 00:20:28.500]  可能都需要
[00:20:28.500 --> 00:20:33.500]  太太離開輔導室的時候
[00:20:33.500 --> 00:20:35.500]  敲門又是敲一聲
[00:20:35.500 --> 00:20:40.500]  丈夫一敲門就知道
[00:20:40.500 --> 00:20:41.500]  因為丈夫說了出來
[00:20:41.500 --> 00:20:43.500]  輔導員引導他們說了出來
[00:20:43.500 --> 00:20:45.500]  她就說對不起
[00:20:45.500 --> 00:20:47.500]  我有事做了這些動作
[00:20:47.500 --> 00:20:48.500]  你提醒我吧
[00:20:48.500 --> 00:20:50.500]  不知道我什麼時候做了你就提醒我
[00:20:50.500 --> 00:20:52.500]  經常提醒她
[00:20:52.500 --> 00:20:54.500]  讓她可以慢慢改變
[00:20:54.500 --> 00:20:58.500]  所以丈夫要包容、要饒恕
[00:20:58.500 --> 00:21:01.500]  不過丈夫也要說誠實的話
[00:21:01.500 --> 00:21:03.500]  這樣才可以將問題解決
[00:21:03.500 --> 00:21:06.500]  問題才有解決的曙光
[00:21:06.500 --> 00:21:10.500]  這就是我們要誠實
[00:21:10.500 --> 00:21:16.500]  第二就是要約束我們的煩惱
[00:21:16.500 --> 00:21:19.500]  生氣卻不要犯罪
[00:21:19.500 --> 00:21:20.500]  不可含怒到日落
[00:21:20.500 --> 00:21:25.500]  生氣就是憤怒
