
[00:00:00.000 --> 00:00:07.500]  在信仰的路上,我們從未信到現在已經或長或短的時間
[00:03:41.300 --> 00:03:43.300]  你是靠著鬼王趕鬼
[00:03:43.300 --> 00:03:50.300]  接著的經文20,由第17節一直到第23節這一段
[00:03:50.300 --> 00:03:53.300]  就是耶穌回應這個問題
[00:03:53.300 --> 00:03:59.300]  應該不止的,其實後面一直到第28節
[00:03:59.300 --> 00:04:01.300]  都是在說這個問題
[00:04:01.300 --> 00:04:06.300]  然後第二個問題就是,你從天上顯出更多神蹟給我看看
[00:04:06.300 --> 00:04:10.300]  所以由第29節,耶穌就回應第二條問題
[00:04:10.300 --> 00:04:15.300]  一直到第36節,我們剛剛讀完這段經文
[00:04:15.300 --> 00:04:22.300]  所以他是在用一個對答,一個比較上挑戰的氣氛之下
[00:04:22.300 --> 00:04:26.300]  耶穌去說,經歷了神蹟之後
[00:04:26.300 --> 00:04:30.300]  其實我們要怎樣去面對或者去回應呢
[00:04:30.300 --> 00:04:33.300]  我嘗試分開做三個角度去看
[00:04:33.300 --> 00:04:37.300]  第一個我想說的是,一個人經歷了神蹟之後
[00:04:37.300 --> 00:04:41.300]  無論是你自己個人經歷,或者你看到一個神蹟之後
[00:04:41.300 --> 00:04:44.300]  第一件事,耶穌想告訴我們的
[00:04:44.300 --> 00:04:47.300]  要我們知道,是神的國臨到
[00:04:47.300 --> 00:04:51.300]  然後呼籲我們要毀身去跟隨他
[00:04:51.300 --> 00:04:55.300]  那些人,他沒有說是誰
[00:04:55.300 --> 00:05:00.300]  不過如果你看其他人,馬太亞也有說,都是法利塞人,他的敵人
[00:05:00.300 --> 00:05:03.300]  都是那些民事,宗教領袖
[00:05:03.300 --> 00:05:06.300]  那些人其實的用意,為什麼要問耶穌
[00:05:06.300 --> 00:05:09.300]  為什麼說耶穌的工作是魔鬼的工作呢
[00:05:09.300 --> 00:05:11.300]  是別西卜的工作呢
[00:05:11.300 --> 00:05:15.300]  是因為他們很想阻止他,很想誣衊他
[00:05:15.300 --> 00:05:17.300]  因為耶穌受歡迎了
[00:05:17.300 --> 00:05:21.300]  那些人覺得自己的地位受挑戰了,受威脅了
[00:05:21.300 --> 00:05:23.300]  所以很想誣衊他
[00:05:23.300 --> 00:05:28.300]  盼望用這個方法讓周圍的百姓都不喜歡耶穌
[00:05:28.300 --> 00:05:31.300]  哇,這個人靠著鬼王趕鬼,不要搞他了
[00:05:31.300 --> 00:05:34.300]  結束他的工作,其實這是他們的動機,相當明顯的
[00:05:34.300 --> 00:05:39.300]  耶穌怎樣去回應這一條挑戰呢
[00:05:39.300 --> 00:05:42.300]  耶穌其實的方法很簡單
[00:05:42.300 --> 00:05:46.300]  他就說,你說我靠著鬼王趕鬼
[00:05:46.300 --> 00:05:50.300]  所以這種說法其實是有問題的
[00:05:50.300 --> 00:05:54.300]  鬼王趕鬼,你的意思是說他們鬼打鬼
[00:05:54.300 --> 00:05:56.300]  簡單來說
[00:05:56.300 --> 00:05:58.300]  那你們信不信鬼打鬼呢
[00:05:58.300 --> 00:06:01.300]  你們信不信他們自己在家打架呢
[00:06:01.300 --> 00:06:06.300]  當時的以色列人來說,他們的觀念是沒有這種觀念的
[00:06:06.300 --> 00:06:09.300]  其實我們看新聖經,我們都有一個理解
[00:06:09.300 --> 00:06:12.300]  就是在屬靈的黑暗權勢裡面
[00:06:12.300 --> 00:06:15.300]  雖然我們不是完全知道發生什麼事
[00:06:15.300 --> 00:06:18.300]  但是按照《易弗所書》那裡說
[00:06:18.300 --> 00:06:22.300]  其實是執政的掌權的,管治者優暗世界的
[00:06:22.300 --> 00:06:25.300]  那個是一個組織,有層次有高低
[00:06:25.300 --> 00:06:28.300]  他們都是有一種某種關聯在中間
[00:06:28.300 --> 00:06:31.300]  所以他們不是自己爭地盤的
[00:06:31.300 --> 00:06:33.300]  他們是有協調的
[00:06:33.300 --> 00:06:37.300]  所以耶穌在這裡說,這種說法其實是自相矛盾的
[00:06:37.300 --> 00:06:40.300]  撒旦怎麼會自己打自己呢
[00:06:40.300 --> 00:06:43.300]  另外,你也知道,有些門徒也會趕鬼的
[00:06:43.300 --> 00:06:46.300]  雖然聖經的記錄不是很多,也有片段的記錄
[00:06:46.300 --> 00:06:49.300]  如果鬼王是可以趕鬼的
[00:06:49.300 --> 00:06:53.300]  那麼你們那些門徒趕鬼,是不是也是靠著鬼王去趕呢
[00:06:53.300 --> 00:06:55.300]  他們一定不肯過來的
[00:06:55.300 --> 00:06:58.300]  所以這件事是帶出了一個問題
[00:06:58.300 --> 00:07:02.300]  如果耶穌能夠將啞了的人的鬼趕走
[00:07:02.300 --> 00:07:09.300]  然後他開口,其實就是在說神的能力淋到這個人中間
[00:07:09.300 --> 00:07:12.300]  不是鬼的能力,是神的能力淋到他中間
[00:07:12.300 --> 00:07:17.300]  所以是在說什麼呢,就是神的國淋到你們了
[00:07:17.300 --> 00:07:21.300]  就好像一個人,神的國淋到意思就是說
[00:07:21.300 --> 00:07:26.300]  有一個比鬼更大權力,更powerful的一個人
[00:07:26.300 --> 00:07:32.300]  去到他中間,將那個人捆綁,趕走,搶走他的東西
[00:07:32.300 --> 00:07:34.300]  用這個做比喻去說
[00:07:34.300 --> 00:07:38.300]  就是神的能力淋到他們的中間
[00:07:38.300 --> 00:07:44.300]  他這裏說第十九節,第二十節
[00:07:44.300 --> 00:07:49.300]  我若靠著神的能力趕鬼,這就是神的國淋到你們了
[00:07:49.300 --> 00:07:56.300]  這裏其實是用一個句法,讓他們想起舊約裏面
[00:07:56.300 --> 00:08:01.300]  特別是那個《初夏及記》裏面有十災
[00:08:01.300 --> 00:08:03.300]  裏面其實也有這樣的形容
[00:08:03.300 --> 00:08:06.300]  就是那些埃及人拜的神
[00:08:06.300 --> 00:08:09.300]  其實十災其實用意是在說
[00:08:09.300 --> 00:08:13.300]  十種,十個不同埃及人的神,他們在拜
[00:08:13.300 --> 00:08:18.300]  然後說摩西,藉著摩西的工作
[00:08:18.300 --> 00:08:23.300]  將這些埃及的偶像的權勢打敗
[00:08:23.300 --> 00:08:28.300]  那裏說是神的手段
[00:08:28.300 --> 00:08:31.300]  那些術士,那些埃及人看到
[00:08:31.300 --> 00:08:37.300]  原來是神的手在動,原文是神的手指
[00:08:37.300 --> 00:08:39.300]  神的手段,神的手指的工作
[00:08:39.300 --> 00:08:42.300]  他用同樣的字,讓他們聯想起
[00:08:42.300 --> 00:08:45.300]  是神的能力,勝過魔鬼的能力
[00:08:45.300 --> 00:08:50.300]  以致你們應該辨認到,這是神的工作
[00:08:50.300 --> 00:08:53.300]  所以我能夠將這隻鬼趕走
[00:08:53.300 --> 00:08:58.300]  其實代表著神國淋到,神的能力淋到我們的中間
[00:08:58.300 --> 00:09:02.300]  然後在第23節,他就說了一句話
[00:09:02.300 --> 00:09:04.300]  不與我相合的,就是敵我的
[00:09:04.300 --> 00:09:07.300]  不與我收聚的,就是分散的
[00:09:07.300 --> 00:09:09.300]  意思就是說,你們要懂得選擇
[00:09:09.300 --> 00:09:11.300]  你們要知道哪一位才是神
[00:09:11.300 --> 00:09:14.300]  你們應該要靠近祂,毀身祂
[00:09:14.300 --> 00:09:17.300]  所以這一段,耶穌很想帶出一件事
[00:09:17.300 --> 00:09:21.300]  這個神蹟發生之後,是顯明著神的國淋到
[00:09:21.300 --> 00:09:24.300]  然後我們遇到神蹟的人
[00:09:24.300 --> 00:09:27.300]  我們經歷神蹟的人,我們要毀身
[00:09:27.300 --> 00:09:30.300]  我們要知道,這個才是神
[00:09:30.300 --> 00:09:34.300]  我們要毀身祂,我們要跟從祂
[00:09:34.300 --> 00:09:41.300]  有一次,耶穌帶著三個門徒上山
[00:09:41.300 --> 00:09:44.300]  彼得、約翰、雅各上山
[00:09:44.300 --> 00:09:46.300]  登山就變像,大家記得這個片段
[00:09:46.300 --> 00:09:48.300]  變像,耶穌變像之後
[00:09:48.300 --> 00:09:53.300]  就和摩西、以利亞兩個舊約的領袖出現
[00:09:53.300 --> 00:09:57.300]  弄得彼得也很害怕,不知道發生什麼事
[00:09:57.300 --> 00:09:59.300]  不如夫子,不如這樣吧
[00:09:59.300 --> 00:10:02.300]  我為你起三座棚,給你們三個人住
[00:10:02.300 --> 00:10:04.300]  其實他也不知道自己在說什麼
[00:10:04.300 --> 00:10:07.300]  一輪的變像,完了之後
[00:10:07.300 --> 00:10:10.300]  經歷了這個很大的神蹟之後
[00:10:10.300 --> 00:10:12.300]  聖經裡面就這樣形容
[00:10:12.300 --> 00:10:15.300]  他就和那三個門徒有番話
[00:10:15.300 --> 00:10:17.300]  天上有聲音,他就這樣說
[00:10:17.300 --> 00:10:21.300]  他就說,最後,又說了什麼呢
[00:10:21.300 --> 00:10:25.300]  他說,這是我的愛子,我所揀選的
[00:10:25.300 --> 00:10:28.300]  你們要聽他
[00:10:28.300 --> 00:10:30.300]  即是說,發生了這個神蹟之後
[00:10:30.300 --> 00:10:34.300]  最後怎樣呢,結果就是要聽他
[00:10:34.300 --> 00:10:36.300]  你就要跟他
[00:10:36.300 --> 00:10:38.300]  發生這個神蹟是令人興奮的
[00:10:38.300 --> 00:10:40.300]  令人覺得很稀奇的
[00:10:40.300 --> 00:10:42.300]  不過,不只是停留在稀奇
[00:10:42.300 --> 00:10:45.300]  覺得驚訝,甚至是讚頌神
[00:10:45.300 --> 00:10:48.300]  這個層面上,耶穌很想鼓勵我們
[00:10:48.300 --> 00:10:50.300]  如果我們看到這個神蹟
[00:10:50.300 --> 00:10:52.300]  我們經歷了這個神蹟之後
[00:10:52.300 --> 00:10:55.300]  我們要怎樣呢,我們要有所選擇
[00:10:55.300 --> 00:10:57.300]  我們知道,神國想多了
[00:10:57.300 --> 00:11:00.300]  我們要選擇誰呢,我們要選擇跟從耶穌
[00:11:00.300 --> 00:11:04.300]  經歷神蹟之後,其實想我們有這個取向
[00:11:04.300 --> 00:11:06.300]  就不要再走以前的舊路
[00:11:06.300 --> 00:11:10.300]  我們要選擇跟從耶穌
[00:11:10.300 --> 00:11:13.300]  祂才是天地的主
[00:11:13.300 --> 00:11:16.300]  我想很多人經歷神蹟
[00:11:16.300 --> 00:11:17.300]  其實我們也是
[00:11:17.300 --> 00:11:20.300]  通常是因為我們有些需要
[00:11:20.300 --> 00:11:24.300]  你想一想,我們什麼時候會經歷到神蹟呢
[00:11:24.300 --> 00:11:29.300]  一般來說,假設我們遇到很大的困難
[00:11:29.300 --> 00:11:32.300]  可能我們身體上有疾病
[00:11:32.300 --> 00:11:36.300]  或者說,我們工作上遇到困難
[00:11:36.300 --> 00:11:39.300]  或者經濟上遇到危機
[00:11:39.300 --> 00:11:41.300]  家庭上遇到很大搞不定的事
[00:11:41.300 --> 00:11:43.300]  才會苦求神
[00:11:43.300 --> 00:11:46.300]  通常神蹟就在這種處境下發生
[00:11:46.300 --> 00:11:48.300]  我們有個需要,搞不定
[00:11:48.300 --> 00:11:49.300]  我們就去找神
[00:11:49.300 --> 00:11:53.300]  我們要帶著這個需要去到神的面前
[00:11:53.300 --> 00:11:55.300]  如果神聽祈禱
[00:11:55.300 --> 00:11:58.300]  如果神插手,神工作之後
[00:11:58.300 --> 00:12:01.300]  這個危機快解了
[00:12:01.300 --> 00:12:03.300]  神蹟發生了
[00:12:03.300 --> 00:12:04.300]  我記得一件事
[00:12:04.300 --> 00:12:07.300]  我們就不要拍拍屁股
[00:12:07.300 --> 00:12:08.300]  多謝你
[00:12:08.300 --> 00:12:10.300]  然後就掉頭走過去
[00:12:10.300 --> 00:12:12.300]  神蹟發生
[00:12:12.300 --> 00:12:16.300]  其實有一個很大的榮譽是要告訴我們
[00:12:16.300 --> 00:12:20.300]  神插手不是只想解決這個問題
[00:12:20.300 --> 00:12:22.300]  神插手其實是很想
[00:12:22.300 --> 00:12:24.300]  我們將我們的生命委生給祂
[00:12:24.300 --> 00:12:27.300]  讓我們知道這位是誰
[00:12:27.300 --> 00:12:29.300]  神的國林多立
[00:12:29.300 --> 00:12:31.300]  原來祂真是神
[00:12:31.300 --> 00:12:33.300]  祂真是powerful
[00:12:33.300 --> 00:12:34.300]  祂真是有能力的
[00:12:34.300 --> 00:12:38.300]  所以我們要選擇跟從祂
[00:12:38.300 --> 00:12:41.300]  我們要委生給祂
[00:12:41.300 --> 00:12:45.300]  很多人的生命成長不了
[00:12:45.300 --> 00:12:48.300]  就不是他沒有經歷過神的工作
[00:12:48.300 --> 00:12:50.300]  你問你自己
[00:12:50.300 --> 00:12:51.300]  多年選耶穌
[00:12:51.300 --> 00:12:54.300]  你有沒有經歷過神幫你
[00:12:54.300 --> 00:12:55.300]  和你一起
[00:12:55.300 --> 00:12:56.300]  甚至去解決問題
[00:12:56.300 --> 00:12:58.300]  很多人都經歷過
[00:12:58.300 --> 00:12:59.300]  或多或少
[00:12:59.300 --> 00:13:00.300]  體驗過,經歷過
[00:13:00.300 --> 00:13:03.300]  但是怎樣才能夠經歷了這些之後
[00:13:03.300 --> 00:13:05.300]  我們的生命可以成長
[00:13:05.300 --> 00:13:06.300]  可以突破
[00:13:06.300 --> 00:13:08.300]  可以繼續向前
[00:13:08.300 --> 00:13:11.300]  就不是求神讓我看多一個神蹟
[00:13:11.300 --> 00:13:12.300]  而是怎樣呢
[00:13:12.300 --> 00:13:13.300]  經歷了這個之後
[00:13:13.300 --> 00:13:16.300]  我們知道這位是誰
[00:13:16.300 --> 00:13:19.300]  然後我們選擇跟從祂
[00:13:19.300 --> 00:13:22.300]  以前可能我會靠我自己
[00:13:22.300 --> 00:13:25.300]  譬如說我因為經濟的問題
[00:13:25.300 --> 00:13:28.300]  可能是因為賭錢的問題
[00:13:28.300 --> 00:13:31.300]  我找神,我解決不了
[00:13:31.300 --> 00:13:34.300]  結果神用祂的方法解決了我的問題
[00:13:34.300 --> 00:13:36.300]  然後怎樣呢
[00:13:36.300 --> 00:13:38.300]  我學到東西了
[00:13:38.300 --> 00:13:41.300]  我知道神不只是來解決我的問題
[00:13:41.300 --> 00:13:44.300]  神想我們知道祂是誰
[00:13:44.300 --> 00:13:48.300]  然後我們就不要再靠我自己的方法
[00:13:48.300 --> 00:13:50.300]  我要怎樣轉向
[00:13:50.300 --> 00:13:51.300]  我要跟從祂
[00:13:51.300 --> 00:13:55.300]  這個就是耶穌在這裡很想告訴我們
[00:13:55.300 --> 00:13:56.300]  經歷神蹟之後
[00:13:56.300 --> 00:13:58.300]  我們後續的工作
[00:13:58.300 --> 00:14:00.300]  就是我們要看到
[00:14:00.300 --> 00:14:01.300]  知道神國降臨
[00:14:01.300 --> 00:14:04.300]  然後要去跟從祂
[00:14:04.300 --> 00:14:06.300]  畏身給祂
[00:14:06.300 --> 00:14:08.300]  第二段
[00:14:08.300 --> 00:14:10.300]  二十四節到二十八節
[00:14:10.300 --> 00:14:11.300]  是很特別的
[00:14:11.300 --> 00:14:16.300]  那裡說一個污鬼離開了人生
[00:14:16.300 --> 00:14:18.300]  是不是這個污鬼
[00:14:18.300 --> 00:14:20.300]  等於剛才那個啞巴的鬼呢
[00:14:20.300 --> 00:14:21.300]  就不知道了
[00:14:21.300 --> 00:14:25.300]  它是沒有這樣的連繫的
[00:14:25.300 --> 00:14:26.300]  不過總而言之
[00:14:26.300 --> 00:14:27.300]  它是說一件事
[00:14:27.300 --> 00:14:29.300]  如果一個人
[00:14:29.300 --> 00:14:31.300]  他裡面有些不好的東西
[00:14:31.300 --> 00:14:32.300]  黑暗的權勢
[00:14:32.300 --> 00:14:35.300]  鬼離開了他
[00:14:35.300 --> 00:14:36.300]  好不好
[00:14:36.300 --> 00:14:37.300]  當然好
[00:14:37.300 --> 00:14:38.300]  裡面清了
[00:14:38.300 --> 00:14:40.300]  裡面乾淨了
[00:14:40.300 --> 00:14:42.300]  鬼走了
[00:14:42.300 --> 00:14:43.300]  走完之後發覺
[00:14:43.300 --> 00:14:45.300]  外面也不是很好玩
[00:14:45.300 --> 00:14:47.300]  入豬群不是很好
[00:14:47.300 --> 00:14:48.300]  我不是很喜歡豬
[00:14:48.300 --> 00:14:49.300]  回頭看
[00:14:49.300 --> 00:14:51.300]  不如先回去看看他怎樣
[00:14:51.300 --> 00:14:52.300]  回去看看這個人
[00:14:52.300 --> 00:14:54.300]  裡面乾乾淨淨
[00:14:54.300 --> 00:14:55.300]  整齊整齊
[00:14:55.300 --> 00:14:57.300]  房間都弄好了
[00:14:57.300 --> 00:14:58.300]  這麼好
[00:14:58.300 --> 00:14:59.300]  不如這樣
[00:14:59.300 --> 00:15:01.300]  叫七個更好的鬼來住在裡面
[00:15:01.300 --> 00:15:02.300]  這個人的情況
[00:15:02.300 --> 00:15:06.300]  就比先前的更加差
[00:15:06.300 --> 00:15:09.300]  更加不好
[00:15:09.300 --> 00:15:12.300]  其實這是一個危機
[00:15:12.300 --> 00:15:15.300]  這個比喻
[00:15:15.300 --> 00:15:16.300]  或者這個形容
[00:15:16.300 --> 00:15:18.300]  是說一個人的生命
[00:15:18.300 --> 00:15:21.300]  如果他經歷了神的工作
[00:15:21.300 --> 00:15:23.300]  其實他有危機
[00:15:23.300 --> 00:15:25.300]  危機是怎樣呢
[00:15:25.300 --> 00:15:27.300]  他會讓黑暗的權勢
[00:15:27.300 --> 00:15:29.300]  讓試探
[00:15:29.300 --> 00:15:31.300]  進入他的生命
[00:15:31.300 --> 00:15:33.300]  有可能是這樣
[00:15:33.300 --> 00:15:34.300]  如果我們的生命
[00:15:34.300 --> 00:15:37.300]  不被好的東西填滿
[00:15:37.300 --> 00:15:39.300]  其實這個就是危險
[00:15:39.300 --> 00:15:42.300]  所以有時候我們為別人祈禱
[00:15:42.300 --> 00:15:43.300]  為別人釋放祈禱
[00:15:43.300 --> 00:15:45.300]  如果真的有趕鬼的工作
[00:15:45.300 --> 00:15:46.300]  發生的話
[00:15:46.300 --> 00:15:47.300]  通常完了之後
[00:15:47.300 --> 00:15:48.300]  我們都會為他祈禱
[00:15:48.300 --> 00:15:50.300]  求神的靈充滿他
[00:15:50.300 --> 00:15:53.300]  不要留一些空間
[00:15:53.300 --> 00:15:55.300]  給撒旦有機可乘
[00:15:55.300 --> 00:15:58.300]  通常我們都會做這個工作
[00:15:58.300 --> 00:16:02.300]  除了說給聖靈充滿之外
[00:16:02.300 --> 00:16:05.300]  其實他後面那段
[00:16:05.300 --> 00:16:06.300]  是有意思的
[00:16:06.300 --> 00:16:07.300]  接著他就說
[00:16:07.300 --> 00:16:09.300]  耶穌正這樣說的時候
[00:16:09.300 --> 00:16:11.300]  眾人中間有一個女人大聲說
[00:16:11.300 --> 00:16:13.300]  懷你胎的和
[00:16:13.300 --> 00:16:14.300]  預養你的有福
[00:16:14.300 --> 00:16:15.300]  耶穌說
[00:16:15.300 --> 00:16:17.300]  是 沒錯
[00:16:17.300 --> 00:16:19.300]  不過還不如聽神之道
[00:16:19.300 --> 00:16:21.300]  而遵守的人有福
[00:16:21.300 --> 00:16:22.300]  他將這段經文
[00:16:22.300 --> 00:16:24.300]  放在一起
[00:16:24.300 --> 00:16:26.300]  我相信有一個很重要的含義
[00:16:26.300 --> 00:16:28.300]  就是說一個生命中
[00:16:28.300 --> 00:16:30.300]  經歷過神蹟的人
[00:16:30.300 --> 00:16:33.300]  他裡面不單止要被聖靈充滿
[00:16:33.300 --> 00:16:36.300]  其實他裡面還要讓神的道
[00:16:36.300 --> 00:16:38.300]  在他裡面充滿他
[00:16:38.300 --> 00:16:40.300]  這個才是叫他
[00:16:40.300 --> 00:16:44.300]  能夠繼續不讓撒旦攻擊他
[00:16:44.300 --> 00:16:48.300]  入侵他的一個最重要的方法
[00:16:48.300 --> 00:16:53.300]  我記得有一次經驗
[00:16:53.300 --> 00:16:54.300]  是很深刻的
[00:16:54.300 --> 00:16:56.300]  是很早期經歷
[00:16:56.300 --> 00:16:58.300]  趕鬼的經驗
[00:16:58.300 --> 00:17:01.300]  在一間教會裡面
[00:17:01.300 --> 00:17:04.300]  參與一個服侍工作
[00:17:04.300 --> 00:17:06.300]  那一晚真是很多人
[00:17:06.300 --> 00:17:08.300]  都是令人很深刻
[00:17:08.300 --> 00:17:10.300]  那個人上來教會裡面
[00:17:10.300 --> 00:17:12.300]  大家一起為他祈禱
[00:17:12.300 --> 00:17:13.300]  他說想信耶穌
[00:17:13.300 --> 00:17:14.300]  那個人未信主
[00:17:14.300 --> 00:17:15.300]  不過又拜偶像
[00:17:15.300 --> 00:17:16.300]  拜得很厲害
[00:17:16.300 --> 00:17:17.300]  他祈禱
[00:17:17.300 --> 00:17:18.300]  結果鬼彰顯
[00:17:18.300 --> 00:17:22.300]  其實我是第一次親眼見
[00:17:22.300 --> 00:17:26.300]  我站在當時的牧師後面
[00:17:26.300 --> 00:17:27.300]  那個牧師很勇敢
[00:17:27.300 --> 00:17:28.300]  祈禱
[00:17:28.300 --> 00:17:29.300]  罵他
[00:17:29.300 --> 00:17:32.300]  那個人眼睛就反白
[00:17:32.300 --> 00:17:33.300]  男聲變女聲
[00:17:33.300 --> 00:17:36.300]  你覺得很令人毛骨悚然
[00:17:36.300 --> 00:17:37.300]  的現象
[00:17:37.300 --> 00:17:39.300]  又震又什麼
[00:17:39.300 --> 00:17:41.300]  都挺好看的
[00:17:41.300 --> 00:17:43.300]  不過又很令人害怕
[00:17:43.300 --> 00:17:45.300]  最後很長時間之後
[00:17:45.300 --> 00:17:47.300]  終於這個人躺下了
[00:17:47.300 --> 00:17:49.300]  鬼走了
[00:17:49.300 --> 00:17:50.300]  真是
[00:17:50.300 --> 00:17:53.300]  整晚很印象深刻
[00:17:53.300 --> 00:17:55.300]  回家
[00:17:55.300 --> 00:17:56.300]  那時也很晚
[00:17:56.300 --> 00:17:57.300]  回家
[00:17:57.300 --> 00:17:59.300]  突然間很害怕
[00:17:59.300 --> 00:18:02.300]  不太敢洗澡
[00:18:02.300 --> 00:18:07.300]  洗澡的時候不敢照鏡
[00:18:07.300 --> 00:18:09.300]  晚上照鏡
[00:18:09.300 --> 00:18:11.300]  要看見什麼
[00:18:11.300 --> 00:18:13.300]  其實這是一種心理上的影響
[00:18:13.300 --> 00:18:15.300]  我現在回想
[00:18:15.300 --> 00:18:16.300]  可能離開的時候
[00:18:16.300 --> 00:18:18.300]  沒有大家一起做什麼潔淨祈禱
[00:18:18.300 --> 00:18:19.300]  沒有做什麼
[00:18:19.300 --> 00:18:20.300]  總而言之
[00:18:20.300 --> 00:18:24.300]  這個人就很害怕
[00:18:24.300 --> 00:18:26.300]  那怎麼辦
[00:18:26.300 --> 00:18:28.300]  於是就想了想
[00:18:28.300 --> 00:18:29.300]  不如這樣
[00:18:29.300 --> 00:18:30.300]  於是就揭開了
[00:18:30.300 --> 00:18:31.300]  終於揭開了聖經
[00:18:31.300 --> 00:18:33.300]  看到其中有一段
[00:18:33.300 --> 00:18:34.300]  就是菲勒比書
[00:18:34.300 --> 00:18:35.300]  我想很多人都很熟悉的
[00:18:35.300 --> 00:18:37.300]  菲勒比書第二章
[00:18:37.300 --> 00:18:39.300]  那段聖經
[00:18:39.300 --> 00:18:41.300]  就是說耶穌基督
[00:18:41.300 --> 00:18:44.300]  他降卑
[00:18:44.300 --> 00:18:46.300]  然後他成為僕人
[00:18:46.300 --> 00:18:48.300]  然後取了人的形象
