
[00:00:00.000 --> 00:00:04.100]  各位電影姐妹們 平安
[00:01:52.600 --> 00:01:53.900]  讓我們明白到
[00:01:53.900 --> 00:01:57.100]  原來過去有些侍奉神的場景
[00:01:57.100 --> 00:01:58.800]  或者一些方式
[00:01:58.800 --> 00:02:01.280]  原來都會改變的
[00:02:01.280 --> 00:02:05.160]  當我們正很努力去不斷去面對這些
[00:02:05.160 --> 00:02:07.400]  學習這些新常態之下
[00:02:07.400 --> 00:02:09.320]  怎樣去侍奉
[00:02:09.320 --> 00:02:13.640]  我們面對今天的疫情下的生活
[00:02:13.640 --> 00:02:17.860]  其實都是一個很好的機會讓我們停一停
[00:02:17.860 --> 00:02:21.580]  我們靜下來去思想一下
[00:02:21.580 --> 00:02:24.280]  我們可以同尋在侍奉上
[00:02:24.280 --> 00:02:25.880]  我們侍奉神的時候
[00:02:25.880 --> 00:02:30.740]  有些什麼不會改變的原則和機要的真理
[00:02:30.740 --> 00:02:34.540]  是我們必須要留心和持守的呢?
[00:02:34.540 --> 00:02:36.680]  今日和大家分享的題目就是
[00:02:36.680 --> 00:02:38.400]  「侍奉的再施」
[00:02:38.400 --> 00:02:40.700]  求主大靈藉著今天的經文
[00:02:40.700 --> 00:02:44.120]  和我們一同來彼此學習
[00:02:44.120 --> 00:02:48.400]  我們一起同心地來禱告
[00:02:48.400 --> 00:02:50.100]  天父我們將到這一刻的時間
[00:02:50.100 --> 00:02:52.560]  恭敬交託給祢
[00:02:52.560 --> 00:02:54.140]  求祢幫助
[00:02:54.140 --> 00:02:57.260]  讓我們每一次去研讀祢的話語的時候
[00:02:57.260 --> 00:02:59.100]  聖靈親自引導
[00:02:59.100 --> 00:03:00.500]  教導我們
[00:03:00.500 --> 00:03:02.100]  加添我們的信心
[00:03:02.100 --> 00:03:03.700]  加添我們的力量
[00:03:03.700 --> 00:03:05.300]  我們與主親近
[00:03:05.300 --> 00:03:07.340]  亦都明白主祢的心意
[00:03:07.340 --> 00:03:08.920]  去進行主導
[00:03:08.920 --> 00:03:11.180]  將以下時間恭敬交託
[00:03:11.180 --> 00:03:12.720]  祈禱奉靠主耶穌
[00:03:12.720 --> 00:03:14.600]  基督的名字而求
[00:03:14.600 --> 00:03:16.880]  阿門」
[00:03:16.880 --> 00:03:18.820]  今日和大家分享的經文是
[00:03:18.820 --> 00:03:23.180]  《路加福音》第十章三十八至四十二節
[00:03:23.180 --> 00:03:25.520]  在三十八節裏經文提到
[00:03:25.520 --> 00:03:27.120]  「他們繼續前行
[00:03:27.120 --> 00:03:29.200]  耶穌進了一個村莊」
[00:03:29.200 --> 00:03:33.820]  即是說原來耶穌不斷在侍奉的情況下
[00:03:33.820 --> 00:03:38.360]  在《路加福音》第十章一至二十節裏
[00:03:38.360 --> 00:03:44.100]  祂有提到耶穌去呼召七十二個門徒
[00:03:44.100 --> 00:03:46.580]  出去為主傳道
[00:03:46.580 --> 00:03:47.880]  差遣他們
[00:03:47.880 --> 00:03:50.340]  接著這些門徒回到廟宇時
[00:03:50.340 --> 00:03:51.420]  跟他們說
[00:03:51.420 --> 00:03:55.180]  我們發覺連鬼魔都服了他們
[00:03:55.180 --> 00:03:56.920]  接著門徒很喜歡
[00:03:56.920 --> 00:03:58.140]  很開心
[00:03:58.140 --> 00:03:59.820]  耶穌就提醒他們
[00:03:59.820 --> 00:04:06.260]  不要因為鬼服了你們而去呼召
[00:04:06.260 --> 00:04:09.200]  而是要因著你們的名字
[00:04:09.200 --> 00:04:11.820]  記錄在天上來歡喜
[00:04:11.820 --> 00:04:13.460]  接著亦有提到
[00:04:13.460 --> 00:04:16.400]  耶穌因著神的美意
[00:04:16.400 --> 00:04:20.320]  也是被聖靈感動
[00:04:20.320 --> 00:04:21.820]  然後歡樂起來
[00:04:21.820 --> 00:04:23.720]  所以前一段的經文
[00:04:23.720 --> 00:04:27.240]  我會覺得是侍奉的喜樂
[00:04:27.240 --> 00:04:31.460]  接著在十章二十一至三十七節時
[00:04:31.460 --> 00:04:36.260]  耶穌提到一個好撒瑪利亞人的比喻
[00:04:36.260 --> 00:04:37.400]  在這個比喻裏面
[00:04:37.400 --> 00:04:39.640]  我們看到侍奉的真諦
[00:04:39.640 --> 00:04:42.800]  就是我們要愛神和愛人
[00:04:42.800 --> 00:04:45.560]  接著今天跟大家分享經文裏面
[00:04:45.560 --> 00:04:47.980]  第三十八至四十二節
[00:04:47.980 --> 00:04:50.980]  我分別會給予一個分題
[00:04:50.980 --> 00:04:53.400]  就是侍奉的基礎
[00:04:53.400 --> 00:04:56.540]  就是要聽主的真道
[00:04:56.540 --> 00:04:58.880]  侍奉的危機
[00:04:58.880 --> 00:05:00.580]  對主的埋怨
[00:05:00.580 --> 00:05:01.960]  侍奉的福分
[00:05:01.960 --> 00:05:05.140]  就是對主的選擇
[00:05:05.140 --> 00:05:06.180]  在這段經文裏面
[00:05:06.180 --> 00:05:10.180]  我們看到耶穌來到馬大和瑪利亞的家
[00:05:10.180 --> 00:05:12.340]  如果在《約翰福音》第十一章裏面
[00:05:12.340 --> 00:05:15.460]  補充到馬大和瑪利亞
[00:05:15.460 --> 00:05:17.160]  他們是住在伯大利的
[00:05:17.160 --> 00:05:20.460]  來耶路撒冷大概有三公里的路程
[00:05:20.460 --> 00:05:23.920]  這一家人有姐姐馬大和瑪利亞
[00:05:23.920 --> 00:05:25.360]  還有一個弟弟
[00:05:25.360 --> 00:05:26.580]  我們都很熟悉的
[00:05:26.580 --> 00:05:31.040]  耶穌曾經在《約翰福音》第十一章裏面記載
[00:05:31.040 --> 00:05:32.880]  拉撒路病重
[00:05:32.880 --> 00:05:35.920]  耶穌叫他從死裏復活
[00:05:35.920 --> 00:05:37.160]  聖經亦記載
[00:05:37.160 --> 00:05:42.300]  這個家庭是耶穌很喜愛他們的
[00:05:42.300 --> 00:05:45.660]  但很奇怪地沒有提到他們有父母
[00:05:45.660 --> 00:05:48.620]  馬大是家中裏面最年長的
[00:05:48.620 --> 00:05:49.680]  作為大姐姐
[00:05:49.680 --> 00:05:51.360]  是家中的女主人
[00:05:51.360 --> 00:05:54.360]  她接待耶穌到家裏面
[00:05:54.360 --> 00:05:58.520]  負責招待夫子和招待門徒的責任
[00:05:58.520 --> 00:06:03.240]  相信都是他們一家人很樂意和感到榮幸
[00:06:03.240 --> 00:06:05.460]  正如在《路加福音》第九章裏面
[00:06:05.460 --> 00:06:08.040]  一開始耶穌都有教導門徒
[00:06:08.040 --> 00:06:10.560]  當你們去傳道的時候
[00:06:10.560 --> 00:06:11.960]  每去到一個家庭
[00:06:11.960 --> 00:06:17.280]  就來領受吃喝他們所供給的食物
[00:06:17.280 --> 00:06:18.620]  所以某程度上
[00:06:18.620 --> 00:06:21.260]  這兩姐妹接待耶穌的時候
[00:06:21.260 --> 00:06:24.940]  其實都是在進行耶穌的教導
[00:06:24.940 --> 00:06:27.740]  亦在《路加福音》第八章裏面
[00:06:27.740 --> 00:06:28.880]  有描述道
[00:06:28.880 --> 00:06:30.780]  「有好些別的婦女
[00:06:30.780 --> 00:06:33.340]  她們都是用自己的財物
[00:06:33.340 --> 00:06:35.920]  供給耶穌和使徒」
[00:06:35.920 --> 00:06:37.240]  所以我們看見
[00:06:37.240 --> 00:06:38.820]  原來昔日的婦女
[00:06:38.820 --> 00:06:42.860]  她們都很願意去跟從耶穌
[00:06:42.860 --> 00:06:44.360]  去侍奉耶穌
[00:06:44.360 --> 00:06:46.800]  很願意去支持他們的服侍
[00:06:46.800 --> 00:06:49.220]  這也成為了耶穌時期
[00:06:49.220 --> 00:06:51.020]  甚至是初期教會
[00:06:51.020 --> 00:06:54.500]  一個很重要的貢獻和榜樣
[00:06:54.500 --> 00:06:56.420]  在這一次耶穌探訪
[00:06:56.420 --> 00:06:59.580]  馬大和瑪利亞的家庭的時候
[00:06:59.580 --> 00:07:00.540]  我們發覺
[00:07:00.540 --> 00:07:01.740]  其實一開始
[00:07:01.740 --> 00:07:04.620]  相信氣氛一定是很歡愉
[00:07:04.620 --> 00:07:05.900]  很祥和
[00:07:05.900 --> 00:07:07.600]  因為耶穌來到
[00:07:07.600 --> 00:07:08.900]  但是不久後
[00:07:08.900 --> 00:07:11.260]  就出現了一個衝突的場面
[00:07:11.260 --> 00:07:12.820]  經文記載
[00:07:12.820 --> 00:07:14.720]  「馬大事後的事多
[00:07:14.720 --> 00:07:16.220]  心裡忙亂
[00:07:16.220 --> 00:07:17.620]  進前來說
[00:07:17.620 --> 00:07:18.380]  主啊
[00:07:18.380 --> 00:07:19.540]  我的妹妹
[00:07:19.540 --> 00:07:21.540]  留下我一個人事後
[00:07:21.540 --> 00:07:22.860]  你不在意嗎?
[00:07:22.860 --> 00:07:26.060]  請吩咐她來幫助我」
[00:07:26.060 --> 00:07:29.220]  馬大作為大姐姐
[00:07:29.220 --> 00:07:33.100]  應該會帶領妹妹做一些服侍
[00:07:33.100 --> 00:07:35.300]  預備款待人客的工作
[00:07:35.300 --> 00:07:36.820]  本來是沒有錯的
[00:07:36.820 --> 00:07:38.900]  但是在她預備的過程裡
[00:07:38.900 --> 00:07:41.260]  可能事務功夫太多了
[00:07:41.260 --> 00:07:42.220]  很忙亂
[00:07:42.220 --> 00:07:43.300]  接著看見妹妹
[00:07:43.300 --> 00:07:45.620]  竟然只是坐在耶穌的腳前
[00:07:45.620 --> 00:07:47.380]  去聽主的講道
[00:07:47.380 --> 00:07:50.940]  心裡會不會有些焦急
[00:07:50.940 --> 00:07:53.420]  好像覺得不公平
[00:07:53.420 --> 00:07:56.220]  甚至會不會不甘心
[00:07:56.220 --> 00:07:59.220]  甚至會不會有嫉妒呢?
[00:07:59.220 --> 00:08:04.460]  馬大最後前來向主投訴
[00:08:04.460 --> 00:08:07.700]  他說「馬大對妹妹瑪利亞的期望和投訴
[00:08:07.700 --> 00:08:08.740]  表面看來
[00:08:08.740 --> 00:08:11.580]  其實我們都覺得好像是合理的
[00:08:11.580 --> 00:08:14.940]  但是當我們看見耶穌的回應的時候
[00:08:14.940 --> 00:08:17.380]  也發覺原來耶穌的焦點
[00:08:17.380 --> 00:08:21.980]  並不只是單單完成在款待工作上
[00:08:21.980 --> 00:08:24.980]  接下來讓我們在短短的事蹟裡
[00:08:24.980 --> 00:08:26.580]  和耶穌的回應上
[00:08:26.580 --> 00:08:29.820]  去作出侍奉的再思
[00:08:29.820 --> 00:08:31.580]  第一點想和大家分享的是
[00:08:31.580 --> 00:08:35.980]  侍奉的基礎就是聽主的真道
[00:08:35.980 --> 00:08:39.340]  當瑪利亞知道耶穌來了
[00:08:39.340 --> 00:08:42.940]  她坐在主的腳前坐著聽祂的道
[00:08:42.940 --> 00:08:45.660]  其實經文沒有太多的再記熟
[00:08:45.660 --> 00:08:48.620]  妹妹瑪利亞也有在幫助
[00:08:48.620 --> 00:08:50.260]  後來看到耶穌來了
[00:08:50.260 --> 00:08:53.180]  接著就捉住機會聽耶穌的講道
[00:08:53.180 --> 00:08:54.780]  我們不算太清楚
[00:08:54.780 --> 00:08:55.740]  但起碼這一刻
[00:08:55.740 --> 00:08:57.660]  經文給我們有一個重點
[00:08:57.660 --> 00:09:02.820]  就是看到瑪利亞願意坐在主的腳前
[00:09:02.820 --> 00:09:05.020]  即是當下的狀態就是
[00:09:05.020 --> 00:09:07.580]  相信她可能會仰望耶穌
[00:09:07.580 --> 00:09:09.780]  坐在主的腳前
[00:09:09.780 --> 00:09:12.260]  可能是比較低的位置
[00:09:12.260 --> 00:09:14.460]  同時讓我們感受到
[00:09:14.460 --> 00:09:16.620]  她是一個全人對耶穌的
[00:09:16.620 --> 00:09:19.580]  降伏的心態來聽道
[00:09:19.580 --> 00:09:20.420]  為什麼呢?
[00:09:20.420 --> 00:09:21.820]  因為起碼她的身體
[00:09:21.820 --> 00:09:26.100]  如果姐姐那麼忙去準備功夫的時候
[00:09:26.100 --> 00:09:27.940]  其實她應該幫忙的
[00:09:27.940 --> 00:09:29.300]  但是在這一刻
[00:09:29.300 --> 00:09:31.700]  她的身體和她的心靈
[00:09:31.700 --> 00:09:35.180]  其實只是單單降伏在主的面前
[00:09:35.180 --> 00:09:38.180]  我們發覺其實她應該也有些壓力
[00:09:38.180 --> 00:09:40.780]  因為過去家裡的事務
[00:09:40.780 --> 00:09:45.020]  相信應該都是兄弟姐妹彼此去支援
[00:09:45.020 --> 00:09:46.420]  彼此合作的
[00:09:46.420 --> 00:09:47.420]  但是在這一刻
[00:09:47.420 --> 00:09:50.700]  她沒有被這個壓力來影響
[00:09:50.700 --> 00:09:52.220]  她也沒有降伏在別人
[00:09:52.220 --> 00:09:55.020]  或者是姐姐的期望和要求底下
[00:09:55.020 --> 00:09:59.980]  可見她愛慕聽主的心實在是很強
[00:09:59.980 --> 00:10:03.780]  值得留意的是「坐著」這個詞語
[00:10:03.780 --> 00:10:05.500]  原來在原文希臘文裡面
[00:10:05.500 --> 00:10:09.740]  是一個被動的動詞
[00:10:09.740 --> 00:10:11.740]  我們會發覺「坐著」
[00:10:11.740 --> 00:10:13.820]  並不是一個人主動的動作嗎?
[00:10:13.820 --> 00:10:18.820]  為什麼文字上會用一個被動的語態來表達呢?
[00:10:18.820 --> 00:10:22.020]  曾經有一些悉經學者提出
[00:10:22.020 --> 00:10:24.620]  當時一些拉比
[00:10:24.620 --> 00:10:27.780]  通常他們未必會接收女的門徒
[00:10:27.780 --> 00:10:31.460]  這是當時文化上不太被接納的
[00:10:31.460 --> 00:10:35.060]  但是如果瑪利亞在當下
[00:10:35.060 --> 00:10:38.260]  坐在耶穌的腳前聽道的話
[00:10:38.260 --> 00:10:40.420]  某程度上也表達了
[00:10:40.420 --> 00:10:44.220]  耶穌接納了瑪利亞成為他的門徒
[00:10:44.220 --> 00:10:45.140]  事實上
[00:10:45.140 --> 00:10:48.940]  耶穌的道實在是太吸引了
[00:10:48.940 --> 00:10:52.300]  縱然有一些責任或者是功夫
[00:10:52.300 --> 00:10:55.460]  瑪利亞也願意被主的道吸引
[00:10:55.460 --> 00:11:00.340]  打壓時機在主的腳前聽主的講道
[00:11:00.340 --> 00:11:01.460]  事實上
[00:11:01.460 --> 00:11:07.220]  神的話語確實是我們一切侍奉上的基礎和根基
[00:11:07.220 --> 00:11:08.860]  服侍人是需要的
[00:11:08.860 --> 00:11:12.860]  但更重要的是先來領受主的道
[00:11:12.860 --> 00:11:18.060]  我記得過去試過在工場服侍的時候
[00:11:18.060 --> 00:11:21.940]  發覺當我們要將耶穌的話語擺在手上
[00:11:21.940 --> 00:11:25.100]  一早就要來好好領修讀經
[00:11:25.100 --> 00:11:27.540]  我們不斷努力學習和進行
[00:11:27.540 --> 00:11:32.260]  但是有時侍奉的工作太忙碌的時候
[00:11:32.260 --> 00:11:36.100]  可能未必做到每個早晨來親近主
[00:11:36.100 --> 00:11:38.700]  但我們也會把握一些時機
[00:11:38.700 --> 00:11:40.740]  例如開車的時候
[00:11:40.740 --> 00:11:43.820]  很感恩香港一些的差傳機構
[00:11:43.820 --> 00:11:47.980]  不斷寄很多的港島帶到工場給一些關愛使者
[00:11:47.980 --> 00:11:49.460]  我們就把握這些機會
[00:11:49.460 --> 00:11:51.780]  開車的時候也來聽
[00:11:51.780 --> 00:11:54.980]  因為以前在曼谷常常塞車
[00:11:54.980 --> 00:11:58.860]  在車裡最好的方法就是聽詩歌
[00:11:58.860 --> 00:12:00.260]  聽神的道
[00:12:00.260 --> 00:12:03.100]  確實發覺在生活裡
[00:12:03.100 --> 00:12:06.500]  如果有神的道滲透在我們心靈裡
[00:12:06.500 --> 00:12:08.460]  我們就會不至枯乾
[00:12:08.460 --> 00:12:12.060]  我們會有力量來面對生活
[00:12:12.060 --> 00:12:14.980]  所以我們基督徒確實在屬靈生命裡
[00:12:14.980 --> 00:12:17.340]  真的需要有一個優先的次序
[00:12:17.340 --> 00:12:19.900]  學習先來親近神
[00:12:19.900 --> 00:12:23.420]  將我們和耶穌能夠在一起的時間
[00:12:23.420 --> 00:12:24.780]  擺在手上
[00:12:24.780 --> 00:12:26.500]  當神的話語臨到的時候
[00:12:26.500 --> 00:12:29.580]  我們能夠有侍奉的指引
[00:12:29.580 --> 00:12:34.300]  也有力量來去支取力量去侍奉
[00:12:34.300 --> 00:12:36.140]  其實回看馬大
[00:12:36.140 --> 00:12:39.060]  他為了招待耶穌而很忙碌
[00:12:39.060 --> 00:12:44.900]  瑪利亞坐在耶穌的腳前聽道
[00:12:44.900 --> 00:12:45.740]  其實我們看到
[00:12:45.740 --> 00:12:47.980]  馬大和瑪利亞兩姐妹
[00:12:47.980 --> 00:12:50.580]  其實她們都是熱心愛主的
[00:12:50.580 --> 00:12:53.140]  不過可能她們兩個性格有不同
[00:12:53.140 --> 00:12:56.340]  馬大一心一意很勤力
[00:12:56.340 --> 00:13:02.980]  預備一頓好的菜送給耶穌來享受
[00:13:02.980 --> 00:13:05.660]  而瑪利亞很願意把握機會
[00:13:05.660 --> 00:13:08.020]  來領受主的話語
[00:13:08.020 --> 00:13:09.700]  其實她們兩姐妹
[00:13:09.700 --> 00:13:12.740]  都是表達出盡她們的能力去愛主
[00:13:12.740 --> 00:13:14.620]  但是當主的回應的時候
[00:13:14.620 --> 00:13:16.700]  讓我們明白到一個道理
[00:13:16.700 --> 00:13:20.020]  原來我們要小心
[00:13:20.020 --> 00:13:22.500]  不要有時忘意服侍耶穌
[00:13:22.500 --> 00:13:26.380]  但是忽略了和主耶穌站在一起的時間
[00:13:26.380 --> 00:13:29.980]  這樣會容易有危機出現
[00:13:29.980 --> 00:13:31.660]  第二點想和大家分享
[00:13:31.660 --> 00:13:36.180]  在侍奉上我們究竟會有什麼危機呢?
[00:13:36.180 --> 00:13:37.700]  就是對主
[00:13:37.700 --> 00:13:39.460]  甚至會有埋怨
[00:13:39.460 --> 00:13:40.900]  在經文四十節裡
[00:13:40.900 --> 00:13:44.580]  他提到馬大事後的事多
[00:13:44.580 --> 00:13:47.100]  馬大是一個很重雜的人
[00:13:47.100 --> 00:13:48.420]  很勤力工作
[00:13:48.420 --> 00:13:51.140]  努力為主去預備筵席
[00:13:51.140 --> 00:13:54.020]  可能要預備的東西實在太多了
[00:13:54.020 --> 00:13:55.300]  應接不暇
[00:13:55.300 --> 00:13:56.900]  心裡忙亂
[00:13:56.900 --> 00:13:59.300]  原來這個心裡忙亂
[00:13:59.300 --> 00:14:01.420]  同樣是一個被動的詞語
[00:14:01.420 --> 00:14:04.380]  即是說他的心真的要分心了
[00:14:04.380 --> 00:14:08.060]  心靈被外界很多事務紛擾著
[00:14:08.060 --> 00:14:12.020]  於是令到他差不多要頭疼頭顫
[00:14:12.020 --> 00:14:14.900]  而馬大終於受不住了
[00:14:14.900 --> 00:14:17.260]  他就進前來
[00:14:17.260 --> 00:14:19.140]  來到主的庚前
[00:14:19.140 --> 00:14:21.260]  說:耶穌啊
[00:14:21.260 --> 00:14:24.380]  妹妹留下一個人侍候你
[00:14:24.380 --> 00:14:31.580]  這句話顯明有責備瑪利亞的意思
[00:14:31.580 --> 00:14:34.580]  但是你不在意嗎?
[00:14:34.580 --> 00:14:38.340]  這句話的矛頭指向了耶穌
[00:14:38.340 --> 00:14:40.500]  可能在這句話裡
[00:14:40.500 --> 00:14:43.060]  我們感受到有一些質疑
[00:14:43.060 --> 00:14:46.260]  也帶著一些投訴的成份
[00:14:46.260 --> 00:14:49.460]  可能內心會覺得有一點點的埋怨
[00:14:49.460 --> 00:14:52.140]  埋怨:為什麼妹妹不來幫忙呢?
[00:14:52.140 --> 00:14:56.060]  也埋怨:為什麼主你不會理會呢?
[00:14:56.060 --> 00:14:57.580]  於是他就解決方法
[00:14:57.580 --> 00:14:59.700]  他就認定向主表達
[00:14:59.700 --> 00:15:02.020]  請吩咐祂來幫助我
[00:15:02.020 --> 00:15:05.860]  他也期望其他人看重這份工作
[00:15:05.860 --> 00:15:08.980]  和幫助他完成
[00:15:08.980 --> 00:15:12.180]  其實當我們經文一直看的時候
[00:15:12.180 --> 00:15:19.420]  我們也沒有刻意將教會裡的膳食安排看低
[00:15:19.420 --> 00:15:21.020]  其實教會的膳食
[00:15:21.020 --> 00:15:24.100]  確實在教會生活裡是很重要的
[00:15:24.100 --> 00:15:27.100]  我過去在泰國工場侍奉的時候
[00:15:27.100 --> 00:15:29.980]  其實我每個星期六的早上
[00:15:29.980 --> 00:15:33.060]  一定會預約大概一個半小時的時間
[00:15:33.060 --> 00:15:35.740]  去買一些食物
[00:15:35.740 --> 00:15:39.380]  可能會開車載同工和神學生
[00:15:39.380 --> 00:15:43.940]  去街市或商場逼師去買一些食物
[00:15:43.940 --> 00:15:47.020]  因為星期六晚上通常會有小組
[00:15:47.020 --> 00:15:48.020]  有弟兄姊妹來
[00:15:48.020 --> 00:15:51.140]  我們預備一些晚餐給他們
[00:15:51.140 --> 00:15:52.660]  每個星期日
[00:15:52.660 --> 00:15:55.380]  完了崇拜我們都會有外賢
[00:15:55.380 --> 00:15:59.020]  因為這樣比較容易讓弟兄姊妹留在教會
[00:15:59.020 --> 00:16:00.780]  甚至下午再有活動
[00:16:00.780 --> 00:16:05.900]  他們就不需要花很長時間去交通往返
[00:16:05.900 --> 00:16:08.220]  所以通常我們都會這樣做
[00:16:08.220 --> 00:16:13.140]  甚至有短孫隊來參與支援工場服侍的時候
[00:16:13.140 --> 00:16:15.020]  我們都會預先告訴他們
[00:16:15.020 --> 00:16:18.340]  你們來到會幫教會煮飯的
[00:16:18.340 --> 00:16:21.940]  有些婦女的弟兄姊妹特別是很開心
[00:16:21.940 --> 00:16:22.740]  很喜歡的
[00:16:22.740 --> 00:16:26.020]  因為他們發覺可以發揮他們的廚藝
[00:16:26.020 --> 00:16:27.060]  但在過程裡
[00:16:27.060 --> 00:16:29.180]  我發覺在接待短孫隊的過程裡
[00:16:29.180 --> 00:16:30.180]  都開眼界
[00:16:30.180 --> 00:16:33.540]  原來很多弟兄的廚藝都是很了得的
[00:16:33.540 --> 00:16:39.860]  發覺當有中菜和泰菜的食物彼此交流的時候
[00:16:39.860 --> 00:16:41.260]  在教會的生活裡
[00:16:41.260 --> 00:16:43.020]  其實都是很美好的
[00:16:43.020 --> 00:16:44.620]  當崇拜完畢
[00:16:44.620 --> 00:16:46.700]  聽到一個屬靈的筵席
[00:16:46.700 --> 00:16:48.900]  亦都能夠一起去分享食物
[00:16:48.900 --> 00:16:51.740]  大家亦都可以彼此分享交通
[00:16:51.740 --> 00:16:52.700]  都很投入
[00:16:52.700 --> 00:16:54.980]  其實這些時間都很寶貴
[00:16:54.980 --> 00:16:56.820]  都很難得的
[00:16:56.820 --> 00:16:59.060]  但是我們有時會發現
[00:16:59.060 --> 00:17:00.220]  有一個問題就是
[00:17:00.220 --> 00:17:04.220]  特別試過有一些泰國的弟兄姊妹
[00:17:04.220 --> 00:17:06.460]  因為他們都很喜歡烹飪
[00:17:06.460 --> 00:17:10.100]  他們有時會花很多時間來預備
[00:17:10.100 --> 00:17:13.380]  他們會一早崇拜之先回到教會預備
[00:17:13.380 --> 00:17:16.780]  甚至有時趕到的時間
[00:17:16.780 --> 00:17:18.700]  他們都還未完成
[00:17:18.700 --> 00:17:21.100]  仍然繼續很忠心地去預備
[00:17:21.100 --> 00:17:23.660]  所以我們同工法閣觀察到的時候
[00:17:23.660 --> 00:17:26.900]  發覺這樣好像不太好
[00:17:26.900 --> 00:17:29.420]  雖然他們都願意服侍
[00:17:29.420 --> 00:17:31.260]  都是一個侍奉的機會
[00:17:31.260 --> 00:17:33.980]  但是仿似對他們好像有虧欠
[00:17:33.980 --> 00:17:37.860]  因為他們可能一個星期
[00:17:37.860 --> 00:17:40.380]  很長的時間勞動的工作
[00:17:40.380 --> 00:17:43.580]  主日不能夠去領受主話的話
[00:17:43.580 --> 00:17:47.180]  實在是生命裡會有很多欠缺
[00:17:47.180 --> 00:17:49.940]  所以我們用盡方法來鼓勵他們
[00:17:49.940 --> 00:17:51.780]  發現原來要慢慢來的
[00:17:51.780 --> 00:17:53.460]  要慢慢來去教導
[00:17:53.460 --> 00:17:54.540]  去鼓勵他們
[00:17:54.540 --> 00:17:55.660]  慢慢他們會發覺
[00:17:55.660 --> 00:17:56.900]  都可以了
[00:17:56.900 --> 00:17:59.060]  可以盡量在趕到之前
[00:17:59.060 --> 00:18:01.700]  都可以出來聽道
[00:18:01.700 --> 00:18:04.140]  因為教會沒有專人來負責
[00:18:04.140 --> 00:18:06.860]  如果有專人來負責外言的部分
[00:18:06.860 --> 00:18:08.940]  可能就會解決了
[00:18:08.940 --> 00:18:11.780]  我們發覺原來當弟兄姊妹
[00:18:11.780 --> 00:18:13.980]  只是很用心
[00:18:13.980 --> 00:18:16.060]  花很多時間預備外言的時候
[00:18:16.060 --> 00:18:19.260]  但沒有能夠參加禮拜崇拜
[00:18:19.260 --> 00:18:23.460]  確實是失去了一個很大的福分
[00:18:23.460 --> 00:18:24.780]  在這裡我們看到
[00:18:24.780 --> 00:18:26.700]  耶穌對瑪達的回應
[00:18:26.700 --> 00:18:28.940]  其實祂也沒有責備瑪達
[00:18:28.940 --> 00:18:31.460]  只是用愛心去勸慰他
[00:18:31.460 --> 00:18:33.540]  耶穌說:「瑪達!瑪達!」
[00:18:33.540 --> 00:18:34.860]  重複的稱呼
[00:18:34.860 --> 00:18:37.820]  顯示耶穌對瑪達的關心
[00:18:37.820 --> 00:18:40.060]  耶穌沒有叫瑪達不要服侍
[00:18:40.060 --> 00:18:41.980]  只不過是指出
[00:18:41.980 --> 00:18:46.780]  他心裡實在被這些忙碌的工作
[00:18:46.780 --> 00:18:47.980]  紛擾了
[00:18:47.980 --> 00:18:49.220]  影響了
[00:18:49.220 --> 00:18:53.460]  很想他對神有傳言倚靠的心
