
[00:00:00.000 --> 00:00:03.520]  今日是要和大家開始一個新的系列
[00:02:48.480 --> 00:02:53.680]  成為一個專門講天堂的系列
[00:02:53.680 --> 00:02:55.520]  在《聖經》裏面
[00:02:55.520 --> 00:03:00.880]  天堂這個字是出現了五百五十次
[00:03:00.880 --> 00:03:06.640]  在舊約,希伯來文的原文是Shemayim這個字
[00:03:06.640 --> 00:03:10.080]  Shemayim這個字是重數的
[00:03:10.080 --> 00:03:13.520]  為什麼會重數?我等一下會解釋
[00:03:13.520 --> 00:03:18.800]  這個字的意思就是在高處,很高的地方
[00:03:18.800 --> 00:03:24.560]  新約希臘文的原文是Orenos這個字
[00:03:24.560 --> 00:03:28.160]  慢慢演變成Uranus這個字
[00:03:28.160 --> 00:03:30.080]  就是天王星
[00:03:30.080 --> 00:03:35.760]  意思是高舉,被高舉,高高在上
[00:03:35.760 --> 00:03:39.280]  很多人認為天堂是一個幻想
[00:03:39.280 --> 00:03:41.440]  天堂不是真實的
[00:03:41.440 --> 00:03:43.440]  但是《聖經》告訴我們
[00:03:43.440 --> 00:03:47.520]  天堂是一個實實在在的地方
[00:03:47.520 --> 00:03:50.160]  無論是舊約,無論是新約
[00:03:50.160 --> 00:03:54.320]  都告訴我們天堂是神所居住的地方
[00:03:54.320 --> 00:03:56.480]  有很多的經文
[00:03:56.480 --> 00:04:01.040]  天堂也是天使所在的地方
[00:04:01.040 --> 00:04:07.440]  一般人都認為我們的身體才是真正的我
[00:04:07.440 --> 00:04:10.000]  但是《聖經》告訴我們
[00:04:10.000 --> 00:04:13.200]  我們的靈魂才是真正的我
[00:04:13.200 --> 00:04:17.440]  不是我們見得到的身體,而是我們的靈魂
[00:04:17.440 --> 00:04:21.280]  《聖經》告訴我們,靈魂是不會消滅的
[00:04:21.280 --> 00:04:23.280]  靈魂是不滅的
[00:04:23.280 --> 00:04:27.680]  問題就是我們會永遠渡過永恆
[00:04:27.680 --> 00:04:33.120]  究竟我們會在天堂渡過,還是會在地獄?
[00:04:33.120 --> 00:04:35.120]  其實現在在天堂
[00:04:35.120 --> 00:04:38.720]  已經有很多人在等待我們
[00:04:38.720 --> 00:04:40.720]  有很多舊約的信徒
[00:04:40.720 --> 00:04:44.000]  好像阿伯拉罕,以信為本的人
[00:04:44.000 --> 00:04:47.680]  他們得救,他們的靈現在在天上
[00:04:47.680 --> 00:04:50.640]  也有很多新約的基督徒
[00:04:50.640 --> 00:04:52.640]  就是在主內得救的人
[00:04:52.640 --> 00:04:55.600]  他們的靈都在天上
[00:04:55.600 --> 00:05:00.400]  他們在天堂等待著有身體的復活
[00:05:00.400 --> 00:05:05.920]  有一天,所有的基督徒都會有榮耀的身體
[00:05:05.920 --> 00:05:09.280]  不單止基督徒有永遠的身體
[00:05:09.280 --> 00:05:12.880]  非基督徒也會有永遠的身體
[00:05:12.880 --> 00:05:15.840]  問題就是有了這個永遠的身體
[00:05:15.840 --> 00:05:19.120]  是在天堂享受天堂的生活
[00:05:19.120 --> 00:05:22.560]  還是在地獄受到永遠的煎熬
[00:05:22.560 --> 00:05:25.280]  永遠的審判
[00:05:25.280 --> 00:05:27.280]  聖經有很多的經文
[00:05:27.280 --> 00:05:30.320]  都告訴我們天堂在哪裡
[00:05:30.320 --> 00:05:34.800]  在約翰福音的六章三十三至五十八節
[00:05:34.800 --> 00:05:41.680]  有七次提到耶穌基督是從天堂降落到人間
[00:05:41.680 --> 00:05:43.920]  我們剛剛讀完《已忽所書》
[00:05:43.920 --> 00:05:47.600]  《已忽所書》的四章八節也告訴我們
[00:05:47.600 --> 00:05:50.960]  耶穌是為我們釘十字架
[00:05:50.960 --> 00:05:55.040]  復活之後,祂是升上高天
[00:05:55.040 --> 00:05:57.840]  在此試圖行轉的一章十一節
[00:05:57.840 --> 00:06:01.040]  提到有兩個白衣人是天使
[00:06:01.040 --> 00:06:05.360]  他們說:「這離開你們被折升天的耶穌
[00:06:05.360 --> 00:06:08.480]  你們見祂怎樣往天上去
[00:06:08.480 --> 00:06:11.040]  祂還要怎樣來?」
[00:06:11.040 --> 00:06:14.640]  我們見到耶穌基督是從天而降
[00:06:14.640 --> 00:06:17.920]  來到世上為我們贖罪釘十字架
[00:06:17.920 --> 00:06:19.680]  回到天上
[00:06:19.680 --> 00:06:22.480]  有一天祂還會回來
[00:06:22.480 --> 00:06:26.400]  在《鐵撒羅尼加前書》的四章十六節
[00:06:26.400 --> 00:06:30.160]  說:「因為主必親自從天降臨
[00:06:30.160 --> 00:06:32.960]  而有一天祂會降臨在世上
[00:06:32.960 --> 00:06:35.200]  祂會迎接祂的新娘子
[00:06:35.200 --> 00:06:37.440]  祂會迎接教會」
[00:06:37.440 --> 00:06:41.200]  在《鐵撒羅尼加前書》四章十七節
[00:06:41.200 --> 00:06:46.240]  說祂會在半空與基督徒相遇
[00:06:46.240 --> 00:06:49.680]  在詩篇的五十三篇的第二節
[00:06:49.680 --> 00:06:53.440]  說神在天上垂看世人
[00:06:53.440 --> 00:06:56.400]  而詩篇一百二十一篇
[00:06:56.400 --> 00:06:59.120]  詩人向神求助
[00:06:59.120 --> 00:07:01.520]  祂是舉目向山
[00:07:01.520 --> 00:07:06.720]  舉目向山就是向天求神幫助祂
[00:07:06.720 --> 00:07:10.880]  很明顯神就在天上
[00:07:10.880 --> 00:07:14.000]  在《啟示錄》的四章一節
[00:07:14.000 --> 00:07:19.200]  說到使徒約翰見到天上的情景
[00:07:19.200 --> 00:07:23.040]  稍後我們會多說《啟示錄》第四章
[00:07:23.040 --> 00:07:25.360]  使徒約翰所見到的
[00:07:25.360 --> 00:07:29.760]  但他聽見有人叫他上去天上
[00:07:29.760 --> 00:07:32.560]  說有預言指示給他
[00:07:32.560 --> 00:07:34.640]  當他上到天上的時候
[00:07:34.640 --> 00:07:37.280]  他就見到神的寶座
[00:07:37.280 --> 00:07:39.840]  很明顯神就在天上
[00:07:39.840 --> 00:07:41.200]  在上高
[00:07:41.200 --> 00:07:43.200]  在天堂
[00:07:43.200 --> 00:07:45.440]  問題就出現了
[00:07:45.440 --> 00:07:48.320]  因為地球是圓的
[00:07:48.320 --> 00:07:51.200]  你在洛杉磯天上高
[00:07:51.200 --> 00:07:53.600]  和你在香港的天上高
[00:07:53.600 --> 00:07:56.800]  是完全兩個不同的方向
[00:07:56.800 --> 00:07:58.800]  如果是這樣的時候
[00:07:58.800 --> 00:08:01.600]  天堂到底在哪裡
[00:08:01.600 --> 00:08:04.560]  我相信有一節經文告訴我們
[00:08:04.560 --> 00:08:06.480]  這一節的經文就是今天
[00:08:06.480 --> 00:08:08.800]  剛才Betty和我們讀的
[00:08:08.800 --> 00:08:12.320]  哥倫多後書十二章第二節
[00:08:12.320 --> 00:08:15.840]  保羅說:我認得一個在基督裡的人
[00:08:15.840 --> 00:08:20.000]  他前十四年被提到三層天上去
[00:08:20.000 --> 00:08:22.240]  或在身外我不知道
[00:08:22.240 --> 00:08:24.720]  或在身外我也不知道
[00:08:24.720 --> 00:08:27.040]  只有神知道
[00:08:27.040 --> 00:08:30.000]  保羅告訴我們他認識一個人
[00:08:30.000 --> 00:08:34.000]  我相信這個人其實就是保羅自己
[00:08:34.000 --> 00:08:37.360]  他說他是被提到三層天的上高
[00:08:37.360 --> 00:08:40.640]  他是被提到天堂的上高
[00:08:40.640 --> 00:08:44.400]  他說天堂就是三層天
[00:08:44.400 --> 00:08:46.560]  如果有三層天的話
[00:08:46.560 --> 00:08:48.880]  就有二層天
[00:08:48.880 --> 00:08:52.560]  有二層天的話就有一層天
[00:08:52.560 --> 00:08:55.680]  所以剛才我們看到聖經的經文
[00:08:55.680 --> 00:08:58.640]  說天堂是眾數
[00:08:58.640 --> 00:09:03.840]  我們先看看一層天在哪裡
[00:09:03.840 --> 00:09:07.920]  其實一層天就是地球的大氣層
[00:09:07.920 --> 00:09:12.160]  我們知道地球是被一層大氣層包圍著
[00:09:12.160 --> 00:09:16.000]  這個大氣層有三百英里那麼厚
[00:09:16.000 --> 00:09:19.600]  在大氣層裡面充滿了混雜的氣體
[00:09:19.600 --> 00:09:22.160]  是由不同的氣體形成
[00:09:22.160 --> 00:09:24.720]  我們之所以能夠呼吸
[00:09:24.720 --> 00:09:29.040]  原因就是最近我們那層的大氣層
[00:09:29.040 --> 00:09:30.880]  有很多氧氣
[00:09:30.880 --> 00:09:34.000]  所以我們能夠呼吸
[00:09:34.000 --> 00:09:38.480]  這個一層天不單止是有空氣所在的地方
[00:09:38.480 --> 00:09:40.000]  聖經告訴我們
[00:09:40.000 --> 00:09:45.120]  這個一層天也是雨水和雪循環的地方
[00:09:45.120 --> 00:09:49.760]  在以賽亞書的55章第9至10節
[00:09:49.760 --> 00:09:52.080]  說天怎樣高過地
[00:09:52.080 --> 00:09:55.600]  要讓我的道路高過你們的道路
[00:09:55.600 --> 00:09:58.960]  我的意念高過你們的意念
[00:09:58.960 --> 00:10:00.960]  雨雪從天而降
[00:10:00.960 --> 00:10:02.320]  定不返回
[00:10:02.320 --> 00:10:04.960]  卻滋潤土地
[00:10:04.960 --> 00:10:10.400]  甚或雨水和雪從天而降到人間
[00:10:10.400 --> 00:10:13.280]  滋潤了土地之後被蒸發
[00:10:13.280 --> 00:10:16.240]  又返回天上
[00:10:16.240 --> 00:10:20.320]  這個一層天就是水液循環的地方
[00:10:20.320 --> 00:10:23.520]  人類發現有水液循環之前
[00:10:23.520 --> 00:10:27.760]  聖經一早已經告訴我們有這回事
[00:10:27.760 --> 00:10:31.440]  一層天不單止是有空氣所在
[00:10:31.440 --> 00:10:35.440]  還是雨和雪循環的地方
[00:10:35.440 --> 00:10:40.160]  還有一層天也是飛鳥所飛的地方
[00:10:40.160 --> 00:10:42.880]  在《創世紀》一章20節
[00:10:42.880 --> 00:10:45.920]  神說水要多多之身
[00:10:45.920 --> 00:10:50.320]  生命的物要有鳥鳥飛在地面以上
[00:10:50.320 --> 00:10:52.480]  天空之中
[00:10:52.480 --> 00:10:57.280]  一層天不單止是有空氣有水分
[00:10:57.280 --> 00:11:00.160]  還是有飛鳥飛行
[00:11:00.160 --> 00:11:04.640]  中文的和合本將這個字譯為「天空之中」
[00:11:04.640 --> 00:11:09.200]  其實在希伯來文的原文是「天堂」這個字
[00:11:09.200 --> 00:11:13.040]  所以一層天就是有空氣有雨水
[00:11:13.040 --> 00:11:16.560]  有飛鳥飛翔的地方
[00:11:16.560 --> 00:11:20.400]  那二層天又在哪裡?
[00:11:20.400 --> 00:11:24.000]  在尼西米記的九章第六節
[00:11:24.000 --> 00:11:26.560]  經文說「你唯獨你」
[00:11:26.560 --> 00:11:30.720]  「是耶和華,你造了天和天上的天
[00:11:30.720 --> 00:11:35.520]  並天上萬象,地和地上的萬象
[00:11:35.520 --> 00:11:37.760]  海和海中所有的
[00:11:37.760 --> 00:11:40.800]  這一切都是你所保存的
[00:11:40.800 --> 00:11:43.760]  天君也都敬拜你」
[00:11:43.760 --> 00:11:46.400]  經文說「天和天上的天」
[00:11:46.400 --> 00:11:48.480]  這個「天」字就是「天堂」
[00:11:48.480 --> 00:11:51.360]  希伯來原文的「天堂」這個字
[00:11:51.360 --> 00:11:54.400]  在天堂以外再有天堂
[00:11:54.400 --> 00:11:58.240]  這個就是一層天以外有二層天
[00:11:58.240 --> 00:11:59.920]  經文告訴我們
[00:11:59.920 --> 00:12:04.480]  二層天是有萬象所在的地方
[00:12:04.480 --> 00:12:08.080]  萬象所在,萬象的意思是什麼?
[00:12:08.080 --> 00:12:11.600]  看看詩篇的八篇第三節
[00:12:11.600 --> 00:12:15.600]  詩人說「我觀看你指頭所造的天
[00:12:15.600 --> 00:12:19.600]  並你所陳設的日月星宿」
[00:12:19.600 --> 00:12:22.240]  所以我們見到天外有天
[00:12:22.240 --> 00:12:25.040]  在一層天以外有二層天
[00:12:25.040 --> 00:12:26.880]  二層天有萬象
[00:12:26.880 --> 00:12:30.400]  就是日月星宿所在的地方
[00:12:30.400 --> 00:12:32.240]  所以很清楚
[00:12:32.240 --> 00:12:36.400]  一層天是大氣層包圍著地球
[00:12:36.400 --> 00:12:39.120]  二層天在大氣層的外面
[00:12:39.120 --> 00:12:41.360]  是日月星宿的地方
[00:12:41.360 --> 00:12:44.720]  也是宇宙所在的地方
[00:12:44.720 --> 00:12:46.960]  你要是出了二層天
[00:12:46.960 --> 00:12:50.720]  你才能夠到達三層天
[00:12:50.720 --> 00:12:52.960]  有人可能會問
[00:12:52.960 --> 00:12:58.400]  那三層天、天堂距離地球有多遠?
[00:12:58.400 --> 00:13:02.240]  我們要知道三層天距離地球有多遠
[00:13:02.240 --> 00:13:06.560]  我們要知道二層天有多大
[00:13:06.560 --> 00:13:11.440]  不妨我們用地球所在的星河
[00:13:11.440 --> 00:13:13.840]  銀河系Milky Way
[00:13:13.840 --> 00:13:15.600]  來做一個參考
[00:13:15.600 --> 00:13:19.200]  究竟這個宇宙有多大
[00:13:19.200 --> 00:13:22.480]  我做了三十多年的太空工程師
[00:13:22.480 --> 00:13:25.760]  現在講到居然可以講太空
[00:13:25.760 --> 00:13:27.920]  我真是很開心很興奮
[00:13:27.920 --> 00:13:31.360]  我們看看我們的星河有多大
[00:13:31.360 --> 00:13:32.880]  我們的Milky Way
[00:13:32.880 --> 00:13:35.360]  在銀河系的一邊
[00:13:35.360 --> 00:13:37.920]  你要去到銀河系的另外一邊
[00:13:37.920 --> 00:13:42.880]  一共是十萬五千七百個光年
[00:13:42.880 --> 00:13:45.760]  十萬五千七百個光年
[00:13:45.760 --> 00:13:48.480]  你說光年是什麼意思?
[00:13:48.480 --> 00:13:51.360]  光年就是光在真空
[00:13:51.360 --> 00:13:52.880]  在Vacuum裏面
[00:13:52.880 --> 00:13:57.280]  一年能夠傳達有多遠
[00:13:57.280 --> 00:13:59.440]  我們不妨計算一下
[00:13:59.440 --> 00:14:01.760]  其實光在這裏一秒鐘
[00:14:01.760 --> 00:14:05.040]  可以傳達十八萬里
[00:14:05.040 --> 00:14:07.040]  十八萬里
[00:14:07.040 --> 00:14:10.400]  西遊記裏的孫悟空一個關斗
[00:14:10.400 --> 00:14:12.800]  只不過是十萬八千里
[00:14:12.800 --> 00:14:17.280]  光一秒鐘是可以行十八萬里
[00:14:17.280 --> 00:14:18.720]  一秒鐘
[00:14:18.720 --> 00:14:21.280]  一分鐘是有六十秒
[00:14:21.280 --> 00:14:23.840]  一個小時是有六十分鐘
[00:14:23.840 --> 00:14:26.400]  一天是有二十四小時
[00:14:26.400 --> 00:14:29.280]  一年是有三百六十五天
[00:14:29.280 --> 00:14:31.840]  你要知道光一年是走多遠
[00:14:31.840 --> 00:14:34.560]  你要將所有這些乘一乘
[00:14:34.560 --> 00:14:41.280]  出來的數目就是5.8785兆英里
[00:14:41.280 --> 00:14:43.120]  一兆是多少?
[00:14:43.120 --> 00:14:45.920]  一兆是十二個零
[00:14:45.920 --> 00:14:47.680]  是很大很大的數字
[00:14:47.680 --> 00:14:50.480]  這才是一光年
[00:14:50.480 --> 00:14:54.080]  你要知道由銀河系的一邊到另外一邊
[00:14:54.080 --> 00:14:57.760]  是十萬零五千七百個光年
[00:14:57.760 --> 00:15:03.600]  你再要乘5.8785個兆那麼多個里
[00:15:03.600 --> 00:15:06.480]  非常大的數字
[00:15:06.480 --> 00:15:09.280]  人類所造的飛船
[00:15:09.280 --> 00:15:13.840]  飛得最遠的是Voyager 1和Voyager 2
[00:15:13.840 --> 00:15:17.680]  是旅行者一號旅行者二號
[00:15:17.680 --> 00:15:19.840]  飛了四十多年
[00:15:19.840 --> 00:15:23.200]  才剛剛飛出了我們的太陽系
[00:15:23.200 --> 00:15:24.880]  未是銀河系
[00:15:24.880 --> 00:15:26.880]  飛出了我們的太陽系
[00:15:26.880 --> 00:15:30.400]  剛剛飛了十三億里
[00:15:30.400 --> 00:15:32.960]  一億是九個零
[00:15:32.960 --> 00:15:35.840]  一兆是十二個零
[00:15:35.840 --> 00:15:38.960]  你想想宇宙是有多大
[00:15:38.960 --> 00:15:40.960]  有很多太空人說
[00:15:40.960 --> 00:15:43.120]  我們已經去到太空了
[00:15:43.120 --> 00:15:46.160]  神在哪裏?根本見不到有神
[00:15:46.160 --> 00:15:47.760]  你要見到神
[00:15:47.760 --> 00:15:49.280]  你還差得遠
[00:15:49.280 --> 00:15:51.040]  你還有一排飛
[00:15:51.040 --> 00:15:52.960]  你要飛出了二層天
[00:15:52.960 --> 00:15:54.320]  你要飛出了宇宙
[00:15:54.320 --> 00:15:57.920]  你才能夠見到我們的神
[00:15:57.920 --> 00:15:59.440]  我們的太陽系
[00:15:59.440 --> 00:16:02.080]  只不過在銀河系裏面
[00:16:02.080 --> 00:16:05.520]  其中一個小小的太陽系
[00:16:05.520 --> 00:16:07.120]  還有千千萬萬
[00:16:07.120 --> 00:16:10.960]  好像我們太陽系這樣的星系
[00:16:10.960 --> 00:16:13.280]  而我們的銀河系
[00:16:13.280 --> 00:16:15.200]  只不過是宇宙裏面
[00:16:15.200 --> 00:16:17.760]  千千萬萬的星河裏面
[00:16:17.760 --> 00:16:19.920]  其中一個的星河
[00:16:19.920 --> 00:16:23.040]  你想想這個宇宙有多大
[00:16:23.040 --> 00:16:25.440]  這個就是二層天
[00:16:25.440 --> 00:16:28.240]  天文學家告訴我們
[00:16:28.240 --> 00:16:31.280]  天上的星星是有千千萬萬那麼多
[00:16:31.280 --> 00:16:33.280]  億億萬萬那麼多
[00:16:33.280 --> 00:16:35.600]  但是聖經一早就告訴我們
[00:16:35.600 --> 00:16:39.200]  天上的星星是比地上的沙更多
[00:16:39.200 --> 00:16:42.160]  在創世紀的二十二章十七節
[00:16:42.160 --> 00:16:45.040]  在希伯來書的十一章十二節
[00:16:45.040 --> 00:16:48.080]  聖經一早就告訴我們
[00:16:48.080 --> 00:16:51.120]  我們是要飛出了二層天
[00:16:51.120 --> 00:16:52.800]  飛出了我們的宇宙
[00:16:52.800 --> 00:16:56.480]  才能夠到達三層天
[00:16:56.480 --> 00:17:01.120]  任何的人都知道地球不是宇宙的中心
[00:17:01.120 --> 00:17:02.240]  我再講一次
[00:17:02.240 --> 00:17:04.880]  地球不是宇宙的中心
[00:17:04.880 --> 00:17:08.400]  但是如果你從一個天堂的眼光來看
[00:17:08.400 --> 00:17:11.920]  地球可以說是天堂的中心
[00:17:11.920 --> 00:17:15.040]  因為地球的外面就是一層天
[00:17:15.040 --> 00:17:17.760]  一層天的外面就是二層天
[00:17:17.760 --> 00:17:20.560]  二層天的外面就是三層天
[00:17:20.560 --> 00:17:22.960]  如果你從天堂的眼光來看
[00:17:22.960 --> 00:17:26.000]  地球絕對是天堂的中心
[00:17:26.000 --> 00:17:30.080]  為什麼神要把地球放在天堂的中心
[00:17:30.080 --> 00:17:31.040]  很簡單
[00:17:31.040 --> 00:17:34.960]  因為地球是神救贖的舞台
[00:17:34.960 --> 00:17:38.000]  是神道成肉身來到世上
[00:17:38.000 --> 00:17:39.520]  為我們灑血
[00:17:39.520 --> 00:17:42.320]  為我們救贖的地方
[00:17:42.320 --> 00:17:48.640]  所以神是把地球放在天堂的中心
[00:17:48.640 --> 00:17:50.480]  我們不妨看看
[00:17:50.480 --> 00:17:54.400]  三層天又是怎樣
[00:17:54.400 --> 00:18:00.000]  三層天就是神和祂寶座所在的地方
[00:18:00.000 --> 00:18:03.680]  在希伯來書的八章一節告訴我們
[00:18:03.680 --> 00:18:05.520]  我們所講的是
[00:18:05.520 --> 00:18:07.520]  其中第一要緊的
[00:18:07.520 --> 00:18:10.400]  就是我們有這樣的大祭司
[00:18:10.400 --> 00:18:15.680]  已經坐在天上至大者寶座的右邊
[00:18:15.680 --> 00:18:19.680]  現在耶穌基督是坐在神的寶座的右邊
[00:18:19.680 --> 00:18:24.320]  而這個寶座正是保羅在哥林多後書
[00:18:24.320 --> 00:18:29.680]  十二章二節所講的三層天的天堂
[00:18:29.680 --> 00:18:34.480]  保羅在哥林多後書十二章四節繼續說
[00:18:34.480 --> 00:18:41.600]  這是樂園,這是我們將會永遠與神同在的地方
[00:18:41.600 --> 00:18:44.560]  在哥林多後書十二章四節
[00:18:44.560 --> 00:18:46.400]  保羅經文說
[00:18:46.400 --> 00:18:49.120]  他被提到樂園裡
[00:18:49.120 --> 00:18:54.320]  聽見隱蔽的言語是人不可說的
[00:18:54.320 --> 00:18:57.120]  保羅上到三層天上到天堂
[00:18:57.120 --> 00:18:58.720]  他見到很多東西
[00:18:58.720 --> 00:19:00.720]  他聽見很多東西
[00:19:00.720 --> 00:19:04.400]  但不是所有東西他都可以說出來
[00:19:04.400 --> 00:19:06.960]  經文說是不可說的
[00:19:06.960 --> 00:19:10.240]  他寫在哥林多後書十二章二節的
[00:19:10.240 --> 00:19:11.920]  是神叫他寫的
[00:19:11.920 --> 00:19:14.960]  但還有很多東西他聽見他看見
[00:19:14.960 --> 00:19:18.080]  是不可以說不可以寫的
[00:19:18.080 --> 00:19:20.720]  所以我也為很多那些
[00:19:20.720 --> 00:19:23.680]  說自己上了天堂又下來
[00:19:23.680 --> 00:19:25.840]  又寫書又拍電影的人
[00:19:25.840 --> 00:19:28.400]  我為他們擔心
[00:19:28.400 --> 00:19:31.200]  因為如果他們真的上到天堂
[00:19:31.200 --> 00:19:33.040]  真的見到那麼多東西
[00:19:33.040 --> 00:19:34.480]  經文告訴他們
[00:19:34.480 --> 00:19:36.160]  他們是不可以說的
[00:19:36.160 --> 00:19:38.080]  有很多東西
[00:19:38.080 --> 00:19:41.360]  莫說去拍電影去寫書
[00:19:41.360 --> 00:19:43.760]  如果他們只是做夢
[00:19:43.760 --> 00:19:45.840]  上到天上下來
[00:19:45.840 --> 00:19:48.000]  又寫書又拍電影的話
[00:19:48.000 --> 00:19:50.320]  那就更加大問題
[00:19:50.320 --> 00:19:54.560]  因為啟示錄的二十二章十八至十九節
[00:19:54.560 --> 00:19:58.480]  經文說如果聖經裡面所說的天堂
[00:19:58.480 --> 00:20:00.000]  你現在說出來
[00:20:00.000 --> 00:20:01.360]  你說多了
[00:20:01.360 --> 00:20:03.280]  聖經裡面沒有說的
[00:20:03.280 --> 00:20:09.280]  神說我要將啟示錄裡面的災難加在你的身上
[00:20:09.280 --> 00:20:12.000]  但如果聖經說天堂是這樣
[00:20:12.000 --> 00:20:13.840]  而你說出來是說漏了
[00:20:13.840 --> 00:20:16.560]  你沒有聖經說那麼多的話
[00:20:16.560 --> 00:20:20.880]  神說我要在生命冊上減去你的名字
[00:20:20.880 --> 00:20:22.960]  我真的很替這些人擔心
[00:20:22.960 --> 00:20:25.440]  他們現在可能賺很多錢
[00:20:25.440 --> 00:20:31.280]  但他們將來的後果是非常之嚴重
[00:20:31.280 --> 00:20:34.960]  我們說到二層天
[00:20:34.960 --> 00:20:36.640]  說到宇宙那麼大
[00:20:36.640 --> 00:20:39.840]  那麼神的寶座究竟在哪裡?
[00:20:39.840 --> 00:20:43.200]  在聖經上的八章二十七節
[00:20:43.200 --> 00:20:46.720]  經文說神果真住在地上
[00:20:46.720 --> 00:20:51.760]  看啊!天和天上的天尚且不足你居住的
[00:20:51.760 --> 00:20:56.400]  何況我所見的這殿呢?
[00:20:56.400 --> 00:20:59.600]  為什麼一陣又說神是住在天堂
[00:20:59.600 --> 00:21:04.720]  一陣又說天和天上的天尚且不足神居住?
[00:21:04.720 --> 00:21:07.040]  原因是很簡單
[00:21:07.040 --> 00:21:14.560]  因為那位無限的神不能夠被有限的天堂來限制
[00:21:14.560 --> 00:21:17.920]  無限的神不能夠被有限的天堂來限制
[00:21:17.920 --> 00:21:21.760]  所以在以賽亞書的六十六章第一節
[00:21:21.760 --> 00:21:24.880]  神說天堂是我寶座的所在
[00:21:24.880 --> 00:21:29.040]  地球是我的腳墩
[00:21:29.040 --> 00:21:33.200]  剛才說宇宙已經那麼大
[00:21:33.200 --> 00:21:35.120]  二層天已經那麼大
[00:21:35.120 --> 00:21:37.360]  三層天就更加大
[00:21:37.360 --> 00:21:41.040]  究竟神的寶座在哪裡?
[00:21:41.040 --> 00:21:46.000]  我相信有一節經文可以告訴我們神的寶座在哪裡
[00:21:46.000 --> 00:21:49.520]  就是以賽亞書的十四章十三節
[00:21:49.520 --> 00:21:53.040]  其實這節經文是撒旦所說的話
[00:21:53.040 --> 00:21:56.560]  是撒旦的驕傲他要與神一樣
[00:21:56.560 --> 00:22:01.040]  他要將他的寶座升到眾星以上
[00:22:01.040 --> 00:22:02.640]  這一節的經文說
