
[00:00:00.000 --> 00:00:02.320]  今天是一個特別的日子
[00:02:31.840 --> 00:02:33.840]  預備了這段經文
[00:02:33.840 --> 00:02:37.040]  想起很多耶穌降生的事情
[00:02:37.040 --> 00:02:40.920]  所以我覺得今天跟大家一起去默想一下這段聖經
[00:02:40.920 --> 00:02:44.080]  用這樣的角度 默想一下 想一下
[00:02:44.080 --> 00:02:48.520]  然後在大家想完 敬拜完
[00:02:48.520 --> 00:02:51.440]  接著下午出去服侍主
[00:02:51.440 --> 00:02:55.600]  很有力的 將這個好訊息帶給人
[00:02:55.600 --> 00:03:01.680]  我們一起讀聖經 迦太書第四章一至十一節
[00:03:01.680 --> 00:03:03.680]  四章一至十一節
[00:03:03.680 --> 00:03:06.680]  好 預備 請
[00:03:06.680 --> 00:03:09.520]  我說那承受產業的
[00:03:09.520 --> 00:03:12.280]  雖然是全業的主人
[00:03:12.280 --> 00:03:14.760]  但為孩童的時候
[00:03:14.760 --> 00:03:17.840]  卻與奴僕毫無分別
[00:03:17.840 --> 00:03:21.640]  乃在師父和管家的手下
[00:03:21.640 --> 00:03:26.040]  直等他父親預定的時候來到
[00:03:26.040 --> 00:03:28.920]  我們為孩童的時候
[00:03:28.920 --> 00:03:32.240]  受管於世俗小學之下
[00:03:32.240 --> 00:03:34.240]  也是如此
[00:03:34.240 --> 00:03:36.640]  及至時候滿足
[00:03:36.640 --> 00:03:41.640]  神就差遣他的兒子為女子所生
[00:03:41.640 --> 00:03:44.440]  且生在律法以下
[00:03:44.440 --> 00:03:48.320]  要把律法以下的人贖出來
[00:03:48.320 --> 00:03:51.840]  叫我們得著兒子的名分
[00:03:51.840 --> 00:03:54.240]  你們既為兒子
[00:03:54.240 --> 00:03:59.160]  神就差他兒子的靈進入你們的心
[00:03:59.160 --> 00:04:01.560]  呼叫阿爸父
[00:04:01.560 --> 00:04:04.280]  可見從此以後
[00:04:04.280 --> 00:04:08.120]  你不是奴僕乃是兒子
[00:04:08.120 --> 00:04:12.920]  既是兒子就靠著神為後製
[00:04:12.920 --> 00:04:17.040]  但從前你們不認識神的時候
[00:04:17.040 --> 00:04:21.440]  是給那些本來不是神的作奴僕
[00:04:21.440 --> 00:04:24.840]  現在你們既然認識神
[00:04:24.840 --> 00:04:28.640]  更可說是被神所認識的
[00:04:28.640 --> 00:04:33.920]  怎麼還要歸回那奈若無用的小學
[00:04:33.920 --> 00:04:37.440]  情願再給他作奴僕呢?
[00:04:37.440 --> 00:04:42.720]  你們謹守日子、月份、節期、年份
[00:04:42.720 --> 00:04:45.240]  我為你們害怕
[00:04:45.240 --> 00:04:51.720]  唯恐我在你們身上是枉費了功夫
[00:04:51.720 --> 00:04:55.240]  這段聖經一開始第一至三節
[00:04:55.240 --> 00:05:01.920]  保羅是用一個小孩成長到成人的過程
[00:05:01.920 --> 00:05:04.720]  去作一個比喻
[00:05:04.720 --> 00:05:07.440]  當時猶太人
[00:05:07.440 --> 00:05:12.120]  他們由小孩到成人是有禮儀的
[00:05:12.120 --> 00:05:15.920]  我們香港人、中國人有沒有呢?
[00:05:15.920 --> 00:05:17.520]  好像沒有吧
[00:05:17.520 --> 00:05:21.680]  最多由小學到中學就說你長大了
[00:05:21.680 --> 00:05:24.520]  在我們當中沒甚麼特別慶祝
[00:05:24.520 --> 00:05:28.320]  猶太人原來小孩12歲那年
[00:05:28.320 --> 00:05:30.720]  他第一個的安息日
[00:05:30.720 --> 00:05:32.920]  他就會進到會堂
[00:05:32.920 --> 00:05:36.920]  是父母特別是父親帶領他進到會堂
[00:05:36.920 --> 00:05:39.600]  父親會為他祈禱
[00:05:39.600 --> 00:05:43.920]  大概意思就是將他交給神
[00:05:43.920 --> 00:05:46.320]  我照管在一輪
[00:05:46.320 --> 00:05:48.320]  現在交給神
[00:05:48.320 --> 00:05:52.320]  從此神就多些責任照顧他
[00:05:52.320 --> 00:05:55.320]  背後不是說父親不給他責任
[00:05:55.320 --> 00:05:57.920]  而是將他放在神裡面
[00:05:57.920 --> 00:06:02.320]  原來小孩也要有個祈禱
[00:06:02.320 --> 00:06:03.920]  小孩的祈禱是說
[00:06:03.920 --> 00:06:06.720]  我從童年進入成年
[00:06:06.720 --> 00:06:09.720]  自此以後我要遵守神的律法
[00:06:09.720 --> 00:06:11.720]  我要向神負責
[00:06:11.720 --> 00:06:13.720]  要這樣祈禱
[00:06:13.720 --> 00:06:15.720]  是不是也不錯呢?
[00:06:15.720 --> 00:06:18.720]  讓他有自己的主見去祈禱
[00:06:18.720 --> 00:06:22.720]  他就會成為一個叫做律法的兒子
[00:06:22.720 --> 00:06:25.520]  由律法繼續監管他
[00:06:25.520 --> 00:06:28.120]  然後他又要守著這個律法
[00:06:28.120 --> 00:06:30.120]  去成長的小孩
[00:06:30.120 --> 00:06:32.120]  叫做律法的兒子
[00:06:32.120 --> 00:06:35.120]  當時的地方是迦拉泰
[00:06:35.120 --> 00:06:37.120]  不是一個猶太的地方
[00:06:37.120 --> 00:06:39.120]  是希臘羅馬的地方
[00:06:39.120 --> 00:06:41.120]  迦拉泰人
[00:06:41.120 --> 00:06:43.120]  如果背景是希臘羅馬等等
[00:06:43.120 --> 00:06:46.120]  都有他們小孩的成長
[00:06:46.120 --> 00:06:48.120]  然後有一些禮儀
[00:06:48.120 --> 00:06:50.120]  有些會怎樣呢?
[00:06:50.120 --> 00:06:52.120]  當到十多歲的時候
[00:06:52.120 --> 00:06:55.120]  就會剪去一束頭髮
[00:06:55.120 --> 00:06:57.120]  然後將他燒
[00:06:57.120 --> 00:06:59.120]  獻給當時他們的部落
[00:06:59.120 --> 00:07:02.120]  或者是他們住的地方的神
[00:07:02.120 --> 00:07:04.120]  其實都是宗教儀式
[00:07:04.120 --> 00:07:06.120]  就像猶太人那樣去會堂
[00:07:06.120 --> 00:07:08.120]  都是宗教儀式
[00:07:08.120 --> 00:07:10.120]  有些是怎樣呢?
[00:07:10.120 --> 00:07:13.120]  一個小孩穿著一件小袍
[00:07:13.120 --> 00:07:15.120]  去到那個宗教的禮儀的時候
[00:07:15.120 --> 00:07:17.120]  他就要脫下這件小袍
[00:07:17.120 --> 00:07:20.120]  給一件大人的袍去穿
[00:07:20.120 --> 00:07:22.120]  接著就有一些宗教的儀式
[00:07:22.120 --> 00:07:27.120]  過渡了一個小孩去到成人的時間
[00:07:27.120 --> 00:07:30.120]  而能夠承受產業
[00:07:30.120 --> 00:07:32.120]  通常不是一做了這些禮儀就行了
[00:07:32.120 --> 00:07:35.120]  通常就是要最少到二十歲以後
[00:07:35.120 --> 00:07:37.120]  或者是等到那個爸爸
[00:07:37.120 --> 00:07:40.120]  就是什麼時候給你一些產業
[00:07:40.120 --> 00:07:42.120]  爸爸可能還沒死的
[00:07:42.120 --> 00:07:43.120]  或者死了,還沒死的
[00:07:43.120 --> 00:07:45.120]  什麼時候你可以動這些產業
[00:07:45.120 --> 00:07:47.120]  然後就可以運用了
[00:07:47.120 --> 00:07:49.120]  所以在聖經裡面講到
[00:07:49.120 --> 00:07:53.120]  原來那個小孩還不是一個成年的時候
[00:07:53.120 --> 00:07:58.120]  而他不能夠動那些爸爸的產業
[00:07:58.120 --> 00:08:01.120]  或者爸爸是預備給了他的產業
[00:08:01.120 --> 00:08:05.120]  第一節那裡形容承受產業的兒子
[00:08:05.120 --> 00:08:07.120]  如果仍然是小孩
[00:08:07.120 --> 00:08:09.120]  他就好像一個奴僕一樣
[00:08:09.120 --> 00:08:12.120]  是沒有自由去運用那些產業
[00:08:12.120 --> 00:08:14.120]  就不是說他像奴僕那樣
[00:08:14.120 --> 00:08:16.120]  要做事,沒得吃,不是
[00:08:16.120 --> 00:08:18.120]  只不過是動不了那些產業
[00:08:18.120 --> 00:08:21.120]  是他不能夠自由運用
[00:08:21.120 --> 00:08:24.120]  還要說他是不能夠自由運用那些產業
[00:08:24.120 --> 00:08:26.120]  接著第二節就提到
[00:08:26.120 --> 00:08:30.120]  這個承受產業還沒得的時候
[00:08:30.120 --> 00:08:33.120]  就有師父來教他的
[00:08:33.120 --> 00:08:36.120]  師父就是生命的師父
[00:08:36.120 --> 00:08:37.120]  可能是教學這樣
[00:08:37.120 --> 00:08:40.120]  另外管家來管著的
[00:08:40.120 --> 00:08:41.120]  就是管著他的產業
[00:08:41.120 --> 00:08:44.120]  不能動的,不讓他亂用的
[00:08:44.120 --> 00:08:47.120]  一直等到爸爸定的日子到了
[00:08:47.120 --> 00:08:50.120]  他就可以自由了
[00:08:50.120 --> 00:08:52.120]  所以孩童時期
[00:08:52.120 --> 00:08:54.120]  這段聖經裡面保羅是想說
[00:08:54.120 --> 00:08:56.120]  代表那個律法時期
[00:08:56.120 --> 00:09:02.120]  人是要遵守律法才可以得救的
[00:09:02.120 --> 00:09:05.120]  是說的是很不自由的
[00:09:05.120 --> 00:09:09.120]  而這個律法承受產業的時期
[00:09:09.120 --> 00:09:11.120]  就是說到耶穌基督來了
[00:09:11.120 --> 00:09:13.120]  他完成了救恩
[00:09:13.120 --> 00:09:16.120]  人是藉著相信
[00:09:16.120 --> 00:09:19.120]  就不需要受這個律法的約束
[00:09:19.120 --> 00:09:21.120]  然後靠著相信
[00:09:21.120 --> 00:09:24.120]  憑著我會說的聖靈
[00:09:24.120 --> 00:09:26.120]  然後就過活
[00:09:26.120 --> 00:09:29.120]  是一個自由的生活
[00:09:29.120 --> 00:09:31.120]  所以猶太人
[00:09:31.120 --> 00:09:32.120]  保羅有提到
[00:09:32.120 --> 00:09:35.120]  是有一個叫世俗小學
[00:09:35.120 --> 00:09:39.120]  是管束著當時的猶太人
[00:09:39.120 --> 00:09:42.120]  這個世俗小學的意義是什麼呢
[00:09:42.120 --> 00:09:45.120]  是不是小學生中學生
[00:09:45.120 --> 00:09:46.120]  意義都不是這樣的
[00:09:46.120 --> 00:09:49.120]  而是整個一個民族
[00:09:49.120 --> 00:09:51.120]  他有倫理道德的
[00:09:51.120 --> 00:09:53.120]  他有宗教信仰的
[00:09:53.120 --> 00:09:55.120]  有基本的一些條例的
[00:09:55.120 --> 00:09:57.120]  鄉間有很多條例的
[00:09:57.120 --> 00:09:59.120]  是以致這些人在這裡成長
[00:09:59.120 --> 00:10:00.120]  一直誣蔑他
[00:10:00.120 --> 00:10:02.120]  喝這些奶一直誣蔑他
[00:10:02.120 --> 00:10:05.120]  以致成為一個當地的一個
[00:10:05.120 --> 00:10:08.120]  在律法之下這樣的人
[00:10:08.120 --> 00:10:10.120]  而猶太人的成長
[00:10:10.120 --> 00:10:12.120]  這個世俗小學是指什麼呢
[00:10:12.120 --> 00:10:14.120]  就是指他們的律法
[00:10:14.120 --> 00:10:19.120]  就是指在阿伯拉罕的時代
[00:10:19.120 --> 00:10:21.120]  神說阿伯拉罕要什麼
[00:10:21.120 --> 00:10:24.120]  要恩信得生之後
[00:10:24.120 --> 00:10:27.120]  然後所立的律法
[00:10:27.120 --> 00:10:31.120]  然後一直就是根據律法而生活的
[00:10:31.120 --> 00:10:34.120]  這些律法在新約的時期
[00:10:34.120 --> 00:10:37.120]  保羅提到是很有限制的
[00:10:37.120 --> 00:10:38.120]  時間有限制的
[00:10:38.120 --> 00:10:39.120]  到了耶穌來的時候
[00:10:39.120 --> 00:10:41.120]  這個律法就要成全的了
[00:10:41.120 --> 00:10:43.120]  有些東西就不可以用的了
[00:10:43.120 --> 00:10:46.120]  又說到這個律法是怎樣
[00:10:46.120 --> 00:10:48.120]  是顯出人的罪的
[00:10:48.120 --> 00:10:49.120]  你犯了罪
[00:10:49.120 --> 00:10:50.120]  律法說你犯罪
[00:10:50.120 --> 00:10:51.120]  就顯出你的罪
[00:10:51.120 --> 00:10:54.120]  也不能夠帶給你一個新的生命
[00:10:54.120 --> 00:10:57.120]  這個是律法的一個限制
[00:10:57.120 --> 00:11:02.120]  這個就是保羅提到世俗小學的意思
[00:11:02.120 --> 00:11:05.120]  而當時加拉太人
[00:11:05.120 --> 00:11:07.120]  他們的世俗小學是什麼呢
[00:11:07.120 --> 00:11:09.120]  加拉太不是猶太人
[00:11:09.120 --> 00:11:11.120]  是外邦人
[00:11:11.120 --> 00:11:14.120]  這段聖經是沒怎麼說的
[00:11:14.120 --> 00:11:16.120]  但是在第八節裡面
[00:11:16.120 --> 00:11:18.120]  有一些意思我們可以看到的
[00:11:18.120 --> 00:11:20.120]  第八節裡面說
[00:11:20.120 --> 00:11:24.120]  從前你們不認識神的時候
[00:11:24.120 --> 00:11:29.120]  就給那些本來不是神做奴僕
[00:11:29.120 --> 00:11:32.120]  意思就是說他們敬拜一些假神
[00:11:32.120 --> 00:11:33.120]  他們的偶像
[00:11:33.120 --> 00:11:36.120]  其實都是在說他們的宗教信仰
[00:11:36.120 --> 00:11:38.120]  他們的律法的條例
[00:11:38.120 --> 00:11:40.120]  一直成長當中的
[00:11:40.120 --> 00:11:44.120]  這些是他們的世俗小學
[00:11:44.120 --> 00:11:46.120]  另一件事就是在第十節提到
[00:11:46.120 --> 00:11:49.120]  你們可能回去謹守
[00:11:49.120 --> 00:11:52.120]  日子、月份、節期和年份
[00:11:52.120 --> 00:11:56.120]  這些是當時的猶太信徒
[00:11:56.120 --> 00:11:59.120]  告訴這些加拉太外邦信徒
[00:11:59.120 --> 00:12:01.120]  其實你們不是單單信耶穌就夠了
[00:12:01.120 --> 00:12:02.120]  還要什麼
[00:12:02.120 --> 00:12:05.120]  還要守猶太的律法
[00:12:05.120 --> 00:12:07.120]  日子、節期這些
[00:12:07.120 --> 00:12:09.120]  特別是國禮這件事
[00:12:09.120 --> 00:12:12.120]  在加拉太書是在說的
[00:12:12.120 --> 00:12:14.120]  所以當時的加拉太人
[00:12:14.120 --> 00:12:15.120]  他們的世俗小學
[00:12:15.120 --> 00:12:18.120]  可以說是他們自己成長
[00:12:18.120 --> 00:12:22.120]  那些拜的神、風土人情成長
[00:12:22.120 --> 00:12:24.120]  本來就很怕他們什麼
[00:12:24.120 --> 00:12:27.120]  回去那裡
[00:12:27.120 --> 00:12:31.120]  我想想在我們信耶穌
[00:12:31.120 --> 00:12:32.120]  香港人
[00:12:32.120 --> 00:12:34.120]  香港的中國人
[00:12:34.120 --> 00:12:37.120]  我們的世俗小學是什麼
[00:12:37.120 --> 00:12:39.120]  你有沒有想過
[00:12:39.120 --> 00:12:41.120]  你有沒有想過你的成長
[00:12:41.120 --> 00:12:43.120]  你的世俗小學是什麼
[00:12:43.120 --> 00:12:46.120]  可能還在影響著你
[00:12:46.120 --> 00:12:48.120]  我們當中信了主
[00:12:48.120 --> 00:12:50.120]  有些人很久很久
[00:12:50.120 --> 00:12:52.120]  有些人也不是很久
[00:12:52.120 --> 00:12:54.120]  我們的世俗小學是什麼
[00:12:54.120 --> 00:12:55.120]  我們
[00:12:55.120 --> 00:12:57.120]  我在香港長大的
[00:12:57.120 --> 00:12:58.120]  中國內地的
[00:12:58.120 --> 00:12:59.120]  有些不太熟
[00:12:59.120 --> 00:13:00.120]  但也有些類似
[00:13:00.120 --> 00:13:02.120]  廣東省也是
[00:13:02.120 --> 00:13:03.120]  現在倫理道德上
[00:13:03.120 --> 00:13:04.120]  我們的成長
[00:13:04.120 --> 00:13:06.120]  我們聽的是什麼
[00:13:06.120 --> 00:13:08.120]  從小到大聽的
[00:13:08.120 --> 00:13:10.120]  因果報應
[00:13:10.120 --> 00:13:12.120]  這些是不是我們聽的
[00:13:12.120 --> 00:13:14.120]  而且也挺信的
[00:13:14.120 --> 00:13:16.120]  那時候是很信的
[00:13:16.120 --> 00:13:19.120]  行善要積德
[00:13:19.120 --> 00:13:22.120]  將來就有好過
[00:13:22.120 --> 00:13:27.120]  宗教信仰就有很多仙境
[00:13:27.120 --> 00:13:29.120]  有神仙
[00:13:29.120 --> 00:13:31.120]  有地獄
[00:13:31.120 --> 00:13:33.120]  而且有多少層
[00:13:33.120 --> 00:13:35.120]  你應該說得出來
[00:13:35.120 --> 00:13:37.120]  其實是不是呢
[00:13:37.120 --> 00:13:39.120]  真的不太知道
[00:13:39.120 --> 00:13:41.120]  大家都說得出來
[00:13:41.120 --> 00:13:43.120]  是十八層地獄
[00:13:43.120 --> 00:13:45.120]  層層都有不同的
[00:13:45.120 --> 00:13:47.120]  以前去胡文虎
[00:13:47.120 --> 00:13:49.120]  嚇到死的
[00:13:49.120 --> 00:13:51.120]  不要去
[00:13:51.120 --> 00:13:54.120]  又要上刀山下油鍋
[00:13:54.120 --> 00:13:56.120]  一個人死了之後
[00:13:56.120 --> 00:13:58.120]  你去過那些
[00:13:58.120 --> 00:13:59.120]  未信耶穌的人
[00:13:59.120 --> 00:14:00.120]  現在就有些打齋
[00:14:00.120 --> 00:14:02.120]  又要破地獄
[00:14:02.120 --> 00:14:03.120]  過橋
[00:14:03.120 --> 00:14:04.120]  然後才去到
[00:14:04.120 --> 00:14:06.120]  希望可以去到極樂
[00:14:06.120 --> 00:14:07.120]  要不就成仙
[00:14:07.120 --> 00:14:08.120]  要不就成佛
[00:14:08.120 --> 00:14:10.120]  要不就投胎
[00:14:10.120 --> 00:14:13.120]  其實佛教和道教都混亂了
[00:14:13.120 --> 00:14:14.120]  滿天神佛
[00:14:14.120 --> 00:14:17.120]  投胎如果不是人就做什麼
[00:14:17.120 --> 00:14:19.120]  豬牛油馬蜆豉
[00:14:19.120 --> 00:14:20.120]  什麼都做
[00:14:20.120 --> 00:14:23.120]  做螞蟻等等
[00:14:23.120 --> 00:14:25.120]  這些是宗教信仰
[00:14:25.120 --> 00:14:27.120]  我不知道我們的成長
[00:14:27.120 --> 00:14:29.120]  是這些想法和背景
[00:14:29.120 --> 00:14:31.120]  另外是滿天神佛
[00:14:31.120 --> 00:14:33.120]  玉皇大帝好像是最大的
[00:14:33.120 --> 00:14:35.120]  好像而已
[00:14:35.120 --> 00:14:37.120]  然後是觀世音菩薩
[00:14:37.120 --> 00:14:40.120]  有什麼八仙
[00:14:40.120 --> 00:14:42.120]  茅山等等
[00:14:42.120 --> 00:14:45.120]  還有整間屋都有神
[00:14:45.120 --> 00:14:47.120]  大家以前
[00:14:47.120 --> 00:14:49.120]  家裡
[00:14:49.120 --> 00:14:50.120]  我們現在的老人家
[00:14:50.120 --> 00:14:52.120]  未信耶穌的家裡
[00:14:52.120 --> 00:14:53.120]  仍然有
[00:14:53.120 --> 00:14:56.120]  門口有門神
[00:14:56.120 --> 00:14:57.120]  房間有房神
[00:14:57.120 --> 00:14:59.120]  廁所有廁所神
[00:14:59.120 --> 00:15:01.120]  真的
[00:15:01.120 --> 00:15:04.120]  廁所菇
[00:15:04.120 --> 00:15:07.120]  廳有廳神
[00:15:07.120 --> 00:15:09.120]  總之什麼神都有
[00:15:09.120 --> 00:15:11.120]  燈都有燈神
[00:15:11.120 --> 00:15:13.120]  阿拉丁神燈
[00:15:13.120 --> 00:15:15.120]  燈神
[00:15:15.120 --> 00:15:16.120]  有名的
[00:15:16.120 --> 00:15:18.120]  有灶君、財神、門神
[00:15:18.120 --> 00:15:20.120]  還有牛鬼蛇神
[00:15:20.120 --> 00:15:22.120]  不要鬥到他們
[00:15:22.120 --> 00:15:25.120]  我們是這樣的成長
[00:15:25.120 --> 00:15:27.120]  另外現在
[00:15:27.120 --> 00:15:29.120]  香港的現代人
[00:15:29.120 --> 00:15:31.120]  應該不是拜這些
[00:15:31.120 --> 00:15:35.120]  但是風水命理
[00:15:35.120 --> 00:15:38.120]  現代人是不是被影響的
[00:15:38.120 --> 00:15:40.120]  在座當中
[00:15:40.120 --> 00:15:42.120]  我認識的都被影響過
[00:15:42.120 --> 00:15:45.120]  這些是新潮的
[00:15:45.120 --> 00:15:47.120]  冥想
[00:15:47.120 --> 00:15:49.120]  打坐
[00:15:49.120 --> 00:15:51.120]  升上觀星
[00:15:51.120 --> 00:15:53.120]  這些是新潮的
[00:15:53.120 --> 00:15:55.120]  其實很影響我們
[00:15:55.120 --> 00:15:57.120]  現在香港很多青年人
[00:15:57.120 --> 00:15:59.120]  成年人
[00:15:59.120 --> 00:16:01.120]  還有一些是
[00:16:01.120 --> 00:16:03.120]  蚊蜜招魂
[00:16:03.120 --> 00:16:05.120]  有沒有試過
[00:16:05.120 --> 00:16:07.120]  還有一些是
[00:16:07.120 --> 00:16:09.120]  茅山術
[00:16:09.120 --> 00:16:11.120]  神打
[00:16:11.120 --> 00:16:13.120]  我們以前中學的年代
[00:16:13.120 --> 00:16:15.120]  都有同學玩這些
[00:16:15.120 --> 00:16:17.120]  碟仙、筆仙
[00:16:17.120 --> 00:16:19.120]  還有什麼仙
[00:16:19.120 --> 00:16:21.120]  河仙
[00:16:21.120 --> 00:16:23.120]  吃的那些
[00:16:23.120 --> 00:16:25.120]  碟仙、筆仙
[00:16:25.120 --> 00:16:27.120]  養鬼仔
[00:16:27.120 --> 00:16:29.120]  這些是較為新興
[00:16:29.120 --> 00:16:31.120]  其實是
[00:16:31.120 --> 00:16:33.120]  影響我們的
[00:16:33.120 --> 00:16:35.120]  我們信了耶穌
[00:16:35.120 --> 00:16:37.120]  我們有沒有脫離
[00:16:37.120 --> 00:16:39.120]  這些世俗小學的
[00:16:39.120 --> 00:16:41.120]  一些的合制呢
[00:16:41.120 --> 00:16:43.120]  仍然會不會
[00:16:43.120 --> 00:16:45.120]  影響呢
[00:16:45.120 --> 00:16:47.120]  我前一年多
[00:16:47.120 --> 00:16:49.120]  探過一個退休的
[00:16:49.120 --> 00:16:51.120]  一個女士
[00:16:51.120 --> 00:16:53.120]  信耶穌很多很多年了
[00:16:53.120 --> 00:16:55.120]  她的家
[00:16:55.120 --> 00:16:57.120]  她先生去世了幾年
[00:16:57.120 --> 00:17:01.120]  她都很紀念她先生
[00:17:01.120 --> 00:17:03.120]  放張照片
[00:17:03.120 --> 00:17:05.120]  在一個
[00:17:05.120 --> 00:17:07.120]  一個地方
[00:17:07.120 --> 00:17:09.120]  我們參觀一下
[00:17:09.120 --> 00:17:11.120]  很有趣
[00:17:11.120 --> 00:17:13.120]  說了兩句
[00:17:13.120 --> 00:17:15.120]  誰誰有人來探望你
[00:17:15.120 --> 00:17:17.120]  咦
[00:17:17.120 --> 00:17:19.120]  這麼有趣
[00:17:19.120 --> 00:17:21.120]  好像幾十年了
[00:17:21.120 --> 00:17:23.120]  難道老人家
[00:17:23.120 --> 00:17:25.120]  每年都有這樣的想法
[00:17:25.120 --> 00:17:27.120]  不知道大家有沒有
[00:17:27.120 --> 00:17:29.120]  其實這些是令我們不自由的
[00:17:29.120 --> 00:17:31.120]  其實不應該是這樣的
[00:17:31.120 --> 00:17:33.120]  在新水埗裏面
[00:17:33.120 --> 00:17:35.120]  有一個我們叫阿姨的
[00:17:35.120 --> 00:17:37.120]  近期信了主
[00:17:37.120 --> 00:17:39.120]  她就半年左右
[00:17:39.120 --> 00:17:41.120]  其實她信主都很難得的
[00:17:41.120 --> 00:17:43.120]  因為她在鄉下真的拜到滿天神佛
[00:17:43.120 --> 00:17:47.120]  她覺得教會很好
[00:17:47.120 --> 00:17:49.120]  她又經歷過被醫治
[00:17:49.120 --> 00:17:51.120]  有些病痛就康復了
[00:17:51.120 --> 00:17:53.120]  回來教會就很開心
[00:17:53.120 --> 00:17:55.120]  所以她覺得
[00:17:55.120 --> 00:17:57.120]  哇 真好
[00:17:57.120 --> 00:17:59.120]  她又決志信耶穌
[00:17:59.120 --> 00:18:01.120]  甚至她的經歷就是
[00:18:01.120 --> 00:18:03.120]  有一次回鄉下探望子女
[00:18:03.120 --> 00:18:05.120]  她就
[00:18:05.120 --> 00:18:07.120]  有個袋子
[00:18:07.120 --> 00:18:09.120]  放在他們一路來拜偶像
[00:18:09.120 --> 00:18:11.120]  在那裏附近
[00:18:11.120 --> 00:18:13.120]  她的子女就告訴她
[00:18:13.120 --> 00:18:15.120]  你不能放在這裏
[00:18:15.120 --> 00:18:17.120]  這些是神位的地方
[00:18:17.120 --> 00:18:19.120]  她就
[00:18:19.120 --> 00:18:21.120]  拿走了
[00:18:21.120 --> 00:18:23.120]  她當晚睡覺
[00:18:23.120 --> 00:18:25.120]  她就見到
[00:18:25.120 --> 00:18:27.120]  屬靈爭戰
[00:18:27.120 --> 00:18:29.120]  我會如她而生地形容給她聽
[00:18:29.120 --> 00:18:31.120]  她在睡覺的時候
[00:18:31.120 --> 00:18:33.120]  是見到一個大的黑影很高
[00:18:33.120 --> 00:18:35.120]  這樣升起
[00:18:35.120 --> 00:18:37.120]  很想這樣壓下去
[00:18:37.120 --> 00:18:39.120]  她就
[00:18:39.120 --> 00:18:41.120]  不讓她壓
[00:18:41.120 --> 00:18:43.120]  她的下意識就是不讓她壓
[00:18:43.120 --> 00:18:45.120]  但她是要這樣壓它
[00:18:45.120 --> 00:18:47.120]  她即時有一個想法
