
[00:00:00.000 --> 00:00:03.500]  今天用大家都非常熟悉的經文
[00:01:43.000 --> 00:01:44.300]  就有一對孩子
[00:01:44.300 --> 00:01:45.700]  一個男的一個女
[00:01:45.700 --> 00:01:49.100]  就可以組成一個非常完美的家庭
[00:01:49.100 --> 00:01:53.000]  他們就把孩子帶到一個聖公會的教堂
[00:01:53.000 --> 00:01:59.300]  要求牧師說爲兩個孩子就嬰孩的洗禮
[00:01:59.300 --> 00:02:01.600]  那個牧師確實有一點猶豫
[00:02:01.600 --> 00:02:03.400]  因爲你兩個男人來
[00:02:03.400 --> 00:02:05.500]  雖然是合法的婚姻
[00:02:05.500 --> 00:02:08.900]  但是教會的立場還不是這樣
[00:02:08.900 --> 00:02:11.500]  但是其中一個男的就說了
[00:02:11.500 --> 00:02:16.400]  牧師你平常不是說神愛私人嗎
[00:02:16.400 --> 00:02:19.700]  神的愛應該是無條件的
[00:02:19.700 --> 00:02:21.400]  不持戲人
[00:02:21.400 --> 00:02:24.800]  所以你不應該拒絕爲我們兩個孩子洗禮
[00:02:24.800 --> 00:02:28.800]  這樣一般人也有這種誤解
[00:02:28.800 --> 00:02:31.900]  上帝的愛是無條件的
[00:02:31.900 --> 00:02:34.600]  所以無論他們是什麼人
[00:02:34.600 --> 00:02:38.400]  上帝的愛都應該愛他們
[00:02:38.400 --> 00:02:41.600]  特別剛纔我們讀約翰福音三章十六節
[00:02:41.600 --> 00:02:44.600]  很多人都會背
[00:02:44.600 --> 00:02:47.500]  到底是怎麼一回事呢
[00:02:47.500 --> 00:02:50.400]  今天我就從經文裏面去思考一下
[00:02:50.400 --> 00:02:52.500]  到底上帝的愛是什麼的事
[00:02:52.500 --> 00:02:58.500]  因爲聖經中提起上帝的愛
[00:02:58.500 --> 00:03:01.300]  其實原來非常少
[00:03:01.300 --> 00:03:02.600]  在聖經裏面
[00:03:02.600 --> 00:03:06.200]  總共大概有三萬五千節的經文
[00:03:06.200 --> 00:03:11.600]  大概有三十五節是直接說上帝的愛
[00:03:11.600 --> 00:03:14.500]  所以就是每一千節的經文
[00:03:14.500 --> 00:03:17.500]  纔會提到一次上帝的愛
[00:03:17.500 --> 00:03:19.300]  所以你看多嗎
[00:03:19.300 --> 00:03:21.700]  這麼少的經文
[00:03:21.700 --> 00:03:24.900]  而且有一個更令人驚訝的發現
[00:03:24.900 --> 00:03:29.500]  是每一期提到上帝的愛的經文
[00:03:29.500 --> 00:03:32.500]  都通常是講那些已經被上帝
[00:03:32.500 --> 00:03:36.600]  從他們本來如意當中贖回的人
[00:03:36.600 --> 00:03:39.000]  就好像他們在埃及
[00:03:39.000 --> 00:03:41.400]  然後法老王如意他們
[00:03:41.400 --> 00:03:44.100]  所以摩西就帶領他們出埃及
[00:03:44.100 --> 00:03:46.100]  就經歷那種人
[00:03:46.100 --> 00:03:51.300]  另外就是從基督徒之間纔會提到上帝的愛
[00:03:51.300 --> 00:03:53.300]  所以上帝的愛
[00:03:53.300 --> 00:03:59.100]  僅僅是那些被上帝從如意中贖回的人
[00:03:59.100 --> 00:04:01.100]  中間纔會講的
[00:04:01.100 --> 00:04:04.300]  舊約裏面只有從跟猶太人說
[00:04:04.300 --> 00:04:07.700]  對猶太人之間講上帝的愛
[00:04:07.700 --> 00:04:09.000]  在新約裏面
[00:04:09.000 --> 00:04:14.200]  也是基督徒在基督徒之間纔會講上帝的愛
[00:04:14.200 --> 00:04:17.000]  所以無論是耶穌或者使徒
[00:04:17.000 --> 00:04:19.500]  他們從來沒有在公開的場合
[00:04:19.500 --> 00:04:23.300]  去傳講福音的時候講上帝的愛
[00:04:23.300 --> 00:04:25.200]  所以當你跟不信的人講
[00:04:25.200 --> 00:04:26.900]  上帝愛你的時候
[00:04:26.900 --> 00:04:29.600]  他們通常會反過來攻擊你
[00:04:29.600 --> 00:04:31.800]  如果上帝是真的愛
[00:04:31.800 --> 00:04:35.200]  爲什麼這個世界有這麼多苦難
[00:04:35.200 --> 00:04:37.300]  因爲慈愛的上帝
[00:04:37.300 --> 00:04:42.100]  怎麼可能允許有地震天災戰爭
[00:04:42.100 --> 00:04:43.900]  這個事情發生了
[00:04:43.900 --> 00:04:49.300]  一個慈愛的上帝怎麼會把人送去地獄
[00:04:49.300 --> 00:04:53.100]  事實上聖經裏面有上帝的愛
[00:04:53.100 --> 00:04:56.500]  但不是無條件的
[00:04:56.500 --> 00:04:59.700]  那上帝愛那些敬畏他的人
[00:04:59.700 --> 00:05:03.500]  上帝愛那些持守他誡命的人
[00:05:03.500 --> 00:05:07.200]  都是對上帝的選民來講的
[00:05:07.200 --> 00:05:11.700]  而且我問你誰會被約翰三章十六節
[00:05:11.700 --> 00:05:13.300]  大部分都會被
[00:05:13.300 --> 00:05:19.100]  請問誰會被前面一節跟後面一節
[00:05:19.100 --> 00:05:21.700]  都不會就不理了
[00:05:21.700 --> 00:05:24.700]  所以被英句會帶來這個麻煩
[00:05:24.700 --> 00:05:26.600]  就缺乏上下文
[00:05:26.600 --> 00:05:29.300]  然後我們就很容易誤解
[00:05:29.300 --> 00:05:33.600]  我先講講到底愛是怎麼樣一個字
[00:05:33.600 --> 00:05:34.700]  在聖經裏面
[00:05:34.700 --> 00:05:37.600]  希臘文裏面出現過四個不同的字
[00:05:37.600 --> 00:05:39.900]  我是很簡單的講一下
[00:05:39.900 --> 00:05:49.000]  第一個這個字基本上是一個禽獸的愛
[00:05:49.000 --> 00:05:54.200]  沒有什麼是本能的一種衝動而已
[00:05:54.200 --> 00:05:56.300]  沒有什麼愛的本質在裏面
[00:05:56.300 --> 00:05:59.700]  也不常用 愛的本質不多
[00:05:59.700 --> 00:06:01.600]  第二個比較多用一點
[00:06:01.600 --> 00:06:05.100]  叫感官上的情愛
[00:06:05.100 --> 00:06:06.300]  那英文比較簡單
[00:06:06.300 --> 00:06:07.500]  I love you 我愛你
[00:06:07.500 --> 00:06:09.700]  這個常常會講的
[00:06:09.700 --> 00:06:12.500]  這是情愛本身沒有什麼問題
[00:06:12.500 --> 00:06:15.000]  也不是說有沒有罪的問題
[00:06:15.000 --> 00:06:18.800]  是上帝創造男女之間有情愛
[00:06:18.800 --> 00:06:20.200]  互相吸引
[00:06:20.200 --> 00:06:21.200]  這個就是EROS
[00:06:21.200 --> 00:06:24.100]  所以這個EROS的發生
[00:06:24.100 --> 00:06:24.900]  心性是愛
[00:06:24.900 --> 00:06:27.400]  一種很自然的
[00:06:27.400 --> 00:06:28.800]  到時候你長大
[00:06:28.800 --> 00:06:31.600]  青少年你就很自動喜歡一個女人
[00:06:31.600 --> 00:06:32.700]  或是男人
[00:06:32.700 --> 00:06:34.400]  一種情愛
[00:06:34.400 --> 00:06:36.500]  是一種化學反應
[00:06:36.500 --> 00:06:38.300]  看到了一個好漂亮的孩子
[00:06:38.300 --> 00:06:41.500]  女孩子 或是男生就這樣
[00:06:41.500 --> 00:06:43.000]  叫情愛
[00:06:43.000 --> 00:06:47.100]  上帝對世人不會有這種EROS的愛
[00:06:47.100 --> 00:06:50.500]  也不會跟我們陷入愛情當中
[00:06:50.500 --> 00:06:54.200]  因爲這種愛是自私的
[00:06:54.200 --> 00:06:58.300]  很想從某人那邊得到一種東西
[00:06:58.300 --> 00:07:00.000]  他被你吸引
[00:07:00.000 --> 00:07:02.400]  你也希望他注意你
[00:07:02.400 --> 00:07:04.500]  男女雙方都是這樣
[00:07:04.500 --> 00:07:07.700]  而且你希望得到一種很緊密的關係
[00:07:07.700 --> 00:07:09.300]  及允許你們有的
[00:07:09.300 --> 00:07:10.300]  夫妻也是這樣
[00:07:10.300 --> 00:07:12.600]  男女朋友也是這樣
[00:07:12.600 --> 00:07:14.400]  互相的關係
[00:07:14.400 --> 00:07:15.800]  第三個叫Phileo
[00:07:15.800 --> 00:07:18.500]  就是我們常常說是友愛
[00:07:18.500 --> 00:07:21.300]  英文也不是非常貼切
[00:07:21.300 --> 00:07:24.900]  不過有一點接近
[00:07:24.900 --> 00:07:27.300]  這是一個動詞
[00:07:27.300 --> 00:07:29.900]  有一個演變成叫Philadelphia
[00:07:29.900 --> 00:07:31.900]  美國有一個州是這樣
[00:07:31.900 --> 00:07:35.700]  然後就是兄弟之愛
[00:07:35.700 --> 00:07:36.900]  互相欣賞
[00:07:36.900 --> 00:07:39.100]  這個是一個精神層面的
[00:07:39.100 --> 00:07:41.500]  不是一個感性的層面
[00:07:41.500 --> 00:07:43.100]  因爲很欣賞對方
[00:07:43.100 --> 00:07:44.900]  很好的朋友
[00:07:44.900 --> 00:07:47.600]  我們香港話叫老師
[00:07:47.600 --> 00:07:49.300]  非常好的朋友
[00:07:49.300 --> 00:07:52.600]  英文一個用love一個用like
[00:07:52.600 --> 00:07:53.900]  就是我們關係很好
[00:07:53.900 --> 00:07:56.200]  我們有很多共同的地方
[00:07:56.200 --> 00:07:59.500]  這種愛就比較無私
[00:07:59.500 --> 00:08:02.000]  就是不求回報的
[00:08:02.000 --> 00:08:04.400]  相互有共同的愛好
[00:08:04.400 --> 00:08:07.300]  在友愛當中互相吸引
[00:08:07.300 --> 00:08:09.000]  第四個就是Agape
[00:08:09.000 --> 00:08:11.300]  常常不懂希臘文的人
[00:08:11.300 --> 00:08:12.500]  都會懂這個字
[00:08:12.500 --> 00:08:15.800]  我Agape you
[00:08:15.800 --> 00:08:20.200]  Agape就是
[00:08:20.200 --> 00:08:22.900]  約翰福音三章十六節
[00:08:22.900 --> 00:08:25.500]  一種行動的愛
[00:08:25.500 --> 00:08:27.400]  Eros一種吸引
[00:08:27.400 --> 00:08:28.800]  是感情上面的
[00:08:28.800 --> 00:08:30.500]  Phileo一種喜愛
[00:08:30.500 --> 00:08:31.400]  一種友愛
[00:08:31.400 --> 00:08:33.300]  在精神層面上的
[00:08:33.300 --> 00:08:38.300]  Agape有時候翻譯成人愛
[00:08:38.300 --> 00:08:40.200]  最接近英文就是care
[00:08:40.200 --> 00:08:43.000]  關懷裏面有兩個意思
[00:08:43.000 --> 00:08:46.300]  就是你的關心跟你的行動
[00:08:46.300 --> 00:08:48.500]  這是一種以人爲中心的愛
[00:08:48.500 --> 00:08:52.800]  是爲某人的需要做回應的行動
[00:08:52.800 --> 00:08:54.700]  而不是因爲被他吸引
[00:08:54.700 --> 00:08:56.200]  他有什麼好處
[00:08:56.200 --> 00:08:58.300]  我跟他有什麼關係
[00:08:58.300 --> 00:09:01.700]  也不是因爲對他很感興趣而做的
[00:09:01.700 --> 00:09:04.000]  而是我關心那個人
[00:09:04.000 --> 00:09:06.000]  他不一定有回報的
[00:09:06.000 --> 00:09:08.400]  然後我用愛的行動
[00:09:08.400 --> 00:09:10.400]  去幫忙他的需要
[00:09:10.400 --> 00:09:13.500]  這個是上帝對我們的Agape
[00:09:13.500 --> 00:09:14.800]  當然也有感情
[00:09:14.800 --> 00:09:16.100]  在部分這個字
[00:09:16.100 --> 00:09:20.700]  最主要在意識上很理性的愛
[00:09:20.700 --> 00:09:23.200]  就是對某人的需要
[00:09:23.200 --> 00:09:26.400]  給予關注跟滿足
[00:09:26.400 --> 00:09:29.200]  他有需要我幫助他
[00:09:29.200 --> 00:09:30.600]  很簡單的說法
[00:09:30.600 --> 00:09:34.200]  就是立志將好處帶給對方
[00:09:34.200 --> 00:09:36.000]  他不會給你回報
[00:09:36.000 --> 00:09:38.700]  假如夫妻的愛是這種的話
[00:09:38.700 --> 00:09:40.800]  纔是真正的愛
[00:09:40.800 --> 00:09:45.200]  我立志把好處帶給我的另外的一半
[00:09:45.200 --> 00:09:46.400]  所以當有人問
[00:09:46.400 --> 00:09:48.500]  耶穌愛您設的時候
[00:09:48.500 --> 00:09:49.500]  耶穌就講了好
[00:09:49.500 --> 00:09:51.200]  撒瑪利亞人的故事
[00:09:51.200 --> 00:09:52.600]  就是這種愛
[00:09:52.600 --> 00:09:54.400]  一個人被一個強盜打
[00:09:54.400 --> 00:09:55.300]  打受傷了
[00:09:55.300 --> 00:09:56.600]  搶劫了
[00:09:56.600 --> 00:09:57.000]  好了
[00:09:57.000 --> 00:09:58.400]  有兩個人都經過
[00:09:58.400 --> 00:10:01.900]  有法利薩人有祭師文室
[00:10:01.900 --> 00:10:02.800]  看到以後
[00:10:02.800 --> 00:10:05.400]  他們可能會覺得真慘
[00:10:05.400 --> 00:10:07.600]  他可能有同情心
[00:10:07.600 --> 00:10:08.600]  好可憐
[00:10:08.600 --> 00:10:10.200]  但我很忙
[00:10:10.200 --> 00:10:11.900]  就走了
[00:10:11.900 --> 00:10:16.600]  但是那個撒瑪利亞人看到他受傷流血
[00:10:16.600 --> 00:10:18.000]  對方是猶太人
[00:10:18.000 --> 00:10:20.400]  他本身是外邦人
[00:10:20.400 --> 00:10:24.900]  但是他走去關注他的傷勢情況怎麼樣
[00:10:24.900 --> 00:10:27.400]  安排他去一個客店
[00:10:27.400 --> 00:10:29.100]  然後給他包裹傷口
[00:10:29.100 --> 00:10:31.100]  把錢給那個旅館的店主
[00:10:31.100 --> 00:10:33.100]  你照顧他
[00:10:33.100 --> 00:10:35.900]  做了相應的救護的行動
[00:10:35.900 --> 00:10:36.800]  你不要忘記
[00:10:36.800 --> 00:10:39.900]  猶太人跟撒瑪利亞人世仇
[00:10:39.900 --> 00:10:43.900]  所以撒瑪利亞人本來就不會愛這個人的
[00:10:43.900 --> 00:10:48.400]  但是他就有阿嘎佩這種關注的愛
[00:10:48.400 --> 00:10:49.700]  然後不分種族
[00:10:49.700 --> 00:10:50.900]  不分男女
[00:10:50.900 --> 00:10:52.300]  不分貧窮
[00:10:52.300 --> 00:10:54.000]  也沒有回報的
[00:10:54.000 --> 00:10:55.500]  他做完以後他就走了
[00:10:55.500 --> 00:10:59.600]  那個人好了以後可能也不知道哪裏去找他
[00:10:59.600 --> 00:11:02.800]  對有需要的人提供幫助
[00:11:02.800 --> 00:11:06.500]  也就是主耶穌命令我們彼此相愛
[00:11:06.500 --> 00:11:09.900]  甚至愛仇敵的愛
[00:11:09.900 --> 00:11:13.100]  我從前以爲不可能愛仇敵
[00:11:13.100 --> 00:11:15.700]  當我明白這個愛的意思的時候
[00:11:15.700 --> 00:11:17.100]  我就瞭解
[00:11:17.100 --> 00:11:20.300]  原來這個阿嘎佩就是說
[00:11:20.300 --> 00:11:27.000]  我們不需要對我的仇敵產生甜絲絲的感覺
[00:11:27.000 --> 00:11:27.300]  哎呀
[00:11:27.300 --> 00:11:28.500]  我要愛他
[00:11:28.500 --> 00:11:29.600]  不可能
[00:11:29.600 --> 00:11:30.700]  但是呢
[00:11:30.700 --> 00:11:33.300]  當對方有需要的時候
[00:11:33.300 --> 00:11:36.200]  我能提供幫助
[00:11:36.200 --> 00:11:37.300]  很簡單
[00:11:37.300 --> 00:11:38.600]  就是你一個不喜歡的人
[00:11:38.600 --> 00:11:40.100]  你看到他跌倒了
[00:11:40.100 --> 00:11:41.600]  他流血
[00:11:41.600 --> 00:11:44.500]  我就給他一個藥水的交代
[00:11:44.500 --> 00:11:46.000]  可以嗎
[00:11:46.000 --> 00:11:46.600]  可以呀
[00:11:46.600 --> 00:11:50.100]  這個愛仇敵不難做
[00:11:50.100 --> 00:11:54.400]  唯一能對仇敵有甜絲絲的感情的
[00:11:54.400 --> 00:11:56.500]  只有一種人
[00:11:56.500 --> 00:12:00.200]  神經病
[00:12:00.200 --> 00:12:03.200]  由於這個阿嘎佩是出於一致的層面
[00:12:03.200 --> 00:12:06.500]  所以他可以聽命人的指揮
[00:12:06.500 --> 00:12:10.300]  你沒有辦法強逼一個人去arose你
[00:12:10.300 --> 00:12:11.900]  不可能
[00:12:11.900 --> 00:12:16.100]  也不可能命令他們彼此fileo
[00:12:16.100 --> 00:12:20.700]  但是呢主耶穌要我們要阿嘎佩對方
[00:12:20.700 --> 00:12:25.500]  就是願意爲了看到對方有需要的時候
[00:12:25.500 --> 00:12:27.700]  就幫助他
[00:12:27.700 --> 00:12:29.900]  平常你不需要很愛他
[00:12:29.900 --> 00:12:32.400]  很喜歡見到他
[00:12:32.400 --> 00:12:35.500]  我們叫就說比非公平的
[00:12:35.500 --> 00:12:38.100]  你能幫助不同不認識的人
[00:12:38.100 --> 00:12:41.000]  同樣的你的仇敵有需要的時候
[00:12:41.000 --> 00:12:43.100]  我也可以幫忙一把
[00:12:43.100 --> 00:12:44.900]  這個不太難
[00:12:44.900 --> 00:12:46.200]  好我們看看了
[00:12:46.200 --> 00:12:48.900]  約翰福音三章十六節就講
[00:12:48.900 --> 00:12:51.300]  那神愛世人那個愛呢
[00:12:51.300 --> 00:12:54.900]  不是說上帝有對我們有了愛意
[00:12:54.900 --> 00:12:57.500]  而是指上帝對我們需要的
[00:12:57.500 --> 00:12:59.700]  產生了行動跟關注
[00:12:59.700 --> 00:13:02.700]  所以就賜給我們耶穌基督
[00:13:02.700 --> 00:13:05.200]  他明白我們是有犯罪的
[00:13:05.200 --> 00:13:06.000]  有困難的
[00:13:06.000 --> 00:13:07.400]  我們救不了自己
[00:13:07.400 --> 00:13:10.400]  所以他就有一個行動
[00:13:10.400 --> 00:13:12.100]  雖然就指這個世界裏面
[00:13:12.100 --> 00:13:16.500]  所有叛逆的孩子都是神所愛的
[00:13:16.500 --> 00:13:19.800]  上帝愛這個充滿仇恨的世界
[00:13:19.800 --> 00:13:21.800]  所以採取了行動
[00:13:21.800 --> 00:13:23.500]  他做了一事情
[00:13:23.500 --> 00:13:26.000]  但是一切不是說所有人
[00:13:26.000 --> 00:13:28.700]  而是跟耶穌有關係的人
[00:13:28.700 --> 00:13:32.000]  才能接受他這個愛
[00:13:32.000 --> 00:13:33.600]  假如他不接受耶穌
[00:13:33.600 --> 00:13:37.000]  上帝這個行動對他來講沒有意義
[00:13:37.000 --> 00:13:39.000]  而不是任何人
[00:13:39.000 --> 00:13:44.000]  而滅亡這個字非常震撼
[00:13:44.000 --> 00:13:47.700]  不是我們常常說人死有當滅
[00:13:47.700 --> 00:13:49.400]  就是死了以後什麼都沒有了
[00:13:49.400 --> 00:13:51.300]  就滅亡了那個
[00:13:51.300 --> 00:13:55.300]  原來這個字原文是成爲廢物
[00:13:55.300 --> 00:13:59.600]  不是說沒有了
[00:13:59.600 --> 00:14:02.100]  不是說永遠不會被滅亡
[00:14:02.100 --> 00:14:04.300]  其實還存在的
[00:14:04.300 --> 00:14:06.000]  上帝毀滅那些人
[00:14:06.000 --> 00:14:10.400]  是完完全全的成爲沒有用處的狀態
[00:14:10.400 --> 00:14:12.100]  這個很恐怖
[00:14:12.100 --> 00:14:14.200]  所以滅亡不是不存在了
[00:14:14.200 --> 00:14:15.200]  沒有了
[00:14:15.200 --> 00:14:18.000]  就是閉上眼睛就沒有了
[00:14:18.000 --> 00:14:21.100]  這樣假如是這樣的話
[00:14:21.100 --> 00:14:23.100]  這個是福音
[00:14:23.100 --> 00:14:25.500]  因爲我無論做多少壞事
[00:14:25.500 --> 00:14:27.000]  我犯什麼的罪
[00:14:27.000 --> 00:14:30.000]  我到最後我還是閉上眼睛就沒了
[00:14:30.000 --> 00:14:32.100]  就結束了對不
[00:14:32.100 --> 00:14:34.600]  所以這個什麼人死都滅
[00:14:34.600 --> 00:14:37.000]  靈魂淹沒說了都不對
[00:14:37.000 --> 00:14:41.000]  如果地獄就是這樣都不存在了
[00:14:41.000 --> 00:14:43.700]  那真是一個好消息
[00:14:43.700 --> 00:14:46.000]  人一生經過犯罪墮落
[00:14:46.000 --> 00:14:49.800]  最後不過是睡去就不再醒來而已
[00:14:49.800 --> 00:14:50.800]  沒有懲罰
[00:14:50.800 --> 00:14:55.800]  所以地獄是充滿被上帝毀滅的人
[00:14:55.800 --> 00:15:00.100]  這是演的完全沒有任何用處的存在
[00:15:00.100 --> 00:15:04.000]  其實這個在我在羅馬讀書的時候
[00:15:04.000 --> 00:15:06.400]  也看過這個圖畫
[00:15:06.400 --> 00:15:10.100]  這個就是米克蘭基羅所在西丁教堂
[00:15:10.100 --> 00:15:12.000]  最後的一個壁畫
[00:15:12.000 --> 00:15:14.700]  中間這個就是主耶穌
[00:15:14.700 --> 00:15:20.700]  這個我想指這個你看不見
[00:15:20.700 --> 00:15:23.900]  這個就是鬼王
[00:15:23.900 --> 00:15:27.800]  就是地獄最下面一層就是地獄
[00:15:27.800 --> 00:15:31.200]  你有機會你在手機裏面看Google這個圖
[00:15:31.200 --> 00:15:33.500]  米克蘭基羅最後審判的圖
[00:15:33.500 --> 00:15:37.300]  地獄他是怎麼描繪的
[00:15:37.300 --> 00:15:40.000]  這裏有一條船
[00:15:40.000 --> 00:15:44.100]  船上面就很多靈魂
[00:15:44.100 --> 00:15:47.800]  然後他們就拼命想跳船走
[00:15:47.800 --> 00:15:49.900]  然後這個鬼王必須補了
[00:15:49.900 --> 00:15:51.000]  就用一個叉子
[00:15:51.000 --> 00:15:54.200]  把他們一叉就把他放上去
[00:15:54.200 --> 00:15:54.900]  一走的話
[00:15:54.900 --> 00:15:58.600]  他跳下海就用叉子把他叉回來
[00:15:58.600 --> 00:16:01.300]  所以米克蘭基羅要說什麼
[00:16:01.300 --> 00:16:02.700]  地獄不是不存在
[00:16:02.700 --> 00:16:05.100]  而不是淹沒也不是什麼
[00:16:05.100 --> 00:16:09.300]  但是永恆無止境的航行
[00:16:09.300 --> 00:16:12.800]  就是重重複復做同一個動作
[00:16:12.800 --> 00:16:16.400]  所以米克蘭基羅就要走了
[00:16:16.400 --> 00:16:17.600]  地獄就是這樣
[00:16:17.600 --> 00:16:20.400]  就是藝術家的詮釋的方法
[00:16:20.400 --> 00:16:22.100]  很貼近聖經
[00:16:22.100 --> 00:16:24.400]  不是說地獄就死了以後
[00:16:24.400 --> 00:16:25.400]  就什麼都沒有
[00:16:25.400 --> 00:16:27.000]  什麼都不知道
[00:16:27.000 --> 00:16:29.900]  原來是他是無止境的航行
[00:16:29.900 --> 00:16:33.100]  就重重複復就同一個狀況
[00:16:33.100 --> 00:16:34.400]  所以他要逃跑
[00:16:34.400 --> 00:16:35.500]  不過逃不了了
[00:16:35.500 --> 00:16:38.900]  就是給一個叉子叉回去了
[00:16:38.900 --> 00:16:41.600]  所以這個也讓我們知道
[00:16:41.600 --> 00:16:47.600]  地獄就是好像聖經用心論子古
[00:16:47.600 --> 00:16:49.600]  就是一個垃圾場
[00:16:49.600 --> 00:16:51.700]  人就會扔到那個地方
[00:16:51.700 --> 00:16:56.900]  就一個永恆沒有用的廢物的狀態
[00:16:56.900 --> 00:16:59.300]  滅亡成爲廢物
[00:16:59.300 --> 00:17:00.800]  永遠無用
[00:17:00.800 --> 00:17:05.800]  沒有就是而且還存在的那個纔可怕
[00:17:05.800 --> 00:17:07.800]  你不存在無所謂
[00:17:07.800 --> 00:17:11.100]  你永遠存在成爲一個廢物而無用
[00:17:11.100 --> 00:17:11.900]  相對之下
[00:17:11.900 --> 00:17:17.000]  永生這個字就是完全非常的有用處
[00:17:17.000 --> 00:17:20.100]  就把恢復當初被造的目的
[00:17:20.100 --> 00:17:21.700]  好像伊甸園那樣
[00:17:21.700 --> 00:17:24.800]  你重新再有耕種
[00:17:24.800 --> 00:17:30.000]  生命每時每刻都有用很有價值
[00:17:30.000 --> 00:17:31.700]  質量非常高
[00:17:31.700 --> 00:17:33.100]  非常好
[00:17:33.100 --> 00:17:35.600]  有一個好品質的生命
[00:17:35.600 --> 00:17:38.100]  每時每刻都活的非常有價值
[00:17:38.100 --> 00:17:40.600]  永遠豐盛的生命
[00:17:40.600 --> 00:17:41.800]  那我們很奇怪
[00:17:41.800 --> 00:17:44.600]  因爲三章十六節講了上帝的愛
[00:17:44.600 --> 00:17:45.800]  愛世人
[00:17:45.800 --> 00:17:50.300]  但是同時也是毀滅他們的上帝
[00:17:50.300 --> 00:17:51.300]  同一個
[00:17:51.300 --> 00:17:54.700]  這個就是上帝的另一個非常重要的版紙
[00:17:54.700 --> 00:17:58.700]  公義永恆的生命
[00:17:58.700 --> 00:18:02.700]  永遠的地獄都是上帝所做的
[00:18:02.700 --> 00:18:05.500]  假如我們拼命犯罪
[00:18:05.500 --> 00:18:08.500]  只有慈愛的上帝沒有公義的話
[00:18:08.500 --> 00:18:12.400]  那上帝的愛就是一個不負責任的亂來
[00:18:12.400 --> 00:18:16.900]  我們不能用約翰三章十六節得到一個結論
[00:18:16.900 --> 00:18:18.700]  上帝愛所有的人
[00:18:18.700 --> 00:18:19.900]  無條件的愛
[00:18:19.900 --> 00:18:23.500]  哪怕他日子犯罪不悔改
[00:18:23.500 --> 00:18:26.600]  他的愛集中在一個單一的世界上
[00:18:26.600 --> 00:18:30.200]  就是保羅在羅馬書五章五節的說
[00:18:30.200 --> 00:18:33.800]  唯有基督在我們還做罪人的時候
[00:18:33.800 --> 00:18:35.300]  爲我們死
[00:18:35.300 --> 00:18:39.000]  神的愛就在此爲我們顯明瞭
[00:18:39.000 --> 00:18:44.100]  所以上帝的愛不是萬無目的的散發出來
[00:18:44.100 --> 00:18:46.300]  而是很有目標的
[00:18:46.300 --> 00:18:49.100]  就在耶穌的十字架上
[00:18:49.100 --> 00:18:52.800]  通過耶穌上帝關注我們的需求
[00:18:52.800 --> 00:18:55.800]  爲我們做了一件事情
[00:18:55.800 --> 00:18:59.700]  我剛纔說你不會被前兩節集會
[00:18:59.700 --> 00:19:02.800]  十六節十四節講什麼
[00:19:02.800 --> 00:19:05.900]  莫西在曠野舉止同時
[00:19:05.900 --> 00:19:08.700]  人子必要被照樣舉起來
[00:19:08.700 --> 00:19:12.600]  就是說那件事情發生了
[00:19:12.600 --> 00:19:15.700]  同樣的事情又在發生
[00:19:15.700 --> 00:19:18.700]  十六節就是講當時的場合
[00:19:18.700 --> 00:19:21.000]  同樣的其實那個字翻譯更好
