
[00:00:00.000 --> 00:00:03.060]  今天我們來到約翰福音第八章
[00:04:28.000 --> 00:04:31.000]  就是遵守祂讀的人必永遠不死
[00:04:31.000 --> 00:04:35.000]  第二個就是祂自己就是上帝
[00:04:35.000 --> 00:04:38.000]  這兩個宣告其實是一個宣告
[00:04:38.000 --> 00:04:40.000]  可以說是一個宣告的兩部分
[00:04:40.000 --> 00:04:42.000]  因爲祂是上帝
[00:04:42.000 --> 00:04:45.000]  所以祂有能力讓我們永遠不死
[00:04:45.000 --> 00:04:49.000]  世界上每一個人面對耶穌基督這個宣告
[00:04:49.000 --> 00:04:51.000]  都要做一個抉擇
[00:04:51.000 --> 00:04:54.000]  是你接受還是不接受
[00:04:54.000 --> 00:04:57.000]  你接受的就永遠不死
[00:04:57.000 --> 00:05:00.000]  你不接受的就是相反的結局
[00:05:00.000 --> 00:05:06.000]  信耶穌基督的人得永生
[00:05:06.000 --> 00:05:08.000]  而基督徒已經信了的人
[00:05:08.000 --> 00:05:12.000]  如果能夠洞悉這個啓示的涵義
[00:05:12.000 --> 00:05:14.000]  你剛纔就會舉手
[00:05:14.000 --> 00:05:18.000]  你的生命就會突飛猛進
[00:05:18.000 --> 00:05:20.000]  所以今天上帝所說的話
[00:05:20.000 --> 00:05:22.000]  不是我說的,是耶穌基督說的話
[00:05:22.000 --> 00:05:24.000]  是對你對我都會很有幫助
[00:05:24.000 --> 00:05:26.000]  我們一起來看看
[00:05:26.000 --> 00:05:28.000]  第八章開始的時候
[00:05:28.000 --> 00:05:31.000]  耶穌基督就和民事法利塞人辯論
[00:05:31.000 --> 00:05:34.000]  首先耶穌基督說我是世界上的光
[00:05:34.000 --> 00:05:36.000]  法利塞人說不是,你是假的
[00:05:36.000 --> 00:05:38.000]  我們一路看下去
[00:05:38.000 --> 00:05:41.000]  就發現法利塞人和耶穌基督的敵意
[00:05:41.000 --> 00:05:43.000]  是越來越明顯
[00:05:43.000 --> 00:05:45.000]  他們之間的衝突越來越激烈
[00:05:45.000 --> 00:05:47.000]  到了第四十八節的時候
[00:05:47.000 --> 00:05:51.000]  他們就罵耶穌基督是被鬼附
[00:05:51.000 --> 00:05:54.000]  在這裏我們看到耶穌基督的謙卑
[00:05:54.000 --> 00:05:58.000]  第四十九到第五十節
[00:05:58.000 --> 00:06:01.000]  我不是鬼附着的
[00:06:01.000 --> 00:06:03.000]  我尊敬我的父
[00:06:03.000 --> 00:06:04.000]  你們倒輕瞞我
[00:06:04.000 --> 00:06:06.000]  我不求自己的榮耀
[00:06:06.000 --> 00:06:08.000]  有一位爲我求榮耀
[00:06:08.000 --> 00:06:10.000]  定是非的
[00:06:10.000 --> 00:06:14.000]  然後他就說了一個很厲害的宣告
[00:06:14.000 --> 00:06:16.000]  第五十一節
[00:06:16.000 --> 00:06:18.000]  我實實在在的告訴你們
[00:06:18.000 --> 00:06:21.000]  人若遵守我的道就永遠不見死
[00:06:21.000 --> 00:06:23.000]  猶太人不明白這句話
[00:06:23.000 --> 00:06:24.000]  在他們的理解
[00:06:24.000 --> 00:06:26.000]  死就是身體死了
[00:06:26.000 --> 00:06:29.000]  阿伯拉罕雖然遵守神話都死了
[00:06:29.000 --> 00:06:31.000]  摩西其他纔是遵守神話都死了
[00:06:31.000 --> 00:06:33.000]  耶穌基督竟然宣告
[00:06:33.000 --> 00:06:35.000]  遵守祂說的人永遠不會死
[00:06:35.000 --> 00:06:38.000]  那是不是表示他自己更厲害
[00:06:38.000 --> 00:06:41.000]  更高超過阿伯拉罕摩西其他纔是呢
[00:06:41.000 --> 00:06:43.000]  所以第五十三節他們就說
[00:06:43.000 --> 00:06:47.000]  難道你比我們的祖宗阿伯拉罕還大魔
[00:06:47.000 --> 00:06:48.000]  他死了
[00:06:48.000 --> 00:06:49.000]  還纔是死了
[00:06:49.000 --> 00:06:51.000]  你把自己當作什麼人呢
[00:06:51.000 --> 00:06:53.000]  你看不看到他死了
[00:06:53.000 --> 00:06:54.000]  死了
[00:06:54.000 --> 00:06:57.000]  人類最大的仇敵就是死亡
[00:06:57.000 --> 00:07:04.000]  現在我們來看看
[00:07:04.000 --> 00:07:06.000]  究竟耶穌基督的應許
[00:07:06.000 --> 00:07:09.000]  永遠不見死是什麼意思
[00:07:09.000 --> 00:07:13.000]  希伯留書有兩節經文
[00:07:13.000 --> 00:07:17.000]  是爲我們啓示了上帝解決死亡的方法
[00:07:17.000 --> 00:07:23.000]  這兩節聖經可以說是整個救贖計劃的綜合
[00:07:23.000 --> 00:07:29.000]  我們來看看希伯留書第二章14到第15節
[00:07:29.000 --> 00:07:33.000]  孩子們既然同有血肉之體
[00:07:33.000 --> 00:07:37.000]  他(耶穌基督)自己也照樣成爲血肉之體
[00:07:37.000 --> 00:07:39.000]  爲要直着死
[00:07:39.000 --> 00:07:42.000]  消滅那掌握死權的魔鬼
[00:07:42.000 --> 00:07:49.000]  並要釋放那些因爲怕死而終身作奴僕的人
[00:07:49.000 --> 00:07:54.000]  這兩節經文和我剛纔提到的那本《舉斥死亡的書》
[00:07:54.000 --> 00:07:56.000]  有一點相同
[00:07:56.000 --> 00:07:59.000]  就是指出人類因爲懼怕死亡
[00:07:59.000 --> 00:08:03.000]  於是終生活在懼怕裏
[00:08:03.000 --> 00:08:05.000]  而成爲了死亡的奴隸
[00:08:05.000 --> 00:08:07.000]  但這本書的作者Ernest Becker
[00:08:07.000 --> 00:08:11.000]  沒有辦法幫助我們脫離死亡的捆綁
[00:08:11.000 --> 00:08:13.000]  希伯留書這裏有
[00:08:13.000 --> 00:08:16.000]  耶穌來到這個世界成爲血肉之體
[00:08:16.000 --> 00:08:20.000]  然後透過自己的死去消滅了魔鬼
[00:08:20.000 --> 00:08:21.000]  釋放了我們
[00:08:21.000 --> 00:08:26.000]  我們不再受到死亡的奴役
[00:08:26.000 --> 00:08:29.000]  剛纔弟兄令我們唱兩首詩
[00:08:29.000 --> 00:08:33.000]  其中一首是「是畏了我罪」
[00:08:33.000 --> 00:08:36.000]  另一首是「不可能的愛」
[00:08:36.000 --> 00:08:41.000]  「是畏了我罪,他舍尊貴」
[00:08:41.000 --> 00:08:44.000]  「是畏了我罪,他犧牲一切」
[00:08:44.000 --> 00:08:47.000]  還有「萬有的主義成爲活祭」
[00:08:47.000 --> 00:08:51.000]  他來到這個世界
[00:08:51.000 --> 00:08:52.000]  是要消滅魔鬼
[00:08:52.000 --> 00:08:53.000]  以此釋放我們
[00:08:53.000 --> 00:09:02.000]  這就是基督教的核心
[00:09:02.000 --> 00:09:07.000]  這句經文可以說是上帝戰勝死亡的策略
[00:09:07.000 --> 00:09:11.000]  這個救贖計劃的結果是怎麼樣呢?
[00:09:11.000 --> 00:09:12.000]  有三節的經文
[00:09:12.000 --> 00:09:14.000]  講給我們知道
[00:09:14.000 --> 00:09:16.000]  這個救贖計劃如何影響你
[00:09:16.000 --> 00:09:19.000]  如何讓你永遠不死
[00:09:19.000 --> 00:09:23.000]  以忽可書第二章第四到第六節
[00:09:23.000 --> 00:09:26.000]  說:然而神既有豐富的憐憫
[00:09:26.000 --> 00:09:27.000]  因他愛我們的大愛
[00:09:27.000 --> 00:09:30.000]  當我們死在過犯中的時候
[00:09:30.000 --> 00:09:33.000]  便叫我們與基督一同活過來
[00:09:33.000 --> 00:09:35.000]  他又叫我們與基督一同復活
[00:09:35.000 --> 00:09:37.000]  一同在在天上
[00:09:37.000 --> 00:09:40.000]  用一句話來說就是
[00:09:40.000 --> 00:09:43.000]  你得着復活
[00:09:43.000 --> 00:09:44.000]  原本你是死的
[00:09:44.000 --> 00:09:48.000]  現在你活着
[00:09:48.000 --> 00:09:52.000]  第二節經文
[00:09:52.000 --> 00:09:55.000]  柯林託前詩十五章五十一到五十三節
[00:09:55.000 --> 00:09:56.000]  司徒保羅說
[00:09:56.000 --> 00:09:59.000]  我現在要把奧祕告訴你們
[00:09:59.000 --> 00:10:01.000]  我們不會永遠的睡覺
[00:10:01.000 --> 00:10:02.000]  我們要改變
[00:10:02.000 --> 00:10:06.000]  就是在浩銅最後吹響的時候
[00:10:06.000 --> 00:10:09.000]  死人要復活成爲不老壞的
[00:10:09.000 --> 00:10:10.000]  我們都要改變
[00:10:10.000 --> 00:10:13.000]  這個必老壞的成爲不老壞的
[00:10:13.000 --> 00:10:20.000]  這個必死的成爲不死的
[00:10:20.000 --> 00:10:23.000]  耶穌基督解決了死亡的問題
[00:10:23.000 --> 00:10:25.000]  猶太人說身體死了就沒有了
[00:10:25.000 --> 00:10:26.000]  怎麼辦呢?
[00:10:26.000 --> 00:10:29.000]  耶穌基督說我將來有個新的身體
[00:10:29.000 --> 00:10:30.000]  不老壞
[00:10:30.000 --> 00:10:33.000]  不死亡
[00:10:33.000 --> 00:10:35.000]  第三節聖經說到
[00:10:35.000 --> 00:10:37.000]  人要做些什麼
[00:10:37.000 --> 00:10:42.000]  纔可以得着赦免和脫離死亡
[00:10:42.000 --> 00:10:44.000]  約翰福音第五章二十四節
[00:10:44.000 --> 00:10:45.000]  耶穌基督說
[00:10:45.000 --> 00:10:48.000]  我實實在在告訴你們
[00:10:48.000 --> 00:10:49.000]  聽我說
[00:10:49.000 --> 00:10:52.000]  有信差我來者的
[00:10:52.000 --> 00:10:53.000]  就有永生
[00:10:53.000 --> 00:10:58.000]  自定罪是已經出死入生的
[00:10:58.000 --> 00:11:00.000]  上帝的計劃已經完成了
[00:11:00.000 --> 00:11:03.000]  你只需要很簡單的
[00:11:03.000 --> 00:11:06.000]  很真心的去接受
[00:11:06.000 --> 00:11:10.000]  什麼叫信
[00:11:10.000 --> 00:11:11.000]  信耶穌個個舉手
[00:11:11.000 --> 00:11:12.000]  但什麼叫信呢
[00:11:12.000 --> 00:11:15.000]  有時候我們開始覺得模糊
[00:11:15.000 --> 00:11:17.000]  我們將這節經文比較在
[00:11:17.000 --> 00:11:20.000]  剛纔我們讀的約翰福音第八章五十一節
[00:11:20.000 --> 00:11:22.000]  我實實在在的告訴你們
[00:11:22.000 --> 00:11:25.000]  人若遵守我的道就永遠不見死
[00:11:25.000 --> 00:11:26.000]  信就是遵守
[00:11:26.000 --> 00:11:28.000]  原來我們信耶穌
[00:11:28.000 --> 00:11:32.000]  是接受耶穌基督做我們的救主
[00:11:32.000 --> 00:11:33.000]  還有
[00:11:33.000 --> 00:11:36.000]  是接受祂做我們生命的主
[00:11:36.000 --> 00:11:38.000]  我們一生讓祂帶領
[00:11:38.000 --> 00:11:40.000]  生命的主宰
[00:11:40.000 --> 00:11:41.000]  就是祂叫我們做什麼
[00:11:41.000 --> 00:11:42.000]  我們就做什麼
[00:11:42.000 --> 00:11:44.000]  所以每次洗禮我都問兩個問題
[00:11:44.000 --> 00:11:47.000]  你是不是接受耶穌基督做你的救主
[00:11:47.000 --> 00:11:49.000]  接受耶穌基督做你生命的主
[00:11:49.000 --> 00:11:53.000]  很多時候我們只是看了第一句
[00:11:53.000 --> 00:11:56.000]  就沒想到原來信耶穌
[00:11:56.000 --> 00:11:59.000]  是跟隨耶穌
[00:11:59.000 --> 00:12:00.000]  Christian
[00:12:00.000 --> 00:12:02.000]  Christian就是跟隨者
[00:12:02.000 --> 00:12:06.000]  基督的跟隨者
[00:12:06.000 --> 00:12:08.000]  這三節經文我們看過
[00:12:08.000 --> 00:12:09.000]  做一個綜合
[00:12:09.000 --> 00:12:10.000]  就是說
[00:12:10.000 --> 00:12:12.000]  一個人的屬靈生命本來是死的
[00:12:12.000 --> 00:12:15.000]  我們的罪令我們與神隔開了
[00:12:15.000 --> 00:12:17.000]  與神隔開就是死
[00:12:17.000 --> 00:12:18.000]  這個就是定義
[00:12:18.000 --> 00:12:19.000]  但當一個人信耶穌的時候
[00:12:19.000 --> 00:12:22.000]  他的生命與耶穌聯合在一起
[00:12:22.000 --> 00:12:23.000]  神叫我們活過來
[00:12:23.000 --> 00:12:26.000]  我們就名副其實地出生入死
[00:12:26.000 --> 00:12:27.000]  出死入生
[00:12:27.000 --> 00:12:30.000]  而一個信耶穌的人離開世界的時候
[00:12:30.000 --> 00:12:32.000]  他就好像睡覺
[00:12:32.000 --> 00:12:34.000]  有一天神會叫醒他
[00:12:34.000 --> 00:12:35.000]  這個就是復活
[00:12:35.000 --> 00:12:37.000]  而我們舊的身體雖然扭壞
[00:12:37.000 --> 00:12:38.000]  但復活的時候
[00:12:38.000 --> 00:12:42.000]  上帝賜給我們一個榮耀不扭壞的身體
[00:12:42.000 --> 00:12:43.000]  好像耶穌基督的身體一樣
[00:12:43.000 --> 00:12:44.000]  還有
[00:12:44.000 --> 00:12:46.000]  當你離開了世界
[00:12:46.000 --> 00:12:49.000]  但未復活之前你的靈魂不會沒有了
[00:12:49.000 --> 00:12:54.000]  你的靈魂是與耶穌基督一起在一個樂園裏
[00:12:54.000 --> 00:12:56.000]  所以耶穌基督說
[00:12:56.000 --> 00:12:58.000]  我實實在在地告訴你
[00:12:58.000 --> 00:13:03.000]  你遵守我的話的人必永遠不死
[00:13:03.000 --> 00:13:05.000]  如果我再問你舉手的話
[00:13:05.000 --> 00:13:06.000]  我不問了
[00:13:06.000 --> 00:13:07.000]  不過我希望每個人都舉手
[00:13:07.000 --> 00:13:09.000]  你信耶穌的話是永遠不死
[00:13:09.000 --> 00:13:16.000]  耶穌實實在在地告訴你
[00:13:16.000 --> 00:13:19.000]  你有沒有留意到
[00:13:19.000 --> 00:13:21.000]  信就是遵守
[00:13:21.000 --> 00:13:23.000]  信就是跟隨
[00:13:23.000 --> 00:13:24.000]  我們剛纔說了
[00:13:24.000 --> 00:13:27.000]  耶穌基督這個榮耀偉大的宣告有兩方面
[00:13:27.000 --> 00:13:29.000]  一個就是永遠不死
[00:13:29.000 --> 00:13:30.000]  信祂的人
[00:13:30.000 --> 00:13:31.000]  另一個就是祂是神
[00:13:31.000 --> 00:13:32.000]  祂是上帝
[00:13:32.000 --> 00:13:33.000]  我們今天來看看
[00:13:33.000 --> 00:13:36.000]  祂如何宣告自己的神聖
[00:13:36.000 --> 00:13:39.000]  在第56節
[00:13:39.000 --> 00:13:41.000]  耶穌說了一句話
[00:13:41.000 --> 00:13:43.000]  在這裏開始
[00:13:43.000 --> 00:13:46.000]  法利塞人對耶穌越來越惡
[00:13:46.000 --> 00:13:47.000]  因爲他說
[00:13:47.000 --> 00:13:49.000]  你們的祖宗阿巴拉罕
[00:13:49.000 --> 00:13:51.000]  歡歡喜的仰望我的日子
[00:13:51.000 --> 00:13:54.000]  既看見了就快樂
[00:13:54.000 --> 00:13:57.000]  我的日子就是指耶穌基督降世
[00:13:57.000 --> 00:13:58.000]  拯救萬民
[00:13:58.000 --> 00:14:02.000]  應驗了上帝對阿巴拉罕的應許
[00:14:02.000 --> 00:14:04.000]  上帝應許阿巴拉罕什麼呢
[00:14:04.000 --> 00:14:07.000]  我們回到《創世紀》第十二章就看到
[00:14:07.000 --> 00:14:09.000]  第十二章一到三節
[00:14:09.000 --> 00:14:11.000]  上帝對阿巴拉罕說
[00:14:11.000 --> 00:14:13.000]  你要離開本地本族父家
[00:14:13.000 --> 00:14:15.000]  往我要指示你去的地方
[00:14:15.000 --> 00:14:17.000]  我必叫你成爲大國
[00:14:17.000 --> 00:14:18.000]  我必賜福給你
[00:14:18.000 --> 00:14:19.000]  叫你的名爲大
[00:14:19.000 --> 00:14:21.000]  你都要叫別人得福
[00:14:21.000 --> 00:14:24.000]  地上的萬族都要因你得福
[00:14:24.000 --> 00:14:26.000]  不單止以色列
[00:14:26.000 --> 00:14:27.000]  地上的萬族
[00:14:27.000 --> 00:14:29.000]  所有信耶穌的人
[00:14:29.000 --> 00:14:33.000]  都是應驗了上帝對阿巴拉罕的應許
[00:14:33.000 --> 00:14:37.000]  萬族都要因上帝對阿巴拉罕的應許
[00:14:37.000 --> 00:14:40.000]  而得到福氣
[00:14:40.000 --> 00:14:42.000]  阿巴拉罕年老的時候
[00:14:42.000 --> 00:14:43.000]  一百歲的時候
[00:14:43.000 --> 00:14:45.000]  生了個兒子叫什麼名
[00:14:45.000 --> 00:14:47.000]  以撒
[00:14:47.000 --> 00:14:49.000]  這個
[00:14:49.000 --> 00:14:53.000]  以撒其實就是基督的預表
[00:14:53.000 --> 00:14:55.000]  以撒出生是奇妙的
[00:14:55.000 --> 00:14:57.000]  耶穌出生也是奇妙
[00:14:57.000 --> 00:15:00.000]  當阿巴拉罕要將以撒獻爲祭
[00:15:00.000 --> 00:15:03.000]  綁着他獻爲祭給神的時候
[00:15:03.000 --> 00:15:04.000]  以撒信服
[00:15:04.000 --> 00:15:06.000]  以撒那時候大約十四五歲
[00:15:06.000 --> 00:15:08.000]  很精靈
[00:15:08.000 --> 00:15:09.000]  很快的行動
[00:15:09.000 --> 00:15:11.000]  阿巴拉罕一百一十五歲
[00:15:11.000 --> 00:15:13.000]  你何時見到一個一百一十五歲的
[00:15:13.000 --> 00:15:14.000]  綁起一個十五歲的
[00:15:14.000 --> 00:15:16.000]  放在柴上要斬他
[00:15:16.000 --> 00:15:17.000]  如果他不信服
[00:15:17.000 --> 00:15:19.000]  阿巴拉罕都很難做
[00:15:19.000 --> 00:15:20.000]  以撒信服
[00:15:20.000 --> 00:15:21.000]  耶穌基督信服
[00:15:21.000 --> 00:15:23.000]  最後阿巴拉罕拿回自己的兒子
[00:15:23.000 --> 00:15:26.000]  上帝也拿回自己的獨身子
[00:15:26.000 --> 00:15:28.000]  耶穌基督
[00:15:28.000 --> 00:15:30.000]  所以
[00:15:30.000 --> 00:15:33.000]  以撒是基督的預表
[00:15:33.000 --> 00:15:35.000]  上帝對阿巴拉罕的允許
[00:15:35.000 --> 00:15:38.000]  其實不只是以色列
[00:15:38.000 --> 00:15:43.000]  是整個世界救贖計劃的一個部分
[00:15:43.000 --> 00:15:44.000]  然後在五十八字
[00:15:44.000 --> 00:15:48.000]  耶穌基督說了一個更加有爆炸性的話
[00:15:48.000 --> 00:15:49.000]  耶穌說
[00:15:49.000 --> 00:15:51.000]  我實實在在地告訴你們
[00:15:51.000 --> 00:15:54.000]  還沒有阿巴拉罕就有了我
[00:15:54.000 --> 00:15:56.000]  英文翻譯得很全神
[00:15:56.000 --> 00:15:58.000]  他說沒有阿巴拉罕
[00:15:58.000 --> 00:16:01.000]  before Abraham was born
[00:16:01.000 --> 00:16:03.000]  I am
[00:16:03.000 --> 00:16:05.000]  中文翻譯就有了我
[00:16:05.000 --> 00:16:07.000]  英文的I am
[00:16:07.000 --> 00:16:09.000]  其實這個是上帝的名字
[00:16:09.000 --> 00:16:10.000]  capital letter
[00:16:10.000 --> 00:16:11.000]  I am
[00:16:11.000 --> 00:16:14.000]  如果你看出埃及的第三章
[00:16:14.000 --> 00:16:16.000]  你會看到那個神韻
[00:16:16.000 --> 00:16:18.000]  上帝和摩西說話
[00:16:18.000 --> 00:16:20.000]  出埃及的三章十四節
[00:16:20.000 --> 00:16:21.000]  神對摩西說
[00:16:21.000 --> 00:16:26.000]  我是自有永有的I am who I am
[00:16:26.000 --> 00:16:27.000]  又說
[00:16:27.000 --> 00:16:28.000]  你要對以色列人說
[00:16:28.000 --> 00:16:29.000]  那自有的
[00:16:29.000 --> 00:16:32.000]  打發我到你們這裏來
[00:16:32.000 --> 00:16:33.000]  I am
[00:16:33.000 --> 00:16:34.000]  打發我到這裏來
[00:16:34.000 --> 00:16:36.000]  看到那個I am嗎
[00:16:36.000 --> 00:16:38.000]  沒有過去沒有將來
[00:16:38.000 --> 00:16:40.000]  永遠都是現在I am
[00:16:40.000 --> 00:16:43.000]  這個自有永有的神
[00:16:43.000 --> 00:16:45.000]  耶穌基督
[00:16:45.000 --> 00:16:51.000]  回到剛纔那一句
[00:16:51.000 --> 00:16:52.000]  猶太人說
[00:16:52.000 --> 00:16:54.000]  沒有阿巴拉罕
[00:16:54.000 --> 00:16:58.000]  I am
[00:16:58.000 --> 00:17:01.000]  有神學家指出
[00:17:01.000 --> 00:17:03.000]  這句話是耶穌基督
[00:17:03.000 --> 00:17:10.000]  強調祂的神聖的最高聲明
[00:17:10.000 --> 00:17:14.000]  所以耶穌基督宣佈了自己是
[00:17:14.000 --> 00:17:16.000]  I am之後
[00:17:16.000 --> 00:17:18.000]  猶太人就拿石頭打祂
[00:17:18.000 --> 00:17:20.000]  在舊約
[00:17:20.000 --> 00:17:22.000]  蝕毒神
[00:17:22.000 --> 00:17:25.000]  再用石頭打死
[00:17:25.000 --> 00:17:26.000]  耶穌基督怎麼辦
[00:17:26.000 --> 00:17:27.000]  躲藏
[00:17:27.000 --> 00:17:28.000]  不止第一次
[00:17:28.000 --> 00:17:30.000]  在加伯倫也試過
[00:17:30.000 --> 00:17:31.000]  在拿撒拉也試過
[00:17:31.000 --> 00:17:33.000]  這件事我也不知道怎麼學
[00:17:33.000 --> 00:17:35.000]  躲藏真的躲得到
[00:17:35.000 --> 00:17:37.000]  我又躲不了
[00:17:37.000 --> 00:17:39.000]  我們的主的時候還沒到
[00:17:39.000 --> 00:17:42.000]  我們的主其實是
[00:17:42.000 --> 00:17:44.000]  很清楚地告訴你和我
[00:17:44.000 --> 00:17:46.000]  祂就是上帝
[00:17:46.000 --> 00:17:48.000]  祂能夠次永生
[00:17:48.000 --> 00:17:49.000]  你信祂的
[00:17:49.000 --> 00:17:54.000]  你永遠不會死
[00:17:54.000 --> 00:17:57.000]  這個宣告迫使
[00:17:57.000 --> 00:17:58.000]  每一個人
[00:17:58.000 --> 00:18:00.000]  包括你和我做的決策
[00:18:00.000 --> 00:18:02.000]  相信的得着永生
[00:18:02.000 --> 00:18:04.000]  而我希望基督徒
[00:18:04.000 --> 00:18:06.000]  你能夠明白瞭解這句話
[00:18:06.000 --> 00:18:07.000]  接受這句話
[00:18:07.000 --> 00:18:10.000]  你的生命就會不同
[00:18:10.000 --> 00:18:12.000]  我們來做一些反思
[00:18:12.000 --> 00:18:14.000]  這段經文做一些反思
[00:18:14.000 --> 00:18:15.000]  有些應用
[00:18:15.000 --> 00:18:17.000]  希望這些反思和應用
[00:18:17.000 --> 00:18:20.000]  幫助到我們每一個人
[00:18:20.000 --> 00:18:23.000]  第一個反思就是基督的謙卑
[00:18:23.000 --> 00:18:25.000]  我看這張聖經的時候
[00:18:25.000 --> 00:18:27.000]  我真的覺得很厲害
[00:18:27.000 --> 00:18:28.000]  在這一章裏面
[00:18:28.000 --> 00:18:30.000]  起碼有九次耶穌基督
[00:18:30.000 --> 00:18:33.000]  是完全地放下自己
[00:18:33.000 --> 00:18:35.000]  歸雲要給上帝
[00:18:35.000 --> 00:18:36.000]  第十六字
[00:18:36.000 --> 00:18:38.000]  因爲不是我獨自在這裏
