
[00:00:00.000 --> 00:00:04.000]  頂多我們基督的信仰是分開幾部份的
[00:01:40.000 --> 00:01:42.000]  引起很多的爭論
[00:01:42.000 --> 00:01:43.000]  有些人說
[00:01:43.000 --> 00:01:45.000]  這是假的東西
[00:01:45.000 --> 00:01:49.000]  這是十三世紀的人的複製品
[00:01:49.000 --> 00:01:51.000]  但是隨著後期
[00:01:51.000 --> 00:01:53.000]  科技一路一路的進步
[00:01:53.000 --> 00:01:54.000]  一路先進
[00:01:54.000 --> 00:01:56.000]  我們有重大的發言
[00:01:56.000 --> 00:01:59.000]  證明這份《果施報》是真的
[00:01:59.000 --> 00:02:01.000]  並且耶穌真的復活了
[00:02:01.000 --> 00:02:03.000]  這裡有五方面
[00:02:03.000 --> 00:02:04.000]  第一方面
[00:02:04.000 --> 00:02:06.000]  可能大家都聽過
[00:02:06.000 --> 00:02:09.000]  以前就用碳14這種技術
[00:02:09.000 --> 00:02:12.000]  來鑑定那些古物確實的年份
[00:02:12.000 --> 00:02:14.000]  但是現在有一個更先進的科技
[00:02:14.000 --> 00:02:17.000]  叫做廣角X光散射技術
[00:02:17.000 --> 00:02:18.000]  Wax
[00:02:18.000 --> 00:02:22.000]  其實比碳14更加準確
[00:02:22.000 --> 00:02:24.000]  它鑑定的古物的年份
[00:02:24.000 --> 00:02:25.000]  《果施報》的年份
[00:02:25.000 --> 00:02:27.000]  確定了在公元一世紀
[00:02:27.000 --> 00:02:29.000]  也就是耶穌出現的那個年代
[00:02:29.000 --> 00:02:31.000]  這是第一點
[00:02:31.000 --> 00:02:32.000]  第二點
[00:02:32.000 --> 00:02:35.000]  一些科學家研究的時候發現
[00:02:35.000 --> 00:02:38.000]  原來這份《果施報》的面部
[00:02:38.000 --> 00:02:40.000]  有很多花粉在裡面
[00:02:40.000 --> 00:02:43.000]  那些花粉是甚麼植物呢
[00:02:43.000 --> 00:02:45.000]  是一些有刺的植物
[00:02:45.000 --> 00:02:46.000]  可能大家想像
[00:02:46.000 --> 00:02:49.000]  耶穌不是戴著那個荊棘冠冕的
[00:02:49.000 --> 00:02:51.000]  那些花粉可能戴著荊棘冠冕的時候
[00:02:51.000 --> 00:02:53.000]  掉在耶穌的面上
[00:02:53.000 --> 00:02:56.000]  然後沾染在《果施報》裡面
[00:02:56.000 --> 00:02:58.000]  那些科學家發現
[00:02:58.000 --> 00:03:00.000]  經過分析
[00:03:00.000 --> 00:03:03.000]  這些花粉屬於的植物
[00:03:03.000 --> 00:03:05.000]  只有耶路撒冷善遊
[00:03:05.000 --> 00:03:08.000]  並且這些花開花的月份
[00:03:08.000 --> 00:03:11.000]  就是耶穌釘十字架的那幾個月份
[00:03:11.000 --> 00:03:12.000]  這是第二點
[00:03:12.000 --> 00:03:14.000]  第三點
[00:03:14.000 --> 00:03:16.000]  就是這個《果施報》
[00:03:16.000 --> 00:03:21.000]  它用的布料和紡織的方法
[00:03:21.000 --> 00:03:23.000]  原來在各地都不同
[00:03:23.000 --> 00:03:25.000]  他們鑑定紡織術
[00:03:25.000 --> 00:03:29.000]  這個布料和紡織的方法
[00:03:29.000 --> 00:03:32.000]  原來是屬於公元一世紀
[00:03:32.000 --> 00:03:34.000]  還是以色列地區的獨有
[00:03:34.000 --> 00:03:37.000]  就是說不同的時代和其他地區是沒有的
[00:03:37.000 --> 00:03:39.000]  這個更加清楚了
[00:03:39.000 --> 00:03:40.000]  第三點
[00:03:40.000 --> 00:03:41.000]  第四點
[00:03:41.000 --> 00:03:43.000]  我不知道大家有沒有聽過一種技術
[00:03:43.000 --> 00:03:45.000]  叫做 VP8 的技術
[00:03:45.000 --> 00:03:48.000]  就是太空船去到外星
[00:03:48.000 --> 00:03:49.000]  譬如月球表面
[00:03:49.000 --> 00:03:52.000]  它就掃描整個月球表面那種技術
[00:03:52.000 --> 00:03:55.000]  科學家就用這種 VP8 的技術
[00:03:55.000 --> 00:03:57.000]  掃描整個《果施報》
[00:03:57.000 --> 00:03:58.000]  他發現
[00:03:58.000 --> 00:04:00.000]  原來耶穌的影像
[00:04:00.000 --> 00:04:03.000]  呈現了 3D 立體的影像
[00:04:03.000 --> 00:04:05.000]  3D 的立體影像
[00:04:05.000 --> 00:04:07.000]  但這個 3D 的立體影像
[00:04:07.000 --> 00:04:10.000]  竟然出現在一幅平面的布上面
[00:04:10.000 --> 00:04:15.000]  那些科學家就覺得很奇怪
[00:04:15.000 --> 00:04:17.000]  為什麼這種技術
[00:04:17.000 --> 00:04:21.000]  竟然可以出現在這塊平面的布上面
[00:04:21.000 --> 00:04:24.000]  而現代的科技
[00:04:24.000 --> 00:04:26.000]  做這樣的一個現象
[00:04:26.000 --> 00:04:28.000]  都未必可以做到
[00:04:28.000 --> 00:04:30.000]  但更加不會可以在 13 世紀
[00:04:30.000 --> 00:04:32.000]  這個技術裡面出現
[00:04:32.000 --> 00:04:34.000]  這是第四個很特別的地方
[00:04:34.000 --> 00:04:36.000]  第五個
[00:04:36.000 --> 00:04:39.000]  不單止其他的物理學家
[00:04:39.000 --> 00:04:43.000]  法醫和病理學家也在研究
[00:04:43.000 --> 00:04:44.000]  他發現
[00:04:44.000 --> 00:04:47.000]  《果施報》所包含的人
[00:04:47.000 --> 00:04:48.000]  是一個真人
[00:04:48.000 --> 00:04:50.000]  現在大家看到的圖像
[00:04:50.000 --> 00:04:52.000]  就在刀鈴那個地方
[00:04:52.000 --> 00:04:54.000]  上面就是《果施報》的複製品
[00:04:54.000 --> 00:04:56.000]  下面那個人就是
[00:04:56.000 --> 00:04:59.000]  科學家根據他的影像
[00:04:59.000 --> 00:05:01.000]  模擬了這個人出來
[00:05:01.000 --> 00:05:03.000]  如果耶穌沒有復活過
[00:05:03.000 --> 00:05:05.000]  他的屍體就是這樣的樣子
[00:05:05.000 --> 00:05:07.000]  但現在耶穌復活了
[00:05:07.000 --> 00:05:09.000]  所以他的屍體就不在這裡
[00:05:09.000 --> 00:05:11.000]  這是一個模擬出來的
[00:05:11.000 --> 00:05:14.000]  他發現這個人
[00:05:14.000 --> 00:05:17.000]  是經過極大的痛苦
[00:05:17.000 --> 00:05:19.000]  經過很多的酷刑
[00:05:19.000 --> 00:05:21.000]  被鞭打
[00:05:21.000 --> 00:05:23.000]  並且
[00:05:23.000 --> 00:05:27.000]  他的右邊的肩骨是受了傷
[00:05:27.000 --> 00:05:28.000]  大家記得
[00:05:28.000 --> 00:05:29.000]  在聖經上面
[00:05:29.000 --> 00:05:31.000]  耶穌是揹著很重的十字架
[00:05:31.000 --> 00:05:33.000]  走了很遠的路
[00:05:33.000 --> 00:05:36.000]  所以這些加起來的證據
[00:05:36.000 --> 00:05:37.000]  很確實
[00:05:37.000 --> 00:05:39.000]  耶穌是復活了
[00:05:39.000 --> 00:05:40.000]  所以
[00:05:40.000 --> 00:05:43.000]  在2019年4月的
[00:05:43.000 --> 00:05:45.000]  《國際地理雜誌》
[00:05:45.000 --> 00:05:46.000]  《國際地理雜誌》
[00:05:46.000 --> 00:05:48.000]  有一個這樣的評論
[00:05:48.000 --> 00:05:49.000]  他說墳墓裡面
[00:05:49.000 --> 00:05:51.000]  可能有神聖之光
[00:05:51.000 --> 00:05:54.000]  把耶穌基督釘十字架的形狀
[00:05:54.000 --> 00:05:57.000]  敲在《果施報》上面
[00:05:57.000 --> 00:06:00.000]  人家可以有
[00:06:00.000 --> 00:06:02.000]  科學領域以外的假設
[00:06:02.000 --> 00:06:05.000]  就是一種神蹟
[00:06:05.000 --> 00:06:07.000]  但是耶穌基督的復活
[00:06:07.000 --> 00:06:08.000]  是一種極大
[00:06:08.000 --> 00:06:10.000]  是一個極大極大的神蹟
[00:06:10.000 --> 00:06:11.000]  當然
[00:06:11.000 --> 00:06:14.000]  我們基督的信仰
[00:06:14.000 --> 00:06:17.000]  不是只眼見才相信的
[00:06:17.000 --> 00:06:19.000]  我們是憑信心相信的
[00:06:19.000 --> 00:06:21.000]  但是這些客觀的證據
[00:06:21.000 --> 00:06:23.000]  大大地幫助
[00:06:23.000 --> 00:06:25.000]  堅固了我們信心的基礎
[00:06:25.000 --> 00:06:27.000]  《果施報》
[00:06:27.000 --> 00:06:29.000]  是當時中東的習俗
[00:06:29.000 --> 00:06:31.000]  用來包屍體
[00:06:31.000 --> 00:06:34.000]  所以《果施報》其實代表了一些東西
[00:06:34.000 --> 00:06:36.000]  《果施報》是代表什麼呢
[00:06:36.000 --> 00:06:38.000]  死亡就是定局
[00:06:38.000 --> 00:06:39.000]  但是
[00:06:39.000 --> 00:06:42.000]  很奇怪耶穌的《果施報》卻是剛剛相反
[00:06:42.000 --> 00:06:45.000]  它證明了死亡不是一個定局
[00:06:45.000 --> 00:06:46.000]  為什麼
[00:06:46.000 --> 00:06:47.000]  因為耶穌已經復活了
[00:06:47.000 --> 00:06:50.000]  所以耶穌的《果施報》卻是代表
[00:06:50.000 --> 00:06:52.000]  死亡不是一個定局
[00:06:52.000 --> 00:06:53.000]  換句話說
[00:06:53.000 --> 00:06:55.000]  今天耶穌已經復活了
[00:06:55.000 --> 00:06:56.000]  究竟耶穌的復活
[00:06:56.000 --> 00:06:58.000]  傳達什麼訊息給我們呢
[00:06:58.000 --> 00:07:00.000]  在我們人生裡面
[00:07:00.000 --> 00:07:01.000]  有耶穌
[00:07:01.000 --> 00:07:04.000]  沒有那些已成定局的東西
[00:07:04.000 --> 00:07:06.000]  你覺得已成定局是注定的
[00:07:06.000 --> 00:07:07.000]  沒有的
[00:07:07.000 --> 00:07:09.000]  耶穌是可以改變的
[00:07:09.000 --> 00:07:12.000]  所以今天跟我們傳達一個訊息就是這樣
[00:07:12.000 --> 00:07:14.000]  我們今天看的聖經
[00:07:14.000 --> 00:07:16.000]  《馬太福音》
[00:07:16.000 --> 00:07:18.000]  我們集中在第28章
[00:07:18.000 --> 00:07:20.000]  但是我們
[00:07:20.000 --> 00:07:22.000]  看《馬太福音》
[00:07:22.000 --> 00:07:24.000]  28章之前那兩章
[00:07:24.000 --> 00:07:27.000]  《馬太福音》是26章和27章
[00:07:27.000 --> 00:07:29.000]  整整兩章的聖經
[00:07:29.000 --> 00:07:31.000]  只是告訴我們兩個字
[00:07:31.000 --> 00:07:32.000]  是什麼呢
[00:07:32.000 --> 00:07:34.000]  絕望
[00:07:34.000 --> 00:07:36.000]  因為整章聖經
[00:07:36.000 --> 00:07:39.000]  都是講述一些絕望的事情
[00:07:39.000 --> 00:07:42.000]  耶穌一手栽培的
[00:07:42.000 --> 00:07:43.000]  有十二個門徒
[00:07:43.000 --> 00:07:45.000]  其中一個尤大
[00:07:45.000 --> 00:07:48.000]  就是耶穌悉心栽培
[00:07:48.000 --> 00:07:49.000]  卻是出賣祂
[00:07:49.000 --> 00:07:51.000]  恩將仇報
[00:07:51.000 --> 00:07:53.000]  人性的險惡
[00:07:53.000 --> 00:07:55.000]  耶穌被捉拿的時候
[00:07:55.000 --> 00:07:57.000]  那些大祭司的僕人
[00:07:57.000 --> 00:07:59.000]  捉耶穌怎樣捉呢
[00:07:59.000 --> 00:08:00.000]  好像捉賊一樣捉
[00:08:00.000 --> 00:08:01.000]  你記住耶穌是一個
[00:08:01.000 --> 00:08:03.000]  備受尊重的夫子
[00:08:03.000 --> 00:08:04.000]  是一個老師
[00:08:04.000 --> 00:08:06.000]  好像捉賊一樣捉
[00:08:06.000 --> 00:08:09.000]  耶穌的尊嚴完全喪失
[00:08:09.000 --> 00:08:11.000]  在耶穌被逮捕的時候
[00:08:11.000 --> 00:08:14.000]  平時那些圍著祂的門去哪了
[00:08:14.000 --> 00:08:16.000]  都散了
[00:08:16.000 --> 00:08:18.000]  所以耶穌是當時最孤單
[00:08:18.000 --> 00:08:20.000]  全世界最孤單的人
[00:08:20.000 --> 00:08:22.000]  耶穌受審的時候
[00:08:22.000 --> 00:08:25.000]  那些證人是在講假證供
[00:08:25.000 --> 00:08:27.000]  他們都誣告耶穌
[00:08:27.000 --> 00:08:29.000]  真理在哪呢
[00:08:29.000 --> 00:08:30.000]  公義在哪呢
[00:08:30.000 --> 00:08:31.000]  完全沒有了
[00:08:31.000 --> 00:08:34.000]  還有耶穌被捕的時候
[00:08:34.000 --> 00:08:36.000]  之後解去受審的時候
[00:08:36.000 --> 00:08:38.000]  好像全世界都不記得了
[00:08:38.000 --> 00:08:40.000]  耶穌之前做過的事
[00:08:40.000 --> 00:08:42.000]  請求很多的時間
[00:08:42.000 --> 00:08:43.000]  耶穌做過很多的
[00:08:43.000 --> 00:08:45.000]  幫助過很多人
[00:08:45.000 --> 00:08:46.000]  拯救過很多人
[00:08:46.000 --> 00:08:48.000]  行過很多的神職歧視
[00:08:48.000 --> 00:08:49.000]  醫治過很多人
[00:08:49.000 --> 00:08:51.000]  釋放過很多人
[00:08:51.000 --> 00:08:53.000]  好像全世界都不記得了
[00:08:53.000 --> 00:08:55.000]  耶穌做過這些好事
[00:08:55.000 --> 00:08:58.000]  忘記了
[00:08:58.000 --> 00:08:59.000]  還有
[00:08:59.000 --> 00:09:03.000]  耶穌是創造天地萬物的主
[00:09:03.000 --> 00:09:06.000]  但是卻是備受凌辱
[00:09:06.000 --> 00:09:07.000]  被人掌摑
[00:09:07.000 --> 00:09:09.000]  被人吐口水
[00:09:09.000 --> 00:09:10.000]  被人用拳頭打
[00:09:10.000 --> 00:09:12.000]  還要把經濟觀念
[00:09:12.000 --> 00:09:13.000]  擺在祂的頭上
[00:09:13.000 --> 00:09:14.000]  一邊刺下去
[00:09:14.000 --> 00:09:16.000]  血就是這樣流下來
[00:09:16.000 --> 00:09:19.000]  還有在嘲笑祂
[00:09:19.000 --> 00:09:21.000]  恭喜你啊
[00:09:21.000 --> 00:09:24.000]  猶太人的王
[00:09:24.000 --> 00:09:25.000]  還有
[00:09:25.000 --> 00:09:29.000]  耶穌自己是無罪無辜的
[00:09:29.000 --> 00:09:32.000]  但是祂承擔了全人類的罪
[00:09:32.000 --> 00:09:33.000]  痛苦
[00:09:33.000 --> 00:09:34.000]  羞辱的
[00:09:34.000 --> 00:09:37.000]  寫在十字架上
[00:09:37.000 --> 00:09:38.000]  頂智慧
[00:09:38.000 --> 00:09:40.000]  在這兩張聖經裡面
[00:09:40.000 --> 00:09:41.000]  那一刻
[00:09:41.000 --> 00:09:44.000]  好像天地一片黑暗
[00:09:44.000 --> 00:09:47.000]  一切充滿絕望
[00:09:47.000 --> 00:09:50.000]  撒旦耀武揚威
[00:09:50.000 --> 00:09:51.000]  又在嘲笑耶穌
[00:09:51.000 --> 00:09:53.000]  祂覺得自己贏了
[00:09:53.000 --> 00:09:56.000]  這是必然的定局
[00:09:56.000 --> 00:09:57.000]  頂智慧
[00:09:57.000 --> 00:09:59.000]  這個景象
[00:09:59.000 --> 00:10:02.000]  會不會代表今天你的心
[00:10:02.000 --> 00:10:03.000]  可能有人
[00:10:03.000 --> 00:10:05.000]  你覺得你的前路
[00:10:05.000 --> 00:10:07.000]  你的未來
[00:10:07.000 --> 00:10:09.000]  你的財務
[00:10:09.000 --> 00:10:11.000]  你的健康
[00:10:11.000 --> 00:10:13.000]  好像沒有什麼出路
[00:10:13.000 --> 00:10:14.000]  怎樣掙扎
[00:10:14.000 --> 00:10:17.000]  好像沒有什麼解決的方法
[00:10:17.000 --> 00:10:20.000]  好像很多困路
[00:10:20.000 --> 00:10:22.000]  可能有人經過三年的疫情
[00:10:22.000 --> 00:10:24.000]  你覺得很累
[00:10:24.000 --> 00:10:25.000]  你很想去旅行
[00:10:25.000 --> 00:10:26.000]  很想去玩
[00:10:26.000 --> 00:10:28.000]  很想去吃喝玩樂
[00:10:28.000 --> 00:10:29.000]  但是不知道為什麼
[00:10:29.000 --> 00:10:30.000]  玩極都是這麼累
[00:10:30.000 --> 00:10:33.000]  甚至有一種麻木的感覺
[00:10:33.000 --> 00:10:35.000]  可能你打開
[00:10:35.000 --> 00:10:38.000]  你的iPhone的電話簿
[00:10:38.000 --> 00:10:40.000]  很多電話號碼
[00:10:40.000 --> 00:10:41.000]  很多名字
[00:10:41.000 --> 00:10:44.000]  你卻是沒有一個資深的朋友
[00:10:44.000 --> 00:10:46.000]  你覺得生命很孤單
[00:10:46.000 --> 00:10:48.000]  沒有人聽你的話
[00:10:48.000 --> 00:10:49.000]  可能你覺得
[00:10:49.000 --> 00:10:51.000]  這個今天的景況
[00:10:51.000 --> 00:10:53.000]  就是一個必然的定局
[00:10:53.000 --> 00:10:55.000]  定局已成了
[00:10:55.000 --> 00:10:56.000]  已成定局了
[00:10:56.000 --> 00:10:58.000]  好像沒有什麼機會改變
[00:10:58.000 --> 00:10:59.000]  頂智慧
[00:10:59.000 --> 00:11:00.000]  當你這樣的狀態的時候
[00:11:00.000 --> 00:11:03.000]  我們看馬太福音第二十八章
[00:11:03.000 --> 00:11:05.000]  就有一個180度的扭轉
[00:11:05.000 --> 00:11:07.000]  我們一起看馬太福音二十八章
[00:11:07.000 --> 00:11:08.000]  一至三節
[00:11:08.000 --> 00:11:09.000]  我們一起讀
[00:11:09.000 --> 00:11:10.000]  一二三
[00:11:10.000 --> 00:11:11.000]  安息日將盡
[00:11:11.000 --> 00:11:13.000]  七日的頭一日
[00:11:13.000 --> 00:11:15.000]  天快亮的時候
[00:11:15.000 --> 00:11:16.000]  莫達拉的瑪利亞
[00:11:16.000 --> 00:11:18.000]  和那哥瑪利亞
[00:11:18.000 --> 00:11:20.000]  來看墳墓
[00:11:20.000 --> 00:11:22.000]  忽然地帶震動
[00:11:22.000 --> 00:11:24.000]  因為有主的使者
[00:11:24.000 --> 00:11:26.000]  從天上下來
[00:11:26.000 --> 00:11:28.000]  把石頭滾開
[00:11:28.000 --> 00:11:29.000]  坐在上面
[00:11:29.000 --> 00:11:33.000]  貪的帳貌如同閃電
[00:11:33.000 --> 00:11:35.000]  衣服潔白如雪
[00:11:35.000 --> 00:11:37.000]  地帶震動
[00:11:37.000 --> 00:11:39.000]  大地震
[00:11:39.000 --> 00:11:40.000]  但是這個大地震
[00:11:40.000 --> 00:11:42.000]  其實沒有多久之前發生過
[00:11:42.000 --> 00:11:45.000]  我們再看一次
[00:11:45.000 --> 00:11:47.000]  聖經馬太福音二十七章
[00:11:47.000 --> 00:11:48.000]  五十一節
[00:11:48.000 --> 00:11:49.000]  我們一起讀
[00:11:49.000 --> 00:11:50.000]  一二三
[00:11:50.000 --> 00:11:51.000]  忽然電裡的萬子
[00:11:51.000 --> 00:11:53.000]  從上到下
[00:11:53.000 --> 00:11:54.000]  列為兩半
[00:11:54.000 --> 00:11:56.000]  地也震動
[00:11:56.000 --> 00:11:59.000]  盤石也崩裂
[00:11:59.000 --> 00:12:01.000]  兩個大地震
[00:12:01.000 --> 00:12:03.000]  這個大地震
[00:12:03.000 --> 00:12:05.000]  不是一個自然現象
[00:12:05.000 --> 00:12:07.000]  是一個超自然的現象
[00:12:07.000 --> 00:12:08.000]  在聖經裡面
[00:12:08.000 --> 00:12:09.000]  逢真大地震
[00:12:09.000 --> 00:12:13.000]  是代表神莫大極大的能力
[00:12:13.000 --> 00:12:16.000]  在出埃及記第十九章
[00:12:16.000 --> 00:12:18.000]  當神降臨西利亞山的時候
[00:12:18.000 --> 00:12:20.000]  地帶震動
[00:12:20.000 --> 00:12:22.000]  在二廠下書第六章
[00:12:22.000 --> 00:12:23.000]  當神降臨的時候
[00:12:23.000 --> 00:12:25.000]  都是地帶震動
[00:12:25.000 --> 00:12:26.000]  這種極大的能力
[00:12:26.000 --> 00:12:28.000]  不單止影響靈界
[00:12:28.000 --> 00:12:31.000]  它也影響全人類的命運
[00:12:31.000 --> 00:12:33.000]  影響你和我的命運
[00:12:33.000 --> 00:12:34.000]  在說兩個大地震
[00:12:34.000 --> 00:12:36.000]  第一個大地震
[00:12:36.000 --> 00:12:38.000]  就是耶穌在十字架上說
[00:12:38.000 --> 00:12:39.000]  「成了」
[00:12:39.000 --> 00:12:40.000]  然後發生大地震
[00:12:40.000 --> 00:12:42.000]  然後在聖殿裡
[00:12:42.000 --> 00:12:44.000]  分隔人和神的萬字
[00:12:44.000 --> 00:12:46.000]  馬上就裂開了
[00:12:46.000 --> 00:12:47.000]  等於說
[00:12:47.000 --> 00:12:48.000]  這個代表什麼呢
[00:12:48.000 --> 00:12:52.000]  是代表耶穌已經粉碎罪
[00:12:52.000 --> 00:12:54.000]  對人類的捆綁
[00:12:54.000 --> 00:12:56.000]  自從亞當犯罪之後
[00:12:56.000 --> 00:12:58.000]  因為罪我們沒有辦法親近神
[00:12:58.000 --> 00:12:59.000]  我們找不到祂
[00:12:59.000 --> 00:13:03.000]  所以在聖殿敬拜神的當中
[00:13:03.000 --> 00:13:06.000]  有個萬字隔開了人和神
[00:13:06.000 --> 00:13:08.000]  但是因為耶穌基督的死
[00:13:08.000 --> 00:13:09.000]  地震發生
[00:13:09.000 --> 00:13:11.000]  一個新的能力
[00:13:11.000 --> 00:13:13.000]  扭轉了人和神的關係
[00:13:13.000 --> 00:13:17.000]  從此人就可以親近神
[00:13:17.000 --> 00:13:18.000]  所以今天我們信任耶穌
[00:13:18.000 --> 00:13:20.000]  聖靈就在祢那裡了
[00:13:20.000 --> 00:13:21.000]  如果沒有這件事
[00:13:21.000 --> 00:13:24.000]  聖靈不可能與祢同在
[00:13:24.000 --> 00:13:26.000]  所以今天我們有聖靈
[00:13:26.000 --> 00:13:27.000]  我們可以親近神
[00:13:27.000 --> 00:13:29.000]  是因為耶穌完成了
[00:13:29.000 --> 00:13:32.000]  十字架上的工作
[00:13:32.000 --> 00:13:34.000]  一開始以為死亡是一個定局
[00:13:34.000 --> 00:13:36.000]  但是今天耶穌完全打破了
[00:13:36.000 --> 00:13:38.000]  再也不是一個定局了
[00:13:38.000 --> 00:13:39.000]  第二個地震
[00:13:39.000 --> 00:13:42.000]  第二個地震就是耶穌復活的地震
[00:13:42.000 --> 00:13:43.000]  這個代表什麼
[00:13:43.000 --> 00:13:46.000]  耶穌復活的時候天崩地裂地震
[00:13:46.000 --> 00:13:47.000]  所有人都害怕
[00:13:47.000 --> 00:13:48.000]  為什麼
[00:13:48.000 --> 00:13:50.000]  因為罪而帶來的死亡權勢
[00:13:50.000 --> 00:13:53.000]  已經完全被打破了
[00:13:53.000 --> 00:13:56.000]  本來聖經說罪的功架就是死
[00:13:56.000 --> 00:13:58.000]  因為有罪
[00:13:58.000 --> 00:14:02.000]  所以我們是被死亡控制的
[00:14:02.000 --> 00:14:03.000]  但是耶穌復活了
[00:14:03.000 --> 00:14:07.000]  已經完全打敗了死亡權勢
[00:14:07.000 --> 00:14:08.000]  因為耶穌復活了
[00:14:08.000 --> 00:14:09.000]  超越了死亡
[00:14:09.000 --> 00:14:11.000]  所以我們與耶穌一起
[00:14:11.000 --> 00:14:13.000]  我們享受復活的大能
[00:14:13.000 --> 00:14:15.000]  死亡不可以限制我們
[00:14:15.000 --> 00:14:18.000]  本來以前死亡就是一個定局
[00:14:18.000 --> 00:14:21.000]  今天耶穌已經完全打破了這個定局
[00:14:21.000 --> 00:14:24.000]  今天耶穌要再一次跟我們說
[00:14:24.000 --> 00:14:25.000]  有耶穌
[00:14:25.000 --> 00:14:27.000]  我們經常都覺得
[00:14:27.000 --> 00:14:28.000]  那些定局
[00:14:28.000 --> 00:14:30.000]  那些必定是這樣
[00:14:30.000 --> 00:14:31.000]  那些注定是這樣
[00:14:31.000 --> 00:14:33.000]  是完全不可行的
[00:14:33.000 --> 00:14:35.000]  你以為應該是這樣
[00:14:35.000 --> 00:14:36.000]  一定是這樣
[00:14:36.000 --> 00:14:37.000]  注定是這樣
[00:14:37.000 --> 00:14:38.000]  今天耶穌要跟你說
[00:14:38.000 --> 00:14:40.000]  不一定是這樣
[00:14:40.000 --> 00:14:41.000]  未必需要是這樣
[00:14:41.000 --> 00:14:46.000]  耶穌有絕對的能力讓你不是這樣
[00:14:46.000 --> 00:14:47.000]  今天弟兄姊妹
[00:14:47.000 --> 00:14:48.000]  我們要明白一件事
[00:14:48.000 --> 00:14:50.000]  耶穌是可以改變的
[00:14:50.000 --> 00:14:52.000]  有一位我們教會的弟兄
[00:14:52.000 --> 00:14:54.000]  跟我們分享
[00:14:54.000 --> 00:14:55.000]  他說
[00:14:55.000 --> 00:14:57.000]  他說很多很多的日子裡
[00:14:57.000 --> 00:14:58.000]  很長的時間
[00:14:58.000 --> 00:15:01.000]  他心裡有一個陰影
[00:15:01.000 --> 00:15:03.000]  這個陰影就好像詛咒一樣
[00:15:03.000 --> 00:15:05.000]  一直跟著他
[00:15:05.000 --> 00:15:06.000]  為什麼呢
[00:15:06.000 --> 00:15:08.000]  原來在高中的時候
[00:15:08.000 --> 00:15:11.000]  他的家人帶這位弟兄
[00:15:11.000 --> 00:15:13.000]  這個少年人
[00:15:13.000 --> 00:15:18.000]  去玩鐵板神算和紫微斗數
[00:15:18.000 --> 00:15:19.000]  去批命
[00:15:19.000 --> 00:15:22.000]  那個批命的師父一看到他
[00:15:22.000 --> 00:15:24.000]  就說了兩句話
[00:15:24.000 --> 00:15:25.000]  這句話就影響了弟兄
[00:15:25.000 --> 00:15:27.000]  跟著很長很長的日子
[00:15:27.000 --> 00:15:29.000]  他說什麼呢
[00:15:29.000 --> 00:15:32.000]  他說你一生都沒有出頭
[00:15:32.000 --> 00:15:34.000]  第二句話
