
[00:00:00.000 --> 00:00:06.000]  商務及經濟發展局局長
[00:53:30.000 --> 00:53:36.000]  主席
[00:54:00.000 --> 00:54:06.000]  主席
[00:54:30.000 --> 00:54:36.000]  主席
[00:55:00.000 --> 00:55:06.000]  主席
[00:55:30.000 --> 00:55:36.000]  主席
[00:56:00.000 --> 00:56:06.000]  主席
[00:56:30.000 --> 00:56:36.000]  主席
[00:57:00.000 --> 00:57:06.000]  主席
[00:57:30.000 --> 00:57:36.000]  主席
[00:58:00.000 --> 00:58:06.000]  主席
[00:58:30.000 --> 00:58:32.000]  Amen
