
[00:00:00.000 --> 00:00:03.020]  今天要分享的講道題目叫做
[00:04:45.240 --> 00:04:46.640]  我給你三十秒
[00:04:46.640 --> 00:04:49.640]  你跟隔壁的人說 甚麼是保衛司
[00:04:49.640 --> 00:05:01.920]  據我的感覺
[00:05:01.920 --> 00:05:05.200]  你應該說不到二十秒就停了
[00:05:05.200 --> 00:05:07.720]  因為大家都不知道保衛司是甚麼
[00:05:07.720 --> 00:05:10.760]  我自己有十年在香港居住
[00:05:10.760 --> 00:05:11.520]  所以我就想
[00:05:11.520 --> 00:05:13.400]  我是不是中文太差
[00:05:13.400 --> 00:05:14.760]  其實保衛司這個字
[00:05:14.760 --> 00:05:16.720]  中文是有的 不過我不懂
[00:05:16.720 --> 00:05:19.200]  我就請教了一個中文的專家
[00:05:19.200 --> 00:05:20.440]  我就問他
[00:05:20.440 --> 00:05:23.760]  除了聖經以外有沒有保衛司
[00:05:23.760 --> 00:05:24.920]  他說沒有
[00:05:24.920 --> 00:05:26.840]  保衛員就有
[00:05:26.840 --> 00:05:28.200]  保衛司就沒有
[00:05:28.200 --> 00:05:31.960]  保衛司是聖經的一些專有名詞
[00:05:31.960 --> 00:05:34.280]  保衛司 當我們去看英文聖經
[00:05:34.280 --> 00:05:34.920]  如果有些人
[00:05:34.920 --> 00:05:36.600]  可能我是這樣
[00:05:36.600 --> 00:05:38.560]  如果中文看不明白就看英文
[00:05:38.560 --> 00:05:40.240]  有時候英文看不明白就看中文
[00:05:40.240 --> 00:05:42.880]  看著看著 希望明白多一點
[00:05:42.880 --> 00:05:44.880]  你會發覺英文有很多不同的翻譯
[00:05:44.880 --> 00:05:46.760]  有Counselor
[00:05:46.760 --> 00:05:49.880]  有Helper
[00:05:49.880 --> 00:05:51.600]  有Comforter
[00:05:51.600 --> 00:05:53.280]  有這些名字
[00:05:53.280 --> 00:05:55.200]  為甚麼會有不同的翻譯
[00:05:55.200 --> 00:05:57.560]  而這些翻譯可以相差這麼遠
[00:05:57.560 --> 00:05:59.440]  我就用了一晚的時間
[00:05:59.440 --> 00:06:01.600]  去找保衛司到底是甚麼意思
[00:06:01.600 --> 00:06:07.520]  原來根據古希臘的語言學
[00:06:07.520 --> 00:06:09.520]  保衛司只有一個意思
[00:06:09.520 --> 00:06:11.000]  就是申辯者
[00:06:11.000 --> 00:06:13.200]  一個法律的人士
[00:06:13.200 --> 00:06:15.120]  譬如你請了一個律師
[00:06:15.120 --> 00:06:17.440]  他為你去辯護
[00:06:17.440 --> 00:06:19.960]  或者你請了一個調停員
[00:06:19.960 --> 00:06:22.120]  其實只有這個意思
[00:06:22.120 --> 00:06:24.360]  但如果只有這個意思
[00:06:24.360 --> 00:06:26.840]  套入聖經我們又解不通
[00:06:26.840 --> 00:06:29.880]  因為他不只是說這件事
[00:06:29.880 --> 00:06:34.120]  所以我們要看新舊約的宗教背景
[00:06:34.120 --> 00:06:36.080]  綜合大概有這三個意思
[00:06:36.080 --> 00:06:40.040]  申辯者 幫助者和安慰者
[00:06:40.040 --> 00:06:42.760]  今天我會從這三個名字
[00:06:42.760 --> 00:06:45.240]  這三個身份
[00:06:45.240 --> 00:06:47.960]  去分享到底約翰福音
[00:06:47.960 --> 00:06:49.760]  怎樣看待保衛司
[00:06:49.760 --> 00:06:53.120]  以及對我們有甚麼影響和提醒
[00:06:53.120 --> 00:06:54.440]  OK嗎
[00:06:54.440 --> 00:06:56.240]  今天頭一段會比較快
[00:06:56.240 --> 00:07:00.320]  因為我發覺上兩次都要遲五分鐘才可以開始
[00:07:00.320 --> 00:07:01.920]  第一 申辯者是甚麼呢
[00:07:01.920 --> 00:07:03.480]  就是一個忠報
[00:07:03.480 --> 00:07:05.320]  替我們代求
[00:07:05.320 --> 00:07:07.720]  或者為我們作見證
[00:07:07.720 --> 00:07:11.200]  如果你有印象聖靈是有為我們祈禱的
[00:07:11.200 --> 00:07:12.520]  有沒有印象
[00:07:12.520 --> 00:07:13.960]  在《羅馬書》這樣說
[00:07:13.960 --> 00:07:16.280]  「我們婉約有聖靈的幫助」
[00:07:16.280 --> 00:07:18.520]  「我們原本不懂得祈禱」
[00:07:18.520 --> 00:07:23.560]  「聖靈用說不出的嘆息替我們代求」
[00:07:23.560 --> 00:07:26.400]  如果我們有這個前設入腦
[00:07:26.400 --> 00:07:29.000]  去讀這段經文或者去讀約翰福音
[00:07:29.000 --> 00:07:30.280]  你會覺得
[00:07:30.280 --> 00:07:33.480]  原來這個保衛司是我們
[00:07:33.480 --> 00:07:35.400]  和上帝中間的申辯者
[00:07:35.400 --> 00:07:37.880]  第一個感覺應該是這樣的
[00:07:37.880 --> 00:07:39.600]  但我想扭轉這件事
[00:07:39.600 --> 00:07:40.960]  不是
[00:07:40.960 --> 00:07:43.600]  他是耶穌基督的申辯者
[00:07:43.600 --> 00:07:45.960]  我們看剛才的兩段經文
[00:07:45.960 --> 00:07:48.240]  第一段經文說
[00:07:48.240 --> 00:07:50.000]  聖靈來的時候
[00:07:50.000 --> 00:07:53.800]  要為罪為義 為審判 指證世人
[00:07:53.800 --> 00:07:56.480]  他要指證世人因為世人犯罪
[00:07:56.480 --> 00:07:59.600]  不信那個我是耶穌
[00:07:59.600 --> 00:08:02.280]  我要指證世人因為
[00:08:02.280 --> 00:08:05.680]  他們把一個義者耶穌基督
[00:08:05.680 --> 00:08:07.800]  當為不義並且釘死
[00:08:07.800 --> 00:08:11.600]  所以當耶穌復活升天去到婦那裡的時候
[00:08:11.600 --> 00:08:15.400]  就證明了那群自稱為義的猶太人不義
[00:08:15.400 --> 00:08:17.520]  行不行?第二句是這樣解釋的
[00:08:17.520 --> 00:08:19.080]  第三句簡單點說
[00:08:19.080 --> 00:08:21.720]  就是說當猶太人審判耶穌
[00:08:21.720 --> 00:08:23.000]  耶穌就說
[00:08:23.000 --> 00:08:24.640]  地上的審判者
[00:08:24.640 --> 00:08:27.520]  地盤的統治者都已經被審判的時候
[00:08:27.520 --> 00:08:30.920]  所以世人對基督的審判
[00:08:30.920 --> 00:08:32.400]  都是錯的
[00:08:32.400 --> 00:08:33.800]  看了這一段經文
[00:08:33.800 --> 00:08:38.120]  我們知道聖靈是為誰辯護
[00:08:38.120 --> 00:08:40.720]  基督 耶穌不是為我們
[00:08:40.720 --> 00:08:42.400]  完全和我們無關
[00:08:42.400 --> 00:08:46.680]  重點 中心 核心是在耶穌基督身上
[00:08:46.680 --> 00:08:48.200]  我們再看一段經文
[00:08:48.200 --> 00:08:51.280]  經文說保衛司要來的時候
[00:08:51.280 --> 00:08:54.600]  是為基督耶穌作見證
[00:08:54.600 --> 00:08:55.560]  不單止這樣
[00:08:55.560 --> 00:08:59.200]  就是你和我今天都要為主作見證
[00:08:59.200 --> 00:09:03.440]  因為我們見證過 我們經歷過祂的真實
[00:09:03.440 --> 00:09:05.000]  就好像早期門徒
[00:09:05.000 --> 00:09:08.480]  祂說他們起初就與耶穌基督同在
[00:09:08.480 --> 00:09:09.840]  如果這樣說
[00:09:09.840 --> 00:09:12.120]  我們第一樣要扭轉的就是
[00:09:12.120 --> 00:09:14.120]  聖靈和我們的關係
[00:09:14.120 --> 00:09:16.600]  我們經常想聖靈來是服侍人
[00:09:16.600 --> 00:09:18.560]  一個一對一的關係
[00:09:18.560 --> 00:09:19.000]  是不是?
[00:09:19.000 --> 00:09:20.640]  聖靈來 我們很愛聖靈
[00:09:20.640 --> 00:09:22.480]  我們接受聖靈 聖靈服侍我
[00:09:22.480 --> 00:09:24.040]  我又馴服聖靈的帶領
[00:09:24.040 --> 00:09:26.640]  好像一個兩個個體的關係
[00:09:26.640 --> 00:09:30.040]  但如果根據約翰福音的提醒 神學上
[00:09:30.040 --> 00:09:32.240]  這是一個三角關係
[00:09:32.240 --> 00:09:37.520]  聖靈是幫助我們指向耶穌
[00:09:37.520 --> 00:09:42.440]  不是為了服侍我們個人這麼簡單
[00:09:42.440 --> 00:09:44.600]  看一段文章
[00:09:44.600 --> 00:09:49.280]  孫寶齡是新加坡浸信會神學院的前院長
[00:09:49.280 --> 00:09:52.160]  孫寶齡博士寫了一句這樣的說話
[00:09:52.160 --> 00:09:57.600]  他說約翰福音裡面的聖靈核心是在於耶穌
[00:09:57.600 --> 00:10:00.160]  聖靈來是因為耶穌
[00:10:00.160 --> 00:10:03.040]  祂要來帶領門徒想起耶穌的說話
[00:10:03.040 --> 00:10:05.400]  認識耶穌 跟隨耶穌
[00:10:05.400 --> 00:10:08.640]  也要審判那些拒絕耶穌的世人
[00:10:08.640 --> 00:10:10.880]  剛才我們讀那四段經文
[00:10:10.880 --> 00:10:12.320]  其實如果你慢慢讀
[00:10:12.320 --> 00:10:14.040]  你真的回去看一下
[00:10:14.040 --> 00:10:16.560]  你會看到真實是
[00:10:16.560 --> 00:10:18.640]  每一次在說聖靈
[00:10:18.640 --> 00:10:20.440]  都是在提及耶穌
[00:10:20.440 --> 00:10:25.000]  祂要幫助我們對耶穌的認識盡心
[00:10:25.000 --> 00:10:25.760]  可以嗎?
[00:10:25.760 --> 00:10:28.200]  聽到這裡我想不難明白
[00:10:28.200 --> 00:10:33.600]  但問題是對我們有什麼影響
[00:10:33.600 --> 00:10:37.640]  或者對我們有什麼反省呢?
[00:10:37.640 --> 00:10:40.600]  我們怎樣看神蹟異能
[00:10:40.600 --> 00:10:42.360]  怎樣看醫治
[00:10:42.360 --> 00:10:45.480]  怎樣看經歷聖靈的工作
[00:10:45.480 --> 00:10:47.560]  這個很重要
[00:10:47.560 --> 00:10:49.160]  根據約翰福音所說
[00:10:49.160 --> 00:10:53.040]  所有神蹟異能只是一個記號
[00:10:53.040 --> 00:10:54.760]  英文是sign
[00:10:54.760 --> 00:10:56.760]  是一個路標
[00:10:56.760 --> 00:10:59.440]  路標本身不是最重要
[00:10:59.440 --> 00:11:02.160]  目的地才是最重要
[00:11:02.160 --> 00:11:03.760]  另一個說法
[00:11:03.760 --> 00:11:10.000]  神蹟異能其實只是一頓飯的前菜
[00:11:10.000 --> 00:11:14.960]  重點主菜是認識耶穌基督才是目的
[00:11:14.960 --> 00:11:19.040]  我給你看一些約翰福音的神蹟
[00:11:19.040 --> 00:11:21.560]  你猜猜這是什麼神蹟
[00:11:21.560 --> 00:11:23.200]  五餅二魚
[00:11:23.200 --> 00:11:27.040]  五餅二魚是我經常說是最偉大的神蹟
[00:11:27.040 --> 00:11:27.560]  為什麼?
[00:11:27.560 --> 00:11:30.240]  因為牽涉的人數最多
[00:11:30.240 --> 00:11:32.200]  耶穌有時候醫人都是醫一個
[00:11:32.200 --> 00:11:35.040]  那次一次過餵飽五千人
[00:11:35.040 --> 00:11:35.840]  很厲害吧?
[00:11:35.840 --> 00:11:37.960]  所有人都認得知道
[00:11:37.960 --> 00:11:42.200]  但原來五餅二魚這個神蹟只是前菜
[00:11:42.200 --> 00:11:43.680]  主菜在哪裡?
[00:11:43.680 --> 00:11:49.160]  就是後面耶穌說祂自己是生命的糧
[00:11:49.160 --> 00:11:51.440]  這個才是主菜
[00:11:51.440 --> 00:11:54.440]  第二個神蹟我很想和你分享的
[00:11:54.440 --> 00:11:57.280]  就是耶穌叫拉撒路復活
[00:11:57.280 --> 00:11:58.280]  厲害吧?
[00:11:58.280 --> 00:11:59.280]  死人復活
[00:11:59.280 --> 00:12:01.680]  如果以程度來說
[00:12:01.680 --> 00:12:02.680]  這個最厲害
[00:12:02.680 --> 00:12:04.200]  叫死人復活
[00:12:04.200 --> 00:12:09.240]  但原來耶穌也不只是想說神蹟這麼簡單
[00:12:09.240 --> 00:12:12.280]  祂很想透過神蹟告訴你
[00:12:12.280 --> 00:12:14.880]  我是復活的主
[00:12:14.880 --> 00:12:16.880]  也是生命的主
[00:12:16.880 --> 00:12:18.880]  簡單來說
[00:12:18.880 --> 00:12:22.080]  你知道耶穌基督能夠餵飽五千人
[00:12:22.080 --> 00:12:24.680]  你知道祂使拉撒路復活
[00:12:24.680 --> 00:12:26.680]  其實與你無關
[00:12:26.680 --> 00:12:29.280]  祂餵飽五千人
[00:12:29.280 --> 00:12:31.280]  你不在裡面就與你無關
[00:12:31.280 --> 00:12:33.000]  但如果祂是生命的糧
[00:12:33.000 --> 00:12:34.200]  祂是生命的主
[00:12:34.200 --> 00:12:35.800]  在祂裡面你找到永生
[00:12:35.800 --> 00:12:36.800]  與你無關
[00:12:36.800 --> 00:12:40.800]  所以重點是背後見證基督的身份
[00:12:40.800 --> 00:12:42.600]  這才是最重要的
[00:12:42.600 --> 00:12:46.200]  對我們今天有什麼挑戰和反省呢?
[00:12:46.200 --> 00:12:49.400]  同福堂是一間很著重聖靈工作的教會
[00:12:49.400 --> 00:12:50.400]  是不是?
[00:12:50.400 --> 00:12:54.400]  我們經歷很多聖靈的神蹟奇事
[00:12:54.400 --> 00:12:57.000]  我們經歷很多醫治
[00:12:57.000 --> 00:13:05.000]  我們是不是每一次經歷了醫治就完呢?
[00:13:05.000 --> 00:13:07.600]  你明白我的意思嗎?
[00:13:07.600 --> 00:13:09.000]  我們經歷完醫治
[00:13:09.000 --> 00:13:11.200]  有人餵我祈願肚子我可以走路了
[00:13:11.200 --> 00:13:11.800]  感謝主
[00:13:11.800 --> 00:13:13.400]  然後你回家
[00:13:13.400 --> 00:13:14.800]  不是的
[00:13:14.800 --> 00:13:18.600]  原來我們要為主作見證
[00:13:18.600 --> 00:13:20.200]  原來你未做見證
[00:13:20.200 --> 00:13:22.200]  你只是做了前菜
[00:13:22.200 --> 00:13:24.400]  主菜你未做
[00:13:24.400 --> 00:13:26.000]  剛剛上了四個星期
[00:13:26.000 --> 00:13:29.800]  在即稱崇拜有四個報道會
[00:13:29.800 --> 00:13:30.800]  剛才說了
[00:13:30.800 --> 00:13:32.800]  每一次其實篇度很短
[00:13:32.800 --> 00:13:39.800]  原因是想留多點時間給弟兄姊妹講見證
[00:13:39.800 --> 00:13:42.800]  在那四天裏面有六個弟兄姊妹分享
[00:13:42.800 --> 00:13:44.800]  他們怎樣經歷上帝
[00:13:44.800 --> 00:13:47.000]  在職場裏面經歷上帝
[00:13:47.000 --> 00:13:51.200]  在很困難的家庭處境裏面經歷上帝
[00:13:51.200 --> 00:13:55.400]  在他自己行差踏錯吸毒的路上
[00:13:55.400 --> 00:13:58.200]  上帝怎樣把他找回來
[00:13:58.200 --> 00:14:01.000]  原來我們經歷不是停下來的經歷
[00:14:01.000 --> 00:14:02.800]  而是我們要跟別人分享
[00:14:02.800 --> 00:14:06.400]  要見證上帝的真實
[00:14:06.400 --> 00:14:08.800]  所以我鼓勵你
[00:14:08.800 --> 00:14:11.800]  記住你經歷了多少也好
[00:14:11.800 --> 00:14:13.400]  不要停了一個經歷
[00:14:13.400 --> 00:14:15.000]  你真的有機會的時候
[00:14:15.000 --> 00:14:16.000]  你講見證
[00:14:16.000 --> 00:14:18.400]  你讓人見到上帝的真實
[00:14:18.400 --> 00:14:19.400]  Amen
[00:14:19.400 --> 00:14:20.600]  第二點
[00:14:20.600 --> 00:14:22.600]  聖靈是我們的幫助者
[00:14:22.600 --> 00:14:24.400]  幫助者是什麼意思
[00:14:24.400 --> 00:14:28.400]  撇開你家裏有的domestic helper的觀念
[00:14:28.400 --> 00:14:32.200]  你千萬不要想工人不是幫助者
[00:14:32.200 --> 00:14:34.200]  不是我的助手
[00:14:34.200 --> 00:14:35.600]  次等一點的
[00:14:35.600 --> 00:14:36.200]  不是
[00:14:36.200 --> 00:14:39.200]  聖經由頭到尾都沒有這個意思
[00:14:39.200 --> 00:14:42.400]  在舊約當神說人獨居不好
[00:14:42.400 --> 00:14:45.000]  他為一個男人做一個配偶
[00:14:45.000 --> 00:14:47.200]  都是說幫助他的
[00:14:47.200 --> 00:14:48.200]  OK
[00:14:48.200 --> 00:14:53.400]  所以丈夫你夠不夠膽說你老婆是次等一點的呢
[00:14:53.400 --> 00:14:55.800]  如果你夠膽你現在做
[00:14:55.800 --> 00:14:56.800]  你現在就轉過去
[00:14:56.800 --> 00:14:57.600]  你是次等的
[00:14:57.600 --> 00:14:58.800]  不要說說
[00:14:58.800 --> 00:15:00.600]  家暴就來了
[00:15:00.600 --> 00:15:02.000]  但我想強調
[00:15:02.000 --> 00:15:04.200]  聖經說幫助的原因
[00:15:04.200 --> 00:15:06.400]  不是因為我們太忙做不完的事情
[00:15:06.400 --> 00:15:08.000]  而是我們by nature
[00:15:08.000 --> 00:15:11.000]  我們的本質有些事情是缺乏的
[00:15:11.000 --> 00:15:13.000]  我們靠自己不行的
[00:15:13.000 --> 00:15:16.000]  所以聖靈來幫助我們
[00:15:16.000 --> 00:15:16.600]  行不行
[00:15:16.600 --> 00:15:19.400]  那他幫助我們什麼呢
[00:15:19.400 --> 00:15:20.800]  這段經文不停提
[00:15:20.800 --> 00:15:23.200]  剛才可能你一直讀的時候都留意到
[00:15:23.200 --> 00:15:27.600]  他在說聖靈是真理的靈
[00:15:27.600 --> 00:15:30.400]  他要教導聖經
[00:15:30.400 --> 00:15:32.200]  教導一切的真理
[00:15:32.200 --> 00:15:33.400]  不單止教導真理
[00:15:33.400 --> 00:15:37.800]  也要引導你們進入一切的真理
[00:15:37.800 --> 00:15:40.200]  這是第二個很大的突破
[00:15:40.200 --> 00:15:42.000]  突破的地方是什麼
[00:15:42.000 --> 00:15:44.400]  舊約如果你要明白真理
[00:15:44.400 --> 00:15:45.800]  你要靠律法師
[00:15:45.800 --> 00:15:47.000]  你要靠摩西
[00:15:47.000 --> 00:15:48.200]  你要靠以色列
[00:15:48.200 --> 00:15:50.400]  你要靠人去教你
[00:15:50.400 --> 00:15:51.400]  但來到新約
[00:15:51.400 --> 00:15:52.800]  當聖靈來的時候
[00:15:52.800 --> 00:15:56.000]  他成為你最貼身的教師
[00:15:56.000 --> 00:15:57.800]  他親自教你
[00:15:57.800 --> 00:15:58.600]  行不行
[00:15:58.600 --> 00:15:59.600]  問題就是
[00:15:59.600 --> 00:16:00.600]  你會不會問的
[00:16:00.600 --> 00:16:02.200]  我自己一直預備我就問了
[00:16:02.200 --> 00:16:05.000]  是不是一些沒有聖靈的人
[00:16:05.000 --> 00:16:10.400]  解不明白聖經呢
[00:16:10.400 --> 00:16:11.800]  沒有聖靈的人
[00:16:11.800 --> 00:16:13.000]  他可不可以讀聖經
[00:16:13.000 --> 00:16:16.800]  他讀不讀得通呢
[00:16:16.800 --> 00:16:19.400]  如果你有印象在中學
[00:16:19.400 --> 00:16:20.800]  我不知道現在有沒有
[00:16:20.800 --> 00:16:23.000]  其實有一科叫宗教
[00:16:23.000 --> 00:16:24.600]  很多人會考考宗教
[00:16:24.600 --> 00:16:28.600]  因為據聞比較容易拿高分
[00:16:28.600 --> 00:16:30.400]  但你見到很多不是基督徒的
[00:16:30.400 --> 00:16:31.800]  都考宗教
[00:16:31.800 --> 00:16:34.000]  他就算考了A回來
[00:16:34.000 --> 00:16:36.800]  代不代表他靈性有增長
[00:16:36.800 --> 00:16:37.800]  不代表
[00:16:37.800 --> 00:16:41.800]  原來讀明本聖經是可以沒有聖靈
[00:16:41.800 --> 00:16:44.600]  但這裡說的不只是明白
[00:16:44.600 --> 00:16:46.200]  知識上的明白
[00:16:46.200 --> 00:16:49.000]  他說引導進入真理
[00:16:49.000 --> 00:16:50.400]  分別是什麼呢
[00:16:50.400 --> 00:16:52.000]  我們讀明本聖經
[00:16:52.000 --> 00:16:53.800]  就好像我們預備行山
[00:16:53.800 --> 00:16:55.000]  我們拿了地圖
[00:16:55.000 --> 00:16:57.000]  我們看明了地圖
[00:16:57.000 --> 00:16:59.600]  這個叫明白真理
[00:16:59.600 --> 00:17:01.600]  進入真理
[00:17:01.600 --> 00:17:05.000]  是我們下去那條路走
[00:17:05.000 --> 00:17:07.200]  經歷過
[00:17:07.200 --> 00:17:09.000]  這個叫進入真理
[00:17:09.000 --> 00:17:11.200]  很多人以為讀完聖經
[00:17:11.200 --> 00:17:13.200]  就等於做了聖經
[00:17:13.200 --> 00:17:14.600]  你明不明白分別
[00:17:14.600 --> 00:17:17.000]  讀了不等於做了
[00:17:17.000 --> 00:17:21.200]  神學生有另一個更加大的問題
[00:17:21.200 --> 00:17:22.600]  我們很喜歡買書
[00:17:22.600 --> 00:17:26.600]  我們買了以為看了
[00:17:26.600 --> 00:17:30.800]  弟兄姊妹很多時候以為看了就等於做了
[00:17:30.800 --> 00:17:33.200]  但原來聖經說引導進入真理
[00:17:33.200 --> 00:17:35.400]  是包括明白真理
[00:17:35.400 --> 00:17:36.600]  馴服真理
[00:17:36.600 --> 00:17:39.400]  也都結出真理的果實
[00:17:39.400 --> 00:17:42.400]  記住看了不等於做了
[00:17:42.400 --> 00:17:44.200]  你分到分別
[00:17:44.200 --> 00:17:49.400]  我很想藉著今天去講一下到底聖經和聖靈的關係是什麼
[00:17:49.400 --> 00:17:51.200]  這段經文講了很多聖靈
[00:17:51.200 --> 00:17:53.200]  也都講了很多真理
[00:17:53.200 --> 00:17:56.000]  聖經和聖靈的關係是什麼呢
[00:17:56.000 --> 00:17:58.400]  不知道什麼時候開始
[00:17:58.400 --> 00:18:01.400]  很多人就會將聖經和聖靈
[00:18:01.400 --> 00:18:04.200]  擺在一個搖搖板的兩邊
[00:18:04.200 --> 00:18:05.600]  一是有聖經
[00:18:05.600 --> 00:18:06.800]  一是有聖靈
[00:18:06.800 --> 00:18:10.400]  一間教會如果講聖靈就不講聖經
