
[00:00:00.000 --> 00:00:05.000]  剛才我講了我今天的人物講的是以利亞
[00:02:43.000 --> 00:02:44.000]  有雨水的話
[00:02:44.000 --> 00:02:48.000]  就是農作物和畜牧業能夠有豐收
[00:02:48.000 --> 00:02:50.000]  而阿舍拉呢
[00:02:50.000 --> 00:02:55.000]  阿舍拉原來他們相信就是巴力的配偶
[00:02:55.000 --> 00:02:58.000]  而阿舍拉他就掌管生育
[00:02:58.000 --> 00:03:00.000]  掌管愛情
[00:03:00.000 --> 00:03:02.000]  和是一個憎戰的女神
[00:03:02.000 --> 00:03:03.000]  所以那時候的人
[00:03:03.000 --> 00:03:07.000]  如果他們要去敬拜阿舍拉神的時候
[00:03:07.000 --> 00:03:11.000]  他們就會在阿舍拉的神廚那裡
[00:03:11.000 --> 00:03:13.000]  做很多很淫亂的事情
[00:03:13.000 --> 00:03:15.000]  很敗壞的事情
[00:03:15.000 --> 00:03:17.000]  那時候的人也都相信
[00:03:17.000 --> 00:03:20.000]  因為阿巴力和阿舍拉他們是配偶
[00:03:20.000 --> 00:03:23.000]  那他們去敬拜的時候
[00:03:23.000 --> 00:03:27.000]  他們就會去到那些神廟那裡
[00:03:27.000 --> 00:03:29.000]  他們敬拜就會在廟裡面
[00:03:29.000 --> 00:03:32.000]  和那些廟祭發生性行為
[00:03:32.000 --> 00:03:34.000]  做很多很淫亂的事情
[00:03:34.000 --> 00:03:38.000]  又會將他們的兒女當器祭物那樣
[00:03:38.000 --> 00:03:40.000]  就是獻給這個神
[00:03:40.000 --> 00:03:41.000]  去燒
[00:03:41.000 --> 00:03:43.000]  放在祭壇上燒
[00:03:43.000 --> 00:03:45.000]  一些很敗壞的事情
[00:03:45.000 --> 00:03:46.000]  為什麼這樣做
[00:03:46.000 --> 00:03:47.000]  因為他們說
[00:03:47.000 --> 00:03:48.000]  當這樣做的時候
[00:03:48.000 --> 00:03:52.000]  就叫醒神明賜給他們祝福
[00:03:52.000 --> 00:03:53.000]  所以我們知道
[00:03:53.000 --> 00:03:56.000]  加南人他們的敬拜就是這樣
[00:03:56.000 --> 00:03:57.000]  以色列人呢
[00:03:57.000 --> 00:03:59.000]  他們去信神的
[00:03:59.000 --> 00:04:01.000]  他們信耶和華的
[00:04:01.000 --> 00:04:03.000]  但是他們又看到
[00:04:03.000 --> 00:04:06.000]  加南人這樣去信那些偶像的時候
[00:04:06.000 --> 00:04:08.000]  好像又得著好處
[00:04:08.000 --> 00:04:11.000]  於是又去拜耶和華神
[00:04:11.000 --> 00:04:12.000]  又去拜巴力
[00:04:12.000 --> 00:04:14.000]  又去拜阿舍拉
[00:04:14.000 --> 00:04:16.000]  在整個的以色列國
[00:04:16.000 --> 00:04:18.000]  在阿哈的手上
[00:04:18.000 --> 00:04:21.000]  搞到道德敗壞
[00:04:21.000 --> 00:04:26.000]  信仰陷入一個極度混亂的狀況裡面
[00:04:26.000 --> 00:04:27.000]  就在這個時間
[00:04:27.000 --> 00:04:30.000]  神他就呼召了伊利亞
[00:04:30.000 --> 00:04:31.000]  他和伊利亞說
[00:04:31.000 --> 00:04:36.000]  你要去扭轉整個以色列國的宗教氣氛
[00:04:36.000 --> 00:04:39.000]  那伊利亞是誰呢
[00:04:39.000 --> 00:04:41.000]  當我一路去看聖經的時候
[00:04:41.000 --> 00:04:43.000]  我會看到伊利亞就好像突然間
[00:04:43.000 --> 00:04:45.000]  在聖經外面的人物
[00:04:45.000 --> 00:04:47.000]  並且在列王記上那裡
[00:04:47.000 --> 00:04:50.000]  只是用一個很簡單的說話
[00:04:50.000 --> 00:04:52.000]  交代了他的背景
[00:04:52.000 --> 00:04:53.000]  那個背景就是
[00:04:53.000 --> 00:04:58.000]  「積列寄居的提斯比人,伊利亞」
[00:04:58.000 --> 00:04:59.000]  大家抖了頭了
[00:04:59.000 --> 00:05:00.000]  什麼來的
[00:05:00.000 --> 00:05:02.000]  「積列提斯比」
[00:05:02.000 --> 00:05:03.000]  大家知不知道是什麼來的
[00:05:03.000 --> 00:05:04.000]  不知道是不是
[00:05:04.000 --> 00:05:06.000]  所以說到
[00:05:06.000 --> 00:05:08.000]  首先我覺得最大的祝福是什麼
[00:05:08.000 --> 00:05:10.000]  因為我要做了資料搜集
[00:05:10.000 --> 00:05:16.000]  原來積列是加德和馬拿西本支派的領土
[00:05:16.000 --> 00:05:18.000]  即是一個以色列的領土
[00:05:18.000 --> 00:05:22.000]  而提比斯是屬於拿佛塔利斯派
[00:05:22.000 --> 00:05:23.000]  簡單來說
[00:05:23.000 --> 00:05:24.000]  就是說
[00:05:24.000 --> 00:05:26.000]  伊利亞他是一個以色列人
[00:05:26.000 --> 00:05:30.000]  他自己本身的籍貫就是提比斯
[00:05:30.000 --> 00:05:34.000]  不過就去了積列一帶鄉村的地方
[00:05:34.000 --> 00:05:41.000]  伊利亞到了鄉村的地方就成為當地的村民
[00:05:41.000 --> 00:05:43.000]  當神要呼召人
[00:05:43.000 --> 00:05:44.000]  去做一個帶領
[00:05:44.000 --> 00:05:46.000]  呼召人去服侍祂的時候
[00:05:46.000 --> 00:05:47.000]  你想想
[00:05:47.000 --> 00:05:49.000]  如果以我們人的常理
[00:05:49.000 --> 00:05:50.000]  我們會想什麼
[00:05:50.000 --> 00:05:52.000]  當然是選一個勁人
[00:05:52.000 --> 00:05:54.000]  當然是選一個有能力的
[00:05:54.000 --> 00:05:55.000]  有相關經驗的人
[00:05:55.000 --> 00:05:58.000]  去做那一件事
[00:05:58.000 --> 00:05:59.000]  但是
[00:05:59.000 --> 00:06:02.000]  神這次的揀選很有趣
[00:06:02.000 --> 00:06:03.000]  我們剛才說
[00:06:03.000 --> 00:06:05.000]  其實伊利亞只是一個什麼
[00:06:05.000 --> 00:06:06.000]  鄉下制
[00:06:06.000 --> 00:06:08.000]  你要叫祂做事
[00:06:08.000 --> 00:06:09.000]  祂最擅長做的是什麼
[00:06:09.000 --> 00:06:10.000]  管理村子
[00:06:10.000 --> 00:06:13.000]  你應該叫祂就成為村長
[00:06:13.000 --> 00:06:16.000]  但是神對伊利亞的呼召
[00:06:16.000 --> 00:06:19.000]  是叫祂做一些國家級的事
[00:06:19.000 --> 00:06:20.000]  就是說
[00:06:20.000 --> 00:06:21.000]  你去到
[00:06:21.000 --> 00:06:25.000]  就是要扭轉整個以色列國的信仰
[00:06:25.000 --> 00:06:26.000]  我們會見到
[00:06:26.000 --> 00:06:28.000]  一個平凡的伊利亞
[00:06:28.000 --> 00:06:30.000]  平凡的鄉下制
[00:06:30.000 --> 00:06:32.000]  是被神大大使用
[00:06:32.000 --> 00:06:35.000]  而當神的呼召來到的時候
[00:06:35.000 --> 00:06:37.000]  伊利亞的反應是怎麼樣
[00:06:37.000 --> 00:06:39.000]  百分百的馴服
[00:06:39.000 --> 00:06:40.000]  神你感動我的話
[00:06:40.000 --> 00:06:41.000]  我就去吧
[00:06:41.000 --> 00:06:42.000]  那祂去
[00:06:42.000 --> 00:06:45.000]  祂就不是叫那些人一起去
[00:06:45.000 --> 00:06:46.000]  祂是什麼
[00:06:46.000 --> 00:06:47.000]  是一個人
[00:06:47.000 --> 00:06:48.000]  單人匹馬這樣
[00:06:48.000 --> 00:06:49.000]  走去見阿哈
[00:06:49.000 --> 00:06:50.000]  就說
[00:06:50.000 --> 00:06:51.000]  祂說
[00:06:51.000 --> 00:06:54.000]  我子爵所侍奉永生耶和華
[00:06:54.000 --> 00:06:55.000]  以色列的神起世
[00:06:55.000 --> 00:06:57.000]  這幾年我若不禱告
[00:06:57.000 --> 00:06:59.000]  必不降露
[00:06:59.000 --> 00:07:00.000]  不下雨
[00:07:00.000 --> 00:07:01.000]  哇
[00:07:01.000 --> 00:07:02.000]  祂一個人
[00:07:02.000 --> 00:07:04.000]  走去跟阿哈說這句話
[00:07:04.000 --> 00:07:06.000]  大家還記不記得
[00:07:06.000 --> 00:07:07.000]  巴力負責什麼
[00:07:07.000 --> 00:07:09.000]  雨水嘛
[00:07:09.000 --> 00:07:10.000]  然後現在
[00:07:10.000 --> 00:07:13.000]  伊利亞這樣走去
[00:07:13.000 --> 00:07:15.000]  跟阿哈王說
[00:07:15.000 --> 00:07:17.000]  我不祈禱
[00:07:17.000 --> 00:07:18.000]  不下雨
[00:07:18.000 --> 00:07:20.000]  簡直是跟阿哈王
[00:07:20.000 --> 00:07:21.000]  開火
[00:07:21.000 --> 00:07:22.000]  宣戰
[00:07:22.000 --> 00:07:25.000]  你說你神是賜下雨水
[00:07:25.000 --> 00:07:26.000]  我就說
[00:07:26.000 --> 00:07:27.000]  我不祈禱
[00:07:27.000 --> 00:07:28.000]  你沒有雨水
[00:07:28.000 --> 00:07:30.000]  大家在職場裡面
[00:07:30.000 --> 00:07:32.000]  如果你公司
[00:07:32.000 --> 00:07:33.000]  你的老闆
[00:07:33.000 --> 00:07:34.000]  不是信耶穌的
[00:07:34.000 --> 00:07:36.000]  你走去試試跟他說
[00:07:36.000 --> 00:07:37.000]  如果沒有我
[00:07:37.000 --> 00:07:39.000]  奉耶穌基督的名
[00:07:39.000 --> 00:07:40.000]  去為公司祈禱
[00:07:40.000 --> 00:07:43.000]  公司一元都沒有收入
[00:07:43.000 --> 00:07:46.000]  你猜你會怎樣
[00:07:46.000 --> 00:07:47.000]  我想
[00:07:47.000 --> 00:07:48.000]  你的收場就是
[00:07:48.000 --> 00:07:50.000]  你老闆當你是白卡人士
[00:07:50.000 --> 00:07:52.000]  有些問題的
[00:07:52.000 --> 00:07:54.000]  然後想一些方法
[00:07:54.000 --> 00:07:55.000]  就是把他放在一旁
[00:07:55.000 --> 00:07:56.000]  甚至叫他走
[00:07:56.000 --> 00:07:57.000]  是不是
[00:07:57.000 --> 00:07:59.000]  我相信當時
[00:07:59.000 --> 00:08:01.000]  阿哈王也是一樣
[00:08:01.000 --> 00:08:02.000]  他會心想
[00:08:02.000 --> 00:08:03.000]  伊利亞
[00:08:03.000 --> 00:08:04.000]  你只不過是
[00:08:04.000 --> 00:08:06.000]  一個很平凡的小鄉親
[00:08:06.000 --> 00:08:09.000]  你有什麼能力呼風喚雨
[00:08:09.000 --> 00:08:11.000]  於是乎就叫他走就算了
[00:08:11.000 --> 00:08:13.000]  我們一邊看的時候
[00:08:13.000 --> 00:08:14.000]  我們會覺得
[00:08:14.000 --> 00:08:16.000]  伊利亞你真的很勇敢
[00:08:16.000 --> 00:08:20.000]  不過似乎你又勇無謀
[00:08:20.000 --> 00:08:22.000]  並且你看看他講的話
[00:08:22.000 --> 00:08:24.000]  我指著所侍奉的
[00:08:24.000 --> 00:08:27.000]  永生耶和華起誓
[00:08:27.000 --> 00:08:29.000]  如果我不禱告
[00:08:29.000 --> 00:08:32.000]  我要做些事才會發生
[00:08:32.000 --> 00:08:34.000]  我們大家在職場裡面
[00:08:34.000 --> 00:08:36.000]  都很明白一個道理是
[00:08:36.000 --> 00:08:37.000]  一間公司
[00:08:37.000 --> 00:08:39.000]  不會因為沒有了一個員工
[00:08:39.000 --> 00:08:41.000]  然後就會倒閉的
[00:08:41.000 --> 00:08:42.000]  伊利亞
[00:08:42.000 --> 00:08:43.000]  你是什麼人
[00:08:43.000 --> 00:08:45.000]  你覺得你這麼重要
[00:08:45.000 --> 00:08:46.000]  更何況
[00:08:46.000 --> 00:08:47.000]  我們信的神
[00:08:47.000 --> 00:08:49.000]  是一個全能神
[00:08:49.000 --> 00:08:51.000]  怎會因為沒有了一個人
[00:08:51.000 --> 00:08:52.000]  神的旨意
[00:08:52.000 --> 00:08:54.000]  不能承受
[00:08:54.000 --> 00:08:55.000]  我們在這裡
[00:08:55.000 --> 00:08:57.000]  我們會看到
[00:08:57.000 --> 00:08:59.000]  伊利亞他的性情很自負
[00:08:59.000 --> 00:09:00.000]  他很驕傲
[00:09:00.000 --> 00:09:01.000]  看似的
[00:09:01.000 --> 00:09:03.000]  就是在性格上面
[00:09:03.000 --> 00:09:04.000]  有些缺陷
[00:09:04.000 --> 00:09:06.000]  但是神因為愛的緣故
[00:09:06.000 --> 00:09:08.000]  他不會因為覺得這個人
[00:09:08.000 --> 00:09:10.000]  你的性格這麼難搞的時候
[00:09:10.000 --> 00:09:11.000]  我不理你了
[00:09:11.000 --> 00:09:13.000]  我不用你了
[00:09:13.000 --> 00:09:14.000]  神不是
[00:09:14.000 --> 00:09:16.000]  神他很愛伊利亞
[00:09:16.000 --> 00:09:17.000]  他還幫伊利亞
[00:09:17.000 --> 00:09:19.000]  是度身訂做的
[00:09:19.000 --> 00:09:22.000]  一個訓練課程給伊利亞
[00:09:22.000 --> 00:09:26.000]  就將他成為一個合神使用的器皿
[00:09:26.000 --> 00:09:27.000]  由一個不平凡
[00:09:27.000 --> 00:09:29.000]  由一個普平凡的鄉下仔
[00:09:29.000 --> 00:09:31.000]  成為一個很不平凡的
[00:09:31.000 --> 00:09:33.000]  被神使用的人
[00:09:33.000 --> 00:09:35.000]  神去跟伊利亞說什麼
[00:09:35.000 --> 00:09:36.000]  他說
[00:09:36.000 --> 00:09:38.000]  但你離開這裏往東去
[00:09:38.000 --> 00:09:42.000]  藏在約旦河東邊的基立溪泊
[00:09:42.000 --> 00:09:44.000]  你要喝那溪裏的水
[00:09:44.000 --> 00:09:48.000]  我已吩咐烏鴉在那裏供養你
[00:09:48.000 --> 00:09:51.000]  於是伊利亞照著耶和華的話
[00:09:51.000 --> 00:09:54.000]  去住在約旦河東的基立溪泊
[00:09:54.000 --> 00:09:58.000]  哇!早晚給他雕餅和肉來
[00:09:58.000 --> 00:10:01.000]  他也喝那溪裏的水
[00:10:01.000 --> 00:10:04.000]  伊利亞說完一些轟天動地的說話
[00:10:04.000 --> 00:10:06.000]  一個人性的反應是
[00:10:06.000 --> 00:10:08.000]  我當然想留下來看看
[00:10:08.000 --> 00:10:11.000]  究竟是不是真的沒有下雨呢
[00:10:11.000 --> 00:10:12.000]  沒有下雨的話
[00:10:12.000 --> 00:10:14.000]  就是證實我有料到
[00:10:14.000 --> 00:10:16.000]  神跟我說的話是真的
[00:10:16.000 --> 00:10:18.000]  我當然想繼續留下來
[00:10:18.000 --> 00:10:21.000]  然後看看烏鴉他悔改了
[00:10:21.000 --> 00:10:24.000]  整個以色列國的信仰的氣氛
[00:10:24.000 --> 00:10:25.000]  去扭轉了
[00:10:25.000 --> 00:10:27.000]  哇!然後我就可以成為
[00:10:27.000 --> 00:10:29.000]  一代的偉人了
[00:10:29.000 --> 00:10:31.000]  更加當這些事情發生的時候
[00:10:31.000 --> 00:10:33.000]  如果再加上那時候的
[00:10:33.000 --> 00:10:34.000]  以色列人去拍掌說
[00:10:34.000 --> 00:10:36.000]  哇!伊利亞你真的很厲害
[00:10:36.000 --> 00:10:37.000]  你真的是神的使者
[00:10:37.000 --> 00:10:38.000]  神的僕人
[00:10:38.000 --> 00:10:40.000]  那我就心滿意足了
[00:10:40.000 --> 00:10:41.000]  可能伊利亞這樣想
[00:10:41.000 --> 00:10:43.000]  但是就偏偏在這個時候
[00:10:43.000 --> 00:10:45.000]  神去吩咐伊利亞
[00:10:45.000 --> 00:10:46.000]  你起來
[00:10:46.000 --> 00:10:49.000]  你現在就要去到飢餒溪坡
[00:10:49.000 --> 00:10:51.000]  你要躲在那裡
[00:10:51.000 --> 00:10:54.000]  去接受第一個神給他的訓練
[00:10:54.000 --> 00:10:57.000]  第一個神給他的訓練
[00:10:57.000 --> 00:11:01.000]  就是你要擁有神的心去愛
[00:11:01.000 --> 00:11:03.000]  一個侍奉神的人
[00:11:03.000 --> 00:11:05.000]  一個跟隨神的人
[00:11:05.000 --> 00:11:07.000]  第一件事我們要學習的是
[00:11:07.000 --> 00:11:11.000]  我們要擁有神的心去愛人
[00:11:11.000 --> 00:11:14.000]  擁有神的心去服侍
[00:11:14.000 --> 00:11:15.000]  剛才我們讀的時候
[00:11:15.000 --> 00:11:17.000]  神去跟伊利亞說
[00:11:17.000 --> 00:11:19.000]  喂!你現在就去飢餒溪坡
[00:11:19.000 --> 00:11:21.000]  大家見不見到神跟他說
[00:11:21.000 --> 00:11:23.000]  去多久?
[00:11:23.000 --> 00:11:24.000]  其實是沒有說的
[00:11:24.000 --> 00:11:26.000]  就是說伊利亞都不知道
[00:11:26.000 --> 00:11:28.000]  比起今天我們去旅行
[00:11:28.000 --> 00:11:30.000]  同工剛剛去完退休
[00:11:30.000 --> 00:11:32.000]  去三天而已
[00:11:32.000 --> 00:11:34.000]  我都會很小心去收拾行李
[00:11:34.000 --> 00:11:36.000]  看看有沒有帶漏這些
[00:11:36.000 --> 00:11:38.000]  會不會去到有些東西忘記帶
[00:11:38.000 --> 00:11:39.000]  不能用啊
[00:11:39.000 --> 00:11:40.000]  各樣東西
[00:11:40.000 --> 00:11:42.000]  我們會為了我們要遠行
[00:11:42.000 --> 00:11:45.000]  去準備 去執拾
[00:11:45.000 --> 00:11:46.000]  但是伊利亞呢?
[00:11:46.000 --> 00:11:48.000]  伊利亞他根本他都不知道
[00:11:48.000 --> 00:11:51.000]  他要在基立溪旁多久
[00:11:51.000 --> 00:11:52.000]  他帶些什麼呢?
[00:11:52.000 --> 00:11:54.000]  他不能夠拖著個行李箱
[00:11:54.000 --> 00:11:56.000]  我去長途機的多少公斤
[00:11:56.000 --> 00:11:57.000]  沒有這個東西
[00:11:57.000 --> 00:12:00.000]  但是他拿到的是一句說話
[00:12:00.000 --> 00:12:02.000]  神對他的應許
[00:12:02.000 --> 00:12:04.000]  你要喝那裡的水
[00:12:04.000 --> 00:12:06.000]  我已吩咐烏鴉
[00:12:06.000 --> 00:12:08.000]  在那裡供養你
[00:12:08.000 --> 00:12:10.000]  喂!你想想
[00:12:10.000 --> 00:12:13.000]  神去叫伊利亞去到基立溪旁
[00:12:13.000 --> 00:12:15.000]  是藏在那裡
[00:12:15.000 --> 00:12:17.000]  即是躲在那裡
[00:12:17.000 --> 00:12:18.000]  大家有沒有玩過
[00:12:18.000 --> 00:12:20.000]  捉迷藏
[00:12:20.000 --> 00:12:22.000]  捉迷藏你會不會被人看到你
[00:12:22.000 --> 00:12:24.000]  不會的 是不是
[00:12:24.000 --> 00:12:26.000]  即是說神不是叫伊利亞
[00:12:26.000 --> 00:12:27.000]  你去到基立溪的時候
[00:12:27.000 --> 00:12:29.000]  在那裡附近你去宣教
[00:12:29.000 --> 00:12:31.000]  逐家逐戶敲門
[00:12:31.000 --> 00:12:32.000]  不是啊
[00:12:32.000 --> 00:12:33.000]  你躲起來
[00:12:33.000 --> 00:12:35.000]  你不需要去探訪
[00:12:35.000 --> 00:12:38.000]  你每一天就在那裡等候
[00:12:38.000 --> 00:12:41.000]  等候有烏鴉來供養你
[00:12:41.000 --> 00:12:43.000]  你有條河的水
[00:12:43.000 --> 00:12:46.000]  能夠等你有水喝
[00:12:46.000 --> 00:12:49.000]  而當伊利亞在那裡的時候
[00:12:49.000 --> 00:12:51.000]  他就要一路一路的等候
[00:12:51.000 --> 00:12:53.000]  令我想起的
[00:12:53.000 --> 00:12:55.000]  就是以色列人出埃及
[00:12:55.000 --> 00:12:57.000]  當以色列人在曠野的裡面
[00:12:57.000 --> 00:13:00.000]  神去按時供應瑪拿給以色列人
[00:13:00.000 --> 00:13:02.000]  去吃 是不是
[00:13:02.000 --> 00:13:04.000]  當我們說瑪拿看聖經
[00:13:04.000 --> 00:13:06.000]  原來是一些
[00:13:06.000 --> 00:13:08.000]  很細小的白色
[00:13:08.000 --> 00:13:09.000]  好像一個植物的
[00:13:09.000 --> 00:13:11.000]  又有些甜味的
[00:13:11.000 --> 00:13:12.000]  放進口裡吃
[00:13:12.000 --> 00:13:15.000]  我想我們不會抗拒去吃瑪拿
[00:13:15.000 --> 00:13:16.000]  但你知不知道
[00:13:16.000 --> 00:13:19.000]  烏鴉其實它吃什麼的
[00:13:19.000 --> 00:13:22.000]  我們當中有沒有人吃過烏鴉
[00:13:22.000 --> 00:13:24.000]  有沒有人養過烏鴉
[00:13:24.000 --> 00:13:25.000]  沒有 是不是
[00:13:25.000 --> 00:13:27.000]  原來烏鴉在動物界
[00:13:27.000 --> 00:13:31.000]  是稱為動物界的清道夫
[00:13:31.000 --> 00:13:32.000]  即是說
[00:13:32.000 --> 00:13:36.000]  它最喜歡去垃圾堆裡
[00:13:36.000 --> 00:13:39.000]  去挖垃圾去找東西吃
[00:13:39.000 --> 00:13:42.000]  然後如果它在曠野那裡
[00:13:42.000 --> 00:13:44.000]  它看到有個動物的屍骸
[00:13:44.000 --> 00:13:46.000]  它就最開心
[00:13:46.000 --> 00:13:48.000]  因為它就會用它的嘴
[00:13:48.000 --> 00:13:50.000]  撩開那些肉
[00:13:50.000 --> 00:13:53.000]  拿入面的內臟當作食物去吃
[00:13:53.000 --> 00:13:56.000]  若然如果有隻烏鴉這樣
[00:13:56.000 --> 00:13:58.000]  帶一些東西給你吃的時候
[00:13:58.000 --> 00:14:00.000]  你想不想放進口裡
[00:14:00.000 --> 00:14:05.000]  日本近期原來有一個飲食文化
[00:14:05.000 --> 00:14:07.000]  這個飲食文化叫做
[00:14:07.000 --> 00:14:12.000]  烏鴉肉刺身料理
[00:14:12.000 --> 00:14:13.000]  丁姐妹
[00:14:13.000 --> 00:14:15.000]  我想你們也有去過日本旅行
[00:14:15.000 --> 00:14:17.000]  是香港人的鄉下
[00:14:17.000 --> 00:14:20.000]  你有沒有吃過烏鴉的刺身
[00:14:20.000 --> 00:14:23.000]  我在網上看到
[00:14:23.000 --> 00:14:25.000]  日本人形容
[00:14:25.000 --> 00:14:28.000]  烏鴉肉口感柔軟
[00:14:28.000 --> 00:14:29.000]  味道鮮甜
[00:14:29.000 --> 00:14:31.000]  你聽完你會不會想吃
[00:14:31.000 --> 00:14:32.000]  不會啦
[00:14:32.000 --> 00:14:34.000]  因為我們知道原來烏鴉
[00:14:34.000 --> 00:14:35.000]  它是用垃圾吃的
[00:14:35.000 --> 00:14:38.000]  它是吃動物屍骸的內臟的
[00:14:38.000 --> 00:14:40.000]  而確實是的
[00:14:40.000 --> 00:14:42.000]  日本的醫生
[00:14:42.000 --> 00:14:45.000]  他就強烈地去反對人們
[00:14:45.000 --> 00:14:47.000]  去嘗試吃烏鴉肉
[00:14:47.000 --> 00:14:50.000]  因為烏鴉它本身自己吃的東西
[00:14:50.000 --> 00:14:51.000]  很髒
[00:14:51.000 --> 00:14:53.000]  如果我們吃烏鴉肉的時候
[00:14:53.000 --> 00:14:56.000]  就很容易導致食物中毒
[00:14:56.000 --> 00:14:58.000]  所以我們一邊看聖經的時候
[00:14:58.000 --> 00:15:00.000]  在利尾記
[00:15:00.000 --> 00:15:02.000]  神也是這樣吩咐過
[00:15:02.000 --> 00:15:03.000]  祂說
[00:15:03.000 --> 00:15:08.000]  雀鳥中你們當以為不可吃的奶氏
[00:15:08.000 --> 00:15:10.000]  有一堆雀鳥
[00:15:10.000 --> 00:15:12.000]  其中黃色字那隻雀鳥叫什麼名字
[00:15:12.000 --> 00:15:14.000]  烏鴉
[00:15:14.000 --> 00:15:16.000]  神在聖經裡
[00:15:16.000 --> 00:15:17.000]  也提到
[00:15:17.000 --> 00:15:21.000]  因為烏鴉它本身的狀況
[00:15:21.000 --> 00:15:22.000]  各樣東西的時候
[00:15:22.000 --> 00:15:24.000]  祂就說分別出來不要吃
[00:15:24.000 --> 00:15:25.000]  因為是烏鴉
[00:15:25.000 --> 00:15:27.000]  但是我去到這裡的時候
[00:15:27.000 --> 00:15:28.000]  我就會想
[00:15:28.000 --> 00:15:30.000]  為什麼神在這裡
[00:15:30.000 --> 00:15:31.000]  這麼有趣
[00:15:31.000 --> 00:15:33.000]  有一個什麼特別的心意
[00:15:33.000 --> 00:15:35.000]  祂叫以利亞
[00:15:35.000 --> 00:15:37.000]  你是要在那裡
[00:15:37.000 --> 00:15:40.000]  是由一隻烏鴉供養你呢
[00:15:40.000 --> 00:15:43.000]  神造這麼多世界萬物
[00:15:43.000 --> 00:15:45.000]  有很多雀鳥
[00:15:45.000 --> 00:15:47.000]  有些比較乾淨的
