
[00:00:00.000 --> 00:00:04.560]  今天我們繼續講到我們新年的願望
[00:02:21.600 --> 00:02:23.600]  屬靈的福分
[00:02:23.600 --> 00:02:28.600]  神將一些屬靈的福分給我們
[00:02:28.600 --> 00:02:31.600]  什麼叫屬靈的福分呢?
[00:02:31.600 --> 00:02:35.600]  屬靈的福分就是當我們領受一些福分的時候
[00:02:35.600 --> 00:02:38.600]  我們認識神的憐憫
[00:02:38.600 --> 00:02:40.600]  認識神的復活的大能
[00:02:40.600 --> 00:02:42.600]  認識神的本性
[00:02:42.600 --> 00:02:44.600]  這是屬靈的福分
[00:02:44.600 --> 00:02:46.600]  其實講到福分
[00:02:46.600 --> 00:02:50.600]  我們很難分辨什麼是屬靈屬世
[00:02:50.600 --> 00:02:55.600]  有些人誤以為有些福分是屬世的
[00:02:55.600 --> 00:03:01.600]  將這些是世俗的
[00:03:01.600 --> 00:03:02.600]  這些是聖潔的
[00:03:02.600 --> 00:03:03.600]  這樣分辨
[00:03:03.600 --> 00:03:06.600]  其實是很難去分割
[00:03:06.600 --> 00:03:07.600]  所以有些人誤解
[00:03:07.600 --> 00:03:09.600]  譬如說金錢
[00:03:09.600 --> 00:03:11.600]  如果有人給你金錢
[00:03:11.600 --> 00:03:13.600]  你說這個金錢是屬世的
[00:03:13.600 --> 00:03:15.600]  所以我不要
[00:03:15.600 --> 00:03:16.600]  其實這樣想
[00:03:16.600 --> 00:03:18.600]  我們有些誤解
[00:03:18.600 --> 00:03:21.600]  我們不明白什麼叫福分
[00:03:21.600 --> 00:03:24.600]  原來所有的福分
[00:03:24.600 --> 00:03:25.600]  所有的東西
[00:03:25.600 --> 00:03:28.600]  我們今天在物質上的福氣
[00:03:28.600 --> 00:03:31.600]  都是神給我們的
[00:03:31.600 --> 00:03:34.600]  我們今天所有的健康都是福分
[00:03:34.600 --> 00:03:36.600]  這些都是神給我們的
[00:03:36.600 --> 00:03:40.600]  我們知道當我們拿到這些福分的時候
[00:03:40.600 --> 00:03:43.600]  如果我們能夠與神相連的話
[00:03:43.600 --> 00:03:45.600]  明白這是從神那裡來
[00:03:45.600 --> 00:03:47.600]  向神感恩
[00:03:47.600 --> 00:03:49.600]  我們就將這個福分
[00:03:49.600 --> 00:03:52.600]  叫做一個屬靈的福分
[00:03:52.600 --> 00:03:54.600]  是一個屬靈的恩典
[00:03:54.600 --> 00:03:55.600]  相反來說
[00:03:55.600 --> 00:03:58.600]  我們不知道一些是屬靈的東西
[00:03:58.600 --> 00:04:01.600]  我們以為只是一個宗教的形式
[00:04:01.600 --> 00:04:03.600]  一些東西
[00:04:03.600 --> 00:04:06.600]  我們其實都是屬世的
[00:04:06.600 --> 00:04:09.600]  所以有很多人有很多聖經的知識
[00:04:09.600 --> 00:04:11.600]  但這些聖經的知識
[00:04:11.600 --> 00:04:13.600]  如果你只有聖經的知識
[00:04:13.600 --> 00:04:15.600]  你不去走出來的話
[00:04:15.600 --> 00:04:19.600]  我們發覺你仍然在世俗當中活著
[00:04:19.600 --> 00:04:22.600]  大家要明白這個屬世的
[00:04:22.600 --> 00:04:24.600]  屬靈的分別
[00:04:24.600 --> 00:04:26.600]  我們求主幫助我們
[00:04:26.600 --> 00:04:28.600]  所以一切的恩典
[00:04:28.600 --> 00:04:29.600]  我們先說
[00:04:29.600 --> 00:04:32.600]  一切的恩典都是從主那裡來的
[00:04:32.600 --> 00:04:36.600]  我們要在主面前來領受
[00:04:36.600 --> 00:04:39.600]  我們知道我們人愛神
[00:04:39.600 --> 00:04:44.600]  是一種的恩典
[00:04:44.600 --> 00:04:50.600]  你知不知道魔鬼有一個假設
[00:04:50.600 --> 00:04:52.600]  就是人愛神
[00:04:52.600 --> 00:04:56.600]  是因為人得到一些神的好處
[00:04:56.600 --> 00:04:57.600]  才愛他
[00:04:57.600 --> 00:05:00.600]  所以大家看約伯記的時候就明白到
[00:05:00.600 --> 00:05:02.600]  魔鬼有一個假設
[00:05:02.600 --> 00:05:04.600]  我們愛神是跟神交換的
[00:05:04.600 --> 00:05:06.600]  其實不是的
[00:05:06.600 --> 00:05:08.600]  我們知道今天我們在主面前
[00:05:08.600 --> 00:05:09.600]  我們愛神
[00:05:09.600 --> 00:05:13.600]  不是因為神要將一些好處給我們
[00:05:13.600 --> 00:05:14.600]  我們才愛他
[00:05:14.600 --> 00:05:15.600]  不是的
[00:05:15.600 --> 00:05:16.600]  我們在主面前
[00:05:16.600 --> 00:05:17.600]  我們愛神
[00:05:17.600 --> 00:05:19.600]  完全不是一種交換的方式
[00:05:19.600 --> 00:05:22.600]  是神的恩典白白的給我們
[00:05:22.600 --> 00:05:24.600]  所以我們更加明白
[00:05:24.600 --> 00:05:26.600]  這個幸福的生活
[00:05:26.600 --> 00:05:28.600]  我們不是跟神交換出來的
[00:05:28.600 --> 00:05:30.600]  是在生命當中
[00:05:30.600 --> 00:05:32.600]  我們知道如何去敬拜主
[00:05:32.600 --> 00:05:34.600]  去仰望主
[00:05:34.600 --> 00:05:36.600]  所以我們要珍惜
[00:05:36.600 --> 00:05:38.600]  珍惜2014年
[00:05:38.600 --> 00:05:40.600]  珍惜2014年
[00:05:40.600 --> 00:05:44.600]  有人說人生裡最寶貴的是什麼呢?
[00:05:44.600 --> 00:05:46.600]  以前我也說過
[00:05:46.600 --> 00:05:48.600]  是時間
[00:05:48.600 --> 00:05:50.600]  時間過了就沒有了
[00:05:50.600 --> 00:05:52.600]  所以我們要珍惜這個時間
[00:05:52.600 --> 00:05:54.600]  所謂珍惜時間
[00:05:54.600 --> 00:05:57.600]  不是珍惜及時行樂
[00:05:57.600 --> 00:05:58.600]  有人說珍惜時間
[00:05:58.600 --> 00:06:00.600]  所以待會崇拜完之後
[00:06:00.600 --> 00:06:02.600]  去吃一餐勁的
[00:06:02.600 --> 00:06:03.600]  過了就沒有了
[00:06:03.600 --> 00:06:04.600]  不是這個意思
[00:06:04.600 --> 00:06:06.600]  珍惜時間是珍惜
[00:06:06.600 --> 00:06:10.600]  在那個時間當中跟神的聯繫
[00:06:10.600 --> 00:06:12.600]  跟人的聯繫
[00:06:12.600 --> 00:06:14.600]  就叫做珍惜
[00:06:14.600 --> 00:06:15.600]  珍惜
[00:06:15.600 --> 00:06:19.600]  珍惜就是在那段領受恩典當中的時候
[00:06:19.600 --> 00:06:22.600]  就是跟那個施恩的人
[00:06:22.600 --> 00:06:24.600]  有一種聯繫
[00:06:24.600 --> 00:06:26.600]  那個叫做珍惜
[00:06:26.600 --> 00:06:28.600]  所以有人請你吃一餐飯
[00:06:28.600 --> 00:06:29.600]  很好吃
[00:06:29.600 --> 00:06:31.600]  但你只顧著吃飯
[00:06:31.600 --> 00:06:32.600]  你不跟他聊天
[00:06:32.600 --> 00:06:34.600]  你不明白這個施恩的人
[00:06:34.600 --> 00:06:36.600]  你就沒有珍惜
[00:06:36.600 --> 00:06:38.600]  所以很多孩子們
[00:06:38.600 --> 00:06:41.600]  小朋友他們在家的時候
[00:06:41.600 --> 00:06:43.600]  是不懂得珍惜的
[00:06:43.600 --> 00:06:45.600]  不懂得珍惜跟父母的關係
[00:06:45.600 --> 00:06:47.600]  當他們長大了之後
[00:06:47.600 --> 00:06:50.600]  回家媽媽煲湯給他們喝的時候
[00:06:50.600 --> 00:06:52.600]  他們就知道珍惜
[00:06:52.600 --> 00:06:54.600]  不單是煲湯好喝
[00:06:54.600 --> 00:06:56.600]  更加是講到關係
[00:06:56.600 --> 00:06:58.600]  他跟父母的關係
[00:06:58.600 --> 00:07:00.600]  這個就是珍惜
[00:07:00.600 --> 00:07:02.600]  所以2014年當中
[00:07:02.600 --> 00:07:04.600]  我們期待有這個幸福
[00:07:04.600 --> 00:07:06.600]  但我們更加要明白
[00:07:06.600 --> 00:07:09.600]  這位創造天地萬物的主
[00:07:09.600 --> 00:07:11.600]  祂給我們的恩典
[00:07:11.600 --> 00:07:16.600]  我們跟這位創造天地萬物的主有聯繫
[00:07:16.600 --> 00:07:19.600]  所以今天跟大家講幾個「分」
[00:07:19.600 --> 00:07:22.600]  第一個就是「誠性的遺分」
[00:07:22.600 --> 00:07:24.600]  我們剛才在聖經裡面講到名分
[00:07:24.600 --> 00:07:25.600]  先講一下名分
[00:07:25.600 --> 00:07:27.600]  得到兒女的名分
[00:07:27.600 --> 00:07:29.600]  成為兒女的名分
[00:07:29.600 --> 00:07:32.600]  我們成為神的兒女有一個「誠性的遺分」
[00:07:32.600 --> 00:07:34.600]  這個遺分就是說
[00:07:34.600 --> 00:07:37.600]  我們現在既然是神的兒女
[00:07:37.600 --> 00:07:39.600]  我們應該怎麼做呢
[00:07:39.600 --> 00:07:41.600]  這個叫做「遺分」
[00:07:41.600 --> 00:07:43.600]  先講一件事很奇怪
[00:07:43.600 --> 00:07:45.600]  我們人生裡面
[00:07:45.600 --> 00:07:47.600]  我們的際遇
[00:07:47.600 --> 00:07:51.600]  很多時候不是我們可以控制的
[00:07:51.600 --> 00:07:53.600]  譬如說我們現在是
[00:07:53.600 --> 00:07:55.600]  你生出來是中國人
[00:07:55.600 --> 00:07:57.600]  這樣才算
[00:07:57.600 --> 00:07:59.600]  是不是你能控制的呢
[00:07:59.600 --> 00:08:00.600]  不是的
[00:08:00.600 --> 00:08:03.600]  有些人覺得我應該是什麼人
[00:08:03.600 --> 00:08:05.600]  但不是你能控制的
[00:08:05.600 --> 00:08:07.600]  我們是廣東人、上海人
[00:08:07.600 --> 00:08:08.600]  什麼人呢
[00:08:08.600 --> 00:08:09.600]  不是我們能控制的
[00:08:09.600 --> 00:08:11.600]  我們姓什麼不是我們能控制的
[00:08:11.600 --> 00:08:12.600]  什麼年代不是我們能控制的
[00:08:12.600 --> 00:08:16.600]  為什麼我們現在在這個年代出生呢
[00:08:16.600 --> 00:08:19.600]  不知道大家是什麼年代出生
[00:08:19.600 --> 00:08:23.600]  有些是70年代、80年代、90年代
[00:08:23.600 --> 00:08:25.600]  所以我們那些叫90後
[00:08:25.600 --> 00:08:28.600]  現在有2000年代的人出生
[00:08:28.600 --> 00:08:30.600]  我們什麼時候出生
[00:08:30.600 --> 00:08:32.600]  什麼時候生長在什麼環境
[00:08:32.600 --> 00:08:35.600]  為什麼我們來到這個地方
[00:08:35.600 --> 00:08:40.600]  不是我們能控制的
[00:08:40.600 --> 00:08:43.600]  會不會覺得不公平呢
[00:08:43.600 --> 00:08:45.600]  不公平
[00:08:45.600 --> 00:08:47.600]  為什麼神給我這個時代
[00:08:47.600 --> 00:08:50.600]  為什麼給他這麼漂亮我這麼醜
[00:08:50.600 --> 00:08:52.600]  有時候覺得這些不是能控制的
[00:08:52.600 --> 00:08:55.600]  但是有一樣東西
[00:08:55.600 --> 00:08:56.600]  自由
[00:08:56.600 --> 00:08:58.600]  神給我們自由
[00:08:58.600 --> 00:09:00.600]  自由是什麼呢
[00:09:00.600 --> 00:09:03.600]  自由是可以選擇的意思
[00:09:03.600 --> 00:09:05.600]  究竟我們是誰呢
[00:09:05.600 --> 00:09:09.600]  我想問大家我們是誰
[00:09:09.600 --> 00:09:10.600]  我們要問我們是誰
[00:09:10.600 --> 00:09:12.600]  我是誰
[00:09:12.600 --> 00:09:14.600]  我是誰很多人解釋了
[00:09:14.600 --> 00:09:15.600]  我們是什麼工作
[00:09:15.600 --> 00:09:17.600]  最容易我現在是一個engineer
[00:09:17.600 --> 00:09:19.600]  我現在在做什麼工作
[00:09:19.600 --> 00:09:21.600]  我是誰誰誰出生
[00:09:21.600 --> 00:09:22.600]  我是誰
[00:09:22.600 --> 00:09:26.600]  人生裡面最重要的一個身份
[00:09:26.600 --> 00:09:28.600]  最重要的一個名份
[00:09:28.600 --> 00:09:29.600]  我是誰
[00:09:29.600 --> 00:09:32.600]  是可以選擇的
[00:09:32.600 --> 00:09:33.600]  這是什麼呢
[00:09:33.600 --> 00:09:37.600]  就是成為神的兒女
[00:09:37.600 --> 00:09:39.600]  神很公平的
[00:09:39.600 --> 00:09:41.600]  我們今天可以選擇
[00:09:41.600 --> 00:09:43.600]  用自由去選擇
[00:09:43.600 --> 00:09:45.600]  我們不是神的兒女
[00:09:45.600 --> 00:09:46.600]  聖經說
[00:09:46.600 --> 00:09:51.600]  凡接待他的人就是信他名的人他就賜他們權柄
[00:09:51.600 --> 00:09:53.600]  成為神的兒女
[00:09:53.600 --> 00:09:56.600]  今天我們生命當中最重要的身份
[00:09:56.600 --> 00:09:59.600]  這個身份永遠不會失落的
[00:09:59.600 --> 00:10:01.600]  這個就是神的兒女
[00:10:01.600 --> 00:10:04.600]  其他的身份可能會失去了
[00:10:04.600 --> 00:10:06.600]  比方說你在公司的主管
[00:10:06.600 --> 00:10:08.600]  公司倒閉了
[00:10:08.600 --> 00:10:10.600]  你再失去了身份
[00:10:10.600 --> 00:10:15.600]  比方說你可能跟一個人很有關係
[00:10:15.600 --> 00:10:17.600]  但是那個人離開世界
[00:10:17.600 --> 00:10:19.600]  你就失去了身份
[00:10:19.600 --> 00:10:21.600]  可能你說我很有錢
[00:10:21.600 --> 00:10:23.600]  但是錢沒有了
[00:10:23.600 --> 00:10:26.600]  你的有錢的身份也沒有了
[00:10:26.600 --> 00:10:28.600]  我們發覺很多的身份
[00:10:28.600 --> 00:10:31.600]  我們的身份會失去了
[00:10:31.600 --> 00:10:33.600]  但是成為神的兒女
[00:10:33.600 --> 00:10:36.600]  是永遠不會失去的
[00:10:36.600 --> 00:10:39.600]  我們用自由來選擇
[00:10:39.600 --> 00:10:41.600]  我們只要相信耶穌
[00:10:41.600 --> 00:10:42.600]  接受耶穌
[00:10:42.600 --> 00:10:44.600]  打開我們的心
[00:10:44.600 --> 00:10:45.600]  接受耶穌
[00:10:45.600 --> 00:10:47.600]  成為我們的救主
[00:10:47.600 --> 00:10:50.600]  我們所要做的就是接受
[00:10:50.600 --> 00:10:53.600]  用我們的自由去選擇接受
[00:10:53.600 --> 00:10:56.600]  這個接受就是我們生命信靠神
[00:10:56.600 --> 00:10:59.600]  我們就可以成為神的兒女
[00:10:59.600 --> 00:11:00.600]  所以我們中間
[00:11:00.600 --> 00:11:02.600]  我們很多人有很重要的身份
[00:11:02.600 --> 00:11:03.600]  我知道
[00:11:03.600 --> 00:11:05.600]  你有很好的成就
[00:11:05.600 --> 00:11:06.600]  很好的學識
[00:11:06.600 --> 00:11:08.600]  但是可能你缺少一樣
[00:11:08.600 --> 00:11:10.600]  這是什麼呢?
[00:11:10.600 --> 00:11:13.600]  就是成為神的兒女
[00:11:13.600 --> 00:11:15.600]  成為神的兒女
[00:11:15.600 --> 00:11:16.600]  很簡單的事
[00:11:16.600 --> 00:11:18.600]  只要你真心到主的面前
[00:11:18.600 --> 00:11:21.600]  承認你需要神
[00:11:21.600 --> 00:11:22.600]  其實人生裏面
[00:11:22.600 --> 00:11:23.600]  我們發覺
[00:11:23.600 --> 00:11:25.600]  我們的罪
[00:11:25.600 --> 00:11:27.600]  最基本的罪
[00:11:27.600 --> 00:11:28.600]  不是殺人放火
[00:11:28.600 --> 00:11:30.600]  不是作奸犯科
[00:11:30.600 --> 00:11:32.600]  最基本的罪是什麼呢?
[00:11:32.600 --> 00:11:37.600]  就是我們不認創造萬物
[00:11:37.600 --> 00:11:39.600]  天地萬物的這位神
[00:11:39.600 --> 00:11:41.600]  是我們的爸爸
[00:11:41.600 --> 00:11:43.600]  是我們的天父
[00:11:43.600 --> 00:11:45.600]  我們不認祂
[00:11:45.600 --> 00:11:46.600]  所以中國人說
[00:11:46.600 --> 00:11:47.600]  最大的罪是什麼呢?
[00:11:47.600 --> 00:11:48.600]  不孝
[00:11:48.600 --> 00:11:50.600]  就是你都不認你的父母
[00:11:50.600 --> 00:11:51.600]  不孝
[00:11:51.600 --> 00:11:53.600]  不認你的祖先
[00:11:53.600 --> 00:11:54.600]  是不孝
[00:11:54.600 --> 00:11:56.600]  同樣地我們追溯上去
[00:11:56.600 --> 00:11:59.600]  我們最基本的根源的罪
[00:11:59.600 --> 00:12:01.600]  就是我們不認神是神
[00:12:01.600 --> 00:12:04.600]  就是說我們跟神沒有關係
[00:12:04.600 --> 00:12:05.600]  在生命當中
[00:12:05.600 --> 00:12:07.600]  我跟神沒有關係
[00:12:07.600 --> 00:12:08.600]  完全沒有關係
[00:12:08.600 --> 00:12:11.600]  你憑自己去做你所一切的事
[00:12:11.600 --> 00:12:13.600]  所以我們什麼叫悔改呢?
[00:12:13.600 --> 00:12:14.600]  我們今天講到悔改
[00:12:14.600 --> 00:12:16.600]  耶穌出來說
[00:12:16.600 --> 00:12:17.600]  天國近了
[00:12:17.600 --> 00:12:19.600]  你們應當悔改
[00:12:19.600 --> 00:12:21.600]  悔改不是講到罪行
[00:12:21.600 --> 00:12:24.600]  悔改是講到心態
[00:12:24.600 --> 00:12:25.600]  可能你沒有殺人放火
[00:12:25.600 --> 00:12:26.600]  又怎麼悔改呢?
[00:12:26.600 --> 00:12:27.600]  悔改就是說
[00:12:27.600 --> 00:12:31.600]  你從前我們是以自己為中心
[00:12:31.600 --> 00:12:33.600]  我們原來沒有依靠神
[00:12:33.600 --> 00:12:35.600]  我們自己去存活
[00:12:35.600 --> 00:12:36.600]  今天我們悔改就是說
[00:12:36.600 --> 00:12:39.600]  現在神就是我生命的中心
[00:12:39.600 --> 00:12:41.600]  祂就是我的父親
[00:12:41.600 --> 00:12:44.600]  我現在要成為神的兒女
[00:12:44.600 --> 00:12:45.600]  我接受祂的愛
[00:12:45.600 --> 00:12:48.600]  我接受祂的拯救
[00:12:48.600 --> 00:12:50.600]  這就是悔改
[00:12:50.600 --> 00:12:54.600]  所以每個人我們需要悔改歸向神
[00:12:54.600 --> 00:12:57.600]  很多人信耶穌沒有悔改這個過程
[00:12:57.600 --> 00:13:00.600]  我們繼續以自我中心來生活
[00:13:00.600 --> 00:13:03.600]  我們發覺我們還沒有得救
[00:13:03.600 --> 00:13:05.600]  我們還沒有是神的兒女
[00:13:05.600 --> 00:13:07.600]  我們需要心裡面轉向我們
[00:13:07.600 --> 00:13:09.600]  悔改歸向神
[00:13:09.600 --> 00:13:15.600]  成為神的兒女
[00:13:15.600 --> 00:13:17.600]  所以一個人悔改的時候
[00:13:17.600 --> 00:13:20.600]  他就很想敬拜神
[00:13:20.600 --> 00:13:22.600]  他就很想親近神
[00:13:22.600 --> 00:13:23.600]  一個成為神的兒女的人
[00:13:23.600 --> 00:13:24.600]  很想親近神
[00:13:24.600 --> 00:13:25.600]  你記不記得
[00:13:25.600 --> 00:13:26.600]  《禮漢方第四章》
[00:13:26.600 --> 00:13:27.600]  那個撒瑪利亞夫人
[00:13:27.600 --> 00:13:29.600]  當她信耶穌的時候
[00:13:29.600 --> 00:13:30.600]  耶穌一來的時候
[00:13:30.600 --> 00:13:31.600]  她第一個問題就是
[00:13:31.600 --> 00:13:32.600]  在哪裡敬拜
[00:13:32.600 --> 00:13:35.600]  她想知道怎樣去親近神敬拜神
[00:13:35.600 --> 00:13:36.600]  她想知道怎樣去親近神敬拜神
[00:13:36.600 --> 00:13:37.600]  她想知道怎樣去親近神敬拜神
[00:13:37.600 --> 00:13:38.600]  她想知道怎樣去親近神敬拜神
[00:13:38.600 --> 00:13:39.600]  她想知道怎樣去親近神敬拜神
[00:13:39.600 --> 00:13:40.600]  她想知道怎樣去親近神敬拜神
[00:13:40.600 --> 00:13:41.600]  她想知道怎樣去親近神敬拜神
[00:13:41.600 --> 00:13:42.600]  她想知道怎樣去親近神敬拜神
[00:13:42.600 --> 00:13:43.600]  她想知道怎樣去親近神敬拜神
[00:13:43.600 --> 00:13:44.600]  她想知道怎樣去親近神敬拜神
[00:13:44.600 --> 00:13:45.600]  她想知道怎樣去親近神敬拜神
[00:13:45.600 --> 00:13:46.600]  她想知道怎樣去親近神敬拜神
[00:13:46.600 --> 00:13:47.600]  她想知道怎樣去親近神敬拜神
[00:13:47.600 --> 00:13:48.600]  她想知道怎樣去親近神敬拜神
[00:13:48.600 --> 00:13:49.600]  她想知道怎樣去親近神敬拜神
[00:13:49.600 --> 00:14:03.600]  她想知道怎樣去親近神敬拜神
[00:14:20.600 --> 00:14:21.600]  接受
[00:14:21.600 --> 00:14:22.600]  接受耶穌
[00:14:22.600 --> 00:14:23.600]  相信耶穌
[00:14:23.600 --> 00:14:24.600]  其實我們很多時候都用這種勇氣
[00:14:24.600 --> 00:14:25.600]  其實我們很多時候都用這種勇氣
[00:14:25.600 --> 00:14:26.600]  其實我們很多時候都用這種勇氣
[00:14:26.600 --> 00:14:27.600]  不過我們可能不知道
[00:14:27.600 --> 00:14:28.600]  好像你坐飛機那樣
[00:14:28.600 --> 00:14:29.600]  好像你坐飛機那樣
[00:14:29.600 --> 00:14:30.600]  你知道飛機一定是可以的
[00:14:30.600 --> 00:14:31.600]  你知道飛機一定是可以的
[00:14:31.600 --> 00:14:32.600]  可能是那班飛機
[00:14:32.600 --> 00:14:33.600]  可能是那班飛機
[00:14:33.600 --> 00:14:34.600]  飛機師一定會開飛機
[00:14:34.600 --> 00:14:35.600]  飛機師一定會開飛機
[00:14:35.600 --> 00:14:36.600]  你又有勇氣
[00:14:36.600 --> 00:14:37.600]  你又相信他
[00:14:37.600 --> 00:14:38.600]  你又有勇氣
[00:14:38.600 --> 00:14:39.600]  你又相信他
[00:14:39.600 --> 00:14:40.600]  我們相信很多東西
[00:14:40.600 --> 00:14:41.600]  我們相信很多東西
[00:14:41.600 --> 00:14:42.600]  不過我們奇怪的就是我們不相信神
[00:14:42.600 --> 00:14:43.600]  不過我們奇怪的就是我們不相信神
[00:14:43.600 --> 00:14:49.600]  不過我們奇怪的就是我們不相信神
[00:14:49.600 --> 00:14:50.600]  我們今天要將生命交託給主
[00:14:50.600 --> 00:14:51.600]  我們今天要將生命交託給主
[00:14:51.600 --> 00:14:52.600]  所以這種愛的聯繫和神有聯繫
[00:14:52.600 --> 00:14:53.600]  所以這種愛的聯繫和神有聯繫
[00:14:53.600 --> 00:14:54.600]  所以這種愛的聯繫和神有聯繫
[00:14:54.600 --> 00:14:55.600]  去敬拜祂
[00:14:55.600 --> 00:14:56.600]  去敬拜祂
[00:14:56.600 --> 00:14:57.600]  我們就將我們的生命
[00:14:57.600 --> 00:14:58.600]  我們就將我們的生命
[00:14:58.600 --> 00:14:59.600]  帶到主的面前
[00:14:59.600 --> 00:15:00.600]  帶到主的面前
[00:15:00.600 --> 00:15:01.600]  打開我們的心
[00:15:01.600 --> 00:15:02.600]  打開我們的心
[00:15:02.600 --> 00:15:03.600]  接受耶穌成為我們的救主
[00:15:03.600 --> 00:15:04.600]  接受耶穌成為我們的救主
[00:15:04.600 --> 00:15:05.600]  我們在祈禱
[00:15:05.600 --> 00:15:06.600]  我們在祈禱
[00:15:06.600 --> 00:15:07.600]  主啊請祢幫助我
[00:15:07.600 --> 00:15:08.600]  主啊請祢幫助我
[00:15:08.600 --> 00:15:09.600]  我現在接受祢成為我的救主
[00:15:09.600 --> 00:15:13.600]  我現在接受祢成為我的救主
[00:15:13.600 --> 00:15:14.600]  我要成為祢的兒女
[00:15:14.600 --> 00:15:15.600]  我要成為祢的兒女
[00:15:15.600 --> 00:15:16.600]  我知道我們憑著神的應許
[00:15:16.600 --> 00:15:17.600]  我知道我們憑著神的應許
[00:15:17.600 --> 00:15:18.600]  就可以成為神的兒女
[00:15:18.600 --> 00:15:19.600]  就可以成為神的兒女
[00:15:19.600 --> 00:15:20.600]  這是一個很重要的一件事
[00:15:20.600 --> 00:15:21.600]  這是一個很重要的一件事
[00:15:21.600 --> 00:15:22.600]  所以我在講到第一點
[00:15:22.600 --> 00:15:23.600]  所以我在講到第一點
[00:15:23.600 --> 00:15:24.600]  先講到最重要的字
[00:15:24.600 --> 00:15:25.600]  先講到最重要的字
[00:15:25.600 --> 00:15:26.600]  就是我們要成為神的兒女
[00:15:26.600 --> 00:15:27.600]  就是我們要成為神的兒女
[00:15:27.600 --> 00:15:28.600]  有成性的成分
[00:15:28.600 --> 00:15:29.600]  有成性的成分
[00:15:29.600 --> 00:15:30.600]  甚麼是成性呢
[00:15:30.600 --> 00:15:31.600]  甚麼是成性呢
[00:15:31.600 --> 00:15:32.600]  成性是歸給神的意思
[00:15:32.600 --> 00:15:33.600]  成性是歸給神的意思
[00:15:33.600 --> 00:15:34.600]  然後我們的生命被改變
[00:15:34.600 --> 00:15:35.600]  然後我們的生命被改變
[00:15:39.600 --> 00:15:40.600]  不僅是悔改罪行
[00:15:40.600 --> 00:15:41.600]  不僅是悔改罪行
[00:15:41.600 --> 00:15:42.600]  悔改是說到悔改脫離罪性
[00:15:42.600 --> 00:15:43.600]  悔改是說到悔改脫離罪性
[00:15:43.600 --> 00:15:44.600]  悔改是說到悔改脫離罪性
[00:15:44.600 --> 00:15:45.600]  我們人生裏面很多的罪性
[00:15:45.600 --> 00:15:46.600]  我們人生裏面很多的罪性
