
[00:00:00.000 --> 00:00:09.000]  有兩兄妹,哥哥十二、三歲,妹妹比他小兩歲,一般都是這個比例
[00:02:01.000 --> 00:02:09.000]  所以我就由早到晚帶著這種感受回到家
[00:02:09.000 --> 00:02:13.000]  對不起,爸爸,我不應該打妹妹
[00:02:13.000 --> 00:02:16.000]  當然,這件事就這樣完結了
[00:02:16.000 --> 00:02:20.000]  但是很多時候,鼎姐妹,就像這個哥哥這樣
[00:02:20.000 --> 00:02:27.000]  當別人在我們身上說了一些令我們難堪或者是一些負面的話
[00:02:27.000 --> 00:02:32.000]  實際上,會在我們的心裡留下一種情景
[00:02:32.000 --> 00:02:40.000]  一種定格的畫面,不斷在我們的內心散髮毒素
[00:02:40.000 --> 00:02:49.000]  就像一個計時炸彈,我們不知道什麼時候爆炸就會傷及無辜
[00:02:49.000 --> 00:02:54.000]  就像哥哥,他其實很愛妹妹的,為什麼他會打妹妹呢?
[00:02:54.000 --> 00:02:56.000]  原來有這樣的背景
[00:02:56.000 --> 00:03:02.000]  所以今天,我們很希望能夠透過神的話語讓我們來看這個題目
[00:03:02.000 --> 00:03:05.000]  我們要活出祝福的人生
[00:03:05.000 --> 00:03:09.000]  我們怎樣能夠化解就坐帶來的傷害呢?
[00:03:09.000 --> 00:03:14.000]  實際上,今天無論我們信耶穌或者未信耶穌的朋友都好
[00:03:14.000 --> 00:03:18.000]  實際上,我們都一樣需要從上而來的福氣
[00:03:18.000 --> 00:03:21.000]  我們都說,我們很想得到祝福
[00:03:21.000 --> 00:03:27.000]  但實際上,我們卻活在一個充滿著罪惡分途的世界
[00:03:27.000 --> 00:03:32.000]  就好像耳塞先知,當他去到神的殿裡面敬拜神的時候
[00:03:32.000 --> 00:03:35.000]  上帝向他顯現,他第一句話就說
[00:03:35.000 --> 00:03:39.000]  禍災,慘了,我滅亡了
[00:03:39.000 --> 00:03:44.000]  因為我是嘴唇不潔的人,又住在嘴唇不潔的門當中
[00:03:44.000 --> 00:03:48.000]  有一往眼見大君王,萬君的耶和華
[00:03:48.000 --> 00:03:50.000]  他見到上帝的聖潔
[00:03:50.000 --> 00:03:54.000]  同時,因著上帝的聖潔,他見到自己的污穢
[00:03:54.000 --> 00:03:58.000]  不僅見到自己的污穢,也見到原來他身處的環境
[00:03:58.000 --> 00:04:02.000]  其他人同樣是污穢得罪上帝
[00:04:02.000 --> 00:04:05.000]  我們怎樣活出一個祝福的人生呢?
[00:04:05.000 --> 00:04:09.000]  在一個充滿著罪惡,充滿著負面的世代
[00:04:09.000 --> 00:04:12.000]  我們又怎樣能夠活出這個祝福的人生呢?
[00:04:12.000 --> 00:04:16.000]  在路加芬第十章,那裡告訴我們
[00:04:16.000 --> 00:04:18.000]  耶穌吩咐他七十個門徒
[00:04:18.000 --> 00:04:22.000]  兩個兩個將福音帶到不同的家庭當中
[00:04:22.000 --> 00:04:26.000]  耶穌提示他們,他們去探訪不同的家庭的時候
[00:04:26.000 --> 00:04:29.000]  第一,你們要來祝福對方
[00:04:29.000 --> 00:04:34.000]  我們先一起讀路加芬第十章第五到第六節
[00:04:34.000 --> 00:04:39.000]  無論進哪一家,先要說,願這一家平安
[00:04:39.000 --> 00:04:45.000]  那裡若有當得平安的人,你們所求的平安就必臨到那家
[00:04:45.000 --> 00:04:48.000]  不然就歸於你們了
[00:04:48.000 --> 00:04:51.000]  這是耶穌教導他的門徒
[00:04:51.000 --> 00:04:55.000]  去傳福音的四個步驟當中的頭一個步驟
[00:04:55.000 --> 00:04:57.000]  當然這四個步驟
[00:04:57.000 --> 00:04:59.000]  第一,就是要祝福對方
[00:04:59.000 --> 00:05:03.000]  如果對方接納你的祝福,接待你
[00:05:03.000 --> 00:05:05.000]  他為你擺上什麼,第二個步驟
[00:05:05.000 --> 00:05:07.000]  他給你什麼,你就吃什麼和他分享
[00:05:07.000 --> 00:05:08.000]  這是第二個步驟
[00:05:08.000 --> 00:05:13.000]  第三個步驟,就是在和對方交往的過程
[00:05:13.000 --> 00:05:15.000]  可能你觀察到對方有什麼需要
[00:05:15.000 --> 00:05:19.000]  又或者對方願意告訴你他有什麼需要的時候
[00:05:19.000 --> 00:05:21.000]  就幫助他,服侍他
[00:05:21.000 --> 00:05:24.000]  如果按照路加芬裡面耶穌說的話
[00:05:24.000 --> 00:05:27.000]  第三個步驟是"醫治"他們
[00:05:27.000 --> 00:05:30.000]  "醫治"這個字也可以解作"服侍"
[00:05:30.000 --> 00:05:31.000]  但事實上是"醫治"
[00:05:31.000 --> 00:05:33.000]  無論是心靈裡面的"醫治"
[00:05:33.000 --> 00:05:35.000]  又或者是肉體上需要的"醫治"
[00:05:35.000 --> 00:05:38.000]  不過這三個步驟都不夠
[00:05:38.000 --> 00:05:40.000]  沒錯,這三個步驟都很重要
[00:05:40.000 --> 00:05:42.000]  但不要忘記第四個步驟
[00:05:42.000 --> 00:05:44.000]  就是將福音告訴對方
[00:05:44.000 --> 00:05:48.000]  告訴他天國近了,我們要悔改
[00:05:48.000 --> 00:05:51.000]  這是耶穌指示那七十個門徒
[00:05:51.000 --> 00:05:53.000]  傳福音的一個步驟
[00:05:53.000 --> 00:05:54.000]  當然傳福音的方法有很多
[00:05:54.000 --> 00:05:57.000]  不過這是耶穌提示的方法
[00:05:57.000 --> 00:06:01.000]  過去同福堂,我們在這裡開展福音的工作
[00:06:01.000 --> 00:06:04.000]  我們都參考了耶穌的這個方法
[00:06:04.000 --> 00:06:08.000]  不知你覺得有沒有這個跡象
[00:06:08.000 --> 00:06:12.000]  見到我們要祝福人,我們要和人分享
[00:06:12.000 --> 00:06:15.000]  我們要來"醫治",為他們禱告
[00:06:15.000 --> 00:06:18.000]  我們要將福音傳給他們
[00:06:18.000 --> 00:06:21.000]  不過我今天的焦點不是講這四個步驟
[00:06:21.000 --> 00:06:23.000]  我的焦點是放在第一節
[00:06:23.000 --> 00:06:25.000]  第一個重點上面
[00:06:25.000 --> 00:06:27.000]  我們看見"祝福"
[00:06:27.000 --> 00:06:29.000]  原來"祝福"不單止是
[00:06:29.000 --> 00:06:33.000]  將人與人之間能夠打開的華合子
[00:06:33.000 --> 00:06:35.000]  "祝福"對於傳福音的人來說
[00:06:35.000 --> 00:06:38.000]  也是一個讓他可以分辨到
[00:06:38.000 --> 00:06:40.000]  究竟哪一個是當得平安的人
[00:06:40.000 --> 00:06:42.000]  就好像耶穌所講的這句話
[00:06:42.000 --> 00:06:45.000]  如果你祝福他願者家平安
[00:06:45.000 --> 00:06:47.000]  如果中間有當得平安的人
[00:06:47.000 --> 00:06:48.000]  他會接待你
[00:06:48.000 --> 00:06:50.000]  會有一個開放的心
[00:06:50.000 --> 00:06:52.000]  和你繼續一步一步的
[00:06:52.000 --> 00:06:53.000]  讓他能夠有機會
[00:06:53.000 --> 00:06:57.000]  不單止得著肉身或者屬地的這種祝福
[00:06:57.000 --> 00:06:58.000]  更加重要的
[00:06:58.000 --> 00:07:02.000]  是讓他能夠最終得到屬天的平安
[00:07:02.000 --> 00:07:04.000]  那個真正的平安
[00:07:04.000 --> 00:07:06.000]  這個"祝福"的說話
[00:07:06.000 --> 00:07:07.000]  願者家平安
[00:07:07.000 --> 00:07:10.000]  那個平安不單止是出入平安
[00:07:10.000 --> 00:07:12.000]  不是一家平安
[00:07:12.000 --> 00:07:13.000]  這麼簡單
[00:07:13.000 --> 00:07:15.000]  更加重要的是
[00:07:15.000 --> 00:07:17.000]  人與上帝的和好
[00:07:17.000 --> 00:07:19.000]  人與神的關係和好
[00:07:19.000 --> 00:07:21.000]  那個平安才是真真正正的平安
[00:07:21.000 --> 00:07:24.000]  我們同各位賜福的源頭
[00:07:24.000 --> 00:07:25.000]  和好關係
[00:07:25.000 --> 00:07:29.000]  才能夠化解罪的咒詛
[00:07:29.000 --> 00:07:32.000]  我想一個人信耶穌之前
[00:07:32.000 --> 00:07:35.000]  其實在他人生當中
[00:07:35.000 --> 00:07:37.000]  有多少人曾經在他身上
[00:07:37.000 --> 00:07:38.000]  放下了
[00:07:38.000 --> 00:07:42.000]  留下了一些祝福的畫面呢
[00:07:42.000 --> 00:07:43.000]  你或者可以想一想
[00:07:43.000 --> 00:07:44.000]  你信主之前
[00:07:44.000 --> 00:07:46.000]  有多少弟兄姊妹
[00:07:46.000 --> 00:07:48.000]  曾經來幫助過你
[00:07:48.000 --> 00:07:49.000]  關心過你
[00:07:49.000 --> 00:07:52.000]  以至你今天成為一個基督徒
[00:07:52.000 --> 00:07:53.000]  在我成長的過程
[00:07:53.000 --> 00:07:55.000]  不論在我未信之前
[00:07:55.000 --> 00:07:56.000]  甚至信了耶穌之後
[00:07:56.000 --> 00:07:58.000]  其實都有一些人
[00:07:58.000 --> 00:08:00.000]  在我身上做了一些事
[00:08:00.000 --> 00:08:02.000]  來祝福我 幫助我
[00:08:02.000 --> 00:08:04.000]  以至我今天不斷的成長
[00:08:04.000 --> 00:08:06.000]  甚至能夠成為一個牧者
[00:08:06.000 --> 00:08:08.000]  其中我想分享的就是
[00:08:08.000 --> 00:08:09.000]  我在中學時代
[00:08:09.000 --> 00:08:11.000]  一個中學的老師
[00:08:11.000 --> 00:08:13.000]  他
[00:08:13.000 --> 00:08:15.000]  我就找了我的相簿
[00:08:15.000 --> 00:08:18.000]  就終於找到他的樣子給大家看
[00:08:18.000 --> 00:08:19.000]  和大家分享
[00:08:19.000 --> 00:08:22.000]  這幅相就是中學時代的
[00:08:22.000 --> 00:08:25.000]  我有份去赤柱的墳牆
[00:08:25.000 --> 00:08:26.000]  我曾經說過
[00:08:26.000 --> 00:08:27.000]  那些人很喜歡在墳牆拍照
[00:08:27.000 --> 00:08:30.000]  這是其中一次在墳牆拍照
[00:08:30.000 --> 00:08:32.000]  這個就是我
[00:08:32.000 --> 00:08:33.000]  哇
[00:08:33.000 --> 00:08:35.000]  真是
[00:08:35.000 --> 00:08:36.000]  只是給你們看而已
[00:08:36.000 --> 00:08:38.000]  不要傳出去
[00:08:38.000 --> 00:08:40.000]  那時候很瘦
[00:08:40.000 --> 00:08:41.000]  這是我弟弟
[00:08:41.000 --> 00:08:42.000]  我弟弟上個月
[00:08:42.000 --> 00:08:45.000]  我立了做牧師
[00:08:45.000 --> 00:08:46.000]  不過我今天想說的是
[00:08:46.000 --> 00:08:48.000]  這位張帝興
[00:08:48.000 --> 00:08:51.000]  這是我的主學老師
[00:08:51.000 --> 00:08:53.000]  他在機場
[00:08:53.000 --> 00:08:55.000]  做了一個工程師
[00:08:55.000 --> 00:08:58.000]  那時候的機場就在啓德九龍城
[00:08:58.000 --> 00:09:00.000]  我住在九龍城
[00:09:00.000 --> 00:09:01.000]  在中學時代
[00:09:01.000 --> 00:09:04.000]  我有很多論盡麻煩的事
[00:09:04.000 --> 00:09:05.000]  其中一樣
[00:09:05.000 --> 00:09:07.000]  就是我數學很水疲
[00:09:07.000 --> 00:09:10.000]  這位主學老師不僅教我們主學
[00:09:10.000 --> 00:09:12.000]  更加知道我的情況
[00:09:12.000 --> 00:09:14.000]  就很主動地跟我說
[00:09:14.000 --> 00:09:16.000]  他說他可以教我數學
[00:09:16.000 --> 00:09:18.000]  於是他就叫我
[00:09:18.000 --> 00:09:20.000]  等他放工的時候
[00:09:20.000 --> 00:09:21.000]  去啓德機場
[00:09:21.000 --> 00:09:22.000]  二樓
[00:09:22.000 --> 00:09:25.000]  後機室那裡有很多凳子
[00:09:25.000 --> 00:09:27.000]  如果你有印象
[00:09:27.000 --> 00:09:31.000]  他放工之後就在禁區那裡出來
[00:09:31.000 --> 00:09:32.000]  在那裡
[00:09:32.000 --> 00:09:33.000]  飯都沒吃
[00:09:33.000 --> 00:09:34.000]  就教我數學
[00:09:34.000 --> 00:09:36.000]  有很多個晚上
[00:09:36.000 --> 00:09:39.000]  我記得就是坐在後機室那裡
[00:09:39.000 --> 00:09:42.000]  他很耐心地教我一題一題
[00:09:42.000 --> 00:09:46.000]  來完成我中學階段的數學
[00:09:46.000 --> 00:09:47.000]  我感謝神
[00:09:47.000 --> 00:09:48.000]  藉著這位老師
[00:09:48.000 --> 00:09:49.000]  這位弟兄
[00:09:49.000 --> 00:09:51.000]  他沒有收我錢
[00:09:51.000 --> 00:09:52.000]  他很主動
[00:09:52.000 --> 00:09:54.000]  他將一個關心
[00:09:54.000 --> 00:09:56.000]  很真誠的一個服侍
[00:09:56.000 --> 00:09:57.000]  服侍我這個小子
[00:09:57.000 --> 00:09:59.000]  於是我去到中學的時候
[00:09:59.000 --> 00:10:01.000]  我在我的中學會考
[00:10:01.000 --> 00:10:03.000]  我的數學竟然拿到B
[00:10:03.000 --> 00:10:04.000]  不僅如此
[00:10:04.000 --> 00:10:06.000]  去到我讀大專的時候
[00:10:06.000 --> 00:10:08.000]  我其中有一科是要讀
[00:10:08.000 --> 00:10:11.000]  這個商業管理的那些
[00:10:11.000 --> 00:10:13.000]  微積分的數學
[00:10:13.000 --> 00:10:15.000]  我甚至在大考那裡
[00:10:15.000 --> 00:10:16.000]  是拿到滿分
[00:10:16.000 --> 00:10:18.000]  哇 我真的很感謝神
[00:10:18.000 --> 00:10:23.000]  會想這些的成果
[00:10:23.000 --> 00:10:25.000]  都是因為這位老師
[00:10:25.000 --> 00:10:27.000]  這位弟兄
[00:10:27.000 --> 00:10:29.000]  在我身上所做的
[00:10:29.000 --> 00:10:31.000]  祝福的行動
[00:10:31.000 --> 00:10:33.000]  我得著他的幫助
[00:10:33.000 --> 00:10:35.000]  得著他的服侍
[00:10:35.000 --> 00:10:36.000]  可能在你的身上
[00:10:36.000 --> 00:10:37.000]  也有很多人
[00:10:37.000 --> 00:10:39.000]  曾經來祝福過你
[00:10:39.000 --> 00:10:40.000]  引導過你
[00:10:40.000 --> 00:10:41.000]  得到耶穌的平安
[00:10:41.000 --> 00:10:43.000]  你還記不記得
[00:10:43.000 --> 00:10:46.000]  這些你蒙受祝福的片段
[00:10:46.000 --> 00:10:49.000]  這些情景 這些畫面呢
[00:10:49.000 --> 00:10:50.000]  如果這些畫面
[00:10:50.000 --> 00:10:52.000]  留在你的心裡邊
[00:10:52.000 --> 00:10:54.000]  我相信很多時候
[00:10:54.000 --> 00:10:55.000]  都是因為有一個
[00:10:55.000 --> 00:10:57.000]  很深刻的印象
[00:10:57.000 --> 00:10:58.000]  當這些畫面
[00:10:58.000 --> 00:11:01.000]  再一次在你內心浮現出來的時候
[00:11:01.000 --> 00:11:03.000]  你和我一樣
[00:11:03.000 --> 00:11:04.000]  一定會有一些感觸
[00:11:04.000 --> 00:11:06.000]  一定會有一些感受
[00:11:06.000 --> 00:11:07.000]  不過這些畫面
[00:11:07.000 --> 00:11:09.000]  不一定是正面的
[00:11:09.000 --> 00:11:10.000]  有時這些畫面
[00:11:10.000 --> 00:11:12.000]  可能是負面的
[00:11:12.000 --> 00:11:14.000]  當然正面的畫面
[00:11:14.000 --> 00:11:15.000]  祝福的行動
[00:11:15.000 --> 00:11:16.000]  能夠讓我們覺得
[00:11:16.000 --> 00:11:18.000]  當這些畫面浮現的時候
[00:11:18.000 --> 00:11:20.000]  我們覺得我們是被蒙恩的
[00:11:20.000 --> 00:11:22.000]  我們是一個蒙恩的人
[00:11:22.000 --> 00:11:24.000]  他發覺原來我是可愛的
[00:11:24.000 --> 00:11:26.000]  我是有價值的
[00:11:26.000 --> 00:11:28.000]  我是一個寶貴的人
[00:11:28.000 --> 00:11:30.000]  但是相反
[00:11:30.000 --> 00:11:32.000]  一個經歷咒詐
[00:11:32.000 --> 00:11:34.000]  一個負面的畫面
[00:11:34.000 --> 00:11:36.000]  浮現出來的時候呢
[00:11:36.000 --> 00:11:38.000]  我們心裡邊的感觸
[00:11:38.000 --> 00:11:40.000]  就令到我們覺得沮喪
[00:11:40.000 --> 00:11:41.000]  我們會覺得
[00:11:41.000 --> 00:11:43.000]  不想去重現這個情況
[00:11:43.000 --> 00:11:45.000]  但是這些畫面很多時候
[00:11:45.000 --> 00:11:48.000]  是不受控制地浮現在我們內心
[00:11:48.000 --> 00:11:51.000]  我們覺得我們的自我價值被貶低
[00:11:51.000 --> 00:11:52.000]  我們會覺得受傷害
[00:11:52.000 --> 00:11:54.000]  我們會覺得憤怒
[00:11:54.000 --> 00:11:57.000]  我們會覺得被侵犯
[00:11:57.000 --> 00:11:58.000]  《聖經》裡邊
[00:11:58.000 --> 00:11:59.000]  怎樣看祝福呢
[00:11:59.000 --> 00:12:01.000]  我們怎樣能夠在一個
[00:12:01.000 --> 00:12:03.000]  這樣很複雜的成長
[00:12:03.000 --> 00:12:04.000]  人生當中
[00:12:04.000 --> 00:12:07.000]  能夠活出祝福的人生呢
[00:12:07.000 --> 00:12:08.000]  《聖經》裡邊提及
[00:12:08.000 --> 00:12:11.000]  祝福其實超過三百多次
[00:12:11.000 --> 00:12:13.000]  一般我們其實都很容易
[00:12:13.000 --> 00:12:14.000]  用祝福這個字
[00:12:14.000 --> 00:12:16.000]  就算不是信耶穌的人
[00:12:16.000 --> 00:12:17.000]  過年的時候
[00:12:17.000 --> 00:12:18.000]  我們去新昭的市場
[00:12:18.000 --> 00:12:19.000]  我們都聽到
[00:12:19.000 --> 00:12:21.000]  祝福你在每一天里
[00:12:21.000 --> 00:12:22.000]  我們經常都覺得
[00:12:22.000 --> 00:12:24.000]  祝福就好像口頭禪
[00:12:24.000 --> 00:12:27.000]  我們每個人都喜歡祝福
[00:12:27.000 --> 00:12:28.000]  我們會覺得
[00:12:28.000 --> 00:12:29.000]  當別人打噴嚏的時候
[00:12:29.000 --> 00:12:30.000]  我們會祝福別人
[00:12:30.000 --> 00:12:32.000]  Bless you 這樣
[00:12:32.000 --> 00:12:33.000]  不知道為什麼
[00:12:33.000 --> 00:12:35.000]  為什麼打噴嚏要Bless you呢
[00:12:35.000 --> 00:12:36.000]  我也不明白
[00:12:36.000 --> 00:12:38.000]  但是原來我們看回《聖經》
[00:12:38.000 --> 00:12:40.000]  這三百多次說到祝福
[00:12:40.000 --> 00:12:44.000]  原來都是根據上帝的說話
[00:12:44.000 --> 00:12:46.000]  神的話語是可靠的
[00:12:46.000 --> 00:12:47.000]  是信實的
[00:12:47.000 --> 00:12:48.000]  是一致的
[00:12:48.000 --> 00:12:50.000]  是永無改變的
[00:12:50.000 --> 00:12:53.000]  這種的祝福才是可靠的
[00:12:53.000 --> 00:12:55.000]  事實上當我們翻查《聖經》
[00:12:55.000 --> 00:12:56.000]  我們看見
[00:12:56.000 --> 00:12:59.000]  原來從開始這個世界被造
[00:12:59.000 --> 00:13:02.000]  原來人被造的過程裡邊
[00:13:02.000 --> 00:13:04.000]  上帝定義向人施恩
[00:13:04.000 --> 00:13:05.000]  並且向人賜福
[00:13:05.000 --> 00:13:06.000]  我們一起讀一讀
[00:13:06.000 --> 00:13:09.000]  《創世紀》第一章27到第28節
[00:13:09.000 --> 00:13:11.000]  請
[00:13:11.000 --> 00:13:14.000]  神就照著自己的形象做人
[00:13:14.000 --> 00:13:18.000]  乃是照著他的形象做男做女
[00:13:18.000 --> 00:13:20.000]  神就賜福給他們
[00:13:20.000 --> 00:13:21.000]  又對他們說
[00:13:21.000 --> 00:13:23.000]  要生養眾多
[00:13:23.000 --> 00:13:24.000]  遍滿地面
[00:13:24.000 --> 00:13:26.000]  治理這地
[00:13:26.000 --> 00:13:28.000]  也要管理海裡的魚
[00:13:28.000 --> 00:13:29.000]  空中的鳥
[00:13:29.000 --> 00:13:32.000]  和地上各樣行動的活物
[00:13:32.000 --> 00:13:33.000]  看到嗎
[00:13:33.000 --> 00:13:35.000]  上帝創造這個世界
[00:13:35.000 --> 00:13:37.000]  和創造人的時候
[00:13:37.000 --> 00:13:40.000]  要賜福給他們
[00:13:40.000 --> 00:13:43.000]  並且人要做的
[00:13:43.000 --> 00:13:44.000]  當時亞當夏娃
[00:13:44.000 --> 00:13:46.000]  上帝賦予他們一個任務
[00:13:46.000 --> 00:13:48.000]  就是要管理這個大地
[00:13:48.000 --> 00:13:49.000]  我們可以看成為
[00:13:49.000 --> 00:13:51.000]  這是人的工作
[00:13:51.000 --> 00:13:54.000]  原來工作在神的命定
[00:13:54.000 --> 00:13:56.000]  在神創造的心意
[00:13:56.000 --> 00:14:00.000]  是賜福給人類的一個途徑
[00:14:00.000 --> 00:14:02.000]  我們看工作不是
[00:14:02.000 --> 00:14:05.000]  我們覺得我們不用做是最好
[00:14:05.000 --> 00:14:07.000]  我們看工作是咒詛
[00:14:07.000 --> 00:14:08.000]  的確
[00:14:08.000 --> 00:14:09.000]  聖經也這樣說
[00:14:09.000 --> 00:14:11.000]  當罪來到這個世界
[00:14:11.000 --> 00:14:14.000]  人就要汗流浹面才得糊口
[00:14:14.000 --> 00:14:16.000]  這個本來是祝福的工作
[00:14:16.000 --> 00:14:19.000]  變成了一個咒詛
[00:14:19.000 --> 00:14:22.000]  但是原來上帝對我們
[00:14:22.000 --> 00:14:24.000]  對我們所做的事
[00:14:24.000 --> 00:14:26.000]  我們的任務
[00:14:26.000 --> 00:14:28.000]  本來就是一個祝福
[00:14:28.000 --> 00:14:31.000]  本來就是要我們得著他的恩惠
[00:14:31.000 --> 00:14:32.000]  不過我們今天
[00:14:32.000 --> 00:14:34.000]  有主要兩段經文和大家看
[00:14:34.000 --> 00:14:35.000]  第一段經文
[00:14:35.000 --> 00:14:37.000]  記載在彼得前書第三章第八
[00:14:37.000 --> 00:14:38.000]  至第九節
[00:14:38.000 --> 00:14:40.000]  我先請姐妹幫我們讀出這一段
[00:14:40.000 --> 00:14:42.000]  好嗎 謝謝
[00:14:42.000 --> 00:15:02.000]  我們今天沒有時間
[00:15:02.000 --> 00:15:04.000]  看完整段很長的經文
[00:15:04.000 --> 00:15:05.000]  不過
[00:15:05.000 --> 00:15:07.000]  這一節經文開始
[00:15:07.000 --> 00:15:08.000]  總而言之
[00:15:08.000 --> 00:15:10.000]  前面講了一大堆東西
[00:15:10.000 --> 00:15:11.000]  然後做個總結
[00:15:11.000 --> 00:15:13.000]  總而言之
[00:15:13.000 --> 00:15:16.000]  就是要彼此提出相愛如弟兄等等
[00:15:16.000 --> 00:15:18.000]  然後他說
[00:15:18.000 --> 00:15:19.000]  禱要祝福
[00:15:19.000 --> 00:15:21.000]  因為你們為此蒙子好
[00:15:21.000 --> 00:15:22.000]  叫你們承受福氣
[00:15:22.000 --> 00:15:23.000]  禱要祝福
[00:15:23.000 --> 00:15:25.000]  就是說前面
[00:15:25.000 --> 00:15:27.000]  記載一些的事
[00:15:27.000 --> 00:15:29.000]  在正常的常理來說
[00:15:29.000 --> 00:15:31.000]  就不應該祝福的
[00:15:31.000 --> 00:15:34.000]  但是有基督生命的人
[00:15:34.000 --> 00:15:37.000]  無論對那些事是多麼不合理都好
[00:15:37.000 --> 00:15:39.000]  都要祝福
[00:15:39.000 --> 00:15:40.000]  總括來說
[00:15:40.000 --> 00:15:42.000]  都要祝福
[00:15:42.000 --> 00:15:43.000]  當我再看的時候
[00:15:43.000 --> 00:15:45.000]  我看到Eugene Peterson牧師
[00:15:45.000 --> 00:15:48.000]  他在翻譯聖經過程裡面
[00:15:48.000 --> 00:15:50.000]  他的翻譯是這樣翻譯的
[00:15:50.000 --> 00:15:51.000]  在The Message
[00:15:51.000 --> 00:15:53.000]  這本翻譯本里
[00:15:53.000 --> 00:15:54.000]  他這樣說
[00:15:54.000 --> 00:15:56.000]  他說這一節經文這樣翻譯
[00:15:56.000 --> 00:15:58.000]  Instead bless
[00:15:58.000 --> 00:16:00.000]  That is your job
[00:16:00.000 --> 00:16:02.000]  他說事實上
[00:16:02.000 --> 00:16:04.000]  祝福是你們的工作
[00:16:04.000 --> 00:16:06.000]  是我們的工作
[00:16:06.000 --> 00:16:07.000]  我們很少這樣想
[00:16:07.000 --> 00:16:09.000]  原來祝福人
[00:16:09.000 --> 00:16:11.000]  在Eugene Peterson的翻譯裡面
[00:16:11.000 --> 00:16:14.000]  他說原來這是我們的職責
[00:16:14.000 --> 00:16:15.000]  是我們的任務
[00:16:15.000 --> 00:16:17.000]  To bless
[00:16:17.000 --> 00:16:18.000]  祝福人
[00:16:18.000 --> 00:16:19.000]  You'll be blessing
[00:16:19.000 --> 00:16:21.000]  And also get the blessing
[00:16:21.000 --> 00:16:23.000]  你會成為一個祝福
[00:16:23.000 --> 00:16:26.000]  你也都能夠得著祝福
[00:16:26.000 --> 00:16:27.000]  如是者我們回到剛才
[00:16:27.000 --> 00:16:30.000]  路加夫音耶穌所說的話
[00:16:30.000 --> 00:16:31.000]  他說如果你祝福別人
[00:16:31.000 --> 00:16:32.000]  別人不領情
[00:16:32.000 --> 00:16:33.000]  那怎麼辦?不要緊
[00:16:33.000 --> 00:16:35.000]  因為這個祝福會回頭的
[00:16:35.000 --> 00:16:36.000]  你祝福人
[00:16:36.000 --> 00:16:39.000]  其實你自己就是蒙福的那一個
[00:16:39.000 --> 00:16:42.000]  所以這個在彼得前書這裡
[00:16:42.000 --> 00:16:44.000]  也都讓我們更加看得清楚
[00:16:44.000 --> 00:16:46.000]  原來祝福別人
[00:16:46.000 --> 00:16:47.000]  是我們的職責
[00:16:47.000 --> 00:16:48.000]  To bless
[00:16:48.000 --> 00:16:49.000]  That is your job
[00:16:49.000 --> 00:16:50.000]  這是我們的工作
[00:16:50.000 --> 00:16:52.000]  我們要祝福別人
[00:16:52.000 --> 00:16:53.000]  我們將會成為一個祝福
[00:16:53.000 --> 00:16:57.000]  而我們也都會得著一個祝福
[00:16:57.000 --> 00:16:58.000]  有個小孩子
[00:16:58.000 --> 00:17:00.000]  大概九歲十歲
[00:17:00.000 --> 00:17:02.000]  當然不是香港的處境
[00:17:02.000 --> 00:17:04.000]  因為香港不容許有童工
[00:17:04.000 --> 00:17:06.000]  不是教會的童工
[00:17:06.000 --> 00:17:08.000]  是兒童的童工
