
[00:00:00.000 --> 00:00:04.000]  在過去幾個月,我們一直看《約翰福音》
[00:02:54.080 --> 00:02:57.640]  如果你看《以賽亞書》、《耶利米書》、《以西傑書》
[00:02:57.640 --> 00:03:01.720]  你都看到上帝是稱自己是木人
[00:03:01.720 --> 00:03:05.360]  這個「木人」和「糧」這個主題
[00:03:05.360 --> 00:03:07.240]  在新約聖經繼續出現
[00:03:07.240 --> 00:03:08.960]  在《馬太福音》第九章
[00:03:08.960 --> 00:03:12.600]  耶穌看見許多人憐憫他們
[00:03:12.600 --> 00:03:14.720]  因為他們困苦流離
[00:03:14.720 --> 00:03:17.960]  好像「糧」沒有「木人」一樣
[00:03:17.960 --> 00:03:20.200]  但是到了《馬太福音》第十章
[00:03:20.200 --> 00:03:24.040]  我們就留意到耶穌是用一個新的名詞
[00:03:24.040 --> 00:03:30.400]  耶穌第一次用「好木人」這個名詞來形容自己
[00:03:30.400 --> 00:03:32.880]  「我是好木人」
[00:03:32.880 --> 00:03:37.120]  你留意到耶穌不是說「我是一個好木人」
[00:03:37.120 --> 00:03:40.720]  耶穌不是說「I am a good shepherd」
[00:03:40.720 --> 00:03:44.560]  耶穌是說「I am their good shepherd」
[00:03:44.560 --> 00:03:51.000]  「我就是那一個好木人」「我就是唯一一個好木人」
[00:03:51.000 --> 00:03:57.160]  在第十章就解釋到「好木人」自己的特點
[00:03:57.160 --> 00:04:01.520]  「木人」和「糧」這個例子在兩千年前的中東
[00:04:01.520 --> 00:04:03.120]  是人們都明白的
[00:04:03.120 --> 00:04:06.440]  因為那裏有很多人畜牧、養羊
[00:04:06.440 --> 00:04:08.240]  我們看到《約翰福音》
[00:04:08.240 --> 00:04:10.360]  一方面是深奧的福音書
[00:04:10.360 --> 00:04:15.360]  但另一方面你看到很多顯淺的例子、事
[00:04:15.360 --> 00:04:19.120]  可以說是將深奧和淺白
[00:04:19.120 --> 00:04:22.120]  很美妙地融合在一起
[00:04:22.120 --> 00:04:24.520]  今天我們在聖經裏面
[00:04:24.520 --> 00:04:26.600]  就按你的處境
[00:04:26.600 --> 00:04:27.800]  按你所能夠明白
[00:04:27.800 --> 00:04:30.080]  你都會有很豐富的領受
[00:04:30.080 --> 00:04:32.040]  我們要思考這個「好木人」
[00:04:32.040 --> 00:04:35.880]  他的本性、他的使命、他的心願
[00:04:35.880 --> 00:04:44.560]  和我們身為他的「糧」所擁有的榮耀、安穩、恩典和責任
[00:04:44.560 --> 00:04:48.120]  是一個很豐富的聖經
[00:04:48.120 --> 00:04:52.480]  耶穌在這一章裏面講了八句關於他自己
[00:04:52.480 --> 00:04:54.120]  是怎樣的「好木人」
[00:04:54.120 --> 00:04:57.080]  如果我們將這八點分類
[00:04:57.080 --> 00:04:58.720]  可以分成五點
[00:04:58.720 --> 00:05:01.760]  第一就是耶穌基督講到自己的身份
[00:05:01.760 --> 00:05:03.560]  第七節「我是羊的門」
[00:05:03.560 --> 00:05:05.840]  第十一節「我是好木人」
[00:05:05.840 --> 00:05:08.600]  第二點就講到他和羊的關係
[00:05:08.600 --> 00:05:11.080]  第十四節「我認識我的羊」
[00:05:11.080 --> 00:05:14.720]  第十七節「我的羊聽我的聲音」
[00:05:14.720 --> 00:05:18.320]  第三點就講到他為羊預備的計劃
[00:05:18.320 --> 00:05:19.760]  這些美好的計劃
[00:05:19.760 --> 00:05:22.760]  第十節「我叫羊得生命」
[00:05:22.760 --> 00:05:26.200]  第二十八節「他們永不滅亡」
[00:05:26.200 --> 00:05:28.400]  第四點就講到權能
[00:05:28.400 --> 00:05:29.680]  他的「authority」
[00:05:29.680 --> 00:05:31.600]  他的「power」
[00:05:31.600 --> 00:05:34.920]  「我有權將命寫去又可以拿回來」
[00:05:34.920 --> 00:05:36.040]  第十七節
[00:05:36.040 --> 00:05:39.480]  第五點就講到他的心事
[00:05:39.480 --> 00:05:40.760]  他的心意
[00:05:40.760 --> 00:05:43.120]  他說「我另外有羊不在這個圈裏面」
[00:05:43.120 --> 00:05:45.000]  「我要將他們帶回來」
[00:05:45.000 --> 00:05:47.440]  所以我們在這一章經文裏面
[00:05:47.440 --> 00:05:51.040]  我們看到耶穌基督表白自己的身份
[00:05:51.040 --> 00:05:53.680]  好木人的身份、他的關係、他的計劃
[00:05:53.680 --> 00:05:55.480]  他的權能、他的心事
[00:05:55.480 --> 00:05:56.440]  我們在這裏看
[00:05:56.440 --> 00:05:59.720]  我們第一點先看就是耶穌基督
[00:05:59.720 --> 00:06:02.160]  說「我是甚麼身份?」
[00:06:02.160 --> 00:06:03.480]  「我是好木人」
[00:06:03.480 --> 00:06:05.640]  「我是羊的門」
[00:06:05.640 --> 00:06:08.200]  你說甚麼是羊的門呢?
[00:06:08.200 --> 00:06:10.040]  原來古代中東的木人
[00:06:10.040 --> 00:06:13.080]  他們晚上將羊帶回羊圈的時候
[00:06:13.080 --> 00:06:15.600]  他們就站在羊的入口
[00:06:15.600 --> 00:06:16.760]  那裏其實沒有門的
[00:06:16.760 --> 00:06:20.000]  羊圈有一個位置
[00:06:20.000 --> 00:06:21.080]  羊就進去
[00:06:21.080 --> 00:06:22.280]  他們會站在那裏
[00:06:22.280 --> 00:06:25.800]  逐隻羊來數和檢查他們有沒有受傷
[00:06:25.800 --> 00:06:26.960]  進去之後
[00:06:26.960 --> 00:06:31.760]  他們自己就在入口裏面睡覺
[00:06:31.760 --> 00:06:34.160]  那隻羊如果想出來
[00:06:34.160 --> 00:06:35.200]  經過它
[00:06:35.200 --> 00:06:36.680]  它就會醒了
[00:06:36.680 --> 00:06:38.640]  有人想進去偷羊
[00:06:38.640 --> 00:06:41.240]  它也會在門裏阻止他們
[00:06:41.240 --> 00:06:43.680]  所以耶穌基督第九節就說
[00:06:43.680 --> 00:06:53.600]  「我就是門,凡從我進來的必然得救,並且出入得草吃」
[00:06:53.600 --> 00:06:56.400]  那耶穌基督不單稱自己是羊的門
[00:06:56.400 --> 00:06:58.560]  他也稱自己是好木人
[00:06:58.560 --> 00:07:01.400]  這個好木人的「好」字是甚麼意思呢?
[00:07:01.400 --> 00:07:03.400]  英文有幾個「好」字
[00:07:03.400 --> 00:07:05.560]  這裏用的「好」字
[00:07:05.560 --> 00:07:08.800]  是Kalos
[00:07:08.800 --> 00:07:13.720]  它不是那種遠不可及的「好」
[00:07:13.720 --> 00:07:15.160]  有些人道貌妄言
[00:07:15.160 --> 00:07:16.400]  但你不敢碰它
[00:07:16.400 --> 00:07:17.440]  這是遠不可及
[00:07:17.440 --> 00:07:21.000]  它是一種完美、尊貴、正義、優秀
[00:07:21.000 --> 00:07:22.200]  得來又美麗
[00:07:22.200 --> 00:07:24.640]  而且是裡裡外外都好的
[00:07:24.640 --> 00:07:26.240]  令到你渴慕
[00:07:26.240 --> 00:07:28.400]  令到你想抱著它
[00:07:28.400 --> 00:07:32.520]  這種的美好
[00:07:32.520 --> 00:07:39.760]  理智和感情都表現出一個好的氣質
[00:07:39.760 --> 00:07:42.880]  耶穌基督在第十二節和第十三節
[00:07:42.880 --> 00:07:46.880]  就將他這個好木人和故宮作比較
[00:07:46.880 --> 00:07:49.200]  若果故宮不是木人
[00:07:49.200 --> 00:07:50.960]  羊也不是他自己的
[00:07:50.960 --> 00:07:53.840]  因為故宮看到一隻狼就走了
[00:07:53.840 --> 00:07:57.120]  狼就抓著羊,趕散了羊群
[00:07:57.120 --> 00:08:02.920]  故宮逃走,因他事故宮,並不顧念羊
[00:08:02.920 --> 00:08:06.680]  我們留意到故宮其實是滿心想害羊
[00:08:06.680 --> 00:08:08.560]  不過他志在打份工
[00:08:08.560 --> 00:08:12.760]  他可能就想打工要拼命的嗎?
[00:08:12.760 --> 00:08:15.320]  但這個好木人就拼命
[00:08:15.320 --> 00:08:17.080]  他不是為了打工
[00:08:17.080 --> 00:08:21.000]  他要保護羊免受狼的攻擊
[00:08:21.000 --> 00:08:28.720]  而狼就代表一切與神對抗的勢力
[00:08:28.720 --> 00:08:31.680]  在很多動物當中,羊是最沒有自衛力的
[00:08:31.680 --> 00:08:34.640]  它容易迷失,又不懂得自己找好的草場
[00:08:34.640 --> 00:08:36.760]  它每天起碼需要喝一次水
[00:08:36.760 --> 00:08:40.440]  中東地方乾旱,找水又不容易
[00:08:40.440 --> 00:08:44.800]  有時下完雨,水流急,又會衝走羊
[00:08:44.800 --> 00:08:47.720]  刮起風沙,令到羊都受傷害
[00:08:47.720 --> 00:08:52.160]  除了天災之外,還有盜賊、野獸都會威脅羊的安全
[00:08:52.160 --> 00:08:55.520]  羊走不快,牙又不利,又不夠精靈
[00:08:55.520 --> 00:08:56.800]  又不懂保護自己
[00:08:56.800 --> 00:09:01.920]  所以羊是無時不刻都需要木人的保護和供應
[00:09:01.920 --> 00:09:05.000]  詩篇第23篇大衛說
[00:09:05.000 --> 00:09:08.040]  「他領我到安鐵的水邊」
[00:09:08.040 --> 00:09:11.680]  是一幅很美麗的圖畫
[00:09:11.680 --> 00:09:16.120]  弟兄姊妹,我不知道你現在的處境
[00:09:16.120 --> 00:09:22.480]  是否像一隻羊,面臨很大的危險和需要
[00:09:22.480 --> 00:09:25.640]  或者你是
[00:09:25.640 --> 00:09:32.600]  但是我想你知道,你是這個好木人所保護的羊
[00:09:32.600 --> 00:09:38.560]  他會領你到青草地上,可以安鐵的水邊
[00:09:38.560 --> 00:09:41.520]  我希望今天耶穌基督的話
[00:09:41.520 --> 00:09:46.400]  為你帶來安慰和鼓勵
[00:09:46.400 --> 00:09:49.840]  我講了這個木人的身份
[00:09:49.840 --> 00:09:53.000]  我們講第二點,就是他和羊之間的關係
[00:09:53.000 --> 00:09:55.840]  在第14節
[00:09:55.840 --> 00:09:59.120]  耶穌說「我認識我的羊」
[00:09:59.120 --> 00:10:02.120]  這個「認識」英文的翻譯是「know」
[00:10:02.120 --> 00:10:05.120]  K-N-O-W,大家都認識這個字
[00:10:05.120 --> 00:10:07.760]  但是這個字「know」
[00:10:07.760 --> 00:10:10.880]  「認識」不是指頭腦上的知識
[00:10:10.880 --> 00:10:12.400]  而是講一個關係
[00:10:12.400 --> 00:10:15.080]  一個信任和親密的關係
[00:10:15.080 --> 00:10:17.560]  在《創世紀》第四章第一節
[00:10:17.560 --> 00:10:20.400]  就用這個「know」這個認識字
[00:10:20.400 --> 00:10:23.040]  來描寫亞當和夏娃的關係
[00:10:23.040 --> 00:10:28.560]  第一節說:有一日那人和他的妻子夏娃同房
[00:10:28.560 --> 00:10:30.880]  妻子懷了孕,生了該孕
[00:10:30.880 --> 00:10:33.280]  「同房」這個字是中文的字
[00:10:33.280 --> 00:10:34.880]  但是英文是「know」
[00:10:34.880 --> 00:10:40.880]  原文也是同一個字「know」
[00:10:40.880 --> 00:10:44.320]  但是耶穌基督在這裡所講的關係
[00:10:44.320 --> 00:10:45.480]  祂和羊的關係
[00:10:45.480 --> 00:10:48.320]  是比夫妻的關係更加密切
[00:10:48.320 --> 00:10:50.560]  如果你看第14到第15節
[00:10:50.560 --> 00:10:54.720]  祂說「我認識我的羊,我的羊也認識我
[00:10:54.720 --> 00:10:58.800]  正如父認識我,我認識父一樣」
[00:10:58.800 --> 00:10:59.800]  你有沒有看清楚
[00:10:59.800 --> 00:11:02.080]  原來耶穌基督和羊的關係
[00:11:02.080 --> 00:11:06.560]  是比較祂和父的關係一樣的密切
[00:11:06.560 --> 00:11:08.800]  你有沒有想到
[00:11:08.800 --> 00:11:10.840]  耶穌基督是怎麼看你的?
[00:11:10.840 --> 00:11:12.800]  耶穌基督和父是什麼?
[00:11:12.800 --> 00:11:14.480]  原為一
[00:11:14.480 --> 00:11:20.000]  耶穌基督看你的關係密切是同樣的程度
[00:11:20.000 --> 00:11:21.800]  你在祂的保護
[00:11:21.800 --> 00:11:24.120]  在你的帶領之下
[00:11:24.120 --> 00:11:29.080]  是沒有辦法可以想像的密切
[00:11:29.080 --> 00:11:31.360]  或者你說:奇怪
[00:11:31.360 --> 00:11:34.120]  牧人和羊的關係這麼親切嗎?
[00:11:34.120 --> 00:11:37.360]  羊不是養大了拿來宰的嗎?
[00:11:37.360 --> 00:11:41.600]  但在香港我們不是很多時候看到整隻會動的羊
[00:11:41.600 --> 00:11:44.880]  我們對羊的認識是片面的
[00:11:44.880 --> 00:11:46.800]  我們認識羊扒
[00:11:46.800 --> 00:11:48.240]  夠片面
[00:11:48.240 --> 00:11:51.560]  我們認識豬足、羊腩煲
[00:11:51.560 --> 00:11:54.520]  但是古代的中東
[00:11:54.520 --> 00:11:57.000]  很多時候養羊是為了羊毛
[00:11:57.000 --> 00:12:01.360]  因為羊毛做的衣服以前是很貴的
[00:12:01.360 --> 00:12:03.760]  買一件羊毛衣服穿很多代
[00:12:03.760 --> 00:12:07.040]  現在你的衣服可能穿一次就丟掉了
[00:12:07.040 --> 00:12:08.600]  我這件也穿了很多年
[00:12:08.600 --> 00:12:10.600]  比較環保
[00:12:10.600 --> 00:12:13.440]  但是古代的中東的羊毛衣服
[00:12:13.440 --> 00:12:16.600]  好像一代又一代傳下來
[00:12:16.600 --> 00:12:19.560]  他們養羊是為了羊毛
[00:12:19.560 --> 00:12:21.480]  所以羊從小養到大
[00:12:21.480 --> 00:12:24.200]  牧人每一隻羊都有一個名字
[00:12:24.200 --> 00:12:27.360]  羊聽到它認識自己的名字
[00:12:27.360 --> 00:12:29.360]  又認識牧人的聲音
[00:12:29.360 --> 00:12:33.720]  我記得幾星期前我回教會辦公室
[00:12:33.720 --> 00:12:36.360]  看到一位女士戴著一隻Husky
[00:12:36.360 --> 00:12:38.360]  Husky就是黑毛白毛
[00:12:38.360 --> 00:12:40.360]  在加拿大、西伯利亞都有
[00:12:40.360 --> 00:12:42.080]  大家見過Husky嗎?
[00:12:42.080 --> 00:12:43.000]  很有趣
[00:12:43.000 --> 00:12:44.640]  我和這位女士聊天
[00:12:44.640 --> 00:12:46.360]  你這隻狗叫什麼名字?
[00:12:46.360 --> 00:12:48.040]  她說叫Ava
[00:12:48.040 --> 00:12:49.720]  Ava她不理我
[00:12:49.720 --> 00:12:50.920]  Sit她也不理我
[00:12:50.920 --> 00:12:53.000]  但她的主人叫她她就理
[00:12:53.000 --> 00:12:54.320]  羊也是這樣
[00:12:54.320 --> 00:12:56.120]  牧人聽到牧人的聲音
[00:12:56.120 --> 00:12:57.320]  牧人叫牠就來
[00:12:57.320 --> 00:12:58.880]  其他人叫牠就不來
[00:12:58.880 --> 00:13:00.480]  所以古代中東
[00:13:00.480 --> 00:13:03.880]  牧人和羊的關係是非常密切
[00:13:03.880 --> 00:13:05.000]  在這裡看到
[00:13:05.000 --> 00:13:06.880]  一個人信了耶穌之後
[00:13:06.880 --> 00:13:09.760]  他不僅從罪裡面得到拯救
[00:13:09.760 --> 00:13:11.640]  他不僅脫離死亡
[00:13:11.640 --> 00:13:14.880]  他更得到耶穌基督成為他的好牧人
[00:13:14.880 --> 00:13:20.080]  他的生命和耶穌基督連結在一起
[00:13:20.080 --> 00:13:23.000]  記不記得《哥羅西書》的保羅說
[00:13:23.000 --> 00:13:24.200]  我已經死了
[00:13:24.200 --> 00:13:27.880]  我的生命和基督一同藏在神裡面
[00:13:27.880 --> 00:13:28.800]  記不記得?
[00:13:28.800 --> 00:13:29.880]  這句很厲害
[00:13:29.880 --> 00:13:31.280]  你別想你的生命
[00:13:31.280 --> 00:13:34.000]  與基督一同藏在神裡面
[00:13:34.000 --> 00:13:35.680]  你如何解釋這句話?
[00:13:35.680 --> 00:13:37.200]  就是這麼親密
[00:13:37.200 --> 00:13:40.400]  所以無論你的處境如何
[00:13:40.400 --> 00:13:46.600]  你的生命是得到上帝的愛護和保守
[00:13:46.600 --> 00:13:50.680]  信耶穌是一件多麼好的事
[00:13:50.680 --> 00:13:52.440]  這就是關係
[00:13:52.440 --> 00:13:55.360]  我們說了牧人的身份和關係
[00:13:55.360 --> 00:13:57.400]  我們很快講第三件事
[00:13:57.400 --> 00:13:59.520]  就是他為你預備的計劃
[00:13:59.520 --> 00:14:01.120]  我們知道做父母的
[00:14:01.120 --> 00:14:02.680]  為孩子訂了很多計劃
[00:14:02.680 --> 00:14:05.160]  尤其是比較豐裕的家庭
[00:14:05.160 --> 00:14:08.480]  小學、中學、大學都要比學校好
[00:14:08.480 --> 00:14:10.240]  將來做工之後
[00:14:10.240 --> 00:14:12.360]  又要擔心他結婚
[00:14:12.360 --> 00:14:14.480]  又為他買了房子
[00:14:14.480 --> 00:14:17.920]  還有將來孫子的基金都計劃周詳
[00:14:17.920 --> 00:14:18.880]  孫子還沒有出來
[00:14:18.880 --> 00:14:20.320]  基金就已經在那裡
[00:14:20.320 --> 00:14:21.960]  這當然是好事
[00:14:21.960 --> 00:14:26.120]  但是上帝這個好牧人為羊預備的計劃
[00:14:26.120 --> 00:14:29.120]  更加周詳美滿
[00:14:29.120 --> 00:14:31.600]  我們為兒女預備的計劃
[00:14:31.600 --> 00:14:33.600]  有時候未必得到成就
[00:14:33.600 --> 00:14:36.800]  但是好牧人為你預備的計劃
[00:14:36.800 --> 00:14:38.160]  就一定成就
[00:14:38.160 --> 00:14:39.800]  因為他是上帝
[00:14:39.800 --> 00:14:41.840]  在第28節
[00:14:41.840 --> 00:14:47.400]  耶穌說:「我猶似他們永生,他們永不滅亡。」
[00:14:47.400 --> 00:14:49.480]  你有沒有想到厲害不厲害?
[00:14:49.480 --> 00:14:50.880]  永不滅亡
[00:14:50.880 --> 00:14:53.280]  在上個月我講了《漢福音》第八章的時候
[00:14:53.280 --> 00:14:56.720]  我提到人類古往今來最害怕的就是死亡
[00:14:56.720 --> 00:14:59.440]  每一個人都想盡辦法去逃避死亡
[00:14:59.440 --> 00:15:01.320]  但是都成為了死亡的奴隸
[00:15:01.320 --> 00:15:04.680]  所以耶穌基督在5章第51節就有個宣告
[00:15:04.680 --> 00:15:07.480]  「我實實在在地告訴你們
[00:15:07.480 --> 00:15:11.840]  人若遵守我的道,就永遠不見死。」
[00:15:11.840 --> 00:15:14.080]  耶穌基督在第十章又再次說
[00:15:14.080 --> 00:15:16.960]  「屬於他的羊,永不滅亡。」
[00:15:16.960 --> 00:15:18.440]  這個對你和我來說
[00:15:18.440 --> 00:15:22.560]  這個好消息是難以想像的
[00:15:22.560 --> 00:15:25.040]  上帝不單止帶你到青草地
[00:15:25.040 --> 00:15:27.440]  不單止帶你到安潔的水邊
[00:15:27.440 --> 00:15:29.560]  上帝不單止保護你
[00:15:29.560 --> 00:15:32.080]  不單止供應你的需要
[00:15:32.080 --> 00:15:35.280]  上帝給你的生命是永恆的
[00:15:35.280 --> 00:15:37.440]  永不滅亡
[00:15:37.440 --> 00:15:40.000]  這個就是上帝為你預備的計劃
[00:15:40.000 --> 00:15:43.120]  好了,我們現在看第四點
[00:15:43.120 --> 00:15:44.640]  講到耶穌基督的權能
[00:15:44.640 --> 00:15:45.640]  大家記不記得?
[00:15:45.640 --> 00:15:47.280]  祂的身份
[00:15:47.280 --> 00:15:48.400]  祂和羊的關係
[00:15:48.400 --> 00:15:49.800]  祂為你預備的計劃
[00:15:49.800 --> 00:15:50.960]  講到祂的權能
[00:15:50.960 --> 00:15:55.080]  祂的 authority(權力)和祂的 power(力量)
[00:15:55.080 --> 00:15:56.240]  這個很厲害
[00:15:56.240 --> 00:16:02.880]  耶穌說「我將命捨去,好在取回來。」
[00:16:02.880 --> 00:16:05.160]  第十七節這樣說
[00:16:05.160 --> 00:16:09.200]  在這段短短的經文裡面
[00:16:09.200 --> 00:16:13.040]  耶穌是四次提到祂為羊「捨命」
[00:16:13.040 --> 00:16:16.520]  「捨命」這個詞原文是「放下」
[00:16:16.520 --> 00:16:18.560]  Lay down,放下
[00:16:18.560 --> 00:16:21.840]  這位好牧人是放下自己的生命
[00:16:21.840 --> 00:16:24.240]  是主動的,不是被逼的
[00:16:24.240 --> 00:16:25.800]  他放下自己的生命
[00:16:25.800 --> 00:16:28.600]  叫羊得著拯救
[00:16:28.600 --> 00:16:32.080]  但是他放下了之後
[00:16:32.080 --> 00:16:35.520]  祂會再一次有能力將它取回來
[00:16:35.520 --> 00:16:39.000]  耶穌基督這個創天造地的真神
[00:16:39.000 --> 00:16:40.560]  自有永有的
[00:16:40.560 --> 00:16:41.920]  這個宇宙
[00:16:41.920 --> 00:16:44.000]  你知不知道有多大?
[00:16:44.000 --> 00:16:45.960]  宇宙的星系
[00:16:45.960 --> 00:16:47.800]  好像銀河系的星系
[00:16:47.800 --> 00:16:51.760]  有一千億這麼多的星系
[00:16:51.760 --> 00:16:55.280]  每一個星系有一千億這麼多的太陽
[00:16:55.280 --> 00:16:56.880]  這麼多的星
[00:16:56.880 --> 00:16:59.200]  創造天地的真神
[00:16:59.200 --> 00:17:00.760]  一句話就創造了天地
[00:17:00.760 --> 00:17:02.880]  祂竟然離開天上的榮華
[00:17:02.880 --> 00:17:04.280]  來到這個世界
[00:17:04.280 --> 00:17:05.440]  來服侍世人
[00:17:05.440 --> 00:17:08.320]  最後上十字架為我們贖罪
[00:17:08.320 --> 00:17:10.120]  《馬大福音》第20章28節
[00:17:10.120 --> 00:17:13.600]  「因此來,不是要受人的服侍
[00:17:13.600 --> 00:17:15.000]  乃是要服侍人
[00:17:15.000 --> 00:17:18.200]  並且要捨命作多人的贖甲」
[00:17:18.200 --> 00:17:19.880]  耶穌基督捨命
[00:17:19.880 --> 00:17:22.000]  祂有能力將這個命取回來
[00:17:22.000 --> 00:17:24.720]  這是任何宗教的教主都不能夠說的
[00:17:24.720 --> 00:17:26.440]  因為全部死了就死了
[00:17:26.440 --> 00:17:28.400]  但是耶穌基督復活
[00:17:28.400 --> 00:17:30.200]  如果耶穌基督沒有復活的話
[00:17:30.200 --> 00:17:31.520]  羊就沒有希望
[00:17:31.520 --> 00:17:34.040]  因為遲早的羅會吃了牠們
[00:17:34.040 --> 00:17:36.560]  但是我們的好牧羊是有權能
[00:17:36.560 --> 00:17:38.520]  有authority有power
[00:17:38.520 --> 00:17:39.480]  所以第18節
[00:17:39.480 --> 00:17:41.640]  耶穌基督說了一句很特別的話
[00:17:41.640 --> 00:17:44.040]  「沒有人奪我的命去
[00:17:44.040 --> 00:17:45.440]  是我自己捨的
[00:17:45.440 --> 00:17:47.080]  我有權並捨了
[00:17:47.080 --> 00:17:49.360]  也有權並取回來」
[00:17:49.360 --> 00:17:53.840]  耶穌基督有復活的能力和權柄
[00:17:53.840 --> 00:17:56.040]  復活節過了兩個星期
[00:17:56.040 --> 00:17:57.640]  不知道大家有沒有思考到
[00:17:57.640 --> 00:18:00.000]  這個復活節的意義
[00:18:00.000 --> 00:18:03.000]  我鼓勵大家回去用30分鐘的時間
[00:18:03.000 --> 00:18:05.160]  去看一篇復活節的文章
[00:18:05.160 --> 00:18:06.840]  就在我們教會的網頁
[00:18:06.840 --> 00:18:09.960]  如果你在Google搜尋「太古聖堂」這四個字
[00:18:09.960 --> 00:18:11.240]  你就會找到我們的網頁
[00:18:11.240 --> 00:18:12.280]  你不用記
[00:18:12.280 --> 00:18:14.080]  在網頁裏面
[00:18:14.080 --> 00:18:20.240]  你會看到一個「心靈小品」的標誌
[00:18:20.240 --> 00:18:21.920]  你點擊標誌
[00:18:21.920 --> 00:18:23.200]  你會看到很多文章
[00:18:23.200 --> 00:18:24.840]  最後那篇文章
[00:18:24.840 --> 00:18:26.480]  就是
[00:18:26.480 --> 00:18:27.760]  講到耶穌基督的復活
[00:18:27.760 --> 00:18:31.520]  題目就是「基督復活的重要性和證據」
[00:18:31.520 --> 00:18:34.160]  有英文版和中文版
[00:18:34.160 --> 00:18:36.440]  英文的原文是我寫的
[00:18:36.440 --> 00:18:39.560]  中文翻譯是江惠明姐妹翻譯
[00:18:39.560 --> 00:18:43.560]  我覺得中文版寫得比英文版漂亮
[00:18:43.560 --> 00:18:45.800]  你不妨去看看
[00:18:45.800 --> 00:18:46.920]  你贊不贊成
[00:18:46.920 --> 00:18:49.600]  這篇文章會幫助你更加明白
[00:18:49.600 --> 00:18:52.520]  耶穌基督復活的意義
[00:18:52.520 --> 00:18:53.600]  或者你會問
[00:18:53.600 --> 00:18:57.720]  耶穌基督復活的能力和權柄在哪裏來呢?
[00:18:57.720 --> 00:19:00.160]  如果我們看第28至29節
[00:19:00.160 --> 00:19:01.200]  我們會看到
[00:19:01.200 --> 00:19:03.000]  《約翰福音》第十章28節
[00:19:03.000 --> 00:19:03.640]  耶穌說:
