
[00:00:00.000 --> 00:00:03.200]  很快有一天我們又看聖經《仁與士》
[00:05:14.920 --> 00:05:16.600]  「毛衣」不是「油毛衣」
[00:05:16.600 --> 00:05:17.600]  你不要想錯
[00:05:17.600 --> 00:05:20.720]  是穿了一件「靴」
[00:05:20.720 --> 00:05:23.960]  穿了一件「皮草」
[00:05:23.960 --> 00:05:28.920]  這個小朋友全身紅潤
[00:05:28.920 --> 00:05:32.680]  而且渾身是全身都是毛
[00:05:32.680 --> 00:05:39.160]  而且毛好像穿了一件「毛球」
[00:05:39.160 --> 00:05:41.520]  「嘩!好靚啊!」
[00:05:41.520 --> 00:05:44.720]  於是就被稱為「耳掃」
[00:05:44.720 --> 00:05:47.920]  「耳紗」
[00:05:47.920 --> 00:05:51.560]  「耳紗」就是「多毛的」
[00:05:51.560 --> 00:05:54.320]  這是形容詞
[00:05:54.320 --> 00:05:58.440]  「耳紗」是多毛的
[00:05:58.440 --> 00:05:59.920]  這就是「耳掃」
[00:05:59.920 --> 00:06:03.520]  隨後又生了「耳掃」的兄弟
[00:06:03.520 --> 00:06:06.520]  「兄弟」即是一家人的「兄弟」
[00:06:06.520 --> 00:06:08.880]  「兄弟」這個字讓大家知道
[00:06:08.880 --> 00:06:10.720]  叫「Ark」
[00:06:10.720 --> 00:06:16.200]  「Ark」即是「兄弟」
[00:06:16.200 --> 00:06:20.120]  這個「兄弟」是手拿著「耳掃」的腳跟
[00:06:20.120 --> 00:06:22.880]  手拿著是「捉實」
[00:06:22.880 --> 00:06:24.840]  「抓住」
[00:06:24.840 --> 00:06:31.760]  「Ark」是「捉實」的腳跟
[00:06:31.760 --> 00:06:33.280]  「嘩!不放手」
[00:06:33.280 --> 00:06:37.280]  「Ark」是「捉住」的腳跟
[00:06:37.280 --> 00:06:41.480]  所以他們為「捉實」這個動作
[00:06:41.480 --> 00:06:44.680]  改了這個「兄弟」的名字
[00:06:44.680 --> 00:06:47.240]  叫他做「啞角」
[00:06:47.240 --> 00:06:51.000]  叫「啞角」,譬如普通話
[00:06:51.000 --> 00:06:54.520]  當時用普通話來做中文
[00:06:54.520 --> 00:06:58.520]  所以譯音應該是普通話的「啞角」
[00:06:58.520 --> 00:07:05.640]  「啞角」是三個音來的
[00:07:05.640 --> 00:07:13.240]  「啞角」和中文「啞角」有點相似
[00:07:13.240 --> 00:07:17.320]  不過「角」沒有中文字
[00:07:17.320 --> 00:07:21.920]  「啞角」,「啞」是對的
[00:07:21.920 --> 00:07:25.880]  「角」唯有譯成「啞角」
[00:07:25.880 --> 00:07:28.960]  「啞角」是抓住腳跟的人
[00:07:28.960 --> 00:07:31.760]  或者想「抽人家後腿」
[00:07:31.760 --> 00:07:34.680]  想做「取代者」
[00:07:34.680 --> 00:07:40.360]  「這個兒子捉住哥哥的腳跟出世」
[00:07:40.360 --> 00:07:45.760]  「當然想取代哥哥做大」
[00:07:45.760 --> 00:07:47.560]  「捉住腳跟不讓他出」
[00:07:47.560 --> 00:07:49.240]  就叫「取代者」
[00:07:49.240 --> 00:07:51.560]  「啞角」就是「捉住腳跟的人」
[00:07:51.560 --> 00:07:53.560]  為什麼要捉住哥哥的腳跟呢?
[00:07:53.560 --> 00:07:55.680]  因為想「抽人家後腿」
[00:07:55.680 --> 00:07:58.200]  想「取代他」
[00:07:58.200 --> 00:08:00.640]  所以有兩個兒子,「耳素」和「啞角」
[00:08:00.640 --> 00:08:04.000]  利伯加生下兩個兒子時
[00:08:04.000 --> 00:08:06.400]  耳素是六十歲
[00:08:06.400 --> 00:08:08.120]  剛剛六十歲
[00:08:08.120 --> 00:08:13.040]  六十歲開始成為大人
[00:08:13.040 --> 00:08:14.840]  開始壯年
[00:08:14.840 --> 00:08:23.280]  「啞角」的命名是對的
[00:08:23.280 --> 00:08:26.680]  從後面一直看下去
[00:08:26.680 --> 00:08:30.040]  「啞角」一生都在這個世界上
[00:08:30.040 --> 00:08:31.160]  不停地「抓」
[00:08:31.160 --> 00:08:34.800]  「抓」銀,「抓」貨,「抓」美女
[00:08:34.800 --> 00:08:38.120]  抓住,捉實,捉實
[00:08:38.120 --> 00:08:40.440]  甚至捉實天使不讓他走
[00:08:40.440 --> 00:08:42.640]  要給他祝福才可以讓他走
[00:08:42.640 --> 00:08:44.880]  捉實,捉實,捉實
[00:08:44.880 --> 00:08:49.240]  捉實拿了哥哥的獎指名分等等
[00:08:49.240 --> 00:08:50.960]  他真的沒有改錯名字
[00:08:50.960 --> 00:08:52.920]  所以他經常都心心不忿
[00:08:52.920 --> 00:08:53.960]  有些東西得不到
[00:08:53.960 --> 00:08:55.960]  「我要拿到」
[00:08:55.960 --> 00:08:59.720]  反而大哥「耳素」渾身事無
[00:08:59.720 --> 00:09:00.720]  十分強壯
[00:09:00.720 --> 00:09:02.440]  沒什麼所謂
[00:09:02.440 --> 00:09:04.840]  他為人大情大性
[00:09:04.840 --> 00:09:09.000]  「啞角」就「我要拿,我要取代」
[00:09:09.000 --> 00:09:11.360]  看下去《創世紀金句》
[00:09:11.360 --> 00:09:13.840]  二十五章廿四節
[00:09:13.840 --> 00:09:15.520]  生產的日子到了
[00:09:15.520 --> 00:09:18.760]  福中果然是雙生
[00:09:18.760 --> 00:09:20.560]  一早就說了
[00:09:20.560 --> 00:09:23.360]  「哎呀,醫生醫生」
[00:09:23.360 --> 00:09:26.120]  「為何肚子嗝得這麼厲害?」
[00:09:26.120 --> 00:09:31.960]  「現在可以照到,驗到」
[00:09:31.960 --> 00:09:34.720]  「以前不懂就這樣了」
[00:09:34.720 --> 00:09:35.840]  「他會弱一點」
[00:09:35.840 --> 00:09:38.200]  「你吃些安靜的東西吧」
[00:09:38.200 --> 00:09:39.280]  「休息一下吧」
[00:09:39.280 --> 00:09:42.880]  神說「為何嗝得這麼厲害?」
[00:09:42.880 --> 00:09:46.120]  「他們在爭,是孖仔來的」
[00:09:46.120 --> 00:09:50.800]  「他們在爭將來大的要服侍小的」
[00:09:50.800 --> 00:09:53.160]  果然是雙生
[00:09:53.160 --> 00:09:56.080]  神說「這樣就這樣了」
[00:09:56.080 --> 00:09:57.360]  「明定」
[00:09:57.360 --> 00:09:58.360]  祈禱
[00:09:58.360 --> 00:10:00.320]  多謝我們的主
[00:10:00.320 --> 00:10:02.720]  祢明定了每一個人
[00:10:02.720 --> 00:10:06.120]  明定了誰是誰的兄弟
[00:10:06.120 --> 00:10:08.640]  明定了誰是誰的子女
[00:10:08.640 --> 00:10:11.040]  明定了誰是誰的父母
[00:10:11.040 --> 00:10:13.440]  今天我們看到的是
[00:10:13.440 --> 00:10:16.320]  你為了尼伯加以撒
[00:10:16.320 --> 00:10:19.400]  預備了一對孖生的兒子
[00:10:19.400 --> 00:10:21.480]  在孖生的兒子裡面
[00:10:21.480 --> 00:10:22.720]  他們大家相爭
[00:10:22.720 --> 00:10:26.840]  正如今天我們和很多人相爭
[00:10:26.840 --> 00:10:28.800]  在家裡又相爭
[00:10:28.800 --> 00:10:30.800]  在教會裡又相爭
[00:10:30.800 --> 00:10:32.080]  在公司又相爭
[00:10:32.080 --> 00:10:33.600]  在學校又相爭
[00:10:33.600 --> 00:10:34.800]  在社會又相爭
[00:10:34.800 --> 00:10:36.960]  甚至我們搭車也相爭
[00:10:36.960 --> 00:10:38.960]  主要我們每樣東西都相爭
[00:10:38.960 --> 00:10:40.960]  可能這個爭奪
[00:10:40.960 --> 00:10:44.880]  要捉實就是我們人生的答案
[00:10:44.880 --> 00:10:47.880]  其實你早就知道
[00:10:47.880 --> 00:10:49.240]  幫助我們
[00:10:49.240 --> 00:10:52.680]  我們看到自己的影子
[00:10:52.680 --> 00:10:54.440]  看到雅各的時候
[00:10:54.440 --> 00:10:56.280]  好像看到自己是一個
[00:10:56.280 --> 00:10:58.960]  要捉實多點東西的人
[00:10:58.960 --> 00:11:01.960]  很多時候忘記了
[00:11:01.960 --> 00:11:04.360]  要捉實我們的主最為重要
[00:11:04.360 --> 00:11:06.800]  求你改變我們的心
[00:11:06.800 --> 00:11:08.800]  讓我們有更寬闊的心胸
[00:11:08.800 --> 00:11:10.800]  有你就夠了
[00:11:10.800 --> 00:11:11.800]  讚美你
[00:11:11.800 --> 00:11:14.320]  祈禱奉耶穌基督的名字
[00:11:14.320 --> 00:11:15.320]  阿門
