
[00:00:00.000 --> 00:00:04.360]  我剛才說在一年將要結束的時候
[00:02:27.280 --> 00:02:31.800]  如果是一些資產的計算
[00:02:31.800 --> 00:02:35.640]  又或者是看看我們需不需要去進修
[00:02:35.640 --> 00:02:39.840]  讓我們在工作上有更多的晉升機會
[00:02:39.840 --> 00:02:42.920]  似乎都有一些客觀的準則
[00:02:42.920 --> 00:02:45.680]  是幫助我們去做一些這樣的考慮
[00:02:45.680 --> 00:02:49.240]  但是屬靈的生命似乎就比較難一點
[00:02:49.240 --> 00:02:54.000]  有一個客觀的標準來衡量
[00:02:54.000 --> 00:02:55.960]  我們就比較少說
[00:02:55.960 --> 00:02:58.840]  看看你讀了聖經百分之幾
[00:02:58.840 --> 00:03:02.360]  當然這個可以是其中一個
[00:03:02.360 --> 00:03:05.880]  但是讀了多少是不代表你乖了
[00:03:05.880 --> 00:03:07.440]  或者虔誠了
[00:03:07.440 --> 00:03:09.000]  等於我們上門徒
[00:03:09.000 --> 00:03:11.840]  我們當中都有很多頂尖會上門徒
[00:03:11.840 --> 00:03:14.360]  紅色門徒是讀百分之六十六的
[00:03:14.360 --> 00:03:15.560]  但是到了畢業的時候
[00:03:15.560 --> 00:03:18.360]  有誰夠膽說自己讀了百分之六十六呢
[00:03:18.360 --> 00:03:22.760]  最多是不斷地抽抽埋埋
[00:03:22.760 --> 00:03:23.960]  勉勉強強
[00:03:23.960 --> 00:03:28.360]  或者都會有百分之三十六、四十六
[00:03:28.360 --> 00:03:30.040]  如果是這樣的話
[00:03:30.040 --> 00:03:32.600]  還是有一些落後
[00:03:32.600 --> 00:03:35.320]  屬靈的生命的評估
[00:03:35.320 --> 00:03:39.480]  其中有一個方法
[00:03:39.480 --> 00:03:43.120]  就是問一下心
[00:03:43.120 --> 00:03:44.720]  大家問心
[00:03:44.720 --> 00:03:48.280]  究竟自己對不對得起神呢
[00:03:48.280 --> 00:03:50.240]  當你問心的時候
[00:03:50.240 --> 00:03:51.920]  有很多很慚愧的事情
[00:03:51.920 --> 00:03:55.320]  你就知道是沒有面目去見神了
[00:03:55.320 --> 00:03:57.360]  這個就是一個最好的評估
[00:03:57.360 --> 00:03:59.200]  不用搞這麼多方法
[00:03:59.200 --> 00:04:03.400]  不需要砌一套問卷做調查
[00:04:03.400 --> 00:04:04.680]  問一下自己的心
[00:04:04.680 --> 00:04:07.400]  你知道自己是屬於什麼狀況
[00:04:07.400 --> 00:04:12.880]  你就知道自己還有多少所謂不夠的東西
[00:04:12.880 --> 00:04:15.520]  以往一些人去想
[00:04:15.520 --> 00:04:18.160]  究竟我是否一個虔誠的人呢
[00:04:18.160 --> 00:04:20.880]  其中比較明顯的方法就是
[00:04:20.880 --> 00:04:24.600]  看看他翻崇拜的次數多不多
[00:04:24.600 --> 00:04:26.680]  每個星期見到你
[00:04:26.680 --> 00:04:30.760]  你認識的朋友或者家人就會說
[00:04:30.760 --> 00:04:32.120]  這個人很虔誠的
[00:04:32.120 --> 00:04:34.600]  他每個星期都翻崇拜
[00:04:34.600 --> 00:04:38.960]  我們想想,每個星期翻崇拜是不是虔誠呢
[00:04:38.960 --> 00:04:41.880]  相比起一年只翻兩次
[00:04:41.880 --> 00:04:43.920]  一次是復活節,一次是聖誕節
[00:04:43.920 --> 00:04:46.240]  當然應該叫做虔誠
[00:04:46.240 --> 00:04:47.800]  有些人就說
[00:04:47.800 --> 00:04:50.560]  看看他侍奉的崗位有多少
[00:04:50.560 --> 00:04:54.320]  多一點的侍奉就應該虔誠一點
[00:04:54.320 --> 00:04:56.960]  教會每樣東西都有他的份
[00:04:56.960 --> 00:05:00.320]  就算用崗位有時候也不是很準確
[00:05:00.320 --> 00:05:02.160]  有很多人答應了別人做很多事情
[00:05:02.160 --> 00:05:03.360]  崗位也很多
[00:05:03.360 --> 00:05:05.800]  但每次都做的事情都不見了
[00:05:05.800 --> 00:05:07.520]  所以崗位也不算
[00:05:07.520 --> 00:05:10.960]  可能用侍奉的時數來計算可能會比較好
[00:05:10.960 --> 00:05:12.560]  計算一下
[00:05:12.560 --> 00:05:15.240]  原來每個星期付出了多少個小時
[00:05:15.240 --> 00:05:18.760]  一年加起來有多少個小時有侍奉
[00:05:18.760 --> 00:05:20.760]  似乎是不錯的
[00:05:20.760 --> 00:05:23.960]  這個就是現在的高中
[00:05:23.960 --> 00:05:26.960]  給大家的其他學習經歷
[00:05:26.960 --> 00:05:28.040]  怎樣去評估呢
[00:05:28.040 --> 00:05:31.680]  就是看你搞其他的事情有多少時數
[00:05:31.680 --> 00:05:34.360]  搞得多一點就是你學了其他東西多一點
[00:05:34.360 --> 00:05:37.840]  但其實是不是真的學了就不知道了
[00:05:37.840 --> 00:05:40.480]  好了,總而言之就是我們發現
[00:05:40.480 --> 00:05:43.000]  就是說怎樣是謂之虔誠
[00:05:43.000 --> 00:05:44.680]  我們去做檢討的時候
[00:05:44.680 --> 00:05:48.160]  又沒有一個好像很清楚的準則和辦法
[00:05:48.160 --> 00:05:51.360]  實在是有些困難
[00:05:51.360 --> 00:05:53.680]  如果我告訴大家
[00:05:53.680 --> 00:05:56.080]  我們去檢討
[00:05:56.080 --> 00:05:58.440]  我們屬靈的生命
[00:05:58.440 --> 00:06:00.320]  不單只是問心
[00:06:00.320 --> 00:06:06.120]  而是問我們對於堅守我們的信仰有多穩定
[00:06:06.120 --> 00:06:09.280]  我想大家就會覺得更加虛無縹緲
[00:06:09.280 --> 00:06:13.720]  怎樣謂之堅守著這個信仰呢
[00:06:13.720 --> 00:06:17.240]  其中一個方法
[00:06:17.240 --> 00:06:23.400]  就是我們聽過一件事情叫做患難見真情
[00:06:23.400 --> 00:06:25.200]  現在我就告訴你
[00:06:25.200 --> 00:06:27.400]  我們今天讀這一段經文
[00:06:27.400 --> 00:06:32.200]  告訴我們怎樣才謂之堅守這個信仰呢
[00:06:32.200 --> 00:06:35.200]  就是患難見虔誠
[00:06:35.200 --> 00:06:37.280]  在一個安樂的日子
[00:06:37.280 --> 00:06:39.280]  你說自己很有信心
[00:06:39.280 --> 00:06:40.760]  其實未必是真實
[00:06:40.760 --> 00:06:43.760]  在一個患難的日子裡面
[00:06:43.760 --> 00:06:47.760]  其實你就知道你的信心是有多麼堅定
[00:06:47.760 --> 00:06:51.360]  你對於信仰是有多麼堅持
[00:06:51.360 --> 00:06:55.280]  剛才我們一起來讀過的那段《紹行傳》第五章
[00:06:55.280 --> 00:06:56.880]  大家可以看到了
[00:06:56.880 --> 00:06:59.720]  在《紹行傳》是很早的一部分
[00:06:59.720 --> 00:07:04.160]  就是說耶穌離開了他們不久
[00:07:04.160 --> 00:07:08.400]  他們經驗了聖靈的充滿
[00:07:08.400 --> 00:07:11.800]  要到處將耶穌的福音傳開
[00:07:11.800 --> 00:07:15.360]  接著那群門徒
[00:07:15.360 --> 00:07:17.600]  在《紹行傳》裡面稱為使徒
[00:07:17.600 --> 00:07:21.440]  因為要將其他跟從耶穌的人
[00:07:21.440 --> 00:07:25.360]  跟這十二個門徒有所分別
[00:07:25.360 --> 00:07:26.960]  就稱為使徒
[00:07:26.960 --> 00:07:30.960]  他們雖然成為了初期教會的領袖
[00:07:30.960 --> 00:07:34.520]  但他們不是過著受人尊敬
[00:07:34.520 --> 00:07:38.120]  所謂群眾愛戴的生活
[00:07:38.120 --> 00:07:41.880]  他們是過著被逼迫被捉拿的生活
[00:07:41.880 --> 00:07:45.200]  因為當時大家看到這段經文
[00:07:45.200 --> 00:07:48.080]  是被禁止來傳揚耶穌的
[00:07:48.080 --> 00:07:50.080]  但當然他們沒有去理會
[00:07:50.080 --> 00:07:52.480]  他們繼續來傳揚耶穌
[00:07:52.480 --> 00:07:55.280]  結果在這段經文就說他們被捉拿
[00:07:55.280 --> 00:07:57.640]  帶到議會前面
[00:07:57.640 --> 00:08:00.160]  當然議會是當時
[00:08:00.160 --> 00:08:03.560]  宗教和政治在猶太人社會裡面
[00:08:03.560 --> 00:08:06.040]  權力最高的一個機關
[00:08:06.040 --> 00:08:10.440]  而在議會當中的重要成員
[00:08:10.440 --> 00:08:15.000]  包括了祭司、文士、律法師
[00:08:15.000 --> 00:08:19.080]  而當時他們就被大祭司去審問
[00:08:19.080 --> 00:08:22.960]  大祭司審問當然是說他們
[00:08:22.960 --> 00:08:24.960]  沒有聽從這個吩咐
[00:08:24.960 --> 00:08:29.280]  說了不可以奉耶穌的名來做教導的工作
[00:08:29.280 --> 00:08:30.640]  說關於耶穌的事
[00:08:30.640 --> 00:08:31.560]  他們不理會
[00:08:31.560 --> 00:08:33.160]  繼續來傳揚
[00:08:33.160 --> 00:08:35.160]  因此就被捉拿
[00:08:35.160 --> 00:08:37.160]  被捉拿的時候
[00:08:37.160 --> 00:08:39.560]  在經文裡面
[00:08:39.560 --> 00:08:41.160]  彼得和眾仕徒
[00:08:41.160 --> 00:08:46.200]  這很明顯當時已經凸顯了彼得的位置
[00:08:46.200 --> 00:08:50.480]  彼得和其他耶穌的門徒回答他們
[00:08:50.480 --> 00:08:54.800]  「我們必須順從上帝,勝於順從人」
[00:08:54.800 --> 00:08:56.640]  弟兄姊妹
[00:08:56.640 --> 00:08:59.640]  這是第一個你們做的評估
[00:08:59.640 --> 00:09:04.040]  順從上帝,勝於順從人
[00:09:04.040 --> 00:09:09.240]  你幾多時候能夠順從上帝,勝於順從人呢?
[00:09:09.240 --> 00:09:13.600]  可能我們很多時候怕得罪別人
[00:09:13.600 --> 00:09:15.600]  怕別人不開心
[00:09:15.600 --> 00:09:17.600]  所以我們因為這些怕
[00:09:17.600 --> 00:09:19.600]  我們會調教一下自己的決定
[00:09:19.600 --> 00:09:22.600]  調教一下自己的說話之類
[00:09:22.600 --> 00:09:25.760]  我們比較少去想這樣做的時候
[00:09:25.760 --> 00:09:27.760]  我會不會得罪上帝呢?
[00:09:27.760 --> 00:09:29.760]  會不會令上帝生氣呢?
[00:09:29.760 --> 00:09:31.760]  可能我們會這樣想
[00:09:31.760 --> 00:09:35.560]  但最後可能我們都是考慮了人的情況
[00:09:35.560 --> 00:09:37.560]  多於考慮神的情況
[00:09:37.560 --> 00:09:42.280]  但是彼得和其他仕徒很清楚地回答
[00:09:42.280 --> 00:09:44.280]  他們必須順從上帝
[00:09:44.280 --> 00:09:46.600]  他們不理會大祭司
[00:09:46.600 --> 00:09:48.880]  他們不理會那些議會的人
[00:09:48.880 --> 00:09:50.880]  究竟是不是不高興
[00:09:50.880 --> 00:09:52.400]  重要的是什麼呢?
[00:09:52.400 --> 00:09:53.800]  這是上帝的吩咐
[00:09:53.800 --> 00:09:56.800]  是耶穌基督交給他們的任務
[00:09:56.800 --> 00:09:58.120]  給他們的命令
[00:09:58.120 --> 00:10:00.120]  所以他們就要來執行
[00:10:00.120 --> 00:10:02.120]  哪怕是要被抓
[00:10:02.120 --> 00:10:03.520]  要被打
[00:10:03.520 --> 00:10:04.920]  要被監禁
[00:10:04.920 --> 00:10:06.920]  他們都不理會
[00:10:06.920 --> 00:10:10.520]  仍然堅持順從上帝
[00:10:10.520 --> 00:10:14.960]  這是其中一個顯出他們的虔誠
[00:10:14.960 --> 00:10:17.960]  接著他們再繼續
[00:10:17.960 --> 00:10:24.600]  來講述他們自己所作的一切不是以為自己有多厲害
[00:10:24.600 --> 00:10:27.200]  完全是耶穌基督的吩咐
[00:10:27.200 --> 00:10:30.560]  所以其實在第30至32節
[00:10:30.560 --> 00:10:32.560]  他們是再講多一篇道
[00:10:32.560 --> 00:10:34.560]  還要向議會的人講
[00:10:34.560 --> 00:10:36.560]  你說叫我們不准講
[00:10:36.560 --> 00:10:38.560]  我就在你面前再講一次
[00:10:38.560 --> 00:10:42.880]  大家看上去好像不覺得他們在做這件事
[00:10:42.880 --> 00:10:45.680]  但實際上他們是重複一次
[00:10:45.680 --> 00:10:48.160]  將要講的事情已經講了出來
[00:10:48.160 --> 00:10:50.920]  所以在議會的面前
[00:10:50.920 --> 00:10:54.040]  他們這麼大膽繼續講關於耶穌的事情
[00:10:54.040 --> 00:10:55.560]  他們怎麼說呢?
[00:10:55.560 --> 00:10:59.640]  你們說是在木頭上殺害耶穌
[00:10:59.640 --> 00:11:03.960]  你想想在那群議會的人面前
[00:11:03.960 --> 00:11:07.200]  擺明車馬要將他們拆穿
[00:11:07.200 --> 00:11:10.280]  將殺害耶穌的罪名放在他們身上
[00:11:10.280 --> 00:11:12.680]  接著我們祖宗的上帝
[00:11:12.680 --> 00:11:14.680]  已經使他們復活了
[00:11:14.680 --> 00:11:19.640]  當然這群大祭司和議會裡面的人
[00:11:19.640 --> 00:11:21.320]  聽完當然很憤怒
[00:11:21.320 --> 00:11:24.840]  接著彼得和仕途他們繼續講
[00:11:24.840 --> 00:11:27.240]  上帝將他們高舉在自己的右邊
[00:11:27.240 --> 00:11:29.240]  使他們作元帥、作救主
[00:11:29.240 --> 00:11:32.600]  使以色列人得以悔改並且罪得赦免
[00:11:32.600 --> 00:11:35.560]  我們就是這些事的見證人
[00:11:35.560 --> 00:11:39.160]  而上帝亦會賜給信徒人的聖靈
[00:11:39.160 --> 00:11:41.160]  來為這些事作見證
[00:11:41.160 --> 00:11:45.160]  所以他們就多講一次他們所講的信息
[00:11:45.160 --> 00:11:47.160]  結果第三十三節
[00:11:47.160 --> 00:11:49.160]  議會的人聽見就極其惱怒
[00:11:49.160 --> 00:11:50.160]  想要殺他們
[00:11:50.160 --> 00:11:52.160]  因為竟然這麼大膽
[00:11:52.160 --> 00:11:56.640]  在我們面前說我們去殺害耶穌
[00:11:56.640 --> 00:12:01.880]  現在他們得到上帝的使他們復活
[00:12:01.880 --> 00:12:03.880]  而且成為了救主
[00:12:03.880 --> 00:12:07.160]  這就證明議會這群人是全錯了
[00:12:07.160 --> 00:12:09.160]  所以這群人惱羞成怒
[00:12:09.160 --> 00:12:10.760]  就想殺他們了
[00:12:10.760 --> 00:12:15.160]  然後就出現了一個很特別的人物
[00:12:15.160 --> 00:12:19.120]  在第三十四節這個人物叫加瑪烈
[00:12:19.120 --> 00:12:21.120]  加瑪烈是何許人呢?
[00:12:21.120 --> 00:12:25.840]  加瑪烈是當時在這麼多的拉比當中
[00:12:25.840 --> 00:12:29.720]  其中一位是備受尊敬的拉比
[00:12:29.720 --> 00:12:31.720]  而且好像我們今天說的
[00:12:31.720 --> 00:12:35.760]  在高等學府裏面最傑出的一位教授
[00:12:35.760 --> 00:12:39.000]  加瑪烈其中有一個徒弟
[00:12:39.000 --> 00:12:40.560]  有學生很出名的
[00:12:40.560 --> 00:12:42.560]  那個人叫保羅
[00:12:42.560 --> 00:12:45.120]  保羅自我介紹的時候
[00:12:45.120 --> 00:12:46.600]  就來介紹過
[00:12:46.600 --> 00:12:49.040]  他是受業於加瑪烈的門下
[00:12:49.040 --> 00:12:51.600]  就是他是一個名門
[00:12:51.600 --> 00:12:55.960]  正宗的一個嫡裔的學生
[00:12:55.960 --> 00:12:57.760]  等於大家去看鐵打
[00:12:57.760 --> 00:12:59.760]  通常都會看那些
[00:12:59.760 --> 00:13:01.760]  沒有什麼人認識他的名字
[00:13:01.760 --> 00:13:04.360]  不過大家認識他的師父
[00:13:04.360 --> 00:13:07.360]  那就是我的祖師爺是誰了
[00:13:07.360 --> 00:13:08.360]  所以你看我
[00:13:08.360 --> 00:13:10.360]  找我看鐵打
[00:13:10.360 --> 00:13:12.360]  你應該都會醫得好了
[00:13:12.360 --> 00:13:18.360]  加瑪烈是一位這麼有地位的拉比
[00:13:18.360 --> 00:13:20.360]  他站起來
[00:13:20.360 --> 00:13:22.360]  就說了一番說話
[00:13:22.360 --> 00:13:24.360]  他這一番說話
[00:13:24.360 --> 00:13:28.360]  我稱為一個叫做加瑪烈驗證法
[00:13:28.360 --> 00:13:30.360]  什麼是加瑪烈驗證法呢?
[00:13:30.360 --> 00:13:32.360]  就是說究竟那幫人
[00:13:32.360 --> 00:13:34.360]  我們能不能碰呢?
[00:13:34.360 --> 00:13:36.360]  加瑪烈就在這裡給了一個原則
[00:13:36.360 --> 00:13:38.360]  但是大家看完之後
[00:13:38.360 --> 00:13:41.360]  其實好像說了等於沒說那麼厲害
[00:13:41.360 --> 00:13:43.360]  總而言之就是
[00:13:43.360 --> 00:13:46.360]  你碰與不碰都是不對的
[00:13:46.360 --> 00:13:48.360]  告訴你不要理會他們
[00:13:48.360 --> 00:13:51.360]  這個就是加瑪烈的驗證法
[00:13:51.360 --> 00:13:53.360]  他究竟在說什麼呢?
[00:13:53.360 --> 00:13:55.360]  加瑪烈就說了
[00:13:55.360 --> 00:13:58.360]  這一幫人
[00:13:58.360 --> 00:14:02.360]  大家要小心去處理他們
[00:14:02.360 --> 00:14:05.360]  他就舉了兩個例子出來
[00:14:05.360 --> 00:14:07.360]  第一個叫杜達
[00:14:07.360 --> 00:14:12.360]  我們翻查聖經和一些資料
[00:14:12.360 --> 00:14:15.360]  其實不知道杜達是何許人
[00:14:15.360 --> 00:14:18.360]  但是根據加瑪烈的說法
[00:14:18.360 --> 00:14:20.360]  他曾經出來
[00:14:20.360 --> 00:14:22.360]  有些跟從者大概有400
[00:14:22.360 --> 00:14:27.360]  當他死了之後
[00:14:27.360 --> 00:14:29.360]  是烏合之眾
[00:14:29.360 --> 00:14:30.360]  所以就散了
[00:14:30.360 --> 00:14:35.360]  所以照估計杜達是一個小小的教派
[00:14:35.360 --> 00:14:38.360]  或者是一個有小許魅力的領袖
[00:14:38.360 --> 00:14:40.360]  有幾百人來跟從他
[00:14:40.360 --> 00:14:43.360]  但是由於這些小小的教派
[00:14:43.360 --> 00:14:45.360]  是以一個人做中心的
[00:14:45.360 --> 00:14:48.360]  而這個人死了之後
[00:14:48.360 --> 00:14:50.360]  當然就樹倒猢猻散
[00:14:50.360 --> 00:14:53.360]  這些烏合之眾就散了
[00:14:53.360 --> 00:14:56.360]  加瑪烈提出了第一個例子
[00:14:56.360 --> 00:15:00.360]  這個例子應該在當時很多人都知道的
[00:15:00.360 --> 00:15:02.360]  第二個例子
[00:15:02.360 --> 00:15:05.360]  他說在登記戶籍的時候
[00:15:05.360 --> 00:15:07.360]  有一個人從加利利出來
[00:15:07.360 --> 00:15:09.360]  那個人叫做猶大
[00:15:09.360 --> 00:15:14.360]  這個大概是在主後的第六年
[00:15:14.360 --> 00:15:19.360]  總督居里紐去做的一件事
[00:15:19.360 --> 00:15:24.360]  有登記戶籍和頒布一個新的稅收條例
[00:15:24.360 --> 00:15:28.360]  結果引來很多猶太人的不滿
[00:15:28.360 --> 00:15:32.360]  因為認為這樣就是羅馬政府去奴役百姓的開始
[00:15:32.360 --> 00:15:34.360]  加他們的稅
[00:15:34.360 --> 00:15:39.360]  也對於猶太人來說是一個很大的侮辱
[00:15:39.360 --> 00:15:43.360]  因此有一群虔誠的猶太人
[00:15:43.360 --> 00:15:46.360]  起來反抗羅馬政府
[00:15:46.360 --> 00:15:50.360]  但是結果當然被羅馬政府平息了
[00:15:50.360 --> 00:15:53.360]  平息之後這一群人
[00:15:53.360 --> 00:15:56.360]  成為了日後的憤慮黨
[00:15:56.360 --> 00:15:59.360]  大家知道在耶穌的門徒當中
[00:15:59.360 --> 00:16:02.360]  就有一個憤慮黨的西門
[00:16:02.360 --> 00:16:06.360]  就在這個歷史背景出現了
[00:16:06.360 --> 00:16:13.360]  在這個人物興起之後
[00:16:13.360 --> 00:16:15.360]  加瑪烈就說
[00:16:15.360 --> 00:16:18.360]  他最後都死了
[00:16:18.360 --> 00:16:21.360]  跟從他的人都四散了
[00:16:21.360 --> 00:16:23.360]  沒有人跟隨猶大
[00:16:23.360 --> 00:16:25.360]  雖然有一個憤慮黨出現
[00:16:25.360 --> 00:16:28.360]  但這個憤慮黨的領袖顯然不是猶大
[00:16:28.360 --> 00:16:30.360]  所以呢
[00:16:30.360 --> 00:16:33.360]  加瑪烈舉了這兩個例子之後
[00:16:33.360 --> 00:16:34.360]  他就做了一個總結
[00:16:34.360 --> 00:16:38.360]  他說現在我勸你們不要去管這一群人
[00:16:38.360 --> 00:16:40.360]  由他們吧
[00:16:40.360 --> 00:16:42.360]  他的法則第一
[00:16:42.360 --> 00:16:44.360]  如果他所謀是出於人的話
[00:16:44.360 --> 00:16:46.360]  必要敗壞
[00:16:46.360 --> 00:16:48.360]  就好像昔日的杜達
[00:16:48.360 --> 00:16:50.360]  或者是猶大那樣
[00:16:50.360 --> 00:16:52.360]  因為是出於人的
[00:16:52.360 --> 00:16:54.360]  他們只是人的作為
[00:16:54.360 --> 00:16:56.360]  所以這個人死了之後
[00:16:56.360 --> 00:16:59.360]  其實這個加瑪烈就想
[00:16:59.360 --> 00:17:02.360]  這個耶穌
[00:17:02.360 --> 00:17:06.360]  其實跟這兩個我剛才提到的人類似
[00:17:06.360 --> 00:17:07.360]  他有什麼厲害呢
[00:17:07.360 --> 00:17:08.360]  都是有一群人
[00:17:08.360 --> 00:17:10.360]  十二個門徒
[00:17:10.360 --> 00:17:12.360]  再加上一些嘍囉
[00:17:12.360 --> 00:17:14.360]  來跟從他
[00:17:14.360 --> 00:17:16.360]  過了一些日子
[00:17:16.360 --> 00:17:18.360]  耶穌死了之後一段時間
[00:17:18.360 --> 00:17:20.360]  這一群人都會散了
[00:17:20.360 --> 00:17:22.360]  這個是加瑪烈的想法
[00:17:22.360 --> 00:17:24.360]  就是說你現在去搞他們
[00:17:24.360 --> 00:17:26.360]  浪費唇舌
[00:17:26.360 --> 00:17:27.360]  這一群人不成氣候的
[00:17:27.360 --> 00:17:29.360]  所以不需要擔心
[00:17:29.360 --> 00:17:32.360]  這個是他法則的第一
[00:17:32.360 --> 00:17:34.360]  法則的第二
[00:17:34.360 --> 00:17:36.360]  在第39節說
[00:17:36.360 --> 00:17:39.360]  如果他們是出於上帝的話
[00:17:39.360 --> 00:17:42.360]  你們就不能夠敗壞他們
[00:17:42.360 --> 00:17:44.360]  沒辦法搞定他們
[00:17:44.360 --> 00:17:47.360]  恐怕你們倒是攻擊上帝了
[00:17:47.360 --> 00:17:50.360]  如果這一群人真的屬於上帝
[00:17:50.360 --> 00:17:52.360]  而你去搞他們的話
[00:17:52.360 --> 00:17:53.360]  死火了
[00:17:53.360 --> 00:17:56.360]  你即是攻擊上帝
[00:17:56.360 --> 00:17:58.360]  誰夠膽攻擊上帝
[00:17:58.360 --> 00:18:00.360]  罪大惡極
[00:18:00.360 --> 00:18:02.360]  會被上帝懲罰
[00:18:02.360 --> 00:18:04.360]  所以呢
[00:18:04.360 --> 00:18:06.360]  加瑪烈的說法就是
[00:18:06.360 --> 00:18:08.360]  他們這一群人
[00:18:08.360 --> 00:18:10.360]  基本上是不用管的
[00:18:10.360 --> 00:18:11.360]  因為出於人的話
[00:18:11.360 --> 00:18:12.360]  自然會散的
[00:18:12.360 --> 00:18:13.360]  如果出於神的話
[00:18:13.360 --> 00:18:14.360]  你又不能搞他們
[00:18:14.360 --> 00:18:16.360]  因為有神保護他們
[00:18:16.360 --> 00:18:18.360]  而且你搞他們的話
[00:18:18.360 --> 00:18:19.360]  神可能到頭懲罰你
[00:18:19.360 --> 00:18:20.360]  那就更大件事
[00:18:20.360 --> 00:18:22.360]  所以左也不行
[00:18:22.360 --> 00:18:23.360]  右也不行
[00:18:23.360 --> 00:18:25.360]  所以你就不用搞他們了
[00:18:25.360 --> 00:18:26.360]  所以總結
[00:18:26.360 --> 00:18:28.360]  加瑪烈的說法
[00:18:28.360 --> 00:18:30.360]  人們聽完之後覺得
[00:18:30.360 --> 00:18:31.360]  很有道理
[00:18:31.360 --> 00:18:33.360]  即是不用理會他們
[00:18:33.360 --> 00:18:34.360]  總而言之
[00:18:34.360 --> 00:18:35.360]  就是安心
[00:18:35.360 --> 00:18:38.360]  因為如果萬一一個不經意
[00:18:38.360 --> 00:18:40.360]  這一群人真的出於上帝的話
[00:18:40.360 --> 00:18:42.360]  我們就被上帝懲罰
[00:18:42.360 --> 00:18:43.360]  明哲保身
[00:18:43.360 --> 00:18:45.360]  所以還是不要理會他們
[00:18:45.360 --> 00:18:47.360]  如果他們只是一群烏合之眾
[00:18:47.360 --> 00:18:49.360]  就更加不用擔心
[00:18:49.360 --> 00:18:50.360]  過了一段時間
[00:18:50.360 --> 00:18:53.360]  他們自然就會散開
[00:18:53.360 --> 00:18:56.360]  自然就會消失影響力
[00:18:56.360 --> 00:18:59.360]  所以當這一群人被說服之後
[00:18:59.360 --> 00:19:03.360]  試圖再被帶到前面
[00:19:03.360 --> 00:19:05.360]  接著就被打
[00:19:05.360 --> 00:19:08.360]  打完之後就放了他們
[00:19:08.360 --> 00:19:10.360]  這一群人很奇怪
[00:19:10.360 --> 00:19:12.360]  被人打完
